0.00068784+0.00057352i,0.001285+0.00064123i,0.0012899-0.0008579i,0.00035188-0.0021233i,-0.00049157-0.0032268i,-0.00044069-0.0026223i,-0.00080576-0.00092567i,-0.00030188+0.00023138i,0.0006767+0.0012886i,0.0013202+0.00063026i,0.0012115-0.0005157i,4.1142e-05-0.00036517i,-0.00038372+0.0003593i,-0.00059481+0.0010226i,-0.00062305+0.00031357i,-0.00014855-0.00036249i,-0.00029879-0.00027927i,-0.00013909+1.4029e-05i,0.00052078-3.1244e-06i,0.00050869-0.00016602i,-0.00011861-0.00038225i,-1.6262e-05-0.00041522i,0.00044738-0.00010244i
0.0098623-0.014106i,0.024157-0.039549i,0.012216-0.081691i,-0.037833-0.09695i,-0.056154-0.052801i,0.0042456+0.0030427i,0.077688+0.038164i,0.097232+0.076281i,0.085767+0.094612i,0.066904+0.063105i,0.038435+0.018044i,0.017832+0.00031676i,0.013988+0.003381i,0.013832+0.0096993i,0.01045+0.016909i,0.0060146+0.028403i,0.0060957+0.039638i,0.0086278+0.038324i,0.0096507+0.025837i,0.0091135+0.014816i,0.0019777+0.0095715i,-0.013885+0.012408i,-0.023667+0.019687i
-0.012445+0.0068914i,-0.034731+0.03251i,-0.040692+0.080143i,-0.0093285+0.11641i,0.0085421+0.097766i,-0.0027934+0.043831i,0.0019686-0.0051113i,0.034185-0.053176i,0.057566-0.089577i,0.039291-0.083197i,0.0021446-0.048914i,-0.015758-0.020185i,-0.014674-0.010337i,-0.010292-0.010442i,-0.0049807-0.0081857i,0.0081675-0.0094607i,0.021388-0.018947i,0.022082-0.024559i,0.011209-0.019767i,0.0022891-0.011172i,0.0034967-0.0016225i,0.012379+0.0082541i,0.020314+0.011956i
0.015135-0.004379i,0.044863-0.026348i,0.064876-0.079136i,0.029648-0.13401i,-0.030083-0.1179i,-0.059343-0.034706i,-0.067331+0.02916i,-0.098713+0.046922i,-0.12753+0.063361i,-0.09254+0.069519i,-0.032409+0.042576i,-0.0059526+0.016566i,-0.0044436+0.010659i,-0.0078098+0.0095052i,-0.012672+0.0032982i,-0.02271-0.0047444i,-0.03495-0.0080773i,-0.037804-0.0066634i,-0.029667-0.0036942i,-0.018017-0.0012449i,-0.0056858-0.004429i,0.003171-0.015521i,0.0049523-0.025844i
-0.019654+0.0032567i,-0.056385+0.015015i,-0.090682+0.052812i,-0.073326+0.09797i,-0.0084008+0.089745i,0.048318+0.023302i,0.070866-0.0014369i,0.09937+0.036336i,0.13015+0.038555i,0.10649-0.00040759i,0.050673-0.020816i,0.014201-0.020246i,0.0064369-0.014347i,0.010686-0.012163i,0.010699-0.0085815i,0.010099+0.0067283i,0.014506+0.024966i,0.018392+0.028875i,0.016641+0.01749i,0.0098491+0.0038321i,0.0017153-0.0058651i,-0.0089147-0.0089386i,-0.018115-0.0044283i
0.02082-0.0017399i,0.064891-0.0051001i,0.11986-0.038596i,0.13064-0.10762i,0.064489-0.14708i,-0.038999-0.091175i,-0.080553-0.031121i,-0.072583-0.063921i,-0.086727-0.10036i,-0.085279-0.064793i,-0.043816-0.013921i,-0.0089081+0.0023269i,-0.0032129-0.0011148i,-0.0035469-0.0043445i,0.0058287-0.010756i,0.018352-0.026191i,0.024855-0.04107i,0.021479-0.043849i,0.012143-0.034833i,0.003783-0.021176i,-0.0021149-0.0063798i,-0.0020118+0.0091825i,0.0030785+0.019953i
-0.018369-0.0076466i,-0.064263-0.014009i,-0.13-0.0010574i,-0.16228+0.059044i,-0.11308+0.12285i,-0.021561+0.10546i,-0.0076524+0.058292i,-0.041215+0.083653i,-0.01346+0.12606i,0.030434+0.10156i,0.032255+0.050842i,0.021372+0.023641i,0.017136+0.011794i,0.013173+0.0083427i,0.0055734+0.0051956i,-0.013092+0.00025564i,-0.034457+0.00090549i,-0.041218+0.0051068i,-0.032706+0.0085094i,-0.01941+0.010558i,-0.0041533+0.011818i,0.011457+0.0074267i,0.020262-0.00039748i
0.017812+0.012431i,0.063851+0.03175i,0.1413+0.040197i,0.19641-0.01341i,0.15386-0.11395i,0.044246-0.16486i,0.00053389-0.14496i,0.036329-0.12163i,0.05613-0.11309i,0.026088-0.091114i,-0.010508-0.049745i,-0.01625-0.012029i,-0.0046658-0.0022398i,-0.0027006-0.0050722i,-0.0019396+0.007395i,0.013598+0.02566i,0.030645+0.033172i,0.033026+0.030174i,0.023426+0.022467i,0.015495+0.015375i,0.0098592+0.0038086i,-0.00079238-0.011437i,-0.011114-0.021164i
-0.014407-0.016299i,-0.056373-0.04831i,-0.13649-0.08654i,-0.22096-0.065693i,-0.22103+0.03319i,-0.10321+0.097828i,0.0076333+0.065593i,0.0023304+0.021366i,-0.054391+0.030955i,-0.057493+0.049395i,-0.029974+0.034088i,-0.018961+0.013941i,-0.013507+0.010588i,-0.0072152+0.0092484i,-0.0041052+0.00054617i,-0.0031239-0.016325i,-0.003088-0.033622i,-0.0030251-0.037268i,-0.0021402-0.028624i,-0.0027544-0.018271i,-0.0094744-0.0093397i,-0.018545+0.0025424i,-0.02363+0.014584i
0.011575+0.018091i,0.0464+0.061536i,0.11647+0.12034i,0.20841+0.1223i,0.2525+0.03649i,0.20649-0.03465i,0.13338-0.012728i,0.098552+0.033465i,0.096275+0.024701i,0.082916-0.016836i,0.05026-0.038968i,0.019828-0.032368i,0.0059716-0.017832i,0.00016179-0.013288i,-0.014436-0.0086498i,-0.031619+0.0089036i,-0.037608+0.025286i,-0.031294+0.025165i,-0.022436+0.015513i,-0.015179+0.011478i,-0.003226+0.013094i,0.013707+0.014826i,0.025495+0.017128i
-0.0078214-0.018663i,-0.029515-0.075606i,-0.077369-0.16246i,-0.15936-0.20939i,-0.22916-0.14517i,-0.23891-0.011251i,-0.18372+0.082233i,-0.10446+0.069326i,-0.066502+0.0072864i,-0.061639-0.011018i,-0.041012+0.001833i,-0.015175+0.00031213i,-0.0086684-0.0039272i,-0.0060791+0.0017126i,0.0070985+0.0051613i,0.025002+0.0025188i,0.034905+0.00088109i,0.029757+0.002879i,0.020467+0.0055709i,0.018555+0.0034321i,0.018707-0.0064646i,0.014148-0.020181i,0.0095844-0.032849i
0.0042013+0.023107i,0.012575+0.083582i,0.041373+0.18651i,0.1045+0.2641i,0.16219+0.24037i,0.16052+0.13573i,0.092585+0.027303i,0.017821-0.0072952i,0.0098316+0.025636i,0.038984+0.045041i,0.042038+0.033287i,0.02801+0.019859i,0.019472+0.0083703i,0.016299-0.0029569i,0.01334-0.014514i,0.0024844-0.027485i,-0.0088374-0.034034i,-0.0092206-0.029192i,-0.0040397-0.022365i,-0.0053407-0.019598i,-0.014595-0.013162i,-0.025113-0.0014101i,-0.034496+0.0082046i
0.00081807-0.023151i,0.010008-0.087194i,0.018246-0.19937i,-0.0073629-0.30291i,-0.065615-0.33123i,-0.12231-0.29051i,-0.13804-0.20461i,-0.091155-0.10631i,-0.036792-0.054517i,-0.024364-0.050778i,-0.030819-0.040022i,-0.023504-0.017299i,-0.011999-0.0073729i,-0.010027-0.00034446i,-0.0082996+0.012779i,-0.0022373+0.024328i,-0.0014951+0.026124i,-0.0072261+0.017499i,-0.012448+0.0080741i,-0.012321+0.0073387i,-0.0038232+0.013418i,0.010974+0.020199i,0.02661+0.026339i
-0.0082727+0.023749i,-0.034373+0.08307i,-0.074638+0.18647i,-0.091789+0.27726i,-0.067549+0.29739i,0.0067449+0.25319i,0.096035+0.16939i,0.10741+0.079613i,0.043497+0.037527i,-0.0016942+0.043974i,-0.0063375+0.043669i,-0.0019307+0.029524i,0.0056394+0.019998i,0.012957+0.012001i,0.017645+0.0052771i,0.024264-0.00078972i,0.027274-0.0041744i,0.023178-0.0019159i,0.017264+0.00044209i,0.013613-0.0025917i,0.010261-0.012177i,0.008175-0.024767i,0.0089344-0.035418i
0.013139-0.02195i,0.055549-0.074836i,0.12397-0.17197i,0.17211-0.26277i,0.1797-0.27979i,0.15793-0.23098i,0.097448-0.16559i,0.024734-0.10122i,0.0048498-0.048712i,0.026669-0.036108i,0.030888-0.039791i,0.014304-0.030598i,0.0012687-0.01963i,-0.0060313-0.016162i,-0.015205-0.014189i,-0.023635-0.010355i,-0.022439-0.0083154i,-0.012366-0.010643i,-0.0055063-0.012448i,-0.0064874-0.0080484i,-0.010752-0.00036205i,-0.018911+0.0062987i,-0.03047+0.0092027i
-0.019106+0.016588i,-0.07406+0.056896i,-0.16573+0.12654i,-0.23432+0.18112i,-0.24726+0.17164i,-0.23658+0.13877i,-0.18719+0.14721i,-0.084072+0.13861i,-0.019402+0.065007i,-0.032111+0.014061i,-0.042454+0.013136i,-0.025158+0.016388i,-0.010245+0.014927i,-0.0058086+0.012423i,-0.0052045+0.011871i,-0.0032118+0.015749i,-0.0037762+0.018135i,-0.0089085+0.018503i,-0.01187+0.018174i,-0.0060177+0.015643i,0.0044555+0.011007i,0.012602+0.010842i,0.015314+0.019133i
0.02364-0.01352i,0.088618-0.038406i,0.19614-0.081232i,0.26857-0.10382i,0.25335-0.057312i,0.21319+0.012477i,0.17734-0.003322i,0.10702-0.053693i,0.05085-0.031913i,0.049697+0.006867i,0.047287+0.0051921i,0.027344-0.00698i,0.014299-0.011654i,0.011275-0.011927i,0.012206-0.013327i,0.010731-0.017642i,0.009914-0.016442i,0.011011-0.0082997i,0.0095976-0.0016321i,0.0039362+0.00043842i,-0.0031197-0.0014489i,-0.0048444-0.0086198i,0.0026444-0.015113i
-0.025343+0.008345i,-0.095417+0.016195i,-0.20682+0.028352i,-0.26933+0.023571i,-0.22694-0.041669i,-0.1765-0.12756i,-0.17323-0.11323i,-0.13196-0.018689i,-0.061209+0.016861i,-0.031679-0.016409i,-0.030017-0.031145i,-0.02527-0.017025i,-0.017443-0.0054797i,-0.012092-0.0018907i,-0.011231-0.002471i,-0.014282-0.0041054i,-0.016311-0.0081569i,-0.014462-0.012643i,-0.0113-0.012903i,-0.0074261-0.0086158i,-0.0022726-0.00091432i,-0.0019134+0.0029422i,-0.007182-0.0024201i
0.025032-0.0024759i,0.096905+0.0071512i,0.2076+0.019539i,0.25163+0.029315i,0.14858+0.066759i,0.038476+0.13597i,0.04668+0.15107i,0.067801+0.081556i,0.034001+0.029192i,0.0082437+0.038566i,0.01347+0.04432i,0.019704+0.026629i,0.016035+0.011471i,0.0093729+0.0083528i,0.0085229+0.012547i,0.01287+0.014829i,0.013465+0.01355i,0.0087933+0.0096473i,0.0046678+0.0039501i,0.0040501-0.0021015i,0.0048818-0.0092975i,0.0046455-0.0096525i,0.00019099+0.0005368i
-0.025352-0.0074549i,-0.089769-0.034321i,-0.18969-0.07917i,-0.22389-0.104i,-0.10725-0.10321i,0.043722-0.1207i,0.055896-0.14596i,-0.015668-0.11811i,-0.029375-0.060231i,-0.00041737-0.039235i,0.0047873-0.034451i,-0.0054116-0.02065i,-0.0068605-0.01061i,-0.00075418-0.0076348i,0.006355-0.0085938i,0.010347-0.011466i,0.011878-0.011565i,0.013627-0.0083795i,0.012868-0.0052513i,0.0062876-0.003211i,-0.0011086-0.00032194i,-0.0018775+0.0025728i,0.0058312+0.0060666i
0.024128+0.0093954i,0.083319+0.052957i,0.17093+0.11382i,0.20497+0.1242i,0.10729+0.05307i,-0.04845-0.013057i,-0.093928+0.0085538i,-0.026692+0.044421i,0.0097983+0.023772i,-0.017191+0.0075069i,-0.033486+0.017082i,-0.01941+0.023002i,-0.0044697+0.016936i,-0.0041616+0.0076255i,-0.011777+0.0075473i,-0.01512+0.013809i,-0.012217+0.013503i,-0.0093175+0.0067767i,-0.0072933+0.0021738i,-0.0021882+0.0036844i,0.0043569+0.0065143i,0.0059254+0.0039885i,0.0031854-0.0047968i
-0.018607-0.017635i,-0.062382-0.073374i,-0.13061-0.15793i,-0.16909-0.1754i,-0.10921-0.059724i,0.023913+0.078427i,0.11147+0.080202i,0.092573+0.0084149i,0.048027-0.0069879i,0.041905+0.0016379i,0.036238-0.011542i,0.015861-0.0212i,0.0039734-0.012266i,0.0060214-0.00052026i,0.012277+0.0027958i,0.01462+0.0011726i,0.010109+0.0032952i,0.0030812+0.006967i,-0.0016384+0.0061181i,-0.0039743+0.0019837i,-0.0045074-0.0025511i,-0.0054419-0.0045002i,-0.011386-0.002723i
0.014768+0.01993i,0.042898+0.083762i,0.089021+0.18366i,0.13363+0.21511i,0.13641+0.088939i,0.070379-0.068181i,-0.012141-0.075714i,-0.034645+0.0030774i,-0.019225+0.024305i,-0.015663-0.0022581i,-0.016654-0.01064i,-0.012289-0.0018321i,-0.0078418+0.00055809i,-0.0065811-0.0063516i,-0.01161-0.015725i,-0.017501-0.019468i,-0.014061-0.017115i,-0.0075235-0.013008i,-0.0072268-0.0089491i,-0.00946-0.0036057i,-0.010504+0.00046213i,-0.0083789+0.0017553i,-0.0025415+0.0052591i
-0.010023-0.022968i,-0.02019-0.091961i,-0.038326-0.20502i,-0.086536-0.26562i,-0.1722-0.16689i,-0.20723+0.0088599i,-0.14181+0.085641i,-0.062103+0.05675i,-0.022888+0.02556i,-0.0033911+0.028142i,0.013214+0.027097i,0.020397+0.012452i,0.013343+0.0027684i,0.0030358+0.0041332i,0.0025799+0.010255i,0.0063957+0.010459i,0.0044007+0.0036819i,-0.00075677-0.0030853i,-0.001937-0.0048758i,0.0014488-0.0027496i,0.0054826+0.00045123i,0.0068641+0.0015552i,0.0084543-0.0012757i
0.0029723+0.027484i,-0.0048832+0.093752i,-0.017319+0.20375i,0.0064397+0.27624i,0.098837+0.22125i,0.17129+0.080776i,0.12462-0.021889i,0.032664-0.043158i,0.00083036-0.028275i,0.0042299-0.022831i,-0.0047523-0.018681i,-0.014172-0.0077267i,-0.0085393-0.0042836i,0.0018282-0.0079735i,0.0084657-0.013161i,0.010225-0.016276i,0.0090549-0.011753i,0.0076401-0.0041799i,0.0066866-0.00041716i,0.0065371-0.0020478i,0.0073959-0.0057425i,0.0068927-0.0063936i,0.0012444-0.0058553i
0.0023496-0.022404i,0.028141-0.085185i,0.077692-0.19394i,0.093364-0.29239i,0.017126-0.30795i,-0.082826-0.2551i,-0.095818-0.16824i,-0.040147-0.08015i,-0.010068-0.031237i,-0.014627-0.0096369i,-0.015275+0.0034197i,-0.0053425+0.0093968i,0.0016099+0.0079251i,-0.0023994+0.0067855i,-0.0088328+0.011834i,-0.0083903+0.015976i,-0.0043337+0.011399i,-0.0013672+0.0045876i,0.00029185+0.0026748i,0.00070154+0.0040928i,-0.0025915+0.0038284i,-0.0065646+0.003966i,-0.0070094+0.0070389i
-0.011391+0.020545i,-0.049296+0.070592i,-0.12474+0.16151i,-0.17238+0.25478i,-0.11619+0.29993i,-0.010315+0.28938i,0.053864+0.21262i,0.057808+0.1027i,0.037155+0.038347i,0.027414+0.015667i,0.020048-0.0035307i,0.0075877-0.014677i,0.0028993-0.010948i,0.0064825-0.004273i,0.011136+0.00013474i,0.012714+0.0028939i,0.0094153+0.0040042i,0.0047109+0.0040959i,0.0024775+0.0023443i,0.001815+0.0020012i,0.0016309+0.0043653i,0.0030337+0.0065191i,0.0062713+0.0063996i
0.016449-0.019186i,0.066655-0.056196i,0.16622-0.11997i,0.25329-0.18541i,0.24696-0.22587i,0.17828-0.21679i,0.10708-0.14505i,0.044584-0.059592i,0.0097309-0.017561i,-0.0020454-0.01193i,-0.0061488-0.0049587i,-0.004493+0.0060457i,-0.0042742+0.0079778i,-0.0071084+0.00367i,-0.011659-0.0018877i,-0.01471-0.0039384i,-0.010798-0.0026335i,-0.0053665-0.0033809i,-0.0050106-0.0038103i,-0.0063771-0.0026157i,-0.0041792-0.0045335i,-0.0011544-0.00909i,-0.00041434-0.011525i
-0.017904+0.013547i,-0.072776+0.033i,-0.18183+0.058065i,-0.29196+0.072571i,-0.3374+0.078757i,-0.31363+0.088705i,-0.23169+0.086873i,-0.1234+0.068471i,-0.045837+0.042296i,-0.015781+0.025212i,-0.0023228+0.015552i,0.0060755+0.0057062i,0.0067939+0.00066681i,0.0056971+0.00023224i,0.0067967+0.0028942i,0.006934+0.0048602i,0.0030477+0.0045699i,-0.0013186+0.0041521i,-0.00083497+0.0024627i,0.00073683-0.00016657i,-0.0011894-0.0014388i,-0.0047862-0.00091049i,-0.007713-0.00016908i
0.019612-0.0063287i,0.07615-0.0099833i,0.18461-0.0050911i,0.28373+0.015653i,0.3086+0.045282i,0.27615+0.050228i,0.19589+0.023515i,0.096898-0.0030998i,0.04051-0.010968i,0.023051-0.01341i,0.0061166-0.013122i,-0.0092695-0.0066754i,-0.011031-0.0030311i,-0.0065943-0.0060259i,-0.0024183-0.012955i,0.00085231-0.017358i,0.0025896-0.016052i,0.0030038-0.012733i,0.0010639-0.0094874i,-0.00041938-0.0065298i,0.0012947-0.0024734i,0.0049453+0.0020148i,0.0055044+0.0062088i
-0.017793+0.0029712i,-0.071402-0.0083768i,-0.16333-0.049348i,-0.23159-0.12081i,-0.21978-0.1943i,-0.17984-0.2316i,-0.13996-0.1896i,-0.084561-0.09654i,-0.042208-0.032351i,-0.023944-0.008997i,-0.010229-0.00056415i,0.002358+0.0025916i,0.0088735+0.0033389i,0.0087889+0.0033125i,0.0035659+0.0043992i,-0.0019946+0.0047637i,-0.0057646+0.0016775i,-0.0081273-0.00018103i,-0.0076847+0.0020466i,-0.0038691+0.0049874i,0.00045769+0.0026443i,0.0009122-0.001903i,0.0027835-0.0039483i
0.016585+0.0025709i,0.063051+0.026357i,0.13235+0.084094i,0.15977+0.16551i,0.1046+0.23619i,0.036779+0.26613i,0.025243+0.21939i,0.035817+0.11484i,0.029501+0.042995i,0.021616+0.020183i,0.015776+0.0060435i,0.0057974-0.0061654i,-0.0011255-0.0096837i,-0.0010555-0.0068378i,0.0053441-0.0023541i,0.012569+0.00090932i,0.013765+0.002575i,0.012392+0.0020355i,0.01074+0.00077369i,0.0070188-0.0009828i,0.0014694-0.0019863i,-0.0032593-0.0011016i,-0.0063778-0.0017167i
-0.014513-0.0071753i,-0.049032-0.041162i,-0.090902-0.1111i,-0.0775-0.18837i,0.01611-0.23063i,0.1074-0.22115i,0.11123-0.17202i,0.051838-0.10463i,0.010484-0.050997i,-0.0021138-0.026616i,-0.0079579-0.010069i,-0.0055795+0.0064264i,-0.00049372+0.01274i,-0.00043585+0.011299i,-0.0052337+0.0075136i,-0.0090869+0.0024277i,-0.0073883-0.0027833i,-0.0047822-0.0056915i,-0.0047362-0.0051895i,-0.0053381-0.0022693i,-0.0034005+0.0016921i,-0.00078399+0.0038691i,-0.00028847+0.0055429i
0.015364+0.0098111i,0.037785+0.048756i,0.055784+0.11403i,0.013125+0.15637i,-0.11041+0.13626i,-0.21154+0.093212i,-0.18891+0.076065i,-0.090412+0.067896i,-0.023819+0.043593i,-0.0065491+0.020954i,-0.00087315+0.0087567i,0.0017543+2.7899e-05i,0.0015937-0.0061388i,0.00070848-0.0068085i,-0.00059231+0.0010833i,-0.00168+0.01068i,-0.0025656+0.014176i,-0.0020163+0.012693i,-3.7039e-05+0.010072i,0.0016201+0.006955i,0.0027321+0.0024271i,0.0044347-0.0021392i,0.0068094-0.0033426i
-0.0075621-0.013371i,-0.019786-0.053163i,-0.016293-0.11612i,0.03311-0.13557i,0.12796-0.05778i,0.20452+0.036501i,0.18724+0.048469i,0.10528+0.018028i,0.048495+0.00086187i,0.028397-0.0093075i,0.010068-0.014534i,-0.0048196-0.0088171i,-0.0093287-0.00072185i,-0.0072772+0.00048805i,-0.0034188-0.0057412i,-0.0011227-0.012115i,0.00075805-0.01208i,0.0024836-0.0084446i,0.0024597-0.0068384i,0.00049037-0.0071546i,-0.0027835-0.0055116i,-0.0057921-0.0038295i,-0.0062401-0.004197i
0.0032927+0.013253i,0.0062517+0.051581i,-0.0076679+0.099803i,-0.043928+0.086205i,-0.083802-0.03134i,-0.11713-0.14968i,-0.12488-0.13916i,-0.091347-0.055147i,-0.05191-0.0054759i,-0.028344+0.0077713i,-0.0086369+0.010436i,0.0055512+0.006615i,0.010359-0.00044942i,0.0091352-0.0052976i,0.0023758-0.0055476i,-0.0058686-0.0032599i,-0.0092558-0.0026095i,-0.0089543-0.0036883i,-0.0083645-0.0035384i,-0.0069331-0.00073248i,-0.0025874+0.0026428i,0.0011224+0.0055115i,0.00021624+0.0069364i
-0.0019357-0.01356i,0.0068593-0.047762i,0.029868-0.088749i,0.043931-0.068447i,0.019589+0.051762i,-0.013045+0.17436i,-0.008492+0.17317i,0.0089805+0.086713i,0.010708+0.027504i,0.0092792+0.010075i,0.0071624+0.0025663i,0.0022628-0.0023457i,-0.002065-0.0039595i,-0.0017696-0.0018246i,0.0065681-6.2001e-06i,0.0148-0.0018345i,0.014772-0.0030832i,0.0098881-0.0014804i,0.0067949+0.00069262i,0.0056643-0.00052114i,0.0045906-0.005038i,0.0043297-0.0074199i,0.0042365-0.0053742i
-0.0029264+0.011908i,-0.015788+0.04031i,-0.040544+0.071985i,-0.033684+0.049955i,0.039211-0.052761i,0.1062-0.15041i,0.091046-0.15815i,0.034846-0.10528i,0.0049903-0.054588i,-0.0058168-0.026873i,-0.013548-0.0087595i,-0.01028+0.0067139i,-1.3542e-05+0.01175i,0.0047669+0.007165i,0.0024667+0.0018724i,-0.00045251-0.0014851i,0.00032715-0.0039276i,0.00097182-0.005573i,-0.00080199-0.006275i,-0.0022403-0.0051413i,-0.0033791-0.0019448i,-0.0053921+0.00032274i,-0.0050216-0.00060837i
0.0055074-0.0097997i,0.023129-0.031995i,0.053147-0.0619i,0.031443-0.068367i,-0.08316-0.029683i,-0.17428+0.021255i,-0.13942+0.043626i,-0.052299+0.038286i,-0.0045098+0.021656i,0.0069614+0.0080816i,0.008032-0.0010156i,0.0030001-0.0061984i,-0.0032104-0.0060884i,-0.005673-0.0011533i,-0.0040684+0.0066017i,0.00019252+0.012764i,0.0016557+0.012334i,-0.00051035+0.00856i,-0.001898+0.0066036i,-0.00080528+0.0061146i,0.0028026+0.0064567i,0.0052327+0.0056721i,0.0038463+0.0049266i
-0.009305+0.0090486i,-0.029149+0.024388i,-0.058414+0.047449i,-0.037881+0.066074i,0.072122+0.076531i,0.17179+0.070291i,0.16114+0.042168i,0.090566+0.016947i,0.042671+0.0061204i,0.022804-0.0020231i,0.0077153-0.0078559i,-0.0031173-0.0057058i,-0.0051422+3.8749e-05i,-0.0030037+0.00030928i,-0.0025625-0.0034199i,-0.0032846-0.0050059i,-0.0010294-0.0021309i,0.0026205+0.0011456i,0.003466+0.0017882i,0.0017598+0.00059678i,0.00022074-0.0022778i,-0.00019936-0.0046489i,0.0011016-0.0034273i
0.006119-0.00493i,0.029393-0.015289i,0.066149-0.036002i,0.062809-0.075409i,-0.014097-0.12551i,-0.090362-0.14239i,-0.097876-0.089433i,-0.061903-0.020479i,-0.030565+0.010112i,-0.013114+0.015807i,0.00089011+0.013497i,0.0091425+0.0052193i,0.0067996-0.0039797i,0.00060117-0.0072494i,-0.0036835-0.0041429i,-0.0071832-0.0020445i,-0.0082347-0.0034925i,-0.0067176-0.0038115i,-0.0058632-0.0032287i,-0.0057371-0.0016969i,-0.0054381+0.0012023i,-0.0058762+0.0032697i,-0.0065235+0.0018173i
-0.006612+0.00066024i,-0.028348+0.005667i,-0.067645+0.016853i,-0.084896+0.057379i,-0.053374+0.12815i,-0.019417+0.172i,-0.005768+0.13728i,0.00089315+0.069101i,0.0004612+0.026141i,-0.00066205+0.0071245i,-0.00068755-0.00052632i,-0.00011194-0.0016498i,0.0016627-0.00023714i,0.0035018+0.00037832i,0.0064916-0.0010832i,0.0081003-0.004275i,0.0049194-0.0042906i,0.0008743-0.0018641i,-0.00021926+0.00013953i,0.00050766+0.00020267i,0.0025214-0.00027727i,0.0036987+0.00036862i,0.0017999+0.0026125i
0.0097402-0.00024825i,0.03157+0.0015146i,0.073269-0.0042463i,0.10651-0.04062i,0.10516-0.10851i,0.080867-0.15039i,0.038188-0.12551i,-0.0042-0.072123i,-0.016178-0.031942i,-0.012926-0.01271i,-0.012357-0.0023811i,-0.0086155+0.0065405i,-8.517e-05+0.0079124i,0.0035055+0.0036134i,0.0018729-9.1654e-05i,0.0011926-0.0034924i,0.0032565-0.0063481i,0.0047493-0.0074389i,0.003981-0.0069076i,0.0025381-0.0052146i,0.0010902-0.0043573i,0.00012875-0.0048395i,0.00060581-0.0048648i
-0.0076788-0.0001198i,-0.028099-0.0076629i,-0.066261-0.017452i,-0.11023-0.01118i,-0.14353+0.019462i,-0.14002+0.043212i,-0.085305+0.035507i,-0.025704+0.01536i,-0.00036669+0.0014043i,0.0054701-0.0043446i,0.0062182-0.0063994i,0.0017397-0.0049864i,-0.0025307+0.00032369i,-0.0020768+0.0050591i,0.00117+0.0069759i,0.0029892+0.0081377i,0.0021568+0.0061861i,0.0013056+0.00285i,0.0012028+0.0017743i,0.00074845+0.0014165i,9.6446e-05+0.0013094i,-0.00058956+0.0012093i,-0.0012143-0.00032868i
0.005737+0.0015934i,0.022909+0.012251i,0.057862+0.029722i,0.10475+0.038718i,0.14703+0.030888i,0.15659+0.012615i,0.1175-0.0053016i,0.064971-0.013425i,0.031776-0.012284i,0.014629-0.0078684i,0.0034591-0.0047245i,-0.0028964-0.0025836i,-0.0041813-0.0012384i,-0.0025062-0.0019124i,-0.0006613-0.0021992i,0.00067304-0.0012209i,0.0022449+0.00049997i,0.0025704+0.0011939i,0.001536+0.0011243i,0.00086891+0.0019271i,0.0018813+0.001793i,0.0035615+0.0013339i,0.0022127+0.0026309i
-0.0051537-0.0064891i,-0.0178-0.019983i,-0.042754-0.049819i,-0.076917-0.082157i,-0.10706-0.095849i,-0.10351-0.073781i,-0.062468-0.024104i,-0.020612+0.010692i,0.0003291+0.016686i,0.0048889+0.012776i,0.0054551+0.0083909i,0.0061404+0.0021651i,0.0033165-0.0033557i,-0.0012813-0.003917i,-0.0043825-0.0016372i,-0.0067025-0.00056089i,-0.0071476-0.00067002i,-0.0057968+0.00022042i,-0.0050251+0.0018921i,-0.0039082+0.0019712i,-0.0022953-0.00024158i,-0.0009358-0.0022726i,0.00049671-0.0028965i
0.0058918+0.0053425i,0.014362+0.020996i,0.028548+0.052953i,0.044166+0.090743i,0.05296+0.11488i,0.037526+0.10587i,0.014481+0.070902i,0.0082975+0.041465i,0.0075126+0.022705i,0.0050692+0.007062i,0.0017381-0.0013788i,0.00052317-0.0019898i,0.003714-0.00082187i,0.0050945-0.0011883i,0.0037935-0.0015678i,0.0031222-0.0011546i,0.0019331+4.5248e-05i,0.00077165-0.0003678i,-0.00051221-0.0015776i,-0.002402-0.0012423i,-0.0036747+0.00034179i,-0.0040044+0.0023399i,-0.0040017+0.0024091i
-0.0013942-0.0042529i,-0.0056157-0.021541i,-0.0070838-0.057798i,-0.006776-0.1021i,-0.0099511-0.12632i,-0.0082858-0.10375i,-0.015843-0.05388i,-0.032099-0.015559i,-0.028516+0.0035035i,-0.014379+0.0056533i,-0.0069574+0.0029284i,-0.0030279+0.0054165i,0.00078566+0.0044446i,0.0018035-0.00043952i,0.00043989-0.0035233i,-0.0011783-0.0067111i,-0.00093257-0.0085088i,-0.00077758-0.0068928i,-0.0013831-0.0044455i,-0.0019691-0.0034702i,-0.00077782-0.0027745i,0.0022297-0.0015873i,0.0028741+0.00025486i
0.0022105+0.0071615i,0.00079826+0.021294i,-0.0061599+0.050423i,-0.022947+0.079502i,-0.041272+0.082183i,-0.051231+0.04794i,-0.038064+0.010017i,-0.016373-0.006931i,-0.0082597-0.010866i,-0.0031535-0.0078355i,0.0013256-0.0047425i,0.00038202-0.0021977i,-0.00044101+0.0025409i,0.00085288+0.0049061i,0.0020142+0.0046011i,0.0029586+0.0055196i,0.0034866+0.005336i,0.0035749+0.0029958i,0.0037196+0.00084988i,0.0040398-0.0010428i,0.0022197-0.0028637i,-0.00075185-0.0036714i,-0.0011034-0.0039074i
