-0.0013048+0.00088825i,-0.00064091+0.00052809i,-0.0010839-4.057e-05i,-0.0018463+0.00034659i,-0.0031302+0.001185i,-0.0019728+0.001586i,-0.00062749+0.0015861i,-0.001358+0.0011388i,-0.0013129+0.0015636i,-0.00023635+0.0018269i,0.00025975+0.00054381i,-0.00030709-0.00017432i,-0.00093675-0.00011514i,-0.000472-0.00042636i,0.00017002+0.00013462i,6.4307e-05+0.00033934i,-0.00010138+0.00037848i,4.5184e-05+0.00037765i,0.00024781+0.0001315i,-0.00062034+0.00020201i,-0.00061026-0.00012844i,-0.00016844-0.00023325i,5.2804e-05+4.827e-05i
-0.001134+0.00071937i,-0.0006442+0.00084965i,-0.0015054+0.0018751i,-0.0020446+0.0017063i,-0.00098986+0.0015856i,0.00049729+0.0017602i,0.0011136+0.00059207i,0.00018692+0.00013757i,-0.00031944+0.0018873i,-0.00016471+0.0026326i,-2.2376e-05+0.00168i,-9.2974e-05+0.0011465i,0.00084395+0.0010821i,0.0012356+0.00091143i,0.0011085+0.00054278i,0.00087047+0.00011765i,0.00011756-7.6856e-05i,0.00013359-0.0002383i,-0.00026729-0.0003125i,-0.00084583-0.00023509i,-0.0010554-0.00034271i,-0.00096018-0.00071163i,-0.00088446-0.00021037i
0.0016729+0.0012994i,0.0019057+0.00073572i,0.00059614+0.0012484i,-0.00073406+0.0021066i,-0.00030078+0.0026702i,0.00022532+0.0023768i,0.00079063+0.0013639i,0.00098452+0.0018553i,0.00026077+0.0026368i,0.0001675+0.0025054i,0.0006257+0.0015592i,0.00062496+0.0014237i,0.00060383+0.0013879i,0.00059945+0.00038823i,0.00058751-0.00010772i,0.00093599+1.7347e-05i,0.00067411-0.00032003i,0.00018887-0.001028i,0.00011738-0.0018551i,0.00048023-0.0014366i,-7.1832e-06-0.00084172i,-0.00042604-0.00081707i,6.0958e-06+0.00011118i
0.0003012+0.0014027i,0.00058733+0.0010513i,0.00067474+0.0016329i,-0.00019666+0.0022887i,-0.00088745+0.0024458i,0.00042602+0.0020719i,0.0014009+0.0011556i,0.00026715+0.00043068i,-0.00047913+0.0012842i,0.00023755+0.001968i,0.00033783+0.0012026i,-9.4263e-05+0.00089086i,0.00010291+0.0012792i,0.00027709+0.00087091i,0.000401+1.399e-05i,0.00027201-4.149e-05i,3.9962e-05-1.0846e-05i,0.0001602-0.00015062i,8.5212e-07+0.00049348i,-0.00073394+0.0008554i,-0.00078835+0.0001424i,4.2548e-05+4.959e-05i,0.00047846-0.00016178i
-0.00043734+0.00016175i,0.00051698-0.00029579i,0.00032728+0.00036009i,-0.0018402+0.0012735i,-0.0020973+0.0011475i,-0.00063988+0.0014871i,-0.00035338+0.0019632i,-0.00050221+0.001637i,0.00013458+0.0023414i,0.0011635+0.0028986i,0.0013119+0.0020026i,0.00058429+0.00071936i,0.00039793-0.00016059i,0.00047278-0.00019535i,0.00018011+0.00063395i,0.00066101+0.00086449i,0.00063449+0.0011384i,0.00026005+0.0018516i,-0.00012614+0.00182i,-0.0002166+0.00070776i,0.00029447-0.00073887i,0.00039113-0.00072629i,0.0003392+0.00059807i
-0.00081503+0.0002366i,-0.0017541+0.00014785i,-0.0026891+0.00044629i,-0.0029763+0.0017891i,-0.0026899+0.0036804i,-0.0007407+0.0032297i,0.00087157+0.0015913i,-0.00040188+0.00071668i,-0.0016175+0.001505i,-0.0004439+0.0019233i,0.001752+0.00077781i,0.0014049+0.00082246i,-3.8148e-05+0.0016496i,-0.00014322+0.0011406i,0.00071133+0.00040596i,0.001614+0.00049553i,0.00088457+6.9208e-05i,-0.00044971-0.00052746i,-0.00067261-0.00018507i,-0.00037307+0.00015196i,-0.00032705+0.00040074i,-0.00056421+0.00066131i,-0.00087366+0.00085275i
0.0018524+0.00088676i,0.00093735-0.00079505i,-0.00032844-0.0014427i,-0.0022717-9.4628e-05i,-0.0035669+0.00014629i,-0.0024963+0.00089358i,8.4778e-05+0.0014184i,0.00077931+0.00093756i,-0.00010912+0.0011813i,-0.00042577+0.002117i,6.4235e-05+0.0017174i,0.00060306+0.0014334i,0.00016105+0.001286i,-0.00037456+0.0012326i,-3.151e-05+0.001125i,-0.00028647+0.00066149i,-0.00043922+0.0003538i,-3.5587e-06-0.00012446i,-0.00040818-0.00067072i,-0.00089278-0.00044611i,-0.00059796-7.3209e-05i,-0.00029931+7.3974e-05i,-0.00072671+6.4785e-05i
0.0021775-0.00093963i,0.0012437-0.0010965i,0.00041793-0.001958i,-0.0026554-0.0017998i,-0.0049886+9.8629e-05i,-0.0032469+0.0022324i,1.8021e-05+0.0026024i,0.00092309+0.0025367i,0.00010317+0.0028085i,-0.00023652+0.0024542i,-0.00064402+0.0013474i,-0.00087006+0.00027876i,-0.00024706-5.5125e-06i,0.00048718+0.00053992i,0.00056795+0.00055804i,0.00049989+4.6657e-05i,0.00056639+0.0002349i,0.0006808+0.00073127i,0.00077796+0.00038935i,-0.00023282-0.00056118i,-0.00093139-0.0014658i,-0.00043782-0.0015684i,-0.00020051-0.0010009i
0.00049874-0.0023638i,-0.00030564-0.0019373i,-0.0017394-0.00058794i,-0.0032073+0.0014147i,-0.0025977+0.0028289i,-0.00032763+0.0035419i,0.00017061+0.0023939i,-0.00012061+0.0013379i,-0.00023219+0.0023423i,-0.0001667+0.0026309i,0.00029106+0.0018207i,3.3831e-05+0.0014278i,0.00036341+0.0017003i,0.0014581+0.00078456i,0.0015775-0.00070706i,0.0010121-0.0013479i,0.00058664-0.00098894i,0.00056862-0.00020793i,0.00050191-0.00037215i,0.00042642-0.00025719i,-0.00039713+0.00030145i,-0.00079606+0.00072141i,7.1042e-05+0.0010571i
0.0037866+0.0017722i,0.0022886+0.00066268i,0.0012601-0.0007701i,-0.00048446-0.0011857i,-0.0016075-0.00079012i,-0.00076098+0.00051048i,0.00077352+0.00056736i,0.00063882+0.00030658i,-1.4848e-05+0.0017003i,0.00028254+0.002453i,0.00017569+0.0020551i,-0.00034575+0.0011699i,0.0005707+0.00073997i,0.0011206+0.0012224i,6.8856e-05+0.0010444i,-2.2408e-05+0.00039438i,0.00096687-0.00025466i,0.0011993-0.00019507i,0.00073833+0.00068698i,5.2015e-05+0.0003284i,-0.00010613-0.00035231i,0.00014362-0.00081995i,0.00017154-0.00062751i
-0.0013941+0.00079268i,-0.0011133+0.0013951i,-0.0015315+0.0025938i,-0.0023449+0.0025301i,-0.0020227+0.0021213i,-0.00083924+0.0020464i,0.0010248+0.001704i,0.0017424+0.0012214i,0.00047196+0.001778i,0.00012002+0.0020226i,0.00017177+0.0013104i,-0.00014633+0.00060702i,0.00043038+0.0001684i,0.0011127+0.00050475i,0.0007732+0.00047042i,5.2639e-05-0.00039567i,0.00011725-0.00066377i,-5.9825e-05-0.00017854i,0.00010469+0.00023413i,-4.8377e-05-0.00048468i,-0.00045849-0.00095165i,-0.00072256-0.00053862i,-0.00076758-0.00028727i
-0.0023878-2.9658e-05i,-0.0018201-0.00023503i,-0.002172+0.000175i,-0.0018987+0.0016035i,-0.0012906+0.0019771i,-0.00018439+0.0012831i,3.2846e-05+0.0012603i,-0.00099307+0.0016448i,-0.001201+0.0019935i,-0.0006315+0.0024704i,0.00022048+0.0019765i,-0.00028462+0.0012642i,-0.00073561+0.00094361i,9.4638e-05+0.00084914i,0.00061602+0.00065498i,0.00082256+0.00056613i,0.00024783+0.00011546i,-0.00060642-0.00019557i,-0.00037554-0.00037095i,-0.00064494-0.00053875i,-0.00052466-0.00059232i,-0.0005583-0.00023632i,-0.00088807-0.00016057i
0.0010838+0.0001649i,-0.00082653+0.00058835i,-0.0015162+0.00045703i,-0.0025869+0.0011079i,-0.0031743+0.0023033i,-0.0017365+0.001874i,-0.00013555+0.0007167i,-0.00013291+0.0014407i,-7.7494e-05+0.0025636i,0.00075951+0.0025333i,0.0010095+0.0018805i,-0.00034227+0.00085502i,-0.00089164-0.00025486i,-0.00010299-0.00024195i,-0.00021528+0.00013588i,-0.00023187+0.00059865i,-2.8063e-05+0.00024507i,0.00012766-0.00072056i,0.00075136-0.00094557i,0.00067249-0.00040998i,-0.00017184-0.00039196i,-0.00035092+0.00013912i,-0.0002116+0.00042653i
-0.0013755+0.0011725i,-0.0016748+0.00057164i,-0.0018506+0.0017004i,-0.0016404+0.0026112i,-0.0010766+0.0026775i,7.8098e-05+0.0020988i,0.00050396+0.001218i,-0.00026155+0.0011418i,-0.00088226+0.0021946i,7.19e-07+0.0025157i,0.0006549+0.0018522i,0.00021908+0.0014058i,0.00029651+0.0017967i,0.00028541+0.0018174i,0.00070791+0.00065167i,0.0011999+0.0005988i,0.00048962+0.0012553i,8.9049e-05+0.00095206i,9.6023e-06-0.00037265i,-0.00048393-0.00078646i,-0.00085415-0.00090466i,-0.00090011-0.00070686i,-0.00092717-9.4647e-05i
0.00039642+0.0013681i,0.001326+0.0011128i,0.00090508+0.00090931i,-0.0005807+0.0013402i,-0.0010987+0.0023201i,-0.00036182+0.0020983i,0.00018846+0.000926i,-0.00021621+0.0010117i,-1.8246e-05+0.0023942i,0.0008988+0.0020781i,0.00051617+0.00052259i,-7.4776e-05-0.00035424i,0.00030555+1.7778e-05i,0.00093975+0.00092569i,0.00094382+0.0014522i,0.00088146+0.0014064i,0.00062074+0.00076572i,5.7835e-05+0.00028583i,-0.00074336-0.00040044i,-0.00051517-0.00067181i,-5.5296e-05-0.00011823i,-0.0002411+0.00042234i,-0.00058262+5.781e-05i
0.0008328+0.00098361i,-0.00026706+0.0015326i,-0.0011574+0.0026492i,-0.0019247+0.0035551i,-0.0019956+0.0026277i,-0.00073298+0.0015451i,0.00070513+0.00097123i,0.0015183+0.00074002i,0.00080478+0.0019088i,0.00065396+0.0025851i,0.0010657+0.0017599i,0.00087055+0.0010384i,0.0011866+0.00077936i,0.00072131+0.00073815i,8.4803e-05+0.00011289i,0.00037604-0.00028821i,-0.00022163+4.5215e-05i,-0.0012214+0.00085085i,-0.0011768+0.0010198i,-5.9628e-05+0.00045551i,0.00033176+0.00032305i,0.00014455+0.00025657i,-0.00032322-0.00022684i
0.00098839-0.0007886i,0.0010205-0.0016223i,0.00015383-0.0027641i,-0.00093995-0.0012256i,-0.00057147+0.0012325i,-0.00045817+0.0014582i,-0.000377+0.00056948i,-0.00036228+0.00074815i,-0.00044929+0.0022729i,8.2997e-05+0.0025503i,0.0003867+0.0017395i,0.00087224+0.0013627i,0.00070996+0.0022224i,9.652e-05+0.0022294i,0.00081158+0.0011242i,0.0011889+0.0009073i,0.0013128+0.00083942i,0.0010158+0.00052676i,0.00045264-0.00011471i,0.00017091-0.00023445i,-0.00013322+4.5739e-06i,-0.00017682+0.00020401i,0.00062605+0.0010904i
0.0008874-0.00042936i,-0.0016995-0.00019356i,-0.0038627+0.00039941i,-0.0050411+0.00074337i,-0.0047101+0.0015445i,-0.0024607+0.002108i,-0.00049123+0.00097333i,-0.00043401-0.00052221i,-0.00076731-1.2478e-05i,0.00027332+0.0015869i,0.00068844+0.0015988i,-0.00012324+0.00099585i,-0.0005052+0.0005242i,-0.00015726+0.00016968i,0.00061941+0.00019605i,0.0010049-0.0001095i,0.00053715-0.00053902i,-0.0002256-0.00016762i,0.0001123+5.6929e-05i,0.00029448-0.00063286i,8.4943e-05-0.00082482i,0.00038261-0.0004212i,0.00045223-0.00026806i
-0.0011899-0.00036218i,-0.0019748-3.7586e-05i,-0.0030723+0.00013544i,-0.0037143+0.00019058i,-0.0028464+0.00054084i,-0.00098681+0.0019906i,0.00098222+0.0028674i,0.001344+0.0027034i,0.0011242+0.0029294i,0.00087459+0.0020469i,0.00060798+0.00019751i,0.00090383+0.00019553i,0.00090558+0.0009359i,0.0008912+0.00046623i,0.0015888+0.00044237i,0.0013829+0.00057179i,0.00073625+0.00058611i,0.00074557+0.0005335i,0.00061571+0.00033147i,0.00035676+0.00060746i,-0.00036805+0.0001078i,-0.00080751-0.00056424i,-0.00065161-0.00068883i
-0.0019716-0.0026734i,-0.0036714-0.00166i,-0.005878-0.00052306i,-0.0064219+0.0022156i,-0.0052268+0.0049496i,-0.0021697+0.0051467i,0.0015806+0.0032712i,0.0016699+0.0019204i,-0.00027275+0.0016249i,-0.00010813+0.0020208i,0.0004268+0.002021i,0.00034056+0.0015432i,0.0012454+0.0017047i,0.0020477+0.0017877i,0.0018904+0.00088091i,0.0012334+0.00048589i,0.00044281+0.00017365i,-0.00045927-0.00072599i,0.00016454-0.00096145i,0.001269-6.7105e-05i,0.0011616+0.00012087i,0.00069136+7.0633e-05i,0.00059005+0.00041532i
0.00078641+0.00094595i,0.00039476+0.00030785i,0.00084243+0.0011917i,6.0983e-05+0.0021622i,-0.0010181+0.0026654i,5.9361e-05+0.0021667i,0.0010619+0.0011406i,0.00015066+0.0011549i,-0.00069866+0.0018374i,8.326e-05+0.0020458i,0.00034497+0.001469i,-0.00060897+0.0011622i,-0.0006824+0.001066i,6.9508e-05+0.00069125i,2.6148e-05+0.0008524i,-0.00027117+0.00057945i,0.00023496-0.00041573i,0.00074837-0.00063404i,0.0014285-0.00046804i,0.0012502-0.00055719i,0.00013388-0.00051699i,-0.00073569-0.00015475i,-0.00036809-0.00023579i
0.0024274+0.0014171i,0.0023448+0.00024997i,0.0019479-0.00050655i,-0.00027677+6.8875e-05i,-0.0015544+0.00062772i,-0.0015519+0.0010195i,-3.6713e-05+0.00095667i,0.0007559+0.0018287i,0.00021701+0.0025732i,0.000528+0.0018825i,0.00059858+0.0010201i,-0.00029418+0.00046033i,-0.00013332+0.0013445i,0.00042202+0.0021612i,0.00035878+0.0014617i,0.00084433+0.00059232i,0.00087269+0.00067032i,0.00050746+0.00054938i,0.00026122-0.00024568i,-0.00048163-0.00018235i,-0.00054366-6.288e-05i,-0.00012917-0.00051626i,0.00010886-0.00082718i
-0.0022995+0.0010073i,-0.00097142+0.00083778i,-0.00052709+0.0018361i,-0.0010752+0.002053i,-0.00075037+0.0015784i,0.00054419+0.0012019i,0.0014166+0.00083663i,0.00056456+0.0013124i,-0.00015599+0.0019886i,0.00061961+0.0024529i,0.00086957+0.0018788i,3.6669e-05+0.00047471i,-0.00062598+0.00030373i,-0.00021055+0.00042986i,0.00062918+0.0002657i,0.00088383+0.00015686i,0.00085298+0.00010774i,0.00015027-5.0571e-06i,-0.00015987-2.2824e-05i,-4.2307e-05-6.7978e-05i,-0.0011019+6.0902e-05i,-0.0012058-6.3916e-05i,0.0002115+1.2722e-05i
0.00036657-0.00073217i,0.00050576-0.00062176i,0.00043322-0.00080491i,9.2109e-05-0.0013354i,-0.00044673-0.0010321i,0.000231-2.38e-05i,0.00084009+0.0011709i,-0.00024685+0.0013548i,-0.0010555+0.0016675i,-0.00020742+0.0024513i,1.9135e-05+0.0014191i,-0.00016981+0.0010385i,0.00015839+0.0015247i,0.00088661+0.0003896i,0.00059513-0.00014205i,-8.6572e-05+0.00013096i,-0.000172-2.9425e-05i,0.00017689-0.00027236i,-0.0001976+2.5244e-05i,-0.00064665+0.00020037i,-0.00053366+5.591e-05i,-0.00017737-1.3215e-05i,-5.8708e-05-5.4598e-05i
0.00043638-0.0010607i,-0.00054208-0.00018714i,-0.0017919-0.00013991i,-0.0035013-0.00043051i,-0.0034585+0.0010349i,-0.0012292+0.0024724i,7.6463e-05+0.0016047i,-0.00054763+0.00081152i,-0.00095941+0.0015351i,-0.00030374+0.0018908i,-2.2531e-06+0.0015678i,-0.00014886+0.0015777i,0.00050637+0.001394i,0.00080672+0.00096685i,0.0010542+0.00077983i,0.00055921+0.00048526i,0.00011677-0.000241i,0.00092884-0.00012243i,0.0010269+0.00022022i,0.00037619-0.00056764i,6.4826e-06-0.00066368i,-0.00034767-0.00035579i,-0.00060081-0.00056233i
0.0003471-0.0020424i,-0.00049029-0.00050559i,-0.0016818+7.8524e-06i,-0.0019347+0.00014802i,-0.0018416+0.00097889i,-0.00076969+0.0013921i,0.00073098+0.00036728i,0.00031121-0.00027494i,-0.00061884+0.00097137i,-0.00050051+0.0022298i,-0.00026605+0.0014968i,0.00025432+0.00048267i,0.0006663+0.00055334i,0.00034683+0.00092342i,0.00027974+0.0010195i,0.00047986+0.00031868i,0.0004654-0.00018396i,0.00040555+0.00040666i,0.00013723+0.00019697i,0.00041986-0.00036689i,0.00011134-1.7956e-05i,-0.00034656-0.00026858i,-6.0985e-05-0.0006889i
-0.001022+6.7964e-05i,-0.0012754+0.0010464i,-0.0022251+0.0020426i,-0.0029884+0.0025211i,-0.0028126+0.0043898i,-0.00076086+0.0042112i,0.0014834+0.0012876i,0.00081551+0.00064317i,-0.00062177+0.0016147i,-0.00019054+0.0018358i,-4.9006e-05+0.0011757i,1.0215e-05-1.7758e-05i,0.00022293-0.00015791i,3.5615e-06+0.00040646i,0.00028642+0.00030686i,0.00032818-2.5748e-05i,-4.0189e-06+0.00046896i,-0.00029368+0.00096444i,-0.00030907+0.00079367i,-4.0364e-05+4.3176e-05i,0.00023957+9.0473e-05i,0.0001661+0.00047429i,-3.5491e-05+6.0348e-05i
0.00057649-0.00049504i,0.00047923+0.00014803i,-0.00032068+0.0013707i,-0.0016004+0.0028291i,-0.0023777+0.0040961i,-0.0014531+0.0043392i,0.00020963+0.0030034i,-0.0003407+0.0016221i,-0.0010641+0.0014501i,-0.00039402+0.0018484i,0.00065669+0.0018028i,0.0008764+0.0023267i,0.00055885+0.0020461i,0.00089494+0.0012038i,0.00051079+0.00039785i,0.00040588+3.8436e-05i,0.00015319-8.8217e-07i,-0.00092736-0.00088373i,-0.00071071-0.0010731i,3.9343e-05-0.00060426i,-0.00051339-0.00038674i,-0.00033323-0.00054042i,0.00049312-0.00048307i
0.0015934+7.6766e-05i,0.00044856-0.001612i,-0.00069285-0.0027227i,-0.0019832-0.0023056i,-0.0028066-0.0010111i,-0.0017567+0.00046504i,0.00056227+0.00094947i,0.0013799+0.00088991i,0.00064743+0.0015496i,0.00051676+0.001284i,0.00069463+0.00077734i,0.00046845+0.00070869i,0.00097957+0.00093497i,0.0011052+0.0017988i,9.1065e-05+0.001636i,-0.00045034+0.0010553i,-0.00037099+0.00019994i,-4.553e-05-0.00025547i,0.00021181-0.00017858i,-0.00030388-0.00045724i,-0.00054026-0.001607i,2.9162e-05-0.0016623i,0.00057127-0.00056512i
0.00080716+0.00054916i,-0.00013326-7.2867e-05i,-0.00061749+0.00028749i,-0.0014514+0.0012865i,-0.0018726+0.0013033i,-0.00070455+0.0010775i,0.00097365+0.00084437i,0.00074426+0.00085915i,0.00037209+0.0012995i,0.00036946+0.0012348i,-0.00036277+0.00075008i,-0.00098938+0.000463i,0.00019297+0.0005375i,0.0013985+0.00025264i,0.001649+0.00018553i,0.0017587+0.00077868i,0.0010748+0.00058155i,0.0001416-0.00011867i,-0.00032988-0.00054685i,-0.00033422-0.00081242i,-0.0003923-0.00079044i,-0.00034697-0.00037099i,-0.00017794+7.6984e-06i
0.0025362-0.0018348i,0.0014366-0.0019993i,0.00026783-0.0020775i,-0.0024937-0.00046237i,-0.0044984+0.0012999i,-0.0023077+0.0024256i,0.00018877+0.0028399i,0.00021286+0.0031259i,-2.672e-05+0.0023644i,-0.00020542+0.0014977i,0.00013099+0.0012275i,-0.00017997+0.0012951i,-0.00059274+0.0014165i,-2.7289e-05+0.0011542i,0.00048977+0.001105i,0.00056746+0.00096949i,-1.8217e-05+0.00056145i,-8.5746e-05-6.3204e-05i,-5.2718e-05+1.7699e-06i,-1.6863e-05-0.00011706i,0.00037021+6.89e-05i,0.00052915+0.00098657i,0.00075001+0.0014199i
0.0023418+0.0017069i,0.0014708+0.0017922i,0.00041807+0.00049606i,-0.0011417+8.0824e-05i,-0.0020378+0.00059227i,-0.0011158+0.0014773i,-0.00021116+0.0018146i,-0.00046342+0.0013543i,-0.00023947+0.0019999i,0.00043089+0.0021229i,0.00034934+0.00034682i,-0.00021112+0.00019143i,-0.00051309+0.001568i,0.00027026+0.0015236i,0.00099777+0.0010476i,0.0011173+0.00061272i,0.0006254+0.0006957i,0.00021614+0.00060302i,0.00042034+0.00044887i,0.0010485+0.00042541i,0.00065759+0.00018769i,-0.00016985-0.0004582i,-0.00052583-0.00029609i
0.0003077-5.361e-05i,-0.00016409-0.0009396i,-0.0006333-0.0010287i,-0.0018605+0.00061698i,-0.0023498+0.0021096i,-0.00069193+0.0026223i,0.00053336+0.0015189i,0.00038745+0.00042701i,-0.00050862+0.0015255i,-0.00065565+0.0025825i,0.00014747+0.0015658i,0.00042648+0.00066156i,0.0004566+0.00098957i,0.00092078+0.00081717i,0.0011949+0.00079775i,0.0013899+0.00073179i,0.00089407+0.00010203i,0.00022303+0.00026724i,0.00024289-9.667e-05i,-0.00014542-0.00079641i,-0.00045841-0.00047708i,-0.0001882+0.0002019i,0.00054567+0.0003226i
0.00036483-0.00012608i,0.00048125-0.00051753i,-0.00081871-0.00046571i,-0.0019241+0.00082699i,-0.0010938+0.0018529i,0.00064445+0.0019719i,0.0008518+0.0016854i,-0.00021396+0.0014029i,-0.0010135+0.0020393i,-0.00044223+0.0018176i,0.00057562+0.0011778i,0.00064189+0.0013625i,0.00060457+0.0014652i,0.00053507+0.00059143i,-0.00026646+0.00020292i,-0.00045694+0.00092994i,0.00022911+0.00074778i,0.00030437-2.7959e-05i,0.00051499-0.00047246i,0.00015735-0.00057757i,-0.0011217-0.00095617i,-0.0015133-0.000801i,-0.00081571-0.00039882i
-0.0015612+3.2774e-05i,-0.0020828-0.00023682i,-0.0022308+0.0017299i,-0.0021717+0.0032011i,-0.0016203+0.0037258i,-0.00010164+0.0030329i,0.0015441+0.001578i,0.0015939+0.00036291i,0.00040291+0.00045937i,3.1788e-05+0.0011296i,0.00031804+0.00043768i,0.00037396-8.4447e-05i,0.00057875+0.00017548i,0.001126+0.00031786i,0.0012271-2.2576e-05i,0.0010734-0.00020246i,0.00057198-0.00044317i,-0.00031248-0.00032452i,-0.00098606-0.00049379i,-0.00069597-0.00023942i,-0.00083746+0.00012346i,-0.00076336+0.00022031i,-0.00016504+0.00039402i
-0.0011833-0.00035057i,-0.00078307+0.00073574i,-0.00086475+0.0015676i,-0.0014475+0.0020772i,-0.0021184+0.0028793i,-0.0014248+0.0034148i,-0.00067989+0.0026732i,-0.00038968+0.0020852i,-0.00043633+0.0025033i,-0.00041413+0.0028418i,-0.00024428+0.0022853i,-0.0003483+0.00083629i,0.00022802-0.00046789i,-2.8421e-06+0.00029018i,-0.00057211+0.0010056i,-0.0004094+0.00022772i,-0.00031435-0.00020598i,-0.00018647-0.00039278i,-4.4232e-05-0.00066588i,0.00021475-0.0012468i,-0.00043606-0.0010163i,-0.00083474-0.00057876i,-2.9518e-05-0.00036958i
0.00050031-0.0029466i,-0.00028203-0.0014645i,-0.0019891-0.00065206i,-0.0037214+0.001118i,-0.0041122+0.0038829i,-0.0024663+0.0042923i,0.00027698+0.0025591i,0.00068759+0.0014507i,-0.00038729+0.0018297i,-0.00054083+0.0022836i,-6.107e-05+0.0018944i,0.00020073+0.0017616i,0.00105+0.0019115i,0.0016156+0.0013224i,0.0012443+0.0010675i,0.0010566+0.0004833i,0.00057368-0.00025052i,0.00052525-0.00041562i,0.00098978-0.00019059i,0.0006111-0.00011588i,0.00011678-0.00029901i,-9.8963e-05-0.00039626i,-0.00039303+1.4457e-05i
0.0007661+0.00036378i,0.00086455+9.4977e-05i,0.00036535-0.00013465i,-0.0017389-0.00043395i,-0.0023183-1.0481e-05i,-0.0011498+0.0010073i,0.00025309+6.9257e-05i,0.00051896+0.00032041i,-0.00097558+0.0020783i,-0.0015023+0.0023636i,-0.00075831+0.0010647i,-0.00028699+0.0001705i,-8.1119e-05+0.0002779i,-2.0156e-05+0.00055491i,9.4676e-05+0.00037866i,0.00046166+0.00056684i,0.0006957+0.0012303i,0.00070105+0.00057417i,0.00028102-0.00060832i,-0.00025956-0.00036844i,-0.00045652+0.00028051i,-0.00061118-1.9345e-05i,-0.00017254-0.00067952i
-0.0011793+0.00021008i,-0.0015126-0.00024248i,-0.0018036+0.0012609i,-0.0019138+0.0023721i,-0.00081276+0.0022266i,0.00089084+0.0015582i,0.0018628+0.00075108i,0.00079726+0.0013295i,-0.00072832+0.002366i,-0.00050745+0.0016228i,-0.00033701+0.00027209i,-9.2936e-05+0.00071573i,0.0005723+0.0014436i,0.00043329+0.0008138i,0.0003212-5.6565e-05i,0.00022206+0.0001457i,-0.00032632+0.0002431i,-0.00030332+0.00020254i,0.00011286+0.00024744i,-2.9286e-05+0.00028892i,-0.00022436+0.00036951i,-0.00039548+0.00015686i,-0.00053531+0.00029962i
0.0013065-0.00043244i,0.00072049+0.00035345i,3.3577e-05+0.0012299i,-0.00058132+0.0012536i,-0.0004471+0.0018173i,0.00050364+0.002724i,0.0011211+0.0017194i,0.0004598+0.00058445i,-0.00060029+0.001269i,-0.00052579+0.001587i,-0.00034926+0.0011609i,-0.00083228+0.0019454i,-0.00023317+0.0022556i,0.00033678+0.0010851i,0.00056744+0.00011587i,0.00071269-0.00017117i,0.00070736+0.00012858i,0.00011356-5.5773e-05i,-0.0003761+0.00011809i,-0.00051347+0.00016339i,-6.7792e-05+5.9706e-05i,0.00017321+0.00054845i,-0.0002404+0.00047542i
0.00061488+0.00043517i,0.00033698-0.00027009i,-0.00027782-0.00034142i,-0.0010499+0.00037152i,-0.0019025+0.0010259i,-0.00096557+0.0010067i,0.00057581+0.00064701i,-5.682e-06+0.00075176i,-0.0003265+0.0016752i,0.00073586+0.0020629i,0.00063655+0.0014352i,4.1117e-05+0.00067923i,0.00064715-0.00020428i,0.00098761-0.0001247i,0.00042947+0.00015224i,0.00054125+0.00032682i,0.00035663+0.00036255i,-3.177e-05+3.0679e-05i,8.9565e-05+1.8931e-05i,-0.00011309-0.00022376i,-0.00051322-0.00030056i,-0.00036759-7.3299e-05i,0.00026515+6.4024e-06i
-0.0010513-0.00069513i,-0.0011702-1.3452e-05i,-0.0016407+0.0002114i,-0.0018249+0.0011844i,-0.0018778+0.0020734i,-0.00099438+0.0021999i,0.00013617+0.0016144i,0.00045581+0.00084001i,-0.00060103+0.0011653i,-0.00088863+0.0013153i,-0.00012208+0.0014804i,-2.0976e-05+0.0014837i,-2.4379e-06+0.00091835i,0.00029979+0.00063592i,0.00035985+0.0007327i,0.00047315+0.00081548i,0.00055981+0.00088018i,0.0006419+6.4571e-05i,0.00093256-0.00041406i,0.0010233-0.00089955i,0.00042076-0.00083362i,-0.00013722+0.00010404i,0.00030419+0.0010525i
-0.00079595-0.00092549i,-0.0021905-0.00064984i,-0.0030527+0.00035029i,-0.0036114+0.0015354i,-0.0032029+0.0026894i,-0.0012325+0.0035884i,0.00065695+0.0027064i,-0.00056343+0.0013544i,-0.001946+0.00187i,-0.00078124+0.0024221i,-4.8522e-05+0.0016089i,0.00028577+0.00069325i,0.00054252+0.00059338i,0.00078664+0.0006521i,0.0010968+0.00053153i,0.001171+0.00065419i,0.00080854+0.00091855i,0.00036194+0.00052667i,0.00055603-0.00034771i,-7.2288e-05-0.00096499i,-0.001266-0.0006278i,-0.0011551-0.0003401i,-0.00017313+4.1349e-05i
0.00043565-0.00027164i,-0.0016654+0.00045175i,-0.0028894+0.00066085i,-0.0030914+0.00091434i,-0.002382+0.0020277i,-0.0014915+0.0026128i,0.00032877+0.0017009i,0.001003+0.001643i,0.00017281+0.002003i,0.00077918+0.0019616i,0.0020308+0.0016666i,0.001349+0.0017451i,0.00074221+0.0011813i,0.00063385+0.00029514i,0.0007506-5.2019e-05i,0.0015108-0.00017255i,0.00081379-0.00063947i,-0.00045533-0.0013055i,-0.00066176-0.00088203i,-0.00053492-0.0002948i,8.8633e-07+0.00030359i,0.00045717+0.0006501i,0.0011071+0.00035818i
