-0.0013048+0.00088825i,-0.00064091+0.00052809i,-0.0010839-4.057e-05i,-0.0018463+0.00034659i,-0.0031302+0.001185i,-0.0019728+0.001586i,-0.00062749+0.0015861i,-0.001358+0.0011388i,-0.0013129+0.0015636i,-0.00023635+0.0018269i,0.00025975+0.00054381i,-0.00030709-0.00017432i,-0.00093675-0.00011514i,-0.000472-0.00042636i,0.00017002+0.00013462i,6.4307e-05+0.00033934i,-0.00010138+0.00037848i,4.5184e-05+0.00037765i,0.00024781+0.0001315i,-0.00062034+0.00020201i,-0.00061026-0.00012844i,-0.00016844-0.00023325i,5.2804e-05+4.827e-05i
0.010024-0.0095298i,0.03358-0.043862i,0.062192-0.088655i,0.08579-0.10535i,0.10145-0.094976i,0.090433-0.11935i,0.039958-0.15337i,-0.01032-0.10778i,-0.019938-0.025589i,-0.01673+0.011786i,-0.021732+0.018311i,-0.018612+0.019294i,-0.011557+0.016023i,-0.0097504+0.012651i,-0.010479+0.0071748i,-0.01017-0.00051675i,-0.0078882-0.004168i,-0.0042688-0.0033786i,-0.00062759-0.0031081i,-0.0019686-0.0056581i,-0.0073656-0.006087i,-0.012172-0.0037146i,-0.012094-0.0044467i
-0.018016+0.0095595i,-0.052325+0.033537i,-0.096882+0.05828i,-0.121+0.025588i,-0.12261-0.074126i,-0.11353-0.131i,-0.092051-0.082752i,-0.062055-0.02668i,-0.032191-0.016914i,-0.0062012-0.0099045i,0.010996-0.0022087i,0.012383-0.0042656i,0.0083369-0.0053445i,0.0071116-0.0050721i,0.0047685-0.001723i,0.0030209+0.0042609i,0.0040236+0.0053825i,0.0054371+0.00046492i,0.0043321-0.003554i,0.0013942-0.002231i,0.00096854+0.0017124i,0.0032015+0.0068865i,0.0020048+0.010085i
0.019123-0.0037656i,0.057018-0.012129i,0.10348-0.016655i,0.12028+0.022675i,0.12112+0.11697i,0.15367+0.18286i,0.17494+0.14049i,0.12587+0.057166i,0.054449+0.017444i,0.016222-0.0010361i,0.00036165-0.016919i,-0.0069537-0.018128i,-0.0091128-0.012983i,-0.0088861-0.010677i,-0.0038241-0.01012i,0.0010861-0.010157i,0.0014078-0.008534i,-0.0012372-0.0038856i,-0.0016488+0.0016617i,0.0024085+0.0027392i,0.0055764-0.0017929i,0.0058991-0.0067427i,0.0065189-0.0058705i
-0.019937-0.0027652i,-0.057729-0.0067937i,-0.093751-0.0094417i,-0.073316-0.015065i,-0.0054572-0.036263i,0.0070195-0.065391i,-0.041123-0.065985i,-0.040742-0.033516i,-0.0011057-0.0055057i,0.010461+0.010636i,0.0071019+0.024057i,0.010554+0.024917i,0.013998+0.016932i,0.014035+0.011531i,0.0096763+0.0089425i,0.0028242+0.0066052i,-0.00089061+0.0055563i,-0.0007274+0.0056677i,-0.0013404+0.0033168i,-0.0044149+0.0013183i,-0.0077874+0.0020418i,-0.010342+0.0025919i,-0.010304+0.00080221i
0.016153+0.0085003i,0.047838+0.025759i,0.072292+0.044351i,0.02575+0.043331i,-0.096892+0.029924i,-0.17424+0.041655i,-0.12991+0.064529i,-0.060507+0.054335i,-0.032681+0.026955i,-0.011748+0.0092083i,0.005997-0.0031861i,0.0070774-0.0070289i,0.005919-0.0049256i,0.0072562-0.0051577i,0.007833-0.0034049i,0.0096915-0.0012633i,0.010047-0.0040568i,0.0062385-0.0074101i,0.0020356-0.0072371i,-0.00097658-0.0034108i,-0.0010637+0.0024478i,0.0022615+0.006689i,0.0034967+0.0066523i
-0.0097785-0.013011i,-0.03409-0.038399i,-0.057832-0.06242i,-0.037326-0.045175i,0.048167-0.0021728i,0.1366-0.010363i,0.14058-0.054367i,0.08182-0.05215i,0.034119-0.016295i,0.0053378-0.0023295i,-0.014769-0.0024306i,-0.019773+0.0033855i,-0.014605+0.0105i,-0.010058+0.012631i,-0.0078653+0.0082775i,-0.0074184+0.0016759i,-0.0076301-0.00059745i,-0.0065807+0.00113i,-0.001952+0.0013031i,0.0015594-0.0021892i,0.0010777-0.0070399i,0.00067283-0.0097047i,0.0010616-0.0081829i
0.0060021+0.015609i,0.018562+0.046604i,0.036922+0.073902i,0.049488+0.040215i,0.039494-0.05126i,0.0028475-0.087147i,-0.031715-0.041914i,-0.03164-0.0076298i,-0.0093428-0.0054128i,0.010287+0.0019081i,0.021066+0.0094603i,0.021075+0.0047054i,0.014898-0.0013339i,0.010013-0.0029907i,0.0058007-0.0014233i,0.0019646+0.0030572i,0.0034241+0.0066869i,0.0070619+0.0066223i,0.0055687+0.0046355i,0.0011261+0.0037997i,-0.0019764+0.0035733i,-0.0044598+0.0039297i,-0.0044564+0.0042419i
-0.00038892-0.01742i,-0.00098831-0.049129i,-0.0098144-0.078145i,-0.040433-0.039963i,-0.073471+0.077708i,-0.060496+0.15998i,-0.015302+0.13582i,0.0032069+0.077519i,-0.0036058+0.043039i,-0.0027906+0.016718i,-0.0015941-0.0045399i,-0.0041216-0.0081713i,-0.0053415-0.0060709i,-0.0064961-0.0057631i,-0.0037157-0.0046725i,0.001726-0.0056418i,0.0023796-0.0092115i,-0.00082374-0.0099812i,-0.002456-0.006372i,-0.0014008-0.0018659i,0.0020476+0.0016795i,0.0059362+0.0036404i,0.0071097+0.002892i
-0.007602+0.015938i,-0.017715+0.047367i,-0.022659+0.088622i,0.01022+0.091758i,0.067367+0.031373i,0.076414-0.047003i,0.034849-0.083676i,0.0089258-0.063833i,0.0063262-0.026265i,-0.00087367+0.00010752i,-0.0072964+0.014357i,-0.003683+0.017179i,0.0028931+0.012926i,0.0061939+0.0074123i,0.004282+0.0025279i,-0.00095854+0.00023426i,-0.0049065+0.001795i,-0.0050403+0.0024065i,-0.0039561-0.00030403i,-0.0048241-0.0035613i,-0.0055478-0.0044654i,-0.0043253-0.0043399i,-0.003896-0.0033442i
0.0096473-0.014409i,0.028852-0.038546i,0.043348-0.075633i,0.0080994-0.10725i,-0.067997-0.11534i,-0.10142-0.0869i,-0.067946-0.031378i,-0.031103+0.00064157i,-0.014236-0.0012979i,0.001819-0.0075376i,0.012894-0.011173i,0.0099981-0.011445i,0.0054485-0.007013i,0.0052273-0.0039298i,0.0052532-0.00041564i,0.0068727+0.0041396i,0.009831+0.0049362i,0.009854+0.0036251i,0.0067975+0.002148i,0.0029312+0.00051994i,-0.0017234+0.00093359i,-0.0040035+0.0030207i,-0.0022348+0.0041419i
-0.012606+0.0085301i,-0.040679+0.024181i,-0.072819+0.052611i,-0.061796+0.093614i,0.0035188+0.13291i,0.067615+0.13438i,0.083431+0.088348i,0.061511+0.044646i,0.032245+0.026359i,0.0091349+0.012582i,-0.0036127+0.003683i,-0.0049586+0.0039091i,-0.002418+0.0051311i,-0.0010661+0.0055981i,0.0019823+0.0027001i,0.0027968-0.0037646i,0.00054074-0.0073925i,-0.0006603-0.0068774i,-0.00060916-0.0059632i,0.00065496-0.003943i,0.0022062-0.0017568i,0.0028105-0.0012282i,0.0019124-0.0015094i
0.013449-0.0011122i,0.045904-0.0041491i,0.089105-0.01253i,0.1124-0.03955i,0.10178-0.077473i,0.059548-0.087439i,0.0014364-0.061452i,-0.025691-0.032361i,-0.012576-0.010272i,0.005156+0.0076396i,0.010157+0.014019i,0.0090492+0.009885i,0.0070836+0.0041177i,0.0039069+0.0015698i,-0.00090236+0.0016308i,-0.0055298+0.0023819i,-0.0064861+0.0030775i,-0.0061902+0.0035089i,-0.0064822+0.0034395i,-0.0053622+0.0033527i,-0.0034258+0.0021207i,-0.0014786+8.5455e-05i,-0.00081138-0.0002768i
-0.01388+0.0018431i,-0.041939-0.0040279i,-0.086437-0.0089672i,-0.12984+0.0050127i,-0.15857+0.038981i,-0.14393+0.054694i,-0.080214+0.040704i,-0.029294+0.022829i,-0.015667+0.011849i,-0.0092858+0.001167i,-0.0056662-0.0086584i,-0.0073316-0.0070803i,-0.0055012-0.00053017i,-0.0023212+0.001013i,0.0014191+0.0021962i,0.0072367+0.0029548i,0.010039+0.0016083i,0.0085225+0.00042268i,0.0056381-0.00011793i,0.0028134-0.00049838i,0.0010878+0.00084077i,0.00016999+0.0019105i,0.0011431+0.0011094i
0.015553+0.0064991i,0.040031+0.020937i,0.071913+0.045804i,0.10035+0.062286i,0.12556+0.054024i,0.12744+0.02779i,0.094606-0.0016857i,0.056373-0.012219i,0.030659-0.0025559i,0.013583+0.0053449i,0.0041456+0.0059877i,0.0016949+0.0037152i,0.00065333+0.0018081i,0.00040465-0.001157i,0.00022564-0.0063426i,-0.0021209-0.0097674i,-0.0030242-0.0095963i,-0.0018247-0.0081839i,-0.0013268-0.0064545i,-0.0019701-0.0050494i,-0.0024911-0.0036588i,-0.0027898-0.0016202i,-0.0027642-0.00033137i
-0.007938-0.0082589i,-0.025695-0.031238i,-0.044103-0.068746i,-0.053245-0.10535i,-0.054667-0.12827i,-0.04504-0.11409i,-0.034305-0.0535i,-0.026903-0.0029119i,-0.012304+0.005844i,0.0030158+0.0022835i,0.0092795+0.0028075i,0.0077558+0.0017159i,0.0047038+0.00066831i,0.003485+0.00086862i,0.0017338+0.0029623i,-0.0013022+0.007807i,-0.0036481+0.011038i,-0.0040719+0.010377i,-0.0026843+0.0077706i,-0.00073088+0.0054806i,0.00076822+0.0027431i,0.0014525+0.0013968i,0.0010269+0.0019508i
0.0099079+0.0070993i,0.015478+0.032249i,0.012775+0.071055i,-0.0069606+0.10918i,-0.030759+0.13874i,-0.03753+0.13883i,-0.020507+0.089038i,-0.0071572+0.033892i,-0.010155+0.01381i,-0.013296+0.009681i,-0.010611+0.0058193i,-0.0044203+0.0057601i,0.0024505+0.004376i,0.0068485+0.00098482i,0.010786-0.0015128i,0.014233-0.0045277i,0.01392-0.0063032i,0.0108-0.0057573i,0.0068526-0.0045994i,0.0034501-0.0030516i,0.0016505-0.0013808i,0.00062876-0.0015821i,4.8158e-05-0.0033072i
0.00012352-0.013182i,0.00052498-0.036799i,0.013364-0.062859i,0.045546-0.067717i,0.086162-0.057925i,0.098327-0.054792i,0.060636-0.054425i,0.022581-0.042659i,0.015643-0.023673i,0.013455-0.010562i,0.00433-0.0057723i,-0.0018651-0.0020039i,-0.0018723+0.0023912i,-0.0012584+0.0038966i,-0.0046473+0.0019456i,-0.0086899-0.00051003i,-0.0096654-0.0030752i,-0.0085809-0.0047691i,-0.0079029-0.0034182i,-0.0074806-0.0018775i,-0.005254+0.00040507i,-0.0028445+0.0023507i,-0.0024934+0.0015978i
-0.002105+0.0062751i,-0.012098+0.029102i,-0.037661+0.045634i,-0.077794+0.028184i,-0.12091-0.010637i,-0.12155-0.026368i,-0.059971-0.0052416i,-0.0025894+0.015198i,0.01213+0.013503i,0.012172+0.004972i,0.011463-0.00011512i,0.0072835+0.00016274i,0.0042106+0.0027557i,0.0033296+0.0040175i,0.0031225+0.0073817i,0.0047692+0.011649i,0.0062292+0.013297i,0.0060755+0.011621i,0.0048583+0.0073088i,0.0019635+0.002544i,3.3862e-06-4.7546e-05i,0.00058401+2.7043e-05i,0.0018283+0.00087932i
0.00047188-0.010173i,0.013347-0.023807i,0.032536-0.023457i,0.050285+0.01834i,0.069385+0.083365i,0.076041+0.10579i,0.048158+0.070765i,0.013305+0.040113i,0.00018812+0.035576i,0.0020514+0.028876i,0.0043484+0.016435i,0.0043384+0.0068887i,0.0019069-8.5523e-05i,-0.00048955-0.0059539i,-8.6545e-05-0.011806i,0.00021425-0.015147i,0.0011414-0.014413i,0.0018063-0.010778i,0.0015856-0.0062971i,0.0015188-0.0033248i,0.00034682-0.0014106i,-0.0018084-0.00060498i,-0.0019741-0.00031962i
-0.0102+0.0091179i,-0.024498+0.019029i,-0.036329+0.017876i,-0.021789-0.019741i,0.0098208-0.082668i,0.020705-0.11024i,-0.0023722-0.075207i,-0.026959-0.032161i,-0.027108-0.01374i,-0.019329-0.0032344i,-0.014231+0.0043003i,-0.0084322+0.0054868i,-0.0021417+0.0034318i,0.0010975+0.0010572i,-0.0010089+0.0013927i,-0.0064843+0.0029041i,-0.010745+0.003549i,-0.010676+0.0033143i,-0.0070208+0.0027872i,-0.0029783+0.0032881i,0.00045861+0.0044524i,0.0024115+0.0043559i,0.0020458+0.0015391i
0.010104-0.0012537i,0.025897-0.006597i,0.032947-0.00081351i,-0.0047299+0.024413i,-0.070701+0.063456i,-0.092362+0.077911i,-0.046121+0.041937i,-0.00081911-0.0037468i,0.0034937-0.018653i,-0.0013387-0.016133i,0.00045845-0.013079i,0.0024397-0.0087136i,0.0049481-0.0043409i,0.00914-0.00056241i,0.013753+0.0019921i,0.017587+0.0017447i,0.017557+0.00018834i,0.01289-0.00053247i,0.0067268-0.00097702i,0.0025074-0.0010598i,0.00060641-0.0014064i,9.7897e-05-0.0024699i,-0.00052898-0.0022525i
-0.0098818+0.0013439i,-0.025153+0.0024297i,-0.031276+0.0059762i,0.0097047+0.015324i,0.087242+0.021391i,0.12336+0.013556i,0.08894+0.0033622i,0.049786+0.0049869i,0.040682+0.0068249i,0.031513+0.00027492i,0.015227-0.0050141i,0.0052314-0.0031629i,0.0014567+0.0021668i,-0.0018506+0.0041713i,-0.0058821+0.0014061i,-0.0077366-0.0028271i,-0.0070668-0.0061637i,-0.0054373-0.0066324i,-0.0034318-0.0047347i,-0.0031061-0.0025231i,-0.0046544-0.00015022i,-0.0047771+0.0025045i,-0.002336+0.0028457i
0.012563+0.0038165i,0.028331+0.0064894i,0.039599+0.00099898i,0.010797-0.034441i,-0.054094-0.08399i,-0.088306-0.085433i,-0.060281-0.030493i,-0.022976+0.017231i,-0.0058087+0.030925i,0.0056939+0.02938i,0.010876+0.023022i,0.0080677+0.015253i,0.0037143+0.0091228i,-0.00057378+0.0069947i,-0.0034253+0.009803i,-0.0035561+0.01391i,-0.0021082+0.015858i,-0.00029921+0.012538i,0.0011751+0.0062475i,0.0018944+0.0014079i,0.0027194-0.00075674i,0.0037989-0.0010201i,0.0043266-0.0014772i
-0.0011484-0.0044498i,-0.016536-0.016228i,-0.036555-0.016689i,-0.040328+0.031929i,-0.014401+0.10824i,0.011232+0.12139i,0.0041762+0.059692i,-0.018816+0.013586i,-0.027056+0.0119i,-0.019637+0.012018i,-0.011805+0.0035988i,-0.0088903-0.00042171i,-0.0068157-0.0019579i,-0.0030109-0.005772i,0.0015872-0.010811i,0.0047734-0.01369i,0.0061711-0.013085i,0.0047699-0.009879i,0.0023316-0.0056431i,0.00075787-0.0030234i,-0.00065683-0.0028177i,-0.0023952-0.0022896i,-0.0032065-0.0009392i
0.0044783+0.0053158i,0.014517+0.021681i,0.036707+0.031659i,0.066911-0.0041816i,0.082883-0.07459i,0.069242-0.09952i,0.038293-0.066169i,0.013767-0.038768i,0.00069718-0.029716i,-0.0076866-0.018525i,-0.010559-0.0079365i,-0.0068397-0.0028061i,-0.00014173-0.0012808i,0.0041116-0.001553i,0.0024064-0.00075186i,-0.0025064-0.00016369i,-0.0066197-0.0012686i,-0.0069518-0.00061879i,-0.0048207+0.00093756i,-0.0032248+0.0024133i,-0.0017412+0.0042395i,-0.000127+0.00545i,0.00073181+0.0040028i
-0.0068649-0.011681i,-0.014004-0.028664i,-0.037382-0.047673i,-0.085833-0.032662i,-0.13029+0.01862i,-0.11569+0.051406i,-0.045296+0.041939i,0.010041+0.01967i,0.022287+0.005052i,0.022291-0.0033651i,0.021649-0.0059782i,0.017178-0.0046074i,0.013137-0.0024887i,0.011069+0.0018147i,0.012165+0.0060095i,0.014049+0.0073238i,0.013137+0.0056084i,0.0089164+0.0024082i,0.0034001-5.8657e-05i,0.0007021-0.0020348i,0.00014866-0.0030775i,9.4185e-05-0.0031198i,0.00071355-0.0033148i
-0.0021973+0.0053147i,-0.0067856+0.028644i,0.0011873+0.06537i,0.044894+0.089353i,0.10086+0.079494i,0.10561+0.047159i,0.052454+0.020871i,0.010063+0.018467i,0.0078604+0.022977i,0.0092327+0.016849i,0.0027785+0.0089161i,-0.00024753+0.0072008i,-4.9102e-05+0.0069461i,-0.00069735+0.0055745i,-0.0033986+0.0026551i,-0.0050479-0.0019038i,-0.0042074-0.0045209i,-0.0026798-0.0035999i,-0.0013883-0.0020103i,-0.0023324-0.0012416i,-0.0037411-0.0013973i,-0.0033895-0.00052416i,-0.0032672+0.0010035i
0.0032107-0.006759i,0.015062-0.025545i,0.023203-0.062559i,-0.00043627-0.10583i,-0.047295-0.12591i,-0.065097-0.099529i,-0.044899-0.04852i,-0.028002-0.014397i,-0.022427+0.003346i,-0.012336+0.014687i,-0.004386+0.015828i,-0.0031729+0.011208i,-0.003054+0.0053528i,-0.0046981+0.0015522i,-0.0063423+0.0023793i,-0.0055807+0.0062668i,-0.0032764+0.0073538i,-0.00034107+0.0041758i,0.0012047+0.0012083i,0.002815+0.00047788i,0.0036448+0.0005252i,0.002953+0.00032743i,0.0021868+0.00046195i
-0.0088008+0.0064605i,-0.028676+0.021265i,-0.056962+0.054346i,-0.065447+0.1072i,-0.034834+0.14879i,0.007678+0.12182i,0.025232+0.044256i,0.017929-0.0029002i,0.0054312-0.009348i,-0.00043914-0.010726i,-0.0014118-0.015002i,-0.0024506-0.013675i,-0.0014883-0.0086471i,0.002014-0.0065563i,0.0047449-0.0077373i,0.0057598-0.0088224i,0.0038126-0.0072968i,0.0009284-0.0038878i,3.5982e-05-0.0017959i,-0.00076193-0.0015058i,-0.0013244-0.0016298i,-0.00079279-0.00056563i,-0.00070773+0.00028565i
0.010191-7.1671e-05i,0.033785-0.0042993i,0.076868-0.016551i,0.11541-0.048876i,0.1142-0.085757i,0.071702-0.074344i,0.028341-0.024696i,0.012652+0.0021271i,0.010915+0.0019365i,0.0074244+0.001414i,0.0047564+0.0045192i,0.0046558+0.0037768i,0.0051947+0.00093587i,0.0051417-0.00085652i,0.00291-0.0016676i,7.3998e-05-0.00084078i,-0.0021334-0.00010523i,-0.002264+8.4932e-05i,-0.0011696+0.00097988i,-0.00094625+0.001947i,-0.0011784+0.0033397i,-0.00030163+0.0036483i,0.00080211+0.0027877i
-0.0050388+0.00082539i,-0.028514-0.0075917i,-0.075399-0.018147i,-0.12879-0.011136i,-0.14649+0.018417i,-0.10798+0.034726i,-0.049428+0.030066i,-0.013807+0.026508i,0.0010696+0.023967i,0.0093713+0.016715i,0.011657+0.0093526i,0.0094625+0.006358i,0.0051724+0.0066302i,0.0026642+0.008108i,0.0039398+0.0082123i,0.0065183+0.005432i,0.0067627+0.0021356i,0.0040999-0.00052392i,0.0011863-0.0020953i,0.00078989-0.0026266i,0.00093627-0.002833i,0.00029264-0.002262i,0.00044883-0.001668i
0.0046751+0.0077697i,0.023604+0.023693i,0.060959+0.056857i,0.10828+0.079546i,0.12841+0.061812i,0.094216+0.018292i,0.036383-0.017124i,0.00040222-0.023698i,-0.0088945-0.011032i,-0.011514-0.0023307i,-0.014352-0.00063285i,-0.011819+0.0013829i,-0.0058092+0.0023513i,-0.0021511+0.00070671i,-0.0017305+0.00024508i,-0.0026066+0.00074679i,-0.0018371+0.00068696i,0.00060799+0.0011472i,0.0011884+0.0011997i,-0.0003123+0.00032236i,-0.0014173+0.00022143i,-0.0019441+0.001464i,-0.0024443+0.00204i
-0.0073288-0.0076664i,-0.016465-0.027061i,-0.034332-0.071538i,-0.056551-0.11521i,-0.064652-0.11404i,-0.042702-0.067657i,-0.0084016-0.020348i,0.0068199-0.0027235i,0.0030827-0.00090579i,0.0024432+0.00031187i,0.0041373+5.7753e-05i,0.0017546-0.0013639i,-1.5655e-05-0.0022733i,-0.0017252-0.0025605i,-0.0025414-0.001511i,-0.00054851-2.9999e-05i,0.00067688+0.00042235i,0.00021725+0.00043315i,-4.5762e-05+0.00078554i,0.00064303+0.0018479i,0.0017235+0.0022563i,0.0024296+0.0015872i,0.0029263+0.00016358i
0.0010557+0.0041066i,-0.0025524+0.028644i,-0.013386+0.078475i,-0.021057+0.12978i,-0.013575+0.13964i,0.0056718+0.096943i,0.020816+0.042413i,0.023667+0.01531i,0.020884+0.0056657i,0.01825-0.0017388i,0.014999-0.0064074i,0.0099913-0.0057197i,0.0070145-0.0018588i,0.0065234+0.00016558i,0.0046058-0.0016049i,0.0022237-0.0032141i,-9.3063e-05-0.0017095i,-0.0024203+0.0004811i,-0.00257+0.0011708i,-0.0018836+0.0011041i,-0.0021249+0.00087092i,-0.0022655-0.00065665i,-0.0021795-0.0018183i
0.0034108-0.0060977i,0.015374-0.025844i,0.043564-0.061075i,0.068649-0.0938i,0.062973-0.094865i,0.02207-0.056142i,-0.018166-0.01194i,-0.027833+0.0073651i,-0.017458+0.013027i,-0.0066709+0.017066i,-0.0022066+0.018049i,0.00043584+0.013797i,0.0019238+0.0066214i,0.00103+0.00092209i,0.0006483-0.0013352i,0.0010747-0.0015042i,0.0012711-0.0008357i,0.001585-0.00081952i,0.00078134-0.0015887i,-0.00065126-0.0017045i,-0.001096-0.00024738i,-0.00091922+0.0021427i,-0.00074571+0.0040986i
-0.0059618+0.0042274i,-0.025003+0.016302i,-0.068272+0.033383i,-0.11178+0.04776i,-0.1109+0.047264i,-0.058944+0.025697i,-0.010664+0.0008102i,0.00071278-0.0051985i,-0.0029632+0.0028766i,-0.0040653+0.0068682i,-0.0036777+0.0045774i,-0.0029851+0.0034749i,-0.0019955+0.0042085i,-0.00057219+0.0047004i,0.001949+0.0044701i,0.0026611+0.0022443i,0.0015803-0.00095367i,0.0013098-0.0030364i,0.0005352-0.0031239i,0.00027761-0.001924i,0.00065653-0.0010609i,0.0010758-0.00090853i,0.0015432-0.0006646i
0.0066482-0.00063257i,0.026988-0.0021469i,0.068045+0.0065948i,0.10851+0.020743i,0.10996+0.021643i,0.070406+0.0052876i,0.033616-0.014073i,0.016689-0.021043i,0.0053768-0.018571i,-0.0035319-0.015415i,-0.0065595-0.01203i,-0.0046035-0.006932i,-0.00020234-0.0029877i,0.0027966-0.0020997i,0.0028296-0.0012975i,0.0017721+0.00064917i,0.0014006+0.0033963i,0.0025463+0.0052556i,0.0031987+0.0039209i,0.0014834+0.0016068i,-0.00025456+0.00045383i,-0.0011114+0.00023908i,-0.0022321-0.0006559i
-0.0064466-1.4007e-05i,-0.023971-0.0066361i,-0.055722-0.031469i,-0.081691-0.059115i,-0.072625-0.052341i,-0.033832-0.010074i,-0.0045112+0.027647i,0.0038437+0.034991i,0.0066888+0.022325i,0.011528+0.0097184i,0.012632+0.003919i,0.0088211+0.0014936i,0.0047305+0.00091489i,0.0020481+0.0017349i,0.00047038+0.0020115i,0.00041157+0.0011988i,0.0010481+9.4804e-05i,0.00044812-0.00053703i,-0.00055191-0.00061475i,-0.0014252+0.00011937i,-0.0015711+0.00029514i,-0.00061687+0.00055887i,0.00030485+0.00093757i
0.0043156+0.0028443i,0.014522+0.017174i,0.027303+0.05427i,0.030931+0.093629i,0.018797+0.089434i,0.0039727+0.042856i,-0.0040436+0.0051571i,-0.0043088-0.0019266i,0.003994+0.0038299i,0.01033+0.0069916i,0.009553+0.0057603i,0.0064119+0.0043318i,0.0048817+0.0043548i,0.0038791+0.002909i,0.0014311-0.00031599i,-0.0010495-0.002521i,-0.0030351-0.0024286i,-0.0044974-0.0014883i,-0.0040921-0.00041385i,-0.0024176+0.0001935i,-0.00082561+0.0008396i,0.0008185+0.0012103i,0.0013824+0.00053898i
-0.0043004-0.0046142i,-0.0062018-0.018832i,-0.0010086-0.052985i,0.012643-0.084525i,0.01949-0.076081i,0.0054243-0.040363i,-0.013999-0.020253i,-0.019814-0.015373i,-0.017753-0.0027838i,-0.013611+0.0095176i,-0.0093846+0.011026i,-0.006597+0.006853i,-0.0040923+0.00165i,-0.0026407-0.0010251i,-0.0012184-0.00078087i,0.0017843-0.0002725i,0.0032863+0.00030255i,0.0024378-0.00081115i,0.0016639-0.0023748i,0.00097067-0.0027657i,-0.00010899-0.0023339i,-0.00086886-0.0011225i,-0.0016915+0.00034636i
0.0012493+0.0067408i,-0.0049569+0.019878i,-0.025634+0.045811i,-0.052267+0.065274i,-0.048343+0.053585i,-0.0049572+0.023964i,0.032122+0.0063409i,0.033928+0.0050272i,0.017239+0.0065726i,0.0043832+0.0022835i,-0.0009511-0.0029566i,-0.0014596-0.0024964i,0.00074872+0.0002025i,0.0034193+0.0012242i,0.0051301+0.00077003i,0.0047044-0.00059177i,0.0033847-0.0023835i,0.0022125-0.0023097i,0.00099585-0.0012865i,-0.00030532-0.00029184i,-0.0013732+0.0010058i,-0.0016323+0.0018961i,-0.0010276+0.0022183i
0.0048774-0.003293i,0.015185-0.011291i,0.041003-0.022566i,0.068071-0.022577i,0.061626-0.0079019i,0.023875+0.0043131i,-0.0020313+0.0071679i,-0.0054809+0.0038061i,-0.0027769-0.003539i,0.00050725-0.0077683i,0.0024861-0.0067722i,0.002442-0.0038256i,0.0027316-0.0019489i,0.0024833-0.0013879i,0.00079261-0.00016478i,-0.00042741+0.0023037i,-0.00057127+0.0042196i,3.7327e-06+0.0044511i,5.5365e-05+0.0036355i,0.000585+0.0023822i,0.001077+0.0016421i,0.00068948+0.00098518i,0.00032566-0.0004741i
-0.0035645+0.004535i,-0.014752+0.0071309i,-0.042442+0.0036568i,-0.06845-0.007174i,-0.061225-0.0091559i,-0.030144+0.0076628i,-0.014758+0.021263i,-0.014958+0.020022i,-0.0078554+0.015728i,0.0037937+0.01165i,0.00645+0.006527i,0.0032175+0.0041317i,0.00095882+0.0053146i,7.7689e-05+0.0055839i,0.00065352+0.0035619i,0.0019459+0.0011726i,0.0022583+6.9957e-05i,0.00082376+0.00011151i,-0.00043665-0.0003366i,-0.00111-0.0016815i,-0.0023497-0.0024721i,-0.0031958-0.0021523i,-0.0022126-0.001073i
0.0027664-0.0018657i,0.013784+0.002984i,0.03292+0.018168i,0.044873+0.037632i,0.032469+0.032145i,0.012859-0.0045897i,0.0073483-0.033495i,0.0090528-0.032398i,0.0089193-0.014412i,0.0052081-0.0010843i,0.0013627+0.0015256i,2.9119e-05+0.0018788i,0.0004934+0.0017456i,0.00070773-0.0001709i,-0.00016528-0.0028782i,-0.0016352-0.0040693i,-0.0021486-0.0030137i,-0.0018475-0.0019631i,-0.001699-0.0013674i,-0.0021549-0.0008158i,-0.0015534+0.00080704i,-0.0003484+0.0024795i,-0.00070468+0.0026949i
-0.0019164-0.0034904i,-0.011379-0.010973i,-0.024037-0.029845i,-0.026445-0.048184i,-0.014672-0.036242i,-0.0030573-0.0034977i,0.003254+0.012055i,0.0041615+0.010964i,-0.0011616+0.0099809i,-0.0039395+0.0084147i,-0.0026826+0.0045859i,-0.0019709+0.0024453i,-0.0018458+0.0010449i,-0.0009245-3.7144e-05i,0.0013165+0.0010638i,0.0038706+0.0025019i,0.0048364+0.0022578i,0.0039545+0.00084607i,0.0019557-1.4454e-05i,0.00069499-0.0007173i,0.00080934-0.001231i,0.001518-0.0014171i,0.001888-0.0013387i
0.0038496+0.0035287i,0.005891+0.012316i,0.0036103+0.034386i,-0.0042107+0.054538i,-0.0043105+0.047024i,0.012184+0.024693i,0.022994+0.01696i,0.015284+0.018861i,0.0061915+0.014888i,0.0034128+0.0057002i,0.0032298+0.00083218i,0.0029913+0.00043014i,0.0044358+0.0006761i,0.005954+0.0010929i,0.0050205-0.00039997i,0.0031551-0.0020789i,0.0017059-0.00193i,0.0013433-0.0006782i,0.00046058+0.00018318i,-0.00094656-0.00010289i,-0.0020076-0.00072317i,-0.0026518-0.00033707i,-0.0021975-2.2442e-05i
