-0.0029436+0.0017555i,-0.00038904+0.0020536i,5.6158e-05+0.0024358i,0.00039803+0.0031578i,0.00039893+0.0043641i,0.0010346+0.0031694i,0.0017119+0.0007524i,0.0017098-5.0251e-05i,0.0011485+0.00028014i,0.00067645+0.00078218i,0.00058315+0.00066252i,0.00081955+1.424e-06i,0.0011854-0.00086134i,0.00071341-0.00078577i,4.9862e-05+0.00011961i,-0.00019257+0.0010935i,-0.00030042+0.00091055i,0.00045327-0.00025394i,0.0013008-0.0003569i,0.0010592+0.00059724i,0.00018578+0.00071487i,-8.2019e-05+0.00015909i,-9.0409e-05-0.00033252i
0.031328+0.05473i,0.055899+0.069722i,0.076768+0.044496i,0.072424-0.0066911i,0.025063-0.060637i,-0.039368-0.12547i,-0.087156-0.16429i,-0.069622-0.13645i,-0.021362-0.082265i,-0.0082219-0.033538i,-0.0019542-0.0041623i,0.010003-0.002177i,0.017192-0.0056698i,0.020152-0.0088565i,0.0079323-0.011186i,-0.0086047-0.0060371i,-0.011122-0.0033677i,-0.0045803-0.0054936i,0.00028551-0.0035442i,0.0024101+0.0058807i,0.0059544+0.017827i,0.01266+0.020723i,0.014915+0.0094764i
-0.0079276-0.057771i,-0.027934-0.07465i,-0.055216-0.022901i,-0.050838+0.089488i,-0.012318+0.17194i,-0.026446+0.17675i,-0.085448+0.13732i,-0.10476+0.091737i,-0.070698+0.050684i,-0.032422+0.01193i,-0.021738-0.009198i,-0.022296-0.011354i,-0.022197-0.0090665i,-0.021-0.0034146i,-0.01351+0.0076722i,-0.0017569+0.019143i,0.0034112+0.022374i,-0.00050172+0.015697i,-0.0012363+0.0051497i,0.010013-0.0060163i,0.023363-0.020149i,0.023614-0.033034i,0.0097465-0.033047i
-0.0079245+0.057793i,-0.004276+0.08734i,0.0098729+0.073711i,-0.0016382+0.039664i,-0.017397+0.040138i,0.053101+0.03769i,0.12734-0.010557i,0.093377-0.038666i,0.032532-0.021726i,0.024178-0.0090766i,0.028568-0.01051i,0.018239-0.003379i,0.0062539+0.0085504i,0.0029067+0.012952i,0.0076713+0.003757i,0.0086518-0.012145i,0.0040708-0.01727i,0.00077949-0.0099745i,-0.00075485-0.0020284i,-0.0049134-0.0030514i,-0.015972-0.0094017i,-0.028068-0.0095626i,-0.02845-0.0018772i
0.026775-0.055197i,0.024638-0.09212i,-0.02188-0.10232i,-0.079484-0.090058i,-0.10697-0.095275i,-0.1245-0.080964i,-0.099272-0.027067i,-0.032319+0.0071979i,0.013839+0.012283i,0.020362+0.011614i,0.010135+0.0091295i,0.0093625+0.0019215i,0.014258-0.0063525i,0.0077832-0.012925i,-0.0050032-0.015316i,-0.012717-0.012318i,-0.012018-0.0085989i,-0.0058913-0.0064378i,-0.00026456-0.0024801i,0.001112+0.0062671i,0.00014654+0.020722i,0.0035554+0.034161i,0.009885+0.035141i
-0.045121+0.040221i,-0.0554+0.072216i,-0.0012895+0.071234i,0.073135+0.011597i,0.07019-0.04557i,0.0088126-0.037299i,-0.034335+0.0030684i,-0.027773+0.0084853i,-0.016886-0.0061887i,-0.022945+0.0052197i,-0.018413+0.019207i,-0.012612+0.011768i,-0.014333+0.0032561i,-0.012445+0.007158i,-0.0067498+0.013554i,0.00024483+0.012775i,0.0019704+0.0083105i,-0.00070312+0.0045233i,-0.0013415+0.00085097i,8.7693e-05-0.0021207i,0.0083384-0.0053945i,0.018873-0.0097473i,0.02152-0.013817i
0.050291-0.023746i,0.080793-0.04986i,0.074268-0.056825i,0.075584-0.017311i,0.13514+0.026165i,0.15984+0.022241i,0.081938+0.0082291i,-0.011506+0.036223i,-0.032301+0.049114i,-0.017194+0.011339i,-0.013474-0.013617i,-0.010721-0.00617i,0.00061622+0.0024074i,0.013075-0.00039653i,0.014667-0.0053746i,0.0037884-0.0061222i,-0.0054319-0.00064736i,-0.0065145+0.0070867i,-0.0023146+0.0078868i,0.0012517+0.00011864i,-0.0028586-0.01103i,-0.013575-0.020894i,-0.022632-0.024013i
-0.053661+0.0064715i,-0.091085+0.02732i,-0.083176+0.067246i,-0.042619+0.10497i,-0.0044647+0.12158i,0.059685+0.090175i,0.13871+0.027986i,0.16471-0.01653i,0.1191-0.029843i,0.057636-0.024481i,0.023615-0.013275i,0.015713-0.0053751i,0.010394-0.0088846i,-0.0022319-0.014456i,-0.010716-0.011174i,-0.0096729-0.00039714i,-0.0025623+0.0052827i,0.0059717+9.3049e-05i,0.0077788-0.0065388i,0.0024745-0.0063077i,-0.0045264-8.8725e-05i,-0.011891+0.0099067i,-0.015141+0.019074i
0.055157+0.0080734i,0.090056+0.0017423i,0.066536-0.031008i,-0.035039-0.051487i,-0.15065-0.027133i,-0.20128+0.015273i,-0.16533+0.0058404i,-0.10825-0.047422i,-0.067288-0.056656i,-0.024722-0.014797i,0.0077296+0.0085813i,0.0091755+0.0026981i,5.2555e-05+0.0032696i,-0.0013961+0.011898i,0.0039869+0.015711i,0.015102+0.011899i,0.0201+0.0031278i,0.011349-0.0044174i,-0.00072116-0.0032998i,-0.0060933+0.0054429i,-0.0021248+0.012889i,0.01132+0.015616i,0.025217+0.013866i
-0.044589-0.035195i,-0.087722-0.051117i,-0.10514-0.048064i,-0.078791-0.052404i,-0.045148-0.069902i,-0.047298-0.033007i,-0.068934+0.077113i,-0.05842+0.14215i,-0.026243+0.10827i,-0.014561+0.045201i,-0.018731+0.013548i,-0.013055+0.012433i,-0.0024854+0.011118i,0.0034738+0.0017718i,0.0045326-0.0063297i,0.0015259-0.010549i,0.0012028-0.0077009i,0.0027952+0.00041961i,0.0033219+0.0061489i,0.0072074+0.0070217i,0.010898+0.0016182i,0.010119-0.01031i,0.0067196-0.020582i
0.030815+0.043109i,0.066829+0.067806i,0.10832+0.055288i,0.15006-0.007469i,0.18495-0.10503i,0.19484-0.19116i,0.16911-0.22745i,0.12159-0.19007i,0.067641-0.11589i,0.016917-0.055418i,-0.0017999-0.020682i,0.0027169-0.012928i,-0.00071165-0.012899i,-0.0090489-0.0063813i,-0.014125+0.0001558i,-0.017731+0.0038967i,-0.016984+0.004612i,-0.011392+0.0024247i,-0.0055651-0.0025793i,-0.001481-0.0085967i,-0.0010815-0.010347i,-0.0096453-0.007521i,-0.02187-0.0027837i
-0.0035448-0.047178i,-0.023214-0.08432i,-0.045148-0.07307i,-0.046567+0.011458i,-0.023119+0.10946i,-0.022417+0.10723i,-0.071572+0.013891i,-0.10958-0.041713i,-0.078995-0.026649i,-0.01414-0.010264i,0.010591-0.012609i,0.0015692-0.0094143i,-0.0013215-0.0029447i,0.0022511-0.00020279i,0.0060892+0.0025938i,0.010553+0.0034635i,0.0084633+0.0026228i,0.0011036+0.0019156i,-0.0055001+0.0030324i,-0.0086152+0.0050171i,-0.0065428+0.0052108i,-0.0022668+0.0089229i,0.0017699+0.015199i
-0.0058302+0.049224i,-0.0076031+0.093739i,0.003159+0.12368i,0.0032158+0.13211i,-0.020956+0.15678i,-0.0071696+0.22898i,0.063648+0.27332i,0.09848+0.22273i,0.065846+0.12883i,0.026777+0.059779i,0.013368+0.028133i,0.01192+0.016686i,0.010906+0.0078332i,0.0090939-0.00063133i,0.0095559-0.0060356i,0.011273-0.01145i,0.012458-0.015623i,0.013248-0.013028i,0.014366-0.0057983i,0.012151+0.00077676i,0.0064693+0.0043758i,0.0069413+0.0037625i,0.012666-0.00097339i
0.023551-0.039362i,0.039222-0.078284i,0.017163-0.12081i,-0.048869-0.14585i,-0.096174-0.15014i,-0.080094-0.15853i,-0.027723-0.13704i,0.0099183-0.085792i,0.012392-0.044067i,-0.00063564-0.011468i,-0.0034997+0.0017104i,-0.00070425-0.001583i,-5.2369e-05+0.00081234i,-0.00026307+0.0018238i,-0.0052472-0.0016926i,-0.012043-0.0002452i,-0.013892+0.0013226i,-0.011553-0.0030659i,-0.0059378-0.0080612i,0.0013148-0.010142i,0.0061814-0.010547i,0.0063502-0.011622i,0.0014251-0.013198i
-0.032299+0.025074i,-0.064367+0.0479i,-0.061064+0.067754i,-0.010168+0.042508i,0.01287-0.04321i,-0.060071-0.093651i,-0.15582-0.064036i,-0.16212-0.023504i,-0.095927-0.01258i,-0.040795-0.018023i,-0.021255-0.015917i,-0.015519-0.0055335i,-0.010879+0.00031907i,-0.0076811+0.0033364i,-0.0055585+0.0078313i,-0.0025932+0.013067i,0.00056056+0.017472i,0.00025461+0.019299i,-0.0021664+0.016092i,-0.0035162+0.005896i,-0.0049651-0.0069033i,-0.010555-0.010825i,-0.014914-0.0042141i
0.044413-0.0037952i,0.090649-0.014215i,0.129-0.033892i,0.14495-0.03145i,0.17499+0.025998i,0.20077+0.077447i,0.16868+0.068461i,0.1086+0.041517i,0.064866+0.019526i,0.032545-2.6753e-05i,0.0093588-0.0021005i,0.0025076+0.001253i,0.0007466-0.00086441i,0.0016482-0.0014682i,0.006558-0.0049917i,0.0076409-0.013811i,0.0078522-0.020089i,0.0092626-0.0179i,0.0085431-0.0084208i,0.0038992+0.001309i,-0.0041686+0.0093123i,-0.0065172+0.015641i,-0.0030327+0.016409i
-0.0388-0.010789i,-0.080982-0.019968i,-0.11566+0.0027895i,-0.10356+0.052145i,-0.054682+0.060031i,0.0096483+0.0087406i,0.068381-0.056966i,0.07254-0.084115i,0.036157-0.052572i,0.015436-0.012318i,0.011588-0.0028816i,0.0066093-0.0064929i,0.0034007-0.0079623i,-0.0014759-0.0096034i,-0.0099912-0.00672i,-0.016973-0.00011671i,-0.021708+0.0026925i,-0.019591-0.0011811i,-0.013927-0.0075834i,-0.009181-0.0059832i,0.0014603+0.0030542i,0.013672+0.0062559i,0.017295+0.0026412i
0.020905+0.021285i,0.050643+0.055171i,0.071447+0.06541i,0.030285+0.033632i,-0.079553+0.0098362i,-0.16072+0.018244i,-0.14603+0.029319i,-0.088538+0.023972i,-0.047906+0.011509i,-0.023917+0.0042645i,-0.007363+0.0014335i,0.0026967-0.00012371i,0.0046565+0.00069181i,0.0024243+0.0075647i,0.0048635+0.017801i,0.012616+0.025145i,0.017797+0.028899i,0.012912+0.025937i,0.0029394+0.018489i,-0.001934+0.008923i,-0.001579-0.0042409i,-0.0012797-0.015405i,-0.00075187-0.019511i
-0.0092051-0.027956i,-0.024261-0.073751i,-0.051365-0.11426i,-0.065834-0.10824i,-0.02893-0.059754i,0.042928-0.0013848i,0.066417+0.047369i,0.040724+0.0556i,0.022723+0.02399i,0.011902+0.0038257i,0.008219+0.0065081i,0.0077386+0.010987i,0.0042909+0.009987i,0.0045382+0.0012631i,0.0061265-0.010654i,0.0069682-0.020984i,0.0108-0.026452i,0.0156-0.021981i,0.018304-0.011196i,0.015409-0.0036593i,0.003167-0.0020848i,-0.011765-0.0011448i,-0.020197+0.00024292i
-0.0007804+0.031066i,-0.0065234+0.072566i,0.013629+0.11017i,0.075919+0.08982i,0.13732+0.0025801i,0.12-0.074416i,0.061888-0.07963i,0.036902-0.044003i,0.020307-0.010898i,0.0073419+0.006373i,0.0063583+0.0092696i,0.005036+0.0053866i,0.0009836+0.0011163i,-0.0055675-0.0019663i,-0.01317-0.0036547i,-0.022071-0.0029464i,-0.026853-0.0045523i,-0.023762-0.008433i,-0.016694-0.011057i,-0.0077499-0.0080646i,0.00091631+0.002255i,0.0068685+0.013351i,0.0076819+0.021004i
0.013423-0.024645i,0.044889-0.055993i,0.05825-0.086947i,0.019009-0.065045i,-0.050472+0.025868i,-0.097672+0.08532i,-0.11238+0.054684i,-0.0967+0.022906i,-0.046307+0.021993i,-0.0082372+0.01092i,-0.010339-0.0068219i,-0.015986-0.013946i,-0.010292-0.012331i,-0.00083298-0.0061631i,0.010216+0.0011414i,0.019274+0.0085001i,0.021752+0.014838i,0.013348+0.017396i,0.00030711+0.020364i,-0.0043322+0.019809i,0.0037261+0.0090677i,0.015614-0.0038469i,0.02086-0.011264i
-0.022756+0.0051738i,-0.069112+0.023121i,-0.11062+0.066372i,-0.093585+0.11364i,-0.032392+0.10292i,0.0035314+0.0676i,0.0083513+0.056508i,-0.0017539+0.032954i,-0.024795+0.0013308i,-0.034485-0.010955i,-0.021181-0.0073823i,-0.0091755-0.0011208i,-0.0041826+0.003996i,0.0014245+0.0036947i,0.0061996-0.0038627i,0.0082187-0.014039i,0.0092117-0.018885i,0.012975-0.013871i,0.019295-0.0081977i,0.017884-0.0083004i,0.0047426-0.012268i,-0.010944-0.01685i,-0.01907-0.017268i
0.02316+0.011128i,0.070541+0.017554i,0.12027-0.0067283i,0.11278-0.084575i,0.042901-0.15988i,0.019997-0.17979i,0.057616-0.15552i,0.06504-0.10768i,0.043625-0.052787i,0.032943-0.014417i,0.03143-0.006058i,0.028207-0.0065963i,0.022664-0.0047124i,0.010555-0.0027889i,-0.0050745+0.0018415i,-0.018223+0.0068551i,-0.025393+0.0055836i,-0.02292-0.0047308i,-0.018015-0.01586i,-0.0154-0.016282i,-0.01276-0.0054276i,-0.011247+0.0098918i,-0.0097378+0.018826i
-0.018003-0.014329i,-0.053871-0.04683i,-0.10109-0.069303i,-0.11937-0.040184i,-0.074085+0.025133i,-0.0093522+0.064708i,0.012134+0.050047i,0.016332+0.012847i,0.032024-0.017483i,0.028037-0.026464i,0.0043067-0.012034i,-0.012456+0.00087545i,-0.018015+0.00049507i,-0.017421-0.00097657i,-0.011101+0.0032648i,-0.00024813+0.010086i,0.0057903+0.014425i,0.0022592+0.016773i,-0.0033936+0.019724i,-0.0010374+0.018853i,0.0087655+0.0115i,0.019702+0.0036198i,0.024084+5.9007e-05i
0.0073379+0.023813i,0.024973+0.068871i,0.067267+0.12027i,0.13263+0.13807i,0.179+0.11758i,0.13862+0.093956i,0.060931+0.10352i,0.028411+0.11235i,0.0022097+0.080737i,-0.02322+0.049517i,-0.02066+0.040795i,-0.0068331+0.035114i,0.00094218+0.026275i,0.0046337+0.014328i,0.0065347+0.00093194i,0.0080926-0.010004i,0.012369-0.015122i,0.017646-0.011173i,0.020429-0.006295i,0.016766-0.0065973i,0.0063401-0.0084762i,-0.0029411-0.012165i,-0.0064225-0.01572i
0.0086675-0.022356i,0.019786-0.069312i,0.014386-0.12804i,-0.039674-0.15608i,-0.12344-0.12705i,-0.1513-0.06725i,-0.10634-0.037855i,-0.060375-0.027719i,-0.023556+0.0019553i,0.011113+0.012373i,0.022731-0.012549i,0.017938-0.031741i,0.013265-0.032963i,0.0083187-0.026357i,0.00024455-0.016745i,-0.0089401-0.0077866i,-0.013837-0.0026452i,-0.012882-0.0043633i,-0.01239-0.0083932i,-0.013161-0.0073342i,-0.013057-0.0010596i,-0.013934+0.0061853i,-0.01483+0.0088718i
-0.022965+0.018881i,-0.056346+0.054509i,-0.10081+0.11024i,-0.10829+0.16015i,-0.058848+0.14589i,-0.021846+0.058603i,-0.037859-0.019885i,-0.060003-0.0486i,-0.053714-0.054436i,-0.038446-0.051898i,-0.029515-0.031676i,-0.024081-0.010415i,-0.021643+0.0011177i,-0.016748+0.008654i,-0.006546+0.012048i,0.0039145+0.015336i,0.0060631+0.018838i,-0.00045048+0.019468i,-0.0045649+0.018485i,-0.0020136+0.014464i,0.0037946+0.0073741i,0.0084046+0.0040705i,0.0093355+0.0056853i
0.021496-0.00036176i,0.069312-0.0088198i,0.1439-0.033696i,0.19895-0.094445i,0.17918-0.15569i,0.12904-0.14358i,0.095406-0.082635i,0.06618-0.037521i,0.028429-0.005509i,0.0050737+0.028236i,0.01387+0.040128i,0.025887+0.031105i,0.027807+0.020534i,0.023942+0.010522i,0.017764+0.00063564i,0.01353-0.010187i,0.011919-0.017165i,0.012591-0.013614i,0.01305-0.0074517i,0.010313-0.0042089i,0.0066622-0.0041677i,0.0063858-0.0079923i,0.0065333-0.010596i
-0.023426-0.015753i,-0.067942-0.03422i,-0.13566-0.058832i,-0.19232-0.044658i,-0.17504+0.030877i,-0.082131+0.093648i,0.010076+0.080051i,0.048291+0.035025i,0.05729+0.0074351i,0.054406-0.012511i,0.027758-0.027849i,-4.7798e-05-0.030242i,-0.010338-0.026964i,-0.011557-0.020999i,-0.012344-0.012573i,-0.015218-0.0062004i,-0.016332-0.0061605i,-0.013937-0.0099377i,-0.011424-0.0099926i,-0.007194-0.0051693i,-0.0023565+0.00068354i,-0.0038307+0.0027551i,-0.0073433+0.0019185i
0.015116+0.022875i,0.039759+0.063647i,0.079853+0.13325i,0.13314+0.19284i,0.16769+0.18539i,0.12933+0.10452i,0.046547+0.040386i,0.0014839+0.031955i,-0.014857+0.01352i,-0.034642-0.0096751i,-0.043277-0.0023934i,-0.034558+0.01258i,-0.024059+0.018819i,-0.016057+0.020862i,-0.0064014+0.019064i,0.0041225+0.017692i,0.009355+0.017106i,0.0062934+0.015378i,0.0019076+0.01333i,0.0012734+0.0087086i,0.0010381+0.004437i,-0.00054934+0.0060741i,0.00028423+0.0085139i
-0.0086544-0.030384i,-0.0050461-0.073724i,0.0010781-0.14448i,-0.012631-0.2184i,-0.068443-0.23982i,-0.12861-0.16236i,-0.12317-0.051295i,-0.071603+0.0023994i,-0.028992+0.024531i,0.0026699+0.040569i,0.028666+0.031042i,0.03687+0.0091505i,0.032083-0.0031423i,0.024023-0.0079576i,0.014667-0.010707i,0.0079721-0.013102i,0.0073002-0.011677i,0.010459-0.0061729i,0.011897-0.0028056i,0.0084597-0.0023236i,0.0044173-0.0033299i,0.004806-0.0052213i,0.0064108-0.0065827i
-0.008978+0.023272i,-0.040218+0.059305i,-0.095684+0.10742i,-0.14349+0.1594i,-0.12126+0.18655i,-0.027217+0.15592i,0.03641+0.078329i,0.03083+0.013766i,0.02196-0.014404i,0.023044-0.033785i,0.0083587-0.037728i,-0.006594-0.024607i,-0.011208-0.016843i,-0.013585-0.0148i,-0.015528-0.010092i,-0.018205-0.0035996i,-0.019643+0.00040628i,-0.015209-0.0010775i,-0.0098102-0.0042897i,-0.0066311-0.0038269i,-0.003351-0.0038137i,-0.0023059-0.0071559i,-0.0032473-0.0079761i
0.02346-0.019691i,0.06332-0.034635i,0.1381-0.038429i,0.22726-0.045567i,0.26179-0.084958i,0.19746-0.13503i,0.087678-0.13936i,0.015442-0.091586i,-0.021303-0.043612i,-0.045884-0.0071952i,-0.038567+0.019362i,-0.015426+0.027063i,-0.0028707+0.024289i,0.0021142+0.018893i,0.0053298+0.013108i,0.0087944+0.0090915i,0.0084266+0.0069919i,0.0020973+0.0061022i,-0.0028062+0.0060827i,-0.0027124+0.0051372i,-0.00085258+0.0046005i,-0.001369+0.0064049i,-0.0029872+0.0072323i
-0.02941+0.010719i,-0.066666-0.0017313i,-0.12096-0.047853i,-0.18566-0.10154i,-0.23388-0.084136i,-0.21558+0.0021599i,-0.12741+0.060502i,-0.042417+0.051284i,-0.00068561+0.033308i,0.02703+0.02886i,0.03814+0.01118i,0.027428-0.0060241i,0.018003-0.0084538i,0.015305-0.0081376i,0.012469-0.010093i,0.0093583-0.013654i,0.0068885-0.015944i,0.006112-0.012513i,0.0061205-0.0079886i,0.0051424-0.0059203i,0.004022-0.0031758i,0.0046117+0.00077777i,0.0059486+0.0035512i
0.023409+0.0041027i,0.047548+0.0369i,0.056071+0.11351i,0.060821+0.21641i,0.095683+0.26525i,0.14399+0.20339i,0.14932+0.096435i,0.10406+0.025862i,0.055588-0.01461i,0.018749-0.038811i,-0.0087641-0.035096i,-0.016755-0.018123i,-0.017147-0.0078039i,-0.0171-0.00091156i,-0.013678+0.0060532i,-0.0099557+0.011281i,-0.0052981+0.0099052i,-0.0022932+0.0030828i,-0.0035743-0.00084395i,-0.0046156-0.00046456i,-0.0039199-0.00043262i,-0.0031639-0.0037621i,-0.0017078-0.0074001i
-0.021473-0.016038i,-0.022648-0.04978i,0.015526-0.11338i,0.079312-0.19758i,0.093399-0.26431i,0.021264-0.25502i,-0.056339-0.15687i,-0.062777-0.050851i,-0.039962+0.0033442i,-0.032449+0.025879i,-0.020039+0.033436i,-0.0047954+0.023107i,-0.0015619+0.012242i,-0.0016385+0.0094796i,0.0010983+0.0099246i,0.0058973+0.010397i,0.008571+0.010092i,0.007416+0.01014i,0.0053232+0.010117i,0.0042604+0.0092302i,0.003528+0.0069828i,0.00024729+0.0052413i,-0.0041196+0.0045336i
0.014716+0.020118i,-0.0028737+0.043654i,-0.071239+0.068419i,-0.17253+0.086487i,-0.2331+0.11006i,-0.19963+0.14854i,-0.11228+0.14393i,-0.046633+0.088818i,-0.0036709+0.045766i,0.030293+0.015977i,0.032344-0.009455i,0.016894-0.015591i,0.011549-0.015273i,0.0066098-0.017502i,-0.0018992-0.015878i,-0.0078381-0.013077i,-0.0077655-0.010066i,-0.0029748-0.0065678i,0.000862-0.003919i,0.0024187-0.0023893i,0.0041197-0.0023997i,0.0068398-0.00083649i,0.007965+0.0027893i
-0.007371-0.023199i,0.018084-0.031779i,0.08523-0.0096102i,0.17711+0.049917i,0.2483+0.094079i,0.25956+0.045375i,0.18526-0.046764i,0.077562-0.075921i,0.010069-0.05911i,-0.015549-0.042997i,-0.017407-0.023938i,-0.0099982-0.0068629i,-0.0052142-0.00076267i,-0.0019226-0.00013986i,-0.00031936-0.00054457i,-0.0018804-0.00020831i,-0.0041474+0.00027753i,-0.0058492+4.9076e-06i,-0.0067172-0.0010583i,-0.0073093-0.0025674i,-0.0069468-0.0039354i,-0.0049051-0.0066572i,-0.0023834-0.0090424i
-0.0073268+0.018723i,-0.03174+0.014158i,-0.069073-0.033131i,-0.091972-0.12526i,-0.10668-0.20623i,-0.12995-0.2002i,-0.11203-0.11592i,-0.048362-0.042286i,-0.013965-0.005278i,-0.0079487+0.025302i,0.0029341+0.035836i,0.0091964+0.025798i,0.0092267+0.01937i,0.011161+0.013276i,0.012117+0.0039617i,0.012506-0.0023215i,0.011831-0.0042206i,0.0091879-0.0023155i,0.0065621+0.00011734i,0.0041118+0.00060306i,0.001225+0.00087379i,-0.0031879+0.0021993i,-0.0073013+0.00229i
0.011163-0.013935i,0.027693+0.0014548i,0.026411+0.054324i,-0.024412+0.13359i,-0.082539+0.20863i,-0.061061+0.23695i,0.012702+0.19012i,0.044805+0.098984i,0.039737+0.028382i,0.030123-0.0054866i,0.012469-0.013199i,-0.0012214-0.0078149i,-0.0054781-0.0053505i,-0.0064571-0.0019618i,-0.004123+0.0036214i,-0.0012211+0.0040448i,0.00029732+0.00055542i,0.00053922-0.0021949i,0.0018292-0.0042556i,0.0037015-0.0047408i,0.0050098-0.0030816i,0.0063427-0.00051166i,0.0064267+0.0023989i
-0.011943+0.01005i,-0.016836-0.010845i,0.010545-0.045612i,0.096853-0.064991i,0.19773-0.078412i,0.20529-0.10129i,0.1069-0.091391i,0.016805-0.036389i,-0.01322-0.0038151i,-0.025787-0.010288i,-0.029604-0.012447i,-0.021329-0.0088225i,-0.015367-0.0073429i,-0.01101-0.0049253i,-0.0063752-0.00059711i,-0.0043487+0.0047036i,-0.0029017+0.0062714i,-0.001641+0.0047232i,-0.0025391+0.0039113i,-0.002893+0.0030627i,-0.0016508-0.00063708i,-0.0014431-0.004767i,-0.00011654-0.0063175i
0.014904-0.0041942i,0.0087217+0.012542i,-0.022155+0.022124i,-0.080553-0.023385i,-0.15383-0.093007i,-0.19614-0.093022i,-0.16191-0.043177i,-0.088317-0.0158i,-0.032601+0.0020442i,0.0039859+0.019175i,0.021704+0.013765i,0.020295+0.0022625i,0.015203-0.0034387i,0.0082379-0.0070561i,0.00018969-0.0057279i,-0.001596-0.0024139i,-0.00024198-0.0006899i,0.0005991-0.00019632i,0.0013218+0.00050459i,0.00089121+0.0032044i,-0.0016946+0.0046805i,-0.005768+0.003966i,-0.0081886+0.0037384i
-0.012046-0.0079281i,-0.003549-0.018701i,0.015078-0.011693i,0.015242+0.063131i,0.01036+0.17668i,0.047452+0.20715i,0.07851+0.12036i,0.054125+0.029162i,0.02221-0.0057659i,0.015607-0.012373i,0.016745-0.0082355i,0.01411-0.0025129i,0.0094728-0.0015608i,0.0075033-0.0012836i,0.0070687-0.002103i,0.0038574-0.0046631i,0.00051146-0.005892i,-0.00043543-0.0042092i,-0.00063721-0.0040956i,-0.00078171-0.0052042i,0.00080419-0.002508i,0.003037+0.0018062i,0.0040597+0.0048334i
0.010798+0.0067346i,-0.001757+0.010792i,-0.012386+0.0063308i,0.034647-0.030375i,0.11766-0.10309i,0.12505-0.1556i,0.069478-0.11935i,0.03792-0.043724i,0.015804-0.0090278i,-0.015104+0.001918i,-0.025394+0.013421i,-0.016509+0.016755i,-0.0075302+0.01356i,-0.0027436+0.0075426i,-0.0017663+0.0011101i,-0.00203-0.001055i,-0.0023598+7.2672e-05i,-0.0033588+0.0013121i,-0.0030334+0.0017837i,-0.0017708-0.00015014i,-0.00043571-0.003407i,0.0015438-0.0058078i,0.0019457-0.0082189i
-0.0066188-0.0038759i,0.0089477-0.0027235i,0.022481-0.0063085i,-0.032068-0.030228i,-0.14479-0.045874i,-0.19037-0.0076302i,-0.1314+0.036013i,-0.058689+0.02757i,-0.016943+0.007014i,0.0035805+0.00094636i,0.0040035-0.0018729i,-0.002963-0.0023432i,-0.0054718-0.00026307i,-0.00539+0.003051i,-0.0015211+0.0058882i,0.0036503+0.0054759i,0.0045494+0.0030751i,0.0037075+0.0016456i,0.0049056+0.0018275i,0.0053203+0.0019592i,0.0027804+0.001758i,-0.0019176+0.0016772i,-0.0059531+0.001075i
0.0039796+0.008063i,-0.0090965-0.0016804i,-0.03244-0.00036893i,-0.015377+0.064707i,0.062705+0.15502i,0.12167+0.15403i,0.094915+0.078416i,0.034726+0.029038i,0.011381+0.0084317i,0.012978-0.015135i,0.0085127-0.02699i,0.00023674-0.023679i,-0.0029778-0.01521i,-0.0010335-0.0081141i,0.0014094-0.0069705i,7.5153e-06-0.0076796i,-0.0011634-0.0071444i,6.1765e-05-0.0063925i,0.00024715-0.0062048i,0.00065645-0.0045106i,0.0026402+6.612e-05i,0.0042255+0.004444i,0.0041552+0.0059531i
-0.0029687-0.0072581i,0.0037111+0.010237i,0.038726+0.027322i,0.088676-0.023548i,0.10144-0.12972i,0.05843-0.1675i,0.017657-0.11768i,0.011229-0.061497i,0.0081304-0.020295i,0.0010898+0.012215i,0.0037565+0.020292i,0.0064707+0.011506i,0.0041725+0.0039973i,1.1698e-05+0.0011262i,-0.0052295+0.0035606i,-0.0066491+0.0073924i,-0.003589+0.0082302i,-0.0013507+0.0073953i,-0.0024819+0.0067573i,-0.0037673+0.0058011i,-0.001866+0.0019063i,0.00086072-0.0026267i,0.0024831-0.0048805i
0.0025807+0.00965i,0.0062228-0.01212i,-0.019527-0.055162i,-0.10512-0.056924i,-0.19334+0.011001i,-0.18458+0.073844i,-0.10378+0.075804i,-0.046576+0.046677i,-0.023959+0.025739i,-0.0071992+0.018588i,0.0045274+0.016368i,0.0096898+0.011418i,0.0099583+0.0048152i,0.0068298+0.0016992i,0.0056462+0.00069261i,0.0070033-0.0015445i,0.007363-0.0029165i,0.0062524-0.0012099i,0.0062894-0.0002383i,0.0051942-0.0015007i,0.00050086-0.0016083i,-0.0036284-0.0016912i,-0.0062006-0.001774i
-0.00041832-0.0066652i,-0.017052+0.013531i,-0.019797+0.072573i,0.043067+0.13617i,0.1413+0.14372i,0.16397+0.084784i,0.10197+0.025836i,0.041811+0.0077072i,0.0099716-0.0038835i,-0.012311-0.019497i,-0.021242-0.017861i,-0.015977-0.0069279i,-0.0075548-0.0026117i,-0.0036465-0.004364i,-0.0052778-0.0082277i,-0.0086241-0.0086708i,-0.010072-0.0071084i,-0.0099108-0.0063511i,-0.0080176-0.005826i,-0.0048227-0.0044976i,-0.0015152-0.0012638i,0.00030909+0.0020992i,0.00014224+0.0043003i
