-0.0025418+0.00043044i,-0.00073883+0.00072947i,-0.00066999-0.00010761i,-0.0013417+0.00043769i,-0.0022011+0.0017926i,-0.0026838+0.0016154i,-0.0021642+0.0021396i,-0.00071689+0.0021856i,0.0001417+0.001215i,0.00013541+0.00051614i,0.00027265+0.00042178i,0.00034346-0.00013992i,0.00013591-0.00073927i,-0.00013156-0.00078356i,-0.00045357-0.00013222i,-0.00057108+0.00064955i,-0.00016054+0.00032584i,0.00038701-0.00041019i,0.00067508-0.00060031i,0.00064991+0.00027163i,0.00045198+0.00038997i,-3.1954e-05+4.7565e-05i,0.00051111+0.00069561i
0.039287-0.01212i,0.043904-0.046739i,-0.015651-0.11092i,-0.10971-0.16143i,-0.15775-0.12783i,-0.13266-0.018626i,-0.066414+0.073276i,-0.0042621+0.092604i,0.01667+0.057805i,0.0028069+0.015127i,-0.01315+0.0025336i,-0.015033+0.020294i,-0.01222+0.034534i,-0.019808+0.03629i,-0.02357+0.042164i,-0.0068785+0.054847i,0.017936+0.060153i,0.03508+0.051914i,0.034717+0.035571i,0.021535+0.022931i,0.014212+0.02063i,0.01709+0.019235i,0.019872+0.015294i
-0.042488+0.0026578i,-0.052488+0.026761i,0.0049964+0.05933i,0.11362+0.054015i,0.18797+0.0054998i,0.17516-0.01016i,0.13297+0.022187i,0.12319+0.033912i,0.12305+0.0094243i,0.098627-0.024673i,0.054081-0.041629i,0.024777-0.033986i,0.021425-0.019396i,0.025314-0.0061083i,0.035525-0.0032027i,0.0457-0.022225i,0.044762-0.044765i,0.035905-0.051744i,0.025336-0.043183i,0.017111-0.030994i,0.0094607-0.029612i,0.0025779-0.032806i,0.0045996-0.030857i
0.047413-0.0013467i,0.079513-0.023825i,0.087178-0.061547i,0.069619-0.066664i,0.028774-0.021596i,-0.045044+0.011753i,-0.11534+0.01589i,-0.12476+0.026103i,-0.082389+0.03295i,-0.037625+0.02747i,-0.015935+0.013129i,-0.017456-0.0041138i,-0.019964-0.014613i,-0.014046-0.024229i,-0.024407-0.030753i,-0.05401-0.020679i,-0.076658+0.0010751i,-0.078841+0.018809i,-0.062147+0.023027i,-0.041591+0.017933i,-0.031439+0.015981i,-0.028308+0.016361i,-0.027755+0.011251i
-0.047817-0.0059931i,-0.083805+0.019251i,-0.091113+0.093763i,-0.051948+0.18157i,0.015445+0.21402i,0.089702+0.1841i,0.14897+0.11229i,0.14057+0.035475i,0.071855+0.0092172i,0.022558+0.022725i,0.016126+0.025494i,0.015143+0.01567i,0.0044278+0.014631i,-0.0056248+0.020071i,-0.0014156+0.031872i,0.021426+0.046056i,0.043237+0.051789i,0.044822+0.052508i,0.032469+0.044843i,0.024539+0.028437i,0.029042+0.014221i,0.031696+0.0045895i,0.022297+0.0068931i
0.033993+0.023436i,0.069574+0.022829i,0.060278-0.0048356i,-0.021697-0.033931i,-0.11957-0.053369i,-0.1513-0.11179i,-0.13828-0.17168i,-0.10377-0.15713i,-0.047155-0.1045i,-0.013807-0.061976i,-0.0076013-0.023719i,-0.00095808+0.00016818i,0.0042265+0.0039965i,0.0087925+0.0030742i,0.017244-0.009848i,0.021841-0.036668i,0.022297-0.060058i,0.02628-0.07089i,0.024885-0.064487i,0.0093804-0.047799i,-0.009414-0.037492i,-0.018214-0.029904i,-0.010243-0.022174i
-0.03791-0.034154i,-0.087794-0.040651i,-0.12996-0.028273i,-0.14024-0.01578i,-0.12588-0.0076197i,-0.1017+0.048208i,-0.066153+0.12592i,-0.031454+0.13921i,-0.007543+0.09406i,0.0097205+0.048169i,0.018871+0.024203i,0.018549+0.014896i,0.011242+0.0065532i,-0.0035902-0.0012534i,-0.022854+0.0039468i,-0.039815+0.020647i,-0.052521+0.031191i,-0.059076+0.023547i,-0.051694+0.0088635i,-0.037598+0.0085352i,-0.026903+0.025789i,-0.013368+0.039467i,-0.0032582+0.029996i
0.035265+0.026869i,0.073885+0.035928i,0.1075-0.0075747i,0.11133-0.093886i,0.11185-0.15564i,0.13214-0.17176i,0.1167-0.15668i,0.04273-0.094824i,-0.016164-0.0030696i,-0.016807+0.037755i,-0.013461+0.013549i,-0.023873-0.0043224i,-0.014182+0.0013196i,0.0070497+0.0085057i,0.023005+0.0153i,0.034994+0.021755i,0.04075+0.036983i,0.038771+0.059184i,0.031302+0.062937i,0.029678+0.044718i,0.038319+0.019433i,0.041859-0.0047069i,0.027624-0.013229i
-0.030499-0.037668i,-0.054939-0.058581i,-0.052837-0.038661i,0.010447+0.017478i,0.074336+0.060164i,0.042814+0.083853i,-0.02613+0.098063i,-0.037412+0.083243i,-0.020284+0.042712i,-0.017034+0.019352i,-0.016136+0.024796i,-0.0081463+0.027227i,0.002969+0.016047i,0.012461-0.003886i,0.012396-0.0296i,0.0030797-0.048599i,0.0033121-0.057388i,0.019665-0.057649i,0.029869-0.045486i,0.020914-0.032451i,-0.0027438-0.028582i,-0.030679-0.023162i,-0.038402-0.0081867i
0.017519+0.041633i,0.048287+0.076766i,0.085882+0.090739i,0.10388+0.091018i,0.09899+0.11308i,0.10101+0.12992i,0.11023+0.090339i,0.096681+0.012097i,0.060661-0.044164i,0.031679-0.051627i,0.025611-0.03911i,0.024437-0.03004i,0.011649-0.016543i,-0.0033107-0.00070169i,-0.014675+0.01081i,-0.022263+0.017466i,-0.034277+0.012233i,-0.051232-0.002484i,-0.051543-0.012008i,-0.037137-0.0064604i,-0.021717+0.013547i,-0.0031782+0.034688i,0.013639+0.03612i
-0.0095808-0.047211i,-0.03404-0.074983i,-0.081792-0.050774i,-0.12785+0.04127i,-0.14974+0.11613i,-0.13995+0.10953i,-0.092742+0.081478i,-0.018668+0.084624i,0.044022+0.077559i,0.05283+0.035808i,0.020456+0.0027707i,-0.0081467-0.00011315i,-0.014353+0.0061482i,-0.0073383+0.013311i,0.0089685+0.017076i,0.026325+0.016669i,0.036906+0.025143i,0.038622+0.037691i,0.028669+0.032839i,0.01971+0.013399i,0.025172-0.0086268i,0.034754-0.032881i,0.029144-0.048705i
-0.0027167+0.046132i,0.0040295+0.083902i,0.013756+0.076521i,-0.0097262+0.0077432i,-0.059268-0.052492i,-0.05709-0.063075i,-0.006992-0.059923i,0.024786-0.046683i,0.029145-0.0071339i,0.024824+0.024377i,0.017272+0.029091i,0.012827+0.024891i,0.012169+0.016132i,0.0093054+0.0028577i,0.0017944-0.011404i,-0.0075502-0.02355i,-0.008898-0.034536i,0.00067737-0.039247i,0.0071488-0.030435i,0.0011723-0.020217i,-0.016517-0.019145i,-0.040569-0.017016i,-0.051815-0.0042267i
0.0072091-0.044765i,0.0015263-0.09028i,-0.033475-0.11945i,-0.07427-0.12168i,-0.0821-0.12509i,-0.091881-0.11986i,-0.12936-0.07476i,-0.15691-0.02502i,-0.14396-0.00080747i,-0.088137+0.0091295i,-0.033125+0.00099729i,-0.012302-0.015763i,-0.0097948-0.022425i,-0.011482-0.019236i,-0.017227-0.0047677i,-0.026111+0.016035i,-0.037591+0.030444i,-0.044858+0.030692i,-0.035316+0.021021i,-0.016766+0.017735i,-0.0034268+0.030013i,0.011136+0.050478i,0.026642+0.058782i
-0.021387+0.034592i,-0.02288+0.076914i,0.026404+0.08465i,0.11591+0.029652i,0.17321-0.025398i,0.1784-0.019306i,0.15974-7.3268e-05i,0.11804-0.015596i,0.05631-0.034156i,0.0084116-0.03053i,-0.0099418-0.011385i,-0.014066+0.0066503i,-0.013292+0.015933i,-0.0039204+0.018868i,0.014509+0.017309i,0.036859+0.014305i,0.050548+0.016123i,0.045531+0.020887i,0.026857+0.019615i,0.013598+0.013448i,0.017708+0.0012479i,0.031204-0.022201i,0.035639-0.044677i
0.024765-0.028736i,0.046133-0.068882i,0.039525-0.078926i,0.030158-0.030468i,0.058193+0.01195i,0.063081-0.023374i,0.015292-0.083255i,-0.0050412-0.088082i,0.024496-0.055394i,0.043791-0.022919i,0.041048-0.00036597i,0.041409+0.0081656i,0.044622+0.003535i,0.037037-0.0078186i,0.018709-0.022175i,0.0013335-0.035582i,-0.0034918-0.043585i,0.0038804-0.04099i,0.0098792-0.026775i,0.0042152-0.014412i,-0.012899-0.012444i,-0.039713-0.015861i,-0.062223-0.01715i
-0.034234+0.030144i,-0.059157+0.076934i,-0.046657+0.13346i,-0.010544+0.18066i,-0.011242+0.22487i,-0.015667+0.2531i,0.01326+0.24014i,0.030924+0.19403i,0.025701+0.13301i,0.017571+0.068906i,0.0047312+0.018325i,-0.012143-0.0064301i,-0.020671-0.0095781i,-0.021687-0.00098973i,-0.024484+0.01424i,-0.027387+0.029027i,-0.029556+0.032221i,-0.031064+0.020407i,-0.023147+0.0048641i,-0.011207-0.0016131i,-0.0048059+0.0067463i,0.0013669+0.031155i,0.010387+0.055438i
0.035797-0.025894i,0.063432-0.059227i,0.03643-0.091331i,-0.053576-0.080288i,-0.10677-0.031755i,-0.0621+0.0064049i,0.0062673+0.012973i,0.014278+0.021347i,-0.016298+0.049821i,-0.028464+0.058081i,-0.027838+0.040553i,-0.027253+0.036079i,-0.01498+0.040983i,0.0050304+0.032217i,0.021666+0.012904i,0.028425-0.0030833i,0.026585-0.0032213i,0.021354+0.010405i,0.012035+0.016013i,0.004415+0.0099728i,0.0091248+0.0013129i,0.027639-0.012525i,0.048356-0.027412i
-0.043053+0.017496i,-0.088603+0.040566i,-0.10919+0.059502i,-0.10253+0.03259i,-0.12326-0.03028i,-0.16629-0.059637i,-0.15746-0.031606i,-0.081902-0.020185i,-0.013959-0.049384i,0.0088508-0.059002i,0.014756-0.039884i,0.017386-0.029164i,0.0089558-0.027278i,-0.0055736-0.022722i,-0.017618-0.019347i,-0.021529-0.016912i,-0.013323-0.018499i,0.00089139-0.024185i,0.0099113-0.019771i,0.013488-0.0092795i,0.0092565-0.0075899i,-0.0091345-0.016434i,-0.03507-0.026751i
0.038244-0.00062229i,0.095422-0.018693i,0.1369-0.062577i,0.1405-0.1199i,0.12886-0.14714i,0.095802-0.11337i,0.033513-0.072682i,-0.018471-0.065706i,-0.026055-0.059354i,-0.012164-0.038593i,-0.0062014-0.02359i,-0.012837-0.019827i,-0.019908-0.013861i,-0.012895-0.00063635i,0.001237+0.012884i,0.010849+0.019064i,0.0066604+0.019247i,-0.0071971+0.016153i,-0.011162+0.008118i,-0.0079435-0.0024745i,-0.0095625-0.005023i,-0.012492+0.0095398i,-0.015678+0.032529i
-0.039852-0.012145i,-0.092178-0.0098254i,-0.11058+0.013381i,-0.042205+0.046707i,0.070295+0.043363i,0.11985-0.011527i,0.097477-0.029552i,0.089238+0.032974i,0.099169+0.082751i,0.08113+0.068916i,0.046676+0.043475i,0.030541+0.03303i,0.028242+0.02042i,0.020352+0.0030991i,0.01049-0.0082905i,0.0037078-0.008856i,0.0046477+0.00068225i,0.011474+0.012291i,0.0086829+0.014099i,-0.0031918+0.013282i,-0.0067849+0.01816i,0.0094214+0.015125i,0.03477+0.0033955i
0.037058+0.019566i,0.092547+0.03863i,0.13613+0.053568i,0.1274+0.071455i,0.077213+0.10672i,0.048724+0.11074i,0.042771+0.024005i,0.0076668-0.065899i,-0.032937-0.064341i,-0.036701-0.022448i,-0.017972-0.0071353i,-0.001296-0.0094912i,0.00747-0.0080607i,0.0072253-0.001172i,0.0013341+0.0065551i,-0.0044439+0.0084355i,-0.0093162-0.00037707i,-0.011466-0.011738i,-0.0083786-0.010704i,0.0022431-0.0035198i,0.013989-0.0057973i,0.011135-0.019191i,-0.0018281-0.035782i
-0.033588-0.030097i,-0.084842-0.053181i,-0.14925-0.048889i,-0.19035+0.013548i,-0.17871+0.098858i,-0.12656+0.14391i,-0.08264+0.15575i,-0.090766+0.14288i,-0.1029+0.10562i,-0.066572+0.058651i,-0.029936+0.021415i,-0.022713+0.012557i,-0.017007+0.016012i,-0.0055042+0.010209i,0.0016438+0.00027072i,0.0019698-0.0051219i,-0.003415-0.0014425i,-0.008039+0.0057495i,-0.0052831+0.0030117i,-0.0049459-0.0071292i,-0.01488-0.011511i,-0.026973+0.0016217i,-0.03504+0.02212i
0.0241+0.035563i,0.05862+0.074169i,0.085568+0.081583i,0.058427+0.019142i,-0.02365-0.06411i,-0.052069-0.078007i,0.028293-0.043576i,0.12225-0.039744i,0.13072-0.063943i,0.076501-0.056267i,0.034979-0.021771i,0.019919-0.0018623i,0.0094721+0.0052724i,0.00056243+0.0096805i,-0.0022324+0.0087589i,0.0019281+0.0057977i,0.010261+0.00091359i,0.013897-0.0020966i,0.0073526-0.00044474i,-0.0016777+0.0059407i,-0.0014248+0.017495i,0.014025+0.023748i,0.030717+0.025067i
-0.019984-0.043695i,-0.043138-0.094615i,-0.069842-0.14349i,-0.071498-0.15904i,-0.038912-0.15541i,-0.044977-0.14091i,-0.10228-0.096049i,-0.11489-0.04802i,-0.065664-0.017027i,-0.019697+0.0059798i,-0.0041958+0.014266i,-0.0042943+0.0043143i,-0.0049051-0.0050895i,-0.00043061-0.0070537i,0.0016191-0.0063617i,-0.0001757-0.0028076i,-0.0008309+0.0011929i,-3.304e-05+0.0040021i,0.0038434+0.0084263i,0.011596+0.0089603i,0.016536-0.0038153i,0.0091806-0.024744i,0.00046786-0.040066i
0.0069074+0.045714i,0.019599+0.099998i,0.059083+0.14295i,0.12643+0.13071i,0.17315+0.088788i,0.16054+0.077561i,0.10217+0.10457i,0.060765+0.1372i,0.050096+0.1282i,0.028899+0.070489i,-0.00043651+0.024119i,-0.013319+0.011982i,-0.012034+0.0085139i,-0.0077746+0.0041875i,-0.0040684+0.0030375i,-0.0017882+0.0050954i,0.00094571+0.0076921i,0.0064419+0.0049904i,0.011089-0.0043832i,0.0071745-0.012525i,-0.0050183-0.011039i,-0.017391+0.0020232i,-0.026022+0.009853i
0.010296-0.045358i,0.019905-0.098726i,0.021164-0.12886i,0.013991-0.075867i,0.029397+0.02116i,0.055503+0.040536i,0.053599-0.037777i,0.012951-0.090317i,-0.022865-0.062611i,-0.022567-0.027149i,-0.012037-0.019239i,-0.0066985-0.014487i,-0.0012382-0.0060563i,0.0028443-0.0014856i,0.0040262-0.0029412i,5.0834e-05-0.0068443i,-0.0066069-0.0078563i,-0.012552-0.0060251i,-0.01781-0.0046434i,-0.016522-0.00080211i,-0.0031633+0.0053312i,0.016343+0.0074623i,0.023407+0.011304i
-0.018002+0.038422i,-0.046432+0.092438i,-0.074666+0.14864i,-0.096507+0.17599i,-0.13174+0.17351i,-0.14716+0.13381i,-0.11591+0.06224i,-0.079913+0.0027531i,-0.049273-0.01909i,-0.0071429-0.017787i,0.01815-0.01809i,0.015789-0.014995i,0.0085175-0.0070531i,0.0048243-0.00073045i,0.0038284+0.0047672i,0.0057519+0.0080289i,0.0068718+0.01106i,0.0067816+0.015167i,0.0066948+0.01854i,0.006431+0.01614i,0.0044075+0.0047132i,-0.00044211-0.0069321i,0.0028114-0.010194i
0.026125-0.029466i,0.062936-0.073993i,0.079518-0.12041i,0.034236-0.14686i,-0.033021-0.14317i,-0.048493-0.086366i,0.0012969-0.0014165i,0.049356+0.034479i,0.047357+0.020063i,0.024316+0.012036i,0.01583+0.017726i,0.016456+0.013419i,0.013649+0.004252i,0.0076395-0.0018303i,0.0051312-0.0047146i,0.0071992-0.0075552i,0.0081001-0.014042i,0.0056797-0.018012i,0.0047686-0.017969i,0.0020791-0.014574i,-0.006472-0.0027837i,-0.010731+0.0096146i,-0.010196+0.0052744i
-0.035424+0.023341i,-0.085643+0.050744i,-0.12602+0.059347i,-0.10721+0.02045i,-0.042669-0.061681i,0.013457-0.1248i,0.041234-0.10564i,0.058216-0.044553i,0.054796-0.0027055i,0.027252+0.02113i,0.006124+0.03277i,0.0013456+0.030637i,9.0305e-05+0.022516i,-0.0046096+0.014841i,-0.012033+0.011069i,-0.018487+0.013966i,-0.021462+0.018554i,-0.022277+0.017294i,-0.02214+0.010438i,-0.01601+0.0066578i,-0.003344+0.004604i,0.0033003-0.00029853i,-0.0035976+0.0015056i
0.041929-0.024086i,0.095765-0.037216i,0.15767-0.043845i,0.18968-0.041028i,0.17395-0.019049i,0.11368+0.030782i,0.015768+0.049335i,-0.068201+0.028312i,-0.079365+0.015703i,-0.051331+0.0023112i,-0.031956-0.0083436i,-0.021154-0.0037582i,-0.0073538+0.0020687i,0.0075569+0.0010547i,0.015543-0.0010576i,0.01867-0.0010852i,0.023489+0.0013304i,0.028441+0.0046759i,0.027936+0.0067447i,0.019931+0.0034466i,0.0072832-0.0057924i,-0.0018429-0.0093612i,0.0020055-0.0021198i
-0.038419+0.00877i,-0.090477+0.0045483i,-0.13312+0.0041461i,-0.11687+0.047784i,-0.032068+0.1286i,0.049097+0.15671i,0.070555+0.13064i,0.057476+0.10935i,0.03856+0.073763i,0.018944+0.026188i,-0.0011216-0.0006652i,-0.014661-0.0075582i,-0.02036-0.0057972i,-0.018274-0.004253i,-0.013056-0.0091956i,-0.01398-0.018409i,-0.015788-0.023982i,-0.012446-0.022891i,-0.0057731-0.018866i,-0.0027007-0.011919i,-0.0010961-0.000438i,0.0047646+0.0048397i,0.0068831-0.0038528i
0.041361+0.0039167i,0.08766+0.025132i,0.12124+0.064728i,0.088131+0.08594i,-0.021135+0.068759i,-0.11416+0.03143i,-0.099442-0.032079i,-0.034739-0.091095i,-0.00080526-0.084464i,0.017803-0.037565i,0.028952-0.014515i,0.023761-0.011211i,0.015835-0.0025033i,0.01139+0.0087566i,0.010226+0.017102i,0.0096592+0.0239i,0.0046141+0.029411i,-0.003621+0.029921i,-0.0099171+0.024303i,-0.0082746+0.017096i,-0.00098279+0.0098531i,0.0013183+0.0030139i,-0.0035622+0.0011579i
-0.035488-0.014097i,-0.076346-0.048544i,-0.12121-0.096924i,-0.15669-0.11205i,-0.1659-0.083737i,-0.15382-0.044333i,-0.1383+0.010565i,-0.10764+0.063343i,-0.056507+0.072501i,-0.019064+0.041665i,-0.009956+0.015908i,-0.004876+0.0031715i,-0.00010385-0.0086076i,0.00063377-0.013794i,0.0035304-0.013024i,0.011293-0.013041i,0.017869-0.012854i,0.018278-0.0070499i,0.015725-0.0014509i,0.0097912-0.0034611i,-0.00070973-0.0047275i,-0.0058562+0.0015952i,-0.0019352+0.0078972i
0.031+0.022106i,0.055039+0.060868i,0.075119+0.10083i,0.09537+0.069067i,0.11141-0.050176i,0.12584-0.1388i,0.14087-0.12743i,0.13014-0.081865i,0.080785-0.046472i,0.0266-0.013504i,0.0049972+0.0089542i,0.0017496+0.020496i,0.00029727+0.024119i,-0.0033919+0.016475i,-0.011833+0.0090342i,-0.020839+0.0060225i,-0.025547+0.00010382i,-0.021805-0.010208i,-0.013686-0.018913i,-0.0090955-0.017403i,-0.0050539-0.010092i,-0.0014308-0.0064843i,-9.0774e-06-0.0033119i
-0.024186-0.023986i,-0.029704-0.069239i,-0.011414-0.12848i,0.01657-0.14386i,0.05056-0.080006i,0.081353-0.011658i,0.059107-0.017886i,-0.010419-0.039134i,-0.037555-0.023941i,-0.010493-0.01487i,0.0052996-0.019782i,0.0028121-0.016101i,0.0046002-0.0081176i,0.0098969-0.0040858i,0.011111-0.0017647i,0.010467+0.0027482i,0.0090388+0.0096809i,0.002909+0.014156i,-0.0028625+0.015942i,-0.0012951+0.014332i,0.0029174+0.0070155i,0.0030314+0.00020561i,0.0019617-0.0031867i
0.011442+0.021631i,0.0031978+0.06784i,-0.02344+0.13225i,-0.019852+0.19468i,0.032982+0.23222i,0.070565+0.2283i,0.066506+0.20044i,0.068315+0.15249i,0.063658+0.078931i,0.032108+0.028743i,0.0052495+0.017181i,-0.0052749+0.013261i,-0.008994+0.0088601i,-0.0065282+0.0044897i,-0.00020142-0.0029332i,0.0050568-0.010534i,0.009906-0.014329i,0.014435-0.0087718i,0.016427+0.00020375i,0.014113+0.0040314i,0.0099228+0.0054103i,0.0073865+0.0024006i,0.00098273-0.0052957i
-0.0033267-0.024242i,0.016308-0.058605i,0.059332-0.090003i,0.056273-0.098958i,-0.03738-0.074076i,-0.13677-0.017881i,-0.12971+0.020967i,-0.068965+0.013343i,-0.041773+0.010163i,-0.022005+0.026806i,0.0039331+0.024198i,0.014681+0.0060573i,0.012626-0.00088604i,0.0066261+0.0027327i,0.0012884+0.0077988i,-0.0029284+0.0097832i,-0.0078295+0.0070492i,-0.011517-8.7764e-05i,-0.012826-0.0079375i,-0.012595-0.0080792i,-0.011009-0.0017944i,-0.0095005+0.0023468i,-0.0082984+0.0092388i
0.0023033+0.026037i,-0.02844+0.046143i,-0.10008+0.05522i,-0.16845+0.05513i,-0.18292+0.039635i,-0.15624-0.0051164i,-0.13383-0.033791i,-0.1068-0.010104i,-0.052099+0.016496i,-0.018305+0.0032396i,-0.021531-0.011131i,-0.022717-0.0082587i,-0.015976-0.0053131i,-0.010021-0.00073672i,-0.0035198+0.0053293i,0.0023196+0.010049i,0.0056666+0.015225i,0.0038506+0.018404i,0.00036883+0.017446i,-0.0022426+0.0112i,-0.0040435+0.0044555i,-0.00062868+0.0047574i,0.0097849+0.0033669i
0.0014198-0.020992i,0.032504-0.028846i,0.10335-0.021682i,0.1759-0.043514i,0.18921-0.1242i,0.1488-0.18184i,0.09493-0.16291i,0.044021-0.11842i,0.0032103-0.079186i,-0.014431-0.038938i,-0.0062859-0.0097356i,0.0022725+0.0045572i,0.0047626+0.0093325i,0.0059355+0.0035377i,0.0023967-0.0049866i,-0.0017666-0.010232i,0.00057898-0.011568i,0.0093295-0.0095374i,0.017231-0.009413i,0.017689-0.010938i,0.012557-0.011375i,0.0056075-0.013474i,-0.005388-0.016419i
-0.0034193+0.017879i,-0.031089+0.011098i,-0.084811-0.033082i,-0.12391-0.062627i,-0.085999-0.010562i,0.022086+0.047331i,0.098937+0.037329i,0.091373+0.019152i,0.066128+0.021313i,0.060854+0.011371i,0.041926-0.00861i,0.014716-0.014428i,0.0024482-0.010173i,-0.00074098-0.0065581i,-0.0030973-0.0033952i,-0.0078769-0.0019647i,-0.014331-0.0024356i,-0.018995-0.0047506i,-0.019362-0.0043772i,-0.011383-0.0015341i,-0.0025375-0.00069307i,-0.0025241+0.0021765i,-0.005208+0.010702i
0.0050562-0.013742i,0.026112+0.0041617i,0.068645+0.077073i,0.12402+0.16556i,0.16091+0.19652i,0.13579+0.17698i,0.08314+0.14105i,0.065952+0.086961i,0.050543+0.03078i,0.017063+0.007094i,-0.0040006+0.012029i,-0.0077866+0.01637i,-0.004492+0.014965i,0.0020986+0.012101i,0.0090406+0.0070497i,0.015019+0.0053806i,0.015573+0.0095858i,0.0092113+0.016474i,0.0044467+0.020082i,0.0025656+0.016844i,0.0020057+0.012764i,0.0073976+0.0088869i,0.015695+0.0018984i
-0.0075829+0.0097529i,-0.016158-0.011915i,-0.032142-0.08095i,-0.069248-0.15029i,-0.13964-0.14234i,-0.20496-0.06073i,-0.19519+0.029376i,-0.13267+0.06994i,-0.081283+0.070441i,-0.042709+0.059678i,-0.0089036+0.037952i,0.0071524+0.01431i,0.0096558+0.0030811i,0.0087114+0.00012117i,0.0063932-0.0022417i,0.0055139-0.0072147i,0.0067869-0.013618i,0.0088761-0.017475i,0.0068936-0.018489i,-0.00021243-0.012956i,-0.0050816-0.0048164i,-0.0068875-0.0047811i,-0.0096074-0.0095159i
0.0048601-0.0050585i,-4.0726e-05+0.017626i,-0.024623+0.084978i,-0.062456+0.14935i,-0.0824+0.143i,-0.057234+0.07783i,-0.025373+0.0043284i,-0.023205-0.031052i,-0.012584-0.029004i,0.0017694-0.031386i,-0.0042581-0.032567i,-0.011153-0.021189i,-0.01212-0.0098665i,-0.012739-0.00096398i,-0.011543+0.0056418i,-0.011502+0.011713i,-0.014349+0.015278i,-0.016222+0.012084i,-0.014616+0.005322i,-0.010111+4.1173e-05i,-0.0063969-0.0014406i,-0.0055175+0.0031662i,-0.0051087+0.0093758i
-0.00086149+0.0084478i,0.013639-0.011548i,0.061926-0.06895i,0.13016-0.14157i,0.17165-0.20144i,0.14696-0.23929i,0.071747-0.21774i,0.010231-0.1422i,-0.019209-0.074995i,-0.027318-0.027802i,-0.014518+0.0012072i,-1.2815e-05+0.0087274i,0.0052163+0.0084355i,0.0045555+0.0068307i,0.0033945+0.0037166i,0.0059463+0.0019534i,0.011858+0.0038771i,0.016893+0.010077i,0.017634+0.011468i,0.014423+0.003525i,0.0097648-0.0033688i,0.0074175-0.0063489i,0.0066521-0.0067045i
0.0083389-0.0048607i,-0.012837+0.0021885i,-0.068998+0.021312i,-0.13859+0.042336i,-0.16014+0.082059i,-0.094282+0.13776i,0.005746+0.14505i,0.05735+0.097509i,0.065736+0.056571i,0.06416+0.032091i,0.046958+0.0081711i,0.024297-0.0045273i,0.012109-0.0082355i,0.0044994-0.011067i,-0.0023648-0.011487i,-0.0083379-0.011424i,-0.011015-0.013232i,-0.0083235-0.014371i,-0.0051399-0.011167i,-0.0033828-0.003879i,-0.0015126+0.00035343i,-0.002006+0.00061569i,-0.0027543-0.00062534i
-0.0066834+0.0099521i,0.019003+0.012361i,0.079714+0.026799i,0.16002+0.07547i,0.22322+0.12174i,0.2108+0.11153i,0.13629+0.067741i,0.072936+0.035737i,0.02828+0.013396i,-0.0090113-0.0019133i,-0.027373+0.0005701i,-0.025377+0.0075513i,-0.016033+0.009499i,-0.00727+0.0086736i,-0.00058431+0.0070151i,0.003581+0.0082354i,0.00067131+0.011063i,-0.0075464+0.012641i,-0.0089262+0.012733i,-0.004196+0.010038i,-0.00018162+0.006542i,0.0024208+0.0061532i,0.0029603+0.0057692i
0.0083257-0.012917i,-0.013688-0.023109i,-0.06233-0.052116i,-0.12606-0.11342i,-0.20535-0.16423i,-0.26464-0.1359i,-0.23686-0.049571i,-0.14637+0.013286i,-0.070392+0.035365i,-0.026731+0.038971i,-0.0012892+0.028282i,0.0059399+0.016694i,0.0074131+0.012666i,0.010607+0.0082525i,0.01095+0.0023867i,0.0091369-0.0034039i,0.010077-0.0064671i,0.012666-0.0060887i,0.0096268-0.0058553i,0.0015437-0.0055628i,-0.0028754-0.0041075i,-0.0024838-0.0027788i,-0.00094476-0.00034751i
-0.0022765+0.011675i,0.010019+0.024431i,0.028364+0.063527i,0.022628+0.13298i,0.0081629+0.18651i,0.034336+0.17395i,0.062198+0.096025i,0.040967+0.018889i,0.020711-0.017175i,0.019217-0.0348i,0.0086871-0.041061i,-0.0042724-0.031445i,-0.01057-0.017618i,-0.011035-0.0062766i,-0.008221+0.00052624i,-0.0072765+0.0041936i,-0.0079194+0.0035488i,-0.0079155-0.0013168i,-0.006196-0.0038441i,-0.0029467-0.0028676i,-0.0017222-0.0016842i,-0.0016654-0.0012876i,-0.00064216-0.0020906i
0.0082271-0.0074963i,0.0037349-0.025799i,0.0065538-0.067434i,0.05743-0.13607i,0.13438-0.2101i,0.14799-0.25797i,0.084695-0.21852i,0.027509-0.11258i,0.0025424-0.034427i,-0.0090065+0.0036467i,-0.0072431+0.021197i,-0.0013959+0.022133i,0.00040172+0.015416i,-0.00089504+0.0087319i,-0.001924+0.0041197i,6.8083e-05+0.0011896i,0.0032188+0.0036103i,0.0041291+0.0086289i,0.0041982+0.0081384i,0.004032+0.0043465i,0.0039296+0.00075428i,0.0025985-0.001859i,-0.0011397-0.0022058i
-0.0083745+0.0090706i,-0.01003+0.024716i,-0.021636+0.048666i,-0.083402+0.072296i,-0.16876+0.10821i,-0.17943+0.16923i,-0.10176+0.17474i,-0.029605+0.10192i,0.0042564+0.048382i,0.026254+0.028364i,0.030713+0.0074249i,0.022699-0.0069784i,0.016004-0.011096i,0.0087091-0.0099509i,0.0017749-0.0055255i,-0.0022161-0.0028311i,-0.0021517-0.003707i,0.00032507-0.0049584i,0.0010925-0.0042845i,-0.00022893-0.0020698i,-0.00075984-0.00025362i,0.00063345+0.0017048i,0.0031191+0.0029077i
