-0.001337-0.0019096i,-0.0012319-0.00057087i,-0.001094+0.00038475i,-0.0013812+0.00053484i,-0.0025332+0.0010035i,-0.002221+0.0016309i,-0.00046425+0.0015453i,0.00054853+0.0010068i,0.00081118+0.00056065i,0.00064293-0.00010077i,0.00037745-0.0010331i,-0.00033689-0.00063607i,-0.00071268+1.2579e-05i,-0.00079734-0.00028992i,-0.00017901-0.0002564i,0.00037474-0.00017268i,-7.8096e-05-0.00027278i,-0.00039725-0.0004406i,1.2925e-05-0.00025297i,0.00021396+0.0003929i,0.00044365+0.0010665i,0.00025196+0.00042677i,-0.00023257-0.00051387i
-0.016587-0.21571i,0.09131-0.32869i,0.13823-0.36794i,0.1125-0.29143i,0.087168-0.17361i,0.069268-0.096085i,0.045126-0.056686i,0.030094-0.033101i,0.021708-0.020497i,0.015907-0.014082i,0.014172-0.014934i,0.013702-0.019202i,0.016614-0.018135i,0.020657-0.015933i,0.01668-0.015536i,0.0076617-0.0143i,0.00087113-0.011598i,-0.0026763-0.0063485i,-0.0022155-0.00047726i,0.0011524+0.0058276i,0.004285+0.010689i,0.0059902+0.011504i,0.0052621+0.0094099i
-0.16102+0.16885i,-0.213+0.2665i,-0.19797+0.30257i,-0.12309+0.22545i,-0.078905+0.10697i,-0.059004+0.042655i,-0.036297+0.022052i,-0.024483+0.0090412i,-0.021089+0.003556i,-0.014585+0.0063808i,-0.0067768+0.009205i,-0.0054267+0.0066155i,-0.0099644+0.0014119i,-0.012754-0.00045876i,-0.010932+0.0024601i,-0.0057491+0.0084364i,-0.0010173+0.011246i,0.0018392+0.0086125i,0.0046294+0.0041184i,0.0056061-0.0020979i,0.0047113-0.0072114i,0.00062327-0.0094299i,-0.0025341-0.0073731i
0.23307-0.05477i,0.34114-0.18452i,0.33249-0.26123i,0.2088-0.23642i,0.10285-0.13387i,0.063851-0.062232i,0.037601-0.03821i,0.020408-0.013245i,0.018951+0.0062764i,0.018042+0.0080502i,0.015512+0.00036698i,0.015095-0.0057814i,0.017757-0.0037346i,0.022635-0.0014854i,0.022916-0.0038197i,0.017837-0.00695i,0.011997-0.0084997i,0.0053832-0.0071574i,0.00060724-0.0018056i,0.00015911+0.0035414i,-0.00025575+0.0042882i,-0.0036474+0.004971i,-0.0070763+0.0067834i
-0.10003-0.0083161i,-0.32542-0.0020926i,-0.40283+0.068521i,-0.30052+0.10437i,-0.16733+0.058286i,-0.099621+0.012701i,-0.066596+0.011681i,-0.033711+0.010637i,-0.0087437+0.00078025i,0.001487-0.0026215i,0.0014529-0.0026281i,-0.0041762-0.0048202i,-0.0075441-0.0094784i,-0.0077714-0.013937i,-0.0080766-0.010967i,-0.0080252-0.0009994i,-0.0062725+0.005631i,-0.0040254+0.0060991i,-0.00020035+0.0028167i,0.0041123-0.0019488i,0.0042217-0.0050713i,0.0013728-0.0054968i,-0.0010049-0.0029346i
0.31314+0.021141i,0.35571+0.076397i,0.35045+0.073935i,0.24765+0.01585i,0.12154-0.0017892i,0.060099+0.01096i,0.040678+0.010427i,0.028586+0.01575i,0.023378+0.018662i,0.017827+0.013i,0.015106+0.0075353i,0.017019+0.0045871i,0.018844+0.0073113i,0.019762+0.0095616i,0.019089+0.0038492i,0.014926-0.0042116i,0.0067099-0.0059752i,-0.00072033-0.0022246i,-0.0039438+0.0014664i,-0.0055485+0.0021673i,-0.0083327+0.0017291i,-0.011118+0.0040276i,-0.009314+0.0070505i
-0.034225-0.28622i,-0.22207-0.27598i,-0.2776-0.1624i,-0.20341-0.038497i,-0.10583+0.0028235i,-0.055514-0.0047422i,-0.03418+0.001226i,-0.0042578+0.0024945i,0.016172-0.007697i,0.017237-0.0085809i,0.011094-0.0038758i,0.0052959-0.0062311i,0.0042632-0.01615i,0.003476-0.024826i,-0.0024143-0.023102i,-0.0090461-0.012653i,-0.011461-0.0012984i,-0.0086587+0.0058334i,-0.0030646+0.0071948i,0.00099286+0.0054686i,0.0029872+0.0027037i,0.0033523+0.00017428i,0.0021309-0.00047962i
0.082299+0.041206i,0.13484+0.23833i,0.21482+0.23754i,0.20029+0.097616i,0.10935+0.023932i,0.049439+0.021566i,0.035762+0.012539i,0.023126-0.00068945i,0.008929-0.0074213i,0.0012838-0.010557i,0.0012315-0.007997i,0.0043539-0.0015309i,0.0033249+0.0058872i,0.00068565+0.0086744i,0.0025969+0.0070838i,0.0051484+0.0051267i,0.0034451+0.0057696i,5.8048e-05+0.0086698i,-0.0017731+0.0078492i,-0.0034899+0.004268i,-0.0057398+0.00049315i,-0.0081763-0.0015536i,-0.0093798-0.0021693i
0.012804-0.29714i,-0.0021529-0.3615i,-0.074861-0.32272i,-0.11815-0.17298i,-0.065246-0.064113i,-0.016985-0.037031i,-0.018079-0.024785i,-0.010513-0.011045i,0.0030631-0.0080928i,0.0042063-0.0032361i,0.0055788+0.0014377i,0.0089664-0.0047348i,0.011692-0.014357i,0.011206-0.019238i,0.0026368-0.018683i,-0.0094276-0.011488i,-0.0122-0.00026247i,-0.005392+0.0078873i,0.001428+0.0093059i,0.0051253+0.0074206i,0.0053013+0.0061947i,0.0032653+0.0050887i,-0.00046367+0.0047553i
-0.16504+0.13585i,-0.17816+0.26693i,-0.092852+0.26593i,0.014765+0.13657i,0.026911+0.024035i,0.0032492-0.00059777i,0.004497+0.0064745i,0.00096581+0.0030534i,-0.011043+0.00074187i,-0.012718+0.0024017i,-0.0053675+0.0016789i,-0.00029162+0.0016552i,-0.0039864+0.0059167i,-0.0063998+0.010766i,-0.0024739+0.0132i,0.0028105+0.012811i,0.0058274+0.009006i,0.005957+0.0043415i,0.0030927+0.0016714i,0.00018133-5.5558e-05i,-0.0021345-0.002466i,-0.0072628-0.0036778i,-0.0092702-0.0017852i
0.17522-0.041094i,0.24851-0.12751i,0.1365-0.15197i,-0.020379-0.080553i,-0.046692-0.0090493i,-0.018229+0.0027479i,-0.018906+0.0034286i,-0.014779+0.018449i,-0.0033072+0.028616i,-0.0016096+0.030944i,0.0014814+0.024893i,0.0099264+0.011892i,0.019186+0.0044455i,0.023418+0.00010527i,0.016921-0.0053833i,0.0041158-0.0068714i,-0.0035099-0.0024872i,-0.0028076+0.0017133i,0.00016174+0.001891i,0.00092098+0.0015302i,0.0015202+0.0020516i,0.0028559+0.002758i,0.0029068+0.001764i
-0.11022+0.067569i,-0.21041+0.063985i,-0.16306+0.12474i,-0.011777+0.11993i,0.038504+0.031533i,0.01091-0.0071949i,0.013833+0.0021094i,0.022916+0.0027291i,0.02286+0.0024331i,0.025877+0.0029795i,0.023683-0.00036412i,0.014451-0.0032106i,0.006401-0.0038256i,0.0037825+0.00094577i,0.003443+0.009077i,0.0019517+0.01409i,0.00035135+0.0093968i,-0.0019902-0.00020752i,-0.0052787-0.0040686i,-0.0044949-0.0034841i,-0.0028402-0.0038425i,-0.0048193-0.0064867i,-0.0049306-0.0077275i
0.32691+0.10302i,0.33368+0.057655i,0.23924-0.0049223i,0.085818-0.034588i,-0.0090779+0.013949i,-0.010975+0.041558i,-0.004953+0.017545i,-0.0027665+0.010159i,0.010089+0.013021i,0.013148+0.0073856i,0.0089753+0.0053118i,0.009726+0.0065386i,0.015979+0.0083458i,0.026596+0.0056491i,0.031449-0.0047141i,0.022789-0.013803i,0.0059918-0.013334i,-0.005473-0.0059136i,-0.0057129+0.0026405i,-0.0024041+0.0067212i,0.00057285+0.005786i,0.0018284+0.0032584i,-0.0021353+0.0018065i
0.040212-0.20197i,-0.11908-0.25693i,-0.13543-0.16385i,-0.020644-0.061066i,0.067612-0.044475i,0.058734-0.0506i,0.030482-0.028601i,0.026003-0.015513i,0.026253-0.020513i,0.021464-0.022351i,0.016625-0.01654i,0.015721-0.010022i,0.016885-0.008467i,0.013875-0.010775i,0.0051736-0.010448i,-0.004085-0.0035473i,-0.0064474+0.0021277i,-0.0039996+0.00042545i,-0.0021839-0.0024866i,0.00089913-0.0028829i,0.0024675-0.0051315i,-0.00074454-0.0098176i,-0.0042516-0.0091998i
0.14712+0.094887i,0.074458+0.16947i,0.023299+0.12606i,-0.045423+0.024742i,-0.09241+0.0016559i,-0.073706+0.021916i,-0.049265+0.011297i,-0.041707+0.0017382i,-0.030367-0.0030377i,-0.025358-0.009521i,-0.020537-0.0040557i,-0.0082805+0.0030138i,0.0045137+0.004369i,0.01652+0.0011387i,0.023716-0.0058838i,0.020826-0.013549i,0.0051144-0.015165i,-0.010477-0.006629i,-0.011148+0.0023337i,-0.0040773+0.0022145i,0.0002128-0.00083896i,0.0013886+0.0010625i,0.00088628+0.0042951i
0.11721-0.28608i,0.031915-0.29302i,-0.017195-0.17547i,0.014569-0.039873i,0.074599-0.0055336i,0.077693-0.026482i,0.042184-0.01016i,0.025914+0.010378i,0.013095+0.010469i,0.00093744+0.011581i,0.0023611+0.011481i,0.0091371+0.0057011i,0.013519-0.0012751i,0.0092834-0.0096871i,-0.0049448-0.018703i,-0.019457-0.020427i,-0.021189-0.010151i,-0.010696-0.00074759i,-0.0011488-0.0013516i,0.001883-0.0053307i,0.00070739-0.0091682i,-0.0024336-0.011978i,-0.0033877-0.0098937i
-0.14979+0.07652i,-0.18582+0.19909i,-0.13798+0.17949i,-0.11871+0.069333i,-0.13823+0.018587i,-0.12298+0.025151i,-0.07397+0.018641i,-0.04394+0.010591i,-0.030322+0.015254i,-0.018899+0.016911i,-0.0093966+0.014991i,-0.0024996+0.010451i,-0.00056762+0.0061807i,0.00075343+0.010018i,0.0036901+0.016975i,0.0046319+0.016838i,-0.00061194+0.0085898i,-0.0086768+0.0026377i,-0.011993+0.0018156i,-0.0092865+0.00084649i,-0.0061329+0.0010578i,-0.0051686+0.0032089i,-0.0046903+0.0024592i
0.18411-0.039027i,0.25167-0.084393i,0.20153-0.06507i,0.14949+0.026444i,0.15496+0.065886i,0.1404+0.039821i,0.087141+0.026654i,0.052119+0.032206i,0.038686+0.029221i,0.026191+0.020633i,0.018295+0.014513i,0.014593+0.013102i,0.012631+0.014797i,0.011033+0.010385i,0.0050452-0.0027693i,-0.0068272-0.01227i,-0.014255-0.0055252i,-0.006261+0.0077801i,0.0062649+0.0092945i,0.0081778+0.0022838i,0.0033869-0.0036189i,-0.00041374-0.0072606i,-0.0032028-0.0058474i
-0.17391+0.021667i,-0.24129-0.011026i,-0.20834-0.018851i,-0.12712-0.05621i,-0.10814-0.084768i,-0.10821-0.068648i,-0.075282-0.045297i,-0.03823-0.029064i,-0.01293-0.013781i,0.0012202-0.0058109i,0.0033222-0.0022354i,0.004253+0.0021686i,0.0061992+0.0077405i,0.0070875+0.01699i,0.0061798+0.027219i,0.003841+0.029479i,0.0040404+0.019582i,0.0029504+0.0040011i,-0.0024733-0.0049614i,-0.0062079-0.0031878i,-0.0045917+0.0039626i,-0.0016902+0.010688i,-9.7765e-05+0.012099i
0.20557+0.2375i,0.26503+0.187i,0.21379+0.11442i,0.14013+0.087757i,0.13387+0.091711i,0.1242+0.070688i,0.073796+0.045862i,0.03701+0.03375i,0.02529+0.017476i,0.015157+0.0046446i,0.0093016+0.0045448i,0.0084947+0.0082269i,0.01076+0.012992i,0.021369+0.010605i,0.032498-0.0024003i,0.029745-0.01229i,0.016208-0.0094573i,0.0074795-2.2715e-05i,0.0066087+0.0044916i,0.007508+0.0018864i,0.0072818-0.004955i,0.0068885-0.012324i,0.0055573-0.011205i
0.092868-0.086853i,-0.035913-0.21562i,-0.11549-0.18696i,-0.11444-0.15284i,-0.12852-0.18172i,-0.13497-0.15292i,-0.088614-0.085419i,-0.046173-0.049094i,-0.031093-0.029435i,-0.022392-0.012751i,-0.014664-0.0022952i,-0.0066239+0.0013031i,0.0012862+0.0024455i,0.0028235+0.0046389i,-0.0042168+0.0063393i,-0.0081127+0.0073795i,-0.0022795+0.0033439i,0.0039935-0.0077121i,0.0022625-0.014754i,-0.003292-0.011038i,-0.0060599-0.00057161i,-0.0055909+0.0073428i,-0.0022111+0.0069727i
0.1548+0.19612i,0.09161+0.22567i,0.083526+0.20276i,0.072745+0.16637i,0.040881+0.18247i,0.04089+0.17215i,0.032022+0.10719i,0.0075056+0.063844i,0.002205+0.043445i,0.0061643+0.024223i,0.0066052+0.014056i,0.0031742+0.011604i,0.0014318+0.014078i,0.011795+0.015523i,0.027649+0.010039i,0.031302-0.0030102i,0.017484-0.013737i,-0.0013564-0.010509i,-0.0091855+0.0023713i,-0.0037673+0.0085786i,0.0047935+0.00093078i,0.0064902-0.011884i,0.0011552-0.015639i
0.25677-0.20223i,0.1798-0.27382i,0.04309-0.26741i,-0.048157-0.22204i,-0.052909-0.18343i,-0.040584-0.14969i,-0.032668-0.10118i,-0.019793-0.053036i,-0.010852-0.021448i,-0.0075093-0.0065717i,-0.0066+0.00092773i,-0.0038945+0.0093261i,-0.00083977+0.015115i,-0.0033693+0.0097761i,-0.0095887-0.002982i,-0.012376-0.011083i,-0.0095543-0.011771i,-0.0035661-0.010834i,0.0013247-0.0090329i,0.00099398-0.0040876i,-0.0057006+0.0021767i,-0.013924+0.009475i,-0.015086+0.014873i
-0.10057-0.047019i,-0.17619+0.039093i,-0.14059+0.13882i,-0.059391+0.21022i,-0.011355+0.23067i,0.013404+0.19479i,0.011766+0.1198i,-0.0013332+0.067535i,0.0043843+0.0431i,0.011486+0.023104i,0.0088509+0.011701i,0.0064243+0.0078796i,0.0067421+0.012342i,0.012117+0.023045i,0.017464+0.02543i,0.014578+0.012674i,0.00024817-0.0032792i,-0.015311-0.0050975i,-0.015005+0.0038514i,-0.001133+0.0068117i,0.011624+0.00089859i,0.016169-0.0054687i,0.014034-0.0064775i
0.10563-0.033088i,0.1399-0.042815i,0.093026-0.099581i,0.052307-0.16041i,0.059805-0.19441i,0.056315-0.19094i,0.025736-0.13103i,0.013599-0.067615i,0.011093-0.045369i,0.00089486-0.034955i,-0.0024012-0.01849i,0.0003791-0.0035576i,0.004034+0.0031415i,0.0064659-0.0013163i,0.0044915-0.011909i,-0.0039695-0.016124i,-0.012586-0.006863i,-0.0097683+0.0038166i,0.00025709+0.0035071i,0.0026952-0.0038766i,-0.0056725-0.0057423i,-0.015073+0.00239i,-0.013872+0.0093634i
-0.21317-0.020087i,-0.20802+0.0076238i,-0.17054+0.11433i,-0.11609+0.20329i,-0.087195+0.19789i,-0.082574+0.14518i,-0.05767+0.092733i,-0.030519+0.049359i,-0.020062+0.026824i,-0.012616+0.019047i,-0.0052672+0.013377i,0.0015855+0.0088475i,0.0034206+0.0090597i,-0.0022853+0.017862i,-0.0065728+0.0256i,-0.0055005+0.021187i,-0.0042868+0.0097541i,-0.0087511+0.001701i,-0.013235-0.0011047i,-0.0093641-0.00052209i,0.0015671-0.00060191i,0.013804-0.0045707i,0.016444-0.010651i
0.062041+0.30457i,0.15536+0.20233i,0.18095+0.03219i,0.17468-0.10138i,0.14346-0.16274i,0.096204-0.14221i,0.052629-0.090316i,0.026525-0.053724i,0.01015-0.033522i,-0.00063932-0.019223i,-0.0032249-0.008786i,-0.0038809-0.0050836i,-0.0048025-0.0027251i,0.0020771+0.00011415i,0.0092979+0.00041543i,0.0056488+0.0019428i,-0.0020247+0.0095884i,-0.0019494+0.016744i,0.0038614+0.014254i,0.0011854+0.0044212i,-0.0093768-0.00085888i,-0.019184+0.00014453i,-0.022198+0.0025975i
0.12533-0.011547i,0.058996-0.10679i,-0.069246-0.055977i,-0.14165+0.05484i,-0.16782+0.12337i,-0.14129+0.12473i,-0.077487+0.078111i,-0.043983+0.033028i,-0.033368+0.023081i,-0.019121+0.022703i,-0.0085915+0.015853i,-0.004209+0.01095i,-0.005613+0.012343i,-0.010762+0.018016i,-0.0086722+0.019516i,0.0022339+0.013579i,0.011164+0.0041681i,0.0098735-0.0047029i,0.0011643-0.005989i,-0.0028343+0.0032033i,0.0046303+0.010001i,0.015856+0.0064524i,0.016157+0.0003825i
0.043945+0.17079i,0.028888+0.093586i,0.062687+0.0056085i,0.12641-0.071044i,0.17655-0.089023i,0.16226-0.070835i,0.092264-0.055095i,0.040132-0.030443i,0.029536-0.013341i,0.025642-0.0091765i,0.016018-0.0038221i,0.0072982-0.00038782i,0.0034311+0.0041596i,0.010049+0.010415i,0.017196+0.0109i,0.012619+0.0060764i,0.0034265+0.0010955i,0.00073428+0.00095791i,0.0050578+0.0050104i,0.0080878+0.0049137i,0.0016598-0.0012155i,-0.012349-0.0055868i,-0.020304-0.003i
0.23702-0.030945i,0.10312-0.10565i,-0.089648-0.063455i,-0.19498+0.017865i,-0.19424+0.03024i,-0.14383+0.016819i,-0.087587+0.023732i,-0.04779+0.024073i,-0.029282+0.012145i,-0.018074+0.0037533i,-0.0089096+0.0010734i,-0.0051842+0.0012872i,-0.0052516+0.0035451i,-0.0055118+0.0022752i,-0.00034801-0.0011607i,0.0084272-0.001319i,0.013075-0.0032936i,0.01058-0.010078i,0.005216-0.01386i,0.0042159-0.0096081i,0.0081849-0.0017375i,0.014102+0.0028491i,0.016766+0.0027101i
-0.061687-0.041604i,-0.11766+0.023221i,-0.015381+0.073452i,0.11298+0.040757i,0.14778-0.0046696i,0.11795-0.019292i,0.077026-0.020401i,0.043004-0.010651i,0.025875-0.00071805i,0.013592+0.001974i,0.0022301+0.0074556i,-0.0048784+0.010973i,-0.0084904+0.010448i,-0.0085796+0.009971i,-0.0073087+0.0047351i,-0.0074044-0.004502i,-0.011137-0.011972i,-0.014517-0.012621i,-0.0097234-0.0070658i,-0.0023637-0.0055188i,-0.0052386-0.011102i,-0.01775-0.01493i,-0.026413-0.010746i
0.13622+0.10003i,0.12176+0.094297i,0.0114-0.0029094i,-0.13151-0.048011i,-0.1865-0.037359i,-0.15074-0.023143i,-0.085556-0.0035013i,-0.032694+0.0083422i,-0.012823+0.0059382i,-0.0083532+0.0062375i,-0.001219+0.0055196i,0.0017303+0.0057572i,0.00053122+0.0078599i,-0.0027353+0.0060253i,-0.0027639+0.005339i,0.0047688+0.0049988i,0.0091069-0.00058454i,0.0054461-0.010048i,-0.0022025-0.018136i,-0.0083404-0.016362i,-0.0078689-0.0027156i,-4.7102e-05+0.012388i,0.0071957+0.018257i
0.021334-0.16892i,0.025756-0.11825i,0.019699-0.019423i,0.04969+0.065218i,0.078699+0.092283i,0.068479+0.071828i,0.047809+0.02792i,0.036+0.0026735i,0.031257+0.0037895i,0.02273+0.0080619i,0.00778+0.014731i,0.00079347+0.019355i,-0.0033794+0.016116i,-0.0115+0.01465i,-0.015075+0.0070938i,-0.016955-0.0091015i,-0.021149-0.016736i,-0.023835-0.010816i,-0.021814+0.00059724i,-0.016622+0.0067106i,-0.0148+0.0029781i,-0.015674-0.0049153i,-0.014126-0.0073823i
-0.13046+0.0842i,-0.051528+0.059405i,-0.018105-0.029697i,-0.044574-0.076322i,-0.056678-0.063966i,-0.043353-0.032978i,-0.033804-0.00056719i,-0.018675+0.0039528i,-0.0038363-0.0091176i,0.0051422-0.01289i,0.015781-0.0094186i,0.020129-0.0074288i,0.014558-0.0020998i,0.007203+0.0086659i,-0.00016583+0.018778i,-0.0063841+0.020594i,-0.0089764+0.015214i,-0.0062598+0.0082332i,-0.0017129+0.0011546i,-0.00033353+0.0011928i,0.002876+0.011169i,0.010674+0.020891i,0.016884+0.021079i
0.016645+0.06472i,0.055427-0.010406i,0.00091473-0.0060902i,-0.014074+0.057159i,0.025137+0.07606i,0.043975+0.04623i,0.040387+0.010553i,0.019393-0.0052189i,0.0014298-0.0070569i,-0.008713-0.010564i,-0.019298-0.010101i,-0.021736-0.0046258i,-0.018824-0.0034598i,-0.013398-0.0030159i,-0.0068104-0.0051105i,-0.0081984-0.010695i,-0.013025-0.01164i,-0.014481-0.0066387i,-0.012364+0.0018919i,-0.0070234+0.0088905i,-0.00032504+0.003893i,0.00456-0.011021i,0.0057202-0.023014i
-0.11599+0.19688i,-0.071471+0.092793i,0.012185+0.01033i,0.055132-0.032556i,0.043862-0.051883i,0.022905-0.03745i,0.0027026-0.0092391i,-0.009435+0.0075131i,-0.013751+0.010044i,-0.013522+0.012558i,-0.0014977+0.017084i,0.011972+0.016197i,0.013548+0.014795i,0.0072733+0.018037i,-0.0024612+0.024774i,-0.0087408+0.034459i,-0.0034921+0.038847i,0.011185+0.029065i,0.02295+0.011484i,0.023407-0.0001525i,0.016922-0.0016023i,0.0078558+0.00051716i,-0.0018451-6.8899e-06i
0.27997+0.27053i,0.20367+0.1438i,0.052939-0.012091i,-0.030806-0.065847i,-0.037032-0.04437i,-0.013084-0.034065i,0.010648-0.032511i,0.012707-0.015429i,0.0032611+0.0094783i,-0.0060318+0.01639i,-0.018675+0.0072762i,-0.02494-0.0020957i,-0.019854-0.0083914i,-0.0055171-0.0089896i,0.012633-0.0077525i,0.02264-0.010053i,0.021185-0.015801i,0.011799-0.022926i,-0.0016081-0.022696i,-0.0088481-0.018966i,-0.0082329-0.022625i,-0.0065788-0.027645i,-0.007439-0.02489i
0.23785-0.17099i,0.167-0.1936i,0.076649-0.088831i,0.038331+0.0052536i,0.036208+0.024142i,0.017495+0.014604i,-0.015741+0.0061104i,-0.023028+0.011159i,0.00062391+0.016995i,0.017148+0.021408i,0.0234+0.030564i,0.02775+0.033109i,0.024965+0.026243i,0.015206+0.01334i,0.0027682+0.005107i,-0.0036231+0.0073429i,-0.0020832+0.0096889i,0.0019798+0.0078727i,0.0073008+0.0028824i,0.0081891-0.0031292i,-0.00032475-0.0032559i,-0.012233+0.0014686i,-0.019547+0.0059326i
-0.021572-0.061234i,-0.099415-0.065585i,-0.097259-0.095075i,-0.056028-0.12607i,-0.033403-0.1255i,-0.017956-0.10122i,-0.005732-0.062131i,0.0029468-0.030181i,0.0096098-0.021284i,0.013612-0.028077i,0.0077966-0.038313i,-0.0035721-0.044768i,-0.0072934-0.045429i,-0.0024555-0.037111i,0.011226-0.024773i,0.027737-0.023014i,0.032719-0.030472i,0.022465-0.031989i,0.0066101-0.024177i,-0.0064432-0.016686i,-0.012836-0.013509i,-0.010823-0.0079676i,-0.0034811+0.00097083i
-0.050597-0.14177i,-0.03129-0.03981i,-0.035719+0.090067i,-0.049246+0.14758i,-0.042044+0.13771i,-0.046147+0.098085i,-0.057012+0.064533i,-0.043865+0.041608i,-0.029465+0.016947i,-0.033861+0.0078855i,-0.033118+0.021504i,-0.025176+0.030389i,-0.024944+0.022911i,-0.028669+0.0072858i,-0.031351-0.008965i,-0.034812-0.016573i,-0.038188-0.013252i,-0.02989-0.0009614i,-0.0081395+0.010366i,0.0041481+0.012845i,-0.0013596+0.01447i,-0.0080926+0.015713i,-0.0075509+0.010488i
-0.33497+0.16763i,-0.22734+0.11607i,-0.019073-0.019281i,0.083588-0.12879i,0.06526-0.16429i,0.03729-0.11369i,0.03871-0.043758i,0.027457-0.018685i,-0.0025926-0.011716i,-0.014882-0.0060806i,-0.0097789-0.016142i,-0.0080726-0.027477i,-0.012458-0.026496i,-0.017497-0.013808i,-0.012582-2.1377e-05i,0.002995+0.0023949i,0.016838-0.0017703i,0.023511-0.0079822i,0.021944-0.018376i,0.015882-0.023627i,0.012896-0.017172i,0.014787-0.0065308i,0.016024+0.0011041i
0.20076+0.36834i,0.21546+0.34106i,0.060729+0.21373i,-0.09452+0.15641i,-0.13546+0.17468i,-0.099739+0.14384i,-0.060227+0.072873i,-0.03907+0.033937i,-0.025304+0.031358i,-0.023674+0.037559i,-0.037639+0.043838i,-0.049129+0.050389i,-0.050843+0.053525i,-0.043661+0.046203i,-0.035651+0.025018i,-0.037172-0.00073074i,-0.040177-0.016389i,-0.031925-0.017468i,-0.018836-0.013013i,-0.012422-0.0085783i,-0.0096678-0.0035746i,-0.0064873-0.0021315i,-0.0025642-0.0047151i
0.11371-0.088462i,0.16838-0.19536i,0.1852-0.1702i,0.20493-0.10418i,0.21906-0.09227i,0.17388-0.084869i,0.10309-0.057421i,0.048081-0.031979i,0.021706-0.010184i,0.026336+0.0074265i,0.040769+0.01568i,0.048655+0.018739i,0.046721+0.024375i,0.037069+0.034862i,0.027489+0.042954i,0.020053+0.044502i,0.015465+0.039889i,0.012417+0.024214i,0.0047113+0.0050023i,-0.00052592-0.0047937i,0.0052987-0.0085133i,0.010834-0.0099315i,0.0068401-0.0077193i
0.045037+0.13766i,-0.037232+0.094398i,-0.13313+0.05001i,-0.17345+0.044612i,-0.17357+0.052293i,-0.13797+0.04259i,-0.095637+0.016521i,-0.069588+0.002577i,-0.042477+0.00031461i,-0.025416-0.01513i,-0.02897-0.024838i,-0.02948-0.014975i,-0.015999-0.00012599i,0.0045446+0.0048302i,0.014821-0.0064913i,0.0069202-0.022508i,-0.0072958-0.029399i,-0.019533-0.021989i,-0.024376-0.0034953i,-0.020312+0.007699i,-0.017288+0.0014333i,-0.018263-0.0083601i,-0.015425-0.0096812i
0.039996-0.21169i,0.074899-0.20912i,0.14971-0.094538i,0.22774-0.040791i,0.24457-0.059602i,0.18249-0.061591i,0.10062-0.029937i,0.049211-0.0019767i,0.022164+0.0018848i,0.0036311+0.0035468i,0.0050467+0.013928i,0.025401+0.020856i,0.045215+0.01711i,0.050611+0.01102i,0.039584+0.01467i,0.022351+0.026399i,0.0099078+0.036832i,0.0070398+0.039622i,0.013795+0.037229i,0.022098+0.031356i,0.022945+0.022925i,0.016096+0.017801i,0.0074503+0.01335i
-0.28637+0.25614i,-0.31863+0.22592i,-0.24952+0.063228i,-0.23051-0.059819i,-0.24964-0.066502i,-0.20386-0.031924i,-0.1239-0.014114i,-0.069253-0.00073361i,-0.039713+0.010196i,-0.025597+0.0060356i,-0.018352-0.013531i,-0.013244-0.037884i,-0.0081527-0.056384i,0.0013159-0.067453i,0.0097737-0.071055i,0.013835-0.063938i,0.01686-0.04937i,0.018056-0.02831i,0.023165-0.0095465i,0.02706-0.010439i,0.014809-0.022362i,-0.0049147-0.025015i,-0.0132-0.016167i
0.35664+0.13507i,0.38979+0.12297i,0.24082+0.093966i,0.13345+0.10594i,0.15316+0.10703i,0.15473+0.059655i,0.10118+0.022438i,0.069463+0.0097879i,0.050153+0.00035126i,0.020388+0.0059734i,-0.0047335+0.020912i,-0.018194+0.024466i,-0.0264+0.013575i,-0.039744+0.0019165i,-0.052886+0.0069662i,-0.050586+0.020603i,-0.034007+0.025461i,-0.0092184+0.020127i,0.011689+0.0076144i,0.01478-0.0031496i,0.008034+0.001482i,0.007207+0.013635i,0.009591+0.014616i
-0.12685-0.19617i,-0.17378-0.21799i,-0.17374-0.14602i,-0.1494-0.065632i,-0.14394-0.04685i,-0.12908-0.042531i,-0.081689-0.029953i,-0.041414-0.033333i,-0.018402-0.033392i,0.0077184-0.025509i,0.02499-0.028262i,0.017923-0.033339i,-0.00094466-0.029638i,-0.010213-0.019947i,0.0015329-0.013431i,0.020751-0.017372i,0.030462-0.025749i,0.028774-0.030966i,0.020831-0.031562i,0.01281-0.029756i,0.004409-0.028644i,-0.0045963-0.026443i,-0.010138-0.018865i
0.066091+0.10881i,0.13445+0.15464i,0.13444+0.15915i,0.14652+0.14032i,0.17369+0.11097i,0.14913+0.066407i,0.090178+0.027533i,0.043657+0.0024626i,0.013675-0.020561i,-0.014339-0.039396i,-0.045422-0.035116i,-0.063296-0.0052359i,-0.064465+0.02443i,-0.066727+0.039453i,-0.067632+0.044891i,-0.055487+0.041124i,-0.039512+0.024617i,-0.030586+0.0032933i,-0.027088-0.0085395i,-0.028164-0.005207i,-0.02391+0.012077i,-0.0089769+0.02768i,0.0013668+0.02734i
