-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
-0.00097361-0.00078621i,-0.0023968-0.0010918i,-0.0042173-0.0016369i,-0.0062191-0.0018425i,-0.0054493-0.00054551i,-0.0030426-0.0001157i,-0.0012708-0.0012569i,-0.00091459-0.0011901i,-0.0016043-0.00017374i,-0.00067976+2.7879e-05i,0.00055017-0.0013035i,-0.00017517-0.0015539i,-0.0012498-0.00093974i,-0.0003677-0.00076122i,-2.2262e-05+7.4034e-05i,-0.0007612+0.00043863i,-0.00058972+0.00055138i,-0.00098909+0.00019628i,-0.00096593-8.2399e-05i,0.00046018-0.00013144i,0.00090421-0.00010636i,0.00047561+0.00050289i,0.00050577+0.00075668i
-0.0012246-0.0010798i,-0.0013491-0.0012639i,-0.0030868-0.002116i,-0.0047632-0.0032134i,-0.0039468-0.0020102i,-0.00040335+0.00022145i,0.0015644-9.5814e-05i,0.00028594-0.0019125i,-0.0007895-0.00070737i,-2.6947e-05+0.0013359i,0.0011223+0.0011938i,0.0014772+0.00050503i,0.0011984+0.00041442i,0.00011879+0.00034561i,-0.0009907+1.8251e-05i,-0.0014878+0.00048735i,-0.0013132+0.0010542i,-0.00052661+0.00087717i,-0.00020958+0.00043998i,-0.00015936+0.00029887i,8.2133e-05-0.00014697i,2.8514e-06+0.00012577i,-0.00096284+0.00033842i
-0.0014092+0.0025105i,-0.002734+0.0012694i,-0.0036118-0.0013024i,-0.0042265-0.0031046i,-0.0040169-0.0025204i,-0.0026859-0.0013337i,-0.0010105-0.0014602i,-0.001272-0.00098576i,-0.0014613+0.0011173i,-0.00060517+0.0021242i,-0.00049371+0.0012619i,-0.00032825+0.00038409i,0.00028071-0.00085937i,0.00038939-0.0013888i,-0.00011475-0.00052195i,-0.0010728+0.00071361i,-0.0016255+0.001194i,-0.0016484+0.0011895i,-0.0011287+0.00065849i,0.00024975-0.00012353i,0.00092469+0.0002984i,0.00063025+0.00082713i,0.00051762-3.4281e-05i
-0.0010869+0.0004206i,-0.0014207-0.0019416i,-0.001997-0.0038525i,-0.0036999-0.0043317i,-0.0044073-0.0031834i,-0.0021198-0.0016862i,-2.1263e-05-0.0014556i,0.00034606-0.0012731i,9.5158e-05+0.00011426i,-0.00016246+0.00025711i,-0.00025089-0.00030455i,0.0002381-0.00046471i,0.0010048-0.0010361i,0.00076951-0.0014303i,0.0003114-0.00061296i,0.00020358+0.00078355i,-0.00012067+0.00068024i,-0.00073243+0.0002523i,-0.00043649+0.00064466i,0.0003333+0.0005751i,0.00031592+0.00029186i,8.8092e-05+4.7777e-05i,0.00037192-0.00046459i
-0.002184-6.64e-05i,-0.0031478-0.00095388i,-0.006331-0.0023909i,-0.0094917-0.0040534i,-0.008237-0.002763i,-0.0029082-0.001218i,0.00024107-0.0025083i,0.00035195-0.0026907i,5.6073e-07-0.0010453i,-0.00014995-0.0001996i,0.00036297-0.00053545i,0.00062723-0.0011199i,0.00046687-0.00054022i,-0.00041669-0.00035871i,-0.00098256-0.0005604i,-0.00089744+0.0001611i,-0.0006613+0.0006689i,-8.7457e-05+0.00082456i,0.00088667+0.00042249i,0.00063199+0.00023945i,0.00024769+0.00018453i,0.0004171-3.206e-05i,-0.00045698+0.00011051i
-0.0012415-7.5156e-05i,-0.0026046-0.00079261i,-0.003766-0.002163i,-0.0050963-0.0033231i,-0.0051452-0.0016138i,-0.002635+0.00069516i,-0.00068373+0.00062015i,-0.0013693+0.00042958i,-0.001323+0.0011264i,-0.00045117+0.0016511i,-1.4842e-05+0.0012208i,0.00027122+0.0005627i,7.8437e-05-8.8814e-05i,-0.00039763-0.00057607i,-0.00049582-0.00059104i,-0.00029899-6.3591e-05i,-0.0006958+0.00095653i,-0.0012054+0.0012635i,-0.00039918+0.0012008i,0.00047462+0.0009263i,0.00043467+0.00031886i,-7.5454e-05-0.00041769i,-0.00032827-0.00067364i
-8.2606e-05-0.00046323i,-0.0011881-0.0018091i,-0.0040097-0.0034527i,-0.0064118-0.0037015i,-0.0048232-0.0015177i,-0.001003+0.00028011i,0.00069677-0.0003187i,-0.00028638-0.00057407i,-0.00094878+0.00049153i,-0.00082111+0.0011349i,-0.0012375+0.0011136i,-0.0014397+0.00083268i,2.7536e-06+0.000567i,0.00046935+0.00018959i,0.00031401-0.00036953i,-0.00026011-0.00047071i,-0.00063443+0.00030404i,-0.0012761+0.0011041i,-0.0010955+0.00035782i,0.00013275-0.00031839i,0.00039619-0.000708i,0.00038599-0.00034555i,0.00040399+0.00066879i
-0.00047786+0.00043957i,-0.0019733-0.00037606i,-0.0043883-0.0012525i,-0.0064703-0.0026826i,-0.0061303-0.002346i,-0.0033492-0.00061293i,-0.0009214-0.00069851i,-0.000586-0.0011001i,-0.0010059-0.00010269i,-0.0009157+0.0005282i,-0.00070894-0.00051182i,-0.00070158-0.00070512i,-0.00038957-0.0009215i,-5.2713e-05-0.0010169i,-0.00064635-0.00052101i,-0.0011726-0.00020981i,-0.00093743-0.00021089i,-0.00037122-7.7433e-05i,-7.6619e-05+0.00050415i,-0.00016471+0.00044211i,0.00029123+0.00077267i,0.0010123+0.00078819i,0.0010187-0.00013627i
-0.00049793-0.00037157i,-0.0017492-0.0021855i,-0.0034542-0.0038095i,-0.0049797-0.0046051i,-0.004938-0.0034805i,-0.0019951-0.0010539i,-1.5358e-05-0.00065728i,-0.00078839-0.0014556i,-0.0010581-0.0010262i,-1.7871e-05-0.00056174i,0.00048351-0.00081996i,-0.0001209-0.0013737i,-0.0003901-0.0015652i,-0.00055857-0.00033052i,-0.001175+0.0012638i,-0.0015869+0.0011888i,-0.0011342+0.0009147i,-0.00057639+0.001851i,-0.00023828+0.0016448i,5.4208e-05+0.00018518i,0.00021877-0.00014356i,0.00017798+0.00019579i,0.0002341+0.00020151i
-0.00089321-0.00040981i,-0.0021664-0.0016427i,-0.0048055-0.0024153i,-0.0072271-0.0024758i,-0.0069025-0.0019402i,-0.0031162-0.0016686i,-0.00056026-0.0021933i,-0.0010276-0.0022669i,-0.0010261-0.00069273i,-0.00036469+0.00050605i,0.00071114+0.00082265i,0.00099916+0.00054544i,-0.00017931-0.00027707i,-0.00046291-0.00081615i,-0.00030441-0.00090335i,-8.8481e-05-0.001092i,0.00020259-0.00072647i,-9.7753e-05+0.00045163i,-1.6406e-05+0.0012086i,0.00042281+0.00066593i,0.00069799+0.00066434i,0.00071458+0.0002137i,0.00019199+0.00022077i
0.0002349-0.0018436i,-0.0021235-0.0031538i,-0.0044929-0.0039909i,-0.0065265-0.0033577i,-0.0054041-0.0011044i,-0.0018192+0.00040053i,-0.00024312-0.00058411i,-0.00053721-0.0014887i,-0.0014355-0.001129i,-0.0013108-0.00065991i,-0.00098064-0.00075199i,-0.0012-0.0006798i,-0.00089113-0.0002005i,-0.00023636-0.00061824i,-0.00026359-0.0011994i,-0.00065765-0.00012771i,-0.0007681+0.00095465i,-0.00062141+0.001657i,-0.001031+0.0019264i,-0.0011365+0.001251i,-0.00012962+0.0004573i,0.00058645+0.0002901i,0.0007992+0.00025298i
-0.00072032-0.00011297i,-0.0019144-0.0010647i,-0.0043422-0.002846i,-0.0072499-0.0031465i,-0.0057348-0.0023764i,-0.0014799-0.001403i,0.00045265-0.0017096i,-0.00032621-0.0023341i,-0.00062233-0.0015694i,0.00093689-0.00052277i,0.001204+0.00022542i,0.00060343-3.1691e-05i,0.00029289+0.0004537i,-0.00058613+0.0010232i,-0.00020619+0.00067505i,6.3808e-05+0.00074128i,1.108e-05+0.0010338i,0.00054462+0.0010814i,0.00088461+0.00080594i,0.00068645+0.00077744i,0.00010703+0.00092688i,-0.00041582+0.00063999i,-0.00071163-0.00017637i
-0.0019018-0.000371i,-0.0035304-0.00090559i,-0.0048092-0.00097722i,-0.0057751-0.0012321i,-0.0046052-0.00066314i,-0.0013749-0.00052294i,0.00021192-0.001211i,-0.00018079-0.0012708i,-0.0012157-0.00014227i,-0.0007711+0.0008051i,9.3337e-05+0.00060696i,-0.00029296+0.00016449i,-0.00084564-0.00076788i,-0.0012926-0.00099792i,-0.001185+0.0001043i,-0.00063274+0.00067442i,-0.00075726+0.0012695i,-0.00039584+0.0011942i,0.00048265+0.0012414i,-0.00053057+0.0010721i,-0.0012968+0.0011433i,-0.00021405+0.00063403i,0.0005776-0.00074556i
-0.00064994-0.0019204i,-0.0028197-0.0023703i,-0.0049551-0.0029407i,-0.0069292-0.003398i,-0.0069066-0.0014781i,-0.0041578+0.00024839i,-0.0015771-0.00021086i,-0.0012072-0.00061396i,-0.0013061-0.00018436i,-0.0010802+0.0011067i,-0.00022499+0.0015586i,-7.3926e-05+0.0009118i,-0.0002663-7.314e-05i,0.00016064-0.00087206i,-0.0004285-0.00052784i,-0.001485+1.7451e-05i,-0.0008621+0.00085996i,0.00018731+0.0010489i,0.0002175+0.00070634i,-1.5288e-05+0.00073987i,0.00063832+0.00029903i,0.0010761+0.00024082i,0.00062174+0.00057777i
-0.0001613-0.0011321i,-0.0016989-0.0021342i,-0.0052421-0.0027044i,-0.0070025-0.0029505i,-0.0063431-0.0016367i,-0.0026844-0.00025927i,-0.00012421-0.00048773i,-0.0011434-0.00063945i,-0.0018248-0.00032062i,-0.0010743+0.0002527i,-0.00085721+0.00054921i,-0.0014394+0.00017688i,-0.0013119-0.00033989i,-0.0010506-0.00020984i,-0.0012556-0.00054965i,-0.0014392-0.000375i,-0.00096166+0.00074656i,-0.00018137+0.0011102i,0.00041954+0.00068793i,0.00078246+0.00077457i,0.00047134+0.0011973i,0.00031822+0.0011056i,0.0004609+0.00063603i
5.8193e-06+0.00049087i,-0.00090026-0.00028611i,-0.0017762-0.003075i,-0.0049439-0.0051658i,-0.0055846-0.0034433i,-0.0030192-0.001198i,-0.00096604-0.001524i,-0.0010709-0.0019199i,-0.0012009-0.00048601i,-9.6043e-05-3.311e-05i,0.00024247-0.00054763i,-0.00013134-0.00081861i,-0.00018283-0.00047014i,-4.3555e-06+0.00017988i,-0.00029843+0.00056997i,-0.0010435+0.00066931i,-0.0010399+0.00076601i,-0.00015248+0.0012259i,0.00045082+0.0018017i,1.2621e-06+0.00097242i,-9.0225e-05-0.00051979i,0.00010231-0.00027204i,0.00015006-3.7194e-05i
-0.0022528-0.001073i,-0.0029803-0.0020289i,-0.0045833-0.0026498i,-0.0064476-0.0028917i,-0.005806-0.0026108i,-0.0029279-0.0017882i,-0.00024398-0.0012055i,-0.0004992-0.00076084i,-0.001302-0.00076366i,-0.00075035-0.00010672i,-0.00064712+0.00061168i,-0.00057042+9.1069e-05i,3.5573e-05-0.00079662i,-0.00015694-0.0009262i,-0.00079396-0.00016772i,-0.0014739+0.00073773i,-0.0018275+0.0013302i,-0.0011575+0.0014111i,-0.00040446+0.00074046i,0.00050994+0.00019236i,0.00085574+0.00033023i,0.00044539+0.00034105i,0.00035073+0.00047774i
-0.0011984-0.00057665i,-0.0011992-0.0014965i,-0.0024848-0.0029167i,-0.0045388-0.0041388i,-0.0041638-0.0030446i,-0.00091834-0.00066619i,0.00088273-0.00033593i,5.496e-05-0.0017097i,-0.0009293-0.00063402i,-0.00099809+0.00065431i,-0.0012585+0.00063132i,-0.0011509+0.00014311i,-6.6683e-05+0.0002692i,0.00015597+0.0014597i,-0.00098116+0.0013991i,-0.0015448+0.00051669i,-0.0013458+0.00030956i,-0.0010366+0.00018827i,-0.00027376+0.00012541i,0.00064436+0.00028214i,0.0013873+1.2898e-05i,0.0020678+4.3328e-05i,0.0017907+0.00060281i
-0.0002262-0.00010446i,-0.001238-0.0018699i,-0.0039294-0.0036914i,-0.0067742-0.0046755i,-0.00614-0.0035761i,-0.0027076-0.0014926i,-0.00074543-0.0015717i,-0.0010409-0.0019838i,-0.0010634-0.0011119i,-0.0004857-0.00043679i,0.0002445-0.00040777i,-0.00038599-1.8556e-05i,-0.0014501+0.00046701i,-0.0010969+1.0912e-05i,-1.4072e-05+0.00018404i,7.675e-05+0.00037369i,-0.000391+0.00042057i,-0.00079274+0.0012003i,-0.00079265+0.0011896i,-0.00022618+0.00024179i,7.7659e-06+0.00053598i,-6.0569e-05+0.00061752i,0.00016673+0.00043811i
-0.0023457+0.0015402i,-0.0023913-0.00026678i,-0.0035606-0.0027867i,-0.0052674-0.0046428i,-0.0052818-0.0036385i,-0.0033674-0.0018382i,-0.001625-0.0024234i,-0.0013524-0.0024406i,-0.0011649-0.00052444i,-0.00028813+0.00038548i,-0.00020434-0.00052182i,-5.3055e-05-0.0014098i,0.00024245-0.00090742i,-6.8555e-05-0.00044517i,-0.00028832+0.00013243i,-0.00060658+0.00076285i,-0.00039179+0.00035237i,0.00015557-0.0001776i,5.1273e-05+4.194e-05i,0.00023363-7.858e-05i,0.00035643+0.00049228i,0.00042263+0.00077998i,0.00069039+0.00037188i
0.00015519-0.00074921i,-0.00013793-0.0026294i,-0.0019701-0.0046504i,-0.0049483-0.0055407i,-0.0053593-0.0038333i,-0.0025644-0.001603i,0.00039085-0.0010598i,0.00021573-0.00088655i,-0.0012055-0.00083653i,-0.0011644-0.00015091i,-0.0013112+0.00044087i,-0.00086756-0.00020389i,0.00044983-0.00076489i,0.0005964-0.0010954i,3.7387e-05-0.00038815i,-0.00045028+0.00046537i,-0.00069194+0.00050006i,-0.00071442+0.00038574i,-0.00039609+0.00060408i,0.00023583+0.00091613i,0.00041946+0.00089263i,0.00034364-0.00048017i,0.00047641-0.0013056i
-0.0015117+0.00089304i,-0.0025097-0.00045901i,-0.0042638-0.00044984i,-0.0047533-0.00042383i,-0.0040672-0.00037603i,-0.0015334-6.6403e-05i,2.568e-05-0.001448i,-0.0013025-0.0018597i,-0.0012469-0.00022439i,-6.5355e-06+0.00074227i,8.816e-05+0.00014117i,-0.00022812-0.00074774i,-7.1332e-06-0.00048325i,0.00025651-0.0004024i,-9.4086e-05-0.00080451i,-0.00036843-0.0014287i,-0.0003152-0.00092664i,-0.00034393+0.00029159i,0.00022544+0.00089091i,0.00030781+0.00063791i,-0.00017039+0.00024626i,-0.00054591+0.00012257i,-4.1679e-05-0.00014242i
-0.00064548-0.00012244i,-0.0018855-0.0014323i,-0.0033896-0.0026916i,-0.0051915-0.0030911i,-0.0044693-0.0026105i,-0.0015795-0.00083538i,-0.00037947-0.00032448i,-0.0011292-0.00070927i,-0.0010107+0.00071908i,0.00044236+0.0011436i,-0.00022153-0.00018463i,-0.0014012-0.0009626i,-0.00098181-0.00062012i,-0.0014827-0.00016037i,-0.0023058+0.00066727i,-0.0017113+0.0013044i,-0.0011698+0.0010312i,-0.00098655-0.00013542i,0.00014929-0.00052729i,0.00065964+4.6852e-05i,0.00066466+0.00035455i,0.00056699+0.00021628i,0.00031808+2.6096e-05i
-0.00057625-0.00026979i,-0.0011923-0.0019875i,-0.0043174-0.0034317i,-0.0063626-0.0040072i,-0.0052766-0.0030796i,-0.0019815-0.0017067i,-0.00043733-0.0020102i,-0.00091953-0.0016904i,-0.0007984-0.00058557i,-0.0005237-0.00024078i,-2.9108e-05-0.00024434i,0.00015503+0.00017242i,0.00034882-0.00021287i,0.00050682-0.00060466i,-0.0002249-0.00020666i,-0.00074908+0.00040372i,-0.00077726-2.1694e-05i,-0.0012545-0.0004138i,-0.0005246-0.00016565i,0.00058938+0.00087028i,0.00050153+0.0010532i,0.00063104+0.00052399i,0.0004657+0.00063394i
0.00028023-0.00072324i,-0.0014112-0.0019364i,-0.0045984-0.0030295i,-0.0075482-0.0032217i,-0.0076415-0.0012i,-0.0045892+0.00083058i,-0.0015264-2.9411e-05i,-0.0009861-0.001519i,-0.0011075-1.7899e-05i,-0.00092727+0.0009437i,-0.00094307-6.7414e-05i,-0.0010659+0.0001485i,-0.00089421+0.00032879i,9.9509e-05-6.4758e-06i,-0.00029823+0.00046967i,-0.0011025+0.0010345i,-0.00074702+0.00104i,-0.00084578+0.00068371i,-0.00086673+3.6904e-05i,-0.00073567-4.2102e-06i,0.000228+0.00011574i,0.00082062+4.0603e-05i,0.00042408-6.3825e-05i
-0.001311-0.00067563i,-0.0017429-0.00099254i,-0.0039328-0.0032233i,-0.0055903-0.0045023i,-0.0046943-0.0034757i,-0.0017902-0.00094624i,2.0092e-05-0.000954i,-0.00079274-0.0016472i,-0.0009469-0.0002738i,-0.00030835+0.0003816i,-0.00050271-0.00034154i,-0.00094251-0.00066661i,-0.00089718-0.00040482i,-0.00089383-0.00010532i,-0.0010358+0.00033895i,-0.00094105+0.00070778i,-0.0011561+0.00074066i,-0.0012559+0.00060371i,-0.00025733-1.348e-05i,0.00039054-0.00084325i,0.00041742-0.0009695i,0.00025469-0.00033725i,-6.0407e-05+0.00039696i
-0.00063046+0.00012228i,-0.0019743-0.0011171i,-0.0042662-0.0023978i,-0.0062455-0.0028051i,-0.0051371-0.00072763i,-0.0016748+0.00024094i,5.9381e-05-0.0013421i,-0.00029933-0.0019143i,-0.0005105+0.0001532i,-6.2719e-05+0.0010829i,-6.7175e-05+1.8764e-05i,-0.00063842-0.00092889i,-0.00023032-0.00098942i,0.00018323-0.00023621i,-5.9722e-05+0.00053708i,-3.5956e-05+0.0013986i,0.00010905+0.0016631i,0.00012128+0.00056437i,-0.00015568+2.5507e-05i,-0.00015408+0.00083188i,-6.0513e-05+0.00082105i,-0.00013253+0.00034262i,0.00014015+0.00068928i
-0.00061199-0.003174i,-0.0025758-0.0028424i,-0.0064408-0.0035893i,-0.0078725-0.0040746i,-0.0059558-0.0015665i,-0.0022807+0.00072401i,0.00020916-0.00025584i,0.0001383-0.00072225i,-0.00016788+0.00043689i,-0.00083846+0.00059072i,-0.0014035+0.000102i,-0.00093031-0.00020184i,-0.00095837-0.0009156i,-0.00064759-0.0011683i,-0.00033161-0.00011895i,-0.0010541+0.0004135i,-0.0010919+0.00098212i,-0.0010371+0.0017365i,-0.00072378+0.0014551i,0.00043345+0.00036323i,0.00062183-0.00013519i,0.00052057+5.0445e-05i,0.00058621-0.00020061i
0.0011605-0.00095164i,-0.0015959-0.0022804i,-0.0054046-0.0038825i,-0.007541-0.0038837i,-0.0062821-0.001539i,-0.0023463+0.00070083i,1.8081e-07+0.00065742i,-0.0006868-0.0002819i,-0.0014188+0.00050296i,-0.0013519+0.00087163i,-0.0016283-0.00021543i,-0.0016091-0.00047853i,-0.00090776+0.00032663i,-0.00064052+0.00047877i,-0.00078503-0.00044531i,-0.00074886-0.0010182i,-0.00018537-1.41e-05i,-0.00026886+0.0011616i,-0.00049122+0.0014119i,0.00034142+0.0011105i,0.00023542+0.00042395i,-0.00031308+0.00027731i,0.00014787+0.00053877i
-0.00043814+0.00060805i,-0.00169-0.0010113i,-0.0037795-0.0025246i,-0.0065276-0.0040767i,-0.0070527-0.0026739i,-0.003995-0.00046257i,-0.00096548-0.00078783i,-0.00098571-0.0012974i,-0.0010814-0.00075228i,1.8823e-05-0.0004108i,-0.00028284-0.0007761i,-0.0011454-0.00028049i,-0.0012739+0.00014049i,-0.00079734-0.00052397i,-0.0010044-6.1141e-05i,-0.0017172+0.00054381i,-0.0019929+0.00088725i,-0.0015895+0.00090282i,-0.0012298-0.00026894i,-0.00044825-0.00038889i,-0.00021931+6.8507e-05i,-0.00041828+0.00039508i,0.00030289+0.00066241i
-0.0002993+0.00050033i,-0.00065379-0.0017416i,-0.0019042-0.0042816i,-0.0041545-0.0048323i,-0.0049502-0.0028088i,-0.0018987-0.00058093i,0.00052245-0.00033114i,-0.00062605-0.00093949i,-0.0010929-0.00020803i,-0.00026067+0.0004532i,-0.00057607-0.00030228i,-0.00084216-0.0012975i,0.00020599-0.0020113i,-0.00045953-0.0012675i,-0.0016461+8.6266e-05i,-0.0015273+0.00063109i,-0.0009164+0.00090956i,0.00010627+0.0010406i,0.00069214+0.0012001i,0.00069039+0.00093266i,0.00031708+0.00084748i,-0.0003405+0.00022816i,-0.00022087-0.00020907i
-0.0018989+0.00083064i,-0.0026175-5.6128e-05i,-0.0035525-0.0025614i,-0.0047121-0.004699i,-0.0042692-0.0041936i,-0.00223-0.0023071i,-0.0011267-0.0014288i,-0.0012843-0.0013203i,-0.0016715-6.673e-05i,-0.00059665+0.00071548i,0.00012341+0.00093308i,7.2243e-05+0.0011868i,0.00046533+0.00069404i,0.00038991+0.00051598i,-0.00063564+7.9398e-05i,-0.00092982+2.3964e-05i,-0.00077816+0.00090023i,-0.00082346+0.00089374i,-0.00054688+0.00079572i,-0.00029031+0.00058894i,-0.00059594-8.7152e-05i,-0.00042717+0.00030096i,0.0006288+0.000585i
0.00058803-0.00071566i,-0.00090325-0.0011194i,-0.0034604-0.0027151i,-0.0059337-0.0042108i,-0.00508-0.0029311i,-0.0027689-0.00016822i,-0.0018995+0.00021816i,-0.001711-0.00057461i,-0.00096088-0.0004162i,-4.4518e-06-0.00032755i,6.0271e-05-0.00066089i,7.694e-05-0.00015997i,0.00050882+0.00018992i,0.00042874+0.00031783i,9.3218e-05-6.3137e-05i,-0.00023572-0.0008389i,0.00010542-0.00058772i,0.00042067+0.00034184i,-0.00072354+0.00084958i,-0.00056334+0.00011646i,0.00060663-0.00045298i,0.00065886+0.00023655i,0.00035795+0.0009216i
-0.00030871+2.8604e-05i,-0.001691-0.0007277i,-0.0027395-0.0032517i,-0.0040962-0.0049642i,-0.0041508-0.0041716i,-0.0020538-0.0013042i,-0.00063858-0.00035033i,-0.00047327-0.001789i,-0.00059898-0.0011976i,-0.0002853+0.00016696i,-0.00010507+0.00061588i,-0.00044245+0.0002362i,-0.00030428-0.0006113i,0.0001789-0.0015867i,0.00040994-0.0010838i,-0.00017044-0.00027749i,-0.00074398+0.00034139i,-0.00068577+0.0011238i,-0.00028985+0.0010553i,-7.1535e-05+0.0006738i,0.00038241+0.00034704i,0.00026098+0.0006785i,-0.00013899+0.0010759i
-0.001156+0.001054i,-0.0021173-0.000556i,-0.0028814-0.0018301i,-0.0046836-0.0027328i,-0.0044007-0.0020591i,-0.0019074-0.0010571i,-0.00063162-0.0015019i,-0.0010103-0.00068054i,-0.0010646+0.0011063i,-0.00060031+0.0013541i,-0.00041026+0.00068704i,-0.00048412+2.3472e-05i,-0.00014569-0.00048625i,-2.336e-05-0.0011296i,-0.0004697-0.0013436i,-0.00081862-0.00083659i,-0.00020393-0.00021714i,0.00029322+0.00081172i,-0.00014331+0.001055i,-0.00092153+0.00053716i,-0.0012878+0.00049515i,-0.00054559-0.00025992i,0.00030143-0.00064094i
1.1675e-06-0.00089359i,-0.0017588-0.0014009i,-0.0043097-0.0033971i,-0.0056858-0.0051839i,-0.0054426-0.0036205i,-0.0027273-0.000664i,-0.00064361-0.00098767i,-0.00092007-0.0021855i,-0.0016477-0.00057762i,-0.0010568+0.0008406i,-0.00083866-0.00010978i,-0.0013924-0.00061603i,-0.00071637-0.00017266i,7.4542e-05-0.00026684i,-0.0002132+0.0001978i,-0.0010228+0.00079692i,-0.00080323+0.00069122i,-0.00054153+0.00083984i,-0.00013175+0.0010203i,0.00061766+0.00057294i,0.0012077+0.0001318i,0.0010123+0.00016514i,-0.00015266+7.1838e-05i
-0.0014458-0.0001602i,-0.0021428-0.0014875i,-0.0029365-0.0032123i,-0.0042422-0.0037407i,-0.0039519-0.0021549i,-0.0012048-0.00076056i,3.0749e-06-0.0011535i,-0.0010501-0.001192i,-0.0011116+0.0002094i,-0.00016942+0.00057402i,0.00015538-7.3382e-05i,-0.00012605+0.00018192i,-0.00099504+0.00033263i,-0.0011109-7.5914e-05i,-0.00080089-7.4438e-05i,-0.0010681+0.00057417i,-0.00097027+0.00069898i,-0.00065949+0.00093585i,-0.00021337+0.00087963i,0.00023475+0.00017164i,7.014e-05-9.0845e-06i,0.00040871+0.00021057i,0.00082709+0.00077448i
-0.00086268-0.00029106i,-0.0018836-0.00044693i,-0.0037729-0.00281i,-0.0065593-0.0049357i,-0.0059603-0.003548i,-0.0022588-0.00076705i,0.00040942-0.00056857i,0.00077029-0.0015367i,0.00037955-0.00075421i,0.00042988-0.0011477i,0.00033978-0.001541i,-0.00019192-0.0015706i,-0.00082941-0.0012555i,-0.00086559+0.00047516i,-0.001319+0.0011058i,-0.0014621+0.00073084i,-0.00086829+0.00072639i,-0.00051387+0.00039703i,-0.00037909+0.00032085i,-0.00096748+0.00017102i,-0.00074165+4.2956e-05i,0.00043961+0.00039745i,0.00058755+0.00032871i
-0.0014563-0.0028378i,-0.0022719-0.0022292i,-0.0052816-0.0024631i,-0.0082752-0.0020935i,-0.0077942-0.000781i,-0.0026788-6.2122e-05i,0.00052162-0.00081828i,-0.0003874-0.0011678i,-0.0013959+0.00045349i,-0.0013616+0.001207i,-0.0012985+0.00038782i,-0.00065734+1.7327e-05i,-0.00021143+0.00028853i,-0.00045716+5.7696e-08i,-0.00021326-0.00050279i,-0.0006377-0.00037326i,-0.0007314+0.0006645i,-0.00055991+0.0016494i,-0.00040415+0.00072241i,0.00026153-0.00044233i,0.00045054-0.00013809i,7.922e-05+0.00033604i,-0.00025055+0.00054038i
-1.859e-05-0.0003435i,-0.0017582-0.0020878i,-0.0038667-0.0032559i,-0.0070013-0.0024073i,-0.0068635-0.00064201i,-0.0030963-0.00013026i,-0.00074951-0.00045404i,-0.00074847-0.00017635i,-0.00064599-0.00012603i,0.00017623-0.00039084i,-0.00015639-0.00036767i,-0.00048849+0.000585i,0.00015324+0.00078018i,0.0010024-1.937e-05i,0.00076305-0.00013004i,-0.00068311+0.00033656i,-0.00058742+0.00080345i,8.0025e-05+0.00098766i,0.0004905+0.00032072i,0.00072449+0.00031314i,-9.5489e-05+0.00035766i,-4.8386e-05+4.7176e-05i,0.00035363+0.00059646i
0.00016873+0.00014624i,-0.0014849-0.0014707i,-0.002506-0.0042957i,-0.0039458-0.0051186i,-0.0039969-0.0025408i,-0.0012907-0.00018761i,0.00077238-0.0004228i,0.00045901-0.0015257i,-0.00031974-0.00076821i,-7.4156e-05+0.00026993i,0.00027884+0.00011924i,-0.00055919+0.00026903i,-0.00091886+0.00052599i,-0.00067538+0.00025662i,-0.0011525-0.00018504i,-0.00055758+0.00018873i,0.00011751+0.0010248i,-0.00063065+0.0012151i,-0.00069729+0.0005676i,-0.00050485-0.00012358i,-0.00080497-0.00031536i,-0.00090563-0.00010244i,-0.00035981-0.00015909i
0.00033564-0.00079195i,-0.00064531-0.0019413i,-0.0035503-0.0039238i,-0.0067241-0.005778i,-0.0070003-0.004638i,-0.0041631-0.0016166i,-0.0012725-0.00063933i,-0.00062108-0.0011173i,-0.00066327-0.00072299i,-0.00012365-0.00012562i,-0.00034775-0.00068887i,-0.00065305-0.0014467i,-3.7829e-06-0.0014722i,-0.00030048-0.0011414i,-0.00082689-0.0010421i,-0.00022911-0.00057041i,-0.00037805+1.6774e-05i,-0.0010332+0.00088668i,-0.0005568+0.0012707i,0.00020635+0.001205i,0.00041293+0.0016627i,-0.00026882+0.00099037i,-0.00060567-0.00071629i
