-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
-0.0023622-0.00052646i,-0.0041826-0.0004793i,-0.0055563-0.00059257i,-0.0072171-0.00033896i,-0.0065332+2.7213e-05i,-0.0039757-0.00074112i,-0.0032896-0.0035956i,-0.0037256-0.0054468i,-0.0032241-0.0035247i,-0.0010021-0.0013523i,0.00015188-0.00075203i,0.00019515-0.0005108i,0.00080177-0.00066386i,0.0014756-0.00059416i,0.0010704+0.00034081i,-2.8768e-05+0.0010374i,-0.00042946+0.0017776i,-0.0003319+0.0021822i,0.00015684+0.0024062i,0.00098203+0.0014791i,0.00068661-0.00024311i,-0.00026399-0.00071295i,-0.00057649-0.00030688i
-0.00011902-0.0013108i,-0.0015761-0.0023313i,-0.0047114-0.0044449i,-0.007054-0.0057067i,-0.0061478-0.0025968i,-0.0011335-0.00028016i,0.003308-0.0017985i,0.0029801-0.0024516i,0.0020246-0.00019542i,0.002331+0.0014882i,0.0012386+0.0014609i,-0.0006506+4.6502e-05i,-0.0014261-0.00097228i,-0.00095946-0.00033112i,-0.0011931+0.00026504i,-0.0013699+0.00077937i,-0.00088914+0.00091575i,-0.00047806+0.00027403i,-0.00017589+0.00076346i,0.00030504+0.0011228i,0.00012697-5.2293e-05i,7.7247e-05+0.00013113i,0.0004019+0.00024257i
-0.00048455-0.00033287i,-0.0024829-0.0017594i,-0.006555-0.0033401i,-0.010202-0.0041518i,-0.0092807-0.0023158i,-0.0040149+7.0843e-05i,-0.0012805+0.0012186i,-0.0022233+0.0021175i,-0.0017977+0.0028792i,-0.0010787+0.0023508i,-0.0016522+0.00053811i,-0.0019157-0.00065886i,-0.0018323-0.00065038i,-0.0021709+1.7081e-06i,-0.0021183+0.00016151i,-0.0012587-1.707e-05i,-0.00061806+0.00053032i,-0.00086485+0.00058541i,-0.00088796-0.00011446i,-4.5622e-05+0.00034645i,0.0001572+0.00099623i,-7.9925e-05+0.0011815i,6.6928e-05+0.0011443i
-0.00082265+0.00042929i,-0.0020706+0.00066224i,-0.0038778-0.00089292i,-0.0060015-0.0011995i,-0.0058818-0.00038294i,-0.0035762-0.00041084i,-0.002617-0.0011215i,-0.0029073-0.0010456i,-0.0030871-0.00055968i,-0.0022972-0.0015863i,-0.0013752-0.0022203i,-0.00061172-0.00099531i,0.00017652-0.00031172i,0.0003648-0.00057517i,0.00021379+0.00012641i,-0.00022397+0.00072958i,-0.00095718+0.0014998i,-0.00078586+0.0022007i,0.00016323+0.0016384i,0.0004341+0.00045365i,-6.0104e-05+0.00046401i,8.7377e-05+0.00060248i,-0.00014924+0.00031373i
-0.0035437+8.7031e-05i,-0.0038322-0.00085096i,-0.0065521-0.0018602i,-0.0088059-0.0023933i,-0.0063923-0.00074846i,-0.0014852-1.8756e-05i,0.0008074-0.0021335i,0.00089022-0.00319i,-4.2123e-05-0.0014674i,5.0282e-06+0.00019439i,0.00028318+0.00034781i,8.5939e-05+0.00022564i,0.00082052+0.00017605i,0.00076621+0.00015461i,5.2778e-05+0.00029533i,-0.00045303+0.00079292i,-0.00060411+0.0016648i,-0.00050098+0.0014694i,0.00020451+0.0012294i,0.00063447+0.00094428i,0.00092155+0.00022088i,0.0014861-0.00016253i,0.0014615+0.00037012i
-0.00084568-0.00027047i,-0.0017513-0.00042203i,-0.0034164-0.0020422i,-0.0057339-0.0023494i,-0.0060925-0.00022134i,-0.0020009+0.0016173i,0.00083199+0.0023291i,-0.00085492+0.0017448i,-0.0019343+0.0016988i,-0.00045633+0.0014861i,0.000196+0.0010209i,-0.00082058+0.00092917i,-0.0007311-6.2242e-05i,-0.00018525-0.00085127i,-0.00077019-0.00057445i,-0.00105+0.00038242i,-0.00059471+0.0011743i,-0.00041467+0.00089112i,-0.00053249+0.00069372i,-0.00012557+0.00015813i,-3.1483e-06-0.00044078i,2.7374e-05+0.00012397i,0.00032267+0.00038468i
-0.0034023-0.0018103i,-0.0053888-0.0018656i,-0.0074182-0.0027524i,-0.0088787-0.0024688i,-0.0080221+6.2974e-05i,-0.0038649+0.00098562i,-0.0012986-0.0011013i,-0.0027726-0.002273i,-0.0029541-0.0004692i,-0.0017105+0.00053921i,-0.0011688-0.00010019i,-0.00053966+0.00032846i,-0.00011973+0.00084054i,-0.00053074+0.00089513i,-0.0010094+0.0001896i,-0.00024421-0.00033658i,0.00072751+0.00013348i,0.0011125+0.00055987i,0.0014831+0.00085072i,0.0013485+0.0009818i,0.00079713+0.00070625i,0.0012174+0.00044603i,0.001548+0.00025609i
-0.0031227-0.0012636i,-0.0053488-0.0015345i,-0.008947-0.00055625i,-0.011442-8.2155e-05i,-0.0083397-0.00017774i,-0.0020419-0.0013315i,0.00078066-0.0037849i,6.7244e-05-0.0038036i,7.31e-05-0.0014783i,0.00084629-0.00035721i,0.00090653-0.00037267i,0.00080105-0.00025507i,0.00087008-0.00060868i,0.00069589-0.00021449i,0.00014183+0.00035581i,-0.00064455+0.00051106i,-0.00079727+0.00084943i,-6.425e-05+0.001367i,0.00046697+0.001715i,6.6963e-05+0.0011239i,-0.00053502+0.00031408i,-0.00047175+7.8084e-05i,-0.00049102+0.00010361i
-0.00013699+0.00017014i,-0.0017518-0.0015325i,-0.0044928-0.0025829i,-0.0068185-0.00276i,-0.0066263-0.0012498i,-0.0025803+0.001271i,0.00070477+0.0020977i,0.0003619+0.0020724i,-0.00015353+0.0024808i,0.00038979+0.0025428i,0.0002043+0.0012205i,-0.00017623+0.00042086i,-0.0001104+0.00088482i,-0.00050388+0.0010973i,-0.0012685+0.00098691i,-0.0012332+0.00096473i,-0.0013826+0.00063771i,-0.0014262+0.0014062i,-0.00018037+0.0017245i,0.0010119+0.00084363i,0.00082662+0.00084532i,0.00031742+0.0010837i,0.00048422+0.00082415i
0.00026434-0.0016217i,-0.0030717-0.0026505i,-0.0072281-0.0032971i,-0.0090409-0.00364i,-0.0073799-0.0018962i,-0.0038866+0.00022247i,-0.0025058-0.00091602i,-0.0034372-0.0016598i,-0.0030065-0.00030928i,-0.0016265-0.0001318i,-0.0012542-0.00022946i,-0.0018175+0.00014696i,-0.001576-0.00015821i,-0.0010372-0.0007211i,-0.0014611-0.00081902i,-0.0018862-0.0011843i,-0.0017594-0.0011304i,-0.00041281+2.7147e-05i,0.0011817+0.00064546i,0.0013942-7.1458e-05i,0.0013066-0.00039142i,0.0012671+0.00034636i,0.00052836+0.00075045i
-0.0018914-0.0014419i,-0.0030419-0.0024943i,-0.0045281-0.0030471i,-0.0070712-0.0025964i,-0.0078485-0.0012043i,-0.0045703-0.00054916i,-0.00081966-0.0022082i,0.00049474-0.0035149i,0.00031522-0.0015281i,0.00039735-0.00061391i,0.00053212-0.0013877i,0.00013714-0.0013072i,0.00029471-0.00040527i,0.00052682-0.0007335i,-0.00021975-0.00046805i,-0.00070545+0.00061778i,-0.00053222+0.001183i,0.00033666+0.001427i,0.0012246+0.0012935i,0.0014309+0.00082952i,0.00033628+0.00054154i,-0.00037841+0.000439i,0.0002564-0.00025857i
-0.00065032-0.0021331i,-0.0025348-0.0030217i,-0.0072594-0.0055141i,-0.010871-0.0061545i,-0.0094649-0.0028732i,-0.0036995+0.00019303i,0.0011562+0.00046732i,0.0010477+0.00075811i,-0.00013909+0.0023226i,0.00062054+0.0021447i,0.0015708+0.0013282i,0.0010645+0.0018202i,-0.00021134+0.0014676i,-0.00027442+0.00089171i,-0.00039958+0.0011984i,-0.00053863+0.0010456i,4.0058e-05+0.0010146i,0.00027191+0.0015078i,0.00034234+0.00092927i,0.0003472+0.00028279i,0.00022432+0.00094746i,0.00067525+0.00093392i,0.0015969+0.0002757i
0.00072568+0.0019899i,-0.00016597-0.0003049i,-0.0029103-0.0029448i,-0.0064888-0.0036183i,-0.0080821-0.0019218i,-0.0051628+0.00030116i,-0.0025534+0.00074953i,-0.0034348+0.00017194i,-0.0037148+0.00032778i,-0.0012685+0.00077402i,0.00050058+7.7578e-05i,0.00040942-0.00092457i,-0.00036498-0.0020236i,-0.00071926-0.0021599i,-0.0015087-0.0011475i,-0.0014609+0.00024962i,-0.00076224+0.00090035i,5.2424e-05+0.00079918i,0.001094+0.0011176i,0.00096947+0.00099891i,0.00036852+0.00017658i,0.00093273-0.00025708i,0.0013328-0.00037776i
-0.00023712-0.00011695i,-0.00090755-0.0014703i,-0.0042777-0.0036814i,-0.0082579-0.0044507i,-0.0074787-0.0029843i,-0.0027043-0.001277i,-8.663e-05-0.0024432i,-0.0006821-0.0038087i,-0.00097391-0.0022871i,-0.00061374-0.00046762i,-0.0010703-0.00066156i,-0.0013399-0.001122i,-0.00057493-0.0010496i,-3.5233e-05-0.0010843i,-0.00046711-0.0010504i,-0.00041991-0.00017349i,-0.00024895+0.00020585i,0.0002336+0.00038129i,0.00056705+0.0011286i,0.0005157+0.0018248i,0.00014014+0.0014314i,0.00019252+4.9063e-05i,0.00088811-3.3129e-06i
-0.0011836-0.001874i,-0.0032236-0.0016329i,-0.0065341-0.0012193i,-0.0084821-0.00083047i,-0.0067479-0.00058243i,-0.00038983-0.00084205i,0.0028091-0.0016753i,0.0016149-0.00098937i,-0.000108+0.001014i,-0.00056437+0.0015609i,-0.00019354+0.00090672i,-0.0005616+0.0004017i,-0.00018076-0.00026469i,0.0002522-0.0001757i,-0.00011348+0.0010416i,-0.00089489+0.0018891i,-0.0014358+0.0017594i,-0.00098673+0.0012091i,0.00014962+0.00034899i,0.00048207+0.00021191i,0.00049102+0.00079166i,0.00099251+0.00040374i,0.00077767-0.00027456i
-0.001296-0.00017488i,-0.0021883-0.00029692i,-0.0044117-0.00068488i,-0.0070173-0.0011881i,-0.0054963-0.00062856i,-0.0021063+0.00032889i,-0.00161+0.0012732i,-0.0029823+0.0014594i,-0.0033268+0.0011923i,-0.0024199+0.0013967i,-0.001086+0.0016404i,-0.00046813+0.0015492i,-0.00066032+0.0009856i,-0.00044545+0.00070544i,-0.00085853+0.0011057i,-0.001002+0.00031228i,-0.0002371-0.00052128i,-9.5355e-05-0.00045575i,-0.00025557-0.00057917i,0.00029428+4.9225e-05i,0.000303+0.0005683i,0.00028094+0.00070559i,0.00082519+0.00017061i
-0.0012328-0.00097987i,-0.0031589-0.0024986i,-0.0070993-0.0048895i,-0.0093655-0.0051022i,-0.0085281-0.0031087i,-0.0057235-0.0013879i,-0.0032517-0.0021479i,-0.0032766-0.0030789i,-0.0025052-0.0018405i,-0.0014409-0.00049371i,-0.0019752-1.0272e-05i,-0.0024246+0.00026389i,-0.0020793+0.00087127i,-0.00092132+0.00089662i,-0.00097799+5.0349e-05i,-0.0012385+4.6955e-05i,-0.00025174+0.00078513i,0.00024254+0.0008135i,0.00071135+0.00060183i,0.0010278+0.00066018i,0.00044739+0.00043959i,0.00062918+0.00028232i,0.00023774+0.00018468i
-0.0021167+0.00048059i,-0.0031024-0.00028842i,-0.0055367-0.0020223i,-0.0075191-0.0035446i,-0.0056628-0.0010061i,-0.00097077+0.0010513i,0.0023814-0.00012628i,0.002029-0.00079635i,0.0013932+8.5847e-06i,0.0018936+0.00069191i,0.0015162-0.00071951i,0.001014-0.0017304i,0.0014043-0.0013628i,0.0019265-0.00062544i,0.0013387+0.00015833i,0.00044189+0.00079091i,-0.00012932+0.00076343i,-0.00044277+0.00069418i,-0.00026237+0.0013156i,0.0007562+0.00052061i,0.0012269-0.00038938i,0.00086581-0.00083536i,0.00055734-0.00066448i
-0.0014553-0.00060046i,-0.0027656-0.0012201i,-0.0051685-0.0026497i,-0.0079585-0.0032806i,-0.0071339-0.0012979i,-0.0029607+0.0012587i,-0.0005086+0.0016389i,-0.0013175+0.001887i,-0.0013919+0.0031689i,-0.00017377+0.0031569i,2.5773e-06+0.0018023i,0.00048324+0.00038447i,0.00079439-0.00032849i,-0.00036102-0.00099718i,-0.0010777-0.0012931i,-0.0010929-0.00037402i,-0.00077755+0.00069584i,-0.00094448+0.0011841i,-0.00098301+0.0009735i,-0.00034668-9.7553e-05i,0.00014417-0.001007i,0.00071904-0.00090208i,0.0020161-0.00065006i
-9.5091e-05-0.0017963i,-0.0029147-0.0021077i,-0.0065972-0.0026851i,-0.010261-0.0035828i,-0.010586-0.0028i,-0.0068837-0.0004079i,-0.0035128-0.00056843i,-0.0028759-0.0014184i,-0.0034629-0.0007708i,-0.0025994-0.0005527i,-0.0019131-0.00078319i,-0.0019225-0.00069635i,-0.00125+8.8647e-05i,-0.00084818+0.00065592i,-0.0010536-8.4834e-05i,-0.0015255-0.0010483i,-0.0010366-0.00048129i,0.00017855+0.0009954i,0.0003488+0.0011327i,0.00017021+0.00026145i,0.00024306+0.00029009i,-0.00025669+0.0003585i,-0.00048506-0.00033163i
-2.4865e-05-0.0016537i,-0.00196-0.0027534i,-0.0054495-0.0040574i,-0.007477-0.0039445i,-0.0062796-0.002446i,-0.0016181-0.001642i,0.0013973-0.0025417i,0.0013383-0.002753i,0.00065356-0.00093694i,0.00070282-0.00040813i,-4.7076e-05-0.0010286i,-0.0011348-0.0019716i,-0.00087835-0.0022554i,-0.00043051-0.0015728i,-0.00087881-0.00079517i,-0.0013123+0.00068551i,-0.0010687+0.0011226i,-5.4789e-06+0.0010009i,0.00072159+0.0015882i,0.00040672+0.00087447i,-8.5094e-05-0.00049125i,-0.00016529-0.00050092i,-0.00026903+0.00041668i
-0.0012011-0.0004992i,-0.0041506-0.0014157i,-0.0072274-0.0023801i,-0.0083169-0.0025678i,-0.0073888-0.0012534i,-0.0031404+0.00022364i,-0.00013699+0.000308i,-0.00027024+9.1705e-05i,-8.5612e-05+0.0012778i,0.00049164+0.0024134i,0.00078758+0.0018594i,0.00028541+0.00077881i,-0.00042154-8.1063e-05i,-0.0013131-0.00021291i,-0.0014044-8.1911e-05i,-0.0011461+0.00044976i,-0.001182+0.00076395i,-0.001017+0.0012638i,2.8431e-05+0.0012157i,0.00069162+0.00088897i,-0.00010661+0.0012618i,-0.0006228+0.00057388i,0.00015789-0.00052269i
0.001309+0.0018774i,-0.00085229-0.00036673i,-0.0042582-0.0036701i,-0.0084905-0.0055469i,-0.0082354-0.0037753i,-0.0056523-0.0013228i,-0.0045559-0.0016293i,-0.0040901-0.0018348i,-0.0031324+0.0004818i,-0.0018787+0.0019077i,-0.0012659+0.0015657i,-0.00046082+0.0012689i,-5.9626e-05+0.00083592i,0.00020922+0.0008438i,4.0303e-05+0.0011869i,-0.00049666+0.00097029i,-0.00067512+0.00037629i,-0.00043588+0.00070201i,6.9825e-05+0.00098616i,0.00035251+0.0010004i,7.4094e-05+0.00014417i,-0.00021731-0.00069366i,0.00043408+9.489e-05i
-0.0012817-0.0005194i,-0.0032454-0.0018587i,-0.0052921-0.0037779i,-0.0064039-0.0037085i,-0.0046757-0.0018899i,-0.0012398-0.00096594i,-0.0004615-0.0025943i,-0.0012778-0.0032683i,-0.0016775-0.0025848i,-0.001047-0.0016462i,-0.0010159-0.0013813i,-0.0016704-0.0010631i,-0.00086184-0.00071398i,-8.8008e-06-0.00077597i,0.0003005-0.00086007i,0.00057006-0.00032713i,0.00062504+0.00081632i,0.00026768+0.0014088i,-0.00043645+0.0012336i,0.00021061+0.00060204i,0.00091296+0.00031263i,0.0014302+0.00064923i,0.0016458+0.00078269i
-0.0024411+0.00056886i,-0.0038157+0.00013996i,-0.005835-0.0012997i,-0.0079164-0.0022876i,-0.0066225-0.0013171i,-0.0026982-0.00064451i,9.8472e-05-0.00063786i,-0.00064821-4.9013e-05i,-0.0015838+0.00082586i,-0.00030739+0.001016i,0.00116-0.00031479i,0.0013691-0.0011037i,0.00076712-4.002e-05i,0.00041951+0.00030873i,0.00076032+0.00038546i,0.00038701+0.0005586i,-3.5076e-05+0.00064116i,0.00056797+0.0006607i,0.0010808+0.0005466i,0.0010899+0.00065862i,0.00021875+0.00066692i,-9.283e-06+4.9459e-05i,0.00048706-0.00018796i
8.2704e-05+0.00022809i,-0.0017371-0.00078854i,-0.0042389-0.0027513i,-0.0059808-0.002702i,-0.0058059-0.00040043i,-0.0035104+0.0014824i,-0.00076458+0.00058959i,-0.00075432+0.0002032i,-0.0010691+0.00040065i,-0.00031152+0.00013487i,-0.00057034-0.0002266i,-0.00055604-0.0007128i,0.00098657-0.0010763i,0.0010959-0.0011405i,0.0002662-0.0010675i,-0.0001318-0.00022374i,-0.00061397+0.001026i,-0.00060545+0.0013094i,-0.00034204+0.00061652i,0.00054342+0.0002861i,0.00039726+0.00067538i,-0.00034714+0.0009096i,-0.00043683+0.0010114i
-0.0012079-0.0013392i,-0.0031481-0.0015489i,-0.0054603-0.0024897i,-0.0058007-0.0044399i,-0.0041291-0.003196i,-0.0012385-0.0017217i,0.00030327-0.00272i,-0.0003111-0.0028652i,-0.0011304-0.00036744i,-0.0012018+0.00098054i,-0.00067879+0.00064536i,-0.00075388+0.00089308i,-0.00075568+0.00071266i,-0.00093774+0.0008623i,-0.00095029+0.00066011i,-0.0009605-0.00031383i,-0.0010606-0.00038184i,-0.0010774+5.0282e-05i,4.9261e-06-1.7676e-05i,0.00080483+0.00041372i,0.00074103+0.00039509i,0.00063137-0.00030941i,0.00064188-7.9124e-05i
0.00065006-0.0017799i,-0.0014596-0.0025956i,-0.0060879-0.0045272i,-0.0090079-0.0049805i,-0.0071715-0.003054i,-0.0027235-0.0016459i,2.1315e-05-0.0015772i,-0.00020649-0.0012042i,-0.0012022-0.00016035i,-0.00085067-0.00023522i,-0.00025142-0.001019i,-0.0012648-0.0015209i,-0.0018998-0.0013713i,-0.0018656-0.00062835i,-0.0019035-0.00032739i,-0.0011668-5.415e-05i,-0.00075734+0.00075136i,-0.0009168+0.00067321i,-0.00012903+0.00028148i,0.00069668+0.00057107i,0.00032412+0.00035642i,0.00048973-0.00046186i,0.0010738-0.00043067i
-0.0028054-0.0017152i,-0.0038784-0.0014141i,-0.0069586-0.001652i,-0.0096076-0.00069602i,-0.008088+0.0015411i,-0.0033414+0.0025691i,-0.00013697+0.0017288i,3.7414e-05+0.00095462i,-0.0003357+0.001442i,-8.1512e-05+0.0016127i,-0.00040073+0.00059395i,-0.00043635+0.00049839i,-4.8913e-05+0.00029233i,-0.00021371+0.00018631i,-0.00073475+0.0008792i,-0.00089876+0.0011049i,-0.00066858+0.00065935i,-0.00077897+0.00041971i,-5.1748e-05+0.0001847i,0.0010194+8.8293e-05i,0.00075883+0.00016337i,0.00027478+0.0004719i,0.00012249+0.0011086i
-0.0004043-0.00012125i,-0.0015769-0.00099482i,-0.0041687-0.0029053i,-0.0078224-0.0036949i,-0.0077513-0.0018424i,-0.0034505+6.6129e-05i,-0.00075856-0.00032046i,-0.0012001-0.00038032i,-0.001612+0.00091608i,-0.0011498+0.0011488i,-0.00095847+0.00047494i,-0.00049688+0.00075657i,0.00019378+0.0010871i,0.00082278+0.00056927i,0.00058031+0.0006626i,-0.0003834+0.0010001i,0.00014159+0.0016284i,0.0010509+0.0021752i,0.00080839+0.0015305i,0.00047692+0.00058302i,8.7659e-05+0.00049407i,-0.00021201+0.00045015i,0.00013187-0.00030086i
-0.00062587+0.00027439i,-0.0015593-0.0014317i,-0.0037697-0.0036674i,-0.0063431-0.0050279i,-0.0060431-0.0032132i,-0.003198-0.0007387i,-0.00058519-0.00063364i,-0.0011494-0.00026406i,-0.0025046+0.00036857i,-0.0024881+0.0001712i,-0.0023613-5.6888e-05i,-0.002084-0.00053462i,-0.0010932-0.00027757i,-6.8598e-05-8.916e-05i,0.00049492-0.00037617i,0.00037948+0.00038609i,-1.1998e-05+0.00097144i,-0.00044624+0.00083103i,-0.00052655-0.00035812i,0.00026368-0.00099861i,0.00036171-0.00062633i,0.00022766-0.00022424i,0.00062359-0.00054054i
-0.00016009+0.00039968i,-0.0018284-0.00097984i,-0.0040629-0.0043i,-0.0063369-0.0053933i,-0.0066839-0.0029493i,-0.003357-0.00070396i,-0.00028225-0.00074277i,-0.00039849-0.0015396i,-0.00073544-0.0010677i,-7.8272e-06-0.00026136i,0.00038406-0.00077011i,0.00047841-0.0013405i,0.00046137-0.00047903i,-0.00038682-0.00045718i,-0.0012823-0.0014014i,-0.00088993-0.001095i,-0.00067198-0.00033533i,-0.0010623+0.00023223i,-0.00062293+0.00055078i,0.00041514+0.00051521i,0.00060771+0.00028702i,0.00047958+6.5189e-05i,0.00048216-5.869e-06i
-0.0025984-0.00049333i,-0.0029694-0.0004805i,-0.0050639-0.0022034i,-0.0071724-0.0029822i,-0.0060375-0.0016868i,-0.0027471-0.0012189i,-0.0011675-0.0022885i,-0.0015486-0.0017823i,-0.0019339-3.0837e-05i,-0.00071935+0.00076133i,0.00048032+0.00052658i,0.00070762-5.6614e-05i,0.00084102-0.00021051i,0.00071983-0.00040848i,-0.00031433-0.00055567i,-0.0011891-0.00031729i,-0.00074002+0.00025705i,0.00011792+0.00097201i,0.00060056+0.0010415i,0.00056936+0.00079215i,0.00064218+2.929e-05i,0.00024746-0.00084271i,-0.00019924-0.00050323i
-0.00082236+0.0010106i,-0.0019335-0.00060073i,-0.0040896-0.0025015i,-0.0055802-0.0042351i,-0.0045773-0.0036179i,-0.0018033-0.0021605i,-0.00041886-0.001288i,-0.0010423-0.0008756i,-0.00058559-0.00023143i,-2.5108e-05+0.00043316i,-0.00077036+0.00078627i,-0.001259+0.00041593i,-0.0011933-0.00016971i,-0.00055359-0.00018568i,-0.00050292-0.00019738i,-0.00081687-0.00032776i,-0.00087698+0.00055445i,-0.00047289+0.0010958i,-0.00017857+0.00015364i,-0.00025695-0.00046515i,-0.00011158-0.00023222i,-0.00026436+0.00059241i,-0.00045202+0.00069127i
-0.00086092-0.0010657i,-0.0028337-0.001582i,-0.0057133-0.0024295i,-0.0064203-0.0030621i,-0.0049387-0.0011458i,-0.0019356-4.2188e-05i,0.00087851-0.0014962i,0.00046911-0.0017097i,-0.0010222+0.00016299i,-0.00094802+0.00065348i,-0.00041736-1.4657e-05i,-0.00095387-9.3499e-05i,-0.0014991-3.3842e-05i,-0.0012448+0.0010862i,-0.00086865+0.0012428i,-0.00057135+0.00088365i,-0.00054517+0.0012315i,-7.8658e-05+0.0015941i,0.00070148+0.0012106i,0.00061442+0.00035054i,0.0004609+0.00014128i,0.00076197+0.0011536i,0.00077093+0.0011005i
-0.0005288-0.0018203i,-0.0015612-0.0034585i,-0.0035742-0.0049772i,-0.0056613-0.0045623i,-0.0053989-0.0019145i,-0.0018826+0.00045119i,0.00057918+6.7168e-05i,-0.00053094-0.00059573i,-0.0012676+1.4203e-05i,-0.00087695+0.00048316i,-0.00084661+0.00037433i,-0.00058911+0.00033157i,9.697e-05-0.00052751i,0.0004534-0.00036102i,-4.8019e-05+0.00075142i,-0.0010326+0.00069027i,-0.00092961+0.00058393i,-0.00027164+0.00094362i,-0.00037378+0.0012005i,-0.00053011+0.0010905i,-1.095e-05+0.00052527i,0.00041705-0.00018783i,0.00049452-0.00028747i
-0.0019047-0.0012122i,-0.0039922-0.0015794i,-0.0071921-0.0026561i,-0.010224-0.0028381i,-0.0091101-0.0012709i,-0.0032668-0.00016144i,0.00035269-0.00072934i,-0.00041848-0.0010447i,-0.0010865-0.00010923i,-0.00072416-0.00012254i,-0.00014574+0.00019006i,6.1039e-05+0.00094796i,-8.6013e-05+0.00055409i,-9.8859e-05+0.00033222i,-0.00053951+0.00068009i,-0.001587+0.00097756i,-0.00089547+0.001424i,0.00027626+0.0012014i,0.00017517+0.00021663i,-0.00017972-0.00033679i,-8.6583e-05-8.8433e-05i,0.00021391+0.0004619i,0.00081536+0.00080525i
-0.00029089-0.0015308i,-0.0021509-0.0012113i,-0.0056479-0.00082458i,-0.0079627-0.001393i,-0.0065494-0.00047003i,-0.003025+0.00090922i,-0.00046335-0.00015559i,-0.00041244-0.00095449i,-0.0014057+8.3629e-05i,-0.00092269+0.00064196i,-0.00052908+0.00066785i,-0.00053885+0.0010014i,0.00036947+0.00039428i,0.00057389-7.7593e-05i,-0.00057364+0.00063825i,-0.0012016+0.0012958i,-0.0011199+0.0012305i,-0.00048848+0.0015129i,0.00015778+0.0013374i,0.00033475+0.0007674i,9.905e-05+0.00048411i,0.00022187+0.0003724i,0.0003065+0.00017702i
-0.00089265-0.0010523i,-0.0027319-0.0011309i,-0.0054514-0.0014799i,-0.0078847-0.002205i,-0.0070532-0.0010628i,-0.0030071-0.00042653i,-0.0011724-0.0011462i,-0.0019014-0.00048113i,-0.0013184+0.0016345i,-4.8795e-05+0.0018945i,-4.2166e-06+0.00097012i,-0.00052358+0.00024322i,-0.00093593-0.00068872i,-0.0005057-0.0013393i,0.00012067-0.0011111i,8.6311e-06-0.00086846i,-0.00039837-6.6888e-05i,-0.0002868+0.0011173i,-1.4809e-06+0.0013707i,-0.00015173+0.00051364i,-0.00073073+0.00055192i,-0.0010838+0.00084759i,-0.00056756+0.00077784i
0.00061408-0.0004211i,-0.0013042-0.002329i,-0.003971-0.0043215i,-0.0066098-0.0043436i,-0.006531-0.0024424i,-0.0031644+0.00013093i,-0.00062213-0.00034049i,-0.00030036-0.001293i,-0.00057087-6.412e-05i,-0.00046524+0.0006214i,-0.00049256+3.488e-06i,-0.00022591-0.00031056i,-0.00041544-0.00082742i,-0.00098951-0.00053805i,-0.0020298-0.00028308i,-0.0018583-0.00052225i,-0.00083193-0.00038494i,-0.00062121+0.00017679i,-0.00060721-0.00053976i,-0.00069127-0.0011671i,2.2175e-05-0.0002403i,0.00073903+0.00054245i,0.00022737+0.00065418i
-0.0016496-0.00047738i,-0.0022479-0.0014264i,-0.0038613-0.0026194i,-0.0057561-0.0043614i,-0.0059943-0.003645i,-0.0032307-0.001545i,-0.00049806-0.0016467i,-0.00059774-0.0019747i,-0.00068724-0.00023564i,-0.0003366+0.0013466i,-0.00053326+0.0011842i,-0.00073605+0.00029994i,-0.00097993-0.00074297i,-0.0011381-0.0010723i,-0.00074692-0.00035289i,-0.00096004+0.00076884i,-0.0011228+0.00083218i,-0.00057658+0.00093618i,-0.0005359+0.0013674i,-0.00039902+0.00099734i,0.00015657-8.7092e-05i,0.00027344-0.00081833i,0.00017702-0.00095464i
-0.00056021-0.00068399i,-0.0013068-0.0026524i,-0.0034001-0.0048334i,-0.0057088-0.0060153i,-0.005734-0.0042082i,-0.0032654-0.0019946i,-0.00081282-0.0021175i,-0.00075318-0.0016682i,-0.0017379+0.00049892i,-0.0013406+0.00060369i,-0.00058261-0.00054611i,6.7072e-05-0.00043909i,-8.5858e-05+8.2139e-07i,-0.00068572+2.7924e-05i,-0.0012271-0.00020051i,-0.00095242-4.2947e-05i,-0.00055324+0.00017337i,-0.00051786+7.8201e-05i,0.0001556+0.00077075i,0.00016729+0.0011483i,-0.00041332+0.00058409i,3.3377e-05-0.00010224i,0.00098396+9.3805e-05i
