-0.0013405+6.9791e-06i,-0.00037941-0.00029583i,-0.00095888+0.00012246i,-0.0010357-0.00052632i,-0.0013523-0.0024807i,-0.0012789-0.0021311i,-0.00065943-0.00068221i,-0.00015002-7.2418e-05i,0.0006508-0.0002376i,0.00080149-0.00025758i,0.00074654-0.00021158i,0.00085202-0.000356i,0.00055932-0.00062071i,0.00019977-0.00066127i,-0.00069104-0.00026901i,-0.0011586+0.00050141i,-0.00066059+0.00049031i,0.00029532-0.00018692i,0.0010407-0.00079015i,0.0010068-0.00033166i,0.00020499+0.00035971i,-9.7031e-05+0.00025703i,0.00029811-1.2779e-05i
-0.011504+0.0091823i,-0.0053305-0.00041734i,0.052014-0.087718i,0.12422-0.26956i,0.107-0.3889i,0.0080241-0.3023i,-0.024585-0.12798i,0.033218-0.047694i,0.070034-0.048961i,0.05689-0.033758i,0.032857+0.0035932i,0.015197+0.020396i,0.0014467+0.011079i,-0.0093215-0.0054277i,-0.014027-0.010636i,-0.011506+0.0019258i,-0.002252+0.017364i,0.0053125+0.018954i,0.0021553+0.012324i,-0.0033755+0.010707i,-0.0033099+0.013179i,-0.0020076+0.01169i,-0.0049202+0.0075577i
0.011886-0.012298i,0.0291-0.01513i,0.041145+0.029451i,0.05722+0.11511i,0.083622+0.15039i,0.091818+0.11015i,0.043402+0.068402i,-0.019243+0.055846i,-0.029879+0.052302i,-0.011626+0.040273i,-0.0026446+0.015571i,0.0011484-0.0030595i,0.0092639-0.0083074i,0.013918-0.0089058i,0.013446-0.0072347i,0.015087-0.010861i,0.01199-0.020482i,0.0054222-0.02392i,0.0028914-0.019757i,-0.00051686-0.017088i,-0.0056159-0.018129i,-0.0086326-0.016855i,-0.0075786-0.01308i
-0.011881+0.012676i,-0.038863+0.00021163i,-0.10405-0.085184i,-0.22455-0.20956i,-0.3-0.21938i,-0.20358-0.095038i,-0.026572-0.034173i,0.032703-0.079069i,-0.007789-0.095922i,-0.015649-0.071858i,0.0029976-0.048535i,0.0051394-0.027457i,-0.0062328-0.010051i,-0.018454+0.0034359i,-0.018912+0.0090109i,-0.010622+0.0061433i,-0.0036538+0.0043232i,-0.0039653+0.0065643i,-0.0063137+0.011613i,-0.00079533+0.015154i,0.0060085+0.014936i,0.0081973+0.013821i,0.010135+0.012491i
0.0026944-0.016645i,0.019127-0.015256i,0.054934+0.058781i,0.12294+0.1906i,0.15895+0.21563i,0.078663+0.08i,-0.047109+0.0049043i,-0.074182+0.073434i,-0.011122+0.11376i,0.019925+0.072879i,0.0043003+0.037179i,-0.00093731+0.022921i,0.0086017+0.0097693i,0.016277+0.00036169i,0.016434-0.0073644i,0.0023418-0.013383i,-0.016248-0.0087283i,-0.019802+9.9236e-05i,-0.010942-0.0011507i,-0.0090505-0.0079151i,-0.01398-0.0077715i,-0.012447-0.0018337i,-0.0057337+0.00077142i
-0.0079962+0.023038i,-0.034641+0.041521i,-0.099449+0.04255i,-0.17134+0.038163i,-0.14765+0.064144i,-0.033136+0.072604i,0.029916+0.0087831i,0.018233-0.055195i,-0.010287-0.059235i,-0.03432-0.036649i,-0.040142-0.019993i,-0.030934-0.0099701i,-0.02098-0.00081069i,-0.011035+0.0050064i,-0.0052328+0.0067522i,-0.00063207+0.0095393i,0.011127+0.010125i,0.020934+0.0068278i,0.021225+0.0051632i,0.019892+0.0048223i,0.020373+0.0022863i,0.018856-0.0035762i,0.01278-0.006987i
-0.00032674-0.020074i,0.033531-0.035628i,0.14998-0.034936i,0.32279-0.030338i,0.36271-0.02582i,0.20592+0.032069i,0.099808+0.13753i,0.13627+0.14748i,0.14847+0.051406i,0.10022+0.0013885i,0.068374+0.0070146i,0.05224+0.0012457i,0.032673-0.014163i,0.013662-0.022809i,-0.00056151-0.020507i,-0.0064585-0.0096868i,-0.0069294+0.0010891i,-0.0086841+0.0048586i,-0.012519+0.0045242i,-0.0147+0.0074611i,-0.01439+0.0096424i,-0.013779+0.0078106i,-0.012835+0.0065153i
0.007135+0.022728i,-0.0089541+0.04778i,-0.081026+0.05261i,-0.19227+0.0024987i,-0.21291-0.099062i,-0.10231-0.20626i,-0.060355-0.27404i,-0.14557-0.23818i,-0.18652-0.11325i,-0.13172-0.012037i,-0.070409+0.023426i,-0.042841+0.028701i,-0.02834+0.027522i,-0.013598+0.023701i,-1.9193e-05+0.018699i,0.0069312+0.0059872i,0.0021618-0.012138i,-0.0055763-0.020199i,-0.0045658-0.01598i,7.3879e-05-0.013668i,5.9596e-05-0.015187i,-0.0031962-0.012345i,-0.0038001-0.0078724i
-0.013954-0.022099i,-0.0015205-0.070776i,0.058422-0.15274i,0.13186-0.2267i,0.1356-0.19372i,0.093546-0.056262i,0.11383+0.028832i,0.14345+0.0044532i,0.11196-0.028717i,0.072632-0.047279i,0.041783-0.066256i,0.015412-0.060852i,0.00084478-0.039848i,-0.0073078-0.018572i,-0.007844-0.0032105i,-0.002809+0.0041239i,0.00091571+0.013491i,0.0035128+0.021893i,0.0075501+0.020178i,0.010633+0.011984i,0.011351+0.0094773i,0.013851+0.013928i,0.016651+0.01544i
0.016356+0.022542i,0.0079826+0.066789i,-0.073149+0.16916i,-0.2276+0.30242i,-0.34801+0.3345i,-0.37983+0.23854i,-0.37991+0.19214i,-0.29907+0.24436i,-0.13407+0.24674i,-0.02297+0.17142i,0.0091331+0.11102i,0.020975+0.079483i,0.025565+0.051943i,0.023092+0.024203i,0.014038-0.00042389i,-0.00056134-0.010304i,-0.010784-0.0060463i,-0.009587-0.00080475i,-0.0046385-0.00037549i,-0.0069768-0.00086293i,-0.010248+0.0012723i,-0.0090209+0.0015727i,-0.0087816+0.0012176i
-0.027154-0.014572i,-0.044249-0.062413i,-0.013502-0.15563i,0.098436-0.23864i,0.24453-0.21457i,0.33112-0.1486i,0.33587-0.169i,0.25817-0.23992i,0.12751-0.25514i,0.013539-0.19234i,-0.04611-0.10826i,-0.054473-0.053322i,-0.039167-0.029024i,-0.022213-0.014067i,-0.0091727-0.0032669i,0.0015747-0.0018621i,0.013894-0.0074764i,0.01954-0.012657i,0.013996-0.010863i,0.0092548-0.0067714i,0.0090324-0.0091316i,0.0074632-0.015184i,0.0062759-0.020164i
0.027625+0.013784i,0.06214+0.067355i,0.099019+0.20207i,0.1302+0.36851i,0.1356+0.41767i,0.11888+0.34323i,0.10692+0.27802i,0.11124+0.22487i,0.10448+0.14075i,0.092207+0.07085i,0.092136+0.024996i,0.077595-0.0066751i,0.049865-0.015513i,0.023328-0.014739i,0.0010812-0.0079308i,-0.0099451+0.0039129i,-0.016992+0.0090614i,-0.022769+0.0089315i,-0.021304+0.010135i,-0.014702+0.012748i,-0.0089835+0.015133i,-0.0081088+0.015768i,-0.0078521+0.016205i
-0.035829-2.3916e-05i,-0.084394-0.045147i,-0.12895-0.19145i,-0.14715-0.42952i,-0.14459-0.58343i,-0.18575-0.55064i,-0.27877-0.42875i,-0.34142-0.27768i,-0.31128-0.10972i,-0.21817+0.0038432i,-0.13087+0.050581i,-0.070218+0.057278i,-0.034215+0.041943i,-0.012277+0.025849i,0.0059483+0.01257i,0.011048-0.0017461i,0.0032742-0.0096806i,-0.0027753-0.0099151i,-0.001569-0.012044i,-0.0012518-0.017352i,-0.0091649-0.01846i,-0.015694-0.011303i,-0.015712-0.0032793i
0.039978+0.00035627i,0.10818+0.027449i,0.20106+0.11881i,0.26013+0.24043i,0.23516+0.27348i,0.20437+0.21205i,0.23749+0.15484i,0.27272+0.11212i,0.24923+0.05027i,0.17183-0.019609i,0.080959-0.060995i,0.019887-0.05589i,-0.0012468-0.033969i,-0.0062641-0.016186i,-0.0049053-0.0015805i,0.0030535+0.0094372i,0.011595+0.019808i,0.018518+0.02775i,0.02144+0.029066i,0.022548+0.024612i,0.023696+0.016474i,0.021614+0.0091044i,0.018891+0.0054297i
-0.035969+0.0090248i,-0.11906-0.0004421i,-0.28092-0.066077i,-0.47518-0.14195i,-0.53709-0.099603i,-0.41747+0.064633i,-0.24884+0.18245i,-0.12152+0.17026i,-0.041014+0.11474i,0.011112+0.088445i,0.046805+0.071854i,0.054714+0.040169i,0.036064+0.011318i,0.018557-0.005062i,0.0039726-0.017272i,-0.011287-0.022553i,-0.019309-0.019979i,-0.022957-0.014827i,-0.025792-0.0090318i,-0.026438-0.0021443i,-0.020084+0.0067025i,-0.007904+0.0078592i,-0.00092769+0.00059635i
0.036988-0.01853i,0.12709-0.032918i,0.29622+0.0096725i,0.48653+0.1078i,0.52539+0.12635i,0.36516-0.040324i,0.16889-0.23957i,0.048492-0.29421i,-0.012568-0.24522i,-0.057293-0.17041i,-0.083177-0.089625i,-0.07041-0.027897i,-0.03947-0.0033961i,-0.019197+0.0013777i,-0.0082616+0.00339i,-0.001768-0.00019135i,-0.00087234-0.0094169i,0.0021906-0.01629i,0.0092325-0.016016i,0.014151-0.013507i,0.012952-0.015099i,0.0055902-0.014844i,-0.00076263-0.0079934i
-0.034524+0.030108i,-0.12367+0.070584i,-0.27752+0.10431i,-0.40396+0.11822i,-0.33028+0.12303i,-0.10522+0.12484i,0.011561+0.12058i,-0.022595+0.11777i,-0.048385+0.10625i,-0.012748+0.059701i,0.019718-0.00098266i,0.014079-0.029501i,-0.0015823-0.018329i,-0.0042766+0.00027793i,-0.0021054+0.009768i,-0.0015394+0.015656i,-0.0017955+0.021464i,-0.0047808+0.022593i,-0.0090837+0.018055i,-0.0085635+0.011854i,-0.0066113+0.0070852i,-0.0051377+0.0043095i,-0.0025722+0.0021195i
0.026773-0.038742i,0.10805-0.111i,0.281-0.22244i,0.47109-0.33308i,0.44944-0.33762i,0.17284-0.17575i,-0.042382+0.035892i,-0.039622+0.12856i,0.0068904+0.10871i,0.0014314+0.0956i,-0.0013518+0.10586i,0.014659+0.090698i,0.017942+0.052285i,0.005372+0.022303i,-0.0010695+0.010005i,0.0040871+0.0086052i,0.010501+0.0078698i,0.015487+0.0040855i,0.019218-0.0024696i,0.014489-0.0088482i,0.0031857-0.0071141i,-0.0038099+0.00087443i,-0.005354+0.006506i
-0.025171+0.047553i,-0.095543+0.14251i,-0.24332+0.27732i,-0.41011+0.35624i,-0.40982+0.26299i,-0.18637+0.047797i,0.028848-0.10835i,0.089818-0.1238i,0.072445-0.072587i,0.037879-0.046868i,0.0018251-0.044362i,-0.015783-0.030267i,-0.0078153-0.012533i,0.011426-0.0097941i,0.019829-0.016166i,0.015116-0.023702i,0.0083926-0.024888i,0.0024678-0.011561i,-0.0035717+0.0090888i,-0.0062743+0.021197i,-0.0021933+0.018795i,0.0018903+0.0070868i,0.0040734-0.0027481i
0.014657-0.045572i,0.053994-0.15349i,0.12358-0.33728i,0.1763-0.49027i,0.16119-0.44033i,0.11549-0.2266i,0.099762-0.10981i,0.064551-0.14394i,0.018687-0.15474i,0.030906-0.10367i,0.058378-0.063966i,0.0535-0.046379i,0.030021-0.030699i,0.008121-0.011485i,-0.0029369-1.8209e-05i,-0.009694+0.00051347i,-0.018585-0.001706i,-0.02654-0.0085284i,-0.026256-0.015644i,-0.018022-0.01483i,-0.010921-0.0069309i,-0.00585+0.0019038i,-0.0017994+0.008808i
0.0012767+0.051778i,-0.004056+0.18345i,-0.021359+0.4287i,-0.050641+0.68562i,-0.090571+0.70714i,-0.16233+0.45692i,-0.25463+0.24606i,-0.25303+0.20889i,-0.15506+0.18693i,-0.086081+0.11917i,-0.06193+0.068924i,-0.037945+0.043393i,-0.012642+0.018078i,-0.00081126-0.0087162i,-0.0054529-0.02307i,-0.018142-0.020634i,-0.026795-0.010754i,-0.0206+0.00094703i,-0.0027934+0.0042526i,0.007351-0.0040365i,0.0054898-0.011724i,0.001851-0.013743i,-0.00098504-0.011388i
-0.0098167-0.053979i,-0.02413-0.18565i,-0.04531-0.41228i,-0.042354-0.60527i,0.010814-0.57301i,0.057348-0.34925i,0.063433-0.13804i,0.052738-0.017731i,0.037009+0.0056138i,0.0053939-0.027263i,-0.027738-0.032589i,-0.031018-0.013703i,-0.0244-0.0024896i,-0.023004+0.01218i,-0.010601+0.025857i,0.014107+0.031054i,0.037339+0.032219i,0.0446+0.025273i,0.032287+0.014338i,0.017184+0.0081822i,0.0094872+0.003781i,0.00484-0.0005009i,0.0020814-0.0043626i
0.021231+0.046322i,0.076442+0.15715i,0.20858+0.33712i,0.37483+0.4767i,0.44406+0.44246i,0.40945+0.27979i,0.37649+0.1334i,0.34428+0.022984i,0.25523-0.03579i,0.15828-0.01792i,0.10296-0.001582i,0.055237-0.011689i,0.014892-0.016306i,-0.0050705-0.01682i,-0.016321-0.011232i,-0.022122+0.0016398i,-0.020825+0.011526i,-0.014182+0.016655i,-0.0076623+0.020109i,-0.0041873+0.019865i,0.0002294+0.01533i,0.0077624+0.010453i,0.016123+0.0057962i
-0.031514-0.042308i,-0.13004-0.14994i,-0.33487-0.33733i,-0.56466-0.50276i,-0.6239-0.48792i,-0.48589-0.30577i,-0.31585-0.17348i,-0.21584-0.15609i,-0.16989-0.12652i,-0.12506-0.04587i,-0.063479+0.017257i,-0.016436+0.027197i,-5.8949e-05+0.021234i,0.011602+0.019799i,0.025294+0.0071966i,0.025757-0.018954i,0.0094912-0.044514i,-0.012412-0.049689i,-0.021093-0.033071i,-0.015598-0.01232i,-0.011403+0.0038885i,-0.014128+0.016201i,-0.017706+0.021579i
0.036112+0.039792i,0.13561+0.12334i,0.33+0.24i,0.50328+0.28591i,0.46397+0.17197i,0.23039-0.02033i,-0.023754-0.11428i,-0.17037-0.065153i,-0.15566+0.011015i,-0.071324-0.00038818i,-0.043774-0.043008i,-0.046452-0.028747i,-0.021398+0.0037887i,0.0025342+0.010695i,0.007475+0.0069119i,0.0030018+0.0073177i,-0.0023587+0.016673i,0.0037424+0.022131i,0.011341+0.0086181i,0.0068942-0.0099334i,-0.00038687-0.019016i,-0.0035945-0.020609i,-0.0066846-0.018477i
-0.041084-0.026981i,-0.16119-0.05817i,-0.40261-0.057002i,-0.61751+0.052644i,-0.54791+0.22301i,-0.22444+0.31063i,0.050993+0.27766i,0.1304+0.20451i,0.10363+0.13692i,0.080295+0.085031i,0.076261+0.051021i,0.06167+0.024622i,0.034049+0.0092004i,0.012134+0.00090709i,-0.00019514-0.0088302i,-0.005139-0.013508i,-0.0046036-0.012033i,-0.0057407-0.0079236i,-0.0044784-0.002977i,0.0025712-0.0026738i,0.0063453-0.0061607i,0.0059647-0.0096522i,0.0034823-0.012152i
0.054379+0.018706i,0.19763+0.035218i,0.47462+0.012325i,0.71842-0.080316i,0.65003-0.1648i,0.31035-0.12945i,0.066396+0.012521i,0.075785+0.10595i,0.12935+0.067569i,0.065423+0.010522i,-0.016887+0.023137i,-0.017546+0.035749i,0.0090596-0.0010938i,0.0073507-0.032597i,-0.0055421-0.026282i,-0.0037534-0.0041158i,0.012299+0.0052274i,0.023205+0.0018108i,0.015988-8.7989e-05i,0.0023127+0.0026596i,-0.0054086+0.0055739i,-0.0058618+0.009496i,0.0037685+0.016071i
-0.045483-0.016731i,-0.16174-0.01349i,-0.34674+0.040932i,-0.43401+0.14364i,-0.2817+0.15329i,-0.055012-0.037333i,0.00067754-0.27629i,-0.074141-0.33683i,-0.10563-0.23542i,-0.064779-0.13013i,-0.019508-0.085467i,-0.0088743-0.059944i,-0.012698-0.020798i,-0.0080313+0.0076084i,-0.0028896+0.012192i,-0.013132+0.008067i,-0.034391+0.011839i,-0.042875+0.021689i,-0.030107+0.025452i,-0.010514+0.023969i,0.0021816+0.02005i,0.0038818+0.013968i,-0.0010849+0.0090311i
0.047537-0.0023682i,0.15252-0.05557i,0.30201-0.2233i,0.33858-0.45207i,0.18714-0.48495i,0.057443-0.19956i,0.10021+0.097475i,0.15199+0.13376i,0.091427+0.060724i,0.034255+0.051817i,0.035993+0.054431i,0.02994+0.021875i,0.00085437-0.0059401i,-0.013059-0.0073516i,-0.0051143-0.0043201i,0.0017597-0.0113i,-0.0019729-0.018315i,-0.0075562-0.017843i,-0.0080628-0.01176i,-0.0079362-0.0031278i,-0.0081162+0.0049237i,-0.0061937+0.0099475i,-0.0029053+0.0074973i
-0.0532+0.0085029i,-0.17054+0.068368i,-0.33556+0.22552i,-0.40578+0.41535i,-0.31278+0.43893i,-0.23532+0.26765i,-0.27458+0.13229i,-0.27282+0.12588i,-0.16474+0.11815i,-0.074184+0.057843i,-0.049783+0.014102i,-0.038116+0.016561i,-0.01178+0.032416i,0.011166+0.03263i,0.020264+0.021773i,0.030234+0.013872i,0.045172+0.014308i,0.050859+0.016964i,0.0423+0.0093508i,0.027486-0.0070521i,0.016793-0.021504i,0.013419-0.033091i,0.0092966-0.04012i
0.048334-0.012426i,0.12496-0.063626i,0.18444-0.17667i,0.12942-0.25705i,0.020669-0.21805i,0.049565-0.1695i,0.16123-0.23014i,0.16579-0.26797i,0.10903-0.19292i,0.076067-0.1242i,0.035573-0.093529i,-0.0010916-0.056663i,-0.015138-0.030092i,-0.022161-0.021578i,-0.026051-0.014144i,-0.028043-0.0036673i,-0.028606+0.0029055i,-0.025966+0.0032358i,-0.018615+0.0039391i,-0.010962+0.0057918i,-0.0078032+0.011043i,-0.0053367+0.02187i,-0.00036411+0.030184i
-0.046143+0.019448i,-0.10128+0.10635i,-0.10795+0.28472i,0.044352+0.43116i,0.25265+0.40404i,0.272+0.29255i,0.13962+0.25868i,0.053503+0.23936i,0.024576+0.1516i,0.0029241+0.087637i,0.0084917+0.073091i,0.027343+0.047177i,0.032038+0.013245i,0.024958-0.0069872i,0.010914-0.014391i,-0.0023922-0.018442i,-0.011616-0.025448i,-0.018202-0.030803i,-0.01968-0.029112i,-0.014508-0.024885i,-0.011504-0.023337i,-0.017261-0.017292i,-0.020941-0.002126i
0.048371-0.02491i,0.12296-0.10581i,0.18558-0.25301i,0.13837-0.34477i,-0.012085-0.27215i,-0.13147-0.13577i,-0.15249-0.053691i,-0.10096-0.015626i,-0.05085+0.0019255i,-0.051071+0.01311i,-0.059382+0.029626i,-0.040975+0.033706i,-0.016796+0.022144i,0.00076429+0.013612i,0.010271+0.010314i,0.010978+0.01172i,0.0086356+0.016945i,0.0099971+0.021094i,0.015739+0.023412i,0.019252+0.027399i,0.02051+0.029499i,0.0176+0.021402i,0.0071283+0.0071373i
-0.041197+0.021769i,-0.089402+0.078876i,-0.11135+0.12795i,-0.063946+0.033888i,0.014566-0.1889i,0.065634-0.30492i,0.094486-0.2673i,0.086156-0.19949i,0.044362-0.11576i,0.039247-0.044873i,0.052941-0.032373i,0.036739-0.028852i,0.015943-0.0094988i,0.0056357+0.00096518i,0.003077+0.0036981i,0.0047668-0.0001135i,0.0012459-0.0037619i,-0.0046895+0.0017551i,-0.010109+0.0047706i,-0.021111+0.00058555i,-0.028646-0.0020422i,-0.016098-0.0025454i,0.0077787-0.0095263i
0.035995-0.03409i,0.070183-0.12362i,0.060688-0.23819i,-0.022794-0.21317i,-0.09209-0.012561i,-0.065347+0.12745i,-0.029872+0.087694i,-0.047117+0.0041656i,-0.045539-0.032418i,-0.019612-0.029642i,-0.0062799-0.0041138i,0.0056687+0.0076062i,0.0112-0.0095375i,0.0059337-0.028745i,0.0015112-0.036545i,-0.00015837-0.035909i,0.00052603-0.030418i,0.0018558-0.022339i,0.0044978-0.011977i,0.013327-0.0079263i,0.016113-0.0099864i,0.0028159-0.0048128i,-0.010076+0.0085468i
-0.037851+0.032569i,-0.095678+0.12745i,-0.16677+0.26074i,-0.21473+0.31544i,-0.22271+0.22629i,-0.2199+0.13381i,-0.21436+0.13947i,-0.17209+0.16056i,-0.0957+0.11599i,-0.046599+0.035532i,-0.036-0.0050049i,-0.025642+0.00067363i,-0.0085045+0.018712i,0.0052913+0.03014i,0.010531+0.028422i,0.00089829+0.027232i,-0.010976+0.035203i,-0.012246+0.03152i,-0.012033+0.014936i,-0.01405+0.0078799i,-0.010296+0.0097879i,-0.0046999+0.0072122i,-0.0057567+0.0017595i
0.030139-0.036975i,0.071589-0.11185i,0.14107-0.18411i,0.26231-0.14397i,0.39113-0.014683i,0.40259+0.023466i,0.30319+0.0062896i,0.23844+0.049805i,0.20389+0.058439i,0.12766+0.008923i,0.048734-0.019843i,0.0013801-0.031503i,-0.027297-0.039576i,-0.041005-0.034875i,-0.050693-0.022078i,-0.054352-0.0081803i,-0.042409-0.00094219i,-0.02279+0.0034479i,-0.0016907+0.0092528i,0.012829+0.0085064i,0.019791+0.0033865i,0.025081-0.0021217i,0.02368-0.0045463i
-0.024948+0.044974i,-0.04531+0.15417i,-0.049537+0.29725i,-0.039823+0.33809i,-0.03001+0.22637i,0.0081173+0.094597i,0.080738-0.0059563i,0.093022-0.086434i,0.04442-0.066878i,0.037834+0.010869i,0.055532+0.029998i,0.052138+0.022686i,0.052624+0.029371i,0.058293+0.02526i,0.065737+0.006558i,0.076961-0.015575i,0.07477-0.028136i,0.057196-0.02418i,0.032944-0.012721i,0.0096533-0.0026648i,-0.0066302+0.0021537i,-0.012769+0.0030088i,-0.0077671-0.0041682i
0.027502-0.051501i,0.060578-0.16689i,0.091809-0.35732i,0.094424-0.51649i,0.030387-0.5138i,-0.06941-0.35365i,-0.12945-0.19225i,-0.12984-0.14525i,-0.12541-0.14381i,-0.13399-0.079134i,-0.10965+0.0025918i,-0.073169+0.022132i,-0.066164+0.0090593i,-0.064569+0.013005i,-0.045174+0.035921i,-0.020693+0.052216i,-0.012818+0.048465i,-0.018042+0.038324i,-0.012681+0.023882i,-0.0037853+0.0031273i,-0.0046326-0.0096581i,-0.0065116-0.0064531i,-0.0028052+0.0054504i
-0.026278+0.045785i,-0.043586+0.14304i,-0.067631+0.27541i,-0.10611+0.34485i,-0.12305+0.29254i,-0.095726+0.17308i,-0.10942+0.072099i,-0.16998+0.060242i,-0.14795+0.084289i,-0.053062+0.036861i,0.00073708-0.022106i,0.022174-0.029636i,0.044159-0.029882i,0.044929-0.045164i,0.015213-0.063906i,-0.02864-0.070066i,-0.055822-0.057544i,-0.05332-0.039468i,-0.035539-0.019308i,-0.018007-0.0027926i,-0.011591+0.0041485i,-0.022413+0.010785i,-0.033745+0.020547i
0.017271-0.05427i,0.017111-0.16419i,-0.030103-0.29979i,-0.10607-0.30153i,-0.12552-0.12792i,-0.032274+0.027209i,0.12018+0.066791i,0.1982+0.052494i,0.15352+0.03866i,0.074994+0.049194i,0.031372+0.061644i,0.0096912+0.055598i,0.0013786+0.040657i,0.010697+0.026919i,0.026336+0.015618i,0.034158+0.0058994i,0.033769+0.0059772i,0.025843+0.011428i,0.0072373+0.011859i,-0.0058114+0.013687i,0.0028739+0.012457i,0.021083-0.0028055i,0.026446-0.017342i
-0.025832+0.049092i,-0.038845+0.15322i,-0.02815+0.2865i,0.038314+0.30792i,0.134+0.15428i,0.13811+0.00089403i,0.033617-0.009493i,0.0020243+0.030699i,0.054898-0.0076028i,0.041662-0.07626i,-0.016602-0.073206i,-0.028186-0.028619i,-0.016074-0.0045978i,-0.018413+0.0050608i,-0.02155+0.011264i,-0.021754+0.012904i,-0.021509+0.006566i,-0.011856-0.0030533i,0.0030839-0.0070113i,0.0060361-0.0092188i,-0.001079-0.0064262i,0.001052+0.0019333i,0.010997+0.0032416i
0.010824-0.050484i,0.030695-0.14176i,0.090344-0.23207i,0.21195-0.20369i,0.28694-0.064322i,0.19991-0.021943i,0.048319-0.099641i,-0.020088-0.1315i,0.012411-0.091329i,0.063132-0.049131i,0.075438-0.034408i,0.059033-0.039088i,0.031738-0.042435i,0.0075747-0.034143i,-0.0070732-0.022391i,-0.0089825-0.013898i,-0.00557-0.01153i,-0.011179-0.0093412i,-0.014994-0.0031983i,-0.0056592-0.0031689i,-0.0051237-0.0056458i,-0.018601+0.0017818i,-0.025089+0.010203i
-0.016679+0.057768i,-0.036649+0.15968i,-0.094056+0.24885i,-0.22141+0.173i,-0.32225-0.027957i,-0.22905-0.081842i,-0.035822+0.00036321i,0.021878+0.041988i,-0.047421+0.074917i,-0.062718+0.11705i,-0.012537+0.10143i,0.0071367+0.071522i,0.012234+0.071197i,0.027409+0.056297i,0.037315+0.023925i,0.037963+0.0022711i,0.037233-0.0041371i,0.045266-0.0072739i,0.0474-0.015832i,0.03423-0.01641i,0.026941-0.012444i,0.023571-0.017908i,0.014408-0.024149i
0.015673-0.05224i,0.056108-0.15183i,0.17653-0.26483i,0.37176-0.26265i,0.47019-0.091748i,0.31124+0.084926i,0.087759+0.17081i,0.016744+0.1602i,0.0077727+0.078332i,-0.024301+0.010608i,-0.046988-0.016246i,-0.052565-0.049667i,-0.058363-0.090266i,-0.062647-0.090654i,-0.063697-0.040495i,-0.052394+0.021857i,-0.030035+0.06744i,-0.014874+0.086106i,-0.0076994+0.080416i,-0.0028364+0.065526i,0.002266+0.052773i,0.012385+0.037807i,0.020129+0.02168i
-0.013372+0.057551i,-0.05212+0.17323i,-0.22673+0.36556i,-0.55312+0.54794i,-0.77134+0.54i,-0.64723+0.31096i,-0.41736+0.015984i,-0.33029-0.11748i,-0.22747-0.081418i,-0.082366-0.056087i,-0.018237-0.038804i,0.013578+0.014235i,0.054359+0.054359i,0.077218+0.048859i,0.073993-0.0056038i,0.036038-0.067239i,-0.012062-0.091068i,-0.035502-0.076966i,-0.03204-0.04674i,-0.022621-0.030663i,-0.023708-0.025296i,-0.02317-0.0089297i,-0.016685+0.009847i
0.0024489-0.062712i,0.040302-0.19912i,0.20201-0.44097i,0.48641-0.71221i,0.66814-0.80834i,0.60893-0.65544i,0.49045-0.39531i,0.43882-0.25749i,0.29341-0.23883i,0.090797-0.13604i,0.0078585-0.0095612i,-0.017331+0.015373i,-0.069118+0.011829i,-0.092172+0.03835i,-0.054122+0.06723i,0.0017778+0.068209i,0.020595+0.047998i,0.0089339+0.034412i,0.0025231+0.028212i,0.0027781+0.014225i,-0.0066362-0.0047598i,-0.028437-0.014282i,-0.035354-0.012506i
-0.014394+0.07018i,-0.049474+0.19455i,-0.16459+0.41834i,-0.28308+0.677i,-0.19718+0.76457i,0.015778+0.57784i,0.091753+0.33499i,0.077506+0.24574i,0.11414+0.19834i,0.099503+0.070113i,0.017537-0.013797i,-0.00043113-0.0072456i,0.034734-0.0096326i,0.040375-0.02549i,0.0094905-0.025761i,-0.024775-0.019372i,-0.032309-0.015734i,-0.022291-0.021549i,-0.022952-0.027765i,-0.023728-0.022364i,-0.0071455-0.0098887i,0.01148+0.004087i,0.017974+0.017461i
0.0006118-0.069754i,0.012792-0.20816i,0.080809-0.47202i,0.14602-0.79705i,0.041335-0.92985i,-0.18121-0.69391i,-0.28105-0.33656i,-0.22729-0.13524i,-0.12691-0.026679i,-0.0094208+0.030424i,0.053275+0.0012637i,0.041965-0.032054i,0.037691-0.041117i,0.03281-0.064427i,-0.00048584-0.074279i,-0.022157-0.049611i,-0.017393-0.017238i,-0.004682-0.0018532i,0.0020862-0.0015156i,0.0023625+0.0033407i,0.0070225+0.013037i,0.015399+0.0048133i,0.014431-0.017396i
-0.016976+0.070346i,-0.030656+0.20486i,-0.077971+0.44735i,-0.083788+0.70252i,0.054323+0.74052i,0.16803+0.47692i,0.033463+0.19073i,-0.18141+0.1479i,-0.20152+0.18269i,-0.099347+0.116i,-0.030303+0.055384i,0.003002+0.050124i,0.017479+0.058655i,0.029251+0.060431i,0.055029+0.040815i,0.067209+0.0011253i,0.051837-0.027077i,0.03151-0.026443i,0.026879-0.011684i,0.024831-0.0048347i,0.0099191-0.0025677i,-0.0035137+0.0086935i,-0.0036211+0.018041i
