-0.0016426-0.00074604i,-0.0016167-0.0016925i,-0.0024275-0.00080325i,-0.0018942+0.00026613i,-0.0011548+0.00073877i,-0.00042815+0.00010073i,0.00031866-4.996e-05i,0.00078374+0.00089914i,0.00092128+0.0010945i,0.00039453+0.00050067i,5.8668e-05-6.5237e-05i,0.00035228+0.00039024i,0.00055785-4.1249e-05i,0.00014787-0.0012785i,-0.00063616-0.0012954i,-0.00050921-0.00091543i,-0.00016545-0.00017908i,9.5063e-05-0.00018983i,0.00017437-0.00095812i,0.0001653-0.00082544i,0.00022638-0.00013896i,-0.00012732+0.0001915i,0.00011514-7.5516e-05i
0.00092702-0.002868i,0.0055165-0.0048626i,0.01892-0.017834i,0.047671-0.049129i,0.081154-0.09237i,0.097441-0.11253i,0.087127-0.085605i,0.067914-0.044777i,0.05095-0.024964i,0.026305-0.018439i,0.0048858-0.008581i,-0.0017419-0.00031302i,-0.0027494+0.00094725i,-0.0043929+0.0012578i,-0.0046286+0.0022506i,-0.0015613+0.00307i,0.0022991+0.005815i,0.0034519+0.01052i,0.0032682+0.011895i,0.003348+0.0094208i,0.001246+0.0073297i,-0.00085527+0.006729i,-0.0001064+0.0059555i
0.00078316+0.00047589i,-0.0015398+0.0070811i,-0.0076636+0.028331i,-0.016599+0.070481i,-0.021191+0.10919i,-0.019814+0.098613i,-0.02324+0.049341i,-0.032704+0.014121i,-0.035017+0.00058282i,-0.026763-0.0069507i,-0.015126-0.0057911i,-0.0046847+0.0017416i,-0.00056934+0.0047683i,-0.00085845+0.0042966i,-0.0010224+0.0045736i,-0.0015153+0.0048672i,-0.0023566+0.0042323i,-0.0019991+0.0025375i,-0.00074448+0.0017473i,-0.00017881+0.00032923i,0.00078734-0.0019478i,0.0011729-0.0018755i,0.0014386-0.0001989i
-0.00089485-0.001415i,-0.00096351-0.0076027i,-0.0046076-0.025076i,-0.021921-0.053831i,-0.058864-0.066692i,-0.097939-0.043875i,-0.095739-0.020071i,-0.061966-0.023093i,-0.042377-0.022344i,-0.028454-0.0011317i,-0.0075176+0.0108i,0.0040172+0.0069555i,0.0042256+0.0045856i,0.0035351+0.0042139i,0.0035659+0.0022746i,0.0041799-0.00037186i,0.0056388-0.0042813i,0.0070273-0.0076101i,0.0066394-0.0083513i,0.0045286-0.0061315i,0.0039308-0.002748i,0.0054673-0.0013667i,0.0060864-0.0025882i
-0.001467-0.00097415i,0.0030071+0.0026151i,0.016528+0.013211i,0.049647+0.026671i,0.089635+0.031891i,0.10666+0.026871i,0.077544+0.028346i,0.040058+0.041847i,0.029065+0.044948i,0.024331+0.030725i,0.014975+0.012183i,0.0083167+0.0001657i,0.0057282-0.0042641i,0.0042998-0.0058868i,0.0034463-0.0065268i,0.001951-0.0032944i,-0.00046821+0.0021381i,-0.0038639+0.0053332i,-0.0052421+0.0046547i,-0.0039911+0.0019469i,-0.0047603-0.00046295i,-0.0063174-0.00082511i,-0.0049517+7.0364e-05i
-0.0021774-0.0011327i,-0.0082953-0.0026052i,-0.029417-0.007348i,-0.057347-0.0099189i,-0.056092+0.0028881i,-0.012776+0.032222i,0.021665+0.047558i,0.012547+0.036564i,-0.0009937+0.022612i,0.0068838+0.0036657i,0.0093449-0.014109i,0.002867-0.014693i,0.00058804-0.0079283i,-0.0012035-0.004949i,-0.0040144-0.0031667i,-0.004055-0.0026669i,-0.0028293-0.0029624i,-0.0035108-0.0022693i,-0.0051274-0.00055659i,-0.0041284+0.00010752i,-0.001537-0.00086628i,-0.001039-0.0014261i,-0.0026127-0.0017675i
-0.00015897+0.00057227i,0.0064418-0.00027484i,0.023008-0.0017734i,0.036518-0.013176i,0.017228-0.039314i,-0.019019-0.069063i,-0.02048-0.071633i,0.0053656-0.052974i,0.01564-0.048096i,-1.596e-05-0.039444i,-0.013339-0.018141i,-0.013605-0.0050261i,-0.011378-0.0015457i,-0.010768+0.0005408i,-0.010434+0.0016272i,-0.0077471+0.0011023i,-0.0023012+0.00041051i,0.0045881+0.0013535i,0.0086094+0.0026012i,0.0070797+0.0024637i,0.0038422+0.0027443i,0.002945+0.0036228i,0.0031655+0.0037923i
-0.00041539+0.0026625i,-0.0045334+0.006532i,-0.014248+0.022396i,-0.026256+0.050296i,-0.022305+0.062708i,-0.011583+0.031183i,-0.0052878-0.012108i,0.0035612-0.018292i,0.004798-0.00036342i,-0.0072641+0.0097479i,-0.017003+0.012764i,-0.013055+0.012232i,-0.0058612+0.008515i,-0.00035794+0.0064974i,0.0037176+0.0063343i,0.0020175+0.0051581i,-0.0032851+0.0028866i,-0.0065167+0.00064121i,-0.0050924-2.1444e-05i,-0.0026071-0.00027388i,-0.0013682-0.0020768i,-0.00041449-0.0024133i,-0.00018215-0.00051766i
0.00059415+0.00063922i,0.0029628-0.0086313i,0.014634-0.030867i,0.032712-0.055676i,0.043354-0.036966i,0.03807+0.037173i,0.016108+0.0685i,-0.016599+0.03093i,-0.034937+0.010731i,-0.01866+0.021297i,0.0071136+0.02195i,0.014935+0.014903i,0.01283+0.012283i,0.010043+0.0096163i,0.0064394+0.0076976i,0.0038001+0.0075095i,0.0014663+0.006019i,-0.00022947+0.0021828i,-0.0017712-0.0026851i,-0.0020064-0.0050281i,6.4698e-05-0.003025i,0.0015499-0.0018055i,0.001553-0.0043277i
0.0010944+0.0029991i,0.0012452+0.0093896i,0.0024598+0.024632i,0.008371+0.039487i,0.015129+0.030568i,0.0031873+0.00021773i,-0.023342-0.0044615i,-0.025724+0.0063386i,-0.0040539+0.00021937i,0.011746-0.0081088i,0.016193-0.0091039i,0.015034-0.0082482i,0.010164-0.0073826i,0.0051801-0.0081028i,0.0020781-0.010712i,0.0025638-0.0087142i,0.0048489-0.00062059i,0.0044987+0.0073704i,0.0026316+0.010258i,0.0013766+0.0077201i,0.00016373+0.0038867i,-0.00045562+0.0024977i,0.00055205+0.002748i
0.00084728-0.00069178i,-0.0064155-0.0062468i,-0.030217-0.022122i,-0.068586-0.053419i,-0.082318-0.094769i,-0.029032-0.11288i,0.031664-0.085307i,0.029718-0.031787i,0.013371+0.0028806i,0.0084648-0.0052932i,-0.0019069-0.02353i,-0.0066456-0.025637i,-0.0023005-0.021387i,-0.00011105-0.014297i,0.00073172-0.0057583i,0.0028091-0.0026182i,0.0047993-0.0046657i,0.0062241-0.0057761i,0.0043983-0.0036665i,0.0010016-0.0019154i,0.00098685-0.001467i,0.0014559-0.00086228i,-0.00081364+0.00027772i
0.00044285+0.0024856i,0.010416+0.0070649i,0.037754+0.02138i,0.073257+0.053398i,0.072432+0.10479i,0.020998+0.13035i,-0.0042455+0.10803i,0.015311+0.065943i,0.010803+0.02717i,-0.010858+0.013993i,-0.016719+0.013945i,-0.015171+0.010212i,-0.014406+0.0075899i,-0.01436+0.0077923i,-0.015843+0.0065816i,-0.016104+0.0018567i,-0.012147-0.0049272i,-0.0062896-0.0090002i,-0.00048331-0.0088296i,0.0026286-0.0053589i,0.0020464-0.0022253i,0.00088918-0.0016075i,0.0012834-0.0026619i
-1.75e-05+0.001091i,-0.0085316+0.002317i,-0.026363+0.0137i,-0.052197+0.04097i,-0.072745+0.06192i,-0.084942+0.058081i,-0.08066+0.024215i,-0.048124-0.0092468i,-0.014264-0.011992i,-0.0063695+6.7047e-05i,-0.0082849+0.012732i,-0.0091628+0.017532i,-0.010763+0.014037i,-0.0062598+0.0089813i,0.0017511+0.0041606i,0.0030335+0.0024376i,-0.003993+0.0038275i,-0.011856+0.004608i,-0.012728+0.0051381i,-0.0092872+0.0038966i,-0.0057381+0.0010375i,-0.002433-0.00073854i,-0.00032544+0.00069358i
0.0032404-0.00010221i,0.0088453-0.0095994i,0.030263-0.047864i,0.07558-0.11892i,0.14754-0.16779i,0.20666-0.14793i,0.17843-0.10109i,0.091208-0.071249i,0.035481-0.043801i,0.028442-0.020898i,0.031575-0.01216i,0.027758-0.0045973i,0.024034+0.0025695i,0.020091+0.0050516i,0.014424+0.0082917i,0.0086529+0.014224i,0.0047402+0.017477i,0.003214+0.014585i,0.001566+0.0073363i,5.3219e-05+0.0015475i,-0.0013801+0.0012331i,-0.0026358+0.0036739i,-0.0038133+0.0025932i
-0.00014806+0.0022276i,-0.0039921+0.012522i,-0.016913+0.042134i,-0.033895+0.082423i,-0.051751+0.091489i,-0.064414+0.067825i,-0.054875+0.061137i,-0.036385+0.060914i,-0.022866+0.038316i,-0.01308+0.014054i,-0.0058813+0.0010175i,0.00099931-0.0046274i,0.0048333-0.0037589i,0.0029138-0.0049856i,0.0004396-0.01019i,0.0031908-0.012512i,0.00994-0.0093947i,0.015281-0.0022236i,0.014929+0.0033787i,0.0098726+0.0045709i,0.0055325+0.0040688i,0.0034083+0.0021424i,0.0041281+0.00073619i
0.0010285-0.0045611i,-0.002187-0.010621i,-0.031504-0.029685i,-0.10941-0.052823i,-0.21401-0.071061i,-0.25434-0.095289i,-0.20318-0.097248i,-0.1288-0.051797i,-0.073142-0.014434i,-0.045126-0.0092285i,-0.034461-0.010767i,-0.024003-0.012407i,-0.014966-0.016801i,-0.010286-0.016533i,-0.0044433-0.011337i,0.0020428-0.0078093i,0.0044072-0.0087862i,0.0015314-0.013289i,-0.0024573-0.014105i,-0.0032067-0.0092994i,0.00031396-0.0043802i,0.0033666-0.0019403i,0.0021315-0.0014055i
0.00064484+0.0021695i,0.012611+0.0088541i,0.055731+0.031182i,0.14717+0.073309i,0.23906+0.13172i,0.23502+0.17522i,0.16734+0.14393i,0.12126+0.06555i,0.081141+0.018358i,0.044805+0.010725i,0.02539+0.013724i,0.012728+0.013215i,0.0030438+0.011059i,-0.0037537+0.010676i,-0.01063+0.0094773i,-0.017996+0.0049429i,-0.022344-0.00076858i,-0.019342-0.0034829i,-0.011235-0.0038602i,-0.0042079-0.0044009i,-0.0030812-0.0048039i,-0.0049527-0.0047156i,-0.0041041-0.0048566i
-0.0044532-0.00027414i,-0.013268-0.0048826i,-0.03047-0.0072413i,-0.044741+0.011664i,-0.027036+0.060235i,0.028424+0.10973i,0.055069+0.1172i,0.031013+0.081707i,0.012203+0.046679i,0.0085419+0.029069i,0.0058109+0.017898i,0.00019744+0.011295i,-0.0058227+0.011611i,-0.0061709+0.011044i,-0.001663+0.0070505i,0.0039369+0.0053352i,0.0050331+0.0086941i,-0.00012078+0.013793i,-0.0041685+0.014997i,-0.0041341+0.011346i,-0.002862+0.0058364i,-0.002282+0.0025491i,-0.0020668+0.0014823i
0.0032424+0.0011294i,0.010169-0.0036304i,0.019805-0.044076i,0.023864-0.15621i,0.027602-0.31467i,0.038715-0.39083i,0.030397-0.31922i,-0.0065234-0.19953i,-0.03248-0.11181i,-0.028741-0.061623i,-0.013243-0.038521i,0.0007779-0.024222i,0.011366-0.01302i,0.015846-0.0072061i,0.013777-0.0010171i,0.0088238+0.0089404i,0.006834+0.013938i,0.0092528+0.01052i,0.0092396+0.0055254i,0.0035349+0.0024945i,-0.0017726+0.0031795i,-0.0024097+0.0056795i,-0.00059274+0.0055882i
-0.0039633+0.0020941i,-0.01232+0.010663i,-0.028992+0.046966i,-0.054734+0.1151i,-0.093038+0.16006i,-0.12315+0.11667i,-0.097873+0.033111i,-0.040489+0.0038793i,-0.0043862+0.012354i,0.0043819+0.01367i,0.00076379+0.012581i,-0.0034225+0.013083i,-0.0029266+0.0091256i,-0.001064+0.0013038i,-0.00058027-0.0071739i,0.00096014-0.016296i,0.003877-0.021523i,0.0073837-0.018901i,0.0097374-0.011718i,0.0099388-0.0060445i,0.0089743-0.0046141i,0.0067003-0.0043872i,0.0039358-0.0027872i
0.0017788-0.00089575i,0.0065956-0.0066952i,-0.0018359-0.0074076i,-0.056794+0.028645i,-0.14975+0.12256i,-0.21498+0.20863i,-0.19657+0.21208i,-0.12423+0.15676i,-0.057211+0.098261i,-0.018483+0.056135i,-0.0058499+0.026582i,-0.0043943+0.0066626i,-0.0062079-0.007295i,-0.009394-0.011951i,-0.0085906-0.0063588i,-0.004236+0.0009387i,-0.0030693+0.0039695i,-0.0073139+0.0008879i,-0.011301-0.0028437i,-0.0080419-0.0025929i,-0.0016726-0.00034337i,0.0011984+0.00073019i,0.0013677-0.00075616i
0.0011729+0.0050303i,0.0040795+0.011951i,0.047794+0.016273i,0.16971+0.0054333i,0.33019-0.0030445i,0.38324+0.041981i,0.27748+0.087042i,0.15109+0.051353i,0.078767-0.005431i,0.040547-0.025015i,0.028608-0.020127i,0.02456-0.010577i,0.014438+0.0010489i,0.0055903+0.0089036i,-0.0028266+0.0088478i,-0.013878+0.0069722i,-0.019669+0.0076812i,-0.01523+0.0085899i,-0.0069532+0.0065177i,-0.0037465+0.00051573i,-0.0054979-0.0050722i,-0.0070154-0.0060001i,-0.0056217-0.0031769i
0.00022958-0.0047284i,-0.0035419-0.015591i,-0.020187-0.035489i,-0.038165-0.056963i,-0.011124-0.088574i,0.075281-0.14281i,0.14203-0.1649i,0.12132-0.11428i,0.058883-0.0588i,0.011445-0.035635i,-0.013216-0.021774i,-0.019801-0.0090032i,-0.01655+9.9778e-05i,-0.0095132+0.0049969i,0.00074193+0.0049551i,0.012408+0.0026456i,0.019286+0.0011156i,0.016581+0.0035385i,0.0095853+0.0082111i,0.0057804+0.01028i,0.0058214+0.0092015i,0.0056579+0.0058212i,0.002769+0.0015602i
0.0031431+0.001649i,0.0040723+0.0089962i,-0.013312-0.0053732i,-0.087989-0.079936i,-0.21265-0.20829i,-0.27279-0.28847i,-0.20797-0.24545i,-0.12368-0.15115i,-0.086055-0.072173i,-0.058826-0.019229i,-0.033219-0.0019964i,-0.016742-0.0041781i,-0.0013278-0.0076653i,0.0083196-0.0091104i,0.0076113-0.0058591i,0.0027591-0.00012245i,-0.0011152+0.002133i,-0.00016321-0.0015412i,0.0021791-0.0058113i,-0.0012258-0.004866i,-0.0055443-0.0013602i,-0.0063371+0.00052045i,-0.0036341+0.0018647i
-0.0025344-0.0010798i,-0.011524-0.0012394i,-0.021843+0.028765i,-0.025398+0.12739i,-0.047345+0.2769i,-0.12963+0.35531i,-0.20936+0.28037i,-0.17911+0.15707i,-0.081714+0.090192i,-0.0159+0.065425i,0.010093+0.052761i,0.016977+0.041188i,0.013604+0.026456i,0.0074173+0.011567i,0.0020764-0.0015601i,-0.0025008-0.013063i,-0.0073545-0.017705i,-0.0092905-0.013969i,-0.0033244-0.0078641i,0.0058708-0.0050586i,0.0097715-0.0056074i,0.0080325-0.0055176i,0.0036895-0.0021521i
0.0065364+0.00054373i,0.021846+0.0030844i,0.047681+0.016072i,0.073049+0.065233i,0.099691+0.1511i,0.12527+0.20224i,0.12048+0.17314i,0.073389+0.11832i,0.036076+0.072102i,0.026476+0.023414i,0.013516-0.0084872i,0.002455-0.015173i,-0.0042244-0.014919i,-0.009442-0.0092487i,-0.0073463+0.00034306i,-0.0032088+0.0099236i,-0.0013681+0.017659i,-0.0031086+0.018073i,-0.0077488+0.013943i,-0.0097745+0.011056i,-0.0078976+0.0097732i,-0.0044298+0.008122i,-0.00072725+0.0034051i
-0.0024199+0.0036122i,-0.012413+0.0041688i,-0.0023342-0.021301i,0.079916-0.11625i,0.24576-0.2608i,0.39943-0.30122i,0.40907-0.18453i,0.28568-0.076027i,0.1528-0.059198i,0.071247-0.064051i,0.037308-0.054888i,0.020709-0.04096i,0.0090036-0.021528i,0.0048391-0.0071093i,-0.0003888-0.003069i,-0.0062514-0.0022651i,-0.0044497-0.0010601i,0.002623-0.00032248i,0.0054899-0.0034115i,0.0030787-0.008636i,0.00026695-0.011869i,0.00012361-0.011361i,0.0022904-0.0071918i
0.002429-0.003638i,0.0084308-0.018457i,0.0050828-0.044683i,-0.042636-0.070054i,-0.15106-0.086412i,-0.26968-0.11283i,-0.28217-0.12815i,-0.17025-0.097241i,-0.069556-0.044262i,-0.041933+0.0011837i,-0.038628+0.026091i,-0.029025+0.028005i,-0.016273+0.020132i,-0.0048532+0.012376i,0.0030632+0.0054103i,0.010819+0.000598i,0.016756-0.0051719i,0.014918-0.0067881i,0.011365-0.00024277i,0.010225+0.0080564i,0.009492+0.012496i,0.006306+0.011201i,5.3958e-06+0.0065804i
-0.0023956+0.0042933i,-0.0092127+0.023781i,-0.049674+0.059643i,-0.1621+0.08978i,-0.32945+0.083076i,-0.40589+0.037759i,-0.3136-0.025085i,-0.19059-0.059975i,-0.12921-0.036651i,-0.086763-0.0034711i,-0.050009+0.0010116i,-0.029039+0.00057506i,-0.011835+0.0021661i,-0.0035332+0.001559i,-0.0057229+0.003875i,-0.0087222+0.0058232i,-0.013369+0.0048924i,-0.017792-0.00081753i,-0.018816-0.0060593i,-0.016951-0.0063561i,-0.015365-0.0065039i,-0.015724-0.0063665i,-0.012401-0.0045083i
-0.0048374-0.0076369i,-0.0056528-0.020823i,0.0090761-0.026643i,0.094465+0.033218i,0.27831+0.19203i,0.43566+0.35085i,0.40582+0.36076i,0.24177+0.22805i,0.11534+0.089978i,0.078187+0.02311i,0.068202+0.0038678i,0.049852-0.00078617i,0.027699-0.0041359i,0.011219-0.0059106i,0.0053842-0.0051748i,0.0047094-0.0080491i,0.0020172-0.0085252i,0.0012449-0.0020712i,0.0063238+0.00094228i,0.01211-0.0033457i,0.015243-0.0052343i,0.016145-0.0023951i,0.012312+0.0013176i
0.0055608+0.0033573i,0.026071+0.017706i,0.07376+0.051064i,0.14085+0.08479i,0.17194+0.077196i,0.12021+0.017198i,0.026682-0.028933i,-0.012437-0.0023144i,0.010431+0.037977i,0.01622+0.039069i,-0.0018966+0.032738i,-0.0045064+0.022768i,0.00069903+0.0071348i,0.0042646+0.0017298i,0.0085152+0.0027662i,0.0086255+0.0072159i,0.0084615+0.013961i,0.010007+0.018077i,0.0075522+0.018116i,0.00086733+0.016891i,-0.0066226+0.015677i,-0.0093335+0.014492i,-0.0043626+0.009635i
-0.0062543-0.0010638i,-0.030138-0.012867i,-0.077219-0.068341i,-0.13497-0.21884i,-0.17729-0.46189i,-0.19186-0.63774i,-0.17533-0.56897i,-0.12749-0.33409i,-0.087955-0.14864i,-0.073428-0.073776i,-0.051827-0.049755i,-0.028219-0.031933i,-0.015593-0.012988i,-0.0099336-0.0040235i,-0.010881-0.0073479i,-0.014853-0.01092i,-0.012627-0.011853i,-0.0068823-0.015511i,-0.0050427-0.018699i,-0.0042258-0.017555i,0.0001444-0.016975i,0.0023593-0.019195i,0.000224-0.017402i
0.006615-0.0011226i,0.027392-0.010072i,0.058707-0.018925i,0.06199+0.010132i,0.013822+0.14341i,-0.029539+0.35039i,-0.0018762+0.42712i,0.043849+0.27194i,0.046513+0.078271i,0.043864+0.0070083i,0.048891-0.00060502i,0.034754-0.0071809i,0.014405-0.007947i,0.0049426-0.0067704i,0.001361-0.0047788i,0.0050474-0.0014109i,0.0085908-0.0038858i,0.0063181-0.0065007i,0.0065555-0.0037951i,0.0091193+0.0012407i,0.0092053+0.007659i,0.0073795+0.012007i,0.0040074+0.010351i
-0.00661+0.0070962i,-0.028543+0.032009i,-0.089109+0.10068i,-0.18754+0.23123i,-0.27265+0.37807i,-0.25503+0.43817i,-0.13563+0.36589i,-0.030399+0.23892i,0.010692+0.14939i,0.013799+0.10081i,-0.0022383+0.06173i,-0.013174+0.033811i,-0.0081953+0.018334i,-0.0028083+0.013194i,-0.0027512+0.016873i,-0.0045608+0.020383i,-0.0079786+0.022008i,-0.013972+0.023171i,-0.016595+0.022101i,-0.012641+0.014168i,-0.011146+0.002296i,-0.013975-0.0022181i,-0.010646+0.0013979i
0.0042075-0.0063099i,0.015705-0.03405i,0.060017-0.090357i,0.17604-0.17946i,0.37122-0.3125i,0.50709-0.47966i,0.41426-0.5583i,0.17633-0.42047i,0.01069-0.20142i,-0.037431-0.097665i,-0.046704-0.065242i,-0.037876-0.027311i,-0.017713-0.0049778i,-0.0063757-0.0027865i,0.00014618-0.006614i,0.0019824-0.011691i,-0.0018255-0.011492i,-0.00073967-0.0076634i,0.0030637-0.0069588i,0.0020734-0.0068878i,0.0043234-0.0032205i,0.011018-0.002032i,0.010175-0.0044934i
0.0038434+0.011101i,0.015113+0.039184i,0.05806+0.092246i,0.13145+0.14136i,0.16732+0.14368i,0.10017+0.10029i,0.0037202+0.044207i,-0.0090125-0.015087i,0.031729-0.057941i,0.051662-0.049515i,0.055554-0.013941i,0.047359+0.00090328i,0.026058+0.00099257i,0.014592+0.00096571i,0.013738-0.0012854i,0.013968-0.0037133i,0.016534-0.0045398i,0.020703-0.0041442i,0.02132-0.0019702i,0.016003+0.00064013i,0.0064604+0.0026441i,-0.00055031+0.0041871i,-0.0025957+0.003751i
-0.0035731-0.0082621i,-0.030765-0.037183i,-0.1108-0.10971i,-0.28324-0.21072i,-0.52123-0.24622i,-0.68582-0.098338i,-0.62377+0.15803i,-0.37168+0.2701i,-0.15223+0.20028i,-0.070303+0.12534i,-0.037178+0.087877i,-0.0073621+0.045466i,0.00071318+0.011398i,-0.0058556-0.00071313i,-0.013676-0.00039134i,-0.016536+0.006005i,-0.01349+0.010437i,-0.014657+0.0067348i,-0.018577+0.0037546i,-0.012635+0.0056839i,-0.00050591+0.0040876i,0.0043277-0.0010975i,0.0037868-0.0024817i
0.0082402+0.0058149i,0.036874+0.017608i,0.097638+0.033794i,0.18618+0.051564i,0.28808+0.072558i,0.3779+0.063413i,0.36598-0.005012i,0.19259-0.062477i,0.016426-0.055873i,-0.028507-0.053123i,-0.02492-0.072397i,-0.028968-0.060364i,-0.018135-0.028765i,-0.0042066-0.011998i,-0.00057845-0.0067102i,-0.0038093-0.0070736i,-0.011465-0.0089266i,-0.01515-0.009361i,-0.011538-0.011314i,-0.0088716-0.013653i,-0.0078868-0.010078i,-0.0036257-0.0015869i,0.00069453+0.0033729i
-0.013054-0.00044948i,-0.046894+0.012946i,-0.11859+0.079666i,-0.18142+0.23164i,-0.12682+0.38696i,0.08211+0.36815i,0.28218+0.15711i,0.30658-0.021866i,0.21332-0.041157i,0.13893-0.0013793i,0.095033+0.0096333i,0.050148+0.0040474i,0.015521+0.0039774i,0.0037311+0.0090567i,0.0067322+0.011651i,0.014321+0.0074737i,0.021143+0.0032201i,0.023582+0.0064956i,0.02146+0.013573i,0.018011+0.011895i,0.013208+0.0018986i,0.0046091-0.0048242i,-0.0036912-0.0058753i
0.011308-0.0058269i,0.044285-0.028948i,0.11058-0.1019i,0.17536-0.24576i,0.12937-0.39899i,-0.096885-0.40832i,-0.31729-0.21498i,-0.29735+0.0017947i,-0.15239+0.065864i,-0.098445+0.047544i,-0.088855+0.055173i,-0.048094+0.056138i,-0.015719+0.027974i,-0.0063848+0.0053037i,-0.0047708+0.0001555i,-0.006374+0.0080016i,-0.0062089+0.018436i,-0.00366+0.018465i,-0.0046517+0.010355i,-0.0098954+0.0095547i,-0.011633+0.012774i,-0.0064928+0.0092741i,0.0011478+0.0023433i
-0.0081112+0.0072754i,-0.017826+0.037706i,-0.0069297+0.1036i,0.057957+0.16862i,0.14035+0.15926i,0.14063+0.067414i,0.033392-0.031462i,-0.067439-0.092344i,-0.066674-0.11812i,-0.013117-0.12198i,0.0074609-0.1104i,-0.0017159-0.074794i,-0.001955-0.032299i,0.0031003-0.012685i,-0.0015126-0.0099692i,-0.010018-0.01394i,-0.016086-0.02329i,-0.016272-0.029382i,-0.008496-0.027742i,0.00045674-0.023227i,0.0029109-0.017299i,0.00023321-0.0068815i,-0.0041321+0.0036385i
0.0042427-0.012485i,-0.0060527-0.052311i,-0.072241-0.14126i,-0.22468-0.21694i,-0.33131-0.15538i,-0.18528+0.036463i,0.13841+0.14282i,0.28367+0.096178i,0.17656+0.070936i,0.081029+0.10495i,0.07344+0.091306i,0.05934+0.042574i,0.03202+0.015091i,0.013577+0.0055705i,0.010053+0.0028824i,0.019065+0.00044446i,0.026645-0.00021023i,0.024519+0.0047407i,0.017215+0.010121i,0.013488+0.010957i,0.012074+0.0079826i,0.0080226+0.0036065i,0.0042081-0.0016752i
0.0014152+0.012821i,0.018048+0.044827i,0.078177+0.10318i,0.16838+0.13582i,0.18629+0.08411i,0.052755-0.017772i,-0.13978-0.031956i,-0.20711+0.046956i,-0.15569+0.065925i,-0.12984+0.014299i,-0.12718+0.0059278i,-0.08459+0.026688i,-0.037465+0.019257i,-0.015875+0.0098459i,-0.007091+0.014346i,-0.009479+0.022639i,-0.017765+0.031051i,-0.019964+0.031102i,-0.017446+0.020953i,-0.017211+0.0089644i,-0.01614+0.0014806i,-0.0079581-0.00034205i,0.0036027+0.0011229i
-0.010791-0.0093513i,-0.04136-0.020393i,-0.11977-0.0013972i,-0.1962+0.097045i,-0.17476+0.19458i,-0.10227+0.13003i,-0.10785-0.053127i,-0.10969-0.14619i,0.0061107-0.12899i,0.10752-0.11184i,0.097823-0.10104i,0.050511-0.076861i,0.016786-0.049992i,-0.0008908-0.02928i,-0.0097545-0.022637i,-0.015505-0.025211i,-0.011672-0.030722i,-0.0020932-0.033404i,0.0050418-0.026336i,0.0081922-0.014101i,0.0077513-0.0054093i,0.0050906-0.0034838i,-0.0026495-0.0048683i
0.010107+0.0050038i,0.052778+0.0028919i,0.1541-0.038603i,0.26248-0.14618i,0.27741-0.19505i,0.24456-0.044663i,0.28715+0.16472i,0.29549+0.19653i,0.14743+0.13061i,0.022616+0.13583i,0.025323+0.1321i,0.037118+0.076214i,0.022748+0.038824i,0.019635+0.019126i,0.024039+0.0039548i,0.029679+0.0019079i,0.032676+0.0080449i,0.027557+0.014411i,0.01869+0.015263i,0.011424+0.013017i,0.0053857+0.0085524i,0.00019692+0.0044342i,-0.00098859+0.0029046i
-0.011359+0.0036076i,-0.043045+0.015576i,-0.09109+0.062163i,-0.10327+0.12761i,-0.052814+0.12054i,-0.016087+0.031248i,-0.055869-0.032514i,-0.12442-0.038079i,-0.16032-0.05295i,-0.16087-0.083525i,-0.14026-0.071452i,-0.1062-0.026738i,-0.067202+0.0047037i,-0.03894+0.017173i,-0.026402+0.025167i,-0.022931+0.028717i,-0.028438+0.024131i,-0.034536+0.016882i,-0.028388+0.0090791i,-0.015511-0.00075544i,-0.0057875-0.0072945i,-0.0030316-0.0068858i,-0.0053642-0.0013099i
0.0078242-0.0079451i,0.024725-0.041876i,0.018751-0.13321i,-0.067078-0.24904i,-0.18151-0.28838i,-0.18672-0.27518i,-0.11812-0.30165i,-0.056712-0.2596i,0.04393-0.10719i,0.1385-0.028939i,0.13003-0.044524i,0.079515-0.046452i,0.050172-0.042133i,0.021384-0.042254i,-0.003652-0.036179i,-0.013076-0.034082i,-0.0069951-0.033412i,0.0064643-0.030021i,0.012218-0.023981i,0.0065588-0.014636i,0.00057855-0.0041269i,0.0030625+0.0019063i,0.0092022-0.003385i
-0.0045526+0.010461i,-0.010791+0.052471i,0.0024501+0.15085i,0.064324+0.27135i,0.11429+0.31707i,0.076561+0.30353i,0.024834+0.3123i,0.028709+0.2823i,0.026901+0.19026i,-0.0086342+0.13839i,-0.014368+0.12379i,0.011221+0.088248i,0.023981+0.050857i,0.030758+0.031202i,0.039529+0.016958i,0.040498+0.0079683i,0.032493+0.0097907i,0.021579+0.014804i,0.0097287+0.015096i,-0.0010538+0.01264i,-0.00363+0.010507i,-0.0025279+0.0088109i,-0.0012062+0.011336i
-4.766e-06-0.012315i,-0.011818-0.044268i,-0.061968-0.089343i,-0.13829-0.091424i,-0.15018-0.021729i,-0.072268+0.04339i,-0.013277+0.030448i,-0.019985-0.037154i,-0.055907-0.11391i,-0.09-0.14174i,-0.094297-0.1057i,-0.079377-0.06347i,-0.067594-0.032385i,-0.05164-0.0049998i,-0.034755+0.014473i,-0.02636+0.02514i,-0.025923+0.021962i,-0.027608+0.011128i,-0.02057+0.0051276i,-0.0067215+0.0029528i,0.0026363+0.00060438i,0.0043416-0.0047751i,0.0002003-0.011213i
