-0.0045251+0.001886i,-0.0033684+0.0025169i,-0.002802+0.0018699i,-0.0017672+0.0016724i,-0.0007156+0.002228i,-0.00010165+0.001477i,0.00012513-0.00016384i,0.00053128-0.000436i,0.00091118-0.00018429i,0.0014426-5.9731e-05i,0.0020935+0.00038411i,0.0011794+0.0004961i,-0.0001917-0.00012023i,-0.00026135-0.0005843i,4.6913e-05-0.00079882i,0.00041384-0.00031006i,0.00088933-0.00027113i,0.00065968-0.0011217i,0.00026282-0.00031463i,-0.00019672+0.00049831i,-0.00065947+6.7605e-05i,-5.8309e-05+0.0002704i,0.0011117+0.00059918i
0.00029263-0.00092484i,-0.00026819-0.0013069i,-0.0012434-0.0014896i,-0.0010987-0.0015353i,-0.00027075-0.00063213i,-4.0115e-05-0.00021703i,-0.00019297-0.000418i,-4.4278e-05-0.00020517i,-0.00041605+0.0001034i,-0.00068202+7.9309e-05i,-3.0351e-07-0.00022085i,0.00051375+0.0003395i,-0.00043835+0.00039904i,-0.00091699+0.00010936i,6.1304e-06-0.0001382i,0.00025993+1.1957e-05i,-0.00041356-0.00035316i,-0.00018428-0.000956i,0.00056962-0.00080605i,0.00046804-0.00017308i,-0.00036987+0.00063317i,-0.00032262+0.00059477i,0.00028567+0.00042653i
0.0029272-0.00065077i,0.001773-0.00082794i,0.00032547-0.001602i,0.00057547-0.001417i,0.00033911-0.00025652i,-0.00073476-0.00040254i,-0.00085301-0.00047102i,-0.00056543+1.0927e-05i,0.00062646-0.00040144i,0.0013144-0.00011303i,0.00063197-1.8772e-05i,-0.0002418-0.00023603i,-0.00017849+0.00010036i,0.00013294-0.00010821i,9.4218e-05-0.00021241i,0.00015139+0.0001227i,-0.00022048+0.00022127i,-0.00076737-6.846e-05i,-6.7365e-05+0.00025307i,0.00053783+0.00041337i,0.00033286+0.00026783i,0.00016551+5.2115e-05i,-0.00023554+4.7729e-05i
0.00032041-0.001883i,-0.00029472-0.0015586i,-0.00066638-0.0013183i,-0.00019503-0.0011512i,-0.00040726-0.00036756i,-0.00024883+0.00060664i,-0.00016234+0.00050193i,-1.1978e-05-7.1598e-05i,0.00026119-8.589e-05i,0.00011749-0.00031417i,-0.00046283-0.00035134i,-0.0002348-0.00024571i,-0.00017497-0.00012759i,-0.00062552-0.00028638i,0.0001362-0.00079289i,0.00045887-0.00011634i,-0.00021514+0.0003518i,-0.00042652+2.8892e-05i,-0.00077627+7.921e-05i,-0.00098151-0.00022132i,-0.00042258-0.00032247i,0.00016746-0.00053264i,0.00016424-0.00067874i
0.0008099+0.000695i,0.00084925+0.00039173i,0.0013083-0.00012018i,0.0012688-0.00024608i,0.00045825+8.7148e-05i,-0.00075422-0.00030361i,-0.0016043-0.00021244i,-0.0014422+0.00049137i,-0.00023193+0.00069048i,-0.00010232+7.813e-05i,-0.0008266-0.00081504i,-0.00083589-0.0010857i,0.00017489-0.00029387i,0.00047294+0.00090557i,0.00017411+0.00090631i,0.00044693+0.0002815i,0.00015002+0.00043486i,-0.00069434+0.00034308i,-0.00070089+0.00010488i,-0.00034832-0.00059637i,-0.00014782-0.0015268i,-0.00014121-0.00086978i,0.00028084-0.00016249i
0.00041843-0.0003667i,-0.00010132-0.001046i,1.3789e-05-0.00062679i,0.00025243-0.00038737i,0.00011722-0.00057468i,-0.00040179-0.00010687i,-0.00070083+0.00016457i,-0.00031565+0.00044523i,6.9007e-05+0.00086795i,3.8532e-05+0.00085892i,0.00010887+8.7123e-05i,4.6408e-06+5.1793e-05i,-0.00014423+0.00086964i,0.00026126+0.0011034i,0.00041249+0.00091802i,-0.00015355-1.5307e-05i,0.00028575-0.00098363i,4.5367e-05-0.00036157i,-0.00086282+0.00071227i,-0.0010554-0.00022531i,2.1956e-05-0.00081308i,0.00080069-0.00021725i,0.0004781-0.00028818i
-0.00077848-0.00085144i,-0.00075726+0.00067318i,8.668e-05+0.00069454i,0.0012994+0.0010819i,0.0010277+0.0016554i,-0.00013258+0.0011143i,0.00055932+0.00021507i,0.001143-0.00041792i,0.00085595-0.00077395i,0.00039646-0.00055358i,7.251e-05+0.00044633i,0.00036638+0.00096033i,0.00075719+0.0004942i,0.00095079+0.00027695i,0.0007715+0.00052925i,0.00024403+6.0566e-05i,-0.00024809+7.7149e-05i,-0.00026128+0.00070879i,0.00028094+0.00020007i,0.00047143-0.00032104i,0.00028094-0.00024205i,-0.0001238-0.00036262i,-0.0001793-1.5988e-05i
0.00017682+2.0497e-05i,-0.00027526-0.00064794i,-0.00028563-0.0008646i,-0.00046059-0.00078504i,0.00036103-0.00043099i,0.00043127+0.0005999i,-0.00061234+0.0007662i,-0.00027072+0.00091616i,-0.00031378+0.0012407i,-0.00092852+0.0014877i,-0.0010282+0.0010941i,-0.00070372+0.00029018i,2.1526e-05-0.0001735i,0.0008139-0.00036188i,0.00040182-0.00043794i,-0.00045195-0.00027645i,-0.00076942+0.00026138i,-0.00035857+0.00036603i,-0.0002169-0.00069284i,-0.00035162-0.00089737i,-0.00051512-0.00017852i,-0.0010832+6.4576e-05i,-0.0010689-0.00018168i
0.0017968+0.00084868i,0.0010041-0.00055721i,0.0016407-0.00033743i,0.002015+0.0003958i,0.00060997+9.5395e-05i,-0.00089101-0.00089026i,-0.00091779-0.0010741i,-0.00022275-0.00051832i,0.00014082-0.00014694i,0.00024417-0.00041782i,0.00080201-0.00095449i,0.00073051-0.00072015i,1.4882e-05-0.00031797i,7.5855e-05-0.00063099i,0.00018355-1.4517e-05i,0.00017405+0.00012479i,0.00021722-0.00059803i,7.8882e-05-9.0766e-05i,-4.6096e-05+0.0002257i,-0.00075647+0.00065103i,-0.00048264+0.0013615i,0.00035845+0.001099i,0.00016657+0.00049063i
-0.0014218-0.0007151i,0.00045649-6.4739e-05i,0.0015928+0.00036145i,0.00090521+0.00017447i,-0.00060713-0.00048968i,-0.0009787-0.00080691i,-0.0010067-0.00025198i,-0.00072234-0.00013239i,0.00058955+0.0003286i,0.00093024+0.00082979i,0.00035107+0.00091446i,-0.0002017+0.00047022i,-0.00037102-0.00019707i,-0.00088593-0.00053876i,-0.00054905-0.00076555i,0.00029389-0.00057224i,0.00045118+5.3259e-05i,0.00029171-0.00034508i,-0.00031633-0.00062501i,-0.0007053-0.00097285i,-0.00079742-0.00047017i,-0.00051382+0.00027419i,0.00022992-0.00053847i
0.00064838+0.0016889i,0.0012942+0.0005755i,0.0017721+0.00021473i,0.0014268+0.00031049i,0.0012452+0.00084192i,0.00029399+0.00099156i,-0.00086052+0.00050204i,-0.00091896+0.00028456i,-0.00012996+0.00029985i,0.00015107-0.00032503i,0.00052679-0.00068868i,0.00080311-0.00096631i,0.00079119-0.0014602i,0.0011148-0.0014027i,0.001035-0.00081999i,0.00043371+6.3313e-05i,-0.00012764+5.5371e-05i,0.0001009-0.0006046i,0.00052198-0.00074969i,0.00069029-6.7074e-05i,0.00052442+2.6994e-05i,0.00038675-0.00070529i,0.0005507-0.00061172i
-0.00092082-0.0023933i,-0.0017726-0.0021379i,-0.0022225-0.0023556i,-0.0025138-0.001495i,-0.0014888-0.00040266i,5.195e-05+0.0010375i,0.00048289+0.001188i,0.00072368+8.2612e-05i,0.00083152-0.0002529i,0.00020954-0.00063413i,-0.00021999-0.00073467i,-0.00052599-0.00028004i,-0.00043675+0.00012961i,-0.00049514+0.00090397i,-0.00071132+0.0010535i,-0.00033314+0.00038414i,8.0012e-05+0.0002502i,0.00027696-0.00055676i,-0.00025788-0.0007471i,-0.00049511-0.00035698i,-0.00038886-0.00035369i,-5.787e-05+0.0002377i,0.00043763+0.00015586i
-0.00016577+0.0015197i,-0.00026472+0.0012535i,-0.00034578+0.0010087i,-0.00022079+0.0016302i,0.00012811+0.0004264i,0.00028048-0.00083189i,-0.00088599-0.00090681i,-0.0012871-0.00065846i,-0.0004954+4.9356e-05i,0.00031206+5.4434e-05i,0.0012074-0.00069829i,0.0014563-0.00016394i,0.00089998+0.00033947i,0.00020382-7.6681e-05i,9.8723e-05-0.00017563i,0.00057828-0.00023569i,0.00022178+0.00038524i,-0.00051134+0.0011676i,-0.00058085+0.00071897i,3.5344e-05-0.0003609i,-0.00024295-0.00073853i,-0.00070278-0.00098246i,-0.00019235-0.00085095i
0.0018207-0.0016359i,0.0016533-0.0024864i,0.00176-0.0023327i,0.0012503-0.0012305i,0.00053357-0.00042367i,0.00015036-0.00013113i,-0.00032397-0.00033112i,-0.00039761+9.6619e-05i,-0.00029796+0.00030627i,0.00058067-0.00034456i,0.0013053-0.00037855i,0.00060969+0.00036899i,0.00027073+4.9322e-05i,0.00028347-0.00023625i,-0.00049102+0.00016721i,-0.00016482+0.00030816i,0.0003676+0.00024777i,0.00022248+0.00024528i,0.00017508-0.00014579i,6.1355e-05+0.00011862i,-0.00050477+0.00043705i,-0.00067271-0.0002375i,0.00026652-0.00058574i
-8.8268e-05+0.00019713i,-0.0018476+0.00034941i,-0.0020615-0.00079851i,-0.0015441-0.00097877i,-0.0011187-0.00081673i,-0.00087682-0.00041164i,-0.00095777+0.00016676i,-0.0011392+0.00054304i,-0.00051861+0.00037863i,-0.00016797+0.00024145i,-0.00072995+0.0008373i,-0.00054622+0.00039352i,2.9376e-05-0.00051099i,0.00025764-0.00040357i,0.00016721-9.1044e-06i,-0.00032522+0.00043963i,-0.00023592+0.00059052i,2.0108e-05+0.0001613i,0.0004525+0.0005131i,-3.4953e-06+0.00057205i,-0.00063988-7.0111e-05i,-5.4472e-05-0.00061004i,9.2487e-05-0.00085936i
0.0017458-0.0010576i,0.0003538-0.00094605i,0.00031982-0.0015063i,0.0009057-0.0014703i,0.0012353+9.3654e-05i,0.00069194+0.0012076i,-0.0004649+0.0010432i,-0.00085969+0.00043027i,8.589e-05-0.0004808i,0.00036405-4.2293e-05i,-0.0003311+0.00078972i,-0.0004706+0.00077251i,-0.00018916+0.00040215i,-0.00035046+6.6387e-05i,-0.00016563-5.273e-05i,0.00053326-0.00037926i,0.00062665-0.00021702i,0.0003386+0.00024723i,0.00028234+0.00064992i,0.00024475+0.00079882i,6.2559e-05+0.00028678i,-0.0003686+0.00017371i,-0.00013624+0.00050977i
-0.0020791+0.0018909i,-0.0010981+0.0012035i,-0.00035172+0.00027397i,8.9303e-05+0.00099659i,9.9839e-05+0.0015198i,-0.00018778+0.00065899i,-0.0002857+4.0626e-05i,-0.00061736+0.00016361i,-0.00079958-5.9466e-05i,-0.00038463-5.1961e-05i,-0.00023351-3.2969e-05i,0.00042637-0.00015304i,0.00058924-8.6065e-05i,-0.00052834-0.0003031i,-0.00043261-0.00029321i,0.00088393-0.00047685i,0.0011085-0.00025033i,0.00061052+0.0001456i,0.00022039+0.00030803i,-0.00020917+0.00019279i,-0.00074456-0.00032326i,-0.00089499-0.00055506i,-0.00078039+2.9598e-05i
0.0014262-0.00073075i,0.00094654-9.0915e-05i,0.00045539-0.00024957i,0.0010614-0.00073459i,0.0011385-0.00061758i,0.0010185-0.00043613i,0.00062429+0.00014077i,-0.00063905+0.00060553i,-0.00061347+0.00077856i,-5.9871e-05+0.00031358i,-0.00028792+0.0001279i,0.00017121-0.00022497i,7.9603e-05-0.00048453i,-1.5818e-05-2.6685e-05i,-6.4933e-05-0.00010313i,-0.00022044-0.00020978i,-0.00053496+2.6459e-05i,-0.00058455-0.00055102i,-0.00057466-0.0007376i,-7.66e-05-0.00061158i,0.00063673-0.00020505i,-7.0745e-05-2.8391e-05i,-0.00043116-0.00021275i
-0.0012879+2.0141e-05i,-0.00065797-0.00036517i,-0.00016087+0.00018289i,-3.9902e-05+0.00033746i,0.00021292+0.0008005i,-0.00018823+0.00062595i,-0.00098153-0.00065923i,-0.0011727-0.0015062i,-0.00040095-0.0017655i,0.00011072-0.00091567i,0.0007108+5.5624e-05i,0.0012202+0.00020913i,0.00047361+0.0001368i,0.00031255-6.7687e-05i,0.0010193-0.00085601i,0.00064708-0.0010088i,0.00012611-0.00068202i,0.00072526-0.00067397i,0.00067961+4.5936e-05i,0.00033302+0.00083795i,0.00032209+0.00063756i,-4.5295e-05+0.0010007i,1.0633e-05+0.0015787i
0.0019356+0.0020367i,0.0015801+0.00095266i,0.0015327-0.0004641i,0.0024339-0.00041046i,0.0021658+6.0153e-05i,-8.686e-05-0.00025213i,-0.0016257-0.00032252i,-0.001009+3.5591e-05i,-0.00034999+0.00034511i,0.00049643-0.00023031i,0.00059429-0.00043697i,-0.00010188+0.00016691i,4.5183e-05+0.00017144i,0.00018685-0.00032434i,7.5293e-05-0.00089275i,0.00069001-0.00030383i,0.00055297-6.5352e-05i,0.00019559+2.9036e-05i,0.0007711+0.00089263i,0.00064844+0.0012214i,-6.5212e-05+0.00070595i,0.00023633+0.0005981i,0.00010358+0.0010773i
-2.5872e-05+0.001104i,0.00066858+0.0012866i,0.0010316+0.0010172i,0.00048577+0.00064737i,-0.00014563+0.0012319i,-0.00018828+0.001508i,-0.00018983+0.001007i,-0.00060804+0.0011832i,-0.00045496+0.00094245i,0.00058138-0.00021302i,0.0012993-0.00012098i,0.0012504+0.00025191i,0.00020353-0.00014346i,-0.00053163-0.00069525i,-0.00012456-0.0010116i,0.00070247-0.00087097i,0.0012467-0.00061549i,0.00066672-0.00046528i,5.3194e-05-0.00031586i,-0.00011512-0.00070792i,-9.936e-05-0.0010253i,-7.454e-05-0.00067535i,0.00030787-0.00013037i
0.0014478+0.0013953i,0.001099+5.7289e-05i,0.0011227-0.00088238i,0.0010251-0.00043069i,0.0011066+0.00038222i,0.00083803+0.00064373i,0.00084785+0.00055067i,0.00052399+8.8967e-05i,0.00037831-0.00030789i,0.00072133-0.00075509i,0.00056576-0.00063426i,-3.0959e-05+0.0002821i,-0.00067005+0.00011224i,-0.00066778-0.00098553i,-0.00048882-0.00097231i,0.0001192+0.00042137i,0.00066419+0.00072639i,0.00022946-0.00067493i,0.00020806-0.0010904i,6.0253e-05-6.8372e-05i,-0.00030717+0.00083859i,-0.00068139+0.00042642i,-0.00032408+0.0002975i
8.9549e-05-0.00052809i,-0.00070362-0.00028585i,-0.00074398+2.8231e-05i,-6.8016e-05+0.00026737i,-0.00019163+0.00066303i,-0.00039114+0.00049149i,-4.7424e-05+0.0007704i,0.0005735+0.0010785i,0.00061931+0.00079728i,0.0003017+0.00027211i,0.00027227-0.00034638i,-0.00012624-0.00071718i,-0.00058437-0.00054531i,-0.00083765-6.7702e-05i,-0.00065501-0.00047194i,-0.00093261-0.00028813i,-0.00058388+0.00057968i,-0.00024124+0.0001617i,-0.00028476+1.972e-05i,-0.00048423+0.00069347i,-0.00024677+0.00015524i,-0.00029552-0.00090411i,-8.5088e-05-0.00085665i
5.3615e-05-0.00067931i,-0.00079881-0.0018891i,-0.00054749-0.001602i,-3.8973e-05-0.00017716i,0.00042171-2.0207e-06i,-0.00010538-0.00057592i,0.00024336-0.00075913i,0.00099451-0.00064034i,0.00057463-0.00053085i,0.0002111+8.4796e-05i,0.00047042+0.00067029i,0.00054805+0.00092408i,0.00020926+0.0004019i,0.00034006-0.00040965i,0.00012754-5.0161e-05i,-0.00029287+0.00059735i,-0.00015551+9.0801e-05i,0.00011917-0.00034652i,0.00019154-0.00037267i,-0.00049455-0.00033834i,-0.0014561-0.00086045i,-0.00080251-0.0015307i,9.7125e-05-0.00099021i
0.0011464-0.00095487i,0.00097641-0.0011045i,0.00035735-0.0017561i,-0.00042873-0.0022269i,-0.0007898-0.0019392i,-0.00078688-0.00069338i,-0.0009445-2.121e-05i,-0.00089332-0.00055787i,-0.00013388-0.00090101i,-6.263e-05-0.00064536i,-0.00019554-0.0002568i,-0.00063089-0.00012868i,-0.00089481-7.0627e-05i,-0.00039471-0.0010927i,0.0008079-0.0013206i,0.0010162-0.00061014i,-5.8587e-05-0.00058336i,-0.0004286-0.00029481i,8.6782e-05-0.00014735i,0.00036788-0.00013566i,0.00013967+0.00036974i,-0.00017624+0.00035908i,0.00028731+0.00016898i
-0.00016395+0.0013024i,0.0015797-1.3942e-05i,0.0024378+1.7715e-05i,0.002087+0.00071961i,0.0016898+0.00053393i,0.0013388-0.00024292i,0.00075994-0.00030606i,0.00042658-9.5844e-05i,-0.00025069-0.00049365i,-0.00060434-0.0006369i,-0.00081647-0.00024389i,-0.00041741+0.00020095i,0.00037385+0.00022071i,0.00065659-0.00051132i,0.00032458-0.0013414i,-0.00036692-0.0012196i,-0.00044164-0.00074189i,-0.00044054+0.00023287i,-0.0013178+0.0012562i,-0.0017976+0.0010947i,-0.00091844+0.00053149i,-5.9473e-05+0.00017677i,0.0001235-0.00016119i
0.00028346+2.8952e-05i,0.00010841+0.00017495i,0.00011534+0.00031836i,0.00057039+0.0007821i,0.00082706+0.00081656i,-0.00032118+0.00022724i,-0.00044592-0.00033003i,-0.00031075-0.00042612i,-0.0006953-0.00025299i,-0.00029439+0.00060523i,0.00040223+0.00023682i,0.00062188-0.00035315i,0.00053152-2.1665e-05i,0.00081162-0.0005324i,0.0006736-0.0012401i,0.0001396-0.00069848i,-0.00027127-0.0001275i,-0.00061887-0.00020432i,-0.00047649+0.00014494i,-4.3577e-05+0.00049401i,3.2544e-05+0.00058738i,8.4116e-05+6.8445e-05i,0.00054033-0.00020519i
-0.0010963-0.00046278i,-0.0015127-0.00094336i,-0.0022959-0.00081451i,-0.0013932+0.00035645i,-9.0978e-05+0.0013709i,0.00033829+0.0011103i,0.00045901+0.0012036i,0.00058662+0.00083875i,0.00012427+0.00015513i,-0.00050795+0.00030371i,-0.0003532+0.00088828i,0.00062493+0.0011304i,0.00015875+0.0014684i,-0.00041049+0.0013754i,-0.000431+0.00078248i,-3.6332e-05+0.00017192i,0.00047007-0.00027431i,0.00047982+1.7476e-05i,-0.00035553+0.00011605i,-0.001253-0.00024569i,-0.00065392-0.00092762i,0.00041281-0.00089694i,0.00037219-0.00088904i
-0.00072802-0.00033147i,-0.00078775-0.00069667i,-0.00035109-0.00040004i,-0.00041167-0.00020589i,-0.0002732-0.00047112i,2.7328e-05-0.00035212i,3.328e-05+1.4878e-05i,-0.00018464+0.00052025i,-0.00068217+0.00049977i,-0.00070274-0.00032191i,-0.00066062-0.0003969i,-0.00025962-5.894e-05i,0.00015919-0.00014797i,0.00028084-0.00048854i,-0.00017608-0.0013591i,-0.00036046-0.0014244i,-0.00035702-0.00055217i,-0.00071417+6.0601e-05i,-0.00030193+9.1783e-06i,0.00019596-0.00035482i,-1.9706e-05+7.4261e-07i,0.00020178+0.00039518i,0.00053912-4.4115e-05i
-0.0014405+0.00054706i,-0.00074318+0.00055978i,-0.00072158+0.00019935i,0.00010789+0.0001058i,0.00064011+0.0005429i,6.2501e-05+0.00065786i,-0.0003232+0.00054823i,-0.00048597+0.00053724i,-0.00082167+0.00054085i,-0.00086067+0.00070698i,-0.00042695+0.0008101i,0.00037062+0.00048656i,0.00034048+0.00014248i,0.00049245+3.0798e-05i,0.00029728+8.9293e-05i,-0.00028262-0.00011908i,-0.00010234-0.00018644i,-0.00057629-0.00018167i,-0.0014665+0.00015199i,-0.0018963-4.0387e-05i,-0.0016665-0.00037791i,-0.00086684-0.00011328i,-0.0010267+0.00036161i
0.00013331+0.0025053i,6.5275e-05+0.0012361i,0.00065876+9.4609e-05i,0.00066216-0.00038705i,0.0007183-0.0006055i,0.00058456-0.00069413i,-0.00053667-0.00062128i,-0.0011095-7.095e-05i,-0.00041259+0.00013609i,0.00035236-0.00035247i,0.00011036-0.00027865i,0.00014429+7.7074e-05i,0.00087455-0.00022633i,7.8409e-05+0.00021461i,-0.00050162+0.00037794i,0.00062224-4.3816e-05i,0.00024998+8.1121e-07i,-0.00069566+9.287e-05i,-0.00093211+0.00042364i,-0.0013371-0.00015974i,-0.0012952-0.0011871i,-0.00068063-0.001091i,4.9876e-05-0.00042752i
0.00074044+0.00034892i,0.00048852+0.00017777i,0.00097453+0.00018755i,0.00089631-0.00036528i,0.00053546-0.00070026i,0.00025135+0.00019124i,0.00030605+0.0012885i,0.00054043+0.00089679i,0.00078805+0.00020505i,0.00063592-0.00068752i,0.00034627-0.00090461i,0.00042595+0.00029115i,0.00044378+0.00038526i,-3.2531e-05-0.00026627i,0.00022245-0.00049089i,0.00010195-0.00045483i,-0.00038834+0.00022601i,-0.00019116+0.0010353i,-0.00032282+0.00058966i,0.00016473+0.00019942i,0.00056925+0.00057183i,0.00027138+0.00049002i,0.00022244-0.00021417i
-0.00079212-0.0014294i,-0.001242-0.0011412i,-0.0018441-0.00065473i,-0.0016214-0.00038752i,-0.00061766-0.00012178i,-0.00039984-5.7884e-05i,0.00019076-0.00022423i,0.00048802-0.0001963i,0.00066715+6.9172e-05i,0.00039794+0.0002055i,-0.00028362+0.00028292i,-0.00023928+9.5255e-05i,0.00041719-9.544e-05i,0.00075784+7.9389e-05i,-6.8995e-06+0.00059562i,0.00030967+0.0004906i,0.00041651+8.2352e-05i,-0.00024778-0.00025532i,5.6983e-05+0.00017821i,-0.00025099+0.00060126i,-0.00056781+0.00057219i,-6.518e-05-0.00012678i,0.00013255-0.00065135i
0.0010026+0.0010064i,0.0014628-0.00011292i,0.0013697-0.00099746i,0.0013964-0.00060522i,0.0019311-0.00066356i,0.0010715-0.00068101i,-0.00080127-0.00023216i,-0.0010798-0.00026569i,-0.00037627-0.00029221i,-0.00011108-0.00018989i,-0.00048845+0.00021787i,-0.00014499+0.00040438i,0.00051417+0.00019603i,0.00052288+0.00013047i,0.00042073+0.00036779i,0.00017397+0.00048336i,0.00011713+0.00011953i,0.00035946-0.00022099i,0.00034914-0.00013765i,0.00011649+0.00038815i,0.0001738+1.925e-05i,0.00057739-0.00038073i,0.00044209+0.00079614i
0.00026273-0.00065205i,-4.4146e-05-0.00087579i,0.00047777-0.00042204i,0.0006912-0.00024808i,0.00038222-0.00018147i,-0.0004332+0.00044815i,-0.00098251+0.00061492i,-0.00069328+0.00033252i,-0.0005453+4.4923e-05i,-0.00045914+8.5838e-05i,-0.00049979+0.00027782i,-0.00010648+0.000246i,0.00043101+0.00025116i,0.00017248-0.00041528i,-0.00026064-0.00082703i,-1.7312e-05-0.00030978i,0.00035727-0.00042669i,0.0002378-0.00055289i,0.00032385-0.00027065i,9.2016e-05-0.00039837i,2.8088e-05-0.00032835i,-0.00026675-0.00013214i,-0.0008004-0.00037615i
0.0019479+0.001716i,0.002242+0.00097361i,0.0034815-1.5715e-05i,0.003314-0.00050583i,0.001668-0.00020519i,-0.00057909+0.00023109i,-0.0011833+0.00082893i,-0.00063348+0.0009148i,-0.00038482+0.00069493i,0.00019368+0.00030629i,0.00053459-0.00041171i,0.00014802-0.0010084i,-0.0001906-0.0011776i,3.9033e-05-0.00059828i,-0.00043297-6.8971e-05i,-0.00077695-7.5502e-05i,-0.00022621+0.00030057i,6.3467e-05+0.00015011i,-1.1101e-05-0.00058537i,1.1749e-05-0.00010908i,-2.2754e-05+0.00035464i,-0.0002981+1.3631e-06i,-0.00037015-0.00032661i
-0.00024224+0.00017011i,-0.0013611-0.00027564i,-0.0013428-0.00081835i,-0.0009887-0.00026593i,-0.0014833+0.00078856i,-0.0013548+0.00032001i,-0.00093976+0.00017621i,-0.00052828+0.00018509i,-0.00022968-0.0006224i,5.5396e-05-0.00032584i,0.00080093+0.0004044i,0.00044559+0.00062458i,-0.00031754+0.00042242i,8.7801e-05-4.3593e-05i,-0.00015315-0.00023046i,-0.00032001-0.00054133i,-5.9384e-05-0.0001162i,-3.6782e-05+0.00038604i,0.00020367-0.00042239i,4.1377e-05-0.00067429i,-1.1759e-05+0.00047529i,5.2635e-05+0.0009532i,0.00071082+5.2452e-05i
-0.00094677+0.0020346i,-0.00026702+0.0014374i,0.00045498+0.0013506i,0.00094088+0.0021515i,0.00074925+0.0015691i,0.0012014+0.00066492i,0.0010605+0.0010814i,0.00058773+0.0013185i,0.00014119+0.00062461i,0.0007236+0.00031764i,0.00061855+0.00010153i,-7.8711e-05+6.7498e-05i,0.00014565+0.00053461i,0.00025848+0.00038446i,-0.00013832-7.7026e-05i,-0.00067522-0.0003889i,-0.00041853-0.0004443i,0.0001213-0.00085606i,0.00028193-0.0010177i,0.00035616-0.00060345i,0.00069422-0.00023503i,0.00081334+0.00010142i,0.00028176+0.00018442i
-0.00052512-0.0016969i,-0.0010907-0.0008553i,-0.001408-0.00079623i,-0.0015225-0.0018558i,-0.00068301-0.0018445i,5.0283e-05-0.0011111i,0.00035904-0.00063108i,0.00015065+0.00014721i,-0.00044426-0.00020206i,-0.00073636-0.000862i,-0.00036632-0.00026419i,-0.00026209-0.00043461i,0.00027869-0.00019113i,0.00061235+0.00038533i,0.00011328-0.00044941i,-0.00051554-0.0012905i,-0.00086719-0.00068786i,-0.00061022-0.00027277i,-0.00027435-0.00077562i,-0.00059214-0.0010282i,-0.00037367-0.0010258i,8.5614e-05-0.00040821i,-0.00065382-0.00020132i
0.00077014-2.3736e-05i,0.0012852-0.00027095i,0.00053681-0.00078828i,-5.5258e-05+0.00012457i,0.00038475+0.0011057i,0.00012372-6.8911e-05i,-0.00078073-0.0013809i,-0.00076345-0.00063259i,-0.00092058-6.2567e-05i,-0.0010187-0.00073362i,-0.0010102-0.0010048i,-0.00054543-0.00046717i,0.00078656-0.00035219i,0.0015811-0.00071078i,0.0014843-0.00046683i,0.00032893-8.5493e-05i,-0.00083954-0.00013637i,-0.00062775-0.00033563i,-0.00046248+8.0212e-05i,-0.001067+0.00071711i,-0.0010817+0.0010108i,-0.00084144+0.00071196i,-0.0009792+0.00022072i
0.0003224-0.0010677i,-0.00048155-0.0016253i,-0.00011909-0.0018979i,-0.00010048-0.0012637i,-0.00013854-0.00058774i,-5.7437e-05-4.1767e-05i,-0.00067327+0.00014026i,-0.0012259-5.7101e-06i,-0.00046085-0.00020435i,0.00015175-1.9168e-05i,-0.00029155-9.4491e-05i,-0.00043625-0.00046146i,-0.00062784+0.00038788i,-0.0016206+0.00081254i,-0.0014615-0.00022354i,-0.00069407-0.0014083i,-0.00029147-0.0014081i,-0.00030907-0.00068355i,-0.0010958-0.00028186i,-0.0015441+0.0001705i,-0.00092132+0.00047821i,0.00021881+0.00030131i,0.0006897-7.5488e-05i
0.00038779+0.0018573i,0.00095236+0.000797i,0.0008132+0.0007846i,5.7592e-05+0.00047012i,0.00015811+0.00034577i,0.00076482+0.00054272i,0.00035047+0.00057916i,0.00029281+0.00031147i,0.0011493-6.4052e-05i,0.00076257-8.9917e-05i,-0.00019898-0.00028124i,0.0001672+3.0668e-05i,0.00086945+0.00031664i,0.00045574-6.1239e-05i,3.1704e-05-0.00087386i,5.5962e-05-0.000284i,0.0003766+0.00036255i,0.00061322-0.00062348i,0.00053529-0.00050229i,0.00033683+9.016e-05i,-0.00026092+0.0002814i,-0.00074534+0.00037728i,-0.00059429+0.0004871i
-0.0012608-0.0022606i,-0.0010094-0.0014356i,-0.00092667+0.00043932i,-0.00043667+0.001625i,5.5774e-05+0.0016764i,0.00045993+0.0015461i,0.00023129+0.0014139i,0.00027273+0.00099809i,0.00034495+8.7173e-05i,3.8e-05-0.00013143i,-0.00016571+0.00025243i,0.00040745+0.00045561i,0.00083363+0.00054464i,0.00060424-0.00036966i,-0.00013101-0.00026112i,-0.00065594+6.366e-05i,-0.00033662-0.0010225i,-3.558e-05-0.0014125i,-0.00048538-0.0010251i,8.8846e-05-0.0008557i,0.00032793-0.00063643i,7.8663e-05-0.00026178i,0.00027148-0.00023961i
