0.0013781-0.00099654i,0.0010647-0.0023011i,-5.2899e-05-0.0031196i,0.00023321-0.0016759i,0.00083001-0.0014459i,0.00023906-0.0010202i,-0.0010437+0.00053763i,-0.0010393+0.002585i,2.6116e-05+0.0033194i,0.0012293+0.001695i,0.0015697-0.00041915i,0.00097067-0.00081695i,0.00083694-0.00025232i,-2.5744e-05-0.00026815i,-0.00056253-0.0001426i,-0.0001848-6.4265e-05i,-0.0003844+0.00011954i,-0.00044049+0.00062248i,-0.0005422+0.00063483i,0.00011428-0.00022681i,0.00083742-0.00049263i,0.00065449-8.3162e-05i,-8.1074e-05+8.3229e-05i
0.00041594-0.0013709i,6.4294e-05-0.00078438i,-0.00038377-0.00087939i,0.00064896-0.0006616i,0.0023844-0.00038153i,0.0021325-0.00086072i,0.00090774-0.00091401i,0.00084406-0.00060261i,0.00071839+2.5701e-05i,0.0003526+0.00081674i,0.00050757+0.00084673i,0.00021835+0.00080252i,0.00028266+0.00071687i,0.00030736+0.00097701i,0.00016829+0.00067246i,0.00032414+7.5209e-05i,4.6625e-05-2.7708e-05i,2.4682e-05-0.00041297i,0.00040545-0.00046196i,0.00022157-0.00044292i,0.00049247-0.00022645i,0.00094514-0.0002303i,0.00083555-0.00075822i
0.00069463-0.0030571i,0.00082688-0.0020988i,0.00065901-0.001205i,0.00049894-0.00059459i,0.0012944+0.00034841i,0.0014004+0.00061176i,-0.00069215-0.00028916i,-0.0021712-0.00072868i,-0.0015634-0.00031192i,-0.00045558-0.00042594i,0.00049313-0.00052617i,0.00043237+0.00017753i,-0.00048563+0.00059437i,6.4045e-05+0.0006323i,0.00014998+0.0007466i,-0.00094083-0.00012672i,-0.0010119-0.00091313i,-0.00081139-0.0016541i,-0.00010943-0.001163i,0.00032326-3.6698e-05i,-0.00010347-1.4484e-05i,-0.00016792-0.00073765i,-0.00022035-0.0011722i
0.00068532+0.00046314i,0.0013522+0.00076383i,0.0013432+0.0016582i,0.00022177+0.0010641i,0.00098336-0.00067626i,0.0012006-0.0012812i,-0.00076177-0.0010974i,-0.002922-0.0002763i,-0.0046996+0.00074546i,-0.0038662+0.0010903i,-0.0015955+0.0013236i,-1.8077e-05+0.00097536i,0.00060887+0.00047318i,0.001022+0.00065846i,0.00056082+0.0006517i,0.00022831-8.5927e-05i,3.0758e-05-0.00078002i,-0.00075525-0.0010383i,-0.00087603-0.00099899i,-0.0003325-0.0012564i,-0.00047062-0.0014911i,-0.0009849-0.00099271i,-0.00080117-8.3388e-05i
0.00028306+2.9714e-05i,0.00032143+0.00049068i,0.0015817+0.0023261i,0.0037612+0.0034986i,0.0051736+0.0028809i,0.0048129+0.00075257i,0.0017214-0.00083672i,-0.0018036+8.9478e-05i,-0.0024521+0.0022161i,-0.0019501+0.0039783i,-0.0010888+0.0039078i,-3.5158e-05+0.002107i,0.0010407+0.0013621i,0.0020934+0.0012536i,0.0020203+0.00069157i,0.0010022+3.5525e-05i,0.00036621-0.00058254i,-0.00056481-0.00029144i,-0.00081622+0.00030105i,-0.00036855+0.00037171i,-0.00043505+0.00018076i,-0.00033284-9.2547e-05i,-0.00043019-0.00021961i
0.00098121-0.00042017i,0.00068232-0.00042003i,0.0012021+0.00050387i,0.0018196+0.0019571i,0.0020829+0.0012233i,0.0033918-0.00034962i,0.0029891-0.0010347i,0.001651+0.0002979i,0.00074483+0.002102i,0.00063375+0.0031468i,0.0014709+0.0025588i,0.0020873+0.0010557i,0.0020087-0.00032985i,0.0014085-0.00057862i,0.00045883+0.00021765i,-0.00043298-0.00036374i,-0.0010314-0.001032i,-0.0010706-0.0004255i,-0.00041932+0.00059398i,1.4192e-05+0.00075767i,0.00039562+0.00049514i,-0.00016501+0.00014195i,-0.00083127+0.00020679i
-0.00021384-0.00069462i,0.00024443+0.0013626i,0.0023717+0.0017819i,0.003685+0.002019i,0.0037598+0.0010878i,0.0029222-0.00039905i,0.0011729-0.001254i,-0.00041216-0.00079275i,-0.00052948+0.00047441i,0.00073588+0.00072718i,0.001452+0.00055172i,0.0016763+0.00019392i,0.0017034-0.00010184i,0.00085703-0.0005723i,0.00082274-0.00098958i,0.00057219-0.00050041i,-0.00015401-0.00057477i,-8.4839e-05-0.00066992i,-0.00032506-0.00088524i,-0.0001883-0.00062704i,0.00029235+7.4704e-05i,0.00018331+0.00051149i,0.00013673+3.2185e-05i
0.0010858+0.0010918i,0.00087214+0.00076739i,0.0024832+0.0010397i,0.002634+0.00067675i,0.001873+0.00037785i,0.0017218-0.00012437i,0.0005571-0.0013487i,-0.0010259-0.0019168i,-0.00051314-0.0015626i,0.0004454-0.0010155i,0.00057738-0.0012054i,0.00033168-0.00086992i,-0.00030959-0.00031688i,0.00015313-0.00035289i,0.00041075-0.00058236i,0.00091271-0.00089904i,0.001098-0.00070122i,3.1929e-05-0.0003321i,-3.2688e-05-0.00032762i,0.00014688-0.00083214i,-0.00040773-0.0009462i,-0.00091101-0.00022584i,-0.00039979-0.00047713i
0.002383+0.00068294i,0.0025073+0.000518i,0.0025994+0.00048028i,0.0043854+0.00025772i,0.005794+0.00016177i,0.0037092-0.00098316i,0.00016588-0.00297i,-0.002437-0.002727i,-0.0028486-0.0015483i,-0.0021913-0.0012041i,-0.0019577-0.00041608i,-0.0013353+0.00052952i,0.00010545+0.00064615i,0.00065067+0.00014957i,-0.00043532-0.00055556i,-0.0011684-0.00050033i,-0.0012181-0.0010387i,-0.00098155-0.0014911i,-0.00079146-0.0012624i,-0.00049274-0.0013285i,-0.00016819-0.0011507i,-0.00047579-0.001059i,-0.00079464-0.0010168i
-0.0021071-0.0024559i,-0.0019173-0.0010536i,-0.0027992+0.00095884i,-0.0014468+0.0022361i,0.0011821+0.0037555i,0.0028585+0.0032787i,0.0013746+0.00016599i,-0.0015629-0.00083367i,-0.0029502+0.00035664i,-0.0031488+0.0015303i,-0.0022633+0.0022279i,-0.0012685+0.0019558i,-0.00080221+0.0010227i,0.00060513+0.0010606i,0.001381+0.0010044i,0.00047626+0.00024139i,-0.00014792-0.00033212i,-0.0011773-0.00057689i,-0.0019979-0.00033305i,-0.0019443+0.00021211i,-0.0015541+9.6081e-06i,-0.00096432+0.00032917i,-0.0015691+0.0010281i
0.001333+0.0021633i,0.0013252+0.0015324i,0.0014445+0.0012497i,0.0023917+0.0004319i,0.0035988-0.00059757i,0.0031654-0.00072437i,0.00099325+0.00037712i,-0.0013337+0.0022768i,-0.0024553+0.0040905i,-0.0021325+0.0045105i,-0.00066358+0.0037401i,0.0004734+0.0020409i,0.00085347+3.4402e-05i,0.00094858-0.00028782i,0.00072162-6.5367e-05i,0.00051481-0.00029002i,0.00027622-0.00042268i,-0.00061673-0.00010102i,-0.00060483+9.1984e-05i,-5.4645e-05-0.0001957i,-0.00022159-0.0003872i,-0.00054049+0.00033796i,-0.00034819+0.00047278i
-0.0010472-0.0013224i,-0.0013249-0.00080254i,-0.00057411-0.0005252i,5.6413e-06+0.0015157i,0.0014663+0.0022465i,0.0021002+0.0018774i,0.00016768+0.0014515i,-0.0010952+0.0015423i,-0.00046379+0.00203i,0.00038494+0.0023702i,0.0010969+0.0026429i,0.0015256+0.0015436i,0.0013156+0.00057719i,0.0014669+0.00079085i,0.00086912+0.00050107i,-0.00018145-0.00026568i,-0.00031305-0.00093966i,-0.00016347-0.00086416i,0.00022994+0.00036391i,0.00056487+0.00069271i,0.00023247+0.00037058i,0.00046604+0.00079167i,0.00089593-0.00014247i
-0.0013375-0.00089916i,-0.00082536-0.00057833i,-0.0026763-0.00054638i,-0.0023295-7.3271e-05i,-0.00030306+0.0003265i,0.0014509-0.00068372i,0.00114-0.0025452i,0.00033522-0.0021762i,0.0014355-0.0004372i,0.0022051-0.00057499i,0.002219-0.0010563i,0.0021765-0.00084033i,0.0012002-0.00021014i,0.00069722+0.00037992i,-0.00016188-0.00018406i,-0.0010858-0.00093019i,-0.00035323-0.00097955i,0.00034773-0.00090313i,1.07e-05-0.00094018i,-0.00010044-0.00036313i,-0.00043405+0.00047356i,-0.00012228+0.00031359i,0.00043025-5.1243e-05i
-0.0015125+0.00047154i,-0.0015946+0.00094999i,-0.0013577+0.0033701i,-7.3505e-05+0.0052697i,0.0020076+0.0054075i,0.0026153+0.0028345i,0.00079945+0.00054008i,-0.00154+0.0004902i,-0.0017913+0.0001395i,-0.000607-0.0016095i,-3.3044e-05-0.0021167i,0.00073303-0.0010087i,0.0018077-0.00018591i,0.0019685-0.00017609i,0.0021058-6.1023e-06i,0.0018205+0.0008741i,-0.00010635+0.0015512i,-0.0013501+0.00085946i,-0.00096473-8.4151e-05i,-9.5488e-05-0.00079676i,-5.1656e-05-0.0011564i,-0.00035109-0.0010574i,-0.00010971-0.00098477i
-0.0016355+0.0030624i,-0.00061385+0.0027985i,2.2784e-05+0.0023977i,0.0011852+0.0024589i,0.0030764+0.0022285i,0.0031251+0.00079961i,0.00084768-0.0012307i,-0.0027371-0.00168i,-0.0050898-0.0015399i,-0.0049146-0.0011389i,-0.0023512-0.00052766i,0.0001928-0.0004455i,0.00069825-0.00031749i,0.0010176+4.1038e-05i,0.00090735-0.00013213i,0.00080578-0.00050619i,0.00046425-0.00066949i,2.2301e-05-0.00083556i,-9.3699e-05-0.00091411i,-0.00016481-0.0007301i,-0.00031956-0.00052354i,-0.00080307-0.00036118i,-0.001193-3.7833e-05i
-0.0018162-0.0024689i,-0.0021232-0.0011268i,-0.0025152+0.00083547i,0.00013537+0.0019682i,0.004301+0.0020572i,0.0050115+0.0011999i,0.0013985-0.00025561i,-0.0025103+0.00035237i,-0.0049329+0.0012423i,-0.0056027+0.0015858i,-0.0039694+0.0030941i,-0.0019995+0.0029084i,-0.00090905+0.0014634i,0.00011401+0.00092397i,0.00098838+4.6857e-05i,0.000949-0.00036579i,0.00011696-0.00030586i,-0.00025971-0.00019865i,-0.00017969+0.00053807i,-0.00048855+0.0011465i,-0.0013349+0.0011931i,-0.0010338+0.00020035i,-4.7605e-05-0.0005914i
-0.00067861+0.0028424i,-4.2366e-05+0.0019037i,0.0011997+0.0016556i,0.0014701+0.002127i,0.002562+0.0016019i,0.0030523-4.1745e-05i,0.00047314-0.00069034i,-0.001089+0.0011507i,-0.0012579+0.0043653i,-0.00093363+0.0055018i,0.00019816+0.0048116i,0.00076056+0.00359i,0.00088742+0.0014514i,0.00095607-0.00062181i,0.00086003-0.0015968i,0.00085579-0.0018658i,-0.00018794-0.001955i,-0.0010361-0.00098356i,-0.0010193+0.00068154i,-0.00057651+0.00086084i,0.00018708+0.00051689i,0.00044363-0.00029252i,0.00027202-0.00082697i
-0.0011465+2.1072e-05i,-0.00095432-0.00015625i,0.00020833-0.00049683i,0.0022872+0.00055439i,0.0038101+0.0010293i,0.0028204+0.00027151i,0.00083297-0.00020073i,-0.00043411+0.0011906i,0.00064595+0.0027741i,0.0023589+0.0032555i,0.0029061+0.0033013i,0.0024406+0.0021228i,0.0013393+0.00070913i,0.00060852+0.00076176i,-0.0003998+0.00054152i,-0.00052331-0.00080055i,-0.00011219-0.0011i,-0.00035009-0.00077546i,-0.00096469-0.001204i,-0.00084742-0.00064256i,-0.00053363+0.00031183i,-0.00030232-0.00039945i,4.9572e-05-0.00091819i
-0.00022967+0.0011896i,0.00051712+0.00088094i,0.0013184+0.0011761i,0.0021214+0.0019419i,0.0024296+0.0025294i,0.0017401+0.00084051i,0.00049624-0.00099724i,-0.00065172-0.0013139i,0.00042466-0.0016148i,0.0027849-0.0015726i,0.0030888-0.0012959i,0.0023374-0.0007171i,0.0018355+0.0005696i,0.0015213+0.0010244i,0.00093413+0.0011555i,0.00062056+0.00040394i,-9.6307e-05-0.0010818i,-0.0013626-0.00082436i,-0.00092696+2.9264e-05i,9.3531e-05+9.7065e-07i,0.0002444-0.00038069i,-0.000239-0.00033926i,-0.00074037+9.2993e-05i
0.00026121+0.00088862i,0.00091665+0.00070039i,0.0037031+0.00090977i,0.0058688+0.001913i,0.006269+0.0018421i,0.0041608+0.00033343i,0.0011307-0.00070078i,-0.0016753-0.0010318i,-0.0026799-0.0016568i,-0.0016003-0.0024934i,-0.00010505-0.0028431i,0.00089325-0.0021911i,0.0018086-0.0016946i,0.0020828-0.0015566i,0.0016322-0.0008598i,0.0007873+0.00026602i,-4.9494e-05+8.1433e-05i,-5.8841e-05-0.00063566i,-0.00046191-0.00075427i,-0.0013897-0.0008267i,-0.0014271-0.0011269i,-0.0012835-0.00069355i,-0.0014149-0.00011895i
0.00069431-0.0010305i,0.0010269-0.0005885i,0.00083692+0.00097285i,0.0010558+0.0025222i,0.0028222+0.00283i,0.0029464+0.0019934i,0.00066225+0.00018434i,-0.0015926-0.00049688i,-0.0028616-0.00023023i,-0.0036426-0.0005862i,-0.0027165-0.00069879i,-0.00055835-0.00066033i,0.00028113-0.00067771i,0.00041169-0.00075123i,0.0016265-0.00074047i,0.0016853-2.3579e-05i,0.00044719+0.00024173i,-0.00023397-0.00078115i,-0.00033299-0.0012628i,-0.00053704-0.00053679i,-0.0007485-0.00021883i,-0.00024768+2.1719e-05i,0.00037109+0.00069997i
-0.00081196+8.0007e-05i,-0.00027124+4.8298e-05i,0.0004285+0.00036423i,0.0028026+0.00094658i,0.0049988+0.0018493i,0.0046088+0.001404i,0.0013025+0.0007115i,-0.0020207+0.0020539i,-0.0043094+0.0034871i,-0.0048884+0.0028816i,-0.0027898+0.00193i,-0.00052421+0.00086812i,0.00026003+1.6795e-05i,0.00029843-0.000393i,0.00066638-0.00080817i,0.00076336-0.00089832i,0.00013734-0.00065156i,-0.0010394+9.3045e-05i,-0.0015625+0.00073587i,-0.0010271+0.0011463i,-0.00058415+0.00061298i,-0.00055574-0.00016135i,-0.00047441-0.00099698i
0.0018011+0.00029512i,0.0015594+5.4795e-05i,0.0025945+0.0018799i,0.0034124+0.0026798i,0.0037597+0.00062802i,0.0039483-0.0016277i,0.0021917-0.0006348i,-0.00014794+0.002123i,-0.0008753+0.0047633i,-0.00046885+0.0059259i,0.00028566+0.0046219i,0.0008315+0.0025182i,0.00081743+0.00094548i,0.0007617-9.2203e-05i,3.414e-05-0.00096336i,-0.00016078-0.0013686i,0.00034294-0.00195i,-6.8227e-05-0.0016272i,-0.00035632-0.00054848i,0.00013659+7.4327e-05i,-0.00013306-0.00020072i,-0.00095154-0.00092098i,-0.00084153-0.0008702i
0.0018139+0.0022187i,0.0030971+0.0014766i,0.0047709+0.00070739i,0.0058371-0.00058648i,0.0045469-0.0023834i,0.0025701-0.0029498i,0.00090088-0.0024206i,0.0001346-0.00092431i,0.001104+0.0014539i,0.0030904+0.0030663i,0.004254+0.0035378i,0.0028347+0.00257i,0.00095085+0.0011457i,0.00079199+0.00079199i,0.00073141+0.00072567i,0.00052903-0.0001482i,0.00044203-0.00077663i,0.00016647-0.00069278i,0.00040195-8.3952e-05i,2.7325e-05+0.00032345i,-0.001294+0.00044938i,-0.0012549+0.00014992i,0.00017273-0.0006109i
0.00021089+0.0018771i,0.00086129+0.0019735i,0.0019988+0.0035577i,0.0035157+0.0043979i,0.0044228+0.0041335i,0.0028085+0.0025071i,4.317e-05+3.0511e-05i,-0.0010212-0.0013004i,0.00026541-0.0017196i,0.0021064-0.0016076i,0.0024627-0.0015932i,0.0018429-0.0020923i,0.0014177-0.0017486i,0.0013756-0.00074341i,0.00076321-0.00020518i,-0.00032535-0.0004693i,-0.0010288-0.00019127i,-0.0013836+0.00067225i,-0.00095591+0.0012923i,-0.00050446+0.00096793i,1.655e-05-0.00011259i,0.00016862-0.00012044i,2.3321e-05+0.00016891i
0.0018106+0.00011069i,0.00133+5.6255e-05i,0.0030057+4.9425e-05i,0.0053493+0.00029871i,0.0056416+0.0010229i,0.0029079+0.00057949i,-0.00052899-0.00012543i,-0.001714+8.0085e-05i,-0.0014383-0.00042425i,-0.00062245-0.002043i,0.00032331-0.0028131i,0.00088668-0.0021457i,0.00083215-0.0010297i,0.0010908-8.6974e-05i,0.00063504+0.00010919i,-0.00030306-0.00055497i,-9.5292e-05-0.00034216i,-0.00037436+0.0006461i,-0.00065753+0.0012892i,-0.00015567+0.00087013i,-9.6539e-05+4.5957e-05i,0.00016036-0.00024733i,0.00028104-0.00046489i
0.00017922+0.0012657i,7.7467e-05+0.0011292i,0.0012701+0.0016173i,0.0036572+0.0012432i,0.0059323+0.0013622i,0.0060448+0.0015162i,0.0023626+0.0014867i,-0.0013893+0.00089508i,-0.0031947+0.00047241i,-0.0035216+0.00050025i,-0.0029513+0.00040439i,-0.0017347-0.00013893i,-0.00031158+0.00036601i,0.00047656+0.00043003i,0.00073709-0.0001978i,0.0010568-0.00026693i,0.00040127-0.00052021i,-0.00087251-0.00054115i,-0.00099625-0.00063252i,0.00010406-0.00019927i,0.00019412-0.0001148i,-0.00014636+8.2822e-05i,-2.7539e-05-0.000335i
0.00068766+0.00035127i,0.0014344+0.00039529i,0.0029027+0.00096719i,0.0032443-0.00013687i,0.0036756-0.0020534i,0.0045102-0.0030432i,0.002882-0.0018392i,-0.00012455+0.00060264i,-0.0019527+0.0023711i,-0.0022211+0.0029077i,-0.0012455+0.0028719i,0.0002263+0.0023092i,0.0014202+0.0011053i,0.0014284-0.00020725i,0.00062195-0.0004218i,-0.00014426-0.00082262i,-0.0001791-0.0015141i,-0.00032129-0.0012872i,-0.00046819-0.00050416i,-0.00020602+0.00016025i,-0.00024584-0.00010372i,0.00010239-0.00036601i,0.00044676-0.00042363i
0.00072894-0.0010043i,-3.5941e-05-6.5123e-05i,0.0013574+0.00076371i,0.0019277+0.00043768i,0.0017006-0.0009859i,0.0016183-0.0026239i,0.0008011-0.002622i,-0.00056659-0.00044458i,-0.00063082+0.000916i,-9.2564e-05+0.0018647i,0.00066891+0.0030782i,0.0013645+0.0031797i,0.0010712+0.0017689i,0.00036316+0.00062246i,-0.0004623+0.0010012i,-0.0012954+0.00048761i,-0.0017875-0.00083897i,-0.0015499-0.0014255i,-0.0010378-0.00085238i,-0.00085251-0.00040455i,-0.00024267-0.00071607i,-0.00010302-0.0003598i,5.6704e-05-4.1418e-05i
0.0031149-0.00061485i,0.002614-0.0009517i,0.0021523+0.00011106i,0.0013861+0.0014788i,0.00019141+0.0024941i,-0.00069557+0.0023488i,-0.0013293+0.0013939i,-0.0012349+0.00052744i,-0.0001194+4.5503e-05i,0.00085012+0.00031851i,0.0021911+0.00088284i,0.0029559-5.5526e-05i,0.0024799-0.0014141i,0.0013635-0.001186i,0.00026248-0.00077652i,0.00063552-0.0012929i,0.00059853-0.001339i,-0.00095203-0.00034918i,-0.0016915+0.00020795i,-0.0015719-4.7269e-05i,-0.00081918-3.0972e-05i,-5.001e-05+0.00047939i,8.4899e-05+0.0001686i
-0.0019027+0.0018388i,-0.001032+0.00212i,0.00095372+0.0033908i,0.0054185+0.0058523i,0.0075504+0.0062164i,0.0046396+0.0036868i,0.00014654+0.00039813i,-0.0020987-0.001494i,-0.0012116-0.0013535i,0.00093727-0.00017865i,0.0021574+0.00060216i,0.001858-0.00067381i,0.0012022-0.00169i,0.0010772-0.00097867i,0.00098473-0.00045013i,0.00072351-0.00027774i,0.00025685-0.00081126i,-0.00031755-0.00034742i,-0.0010149+0.00095887i,-0.00057837+0.00042307i,0.00052015-0.00036659i,0.00032442-0.00059499i,2.1179e-06-0.00039947i
0.0017336+0.00089369i,0.0017237+0.00018406i,0.0024136-0.00018241i,0.0038362-0.00046989i,0.0055535+0.00019276i,0.0053955+0.0016496i,0.0020161+0.0006929i,-0.0018028-0.00079012i,-0.0028316+3.6296e-05i,-0.0019551+0.001075i,-0.0012304-8.3651e-05i,-0.0009401-0.0010373i,-5.6722e-05-0.00057687i,0.0004275-4.5974e-05i,0.00060594+2.9871e-05i,0.0008859-0.0002757i,0.00057702-0.00058318i,7.86e-05-0.00013338i,0.00046619+0.00045001i,0.00025682+0.00052123i,-0.00017051-0.00038043i,-0.00059507-0.00095451i,-0.00050783-0.00065069i
0.00028362+0.0013155i,0.0015333+0.0013567i,0.0027488+0.0029855i,0.0041032+0.0022002i,0.0067428-7.1571e-05i,0.0075503-0.0012852i,0.0033247-0.0015541i,-0.00079955+0.00012287i,-0.00206+0.0015153i,-0.0021068+0.0021425i,-0.0013773+0.0021332i,-0.00050369+0.001438i,-5.9969e-05+0.0013605i,-5.563e-07+0.0014301i,0.00048503+0.0013012i,0.00084472+0.0002962i,0.00031451-0.00092026i,0.00024023-0.00072782i,0.0005091+0.00011934i,0.00045127-0.00015752i,-4.8786e-05-0.0011321i,-0.00046493-0.00077267i,-0.00017822-0.00016072i
-0.00048717+0.0014331i,-0.0003716+0.0014175i,0.00075741+0.001425i,0.0013162+0.00062974i,0.0009025-0.00080229i,5.8752e-05-0.0026499i,-0.0016372-0.0032019i,-0.0024619-0.00039748i,-0.0017494+0.002187i,-0.00087121+0.0024615i,-0.00042976+0.0023091i,0.00031847+0.0021045i,0.0015218+0.0012167i,0.0011426+0.00086062i,0.0008045+0.0010322i,0.0018518+0.0009906i,0.0013695+0.00029916i,0.00036391-0.00064061i,0.00015657-0.00065006i,-0.00042766-0.00056193i,-0.0006185-0.00062676i,-0.00018351-0.00013973i,-0.00023479+0.00031646i
-0.0015181+0.0013235i,-0.00087569+0.0012956i,-0.00097716+0.00094356i,-0.0012225+0.0011352i,-0.00063969+0.0010653i,-0.0014884-0.00055385i,-0.0011752-0.0013582i,6.8353e-05-0.00061243i,0.00013488+0.00020541i,0.00018538+0.00093927i,0.00062781+0.0019013i,0.0015092+0.0012186i,0.0018904+0.00054919i,0.0019661+0.00087284i,0.00183+0.00080066i,0.00093249+0.00018003i,-0.0013088-0.0011469i,-0.0017024-0.0021071i,-0.00067051-0.0020256i,-8.2478e-05-0.0021221i,0.00063143-0.0016779i,0.00099019-0.0009384i,0.0013342-0.00024023i
0.00035855-0.0006806i,-0.0001668-0.00060184i,-0.00028734+0.0015185i,0.0014133+0.0044428i,0.0021632+0.0072299i,0.00050424+0.0067721i,-0.00056369+0.0023115i,-0.0010833-0.00065606i,-0.0015583-0.00069888i,-0.0013534+0.00046853i,0.00026718+0.0012072i,0.0016129+0.0012196i,0.0014716+0.00066316i,0.0012747-0.00018767i,0.0012341-0.00029664i,6.0113e-05-0.00022922i,-0.0011202-0.00026944i,-0.0015693-0.00023215i,-0.0015589+0.00054413i,-0.0013197+0.00059813i,-0.0012565-0.00057817i,-0.0013054-0.00085419i,-0.00022552+4.3994e-05i
-0.00030956+0.0017901i,0.00059068+0.0013509i,0.0020959+0.0028101i,0.0044184+0.0034316i,0.0069426+0.0030482i,0.0066687+0.0022099i,0.0023838+0.00042667i,-0.001446-0.00057983i,-0.0033312+0.00047827i,-0.0027435+0.0013058i,2.7424e-05+0.001669i,0.0016819+0.0010054i,0.0011798-0.00075234i,0.00094075-0.0012699i,0.00081433-0.00093306i,-0.00011182-0.00085225i,-0.00039353-0.00036308i,-0.00040702-3.6379e-05i,-0.00065187-0.00049059i,-0.00064935-0.0001781i,-0.0006053+0.00047046i,-5.2295e-05+0.00016988i,0.00085798-6.912e-05i
0.00021326-0.0021127i,-0.00029308-0.0020123i,0.00044929-0.0020929i,0.0033563-0.00074434i,0.0068581+0.00035151i,0.0079125+0.00052322i,0.0041235+0.00056726i,-0.0012512+0.0012457i,-0.0033275+0.0020988i,-0.0025508+0.0018332i,-0.0013141+0.0004154i,-0.00029006-0.00076825i,3.7361e-06-0.00081659i,7.9867e-05-0.00055033i,-0.0003952-0.00074884i,-0.00065692-0.00012965i,0.00059558+0.00076888i,0.001052+0.00067674i,0.00016727-7.1806e-06i,-0.00052793+0.00034405i,-0.00083954+0.00025749i,-0.00065868+0.00050709i,-0.00010557+3.6597e-06i
0.0013069+0.0010269i,0.0011607-5.5497e-05i,0.00034216-0.00088834i,-0.0002255-0.0022739i,0.00055811-0.0049235i,0.0012848-0.0069596i,0.00071664-0.0050196i,-0.0010577-0.001088i,-0.0012198+0.0016956i,0.00036972+0.002516i,0.00069611+0.0013155i,0.0001399+0.00042312i,0.00049348+0.00036103i,0.000664-8.4234e-05i,-0.00014663+0.00036184i,0.00036629-0.00020475i,7.5461e-05-0.0011619i,-0.00094314-0.00099895i,-0.00014953-0.00037034i,6.0128e-05+0.00020914i,-0.00062415+0.00069297i,-0.00063801+0.00077022i,-0.00053957+0.0006453i
0.0029041-0.0030085i,0.0020478-0.0022555i,0.0019737-0.0020279i,0.00070142+5.6109e-05i,-0.001302+8.8664e-05i,-0.002056-0.0018239i,-0.0017691-0.0020301i,-0.00092277-0.0008061i,0.00065833+0.00070272i,0.0016254-4.3853e-05i,0.00091894-0.00045237i,-4.4098e-05+0.00062628i,-0.00011852+0.0010885i,0.00016175+0.0010195i,0.00061656+0.0003122i,0.0003049-0.0005728i,-0.00074941-0.0013545i,-0.0012262-0.0015387i,-0.0008902-0.00069555i,-0.00014631+0.00043537i,-0.0005466+0.00083085i,-0.00070631+0.00045982i,-0.00018871+0.00012879i
0.00062215-0.0039278i,-0.0004054-0.0031554i,-0.0019376-0.0025095i,-0.0027551-0.00029987i,-0.004119+0.0031903i,-0.0050525+0.0041416i,-0.004175+0.0019614i,-0.0025636-0.00030321i,-0.0011027-0.00090579i,-0.00094844-0.00089752i,-0.00075702+6.8063e-06i,0.00023214+0.0013538i,0.00041722+0.0017454i,0.00033425+0.0013113i,0.00050627+0.000211i,0.00014317-0.00061319i,-0.0002168-0.00063207i,-0.00035945-0.00040017i,-0.00059175-0.000306i,-0.00051191-0.00033291i,0.00016037-0.00051266i,0.00013595-0.00036614i,-0.00053388+0.00011432i
-0.00084221+0.00068007i,-0.00077686+0.0007678i,0.00091836+0.0026181i,0.0042441+0.0056546i,0.0082812+0.0074098i,0.0085564+0.0063052i,0.0037755+0.0032451i,-0.00028714+0.00095883i,-0.0020866-0.00054546i,-0.0022269-0.00035531i,-0.00067752+0.0010763i,0.0014657+0.0019152i,0.0028951+0.0010731i,0.002281-0.00054849i,0.0011421-0.00075143i,0.00027621-0.00029386i,-0.00025563-0.0006865i,-0.001017-0.0011946i,-0.0014654-0.00090047i,-0.0014142-0.00020676i,-0.0012718-0.00050931i,-0.00042018-0.001248i,2.5013e-05-0.0012283i
0.0010046+0.00040333i,0.00047102+0.00042746i,0.0016627-0.00018008i,0.0037231-0.00020071i,0.0058298+0.00018191i,0.0065997+0.0017021i,0.0032114+0.0017558i,-0.0012622+0.0013314i,-0.0029622+0.0011045i,-0.0026459+0.00063014i,-0.00074068+0.00095025i,0.0014575+0.00030381i,0.0012669-0.00098265i,0.00051532-0.00071469i,0.0013535+0.00018496i,0.0016556+4.3151e-05i,0.0011115-0.00040078i,0.00042542+0.00031868i,-1.8829e-06+0.00084208i,-0.00059251+3.8073e-05i,-0.0010595-0.00022074i,-0.00049854-0.0002751i,0.00010983-0.0005902i
-0.00076865+0.00088289i,-0.0016645+0.00093603i,-0.0013023+0.0014836i,0.0020169+4.5229e-06i,0.0064889-0.0031887i,0.0081677-0.0052138i,0.004899-0.004358i,0.00054147-0.00094626i,-0.0018286+0.0025476i,-0.0015405+0.0035508i,0.00025761+0.0016793i,0.0013109-0.00086701i,0.0014379-0.0013581i,0.0012675-0.00081715i,0.00039755-0.00067338i,-0.0002809-0.00062273i,-9.5854e-05-0.0010888i,-0.00049434-0.0010973i,-0.00071742-2.3121e-05i,-9.0762e-05+0.00050753i,5.7332e-05-0.00010294i,0.00027866-0.0002403i,0.00044634-0.00019932i
