0.0013781-0.00099654i,0.0010647-0.0023011i,-5.2899e-05-0.0031196i,0.00023321-0.0016759i,0.00083001-0.0014459i,0.00023906-0.0010202i,-0.0010437+0.00053763i,-0.0010393+0.002585i,2.6116e-05+0.0033194i,0.0012293+0.001695i,0.0015697-0.00041915i,0.00097067-0.00081695i,0.00083694-0.00025232i,-2.5744e-05-0.00026815i,-0.00056253-0.0001426i,-0.0001848-6.4265e-05i,-0.0003844+0.00011954i,-0.00044049+0.00062248i,-0.0005422+0.00063483i,0.00011428-0.00022681i,0.00083742-0.00049263i,0.00065449-8.3162e-05i,-8.1074e-05+8.3229e-05i
0.014948+0.010843i,0.034305+0.03542i,0.046328+0.072987i,0.037662+0.083354i,0.029963+0.026384i,0.05618-0.059631i,0.14585-0.087659i,0.2324-0.059017i,0.21614-0.028308i,0.14039-0.0019588i,0.086273+0.032763i,0.064648+0.053196i,0.055724+0.027171i,0.035335-0.026859i,0.01155-0.061822i,0.01066-0.071776i,0.023761-0.070389i,0.02764-0.054868i,0.016452-0.037078i,0.0015516-0.034036i,-0.00080829-0.044431i,0.004874-0.064208i,0.00058598-0.075832i
-0.0061771-0.017456i,0.014899-0.056604i,0.10183-0.13709i,0.22414-0.24498i,0.24569-0.26082i,0.16104-0.10564i,0.12525+0.074442i,0.14069+0.087974i,0.09844+0.0090788i,0.054242-0.010603i,0.075557-0.020725i,0.074972-0.049967i,0.013084-0.036694i,-0.042731+0.0058749i,-0.063774+0.024722i,-0.081849+0.019366i,-0.09312+0.017018i,-0.059007+0.026476i,-0.0050428+0.033928i,0.01443+0.038566i,0.0028624+0.047293i,-0.0085584+0.051468i,-0.012734+0.044875i
-0.0018198+0.0090955i,-0.013781-0.0046346i,-0.05661-0.065731i,-0.12838-0.167i,-0.16596-0.22577i,-0.16081-0.19624i,-0.1616-0.1266i,-0.14622-0.051026i,-0.084417+0.013788i,-0.042821+0.016695i,-0.080085-0.020447i,-0.13-0.018833i,-0.1016+0.023709i,-0.026301+0.051232i,0.020315+0.049395i,0.033249+0.053502i,0.039716+0.064244i,0.043838+0.042978i,0.034647-0.0028742i,0.016233-0.025577i,0.0065231-0.011143i,0.0097886+0.015072i,0.018636+0.027732i
-0.0023216+0.0022832i,-0.012857+0.029118i,-0.022873+0.12313i,-0.018456+0.2497i,-0.024706+0.26538i,-0.072132+0.13855i,-0.1258+0.0077286i,-0.11058-0.05834i,-0.043827-0.09399i,-0.019165-0.07848i,-0.022369+0.012391i,0.011562+0.080209i,0.0494+0.046035i,0.053478-0.019221i,0.052869-0.045209i,0.076833-0.057883i,0.094393-0.073091i,0.057093-0.067904i,-0.0059716-0.031214i,-0.029566+0.0047946i,-0.011968+0.0015285i,0.0078403-0.025222i,0.01377-0.036908i
0.002751+0.011288i,0.0261+0.0006569i,0.060772-0.04428i,0.075879-0.10624i,0.082317-0.090333i,0.14963+0.0028487i,0.23899+0.068543i,0.21386+0.074765i,0.097827+0.055326i,0.039223+0.026718i,0.064216-0.024828i,0.090559-0.090716i,0.06454-0.1219i,0.0093972-0.10325i,-0.034842-0.076468i,-0.076746-0.068971i,-0.11467-0.061358i,-0.10701-0.023604i,-0.050289+0.020162i,0.00041881+0.028472i,0.0051908+0.015296i,-0.017604+0.0071162i,-0.036968+0.0033345i
-0.0058673-0.0080976i,-0.027953-0.02018i,-0.064823-0.017322i,-0.078993-0.00065465i,-0.044641-0.00010552i,0.00056272+0.003878i,0.054783+0.032304i,0.12365+0.048377i,0.13898+0.043178i,0.079765+0.025476i,-0.0041528-0.0085161i,-0.075542-0.031253i,-0.10906-0.021762i,-0.10947+0.0077115i,-0.10806+0.047944i,-0.11411+0.10921i,-0.1039+0.16872i,-0.056166+0.15986i,-0.0053295+0.07708i,0.0026734-0.001162i,-0.00808-0.016724i,-0.0058834+0.0023489i,-0.0027309+0.014898i
0.0064379+0.015218i,0.027181+0.014511i,0.071553-0.024227i,0.081058-0.1044i,0.0025302-0.14268i,-0.11699-0.10848i,-0.21162-0.078612i,-0.24458-0.081179i,-0.19368-0.055797i,-0.091685-0.011525i,-0.022386+0.01619i,-0.01812+0.054102i,-0.025107+0.097666i,0.0047763+0.11342i,0.067618+0.10244i,0.14257+0.077678i,0.19534+0.043119i,0.17988+0.0063705i,0.10102-0.014012i,0.03135-0.0037174i,0.014049+0.0092265i,0.023537+0.0020193i,0.032848-0.0056516i
-0.0017564-0.0094456i,-0.033551-0.017415i,-0.10457+0.0087277i,-0.16114+0.079361i,-0.13332+0.097637i,-0.0827+0.011426i,-0.095286-0.06256i,-0.11885-0.040044i,-0.083962-0.0041569i,-0.034025-0.01871i,-0.014742-0.030829i,0.011142-0.0033554i,0.06219+0.015291i,0.098974-0.023155i,0.10002-0.095821i,0.072361-0.17002i,0.028254-0.2183i,-0.015482-0.19713i,-0.031419-0.1116i,-0.014494-0.03378i,-0.0015049-0.0032569i,-0.009125+0.0049538i,-0.014709+0.0064102i
0.010501+0.018711i,0.03793+0.044237i,0.11542+0.065984i,0.19183+0.035097i,0.18128-0.013689i,0.1344+0.00050613i,0.15539+0.07303i,0.19065+0.097616i,0.14135+0.051677i,0.058945+0.031197i,0.035259+0.039191i,0.051951+0.0057281i,0.045075-0.054871i,-0.0087954-0.080596i,-0.08325-0.058331i,-0.14403-0.011676i,-0.17934+0.035872i,-0.16133+0.062276i,-0.095833+0.056426i,-0.04241+0.030035i,-0.021337+0.0096235i,-0.012376+0.0066078i,-0.010233+0.0078311i
-0.0012841-0.020589i,-0.015787-0.061996i,-0.064035-0.12037i,-0.12269-0.1465i,-0.11908-0.10776i,-0.039999-0.014517i,0.068518+0.079006i,0.16142+0.12014i,0.18969+0.1064i,0.13912+0.061529i,0.060956+0.0074213i,-0.0062396-0.035916i,-0.056818-0.0398i,-0.075267+0.0073592i,-0.05603+0.071015i,-0.021766+0.12164i,0.013675+0.15316i,0.043653+0.14257i,0.049044+0.08512i,0.028128+0.031064i,0.0077515+0.0080459i,0.002109-0.0053143i,-0.00018647-0.013343i
0.002659+0.01474i,0.0062329+0.048285i,0.050346+0.086786i,0.11446+0.067216i,0.097726-0.019685i,-0.035662-0.10394i,-0.16472-0.13143i,-0.17745-0.12485i,-0.11823-0.10738i,-0.070476-0.071759i,-0.055038-0.02282i,-0.054498+0.025641i,-0.04043+0.052008i,-0.007311+0.041531i,0.028136+0.012704i,0.058247-0.0082415i,0.086623-0.021962i,0.092945-0.032282i,0.062775-0.032862i,0.02567-0.023883i,0.0024778-0.0097546i,-0.010356+0.0035821i,-0.012394+0.0082659i
0.0051396-0.014776i,0.014639-0.054323i,0.0044343-0.11557i,-0.03854-0.14814i,-0.071964-0.11715i,-0.068034-0.070758i,-0.081197-0.059627i,-0.14534-0.039349i,-0.16537+0.0074983i,-0.089265+0.018031i,0.003879-0.007947i,0.054712-0.022447i,0.064921-0.026277i,0.049604-0.036112i,0.03317-0.051766i,0.022361-0.075072i,0.0024724-0.095709i,-0.017339-0.086859i,-0.02034-0.047347i,-0.009525-0.01028i,0.0032649+0.004734i,0.010772+0.0088152i,0.012828+0.0092688i
-0.0024552+0.005611i,-0.028149+0.037903i,-0.04548+0.095108i,-0.029471+0.14087i,0.019623+0.12904i,0.092622+0.077808i,0.18671+0.03438i,0.2441-0.014181i,0.19546-0.057856i,0.097515-0.055655i,0.030772-0.043886i,-0.0010805-0.050069i,-0.0093936-0.047339i,-0.0071918-0.034473i,-0.016707-0.027677i,-0.04339-0.015777i,-0.069415+0.014971i,-0.071005+0.040294i,-0.040896+0.038585i,-0.0043592+0.024101i,0.014014+0.010787i,0.016766-0.00037194i,0.0097446-0.0052789i
0.012192-0.0041597i,0.037358-0.038437i,0.051675-0.10105i,0.013083-0.1498i,-0.053838-0.11368i,-0.082568-0.0051359i,-0.066637+0.072536i,-0.035453+0.0778i,0.0083399+0.054633i,0.028781+0.04328i,0.0074373+0.044159i,-0.021142+0.040011i,-0.033894+0.027921i,-0.03224+0.024068i,-0.028627+0.039268i,-0.015515+0.068467i,0.017093+0.088955i,0.046067+0.076862i,0.044565+0.034776i,0.022146-0.0043383i,0.0049738-0.019256i,-0.00025751-0.017814i,-0.0015066-0.010684i
-0.0069526-0.0048177i,-0.04579+0.011535i,-0.082174+0.04164i,-0.073935+0.069864i,-0.03309+0.060737i,-0.042309+0.049627i,-0.089502+0.10613i,-0.063263+0.17009i,0.0057311+0.14682i,0.015061+0.063156i,-0.010261+0.012825i,-0.018479+0.015254i,-0.017555+0.026178i,-0.010571+0.029397i,0.011729+0.024502i,0.036503+0.00052926i,0.04579-0.039702i,0.033263-0.064744i,0.0039207-0.054707i,-0.024328-0.027306i,-0.036564-0.0060355i,-0.031926+0.00041429i,-0.019543-0.0040593i
0.010673+0.0039657i,0.048776-0.00389i,0.10155-0.027905i,0.1227-0.068553i,0.095922-0.098421i,0.072629-0.11354i,0.066598-0.14212i,0.023151-0.1425i,-0.041406-0.087209i,-0.054236-0.031709i,-0.026675-0.012312i,-0.0014033-0.011623i,0.01404-0.015508i,0.01608-0.025972i,0.007181-0.040927i,-0.015537-0.053908i,-0.053616-0.05071i,-0.076671-0.025966i,-0.059049+0.0065675i,-0.022117+0.029176i,0.0026487+0.036525i,0.0060111+0.034029i,-0.0021794+0.025988i
-0.013389-0.0071868i,-0.049226-0.003665i,-0.094374+0.021108i,-0.099972+0.071011i,-0.038884+0.096712i,0.037583+0.053089i,0.069118-0.022131i,0.050537-0.076001i,0.024577-0.083034i,0.032264-0.058881i,0.044822-0.04512i,0.0305-0.042233i,0.0062893-0.035775i,-0.014579-0.024807i,-0.028721-0.0041896i,-0.029416+0.023784i,-0.016166+0.05681i,0.0049705+0.073321i,0.020652+0.051852i,0.023052+0.015467i,0.019357-0.0070559i,0.016448-0.0097747i,0.014694+0.0011681i
0.014822+0.0033489i,0.049878+0.0098832i,0.10418-0.0016852i,0.11944-0.051026i,0.044553-0.088281i,-0.048788-0.033482i,-0.058559+0.062131i,-0.014842+0.072076i,0.0093194+0.014703i,0.002133-0.0094972i,-0.0087037-0.0014332i,-0.010172+0.0047169i,-0.0043189+0.013657i,0.0081295+0.022173i,0.019683+0.023365i,0.032264+0.021132i,0.051902+0.011903i,0.061987-0.0048465i,0.045785-0.01656i,0.016271-0.014641i,-0.0060143-0.0065838i,-0.011259-0.0040238i,-0.0044921-0.0078976i
-0.018871-0.019364i,-0.052228-0.037579i,-0.11375-0.060494i,-0.16446-0.058312i,-0.16185-0.041312i,-0.1326-0.03584i,-0.098921-0.0066424i,-0.028346+0.057821i,0.036192+0.098232i,0.041223+0.08811i,0.020716+0.060624i,0.011218+0.038331i,0.011665+0.013243i,0.010377-0.01631i,0.00068813-0.036642i,-0.017666-0.040587i,-0.036383-0.037789i,-0.040249-0.033365i,-0.02382-0.022894i,-0.0032133-0.012243i,0.0059729-0.0044572i,0.0043797-0.00016007i,-0.00255-0.0016389i
0.0097744+0.0077106i,0.036017+0.02636i,0.090842+0.038951i,0.14846+0.0033996i,0.14917-0.078615i,0.094888-0.14822i,0.033485-0.17412i,-0.01649-0.14612i,-0.030606-0.088899i,-0.017191-0.053019i,-0.0075063-0.039948i,-0.0072285-0.028684i,-0.014649-0.018148i,-0.02316-0.0059292i,-0.024984+0.008591i,-0.021958+0.025448i,-0.021079+0.042644i,-0.022463+0.045309i,-0.022738+0.028846i,-0.020167+0.010248i,-0.016025-0.0015032i,-0.014655-0.0062671i,-0.01364-0.0031709i
-0.0084753-0.015134i,-0.028281-0.046098i,-0.076287-0.086487i,-0.12945-0.083749i,-0.12064-0.01132i,-0.052595+0.075483i,-0.0084122+0.12342i,-0.01711+0.1261i,-0.037722+0.092426i,-0.035562+0.042943i,-0.02544+0.0099429i,-0.018382-0.0034419i,-0.0055849-0.0077744i,0.011756-0.0038144i,0.029462-0.002685i,0.044863-0.008442i,0.05524-0.0086932i,0.049341+0.0017729i,0.026383+0.014285i,0.0069982+0.022885i,0.0013787+0.026094i,0.00099718+0.023426i,0.0012201+0.018772i
0.0055121+0.009085i,0.010943+0.042689i,0.03492+0.097184i,0.069639+0.13457i,0.073473+0.1351i,0.057651+0.13914i,0.088587+0.14834i,0.14728+0.099654i,0.15495+0.0096066i,0.099208-0.02662i,0.044135-0.013109i,0.014671-0.008231i,-0.010864-0.016415i,-0.031379-0.018887i,-0.039083-0.017829i,-0.038731-0.024006i,-0.030554-0.031584i,-0.0077997-0.031232i,0.015857-0.02412i,0.023767-0.015966i,0.024578-0.0083941i,0.028482-0.0035461i,0.029538-0.0050583i
-0.0014259-0.013336i,-0.0010504-0.046784i,-0.018238-0.10485i,-0.063743-0.14773i,-0.11195-0.14288i,-0.13768-0.11874i,-0.14457-0.11749i,-0.13527-0.1119i,-0.10104-0.059864i,-0.053536-0.0074006i,-0.025447+0.0080055i,-0.020113+0.015309i,-0.017496+0.033524i,-0.010697+0.047658i,-0.0077469+0.052418i,-0.015111+0.055338i,-0.029449+0.050748i,-0.036564+0.032526i,-0.028371+0.0082099i,-0.018062-0.0099829i,-0.011807-0.018342i,-0.0061465-0.021757i,-0.006075-0.023599i
-0.008694+0.0085597i,-0.018119+0.044174i,-0.01827+0.10705i,0.019089+0.14962i,0.068106+0.099502i,0.06742-0.0050801i,0.022099-0.04071i,0.0081758+0.010925i,0.0258+0.049875i,0.030756+0.036225i,0.02568+0.014458i,0.030683+0.0097259i,0.048652+0.0028968i,0.058475-0.014753i,0.055328-0.025547i,0.050277-0.020397i,0.042634-0.0024585i,0.026652+0.016684i,0.010277+0.025103i,-0.00086464+0.020814i,-0.013805+0.01167i,-0.027618+0.0084277i,-0.032249+0.013361i
0.0026634-0.0094219i,0.028664-0.038439i,0.068967-0.09501i,0.099194-0.15532i,0.10797-0.15357i,0.12611-0.082251i,0.1645-0.033063i,0.14384-0.056952i,0.051039-0.083188i,-0.0089498-0.062159i,-0.0065144-0.044032i,-0.0033641-0.052489i,-0.019453-0.055947i,-0.030353-0.045779i,-0.032086-0.034045i,-0.026694-0.029197i,-0.01146-0.032587i,0.0033322-0.035109i,0.0041675-0.028789i,-0.0022725-0.014255i,-0.004445+0.0036344i,-0.0031233+0.019624i,0.0015012+0.028418i
-0.011365+0.0052495i,-0.040634+0.02108i,-0.089644+0.05569i,-0.12703+0.10322i,-0.11645+0.13759i,-0.070491+0.1387i,-0.048354+0.11019i,-0.046999+0.076231i,-0.020617+0.055889i,0.0099371+0.033147i,0.0011962+0.0099736i,-0.026413+0.012773i,-0.032934+0.030457i,-0.021051+0.038583i,-0.0082663+0.036268i,-0.00401+0.032918i,-0.0092031+0.028849i,-0.014962+0.020206i,-0.017509+0.012736i,-0.013055+0.013255i,0.0019806+0.01444i,0.019489+0.0073998i,0.028017-0.0024846i
0.0085804-0.00020285i,0.040794-0.012738i,0.091708-0.045269i,0.1134-0.096559i,0.044793-0.1278i,-0.090256-0.095186i,-0.16703-0.0088832i,-0.12061+0.051999i,-0.029008+0.03681i,0.0075307+0.0012396i,0.0036225+0.0050162i,0.016914+0.019903i,0.031869+0.0087087i,0.025453-0.012336i,0.014226-0.026554i,0.0091232-0.031328i,0.0092318-0.018987i,0.016606+0.0026736i,0.029742+0.013407i,0.036101+0.0082522i,0.028987-0.0044581i,0.015298-0.019648i,0.0032677-0.031608i
-0.01252-0.00012833i,-0.046708-0.0057272i,-0.11671-0.018064i,-0.19445-0.031247i,-0.21575-0.033672i,-0.14179-0.030391i,-0.035695-0.032027i,0.01277-0.020634i,0.0010883+0.015296i,-0.0099156+0.042877i,-0.00095986+0.031367i,0.0019678-0.0015263i,-0.0084179-0.022448i,-0.023533-0.024104i,-0.036615-0.017799i,-0.045566-0.014417i,-0.047382-0.014261i,-0.037034-0.014843i,-0.020194-0.018415i,-0.013111-0.02204i,-0.02027-0.019119i,-0.031196-0.0073289i,-0.037029+0.0043178i
0.0099118+0.0041421i,0.037779+0.018549i,0.094624+0.048586i,0.17437+0.06759i,0.23546+0.023974i,0.22837-0.067482i,0.16347-0.1235i,0.09167-0.11463i,0.046062-0.077998i,0.026343-0.048366i,0.014743-0.030553i,0.0044896-0.014649i,0.0020004+0.0013706i,0.0070064+0.013726i,0.013751+0.028143i,0.019401+0.043174i,0.016226+0.047472i,0.0026176+0.038417i,-0.013496+0.027589i,-0.021299+0.024966i,-0.015681+0.026339i,-0.0012792+0.029956i,0.0094517+0.03455i
-0.013056-0.0060165i,-0.03234-0.023945i,-0.063163-0.055329i,-0.088041-0.082749i,-0.090614-0.066145i,-0.080651+0.0018631i,-0.06963+0.075782i,-0.04276+0.095589i,-0.019197+0.048773i,-0.022664+0.0024773i,-0.021962-0.0036896i,-0.0052956-0.0028208i,0.001504-0.010481i,0.0040289-0.01296i,0.015018-0.011104i,0.027898-0.010326i,0.039453-0.0089578i,0.041891-0.0019868i,0.033408+0.0056298i,0.02639+0.0046616i,0.025814-0.0057704i,0.026398-0.020489i,0.026663-0.027905i
0.0041278+0.0049044i,0.014765+0.03212i,0.030741+0.093293i,0.054308+0.17588i,0.078194+0.21839i,0.087401+0.1888i,0.089625+0.11927i,0.096156+0.053359i,0.090932+0.017664i,0.066824+0.0082513i,0.038532+0.0022963i,0.0099493-0.00022838i,-0.011886+0.0092692i,-0.021903+0.016933i,-0.02696+0.014737i,-0.03347+0.0088754i,-0.034482+0.0034908i,-0.019357-0.0028059i,-0.00057839-0.010704i,0.00066878-0.01634i,-0.011717-0.014097i,-0.023684-0.0087117i,-0.028601-0.012662i
-0.0018054-0.0049355i,0.00064356-0.03158i,0.013867-0.089069i,0.020587-0.16699i,-0.0049893-0.20745i,-0.043791-0.19495i,-0.072939-0.17034i,-0.099981-0.12358i,-0.096235-0.044399i,-0.047888-0.0016813i,-0.022393-0.0064748i,-0.024418-0.0019883i,-0.0078975+0.0087799i,0.014119+0.0076048i,0.02267+0.003401i,0.021518+0.0047837i,0.010989+0.010358i,-0.0038449+0.0095397i,-0.0121+0.0047552i,-0.010284+0.011277i,-0.0016061+0.02698i,0.0048276+0.037726i,0.0015155+0.036409i
-0.0023239+0.0082773i,-0.0090571+0.022311i,-0.039144+0.042462i,-0.094583+0.058886i,-0.14217+0.067652i,-0.1318+0.091451i,-0.065591+0.13084i,-0.00053156+0.13482i,0.023582+0.095837i,0.014155+0.059136i,0.0061252+0.037137i,0.0074305+0.016773i,0.0059821-0.0042776i,0.0008946-0.024176i,-0.0022517-0.039832i,-0.0012005-0.050755i,0.0010116-0.048741i,-0.0022563-0.028819i,-0.0048736-0.007387i,0.0024338-0.0011133i,0.013453-0.0091026i,0.020241-0.015683i,0.022117-0.0084384i
0.0057231-0.0038552i,0.020817-0.020485i,0.06639-0.052393i,0.13072-0.10115i,0.15618-0.12909i,0.1222-0.095471i,0.097661-0.036835i,0.091078-0.044826i,0.048106-0.090384i,0.0089938-0.074467i,0.014727-0.039319i,0.02097-0.033804i,0.0081086-0.023973i,-0.0018656-0.0040337i,-0.0093984+0.0129i,-0.016811+0.025352i,-0.013858+0.025982i,-6.3405e-05+0.017016i,0.0081964+0.0060146i,-0.0018301-0.0059612i,-0.022019-0.014152i,-0.032444-0.018175i,-0.024451-0.019714i
-0.0052132+0.0068718i,-0.023356+0.0075073i,-0.071078+0.0022081i,-0.1342-0.0084342i,-0.1556-0.024381i,-0.13386-0.048104i,-0.13197-0.050988i,-0.12143+0.0021452i,-0.053313+0.049896i,-0.0018221+0.026352i,-0.0065786-0.0017719i,-0.0099208+0.0031374i,-8.5134e-05-0.00034102i,0.0049727-0.010418i,0.015299-0.008514i,0.028573-0.00019006i,0.031063+0.0056191i,0.023103+0.0038904i,0.012775+9.0706e-05i,0.0061967+0.0064982i,0.0055464+0.022384i,0.0024135+0.031358i,-0.0072898+0.024227i
0.0044951-0.00067059i,0.014945+0.0053836i,0.047044+0.045403i,0.10981+0.11231i,0.16702+0.13244i,0.14672+0.069961i,0.081042+0.016078i,0.073291+0.013524i,0.088735+0.0013192i,0.057154-0.013424i,0.024404+0.0033948i,0.020419+0.01522i,0.010151+0.0056525i,-0.013107-0.0017957i,-0.034309-0.010532i,-0.049728-0.022682i,-0.054458-0.02206i,-0.045476-0.0060805i,-0.026351+0.009109i,-0.0016899+0.0083283i,0.021344-0.0036787i,0.034732-0.0090888i,0.031697-0.004103i
-0.0027715+0.0034993i,-0.011743-0.0070372i,-0.035914-0.041497i,-0.082278-0.090468i,-0.11465-0.088247i,-0.058685-0.025518i,0.029116-0.017312i,7.1389e-07-0.058255i,-0.074558-0.024408i,-0.053793+0.028232i,-0.010846+0.0084477i,-0.017077-0.019661i,-0.019779-0.011549i,-0.0071266+0.0047098i,-0.0048851+0.02326i,-0.010991+0.043149i,-0.014457+0.049839i,-0.0075267+0.037333i,0.00041791+0.016796i,-0.0052267+0.003212i,-0.0177-0.0079894i,-0.023103-0.020755i,-0.015968-0.023482i
0.0036433-0.0018023i,0.0048296+0.0096216i,0.0035715+0.050874i,0.0021152+0.11677i,0.0050893+0.14803i,0.0065892+0.11158i,0.00012674+0.070702i,0.0080126+0.061888i,0.029366+0.043908i,0.021765+0.011629i,-0.0089171+0.001077i,-0.022411+0.0098128i,-0.015446+0.010852i,-0.0005244+0.00067401i,0.020709-0.0093021i,0.043706-0.014268i,0.054435-0.015084i,0.042183-0.017563i,0.016617-0.019679i,-0.0014167-0.011616i,-0.011107+0.0069235i,-0.019074+0.022792i,-0.018626+0.023496i
-7.4209e-05-0.00031177i,0.010705-0.014829i,0.048111-0.069275i,0.090402-0.18014i,0.057315-0.2708i,-0.047485-0.2358i,-0.086843-0.10986i,-0.024389-0.050366i,0.0064311-0.076091i,-0.018406-0.057207i,-0.0082606-0.0088319i,0.014898-0.0026239i,0.0077441-0.0065195i,-0.0035695-0.002832i,-0.0087395-0.0072666i,-0.015431-0.013889i,-0.016155-0.012661i,-0.0088866-0.0016364i,0.00020931+0.0082989i,0.0048848+0.0064285i,0.0096325+0.0035125i,0.019349+0.0078832i,0.021713+0.0091673i
0.00095048-0.0013473i,-0.0092955+0.0013496i,-0.041696+0.016554i,-0.083182+0.048847i,-0.079797+0.07528i,-0.030489+0.074523i,0.00026691+0.059254i,0.0022131+0.061832i,0.019845+0.073152i,0.044351+0.042133i,0.029736-0.0032146i,0.0010909-0.010997i,-0.0038207-0.0010044i,0.00090309+0.0051095i,0.0051843+0.012733i,0.0081046+0.022256i,0.00452+0.025637i,0.0056484+0.019631i,0.015438+0.012159i,0.019838+0.0073387i,0.015976-0.0014261i,0.0093654-0.0149i,0.0018082-0.020311i
0.0067897+0.0016139i,0.02147-0.00086235i,0.071766+0.0010183i,0.16448+0.0040861i,0.24755-0.0058101i,0.24293-0.040255i,0.16068-0.051469i,0.094219-0.011774i,0.0659+0.0078482i,0.030345-0.011043i,0.00054922-0.0089318i,0.0051444+0.006879i,0.014493+0.0012004i,0.0095145-0.010307i,0.0064258-0.018267i,0.0083235-0.027507i,0.0069809-0.028986i,-0.0016055-0.023272i,-0.010196-0.016407i,-0.0087097-0.011255i,-0.0087882-0.0090661i,-0.018498-0.0041679i,-0.023988+0.0032868i
-0.0030404+0.0015144i,-0.020462-0.0078738i,-0.077656-0.030326i,-0.18821-0.052712i,-0.29607-0.028268i,-0.30191+0.057489i,-0.2079+0.099293i,-0.13267+0.050571i,-0.10321+0.026867i,-0.0531+0.050358i,0.0049461+0.035334i,0.017852-0.0062798i,0.0047672-0.018538i,-0.006411-0.013001i,-0.021649-0.0085456i,-0.035322-0.0056621i,-0.034357-0.0058926i,-0.023458-0.0021007i,-0.01822+0.0034057i,-0.022372+0.0055613i,-0.020648+0.012591i,-0.007602+0.021086i,0.0052035+0.022101i
0.0096614+0.0039402i,0.016229+0.01575i,0.029551+0.054901i,0.040505+0.12412i,0.040953+0.18482i,0.040646+0.17656i,0.041386+0.10895i,0.03125+0.04436i,0.024183+0.00082327i,0.024503-0.02529i,0.010313-0.0277i,-0.0047167-0.010081i,-0.0027354+0.0035365i,0.0014903+0.0062388i,0.0032274+0.011411i,0.0035866+0.023793i,0.0019604+0.033834i,0.0043242+0.029095i,0.0074075+0.016119i,0.008052+0.011035i,0.013535+0.0087532i,0.023462-0.0014484i,0.027121-0.013256i
-0.0040671-0.0026958i,-0.0070682-0.020789i,-0.0034155-0.078009i,0.011059-0.19354i,0.022808-0.3341i,0.01181-0.40363i,-0.0086356-0.3408i,0.0055038-0.20673i,0.016996-0.10737i,-0.01356-0.047759i,-0.027432-0.0018985i,-0.010437+0.0090889i,-0.0024711-0.0024768i,0.00024983-0.0093478i,0.0074723-0.016181i,0.013121-0.020079i,0.015233-0.012643i,0.013447-0.001568i,0.013897+0.0021973i,0.01668-0.0056016i,0.01082-0.017382i,-0.0040341-0.023977i,-0.016608-0.023721i
0.0028644+0.0029622i,0.0018442+0.021271i,-0.0032131+0.064867i,-0.0097839+0.12076i,-0.018754+0.14751i,-0.031406+0.13873i,-0.025573+0.11934i,0.0035979+0.085901i,0.032189+0.053831i,0.048443+0.029854i,0.034027+0.0014165i,-0.0012574-0.012547i,-0.01783-0.0058782i,-0.016231+0.00079646i,-0.013899+0.0020091i,-0.013213-0.0038024i,-0.014713-0.014337i,-0.011187-0.017123i,-0.0032165-0.012979i,-0.0014524-0.0077047i,-0.0097938+0.00030802i,-0.021683+0.014666i,-0.024268+0.027607i
0.00088542-0.0029683i,0.014795-0.017769i,0.062394-0.04245i,0.15537-0.047255i,0.27263+0.0074167i,0.34632+0.081438i,0.30198+0.096773i,0.16685+0.073851i,0.056891+0.044944i,0.009081+0.00049082i,-0.012619-0.022664i,-0.01427-0.010464i,-0.0040851-0.00024033i,0.0014823+0.0025127i,0.0067206+0.0093502i,0.011731+0.017543i,0.0097824+0.021349i,0.0021536+0.014082i,-0.0068273+0.0047798i,-0.0090875+0.0081842i,0.00037156+0.017581i,0.016307+0.022545i,0.027158+0.021271i
2.4558e-05+0.0004461i,-0.016199+0.0085717i,-0.063299+0.02058i,-0.14343+0.011122i,-0.23125-0.042586i,-0.28834-0.091923i,-0.26387-0.077388i,-0.16569-0.033152i,-0.080042-0.0016603i,-0.039153+0.02633i,-0.0060066+0.033569i,0.013625+0.013251i,0.0095786-0.0014013i,4.0147e-05-0.004102i,-0.0059502-0.0048962i,-0.0011888-0.0029687i,0.013573+0.0021526i,0.019552+0.0080071i,0.011882+0.010289i,0.0038635+0.0057224i,0.0045853-0.0049233i,0.010398-0.021977i,0.010348-0.035013i
0.0039997+0.00060984i,0.018855-0.005031i,0.043914-0.010804i,0.029659+0.0074216i,-0.061113+0.087405i,-0.15008+0.18031i,-0.14597+0.18753i,-0.085381+0.10425i,-0.033758+0.016893i,0.0026569-0.018049i,0.015006-0.016012i,0.0084766-0.0020226i,0.0038748+0.0052444i,-0.00097376+0.0046467i,-0.010149+0.0035612i,-0.022074+0.0018073i,-0.030394+0.00014796i,-0.023531+0.0013896i,-0.0084189+0.00072484i,-0.0033129-0.0030656i,-0.010934-0.0065897i,-0.025933-0.0089078i,-0.037568-0.0079666i
-0.003943-0.0046538i,-0.023125-0.010143i,-0.053757-0.034182i,-0.047147-0.095276i,0.052315-0.19988i,0.17398-0.28148i,0.19519-0.25596i,0.13376-0.14458i,0.064628-0.050956i,0.0087775-0.014284i,-0.016312+0.0029842i,-0.008165+0.01038i,0.0020045+0.0053483i,0.0043567+1.8144e-05i,0.0048273-0.0048876i,0.00016031-0.0038802i,-0.0068594+0.0051427i,-0.0084396+0.0094962i,-0.0049126+0.0067503i,-0.0016952+0.0024464i,-0.0020373+0.0062199i,-0.0027259+0.022517i,-0.00082587+0.035707i
