-0.0022829+0.0002026i,-0.0020124-0.00011079i,-0.00249+0.00028862i,-0.0019724+0.00027793i,-0.0026888+0.00041768i,-0.0034904+0.0013503i,-0.0038847+0.0027023i,-0.0022916+0.003178i,2.2152e-05+0.0017839i,0.0011304+0.00053378i,0.0019237+1.5425e-05i,0.0011726+3.1542e-05i,0.00023047-0.00057747i,-8.7975e-05-0.0016584i,-0.0010317-0.0015143i,-0.0010802-0.00047897i,-0.00026967+0.00045771i,-0.00018725+4.6848e-05i,0.00026144-0.00017179i,0.00095537+0.00043971i,0.0009357+0.00075944i,0.00029175+0.00070732i,7.7138e-05+5.1993e-05i
0.016901+0.056472i,0.065792+0.12347i,0.153+0.14287i,0.20944+0.058241i,0.15068-0.043273i,0.019183-0.048296i,-0.047728+0.00098056i,-0.036206+0.0074672i,-0.019937-0.014696i,-0.010666-0.017376i,0.0033071-0.0046763i,0.012814+0.0018346i,0.014686-0.0032878i,0.014299-0.0072286i,0.015004-0.0016033i,0.015587+0.0061844i,0.010455+0.0090011i,0.000163+0.0070941i,-0.0065053+0.0026149i,-0.0069456-0.0019095i,-0.0044903-0.0031862i,0.00156+0.0026138i,0.0094019+0.011197i
0.0049589-0.060211i,-0.02257-0.13834i,-0.11329-0.16966i,-0.24622-0.052638i,-0.30462+0.16338i,-0.20622+0.28858i,-0.064494+0.23547i,-0.021394+0.13008i,-0.03634+0.076335i,-0.029566+0.052266i,-0.014313+0.025044i,-0.012028+0.0050276i,-0.012981+0.0029025i,-0.008673+0.0055777i,-0.0021965-0.00077415i,0.00067849-0.011818i,0.0027487-0.015326i,0.0072688-0.0091587i,0.0088667-0.00042239i,0.0052373+0.0057854i,0.0016827+0.0072283i,0.0022214-0.00067244i,0.0037564-0.011376i
-0.022363+0.053625i,-0.03388+0.13939i,0.00037787+0.21073i,0.092713+0.16486i,0.15858-0.0085181i,0.12611-0.16974i,0.058574-0.19148i,0.035064-0.12965i,0.03371-0.081864i,0.013341-0.048461i,-0.0072032-0.014984i,-0.004366+0.0053996i,0.0086771+0.0080276i,0.011208+0.0022299i,0.002592-0.0010197i,-0.0045923-5.654e-05i,-0.0048069-0.0017878i,-0.001921-0.0061299i,0.0011369-0.0064309i,0.0044024-0.0036099i,0.0050563-0.0010362i,-0.0014226+0.00066237i,-0.0094157+0.0020465i
0.040956-0.046022i,0.079522-0.12884i,0.078069-0.24289i,-0.016704-0.32078i,-0.14275-0.28703i,-0.18759-0.15363i,-0.14156-0.035755i,-0.080637-0.0069198i,-0.054544-0.019336i,-0.038029-0.016084i,-0.012798-0.0095269i,0.0010636-0.011854i,-0.0022735-0.011105i,-0.0048512-0.0044369i,-0.0018043+0.00076928i,0.0020229+0.0029046i,0.0023351+0.0053402i,-0.0014018+0.0068906i,-0.0051125+0.00467i,-0.0070242-0.00061185i,-0.0052127-0.0035278i,2.8472e-05+0.00044519i,0.0050788+0.0055897i
-0.051491+0.029638i,-0.11448+0.08772i,-0.14502+0.19502i,-0.054096+0.32697i,0.12867+0.39802i,0.25146+0.34384i,0.23663+0.21271i,0.15069+0.12214i,0.091257+0.091816i,0.06509+0.053263i,0.035914+0.013569i,0.010391+0.0027992i,0.0035104+0.0057147i,0.0041829+0.0037999i,0.0010082-0.00036866i,-0.0038351+0.00013866i,-0.0046452+0.0044526i,-0.0018999+0.0066806i,2.8421e-05+0.0059447i,0.00055174+0.0052106i,0.00054585+0.003582i,0.0006736+0.00063056i,0.0015765-0.0017498i
0.055787-0.0090811i,0.14085-0.032618i,0.22847-0.087421i,0.22928-0.17633i,0.11162-0.24613i,-0.041729-0.24132i,-0.11628-0.17242i,-0.091406-0.10361i,-0.045693-0.069501i,-0.026021-0.04092i,-0.014076-0.010365i,-0.0024725+0.00078455i,-0.00082764-0.0044713i,-0.0056319-0.0063557i,-0.0067664-0.00067221i,-0.0014171+0.0029721i,0.0039631+0.00027077i,0.0069414-0.0038889i,0.0090742-0.0051237i,0.010494-0.0041016i,0.007544-0.0026046i,0.00068072-0.0013908i,-0.003539-0.00045916i
-0.058404-0.0084948i,-0.15016-0.018657i,-0.27902-0.0071072i,-0.38807+0.05622i,-0.41489+0.14427i,-0.3201+0.19365i,-0.16874+0.16942i,-0.087359+0.10191i,-0.069466+0.056013i,-0.043356+0.038245i,-0.015532+0.016981i,-0.0072534+0.003604i,-0.0043613+0.0067259i,0.0024298+0.0096498i,0.0087877+0.0056415i,0.010276-0.00046946i,0.00713-0.0031551i,0.0027753-0.0026091i,-0.00034325-0.0027774i,-0.0028854-0.0042322i,-0.0043431-0.0027515i,-0.0027473+0.0013238i,-0.0011707+0.0025526i
0.048134+0.027484i,0.12136+0.071913i,0.22833+0.1033i,0.33669+0.069468i,0.40925-0.025178i,0.39522-0.1195i,0.28935-0.14986i,0.18464-0.1164i,0.12297-0.078405i,0.067359-0.060478i,0.01865-0.037768i,0.00078762-0.013634i,0.0020527-0.0033718i,0.0025999-0.00276i,0.00019448-0.0027456i,0.00088866+0.00099299i,0.004597+0.0063267i,0.0062774+0.0091628i,0.0034086+0.0082539i,-0.0011674+0.0050658i,-0.0014095+0.00071508i,0.0025265-0.0018546i,0.0051097-0.00078144i
-0.034404-0.041775i,-0.081624-0.1151i,-0.14315-0.20424i,-0.19865-0.25249i,-0.23814-0.22007i,-0.24624-0.10592i,-0.19111+0.0041061i,-0.10959+0.023381i,-0.06975-0.0026231i,-0.054493-0.0016164i,-0.028809+0.011006i,-0.0088428+0.0097634i,-0.0051519+0.0062034i,-0.0044061+0.009073i,-0.0017878+0.0099348i,0.00012523+0.0045574i,-1.5446e-05-0.002659i,0.00028874-0.0078412i,0.0009869-0.0089401i,-0.00020286-0.0061746i,-0.0029096-0.002675i,-0.0053058-0.0016639i,-0.0037869-0.0027859i
0.01457+0.052125i,0.030497+0.13925i,0.044202+0.25956i,0.050896+0.37354i,0.061346+0.4384i,0.086984+0.39297i,0.094204+0.25528i,0.059765+0.14716i,0.031963+0.10246i,0.02929+0.061024i,0.022745+0.020339i,0.011407+0.0044149i,0.0087908+0.00049396i,0.0095203-0.0054944i,0.0051641-0.0088548i,-0.0019603-0.0077182i,-0.0066021-0.0048135i,-0.007489-0.0012404i,-0.0051798+0.0030985i,-0.0019077+0.006406i,0.00049532+0.0084664i,0.00079248+0.0094545i,-0.0024646+0.0076002i
0.005384-0.048682i,0.023701-0.12843i,0.057819-0.2207i,0.089822-0.29117i,0.079389-0.34461i,0.0085633-0.35018i,-0.062342-0.27229i,-0.06793-0.16967i,-0.043759-0.10815i,-0.034297-0.067554i,-0.025224-0.030292i,-0.011298-0.011625i,-0.0036712-0.0073638i,-0.0038747-0.0040891i,-0.0042543-0.00020213i,4.0836e-05+0.0028588i,0.0062128+0.0037626i,0.01037+0.0027084i,0.010649+0.0014832i,0.0097978+9.8546e-05i,0.0095866-0.0033662i,0.009147-0.0060137i,0.0075666-0.0033121i
-0.018946+0.043427i,-0.067318+0.10317i,-0.14854+0.14697i,-0.23951+0.14391i,-0.27967+0.13073i,-0.20936+0.13694i,-0.086713+0.12228i,-0.027933+0.072248i,-0.023284+0.046639i,-0.0068497+0.046138i,0.01222+0.03046i,0.012085+0.011726i,0.0070557+0.0054788i,0.0074788+0.0041283i,0.0079429+0.0034625i,0.0062566+0.0021832i,0.0027718-0.0001635i,-0.0023451-0.0028039i,-0.0051941-0.003593i,-0.0066686-0.0047667i,-0.0095379-0.0067242i,-0.011302-0.0071543i,-0.0067736-0.0068998i
0.03088-0.033246i,0.093451-0.06934i,0.18389-0.073916i,0.2793-0.023462i,0.34781+0.031485i,0.33248+0.032869i,0.23731+0.0012688i,0.15144-0.0090476i,0.10582-0.012879i,0.062936-0.025584i,0.021754-0.022772i,0.0037061-0.010714i,2.5818e-05-0.0054817i,-0.004088-0.0045394i,-0.008007-0.0026306i,-0.0091272+0.0011125i,-0.0073676+0.0054595i,-0.0026243+0.0078469i,0.0023899+0.0066435i,0.0045546+0.0064385i,0.0038346+0.0091426i,0.0017539+0.011132i,-0.0014319+0.008563i
-0.037023+0.020727i,-0.097094+0.027933i,-0.15985-0.0089811i,-0.1979-0.092161i,-0.22522-0.14349i,-0.23694-0.095266i,-0.19081-0.0074684i,-0.11583+0.020702i,-0.077001+0.0089313i,-0.063027+0.0080434i,-0.041374+0.012348i,-0.021328+0.012024i,-0.01097+0.010991i,-0.0049845+0.010575i,-0.00086763+0.0093642i,0.0032412+0.0052479i,0.0074453-1.722e-05i,0.0082715-0.0037005i,0.0066031-0.0059596i,0.0064278-0.0076339i,0.0086713-0.0090121i,0.0095268-0.0083601i,0.0065192-0.0034709i
0.040258-0.004079i,0.090379+0.011989i,0.11275+0.076284i,0.067094+0.18151i,0.0048054+0.25154i,0.0016427+0.21432i,0.024856+0.11114i,0.019224+0.04362i,0.015121+0.020916i,0.025153+0.0029988i,0.023094-0.012445i,0.01084-0.0133i,0.0037753-0.0072626i,0.002743-0.0047573i,0.0042146-0.0051409i,0.0044694-0.0059794i,0.0020075-0.0042734i,-0.0025418-0.00020066i,-0.0061073+0.0022863i,-0.0087035+0.00071311i,-0.01261-0.0021634i,-0.012816-0.0025315i,-0.0066168-0.0018253i
-0.03553-0.0073757i,-0.070691-0.037499i,-0.065484-0.095554i,0.012598-0.16577i,0.094565-0.21593i,0.091244-0.21501i,0.037824-0.16247i,0.010274-0.1106i,-0.003212-0.082936i,-0.016966-0.05487i,-0.017303-0.024626i,-0.0095748-0.007931i,-0.0046452-0.0017852i,-0.0034856+0.0026319i,-0.0024681+0.0051792i,-0.0014628+0.006734i,0.00030126+0.0079442i,0.0033236+0.0056536i,0.0036509+0.0022303i,0.0020997+0.0039915i,0.0021537+0.010364i,0.0029861+0.011807i,0.0022416+0.0060503i
0.028453+0.017602i,0.04361+0.050451i,0.011765+0.085099i,-0.08242+0.09203i,-0.15517+0.087023i,-0.12508+0.10028i,-0.04576+0.098859i,-0.0053301+0.068825i,0.0005365+0.053369i,0.0063152+0.050648i,0.012096+0.037175i,0.014398+0.021119i,0.015026+0.0090088i,0.01262+0.0028804i,0.0091638+0.0012216i,0.0070589+0.00070041i,0.0055344-0.00051729i,0.0024079-0.0024871i,0.00042521-0.0031593i,0.0033294-0.0046791i,0.0074812-0.0082911i,0.006545-0.0097327i,0.0017573-0.0064064i
-0.016348-0.023974i,-0.01784-0.056346i,0.023303-0.065373i,0.10684-0.010168i,0.16074+0.060503i,0.13413+0.065892i,0.073312+0.031965i,0.034577+0.01653i,0.020142+0.0059556i,0.008038-0.011306i,-0.0054222-0.015428i,-0.009515-0.0086278i,-0.0068866-0.0030433i,-0.0049058-0.0015631i,-0.0033806-0.0021309i,-0.0022817-0.0034417i,-0.0014167-0.0038526i,0.0010745+0.00042518i,0.0044066+0.0038718i,0.0017686+0.0026469i,-0.007171-9.5417e-06i,-0.011438-0.00046231i,-0.0079944+0.0010784i
0.0081677+0.022303i,-0.001578+0.046857i,-0.034167+0.03734i,-0.07869-0.04012i,-0.10831-0.1164i,-0.11015-0.10438i,-0.08806-0.045281i,-0.062547-0.012642i,-0.050938-0.0027653i,-0.039238+0.0059949i,-0.019677+0.010361i,-0.0078872+0.009363i,-0.003842+0.0083651i,0.0002396+0.0060679i,0.0015425+0.0016438i,0.0010094+0.00012347i,0.0015137-0.00028912i,0.0017043-0.00070304i,0.0010745+0.00135i,0.0043635+0.0048885i,0.0085073+0.008491i,0.0087097+0.0091174i,0.0060013+0.0058135i
0.0024197-0.024607i,0.014271-0.041717i,0.024307-0.022598i,0.0080369+0.052858i,-0.01891+0.1127i,-0.0074378+0.096696i,0.025805+0.047569i,0.036897+0.010777i,0.036929-0.010521i,0.035246-0.017325i,0.026134-0.017226i,0.014293-0.016633i,0.0056097-0.014404i,0.0012165-0.0093253i,-0.00038994-0.0029615i,-0.00022321+0.00082283i,-0.0012198+0.0014335i,-0.0042526+0.0013955i,-0.0058767+0.00030886i,-0.0038481-0.0044206i,-0.0005401-0.010231i,0.00086133-0.01022i,0.001688-0.0058891i
-0.0067126+0.015918i,-0.023144+0.024703i,-0.023853+0.0043336i,0.017621-0.045594i,0.064937-0.071586i,0.05684-0.049465i,0.023665-0.022441i,0.015026-0.017776i,0.010281-0.020753i,-0.0038733-0.016908i,-0.012849-0.0063039i,-0.0096151+0.0023395i,-0.0033697+0.0049182i,-7.7659e-05+0.0045295i,0.0010777+0.0032506i,0.00059265+0.0012039i,6.5705e-05-0.00011694i,0.0011264-0.00013943i,0.00084463-0.0010289i,-0.0045711-0.00099031i,-0.010369+0.0021607i,-0.010152+0.0027172i,-0.0059559+3.6837e-05i
0.00932-0.010912i,0.023856-0.015268i,0.012053-0.00094854i,-0.04503+0.022437i,-0.094339+0.030682i,-0.081474+0.031326i,-0.040312+0.031056i,-0.016912+0.027502i,-0.0054545+0.028764i,0.00365+0.024169i,0.0078833+0.011715i,0.00774+0.0065614i,0.0075165+0.0052959i,0.0047905+0.0029221i,-0.00067628+0.0022953i,-0.0033646+0.0029404i,-0.0022513+0.0032136i,0.0018661+0.0016339i,0.0059503-9.2167e-05i,0.0078972+0.00068291i,0.0095646+0.0026825i,0.008389+0.0033603i,0.004209+0.0035819i
-0.01139+0.0072858i,-0.022718+0.0082325i,-0.00996+0.0056014i,0.031861+0.016893i,0.05226+0.038212i,0.039076+0.028364i,0.023401-0.0037488i,0.003331-0.01731i,-0.015712-0.018306i,-0.018018-0.017253i,-0.01215-0.012573i,-0.010982-0.0076553i,-0.012039-0.0022602i,-0.0076011+0.0036639i,-5.0476e-05+0.0068602i,0.0059093+0.0064745i,0.007183+0.0059425i,0.0046502+0.0063204i,0.0026476+0.0050088i,0.00019479+0.00076073i,-0.0022519-0.0049585i,-0.0011254-0.0063813i,0.0026466-0.0032998i
0.010003-0.0026639i,0.018413-0.0013878i,0.0074958-0.0024985i,-0.015224-0.021184i,-0.011481-0.040481i,0.0032075-0.02647i,0.00096633-0.00083686i,-0.0061413+0.003549i,-0.012206-0.0024362i,-0.014295+0.0017795i,-0.0079128+0.009665i,-0.00097087+0.0086514i,0.0018323+0.0025703i,0.0027811-0.0028994i,0.0031458-0.0075852i,0.0019329-0.0093676i,0.0013144-0.0071051i,0.0022253-0.0037469i,0.0016742+0.00037301i,-0.00036094+0.0052881i,-0.0031192+0.007071i,-0.0049333+0.0041239i,-0.0050742-0.0015504i
-0.0099871+0.0003444i,-0.015522-0.00135i,-0.0068958+0.002294i,0.0012806+0.019112i,-0.013165+0.033554i,-0.019067+0.032189i,-0.0035466+0.027805i,0.012232+0.016878i,0.021333+0.00098706i,0.017464-0.0078296i,0.0059648-0.010315i,0.0023789-0.008837i,0.0032043-0.0062622i,0.0010937-0.0023523i,-0.0025936+0.0030339i,-0.0035446+0.0055228i,-0.0026199+0.0028633i,-0.0014569-0.0031253i,0.00029711-0.0070913i,0.0026375-0.0061719i,0.0040065-0.0025061i,0.0023599+0.00167i,-0.001602+0.0050443i
0.0063907+0.0020202i,0.010011+0.0031356i,0.0010602+0.0010805i,-0.0036296-0.0039456i,0.0068872+0.0013256i,-0.002505+0.0075612i,-0.019276+0.0002872i,-0.014197+0.00025606i,-0.0055961+0.0088702i,-0.0026635+0.0074257i,-0.0021982+0.0011485i,-0.0019221+0.002581i,0.0025982+0.0070405i,0.0091568+0.0058759i,0.012343+0.00065612i,0.011653-0.0043787i,0.0086297-0.0049917i,0.003524-0.0020002i,0.00047634-0.00037076i,-0.00050759-0.0018189i,-0.00091513-0.0041223i,0.0010253-0.0047601i,0.004874-0.001796i
-0.0064719-0.00031515i,-0.0079915+0.0021536i,-0.00089929+0.0075268i,0.00050709+0.0027995i,-0.012826-0.017487i,-0.0092961-0.024717i,0.0067653-0.011992i,0.0073173-0.0064183i,-0.0010411-0.0024713i,7.1182e-05+0.0038989i,0.0074953+0.0030454i,0.0063047+5.0591e-05i,-0.00080063-0.00092074i,-0.0069229-0.0034336i,-0.012272-0.0050467i,-0.014447-0.0035424i,-0.010998-0.0011451i,-0.0040677-8.1872e-06i,0.0015703+1.82e-05i,0.0016796-0.00061291i,-0.0015416-0.0010989i,-0.0038381-0.00073456i,-0.0031006-0.0018743i
0.0059981+0.0011306i,0.0073916-0.0030683i,-0.0033737-0.012857i,-0.019307-0.01191i,-0.026565+0.010524i,-0.01661+0.024805i,0.0046227+0.015941i,0.0073902+0.0001787i,-0.0042235-0.012213i,-0.008998-0.010989i,-0.0066564-0.0019816i,-0.0042176-0.00041155i,-0.004652-0.0014876i,-0.0037486+0.0035945i,0.00062596+0.010788i,0.0039375+0.013245i,0.0022788+0.010402i,-0.002136+0.0058168i,-0.0038146+0.0026724i,-0.0020805+0.0024826i,0.00068449+0.0043782i,0.0018054+0.0061341i,-0.00022475+0.0052542i
-0.0048537-0.0018668i,-0.011026+0.0049845i,-0.0082836+0.023286i,0.009703+0.038318i,0.030205+0.038251i,0.025658+0.034111i,0.0042481+0.030278i,0.0013244+0.017668i,0.0076335-0.00022227i,0.0041275-0.0090551i,-0.0034028-0.0065198i,-0.0025555-0.0024076i,0.0040656-0.005252i,0.0060266-0.010163i,0.0038626-0.011919i,0.0029726-0.010891i,0.0036148-0.0058027i,0.0053403+0.000101i,0.0053777+0.0025497i,0.003821-0.00041837i,0.0029728-0.0055126i,0.0030586-0.0082607i,0.0037163-0.0061571i
0.0073455+0.001295i,0.017041-0.0047593i,0.022478-0.022759i,0.006791-0.041392i,-0.02535-0.04159i,-0.037461-0.023539i,-0.025596-0.007805i,-0.015203-0.001876i,-0.0062759+0.0033707i,0.0011044+0.0013876i,0.0010605-0.0051015i,-0.0016612-0.0030277i,-0.0024525+0.0040685i,-0.0043675+0.0094302i,-0.0064031+0.011753i,-0.0047689+0.011042i,-0.00027525+0.0062489i,0.0028085-1.3717e-05i,0.0024766-0.0038756i,-0.00092765-0.0029685i,-0.006762+0.00014846i,-0.0095146+0.0011311i,-0.0075547+0.00017594i
-0.006796-0.0058171i,-0.022556-0.0044437i,-0.045041+0.014428i,-0.048821+0.046748i,-0.023361+0.063546i,-0.0035123+0.04405i,0.002595+0.012895i,0.00536+0.0024636i,-0.00015974+0.0060181i,-0.0028715+0.0073556i,0.0014809+0.0039408i,0.0021091+0.0021279i,0.0030616+0.004478i,0.0087098+0.005793i,0.013658+0.0024221i,0.014804-0.00061341i,0.010573+5.0626e-05i,0.0040052+0.0021104i,0.00026574+0.0046121i,0.0017894+0.0058638i,0.0067171+0.0061721i,0.0086936+0.0068633i,0.0055546+0.0065047i
0.0059085+0.0083207i,0.024964+0.012405i,0.057036+0.0035691i,0.075107-0.02897i,0.056087-0.058807i,0.031821-0.044728i,0.021961-0.014617i,0.010595-0.011782i,-0.0051193-0.017726i,-0.013515-0.0095981i,-0.0095827+0.0020176i,-0.0046781+0.0038724i,-0.0052595-0.0012461i,-0.0084301-0.0059528i,-0.010784-0.0078787i,-0.0098142-0.0075231i,-0.0051004-0.0064274i,0.00010406-0.0054968i,0.00227-0.0049692i,0.0009217-0.0064749i,-0.0015582-0.010259i,-0.0027089-0.010469i,-0.0024172-0.0062245i
-0.0061134-0.013498i,-0.023933-0.028785i,-0.062949-0.037175i,-0.09722-0.016598i,-0.091974+0.019834i,-0.058339+0.031374i,-0.026431+0.022691i,-0.0073356+0.015083i,0.0044019+0.004129i,0.0054152-0.004827i,1.9222e-06-0.003867i,0.0015666+0.00020871i,0.006587+0.0019958i,0.0082717+0.0042262i,0.0073652+0.0064836i,0.0044974+0.005242i,0.00085027+0.0010645i,-0.0019506-0.0020594i,-0.0031269-0.0030541i,-0.0048204+0.00033968i,-0.0068587+0.0052626i,-0.0071524+0.0057631i,-0.005516+0.0035593i
0.0028854+0.013079i,0.011881+0.036459i,0.042532+0.064463i,0.077837+0.067609i,0.077431+0.042375i,0.043759+0.018685i,0.016039+0.0040701i,0.010641-0.0048748i,0.012795-0.0055256i,0.012028-0.0046741i,0.0059072-0.006511i,0.0012595-0.0049422i,0.0033077-0.0034277i,0.005157-0.0076135i,0.00345-0.011014i,0.0020903-0.0093062i,0.0023939-0.0030575i,0.0029136+0.0033681i,0.004583+0.0057086i,0.0070244+0.0033811i,0.0088848+0.00015901i,0.0096111-5.9574e-05i,0.0081297+0.0015092i
0.0040544-0.014747i,0.0041475-0.044394i,-0.013983-0.084166i,-0.05064-0.099157i,-0.07206-0.071737i,-0.056211-0.026381i,-0.027241+0.0017183i,-0.01667+0.0080124i,-0.017784+0.012594i,-0.010224+0.014945i,0.00053861+0.0098099i,0.00050136+0.0037819i,-0.0059344+0.0035978i,-0.0096798+0.0073635i,-0.01042+0.0097523i,-0.0098238+0.0098668i,-0.0076401+0.007339i,-0.0049848+0.0037704i,-0.0024881+0.00036324i,-0.0027966-0.0018496i,-0.0047717-0.0028944i,-0.0038333-0.0035393i,-0.00099952-0.0042904i
-0.0083384+0.012426i,-0.023177+0.04091i,-0.031676+0.087932i,-0.016071+0.12005i,0.0073491+0.10727i,0.013547+0.06541i,0.011786+0.033256i,0.013092+0.01439i,0.0058083-0.0029731i,-0.0060148-0.008329i,-0.006895-0.0034282i,-0.0022395-0.0024942i,0.00025916-0.0041086i,0.0038214-0.0029029i,0.0069999-7.6776e-05i,0.0065066+0.0013908i,0.0029485+0.0019206i,-0.00055628+0.0018745i,-0.0023847+0.0016785i,-0.0022621+0.0024449i,-0.001395+0.0044275i,-0.0014604+0.0053849i,-0.0034146+0.0041353i
0.012542-0.010065i,0.039153-0.032312i,0.068622-0.071186i,0.069419-0.10405i,0.038797-0.098602i,0.0076716-0.058924i,-0.0076467-0.030192i,-0.012432-0.02476i,-0.0090182-0.02303i,-0.0052217-0.019396i,-0.0052758-0.012005i,-0.0035887-0.0038826i,-0.0019546-0.003212i,-0.0049277-0.005328i,-0.0074137-0.0053065i,-0.0043005-0.0045039i,0.0026111-0.0037272i,0.0069366-0.0042113i,0.0070361-0.0052933i,0.0049193-0.0055291i,0.0023127-0.0060479i,0.0020274-0.0055548i,0.00307-0.0027688i
-0.018673+0.004541i,-0.053844+0.013884i,-0.099516+0.035094i,-0.11493+0.06257i,-0.079198+0.072803i,-0.026745+0.049885i,0.0042292+0.023411i,0.014029+0.015946i,0.01862+0.0139i,0.018316+0.0065641i,0.010164-0.00080822i,0.0034234+0.00047057i,0.0046153+0.0071714i,0.0084607+0.010209i,0.010227+0.0090216i,0.0092327+0.0060613i,0.0072829+0.0024379i,0.0060798-1.2018e-05i,0.0047187-0.0013135i,0.0023098-0.0019122i,-0.00084484-0.0014707i,-0.0030339-0.0017877i,-0.0022833-0.0028686i
0.014557+0.0033701i,0.051844+0.011039i,0.10377+0.017632i,0.12886+0.0076621i,0.098961-0.0097136i,0.051872-0.0089297i,0.029969-0.004034i,0.019041-0.0081638i,0.0020058-0.0049442i,-0.0050711+0.0061494i,-0.0012923+0.0098717i,0.00014465+0.0063704i,0.00089621+0.0032212i,0.001958-0.0016074i,0.0015362-0.0059865i,0.0014239-0.0049203i,0.00044127-0.0005799i,-0.00057295+0.0028316i,-0.00011969+0.0048436i,0.0013367+0.0055387i,0.0027944+0.0054703i,0.0024277+0.0058769i,0.00070305+0.0056834i
-0.015485-0.0083121i,-0.046515-0.031721i,-0.092386-0.061482i,-0.12353-0.064332i,-0.10971-0.030545i,-0.072147+0.0074923i,-0.04776+0.027741i,-0.034889+0.025848i,-0.027154+0.011246i,-0.022843+0.0031747i,-0.014465+0.0029649i,-0.0058139+0.00037994i,-0.0047178-0.0021908i,-0.0065339+0.00042787i,-0.0068815+0.0040261i,-0.0059014+0.003649i,-0.0048341+6.7705e-05i,-0.0044045-0.0024322i,-0.0030955-0.0011228i,-0.001192+0.00074333i,3.0999e-05+0.00013058i,2.0173e-05-0.00024299i,0.00041085-7.3563e-05i
0.0094442+0.015713i,0.025947+0.051189i,0.049495+0.098583i,0.067695+0.11212i,0.05704+0.0719i,0.026688+0.022006i,0.0084846-0.0018136i,0.0078537-0.0092659i,0.0096843-0.016904i,0.0049952-0.02051i,-0.0007921-0.01472i,-0.00034357-0.0067598i,0.0045915-0.0048066i,0.0054479-0.0075408i,0.0023063-0.0081296i,-0.00058517-0.0062776i,-0.0022577-0.0036452i,-0.0022856-0.0030057i,-0.0019563-0.004496i,-0.0016903-0.0040928i,-0.0023535-0.0026623i,-0.0037963-0.0020878i,-0.004371-0.0027486i
-0.0032463-0.016565i,-0.0044492-0.056143i,-0.0047067-0.11089i,-0.012795-0.13108i,-0.022925-0.093763i,-0.021282-0.046525i,-0.013476-0.02911i,-0.0094411-0.020574i,-0.00017538-0.0043294i,0.013703+0.00091528i,0.015105-0.0057533i,0.007457-0.007175i,0.0025435-0.003504i,-0.0014645-0.00095745i,-0.0042594+0.00043243i,-0.002967+0.0012882i,0.00025792+0.0017771i,0.0031258+0.0021514i,0.0051102+0.0015221i,0.0049564-0.00022119i,0.0035714-0.00084835i,0.0031126-0.00038996i,0.0030881-0.0002115i
-0.0041763+0.019098i,-0.019471+0.055355i,-0.042526+0.10416i,-0.045381+0.12653i,-0.018776+0.10587i,0.014618+0.071188i,0.03367+0.04869i,0.03129+0.033614i,0.01445+0.023818i,0.0044366+0.02001i,0.0033975+0.01419i,-0.00067831+0.00831i,-0.0032526+0.0088916i,0.0013512+0.0095482i,0.0061784+0.0075729i,0.006973+0.0063094i,0.0049849+0.0054909i,0.0030795+0.0045121i,0.0023829+0.0027837i,0.0010389+0.0016501i,0.0006115-0.0001931i,0.0012398-0.0018285i,0.0016815-0.0016768i
0.0080545-0.015749i,0.036367-0.040718i,0.075117-0.071991i,0.082673-0.084098i,0.042109-0.063673i,-0.001469-0.026789i,-0.011852-0.0042156i,-0.0087571-0.0071776i,-0.01502-0.0154i,-0.02117-0.010688i,-0.0148+6.612e-06i,-0.0047765+0.0038446i,-0.0016758+0.0017008i,-0.0022856+0.0004525i,-0.001894+0.00081551i,-0.00063962+0.0017183i,-0.00070043+0.002565i,-0.0021715+0.0026061i,-0.0032171+0.0022149i,-0.0037263+0.0022867i,-0.0040122+0.0026643i,-0.0031196+0.0025361i,-0.0017554+0.0022637i
-0.013898+0.0058822i,-0.051484+0.017062i,-0.10143+0.026705i,-0.11874+0.033411i,-0.084934+0.035855i,-0.047942+0.029739i,-0.036092+0.019862i,-0.02308+0.0099474i,-0.0046229-0.0068529i,-0.0027621-0.02048i,-0.010565-0.016713i,-0.0099605-0.0072597i,-0.0054831-0.0023696i,-0.0020087+0.00068845i,0.00087621+0.0029069i,0.0027912+0.0019475i,0.0042208-0.0011271i,0.0039897-0.0031468i,0.0016488-0.0027247i,-0.00045297-0.0016207i,-0.000819-0.00088586i,-0.00078657-0.00039607i,-0.00080882+0.00011848i
0.018986-0.0017283i,0.053718+0.0038284i,0.098411+0.014584i,0.11094+0.014452i,0.077572-0.0066386i,0.041097-0.025032i,0.029045-0.027739i,0.024132-0.021318i,0.02159-0.0098737i,0.022025-0.0041066i,0.016407-0.0041561i,0.0085609-0.0014102i,0.0077688-0.0004038i,0.0076773-0.0037289i,0.004026-0.0070196i,0.00016578-0.0076843i,-0.0006422-0.0051454i,0.0012031-0.0022373i,0.0027225-0.0016322i,0.0019411-0.0023161i,-0.00021787-0.0030602i,-0.0013699-0.002914i,-0.00042553-0.002492i
-0.016699-0.0051919i,-0.045853-0.023543i,-0.080632-0.052894i,-0.091157-0.058613i,-0.069598-0.022831i,-0.036983+0.012312i,-0.013784+0.016334i,-0.0093321+0.011556i,-0.012647+0.018174i,-0.005965+0.022208i,0.003669+0.011953i,0.0043773+0.00012409i,0.0010772-0.0031856i,-0.00015566-0.0017331i,-0.00060825-0.0001456i,-8.9518e-05+0.00097828i,0.00020162+0.0017809i,0.00041158+0.0024473i,0.0018308+0.0022583i,0.0036705+0.00165i,0.0039356+0.0015658i,0.0019883+0.0010744i,0.00054655+0.00016061i
