-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
0.013359-0.00073252i,0.034392-0.0077046i,0.064476-0.022344i,0.086662-0.023961i,0.084382+0.00017314i,0.060645+0.020331i,0.03226+0.016553i,0.017593+0.011457i,0.018986+0.012255i,0.020434+0.0086281i,0.014692+0.0027405i,0.0074743-0.0012037i,0.0023742-0.0016835i,0.00057896-0.0019416i,-6.0524e-05-0.0046885i,-0.00069835-0.0067654i,0.00023584-0.0060949i,0.0013091-0.0037324i,0.0015197-0.0024536i,0.00023405-0.0034052i,-0.0029395-0.005857i,-0.0045671-0.0080254i,-0.0030029-0.0085151i
-0.013073-0.0071121i,-0.035246-0.010296i,-0.064142-0.010196i,-0.07386-0.020064i,-0.057192-0.042475i,-0.041919-0.045827i,-0.038645-0.015224i,-0.03089+0.012427i,-0.022697+0.016694i,-0.019183+0.015766i,-0.012587+0.017282i,-0.0055876+0.014637i,-0.0037179+0.0086612i,-0.0062779+0.0048037i,-0.0093261+0.0040437i,-0.011193+0.0040527i,-0.010237+0.0036497i,-0.0058955+0.0032131i,-0.0020104+0.0025127i,-0.0012796+0.0022795i,-0.0020107+0.00491i,-0.0035243+0.0082686i,-0.005886+0.007557i
0.0088155+0.011105i,0.025923+0.024322i,0.047015+0.036802i,0.043753+0.044372i,0.012077+0.047454i,-0.0032777+0.03617i,0.010775+0.0069708i,0.015005-0.019176i,0.0011814-0.025408i,-0.0075-0.020666i,-0.0064181-0.016728i,-0.004266-0.014312i,-0.0025536-0.010392i,0.00095246-0.0061481i,0.0050031-0.003198i,0.007401-0.0018885i,0.0060121-0.0019701i,0.0018814-0.001881i,-0.00065861-0.0018932i,0.00038512-0.0020928i,0.0041284-0.0025315i,0.0079516-0.0020521i,0.0095069+0.00057041i
-0.00090649-0.0088275i,-0.0089053-0.028926i,-0.01861-0.045705i,-0.0064472-0.044793i,0.02634-0.033424i,0.031814-0.021125i,0.0090567-0.0073011i,0.0037588-0.00053355i,0.014213-0.0076483i,0.015599-0.013857i,0.0077729-0.0096823i,0.0022441-0.0037069i,0.0012898-0.0025654i,-0.00031896-0.0032862i,-0.00191-0.003226i,-0.0025172-0.0031035i,-0.0021751-0.0025605i,-0.00067522-0.002147i,-0.00016503-0.0026892i,-0.0014445-0.0031087i,-0.0033288-0.0040363i,-0.0041734-0.0061611i,-0.0028469-0.0075347i
-0.0027127+0.013129i,-0.00056483+0.033117i,0.0035054+0.048087i,-0.0063683+0.033818i,-0.033898+0.005172i,-0.04326+0.0030108i,-0.024655+0.019802i,-0.0071199+0.026108i,-0.00197+0.025226i,0.0011706+0.0246i,0.0064729+0.019726i,0.0080658+0.011209i,0.0039156+0.0053935i,-0.00092089+0.0055876i,-0.0032148+0.0078311i,-0.0036262+0.0078802i,-0.0023235+0.0064228i,0.00036277+0.0040483i,0.0018019+0.0019072i,0.0016578+0.0010044i,0.00063374+0.003176i,-0.0022968+0.0053303i,-0.0051799+0.0045023i
0.0052008-0.0094962i,0.013103-0.027086i,0.014711-0.037299i,0.012797-0.016557i,0.018014+0.014171i,0.021359+0.009364i,0.013862-0.018423i,0.0022859-0.026799i,-0.0063876-0.017517i,-0.011886-0.0097608i,-0.013996-0.0060497i,-0.011138-0.0041149i,-0.0065463-0.0026392i,-0.0026357-0.0029554i,-7.657e-05-0.005835i,-0.00010669-0.0069187i,-0.0013085-0.0049151i,-0.0029455-0.0020736i,-0.0039886-0.00073849i,-0.0020551-0.00072265i,0.0022199-0.00092855i,0.0061173-0.0005011i,0.0071559+0.00068837i
-0.0099115+0.007926i,-0.021054+0.022818i,-0.021451+0.031849i,-0.0019795+0.010101i,0.01127-0.023794i,0.0022381-0.025081i,-0.0061644+0.00062941i,-0.0012981+0.0090265i,-0.00051879-0.0053364i,-0.0044375-0.012583i,-0.0027653-0.006447i,-0.00060182-0.0029551i,-0.00012805-0.0047211i,-0.0017436-0.0054132i,-0.0037837-0.0042052i,-0.0031537-0.0019046i,-0.0014219-0.00068817i,0.00015891-0.00086651i,0.00052581-0.00076397i,-0.00019107-0.00074058i,-0.0010939-0.0024917i,-0.0020014-0.0049353i,-0.0018398-0.0055561i
0.013106-0.005142i,0.026591-0.013836i,0.027315-0.023546i,-0.0014601-0.016593i,-0.030707+0.0057356i,-0.024914+0.022353i,-0.0025848+0.0214i,0.0081478+0.014107i,0.013278+0.010977i,0.017083+0.0074012i,0.015533+0.0017522i,0.010502-0.0014835i,0.0047482+0.00032727i,0.0019589+0.0038698i,0.0018556+0.004984i,0.0027784+0.0052215i,0.0024944+0.0038658i,0.0019875-8.5276e-05i,0.0023795-0.0021183i,0.0017068-0.00080591i,0.00018624+0.0024102i,-0.0013928+0.0054796i,-0.0029074+0.0057018i
-0.010162-0.0019271i,-0.026371+0.0013457i,-0.030485+0.013237i,-0.0034604+0.025244i,0.025621+0.019219i,0.016337-0.0052771i,-0.0088941-0.020804i,-0.012428-0.018814i,-0.0071202-0.011544i,-0.0095898-0.0028005i,-0.011808+0.0051016i,-0.0085566+0.0073487i,-0.0032175+0.0038336i,-0.0016869+8.1139e-05i,-0.0032267-0.0012246i,-0.0031017-0.0019442i,-0.0030577-0.00088135i,-0.0028581+0.0012386i,-0.0013766+0.0017284i,0.00045168+0.001944i,0.0032178+0.00074682i,0.0058919-0.0012146i,0.00612-0.00094116i
0.010542+0.0061084i,0.02638+0.0080896i,0.03906-0.0040449i,0.023455-0.03165i,-0.0071938-0.044224i,-0.013448-0.018152i,0.003412+0.011272i,0.0086618+0.014159i,-0.00083976+0.0054593i,-0.0053603-0.00023041i,-0.0025077-0.0027928i,-0.00026125-0.0040033i,-0.0019635-0.0045604i,-0.0043524-0.0037012i,-0.0049429-0.0020064i,-0.0043786-0.00098807i,-0.0032798-0.0012096i,-0.0021338-0.0017993i,-0.0016299-0.0013867i,-0.0021765-0.0013988i,-0.0030967-0.0028006i,-0.0040466-0.0044164i,-0.0034898-0.0047292i
-0.0081048-0.0064929i,-0.02097-0.013393i,-0.037533-0.0069094i,-0.036539+0.024299i,-0.013368+0.04665i,0.0069343+0.029002i,0.0089032+0.0065247i,0.0091193+0.0011147i,0.014097-0.0050429i,0.011838-0.011137i,0.0053968-0.010412i,0.001934-0.0054988i,0.0014442-0.00092426i,0.0029289-2.4223e-05i,0.0037343-0.0003152i,0.003527+0.0002542i,0.0020308+0.00019623i,0.00025248-0.000999i,0.00035987-0.0011161i,0.00060811-0.00042307i,-0.00017839+0.0015332i,-0.0011209+0.0039397i,-0.0014864+0.0040683i
0.0053337+0.011543i,0.016949+0.023406i,0.040214+0.024267i,0.056075-0.00405i,0.038939-0.036187i,-0.0023754-0.030578i,-0.026515-0.011129i,-0.024282-0.0063131i,-0.015504-0.0044221i,-0.0083867+0.0027454i,-0.0023171+0.0084i,0.0013388+0.0072017i,0.0010318+0.0024409i,-0.0012367+0.00031013i,-0.0029534-0.00012758i,-0.0025924-0.0003789i,-1.5718e-05+0.00040773i,0.0025933+0.0014085i,0.0034545+0.000582i,0.0030093-0.00084872i,0.003397-0.0017577i,0.0041293-0.0022775i,0.0035095-0.0019489i
0.00033918-0.008103i,-0.0045776-0.026678i,-0.024914-0.040376i,-0.053414-0.026965i,-0.053653+0.0025441i,-0.016355+0.013033i,0.01698+0.0074963i,0.023194+0.0046083i,0.013939+0.0042164i,0.0039904+0.00088616i,-0.00044945-0.0029389i,-0.0026154-0.0035823i,-0.0051396-0.0020121i,-0.0049336-1.9452e-05i,-0.0027315+0.0015215i,-0.0016736+0.0011575i,-0.0019429-0.00015556i,-0.0020396-0.00015067i,-0.0026211+0.0005485i,-0.0029847+0.00056763i,-0.0034859-0.00046739i,-0.0037749-0.001898i,-0.0022413-0.0023418i
-0.006642+0.0095762i,-0.0070678+0.030145i,0.0083519+0.054432i,0.041405+0.055378i,0.052131+0.025307i,0.024046-0.0028613i,-0.0015564-0.0061932i,-0.0027511-0.0039958i,-0.00010663-0.009998i,-0.002515-0.010692i,-0.002247-0.0050817i,0.00043936-0.0021196i,0.0022746-0.0027249i,0.0026185-0.004055i,0.00076088-0.0035245i,-0.00032578-0.0022856i,1.4985e-05-0.001085i,0.00018225-0.00032591i,0.00045114-0.00015107i,0.00069748+0.0012587i,0.0016607+0.0028089i,0.0020662+0.002829i,0.00033962+0.0022825i
0.0055545-0.0070081i,0.0176-0.02437i,0.01744-0.052311i,-0.0076843-0.067511i,-0.03074-0.046159i,-0.029202-0.0048568i,-0.02129+0.016362i,-0.018508+0.012791i,-0.012099+0.0082382i,-0.0017068+0.0068075i,0.0036291+0.003573i,0.0038831+0.00051754i,0.00077554-0.0019083i,-0.0020336-0.0016488i,-0.0024106+0.00013283i,-0.002365-3.8039e-05i,-0.0015187-0.0011764i,0.00022223-0.0026912i,0.0020665-0.0029946i,0.0032075-0.0025498i,0.0033735-0.0029061i,0.0011949-0.0026721i,-0.00017402-0.0014816i
-0.0090653+0.0015727i,-0.027111+0.014829i,-0.040498+0.043428i,-0.026256+0.069844i,0.0036738+0.057099i,0.01931+0.012086i,0.021098-0.015252i,0.02265-0.014763i,0.017178-0.0099943i,0.0028477-0.0068528i,-0.0050376-0.0026554i,-0.0047126+0.0012935i,-0.0023875+0.0035245i,-0.00087339+0.0025171i,1.2744e-06+0.00099989i,0.00010972+0.0011564i,-0.00053227+0.0013759i,-0.0014166+0.0020597i,-0.0025703+0.0022182i,-0.0034705+0.0019181i,-0.0037798+0.00096661i,-0.0036486+0.00012756i,-0.0026967+1.2749e-05i
0.01354+0.00038403i,0.035817-0.0041718i,0.062268-0.024156i,0.06299-0.054097i,0.028976-0.057485i,-0.0094915-0.026187i,-0.018749+0.00088559i,-0.0121+0.0050839i,-0.0098531+0.00083391i,-0.0065462-0.00063415i,-0.00099259-0.00061813i,0.0020756-0.0019154i,0.000969-0.003049i,-0.00068136-0.0022899i,-0.0016505-0.00060038i,-0.001803-0.000355i,-0.00028745-0.00020057i,0.0012097-0.00078644i,0.0018379-0.0017315i,0.0023247-0.00074423i,0.00264-0.000121i,0.0026673-0.00014927i,0.0007553-0.00024476i
-0.011625-0.0032841i,-0.033723-0.008737i,-0.065097-0.0036452i,-0.077821+0.019033i,-0.051491+0.037414i,-0.0093751+0.033734i,0.006993+0.023234i,0.0045231+0.015904i,0.0045578+0.0077475i,0.0043324+0.00072912i,0.0032616-0.00099825i,0.0020422-0.001017i,0.00080905-0.00070157i,-0.00049511+0.00070992i,-0.0017874+0.0013927i,-0.0019911+0.00095736i,-0.0014108-0.00049363i,-0.0012904-0.0012272i,-0.0013195-0.0023445i,-0.00086656-0.003863i,-0.0012811-0.0037138i,-0.0018892-0.0024214i,-0.0010782-0.00082477i
0.0088955+0.0092575i,0.026902+0.02465i,0.059597+0.036183i,0.081506+0.02191i,0.061887-0.013131i,0.015134-0.036178i,-0.0091736-0.035628i,-0.0047069-0.02653i,-0.00058304-0.01636i,-0.0025543-0.0047991i,-0.0033247+0.0023533i,-0.0014189+0.0034279i,0.00063235+0.0011357i,0.00054625-0.001171i,-0.00087324-0.0015231i,-0.0015334-0.00049791i,-0.0010871+0.0015165i,-3.6584e-05+0.0030957i,3.9911e-06+0.0034299i,-0.00091632+0.0031763i,-0.0015575+0.0034626i,-0.00061333+0.0030075i,0.00077927+0.0017791i
-0.0022065-0.010967i,-0.013446-0.03229i,-0.034275-0.058217i,-0.057382-0.058063i,-0.058195-0.021395i,-0.029075+0.01847i,-0.00313+0.029356i,0.0020408+0.020701i,-0.00013094+0.010235i,-0.00084284+0.0018775i,0.00011621-0.0032863i,-0.00036558-0.0048266i,-0.0017194-0.0029644i,-0.0013982-5.6656e-05i,-0.00067885+0.0010889i,-0.00023159+0.00036241i,-9.8697e-05-0.00065119i,0.0003592-0.0013994i,0.0012368-0.001341i,0.0018031-0.0012711i,0.0020841-0.0018313i,0.0016288-0.0019637i,0.00088965-0.001814i
-0.0022894+0.010333i,-0.0035452+0.035456i,0.0038499+0.069903i,0.026309+0.080772i,0.044053+0.047427i,0.036395+0.0050399i,0.018826-0.0056252i,0.011937-2.9694e-05i,0.0081521-0.0027285i,0.0020335-0.0056738i,-0.00063063-0.0025462i,0.00078667-0.00060452i,0.0013481-0.0010971i,3.0324e-05-0.0010117i,-0.0014442-0.00047431i,-0.0023382+0.00043665i,-0.0020845-0.00031595i,-0.0011544-0.0013897i,-0.00064573-0.0018289i,-0.0012129-0.0018908i,-0.0027639-0.0012322i,-0.0028469+0.0001786i,-0.0019818+0.00096841i
0.005395-0.0088592i,0.016118-0.030233i,0.02597-0.063007i,0.014426-0.083381i,-0.018202-0.063955i,-0.040808-0.025692i,-0.038185-0.0088688i,-0.024362-0.0098127i,-0.011876-0.0068769i,-0.0044535-0.00029023i,-0.00060622+0.0024752i,0.0015513+0.001368i,0.0006539-0.00061698i,-0.0014128-0.0013487i,-0.0019785-0.0011983i,-0.0018392-0.0009627i,-0.0005123+1.5035e-05i,0.0010315+0.0010339i,0.00096171+0.0010868i,0.00048963+0.0019178i,0.0015281+0.0024506i,0.0023223+0.0019069i,0.0021121+0.00065153i
-0.0080381+0.0073375i,-0.028947+0.021539i,-0.051904+0.046903i,-0.048761+0.068318i,-0.012182+0.061476i,0.021413+0.035584i,0.028592+0.019195i,0.023194+0.013491i,0.013724+0.0059071i,0.0028591-0.0013642i,-0.0026815-0.0031392i,-0.0033736-0.0022246i,-0.0023771-0.0014538i,-0.00077763-0.0016766i,0.00015927-0.0014631i,-0.00024537-0.0012337i,-0.0013189-0.0019375i,-0.001626-0.0013403i,8.9193e-06-0.00070962i,0.0017693-0.0019626i,0.0019144-0.0035703i,0.00068076-0.0039274i,-0.00066878-0.0030118i
0.011089-0.005311i,0.033773-0.0094596i,0.066222-0.020352i,0.075435-0.038465i,0.0433-0.049422i,0.0026579-0.04244i,-0.01032-0.02453i,-0.005438-0.011648i,-0.0034865-0.0089445i,-0.003139-0.0051755i,-6.8389e-06-0.00082039i,0.0020618-0.00056339i,0.0012115-0.00091616i,0.00050333-0.00022205i,0.00013695+0.00083617i,-0.0010192+0.0017164i,-0.0010358+0.0012427i,-0.00039423+9.1232e-05i,-0.00073238-0.00089922i,-0.0014414-0.0012746i,-0.0024162-0.00098309i,-0.0027083+0.00033478i,-0.001566+0.0016523i
-0.012058-0.0024905i,-0.035946-0.0085923i,-0.069118-0.014385i,-0.084803-0.0034609i,-0.06637+0.020671i,-0.0348+0.037424i,-0.018065+0.032942i,-0.012025+0.015927i,-0.0054019+0.0049685i,-0.00066781+0.00056348i,0.001098-0.00096273i,0.0018775+9.561e-05i,0.00055314+0.0010703i,-0.00063914+0.0011598i,-0.00096854+0.00066764i,-0.00065828-0.00030356i,9.4613e-05-0.0016528i,4.7661e-05-0.0020489i,-3.0267e-05-0.0008262i,0.00011368+0.00069107i,0.00082474+0.0013196i,0.0011926+0.0011205i,0.0015051+0.00013688i
0.0049904+0.005729i,0.024182+0.022549i,0.051826+0.044592i,0.073092+0.045442i,0.070709+0.015095i,0.047984-0.019073i,0.028298-0.026847i,0.019779-0.01559i,0.010206-0.008138i,-0.00041162-0.0035665i,-0.0029283+0.0010875i,-0.0014587+0.0019355i,-0.00043325-0.00095838i,-0.00043891-0.0033297i,-0.0014305-0.0030924i,-0.0024353-0.0017126i,-0.0025533-0.00046806i,-0.0014353+0.0010698i,5.7887e-05+0.0018142i,0.00092113-0.00044084i,0.00098629-0.002757i,0.0001821-0.0027905i,-0.00080839-0.0020311i
-0.0053611-0.0094871i,-0.014083-0.031469i,-0.026717-0.062404i,-0.042442-0.075564i,-0.05511-0.051604i,-0.050618-0.011988i,-0.030934+0.008347i,-0.014196+0.0070864i,-0.0064129+0.0028733i,-0.0029998+0.00069761i,0.00019959-0.001222i,0.0012793-0.0019924i,-0.00045094-0.0015635i,-0.0015612-0.0006587i,-0.00067455-0.00050313i,0.0010435+0.00021759i,0.001427+0.00052437i,3.4789e-05-0.00043785i,-0.0013573-0.0012371i,-0.0018245-0.00092895i,-0.0021987+0.00018562i,-0.0014425+0.00093884i,-7.7593e-05+0.0014279i
0.0017565+0.0073408i,-0.0024922+0.031109i,-0.0073126+0.06555i,0.00072343+0.085794i,0.023991+0.071736i,0.034751+0.038669i,0.022527+0.01758i,0.0099142+0.009698i,0.0048686+0.00089897i,0.0011992-0.0035645i,-0.00078624-0.0010536i,0.00024404+0.0011245i,0.0018132+0.0015514i,0.0021394+0.001092i,0.00059871+0.00040365i,-9.6764e-05+5.967e-05i,0.0003761-0.00043741i,0.00051933-0.00042524i,0.00018618+0.00019777i,0.00032986+0.0010127i,0.0013731+0.0023527i,0.0013736+0.0024933i,0.00074321+0.0020647i
0.0026666-0.008992i,0.014011-0.026083i,0.033598-0.053032i,0.038038-0.074057i,0.011746-0.073021i,-0.014751-0.052846i,-0.016229-0.032381i,-0.0074011-0.022044i,-0.0025276-0.013598i,-0.0010652-0.004436i,-0.00024545+0.000362i,4.0835e-05+0.00070949i,-0.0010752-0.00092099i,-0.0025911-0.0018513i,-0.002228-0.0015372i,-0.001311-0.00078501i,-0.00031394-0.00010194i,0.00056653+1.7771e-05i,0.0011109-0.0011582i,0.0016833-0.0020932i,0.0021723-0.0020714i,0.001953-0.0019917i,0.0013667-0.0027195i
-0.0079336+0.0072532i,-0.025667+0.018217i,-0.053701+0.034121i,-0.066296+0.048186i,-0.043142+0.053051i,-0.013521+0.045965i,-0.00033947+0.033509i,0.0039345+0.021585i,0.0040315+0.0099535i,0.0017822+0.0024846i,-0.00038417-0.0006167i,-0.00058357-0.0019956i,-0.00050129-0.0013718i,-0.0013253-0.001085i,-0.0019659-0.0013956i,-0.0015925-0.00075174i,-0.0017181-0.00035837i,-0.0021622-8.7113e-05i,-0.0018364+0.00016583i,-0.0017319-0.00012426i,-0.0024253-6.5939e-06i,-0.0022152-0.00037346i,-0.00064668-0.00077366i
0.0050609+0.00093552i,0.027374+0.0011512i,0.062784+0.0031268i,0.084541-0.0050058i,0.068629-0.022446i,0.037181-0.030036i,0.014798-0.021151i,0.0037074-0.01078i,-0.00084465-0.0071095i,-0.0027115-0.0039508i,-0.0010213-0.00017085i,0.0018179+0.00012945i,0.0018714-0.002018i,0.00055604-0.002992i,-0.00042787-0.001606i,-0.0011099+0.00010213i,-0.00048201+0.00039651i,0.00047734+0.00057898i,0.0013708+0.00067238i,0.002559+0.0011938i,0.0027679+0.0020141i,0.0023682+0.0019562i,0.00053327+0.002225i
-0.0096884-0.0029089i,-0.028217-0.0098852i,-0.05722-0.024783i,-0.075732-0.031585i,-0.068867-0.016806i,-0.05015+0.0027364i,-0.030869+0.007776i,-0.013414+0.0025057i,-0.0044653-0.00086959i,-0.0022111-0.0012922i,-0.0014466-0.00099424i,-0.0012221-0.00024854i,-0.0010405-0.00067537i,-0.0016249-0.00093726i,-0.0022008-0.00042087i,-0.002418-0.00026663i,-0.0016436+0.00024942i,-0.00089354+0.00060104i,-0.0012491-0.00051177i,-0.0012025-0.0017348i,-1.3046e-05-0.0026916i,0.0010619-0.002675i,0.00073293-0.0018559i
0.0059689+0.0029814i,0.016383+0.019965i,0.033009+0.047992i,0.045813+0.064551i,0.047195+0.050656i,0.040988+0.021941i,0.02998+0.0055065i,0.019153+0.00201i,0.010706-0.00075847i,0.0037367-0.0015782i,0.00035165-0.0010838i,0.00053661-0.00090962i,0.0012985-0.00035276i,0.0016825-0.00035759i,0.0011931-9.8745e-05i,-0.00021647+0.00061419i,-0.00020854+0.00069449i,0.00039845+0.00054985i,-2.2217e-05+0.00094567i,-0.00086235+0.0011078i,-0.0021649+0.00037528i,-0.002934-0.00019559i,-0.0021255+0.00028245i
-0.0079699-0.0059184i,-0.0096511-0.022923i,-0.0097317-0.051956i,-0.0097565-0.07217i,-0.015279-0.066477i,-0.022009-0.041422i,-0.020161-0.016222i,-0.012396-0.0061801i,-0.0084295-0.0047149i,-0.0051023-0.0013638i,0.00041891+0.00067182i,0.0031529-0.0017882i,0.0013142-0.0036053i,-0.0013435-0.0025539i,-0.0020667-0.0023112i,-0.0013936-0.002321i,-0.00037494-0.00095667i,-0.00012455-5.2975e-06i,-5.4612e-06+0.00072551i,0.001594+0.0013923i,0.0025989+0.002009i,0.0033392+0.0021224i,0.0036144+0.0016197i
-0.0021835+0.0092837i,-0.0062502+0.027109i,-0.019442+0.054399i,-0.027935+0.071239i,-0.01906+0.065562i,-0.0047786+0.043322i,0.00062435+0.021939i,0.0029556+0.0093034i,0.0051072+0.00054544i,0.0016089-0.0030936i,-0.0022305-0.0011061i,-0.0022094+0.0012988i,-0.0012395+0.001437i,-0.001165+0.001208i,-0.0017803+0.00086228i,-0.0019125+0.00081353i,-0.0017123+4.4493e-05i,-0.0010862-0.0012949i,-0.00055696-0.00038236i,-0.00077009-0.00024978i,-0.00045783-0.0019634i,0.00046037-0.0029155i,0.00038831-0.0029348i
0.0013394-0.0044877i,0.015002-0.016972i,0.040415-0.032309i,0.060108-0.044612i,0.052207-0.049087i,0.02582-0.040812i,0.0086525-0.024315i,0.0037139-0.011951i,0.0013328-0.0056671i,0.00030588-0.0034783i,-0.00025045-0.0031284i,0.00026295-0.0026669i,0.0010277-0.0023987i,0.00084795-0.0026725i,0.00059233-0.0021874i,0.0002244-0.00058786i,0.00031089-0.00018017i,0.00067944-0.00076324i,0.0010542-0.0014999i,0.0004179-0.00040934i,-0.0018559+0.0016218i,-0.0035331+0.00096585i,-0.0029894+0.0002137i
-0.0069134+0.0058876i,-0.022017+0.011439i,-0.048366+0.014644i,-0.068148+0.014275i,-0.060609+0.018285i,-0.036918+0.021014i,-0.018084+0.01654i,-0.0077471+0.010251i,-0.0035455+0.0052181i,-0.0014321+0.0015968i,0.00058041-0.0013617i,0.00075292-0.0033355i,-0.0015795-0.0024782i,-0.0028071-0.00018735i,-0.0023683-0.00011302i,-0.0025462-0.00056383i,-0.0023843+0.00052309i,-0.00077416+0.0010404i,0.00033377+0.0010402i,0.00082529+0.0004388i,0.0029754+0.0002772i,0.0046734-0.00023429i,0.0038663-0.00092219i
0.0050382+0.0026178i,0.021744+0.0037124i,0.047574+0.014484i,0.063302+0.022759i,0.053503+0.013605i,0.031688+0.00069318i,0.016499-0.0012042i,0.008209-0.001468i,0.0035882-0.0036229i,0.00054915-0.0019843i,-0.00036815+0.0016018i,-0.00016817+0.0025926i,-2.4568e-05+0.0017576i,-0.00074523+0.0010526i,-0.001534+0.0011481i,-0.0012643+0.00070731i,-0.00033102-0.00023124i,3.2127e-05-0.00093258i,0.00027085-0.0015837i,0.00021979-0.0016018i,-0.00094334-0.0022165i,-0.0014846-0.0032123i,-0.0013429-0.0022755i
-0.010065+0.00085405i,-0.020828-0.0069193i,-0.034483-0.024895i,-0.03904-0.043366i,-0.031661-0.04106i,-0.024598-0.025894i,-0.019561-0.012095i,-0.010699-0.0040989i,-0.0057985-0.001095i,-0.005216-0.00033745i,-0.0039569-0.00061325i,-0.0027276-0.0022001i,-0.0022753-0.0035883i,-0.0019159-0.0038818i,-0.0015116-0.0035824i,-0.0010559-0.0029035i,-0.00071112-0.0017133i,-0.00067648-0.00027355i,0.00079347+0.00055956i,0.0014928+0.0014915i,0.00096659+0.0030278i,0.00070939+0.0036932i,0.00031142+0.0020952i
-0.014042+0.01185i,-0.0027234+0.030174i,0.006677+0.065681i,0.013056+0.081581i,0.016748+0.065511i,0.020765+0.035262i,0.016906+0.015193i,0.00872+0.0070267i,0.0028727+0.0020007i,0.00043689+0.00043544i,0.001944-0.0014286i,0.0021105-0.0050556i,-0.00010499-0.0065121i,-0.0023855-0.005151i,-0.0043418-0.0025547i,-0.0048686+0.00023599i,-0.003575+0.0017676i,-0.00024981+0.0016483i,0.0023288+0.0010105i,0.0027863-0.00043543i,0.0037796-0.0016413i,0.0041804-0.0017224i,0.0027937-0.0013498i
0.0027354-0.0078358i,0.002872-0.022939i,0.010726-0.048766i,0.021179-0.064535i,0.019794-0.05823i,0.0036157-0.036567i,-0.0062168-0.014139i,-0.0030337-0.0047776i,0.00010767-0.0051995i,-0.0010129-0.0036508i,-0.0008307+0.00068278i,0.0015143+0.0022851i,0.0014857+0.0011i,0.00059656+0.00074599i,0.0011396+0.00037727i,0.0016665-0.00083354i,0.00066129-0.0018995i,-0.0011971-0.0023538i,-0.0016303-0.0012932i,-0.0014716-0.00031425i,-0.0019765-5.1993e-05i,-0.0022909+0.00025288i,-0.0014567+0.00054963i
0.0023977+0.0061473i,-0.0048181+0.014346i,-0.021022+0.02544i,-0.037992+0.029264i,-0.038886+0.021543i,-0.025626+0.014199i,-0.012825+0.0093608i,-0.0046582+0.005903i,-0.00018288+0.0021753i,-0.0014108-0.0011339i,-0.0040374-0.00049802i,-0.0039416+0.00039473i,-0.0035534+5.3483e-05i,-0.0035324-0.00025836i,-0.002643+2.9939e-05i,-0.0020476+0.0003037i,-0.0013909+0.00055401i,-0.00069809+0.00172i,0.00040219+0.0022742i,0.0011279+0.0015274i,0.0018035+0.00098958i,0.0019086+0.00097777i,0.00084469+0.00015859i
0.0040089-0.0041356i,0.014178-0.0092034i,0.034719-0.012626i,0.051903-0.008679i,0.047232-0.0048865i,0.026129-0.0066692i,0.011115-0.006284i,0.0079035-0.0040174i,0.0056727-0.0048102i,0.00154-0.0055783i,-0.00018994-0.0028453i,0.00031385-0.00058479i,0.0015196-4.5526e-05i,0.0011068-0.00033515i,0.00051282-0.00092494i,0.00091356-0.00082085i,0.0014482-0.00061643i,0.0017091-0.002098i,0.0010146-0.0025922i,-2.2838e-05-0.0015396i,-0.00025396-0.0017264i,-7.8451e-06-0.0021009i,-0.00027486-0.0017823i
-0.0032586+0.0010603i,-0.014434+0.00059774i,-0.030991-0.0069582i,-0.041823-0.017733i,-0.037997-0.020021i,-0.025898-0.010534i,-0.015836-0.0003768i,-0.0076975+0.0033327i,-0.0027351+0.0013159i,-0.00186-0.00057171i,-0.00048522-0.00029727i,0.0015388-0.00050047i,0.0016107-0.0018532i,0.00092004-0.001415i,0.00098316-0.00014471i,0.00039585-2.5804e-06i,-0.0014338+0.00030581i,-0.0027896+0.0011063i,-0.0025222+0.0018001i,-0.0014574+0.0014467i,-0.00090823+0.00042769i,-0.0013396+0.00044979i,-0.0020101+0.00061649i
0.0075466-0.0020527i,0.015795+0.0017897i,0.025919+0.014127i,0.027573+0.028909i,0.018482+0.027748i,0.0078126+0.016155i,0.0029529+0.0091481i,0.0039303+0.0036214i,0.0043878-0.0015156i,0.00071651-0.0026921i,-0.0021243-0.00056326i,-0.0020468+0.001473i,-0.0010434+0.0024102i,-0.00052055+0.0018817i,-0.0011312+0.00060688i,-0.0011823+4.1091e-05i,-0.00021435+0.00031067i,0.001404+0.00072661i,0.0031628+0.00013949i,0.0027608-0.0010622i,0.0017019-0.0018002i,0.0014324-0.0011452i,0.0010061+2.8336e-05i
