-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
-0.001696+0.0017337i,-0.00092846+0.0017394i,0.00022447+0.0027428i,0.0015038+0.0029513i,0.002124+0.0010994i,0.00046245-0.00073835i,-0.00083212-0.00078074i,0.00019994-0.00021557i,0.00086406-0.00055587i,6.1351e-05-0.0013816i,-0.00044937-0.0012388i,-0.0007376-0.00019346i,-0.00074973-5.5677e-05i,-7.1457e-05-0.0006362i,0.00073866-0.00058202i,0.00033644-0.00014099i,-0.00019582-0.00025831i,0.00017164-0.00087786i,0.000864-0.0008033i,0.0014431-6.7483e-05i,0.00089323+1.5269e-06i,0.00025181-0.00030445i,0.00044238-0.00045824i
-0.00040639+0.0017383i,0.00052372+0.0011818i,0.0019017+0.00088061i,0.0017774-6.3808e-05i,0.00069006-0.0017498i,-0.00067535-0.001451i,-0.001271+0.00043013i,-0.00035733+0.0011752i,0.00078682+0.00088457i,0.00059588+0.00072111i,-0.00012839+0.00057179i,-0.0001278-0.00014873i,9.4094e-05-0.0003921i,-0.00024132-0.00070686i,-0.00045117-0.00082019i,-0.00083458-0.00030823i,-0.00080983-0.00019968i,-0.00029299+5.1247e-06i,-0.00061803+0.00025185i,-0.00058945+0.00033838i,1.4826e-06+1.0038e-05i,9.5104e-05-0.00071259i,-0.00048186-0.00090486i
-0.0011683+0.0032741i,-0.00018358+0.0032689i,8.7636e-05+0.0035011i,0.00053462+0.0025059i,0.0004609-0.00042433i,-0.00050142-0.0025045i,-0.0009449-0.0013249i,-0.00046279+0.00011959i,-0.00023659+0.00013756i,-6.9731e-05-0.00010253i,0.00020258-0.00051188i,0.00029857-0.001122i,0.00046994-0.0013871i,0.00055306-0.0015207i,8.424e-06-0.001282i,-0.00069102-0.00052653i,-0.00016426+0.00018292i,0.00014025+0.00033595i,0.00026078+0.00027385i,0.00039961+0.0004226i,0.00026345+0.00051712i,0.0005382+0.00031036i,0.00064033-7.1156e-05i
-0.00098806+0.0018214i,0.00046227+0.0020047i,0.0012993+0.0010325i,0.001435-0.00010944i,0.00080483-0.0018192i,-0.00096772-0.0021308i,-0.001516-0.00032291i,-0.00027428+0.00096251i,0.00013295+0.00034721i,-0.00028677-0.00090099i,-0.00057969-0.00085687i,-0.00056209+0.00019296i,0.00043812+0.00013374i,0.00071123-4.5891e-05i,2.5485e-05+0.00035501i,0.00026275+0.00026377i,0.00043292-0.00028974i,0.00024527-0.00072466i,0.00057687-0.00054841i,0.00073541+7.983e-05i,0.00099626+0.00031758i,0.0011043+0.00045966i,0.00065363+0.00057174i
0.0004751-0.0021185i,-0.00090564-0.0020392i,-0.00086423-0.0013799i,8.8102e-05+7.5666e-06i,2.9755e-05+0.00052282i,-0.0017624+0.00027551i,-0.0033578+0.0005942i,-0.0015321-1.1211e-05i,0.00038685-0.0014463i,-0.00016781-0.0012375i,-0.00040881-0.00014925i,0.00036851+0.00036704i,0.0010897-8.6843e-09i,0.00067953-0.00037248i,0.00061835-0.0003811i,0.00096237-0.00053669i,0.00022323-0.00070519i,-0.00041129-0.00067901i,-0.00060679-0.00025997i,-0.0010036-0.00083291i,-0.0006802-0.0017859i,-0.00013082-0.0011711i,8.2375e-05+0.00032978i
0.00077923-0.0012255i,0.00030811-0.00091299i,-0.00027189-0.00062163i,-0.00096747-0.00060859i,-0.00057771-0.00070034i,-0.001206-0.00047937i,-0.001769+0.00010543i,-0.00075695+0.001185i,0.00016301+0.00069836i,9.1845e-06-0.00037404i,-5.4948e-05-0.00032878i,0.0002262-0.00022988i,-3.0896e-05-0.00043363i,-0.00049347-0.0013817i,-0.00044926-0.0020221i,0.00026337-0.00181i,0.00061003-0.0010023i,-0.00016558-0.0004273i,-0.00078511+0.00011683i,-0.00021362+0.00044022i,0.00023331+0.00046551i,-0.00020614+0.00046559i,-0.0010727+0.00034583i
-0.00039173+0.00091112i,-0.00036194+0.00080264i,1.4162e-05+0.001079i,0.0007471+0.0010242i,0.00082928-0.00030299i,0.00044023-0.0010918i,-0.00026973-0.0010918i,0.00061503-0.0010689i,0.00065452-0.0013971i,-0.00080478-0.0017401i,-0.0006728-0.0014775i,3.0535e-05-0.0014793i,-0.00042718-0.0015823i,-0.0011133-0.0011986i,-0.0010213-0.00080767i,-0.00047686-0.00031662i,-6.2062e-05-0.00022375i,-0.00092297-0.0010499i,-0.00071773-0.001205i,0.00022541-0.00030202i,-0.0002105+0.0005416i,-0.00047645+0.00084922i,4.1021e-05+0.00072538i
-0.00019971-0.00010444i,-0.00067777-0.001624i,-4.6717e-05-0.0021748i,0.00076154-0.0019492i,0.00055608-0.0026266i,-0.00088756-0.00351i,-0.00092815-0.0018312i,0.0006042+0.00018322i,0.0020177-0.00029059i,0.0016732-0.00061891i,0.00043168-0.0001892i,0.00013698-0.00035525i,6.1736e-05-0.00068959i,-0.00046151-0.0010176i,-0.00036362-0.00090383i,0.00018449-0.0006315i,0.0004563-0.00058767i,0.0004476-0.00054236i,5.4734e-05-0.00088578i,0.00046371-0.00077963i,0.00045476-0.00017444i,-6.8437e-05-1.7616e-05i,0.00022158-0.0001711i
0.00018719+0.00066437i,-0.0004425+0.0001878i,0.0001063+0.00074013i,-0.00019315+0.0012831i,-0.00067413+0.0005864i,-0.001754+0.00054929i,-0.0019037+0.00095571i,-0.00047771+0.00074209i,0.00019527+0.00028746i,0.00028469-0.00031913i,-4.2064e-05-0.00039211i,-0.00060941-0.00029039i,-0.0010223-6.1296e-05i,-0.00082391-0.00033502i,-0.00064596-0.00067028i,-0.00062216-0.00064873i,-0.00056519-0.00044559i,-0.00038132-0.00077731i,1.4024e-05-0.0010693i,8.0514e-05-0.00051666i,-5.6846e-05-0.00037949i,3.8156e-05-0.00026649i,-2.9195e-05+0.0003677i
3.0911e-05+0.00082687i,-5.5192e-05+0.0010868i,0.00059132+0.00072453i,0.0014096+0.0010756i,0.00056806+0.0011125i,-0.0010264+0.00018745i,-0.0016517+7.3257e-05i,-0.0010614+0.00094464i,0.00083904+0.00077697i,0.0012323-2.4494e-05i,0.00041454-0.00042353i,1.107e-05-0.0005904i,-0.00043289-0.0010498i,-0.00041272-0.00084499i,-0.0002507-3.7902e-05i,-0.00058803-0.00011806i,-0.00081811-0.00030151i,-0.00039614-0.00050555i,-0.00024619-0.00048883i,-0.00011107-0.00012679i,0.00015937-0.00033761i,5.6686e-05-0.00055356i,0.00025858-0.00035876i
-0.0021692+3.6403e-05i,-0.0025293+0.00096379i,-0.0019544+0.0019986i,-0.00067958+0.0030981i,-0.00023263+0.0022263i,-5.1427e-05+7.1096e-05i,-0.00027604-0.0011727i,-0.00017161-0.0012161i,0.0003098-0.0015439i,-1.7508e-05-0.0013845i,-0.000167-0.0003955i,0.00010767+0.00016926i,-0.00042578-0.00029482i,-0.0011947-0.00083252i,-0.00071884-0.00060309i,-0.00035476-0.00062675i,7.9858e-06-0.00043007i,0.00017859-0.00036622i,7.4942e-05-0.00033207i,0.00010527-0.00037609i,-0.00028103-0.00066148i,-0.00019744-0.001104i,0.00043615-0.00073672i
-0.00018495+0.001967i,0.00098223+0.0015828i,0.0015702+0.0016429i,0.0023054+0.0012836i,0.0026924-0.00065888i,0.00045769-0.0025424i,-0.0011103-0.0012322i,-0.00013509+0.00074656i,0.00052491-7.2388e-05i,6.2366e-05-0.00077004i,-0.00055599-0.00048077i,-0.00045321-0.00039661i,-0.00034987-0.00062721i,-0.0011139-0.00054967i,-0.0013114-9.6561e-05i,-0.00091364+0.00033703i,-0.00080803+0.00066213i,-0.00070144+0.00073654i,-0.00025617+0.00076876i,0.00051408+0.00047485i,0.00086182+0.00016491i,-0.0002416-0.00077691i,-0.00084258-0.0014929i
0.00012014+0.0001015i,-0.00057792-0.00021633i,-0.0012399-0.00058407i,-0.00056637-0.0010324i,0.00068574-0.00084485i,0.00013085-0.00052067i,-0.0010681-0.00058653i,-0.00074273-0.00040246i,0.00029247-0.00057806i,0.00071786-0.0014391i,0.000844-0.0011344i,0.0011049-0.00059618i,0.00063071-0.00068869i,-0.0006849-0.0007758i,-0.00093366-0.0011071i,-0.00014438-0.00095263i,0.00051124-0.00036013i,0.00033236-0.00098796i,-0.00023708-0.0011975i,-0.00012446+9.3209e-05i,-0.00025283+0.0010414i,-0.00024495+0.00065933i,0.00042362-8.5341e-05i
-0.00033927-0.00030577i,0.00019388+0.00017582i,0.00090891+0.00091139i,0.00023962+0.00066362i,-0.00084527-0.0012399i,-0.0013792-0.0018504i,-0.0013923-0.00038418i,-0.00013694+0.00012107i,0.0004887-0.00041968i,-9.483e-05-0.00096945i,-0.00049007-0.00025471i,-0.00091403+8.9508e-05i,-0.00087681-0.00094911i,-0.00033961-0.0011729i,-0.00087433-0.00075807i,-0.0011723-0.00045585i,-6.6324e-05-0.00019463i,0.00058812-0.00034926i,0.00059928-0.00020151i,0.001043+0.00011549i,0.00093735+1.1025e-05i,7.5216e-05-0.00030175i,-0.00010068-0.001018i
-0.00047073+0.00056873i,-0.00035936+0.00060939i,0.00061064+0.00086903i,0.0015711+0.0008956i,0.0016803+0.00015404i,0.00099859-0.0010389i,-0.00045545-0.00026035i,-0.00029219+0.000131i,0.00061218-0.0011136i,-0.00018095-0.001699i,-0.00088513-0.00099811i,-0.0002606-0.00012982i,-7.7946e-05-0.00010096i,-0.0001054-0.00074981i,5.7125e-06-0.0015556i,-8.3608e-05-0.001056i,-0.00041475-0.00012991i,-0.00081859+0.00026622i,-0.00063461-9.8695e-05i,-0.00024346+1.2062e-05i,1.032e-05+0.00048297i,0.00029138+0.00020374i,0.00070166-0.00031884i
-0.0021879-0.0005147i,-0.0011218+0.0017697i,-0.0010173+0.0030545i,-0.00066421+0.0019237i,-0.00019341-2.1272e-05i,-0.00080837-0.00083878i,-0.0012916-0.00054388i,-2.5199e-05-0.00020538i,0.00087063-0.00066385i,0.00029645-0.0010504i,0.00037695-0.00041157i,0.0004812-0.00043771i,-6.3414e-06-0.0015419i,-0.00015885-0.0017775i,-0.0010383-0.0012233i,-0.0013443-0.0012195i,-0.000651-0.00075966i,-0.00016975-0.00036153i,0.00044876-0.0001993i,0.00053205-0.00010285i,8.4577e-05-0.00033457i,-0.00046076+0.0002394i,-0.00037239+0.0006641i
0.0013512+5.0632e-05i,0.0016751-0.00058534i,0.0016429-0.00021912i,0.0020626-0.00059595i,0.0021373-0.0023452i,-0.00010245-0.0028173i,-0.0019049-0.0010752i,0.00024569+0.00076405i,0.00086413+0.00051478i,-0.00045857-0.00070915i,-0.00037172-0.00036843i,1.9407e-05+0.00015399i,0.00026278-0.00074193i,0.00034743-0.001183i,0.00013351-0.00019785i,-0.0001968+0.00029817i,0.0003898+0.00027753i,0.00057692+0.00035368i,0.00027184-7.371e-05i,0.00031603-0.00015526i,0.00048514+1.2894e-05i,0.00095622-8.5506e-05i,0.0008822+0.00028878i
0.00027827-0.00035762i,-0.00072894-0.00023602i,-0.00012858-0.00051509i,-9.2626e-05-0.00064856i,-0.00076708-0.00040178i,-0.0020781-0.00016788i,-0.002093-0.00013528i,0.00024005-6.0549e-05i,0.0016717-0.00094078i,0.0014573-0.0017068i,0.00042301-0.00096274i,4.8878e-05-0.00011055i,0.0011885+3.9962e-05i,0.0012849-0.00019427i,0.00041577-0.00039653i,-0.00023833-0.00040555i,-0.00092349-0.00088261i,-0.00049494-0.0011137i,-0.00019802-0.00040532i,3.4542e-05-0.00010131i,0.00055317-0.00031179i,0.00011888-0.0001615i,-0.00027126+9.0238e-06i
-0.00093251-0.00063001i,-9.2015e-05-0.00011184i,0.0005984+0.00042391i,0.00056191+0.00063375i,0.00036369+0.00038212i,-0.00074602+0.00018701i,-0.0016724+0.00059953i,-0.00067255+0.00042995i,0.00096633-0.00087576i,0.00060596-0.001296i,-0.00021678-0.00079192i,1.2289e-05-0.00030472i,0.00017531+0.00037315i,0.00020478+0.00075796i,6.1666e-05+0.00024358i,-0.00066527-0.00060843i,-0.00091356-0.00083965i,-0.00014327-0.00070588i,0.00077378-0.0004198i,0.0010782-6.6117e-05i,0.0010365+0.00045187i,0.00084878+0.00032013i,0.00026716-0.00023098i
-0.0017499+0.001662i,-0.0012171+0.0022958i,-0.00013559+0.0023291i,0.00099432+0.001193i,0.00183-0.00036069i,0.0007768-0.00047419i,-0.001254+0.00074146i,-0.00069071+0.00029746i,0.0013596-0.0004347i,0.00086512-0.00059207i,0.00010341-0.00069605i,0.00080256-0.0006676i,0.00047426-0.00085861i,-0.00015953-0.00069819i,-5.0906e-05+0.00032934i,8.945e-05+0.00059001i,0.00049256+0.00063065i,0.00032344+0.0008884i,0.00033135+0.00060536i,0.00051818+0.00078598i,0.0003205+0.00072802i,0.00038746+0.00041063i,0.00016092+0.0001665i
0.00020492+0.0011217i,0.00040283+0.00051748i,-0.00025959+1.6534e-05i,0.00011406-0.00051314i,0.00011727-0.0011534i,-0.0009229-0.0020355i,-0.0016976-0.0014236i,-8.9598e-05-9.6431e-05i,0.0017274-0.00020378i,0.001431-0.0010172i,0.00052576-0.00049699i,0.00098104-7.7463e-05i,0.00083608-0.0010924i,-0.00049261-0.0016258i,-0.0011646-0.0012164i,-0.00055119-0.00075544i,0.0001556-0.00040772i,4.7914e-06+0.00029459i,0.0001748+0.00066295i,0.00080376+0.00020755i,0.00042772-0.00084705i,-0.00029234-0.00096976i,-0.0002102-0.00061355i
0.0010166+0.0015986i,0.0013923+0.00035382i,0.00036599+0.00018328i,-0.00025893+0.00018332i,-0.0006566-0.0014326i,-0.0013453-0.0022488i,-0.00076764-0.00068093i,0.00059792+0.00048399i,0.0010145+1.399e-06i,0.000627-0.0011779i,0.0006274-0.00058447i,0.00078987+0.00082012i,0.00088577+0.00064633i,0.00033056+0.00017813i,-0.00027614+6.3951e-05i,-0.00038608-0.00031365i,5.5054e-06-0.00040254i,3.9825e-05-5.8376e-05i,5.4734e-05+0.00025077i,-6.8488e-06+0.00046089i,0.00036114+0.00050409i,0.0012118+0.00022674i,0.00074495-0.00021065i
-0.0010714+0.0021367i,-0.00049326+0.0024143i,0.00094376+0.0030176i,0.0015746+0.0031517i,0.00086807+0.0010418i,-0.00027062-0.00059782i,-0.001692+0.00023638i,-0.0017518+0.00033409i,-0.00032563-0.00099271i,-0.00033407-0.0010825i,-0.00070979-0.00056698i,0.00037358-0.00061892i,0.00094621-0.00030396i,7.9585e-05+0.00067986i,-0.00074085+0.00034212i,-0.00083225-0.0011247i,-0.0012272-0.0011223i,-0.00042468+0.00027732i,-0.00014334+0.001002i,-1.295e-06+0.00018113i,0.00061324-0.00010619i,0.00046677+1.71e-06i,-0.00043599-0.00037545i
-0.00056229+7.7207e-05i,0.00032864+0.00056939i,-1.8651e-05+0.00090845i,0.00046202+0.00024633i,0.0008437-0.0014765i,-0.00037422-0.0018563i,-0.00078103-0.00053533i,0.00076928-0.00014053i,0.0012019-0.00091084i,6.2107e-05-0.0012626i,-0.00066437-0.00093841i,-0.00053557-0.00099426i,-0.00050398-0.00088909i,-0.00098454-0.00060486i,-0.00093386-0.0011676i,-0.00079466-0.00089151i,0.00012404+0.00023214i,0.0014079+0.00056762i,0.00076823-0.0002541i,8.5886e-06-0.000631i,0.00035901-0.00032434i,0.00041092-0.00038854i,-5.4736e-05-8.2657e-05i
-0.00022784+6.0411e-05i,-0.00061881-0.0015341i,-0.00061658-0.001477i,0.00010383-0.00077774i,0.00058904-0.0017212i,-0.00058438-0.0016686i,-0.001332-9.1814e-05i,-0.0006044+0.00022351i,0.00096824-0.00052738i,0.00062945-0.00044427i,-0.00016826-0.00011986i,4.4115e-05+0.0003247i,-7.007e-05+0.00080959i,-0.00044908-5.6021e-06i,-8.0865e-05-0.00068503i,0.00052197-0.00032897i,0.0002551-0.00099451i,0.00010381-0.00077619i,0.00018335-0.00031699i,-6.349e-05-0.00050661i,6.9442e-05-0.00067081i,0.00056057-0.00036931i,0.00044836+0.00014817i
-0.0024297-0.0013026i,-0.0027109-0.00025752i,-0.0015047+0.00060083i,-0.00022097+0.00074022i,0.0011196+0.00064805i,0.0008535+0.00018141i,-7.206e-05+0.00026423i,0.0011156+7.0409e-05i,0.0010626-0.0010502i,0.00026062-0.0015923i,0.00053633-0.00075326i,0.00078863+0.00069106i,0.00059498+0.001104i,0.00015826-0.00033288i,5.8831e-05-0.0019172i,-0.00013676-0.0018849i,-0.00031718-0.00047248i,-0.000225+0.00031771i,-0.00025245+5.3394e-05i,0.00018117-0.00022422i,0.00089746-0.0001508i,0.00077391+0.00012471i,-0.00056893+4.4675e-05i
0.00063674+0.00098054i,-0.00049228+0.00042372i,0.0005291+0.00036427i,0.00080501-4.6914e-05i,0.00028209-0.00092534i,-0.0016972-0.00083714i,-0.0020643+0.00050707i,-0.0002865+0.0014766i,0.00070322+0.00042553i,3.6797e-05-0.0012557i,0.00031156-0.00098194i,0.00065745+0.0001701i,-3.8591e-05+0.00066929i,-0.00045977+0.00015919i,-0.00044663-0.00056284i,-0.00074545+5.9197e-05i,-0.001148+0.00050679i,-0.00036825+0.00036226i,0.00029465+0.00016612i,0.00043371+0.00036276i,0.00052142+0.00032185i,0.00038458+0.00015676i,0.00038016+6.0268e-05i
0.0029759-0.00030499i,0.0019851-0.0010666i,0.00096057-0.0015953i,-0.00013012-0.0011063i,-0.0019712-0.0014515i,-0.0028445-0.00081399i,-0.0028765-0.00030279i,-0.00060762-0.00067411i,0.0012112-0.0011112i,0.00080589-0.0013749i,-6.779e-06-0.00022902i,-6.5858e-05-0.00027037i,0.00029389-0.00072323i,0.00014766-0.00058921i,-6.0204e-05-0.00011165i,-0.00042405+0.00021013i,-0.00091506-0.00055039i,-0.00069239-0.0013094i,-2.694e-05-0.0012119i,0.00014299-0.00084733i,0.00011066-0.00094437i,4.586e-05-0.00092581i,-0.00041908-0.00013011i
-0.0013717-0.00064966i,-0.0012304+0.00065749i,-0.0003561+0.00066237i,0.00040706+0.00059235i,0.00064321+0.0005908i,4.418e-05+0.00068222i,-0.00033858+0.00072706i,0.00043376+0.00070094i,0.00084723+0.0001497i,-2.1638e-05-0.00025322i,-0.00027038+0.00025451i,0.00051435+9.6686e-05i,0.00036633-0.00088858i,-0.00043421-0.0012598i,-0.00061317-0.0010071i,-0.00030088-0.00033978i,-0.00068152-0.00028823i,-0.0011442-0.00085993i,-0.0004485-0.00068485i,-0.00022861+0.00043742i,0.00020928+0.00063714i,0.00081622-0.00030251i,0.0004319-0.0010535i
-0.002695-0.0015097i,-0.0026592+0.00049122i,-0.0026852+0.0024137i,-0.0021273+0.0025859i,-0.0019808+0.0014542i,-0.00097634-0.0002354i,0.00024133-0.0002698i,0.0012533+0.00051217i,0.00090766-0.00093692i,-0.00074921-0.001541i,-0.001096-0.00023511i,-0.00028188+0.00044025i,8.41e-05+8.0661e-05i,0.00019408-0.00064778i,0.00066289-0.00049441i,0.00053693+2.9462e-06i,0.00024766-0.00036258i,0.00016054-0.00054967i,-0.00012206-0.00060775i,0.00012116-0.00058975i,0.00046015-0.00039181i,0.00059222+0.00033524i,-0.00010988+0.00051349i
-0.0038232-0.00027985i,-0.0035999+0.00098739i,-0.0029002+0.002077i,-0.00038479+0.0024328i,0.0012788+0.0010398i,0.00096177-0.00084815i,0.00011736-0.00058323i,0.00033871+0.00018254i,0.00073044-0.00020604i,0.00037366-0.00042521i,9.566e-05-0.00020881i,0.0005769-0.00039581i,0.00086619-0.00067057i,9.3792e-05-0.00065926i,-0.00061461-0.00032189i,-0.00029339-0.0003796i,-6.3039e-05-0.00017812i,4.4608e-05+0.00045104i,0.0004587+0.00084202i,0.00077335+0.0006596i,0.0012675+0.00045134i,0.00092854+0.00047347i,-6.2485e-05+0.0005179i
0.00045905-0.00038717i,-0.00054011+0.00040261i,-0.00049368+0.00094799i,0.00057606+0.00055475i,0.00093996+0.00022664i,-0.00058371-0.0003415i,-0.0011385-0.00051922i,9.4908e-05-0.00079062i,0.00071441-0.0018615i,8.3016e-05-0.0022871i,-0.00077403-0.0016088i,-0.00064939-0.0012269i,0.00024146-0.00048041i,0.00022262+0.00012006i,-0.00016035-0.00019946i,-0.00029232-0.0003947i,0.00037531-0.00054753i,0.0010936-0.00028563i,0.0012614-0.00026311i,0.00055048+0.00019517i,5.5587e-05+0.00035876i,-0.00056928+0.00017937i,-0.00087408+0.00053538i
-0.0012207-0.00066063i,-0.0011804-0.00063121i,-0.0012569-0.00088821i,-0.001497-0.00076134i,-0.00013312+0.00019437i,-0.0013554-0.00054263i,-0.0021074-0.0013312i,0.0003762-0.0014781i,0.0014828-0.001677i,0.00025995-0.0018126i,-0.00068656-0.00049638i,-0.000372+0.00035376i,-0.00054292-0.00016849i,-0.00048397-0.00054267i,0.00041198-0.00059681i,0.00030083-0.00028065i,0.00011175+0.00026179i,0.00046598+0.00038504i,0.00035158+0.00033103i,0.00062174+0.00017071i,0.00038587-0.00039441i,-0.00019576-0.00069003i,9.0739e-05-0.00036105i
6.8117e-05-0.0015248i,-0.00045787-0.00053551i,-0.001476+0.0015046i,-0.001549+0.0027675i,-0.0007761+0.001658i,0.00022494+0.00054892i,-5.6586e-06-0.00042547i,-0.00055493-0.0008116i,-0.00027213-0.00078203i,-0.00075122-0.0012017i,-0.00086862-0.00087093i,-0.00067166-0.0004367i,-0.00041829-0.00016245i,0.00094043-0.00026623i,0.0011666-0.00053991i,-7.8865e-05-0.00061931i,-0.00043999-0.00082181i,0.00019366-0.00026133i,0.00043236-0.00014509i,0.00052826-4.9443e-07i,0.00041489+0.00046393i,7.4048e-05+6.9187e-05i,-3.9949e-05-9.8493e-05i
-0.000916-0.00054248i,-0.00091316-0.00089702i,-7.2488e-05+0.00054958i,0.0015247+0.00096563i,0.0024086-0.00084811i,0.0015658-0.0019418i,8.5712e-05-0.0011506i,-0.00037109-0.00062803i,-3.1446e-05-0.00095589i,0.00042873-0.00061628i,1.6048e-05-0.00032469i,-0.00056345-0.00088121i,-0.00031455-0.00096443i,-0.00082801-0.00054057i,-0.001059-0.00097353i,-0.00014333-0.001313i,-0.00019717-0.0010228i,-0.00052383-0.00013011i,-0.00031439+0.00050315i,0.00061507+0.00064725i,0.0012012+0.00077604i,0.00080441+0.00053003i,0.00072332+0.00010775i
-0.00026253+0.0038922i,0.00089152+0.0014946i,0.002228+0.00045792i,0.0018837-0.00025471i,0.0010998-0.0019538i,-0.00097031-0.0024321i,-0.0021207-0.00091353i,-0.00033438+0.00058318i,0.0013667+0.00032554i,0.0005642-0.00073908i,-0.00018534-0.0008972i,-0.00019991-0.00053378i,-0.00078949-0.00058389i,-0.00094177-0.00033487i,-0.00048306-1.228e-05i,-0.00093243+0.00015065i,-0.0011817+0.00063465i,-0.00084393+0.00046643i,-0.00072766-7.4895e-05i,-0.0004049-0.00025995i,-0.00017621-0.00053118i,5.9788e-05-0.00097727i,-2.8702e-05-0.0012528i
0.00018318+0.0032224i,0.00095014+0.0032104i,0.0021285+0.0030523i,0.0022369+0.00078279i,0.00093092-0.0015227i,-0.00042354-0.0027638i,-0.00080945-0.0012138i,0.00037294+0.00042831i,0.0015691-0.00050272i,0.0010402-0.00095787i,0.00024044-0.00077525i,-0.00012471-0.00098593i,-0.00026223-0.00074043i,-0.00021259-0.00087867i,-0.00027463-0.0015419i,-0.00011758-0.0012395i,-0.00028487-0.00052581i,-5.7435e-05-0.00016348i,0.00066642-0.00024219i,0.00082586-0.00031158i,0.00033346+0.00018375i,0.00027348+0.00059723i,4.3351e-05+0.00064824i
0.00062977+0.00047105i,0.001954+9.6324e-05i,0.0013853+0.00013186i,0.0012081+0.00087519i,0.0013853-0.00020316i,0.0008294-0.0013081i,-0.00020541-0.00094577i,-0.00048376-0.00046299i,0.00050598-0.0011136i,0.0014148-0.0013867i,0.00094715-0.0009706i,0.00092166-0.0011967i,0.0011705-0.0010528i,0.00033081-0.00065975i,-0.00082148-0.00089391i,-0.0010571-0.00090771i,-0.00035834-0.000401i,0.00023869+0.00029153i,-0.00011306+0.00014316i,-8.032e-05-3.2001e-05i,0.00011508+0.00045181i,-0.00011595+0.00049812i,-0.00044383+0.00020737i
-0.00012149+0.00024598i,-0.00091899-0.00016925i,-0.001335-0.0005828i,-0.0013447-0.00013128i,-0.0017326+0.00040411i,-0.0023769-0.00060384i,-0.0024446-0.0011258i,-0.0011066-0.00022224i,0.0006445-0.00017497i,0.00023013-0.00042318i,-0.00013811-6.7021e-05i,0.0004334+0.00037749i,4.4175e-05+0.00041019i,-0.00012726-0.00025252i,0.00021172-0.00029372i,0.00023954-0.00019324i,-0.00031434-0.00022985i,-0.00089545+1.7115e-05i,-0.00063356-0.00019845i,-0.00012116+0.00017785i,1.6364e-05+0.00027979i,-0.00065393-0.00011524i,-0.00095829+0.00026774i
-0.00012109-0.00029857i,0.00027081-0.0010699i,0.00025256-0.0005238i,0.00087827+4.3169e-05i,0.00079741-8.597e-05i,0.00012912-0.0010146i,-0.00011357-0.00048323i,0.00012793+0.00037408i,0.00062223-0.0004583i,0.00059921-0.0012063i,2.5698e-05-0.0012891i,-0.0003668-0.0015664i,-0.00078525-0.00099213i,-0.00081792-8.0205e-05i,-0.00087455+4.9193e-05i,-0.0001357+0.00019387i,0.00072061+0.00019817i,0.00029657-3.1657e-05i,0.00096872-0.00031895i,0.0019647+5.6656e-05i,0.0016643+0.00029795i,0.00049507-0.00029159i,-0.00027803-0.00019459i
-0.00017626+0.0008606i,-0.00064708+0.0016213i,-0.0001174+0.0023216i,0.00027773+0.0016261i,0.00027096+0.00026068i,-0.00033945-0.00107i,-0.00075794-0.00051913i,0.00033763+0.00046276i,0.0014493+0.00013702i,0.0009636-0.00048765i,0.00022224-0.00033322i,0.00050412+0.00026397i,-0.00014156-0.00044711i,-0.0012855-0.00086337i,-0.0012193-2.8896e-05i,-0.00097705+0.00036418i,-0.00086091+0.00085006i,-0.0011849+0.00064282i,-0.0007966-5.6178e-06i,-0.00011121-0.00026455i,0.00017597-0.00030541i,0.00017009+1.8185e-05i,0.00016827+0.00010107i
-0.0011784-0.0031672i,-0.0019278-0.0023525i,-0.0027228-0.00080486i,-0.0020079+0.00098354i,-0.00042065+0.0011766i,0.00016123-0.0001334i,-0.00057191+0.00015386i,8.3015e-05+0.00065962i,0.0005359-0.00011158i,-0.00080265-0.00054413i,-0.00071133+0.00033391i,0.00030053+0.0012545i,0.00037305+0.0010985i,0.0002336-0.00034139i,0.00019117-0.00075194i,-0.00039493-0.00026925i,-0.00032957-0.00058745i,-0.00035701-0.00022522i,-0.00075123+0.00018413i,-7.9699e-05+6.8198e-05i,0.0007438-1.491e-05i,0.00085734-0.00022197i,6.4665e-05-0.00049214i
0.0002561+0.0022166i,0.00054953+0.0019794i,0.0010488+0.0015316i,0.0016899+0.00028079i,0.0010028-0.0011881i,-0.0011637-0.0017603i,-0.002025-0.00039033i,-0.0012399+0.00084248i,-0.00013191+8.9769e-05i,-0.00025693-0.00060386i,-0.00072936-0.00089676i,-0.00067345-0.00097974i,-0.00031595-0.0012i,-0.00026886-0.00077951i,-0.00029529+3.3602e-05i,8.4033e-05+0.00018306i,0.00023043+0.00055444i,-0.0005428+0.00070277i,-0.0010613+0.00022898i,-0.00072737-4.2967e-05i,3.4607e-05+5.0472e-05i,0.00080297-4.3719e-05i,0.0002541-5.9622e-05i
