0.00079959-0.00061647i,0.00083525-0.0016232i,-0.00063895-0.002672i,-0.0017827-0.0016318i,-0.0022169-0.00026431i,-0.0023592+0.00073116i,-0.00074828+0.0011207i,0.00063844+0.00090968i,0.00078988+0.00051082i,0.0010696-0.00089482i,0.0013471-0.0012313i,0.0011057+6.6646e-05i,2.8869e-05+1.1077e-05i,-0.00040918-0.00050546i,4.424e-05-0.00047286i,0.00037035-0.00047388i,-3.6854e-06-0.00068483i,-0.00030141-0.0010338i,0.00032869-0.00099486i,0.00015087-0.00066326i,-0.00014763-0.00095695i,7.1287e-05-0.0010113i,-0.00025395-0.00013304i
-0.0011504+0.00076905i,-0.00066343+1.0648e-05i,0.00028349-4.8991e-05i,0.00080067+0.0003369i,0.00066273+8.9679e-05i,0.00064071-0.0001325i,-0.00024968-0.00074647i,-0.00070847-0.00060978i,-0.00039673+2.9385e-05i,-0.00084125-0.00028645i,-0.00064149-0.00074262i,-0.00013829-0.00027446i,-0.0001339+7.8906e-05i,-0.00022909-0.00019681i,-0.00026647-0.00011888i,0.00016232+0.0003134i,0.0013658-0.0003377i,0.0016896-1.6443e-05i,0.00065665+0.001013i,0.00035288+0.00073617i,-9.5547e-05+0.00025762i,-0.00065122-0.00064786i,0.00033266-0.0012269i
0.0021777-0.00093501i,0.002717-0.00035693i,0.0013875-0.00088642i,0.00037832-0.000738i,0.00082509+9.3043e-05i,0.00052975+2.4191e-05i,-0.00032403-0.00070518i,-0.00098317-0.00070392i,-0.0010648-0.0010575i,-0.00067833-0.0010103i,-0.0006965-0.00060909i,-0.0005738-0.00052553i,1.1707e-05-0.00020565i,0.00095962+0.00018744i,0.00066863+0.00051235i,-0.00017938+0.0010167i,-0.00026528+0.0012454i,0.00042073+0.0016632i,0.00065446+0.0013742i,0.00079254+0.0004309i,0.00060068-0.00012116i,-0.00026743-0.00026548i,-0.00078622-0.00042624i
-0.0015374-0.00065586i,-0.0015564-0.00026239i,-0.00052352-0.00040098i,0.0003077+5.0995e-05i,-0.00036974+0.00068079i,-0.0013998+0.00080151i,-0.00056342-0.00017698i,-0.00062561-0.0012969i,-0.0013818-0.00081023i,-0.0011395+0.00027985i,-0.0008636+0.00027142i,-6.3038e-05+0.000204i,0.00040683+0.00025068i,5.2128e-05+2.748e-05i,0.00034939-0.00034406i,0.00031348-0.0004378i,0.00016096-0.00026458i,0.00061632-0.00036474i,0.00036415-0.00093576i,-3.0346e-05-0.00091146i,0.00015146-0.00066259i,5.5813e-05+0.00030085i,-0.00061649+0.00095602i
0.00041252+0.00079026i,5.7803e-05-0.00033703i,-0.00028796-0.0012535i,0.00049035+5.5568e-05i,0.00057022+0.00078171i,0.00037497-4.3774e-06i,0.00039646-0.0006096i,-0.0007507-0.00054242i,-0.00055437-0.00021014i,0.00090013-0.00024345i,0.00069785-0.0001474i,-0.00019969+0.00023988i,-9.033e-05+0.00020067i,0.00032954+0.00052357i,0.00045592+0.00056121i,0.00048851-6.8335e-05i,0.00098402+5.6425e-05i,0.00033943+0.0004581i,-0.0007511+0.00023316i,-0.00062227-4.335e-05i,-0.00019523-0.00082646i,7.8534e-05-0.00067279i,3.9789e-05-0.0001141i
-0.0010012-0.00019468i,-0.00083527+0.00068138i,-0.00051116+0.0010574i,0.00024404+0.0010135i,0.0012225+0.0011338i,0.0011478+8.7572e-05i,0.00013839-0.0014445i,-0.00034613-0.0022162i,-0.00048417-0.0019449i,-3.5522e-05-0.0010031i,0.0002492-0.00060124i,0.00018856-0.00087654i,0.00016763-0.00073881i,-0.00051209-0.00015342i,-0.00043294+1.7008e-05i,-0.00011969+0.00027487i,-0.00058671-0.00030341i,-0.0009179-0.00032855i,-0.00065532+0.00062951i,-0.00040138+0.00017304i,-0.00036479-0.00029723i,0.00023144+0.0007273i,0.0008116+0.00038018i
0.00022218-0.0016399i,-0.0011571-0.0010288i,-0.0014123-0.00099883i,-0.001127-9.9142e-05i,0.00014821+0.00082052i,0.0012341-2.3776e-05i,0.00026776-0.0010157i,-0.00036967-0.0017774i,-1.1282e-06-0.0016966i,-0.0002473-0.0015599i,-0.00047789-0.00078407i,-0.00026823-0.00061755i,-0.00017435-0.00075579i,-0.00032281-0.00028645i,-0.00084664+0.00019955i,-0.0013702+0.00022612i,-0.00051431-2.4726e-06i,0.00079061-0.0006739i,0.00053279-0.00060348i,-0.00047698+1.7432e-05i,-0.00090268-0.00013362i,-0.0011311-0.00061726i,-0.0012472-0.0005109i
-0.00073144-0.00018761i,4.8694e-05-0.00025243i,-0.00040863+5.0595e-05i,-0.00070786+0.00011902i,-2.2155e-05-2.8986e-05i,0.0011887-0.0010844i,0.00094324-0.0016174i,-0.00049145-0.00078819i,-0.0013299-2.2038e-05i,-0.00059926+0.00082532i,7.931e-05+0.0010346i,-0.00079472+0.00012789i,-0.0005188-0.00014163i,0.00036926+0.00028702i,1.2939e-05+8.6416e-05i,-0.00066183-0.00030607i,-0.0008542-0.00069i,-0.00058562-0.00046553i,8.8377e-06+0.00038575i,0.00032997+0.0010224i,0.00017588+0.00047357i,7.1637e-05+0.00016325i,2.8694e-05+0.00056017i
-0.00011405+0.0027641i,3.7993e-05+0.0023979i,0.00028307+0.0018039i,0.0014717+0.0012601i,0.0024135+0.00038016i,0.0014014-0.0010488i,-0.00058551-0.0017666i,-0.0011093-0.00091047i,-0.00060579-0.00010204i,-0.0005039-0.00081535i,0.00044988-0.0011113i,0.0010553-0.00055363i,-0.00011067+0.00029924i,-0.0017207+0.0010567i,-0.0021543+0.00040699i,-0.0015324+0.00037479i,-0.0011073+0.000281i,-0.00050289-0.00031393i,-0.00036932-0.00017255i,-0.00044635+0.0001218i,-0.00032732+0.00064091i,-7.4424e-05+0.00047284i,-0.00044849-0.00039103i
-0.0001701+0.0014671i,0.00070088+0.00084501i,0.00056699+0.00029495i,0.0009132-0.00030158i,0.0018304+9.3937e-05i,0.0015253-0.00048631i,0.00018335-0.001852i,-0.00080923-0.00099849i,-0.00070819-1.3444e-05i,0.00013737-9.9191e-05i,0.00042264-0.0005823i,0.00021802-0.00084693i,-0.00030778+6.8589e-05i,-0.0004629+0.001032i,0.00018496+0.00092989i,0.00058362+0.00054693i,0.00035794+0.00054077i,-0.00022345-1.477e-05i,-0.00013211-0.00057851i,-6.3126e-05-0.00038657i,-4.0924e-05-0.00036672i,0.0002217-0.00030752i,0.0003355-0.0001558i
-0.0015782-6.6955e-05i,0.00011473-0.00049399i,0.00087928-0.00016722i,0.00063574+0.0011006i,0.00032486+0.0013111i,0.00023139+2.5444e-05i,0.00011366-0.00072714i,7.1122e-05-0.00046545i,-0.00019448+0.00012128i,-0.00056072+0.00053823i,-0.0004677+0.00065747i,0.00026973+0.00018218i,0.0004319-0.00021611i,-0.00024928-0.00018958i,-0.00090433-5.9653e-05i,-0.00024493+7.8401e-05i,-0.00015846-0.00026639i,-0.00077063-0.00016936i,-0.0010271+0.00051515i,-0.00044923+0.00028202i,0.0001022+0.00020878i,-8.1929e-05+0.00023035i,-0.00012104-0.00028967i
-0.0013768-0.0029818i,-0.00094135-0.00031394i,-0.00085556+0.0010437i,-0.00053072+0.0013096i,0.00018011+0.0015652i,0.00080409+0.00066539i,0.00015586-0.00065321i,-0.00051801-0.0016748i,-0.0010194-0.0015076i,-0.0011606-0.00029558i,-0.0010077+0.00013081i,-0.00011907+0.00027131i,0.00022649+0.00032137i,-0.00027845-3.5174e-05i,-0.00057478-0.00055378i,-0.00023019-0.00089901i,0.00056304+3.8577e-05i,0.0010065+0.00061356i,0.00099904+0.00044062i,0.00038538+2.797e-05i,-0.0001641-8.7972e-05i,-2.8229e-05-0.00022959i,4.1214e-05+2.5527e-05i
-0.00051729-0.00039105i,0.00028093-0.0019041i,-0.00012689-0.0021073i,-0.00079689-0.00072515i,-0.0001587-0.00090941i,0.00044727-0.0016755i,0.00020639-0.0017871i,-0.00046067-0.0013863i,-0.0005882+5.2313e-05i,-0.00015326-0.00020924i,0.00064853-0.00047269i,0.00070163+0.0003356i,0.00065875+0.000443i,0.00056879+1.7624e-05i,0.00026947-0.00060605i,0.00015106+0.00022988i,0.00048886+0.0012332i,0.00030116+0.00090784i,-0.0007598+8.2663e-05i,-0.00054183-0.00069406i,0.00010876-0.00098672i,-0.00023916-0.00082758i,-0.00043819-0.00055116i
-0.0019137+0.0015488i,-0.00089195+0.002004i,-0.0001277+0.0016122i,0.0012114+0.0015491i,0.0014363+0.0020546i,0.00092788+0.0010287i,0.0010883-0.00079621i,0.00027649-0.0012433i,-0.00092507-0.00095107i,-0.00080517-0.00034988i,1.5463e-05+1.2788e-06i,-7.7392e-05-0.00027443i,-0.00063931-0.00054338i,-0.00065357-0.00077886i,-0.0002117-0.00056097i,0.0001505-0.00017778i,5.9644e-05-0.00017316i,-0.00014523-0.00014239i,0.00014657+0.00037694i,0.00049008+0.00029928i,0.0001341-0.0004775i,-0.00023972-0.00051009i,0.00010591-3.1638e-05i
0.002058+0.00030561i,0.0012338-0.0014866i,0.0014987-0.0022102i,0.0015103-0.0020539i,0.00093014-0.0006366i,5.8772e-05+0.00017737i,-0.00026515-0.00079933i,-0.00044931-0.0013479i,-0.00010608-0.0018583i,0.0003053-0.0016961i,0.00063672-0.0010916i,0.00055567-3.7878e-05i,0.00065708+0.0010761i,0.00089821+0.0014495i,0.00039318+0.0015338i,-0.00018552+0.00051018i,-0.00062158-0.00028132i,-0.00094157-0.00019763i,-0.00071212-0.00036201i,-0.00044138-9.436e-05i,0.00029378+0.00045728i,0.00065083+0.00032062i,-0.00036063+0.00038641i
0.0018363+0.0003824i,0.00068456-0.0011967i,0.00041564-0.0013619i,0.00018887-0.00083305i,-0.00018421-0.00090746i,0.00066849-0.0009416i,0.00068871-0.0011167i,-0.00015329-0.00017091i,-0.00032654+0.0001752i,-0.00031089-0.00038387i,0.00020962-0.00016484i,-0.0001792+0.0003716i,-0.00021972+0.00027074i,0.00023176-0.00013579i,0.00027299+0.00029428i,-8.0553e-05+0.00064778i,-0.00056807+0.0004645i,-0.0010825+0.00038598i,-0.00022374+0.00039183i,0.00099934+0.00061922i,0.00060038-6.1959e-05i,0.00045447-0.00064754i,0.0002157-0.00055343i
0.0022597+0.0011539i,0.0035461-0.00059692i,0.0027796-0.00085502i,0.0010021-0.001047i,0.0004168-0.0014007i,0.00034623-0.0012752i,0.00019368+4.4319e-05i,0.00017772+0.00017087i,0.00010331-0.00080821i,9.0263e-05-0.00089135i,-0.00017818-0.00049927i,-0.00078491+0.00044915i,-0.0011726+0.00072265i,-0.00085974+0.00064326i,-0.00074186+0.0011584i,-0.00077774+0.0010909i,-9.7336e-06-4.4015e-05i,0.00070306-0.00059249i,0.00081088+5.7531e-05i,0.00065969+0.00027222i,0.0002772-0.00029326i,0.0001802-0.00068262i,0.00012022+0.00016942i
0.0005658-0.0023639i,0.00055945-0.0030599i,8.2536e-05-0.0031162i,-3.5412e-05-0.0017652i,0.00055827+0.00046737i,0.0008326+0.00033898i,0.00044407-0.00067125i,-0.00025757-7.7468e-05i,-0.00020347+0.00028388i,0.00021397-0.00017291i,0.00039783-0.00081888i,-0.00014531-0.00013642i,-0.00064589+0.0008732i,6.3061e-05+0.00066203i,0.00072604-0.00044457i,0.00035885-0.0009962i,2.21e-05-0.00047579i,-8.6272e-05-5.7798e-05i,-0.00042777+0.00025196i,-0.00040192+0.00023431i,-0.00023884-0.00014784i,-0.00081538-0.00019549i,-0.000953-0.00047718i
-0.00085814+0.00075695i,-0.0012098+0.00094591i,-0.0011075+0.00062727i,-0.00041671+0.00025485i,0.00090919+0.00025838i,0.0015165+0.00022863i,6.905e-05-0.00056513i,-0.0008723-0.001134i,-0.0006223-0.00064808i,-0.00062313-2.7599e-05i,-0.00072227+2.7577e-05i,-0.00035954-0.00021804i,-0.00032231-0.00035271i,-0.00032591-4.3078e-05i,-9.195e-07+0.00045832i,-0.00019769+0.00077218i,-0.00057175+0.0009103i,-0.00087671+0.00079049i,-0.00034272-0.0003334i,0.00015328-0.00067264i,0.00041765+0.00012506i,0.00034065-6.0965e-05i,-0.00031777-0.00020752i
0.00213-0.0012051i,0.0021672-0.0012162i,0.0012226+0.00019734i,-0.00041977+0.00045728i,-0.0010675-3.673e-06i,-0.0013629-0.00051239i,-0.0013871-0.0016303i,-0.0011308-0.0014184i,-0.00040802-0.00068921i,0.00019368-0.00068368i,0.0003559+1.1824e-06i,0.00046646+0.00022463i,0.0004963-0.00016102i,0.00016122-0.00035552i,0.00033957-0.0010437i,0.00024811-0.0010574i,-0.00063245-0.00055675i,-0.00040233-0.0002017i,0.00026372+1.3402e-05i,0.00046149-8.0618e-05i,0.00032832-5.45e-05i,0.00016881+7.5486e-05i,0.00020359-4.5464e-05i
0.00031621+0.0023288i,0.00061586+0.002517i,0.00081154+0.0023042i,0.0018547+0.0022324i,0.0017275+0.0018464i,0.0008173+0.00016046i,0.00027394-0.0011087i,0.0003793-0.00076758i,0.00099664-0.00023925i,0.0016443-3.5633e-05i,0.00092015-0.00014247i,0.00015181-9.614e-05i,7.5242e-05+0.00066029i,-0.00030534+0.00092627i,-0.00029752+0.00036235i,2.5016e-05-0.00024364i,-0.00016831+0.00010605i,-0.00010861+0.0009042i,-0.00022896+0.001518i,-0.00060715+0.0007105i,2.9162e-05-0.00057434i,0.00018695-0.00058236i,-0.00029412+3.7922e-05i
0.0004858+0.00022343i,0.00046937-0.0006621i,0.0019519-0.00070942i,0.0024523+0.00038602i,0.0014956+0.00064315i,0.00054926+2.1462e-05i,-0.00028782+0.00010024i,-0.00087681+0.00024262i,-0.00079782-0.00039104i,-0.00061087-0.00088121i,-0.00031105-0.00050312i,-0.00031451+0.00010293i,-0.0005865+0.001009i,-8.0632e-06+0.0016666i,0.00057965+0.0013521i,0.00022743+0.00062263i,-0.00028343+0.00065574i,-0.00027654+0.00099496i,4.1715e-05+0.00058782i,0.00013654-0.00049724i,0.00029347-0.00089763i,0.00035569-0.00061447i,0.00069567-0.00064191i
-0.00087811+0.00053566i,-0.0013412+0.0008185i,-0.0009559+0.00066963i,0.00038872+5.2307e-05i,0.00085157-0.00061138i,0.00015491-0.0011369i,-0.001019-0.0012431i,-0.0012305-0.00053157i,-0.00058238+0.00022365i,-5.4325e-05+7.0939e-05i,-0.00050874+0.00011287i,-0.00083401+0.00097196i,-6.2991e-05+0.00075454i,0.0005525+0.00022379i,0.00042838+0.00034376i,-1.8952e-05+2.1993e-05i,-0.00045376-0.00063717i,-0.00064035-0.0007557i,0.00013485-0.00036974i,0.00050589+0.00020277i,9.7443e-05-0.0001163i,0.00012708-0.00070932i,0.0002866-0.00084569i
0.0023031+0.00021919i,0.0018888-0.00088812i,0.0019725-0.0012621i,0.0011757-0.0010765i,-0.00036946-0.00060227i,-0.0011164-0.00047392i,-0.001256+7.1569e-05i,-0.00087496+0.0010769i,-9.5015e-06+0.00093249i,0.00024222+0.00048672i,0.00046313-6.3261e-05i,0.00069136-0.00040003i,0.00045472-0.00053895i,4.7256e-05+0.00028552i,0.00036749+0.00041491i,0.00071677+0.00051964i,0.00038347+0.00096746i,-0.00019802+0.0009909i,-0.0008435+0.00063585i,-0.00054863-0.00021778i,-0.00032674-0.00064674i,-9.0618e-05-0.00067165i,9.7703e-05-0.00096971i
-0.00022702+2.0105e-05i,0.00081154+7.7844e-05i,0.0011554-0.00035002i,0.0006583-0.00014937i,0.00057747+0.00056447i,0.0004073+0.00051964i,-0.00049671-0.00029374i,-0.00067324-0.00035708i,-0.00037908+0.00017933i,-0.00048846+0.00046463i,-0.00077523+0.00075542i,-0.0006534+0.00031966i,-0.00032189+0.00020373i,-0.00028292+0.00092586i,-0.00028989-0.00015725i,-0.00018395-0.00057867i,-0.00017228+0.00057621i,-0.00086226+0.00080925i,-0.00074257+5.1547e-05i,-0.00030679-5.561e-05i,-0.00047421+0.00023895i,-8.2266e-05-0.0001125i,0.00037025-0.0003639i
0.00091169-0.000932i,0.0017122-0.001525i,0.0012709-0.0022975i,0.00097781-0.0017968i,0.00073252-0.0011474i,0.00030598-0.0013322i,0.00049366-0.0014245i,0.00070574-0.00094446i,-1.1128e-05-0.0011794i,-0.00058022-0.0011146i,0.00019067-0.00059755i,0.00091599-0.00022983i,0.00021143-0.00045297i,0.00095416-0.00070238i,0.0015553-0.00033953i,0.00063975-0.00048745i,0.00026744-0.00080647i,0.00025087-0.0002016i,0.00018321+0.00046833i,0.00010498+0.00063489i,2.2382e-05+0.00034107i,-0.00054533-0.00014439i,-2.3611e-05-0.00028956i
-0.00064543-0.00080118i,0.00020003-0.0015478i,0.00045809-0.0020188i,3.2766e-05-0.00040049i,-0.00031368+0.0013112i,0.0001433+0.00097567i,0.00024626+0.00046888i,-2.8611e-05+0.00020431i,0.00051033-0.00025178i,0.00082696+7.4637e-05i,0.00019212+0.00059019i,-0.00028101+0.0004555i,-3.9031e-05+0.00018216i,0.00056794-0.00013086i,9.9489e-05-0.00062889i,-0.00042563-0.00018568i,-0.00035627+0.00020639i,-0.00071858+0.00027244i,-0.00099054+0.00011998i,0.00017355-0.0002421i,0.00096838-0.00036597i,-0.00015236-8.9317e-05i,-0.0007276+0.00013577i
0.00024399-0.00042649i,-0.00059422-0.00019641i,9.9636e-05-0.00014642i,0.00022256-0.00030373i,-0.00047349-0.00078467i,-0.00057759-0.00083288i,-0.00017074-0.00090358i,-2.2387e-05-0.00052809i,0.0003491-0.00031958i,0.00035163-0.00047099i,6.5508e-05-0.000517i,-0.00013304-0.00017332i,0.00011957+0.00031007i,0.00074437+0.00031447i,0.0013118+0.00017461i,0.0012434+0.00027205i,3.578e-05+0.00040135i,-0.00047108+0.00020894i,-0.00050466+0.00020286i,-0.00010969+6.2653e-05i,0.00055387-0.00013074i,4.6228e-05+0.00014261i,-0.00065421+6.0345e-06i
-0.00010351+0.0017547i,0.0011609+0.0011981i,0.001268+0.0018791i,0.0017986+0.0021651i,0.0024842+0.00081509i,0.0020692-0.00075067i,0.00036286-0.0014677i,-0.00092803-0.00095069i,-0.0014343+0.00021716i,-0.0012714+0.0006519i,-0.00073175+0.00066175i,-0.00047368+0.00086154i,-0.00022309+0.00071065i,2.0088e-05+0.00068774i,0.00016489+0.0002351i,3.8781e-05-0.00031i,-0.00038884-0.00013194i,7.3822e-05-0.00031362i,-1.7981e-05+0.00030436i,-0.00051517+0.0007446i,-0.00079145+0.00044807i,-0.00105+0.00061853i,-0.0011307+0.00022852i
-0.0019483-1.5192e-05i,-0.0013831+0.00031474i,-0.00047643-0.00035619i,0.00024986-0.00069699i,0.00077976-5.6246e-05i,0.0014704+0.00037833i,0.00042988-0.00024304i,-0.001014-0.0002261i,-0.0010962-2.1741e-05i,-0.00099595-0.0004452i,-0.00014821+1.1365e-05i,0.00023361-5.3991e-05i,1.1149e-05-5.9077e-05i,-0.00017705+0.00047304i,-0.00043283+0.00043474i,-0.00054024-5.6622e-05i,0.00021329+7.0494e-05i,0.00023012+0.00063096i,-0.00041056+0.00051756i,-0.00014974-4.5287e-05i,-0.00016939-0.00067959i,-0.00037238-0.00094482i,-0.00046851-0.00053957i
0.00057753-0.0008631i,0.00080924-0.00089184i,0.00055024-0.00055195i,0.00077766+6.772e-05i,0.00095354+0.00024596i,-9.9365e-05-0.00039355i,-0.00089497-0.0011161i,-3.7558e-05-0.00076443i,0.00059545+0.00030343i,-0.00046163+0.00089211i,-0.00070439+0.00068071i,0.00015624+0.00042323i,0.00029907+0.00024429i,0.00038971+1.0557e-05i,0.00099339+3.5171e-05i,0.00034922+0.00059472i,-0.00038879+0.00052385i,-0.00028571-0.00011193i,0.00023784-0.00015312i,0.00033192+0.00032186i,0.00027218+0.00021078i,0.00055444+8.7617e-06i,0.00056569-1.7696e-05i
-0.0013373+0.0014247i,-0.00098753+0.0013163i,-0.0011244+0.00040876i,-0.00034406+0.00033525i,-0.00027985+0.0014139i,-0.00063281+0.0011723i,-0.00013082+0.00032156i,0.00055672-1.3104e-06i,0.00051423+1.8364e-05i,0.00044115-0.00023214i,0.00068412-0.00038071i,0.00057267-0.00057473i,0.0006083+0.00039698i,0.00054349+0.001123i,0.0010816+0.00037042i,0.0006716-0.00014563i,-0.00015619-0.00036894i,-0.00010118-8.3865e-05i,-1.8971e-05+0.00064599i,0.0002843+0.00036862i,0.00054512+8.8033e-06i,0.00045365-0.00016246i,0.00011115-0.00070703i
-0.00085207+0.00047029i,0.00069803-0.00057902i,0.0012911-0.0010891i,0.0012328-0.00028985i,0.0021585+0.00046415i,0.0018502-0.00052941i,0.00049303-0.0018188i,-0.00020654-0.0014056i,-1.9652e-05-0.0006024i,0.00026137-0.0003406i,3.4451e-05-6.2355e-05i,-0.00066908+0.00016083i,-0.00072133+0.00015233i,-0.00067974-0.00012859i,-0.00051914-0.00025222i,-0.00012071-0.00043595i,0.00026544-5.1425e-05i,0.00081076+0.00064258i,0.00076753+0.0008324i,0.00022948+0.00080605i,-0.0005994+0.0001993i,-0.001144+0.0001008i,-0.00077411+0.00061519i
-0.0018192+1.1341e-05i,-0.0018394-3.305e-05i,-0.0016878+0.00053272i,-0.00076455+0.0012729i,0.00018501+0.001669i,-4.3414e-05+0.00090505i,-0.00099983-0.00053458i,-0.0010175-0.0011345i,-5.0246e-05-0.0010085i,0.00056546-0.00051832i,0.00042185+0.00035673i,1.7628e-06+0.00048964i,-0.00044107+0.00033037i,1.0198e-05+0.00013799i,0.00012813-0.00025351i,-0.00099165+0.00017172i,-0.00094757+0.00044249i,-0.0004531+0.00013638i,-0.00018845-0.00074443i,-0.00027958-0.0010776i,-0.00050426-0.00030835i,-0.00048943+3.7058e-05i,-0.0002838-9.2322e-05i
0.0013807-0.0018163i,0.00078439-0.0030282i,0.0011814-0.0028647i,0.0012961-0.0010558i,0.00040828-0.00037038i,-0.00036071-0.001157i,-0.00051818-0.0015575i,-0.00013341-0.00088233i,-0.00034183-0.00023499i,-0.00083157-0.00042952i,-0.00090303-0.0003362i,-0.00055297+9.0886e-05i,0.00016847+0.00015975i,0.00025507+0.00054474i,-0.00017433+0.00095185i,5.5757e-05+0.00051415i,0.00058827-8.4846e-05i,0.00059361-0.00041556i,0.00013054-3.3271e-05i,-6.4951e-05+0.00016027i,0.00064632+0.00018647i,9.2412e-05+0.00014552i,-0.00042641-0.00026836i
0.00034162+0.0025137i,-0.0002525+0.0028458i,0.00018201+0.002352i,0.0018632+0.00088498i,0.0029755+0.0002349i,0.0016547-0.00050568i,0.00025554-0.0011345i,0.0003104-0.00014838i,0.00011576+0.00075138i,-0.00040205+0.00038644i,-0.00050057-0.00016799i,-0.00033166-0.00059614i,-0.00021354-0.00077439i,-0.00017681-8.0065e-05i,-0.00025221+0.00031376i,-6.3922e-05+0.00031963i,0.00030531+0.0010325i,0.00021526+0.00064918i,-0.00014591+6.5214e-05i,-0.00090365-0.00046689i,-0.00080111-0.0003517i,-0.0003201+0.00029131i,-0.00020594+0.00011008i
-0.0010777-0.00015911i,0.0011173+0.00012284i,0.0012881+0.0002976i,0.00099389+0.0011604i,0.0014043+0.0016408i,0.0019104+0.00092727i,0.0011634-0.00030564i,-3.0711e-05-0.00039131i,-0.00061493-0.00033375i,-0.001174-0.0010314i,-0.00095509-0.0014992i,-0.00033074-0.0011071i,0.00028323-0.00028224i,-0.00024812+0.00063468i,-0.00068034+0.00083957i,-0.0002443+0.00046972i,-0.00020562+0.00091852i,-0.00042964+0.0013993i,-0.00052255+0.00031118i,6.6736e-05-0.00090142i,0.00043216-0.00020045i,0.00013932-0.00034357i,-0.00058224-0.00073329i
0.00062453-0.00039968i,3.3707e-05-0.00045139i,-0.00072769+1.4933e-05i,-4.5467e-05+9.1361e-06i,0.00033633-0.00056966i,0.0001315-0.00050569i,-0.0002207-0.00067879i,-0.00026739-0.0015653i,-0.00046009-0.0023453i,-0.0004992-0.0016363i,4.5241e-05-0.00041429i,0.00018223+4.3693e-05i,0.00037985-0.00020428i,0.00065401-4.4084e-06i,0.00022471+0.0002997i,-0.00012766+0.00035523i,0.00036916-0.00012285i,0.00041114-0.00011408i,-0.00018122+0.00094563i,-9.8208e-05+0.0010087i,7.2526e-05+0.00032352i,-0.00017288-0.0004392i,-0.00010948+2.7225e-05i
-9.1544e-05-0.0016976i,0.00043632-0.0013951i,-0.00013345-0.00077774i,-0.00073615+2.5165e-05i,0.00017254-0.00061287i,0.0021754-0.0016363i,0.0017188-0.0013189i,-8.3954e-05-0.00077938i,-0.00039778-0.00088051i,-0.00025418-0.00083112i,-0.0003098-0.00039856i,-0.00047033-0.00015472i,-0.00051246+9.1213e-05i,1.3181e-05-0.00027653i,-0.00011866-0.0001535i,-0.00064416+0.00013268i,-0.00056685-0.00020527i,-0.00021996-0.00037577i,7.616e-05-0.00016053i,6.9504e-05+0.00047488i,0.0001366+0.001171i,-3.8022e-05+0.00048109i,-0.00021656-0.00036562i
-0.0010136-0.001009i,-0.00073651-0.0005713i,0.00017133+0.0006388i,0.00071438+0.0015329i,0.00075784+0.0014857i,0.00089243+0.0010403i,0.00089579+9.552e-05i,0.00045992-0.0003424i,-1.2556e-05-0.00045746i,-0.00022325-0.00049387i,-0.00025247-0.00066334i,-0.0001186-0.00074435i,-0.00014716-0.00034064i,-1.8858e-05+6.1979e-05i,0.00058317-0.00041167i,0.0010704-0.00037834i,0.00083978+0.00065533i,0.0010449-4.6419e-05i,0.00055655-0.00015597i,-0.00036154+0.00053924i,-0.00014554+0.00012247i,0.00079877+7.8661e-05i,0.00078788-0.00033844i
0.00088514+4.6308e-05i,0.0025581+4.8681e-05i,0.0025683+0.00014419i,0.00070871-0.0005747i,1.41e-05-0.00077019i,-4.467e-05-0.00042469i,-0.00086508-0.00090939i,-0.0009834-0.0015697i,-0.00076753-0.0012294i,-0.0010265-0.00044313i,-0.001007+3.1564e-05i,3.3916e-05+6.8872e-05i,0.0012739+0.00012208i,0.0025068+0.00037438i,0.0025918+0.00076775i,0.0012637+0.00071016i,0.00013901+0.00037453i,9.5509e-05+0.00052715i,-3.6665e-05+0.00077494i,-0.00037436+0.00062203i,-0.00031134+0.00049273i,4.5966e-05-0.00054899i,0.00072672-0.00081671i
0.00095853-0.00071122i,0.0010568-0.001142i,0.00075964-0.0011455i,0.00012869-0.00067899i,-8.5237e-05+0.00013094i,0.00064164+0.00019687i,0.00085502-0.00052992i,0.00015119-0.0004357i,6.944e-05-0.00043224i,0.00039338-0.00053714i,0.00040106-0.00017113i,0.0002416-0.00026267i,0.00028279+0.00011258i,0.0006252-6.913e-06i,0.00041443-0.00051402i,-0.00013443-0.0004044i,0.00025774+4.4657e-05i,0.00085762+0.00059919i,0.00047027+0.00021596i,-0.00023153-0.00053531i,1.895e-05-0.00069428i,0.00058439-0.00098296i,0.0004369-0.00046079i
-0.0010504+0.000855i,2.7807e-05+0.0016079i,0.00093176+0.0014249i,0.0015397+0.0010821i,0.001784+0.00061235i,0.0016088-0.00035258i,0.00065279-0.0013098i,-6.7376e-05-0.0010873i,9.8065e-05-0.0001751i,2.8667e-05+0.00014757i,-0.00064062-2.9661e-05i,-0.00073202+0.00017118i,-0.00034753+0.00034266i,0.00017987+0.00030897i,0.00024624+0.00058859i,0.00094692+0.00046782i,0.0010553+0.0005196i,0.00041089+0.0012251i,-0.00011204+0.00076801i,-0.00033876-0.00023145i,-0.00045234-0.00012821i,-0.0004409+0.0003666i,-0.00043233+1.8178e-06i
