-0.0025594+0.0011529i,-0.0015497+0.00074462i,-0.0008674+0.00076592i,-6.5782e-05+0.00063404i,0.00023502+9.6154e-05i,0.00075553-0.00040857i,0.00051731-0.00013691i,0.00034379+0.00043408i,0.00064809+0.000739i,0.00060284+0.00044961i,0.00049158-0.00051103i,-8.1035e-05-0.00080315i,5.0318e-05-2.7991e-05i,0.00042011-0.00033408i,-0.00011251-0.00074036i,4.726e-05-0.00028427i,0.00030026+0.00014735i,0.00021614-0.00014208i,0.00064703-0.00018099i,0.0010013+0.00067794i,0.0010518+0.00074024i,0.000391-0.00017566i,0.00010052-0.00074322i
-0.056294+0.042869i,-0.10096+0.073206i,-0.094905+0.0618i,-0.034926-0.029449i,-0.0019889-0.13918i,-0.035509-0.13362i,-0.061408-0.029735i,-0.027064+0.016672i,0.0034859-0.021951i,-0.0094541-0.047318i,-0.022791-0.021439i,-0.011636+0.0050512i,-0.0013706+0.0030884i,-0.0061033+0.0018397i,-0.0082181+0.011776i,-0.0047262+0.011964i,-0.0042159-0.0035942i,-0.0070607-0.023785i,-0.011314-0.031977i,-0.014102-0.023764i,-0.013794-0.015563i,-0.011702-0.012251i,-0.0076165-0.0081567i
0.057266-0.042739i,0.08556-0.081448i,0.02855-0.093708i,-0.10535-0.015323i,-0.15082+0.12521i,-0.032878+0.16958i,0.077779+0.082454i,0.061145+0.034617i,0.0087185+0.07157i,-0.0038407+0.07806i,-0.0032095+0.039258i,-0.0048476+0.010293i,-0.0007257+0.0024801i,0.013544-0.00093739i,0.027406-0.013703i,0.02768-0.031604i,0.02153-0.039619i,0.019824-0.031656i,0.021454-0.016035i,0.02136-0.0058169i,0.021592-0.0031649i,0.019406-0.0039539i,0.011622-0.004836i
-0.065113+0.029097i,-0.1201+0.076127i,-0.12937+0.1275i,-0.071444+0.13241i,-0.014414+0.052102i,0.005178-0.026575i,0.038959-0.026749i,0.088493-0.022645i,0.080087-0.043943i,0.031705-0.02805i,0.019523-0.00018923i,0.021519-0.0035326i,0.0060238-0.0065491i,-0.0062571+0.0040504i,-0.011696+0.012577i,-0.023411+0.020223i,-0.040787+0.027072i,-0.051825+0.027945i,-0.046954+0.022341i,-0.033238+0.013046i,-0.025103+0.0080891i,-0.021353+0.0089835i,-0.013546+0.0092413i
0.071597-0.031936i,0.12499-0.049883i,0.15021-0.029241i,0.15278+0.053238i,0.16049+0.12711i,0.11927+0.093565i,0.0025873+0.011296i,-0.06988+0.011386i,-0.023135+0.048845i,0.034377+0.034085i,0.021961+0.008233i,-0.0050535+0.010819i,-0.0056904+0.012259i,-0.0014834-0.004087i,-0.0061047-0.02107i,-0.010391-0.02414i,-0.010629-0.015821i,-0.0069057-0.0076456i,-0.0021338-0.0055921i,0.00029135-0.0073327i,0.0015949-0.011605i,-0.00037726-0.014266i,-0.0048732-0.012866i
-0.064368+0.02384i,-0.10185+0.051019i,-0.070912+0.062785i,0.013691+0.010845i,0.034669-0.091554i,-0.0061734-0.1503i,0.0073925-0.15465i,0.036413-0.18667i,0.0019514-0.19548i,-0.024799-0.12828i,-0.0090643-0.069702i,-0.0034207-0.044583i,-0.0033612-0.01489i,0.0062716+0.011216i,0.010302+0.026347i,0.016852+0.036425i,0.033727+0.039245i,0.043967+0.036937i,0.036154+0.031426i,0.022583+0.025347i,0.015843+0.021532i,0.015882+0.018515i,0.015697+0.013854i
0.067131-0.023315i,0.1306-0.054173i,0.16938-0.10883i,0.17205-0.16001i,0.15755-0.13395i,0.097224-0.017875i,-0.0014494+0.11159i,-0.051281+0.17572i,-0.03762+0.13833i,-0.028008+0.063478i,-0.027401+0.039399i,-0.0032703+0.041376i,0.01268+0.021867i,0.0029907+0.0024814i,-0.0019933-0.0039212i,0.0033153-0.013314i,0.00079507-0.025704i,-0.0058167-0.031316i,-0.0042989-0.024217i,-0.0005009-0.013574i,-0.0012812-0.0083816i,-0.0048574-0.0055813i,-0.0068192-0.0033325i
-0.072055+0.015498i,-0.12807+0.022811i,-0.16395+0.017261i,-0.19679-0.008821i,-0.2441-0.033416i,-0.23194-0.038113i,-0.16184-0.046835i,-0.13185-0.045799i,-0.12291-0.0035218i,-0.077879+0.020704i,-0.04165-0.0035567i,-0.035651-0.022932i,-0.021378-0.021758i,-0.00060627-0.018983i,0.0089191-0.014612i,0.008487-0.0145i,0.0077988-0.023146i,0.011394-0.031653i,0.013347-0.030054i,0.011157-0.017965i,0.009095-0.0092849i,0.0091118-0.008364i,0.0081936-0.0056019i
0.066316-0.006707i,0.11021-0.025413i,0.096012-0.062705i,0.038512-0.091441i,0.044769-0.071591i,0.12933-0.008462i,0.21435+0.043202i,0.24859+0.054559i,0.20188+0.040676i,0.11235+0.041843i,0.066024+0.049589i,0.050431+0.026701i,0.018082+0.0058793i,-0.0060104+0.0092127i,-0.0058194+0.0081935i,-0.0079632+0.0075609i,-0.023502+0.024266i,-0.036839+0.040294i,-0.037094+0.031909i,-0.031221+0.0082072i,-0.028094-0.0027601i,-0.022824+0.00032248i,-0.014059-0.0026122i
-0.069599+0.0071962i,-0.13053+0.027927i,-0.16392+0.10725i,-0.15554+0.23456i,-0.13538+0.29429i,-0.11749+0.21307i,-0.10334+0.090202i,-0.077549+0.031937i,-0.024157+0.017856i,0.010036-0.0075214i,-0.0071189-0.023755i,-0.029127-0.0082573i,-0.024382+0.0045699i,-0.015068-0.00029325i,-0.017691-0.0028037i,-0.023704+0.0032044i,-0.019431+0.0028488i,-0.010576-0.0064759i,-0.007422-0.01028i,-0.003199-0.0050574i,0.0051998-0.0042483i,0.0073698-0.009445i,0.0018601-0.0085656i
0.069782+0.00058243i,0.12547+0.0032556i,0.16127-0.021578i,0.18218-0.080429i,0.1977-0.1516i,0.15679-0.21817i,0.049194-0.2664i,-0.048802-0.27533i,-0.081776-0.20991i,-0.04686-0.10169i,0.0029467-0.039149i,0.015718-0.015567i,0.013861+0.0084777i,0.017449+0.018568i,0.018124+0.011942i,0.022427+0.0067081i,0.035125+0.010579i,0.044925+0.019584i,0.038226+0.024628i,0.01795+0.022955i,0.0032664+0.022711i,0.0002185+0.024051i,-0.0024979+0.021557i
-0.067454-0.015806i,-0.10629-0.0061351i,-0.077311+0.05296i,0.027727+0.14365i,0.1003+0.19435i,0.071108+0.20143i,0.029177+0.22842i,0.046648+0.24471i,0.061335+0.16295i,0.021651+0.051332i,-0.016534+0.013086i,-0.01132+0.012685i,-0.0004348+0.0013763i,-0.0035415-0.0034609i,-0.0058818+0.0043831i,-0.0080876+0.0048004i,-0.020187-0.010342i,-0.035291-0.023472i,-0.031805-0.017352i,-0.0082541-0.0059505i,0.0089615-0.0082507i,0.0073012-0.013865i,0.0046731-0.011206i
0.06495+0.014661i,0.11914+0.0037054i,0.14115-0.09008i,0.090635-0.26324i,-0.021938-0.36243i,-0.12802-0.27787i,-0.18311-0.11007i,-0.20166+0.0017765i,-0.16919+0.049535i,-0.090844+0.055442i,-0.030438+0.032409i,-0.0058768+0.012204i,0.0058373+0.0015274i,0.0098833-0.0051693i,0.0088451-0.0068954i,0.0094972-0.01191i,0.012149-0.018892i,0.016443-0.021508i,0.017951-0.020351i,0.011084-0.015956i,0.0021666-0.0074916i,0.00029545+0.0027834i,0.0039057+0.006522i
-0.063687-0.023802i,-0.10928-0.034746i,-0.12435-0.0014653i,-0.087818+0.073823i,0.0019385+0.12638i,0.13387+0.11989i,0.27161+0.047948i,0.33443-0.04352i,0.2569-0.08114i,0.12236-0.05801i,0.046406-0.030976i,0.017424-0.027996i,-0.0045522-0.020128i,-0.006554-0.001659i,0.0057607+0.0017574i,0.0065124-0.0011719i,-0.0062704+0.013478i,-0.016705+0.036203i,-0.011892+0.037835i,0.00082276+0.015685i,0.0076397-0.0045781i,0.0083054-0.01205i,0.0069178-0.014795i
0.06331+0.025962i,0.092773+0.027559i,0.05872-0.024157i,-0.065875-0.099397i,-0.19778-0.10568i,-0.22464-0.040056i,-0.17296+0.0079293i,-0.13963+0.020267i,-0.10647+0.041479i,-0.047645+0.053224i,-0.010354+0.03743i,-0.0025361+0.021314i,-0.00010119+0.0091535i,-0.0026841-0.0034441i,-0.0072384-0.0028878i,-0.0053178+0.0036168i,0.0037261-0.00049139i,0.012255-0.012713i,0.0057965-0.016237i,-0.010386-0.0045005i,-0.017763+0.0083026i,-0.016008+0.012091i,-0.013819+0.011989i
-0.052461-0.027333i,-0.094917-0.029567i,-0.10577+0.046511i,-0.035421+0.17782i,0.10018+0.19888i,0.16562+0.051458i,0.090896-0.099331i,0.0069298-0.13154i,-0.0026529-0.098987i,-0.00087158-0.070816i,-0.018149-0.046975i,-0.029691-0.01874i,-0.020065+0.0046838i,-0.0006984+0.0067768i,0.004321-0.0083223i,-0.0016213-0.013364i,0.0013528-0.0044146i,0.010354-0.00012239i,0.010123-0.0054615i,0.002494-0.0095349i,-0.00047265-0.0096874i,0.0014714-0.010462i,-0.0014509-0.0099764i
0.047588+0.036421i,0.092059+0.05918i,0.12947+0.041674i,0.13342+0.00074422i,0.072766+0.011448i,-0.019766+0.045032i,-0.073449+0.040435i,-0.089678+0.025225i,-0.081057+0.031098i,-0.037797+0.040559i,0.0006181+0.033846i,0.0083137+0.019867i,-0.0034162+0.0095019i,-0.019553+0.010972i,-0.022236+0.027572i,-0.011612+0.038187i,-0.011499+0.026068i,-0.022615+0.008763i,-0.021994+0.003935i,-0.00874+0.0041866i,-0.0011461+0.0011412i,0.00084717-0.0013377i,0.0073611-0.0027983i
-0.048469-0.044882i,-0.077791-0.059348i,-0.069143-0.034352i,-0.00073307-0.016483i,0.070455-0.07303i,0.069641-0.10275i,0.033098+0.0028966i,0.055125+0.10733i,0.086997+0.069139i,0.052879-0.0052787i,0.018646-0.010312i,0.022176+0.006636i,0.030381+0.010458i,0.029778+0.0054971i,0.020537-0.0082035i,0.0058385-0.019852i,-0.0038217-0.021305i,-0.0024828-0.013539i,0.0056025-0.0045621i,0.011996-0.00069754i,0.011874+0.001805i,0.0051703+0.0049778i,-0.0028175+0.0098408i
0.046107+0.039041i,0.089873+0.047985i,0.15045-0.010717i,0.18724-0.10886i,0.14025-0.10905i,0.046402-0.019359i,-0.029509-0.0059911i,-0.094975-0.044699i,-0.12007-0.017697i,-0.073675+0.020954i,-0.027791+0.01033i,-0.01707-0.0025184i,-0.01017+0.00282i,-0.0012114+0.013624i,0.0089271+0.021706i,0.015367+0.019344i,0.010147+0.021101i,0.0062633+0.03324i,0.0047179+0.036027i,-0.0041023+0.021972i,-0.010079+0.0068731i,-0.0069009-0.00027363i,-0.0034368-0.0067279i
-0.04222-0.048463i,-0.089549-0.073053i,-0.17847-0.065617i,-0.29065-0.047103i,-0.31408-0.065486i,-0.17384-0.052959i,0.0665+0.030224i,0.2406+0.057656i,0.23243-0.0025987i,0.11794-0.045111i,0.042588-0.044498i,0.018743-0.051188i,0.0046539-0.058617i,0.0020913-0.052943i,0.0011205-0.045964i,-0.010209-0.037978i,-0.017659-0.03613i,-0.02277-0.044939i,-0.028542-0.045239i,-0.020749-0.027393i,-0.0051202-0.012144i,0.0018313-0.0082156i,0.0013802-0.0013131i
0.033011+0.052404i,0.074989+0.080931i,0.14158+0.077905i,0.22144+0.062043i,0.25637+0.071141i,0.18852+0.049361i,0.031288-0.030251i,-0.1075-0.056472i,-0.13413+0.0080077i,-0.083244+0.065646i,-0.045498+0.070566i,-0.02871+0.060358i,-0.013309+0.046459i,-0.010623+0.030407i,-0.013178+0.023806i,-0.0032248+0.021607i,0.013768+0.017577i,0.027335+0.01796i,0.033723+0.014621i,0.027488+0.0040282i,0.01493-0.0011104i,0.0081527-0.00029399i,0.0074845-0.0019667i
-0.023911-0.050548i,-0.075176-0.069763i,-0.18508-0.027087i,-0.33166+0.082805i,-0.37844+0.15632i,-0.26492+0.092707i,-0.10313-0.025199i,-0.0060623-0.092723i,0.011519-0.1088i,0.0030433-0.095823i,-0.0033948-0.071918i,-0.023262-0.044542i,-0.047384-0.017266i,-0.047452-0.0020969i,-0.023435+0.0014308i,-0.0020514+0.0039365i,-0.00030593+0.0086304i,-0.0095354+0.014857i,-0.011352+0.022114i,-0.0018269+0.023502i,0.0053214+0.015067i,0.0039555+0.0044892i,0.0017414-0.0025178i
0.032095+0.053935i,0.090805+0.087456i,0.24396+0.089377i,0.47674+0.031678i,0.58138-0.066514i,0.40852-0.12205i,0.11753-0.09093i,-0.05956-0.022368i,-0.072317+0.022475i,-0.016685+0.044513i,0.02898+0.054512i,0.057088+0.052945i,0.075797+0.045137i,0.074157+0.03233i,0.045746+0.018024i,0.015132+0.0041654i,0.0019372-0.00072295i,0.0026508-0.00017707i,0.0011597-0.0045442i,-0.0041738-0.0066834i,-0.0056621-0.0029918i,-0.006743+0.0028443i,-0.01092+0.0058277i
-0.011563-0.061165i,-0.058027-0.10879i,-0.16091-0.12981i,-0.30334-0.091278i,-0.36858+0.017268i,-0.29456+0.15971i,-0.16121+0.27254i,-0.041542+0.31528i,0.036973+0.24285i,0.03269+0.091283i,-0.022526+0.0020225i,-0.043633-0.0044753i,-0.036485+0.0017383i,-0.024844+0.0099536i,-0.002395+0.011107i,0.013386-0.0032212i,0.016806-0.01872i,0.012493-0.030429i,0.0015012-0.032956i,-0.012864-0.024256i,-0.022945-0.01381i,-0.017748-0.0077509i,-0.0059912-0.0054618i
0.0039443+0.049887i,0.051714+0.09375i,0.17581+0.083648i,0.34298-0.036874i,0.38683-0.22937i,0.25193-0.32589i,0.12025-0.30928i,0.049888-0.30244i,-0.036536-0.24402i,-0.063716-0.10639i,-0.016865-0.035408i,0.0027911-0.042866i,0.0018542-0.049251i,0.0010617-0.05407i,-0.015204-0.045729i,-0.028471-0.017844i,-0.030525-0.0043413i,-0.027069-0.0043827i,-0.013753-0.0066589i,0.0024624-0.013483i,0.012046-0.018715i,0.012565-0.018863i,0.011043-0.011359i
-0.0055423-0.064752i,-0.061396-0.12816i,-0.2139-0.17339i,-0.42659-0.13197i,-0.47603+0.04042i,-0.23199+0.21901i,0.079514+0.24912i,0.24384+0.19191i,0.25513+0.11733i,0.16721+0.045297i,0.075836+0.021451i,0.036174+0.013295i,0.0067823+0.00024143i,-0.0107+0.015109i,0.00074644+0.030071i,0.010381+0.026491i,0.0095645+0.028451i,0.011373+0.03796i,0.014544+0.043805i,0.012591+0.043487i,0.010738+0.03997i,0.0098824+0.030245i,0.0064036+0.015939i
-0.0084329+0.077454i,0.034254+0.15941i,0.14485+0.24491i,0.27768+0.26611i,0.27043+0.14259i,0.068309-0.093751i,-0.17559-0.25117i,-0.34117-0.25896i,-0.36162-0.1488i,-0.23196-0.021686i,-0.10315+0.011148i,-0.067539+0.018289i,-0.051437+0.050888i,-0.026109+0.048483i,-0.014305+0.026773i,-0.0076756+0.016473i,-0.0072399+0.011842i,-0.012244+0.012247i,-0.016077+0.0088735i,-0.015128+0.0010695i,-0.011991-0.0063265i,-0.011681-0.010633i,-0.012641-0.011124i
0.0097373-0.063015i,-0.0016579-0.13883i,-0.060747-0.20855i,-0.1143-0.2187i,-0.053226-0.13568i,0.089842-0.017667i,0.16729+0.036558i,0.18785+0.054717i,0.20854+0.017338i,0.15923-0.064112i,0.076931-0.073127i,0.059329-0.047942i,0.064199-0.045605i,0.05334-0.024168i,0.033303-0.0051959i,0.0017178-0.0087436i,-0.016334-0.0055919i,-0.0098943+0.00046789i,0.0021338-0.0014596i,0.0092927-0.0093765i,0.0070514-0.015536i,0.00014097-0.010369i,-0.0036079-0.00056433i
-0.013951+0.068945i,0.0060078+0.16484i,0.12264+0.29593i,0.29369+0.38163i,0.31261+0.31532i,0.11424+0.15437i,-0.082511+0.099209i,-0.12449+0.12695i,-0.10031+0.12095i,-0.071444+0.10229i,-0.042368+0.081387i,-0.037028+0.060881i,-0.034691+0.044617i,-0.026602+0.011316i,-0.0096992-0.01415i,0.024006-0.026281i,0.042926-0.050467i,0.032025-0.065013i,0.011851-0.050824i,-0.0032245-0.02702i,-0.011026-0.011556i,-0.014063-0.0024606i,-0.010275+0.0056147i
0.035764-0.063572i,0.046286-0.16899i,-0.0052187-0.35609i,-0.11815-0.55215i,-0.17235-0.5761i,-0.11243-0.36047i,-0.016191-0.11135i,0.043664+0.00084913i,0.047823+0.0086039i,0.0083076-0.013727i,-0.013596-0.016673i,0.015362-0.02373i,0.040098-0.057957i,0.029259-0.070625i,-0.0028474-0.045028i,-0.035576+0.0027987i,-0.044957+0.046767i,-0.040094+0.058536i,-0.033134+0.04868i,-0.01791+0.033368i,0.0013206+0.015798i,0.017423-0.0026943i,0.023642-0.018753i
-0.043526+0.051308i,-0.083984+0.1465i,-0.090018+0.31233i,-0.051908+0.48968i,-0.015734+0.53661i,0.025109+0.39489i,0.075828+0.18588i,0.083316+0.02838i,0.040756-0.02501i,0.020772-0.0012935i,0.02093+0.0048869i,-0.016354+0.0013987i,-0.057497+0.031814i,-0.052586+0.06246i,-0.0094649+0.058825i,0.032582+0.017901i,0.041891-0.019146i,0.03397-0.020035i,0.030286-0.011155i,0.027249-0.0059644i,0.020906+0.0024098i,0.010696+0.010737i,0.00081739+0.015585i
0.051768-0.058262i,0.093382-0.14312i,0.076507-0.30993i,-0.035784-0.47604i,-0.1443-0.47335i,-0.15484-0.29605i,-0.076759-0.10323i,0.0019301+0.021412i,0.0404+0.062739i,0.041211+0.038487i,0.018053+0.023548i,0.013735+0.036873i,0.027031+0.044491i,0.023562+0.036932i,0.0022928+0.01854i,-0.019271+0.0059624i,-0.028845-0.00091195i,-0.029656-0.012258i,-0.027068-0.01562i,-0.027023-0.0060618i,-0.025534+0.0056949i,-0.010955+0.0063146i,0.0014355-0.0059938i
-0.05944+0.033436i,-0.12445+0.10462i,-0.15049+0.28847i,-0.02139+0.52565i,0.21969+0.56918i,0.30605+0.31446i,0.12419-0.029997i,-0.093966-0.19537i,-0.15477-0.15654i,-0.092684-0.076728i,-0.041549-0.061741i,-0.061514-0.06856i,-0.07819-0.043697i,-0.043919-0.019223i,-0.010192-0.0013042i,0.005761+0.02541i,0.028612+0.050356i,0.055788+0.058583i,0.064779+0.036318i,0.050682-0.0045231i,0.025158-0.033985i,-0.0025785-0.032704i,-0.012994-0.011124i
0.062355-0.02269i,0.15018-0.067886i,0.2513-0.19514i,0.24309-0.38793i,0.061608-0.45229i,-0.093976-0.2952i,-0.06087-0.095026i,0.019766-0.022519i,0.031948-0.011255i,0.0219+0.007838i,0.025076+0.022295i,0.051401+0.033957i,0.082229+0.030047i,0.088828+0.0087218i,0.071555-0.022702i,0.031499-0.054786i,-0.019575-0.0725i,-0.063685-0.073651i,-0.088576-0.045342i,-0.080102+0.0065376i,-0.04675+0.038496i,-0.017904+0.035645i,-0.0057683+0.02123i
-0.069349+0.017021i,-0.13855+0.027141i,-0.18784+0.051444i,-0.1178+0.064025i,0.055696+0.013739i,0.11111-0.039678i,-0.022986+0.021087i,-0.12366+0.14321i,-0.10139+0.16215i,-0.061086+0.091786i,-0.028254+0.032927i,-0.0032664-0.0099926i,-0.019417-0.03756i,-0.059639-0.021381i,-0.071434+0.031224i,-0.043097+0.080368i,-0.0053626+0.10048i,0.027169+0.095794i,0.054149+0.061575i,0.05661+0.0081863i,0.036616-0.024207i,0.021666-0.030041i,0.013288-0.025969i
0.065828-0.00054545i,0.14422+0.021847i,0.2169+0.045511i,0.15857+0.049831i,-0.06213+0.067653i,-0.1791+0.11307i,-0.023001+0.092494i,0.14256-0.035937i,0.10986-0.12528i,0.0097812-0.091384i,-0.026113-0.020599i,-0.019296+0.019524i,-0.012197+0.036354i,0.000195+0.042107i,0.022642+0.0072286i,0.018263-0.064932i,-0.027465-0.11084i,-0.069438-0.0946i,-0.066606-0.042484i,-0.033081-0.0089541i,-0.010941-0.0039083i,-0.010959+0.00073238i,-0.01164+0.0040123i
-0.051854-0.011469i,-0.10944-0.06213i,-0.16252-0.12489i,-0.14095-0.1684i,-0.027508-0.20319i,0.055878-0.1912i,0.087079-0.083572i,0.14649+0.033304i,0.17873+0.043222i,0.13539-0.00064944i,0.090929-0.013984i,0.070464-0.028803i,0.04647-0.059178i,0.0079542-0.07536i,-0.03753-0.042847i,-0.046186+0.025013i,-0.0071606+0.06264i,0.034985+0.046328i,0.043891+0.0095465i,0.023392-0.0062928i,0.0078764+8.1181e-05i,0.010341+0.0046085i,0.016731+0.0046706i
0.047626+0.015722i,0.095838+0.10108i,0.15876+0.2726i,0.2284+0.45231i,0.2395+0.48841i,0.17224+0.31288i,0.03934+0.067947i,-0.089145-0.068992i,-0.11661-0.080555i,-0.084525-0.030862i,-0.07465+0.014963i,-0.07046+0.038674i,-0.034251+0.061742i,0.026805+0.069389i,0.059357+0.035053i,0.043586-0.0040217i,0.020241-0.0054694i,0.0094363+0.014538i,-0.0024673+0.021136i,-0.014371+0.0090812i,-0.017936-0.0072046i,-0.014097-0.016979i,-0.01009-0.017608i
-0.046803-0.039977i,-0.056179-0.1139i,-0.016226-0.2814i,0.077142-0.48562i,0.16049-0.57269i,0.1304-0.48016i,0.017874-0.23764i,0.0029623+0.057475i,0.10258+0.19557i,0.1428+0.10675i,0.073682-0.0077435i,0.0094248-0.017441i,-0.0098783-0.011628i,-0.031901-0.025952i,-0.026917-0.019006i,0.0089511-0.022734i,0.015562-0.052318i,-0.011808-0.063213i,-0.032296-0.029991i,-0.023283+0.0179i,-0.0030413+0.039337i,0.0019131+0.037677i,-0.0053003+0.030925i
0.045788+0.047133i,0.026099+0.14624i,-0.046755+0.35324i,-0.070267+0.63169i,0.064669+0.77611i,0.2171+0.60605i,0.14672+0.26081i,-0.074977+0.050692i,-0.18505+0.033265i,-0.12639+0.051104i,-0.04923+0.028051i,-0.041403+0.0013455i,-0.042323+0.012271i,-0.0095932+0.028193i,0.015015+0.02858i,0.022582+0.032574i,0.036941+0.029767i,0.047801+0.0034094i,0.036037-0.026121i,0.011925-0.03209i,0.0083207-0.026887i,0.017237-0.030134i,0.014385-0.033848i
-0.047485-0.056945i,-0.041296-0.13214i,-0.025299-0.27761i,-0.12762-0.44137i,-0.36003-0.42019i,-0.43542-0.14964i,-0.23853+0.098905i,-0.061464+0.1438i,-0.050665+0.12388i,-0.066622+0.12349i,-0.043029+0.10337i,-0.0055794+0.071353i,0.017075+0.038799i,0.01717+0.020428i,0.01154+0.0053764i,-0.0083047-0.0082637i,-0.033774+0.013629i,-0.036071+0.048051i,-0.016932+0.049273i,0.0013285+0.019644i,-0.0062257-0.00091921i,-0.023721+0.0077309i,-0.021483+0.019319i
-0.004908+0.045734i,-0.07162+0.092079i,-0.22673+0.17837i,-0.35648+0.32951i,-0.30632+0.43902i,-0.15441+0.32133i,-0.12177+0.031149i,-0.22499-0.18528i,-0.28014-0.21883i,-0.18689-0.16472i,-0.066008-0.12027i,-0.030369-0.070002i,-0.02924-0.0061349i,-0.016433+0.020793i,-0.0075259+0.023549i,-0.00054172+0.028005i,0.0038252+0.02219i,0.012773+0.006246i,0.024073-0.014842i,0.019379-0.02343i,0.014612-0.013711i,0.021656-0.010575i,0.021661-0.018104i
0.031798-0.058683i,0.10998-0.12502i,0.24337-0.24162i,0.31063-0.48102i,0.15915-0.74076i,-0.067446-0.66775i,0.011122-0.32972i,0.28348-0.2096i,0.30589-0.27907i,0.13873-0.19599i,0.070737-0.060625i,0.062165-0.054072i,0.019944-0.084436i,-0.018622-0.071843i,-0.024886-0.028893i,0.0021881+0.016394i,0.038186+0.032936i,0.051636+0.032465i,0.04778+0.029243i,0.026549+0.014259i,-0.009112+0.0022116i,-0.019545+0.0020309i,-0.0067382-0.0070273i
0.014716+0.022965i,0.03701-0.0019922i,0.15995-0.07244i,0.43121-0.18471i,0.65857-0.29379i,0.56241-0.31705i,0.26296-0.16146i,0.16266+0.099556i,0.24513+0.20991i,0.20541+0.13908i,0.075861+0.084704i,0.034106+0.077491i,0.061172+0.051769i,0.081479+0.021332i,0.066172-0.0069929i,0.0095064-0.029923i,-0.055363-0.02905i,-0.08543-0.0075083i,-0.075656+0.020764i,-0.040447+0.034594i,-0.01291+0.023089i,-0.020295+0.0094471i,-0.029748+0.012355i
0.0038114+0.027895i,0.052873+0.12244i,0.10839+0.2851i,0.16069+0.4542i,0.21689+0.47565i,0.1881+0.28962i,0.035177+0.11227i,-0.070969+0.080617i,-0.055277+0.055469i,-0.0503-0.027933i,-0.078024-0.050807i,-0.057773-0.0019981i,-0.010713+0.035138i,0.015709+0.049299i,0.015857+0.045319i,-0.019153+0.02839i,-0.068051+0.022951i,-0.083952+0.025991i,-0.066769+0.014502i,-0.05618-0.010492i,-0.059855-0.028419i,-0.051033-0.02557i,-0.030638-0.0093516i
-0.00050974-0.023111i,-0.0048236-0.011324i,0.013443+0.0091312i,0.05158+0.075812i,0.043523+0.16789i,0.04906+0.20033i,0.086615+0.17309i,0.067208+0.24854i,0.06211+0.3629i,0.11666+0.28763i,0.11008+0.10561i,0.027203+0.029257i,-0.027873+0.052388i,-0.037818+0.089598i,-0.030778+0.093069i,-0.040861+0.05463i,-0.076154+0.026616i,-0.11041+0.044538i,-0.10784+0.074039i,-0.051734+0.059735i,0.0021267+0.0026423i,0.012241-0.038466i,0.0080752-0.048309i
-0.027994-0.041948i,-0.13555-0.0081697i,-0.35021+0.0051556i,-0.65222+0.006995i,-0.74658+0.0068402i,-0.52581-0.051239i,-0.36513-0.086998i,-0.43182+0.013411i,-0.44989+0.15761i,-0.27072+0.19841i,-0.073031+0.13107i,-0.017581+0.051455i,-0.034861+0.029383i,-0.016536+0.024436i,0.0054357-0.0030238i,0.020564-0.045678i,0.056341-0.11043i,0.068714-0.17647i,0.03519-0.18506i,0.0021472-0.13169i,0.0085851-0.073508i,0.02242-0.049423i,0.018232-0.035155i
0.01734+0.023214i,0.11652+0.12584i,0.42584+0.35015i,1.0402+0.49311i,1.5469+0.25231i,1.332-0.1796i,0.65609-0.38217i,0.21832-0.44283i,0.016575-0.53943i,-0.15824-0.45935i,-0.20912-0.20286i,-0.13804-0.043758i,-0.075008-0.014605i,-0.031137-0.011307i,0.030377-0.031867i,0.083609-0.071678i,0.10751-0.07288i,0.13671-0.045252i,0.14908-0.036754i,0.10684-0.025657i,0.06079+0.0042399i,0.048838+0.019423i,0.039976+0.020086i
0.035442-0.15611i,-0.12182-0.26991i,-0.42628-0.20988i,-0.70014+0.079448i,-0.68449+0.49807i,-0.36049+0.62716i,-0.23295+0.32816i,-0.40634+0.24425i,-0.27675+0.4669i,0.10751+0.38032i,0.15743+0.081529i,-0.030737+0.0045444i,-0.10099+0.089254i,-0.065264+0.16491i,0.0036019+0.19614i,0.052498+0.15688i,-0.0074255+0.096143i,-0.12951+0.094469i,-0.16683+0.10677i,-0.10372+0.053857i,-0.053629-0.025684i,-0.059812-0.050463i,-0.066433-0.034061i
0.54277+7.8513i,3.2436+6.6357i,6.6869+5.4839i,7.1992+2.5202i,5.4906-0.69497i,2.7029-2.5908i,0.28551-2.0398i,-0.69682-0.71074i,-0.45382+0.097592i,0.28462+0.14019i,0.33799-0.41309i,-0.38684-0.88817i,-1.2037-0.94057i,-1.675-0.57123i,-1.5476-0.021052i,-1.0194+0.35242i,-0.45362+0.31915i,-0.045816-0.010109i,0.16501-0.29248i,0.22453-0.3583i,0.25836-0.3535i,0.24658-0.3325i,0.18442-0.18982i
0.11643-0.036771i,0.19257-0.20203i,0.25756-0.49044i,0.20821-0.86693i,0.071809-0.88873i,0.123-0.47131i,0.31023-0.22869i,0.27729-0.27778i,0.073991-0.2391i,-0.056751-0.10841i,-0.083645-0.014755i,-0.012072+0.01091i,0.046785+0.0065899i,0.044234+0.078005i,0.050905+0.14008i,0.041002+0.13894i,0.03437+0.15883i,0.067077+0.1625i,0.085622+0.10357i,0.058953+0.019112i,0.010825-0.034106i,-0.015481-0.040149i,-0.025171-0.021384i
