-0.0020799+7.9908e-05i,-0.0016772+0.00070958i,-0.0012408+0.00073462i,-0.0011148+0.00054118i,-0.0012913+0.00027627i,-0.0013361+0.00012988i,-0.00075336+0.00029363i,0.00030034+0.00082641i,0.00087501+0.00098085i,0.00024251+0.00020225i,-0.00046328-0.00030225i,-0.00042536-7.9227e-05i,-0.00039668-0.00035882i,-0.00021662-0.0010082i,-3.9214e-05-0.0010623i,0.00028893-0.0009709i,0.00051481-0.00048985i,0.00048791+3.6607e-05i,0.00071853+0.00041773i,0.00038282+0.00057078i,-0.00052118+0.00033555i,-0.0010154+7.6633e-05i,0.0001907+4.5583e-05i
0.0083408-0.0063569i,0.019184-0.029956i,0.017926-0.07076i,-0.0052983-0.10641i,-0.013776-0.13236i,0.01276-0.16614i,0.019987-0.16414i,0.018809-0.10828i,0.034408-0.059119i,0.02892-0.034682i,0.0070741-0.0083158i,0.0011282+0.012498i,0.0027485+0.0068506i,-0.0016214-0.0044911i,-0.0018525+0.008526i,0.011409+0.033624i,0.029508+0.042705i,0.035597+0.030998i,0.023043+0.012812i,0.0048645+0.0038231i,-0.0022864+0.0054078i,0.0049181+0.004523i,0.013939-0.0073088i
-0.016043+0.0027732i,-0.0345+0.019794i,-0.045131+0.051581i,-0.018965+0.063151i,0.013275+0.036096i,-0.017126+0.027157i,-0.055051+0.047874i,-0.050626+0.031016i,-0.055103-0.0078965i,-0.058739-0.0090626i,-0.022969+0.00096244i,0.011074-0.011605i,0.005962-0.014657i,-0.0023699-0.00088767i,0.011867-0.0044466i,0.02861-0.025418i,0.035202-0.042222i,0.031767-0.045666i,0.020027-0.032865i,0.010032-0.013424i,0.0065828-0.0030065i,0.0015677-0.0066146i,-0.0082488-0.014213i
0.014602-0.0003703i,0.041042-0.0078387i,0.06569-0.035267i,0.03386-0.048683i,-0.038242+0.011315i,-0.039633+0.10054i,0.011962+0.10499i,0.011576+0.053762i,-0.016639+0.039561i,-0.015912+0.039593i,-0.015048+0.011784i,-0.028235-0.010548i,-0.024481-0.0098756i,-0.0088723-0.012312i,-0.013121-0.025592i,-0.037038-0.036208i,-0.056739-0.034418i,-0.057473-0.022635i,-0.036672-0.0076604i,-0.010748+0.0003283i,-0.00024497-0.0012454i,-0.0049342+9.8386e-05i,-0.01323+0.010452i
-0.0077119-0.0074472i,-0.042735-0.012326i,-0.10258+0.0062825i,-0.1318+0.041785i,-0.094994+0.030379i,-0.045603-0.028606i,-0.014185-0.053901i,0.0090442-0.031623i,0.028105-0.009547i,0.031676-0.0082582i,0.012195-0.0048159i,-0.0032214+0.010863i,-0.0017253+0.013312i,-0.0090912+0.0057277i,-0.024786+0.017967i,-0.028354+0.045412i,-0.023663+0.064238i,-0.019103+0.063867i,-0.011595+0.042738i,-0.004413+0.017483i,-0.0032542+0.0077248i,0.00039484+0.011452i,0.012509+0.015542i
0.0037224+0.016371i,0.032477+0.042019i,0.08981+0.063411i,0.12376+0.04279i,0.07531-0.0051662i,-0.015069-0.041828i,-0.092486-0.045763i,-0.11693-0.019948i,-0.091188-0.0067148i,-0.059727-0.003348i,-0.025123+0.0057693i,0.0050398+0.0015688i,0.0081548-0.0037873i,0.0048979+0.0076426i,0.019578+0.020003i,0.044471+0.021094i,0.064772+0.013952i,0.066131+0.0040806i,0.045396-0.0022101i,0.022519-0.0020203i,0.012258+0.002i,0.010858+0.0030026i,0.012313-0.0058473i
-0.0035989-0.014204i,-0.013007-0.047661i,-0.043484-0.080685i,-0.055711-0.049191i,0.0022803+0.054295i,0.075432+0.13123i,0.095801+0.12206i,0.07213+0.076309i,0.039432+0.054412i,0.024274+0.044181i,0.014676+0.026372i,-0.00087815+0.011918i,-0.0063911+0.00088635i,0.0031836-0.01477i,0.009274-0.035742i,0.0007571-0.05429i,-0.01026-0.061519i,-0.010122-0.056026i,-0.0033247-0.040694i,0.0026982-0.027238i,0.0061489-0.020976i,0.0054361-0.019628i,-0.0035527-0.018844i
-0.0097856+0.014648i,-0.014902+0.055228i,0.00037488+0.11289i,0.037972+0.1309i,0.069912+0.096113i,0.10777+0.057318i,0.1485+0.024269i,0.14352-0.005025i,0.10146-0.020278i,0.063864-0.031493i,0.029855-0.036696i,0.0052691-0.019196i,-7.6022e-05-0.0030002i,-0.01193-0.0058937i,-0.03273-0.0041373i,-0.045163+0.0076596i,-0.051584+0.016066i,-0.05196+0.017255i,-0.041987+0.011i,-0.02986+0.0012555i,-0.024095-0.0050518i,-0.021646-0.0046078i,-0.01745+0.0013851i
0.017549-0.010454i,0.046015-0.042001i,0.07256-0.10246i,0.070239-0.16196i,0.03071-0.20277i,-0.058469-0.21532i,-0.14387-0.16176i,-0.14854-0.077664i,-0.10226-0.036523i,-0.074975-0.022647i,-0.051093-0.0041322i,-0.018405-1.214e-05i,-0.0066198-0.00010924i,-0.0055251+0.015318i,0.0056071+0.029661i,0.020925+0.033002i,0.02844+0.034289i,0.022841+0.035821i,0.010098+0.034088i,-0.00059555+0.028977i,-0.006571+0.027118i,-0.0055038+0.02818i,-0.0011164+0.024805i
-0.014701-0.0032689i,-0.056947+0.0061321i,-0.10237+0.029007i,-0.10407+0.041194i,-0.065286+0.019393i,-0.035677+0.0027885i,-0.035257+0.0079688i,-0.027286+0.012039i,-0.01404+0.011627i,-0.0090003+0.023633i,0.002207+0.039709i,0.01118+0.033747i,0.011294+0.013502i,0.013014-0.0038641i,0.012753-0.018115i,0.010327-0.0254i,0.01808-0.025364i,0.032136-0.020533i,0.0345-0.0087304i,0.026319+0.0019978i,0.022182+0.0049649i,0.020708+0.0018441i,0.019405-0.00012282i
0.011809+0.010421i,0.049785+0.02253i,0.090375+0.026469i,0.089462+0.037579i,0.072831+0.085224i,0.12207+0.12115i,0.19347+0.073012i,0.16281-0.0048613i,0.085927-0.022511i,0.058301-0.024202i,0.040371-0.045441i,0.01397-0.041269i,0.0054325-0.020993i,-0.0016603-0.014572i,-0.017183-0.011234i,-0.028635-0.0070423i,-0.032813-0.0088817i,-0.028244-0.015528i,-0.014101-0.01838i,0.0015022-0.015718i,0.0059868-0.014062i,0.002854-0.015465i,0.0030429-0.019207i
-0.0076838-0.0070665i,-0.034694-0.034317i,-0.07161-0.067024i,-0.098315-0.097093i,-0.12442-0.12952i,-0.15878-0.14393i,-0.17354-0.099165i,-0.13897-0.02809i,-0.09089-0.0004732i,-0.068981-0.0039494i,-0.053556-0.0052942i,-0.034403-0.0086245i,-0.022596-0.0090896i,-0.012948+0.002162i,-0.0011424+0.013308i,0.0048733+0.017979i,-0.0015477+0.021166i,-0.012726+0.020796i,-0.015307+0.010349i,-0.010367-0.0040657i,-0.0063193-0.0068568i,-0.0068623+0.00038105i,-0.012229+0.0014555i
0.0037148+0.018344i,0.01266+0.054495i,0.024167+0.096926i,0.023104+0.1011i,-0.0098217+0.051634i,-0.086972-0.0083832i,-0.14654-0.0062193i,-0.12285+0.026712i,-0.067219+0.026957i,-0.038795+0.031732i,-0.014191+0.052068i,0.0099616+0.044493i,0.0098169+0.01942i,0.0026347+0.004069i,0.0059079-0.0029202i,0.01581-0.0038532i,0.027731-0.00016083i,0.027135+0.0056096i,0.011507+0.00943i,-0.0017695+0.0069453i,-0.0058389+0.0017796i,-0.0044835+0.00054199i,-0.0052419+0.0084249i
0.0074658-0.0157i,0.01447-0.044927i,0.028133-0.063247i,0.053485-0.01531i,0.11062+0.099102i,0.19881+0.18354i,0.24374+0.13707i,0.19083+0.041311i,0.1115+0.011067i,0.076837+0.00089053i,0.050559-0.023468i,0.019355-0.023317i,0.0098529-0.0065402i,0.0083248-0.0042966i,-0.00090385-0.011205i,-0.0083512-0.016021i,-0.0066831-0.019199i,0.0023556-0.016298i,0.0081334-0.0071348i,0.0050316+0.0013782i,-0.0007714+0.004208i,-0.0010996+0.0041043i,0.0079259+0.0052491i
-0.0091577+0.0075144i,-0.029266+0.026303i,-0.057694+0.041117i,-0.074443+0.035185i,-0.062923+0.014877i,-0.035443-0.0074498i,-0.0083149-0.018921i,0.0032263-0.017055i,0.00076082-0.0088662i,-0.0062074-0.0097666i,-0.020315-0.01702i,-0.02569-0.016291i,-0.018145-0.013494i,-0.014428-0.01081i,-0.014778-0.0043058i,-0.018546+0.00098431i,-0.025205+0.0022523i,-0.02486-0.00072382i,-0.014771-0.0044077i,-0.003946-0.0023341i,0.0017824+0.0031547i,0.0060137+0.0053827i,0.0096379+0.00033097i
0.0099073+0.0005221i,0.037244-0.0085689i,0.07541-0.019625i,0.083168-0.055602i,0.0045122-0.13097i,-0.13188-0.16339i,-0.20799-0.09663i,-0.17238-0.016359i,-0.1075+0.0046886i,-0.07088+0.019161i,-0.027227+0.043789i,0.0059934+0.033424i,0.00095995+0.010381i,-0.0078556+0.0056891i,-0.0030135+0.01019i,0.0055933+0.014632i,0.0088102+0.017765i,0.0031409+0.018305i,-0.0034591+0.014012i,-0.0020965+0.0071085i,0.0028213+0.0016129i,0.002707-0.002372i,-0.0036307-0.0071892i
-0.012171+0.002541i,-0.031929-0.00026292i,-0.048449-0.011848i,-0.022394-0.0045458i,0.070752+0.052368i,0.18519+0.096874i,0.21325+0.071638i,0.14741+0.025539i,0.089662+0.0078565i,0.072584-0.0081311i,0.052502-0.027139i,0.028128-0.020965i,0.019704-0.0034129i,0.015878-0.00068271i,0.0099097-0.0071627i,0.0091025-0.0098534i,0.015354-0.008657i,0.022228-0.0048856i,0.021453-0.0023498i,0.012714-0.0052718i,0.0027954-0.0082229i,-0.0051449-0.0060392i,-0.011238-0.0026941i
0.0072233+0.0020432i,0.017487+0.016314i,0.020717+0.05215i,0.018869+0.09617i,0.046796+0.11136i,0.1031+0.073944i,0.12687-0.0027263i,0.095275-0.051188i,0.052536-0.053148i,0.019965-0.051464i,-0.013326-0.050457i,-0.027793-0.032428i,-0.018842-0.017169i,-0.016072-0.012078i,-0.02115-0.0059493i,-0.023185-0.0041302i,-0.023098-0.0091524i,-0.020466-0.016039i,-0.015485-0.019219i,-0.010495-0.013696i,-0.0060861-0.003212i,-0.00094831+0.0058909i,0.0028273+0.012796i
-0.0050736-0.0096831i,-0.010677-0.025325i,-0.011664-0.066285i,-0.039584-0.12878i,-0.14399-0.18935i,-0.28535-0.20236i,-0.32725-0.12416i,-0.24273-0.02757i,-0.15745+0.012109i,-0.11471+0.034384i,-0.068205+0.055249i,-0.029111+0.040735i,-0.022436+0.01592i,-0.018639+0.014105i,-0.005774+0.018882i,0.0002568+0.01953i,-0.0057134+0.020799i,-0.016826+0.022994i,-0.019362+0.024135i,-0.011564+0.021334i,-0.001073+0.012786i,0.0054098+0.0024609i,0.0088235+5.2987e-05i
0.0022426+0.005133i,0.00081954+0.016645i,-0.014289+0.033817i,-0.019883+0.04024i,0.010798+0.026117i,0.045225+0.030134i,0.060741+0.054937i,0.064751+0.058553i,0.057486+0.041605i,0.045788+0.025991i,0.040681+0.014293i,0.034679+0.0088085i,0.029902+0.0093093i,0.029463+0.0015376i,0.024488-0.0097809i,0.020429-0.0077655i,0.026318+0.0048348i,0.033141+0.016411i,0.030718+0.018249i,0.020462+0.010241i,0.006557+0.0016513i,-0.0073237-0.003476i,-0.011694-0.0074527i
-0.0014728-0.0020089i,0.0069458-0.0049597i,0.04298+0.0077458i,0.10501+0.052004i,0.18149+0.11299i,0.26972+0.12598i,0.27909+0.042552i,0.17132-0.058779i,0.075906-0.080574i,0.041336-0.06713i,0.011365-0.057629i,-0.0074483-0.035777i,-0.0051228-0.018794i,-0.0052811-0.012966i,-0.0087467-0.0089383i,-0.007134-0.012901i,-0.0006108-0.021913i,0.0093499-0.030629i,0.013962-0.033845i,0.0089445-0.02501i,0.0022673-0.0080142i,0.0012852+0.0087881i,0.0014938+0.011823i
-0.00053281+0.0071873i,-0.0076055+0.0070748i,-0.041184-0.0092537i,-0.1077-0.039858i,-0.19719-0.062526i,-0.28282-0.071018i,-0.30126-0.046568i,-0.23706+0.014484i,-0.15671+0.052247i,-0.10064+0.059582i,-0.053829+0.053849i,-0.023116+0.033549i,-0.015941+0.015064i,-0.01331+0.0087212i,-0.0080396+0.0056655i,-0.008842+0.00058237i,-0.017906-0.0060066i,-0.028767-0.0101i,-0.028953-0.0077726i,-0.015065-0.003254i,0.0026592-0.00089813i,0.014838-0.0032542i,0.015594-0.0032821i
0.0040285-0.0048742i,0.0053409-0.0049132i,0.0075175+0.0072369i,-0.0084839+0.014954i,-0.057736+0.00081212i,-0.10559+0.0023184i,-0.087623+0.051591i,-0.0074197+0.086726i,0.044434+0.066444i,0.047972+0.038229i,0.046475+0.02231i,0.042019+0.0070126i,0.029823-0.0032624i,0.016261-0.012177i,0.0016747-0.015814i,-0.0048844-0.0038267i,-0.00088361+0.013355i,0.0024202+0.024902i,0.00089428+0.027188i,-0.00083478+0.017485i,-0.0039026-0.00015249i,-0.010628-0.014743i,-0.012488-0.014169i
-0.0041564+0.0032726i,-0.001788+0.0044071i,0.024616-0.0058282i,0.10599-0.0079959i,0.24974+0.022424i,0.37799+0.042186i,0.37103-0.014646i,0.23025-0.094881i,0.097758-0.10811i,0.045067-0.090845i,0.017753-0.079806i,-0.00093643-0.055635i,-0.0031293-0.030745i,-0.0050739-0.014641i,-0.0068305-0.0026269i,-0.0034805+0.0015503i,0.003633-0.00044194i,0.011487-0.0033309i,0.012478-0.0046181i,0.0041072-0.0035914i,-0.0096565+0.0034483i,-0.017352+0.014729i,-0.010235+0.015117i
0.0071839+0.0017327i,0.007524+0.0011231i,-0.010158+0.010124i,-0.046028+0.025157i,-0.074568+0.020778i,-0.093465-0.011389i,-0.12676-0.023163i,-0.13655+0.01858i,-0.098088+0.054765i,-0.066734+0.046864i,-0.057954+0.032638i,-0.048252+0.021928i,-0.036587+0.01325i,-0.021682+0.012803i,-0.007817+0.011174i,-0.0051207+0.0033034i,-0.011965-0.0064558i,-0.01719-0.013587i,-0.012504-0.012644i,-0.0027891-0.0031812i,0.0090761+0.010171i,0.021995+0.017674i,0.022601+0.010593i
-0.0042766-0.00013678i,-0.011762+0.0033264i,-0.014387+0.011986i,-0.031815+0.0097002i,-0.12432-0.012291i,-0.24738-0.003609i,-0.22267+0.05953i,-0.066145+0.084731i,0.025439+0.048354i,0.026533+0.034815i,0.026443+0.037451i,0.027351+0.024123i,0.017247+0.0083227i,0.0052819-0.0019499i,-0.0022595-0.0019445i,-0.0010083+0.0068226i,0.00085698+0.014158i,-0.00095227+0.017085i,0.001012+0.015962i,0.0090006+0.0083261i,0.015196-0.0079034i,0.012071-0.024999i,0.001262-0.024551i
0.0087946+0.0038923i,0.019078+0.00046683i,0.031981-0.02854i,0.047919-0.073457i,0.11178-0.070521i,0.23966-0.040252i,0.28084-0.081312i,0.16079-0.13923i,0.043182-0.12611i,0.017952-0.091615i,0.016113-0.070259i,0.0084854-0.044197i,0.002799-0.020807i,-0.00037515-0.0071282i,0.0027376-0.0014428i,0.0091745+0.00103i,0.015632+0.006956i,0.019811+0.0097763i,0.01591+0.0040203i,0.0034874-0.0054178i,-0.013493-0.011334i,-0.027361-0.0081558i,-0.025836+0.00081653i
-0.0064081-0.0078613i,-0.015285-0.013917i,-0.02668+0.0054314i,-0.0015206+0.051773i,0.074151+0.043588i,0.087865-0.046465i,-0.0053784-0.083466i,-0.072475-0.022731i,-0.064972+0.023636i,-0.054742+0.023286i,-0.057731+0.02337i,-0.044773+0.028248i,-0.021703+0.025077i,-0.0026333+0.016771i,0.0062348+0.0052062i,0.0022564-0.0058733i,-0.0033843-0.013259i,-0.005052-0.015809i,-0.007903-0.013226i,-0.011593-0.0039951i,-0.0097317+0.012697i,0.00049467+0.027638i,0.010893+0.027076i
-0.00023902+0.013139i,0.0059028+0.031218i,0.02472+0.038748i,0.00094021+0.005435i,-0.15104-0.016115i,-0.31699+0.054252i,-0.27501+0.14126i,-0.097726+0.12751i,-0.0054585+0.066906i,0.0074783+0.052481i,0.02782+0.052434i,0.037357+0.029302i,0.024756+0.0085355i,0.011132-0.00089757i,0.0011805-0.0054854i,-0.002552-0.0071132i,-0.0026762-0.0081732i,-0.0038483-0.0063571i,-0.00171+0.00042169i,0.0053312+0.0072722i,0.013903+0.0045993i,0.02016-0.0059335i,0.018897-0.013032i
0.0077448-0.010387i,0.0098714-0.033315i,-0.025573-0.060678i,-0.086827-0.037101i,-0.052954+0.046542i,0.092294+0.080385i,0.16086+0.004742i,0.079098-0.063225i,0.0070681-0.051531i,0.015053-0.045064i,0.023796-0.064309i,0.014079-0.058764i,0.007473-0.035038i,0.001154-0.018463i,-0.0052169-0.010675i,-0.006662-0.0047332i,-0.0037503+0.0034662i,0.0024461+0.0093759i,0.0083925+0.0079176i,0.008457+0.00049828i,0.00042264-0.0074836i,-0.011941-0.013358i,-0.019292-0.015675i
-0.012773+0.0078647i,-0.02978+0.027149i,-0.0095929+0.068612i,0.10003+0.081297i,0.23027-0.0067169i,0.24567-0.13055i,0.12161-0.13716i,0.0037559-0.041097i,-0.025319+0.012054i,-0.041011+0.0083227i,-0.05892+0.014421i,-0.046389+0.024026i,-0.020584+0.015198i,-0.0056208+0.003006i,-0.0036301+0.0011387i,-0.0063931+0.0067052i,-0.0050879+0.0088648i,-0.0010005+0.0039204i,-0.00054661-0.0019638i,-0.0018733-0.0024254i,-0.0028628+0.0049153i,-0.0029705+0.015861i,-0.0035289+0.022344i
0.016316+0.00095421i,0.050607-0.0033689i,0.079048-0.042547i,0.023263-0.10338i,-0.13823-0.090255i,-0.28294+0.024077i,-0.23482+0.11822i,-0.065577+0.10284i,0.015007+0.052803i,0.021246+0.050839i,0.032051+0.053455i,0.032473+0.026314i,0.017111+0.0014722i,0.0056403-0.0058231i,0.0017694-0.0048998i,0.0028893-0.0041744i,0.002366-0.0089072i,-0.003999-0.012436i,-0.0076086-0.0092762i,-0.0041801-0.0049477i,0.0033202-0.0024409i,0.012897-0.0015576i,0.019498+0.00058147i
-0.014609-0.01282i,-0.052291-0.026252i,-0.11484-5.5104e-05i,-0.14587+0.1055i,-0.075698+0.21614i,0.062965+0.20495i,0.12467+0.078581i,0.082465-0.016749i,0.044429-0.034457i,0.038808-0.047567i,0.024744-0.064045i,0.0020925-0.053601i,-0.0094628-0.028336i,-0.0098623-0.0098712i,-0.0071884-0.0034753i,-0.0062581-0.003433i,-0.0069202-0.00034003i,-0.0047649+0.0054264i,0.00049274+0.0076843i,0.0023009+0.0048771i,-0.0025643-0.0023496i,-0.008824-0.012335i,-0.0097587-0.020457i
0.0064116+0.020829i,0.027611+0.053852i,0.095349+0.068257i,0.2096-0.0092468i,0.29623-0.17293i,0.26678-0.27997i,0.13906-0.22398i,0.022295-0.10188i,-0.024364-0.031401i,-0.041337-0.0085032i,-0.049502+0.012696i,-0.034439+0.028887i,-0.017085+0.024452i,-0.01227+0.013981i,-0.0086335+0.013415i,-0.0021451+0.018165i,0.003901+0.020321i,0.0075504+0.017917i,0.0088802+0.011193i,0.0091056+0.0053432i,0.005781+0.0061539i,-0.0020083+0.011001i,-0.0094572+0.011098i
0.0040616-0.019958i,0.0093927-0.067218i,-0.023738-0.1412i,-0.13856-0.1889i,-0.2916-0.13509i,-0.34272-0.0034154i,-0.23518+0.076003i,-0.092226+0.058627i,-0.024888+0.024443i,0.0024749+0.031212i,0.029836+0.03608i,0.032274+0.018229i,0.017992+0.005877i,0.011055+0.0022948i,0.0099865-0.0015872i,0.011771-0.0063667i,0.011984-0.011695i,0.006443-0.014716i,-0.00093888-0.013266i,-0.0035879-0.010083i,0.0007467-0.0052709i,0.0097052+0.0021573i,0.013625+0.010102i
-0.018053+0.013936i,-0.050156+0.054862i,-0.076641+0.14481i,-0.045844+0.27232i,0.035878+0.35248i,0.088706+0.29387i,0.076484+0.1368i,0.040421+0.012004i,0.018298-0.033751i,0.01149-0.051498i,0.002491-0.057807i,-0.0047779-0.041109i,-0.0021348-0.019311i,0.0030935-0.011621i,0.00010641-0.016264i,-0.0092814-0.021783i,-0.015226-0.018858i,-0.013343-0.0095956i,-0.010387-0.0023013i,-0.01152-0.00089741i,-0.011416-0.0046679i,-0.0082209-0.011161i,-0.0029535-0.014784i
0.018147-0.0037371i,0.067771-0.013388i,0.14184-0.053925i,0.20647-0.14648i,0.23418-0.25713i,0.20959-0.30057i,0.11654-0.22284i,0.011503-0.084249i,-0.033528-0.0021085i,-0.045412+0.013333i,-0.045069+0.021655i,-0.022719+0.026376i,-0.0056247+0.017501i,-0.0067659+0.012493i,-0.0090816+0.014322i,-0.0089495+0.017502i,-0.0065385+0.021647i,-0.00047306+0.02173i,0.0062363+0.017254i,0.0095102+0.013631i,0.0046371+0.011312i,-0.0041168+0.0085384i,-0.0091927+0.0027015i
-0.016298-0.0092574i,-0.064783-0.03364i,-0.15622-0.061865i,-0.27052-0.056169i,-0.34701-0.0094236i,-0.32224+0.056971i,-0.19722+0.10025i,-0.068455+0.086699i,-0.010677+0.057797i,0.012329+0.045765i,0.027426+0.028707i,0.020541+0.0052347i,0.010418-0.0037879i,0.011055-0.0026463i,0.012667+0.00053525i,0.015585+0.0039353i,0.018652+0.0024203i,0.016768-0.0010169i,0.012692-0.0029581i,0.011042-0.0041132i,0.012403-0.0013847i,0.013188+0.0056153i,0.010657+0.010741i
0.010261+0.019807i,0.037196+0.068338i,0.095244+0.14982i,0.17425+0.22876i,0.21532+0.27143i,0.1743+0.243i,0.09763+0.12971i,0.045005+0.014038i,0.018647-0.033356i,0.0059271-0.038493i,-0.00084775-0.03578i,-0.003989-0.026851i,-0.0018881-0.020553i,-0.00098767-0.024306i,-0.0067272-0.028207i,-0.012149-0.026589i,-0.010735-0.023261i,-0.0083203-0.020043i,-0.009517-0.014074i,-0.0099994-0.0079314i,-0.0080591-0.0079739i,-0.0043219-0.01005i,0.00048516-0.0076107i
0.0036346-0.021072i,0.015975-0.071662i,0.040471-0.16154i,0.069394-0.25732i,0.10708-0.3155i,0.13086-0.3055i,0.086978-0.20865i,0.020347-0.077823i,-0.0015567-0.00060003i,-0.010647+0.020699i,-0.017988+0.03044i,-0.0093425+0.028248i,-0.0074437+0.015864i,-0.013758+0.013689i,-0.014377+0.016956i,-0.013527+0.017439i,-0.013873+0.015836i,-0.011133+0.013916i,-0.0048848+0.011383i,-0.00015471+0.0079465i,-0.0020491+0.0057162i,-0.0060627+0.0029958i,-0.007679-0.0020194i
-0.017205+0.01625i,-0.060966+0.050454i,-0.14283+0.10419i,-0.22784+0.14431i,-0.27073+0.13302i,-0.24118+0.088398i,-0.13217+0.063925i,-0.021297+0.050324i,0.01918+0.026749i,0.024733+0.012902i,0.022853+0.0049991i,0.0093416+0.00014907i,0.0022+0.0024209i,0.0080711+0.0036969i,0.016536+0.0045253i,0.021282+0.006746i,0.019377+0.0074285i,0.014541+0.006792i,0.012228+0.0025361i,0.010364-0.0015576i,0.010228-0.00016344i,0.01052+0.0031454i,0.0063213+0.0040926i
0.017697-0.0043862i,0.071163-0.0060715i,0.15841-0.0049215i,0.21738+0.012014i,0.19403+0.072023i,0.11808+0.13364i,0.047567+0.092505i,-0.00059445-0.0086101i,-0.024678-0.04945i,-0.018828-0.044538i,-0.007041-0.039565i,-0.0049956-0.029542i,-0.006047-0.021249i,-0.0095518-0.020664i,-0.013348-0.020995i,-0.009784-0.021765i,-0.0020608-0.02211i,0.0015066-0.018355i,-0.0018086-0.010107i,-0.0051853-0.0048479i,-0.0046686-0.0066127i,-0.0032245-0.0070101i,-0.0017393-0.0013451i
-0.019183-0.0092478i,-0.058544-0.040116i,-0.11288-0.09634i,-0.11775-0.1549i,-0.03343-0.20308i,0.045605-0.2129i,0.035005-0.14044i,-0.00074688-0.037004i,-0.0021328+0.010185i,-0.0010948+0.015501i,-0.0012182+0.020594i,0.0060666+0.018868i,0.0028755+0.015839i,-0.0043467+0.020344i,-0.0084355+0.0201i,-0.015737+0.015175i,-0.020683+0.011874i,-0.017649+0.0096702i,-0.01044+0.0084464i,-0.0048853+0.0073603i,-0.0044025+0.0070445i,-0.0061538+0.006736i,-0.0047839+0.004244i
0.00703+0.018005i,0.019592+0.07039i,0.030006+0.15453i,0.0047517+0.20397i,-0.070238+0.17108i,-0.10422+0.097182i,-0.045826+0.04286i,0.01245+0.020904i,0.0193+0.012692i,0.0092482+0.0069456i,0.0015442+0.0032041i,-0.0037709+0.0055473i,0.0016279+0.0064978i,0.011437+0.00092148i,0.015738-0.0010296i,0.014532+0.0063196i,0.010274+0.014919i,0.0077895+0.016019i,0.007545+0.0088475i,0.0063837+0.0019786i,0.0060987+0.0016095i,0.008037+0.0023698i,0.0081794-0.00065428i
0.0021547-0.02062i,0.020003-0.065152i,0.04479-0.1214i,0.058389-0.11029i,0.057129+0.0060463i,0.034232+0.10725i,-0.0078153+0.084175i,-0.044407+0.014067i,-0.060076-0.012007i,-0.050809-0.014174i,-0.032375-0.017074i,-0.018937-0.015822i,-0.012246-0.014816i,-0.010428-0.017281i,-0.0079829-0.017963i,-0.00030344-0.017641i,0.010217-0.018168i,0.012928-0.016874i,0.0072717-0.011801i,0.0020589-0.0071393i,2.3214e-05-0.007327i,-0.0023191-0.0083836i,-0.0037932-0.0067889i
-0.015907+0.017732i,-0.053618+0.042128i,-0.099867+0.060197i,-0.09332+0.02105i,-0.01346-0.077182i,0.057394-0.13517i,0.051838-0.087573i,0.025231-0.012404i,0.02219+0.014597i,0.019302+0.016234i,0.017814+0.015721i,0.020319+0.0081901i,0.014945+0.00434i,0.0076502+0.0076168i,0.001965+0.0085724i,-0.0060539+0.004688i,-0.012912-0.0015303i,-0.013181-0.0027763i,-0.0072464+0.0011213i,-0.0016588+0.003539i,-0.0027193+0.0038425i,-0.0072038+0.0057429i,-0.0077473+0.0083458i
0.017982-0.0027837i,0.066361+0.0021694i,0.12574+0.015016i,0.13505+0.022239i,0.064828+0.0054436i,-0.010652-0.028976i,-0.0067025-0.042209i,0.032499-0.029496i,0.041238-0.012643i,0.028571-0.0022074i,0.012751+0.0021174i,0.0030347+0.0054031i,0.0032682+0.0025558i,0.0039182-0.0048249i,0.00097997-0.0044082i,-0.00071595+0.0056455i,-0.00096789+0.015903i,-5.2699e-06+0.017096i,0.0013313+0.0098753i,0.0013291+0.0051101i,0.0038101+0.005752i,0.0094009+0.0064222i,0.012671+0.0050201i
-0.013839-0.0077658i,-0.048291-0.035618i,-0.087202-0.066513i,-0.094288-0.043904i,-0.06421+0.052822i,-0.038291+0.13509i,-0.046892+0.11269i,-0.064738+0.04843i,-0.060608+0.023365i,-0.040438+0.015732i,-0.024865+0.0048125i,-0.018655-0.001257i,-0.017136-0.0036862i,-0.016268-0.0053795i,-0.012037-0.0070967i,-0.0012725-0.010095i,0.0097804-0.012442i,0.012193-0.011746i,0.0076851-0.0086973i,0.0033049-0.0059767i,0.0017231-0.0067036i,0.00021866-0.010128i,-0.00094426-0.012084i
0.0082973+0.016885i,0.016445+0.055524i,0.016033+0.096122i,0.0091746+0.078183i,0.016537-0.010375i,0.037377-0.071857i,0.042618-0.045779i,0.02957-0.0067605i,0.018873-0.0041873i,0.01505-0.0086553i,0.017502-0.007225i,0.018393-0.0091154i,0.013485-0.0078345i,0.010094-0.0024946i,0.0069534-0.0021382i,-0.0018157-0.0078021i,-0.010023-0.012701i,-0.011927-0.011933i,-0.0079183-0.0064558i,-0.0026696-0.0033305i,-0.0041622-0.0025906i,-0.0089686+0.0011112i,-0.010993+0.0042591i
