-0.00080381-0.00058473i,8.9501e-06-0.00087987i,0.00022668-0.0015058i,-0.00025676-0.0011282i,-0.00094883+3.9391e-05i,-0.0015655+0.00018415i,-0.001702+0.00026868i,-0.0016226+0.0010769i,-0.00066674+0.00095211i,0.00062391+0.00018029i,0.00058366-0.00057694i,-7.9372e-05-0.00014422i,-0.0003121+0.00036318i,-0.00048364-2.9241e-05i,-0.00042967-0.00038396i,0.00016727+0.0004102i,0.00082594+0.00085875i,0.00049195+0.00066584i,4.912e-05+0.0009691i,-0.00013746+0.00093446i,-0.00060894+0.00011415i,-0.00076204-0.0010112i,-0.00021854-0.0014066i
-0.00055794+0.00068387i,-0.00050954+0.00037419i,0.00041608+0.0003713i,0.0022391+0.00021418i,0.0027594-0.00020116i,0.0030667-0.0010317i,0.0022514-0.0012595i,-1.324e-05-0.0013066i,-0.00063234-0.00085339i,-0.00017929+0.00064035i,0.00021925+0.00089996i,0.00071814-9.9289e-05i,-0.000187-0.00053527i,-0.0012031-0.00010757i,2.1367e-05+9.7625e-05i,0.00061681+0.00052819i,-0.00020613+0.00065738i,-0.00068002+0.00084741i,-0.00098585+0.0011064i,-0.00095805+0.00046353i,-0.00086684-0.00036181i,-0.00066928-0.0002528i,0.0004472-0.00051507i
-0.00072056-1.6829e-05i,-0.00070096+0.00035939i,-0.00049349+0.0011633i,-0.0011029+0.0029712i,-0.0015139+0.0042977i,-0.00047834+0.0022038i,0.00034291-0.0004267i,-6.7885e-05-0.00093043i,-0.00043822+0.00041524i,0.00042588+0.0010602i,0.0010279+0.00029991i,0.00021395-0.00021717i,-0.00078267+0.00013411i,-0.00092621+0.00038194i,-0.00033408+2.4407e-05i,-0.00037503-0.00030474i,-0.00035544-7.7527e-05i,0.00017583+0.00017851i,0.00010504+0.00067211i,-0.00061842+0.00099242i,-0.00076043+0.00055456i,-0.00035709+0.00021595i,0.00020116+0.00016607i
-4.488e-05+0.00018857i,-0.00042259-0.00016696i,0.0011427-0.00030046i,0.0023429+3.7813e-05i,0.0017083+0.00072251i,0.00031692+0.0011668i,-0.00028949+0.0010504i,-0.0016076+0.00075171i,-0.0020157+7.9495e-05i,-0.0014419-9.1816e-05i,-0.00070197-0.00020769i,1.0548e-05-0.00019613i,0.00017722+0.00023079i,0.00055957+0.00026051i,0.00031169+0.00016295i,-6.4033e-05-0.00026798i,-0.00012612-0.00088417i,-0.00045297-0.00073433i,-0.00068113-0.00068986i,-0.0010152-0.00064922i,-0.00056681-0.00053553i,0.0011364-0.00079504i,0.0011614-0.00098268i
-0.00081445-0.00010411i,-0.0010148+5.4587e-06i,-0.00096448+0.00070086i,-0.00032545+0.0015676i,-1.3889e-05+0.0025276i,0.00012193+0.001712i,0.00012961+0.0012178i,-0.00013891+0.0010539i,-0.00086569+0.0012587i,-0.0011261+0.001507i,-0.00093801+0.00044045i,-0.0001954-0.00075263i,0.00025953-0.00048547i,-0.00045054-0.00014571i,-0.00027966-0.00034582i,9.1075e-05-0.00058685i,0.00041017-0.00063335i,0.00043158-0.00075282i,-0.00061759-0.0012639i,-0.0010309-0.00061447i,-0.00037746-0.00019514i,-3.8784e-05-0.00045502i,8.8828e-05+0.00013314i
-0.00053935+0.00023001i,-0.00050897+0.00020539i,-0.00048721+6.1613e-05i,0.00066417+0.00016438i,0.00074708+0.0017877i,0.00034513+0.0036741i,0.00041163+0.0031233i,-2.2392e-05+0.0011082i,-0.00020589+0.00019644i,-1.3501e-05+0.00023194i,-0.00023577+0.00044378i,-3.2932e-05-0.00045103i,-0.00014509-0.0011255i,-0.00014824-0.00067611i,0.00060188-0.00012247i,0.00099735+0.00022922i,0.00060132+0.00014729i,-0.00093862-0.00035531i,-0.00098645-0.0006791i,4.4092e-05-0.00062856i,0.00028211-0.00059552i,-0.00019449+5.5232e-05i,-0.00029217+0.00042774i
0.00090074-0.00031601i,0.0005078-7.6706e-05i,5.326e-05+0.0008968i,-0.00029393+0.0011672i,0.00088986+0.00078982i,0.0024217+0.000559i,0.0021348-0.00039876i,0.0013444-0.00077038i,0.0012181-0.00012645i,0.0017953+0.00075559i,0.0012205+0.0010483i,-0.00010033-0.00012769i,-0.00045442-0.00026276i,-0.00040978+0.00055761i,0.00038088+0.00053828i,0.00039289-0.00016228i,0.00028647-0.00066778i,0.00048825+8.1035e-05i,-4.1975e-05+0.0008334i,0.00047089+0.00068411i,0.00026258+0.00047176i,-0.00043633+0.00010706i,-0.00014728-0.00041654i
-0.00085136+0.00058562i,-0.00047217+7.4243e-05i,-0.00056923-0.00031773i,0.00047463-8.6143e-06i,0.00072883+0.0015596i,0.00059028+0.0022415i,0.00088473-0.00021912i,-0.0004493-0.0018186i,-0.0012376-0.001464i,0.00026727-0.00023293i,0.0012201+0.00021259i,0.0002268-0.00051796i,-0.0003785-0.00062267i,0.00015343-0.00027987i,0.00087055+0.00026542i,0.00084634+0.00011914i,0.00017764-0.00074214i,0.0008899-0.00031872i,0.0015717+0.00035331i,0.0010095+0.00017928i,0.00034154-0.00015725i,-2.6685e-05-0.00062101i,-0.00012316-0.00054552i
-0.0010652+0.00068414i,-0.0014415-3.5626e-05i,-0.00081149+0.00013883i,0.0003083+0.0018019i,0.00089484+0.0018815i,0.0010704+0.00021563i,0.00078367-0.00044114i,-0.00061816-0.00010162i,-0.0018299+0.0005205i,-0.0016243+0.00044199i,-0.00062051-0.0002627i,-0.00020038-0.00063663i,-0.00058463-0.00027099i,-5.4789e-06+0.0002284i,-0.00024766-0.00025534i,-0.00048719-0.00084528i,-0.00021816-0.00088653i,3.9547e-05-0.00083565i,0.00012183-0.00085429i,6.3416e-05-0.00041879i,0.00060252-0.00029056i,0.0008403-0.00033629i,0.0010823-0.00022764i
0.0011266-0.00040701i,0.0012118+0.00022918i,0.0017797+0.0010121i,0.0019956+0.0017945i,0.0010166+0.0024107i,0.00085725+0.0023209i,0.00062331+0.0015652i,1.8743e-05+0.0013384i,-0.00027389+0.001818i,-0.00071069+0.0018586i,-0.00064027+0.00050333i,-0.00021034-0.00067292i,0.00025277-0.00046514i,0.00028932+0.00055319i,0.00031244+0.00044491i,0.00034934-0.00041273i,-0.00031639-0.00010277i,-0.00062645-0.00052376i,-0.00049298-0.00091535i,-0.00010736-0.00050372i,0.00052046+2.9125e-05i,0.00034984+0.0002098i,5.3307e-05-5.0971e-05i
-0.00088163-0.0011668i,-0.0006906-0.00037678i,-0.0011292-0.00028886i,-0.0016206+0.00053127i,-0.0025465+0.0020376i,-0.0015085+0.0022621i,0.00016744+0.0010267i,0.0004037+0.0010136i,-0.00015941+0.0019655i,0.00034042+0.0020827i,0.0010726+0.0015534i,0.00031504+0.00044093i,0.00017496-0.0010813i,0.0004718-0.0017503i,0.00015428-0.00084339i,0.00016428+0.00034425i,0.00012406+0.0001499i,0.00054478-0.00090137i,0.00085471-0.00084813i,0.00080149-0.00059077i,0.00028556-0.00017378i,-0.00064948-1.7126e-05i,-0.00088226+0.0002743i
-0.00026208+0.00049252i,-0.00018102-5.2201e-05i,-0.00011806+0.00028052i,0.00086125+0.000548i,0.0021407+0.00049627i,0.0019413+0.00058105i,0.0012466+0.00067047i,0.00081419-3.3669e-05i,0.00017431+1.9072e-05i,-0.00015244+0.00031362i,1.9589e-06+0.00055132i,-0.0008849+5.6848e-05i,-0.00097237-0.00057274i,-0.00016542-0.00018794i,0.00038189+0.00044687i,-7.2074e-05+0.00072761i,-0.00065429+8.4832e-06i,-0.00081485-6.3446e-05i,-0.00072347+0.00026672i,-0.00083345+0.00015637i,-0.00080705+0.00033565i,-0.00016267+0.00038213i,0.00019691-0.00016675i
0.00062226-0.0026246i,0.00079075-0.0016367i,-0.00067777-0.0014061i,-0.0018666+0.00048489i,-0.0019796+0.0029859i,0.0003806+0.0041405i,0.0023974+0.0022878i,0.0016509-0.00020673i,0.00031217-0.00076503i,-0.00052593-0.00052519i,-0.0010436-0.00064765i,-0.0009526-0.00045519i,-0.00053742+0.0001366i,0.00017167+0.00086299i,0.0002542+0.0010392i,0.00016571+3.2408e-05i,0.00042152-0.00038469i,-2.5318e-05-0.00070162i,-0.00066592-0.00081629i,-0.00057864+0.00038723i,-0.00028239+0.00071834i,-3.3217e-05+0.00059702i,7.3084e-05+0.00022502i
-0.00074719+0.00076393i,0.0002377-0.00020002i,0.0017757+0.0003584i,0.0019428+0.00020839i,0.0010543-0.00059367i,0.00099796+4.3244e-05i,0.00148+0.00064893i,0.00076072+0.0011077i,-0.00050444+0.0019143i,-0.00042921+0.0015315i,-0.00017683+0.00020831i,-0.00077782-0.00041285i,-0.000778+0.00024232i,-0.0004847+0.0003323i,0.00023264+5.5717e-05i,0.00063785+2.3032e-05i,0.00033478-0.00027924i,-8.2029e-06-0.00039567i,-0.00071326-0.00048111i,-0.0016149-0.00035384i,-0.0012992+0.00035321i,-0.00024383+0.00096429i,0.00027046+0.00013578i
-0.0017371-0.0010423i,-0.0017304-0.00059514i,-0.00165+0.00034553i,-0.0012871+0.0015746i,-0.00077367+0.0031819i,-0.00023457+0.0028452i,-0.00085424+0.00097682i,-0.0021271-7.1026e-05i,-0.0019113+0.0007047i,-0.00080869+0.002119i,-4.9179e-05+0.0017446i,0.00027155+0.0012959i,0.00034592+0.00099004i,-4.7586e-05-0.00023088i,-0.00068811-0.00090361i,-0.0005264-0.00076967i,-0.00035856-0.0008769i,-0.00087539-0.00081481i,-0.000145-0.00029065i,0.0004024-0.00011224i,-0.00014212-4.5055e-05i,-0.00020652-0.00023469i,0.00019018-0.00046214i
0.0012388-0.00010794i,0.00050671+0.0009441i,0.00078338+0.0019625i,0.0019+0.0021645i,0.0014768+0.001722i,0.0013753+0.0010595i,0.0011924+0.00096036i,0.00011304+0.0011133i,-0.00066209+0.0010156i,-0.00045054+0.00077073i,0.00015241-0.0005879i,0.00048065-0.0018263i,0.00042103-0.0014083i,-9.3447e-05-0.00083509i,-0.00048045-0.00019124i,-0.00016339-4.4569e-05i,-7.3141e-05-0.00030451i,-3.3315e-06-0.00060658i,-0.0001059-0.00020973i,-0.00074781-3.2173e-05i,-0.0007426-0.00013474i,0.00012327-0.00037922i,0.00093894-0.00066554i
0.0013026+0.00027487i,-0.00065814+0.00084111i,-0.0005642+0.00062291i,7.812e-05-6.3393e-05i,0.00042472+1.497e-05i,5.0387e-05+0.00070024i,-0.00024858+0.0018068i,0.00048367+0.0019189i,0.00075808+0.00064663i,0.00044683-0.00030549i,0.00015378+7.2769e-05i,-0.000142+0.00034853i,-0.00043871-4.2407e-06i,-0.00035308+0.00010542i,4.6648e-05+0.00037832i,4.2054e-05+0.00015413i,-0.00048412+6.8945e-05i,-0.00066924-2.1587e-05i,-0.00050863-0.00012908i,-0.00034275-0.00043411i,-0.00018058-0.00084571i,-0.00034252-0.00085995i,-0.00031434-0.00057267i
0.00060837-0.00037432i,0.00048326-0.00054507i,-0.00028744-2.1086e-05i,-0.00053217+0.002595i,-0.00091636+0.0043599i,-0.00061419+0.0042183i,0.00066989+0.0019294i,-0.00021233+0.00055004i,-0.001837+0.00055547i,-0.00062504+0.00048942i,0.00025393+0.00045808i,0.00028581+0.00025775i,0.00014372+0.00058453i,-0.00045501+0.00057645i,-0.00050959+7.8165e-05i,-0.00093361-0.00024887i,-0.0013526-0.00058245i,-0.0013973-1.2146e-05i,-0.00061057+0.00060879i,-4.3597e-05+0.00070577i,-0.00015536+0.00067146i,-0.00025426+0.00042939i,-0.00020513+0.00020407i
-0.00057335-0.00073003i,0.00011631-0.00036397i,0.00060233+0.00035682i,0.00021314+0.0004319i,-0.0005906-4.3006e-05i,-0.0001817-0.00011024i,0.00021904-0.0002872i,-0.00047204-0.00053786i,-0.0011222+0.00056702i,-0.00065233+0.0013093i,0.00016877+0.00030843i,0.001104-0.0003188i,0.00098846-0.00035071i,0.00035186-0.00081964i,2.3921e-06-0.00033451i,-0.00059959+8.4351e-05i,-0.00025744-0.00052631i,0.00045687-0.00047988i,8.3242e-05-0.0002598i,-0.0006418-0.00059657i,-0.00051935-0.00049407i,0.00032556-0.00022899i,0.00058012-0.00037436i
-0.0014961-0.0009343i,0.00010898-0.00059307i,0.00078823-9.5077e-05i,0.0013658+0.0018695i,0.0023991+0.003655i,0.0019228+0.0023709i,0.00073711-0.00018422i,-0.00030387-0.0010373i,-0.00053342-0.00079507i,0.00020754-0.0010348i,0.00078569-0.0013785i,0.00034605-0.001063i,0.00016191-0.00082437i,0.00047387-0.00089685i,0.00066724-0.00060239i,0.00044529-5.701e-05i,0.00024842+0.00072335i,-0.00072777+0.00078982i,-0.0014157+0.00039834i,-0.00038991+0.00010801i,-0.00012185-0.00029644i,0.00035092+0.00016736i,0.00050834+0.00062811i
0.00057073+0.0014464i,-0.00054842+0.0011273i,0.0008403+0.0004099i,0.0015052-0.00022449i,0.00084834-0.00029107i,0.00014981-0.00021651i,-0.00043456-3.8034e-05i,-0.00095003+0.0006877i,7.0548e-05+0.00092594i,0.00052976+8.3844e-05i,-0.00073677-0.00026567i,-0.00094373+8.7244e-05i,-0.00051813-0.00013815i,-0.00089521-0.00069333i,-0.00067802-0.00056919i,0.00054359-0.00038871i,0.00059532-0.00083787i,0.00032583-0.0002431i,0.00059041+0.00080388i,0.00067179+0.00070215i,0.00091276+0.00040987i,0.00094836-0.00016737i,0.00013501-0.00093307i
-0.0020511+0.0019207i,-0.0011275+0.001468i,0.00030268+0.0017589i,0.001424+0.0026087i,0.0018884+0.0035433i,0.00058859+0.0027142i,-0.00066261+0.0026227i,-0.00084936+0.0027265i,-0.00052921+0.0020202i,-0.00025876+0.00080964i,-0.00014104-0.0002611i,-7.2222e-05-0.00064776i,-0.00041741-0.0004208i,-0.00061943+2.4378e-05i,-0.00031355+0.00036123i,-8.1251e-05+0.00066297i,0.00019652+0.00041532i,0.00023393+0.00022788i,7.022e-05-0.00018787i,-0.00033166-0.00024647i,-0.00082339+0.000368i,2.5165e-05+0.00030476i,0.00010521-0.00033074i
-0.0020658-0.00015889i,-0.00047255-0.00027414i,0.00013073-0.00029256i,-0.00060902-0.00071025i,-0.00091122-0.00025192i,0.00044529+0.0011586i,0.0017394+0.0010963i,0.0013885+0.00092957i,-0.00016682+0.0019302i,-0.0012422+0.0028481i,-0.00012215+0.0019559i,0.00030201+0.00047278i,-0.00022094+3.6123e-06i,0.00019959+4.6794e-05i,0.00039065+0.00035791i,-0.00010361+0.00041926i,-0.00043346-0.00064871i,0.00064501-0.0014731i,8.8166e-05-0.000873i,-0.0015657-0.00030561i,-0.0013702-2.784e-06i,-6.2102e-05+8.947e-05i,0.00051635+0.0002982i
-0.00060494-0.0012172i,-0.00064197-0.00091453i,-0.00087366-0.00056445i,-0.0012818+0.0010904i,-0.0005909+0.0030064i,0.00084607+0.0037023i,0.0017186+0.0027281i,0.0010361+0.0011864i,-0.00016881+0.00098933i,5.8923e-05+0.00080591i,0.00085279+0.00015251i,0.00088135+0.0001406i,0.00035034-0.00041523i,0.00071079-0.00074808i,0.00097773-0.00094032i,0.0003207-0.00086971i,0.0001396-0.00040945i,0.00027546-0.00053226i,-0.00018093-0.00094915i,-0.00012786-0.0010015i,0.00030541-0.00023415i,0.00015166-0.00021499i,-0.00033045-0.00066196i
6.8954e-06-0.0011029i,0.00038267-0.0010629i,-0.00055299-0.00076953i,-0.00046088+0.00064169i,0.00044845+0.0027486i,0.00079059+0.0023658i,0.00076996-0.00038104i,0.00021227-0.0014463i,-0.00024992-0.00094907i,0.00044149-0.00060588i,0.0013616-0.00054954i,0.0014367-0.00075552i,0.0010969-0.00025226i,0.0014916-0.00017343i,0.0010355-0.00051172i,-0.00018377-0.00086152i,-0.00054324-0.00087208i,-0.00045938-0.00060341i,-0.0001315-0.00069213i,0.00015334+6.8385e-05i,-0.00072919+0.00055369i,-0.0010111+0.00017284i,-0.00059106+1.8024e-05i
-5.9486e-05-0.0014537i,0.00097705-0.00036313i,0.00018822-0.00013881i,-0.00062934+0.00094163i,-0.00059883+0.0019286i,0.00042428+0.0014567i,0.0017135-8.6478e-05i,0.0014033-0.0015469i,0.000444-0.002115i,0.00035739-0.0020324i,-0.00023814-0.0019217i,-0.0013897-0.0013313i,-0.0010613+8.117e-05i,-0.00039701-3.7324e-05i,-0.00058781-0.00080546i,-0.00032971-0.00077532i,0.00021152-0.001413i,-0.00046303-0.0012971i,-0.00053355-0.00029581i,0.00019294-7.8183e-05i,0.00060243+0.00019021i,0.00070588-0.00012719i,-0.00035058-0.0004303i
0.00022905-0.00050841i,3.2603e-05-0.00019741i,-0.00018616+3.1103e-05i,-0.00044629+0.00068454i,0.00016333+0.0018562i,-5.1753e-05+0.0027261i,-0.00036919+0.0015825i,-0.00053668+0.00060065i,-0.001688+0.00038777i,-0.0021168-0.00048688i,-0.0014212-0.00074296i,-0.00058903-0.00036066i,-7.5691e-05-0.00064183i,-1.4878e-06-0.0010578i,0.00069203-7.0705e-05i,0.00054928+0.00088562i,8.1576e-05+0.00062565i,0.00054705+0.00035557i,0.00016008+0.00048466i,-0.00023909+0.00056639i,-0.00044742+0.00016811i,-0.00069189-0.00018615i,0.00030909+0.00065679i
-0.0019171+0.00016453i,-0.0015766-0.0001861i,-0.00067893+0.0004518i,-0.00029787+0.0013779i,-0.00036645+0.0016526i,0.00058009+0.0013875i,0.0013075+0.0012485i,0.00074103+0.0012196i,-0.001187+0.0016706i,-0.001467+0.0019117i,-0.00077001+0.0017132i,-0.00013782+0.0010678i,0.00050638+0.00077262i,0.00039705+0.00092858i,0.00045172+0.00024464i,0.00028057-0.00022512i,-0.00029807-0.0005619i,-0.0007695-0.0011654i,-0.00094261-0.0017424i,-0.0010227-0.0017064i,-0.00053728-0.0011599i,-0.00035788-0.00083683i,-0.00067002-0.00095918i
-2.8702e-06-6.4019e-05i,0.0001108-0.00023565i,-0.00033298-0.00010513i,-0.00075787-0.0001355i,-0.00039787+0.00068301i,0.00073202+0.0019486i,0.0015017+0.00092281i,0.0012109-3.4041e-05i,0.0010339+0.0017814i,0.0011142+0.0033244i,0.0008515+0.0025354i,0.0002108+0.00094973i,0.00026999-0.00016917i,0.00091819-0.00023746i,0.00099431+0.00051061i,0.00045651+0.00022701i,1.5675e-06-0.0011778i,-0.00058053-0.0018843i,-0.00022761-0.0015149i,0.00033139-0.00077061i,0.00039319-0.00022085i,0.00013698-0.00032315i,-2.623e-06-0.00097545i
0.0009731+0.0001424i,0.001112+0.00088099i,0.0011174+0.0011909i,0.0010997+0.0015297i,0.0018441+0.0018753i,0.0025966+0.0015646i,0.0023633-0.00014351i,0.0019314-0.0022838i,0.002002-0.0026887i,0.0031463-0.0013908i,0.0033568-0.00061916i,0.0013386-0.00081618i,-0.00029784-0.00064461i,-0.00031295-0.00026327i,-8.6915e-05-0.0001183i,-0.00067108+0.0006735i,-0.00087673+0.0011012i,-0.00091746+0.0011182i,-0.001405+0.0012918i,-0.0011453+0.0007417i,-0.00055453-0.00025971i,3.6705e-05-0.00027368i,0.00037395+0.00059377i
0.0005429-0.00041563i,-0.00013864-0.00032872i,-0.0013514+0.00012858i,-0.0017498+0.00094612i,-0.0018917+0.0011658i,-0.001618+0.00069304i,-0.00070311+0.00019714i,-0.00075163-0.00067939i,-0.0015501-0.0022167i,-0.001021-0.0031767i,0.00057977-0.0034678i,0.0010475-0.0020672i,0.00024856-0.00092934i,-6.6427e-05-0.00066128i,-0.00016193-0.00037685i,-0.00047946-0.00073503i,-0.000178-0.00065619i,-3.0537e-05-0.00062166i,-0.00026874-0.00084989i,-0.0001489-0.00082141i,0.00028031-0.00079528i,0.00016029-0.00033053i,7.834e-05+0.0004324i
-0.00081614+6.9346e-05i,-0.00039669+0.00073752i,-0.00074226+0.00061074i,0.0001238+0.00090936i,0.00086382+0.0019187i,0.00079259+0.0022664i,-0.00033459+0.001046i,-0.0018336+0.00025199i,-0.003093+0.00046748i,-0.0033842+4.7074e-05i,-0.0027465-0.00032908i,-0.0021221-0.00055791i,-0.00095157-0.00064145i,-0.00054972-0.00038912i,-3.9191e-05+0.00032966i,0.00069143+0.00022803i,9.2225e-05-0.00073124i,0.00045377-0.00027447i,0.0015265+0.00041431i,0.0010656+0.00015707i,-4.1653e-05+0.00033513i,-0.0002659+0.00027535i,-0.00025202+0.00034867i
0.00068053-0.0012585i,0.00084945-0.00084509i,0.00045383-0.00096506i,-0.00037877+0.00056637i,-0.00067542+0.0016968i,-0.00062548+0.0015837i,-0.00015454+0.0012521i,-0.00036528+0.00132i,-0.00164+0.0025595i,-0.0019955+0.0034344i,-0.0011629+0.0032527i,-0.00039378+0.0020744i,5.9198e-05+0.00081836i,0.00014611+0.00037986i,4.4013e-05+0.00050822i,-0.00021511+0.00013862i,-0.00057205-0.00088521i,-0.00072062-0.0014338i,-0.00053506-0.00091847i,-0.00041616-0.00044412i,-0.00022972+0.0001161i,-7.5192e-05+0.00066005i,0.00067244+0.00029942i
-0.000779+0.00063835i,-0.00089717+0.0002007i,-0.0010728+0.0003692i,4.9732e-05+0.0024383i,0.0012241+0.0040302i,0.0017707+0.00307i,0.0017909+0.0010699i,0.0015446+0.00019256i,0.0016531+0.00091137i,0.0021744+0.0019012i,0.0020264+0.0014593i,0.0015108+0.0010288i,0.00095038+0.00026725i,0.0004406-0.00032978i,0.00028444-1.8713e-05i,0.000479-0.00019052i,3.6163e-05-0.00098743i,-0.00033771-0.0019385i,0.00023837-0.0019137i,0.00034782-0.00084466i,-0.00023285-0.00025977i,-0.00081038-0.00042996i,-0.00019074-0.00030461i
-0.00037458-0.0007318i,-0.00048184-0.00048631i,0.00079653-0.00021107i,0.0010772+0.00012165i,0.0013291+0.0015033i,0.0014756+0.0025079i,0.001837+0.0017133i,0.0016839-0.00049228i,0.0022527-0.0021315i,0.0037521-0.0021442i,0.0037321-0.0022794i,0.0020769-0.0017454i,0.00076519-0.0009854i,0.00024382-0.00061752i,0.00018852-5.6169e-05i,3.0115e-05+0.00036166i,-0.00035779+0.00074205i,-0.00065633+0.00073256i,-0.00033765+0.00079502i,0.00042617+0.00071894i,0.00071304+0.00041221i,0.00060348+0.00032657i,0.00026689+0.00040626i
0.00018794+4.5881e-07i,-0.00019328+0.00024521i,-0.0010142+0.0010921i,-0.0016812+0.0027259i,-0.002568+0.0036866i,-0.002449+0.0031651i,-0.0013198+0.0019718i,-0.00077801-4.1667e-05i,-0.0011279-0.0015302i,-0.001461-0.0027709i,-0.0008156-0.0036817i,-0.00049404-0.0034407i,-0.00095357-0.0019851i,-0.001365-0.00094161i,-0.0010175-0.0011484i,-0.0006227-0.00062226i,-0.00122-0.00049304i,-0.0013616-0.0010827i,-0.0010712-0.00029119i,-0.00088117-0.00030626i,-0.00091335-0.00053366i,-0.00063018+0.00015944i,0.00043593+0.00013818i
9.1312e-05+0.00096281i,-6.776e-05+6.9159e-05i,0.0008258-0.00067955i,0.0014509-0.0008347i,0.0017138-0.00077639i,0.0011732-0.001222i,-0.0004281-0.0012213i,-0.0025304-0.00056258i,-0.0048711+0.00043405i,-0.0054684+0.00022711i,-0.0037594-0.0012399i,-0.0028039-0.0015736i,-0.001524-0.00039319i,0.00012899+0.0004944i,0.00050535-0.00024839i,0.00089013-0.00083098i,0.00052699-0.00069654i,0.00030324-0.00068212i,-0.00026072+6.6386e-06i,-0.00036966+0.00025918i,0.00058148-0.0002511i,0.00070208-0.00027475i,0.00048366+6.5837e-05i
0.00024159-0.00045275i,-0.00096865+0.00066964i,-0.0011891+0.0019153i,-0.00082475+0.0036801i,-0.00072697+0.0045775i,8.2672e-06+0.0039828i,0.00040433+0.0022824i,0.00012641+0.0020185i,-0.0013587+0.0035347i,-0.0023948+0.0043049i,-0.0016972+0.0032516i,-0.00064919+0.0019132i,-0.00068441+0.0010833i,-0.0008088+0.00089045i,-0.00040732+0.00082307i,-0.00025806+0.00012725i,-0.00069351-0.00052174i,-0.0010163-0.00056058i,-0.0017435-0.00063756i,-0.0014395-0.0011065i,-0.00025085-0.00089523i,0.00030701+0.0001703i,0.00045015+0.00016548i
0.0013369+0.0011674i,0.0010468+0.0012293i,0.0011217+0.00013843i,0.0014173-0.0014989i,0.002135-0.0015673i,0.00091171+0.00044406i,-3.0786e-05+0.0017944i,0.0012537+0.0014568i,0.0027018+0.0012697i,0.0034912+0.0023672i,0.0035956+0.0030068i,0.0026658+0.0019672i,0.0012348+0.00075673i,0.00036151+0.00073862i,7.5632e-05+1.295e-05i,0.00097494-0.00070035i,0.0014302-0.00053655i,0.00049256-0.00046543i,-0.00026297-0.00011742i,4.7636e-05+0.00036636i,0.0003765+0.00049402i,0.00020207-0.00012892i,0.00017778-0.00062294i
-0.00011856+0.0012169i,8.9937e-05+0.00099775i,0.00069406+0.0011424i,0.00021618+0.0021698i,-0.00045138+0.00384i,0.00035195+0.0041077i,0.00090691+0.0026618i,0.0011687+0.00082924i,0.0024715-0.00075948i,0.0035222-0.0021489i,0.0036941-0.0025726i,0.0024574-0.0023931i,0.00054441-0.001422i,3.0568e-05+0.00018374i,0.00050471+0.0004364i,-8.4695e-05-0.00022502i,-0.00072441-0.00032207i,-0.00057893-0.00028316i,-0.00056558-0.00080319i,-0.00024587-0.0005801i,0.00011828-0.00029388i,0.00077118-0.00044904i,0.00088186-0.00020449i
-0.00039014+0.0011239i,0.00060307+3.2423e-05i,0.0002807-0.00026114i,-0.00083841-0.00022671i,-0.001019+0.0017284i,-0.0011463+0.003351i,-0.00098266+0.001907i,-0.0014802+0.00034932i,-0.0023896-0.0010509i,-0.00159-0.0030038i,-0.00069185-0.0035175i,-0.00087646-0.0020305i,-0.00095519-0.00067262i,-0.0011706-0.00023719i,-0.0007049-0.00015596i,-0.0006657-0.0005061i,-0.00059933-0.00091677i,-0.00050504-0.00099387i,-0.0009014-0.0015747i,-0.00092312-0.00075095i,-0.00013081-6.3092e-06i,0.00043068-0.00049274i,0.00038196-0.00072614i
-0.0013707-0.0020118i,-0.00050352-0.0024102i,-0.0008073-0.0013432i,-5.1315e-05+0.0014056i,0.0012123+0.0026217i,0.0027121+0.001014i,0.0026761-0.00046188i,0.00064208-0.00071374i,-0.0027019-0.0002413i,-0.0051785+0.00075392i,-0.0052435+0.00076277i,-0.0035+0.00074505i,-0.0015967+0.00036085i,-9.9466e-05-0.0009284i,8.0713e-05-0.00078878i,-0.00030414-0.00068645i,0.00045736-0.0010928i,0.00057363-0.00073967i,-0.00019421+0.00010103i,-0.00020341+0.00089152i,-0.00028846+0.00043074i,-0.00099045-0.00066969i,-0.00085554-0.00031969i
-0.00048288+0.00038652i,-0.0013203+0.00089963i,-0.00017709+0.0013282i,0.0014972+0.0016435i,0.0013066+0.0024451i,0.0010555+0.0029437i,0.00078302+0.00144i,0.00031007+0.00040428i,5.2889e-05+0.0017427i,-4.3462e-05+0.0038274i,0.00086812+0.0038725i,0.0017121+0.0028124i,0.0015245+0.0023087i,0.00075327+0.0014584i,0.00039853+0.00032708i,0.000276-0.00040868i,-0.00065937-0.00055676i,-0.0014922+1.3641e-05i,-0.0014107+0.00043576i,-0.00091519+0.00015139i,-0.00032882-2.7545e-05i,0.00021717-0.00035066i,0.000648-0.00084127i
0.0015866+0.00029923i,0.00064101+0.00069382i,-0.00097213+0.00049822i,-0.0016099+0.00039977i,-0.0019535+0.00076566i,-0.0021919+0.0011735i,-0.0010535+0.0004895i,0.00029603+8.8517e-05i,0.0016445+0.001157i,0.0032389+0.0022809i,0.0037516+0.0025215i,0.0027952+0.0016909i,0.001452-0.00031667i,0.00014849-0.0017322i,-0.00031686-0.0011819i,-0.00014376-0.00071041i,-0.0006711-0.00060965i,-0.0015114-0.00057047i,-0.00097398-0.00052528i,0.00061213+0.00029925i,0.0016734+0.00084455i,0.0012412+0.00068798i,-0.00038589+0.00051563i
