-0.00080381-0.00058473i,8.9501e-06-0.00087987i,0.00022668-0.0015058i,-0.00025676-0.0011282i,-0.00094883+3.9391e-05i,-0.0015655+0.00018415i,-0.001702+0.00026868i,-0.0016226+0.0010769i,-0.00066674+0.00095211i,0.00062391+0.00018029i,0.00058366-0.00057694i,-7.9372e-05-0.00014422i,-0.0003121+0.00036318i,-0.00048364-2.9241e-05i,-0.00042967-0.00038396i,0.00016727+0.0004102i,0.00082594+0.00085875i,0.00049195+0.00066584i,4.912e-05+0.0009691i,-0.00013746+0.00093446i,-0.00060894+0.00011415i,-0.00076204-0.0010112i,-0.00021854-0.0014066i
0.035877+0.033249i,0.1169+0.15222i,0.28065+0.41254i,0.4865+0.66228i,0.56993+0.61182i,0.4217+0.32137i,0.19301+0.14038i,0.10204+0.077698i,0.10328-0.022616i,0.061524-0.069852i,0.041633-0.016367i,0.081464+0.021047i,0.10002+0.016561i,0.076969+0.0010719i,0.030632-0.027708i,-0.022738-0.05177i,-0.046304-0.063462i,-0.032694-0.071658i,-0.011128-0.063058i,-0.0022901-0.043009i,-0.016028-0.029211i,-0.042337-0.0062813i,-0.049209+0.031488i
-0.045116-0.028378i,-0.14501-0.15255i,-0.3539-0.42707i,-0.63277-0.68708i,-0.76624-0.57468i,-0.54708-0.12929i,-0.18063+0.15473i,-0.052466+0.17659i,-0.083142+0.17565i,-0.029231+0.15846i,0.021471+0.061866i,-0.013191-0.010795i,-0.037526-0.013696i,-0.020357+0.0061194i,0.018294+0.03397i,0.070746+0.039131i,0.1032+0.018955i,0.094119+0.013708i,0.051675+0.019054i,0.0091547+0.018291i,-0.0049706+0.012445i,-0.0041718-0.0035528i,-0.012965-0.019514i
0.044518+0.019832i,0.14984+0.12065i,0.34697+0.33767i,0.52465+0.53143i,0.44711+0.44478i,0.090281+0.13675i,-0.21674-0.026191i,-0.22611+0.0075338i,-0.090817+0.044355i,-0.025825+0.025825i,-0.020085+0.011461i,0.0026901+0.018831i,0.042415+0.010561i,0.048541-0.02112i,0.0012882-0.044427i,-0.058084-0.035963i,-0.087708-0.015404i,-0.086563-0.012766i,-0.065032-0.020209i,-0.03839-0.025457i,-0.021492-0.02789i,-0.0089685-0.019888i,0.008772-0.010541i
-0.038052-0.012851i,-0.15458-0.094042i,-0.38127-0.23736i,-0.57544-0.31231i,-0.47661-0.19144i,-0.13697-0.0053425i,0.088699+0.0047382i,0.055291-0.059718i,-0.022612-0.039479i,-0.0089217-0.01635i,0.015373-0.022071i,-0.0074186-0.0056992i,-0.044365+0.049908i,-0.039636+0.10319i,0.012604+0.098449i,0.057548+0.046049i,0.060058+0.0039041i,0.042957-0.0044833i,0.035079-6.9772e-05i,0.038924+0.003815i,0.045219+0.0087i,0.038743+0.0072756i,0.017753-0.0037793i
0.037835+0.0065332i,0.16232+0.082136i,0.43203+0.24487i,0.72899+0.3699i,0.74654+0.30952i,0.46156+0.15915i,0.20709+0.12765i,0.11716+0.12129i,0.026043+0.034361i,-0.058525+0.020123i,-0.037988+0.056124i,-0.0062723+0.024672i,-0.036399-0.028454i,-0.077578-0.053625i,-0.09166-0.039552i,-0.070968-0.0085753i,-0.037841-0.0096043i,-0.01783-0.02672i,-0.0099129-0.02628i,-0.0068458-0.01877i,-0.0087693-0.017741i,-0.011337-0.016102i,-0.00055675-0.00262i
-0.026952-0.0050659i,-0.14081-0.053779i,-0.39783-0.17011i,-0.69569-0.24304i,-0.75357-0.18434i,-0.51193-0.13529i,-0.27445-0.22079i,-0.221-0.2773i,-0.17094-0.17635i,-0.05623-0.08428i,-0.0055078-0.086614i,-0.002717-0.083453i,0.033981-0.063245i,0.071906-0.061732i,0.059259-0.063509i,0.024088-0.042563i,0.013564-0.00042725i,0.019888+0.023916i,0.010663+0.015518i,-0.0084947+0.010631i,-0.01445+0.019531i,-0.01375+0.024351i,-0.023114+0.024857i
0.02624+0.0034571i,0.10953+0.030994i,0.26419+0.087557i,0.35168+0.079968i,0.19467-0.041499i,-0.069633-0.12846i,-0.13893-0.12493i,-0.027454-0.18718i,0.013094-0.25858i,-0.043914-0.15607i,-0.029782+0.011357i,0.03476+0.05476i,0.033137+0.019819i,0.0010889+0.0044406i,-0.011205-0.011328i,-0.026247-0.037326i,-0.048049-0.042075i,-0.05594-0.016381i,-0.032586+0.020634i,0.0033122+0.033108i,0.020672+0.018142i,0.027378-0.0039592i,0.027985-0.027126i
-0.01691-0.0013962i,-0.079033-0.024509i,-0.22611-0.082717i,-0.36191-0.073772i,-0.27444+0.094726i,0.042502+0.29662i,0.32839+0.37868i,0.40085+0.39875i,0.31978+0.34792i,0.18764+0.17241i,0.048272+0.02912i,-0.023074+0.013965i,-0.010594+0.040245i,0.023085+0.055886i,0.065996+0.054532i,0.10294+0.031164i,0.10534+0.00050224i,0.071996-0.025006i,0.01758-0.027891i,-0.017078-0.0058524i,-0.013474+0.01277i,-2.8787e-05+0.011146i,0.0091574+0.0049025i
-0.0057767+0.0074381i,0.032856+0.043318i,0.14421+0.10282i,0.27732+0.09231i,0.27978-0.076285i,0.107-0.24146i,-0.060946-0.16867i,-0.034481+0.025793i,0.090979+0.10341i,0.12937+0.064333i,0.077984+0.015388i,0.0031588-0.0060499i,-0.057605-0.0038707i,-0.080051+0.014165i,-0.057296+0.046081i,-0.017429+0.056021i,-0.0009838+0.030962i,-0.00060538+0.0098848i,0.0078292-0.008662i,0.0099737-0.034701i,-0.002458-0.036029i,-0.0027166-0.0026487i,0.009537+0.026363i
0.00097191-0.0054232i,-0.014819-0.047857i,-0.029163-0.1703i,0.019609-0.35491i,0.14569-0.44565i,0.18464-0.35404i,0.051138-0.21657i,-0.09884-0.11828i,-0.12104-0.029154i,-0.051111+0.030161i,0.015741+0.032552i,0.053529+0.014186i,0.082367-0.012397i,0.079376-0.057501i,0.015447-0.078729i,-0.0573-0.054478i,-0.091526-0.033074i,-0.096459-0.038988i,-0.084069-0.032451i,-0.058663-0.0008685i,-0.043345+0.017984i,-0.056004+0.019516i,-0.068473+0.027241i
-0.02222-0.032942i,-0.030674-0.0077149i,0.049403+0.14212i,0.25275+0.35758i,0.42215+0.41661i,0.38923+0.22627i,0.14855+0.023563i,-0.12396-0.032097i,-0.26308-0.044539i,-0.23965-0.050034i,-0.13717-0.036877i,-0.055375-0.032768i,-0.011983-0.020357i,0.027741+0.007098i,0.070892+0.017072i,0.10918-0.00093708i,0.13794-0.027363i,0.13753-0.037233i,0.092379-0.031283i,0.037189-0.0254i,0.016415-0.030317i,0.023712-0.050052i,0.018944-0.072238i
0.059505+0.0067425i,0.092084-0.004038i,0.0044458-0.066198i,-0.25303-0.05252i,-0.44926+0.19212i,-0.31824+0.41486i,-0.044501+0.22247i,-0.03569-0.10533i,-0.12944-0.11556i,-0.053251-0.013018i,0.003438-0.022504i,-0.023915-0.011158i,-0.016567+0.039103i,-0.00045372+0.055455i,-0.02054+0.063839i,-0.055015+0.10168i,-0.073851+0.14786i,-0.068325+0.14719i,-0.04829+0.091899i,-0.024472+0.032075i,-0.0047275+0.0024623i,0.013172-0.0016107i,0.035234-0.0044544i
-0.055793-0.015889i,-0.1094-0.01108i,-0.095887+0.14271i,0.094793+0.45264i,0.33911+0.66071i,0.44013+0.61092i,0.44035+0.42847i,0.49063+0.25969i,0.48328+0.10033i,0.2851+0.013585i,0.096333+0.022247i,0.015942+0.00074564i,-0.061355-0.026703i,-0.096739+0.010055i,-0.052297+0.021095i,-0.017833-0.045795i,-0.044671-0.11653i,-0.078229-0.123i,-0.053015-0.078582i,0.003334-0.041108i,0.021865-0.024377i,0.0033802+0.00066781i,-0.0088385+0.024525i
0.040122+0.021246i,0.11344+0.049955i,0.10388+0.020732i,-0.15238+0.066058i,-0.48008+0.37776i,-0.46421+0.70427i,-0.17831+0.67892i,-0.10028+0.47233i,-0.16705+0.37679i,-0.08893+0.27752i,-0.018025+0.12193i,-0.033254+0.050868i,-0.035988+0.026262i,-0.052134-0.0063557i,-0.08658-0.0059356i,-0.098324+0.0087196i,-0.068474+0.0059682i,-0.0073321-0.015234i,0.022006-0.024339i,0.013482+0.0086311i,0.015745+0.036995i,0.020343+0.022833i,0.012014+0.0062874i
0.0050999-0.041125i,-0.071554-0.12143i,-0.22889-0.23591i,-0.39622-0.40636i,-0.47181-0.64564i,-0.48402-0.71344i,-0.46165-0.55502i,-0.48733-0.43636i,-0.56082-0.30346i,-0.41122-0.091728i,-0.11502-0.05962i,0.024797-0.14505i,0.077149-0.15248i,0.09919-0.14768i,0.049839-0.13883i,0.022148-0.10236i,0.049682-0.074586i,0.073805-0.060476i,0.065704-0.069969i,0.025949-0.087283i,-0.0078863-0.072909i,-0.0066055-0.047209i,0.011844-0.048058i
0.090812+0.090246i,0.26444+0.20819i,0.59629+0.2499i,0.86212+0.01085i,0.62626-0.30489i,0.033612-0.35647i,-0.23088-0.26307i,-0.081537-0.45141i,-0.043799-0.69831i,-0.13205-0.49098i,-0.057097-0.11627i,0.020106+0.068227i,-0.0069896+0.19514i,0.025125+0.2665i,0.082439+0.18939i,0.063697+0.073423i,0.00685+0.019261i,-0.022737+0.010419i,0.0032184+0.015239i,0.043562+0.024156i,0.057436+0.029057i,0.058424+0.025919i,0.060985+0.015965i
-0.1988+0.12452i,-0.38712+0.20179i,-0.72739+0.39213i,-1.025+0.89248i,-0.93222+1.4868i,-0.44155+1.502i,0.018791+0.92672i,0.23127+0.39475i,0.2494+0.10521i,0.14598-0.0068397i,0.062811-0.024857i,0.022422-0.10744i,-0.085483-0.19202i,-0.19402-0.13504i,-0.18373-0.020427i,-0.10785+0.014689i,-0.063788-0.042234i,-0.04392-0.08385i,-0.0025312-0.060377i,0.020751-0.026923i,0.0070839+0.0046656i,0.011989+0.034395i,0.05026+0.034455i
-2.2115+4.8633i,-2.3416+3.132i,0.67651+3.5679i,3.1687+2.138i,3.3715-0.22039i,1.3896-2.1915i,-0.79574-1.8382i,-1.2322-0.22318i,-0.33579+0.93931i,0.79488+1.024i,1.0282+0.25502i,0.4239-0.33181i,-0.30886-0.29863i,-0.83964+0.16947i,-0.80713+0.57843i,-0.40855+0.56634i,-0.064295+0.25214i,0.019953-0.11958i,-0.16033-0.33072i,-0.32709-0.29082i,-0.27517-0.16122i,-0.11069-0.053441i,0.029318+0.0076104i
-0.093984+0.11171i,-0.14328+0.038413i,-0.26452-0.22855i,-0.44404-0.47627i,-0.44122-0.31527i,-0.28824+0.017025i,-0.23018+0.049549i,-0.3057-0.18619i,-0.38485-0.31362i,-0.27133-0.17243i,-0.042862-0.032113i,0.053473-0.00013937i,0.048342+0.059695i,0.050468+0.094602i,0.026018+0.071605i,-0.0076831+0.060021i,-0.013066+0.059419i,0.0078539+0.058769i,0.042201+0.025882i,0.038653-0.01708i,0.016434-0.0019385i,0.039553+0.021523i,0.069548-0.012655i
0.072796+0.095656i,0.19437+0.30185i,0.43421+0.6677i,0.76547+1.0011i,0.95966+0.93199i,0.78607+0.49772i,0.39934+0.1539i,0.12863+0.028316i,0.0077678-0.015732i,-0.031903-0.011396i,-0.028913-0.0046936i,-0.05592-0.0035519i,-0.10312+0.041115i,-0.10543+0.11513i,-0.073271+0.15785i,-0.055192+0.15349i,-0.073324+0.12433i,-0.088437+0.07595i,-0.062623+0.019575i,-0.019904-0.0076303i,0.013007-0.00093478i,0.025599+0.014966i,0.033921+0.02253i
0.048511-0.058557i,0.024291-0.26434i,-0.13502-0.62424i,-0.45018-0.85085i,-0.69644-0.56956i,-0.63252-0.020651i,-0.40918+0.20998i,-0.29419+0.22367i,-0.18956+0.30653i,-0.030807+0.2637i,0.03126+0.12725i,0.040764+0.098195i,0.07921+0.092463i,0.08191+0.041472i,0.033571-0.0040079i,-0.017422-0.025881i,-0.035579-0.059592i,-0.037477-0.11115i,-0.051584-0.13215i,-0.056499-0.10505i,-0.03772-0.069031i,-0.026272-0.051583i,-0.046045-0.026068i
-0.014033+0.046524i,-0.040939+0.24538i,-0.10182+0.64686i,-0.069895+1.021i,0.11009+0.93915i,0.1975+0.47018i,0.080709+0.14599i,0.025764+0.11154i,0.087058+0.075159i,0.077744-0.032971i,0.012553-0.057543i,0.016057+0.0013227i,0.075444+0.032617i,0.11145+0.026942i,0.11876+0.027511i,0.10961+0.03916i,0.079458+0.058i,0.03676+0.070974i,-0.0062689+0.067549i,-0.028196+0.05323i,-0.019681+0.028055i,-0.011764-0.005715i,-0.022741-0.029738i
-0.019807-0.038202i,0.093242-0.19194i,0.39723-0.58253i,0.68831-1.0912i,0.66369-1.2547i,0.40665-0.89054i,0.23864-0.34492i,0.2024-0.013818i,0.17789+0.010033i,0.11511-0.086127i,0.017963-0.13057i,-0.062255-0.12132i,-0.11121-0.10667i,-0.12162-0.084063i,-0.069761-0.054924i,-0.014398-0.046108i,-0.011114-0.02807i,-0.025184+0.018851i,-0.02646+0.041583i,-0.033467+0.02562i,-0.052219+0.021862i,-0.047253+0.044394i,-0.010382+0.051284i
-0.031511+0.041321i,-0.19218+0.087468i,-0.51045+0.18607i,-0.7687+0.25442i,-0.65315+0.13016i,-0.33513-0.11213i,-0.1825-0.21288i,-0.13734-0.15135i,-0.068448-0.075733i,-0.033396-0.036327i,-0.039372-0.012365i,-0.033007+0.004915i,-0.0042301+0.0078971i,0.010321-0.0071904i,-0.013012-0.017765i,-0.04528-0.0069712i,-0.053754+0.0068125i,-0.039391+0.013354i,-0.013051+0.027593i,0.016832+0.044519i,0.038496+0.040983i,0.037011+0.013861i,0.0055966-0.0034665i
0.058444+0.0077387i,0.21285+0.041845i,0.51627+0.087681i,0.78839+0.12032i,0.72238+0.15979i,0.37808+0.14017i,0.057263+0.0021189i,-0.10602-0.13611i,-0.12446-0.13051i,-0.064619-0.026378i,-0.0016961+0.042566i,0.038809+0.047042i,0.062774+0.018762i,0.063571-0.0039469i,0.036311-0.0071807i,0.0088248+0.015632i,0.0057674+0.057031i,0.020292+0.0786i,0.043154+0.062215i,0.060439+0.024567i,0.058294-0.013596i,0.041789-0.038899i,0.027162-0.055656i
-0.020852-0.053115i,-0.10911-0.14437i,-0.30917-0.20579i,-0.46946-0.089027i,-0.31022+0.1803i,0.13127+0.32402i,0.48744+0.17781i,0.52574-0.033249i,0.32247-0.11564i,0.099138-0.084904i,0.0076949-0.01676i,-0.0059896+0.016768i,-0.033905+0.039699i,-0.044842+0.063748i,-0.020792+0.055479i,0.011064+0.039319i,0.040731+0.033388i,0.042767+0.034878i,0.014321+0.033848i,-0.014749+0.019336i,-0.026782+0.017486i,-0.012241+0.033146i,0.016151+0.03611i
-0.031809+0.050058i,-0.03741+0.13901i,0.012405+0.24194i,0.077379+0.26238i,0.045268+0.15272i,-0.053454+0.036357i,-0.070604+0.044061i,0.023292+0.10603i,0.10365+0.11589i,0.09633+0.072226i,0.049224+0.018744i,0.0062156-0.015496i,-0.022939-0.02887i,-0.045424-0.034987i,-0.054478-0.027594i,-0.033375-0.018745i,0.0015536-0.033358i,0.029986-0.050109i,0.038619-0.042172i,0.021118-0.020013i,-0.00064396-0.0080354i,-0.015663-0.0035912i,-0.023775+0.020547i
0.021648+0.0026578i,0.03852-0.011728i,0.035046-0.057795i,0.0091212-0.18657i,-0.087703-0.35934i,-0.31848-0.34299i,-0.52671-0.029989i,-0.46774+0.2555i,-0.21678+0.23482i,-0.055274+0.080964i,-0.02106+0.018296i,0.0024319+0.02296i,0.039213+0.019978i,0.062234+0.011969i,0.062905+0.0078248i,0.038454-0.0022057i,0.00051554-0.010206i,-0.025958-0.023583i,-0.02926-0.035465i,-0.0072441-0.023581i,0.015876-0.0058459i,0.01119-0.00299i,-0.0098976-0.0088612i
0.016842-0.011649i,0.067808-0.029693i,0.15678-0.10696i,0.18255-0.23497i,0.082941-0.29837i,-0.0052955-0.24063i,0.0093337-0.13714i,0.020207-0.055903i,-0.014546-0.0010032i,-0.01215+0.0044254i,0.01674-0.026126i,0.028855-0.036896i,0.037286-0.031763i,0.040256-0.043496i,0.021299-0.064707i,-0.017742-0.057521i,-0.049115-0.0088556i,-0.051554+0.04183i,-0.03956+0.043903i,-0.030027+0.0081965i,-0.017315-0.016474i,0.0082287-0.021432i,0.02724-0.027729i
-0.034809-0.014353i,-0.14325-0.034657i,-0.3268+0.042768i,-0.396+0.26447i,-0.14592+0.38586i,0.17791+0.1441i,0.23633-0.26483i,0.13376-0.41091i,0.086949-0.28675i,0.057928-0.16729i,-0.012188-0.097623i,-0.051156-0.036346i,-0.054658-0.00038668i,-0.062271+0.030947i,-0.051199+0.061614i,-0.014714+0.063406i,0.017138+0.039615i,0.032042+0.019846i,0.027438+0.021041i,0.003036+0.031176i,-0.024475+0.033972i,-0.034059+0.027402i,-0.024481+0.022515i
0.021919+0.050934i,0.12808+0.14239i,0.36861+0.23743i,0.58969+0.25783i,0.51807+0.27428i,0.23739+0.36166i,0.050757+0.42667i,0.023196+0.31036i,0.025493+0.094833i,0.0052752+0.019073i,0.003891+0.062485i,0.010789+0.067628i,-0.00034455+0.032119i,0.011781+0.0041248i,0.042408-0.023118i,0.043737-0.052589i,0.016923-0.068495i,-0.0058799-0.06019i,0.0025205-0.034546i,0.030379-0.0098167i,0.041111+0.0058667i,0.026635+0.02049i,0.0085401+0.028421i
-0.0040135-0.053895i,-0.068806-0.19516i,-0.26306-0.44215i,-0.51081-0.63405i,-0.50912-0.58476i,-0.16779-0.37775i,0.15506-0.27029i,0.1503-0.21011i,0.007009-0.053447i,-0.018017+0.064459i,0.018287+0.058994i,0.027325+0.0356i,0.025652+0.034129i,0.0047012+0.017278i,-0.043353+0.0035982i,-0.069959+0.031601i,-0.052575+0.071795i,-0.028794+0.083093i,-0.018251+0.064218i,-0.0076434+0.029412i,0.0076658-0.0011968i,0.018389-0.0236i,0.013452-0.036378i
-5.1441e-05+0.041341i,-0.00058047+0.15141i,0.011725+0.32336i,-0.0018042+0.38686i,-0.13146+0.15464i,-0.39713-0.20555i,-0.6121-0.28369i,-0.49856-0.097287i,-0.19744+0.035988i,-0.053224+0.023349i,-0.05164-0.017678i,-0.043644-0.032005i,-0.018003-0.039285i,0.00014373-0.016299i,0.028546+0.035352i,0.073795+0.061316i,0.10365+0.051417i,0.10113+0.034014i,0.0714+0.018054i,0.025713+0.0070982i,-0.0087797+0.0015947i,-0.021991-0.0033474i,-0.023215-0.0011395i
-0.0055644-0.031122i,0.02257-0.10452i,0.1401-0.22623i,0.37125-0.36925i,0.56146-0.40327i,0.56927-0.14095i,0.53766+0.23338i,0.50023+0.31078i,0.31546+0.11704i,0.095435-0.0068478i,0.0052407-0.0016677i,-0.013268+0.013802i,-0.02443+0.019777i,-0.017054+0.00010803i,-0.0083056-0.053042i,-0.026367-0.094182i,-0.05051-0.094563i,-0.052987-0.075887i,-0.043527-0.051585i,-0.029724-0.023664i,-0.014185-0.0029934i,-0.0026501+0.0083604i,0.0050188+0.01179i
0.017159+0.027021i,0.021315+0.075291i,0.0011197+0.10324i,-0.056044+0.088i,-0.046995+0.039655i,0.096276-0.086547i,0.23183-0.23433i,0.249-0.2567i,0.19348-0.18777i,0.13272-0.13317i,0.089974-0.08936i,0.077885-0.0505i,0.072185-0.032422i,0.035293-0.015853i,-0.014606+0.013591i,-0.042991+0.042811i,-0.046117+0.055506i,-0.034231+0.051409i,-0.010639+0.033785i,0.0070405+0.0077819i,0.0079283-0.007726i,0.0046346-0.0084219i,0.0051486-0.0077062i
-0.026999-0.028564i,-0.058188-0.054642i,-0.10289+0.034808i,-0.094375+0.31152i,-0.040835+0.58895i,-0.082229+0.58496i,-0.28575+0.32354i,-0.44858+0.10217i,-0.3612+0.037852i,-0.18057+0.01826i,-0.10108+0.0052159i,-0.083034+0.0033177i,-0.067262+0.0023398i,-0.030962+0.01277i,0.022179+0.015446i,0.05667-0.0028156i,0.060112-0.015425i,0.049325-0.0075428i,0.033187+0.0029143i,0.021666+0.0077507i,0.021467+0.0082419i,0.0216+0.0042462i,0.015941+0.0048386i
0.013921+0.02671i,0.048096+0.09126i,0.087001+0.1665i,0.091578+0.21978i,0.040364+0.23082i,-0.06273+0.15872i,-0.17092+0.10503i,-0.21072+0.15319i,-0.16006+0.1954i,-0.073766+0.16872i,-0.01805+0.12091i,0.0013236+0.098334i,0.016562+0.081882i,0.02482+0.036565i,0.0042272-0.0068118i,-0.022123-0.01121i,-0.018962+0.000692i,0.0018734+0.00043796i,0.018204-0.0034254i,0.023136-0.0058193i,0.011248-0.011721i,-0.0070572-0.012i,-0.017131-0.0045813i
-0.010338-0.021958i,-0.025752-0.10578i,-0.032683-0.26774i,-0.07159-0.47789i,-0.14713-0.56435i,-0.094468-0.39638i,0.13076-0.20259i,0.25172-0.14966i,0.15556-0.094619i,0.065101-0.027042i,0.049713-0.044684i,0.030116-0.083388i,0.0086979-0.081335i,-0.021557-0.052014i,-0.038244-0.004941i,-0.014901+0.025804i,0.00064575+0.016668i,-0.016836-0.0064781i,-0.041383-0.015897i,-0.054315-0.0059651i,-0.047159+0.018129i,-0.025137+0.033921i,-0.0092849+0.025977i
0.0078532+0.017473i,-0.010127+0.024742i,-0.13277-0.035825i,-0.36954-0.18157i,-0.50483-0.33102i,-0.39558-0.3649i,-0.16125-0.27715i,0.056802-0.19363i,0.16796-0.16422i,0.12583-0.14283i,0.026275-0.085633i,-0.02456-0.026688i,-0.039451+0.003812i,-0.022826+0.024947i,0.011253+0.01849i,0.0088641-0.0043452i,-0.0209+0.0062269i,-0.034431+0.040719i,-0.023236+0.058436i,-0.0044781+0.049645i,0.0093481+0.025259i,0.016687-0.0011638i,0.016807-0.015528i
-0.016633-0.012607i,-0.022921+0.01068i,0.056331+0.12565i,0.27696+0.28302i,0.44129+0.32582i,0.34655+0.27413i,0.12338+0.26154i,0.018993+0.19963i,0.0062839+0.023177i,-0.021776-0.052279i,-9.2352e-05+0.010472i,0.058752+0.041473i,0.074268+0.020674i,0.057061-0.014804i,0.022398-0.043343i,-0.0081274-0.030291i,0.0010984-0.00073459i,0.032524+0.0073126i,0.045124+0.00039265i,0.035694-0.012164i,0.014862-0.021434i,-0.0047093-0.018791i,-0.007984-0.01184i
0.032948+0.0074784i,0.11086+0.00076413i,0.26064-0.074026i,0.44199-0.21247i,0.53885-0.31009i,0.41724-0.3121i,0.16742-0.21827i,-0.0024842-0.034218i,-0.046984+0.10734i,-0.040033+0.11166i,-0.029372+0.054326i,-0.021987+0.0029686i,-0.014945-0.025708i,-0.017126-0.023152i,-0.024288-0.00021536i,-0.019626+0.012513i,-0.01254-0.0004665i,-0.0094545-0.015415i,0.0010698-0.015837i,0.012079-0.013729i,0.016002-0.013061i,0.013872-0.0099124i,0.0025984-0.0026932i
-0.03269-0.010743i,-0.10523-0.018637i,-0.21705+0.018713i,-0.29283+0.12091i,-0.24596+0.21215i,-0.10999+0.17547i,-0.035617+0.022149i,-0.066252-0.072766i,-0.10108-0.012034i,-0.071541+0.064018i,-0.043956+0.05688i,-0.052197+0.045818i,-0.049909+0.053799i,-0.029997+0.053158i,-0.00026195+0.051652i,0.031118+0.040804i,0.040557+0.022096i,0.027664+0.011721i,0.0098691+0.0027819i,-0.0043153-0.00010622i,-0.010124+0.005816i,-0.0074738+0.012i,0.0021898+0.0154i
0.028165+0.012597i,0.067749+0.046214i,0.064999+0.10955i,-0.026686+0.21939i,-0.11228+0.29591i,-0.067232+0.2184i,0.0068881+0.072887i,-0.0088449+0.027451i,0.0013883+0.035412i,0.044669-0.019813i,0.027556-0.0654i,0.0029926-0.034159i,0.014542+0.014366i,0.035873+0.030934i,0.051437+0.0030482i,0.039725-0.042048i,0.012344-0.054867i,-0.00078839-0.037614i,-0.0068678-0.015276i,-0.0068833+0.0069567i,0.0065607+0.02177i,0.021157+0.019514i,0.018297+0.0022902i
-0.032683-0.009416i,-0.075902-0.012706i,-0.10516+0.011553i,-0.089476+0.055143i,-0.09348+0.1018i,-0.12142+0.17732i,-0.061198+0.23603i,0.073485+0.1587i,0.11881-0.010291i,0.046434-0.083232i,-0.0031983-0.037406i,0.015738-0.0073945i,0.030274-0.039126i,0.0030353-0.075937i,-0.053457-0.072959i,-0.095273-0.021779i,-0.090098+0.029401i,-0.059294+0.036665i,-0.031706+0.019192i,-0.015543-0.0056173i,-0.01479-0.030025i,-0.02485-0.035103i,-0.027987-0.014691i
0.032922+0.0020579i,0.086283-0.031122i,0.12133-0.15639i,0.064026-0.34702i,-0.035627-0.42464i,-0.070599-0.31394i,-0.035495-0.18309i,0.00042903-0.1488i,0.0040549-0.12288i,0.018199-0.050724i,0.047818-0.016333i,0.034333-0.039448i,-0.022187-0.046334i,-0.056992-0.0050123i,-0.029162+0.056682i,0.035811+0.082066i,0.069325+0.058084i,0.050772+0.029036i,0.021519+0.017684i,-0.00036045+0.017047i,-0.020259+0.024567i,-0.024693+0.033644i,-0.0068672+0.025807i
-0.03928-0.002786i,-0.1145-0.0031263i,-0.20059+0.0002099i,-0.23062-0.028668i,-0.1875-0.10291i,-0.12351-0.14922i,-0.11628-0.13779i,-0.15818-0.074673i,-0.16231+0.032336i,-0.098924+0.079833i,-0.056122+0.04689i,-0.061549+0.041603i,-0.036988+0.071421i,0.022598+0.055658i,0.05634-0.01327i,0.038608-0.07811i,0.00045991-0.091418i,-0.014594-0.057418i,-0.0026491-0.018973i,0.017446-0.0026986i,0.035132-0.002829i,0.040761-0.01231i,0.023199-0.023075i
0.040619+0.0077667i,0.11674+0.017572i,0.22182+0.032935i,0.30208+0.049338i,0.31169+0.021135i,0.2094-0.049646i,0.089446-0.02593i,0.088796+0.098752i,0.14077+0.13841i,0.10888+0.072064i,0.046948+0.031704i,0.050458+0.024077i,0.074273-0.001292i,0.048491-0.020669i,-0.010249-0.0080177i,-0.050072+0.029201i,-0.046352+0.061353i,-0.016779+0.056813i,0.0011805+0.026301i,-0.0032355+0.0035166i,-0.014148-0.004281i,-0.020289-0.0037409i,-0.019387+0.0053124i
-0.036117-0.0017651i,-0.075645+0.001424i,-0.061245+0.014737i,0.060999+0.023129i,0.18283+0.04728i,0.20466+0.10924i,0.20038+0.14726i,0.19595+0.055431i,0.10669-0.095023i,-0.0054665-0.11083i,-0.027609-0.045993i,-0.021906-0.040832i,-0.044312-0.057122i,-0.043498-0.04375i,-0.015877-0.01876i,0.016647-0.0023248i,0.042177-0.0055394i,0.037083-0.014125i,0.015543-0.0072979i,0.0097188+0.0059688i,0.019637+0.013893i,0.029921+0.014244i,0.034662+0.0052708i
0.036496-0.0037409i,0.081365-0.010725i,0.093653-0.015407i,0.041857+0.0056418i,0.0068562+0.007083i,0.019416-0.069173i,-0.01472-0.17094i,-0.098117-0.15723i,-0.099623-0.040578i,-0.022733+0.016688i,0.014654+0.0096052i,0.0034788+0.024811i,-0.014054+0.052453i,-0.028609+0.056675i,-0.029432+0.044529i,-0.029621+0.025724i,-0.044338+0.014255i,-0.046271+0.01761i,-0.021385+0.012449i,-0.0016701-0.0087085i,-0.0058587-0.026726i,-0.01833-0.032169i,-0.027436-0.02714i
-0.039618+0.0087304i,-0.10132+0.034559i,-0.16739+0.093247i,-0.19931+0.17217i,-0.21743+0.22689i,-0.2485+0.19634i,-0.28963+0.12744i,-0.26829+0.08821i,-0.15436+0.054013i,-0.057843+0.0051636i,-0.033384-0.016042i,-0.01122-0.0023487i,0.033725+0.011543i,0.067188+0.014784i,0.078858+0.0007533i,0.074105-0.012746i,0.063979-0.0038429i,0.050606+0.0038659i,0.02139+0.001214i,-0.008344+0.008896i,-0.018227+0.023696i,-0.016694+0.035189i,-0.0085492+0.042584i
