-0.00018709+0.00089701i,0.00019882+0.00092406i,-0.0011498+0.00017331i,-0.0017283-6.6009e-05i,-0.0018809+0.0010695i,-0.001663+0.002134i,-0.00059882+0.0024251i,0.0010057+0.0016248i,0.0023637+0.00066898i,0.0013308+0.00068881i,6.2497e-05+0.00013183i,-8.2051e-06-0.00082653i,-0.0003443-0.0010609i,-0.00044315-0.00063642i,0.00026716-4.3802e-05i,9.723e-05+0.00067055i,2.8975e-05+0.00073843i,0.00046038+0.00063294i,-9.2258e-05+0.0005386i,-0.0010525-0.00014017i,-0.001297-0.00096511i,-0.00029577-0.0014821i,0.00029891-0.0010078i
-0.1009-0.020954i,-0.213-0.025257i,-0.37282-0.072345i,-0.52668-0.13207i,-0.53825-0.069097i,-0.38263+0.07671i,-0.21486+0.12095i,-0.13019+0.091119i,-0.065595+0.077908i,0.0066019+0.050924i,0.050327+0.0006813i,0.048724-0.04823i,0.01058-0.062231i,-0.0093151-0.038973i,0.0013253-0.023208i,0.0035882-0.015801i,0.003123-0.0057664i,0.0054256-0.0034842i,0.0019332-0.0036173i,0.0014834+0.00041881i,0.0033396+0.0038839i,0.0030051-0.0008026i,0.0032088-0.0067212i
-0.070626-0.003127i,-0.049872+0.033761i,0.097906+0.097684i,0.30395+0.11878i,0.35875+0.066483i,0.19432+0.024562i,0.010364+0.063331i,-0.019521+0.10503i,0.026519+0.086509i,0.032397+0.064462i,0.014153+0.066649i,0.012616+0.064918i,0.021544+0.04809i,0.016354+0.025963i,-0.0021044+0.0083139i,-0.017862-0.00077885i,-0.021192-0.00049335i,-0.010032+0.0024407i,0.00049767-0.000572i,-0.0028147-0.0031806i,-0.013083-0.0023828i,-0.021134-0.0036737i,-0.023109-0.01036i
-0.056547+0.040823i,-0.091649+0.16268i,-0.09058+0.35481i,-0.060435+0.49885i,-0.025276+0.45744i,0.045242+0.28208i,0.11326+0.10582i,0.089322-0.01339i,-0.0093795-0.058568i,-0.08112-0.036074i,-0.080351-0.0011457i,-0.057699+0.0015731i,-0.04919-0.0020063i,-0.036329+0.01621i,-0.01441+0.037116i,0.0064396+0.034154i,0.015199+0.014467i,0.014927+0.0072455i,0.022193+0.013903i,0.030816+0.010502i,0.032794-0.00031997i,0.030091-0.0038985i,0.020186-0.0027963i
0.011168-0.061195i,0.054246-0.2271i,0.081201-0.50797i,0.01511-0.70791i,-0.074014-0.6109i,-0.089005-0.32096i,-0.036295-0.097334i,0.034441-0.015231i,0.085532-0.030172i,0.084137-0.078333i,0.045659-0.075245i,0.028645-0.020602i,0.036176+0.01102i,0.027068-0.0079327i,0.00077974-0.028052i,-0.011802-0.018387i,-0.0061402-0.010671i,-0.0088643-0.024327i,-0.020829-0.030839i,-0.02021-0.017493i,-0.012442-0.0050215i,-0.011144+0.00095332i,-0.0070061+0.011803i
-7.9345e-05+0.024308i,-0.089425+0.072702i,-0.18435+0.20652i,-0.11071+0.33005i,0.068716+0.26198i,0.11911+0.028872i,0.021118-0.1444i,-0.058566-0.14111i,-0.037211-0.039161i,0.0359+0.032951i,0.069263+0.017736i,0.036394-0.015976i,0.011916+1.1666e-05i,0.038728+0.025385i,0.071272+0.010009i,0.057027-0.021263i,0.013029-0.011436i,-0.0055379+0.026105i,-4.8572e-05+0.033251i,-0.0042744+0.011227i,-0.014908-0.0056337i,-0.012588-0.015973i,7.5165e-05-0.025162i
0.018255-0.063794i,-0.0028632-0.042852i,-0.078262+0.097951i,-0.18189+0.26373i,-0.22658+0.22293i,-0.22657-0.013216i,-0.274-0.13422i,-0.28398-0.052875i,-0.2131+0.02485i,-0.1869+0.039625i,-0.18919+0.073745i,-0.1249+0.095112i,-0.045202+0.048489i,-0.040161-0.0044466i,-0.074971+0.0083715i,-0.063808+0.045881i,-0.018314+0.040003i,0.00624+0.012457i,0.0066628+0.0077453i,0.011915+0.019201i,0.023784+0.023531i,0.020758+0.020208i,-0.0030401+0.018323i
0.0068557+0.02103i,0.083774+0.005142i,0.24296-0.14219i,0.34327-0.39813i,0.22089-0.42723i,0.047318-0.068219i,0.099496+0.23882i,0.1852+0.19468i,0.12876+0.029722i,0.062623-0.066764i,0.035693-0.08426i,0.039222-0.053165i,0.046442-0.037501i,0.028695-0.03867i,0.011654-0.044655i,-0.0057749-0.056334i,-0.023523-0.046482i,-0.029588-0.024605i,-0.02675-0.013009i,-0.017563-0.0058942i,-0.0074529-0.0019842i,0.0018817-0.0032329i,0.012634-0.010184i
-0.030039-0.042065i,-0.024386-0.04977i,0.050972-0.010285i,0.16186+0.07058i,0.21634+0.05591i,0.10239-0.16128i,-0.17941-0.31375i,-0.31108-0.18038i,-0.15689-0.00569i,0.0042258+0.036033i,0.047275+0.044418i,0.046322+0.053895i,0.039594+0.051683i,0.025421+0.036485i,-0.016136+0.019099i,-0.054261+0.020013i,-0.049862+0.014546i,-0.025605-0.0011897i,-0.0079357-0.010269i,-0.0038586-0.017657i,-0.0088773-0.018661i,-0.0068463-0.016967i,-0.0031792-0.019621i
-0.30627+0.10175i,-0.57024+0.33574i,-0.74078+0.59739i,-0.73555+0.71165i,-0.55669+0.71759i,-0.21253+0.73484i,0.16914+0.66077i,0.34674+0.4303i,0.25219+0.20862i,0.085549+0.13616i,0.022711+0.1151i,0.0030091+0.044187i,-0.03739+0.013303i,-0.028057+0.069236i,0.043432+0.11331i,0.091157+0.088591i,0.069437+0.053159i,0.04567+0.052137i,0.062969+0.043197i,0.06937+0.0016931i,0.039774-0.035988i,0.0037026-0.045548i,-0.0093002-0.027599i
-0.076162-0.058202i,0.10161-0.0059904i,0.49428-0.0063412i,0.72842-0.15641i,0.46778-0.34354i,-0.068375-0.36604i,-0.40658-0.24357i,-0.41799-0.11454i,-0.29585-0.067024i,-0.23697-0.068118i,-0.23794+0.0090477i,-0.14226+0.11811i,-0.0040155+0.089443i,0.01386-0.0068776i,-0.033058-0.0253i,-0.040225+0.010697i,-0.013786+0.019546i,-0.0026513-0.0064406i,-0.0090618-0.011944i,0.0046887+0.011194i,0.024213+0.024171i,0.012264+0.020848i,-0.014935+0.011042i
-1.6438+8.9639i,-0.080202+9.2812i,3.9803+7.7903i,5.9733+3.2843i,4.9932-0.73082i,2.0938-2.3964i,-0.090645-1.4758i,-0.26424-0.12254i,0.62832+0.4022i,1.4184+0.10061i,1.287-0.52394i,0.5385-0.82764i,-0.20401-0.86428i,-0.8248-0.89372i,-0.95891-0.70185i,-0.31866-0.1107i,0.42706+0.25503i,0.48844+0.21772i,0.17919+0.23136i,0.036522+0.21971i,-0.11215+0.09922i,-0.25529+0.13577i,-0.12777+0.21109i
-0.046865-0.00099521i,-0.083755+0.033638i,-0.22489+0.040181i,-0.53275+0.093225i,-0.66054+0.30672i,-0.28069+0.54635i,0.26502+0.50939i,0.47545+0.24591i,0.33492+0.090511i,0.18211+0.091866i,0.1426+0.045612i,0.086399-0.054989i,-0.0011603-0.067927i,-0.02903-0.00014537i,-0.0012149+0.036711i,0.019162+0.023545i,0.021506+0.0095406i,0.03574-0.006782i,0.042882-0.039649i,0.013357-0.056802i,-0.02538-0.037774i,-0.03956-0.0052118i,-0.033452+0.018176i
0.12417+0.05172i,0.20774-0.0078763i,0.23259-0.1053i,0.24272-0.16853i,0.28418-0.17277i,0.32592-0.11936i,0.36846-0.11085i,0.26694-0.21932i,0.0028663-0.24873i,-0.14876-0.13258i,-0.1471-0.042117i,-0.10165-0.0035899i,-0.036899+0.0012711i,0.0086093-0.015608i,0.043026-0.017869i,0.065103-0.021323i,0.046541-0.024348i,0.0068104-0.02396i,-0.026073-0.01136i,-0.031111+0.020867i,-0.016791+0.042423i,-0.0094734+0.040003i,-0.011697+0.019288i
0.24729+0.029893i,0.53939-0.051533i,0.75939-0.17784i,0.73286-0.23253i,0.50609-0.1708i,0.26583-0.092915i,0.087111-0.045938i,-0.032708-0.012632i,-0.058566+0.011845i,0.0085032-0.0042329i,0.077587-0.065147i,0.074562-0.089577i,0.049247-0.05088i,0.049688-0.026074i,0.050472-0.022648i,0.049172-0.0020483i,0.047647+0.01497i,0.028369+0.018413i,0.013126+0.023316i,0.016658+0.020201i,0.011494+0.013559i,-0.0035941+0.025218i,-0.0068813+0.037019i
0.019935-0.047911i,-0.18397-0.22694i,-0.62815-0.39787i,-0.96768-0.32802i,-0.83246-0.1102i,-0.42263-0.021471i,-0.13996-0.043183i,-0.0047321-0.03963i,0.076231-0.010736i,0.13122+0.027941i,0.15728+0.021403i,0.10108-0.01987i,0.020941-0.0059872i,1.3199e-05+0.025014i,0.0079628+0.028027i,0.021414+0.023042i,0.039154+0.010343i,0.050224-2.9983e-06i,0.049842+0.0010155i,0.037057+0.0060888i,0.024164+0.015235i,0.0252+0.024182i,0.030059+0.028775i
0.13976+0.09837i,0.29319+0.26118i,0.46184+0.42376i,0.52081+0.37527i,0.41014+0.15695i,0.29351+0.046594i,0.31397+0.012681i,0.28144-0.091287i,0.093452-0.12145i,-0.041934-0.043248i,-0.069141+0.0021576i,-0.063608+0.018096i,-0.036412+0.023633i,-0.011531+0.003777i,-0.00071262-0.021737i,0.00058052-0.035383i,-0.0011275-0.028427i,0.0027137-0.020109i,0.0036834-0.018687i,0.001859-0.0099122i,0.0027282-0.0060823i,0.0045905-0.0099484i,0.0038149-0.015007i
0.081542-0.14635i,0.11862-0.37119i,0.13787-0.58413i,0.17428-0.53833i,0.24357-0.25864i,0.30853-0.067581i,0.30108-0.051403i,0.20943-0.075374i,0.094392-0.090231i,0.0096236-0.099897i,-0.020175-0.10278i,-0.021625-0.1034i,-0.027493-0.087274i,-0.013556-0.060876i,0.018678-0.055645i,0.026248-0.060691i,0.0018033-0.044374i,-0.030541-0.01744i,-0.049423-0.00044845i,-0.050195+0.0085967i,-0.041801+0.019398i,-0.027448+0.027326i,-0.0098088+0.02155i
0.018513-0.017247i,-0.080032+0.037578i,-0.3085+0.17766i,-0.48074+0.31035i,-0.39275+0.29644i,-0.16778+0.18185i,-0.050699+0.11932i,-0.015199+0.13658i,0.059607+0.11872i,0.12593+0.02979i,0.11848-0.055091i,0.050751-0.080384i,-0.0056464-0.037083i,-0.0098474+0.013145i,-0.00098759+0.032595i,0.0049404+0.040576i,0.014958+0.034772i,0.019542+0.016266i,0.01652-0.0032868i,0.0061878-0.0123i,-0.0055004-0.0023621i,-0.0084141+0.01014i,-0.0023213+0.010577i
0.065298-0.051252i,0.10969-0.15342i,0.093276-0.25282i,0.016924-0.27145i,-0.026557-0.22671i,-0.014195-0.16928i,0.030813-0.10296i,0.068852-0.054393i,0.05208-0.01779i,0.012791+0.028459i,-0.0080823+0.050648i,-0.009704+0.033573i,-0.0078739-0.00079954i,-0.014599-0.010488i,-0.011882+0.010821i,0.0095501+0.025769i,0.026196+0.017061i,0.01866-0.0012469i,-0.00046418-0.0036599i,-0.005101+0.0042642i,0.001626+0.0041161i,0.0035747+0.005753i,0.0004711+0.013834i
0.057637+0.10769i,0.19313+0.20098i,0.40795+0.1984i,0.54039+0.036075i,0.41515-0.10952i,0.18652-0.092007i,0.07811-0.028918i,0.023521-0.027765i,-0.046723-0.026856i,-0.061343-0.0070274i,-0.020711-0.0044164i,0.013755-0.0099509i,0.014582-0.020503i,-0.0056374-0.027315i,-0.016555-0.020922i,-0.020031-0.0070895i,-0.018336+0.012891i,-0.0012877+0.025897i,0.012865+0.026212i,0.014991+0.01982i,0.016206+0.0045569i,0.014594-0.009686i,0.0089642-0.013095i
0.032429-0.0004274i,0.015611-0.12409i,-0.16623-0.28301i,-0.39324-0.2322i,-0.34379-0.01699i,-0.12125+0.041796i,-0.074025-0.030982i,-0.11246-0.01837i,-0.051657+0.013127i,0.019112-0.02068i,0.034072-0.055311i,0.025344-0.053087i,0.022403-0.020688i,0.030075-0.0029087i,0.026126-0.010542i,0.011605-0.015173i,0.0015477-0.019633i,-0.0066789-0.027768i,-0.016533-0.030682i,-0.026571-0.021333i,-0.028478-0.001964i,-0.018584+0.011812i,-0.0055223+0.016552i
-0.06757+0.10827i,-0.12929+0.31332i,-0.1098+0.56929i,0.013728+0.60765i,0.067331+0.36366i,0.0035678+0.1322i,-0.021871+0.055541i,0.0031131+0.021249i,0.0084083+0.01349i,0.013901+0.038564i,0.013601+0.045243i,-0.0067008+0.036298i,-0.012581+0.027149i,-0.0018352+0.015362i,-0.0028952+0.005639i,-0.012137-0.00034053i,-0.020505-0.002915i,-0.025462+0.0035059i,-0.018801+0.011424i,-0.0076857+0.0064775i,-0.0047213-0.002892i,-0.0046496-0.005039i,-0.0046943-0.0075318i
0.1-0.058014i,0.28994-0.23852i,0.49289-0.56177i,0.4705-0.77527i,0.24424-0.60716i,0.12585-0.25726i,0.16032-0.092361i,0.14675-0.076332i,0.059379-0.041205i,-0.012501+0.0027671i,-0.033107+0.025571i,-0.013254+0.021682i,-0.0065762-0.004178i,-0.020175-0.015759i,-0.014621-0.011673i,0.0058194-0.0075033i,0.022-0.00095755i,0.026516-0.0033103i,0.014019-0.016003i,-0.0019118-0.019902i,-0.004962-0.015235i,-0.0036832-0.010971i,-0.0082289-0.0047558i
-0.076788-0.023231i,-0.30816+0.0083077i,-0.62961+0.19835i,-0.68583+0.45153i,-0.38926+0.44225i,-0.1322+0.19609i,-0.070469+0.067632i,-0.026191+0.048969i,0.013067-0.016324i,0.014044-0.069251i,0.015872-0.083192i,-1.0383e-05-0.072853i,-0.017069-0.025098i,-0.0060845+0.013405i,0.0079821+0.017133i,0.0099568+0.0094227i,0.0047679+0.0079094i,0.00090972+0.01887i,0.0044344+0.03358i,0.012654+0.037201i,0.016243+0.025343i,0.013556+0.011096i,0.016503+0.00092539i
0.13711+0.065242i,0.34357+0.13173i,0.55846+0.10385i,0.52854-0.064642i,0.26061-0.18396i,0.080268-0.12911i,0.076484-0.062556i,0.070358-0.058571i,0.039812-0.04549i,0.035899-0.031951i,0.026004-0.025523i,0.013451-0.0075594i,0.019824-0.0022943i,0.023212-0.009661i,0.017132-0.0052375i,0.015822+0.0025081i,0.020316+0.00025007i,0.027078-0.0087651i,0.032244-0.018063i,0.026187-0.019089i,0.013204-0.0076756i,0.0058388+0.0090285i,0.0015515+0.017906i
0.0084361-0.069226i,-0.028958-0.25864i,-0.12656-0.5014i,-0.19547-0.55256i,-0.13264-0.36865i,-0.032034-0.18761i,-0.030952-0.10569i,-0.065722-0.029633i,-0.056086+0.052941i,-0.021163+0.10178i,0.019082+0.098882i,0.029715+0.042894i,-0.0070592-0.0068257i,-0.033976-0.011456i,-0.027674-0.0072288i,-0.019088-0.011365i,-0.02122-0.017015i,-0.035856-0.021425i,-0.049535-0.014237i,-0.041846-0.00028088i,-0.022621+0.0034474i,-0.0086739-0.0016713i,0.00082201+1.9752e-05i
-0.054412+0.12495i,-0.10996+0.34451i,-0.097596+0.59457i,0.034341+0.64119i,0.15379+0.45019i,0.13842+0.23788i,0.087167+0.14234i,0.060609+0.093029i,0.016676+0.046521i,-0.020609+0.0083971i,-0.041316-0.03642i,-0.051431-0.039864i,-0.022817-0.0023187i,0.011006+0.0065737i,0.010327-0.0043664i,-0.001284+0.0035004i,-0.00075199+0.023081i,0.011906+0.032292i,0.02298+0.023778i,0.020983+0.0088434i,0.011551+0.0012875i,0.00073366-0.0010069i,-0.008588-0.007548i
0.064152-0.052817i,0.18502-0.13473i,0.29185-0.19675i,0.22604-0.14405i,0.054497-0.022588i,-0.0055136+0.039276i,0.010055-0.0010378i,-0.0068897-0.050616i,-0.017014-0.067116i,-0.018854-0.06932i,-0.025328-0.033524i,-0.0052356+0.0014969i,0.015391-0.0088522i,0.01174-0.016357i,0.0092839-0.0018249i,0.016858-0.0026772i,0.01718-0.02138i,0.010027-0.034511i,-0.0015656-0.037509i,-0.01834-0.029191i,-0.024282-0.011042i,-0.013144+0.0043284i,-0.00077495+0.011931i
-0.075512-0.042963i,-0.24845-0.13313i,-0.46326-0.25518i,-0.49991-0.31008i,-0.30855-0.23427i,-0.09781-0.1196i,0.023575-0.050636i,0.075481-0.030961i,0.076312-0.028048i,0.077746-0.019925i,0.095907-0.02569i,0.075075-0.035531i,0.020507-0.015367i,-0.0093965+0.0065983i,-0.011946+0.0012268i,-0.013874-0.0041817i,-0.019466+0.0050452i,-0.025545+0.019326i,-0.022818+0.031296i,-0.0054883+0.030192i,0.0083607+0.017392i,0.01069+0.00326i,0.010553-0.008747i
0.11447+0.051388i,0.27292+0.17722i,0.43908+0.3482i,0.46205+0.3729i,0.29494+0.17528i,0.086317-0.022592i,-0.02933-0.081819i,-0.047702-0.060778i,-0.024982-0.010662i,-0.0093675+0.031338i,-0.023781+0.034635i,-0.038203+0.022688i,-0.020111+0.01175i,0.00021935+0.0019111i,0.0032186+0.00032317i,0.009055+0.0041097i,0.02467+0.0066051i,0.038427-0.00080564i,0.036544-0.014642i,0.019058-0.021472i,0.0034727-0.019452i,-0.0055469-0.011064i,-0.014854-0.00050151i
-0.007308-0.049767i,-0.025923-0.20048i,-0.066823-0.40799i,-0.096706-0.44014i,-0.074584-0.24001i,-0.022332-0.046831i,-0.0053586+0.050353i,-0.015935+0.092598i,-0.022893+0.067327i,-0.026928+0.026064i,-0.0099911+0.021991i,0.012371+0.014284i,0.0070742-0.0085475i,-0.0018003-0.017703i,0.0030155-0.016246i,-0.0025752-0.01665i,-0.021717-0.017333i,-0.034432-0.014528i,-0.034384-0.0031294i,-0.021415+0.013722i,-0.0028659+0.021946i,0.01157+0.019506i,0.021371+0.014061i
-0.01696+0.091667i,-0.068948+0.24947i,-0.16375+0.40201i,-0.21818+0.38175i,-0.13443+0.20568i,0.026597+0.047703i,0.12898-0.046953i,0.11262-0.092443i,0.033535-0.077198i,-0.020421-0.054005i,-0.039498-0.059219i,-0.039361-0.051009i,-0.020263-0.018724i,-0.0050717+0.0054018i,-0.003709+0.017797i,0.0035701+0.024768i,0.013665+0.024628i,0.017644+0.023937i,0.023396+0.020599i,0.025941+0.0048606i,0.016399-0.013997i,-0.00073747-0.020936i,-0.014455-0.018714i
0.02434-0.068761i,0.11509-0.18621i,0.28235-0.32626i,0.38312-0.35476i,0.28023-0.22326i,0.083337-0.050416i,-0.041488+0.0345i,-0.057899+0.039614i,-0.0083+0.027605i,0.044398+0.020582i,0.054006+0.020934i,0.034593+0.025738i,0.017583+0.024669i,0.011181+0.01285i,0.0084529-0.0045529i,0.0048773-0.017524i,0.0040335-0.027426i,-0.0006452-0.034874i,-0.013636-0.03124i,-0.023847-0.015562i,-0.022887+0.0056824i,-0.013101+0.020862i,-0.003126+0.026997i
-0.030815+0.022984i,-0.13858+0.086751i,-0.2887+0.2157i,-0.32752+0.32252i,-0.20986+0.30267i,-0.087156+0.19593i,-0.020437+0.12443i,0.021121+0.082061i,0.020835+0.030515i,0.0020568+0.0023653i,0.0099747-0.0097057i,0.016981-0.024774i,0.0027277-0.0232i,-0.0080023-0.0099399i,-0.0089755-0.00084306i,-0.010137+0.010301i,-0.0093123+0.02597i,-0.0032125+0.032778i,0.0045341+0.025519i,0.0089283+0.014512i,0.0096867+0.0058048i,0.010473-0.0023874i,0.011434-0.012412i
0.073698-0.030163i,0.16879-0.089178i,0.22712-0.15854i,0.14934-0.18133i,0.01009-0.16i,-0.02325-0.15548i,0.0068736-0.17696i,-0.0076785-0.15164i,-0.038187-0.06457i,-0.052099+0.010168i,-0.054139+0.040589i,-0.037806+0.034302i,-0.020636+0.0049283i,-0.013758-0.0092934i,-0.00074778-0.0064291i,0.012622-0.011689i,0.014138-0.018306i,0.01234-0.017475i,0.0092154-0.01796i,0.00021729-0.019756i,-0.0081353-0.013878i,-0.011603-0.0036951i,-0.012132+0.003365i
-0.012575+0.037372i,-0.054518+0.038375i,-0.13168-0.0084382i,-0.15576-0.090425i,-0.07537-0.13584i,0.0010321-0.10332i,0.012776-0.028002i,0.011926+0.017593i,0.026091+0.0021448i,0.038696-0.035431i,0.03713-0.049809i,0.030011-0.032649i,0.029719-0.010185i,0.024838-0.0043209i,0.0060069-0.003533i,-0.0099926+0.0010759i,-0.016385+0.0024905i,-0.020317+0.0028652i,-0.016945+0.010726i,-0.0052155+0.015486i,0.0032406+0.0071333i,0.0049005-0.002221i,0.0083873-0.0028416i
0.028996+0.031048i,0.11947+0.056701i,0.28165+0.060844i,0.38992+0.03142i,0.33557+0.02208i,0.21851+0.06106i,0.15114+0.091041i,0.10994+0.070296i,0.06866+0.031999i,0.043081+0.0026545i,0.022933-0.024321i,-0.0036874-0.030574i,-0.013615-0.01471i,-0.0042599-0.0061482i,0.0030003-0.0029167i,0.0090032+0.0042395i,0.018734+0.0044051i,0.022928-0.0056841i,0.015111-0.013573i,0.0050251-0.0064773i,0.0043661+0.0066507i,0.0068299+0.0090563i,0.0033015+0.002061i
-0.049736+0.0083498i,-0.15333+0.024188i,-0.29112+0.086859i,-0.34044+0.18006i,-0.24464+0.19957i,-0.13936+0.10524i,-0.1095-0.0029665i,-0.088934-0.034876i,-0.051914-0.0039331i,-0.018655+0.037525i,0.0084704+0.053853i,0.014011+0.035827i,-0.0058437+0.02034i,-0.015702+0.024955i,-0.0095957+0.018649i,-0.0094003+0.0030662i,-0.01215+8.6391e-05i,-0.01124+0.0036604i,-0.011343+0.0036486i,-0.010855+0.00077455i,-0.0060082-0.0032319i,-0.0024769-0.0041413i,-0.0024474+0.0015589i
0.032454-0.03048i,0.090735-0.060392i,0.15993-0.10955i,0.14797-0.15187i,0.038922-0.12925i,-0.039671-0.065843i,-0.040038-0.021256i,-0.032489-0.001686i,-0.035854+0.0055816i,-0.030934+0.0033511i,-0.021887-0.00097039i,-0.0054763-0.0048548i,0.006071-0.017105i,-0.00039209-0.02563i,-0.0050943-0.016498i,0.00066993-0.0041057i,0.0026987+0.002144i,0.00092356+0.006683i,0.00083266+0.0060169i,-0.0017756-0.0022472i,-0.0098735-0.0058925i,-0.012744-0.00024236i,-0.0056262+0.0020611i
0.0073052-0.01691i,-0.022805-0.05653i,-0.10505-0.098199i,-0.15029-0.10898i,-0.085207-0.10139i,0.013977-0.076785i,0.071548-0.041067i,0.079408-0.029705i,0.049454-0.051347i,0.0041919-0.070265i,-0.027426-0.058663i,-0.027663-0.025365i,-0.0070947-0.0026325i,0.0067369+0.00033073i,0.0086796+0.00022193i,0.0077985-6.6375e-05i,0.0046032-0.0031369i,-0.0018495-0.0042157i,-0.0037135+0.0013701i,0.0045197+0.0079551i,0.014592+0.0061974i,0.014388+0.00071267i,0.0058574-0.0010394i
0.049993+0.042034i,0.13415+0.099263i,0.24461+0.15745i,0.29529+0.17456i,0.23817+0.13141i,0.13473+0.063401i,0.057535+0.023795i,0.023935+0.0060492i,0.012269+0.0064913i,0.019169+0.020282i,0.034256+0.018525i,0.02571+0.0076437i,0.0085+0.0093448i,0.0066578+0.0091296i,0.0080543+0.0018248i,0.0053771+0.0011371i,0.0073777+0.0030986i,0.012406-0.00050259i,0.012008-0.0056223i,0.0047337-0.0060187i,-0.0030047-0.0035453i,-0.0036885-0.0005175i,0.00071794+0.001941i
-0.026529+0.0171i,-0.096221-0.011867i,-0.21277-0.078771i,-0.2975-0.12066i,-0.25934-0.083632i,-0.13877-0.023486i,-0.061297-0.0080945i,-0.032571+0.0052474i,0.0082851+0.031843i,0.042783+0.032482i,0.043653+0.0091736i,0.022592-0.013051i,-0.0020353-0.013154i,-0.010834+0.0021521i,-0.007891+0.0082613i,-0.0066412+0.0040654i,-0.0057037+0.00079147i,-0.0029935+0.0029537i,-0.0038825+0.0057837i,-0.0077246+0.0082475i,-0.0093109+0.012759i,-0.0074667+0.011046i,-0.0052514+0.0034423i
0.00017321+0.0090404i,0.040869+0.037699i,0.13491+0.064058i,0.20694+0.050551i,0.17513+0.022168i,0.094865+0.025828i,0.065743+0.044943i,0.046438+0.030713i,-0.0074643+0.00071767i,-0.050944-0.0046135i,-0.056968+0.0071516i,-0.034435+0.009863i,-0.011901-0.0098114i,-0.0061779-0.029446i,-0.0041113-0.027455i,-0.0015502-0.014227i,5.2588e-05-0.0037029i,0.0022928-0.0021716i,0.0044995-0.0065458i,0.0086962-0.010541i,0.01014-0.011434i,0.0074584-0.0076025i,0.0057619-0.0018064i
-0.0094286-0.033396i,-0.037896-0.085151i,-0.070495-0.1171i,-0.05718-0.099379i,-0.0076028-0.067304i,0.014803-0.059462i,0.0045449-0.059717i,-0.003317-0.047121i,-0.0092126-0.024392i,-0.0063985-0.0059974i,0.0078548-0.0035714i,0.014954-0.0024012i,0.012064+0.0082028i,0.0088626+0.016307i,0.0072197+0.013241i,0.0051108+0.0025299i,0.0015927-0.0075236i,-0.0050984-0.011906i,-0.012065-0.01122i,-0.014248-0.0070856i,-0.01105-0.0034785i,-0.0055755-0.0034211i,-0.00038187-0.0035979i
0.02908+0.017261i,0.059877+0.057067i,0.051744+0.14187i,0.0023323+0.22455i,-0.032219+0.20819i,-0.054592+0.10657i,-0.082308+0.040191i,-0.065496+0.026335i,-0.005146+0.0059994i,0.035429-0.021716i,0.032402-0.03281i,0.012105-0.024237i,0.0065523-0.0098116i,0.0087168-0.0053345i,0.004481-0.0043943i,-0.00075584+0.00062085i,-0.0023948+0.007084i,-5.1658e-05+0.013314i,0.0027609+0.016422i,0.002761+0.014781i,0.00089743+0.01213i,-0.0017678+0.012385i,-0.0036277+0.011692i
0.0061386+0.0015783i,0.0038318-0.050236i,-0.030623-0.17835i,-0.090542-0.28898i,-0.10049-0.24941i,-0.0075798-0.12441i,0.083164-0.062173i,0.074698-0.043553i,0.027918-0.016737i,8.8075e-05+0.0033533i,-0.0076429+0.016234i,-0.0042291+0.017176i,-0.013097+0.0067251i,-0.02865+0.0060096i,-0.025138+0.011504i,-0.0073267+0.0094455i,0.003593+0.0050696i,0.0059083+0.0038083i,0.0052346+0.0018711i,0.0032821-0.0034244i,0.0029392-0.0076733i,0.0054005-0.0091553i,0.0068366-0.0083801i
4.716e-06+0.032841i,0.030594+0.092738i,0.096679+0.14797i,0.15974+0.13002i,0.15162+0.047i,0.079398-0.012335i,0.029373-0.023494i,0.0094366-0.021722i,-0.016919+0.0039461i,-0.020933+0.037463i,-0.0027909+0.027674i,0.0040393+0.00023033i,0.010289-0.0070263i,0.024974-0.0089705i,0.026989-0.014897i,0.01246-0.012507i,1.9441e-05-0.0051659i,-0.0043637-0.0035334i,-0.0060017-0.0028802i,-0.0053544-0.00098595i,-0.0053059-0.0021125i,-0.007327-0.0028537i,-0.0051628-0.0023878i
-0.021421-0.027861i,-0.049928-0.052356i,-0.056597-0.060022i,-0.01584-0.02665i,0.020908+0.023558i,0.010783+0.060473i,-0.012703+0.084199i,-0.0027217+0.0757i,0.024535+0.021744i,0.028582-0.029091i,0.012695-0.038671i,-0.00084209-0.024233i,-0.0050977-0.0096233i,-0.0061738-0.0012744i,-0.0074069+0.004397i,-0.0049192+0.0073287i,-0.00034711+0.0041744i,0.004533+0.00036954i,0.008372+1.46e-05i,0.0074288+0.0047704i,0.0078604+0.010617i,0.011237+0.011065i,0.0082402+0.007851i
0.0099339-0.010851i,-0.0083954-0.0020805i,-0.073317+0.056437i,-0.13627+0.13366i,-0.1173+0.13705i,-0.049376+0.067626i,-0.0054585+0.007344i,0.0064749-0.01514i,-0.0052561-0.024721i,-0.028018-0.023532i,-0.028602-0.0077868i,-0.011221-0.00062433i,-0.0043764-0.00051647i,-0.0011846+0.0065326i,0.0071426+0.0075619i,0.0089427+0.0006807i,0.0057167-0.0018247i,0.0043787-0.0035908i,0.0035104-0.0086301i,0.0022845-0.012606i,-0.00052255-0.012683i,-0.0052123-0.0097433i,-0.0069497-0.0056909i
