-0.0014345-0.00045127i,-0.0014167-0.00072197i,-0.0016015-0.00077822i,-0.0029272-0.00065543i,-0.0037833-0.00013139i,-0.0035744+0.0005657i,-0.0020679+0.00062798i,-0.00023187+0.0015395i,0.00088224+0.0022879i,0.0011553+0.0019092i,0.001078+0.0015024i,0.0008732+0.00094369i,0.000578+7.9544e-05i,0.00048641-0.0001375i,0.000558+0.00012403i,0.00088534+0.00024056i,0.0005068+0.00078491i,8.13e-05+0.00041988i,0.00057099-0.00060777i,0.00030811-0.00044275i,-0.00024681+0.00053825i,-0.00045747+0.0010411i,-0.00064676+0.0011198i
0.085242+0.0053703i,0.26568+0.010295i,0.55151-0.021636i,0.74985-0.1463i,0.64675-0.29723i,0.32177-0.31504i,0.042709-0.19882i,-0.064904-0.074918i,-0.056539-0.025179i,-0.034461-0.03246i,-0.042085-0.024736i,-0.046577+0.010688i,-0.030354+0.025341i,-0.010332+0.014726i,0.0092303+0.0050655i,0.018618-0.00014116i,0.018108+0.00075913i,0.024227+0.0085729i,0.030248+0.010242i,0.021054-0.001863i,0.00052483-0.011131i,-0.010145-0.0040853i,-0.0083955+0.0031734i
-0.075229-0.0038166i,-0.25003-0.0071368i,-0.52685-0.019134i,-0.73749+0.0053067i,-0.66649+0.060326i,-0.35147+0.060869i,-0.061354-0.010677i,0.038933-0.093254i,0.015138-0.13208i,-0.017844-0.10361i,-0.0063085-0.049416i,0.022993-0.022621i,0.028849-0.014108i,0.017105-0.014422i,-0.0070932-0.0216i,-0.029533-0.011615i,-0.034989+0.0074015i,-0.033673+0.0076108i,-0.034817+0.00063027i,-0.034212+0.0044358i,-0.026931+0.010589i,-0.020853+0.006777i,-0.023019+0.0028879i
0.076238-0.020678i,0.24849-0.031728i,0.53014-0.024218i,0.76373-0.022598i,0.73822-0.047381i,0.48244-0.070799i,0.22164-0.077937i,0.075464-0.063396i,0.024068-0.020111i,0.023305+0.012259i,0.015325+0.00038952i,-0.0077736-0.025657i,-0.017898-0.03416i,-0.018195-0.015064i,-0.0097388+0.012614i,0.0052991+0.020104i,0.0080233+0.018518i,-0.0056656+0.029577i,-0.014618+0.041199i,-0.0049358+0.031237i,0.0038796+0.0073011i,-0.00032673-0.0048576i,-0.001018-0.0037467i
-0.059451+0.025367i,-0.20637+0.039833i,-0.44043+0.011906i,-0.61904-0.041256i,-0.55377-0.043313i,-0.27859+0.040653i,0.0025048+0.11121i,0.15679+0.079733i,0.17572+0.014699i,0.12643-0.0060303i,0.074474+0.0044474i,0.030012+0.020105i,0.0026036+0.03222i,0.0058772+0.022912i,0.013564-0.0051922i,0.0027791-0.023904i,-0.0057767-0.027762i,0.0034272-0.026143i,0.015422-0.025155i,0.010278-0.026674i,-0.0060456-0.021532i,-0.01426-0.01174i,-0.015296-0.0099979i
0.06848-0.032227i,0.20325-0.051943i,0.42782-0.016541i,0.59468+0.076286i,0.51406+0.1389i,0.25525+0.10522i,0.04663+0.031957i,-0.03295-0.0047916i,-0.039001-0.005321i,-0.026952-0.0034359i,-0.009204-0.014078i,0.016545-0.019839i,0.03632-0.015069i,0.026574-0.007677i,0.0053565+0.0028334i,-0.0018134+0.0078468i,-0.010685+0.0011089i,-0.028264-0.014969i,-0.040394-0.024776i,-0.033194-0.014267i,-0.0088464-0.0028088i,0.010269-0.0035073i,0.014769-0.0018025i
-0.050705+0.045209i,-0.15653+0.077i,-0.32525+0.055448i,-0.43983-0.034379i,-0.38958-0.086398i,-0.2576+0.0036845i,-0.13931+0.16177i,-0.033313+0.24275i,0.02298+0.20626i,0.015423+0.12728i,-0.0046809+0.070795i,-0.020568+0.028177i,-0.027992-0.0046133i,-0.011176-0.020576i,0.0080778-0.025006i,0.01033-0.023472i,0.0054115-0.015436i,-0.0013305+0.0022208i,-0.00062232+0.020915i,0.012432+0.020334i,0.01832+0.0017821i,0.011702-0.013326i,0.0074135-0.019273i
0.028791-0.037241i,0.1149-0.062579i,0.259-0.021392i,0.35248+0.086343i,0.27275+0.1221i,0.09091+0.005812i,-0.034749-0.11289i,-0.064666-0.1321i,-0.044791-0.10262i,-0.020294-0.072037i,-0.00080853-0.04108i,0.019688-0.0038485i,0.021789+0.016132i,-0.00040195+0.013648i,-0.018397+0.0086613i,-0.018932+0.0086473i,-0.0093532+0.0054405i,0.0060682-0.0052939i,0.016102-0.018326i,0.012738-0.021348i,0.0083813-0.0099913i,0.008084+0.0023536i,0.0032421+0.0081784i
-0.017523+0.047388i,-0.079258+0.086817i,-0.18529+0.077827i,-0.24217-0.0053505i,-0.17458-0.077963i,-0.094445-0.05013i,-0.099408+0.039293i,-0.13092+0.10709i,-0.13051+0.10232i,-0.097495+0.058466i,-0.056078+0.024071i,-0.033451-0.0087278i,-0.021462-0.022699i,-0.0024288-0.0099122i,0.012754+0.0022116i,0.017841+0.0038935i,0.01549-0.0038621i,-0.00087474-0.017812i,-0.022778-0.017532i,-0.026141+0.00011303i,-0.011345+0.0091474i,0.00093811+0.0068283i,0.010773+0.0077158i
-0.0016977-0.044771i,0.032109-0.077447i,0.097838-0.055937i,0.1403+0.033739i,0.12169+0.064354i,0.10959-0.048496i,0.1088-0.18304i,0.088995-0.20891i,0.0865-0.15292i,0.090802-0.094835i,0.068317-0.043177i,0.039129+0.0062924i,0.023422+0.025476i,0.013355+0.014569i,0.005733+0.00061054i,-0.0043505-0.0065828i,-0.01728-0.0026291i,-0.020548+0.016714i,-0.0072883+0.033678i,0.0066193+0.031548i,0.0056417+0.023811i,-0.00099807+0.0186i,-0.0062077+0.0070564i
0.0038526+0.028386i,-0.020782+0.064927i,-0.084838+0.074669i,-0.11801+0.044751i,-0.060071+0.03834i,0.0018163+0.069772i,-0.025224+0.069502i,-0.092464+0.024444i,-0.10797-0.012484i,-0.067428-0.013583i,-0.026163-0.012254i,-0.0047089-0.026702i,0.0031643-0.031328i,0.0059205-0.019488i,0.0064154-0.0055787i,0.012275+0.006366i,0.030179+0.0072902i,0.045851-0.014732i,0.036755-0.039404i,0.01181-0.03738i,0.0007151-0.01676i,0.0018098-0.0021166i,-0.0025359+0.0060623i
-0.018333-0.026356i,-0.02107-0.061184i,-0.0040976-0.072602i,-0.0041926-0.029576i,-0.020791+0.022583i,0.030625+0.026717i,0.1222-0.016671i,0.154-0.044984i,0.1445-0.0053046i,0.12582+0.035151i,0.077273+0.034526i,0.025131+0.034335i,0.0061343+0.031045i,0.0088404+0.014942i,0.010473-0.007317i,-0.0012771-0.032964i,-0.029384-0.050022i,-0.061168-0.045992i,-0.071325-0.021781i,-0.05354+0.0022536i,-0.032318+0.0083629i,-0.023406+0.005452i,-0.015954+0.0055914i
0.02537+0.016948i,0.029929+0.043585i,0.00034282+0.061699i,-0.035295+0.062428i,-0.045003+0.082223i,-0.063912+0.12474i,-0.073652+0.12915i,-0.033633+0.068493i,-0.0073478-0.0023586i,-0.019276-0.018613i,-0.0167-0.0075416i,0.002413-0.013131i,0.0073966-0.020953i,-0.0036746-0.01694i,-0.014932-0.00085176i,-0.015842+0.027363i,-0.0014596+0.055036i,0.023708+0.06441i,0.040991+0.04483i,0.036658+0.013132i,0.022324-0.0018005i,0.017825-0.0010867i,0.021269-0.0038538i
-0.029846-0.021099i,-0.049778-0.050291i,-0.055874-0.095429i,-0.078956-0.1248i,-0.12347-0.11078i,-0.10165-0.06202i,-0.012215-0.022541i,0.040474+0.0097259i,0.026713+0.05213i,-0.00053741+0.070444i,-0.013997+0.053284i,-0.019205+0.035286i,-0.013163+0.031378i,0.0025246+0.028113i,0.022666+0.010825i,0.039071-0.021842i,0.042729-0.055192i,0.030865-0.075241i,0.0082761-0.071111i,-0.012225-0.047047i,-0.01809-0.028938i,-0.017988-0.030343i,-0.023189-0.034806i
0.029905+0.0041469i,0.052144+0.019802i,0.05185+0.046179i,0.037311+0.059173i,0.011883+0.042108i,-0.050438+0.01998i,-0.093698+0.031481i,-0.06257+0.048707i,-0.023291+0.034989i,-0.017949+0.013246i,-0.0093812+0.00092909i,0.0067829-0.0063355i,0.0096185-0.012333i,-0.00045153-0.016711i,-0.018602-0.012815i,-0.040998+0.0026913i,-0.057582+0.021467i,-0.058525+0.033202i,-0.039879+0.032984i,-0.014803+0.022184i,-0.00363+0.011994i,-0.0040006+0.016855i,-0.00026224+0.027744i
-0.027011+0.0069695i,-0.046218-0.013312i,-0.04235-0.078633i,-0.038778-0.16963i,-0.050269-0.21577i,-0.033299-0.18905i,-0.0025852-0.13604i,-0.020784-0.083869i,-0.052244-0.040897i,-0.04618-0.02439i,-0.030602-0.018121i,-0.024646-0.0073867i,-0.018368+0.0064592i,-0.001629+0.024534i,0.028263+0.033235i,0.056762+0.027976i,0.071168+0.02357i,0.071409+0.021928i,0.055845+0.01474i,0.030429+0.0046283i,0.016476+0.00056695i,0.022367-0.002872i,0.029391-0.011644i
0.026978-0.012167i,0.050001-0.0031715i,0.066167+0.044532i,0.08981+0.099456i,0.11226+0.094228i,0.072+0.044042i,-0.0098159+0.037166i,-0.046393+0.063892i,-0.036426+0.049288i,-0.016498+0.014482i,0.0064764+0.00087254i,0.020501-0.0025167i,0.023641-0.015284i,0.017075-0.037417i,0.0010958-0.050484i,-0.014367-0.055424i,-0.022249-0.063444i,-0.023406-0.066889i,-0.018545-0.054643i,-0.0094229-0.032847i,0.00076908-0.019105i,0.00018119-0.014089i,-0.008119-0.0054318i
-0.017405+0.019443i,-0.026792+0.012417i,-0.011903-0.049103i,0.010107-0.139i,0.025773-0.16249i,0.063362-0.11329i,0.092558-0.08778i,0.066866-0.099918i,0.036384-0.093647i,0.037493-0.070258i,0.02833-0.050396i,0.0026519-0.032532i,-0.016203-0.010378i,-0.022857+0.017419i,-0.018253+0.04057i,-0.01563+0.053386i,-0.026363+0.060302i,-0.040496+0.059858i,-0.040529+0.049652i,-0.026403+0.034325i,-0.01434+0.021507i,-0.0067704+0.018322i,0.0032545+0.01877i
0.0078307-0.02082i,0.020387-0.01242i,0.033016+0.062116i,0.066355+0.16717i,0.096139+0.1993i,0.05549+0.1536i,-0.020346+0.10539i,-0.052769+0.058276i,-0.043628+0.012996i,-0.023962+0.003613i,-0.0040067+0.013707i,0.014655+0.014991i,0.029159+0.0037575i,0.034521-0.016103i,0.032098-0.029356i,0.038442-0.031607i,0.05418-0.029797i,0.063902-0.023923i,0.059427-0.020101i,0.043931-0.020901i,0.02946-0.014984i,0.02029-0.0085627i,0.010453-0.0070403i
-0.010145+0.017009i,-0.009373+0.0195i,-0.0033781-0.031227i,-0.0055823-0.099108i,-0.015026-0.09084i,0.0072259-0.038885i,0.054631-0.040074i,0.076051-0.065162i,0.069631-0.04489i,0.054501-0.0045983i,0.031117+0.0044881i,0.0076968-0.0063346i,-0.011492-0.0053553i,-0.028435+0.012024i,-0.040903+0.026483i,-0.053233+0.020731i,-0.066111-0.0023586i,-0.071017-0.028679i,-0.068263-0.036914i,-0.056233-0.021167i,-0.036748-0.0076898i,-0.024595-0.0031199i,-0.018248+0.0024126i
-0.0059766-0.0251i,-0.014145-0.016136i,-0.018375+0.064317i,-0.0034449+0.17285i,-0.007198+0.18484i,-0.068079+0.11557i,-0.11974+0.068158i,-0.08896+0.036683i,-0.03913+0.0032542i,-0.028108+0.0032952i,-0.018462+0.023928i,0.0029858+0.031461i,0.025505+0.023799i,0.044496+0.0088852i,0.053824+0.0026444i,0.05806+0.01525i,0.055223+0.036508i,0.039682+0.055363i,0.031293+0.05819i,0.034484+0.039941i,0.029371+0.022455i,0.017976+0.015202i,0.010739+0.0094535i
0.0099786+0.018109i,0.021517+0.016745i,0.017055-0.03535i,-0.012583-0.10009i,-0.029383-0.10702i,-0.0045177-0.089658i,0.037728-0.079689i,0.055131-0.041281i,0.042064+0.0089393i,0.022735+0.02498i,0.014184+0.0063507i,0.0084716-0.016986i,-0.0087594-0.022829i,-0.029907-0.017444i,-0.040095-0.020225i,-0.038463-0.037765i,-0.020598-0.059589i,0.01117-0.076358i,0.024077-0.079215i,0.0078396-0.060571i,-0.0028588-0.033595i,-0.00068372-0.019214i,-0.00057611-0.015292i
-0.020949-0.019139i,-0.043713-0.0063239i,-0.059292+0.060277i,-0.048884+0.13675i,-0.037285+0.12145i,-0.040625+0.035213i,-0.050066-0.0096917i,-0.035744-0.0013486i,-0.00018058-0.004984i,0.0086858-0.025169i,-0.0022754-0.017371i,-0.0026646+0.011625i,0.0083548+0.026543i,0.022681+0.024421i,0.025922+0.023388i,0.013996+0.032192i,-0.010276+0.034186i,-0.041724+0.025177i,-0.052084+0.027221i,-0.028928+0.035357i,-0.0070416+0.028181i,-0.0053764+0.015668i,-0.0083508+0.011509i
0.018318+0.010096i,0.036138-0.0025014i,0.028194-0.057805i,-0.00513-0.11146i,0.0045378-0.10515i,0.07417-0.071328i,0.11932-0.058246i,0.08277-0.043998i,0.017322-0.018863i,-0.011646-0.013525i,-0.0053189-0.023342i,0.0078607-0.030185i,0.0054548-0.031945i,-0.0098695-0.031238i,-0.015867-0.033302i,-0.0068579-0.035586i,0.015153-0.021656i,0.046314+0.0058012i,0.065528+0.011783i,0.053961-0.0037968i,0.028357-0.0063873i,0.017982+0.0028323i,0.021224+0.0050974i
-0.025339-0.0012911i,-0.051272+0.014785i,-0.064341+0.061935i,-0.053522+0.10845i,-0.03012+0.1086i,-0.011106+0.071478i,-0.010231+0.042312i,-0.0068626+0.032656i,0.012232+0.021591i,0.025509+0.0068407i,0.015596+0.0052192i,-0.0019379+0.017149i,-0.003923+0.023532i,0.001073+0.023786i,0.001184+0.026528i,-0.0016621+0.02479i,-0.0038522+0.002444i,-0.0099287-0.034448i,-0.023896-0.047174i,-0.030386-0.025097i,-0.019029-0.0047694i,-0.0085694-0.00671i,-0.010732-0.014684i
0.020109-0.0077536i,0.041178-0.032133i,0.036801-0.087528i,0.00059231-0.12069i,-0.011252-0.068939i,0.044663+0.022072i,0.095108+0.041076i,0.067822-0.00014155i,0.022095-0.024714i,0.012659-0.021398i,0.018478-0.0094337i,0.024444-0.0068303i,0.023436-0.014541i,0.016977-0.018864i,0.015936-0.019488i,0.015269-0.019594i,0.0033622-0.0024234i,-0.011005+0.032374i,-0.0070822+0.054973i,0.0062089+0.046374i,0.0049652+0.023544i,-0.0025697+0.016677i,-0.0022391+0.023285i
-0.024808+0.00066373i,-0.049161+0.022984i,-0.054559+0.055569i,-0.048149+0.065894i,-0.068165+0.051931i,-0.1101+0.06432i,-0.11417+0.086722i,-0.07529+0.071516i,-0.030729+0.056425i,0.0094855+0.055641i,0.01958+0.040397i,0.002556+0.024449i,-0.0056639+0.018897i,-0.0035771+0.013161i,-0.0038133+0.0094683i,-2.102e-05+0.012366i,0.017229+0.011249i,0.039838-0.0026738i,0.040154-0.020593i,0.016068-0.022467i,0.0010597-0.0095155i,0.0046304-0.0058485i,0.0077763-0.01196i
0.018659-0.012553i,0.040683-0.044193i,0.043063-0.093406i,0.017861-0.1204i,-0.011623-0.080914i,-0.016665-0.012947i,0.008685+0.019433i,0.040811+0.010353i,0.044519-0.013727i,0.029714-0.018545i,0.021787-0.0090425i,0.019948+0.00019058i,0.019843+0.0042632i,0.019756+0.00026884i,0.020754-0.0073883i,0.019445-0.018538i,0.0032209-0.028525i,-0.025874-0.025797i,-0.041607-0.0056886i,-0.029847+0.012138i,-0.014853+0.0066316i,-0.015681-0.0021318i,-0.017674+0.0013411i
-0.014005+0.017548i,-0.025344+0.045113i,-0.011338+0.06938i,0.0081321+0.040419i,-0.031678-0.038171i,-0.11696-0.075982i,-0.14867-0.044072i,-0.10966-0.0057981i,-0.06291+0.016962i,-0.036703+0.029934i,-0.020396+0.020058i,-0.015063+0.0011688i,-0.014579-0.004575i,-0.013087-0.0053405i,-0.019425-0.0030473i,-0.030869+0.011014i,-0.031516+0.030303i,-0.017492+0.042986i,0.0013164+0.03467i,0.0073005+0.011507i,0.0016529+0.0031322i,0.0025966+0.0062063i,0.0035228+0.0039957i
0.013052-0.017749i,0.026123-0.048565i,0.03177-0.078201i,0.042828-0.082886i,0.066659-0.077963i,0.066777-0.08452i,0.048058-0.07089i,0.044742-0.033667i,0.040073-0.013769i,0.020275-0.011264i,0.0010504-0.0042644i,-0.0025218+0.0056078i,0.0037259+0.011975i,0.010181+0.016427i,0.021498+0.019615i,0.039511+0.015523i,0.050491+0.00063334i,0.042497-0.019985i,0.016921-0.029031i,-0.0020662-0.01795i,0.00075293-0.0078174i,0.004994-0.0081231i,0.0046117-0.004547i
-0.010602+0.021598i,-0.011949+0.055786i,0.011987+0.084955i,0.049962+0.064679i,0.058021-0.01245i,0.020552-0.091713i,-0.036954-0.11155i,-0.068316-0.072052i,-0.059633-0.024573i,-0.03768+0.001831i,-0.012046+0.0054279i,0.0039496-0.0054066i,0.00074561-0.013372i,-0.0064302-0.016762i,-0.015733-0.022043i,-0.034544-0.030798i,-0.054828-0.037352i,-0.064589-0.029161i,-0.052338-0.010113i,-0.027579-0.0020955i,-0.01136-0.0047418i,-0.0010597-0.0045209i,0.0059197-0.0099953i
0.0031509-0.018125i,0.002756-0.043294i,-0.0017339-0.047511i,0.023356-0.004154i,0.097787+0.03969i,0.16068+0.033199i,0.14885+0.0095253i,0.088724+0.0052018i,0.044069+0.0051536i,0.028039-0.00091749i,0.016608-0.0026359i,0.0033246+0.0019645i,-0.00037777+0.0099932i,0.0043835+0.020494i,0.01147+0.03348i,0.020369+0.05101i,0.029815+0.066266i,0.03693+0.060726i,0.03287+0.033707i,0.018463+0.012644i,0.0096723+0.007193i,0.0065061+0.0012618i,-0.0030944-0.00012615i
0.00023214+0.022133i,0.0073724+0.051674i,0.024191+0.077799i,0.035386+0.084208i,0.040966+0.07449i,0.042205+0.042134i,0.021801-0.010213i,-0.0086582-0.039904i,-0.019176-0.030816i,-0.0055367-0.014075i,0.013875-0.0037655i,0.022847-0.0033915i,0.016558-0.01281i,0.0066693-0.023146i,0.0040666-0.039552i,0.0086341-0.066816i,0.013912-0.093569i,0.0078669-0.09846i,-0.0052192-0.072562i,-0.0074634-0.038547i,-0.0032327-0.017398i,-0.00073942-0.0019951i,0.0087033+0.0098i
-0.0059556-0.023179i,-0.02273-0.043475i,-0.053529-0.035494i,-0.067161+0.032717i,-0.030755+0.12582i,0.042922+0.16609i,0.090252+0.13108i,0.075004+0.066757i,0.037749+0.019974i,0.015177+0.0037166i,0.00043552+0.0032958i,-0.0070666+0.0086609i,-0.0040331+0.016263i,-0.0031267+0.023355i,-0.014594+0.034814i,-0.037258+0.05386i,-0.059355+0.071453i,-0.057373+0.072949i,-0.028908+0.054191i,-0.0078309+0.032749i,-0.0045137+0.02329i,0.00065294+0.015948i,0.0047091+0.00029584i
0.010774+0.017549i,0.024481+0.036241i,0.032006+0.040113i,-0.0044206+0.027536i,-0.073863+0.030173i,-0.10251+0.04787i,-0.067119+0.026058i,-0.026269-0.018673i,-0.0077136-0.02137i,0.0019258+0.002184i,0.0080689+0.015867i,0.012233+0.011403i,0.01197-0.0062695i,0.011663-0.020257i,0.02454-0.026132i,0.057602-0.029243i,0.093642-0.032001i,0.099889-0.036676i,0.069023-0.039387i,0.034456-0.032894i,0.018379-0.019523i,0.0064321-0.0073566i,-0.006596+0.0050476i
-0.012581-0.014739i,-0.037516-0.029083i,-0.076394-0.027811i,-0.10868-0.00058712i,-0.11807+0.036365i,-0.10172+0.065154i,-0.052544+0.079816i,0.0023231+0.058842i,0.012866+0.017297i,-0.0059687+0.0026634i,-0.015212+0.0058631i,-0.014432+0.0097966i,-0.01239+0.017103i,-0.014122+0.021605i,-0.02696+0.015191i,-0.056576-0.0019458i,-0.087573-0.020001i,-0.093055-0.023331i,-0.067991-0.0096809i,-0.039002+0.0036089i,-0.026424+0.0061951i,-0.01836+0.0075228i,-0.0024484+0.010541i
0.015233+0.0057249i,0.03647+0.0096224i,0.049885-0.015467i,0.0089583-0.072315i,-0.079111-0.11068i,-0.12577-0.096121i,-0.092249-0.061059i,-0.034516-0.032691i,0.00043149-0.0088069i,0.0093694+0.0062121i,0.0075358+0.0085161i,0.0042568+0.0028965i,0.0055624-0.0060669i,0.014423-0.011507i,0.026984-0.00096985i,0.044408+0.029695i,0.060163+0.063985i,0.062394+0.070284i,0.049794+0.044262i,0.033198+0.018072i,0.023444+0.0081256i,0.016905+0.00097829i,0.0055877-0.0096759i
-0.010371-0.0075301i,-0.035187-0.012223i,-0.055215-0.012487i,-0.044895-0.026074i,-0.018806-0.071119i,-0.01741-0.088332i,-0.024706-0.037408i,-0.011907+0.0099764i,0.0004524+0.0033071i,-0.0050552-0.019627i,-0.013248-0.020575i,-0.015052-0.0076046i,-0.016644+0.00399i,-0.01725+0.0083184i,-0.015499-0.0064249i,-0.014557-0.041587i,-0.011494-0.076896i,-0.0080775-0.081193i,-0.009599-0.051347i,-0.010908-0.024016i,-0.012037-0.019073i,-0.018803-0.017933i,-0.023905-0.0073203i
0.016397-0.00063057i,0.041878-0.0079081i,0.067843-0.038833i,0.071439-0.088274i,0.053026-0.11986i,0.029929-0.1164i,0.010194-0.08051i,0.0036132-0.026548i,0.0076533+0.013239i,0.010434+0.021704i,0.0081685+0.0084329i,0.0047954-0.0017358i,0.0088491-0.0048837i,0.013313-0.0033298i,0.0053955+0.010019i,-0.014712+0.036862i,-0.036872+0.062332i,-0.042987+0.065714i,-0.02569+0.047185i,-0.0068985+0.027958i,-0.00093608+0.021478i,0.0033038+0.022056i,0.010976+0.019015i
-0.0099371+0.0016495i,-0.029226+0.010162i,-0.028918+0.027316i,0.023045+0.029879i,0.096154-0.0052162i,0.11927-0.038897i,0.074936-0.035831i,0.02388-0.017944i,0.0070447-0.015981i,0.0061732-0.023125i,0.0051911-0.017011i,0.0021007-0.0065068i,-0.0033339-0.0030379i,-0.0062018-0.003615i,0.0051244-0.0059917i,0.033995-0.015668i,0.062779-0.026142i,0.068057-0.025679i,0.045365-0.018493i,0.021585-0.011703i,0.017198-0.010745i,0.017828-0.017899i,0.011787-0.025529i
0.013498-0.0025991i,0.034573-0.015404i,0.058765-0.031448i,0.075165-0.027021i,0.086548+0.0048689i,0.073018+0.027842i,0.030344+0.022452i,-0.0065872+0.021223i,-0.015185+0.035167i,-0.0024415+0.037711i,0.010707+0.021968i,0.012645+0.0021485i,0.0081577-0.004063i,0.0043736+0.00021815i,-0.0077213-0.0017433i,-0.035148-0.010012i,-0.064176-0.021823i,-0.072106-0.02777i,-0.055064-0.01884i,-0.032501-0.0083436i,-0.021607-0.0038177i,-0.019375+0.001383i,-0.018733+0.0087272i
-0.0091157+0.0072696i,-0.022359+0.026417i,-0.023609+0.060966i,0.0036776+0.098193i,0.049301+0.11673i,0.082964+0.092804i,0.074686+0.033116i,0.03654-0.017139i,0.014476-0.03074i,0.014284-0.021819i,0.010882-0.0092285i,0.0063073+0.0021642i,0.0058578+0.0032851i,0.0038705-6.0224e-05i,0.0072125+0.0082147i,0.023316+0.028408i,0.039005+0.049679i,0.038536+0.054756i,0.024327+0.039502i,0.01122+0.023891i,0.0090655+0.017625i,0.015847+0.013183i,0.023632+0.0096071i
0.0053865-0.0073992i,0.016368-0.023334i,0.020361-0.032888i,0.0021684-0.0075302i,-0.035893+0.046841i,-0.068645+0.082663i,-0.071734+0.06691i,-0.058943+0.032463i,-0.051156+0.022365i,-0.037774+0.025851i,-0.014923+0.017874i,-0.0036193+0.0023697i,-0.0053982-0.0021268i,-0.005591-0.0020963i,-0.0030122-0.013831i,-0.0023126-0.039588i,-0.002139-0.066269i,-0.0020757-0.072249i,-0.0060387-0.053172i,-0.0086522-0.029924i,-0.0071059-0.017826i,-0.0074239-0.014396i,-0.0087811-0.015095i
-0.0053138+0.0046399i,-0.013234+0.027179i,-0.028802+0.058881i,-0.045439+0.084888i,-0.048064+0.091356i,-0.023632+0.067123i,0.022787+0.025485i,0.053519-0.010644i,0.046469-0.029241i,0.021658-0.025117i,0.0017636-0.0083472i,-0.0016188+0.0069226i,0.0050125+0.011628i,0.0044991+0.0087524i,-0.0064465+0.015366i,-0.019319+0.034233i,-0.030854+0.051715i,-0.034736+0.053343i,-0.023319+0.038759i,-0.0097109+0.022677i,-0.006267+0.015285i,-0.0064629+0.014413i,-0.0092878+0.017761i
0.003077-0.012506i,0.0022414-0.031915i,-0.0099417-0.05685i,-0.047296-0.064994i,-0.10604-0.050387i,-0.1324-0.033779i,-0.10901-0.029747i,-0.07639-0.030763i,-0.05386-0.025104i,-0.037596-0.011204i,-0.021062-0.0014544i,-0.0071694-0.0032272i,-0.0033491-0.0092442i,4.3444e-05-0.011609i,0.013946-0.013386i,0.035234-0.018828i,0.05397-0.025923i,0.057006-0.030773i,0.039396-0.030463i,0.017168-0.024549i,0.0071645-0.016691i,0.0056578-0.0093933i,0.0097578-0.002786i
0.0028455+0.0048054i,0.0014608+0.022191i,-0.0056354+0.039134i,-0.02164+0.02789i,-0.030483-0.015578i,-0.012417-0.030832i,0.033693-0.00023725i,0.072843+0.016269i,0.071732+0.0056996i,0.045129-0.005656i,0.021281-0.009324i,0.0058112-0.0016714i,-4.6474e-05+0.0082541i,-0.0032623+0.0090496i,-0.015218+0.0042414i,-0.033341+0.00043217i,-0.04991-0.0042569i,-0.053036-0.006809i,-0.037674-0.0023242i,-0.018922+0.0027495i,-0.0083487+0.0034289i,-0.0037031-0.000896i,-0.0074532-0.011049i
0.0056674-0.0097838i,-0.00088125-0.02894i,-0.0095484-0.063519i,-0.019203-0.093415i,-0.023382-0.10363i,-0.025844-0.10603i,-0.033614-0.09521i,-0.03036-0.067693i,-0.014746-0.046355i,-0.0030392-0.031573i,0.0043973-0.017528i,0.0091042-0.012476i,0.0089105-0.014009i,0.010464-0.011405i,0.018125-0.00095288i,0.027118+0.01379i,0.034819+0.025875i,0.036305+0.025974i,0.028057+0.012184i,0.017734-0.0013883i,0.010441-0.0066056i,0.0016059-0.0044577i,-0.0065191+0.0062116i
0.0094955+0.013093i,0.019282+0.023541i,0.035358+0.032323i,0.04569+0.013654i,0.049479-0.023829i,0.053751-0.018262i,0.050457+0.033084i,0.041184+0.068777i,0.040516+0.061771i,0.036883+0.029807i,0.022795+0.0024165i,0.0055581-0.005886i,-0.0050946-0.00096513i,-0.0090089-0.0004842i,-0.012515-0.010492i,-0.016121-0.024055i,-0.016423-0.035506i,-0.015224-0.036244i,-0.013746-0.022624i,-0.010337-0.0055094i,-0.0056075+0.0044177i,0.0028639+0.0059234i,0.015645-0.0027451i
-0.0051166-0.0031439i,-0.014184-0.015297i,-0.016999-0.03241i,0.0080876-0.039893i,0.054908-0.032663i,0.068496-0.027575i,0.04656-0.037167i,0.02913-0.045293i,0.020568-0.028834i,0.016688-0.0033137i,0.014722+0.0093063i,0.01573+0.0091603i,0.018506+0.0039335i,0.017764+0.004074i,0.011635+0.011256i,0.00080388+0.021431i,-0.0095106+0.030894i,-0.011041+0.032128i,-0.0029667+0.023172i,0.0068215+0.011314i,0.011822+0.0033595i,0.0085697-0.0037907i,-0.0043503-0.010255i
0.011348+0.0040756i,0.024732+0.011091i,0.043191+0.020322i,0.050215+0.027095i,0.042044+0.035464i,0.022844+0.043535i,-0.013292+0.054349i,-0.039883+0.070144i,-0.031757+0.067452i,-0.0092662+0.046107i,0.0038711+0.024716i,0.0029894+0.0079567i,-0.0039454-0.0018163i,-0.0068157-0.005982i,-0.0018345-0.010347i,0.0092739-0.015411i,0.020678-0.01951i,0.022605-0.020099i,0.012815-0.014834i,0.0011274-0.0067941i,-0.0064498-0.00097652i,-0.007459+0.0068169i,0.0017309+0.017988i
