-0.0013126-0.00023859i,-0.00057505-0.00074679i,-0.00078122-0.0001174i,-0.0013695+0.00066698i,-0.0025615+0.0014975i,-0.003674+0.0024172i,-0.0031951+0.0023547i,-0.0015383+0.0012764i,-0.00036245+6.9871e-05i,-0.00048719+0.00028617i,9.4427e-05+0.00080049i,0.00060897+0.00033724i,0.00014992-0.00032986i,0.00045385-0.00040436i,0.00021329+9.4638e-05i,-0.00041961+0.00087359i,-0.00052723+0.00051647i,-0.00043036-0.00038114i,0.00020771-0.00074809i,0.00088438-0.00086262i,0.0018341-0.00077807i,0.0019744-0.00043916i,0.00074912-4.4799e-05i
0.00020572+0.00055545i,-0.0004295-1.902e-05i,-0.0012115-0.0008661i,-0.0015491-0.0006535i,-0.0031604+1.1675e-05i,-0.0031303+0.0010917i,-0.0014737+0.0014509i,-0.00069238+0.0010241i,-0.00090302+0.00047664i,-0.0013389-9.5069e-05i,-0.00040522-8.7236e-05i,0.00050388-3.3143e-05i,0.00023999-0.00083484i,-0.00053931-0.00092645i,-0.0013536+0.00031456i,-0.00067154+0.00073706i,-0.00027115+0.00031193i,-0.0004687-0.0003382i,0.00017585-0.00077985i,0.00074655-0.00040881i,0.00037368-6.5517e-05i,0.00017579+5.3448e-05i,0.00042888+3.1187e-05i
0.00063248-0.00013605i,-6.7977e-05+0.00072379i,-0.0019786+0.00072157i,-0.0018585+0.002262i,-0.0013784+0.00442i,-0.001534+0.0037091i,-0.00088162+0.002292i,-0.00081883+0.00038478i,-0.00098727-0.00077311i,-0.0012885+1.8776e-05i,-0.00062047+0.00015663i,0.00052128+4.0057e-06i,0.00057082+0.00015581i,0.00040858+1.2702e-05i,0.00039926+0.00020752i,6.373e-05+0.00069487i,-0.00032625+0.00027933i,0.00028573-0.00066566i,0.00098077-5.0049e-05i,0.00063146+0.00097012i,0.0001644+0.0011792i,0.00046212+0.0012644i,0.0009011+0.00082421i
-0.00027739-5.7709e-05i,-0.00065793-0.00044272i,-0.0019003-0.0007264i,-0.0031408-0.0015716i,-0.0032071-0.0014209i,-0.0026548+8.9235e-05i,-0.0016908+0.00043602i,-0.0018582-0.00051209i,-0.0024482-0.0013219i,-0.0018808-0.00011464i,-0.00067277+0.00094043i,-0.0004832+0.00028666i,-0.0013647+0.00020472i,-0.0014214+0.00022199i,-0.00069274-4.9569e-05i,-0.00026851-0.00017464i,-0.00043227-0.00074357i,6.1559e-05-0.00056955i,0.00085587-0.00012294i,0.00057052-0.00017753i,-0.00011825+0.00017072i,-9.8518e-05+0.00066047i,2.5413e-05-0.00023853i
-0.00057181+0.00010956i,8.5668e-05-0.0001747i,-0.0002252+0.00045305i,0.0003385+0.0016211i,-0.00039377+0.0022179i,-0.0017707+0.0023307i,-0.0016753+0.002208i,-0.00035367+0.00082778i,-0.00024966-0.00024202i,-0.0013912+0.00020113i,-0.00071026+0.00043926i,0.00015169+0.0006923i,-0.00090958+0.0004896i,-0.00083007+0.00030326i,0.00037717-0.0003374i,0.00089286-0.00062411i,-0.00024255-0.00013903i,-0.00026106+0.00035407i,3.7459e-05+0.00057477i,-0.00010788+0.00013254i,0.00037194-0.0002604i,0.00037587-7.7947e-05i,2.2222e-06-0.00015996i
-0.00094744-0.0006102i,-0.001214-0.00042946i,-0.0010207+6.3969e-05i,-0.0013872+0.00014361i,-0.0019053+0.001044i,-0.0015048+0.0024769i,-0.00036559+0.0024702i,-0.00021206+0.00085057i,-0.00098756+4.5344e-05i,-0.0011988+0.00028378i,0.00012868+0.0002578i,0.00068757+0.00025983i,-0.00019333-2.366e-05i,-0.0011263+0.00014627i,-0.0014497+0.00076232i,-0.0011548+0.0010436i,-0.00057266+0.001069i,2.9752e-05+0.00040159i,4.2352e-05+0.00046672i,0.00012915+0.00046883i,0.00080054-0.00015801i,0.0010834+0.00049396i,0.00063433+0.00067215i
-0.0022374+0.00067679i,-0.0011672-0.00013422i,3.5116e-05+0.00059458i,0.00073999+0.0015521i,0.00019461+0.0017823i,-0.00087129+0.0011568i,-0.0013713+0.00076794i,-0.00054709+0.00029159i,-0.00023251-0.00050415i,-0.0008766+0.00024891i,-0.0002454+0.00082112i,-0.00019375+6.8763e-06i,-0.00052477-0.00086824i,-0.00068554-0.00069941i,-0.00095517-1.663e-05i,-0.00040646+0.00073744i,-5.4732e-06+0.00072884i,0.000206-0.00036313i,-0.00026441-0.00042526i,-0.00060503-0.00051435i,-8.433e-05-0.00071949i,-8.4306e-05+0.0002497i,0.00019248+0.00021059i
0.00055394-0.00094801i,-0.0002214-0.00056124i,-0.0016656-0.00032201i,-0.0024482+0.00094871i,-0.001898+0.0026371i,-0.0015657+0.0034785i,-0.0012878+0.0026041i,-0.0013978+6.7715e-05i,-0.0018083-0.0012585i,-0.0012853-0.00017558i,-0.00052435+0.00045832i,0.00017099+0.00037597i,3.4991e-05+0.00062815i,-0.00030992+0.0001517i,-0.0002169-0.00047922i,-0.00070741+0.00017578i,-0.0004302+0.00060305i,0.00025684-0.00011815i,0.00038518-0.00051625i,9.2494e-05-8.2509e-05i,-0.00014219+0.00016023i,-0.00022776-2.4824e-06i,0.00028511-0.00029008i
-0.0016486+0.0011438i,-0.0011511+0.00060458i,-0.00094565-1.1585e-05i,-0.0017393+0.00050895i,-0.0034148+0.0023358i,-0.0037503+0.0031705i,-0.0033497+0.0023301i,-0.0022389+0.0012925i,-0.0011494+0.00090361i,-0.00051182+0.00035661i,7.9057e-05-0.00031267i,0.00050307-0.00054076i,0.00048315-0.00013361i,-0.00044391-0.00022613i,-0.00070041-0.00021926i,-0.00047074-8.8823e-05i,-0.00044522+0.00017689i,-0.00045785+0.00021304i,4.17e-05-0.00059356i,0.00080923-0.00093875i,0.0008786-0.00056315i,0.00034219-0.00049459i,-4.2881e-05-0.0005606i
-0.0010609-0.00037814i,-0.0011269+0.00042523i,-0.0015246+0.00075722i,-0.0013929+0.0018594i,-0.0023307+0.0040496i,-0.0034993+0.0045884i,-0.002422+0.0027417i,-0.00095676+0.00038143i,-0.0012959-0.0012167i,-0.0010732-0.00051061i,0.0003032+0.00078623i,0.00072084+0.00053257i,0.0010107-0.0002549i,0.0011911-0.00023455i,0.00087708+9.3715e-05i,0.0010634+0.00037074i,0.00072958+0.0006986i,-0.00062634+0.0004288i,-0.00073453+9.1867e-05i,-0.0002782+0.000119i,-0.00058259+0.00012733i,0.00028069-0.0004403i,0.001225-0.00038481i
0.0010719-0.00039832i,-0.0001382-0.00017271i,-0.00025205-0.00064057i,-0.00086108-0.00059337i,-0.0021227+0.00048085i,-0.0016703+0.0016939i,-0.00067222+0.002281i,6.7202e-05+0.00050103i,1.4012e-05-0.0013495i,-0.0004678-0.00015432i,-0.00080708+0.0010343i,-0.00081466+0.00080554i,-0.00071882-3.4153e-06i,-0.00061542-0.00032939i,-0.00079917+0.00048775i,-0.00066609+0.00077113i,-0.00060108-0.00065906i,-0.00066367-0.0012585i,-0.00058605-0.00027877i,-0.00072962+0.00039627i,-0.00035565+0.00078045i,-0.00021904+0.00045879i,-0.0001452+0.00016844i
0.00025835-0.00027738i,4.3546e-05+0.00093033i,-0.00048302+0.0010157i,-0.0010218+0.00074035i,-0.0024715+0.00070708i,-0.003818+0.0016485i,-0.0030851+0.0014634i,-0.0012196+4.9807e-05i,-0.0011177-7.3097e-05i,-0.001341+0.0004205i,-0.0011027+2.832e-05i,-0.00051234-0.00056576i,-0.00023138-0.00073295i,-0.00033056-0.00031105i,6.2754e-05-0.00024392i,0.00050103-0.00029629i,0.00029938+0.00037886i,-0.00011727+0.00041656i,-9.7869e-06-0.00021916i,0.00022117-0.00028364i,9.0349e-05+0.00056581i,0.00015886+0.00092268i,-8.3296e-05+0.00089375i
-0.00036747-0.00054554i,0.00033384-0.001112i,-0.00029229-0.00091866i,-0.0017111-0.00038514i,-0.0032275-1.9696e-05i,-0.0033107+0.00050855i,-0.002066+0.0010543i,-0.001077-0.00019739i,-0.0011681-0.0015102i,-0.0013694-0.00087813i,-0.00028496-0.00037475i,0.00077682-0.00043223i,0.00045593+3.7141e-05i,-0.00035649-8.3224e-05i,-0.00088043-0.00040596i,-0.00080841-0.00031488i,-0.00052752-0.00041635i,4.1012e-05+6.6743e-05i,0.00019089+0.00031264i,-0.00015505+0.00012017i,-0.00015508-0.00029251i,0.00037633-0.00049785i,0.00076585-0.00028903i
0.00043918+0.0010456i,-0.00018577+0.0013752i,-0.0002181+0.00085925i,3.643e-05+0.00038399i,-0.00084502+0.0012207i,-0.0014684+0.0028425i,-0.00051006+0.0032037i,-3.6241e-05+0.0013475i,-0.00023411-0.00025706i,-0.00041694-0.00013589i,0.00027969+0.00030043i,0.00067465+0.00073675i,9.2784e-05+0.00050575i,-0.00021692+7.1254e-05i,-0.00056868+2.5654e-05i,-0.00064542+0.00018842i,-8.6608e-05+0.00031638i,-7.6144e-05+0.00051694i,-0.00038857+3.0589e-05i,-0.00029354-0.00034296i,0.00036239-0.00051956i,0.00061043-1.6978e-06i,0.00057939+0.00018881i
0.00057213+0.00028604i,0.00044195-0.00033689i,-0.00020727-8.6028e-05i,-0.0012486+7.0722e-06i,-0.0023627+0.00099127i,-0.0028501+0.0025186i,-0.0023002+0.0028413i,-0.00073739+0.0022553i,-0.00015929+0.001048i,-0.00032025+0.00081375i,0.00065067+0.00068847i,0.0012551+0.0001165i,0.0012194-0.00013102i,0.00047039-6.0521e-05i,-0.00038007+0.00042824i,-0.00062848+0.00014618i,-0.00034962-0.00083045i,8.8095e-05-0.00074534i,-0.00021084-0.00060492i,-0.00023473-0.00056911i,0.00058234-2.7457e-05i,0.00090094+0.00015784i,0.0011689-0.00027007i
-0.0020526-0.0015671i,-0.00094288-0.00063205i,-0.0017498+0.0011519i,-0.0015826+0.0020457i,-0.0011465+0.0015582i,-0.00034478+0.0014167i,-0.00060426+0.0012049i,-0.0011911-5.7336e-05i,-0.0013806-0.0010952i,-0.00095489-0.00050608i,-0.00019686+0.00076056i,-7.4864e-06+0.000986i,0.00049739-0.000262i,-3.4523e-05-0.00026193i,-0.00094979-3.0844e-05i,-0.000552-0.00033093i,-0.00035139-0.00019886i,-0.00049587-0.00052616i,-0.00013731-0.0004349i,-0.00026756-0.00050709i,-0.00064709-0.00029704i,-9.5592e-05-0.00044046i,0.00055172-8.4839e-05i
-4.6886e-05-0.00064546i,-5.6973e-05+0.00022837i,-0.00073935+1.9907e-05i,-0.0016494+0.00045825i,-0.0029601+0.0023907i,-0.0040601+0.0035335i,-0.0031437+0.0029843i,-0.00073371+0.0011527i,-9.8548e-05+0.00017438i,-0.00040666+0.00020695i,-0.00058227+0.00071748i,-0.00052032+0.00049995i,-0.00020007+7.1923e-05i,4.828e-05+0.00029023i,0.00017566+0.00081797i,0.00033665+0.00077525i,-0.00014907-0.00061453i,-0.00043179-0.00095949i,-0.00014203-0.00051723i,0.00036782-0.00064495i,0.00054018-0.00045105i,0.00042746-0.00054262i,0.0005641-0.00072795i
-0.0019487-0.00070642i,-0.00089695-0.0007557i,-0.0011887+0.00063235i,-0.0017485+0.0018848i,-0.0020311+0.0016434i,-0.0013762+0.0007653i,-0.00031298+0.00037401i,0.00025649-0.00054349i,-0.00046877-0.0010931i,-0.0010145+0.00081223i,-0.00091697+0.0020393i,-0.0004279+0.00071601i,0.00058154-0.00034562i,0.00039956-0.00030661i,-0.00079175-0.00026831i,-0.0013651+7.4877e-05i,-0.00095134-4.1388e-05i,-0.00065533-0.00053835i,-0.0008115-0.00025286i,-0.00054256-4.0613e-05i,0.00018705-0.00025946i,0.00021399+5.9167e-06i,0.00037813-0.00029027i
-0.00035508-0.00040733i,-0.0012527+0.00022864i,-0.0014094+0.00035906i,-0.0018854+0.001111i,-0.0025228+0.0019376i,-0.0028444+0.0021844i,-0.00201+0.0013076i,-0.0011083+0.00026754i,-0.0012086-0.00061148i,-0.0010711-0.00046237i,-0.00039469+0.0001788i,-0.00041384+0.0002483i,-0.00098469+0.00038825i,-0.0013698+0.00032135i,-0.0009178-0.00036579i,0.00015579-0.00063516i,0.00054058+0.0003497i,0.00075106+0.0006205i,0.00057328+0.00074598i,8.0032e-05+0.00047114i,3.6143e-05-0.00035118i,0.00034886-0.00039169i,0.00046296-0.00043174i
-0.00027097+6.3051e-05i,-0.00085366-0.00020023i,-0.0015318+0.00016309i,-0.0020931+0.0010895i,-0.0030887+0.0017472i,-0.0035308+0.0022803i,-0.0025676+0.0017364i,-0.0014784-5.4169e-05i,-0.00071794-0.0013748i,-0.00049057-0.00021268i,-0.00044396+0.00067543i,-0.00042359+0.00020519i,0.00030706-0.00038381i,0.00097527+1.1914e-05i,0.0005402+0.00028824i,0.00017402+0.00070783i,-0.00047585+0.0010106i,-0.0011916+0.00036257i,-0.0008444-2.4398e-05i,-3.1933e-05-0.00027093i,0.00054115-0.00015779i,0.00034168+0.00027505i,-0.00051249+0.00061516i
-0.0017261+0.00049342i,-0.001047+0.00046167i,-0.00013284+0.00041473i,-0.00046498+0.001406i,-0.0015569+0.0012469i,-0.0020979+0.00093099i,-0.0016202+0.0011785i,-0.00051644+0.00080979i,-0.00042252+0.00053652i,-0.00069586+0.00045411i,-0.00021379+0.00017028i,0.00013007-0.00026319i,-0.00029576-0.00073671i,-0.0009457-0.00028119i,-0.0014619+0.00028603i,-0.0008085-6.2204e-05i,0.00017268-0.00043293i,0.00046343-0.00032377i,0.00086946-7.2137e-05i,0.0009286-1.0772e-05i,0.00045417+3.8984e-05i,-0.00026514+0.00018184i,-0.00046168+0.00012801i
-0.0001599+0.00086367i,-0.00084768+0.00034097i,-0.0010477+0.00067822i,-0.0014336+0.0010136i,-0.0021686+0.001375i,-0.0030198+0.0019461i,-0.0021799+0.0013865i,-0.00083471+0.00024798i,-0.0008324-0.00028153i,-0.00027785-2.5187e-05i,0.00047793+0.00034939i,0.00042064+0.00048847i,2.798e-05+6.5231e-05i,-0.00057585-0.00018017i,-0.00048846-0.00011562i,0.00019221-0.00080413i,0.00020535-0.0011854i,3.3329e-05-0.00084297i,-7.7812e-05-0.00022655i,-0.00064919+0.00020182i,-0.00017051+0.00025704i,0.00030474+0.00027231i,0.00041036-7.8764e-05i
-0.00063908-0.00049759i,-0.00025928+0.00048624i,-0.00013201+0.00028271i,-0.0014512+0.00062301i,-0.0025736+0.0016723i,-0.0021519+0.0023686i,-0.0012905+0.0024603i,-0.00064145+0.00072635i,-0.00075549-0.001226i,-0.00072438-0.0013053i,-1.8051e-05-0.00038731i,0.00013358-0.00025461i,-1.7878e-05-0.00012846i,5.7079e-05-9.256e-06i,0.00022874-0.0003418i,0.00045403-0.0001319i,4.5588e-05+0.00013681i,-0.00076262-0.00013325i,-0.00051158-3.702e-05i,0.00035294+7.1162e-05i,9.9175e-05+0.00031236i,3.3469e-05-0.00019295i,0.0010707-0.00033899i
-0.00024056-0.00065432i,0.00073347-0.0010061i,0.00024298-0.00012513i,-0.00025024+0.00015346i,-0.00050826+0.00060438i,-0.001493+0.0021831i,-0.0018444+0.0032178i,-0.0012021+0.0019394i,-0.00081081-1.2667e-05i,-0.0011776+6.3856e-05i,-0.00035582+0.00080528i,4.3834e-05+0.00046968i,-0.00068002+0.00015742i,-0.00070564+0.00013646i,-0.00036374+0.0003736i,-0.00022782+0.0001947i,-0.00066185-0.00021495i,-0.0013324-7.2104e-05i,-0.00096371+0.00041346i,-0.00016905+0.00020101i,0.00011839+0.00039608i,-0.00024231+0.00052416i,-0.00017814-0.00011435i
0.00060907-0.0001094i,-0.00112+0.00099849i,-0.0019215+0.00050632i,-0.0026596+0.00035809i,-0.0041486+0.00090739i,-0.0042252+0.0017303i,-0.0026794+0.0019211i,-0.0010351+0.00079927i,-0.0013968-0.00032878i,-0.0014536-0.00040492i,0.00036769-8.3517e-05i,0.001054-0.00022883i,0.000354+0.0002885i,0.00027906+0.00075468i,0.00038633-7.3979e-05i,-0.00032028-0.00097894i,-0.0010286-0.0011236i,-0.00051187-0.00070972i,0.00095594-0.0001856i,0.00086332-0.00019852i,0.00032107-0.00042644i,0.00026996-0.00064968i,0.00019467-0.00040828i
0.0010173-0.00034268i,0.00055304+6.0524e-06i,0.00053898+9.077e-05i,7.9669e-05+0.00026735i,-0.0005371+0.00063627i,-0.00087738+0.0012748i,-0.00048726+0.001598i,-0.00054528+0.00062029i,-0.0012084-0.00074861i,-0.0012576-0.00090372i,1.609e-06-0.00041779i,0.0005841-0.00016039i,0.0008518-9.5812e-05i,0.00072272+0.00021529i,6.2808e-06+0.00059654i,-0.00047409+0.00062438i,-0.00082241+0.00061918i,-0.00070926+0.00043417i,-0.00024224+0.00051027i,-8.6485e-05+0.00057036i,-0.00043724+0.00022499i,-0.0006822+0.00073296i,-0.00018084+0.0012278i
0.00021433-0.00063759i,0.00012264-0.00064683i,0.00076553-0.0007306i,-0.00042882+0.00039794i,-0.0021884+0.0026998i,-0.0029246+0.0046778i,-0.001782+0.0041353i,0.00018396+0.0017187i,0.00062158-0.0001509i,0.00026717-0.00065707i,-0.00046928+7.8188e-06i,-0.00053721+9.9908e-05i,-0.00064676-0.00011618i,-0.00036338-0.00028i,0.0005979+1.1845e-05i,0.00085162+0.00034881i,0.00024337-0.00026645i,-0.00013277-0.00024486i,0.00063078-0.00014759i,0.00066988-0.00062852i,3.7904e-05-0.00082463i,0.00010668-0.00034427i,0.00048059-0.0004383i
-0.00091319+0.00043581i,-0.00023694-0.00032155i,-0.00056924+0.0002777i,-0.0013234+0.00053251i,-0.0024718+0.0011831i,-0.0042024+0.0016512i,-0.0033981+0.00062639i,-0.00093588-9.1425e-05i,-0.00078599-0.00046755i,-0.00098219-0.0001523i,0.00059662+0.00059062i,0.00048787+0.00027846i,-0.00084034+0.00016856i,-0.0011161+0.00057921i,-0.00066685+0.00070083i,-4.7503e-05+0.00053863i,0.00018636+0.00056622i,5.4761e-07-4.5505e-05i,-0.00025302-0.00055979i,-0.00032506-0.00063964i,-0.00021526-5.7374e-05i,-0.00063273+0.0002511i,-0.00027613+0.00015931i
-0.0015464-0.0017996i,-0.00078755-0.0018116i,-0.001563+3.6182e-05i,-0.0026601+0.0013193i,-0.0037826+0.0016775i,-0.0036877+0.0018593i,-0.0015187+0.0015037i,-0.00022072+3.547e-05i,2.4945e-05-0.0013366i,-8.8288e-05-0.00065375i,-0.00046523+5.2786e-05i,-0.00083368-5.2648e-05i,-0.00051028-0.00030599i,-1.8535e-05-0.00036551i,-0.00060708-0.00025208i,-0.00019193-0.00050005i,0.00048356-0.00047676i,-0.00042887-0.00035417i,-3.7596e-05+0.00023507i,0.00084258+0.00071215i,0.000134+7.3846e-05i,4.5189e-05+0.00055178i,0.00029118+0.00069208i
-0.00031406+0.00019921i,-0.00076974+0.00031294i,-0.0023373+8.6542e-05i,-0.0040299-0.00019445i,-0.0041665+0.00060304i,-0.0035685+0.0026625i,-0.0019518+0.0031583i,-0.00083977+0.0015428i,-0.00075907+0.00046427i,-0.00055528+0.00044377i,-3.235e-05+0.00027919i,7.9248e-05+0.00023756i,-0.00018962-0.00036459i,-0.00090726-0.0007679i,-0.001371-0.00013222i,-0.00046555+0.00016356i,-3.0657e-05-0.00025207i,-0.00018639-0.00057439i,-0.00038876-0.0002942i,-0.00032275+0.0010399i,0.00046602+0.0015936i,0.0009726+0.0011515i,0.00049056+0.00074984i
-0.0025003-0.00022147i,-0.0015483+7.7667e-05i,-0.0015351+0.0012848i,-0.0013951+0.0019399i,-0.0015766+0.0023821i,-0.001173+0.0022618i,-0.00087695+0.0011821i,-0.0010417-0.0002203i,-0.001389-0.00025491i,-0.0013838+0.00043614i,-0.00032096+0.00029046i,0.00024735-1.1313e-06i,-0.00017156-0.00011996i,-0.00032062+0.00014275i,-0.00038374+0.0003438i,-0.00023787+0.00051656i,6.1383e-05+0.00089166i,-9.7378e-06+0.00037113i,0.00010531-9.8545e-05i,0.00028002+0.00020041i,-0.00032418+0.00021724i,-0.00025639-7.4091e-05i,8.1906e-05-0.00022691i
0.0020153+0.00099211i,0.00067913+0.0010891i,-0.00042755-5.8743e-06i,-0.0010562-0.00086503i,-0.0021306-0.00071791i,-0.0025754+0.00081495i,-0.00092382+0.0023255i,0.00011819+0.0020075i,-0.00066629+0.00016438i,-0.0013224-0.0012757i,-0.0004343-0.0014976i,-0.0001558-0.0015017i,-0.00039621-0.0010803i,3.659e-05-0.00033883i,-6.2257e-05+4.881e-05i,-0.00013485-5.2624e-05i,-0.00040181-0.00044342i,-0.00048872-0.00067249i,1.684e-05-0.00046084i,0.00031951-0.00019491i,-0.00017826-5.143e-05i,0.00025843-3.5327e-05i,0.0016914-0.00020746i
-0.00089647+0.00093298i,-0.00090606+0.00046292i,-0.00039388+0.00074057i,0.00024896+0.00052465i,-0.00085055+0.00088504i,-0.001966+0.0013604i,-0.0017238+0.0012368i,-0.00038853+0.00072111i,0.00019565+0.00050903i,-0.0001208+2.4578e-05i,0.000211-0.00087805i,0.0007009-0.00087263i,0.00018684-0.00019913i,-0.00096045+0.00027241i,-0.0012368+0.00051716i,-0.00050075+0.00042i,0.00075896+0.00014951i,0.00065722-0.00019763i,-0.00028794-5.0804e-05i,-0.00067167+0.00046827i,-0.00067637+0.00037367i,-0.00091884+0.00091485i,-0.00038773+0.0011418i
0.00061242+0.00016036i,0.00025542+0.00047156i,0.00045396-0.00085074i,-0.00038256-0.00082159i,-0.0023678+0.00038659i,-0.0030055+0.0020409i,-0.0021673+0.0024861i,-0.0011972+0.00075138i,-0.00099348-0.00047993i,-0.00071866-0.00049709i,-0.00018841+0.00013781i,-0.00051096+0.00043089i,-0.0012477-7.0601e-05i,-0.00085111-0.00034695i,0.00046807-0.00053245i,0.00042191-8.7351e-05i,-5.009e-05+0.00084003i,-0.00021127+0.0010146i,-1.4177e-05+0.00016698i,0.00032729-7.8327e-05i,0.00021091+0.00037752i,0.0006811+0.00036936i,0.001059+0.00022506i
0.0014746+0.0012244i,-4.5392e-05+0.00079284i,-0.00043353+0.00052686i,-0.00087217+0.00065194i,-0.0016766+0.0014132i,-0.0023479+0.0029597i,-0.0019977+0.0028935i,-0.00088088+0.0010116i,-0.00035207-0.00011416i,3.3486e-05-0.00042303i,0.00084016-0.00059582i,0.00058408-0.00016541i,-0.00010927+0.00030561i,-0.00019873+0.00071931i,-0.00065869+0.00094925i,-0.00054161+0.00048277i,-0.00061639-0.00055129i,-0.0010613-0.00067351i,-0.00041764-0.00016822i,1.0513e-05+3.5967e-05i,0.00018659+0.00033314i,0.00087394+0.00036789i,0.00087449+0.00011455i
0.00014226-0.00057231i,0.00052356-0.00040072i,0.0011291-0.00029865i,0.0003274+0.00060948i,-0.0012167+0.0018159i,-0.0025733+0.0024983i,-0.0022835+0.0023246i,-0.0011691+0.0006963i,-0.00073075-0.00010785i,-0.00047927+0.00072644i,0.00015674+0.00051851i,0.00079091-0.00047462i,0.00030061-6.4699e-05i,-0.00054833+0.00044578i,-0.00052122+0.00053375i,-2.7952e-05+0.00089826i,-0.00035091+0.00065854i,-0.00032969-0.00024548i,0.00043643-0.0005794i,0.00085453-0.0005099i,0.00034161-0.00066035i,-0.00069064-0.0006318i,-0.00087243-0.00027118i
0.0006349+0.00066247i,-0.00052003+0.0013085i,-0.00098888+0.00052611i,-0.0021061-0.0006125i,-0.0035395-0.00075185i,-0.0036622+0.0011244i,-0.0023773+0.0016778i,-0.0014775+0.00059101i,-0.0012155-0.00029223i,-0.00021447-0.00046138i,4.727e-05+0.00039681i,-4.6597e-05-5.5103e-05i,0.00030291-0.00091942i,9.4621e-05-0.00045904i,0.00015425+7.0214e-05i,0.00036933+0.00045001i,0.00038745-0.00030525i,-6.3594e-05-0.0010859i,-0.00021088-0.00037698i,-0.0001895-0.00035403i,0.00024428-0.0004171i,0.00032594-3.576e-05i,-0.00054147+7.456e-05i
-0.00047082-0.00072953i,-2.8165e-05-0.00036204i,0.00033534-0.0008514i,0.0010912-0.00073845i,0.00012859+0.00099533i,-0.0009116+0.0016314i,-0.00028376+0.0011131i,0.00014086+0.00068008i,-0.00055393+0.00028206i,-0.00068335-0.00039686i,-1.0121e-05-0.00028561i,0.00011017+2.6804e-05i,-0.00012281+6.2503e-05i,0.00020372+0.00025186i,0.00023563+0.00074279i,-0.00051345+0.00042054i,-0.0011584+3.937e-06i,-0.0008284-0.00059348i,0.00027879-0.00052452i,0.0008199+0.0004028i,0.00033242+0.0010626i,0.00037729+0.0012604i,0.0012833+0.001063i
0.00072799-0.00021116i,9.8422e-05-0.00041804i,-0.0016141-7.5123e-05i,-0.0034597+0.00074091i,-0.0044968+0.0015328i,-0.0045332+0.0022797i,-0.0022625+0.0016758i,-0.00058172+2.5169e-06i,-0.00031402-0.00064386i,7.9022e-05+0.0001269i,0.00042988+0.00034517i,0.00066676+0.00018364i,-0.0001165+0.00033721i,-0.00061768+0.00069889i,-0.00034082+0.00014646i,0.00012733-0.00066585i,-0.00015053-0.00028527i,7.4079e-05+0.00037595i,0.00054892+0.00033588i,0.0004602+0.00028803i,0.00075421+0.00085151i,0.0008645+0.00093785i,0.00036323-0.00011307i
-0.00090505+0.00042617i,-0.0015997-0.00044267i,-0.0016361+6.8221e-05i,-0.0010387+0.00068762i,-0.0016751+0.00082259i,-0.0026734+0.00086818i,-0.0024111+0.00051163i,-0.0014834-0.00047545i,-0.0017312-0.0014993i,-0.0018034-0.00076782i,-0.00070701+0.00077879i,-9.437e-05+0.00080795i,0.00042694+0.00023214i,0.0002749+0.00035681i,-0.00038739+0.00082453i,0.00012211+0.0009476i,0.00055175+0.00059947i,0.00053782-0.00022907i,0.00078774-0.0010456i,0.00043709-0.00084018i,-0.00060715+0.00015027i,-0.00065938+0.00047476i,-0.00021336+0.00054771i
-0.00073678-0.00028715i,-0.00054875-0.00028338i,-0.00065377-6.1109e-05i,-0.0020739+0.00039686i,-0.0032621+0.0019787i,-0.003297+0.0029179i,-0.0025399+0.0026432i,-0.00093094+0.0014544i,-0.00093321-0.00021888i,-0.0010618-0.00027863i,0.0002881-7.4541e-05i,0.0012557-0.00020327i,0.00077249-1.0686e-05i,-8.5069e-05+0.00019546i,-0.00055728+0.00059135i,-0.00086835+0.00081697i,-0.00077808+0.00033816i,-0.00030996+0.00021981i,-0.00020508+0.0006696i,9.8267e-05+0.00034791i,8.5305e-05-0.00018467i,-0.00040462-4.0164e-05i,-0.00043212+0.00066921i
-0.00068062-0.00046366i,-0.00089809-3.998e-05i,-0.00086288-0.00014962i,-0.00091866+3.4544e-05i,-0.0013975+0.00042763i,-0.0013462+0.0014532i,-0.0008988+0.0021156i,-0.0010577+0.0014678i,-0.0013648+0.00020246i,-0.00070933-0.00028289i,-0.00010309+2.306e-05i,-0.00033935-0.00017594i,-0.0010291-0.00059404i,-0.00085404-9.885e-05i,6.7327e-05+0.00031877i,5.6551e-05-1.2392e-05i,-0.00051012-0.0002973i,-0.00058795+1.5877e-05i,-3.0412e-05+0.00048342i,0.00080861+0.00038946i,0.00038313+0.00016224i,8.7452e-05+0.00033605i,0.0007956-2.3233e-05i
0.00068516-0.0011234i,0.00086501-7.8922e-05i,0.00014687+0.0011293i,-0.0014621+0.0013239i,-0.0036277+0.0012277i,-0.004263+0.0015375i,-0.0033067+0.00097746i,-0.0020267-0.00067198i,-0.0012664-0.0014361i,-0.00081907-0.0004097i,0.00020888+0.0006657i,-9.877e-06-6.0757e-06i,-0.00071479-0.0009897i,-0.00079363-0.00022617i,-0.00025154-0.00013759i,0.00043731-0.0005944i,-4.2653e-05-8.7985e-05i,-0.00052003+4.467e-06i,-0.00020183+0.00024241i,-0.00032694+0.00085523i,-0.00055444+0.00077972i,-0.0003516+0.00063745i,0.00029891+0.00025891i
