-0.0013126-0.00023859i,-0.00057505-0.00074679i,-0.00078122-0.0001174i,-0.0013695+0.00066698i,-0.0025615+0.0014975i,-0.003674+0.0024172i,-0.0031951+0.0023547i,-0.0015383+0.0012764i,-0.00036245+6.9871e-05i,-0.00048719+0.00028617i,9.4427e-05+0.00080049i,0.00060897+0.00033724i,0.00014992-0.00032986i,0.00045385-0.00040436i,0.00021329+9.4638e-05i,-0.00041961+0.00087359i,-0.00052723+0.00051647i,-0.00043036-0.00038114i,0.00020771-0.00074809i,0.00088438-0.00086262i,0.0018341-0.00077807i,0.0019744-0.00043916i,0.00074912-4.4799e-05i
-0.0017398+0.0038337i,-0.0077232+0.0074086i,-0.035123+0.001398i,-0.10373-0.030894i,-0.19895-0.088706i,-0.23287-0.14786i,-0.16741-0.15341i,-0.091536-0.10867i,-0.057378-0.069573i,-0.044488-0.041996i,-0.034427-0.024272i,-0.025046-0.019723i,-0.014999-0.016757i,-0.0046441-0.011139i,0.001981-0.0055059i,0.0045359+0.0022783i,0.0045243+0.0082745i,0.00083789+0.0059638i,-0.0029855+0.0018585i,-0.0038579+0.0042405i,-0.0029929+0.0096718i,-0.00051385+0.011859i,0.0026392+0.0095655i
-5.3544e-05-0.0037234i,0.0058139-0.006027i,0.04281+0.013229i,0.14493+0.087367i,0.29305+0.20697i,0.36694+0.28501i,0.30389+0.22851i,0.19934+0.10235i,0.12203+0.032023i,0.073465+0.017909i,0.044222+0.016731i,0.023916+0.017062i,0.010793+0.015744i,0.0062318+0.011629i,0.0021231+0.0040675i,-0.0076789-0.0027455i,-0.014961-0.0049877i,-0.011892-0.003812i,-0.0030778-0.0038005i,0.0025356-0.007889i,0.0022341-0.011279i,-0.0019034-0.010522i,-0.0047529-0.0061821i
0.0010165-0.00020385i,0.0047181+0.0044946i,0.0067156+0.0088384i,-0.0053272+0.012096i,-0.040065+0.023916i,-0.079073+0.03948i,-0.092606+0.044131i,-0.078421+0.046349i,-0.050366+0.043501i,-0.027293+0.026874i,-0.015464+0.015369i,-0.0095644+0.012749i,-0.0056915+0.007688i,-0.0041546+0.0015304i,-0.0022527+0.0002082i,0.0055965+0.0024344i,0.015159+0.0054528i,0.016578+0.0083954i,0.010266+0.009925i,0.0056978+0.010916i,0.0056586+0.0096995i,0.0068824+0.0061329i,0.0048048+0.0015808i
-0.0020217-0.0047903i,-0.0096868-0.013002i,-0.013899-0.05903i,0.0022328-0.18989i,0.044486-0.40097i,0.082976-0.5283i,0.070462-0.42843i,0.026718-0.23974i,-0.00065226-0.12678i,-0.009282-0.074301i,-0.0047755-0.043234i,0.0050489-0.025577i,0.0097837-0.014836i,0.0076632-0.010472i,0.0019706-0.0074889i,-0.0024048-0.00067397i,-0.0033985+0.0032402i,-0.002581-0.00023907i,-0.0047216-0.0053651i,-0.0093551-0.0081503i,-0.013342-0.0085365i,-0.014344-0.0044119i,-0.010277+0.0017661i
0.0019888-0.0005106i,0.0071731-0.00017867i,-0.00081849+0.013574i,-0.037972+0.06135i,-0.092772+0.14785i,-0.12041+0.21543i,-0.079115+0.18763i,-0.0097043+0.10209i,0.021344+0.044659i,0.017233+0.024477i,0.0074785+0.018251i,0.002045+0.011189i,-0.001547+0.0026557i,-0.0016019+0.00039525i,0.0031641-0.0010489i,0.0079309-0.010891i,0.0076995-0.022079i,0.0059905-0.022203i,0.0085717-0.012077i,0.012766-0.0030245i,0.015076-0.00011383i,0.013574-0.0012266i,0.0078306-0.0018689i
-0.0046592+0.0037352i,-0.015093+0.011675i,-0.050006+0.036844i,-0.14702+0.086662i,-0.30724+0.14562i,-0.40777+0.15358i,-0.33205+0.10783i,-0.1732+0.062442i,-0.071827+0.036995i,-0.02942+0.023741i,-0.013473+0.010781i,-0.0099001+0.0021988i,-0.0082856+0.0001476i,-0.010022+0.00079001i,-0.011409+0.0025891i,-0.010201+0.0052732i,-0.010764+0.0078847i,-0.014996+0.0087408i,-0.019853+0.0088953i,-0.018821+0.010886i,-0.015381+0.011584i,-0.011548+0.010973i,-0.0044823+0.0092096i
0.0015844-0.0058859i,0.010799-0.014211i,0.049829-0.022937i,0.16809-0.025014i,0.37171-0.023304i,0.49342-0.015015i,0.38079-0.010967i,0.17516-0.01559i,0.059035-0.020691i,0.020373-0.025517i,0.0063032-0.018065i,0.0043988-0.0049543i,0.0038472-3.2669e-05i,0.0049481-0.003244i,0.003185-0.0089302i,-0.0068289-0.0094538i,-0.013272-0.0041599i,-0.0088981+0.00022584i,0.0011572-0.002446i,0.0085195-0.0096003i,0.010515-0.013577i,0.0082659-0.012928i,0.0053454-0.0081116i
-0.00067618+0.0054649i,0.0034741+0.014597i,0.02938+0.031932i,0.083598+0.059021i,0.13181+0.09835i,0.13526+0.10785i,0.10008+0.06941i,0.065919+0.021277i,0.043133-0.012005i,0.017361-0.020617i,-0.001026-0.008472i,-0.003024+0.0019904i,-0.00044288+0.005031i,0.00065867+0.0094331i,0.0040276+0.013668i,0.011521+0.015201i,0.02003+0.015786i,0.023545+0.01708i,0.019739+0.018446i,0.012241+0.017499i,0.0056695+0.014016i,0.0026341+0.010095i,0.00022836+0.0044886i
-0.0052553-0.0062431i,-0.01539-0.022563i,-0.058683-0.076557i,-0.15805-0.221i,-0.29064-0.44797i,-0.35169-0.56846i,-0.27019-0.42315i,-0.12904-0.17683i,-0.045603-0.0345i,-0.023732+0.019042i,-0.009971+0.029922i,0.00062663+0.016043i,0.00012656+0.0021255i,-0.0053665-0.0075277i,-0.010776-0.0097316i,-0.0099642-0.0043873i,-0.0052931-0.0046227i,-0.0039207-0.013288i,-0.0074341-0.018503i,-0.011074-0.017082i,-0.011528-0.014596i,-0.012131-0.01223i,-0.010266-0.0058694i
0.0016971+0.00524i,0.011366+0.0088351i,0.03268+0.017229i,0.055804+0.044441i,0.054838+0.12166i,0.025094+0.1956i,-0.010271+0.16385i,-0.037247+0.069549i,-0.044965+0.011886i,-0.02691-0.0022513i,-0.0036976-0.0035467i,0.0061837-0.0034286i,0.0090093-0.0020693i,0.012903-0.0018898i,0.015435-0.0071384i,0.012948-0.016306i,0.009506-0.021863i,0.007096-0.019556i,0.0081485-0.013275i,0.0095027-0.0060483i,0.0062893+0.001942i,0.003036+0.0071022i,0.0023594+0.0075909i
-0.0032762-0.00053615i,-0.020157+0.0083342i,-0.071759+0.062261i,-0.17632+0.21184i,-0.28918+0.40964i,-0.30008+0.49155i,-0.17452+0.36748i,-0.032976+0.16195i,0.038559+0.039228i,0.061324-0.0031282i,0.048091-0.021528i,0.01981-0.019155i,0.00087694-0.005469i,-0.0098938+0.0054233i,-0.012177+0.012538i,-0.0097358+0.014396i,-0.012293+0.015604i,-0.019656+0.019586i,-0.021451+0.022677i,-0.014122+0.019439i,-0.0071414+0.010255i,-0.0047318+0.0052186i,-0.001909+0.0036372i
0.006097-0.00051471i,0.022283-0.011209i,0.073008-0.054736i,0.20034-0.16067i,0.39562-0.29932i,0.50231-0.35229i,0.38202-0.2538i,0.16702-0.090261i,0.040342+0.0038194i,-0.012995+0.0085159i,-0.036978+0.0010991i,-0.029845+0.0012749i,-0.011861-0.0063759i,-0.0032663-0.016401i,-0.0058462-0.019863i,-0.012546-0.013658i,-0.011343-0.0051355i,-0.0031534-0.0027014i,0.0015695-0.0055366i,0.00091089-0.0062153i,0.0019375-0.0016249i,0.0058132-0.00059273i,0.0057609-0.0015139i
-0.0051207+0.0050566i,-0.005506+0.01754i,0.021986+0.057754i,0.1048+0.11511i,0.19147+0.12312i,0.18446+0.036034i,0.095293-0.055141i,0.022674-0.083984i,-0.007746-0.086328i,-0.027146-0.070845i,-0.029034-0.034018i,-0.013824-0.0054144i,-0.0017786+0.0081957i,0.0063031+0.017857i,0.014406+0.01715i,0.019063+0.0094875i,0.021457+0.0048702i,0.023945+0.0044806i,0.025201+0.0033714i,0.019947-0.00096509i,0.007198-0.0059002i,-0.0024454-0.0060238i,-0.0038886-0.0032364i
0.0038643-0.0049804i,-0.0047844-0.028238i,-0.068257-0.1022i,-0.25795-0.25873i,-0.53036-0.42661i,-0.66891-0.43205i,-0.51367-0.24997i,-0.2155-0.068828i,-0.0336+0.014267i,0.012242+0.056527i,0.0237+0.066484i,0.020638+0.041244i,0.0022661+0.014402i,-0.014694+0.0020306i,-0.020832+0.0025675i,-0.014485+0.0074628i,-0.007076+0.0058743i,-0.009684-0.0019779i,-0.015868-0.0029153i,-0.013652+0.0052671i,-0.0042797+0.0097538i,-0.00030338+0.0058487i,-0.0023834+0.001503i
-0.0001556+0.0071551i,0.0065878+0.020793i,0.051479+0.046161i,0.14211+0.10117i,0.21381+0.20139i,0.19196+0.27725i,0.10317+0.23514i,0.013412+0.11641i,-0.039804+0.030636i,-0.040938+0.0009088i,-0.019162-0.011981i,-0.0048585-0.016214i,0.0079928-0.011844i,0.019503-0.012155i,0.018357-0.016416i,0.0074861-0.018525i,-0.0034943-0.016384i,-0.0088927-0.012763i,-0.0082806-0.012676i,-0.0078109-0.013906i,-0.0098048-0.010856i,-0.0093618-0.003648i,-0.0063352+0.0018947i
-0.0017952-0.0078697i,-0.020802-0.0090382i,-0.093953+0.036938i,-0.21673+0.19552i,-0.26133+0.41806i,-0.11927+0.50939i,0.059906+0.35685i,0.11111+0.12471i,0.10027+0.0059512i,0.097697-0.027974i,0.072968-0.038967i,0.035673-0.024677i,0.012027-0.0040746i,5.7086e-06+0.0096394i,0.0010601+0.015434i,0.0087855+0.0111i,0.012868+0.0059233i,0.013955+0.0086257i,0.015756+0.0158i,0.020708+0.014492i,0.022751+0.0042477i,0.017846-0.00097651i,0.012215-0.00071222i
0.0046254+0.0050846i,0.026737+0.0025812i,0.10438-0.049743i,0.26369-0.21201i,0.41735-0.44301i,0.39758-0.56613i,0.2048-0.43497i,0.029552-0.16029i,-0.03623+0.0064828i,-0.060305+0.031106i,-0.065975+0.031781i,-0.041835+0.028179i,-0.017628+0.0074818i,-0.01049-0.012225i,-0.011846-0.018578i,-0.014754-0.0095894i,-0.011985+0.0043402i,-0.0057091+0.0077414i,-0.0063133+0.0021561i,-0.013866+0.0012905i,-0.018535+0.0069505i,-0.012846+0.0094444i,-0.0029376+0.0062324i
-0.001474-0.0062924i,-0.012808+0.0027351i,-0.019955+0.058845i,-0.0021366+0.15521i,0.022713+0.16855i,0.010375+0.03667i,-0.038708-0.094639i,-0.053655-0.1302i,-0.029693-0.1298i,-0.024057-0.11484i,-0.022012-0.076756i,-0.0090441-0.041636i,-0.0015678-0.016766i,0.0035026-5.4503e-05i,0.0069973+0.0018753i,0.0036358-0.0068182i,-0.0023219-0.019923i,-0.0049506-0.028746i,-0.00054204-0.028896i,0.004188-0.025891i,0.0040595-0.021038i,0.00028258-0.015642i,-0.0071657-0.0099541i
0.0082462-0.001464i,0.011578-0.021302i,-0.025109-0.11782i,-0.17709-0.29235i,-0.42373-0.36122i,-0.55764-0.15763i,-0.38657+0.11518i,-0.076564+0.18806i,0.074998+0.14081i,0.082273+0.11896i,0.070327+0.091531i,0.048352+0.042696i,0.018665+0.011243i,-0.0019966+0.0014262i,-0.0094073+0.0039417i,-0.0014478+0.012473i,0.011126+0.019914i,0.013948+0.023025i,0.0068637+0.025607i,0.0028711+0.030314i,0.0047323+0.030038i,0.0038624+0.024033i,0.0027219+0.016067i
-0.0049534-0.0014033i,-0.0058993+0.014627i,0.030783+0.078844i,0.13264+0.20081i,0.23515+0.29312i,0.24083+0.25579i,0.12411+0.14036i,-0.040621+0.050913i,-0.13369+0.0090858i,-0.13199-0.0029448i,-0.098155+0.00091837i,-0.063479+0.0097873i,-0.027673+0.013278i,-0.00079906+0.0099816i,0.0086923+0.0059012i,0.0016974+0.004825i,-0.013671+0.009463i,-0.025193+0.016328i,-0.024964+0.015499i,-0.019446+0.0037394i,-0.016497-0.007371i,-0.014566-0.0073363i,-0.010902+0.00033521i
0.0042691-0.001699i,-0.0096208-0.011384i,-0.092398-0.019413i,-0.22615+0.012041i,-0.21507+0.086288i,0.032622+0.086615i,0.24643-0.070776i,0.23512-0.21154i,0.15972-0.20144i,0.13054-0.14668i,0.087293-0.10774i,0.038521-0.062448i,0.010508-0.02938i,-0.004977-0.014083i,-0.0046433-0.0088068i,0.0057875-0.015822i,0.019787-0.027516i,0.032629-0.033987i,0.03653-0.030343i,0.033615-0.022511i,0.027939-0.017037i,0.022438-0.015621i,0.015467-0.018006i
-0.0051237+0.0037601i,0.014396+0.010266i,0.11706+0.0063877i,0.30373-0.055968i,0.37029-0.17943i,0.15684-0.24442i,-0.088334-0.10126i,-0.10291+0.12996i,-0.022803+0.21184i,-0.0059802+0.1728i,0.0035408+0.12673i,0.028914+0.07697i,0.034892+0.031859i,0.026896+0.0037987i,0.016035-0.0097981i,0.0062166-0.004992i,0.0037779+0.0093452i,0.005294+0.017278i,0.0032217+0.014212i,-0.0030728+0.0088789i,-0.010446+0.0082103i,-0.011657+0.01012i,-0.0021128+0.011586i
0.0017957-0.0051596i,-0.011469-0.0017266i,-0.080158+0.035725i,-0.19617+0.10209i,-0.27439+0.10299i,-0.29143+0.004814i,-0.31865-0.082385i,-0.30792-0.10248i,-0.22492-0.10852i,-0.16037-0.10571i,-0.12433-0.068535i,-0.081453-0.027689i,-0.04756-0.0046855i,-0.030803+0.01034i,-0.021439+0.016932i,-0.021136+0.012088i,-0.031381-0.00184i,-0.041918-0.015958i,-0.04071-0.020492i,-0.029459-0.017817i,-0.015838-0.014374i,-0.010039-0.011144i,-0.016613-0.0052394i
-0.0038173+0.005753i,0.0093212-0.014284i,0.057958-0.11353i,0.11318-0.28234i,0.11856-0.2994i,0.15106-0.058472i,0.30667+0.13562i,0.40789+0.065424i,0.32738-0.044465i,0.22037-0.046211i,0.15294-0.045368i,0.083657-0.054748i,0.034434-0.045316i,0.0094293-0.033647i,-0.0029082-0.020688i,0.0015776-0.0095133i,0.012629-0.0025739i,0.02023+0.0048226i,0.020981+0.012709i,0.018935+0.018964i,0.015729+0.020594i,0.014299+0.018562i,0.017207+0.011466i
0.00047753-0.0052173i,-0.008669+0.01292i,-0.042568+0.11736i,-0.090877+0.30057i,-0.11247+0.38073i,-0.080566+0.26728i,-0.064569+0.15211i,-0.091791+0.15151i,-0.10305+0.16283i,-0.086393+0.13972i,-0.048307+0.11726i,-0.0094109+0.089736i,0.0080222+0.058012i,0.018892+0.035355i,0.027663+0.01817i,0.026259+0.0099515i,0.019188+0.015666i,0.011309+0.026476i,0.0046178+0.030304i,-0.00335+0.024657i,-0.0097348+0.016402i,-0.010762+0.01227i,-0.0089313+0.014685i
0.0013149+0.0081946i,-0.0093185-0.012807i,-0.0453-0.11503i,-0.10793-0.28765i,-0.13136-0.40604i,-0.10636-0.45976i,-0.12663-0.50848i,-0.18272-0.44096i,-0.16639-0.27183i,-0.10992-0.17247i,-0.095792-0.12483i,-0.082337-0.068007i,-0.051861-0.034041i,-0.035235-0.017657i,-0.026979-0.0029785i,-0.024956+0.00044098i,-0.025613-0.007211i,-0.01824-0.019567i,-0.0073195-0.028032i,0.00088558-0.027189i,0.0034943-0.024611i,0.0021003-0.024377i,-0.0010849-0.025163i
-0.00037346-0.0074057i,0.021629+0.012318i,0.11135+0.11994i,0.26998+0.30186i,0.33164+0.40657i,0.20289+0.38453i,0.086606+0.35044i,0.12249+0.28904i,0.16664+0.1701i,0.1433+0.088149i,0.11763+0.045571i,0.086035+0.0084813i,0.050418-0.002885i,0.0315-0.011114i,0.012807-0.027385i,0.0017645-0.033597i,0.0072137-0.034626i,0.011628-0.032637i,0.0083002-0.022319i,0.0048821-0.0099122i,0.0053906-0.0027421i,0.0065007+0.0013785i,0.0079089+0.0053679i
0.0016982+0.007165i,-0.026509-0.0032629i,-0.13365-0.070245i,-0.30891-0.19021i,-0.39029-0.23242i,-0.31314-0.078537i,-0.20282+0.13295i,-0.11575+0.19661i,-0.056506+0.13483i,-0.051169+0.0865i,-0.053726+0.092615i,-0.032536+0.087205i,-0.02041+0.052346i,-0.019037+0.032326i,-0.0066473+0.033191i,0.010623+0.04066i,0.017162+0.047665i,0.01102+0.044006i,0.00062823+0.027067i,-0.0067526+0.0075048i,-0.011815-0.00048919i,-0.013949+0.0015549i,-0.011823+0.0035296i
-0.0014685-0.006457i,0.033554-0.018186i,0.17836-0.034385i,0.41769-0.073122i,0.55027-0.15069i,0.48797-0.25044i,0.37535-0.31903i,0.2503-0.30867i,0.11094-0.22935i,0.038262-0.15697i,0.01328-0.12625i,-0.0029616-0.09242i,-0.0014567-0.055466i,-0.0057367-0.032764i,-0.020663-0.01567i,-0.029845-0.011613i,-0.034428-0.017884i,-0.027667-0.015451i,-0.0098444-0.0042577i,0.0035928+0.0030798i,0.007825+0.0021467i,0.0082451+0.0020353i,0.0086996+0.0057506i
0.0092277+0.0060508i,-0.028179+0.03263i,-0.19024+0.092396i,-0.4748+0.17771i,-0.63015+0.19811i,-0.48344+0.099301i,-0.24044-0.019357i,-0.10167-0.060555i,-0.040403-0.043177i,-0.0022104-0.013653i,0.030759+0.0044984i,0.046579+0.0019973i,0.033066+0.0026239i,0.02668+0.0079849i,0.037444-0.0038517i,0.045932-0.021914i,0.052647-0.028591i,0.048843-0.026127i,0.029658-0.01574i,0.010419-0.0015735i,0.00042811+0.0097559i,-0.0045504+0.012371i,-0.0103+0.0061657i
-0.0058783-0.0072794i,0.013396-0.04911i,0.11606-0.16929i,0.27377-0.32168i,0.2816-0.32861i,0.02736-0.14558i,-0.22195+0.037992i,-0.24143+0.099072i,-0.14425+0.079287i,-0.087245+0.052545i,-0.078327+0.043698i,-0.063965+0.037753i,-0.038724+0.018421i,-0.023191+0.0034894i,-0.017329+0.0082208i,-0.019975+0.024384i,-0.029078+0.040107i,-0.031251+0.042012i,-0.021097+0.027969i,-0.0079686+0.011896i,0.00064803+6.5535e-06i,0.0034121-0.0096148i,0.0032387-0.010827i
0.012939+0.0013002i,0.012601+0.060336i,-0.029095+0.25171i,-0.087326+0.55186i,-0.06199+0.69764i,0.061277+0.52965i,0.12618+0.28537i,0.087265+0.16125i,0.037831+0.09066i,0.014901+0.030351i,0.0078509-0.00019814i,0.0054296-0.0059253i,0.010745-0.0016739i,0.018062-0.010198i,0.0073947-0.030176i,-0.012548-0.040051i,-0.023358-0.039054i,-0.027089-0.030014i,-0.025698-0.013076i,-0.016078-0.0001508i,-0.0038953+0.0030095i,0.0033225+0.0049073i,0.005278+0.007325i
-0.011424+0.00026995i,-0.034044-0.062037i,-0.051214-0.27807i,-0.033078-0.62397i,0.049222-0.8016i,0.16136-0.61818i,0.23208-0.3268i,0.21008-0.15302i,0.13792-0.072444i,0.084776-0.040251i,0.05227-0.020324i,0.035215+4.6269e-05i,0.022065+0.0048931i,0.0039727+0.0098332i,0.0013477+0.022271i,0.019285+0.025809i,0.041002+0.021023i,0.052581+0.014288i,0.046161+0.0042819i,0.025963-0.0093629i,0.00415-0.017316i,-0.0083893-0.0135i,-0.0073966-0.0066848i
0.014056-0.0075263i,0.062559+0.039036i,0.17794+0.20456i,0.3105+0.4244i,0.28415+0.43441i,0.077485+0.16694i,-0.096323-0.054194i,-0.083472-0.085026i,-0.0057685-0.05591i,0.0024389-0.020917i,-0.0072423+0.0015535i,-0.0057208-0.0014815i,-0.0076501-0.0070412i,-0.011885-0.0067799i,-0.016653-0.00071523i,-0.018912+0.011424i,-0.020411+0.020081i,-0.017013+0.021665i,-0.0052349+0.020294i,0.005217+0.017888i,0.0098205+0.01342i,0.010704+0.0062915i,0.0061496-0.00054981i
-0.014958+0.0081146i,-0.088444-0.019686i,-0.30632-0.1488i,-0.64378-0.34597i,-0.84201-0.40096i,-0.71879-0.20436i,-0.4297+0.0058218i,-0.19909+0.043096i,-0.084957-0.0066051i,-0.052493-0.031459i,-0.044494-0.016619i,-0.03282-0.0059176i,-0.027896-0.0069731i,-0.016229+0.0030728i,0.0038589+0.0076528i,0.0069459-0.0047336i,-0.0060269-0.021722i,-0.022148-0.034207i,-0.032169-0.031502i,-0.033047-0.012775i,-0.028041+0.0080703i,-0.019702+0.020591i,-0.010974+0.023033i
0.0091353-0.018883i,0.093876-0.021138i,0.33725+0.033657i,0.68295+0.15057i,0.82441+0.25598i,0.64297+0.26242i,0.37369+0.18951i,0.15624+0.094538i,0.028981+0.034206i,0.023355+0.013278i,0.042799-0.0090584i,0.031011-0.013669i,0.026986-0.0032045i,0.022462-0.0096741i,0.0074422-0.017393i,0.0056297-0.015148i,0.014014-0.0085118i,0.014098+0.0036465i,0.0071743+0.010617i,0.0064221+0.0045912i,0.0089425-0.0072472i,0.003362-0.013967i,-0.0062652-0.009982i
-0.0073233+0.023754i,-0.0837+0.063126i,-0.31755+0.14451i,-0.61534+0.26141i,-0.63417+0.30969i,-0.30151+0.19448i,-0.0015874-0.0039792i,0.057235-0.076588i,0.018249-0.021821i,-0.008433+0.022746i,-0.005697+0.037925i,0.0082525+0.041047i,0.0093575+0.039244i,0.011052+0.033349i,0.015296+0.015985i,0.0055463+0.00029888i,-0.012462+0.0008711i,-0.021675+0.0062616i,-0.01821+0.0077091i,-0.0092679+0.0074999i,-0.00011798+0.0059735i,0.0072095+0.0015165i,0.0096764-0.0056628i
-0.00024168-0.025206i,0.062011-0.10113i,0.28501-0.2853i,0.60003-0.56494i,0.6726-0.74246i,0.33016-0.63722i,-0.056908-0.32325i,-0.12274-0.04874i,-0.019725+0.037414i,0.0043722+0.0004078i,-0.033903-0.021203i,-0.037909-0.01676i,-0.021154-0.029968i,-0.024971-0.032167i,-0.033535-0.01814i,-0.028175-0.012467i,-0.010451-0.02374i,0.0094291-0.043209i,0.017141-0.048902i,0.0082787-0.04143i,-0.0068839-0.029387i,-0.0098165-0.013953i,0.0021578-0.0036954i
0.0092641+0.023401i,-0.019878+0.11836i,-0.15304+0.34686i,-0.32875+0.63186i,-0.36836+0.68746i,-0.24972+0.4505i,-0.13504+0.18791i,-0.073124+0.032527i,-0.021651-0.038041i,0.015417-0.027251i,0.042049-0.0019745i,0.044761-0.008521i,0.030901-0.0054698i,0.028506+0.00193i,0.026085-0.0025879i,0.024186+0.0011593i,0.02962+0.011107i,0.030154+0.014877i,0.025708+0.011936i,0.022461+0.0079298i,0.016691+0.0043593i,0.0038746+0.0028233i,-0.0093572+0.005258i
-0.019285-0.023161i,-0.034626-0.12971i,-0.040624-0.41391i,-0.099769-0.77476i,-0.20642-0.82659i,-0.16911-0.44915i,0.068356-0.072636i,0.20625-0.0065351i,0.11658-0.05544i,0.016987-0.027785i,-0.0022176+0.015915i,-0.0031304+0.024076i,-0.021398+0.013088i,-0.039443+0.0087332i,-0.02825+0.01921i,-0.0052667+0.028093i,0.0016241+0.030336i,-0.0028649+0.031793i,-0.0055934+0.033053i,-0.0042563+0.028542i,-0.0017515+0.019617i,0.003453+0.011384i,0.0099114+0.0067208i
0.02729+0.023043i,0.076165+0.12584i,0.15821+0.40915i,0.27178+0.76806i,0.32412+0.82732i,0.18988+0.45321i,-0.064956+0.069722i,-0.21185-0.0040175i,-0.18441+0.038778i,-0.11109+0.015124i,-0.07169-0.018737i,-0.046778-0.015511i,-0.010856-0.010098i,0.013681-0.021917i,0.0074433-0.02982i,-0.010439-0.027418i,-0.016569-0.020484i,-0.0096806-0.0090891i,2.7225e-05+0.0035241i,0.0082553+0.0075028i,0.01113+0.0010744i,3.4242e-05-0.00031303i,-0.014898+0.0079179i
-0.033008-0.011173i,-0.11588-0.091357i,-0.28333-0.29591i,-0.49765-0.49465i,-0.56862-0.44021i,-0.40231-0.21822i,-0.18086-0.11358i,-0.042292-0.10375i,0.034506-0.064957i,0.05102-0.032523i,0.025886-0.012718i,0.014246+0.0077173i,0.0091675+0.018867i,0.0057644+0.02845i,0.012888+0.017976i,0.012214-0.0034509i,0.0085096-0.011633i,0.0067799-0.016696i,-0.0032826-0.016772i,-0.015067-0.0032592i,-0.013934+0.011086i,-0.00079333+0.0083545i,0.010317-0.0070393i
0.037605-0.0034378i,0.15119+0.040911i,0.40977+0.15958i,0.75093+0.23411i,0.86736+0.14312i,0.61902+0.085649i,0.33458+0.22365i,0.26081+0.30477i,0.23881+0.19069i,0.14589+0.085567i,0.070677+0.052565i,0.040647+0.024569i,0.023145-4.6959e-05i,0.0099375-0.012794i,-0.0032784-0.0067938i,-0.012126+0.0080099i,-0.018451+0.013756i,-0.024445+0.0098511i,-0.024453-0.0019403i,-0.023683-0.013745i,-0.027267-0.015372i,-0.027812-0.0026994i,-0.021107+0.014142i
-0.03832+0.0052787i,-0.16351-0.013483i,-0.43013-0.088687i,-0.72163-0.15801i,-0.73499-0.14696i,-0.41634-0.15172i,-0.14626-0.25115i,-0.12003-0.30164i,-0.15386-0.22446i,-0.12141-0.12403i,-0.063603-0.06674i,-0.028632-0.037776i,-0.014861-0.0099713i,-0.0029433+0.0093048i,0.011012+0.0045288i,0.025056-0.015665i,0.030793-0.036724i,0.024504-0.039656i,0.016823-0.021265i,0.015214-0.0043392i,0.015858-4.6596e-05i,0.013584-0.0055057i,0.0052631-0.013231i
0.036379-0.018155i,0.15604-0.041522i,0.39451-0.078079i,0.58162-0.18138i,0.44754-0.33098i,0.10344-0.37566i,-0.069275-0.28393i,-0.04932-0.1744i,-0.025166-0.10263i,-0.020045-0.067023i,-0.018045-0.048093i,-0.023043-0.023639i,-0.021791-0.011009i,-0.023822-0.0068891i,-0.017213+0.0059676i,0.0049882+0.017222i,0.031224+0.026076i,0.053285+0.028529i,0.05293+0.014897i,0.028892-0.0040007i,0.00065441-0.01771i,-0.01639-0.021673i,-0.014451-0.016537i
-0.025344+0.0266i,-0.14646+0.08649i,-0.39728+0.20017i,-0.61506+0.37008i,-0.54639+0.47835i,-0.30746+0.43411i,-0.19669+0.35591i,-0.14795+0.33779i,-0.032575+0.28448i,0.035281+0.17049i,0.029169+0.095925i,0.025757+0.060245i,0.020211+0.021827i,0.0016673-0.009623i,-0.018428-0.023367i,-0.033759-0.013706i,-0.040653+0.0047647i,-0.036976+0.016866i,-0.015556+0.01987i,0.014948+0.010607i,0.03375-0.00087161i,0.036736-0.0037888i,0.027743+0.0050981i
0.026685-0.040313i,0.13961-0.12007i,0.37812-0.24413i,0.59815-0.33543i,0.55247-0.26114i,0.33332-0.035449i,0.23937+0.098237i,0.21536+0.050161i,0.13142-0.0039016i,0.056533+0.016861i,0.033315+0.032542i,0.033025+0.016099i,0.035766-0.0053317i,0.03621-0.016277i,0.025447-0.013109i,0.0045352+0.0023436i,-0.009769+0.01996i,-0.019654+0.028028i,-0.031128+0.02926i,-0.029661+0.031836i,-0.018106+0.030726i,-0.013853+0.021976i,-0.016576+0.0090985i
-0.01634+0.041096i,-0.10501+0.14851i,-0.28962+0.32947i,-0.42998+0.45525i,-0.33483+0.31879i,-0.12601-0.053974i,-0.068456-0.32638i,-0.10906-0.35595i,-0.13846-0.2829i,-0.14226-0.17917i,-0.10242-0.082814i,-0.067934-0.031872i,-0.059301+0.01332i,-0.036549+0.048111i,-0.0085275+0.039963i,0.0063001+0.014735i,0.0068688-0.0020883i,0.0017194-0.0062795i,0.0049433-0.0047655i,0.013375-0.0047542i,0.024641-0.0032693i,0.037248-0.0052602i,0.038646-0.0082449i
0.0065836-0.050492i,0.077239-0.19494i,0.23952-0.47415i,0.38728-0.74733i,0.34274-0.72282i,0.10486-0.39366i,-0.06858-0.084772i,-0.068176+0.039638i,-0.0060209+0.043567i,0.03416-0.0063862i,0.01708-0.041292i,-0.013638-0.044567i,-0.02711-0.057902i,-0.034927-0.062369i,-0.026511-0.038867i,-0.0099883-0.018005i,0.0029725-0.010704i,0.012014-0.0069759i,0.0089512+0.002754i,-0.0043523+0.018982i,-0.016973+0.033469i,-0.015696+0.039593i,-0.0082449+0.031021i
