-0.0024069+0.0010283i,-0.0011584+0.00018665i,-0.00076104-0.0012255i,-0.00012903-0.0024824i,-0.00031742-0.0033074i,-0.00060369-0.0025158i,-0.00083497-0.00068468i,0.00046231-0.00045807i,0.002368-0.0020159i,0.002527-0.002356i,0.0019325-0.0017001i,0.0012866-0.0013665i,0.0002598-0.00040042i,-0.00022168+0.00034858i,-0.00021991+0.00023328i,-0.0011864+4.813e-06i,-0.0011585-0.00013641i,0.0001767+0.00018877i,0.00074196+0.00092751i,0.00029891+0.0010251i,0.00048371+0.00055745i,0.00087843+0.00022082i,0.00085271-0.00010192i
0.010991-0.032961i,0.16112-0.12368i,0.58761-0.38327i,1.0944-0.86222i,1.2402-1.2147i,0.86381-1.0873i,0.21573-0.71543i,-0.35605-0.43743i,-0.56827-0.26949i,-0.411-0.16i,-0.15794-0.080001i,0.010018-0.05853i,0.087268-0.10399i,0.085011-0.14123i,0.030217-0.099482i,-0.018215-0.010108i,-0.019381+0.077931i,0.018554+0.13006i,0.037681+0.12105i,0.00059299+0.076843i,-0.061826+0.045478i,-0.09657+0.037382i,-0.087834+0.028086i
0.043495-0.01505i,0.0406-0.075689i,-0.13098-0.33508i,-0.56583-0.66473i,-0.95756-0.6986i,-0.86682-0.47354i,-0.43149-0.43553i,-0.14443-0.6112i,-0.10222-0.62478i,-0.08919-0.39042i,-0.01262-0.16934i,0.057102-0.10989i,0.037747-0.092597i,0.0023918-0.027061i,0.0084268-0.019969i,-0.010233-0.078121i,-0.049593-0.085639i,-0.049139-0.034819i,-0.019553+0.016543i,0.00022638+0.033413i,-0.00063617+0.027338i,0.003871+0.020027i,0.014647-5.0687e-05i
0.034002-0.025946i,-0.012716-0.10995i,-0.14081-0.20779i,-0.38506-0.27229i,-0.59256-0.27842i,-0.54096-0.22871i,-0.24662-0.17092i,0.011623-0.1997i,0.046777-0.25056i,-0.012285-0.20932i,-0.015098-0.16086i,-0.01516-0.16181i,-0.052535-0.13524i,-0.078559-0.097447i,-0.087606-0.089971i,-0.086104-0.067942i,-0.044624-0.038164i,0.015149-0.039305i,0.049777-0.03383i,0.071679-0.007173i,0.085361-0.0051641i,0.059981-0.023649i,0.0053629-0.02144i
0.039944+0.019989i,0.072197+0.0038992i,0.091093-0.0783i,0.047154-0.17151i,-0.028298-0.11794i,-0.023917-0.042454i,-0.044882-0.19865i,-0.26492-0.41699i,-0.46205-0.40396i,-0.37556-0.21262i,-0.17754-0.075213i,-0.093369-0.045753i,-0.086651-0.013666i,-0.063588+0.03599i,-0.043974+0.061242i,-0.035338+0.071117i,-0.0047876+0.076562i,0.042047+0.064078i,0.066308+0.022655i,0.050748-0.018994i,0.028473-0.043298i,0.012417-0.060657i,-0.010025-0.059957i
-0.05643-0.047122i,-0.1563-0.16673i,-0.39706-0.36372i,-0.73523-0.45687i,-0.84099-0.29176i,-0.57998-0.060496i,-0.31165-0.00011726i,-0.19969+0.0050526i,-0.056333+0.023053i,0.062471-0.012902i,0.052723-0.032594i,0.0086913-0.022737i,-0.018116-0.01167i,-0.020909+0.012211i,-0.006707+0.016746i,-0.0107-0.0071109i,-0.043407-0.026695i,-0.078169-0.021966i,-0.07506-0.0044182i,-0.048811-0.0099155i,-0.046673-0.017765i,-0.044961+0.0046234i,-0.016448+0.023359i
-0.0021271+0.052511i,-0.044391+0.16143i,-0.11018+0.3227i,-0.15357+0.39541i,-0.18276+0.29216i,-0.21268+0.21682i,-0.14998+0.28807i,-0.014161+0.32707i,0.057453+0.2555i,0.053283+0.13893i,0.0081781+0.050665i,-0.013488+0.04242i,0.023562+0.045031i,0.037333+0.013197i,0.0079458-0.0082589i,-0.017493-0.019678i,-0.034985-0.037804i,-0.041948-0.05091i,-0.042944-0.047992i,-0.045814-0.030461i,-0.039154-0.015444i,-0.0261-0.013678i,-0.019607-0.013275i
0.046031-0.023591i,0.15046-0.14516i,0.30051-0.43947i,0.24943-0.80293i,-0.052105-0.85648i,-0.20218-0.52959i,-0.092512-0.27998i,-0.1105-0.27886i,-0.25457-0.23552i,-0.22692-0.10597i,-0.095659-0.055307i,-0.029993-0.061818i,-0.022278-0.049699i,-0.022129-0.011249i,-0.0070452+0.027233i,0.01654+0.04988i,0.051949+0.070074i,0.094039+0.068611i,0.099373+0.034744i,0.061492+0.0094146i,0.031335+0.0066974i,0.024246+0.002579i,0.013186-0.0077682i
-0.0078085+0.037991i,-0.13332+0.059393i,-0.40181+0.16249i,-0.57574+0.34526i,-0.42242+0.3888i,-0.21705+0.17725i,-0.22831-0.026206i,-0.2273-0.078154i,-0.12498-0.10502i,-0.075196-0.10185i,-0.052472-0.04382i,-0.03131-0.011722i,-0.037201+0.00059229i,-0.02252+0.0090722i,0.0013943-0.0051252i,-0.0017482-0.009619i,-0.0086588+0.0032725i,-0.014524+0.015483i,-0.018235+0.026881i,-0.0024207+0.028384i,0.013839+0.019879i,0.011949+0.013962i,0.0058568+0.012348i
0.014341+0.0058715i,0.1548+0.09189i,0.50324+0.31003i,0.93073+0.52146i,1.0542+0.52553i,0.74957+0.33982i,0.36077+0.15957i,0.16881+0.06946i,0.10784+0.021595i,0.06863+0.0097758i,0.04301+0.03097i,0.031411+0.045511i,0.034302+0.034199i,0.032955+0.0008125i,0.011183-0.024907i,-0.010953-0.035037i,-0.029456-0.049278i,-0.037109-0.061798i,-0.023467-0.060108i,-0.008027-0.04975i,-0.01204-0.045347i,-0.028601-0.041174i,-0.028126-0.023568i
-0.021083+0.0055016i,-0.099031-0.085797i,-0.26417-0.29011i,-0.44275-0.44202i,-0.42752-0.34142i,-0.15608-0.13995i,0.13794-0.032545i,0.24926+0.033045i,0.19727+0.06582i,0.085732+0.045465i,0.011139+0.019817i,-0.0051592-0.0063056i,-0.013229-0.031435i,-0.028013-0.029955i,-0.031627-0.013101i,-0.025413-0.0027082i,-0.013223+0.0045278i,0.0026789+0.01489i,0.012856+0.021471i,0.010399+0.015948i,0.0041974+0.0063637i,0.0047671+0.0014819i,0.0043567-0.0056751i
0.008928+0.027628i,0.05537+0.10527i,0.11969+0.22298i,0.12428+0.21693i,0.0031159+0.035953i,-0.16037-0.060796i,-0.20994+0.041455i,-0.11965+0.12699i,0.0022185+0.090003i,0.048308+0.01742i,0.042524-0.0047824i,0.047888+0.0028712i,0.039449+0.0025743i,0.011459+0.014642i,-0.00095725+0.022952i,-0.0091516+0.015928i,-0.01515+0.023815i,-0.015868+0.034839i,-0.023487+0.033353i,-0.023831+0.028608i,-0.0070562+0.023268i,0.012597+0.014661i,0.018493+0.00039114i
0.013422-0.019972i,0.038603-0.16665i,0.073807-0.47913i,0.070224-0.77206i,0.015962-0.73165i,-0.053659-0.4283i,-0.096381-0.19827i,-0.067828-0.13987i,0.018892-0.17253i,0.077345-0.19211i,0.071947-0.14043i,0.056099-0.066111i,0.039614-0.024233i,0.012179-0.0022131i,-0.0034253+0.014474i,0.0048543+0.017894i,0.020426+0.00021531i,0.028958-0.030331i,0.032324-0.050546i,0.031342-0.051687i,0.024096-0.041028i,0.016651-0.030774i,0.0093731-0.020423i
-0.012777+0.012891i,-0.04553+0.095523i,-0.075169+0.26504i,-0.041879+0.37268i,0.062586+0.29357i,0.19841+0.1253i,0.33791-0.1194i,0.28397-0.42551i,0.010748-0.47622i,-0.12849-0.23583i,-0.076189-0.072397i,-0.049738-0.056345i,-0.048166-0.046529i,-0.02222-0.035496i,-0.0045196-0.03062i,0.0032311-0.027408i,0.00039173-0.028439i,-0.0030177-0.021769i,0.00062211-0.015611i,-0.0045208-0.015938i,-0.01709-0.018967i,-0.027577-0.016987i,-0.027443-0.0080416i
0.013409-0.0041887i,0.089683-0.088123i,0.21911-0.29774i,0.24412-0.52233i,0.075017-0.53442i,-0.083441-0.3473i,-0.12062-0.18337i,-0.15709-0.098625i,-0.20145-0.0173i,-0.17589+0.04787i,-0.10326+0.046586i,-0.061699-0.0035197i,-0.065601-0.029189i,-0.057663-0.013119i,-0.030277-0.0043656i,-0.026154-0.010851i,-0.037605-0.0070851i,-0.046081+0.0083044i,-0.050227+0.022509i,-0.042562+0.026221i,-0.028425+0.024793i,-0.0141+0.027308i,-0.00099629+0.026897i
-0.031931+0.0074717i,-0.16344+0.063135i,-0.43562+0.21466i,-0.64151+0.39756i,-0.55849+0.40963i,-0.40389+0.25305i,-0.37524+0.23267i,-0.25479+0.33379i,-0.050139+0.26245i,0.0052417+0.10265i,-0.00042452+0.050885i,0.029403+0.040388i,0.030894+0.029709i,0.013824+0.036572i,0.0010782+0.039784i,-0.0056995+0.046746i,0.0031589+0.055147i,0.01988+0.055826i,0.037328+0.05197i,0.047046+0.036107i,0.044614+0.010662i,0.03591-0.013558i,0.019338-0.025694i
0.036359+0.01309i,0.16713+0.022965i,0.43543+0.022958i,0.6576-0.0025753i,0.61811-0.01984i,0.46461-0.010769i,0.35508-0.048907i,0.20447-0.072314i,0.081776+0.0018282i,0.092259+0.030792i,0.087483-0.025267i,0.032124-0.032861i,0.030809-0.0079973i,0.04234-0.013977i,0.0281-0.018312i,0.024267-0.014526i,0.039081-0.013982i,0.056136-0.017862i,0.051768-0.027956i,0.023137-0.030448i,-0.0077204-0.020789i,-0.029078-0.012229i,-0.035357-0.0090068i
-0.032006-0.043939i,-0.14315-0.16051i,-0.42328-0.40285i,-0.77803-0.58582i,-0.88171-0.44381i,-0.64384-0.17014i,-0.36492-0.12287i,-0.25481-0.18805i,-0.18203-0.15094i,-0.081901-0.099312i,-0.064768-0.082353i,-0.087874-0.047371i,-0.083808-0.023285i,-0.064256-0.018596i,-0.037347-0.027476i,-0.031-0.053569i,-0.049142-0.073217i,-0.064855-0.07986i,-0.070621-0.068972i,-0.06091-0.036477i,-0.039149-0.0021546i,-0.014902+0.02178i,0.0052695+0.030414i
0.0015591+0.042081i,0.022511+0.13687i,0.057525+0.30874i,0.032324+0.42977i,-0.11527+0.36945i,-0.25809+0.28953i,-0.26619+0.2961i,-0.19243+0.21856i,-0.14949+0.063944i,-0.13723+0.027334i,-0.071305+0.073351i,-0.0001561+0.065876i,0.007821+0.03923i,-0.0044115+0.036793i,-0.011162+0.038655i,-0.023219+0.048792i,-0.03653+0.065633i,-0.041683+0.078744i,-0.026618+0.079655i,0.0011963+0.060096i,0.023346+0.03139i,0.034783+0.0064724i,0.03153-0.011362i
0.0055917-0.0323i,0.030023-0.082801i,0.11972-0.16127i,0.329-0.22678i,0.54235-0.28121i,0.55596-0.36784i,0.45834-0.35968i,0.41434-0.21786i,0.32949-0.10657i,0.18629-0.053928i,0.11116-0.01529i,0.098026-0.00591i,0.087884-0.012018i,0.068359-0.0097592i,0.043905+0.0096957i,0.046351+0.032391i,0.072714+0.03954i,0.093961+0.035087i,0.094075+0.020551i,0.069729+0.0010006i,0.041058-0.016291i,0.014464-0.0283i,-0.0098694-0.025832i
-0.020369+0.029241i,-0.018223+0.10565i,0.033318+0.25003i,0.17031+0.34194i,0.31241+0.2634i,0.30518+0.11424i,0.15634+0.027774i,0.037368+0.007572i,-0.00089165-0.0059176i,-0.018078-0.030898i,-0.033686-0.039451i,-0.039739-0.024782i,-0.029991-0.011758i,-0.015211-0.01483i,-0.0050376-0.030826i,-0.0069551-0.054439i,-0.010683-0.074758i,-0.0081234-0.088545i,-0.0114-0.088273i,-0.017493-0.068279i,-0.023273-0.045044i,-0.028945-0.022749i,-0.022578+0.00080793i
0.016218-0.021509i,0.023122-0.090117i,-0.032387-0.21188i,-0.20329-0.24001i,-0.36027-0.026573i,-0.3125+0.25397i,-0.17457+0.35736i,-0.13059+0.31115i,-0.077468+0.21982i,0.0044008+0.097122i,0.010901+0.011133i,-0.0081031-0.0019955i,-0.012441-0.0029993i,-0.017824-0.013586i,-0.0239-0.026877i,-0.042053-0.022565i,-0.06381-0.0015646i,-0.07481+0.011095i,-0.071175+0.019394i,-0.051588+0.024115i,-0.030554+0.022959i,-0.0089696+0.021456i,0.010958+0.0087669i
-0.029395+0.015969i,-0.081868+0.050368i,-0.18983+0.090382i,-0.34232+0.075867i,-0.45216-0.011624i,-0.41769-0.09823i,-0.24475-0.18222i,-0.06353-0.27105i,0.0071171-0.27647i,-0.0023145-0.17463i,0.0021206-0.076026i,0.017851-0.057809i,-0.0026871-0.066301i,-0.037379-0.036585i,-0.041327+0.015053i,-0.0084467+0.047962i,0.024375+0.058418i,0.035423+0.067217i,0.039286+0.064136i,0.03812+0.038357i,0.032043+0.016753i,0.026256+0.0039032i,0.013455-0.006594i
0.035598-0.012134i,0.12618-0.053421i,0.31319-0.17497i,0.49626-0.37014i,0.49452-0.49103i,0.35313-0.43131i,0.26905-0.32313i,0.18793-0.31079i,0.01722-0.25251i,-0.064295-0.073402i,-0.012747+0.022635i,0.005468+0.0072286i,-0.016907+0.013815i,-0.010159+0.044228i,0.017483+0.050354i,0.038391+0.016378i,0.044464-0.024551i,0.051949-0.04033i,0.050906-0.043819i,0.029451-0.038736i,0.0072401-0.029391i,-0.0072932-0.019609i,-0.014187-0.0042461i
-0.017585+0.00023803i,-0.042356-0.022102i,-0.045741-0.073282i,0.020219-0.16055i,0.11728-0.21843i,0.096443-0.16842i,-0.030113-0.059159i,-0.11583+0.018805i,-0.12275+0.035884i,-0.082+0.014955i,-0.033882-0.00063958i,-0.0024534+0.013377i,0.033281+0.032932i,0.062989+0.012128i,0.044828-0.03264i,-0.0094528-0.048253i,-0.047085-0.043054i,-0.059242-0.04998i,-0.064203-0.048865i,-0.059802-0.023188i,-0.044445+0.0003723i,-0.026716+0.0064438i,-0.0092557-0.00058222i
0.0098209+0.0012751i,0.0099219+0.011069i,-0.059545+0.042971i,-0.2219+0.15404i,-0.3669+0.30946i,-0.39002+0.37299i,-0.36847+0.3719i,-0.30881+0.38287i,-0.14975+0.30151i,-0.040858+0.11999i,-0.039015+0.016236i,-0.023491-0.0021189i,0.00081816-0.03246i,-0.010053-0.052512i,-0.028532-0.029795i,-0.028239+0.012017i,-0.022777+0.040163i,-0.034238+0.057211i,-0.038952+0.07173i,-0.018036+0.063419i,0.0027505+0.038102i,0.01081+0.017839i,0.0059344+0.0027009i
-0.024545-0.00023484i,-0.091925+0.0067039i,-0.22912+0.06214i,-0.36156+0.1657i,-0.31703+0.2001i,-0.06204+0.063796i,0.17983-0.14223i,0.22932-0.20993i,0.16353-0.12916i,0.095466-0.053227i,0.026164-0.035764i,-0.047757-0.034884i,-0.09911-0.015859i,-0.096695+0.021568i,-0.04348+0.040974i,0.0066236+0.028782i,0.030569+0.027317i,0.058335+0.044857i,0.086236+0.037001i,0.07983+0.0056527i,0.05014-0.011787i,0.02561-0.010753i,0.012887+0.0014906i
0.015865+0.0097845i,0.055989+0.011395i,0.12336-0.037859i,0.16089-0.15327i,0.12226-0.24298i,0.062382-0.23655i,0.028129-0.21516i,-0.02363-0.23126i,-0.076569-0.18597i,-0.055621-0.073986i,-0.0078014-0.0082348i,0.00090681+0.022093i,0.0087392+0.061888i,0.027438+0.064754i,0.026744+0.024432i,0.014805-0.012848i,0.018445-0.037221i,0.033586-0.065606i,0.026456-0.083349i,0.0041238-0.066889i,-0.0048965-0.037236i,-0.0055065-0.020416i,-0.0050459-0.017531i
-0.020377-0.01038i,-0.035551-0.040943i,-0.036346-0.084142i,0.0082288-0.1301i,0.056225-0.098318i,0.023265+0.077799i,-0.030933+0.2571i,-0.018021+0.25476i,0.0037937+0.12313i,0.0011694+0.029539i,0.027715+0.0088904i,0.084813-0.0080309i,0.11939-0.047439i,0.098174-0.071529i,0.038206-0.060977i,-0.014334-0.040898i,-0.048036-0.040142i,-0.078801-0.044416i,-0.088355-0.024532i,-0.063426+0.0014657i,-0.032304+0.0080325i,-0.015919+0.0021321i,-0.015247-0.001466i
0.025125+0.019594i,0.060019+0.068086i,0.13831+0.14923i,0.21773+0.22024i,0.20883+0.19136i,0.095237+0.057662i,-0.001485-0.016456i,0.021296+0.027144i,0.080295+0.044482i,0.061879+0.0080562i,0.0094417+0.0011408i,-0.012725-0.0002566i,-0.029067-0.029416i,-0.044468-0.038557i,-0.03347-0.0081775i,-0.016238+0.033245i,-0.01303+0.073731i,-0.0076274+0.1016i,0.0060201+0.092797i,0.013807+0.055127i,0.0092658+0.020515i,0.0055632+0.0096881i,0.010969+0.013746i
-0.0040792-0.025561i,-0.011947-0.048931i,-0.027926-0.062523i,-0.043689-0.038897i,-0.048348+0.0066036i,0.0020035+0.013743i,0.087116-0.027552i,0.10638-0.05652i,0.05813-0.040598i,0.016303-0.011002i,-0.003337+0.004802i,-0.026105+0.023685i,-0.04787+0.057557i,-0.045434+0.074836i,-0.014873+0.057189i,0.026935+0.028765i,0.067888+0.01136i,0.093336+0.00041362i,0.08239-0.012675i,0.044628-0.02048i,0.0125-0.016645i,0.0011078-0.010246i,0.0046075-0.009714i
-0.0038333+0.015968i,0.00084032+0.030833i,0.00055406+0.0047228i,-0.032971-0.077132i,-0.071508-0.14071i,-0.077868-0.1244i,-0.088115-0.099844i,-0.13983-0.13674i,-0.18347-0.13885i,-0.144-0.069631i,-0.05871-0.035939i,-0.0068412-0.043618i,0.014261-0.027092i,0.024641-0.0023604i,0.01314-0.0053766i,-0.010188-0.031465i,-0.0316-0.064527i,-0.047449-0.082914i,-0.04574-0.067345i,-0.030053-0.033015i,-0.016406-0.0095851i,-0.011354-0.0029667i,-0.013956-0.0039371i
0.0090383-0.025921i,0.0080172-0.095098i,-0.012919-0.22327i,-0.068953-0.35132i,-0.14502-0.34131i,-0.20026-0.16549i,-0.1847-0.010677i,-0.10493+0.0019853i,-0.029589-0.053562i,0.0013961-0.070629i,0.010831-0.045346i,0.016576-0.041883i,0.0093717-0.066843i,-0.0028122-0.071708i,-0.01618-0.045154i,-0.034263-0.0087035i,-0.050194+0.023559i,-0.054989+0.041062i,-0.040552+0.037309i,-0.017188+0.023046i,-0.00067822+0.01447i,0.00868+0.0096673i,0.0103+0.0059041i
-0.019626+0.019787i,-0.036886+0.043195i,-0.061552+0.063353i,-0.076014+0.05331i,-0.025933+0.00056581i,0.096896-0.093125i,0.20035-0.1915i,0.20173-0.19865i,0.14021-0.11523i,0.080865-0.051625i,0.029682-0.024308i,-0.0052832-0.0011105i,-0.025722+0.0091798i,-0.033526+0.0076581i,-0.01502+0.01415i,0.019551+0.026872i,0.052306+0.033378i,0.068368+0.033166i,0.055766+0.025729i,0.031343+0.012184i,0.015964-0.0007021i,0.0079093-0.0091397i,0.0041963-0.011318i
0.01299-0.010269i,0.033794-0.021424i,0.060887-0.0063739i,0.087726+0.048639i,0.080473+0.093329i,0.035741+0.090542i,-0.016502+0.11143i,-0.053418+0.18172i,-0.062559+0.21796i,-0.042209+0.17425i,-0.022586+0.091206i,-0.01944+0.046624i,-0.0026793+0.055057i,0.020059+0.057734i,0.029656+0.022476i,0.025765-0.025579i,0.013201-0.055949i,0.0052193-0.06097i,0.0035764-0.044316i,0.00024329-0.024245i,-0.0082933-0.0151i,-0.016215-0.0062152i,-0.015903+0.0025576i
-0.019008+0.01106i,-0.052837+0.031525i,-0.10143+0.05544i,-0.14203+0.078411i,-0.13668+0.12434i,-0.080438+0.19098i,-0.037084+0.20568i,-0.048134+0.11651i,-0.06839+0.012203i,-0.054926-0.016543i,-0.019804-0.0087018i,0.001269-0.0092245i,0.011424-0.0073303i,0.020017-0.0053374i,0.0015388-0.0068042i,-0.038095-5.2537e-05i,-0.066922+0.01205i,-0.070609+0.018017i,-0.05276+0.013314i,-0.032518+0.0089494i,-0.016324+0.010301i,-0.00019493+0.0079314i,0.008703+0.0028123i
0.015583-0.0014097i,0.030854+0.001326i,0.019576+0.023052i,-0.026721+0.05523i,-0.079367+0.029364i,-0.13702-0.091049i,-0.20205-0.21799i,-0.20743-0.25232i,-0.13216-0.21503i,-0.058152-0.15223i,-0.024987-0.075155i,-0.0043532-0.028547i,-0.0044503-0.03049i,-0.017516-0.030504i,-0.012183-0.0058384i,0.010829+0.023331i,0.036588+0.039876i,0.047622+0.0413i,0.03747+0.031437i,0.026526+0.021207i,0.026106+0.012498i,0.02106-0.0030004i,0.0073803-0.014562i
-0.014452-0.000954i,-0.019866-0.0050978i,0.0054648-0.029756i,0.055023-0.074554i,0.084996-0.078825i,0.087504-0.016361i,0.1191+0.059239i,0.18143+0.10323i,0.20189+0.091507i,0.1438+0.040569i,0.05805+0.010883i,0.0075885+0.0082382i,-0.011955+0.0026355i,-0.022544-0.0008887i,-0.018156-0.0059687i,-0.0071408-0.023024i,-0.0012585-0.038543i,0.0082962-0.043611i,0.018851-0.038697i,0.021185-0.03205i,0.013255-0.02705i,-0.0011288-0.012657i,-0.0096945+0.0062766i
0.015214+0.011621i,0.048699+0.0031039i,0.088884-0.021223i,0.11539-0.06445i,0.11849-0.090483i,0.11849-0.0334i,0.14259+0.06844i,0.14432+0.11569i,0.082635+0.10862i,0.026367+0.083121i,0.017379+0.043401i,0.021423+0.018938i,0.02986+0.018438i,0.029222+0.012427i,0.0056877+0.0059176i,-0.020267+0.016826i,-0.03568+0.031376i,-0.040696+0.031638i,-0.035442+0.017679i,-0.031526+0.0019586i,-0.033628-0.0034665i,-0.026177+0.0029572i,-0.0066057+0.0095116i
-0.011476-0.012431i,-0.017477-0.022921i,0.005491-0.038886i,0.03969-0.06366i,0.0062653-0.073647i,-0.10041-0.053825i,-0.18206-0.03076i,-0.19494-0.048212i,-0.17279-0.070999i,-0.12019-0.045719i,-0.037063-0.018572i,0.020049-0.030666i,0.025147-0.042615i,0.014476-0.029216i,0.012509-0.011681i,0.023411-0.0039168i,0.037636-0.001715i,0.034139+0.0020581i,0.014821+0.0091296i,0.00088978+0.015786i,-0.0020315+0.019607i,0.0027248+0.013363i,0.0059566-0.0029447i
0.013626+0.014058i,0.01903+0.010871i,-0.0016504-0.013581i,-0.0525-0.051644i,-0.066504-0.094222i,-0.011214-0.15938i,0.018401-0.2575i,-0.024998-0.31697i,-0.063031-0.27946i,-0.057676-0.17427i,-0.042946-0.074837i,-0.042344-0.026631i,-0.050934-0.0073037i,-0.040163+0.0038264i,-0.016848-0.0021102i,-0.0078959-0.021039i,-0.0087768-0.036579i,-0.0042703-0.038179i,0.0033185-0.028197i,0.0092104-0.016518i,0.018654-0.012267i,0.021092-0.015273i,0.0082705-0.014714i
-0.0094234-0.012757i,-0.031917-0.026001i,-0.078117-0.031465i,-0.12403-0.01266i,-0.10416+0.034766i,0.0092031+0.061377i,0.1446+0.063426i,0.20613+0.070426i,0.18389+0.07175i,0.11855+0.052032i,0.045633+0.032276i,0.0037496+0.032673i,-0.0071673+0.032696i,-0.013755+0.023261i,-0.014924+0.018909i,-0.011357+0.023153i,-0.010315+0.02841i,-0.010062+0.023502i,-0.0077742+0.009898i,-0.0056946-0.0014322i,-0.0071203-0.0075326i,-0.0088472-0.0067948i,-0.0052844+0.0006295i
0.0020434+0.011226i,0.0050688+0.015944i,0.00072703-0.0080085i,-0.026001-0.050251i,-0.054215-0.036515i,-0.039637+0.077453i,0.014076+0.1678i,0.049265+0.15275i,0.045121+0.10696i,0.033722+0.059426i,0.025058+0.0028456i,0.010339-0.029054i,0.0074203-0.021864i,0.019416-0.00076835i,0.026415+0.0084672i,0.026017+0.0046611i,0.021633+0.00249i,0.016153+0.0094036i,0.010502+0.017721i,0.0032362+0.021084i,-0.0029377+0.021156i,-0.0038709+0.017227i,-0.00036223+0.0060783i
0.0020538-0.012846i,-0.0022577-0.026768i,-0.017878-0.024142i,-0.033775-0.0071106i,-0.073675-0.018273i,-0.20728-0.069021i,-0.37661-0.075848i,-0.43518-0.015273i,-0.35289+0.034418i,-0.20719+0.033234i,-0.09368+0.011169i,-0.040706+0.00019382i,-0.012732-0.0065263i,0.0044529-0.021362i,0.00050837-0.031666i,-0.016764-0.031147i,-0.023251-0.026806i,-0.0126-0.021215i,0.0033905-0.01281i,0.014087-0.0054762i,0.016063-0.0039487i,0.010178-0.0069938i,-0.00092013-0.0078676i
-0.0112+0.013906i,-0.0033478+0.042452i,0.037111+0.07221i,0.087642+0.07212i,0.088257+0.035492i,0.065421-0.0067673i,0.053751-0.04609i,0.046775-0.068916i,0.056068-0.074258i,0.055893-0.055987i,0.041831-0.014209i,0.036736+0.0073742i,0.018106+0.0033098i,-0.015172+0.0048249i,-0.030072+0.014691i,-0.023869+0.021671i,-0.015831+0.019675i,-0.013069+0.0075639i,-0.013104-0.0087135i,-0.011174-0.021517i,-0.0080398-0.024405i,-0.0066593-0.015471i,-0.0046949-0.00098061i
0.0084788-0.015932i,0.014443-0.029116i,-0.0039136-0.025382i,-0.015359+0.016065i,0.046131+0.056795i,0.15948+0.025522i,0.24622-0.045183i,0.2544-0.10309i,0.17877-0.12286i,0.0825-0.090126i,0.021717-0.042274i,-1.1135e-05-0.012352i,0.00053385+0.0038342i,0.0099737+0.013577i,0.02063+0.011579i,0.026072+0.0025747i,0.02306+0.00043495i,0.016034+0.0057982i,0.0055893+0.0085512i,-0.0073701+0.0082246i,-0.012159+0.0088536i,-0.0056237+0.0097179i,0.0035805+0.0071515i
-0.011833+0.012996i,-0.020238+0.025127i,-0.0026769+0.017913i,0.0067166-0.026705i,-0.044076-0.041715i,-0.093147+0.036447i,-0.082227+0.13035i,-0.03945+0.16267i,-0.013612+0.14133i,-0.018389+0.096232i,-0.016972+0.059977i,-0.0030603+0.040972i,0.0080558+0.020263i,0.012001-0.0043821i,0.0045462-0.019549i,-0.0096188-0.019426i,-0.015269-0.012467i,-0.0082789-0.0069181i,0.0041365+0.000726i,0.013284+0.0089363i,0.014803+0.0095362i,0.0092347+0.0025075i,0.0015662-0.0068072i
0.015003-0.010196i,0.033166-0.0385i,0.01505-0.09651i,-0.034822-0.14529i,-0.054426-0.1415i,-0.055685-0.091672i,-0.05881-0.027386i,-0.05604+0.002978i,-0.053006-0.00074335i,-0.035662-0.0084272i,-0.0086581-0.016685i,0.00419-0.029398i,-0.00069399-0.032341i,-0.0097682-0.021362i,-0.015465-0.0042055i,-0.014123+0.01159i,-0.010246+0.017927i,-0.008453+0.013919i,-0.003045+0.0024683i,0.0017531-0.01158i,-0.00060502-0.017615i,-0.0062701-0.011862i,-0.0091031-0.0027198i
-0.018777+0.0052461i,-0.035018+0.011908i,-0.0093858+0.020306i,0.055725-0.0075074i,0.090913-0.063762i,0.098989-0.10946i,0.11353-0.15296i,0.09394-0.18344i,0.038012-0.16253i,0.0093978-0.098618i,0.003577-0.05203i,-0.014207-0.035561i,-0.032926-0.019611i,-0.033397+0.0036261i,-0.012834+0.017302i,0.011185+0.012853i,0.021968+0.0051017i,0.01809+0.0021749i,0.0015528+0.0004353i,-0.015596+0.0006475i,-0.016852+0.0039321i,-0.0023539+0.0078648i,0.0099547+0.0092417i
0.020189-0.0019261i,0.043565-0.011761i,0.030667-0.03752i,-0.019151-0.038078i,-0.045813+0.0024373i,-0.042359+0.036171i,-0.044627+0.022509i,-0.045298-0.01984i,-0.023123-0.041006i,-0.0026437-0.032406i,0.0080767-0.015659i,0.017587-0.0053361i,0.023098+0.0072293i,0.027149+0.013507i,0.023512+0.0026747i,0.013711-0.012675i,0.0057685-0.019802i,0.001108-0.015744i,0.0021904-0.0021205i,0.0081309+0.012766i,0.013332+0.014023i,0.013058-0.0012734i,0.0079038-0.015981i
-0.028411-0.010727i,-0.06763-0.0012638i,-0.09962+0.04498i,-0.10497+0.099404i,-0.11919+0.11531i,-0.14509+0.10677i,-0.15253+0.12735i,-0.11676+0.16782i,-0.061722+0.17159i,-0.030162+0.12552i,-0.018789+0.06777i,-0.0061972+0.028253i,0.0077141-0.0027498i,0.0063719-0.021616i,-0.0079848-0.017012i,-0.019605-0.0027634i,-0.020856+0.0055585i,-0.011623+0.0041829i,0.00049119-0.0042872i,0.0079184-0.011278i,0.0052191-0.012776i,-0.0088025-0.0078074i,-0.020031-0.0012382i
