-0.0025092-0.00050919i,-0.0017004-0.0016578i,-0.0023876-0.0015611i,-0.0030476-0.00032485i,-0.0032185+0.0013985i,-0.0025277+0.0022034i,-0.001553+0.0018425i,-0.001175+0.0015279i,-0.00024308+0.00075128i,0.00084475+0.00018344i,0.0010552-0.00027184i,0.0010819-0.00047316i,0.00012962-2.1235e-05i,-0.00083505-0.0001922i,-0.00018456-0.00016541i,0.00051336+0.00085362i,0.00015708+0.00152i,-0.00072121+0.00099329i,-0.00067986+0.00014619i,0.00032491-0.00023566i,-4.2425e-06+0.00040452i,-0.00041013+0.001093i,-0.00013399+0.00093303i
0.15794-0.37555i,0.096993-0.28663i,0.020816-0.098943i,-0.083246-0.050667i,-0.21926-0.06703i,-0.24721-0.039999i,-0.1627-0.043524i,-0.10521-0.060558i,-0.076092-0.028323i,-0.020938+0.0064528i,0.020107+0.0025374i,0.013117-0.011073i,-0.017976-0.0039595i,-0.038162+0.015419i,-0.033976+0.022623i,-0.015318+0.01743i,0.0022062+0.020492i,0.0092773+0.034442i,0.0076186+0.043087i,-0.0019432+0.03411i,-0.018988+0.0098135i,-0.032998-0.014425i,-0.032362-0.019192i
-0.20986+0.35548i,-0.11112+0.31468i,0.076985+0.11698i,0.18997-0.0033386i,0.21916-0.01078i,0.17116+0.0047878i,0.072933+0.044908i,0.020374+0.068176i,0.0095628+0.030437i,-0.00026942-0.014462i,-0.0021179-0.033722i,0.0028448-0.023884i,0.028439+0.0017657i,0.062784+0.0056621i,0.069033-0.010261i,0.048047-0.033836i,0.017303-0.063797i,-0.012909-0.074202i,-0.025723-0.049194i,-0.0086455-0.010951i,0.021584+0.014504i,0.036045+0.024519i,0.031224+0.028799i
0.47318-0.19077i,0.48755-0.21443i,0.28616-0.17355i,0.055806-0.15008i,-0.1054-0.10252i,-0.16007-0.0054503i,-0.11495+0.043469i,-0.068744+0.061186i,-0.043206+0.095132i,-0.015765+0.091428i,-0.0064781+0.056938i,-0.0033352+0.029872i,-0.010207+0.00051391i,-0.041443-0.022989i,-0.072628-0.024674i,-0.086921-0.0079036i,-0.080112+0.020739i,-0.049834+0.04156i,-0.0095823+0.035118i,0.013432+0.012659i,0.0036794-0.00028445i,-0.022211-0.0016954i,-0.037524-0.00373i
-0.58241+0.035342i,-0.57595+0.05893i,-0.29818+0.032358i,0.0021197-0.00013416i,0.19112-0.018417i,0.26975-0.063534i,0.251-0.11809i,0.18872-0.13998i,0.10226-0.11148i,0.032786-0.027608i,0.033236+0.039243i,0.050105+0.034913i,0.035837+0.0064083i,0.012099-0.0082221i,-0.008086-0.00973i,-0.011242+0.00030623i,0.010404+0.0087688i,0.029302+0.0063716i,0.021466-0.0018525i,-0.0054315-0.014013i,-0.01979-0.019464i,0.0033844-0.01031i,0.039089-0.00088718i
0.52596+0.015709i,0.48107-0.025661i,0.17608-0.10483i,-0.11037-0.22434i,-0.24862-0.34762i,-0.27201-0.35316i,-0.20594-0.26938i,-0.10717-0.21035i,-0.015976-0.16909i,0.042345-0.13366i,0.033578-0.11131i,0.00056047-0.073546i,-0.011589-0.023659i,-0.0090828+0.022272i,0.011295+0.048113i,0.03132+0.040718i,0.026291+0.016951i,0.0069459-0.0019154i,-0.010241-0.00014806i,-0.010334+0.020535i,0.0030945+0.032688i,0.0069402+0.018841i,-0.006996-0.0044698i
-0.55307-0.19921i,-0.61351-0.064802i,-0.32464+0.11153i,0.0016672+0.15488i,0.11738+0.19974i,0.11925+0.2786i,0.088989+0.23338i,-0.023892+0.1104i,-0.15324+0.052557i,-0.16776+0.064611i,-0.092513+0.060255i,-0.029684+0.020923i,-0.0032247-0.02461i,0.010182-0.06256i,0.0085344-0.072893i,-0.0030431-0.058893i,-0.0059506-0.041294i,0.0079112-0.02151i,0.025861-0.0038224i,0.02801+0.0079401i,0.021878+0.015054i,0.017698+0.0076329i,0.0016649-0.005958i
0.51852+0.44164i,0.65361+0.39115i,0.58502+0.22117i,0.54812+0.098839i,0.57783-0.072617i,0.42342-0.30044i,0.14718-0.32858i,0.021283-0.15865i,0.030378-0.016691i,0.039156+0.04081i,0.012603+0.065908i,-0.032837+0.10082i,-0.053828+0.13549i,-0.056159+0.11443i,-0.063863+0.055375i,-0.067275+0.023781i,-0.052666+0.028997i,-0.024689+0.017559i,-0.016978-0.019314i,-0.032144-0.040785i,-0.045815-0.041115i,-0.051662-0.021497i,-0.040112+0.0067465i
-0.4321-0.34405i,-0.56035-0.22771i,-0.48517-0.066213i,-0.44414-0.17582i,-0.54031-0.3173i,-0.46923-0.1933i,-0.20517-0.070256i,-0.081847-0.12401i,-0.095861-0.15187i,-0.06639-0.10881i,-0.012041-0.10501i,0.0046273-0.13415i,-0.019487-0.12494i,-0.046111-0.075263i,-0.048289-0.032157i,-0.027726+0.0026681i,0.0116+0.034369i,0.043178+0.053544i,0.051033+0.053635i,0.051577+0.028409i,0.050077-0.0050716i,0.042659-0.034885i,0.03211-0.049707i
0.09498+0.56913i,0.26223+0.56195i,0.41065+0.26127i,0.48522-0.042564i,0.43487-0.11194i,0.24684-0.024358i,0.046387+0.071536i,-0.089519+0.12833i,-0.1574+0.17403i,-0.11882+0.20442i,-0.027301+0.16316i,0.024947+0.10218i,0.050741+0.074475i,0.072902+0.052077i,0.085788+0.041707i,0.10665+0.022831i,0.11213-0.036201i,0.063066-0.089163i,-0.020615-0.072505i,-0.074251+0.016608i,-0.07022+0.1007i,-0.047075+0.11648i,-0.0413+0.089393i
0.39526-0.49073i,0.48334-0.55136i,0.33677-0.36562i,0.097975-0.17267i,-0.030145-0.11577i,-0.047128-0.12051i,-0.059925-0.049236i,-0.059464+0.10602i,-0.035596+0.18316i,-0.067851+0.14219i,-0.1377+0.12183i,-0.14871+0.15655i,-0.094281+0.17358i,-0.04621+0.12698i,-0.035467+0.02801i,-0.057541-0.05555i,-0.081741-0.056713i,-0.056764-0.0074096i,0.0051312+0.015197i,0.04016-0.0080016i,0.029912-0.052094i,-0.0074963-0.085488i,-0.047231-0.087358i
-0.48092+8.3093i,2.1334+7.5116i,5.5064+6.6223i,6.4416+3.749i,5.3953+0.60454i,3.0775-1.7329i,0.27431-1.9933i,-1.2808-0.77851i,-0.89511+0.3626i,0.55203+0.40456i,1.3374-0.57975i,0.91331-1.3731i,0.3077-1.2414i,0.17801-0.65373i,0.37189-0.29481i,0.44797-0.16744i,0.22945-0.032256i,-0.051786+0.20273i,-0.10297+0.46721i,0.068431+0.61365i,0.25249+0.69637i,0.38137+0.83233i,0.51481+0.89805i
0.44596-0.44317i,0.42803-0.59888i,0.31866-0.62383i,0.35204-0.77299i,0.37588-0.95588i,0.2569-0.74928i,0.19047-0.26922i,0.23398+0.023996i,0.20834+0.073532i,0.10127+0.091935i,0.056321+0.14779i,0.085872+0.15308i,0.11265+0.086734i,0.134+0.012123i,0.13204-0.04329i,0.098195-0.07409i,0.085639-0.0963i,0.084913-0.13386i,0.051164-0.16164i,-0.010157-0.1376i,-0.05474-0.082632i,-0.069535-0.06028i,-0.097057-0.062728i
-0.60934+0.23802i,-0.55444+0.43603i,-0.2585+0.55947i,0.020658+0.67891i,0.18537+0.72709i,0.26184+0.46992i,0.22038+0.037496i,0.056899-0.18748i,-0.097754-0.1254i,-0.10026+0.012325i,-0.04856+0.048569i,-0.08061+0.029178i,-0.10531+0.036787i,-0.05988+0.030495i,-0.022151-0.0084729i,-0.033196-0.030769i,-0.062723-0.0063601i,-0.061327+0.044749i,-0.022604+0.073186i,0.0010319+0.053039i,-0.0094011+0.018255i,-0.015535+0.0037773i,-0.0069572-0.012686i
0.63285+0.0024527i,0.60098-0.17522i,0.29223-0.24727i,0.11215-0.1905i,0.14952-0.19206i,0.12987-0.21156i,0.079239-0.14342i,0.11743-0.13815i,0.10821-0.21261i,0.013714-0.21015i,-0.039187-0.13211i,-0.030781-0.062883i,-0.0092363-0.018491i,0.010356+0.00035707i,0.024461-0.005568i,0.014763-0.02707i,-0.036148-0.047832i,-0.090671-0.043997i,-0.095465-0.023377i,-0.058531-0.014314i,-0.019685-0.013055i,0.0041224-0.0083503i,0.027608-0.0032448i
-0.51849-0.1842i,-0.56599-0.094025i,-0.34143+0.064022i,-0.039705+0.11056i,0.16023+0.036474i,0.20568-0.03418i,0.15546+0.0225i,0.15849+0.13995i,0.18513+0.13764i,0.12752+0.066089i,0.06492+0.03812i,0.045915+0.012791i,0.039975-0.015452i,0.059561-0.023174i,0.081814-0.024655i,0.08346-0.020122i,0.084224-0.015134i,0.070112-0.022801i,0.036767-0.028801i,0.023878-0.012994i,0.037719+0.009357i,0.045745+0.017598i,0.033123+0.017481i
0.28645+0.53584i,0.31498+0.54978i,0.21017+0.47969i,0.20662+0.50273i,0.26453+0.52998i,0.21253+0.44313i,0.12681+0.3202i,0.096788+0.19273i,0.054045+0.046075i,-0.032034-0.028268i,-0.093222-0.004725i,-0.10671+0.031997i,-0.10187+0.036456i,-0.090334+0.031007i,-0.067701+0.024049i,-0.041282+0.0079298i,-0.026372-0.0058326i,-0.0094846-0.00572i,0.0050377-0.0094959i,-0.031326-0.02527i,-0.10675-0.02169i,-0.13732+0.0047585i,-0.10767+0.0039383i
-0.35623-0.76667i,-0.5227-0.81402i,-0.52264-0.50101i,-0.40124-0.091932i,-0.25626+0.17032i,-0.11693+0.24139i,-0.012552+0.19825i,0.057671+0.14107i,0.10365+0.078133i,0.082771+0.012579i,0.029716-0.0064358i,0.011673-0.018774i,0.0056602-0.050753i,0.0080204-0.061243i,0.032133-0.065781i,0.036253-0.084326i,0.0022226-0.086224i,-0.031079-0.056308i,-0.023149-0.02669i,0.029157-0.041369i,0.085825-0.08799i,0.10186-0.11148i,0.090721-0.090196i
0.16417+0.63981i,0.38477+0.67144i,0.44053+0.40926i,0.31259+0.24072i,0.23513+0.22413i,0.21701+0.12471i,0.14054+0.008716i,0.086339+0.0050993i,0.10171+0.0055814i,0.096834-0.035266i,0.068408-0.046036i,0.066076-0.029122i,0.073813-0.013492i,0.062369+0.018052i,0.043913+0.07123i,0.04455+0.10725i,0.057816+0.092i,0.048305+0.045863i,0.020536+0.028177i,0.020513+0.063232i,0.045907+0.10649i,0.054608+0.11419i,0.039408+0.096318i
0.29328-0.58282i,0.11134-0.63089i,-0.13284-0.37837i,-0.2595-0.12494i,-0.31096-0.0030915i,-0.28806+0.10789i,-0.16026+0.21748i,-0.033946+0.23484i,0.020633+0.16593i,0.014296+0.081217i,-0.018991+0.048028i,-0.028145+0.056748i,-0.0087282+0.048185i,-0.0018363+0.015851i,-0.020152-0.010957i,-0.037156-0.014352i,-0.026944+0.0024364i,0.0029386+0.022603i,0.018628+0.019754i,-0.018495-0.015298i,-0.085596-0.048196i,-0.10672-0.049302i,-0.078084-0.037816i
-0.49804+0.36222i,-0.4569+0.36787i,-0.19177+0.24379i,0.057673+0.1645i,0.16724+0.11465i,0.12172+0.013622i,-0.014135-0.039772i,-0.085081-0.0062485i,-0.074334+0.020518i,-0.05827+0.012034i,-0.053236-0.017384i,-0.058336-0.048286i,-0.056342-0.057813i,-0.031563-0.048266i,0.0022747-0.036438i,0.015158-0.036109i,-0.011188-0.041161i,-0.048555-0.0347i,-0.048765-0.022303i,0.0007532-0.023538i,0.058187-0.033805i,0.072898-0.02852i,0.054179-0.0054631i
0.60331-0.10196i,0.63917-0.19675i,0.34992-0.19407i,0.028452-0.069859i,-0.092394+0.078606i,-0.053361+0.13422i,-0.0023793+0.080944i,-0.012809+0.014087i,-0.024024+0.0021589i,0.0044962+0.0029117i,0.0224-0.0046412i,0.020298-0.0019588i,0.012987+0.010498i,-0.0041339+0.033873i,-0.020884+0.061723i,-0.022661+0.072906i,-0.012791+0.055011i,-0.00092422+0.019218i,0.0049079+0.0023918i,0.0054165+0.02013i,0.00026614+0.043972i,-0.011608+0.046287i,-0.012019+0.034304i
-0.61745-0.10804i,-0.67063+0.049734i,-0.49145+0.16421i,-0.37728+0.15748i,-0.34081+0.11529i,-0.21924+0.074617i,-0.08078+0.038777i,-0.013378+0.038063i,0.034848+0.039492i,0.071403-0.00093863i,0.076826-0.048094i,0.064845-0.060814i,0.055804-0.04602i,0.055952-0.04258i,0.04499-0.06407i,0.023291-0.062135i,0.026566-0.021729i,0.047331+0.0073613i,0.041512+0.00037263i,0.0038588-0.018152i,-0.022649-0.025568i,-0.012416-0.024236i,0.004332-0.025543i
0.52513+0.20412i,0.5775+0.062768i,0.42966-0.13022i,0.29598-0.23508i,0.2042-0.26305i,0.06484-0.20122i,-0.035416-0.089744i,-0.047225-0.039722i,-0.052594-0.033364i,-0.060076-0.0015913i,-0.042449+0.039424i,-0.019497+0.055361i,-0.012291+0.048982i,-0.019555+0.03879i,-0.02722+0.037302i,-0.028667+0.025138i,-0.035935-0.0050477i,-0.049278-0.016582i,-0.039003-0.0079687i,-0.0068661-0.012655i,0.0067057-0.024048i,-0.0052422-0.016521i,-0.015007+0.0047516i
-0.26976-0.40786i,-0.40158-0.38374i,-0.36021-0.20085i,-0.23335-0.086993i,-0.12308-0.05069i,-0.022834-0.0086595i,0.052404+0.02519i,0.079077+0.020984i,0.061981-0.010107i,0.021061-0.020011i,-0.0034275+0.0020065i,-0.0097559+0.010994i,-0.015817-0.0023686i,-0.0095207-0.019925i,0.0089224-0.042422i,0.010579-0.05924i,-0.0099789-0.051628i,-0.025137-0.026648i,-0.026918-0.00072761i,-0.020589+0.020807i,-0.001691+0.030822i,0.018969+0.022421i,0.023905+0.0095637i
0.07008+0.68207i,0.28727+0.72291i,0.39571+0.5152i,0.38884+0.36023i,0.34662+0.29475i,0.23304+0.1761i,0.091781+0.069573i,0.046615+0.038338i,0.065805+0.0082399i,0.054481-0.027828i,0.022804-0.032585i,0.013725-0.018052i,0.021404-0.011339i,0.028999-0.0045335i,0.035234+0.016615i,0.047211+0.041483i,0.061956+0.045294i,0.058561+0.019836i,0.037086-0.0073225i,0.020109-0.014214i,0.0045024-0.008111i,-0.013098+0.0035701i,-0.016041+0.0087661i
0.089086-0.55662i,-0.059235-0.6044i,-0.19818-0.32818i,-0.20744-0.0078136i,-0.15249+0.11852i,-0.097335+0.09488i,-0.062366+0.055738i,-0.044967+0.069319i,-0.010645+0.098007i,0.016706+0.078001i,0.0048125+0.048159i,-0.0061905+0.041702i,-0.00014457+0.037554i,-0.0050343+0.037513i,-0.017962+0.040828i,-0.019934+0.025275i,-0.015976-0.0022183i,-0.0080743-0.010792i,0.010157-0.0045295i,0.023763-0.0096243i,0.026776-0.026547i,0.022806-0.03712i,0.010373-0.031224i
-0.38001+0.27209i,-0.35556+0.38691i,-0.20083+0.30728i,-0.12501+0.15859i,-0.10788+0.086648i,-0.033049+0.06378i,0.024932+0.02415i,-0.0077273-0.016504i,-0.055707-0.023814i,-0.055805-0.012426i,-0.038582-0.018207i,-0.041357-0.028024i,-0.043554-0.024228i,-0.030468-0.03619i,-0.022997-0.064687i,-0.033241-0.070224i,-0.042716-0.041018i,-0.039028-0.0078925i,-0.041829+0.0019285i,-0.058879+0.0076388i,-0.062329+0.032341i,-0.038017+0.051394i,-0.010423+0.043033i
0.57371-0.046636i,0.59392-0.22462i,0.33321-0.35385i,0.051266-0.36775i,-0.093857-0.2864i,-0.14313-0.14346i,-0.1251-0.018452i,-0.071364+0.013622i,-0.037359-0.0033703i,-0.01508-0.010928i,0.019032-0.013181i,0.040299-0.022149i,0.031205-0.017491i,0.023212+0.013283i,0.035341+0.047164i,0.04958+0.060986i,0.045581+0.049044i,0.02447+0.025998i,0.020256+0.019034i,0.048812+0.008239i,0.063961-0.028649i,0.03977-0.049105i,0.017235-0.032567i
-0.4466-0.1641i,-0.54341-0.08542i,-0.37915+0.12211i,-0.082171+0.28252i,0.10786+0.2588i,0.11478+0.12i,0.066512+0.036454i,0.083354+0.028245i,0.1134-0.0028654i,0.075851-0.033756i,0.024038-0.017879i,0.0067395+0.0011178i,0.0056712+9.3025e-05i,0.013202-0.0019349i,0.023986-0.0067566i,0.030026-0.020275i,0.030655-0.031003i,0.023556-0.031629i,0.0080008-0.024488i,-0.013236-0.0028972i,-0.020002+0.031605i,-0.0082652+0.043503i,-0.010042+0.021944i
0.084331+0.26428i,0.20047+0.2398i,0.24053+0.035128i,0.18527-0.13957i,0.1292-0.14327i,0.11997-0.068907i,0.10809-0.033101i,0.058044-0.026478i,0.0093355-0.0012879i,-0.0067164+0.01972i,-0.021699+0.025746i,-0.033079+0.034509i,-0.025709+0.025045i,-0.030401-0.0059445i,-0.056967-0.025063i,-0.082624-0.019814i,-0.081263+0.00010686i,-0.046533+0.015893i,-0.016729+0.0060628i,-0.026447-0.025324i,-0.057152-0.049974i,-0.062272-0.046024i,-0.029205-0.027934i
0.13148-0.24847i,0.067265-0.24419i,-0.1139-0.11777i,-0.30657+0.052499i,-0.3441+0.16643i,-0.22657+0.17134i,-0.10685+0.11535i,-0.052881+0.082281i,-0.01793+0.069727i,0.013793+0.037166i,0.025819-0.0053024i,0.022221-0.027272i,0.019339-0.014885i,0.022772+0.013067i,0.031586+0.033474i,0.039938+0.040641i,0.032736+0.030553i,0.0073278+0.017041i,0.0068204+0.021825i,0.064933+0.026917i,0.13159+0.0084712i,0.1348-0.0125i,0.086509-0.0066389i
-0.12778+0.029203i,-0.12707+0.089039i,0.049539+0.17119i,0.29276+0.16125i,0.33313+0.046439i,0.15868-0.024618i,0.019668-0.012482i,0.0015977-0.023977i,-0.0059913-0.066126i,-0.032904-0.06357i,-0.034659-0.032069i,-0.019794-0.016646i,-0.0012689-0.017177i,0.025597-0.024717i,0.048625-0.036979i,0.057865-0.047242i,0.054499-0.045419i,0.039254-0.037341i,0.0052733-0.031115i,-0.051795-0.0015629i,-0.10169+0.059274i,-0.10489+0.093972i,-0.078891+0.071893i
0.034642+0.1389i,0.011385+0.044149i,-0.084298-0.12536i,-0.19718-0.22253i,-0.19923-0.19411i,-0.088281-0.12777i,-0.017725-0.081473i,-0.021473-0.026332i,-0.015341+0.028543i,0.0062044+0.043992i,0.010977+0.047864i,0.010501+0.051195i,-0.004223+0.035135i,-0.042386+0.022226i,-0.077164+0.026094i,-0.09116+0.028648i,-0.081401+0.023668i,-0.048436+0.020912i,-0.017383+0.012427i,-0.008548-0.027707i,-0.010934-0.088307i,-0.0087726-0.11049i,0.0063129-0.080785i
0.1511-0.084787i,0.21389-0.076173i,0.12375+0.041485i,0.0081849+0.24019i,0.0014327+0.33623i,0.036062+0.2552i,0.039569+0.14166i,0.041887+0.086205i,0.057979+0.049706i,0.056387+0.011126i,0.038235-0.016002i,0.018962-0.024777i,0.010975-0.013044i,0.017289+0.0090804i,0.027235+0.022056i,0.03352+0.022678i,0.025296+0.014858i,0.0031846+0.0004466i,-0.0016451-0.0020529i,0.03158+0.018082i,0.073824+0.04141i,0.079589+0.04415i,0.050211+0.026945i
-0.31166-0.090201i,-0.32681-0.055604i,-0.10798-0.08008i,0.10745-0.20233i,0.11879-0.24579i,0.030196-0.12948i,-0.0084934-0.015683i,-0.019789-0.0022046i,-0.047506-0.019029i,-0.058223-0.017426i,-0.045228-0.019132i,-0.032181-0.026869i,-0.016773-0.034816i,0.010113-0.052507i,0.034481-0.070651i,0.044207-0.070855i,0.043586-0.05061i,0.039341-0.022257i,0.030468-0.0078241i,0.0032335-0.006358i,-0.038241+0.00041916i,-0.05673+0.0096728i,-0.044674+0.013854i
0.23431+0.23118i,0.2146+0.24959i,0.046329+0.195i,-0.11617+0.16435i,-0.14174+0.11168i,-0.092095-0.0012828i,-0.067715-0.061985i,-0.041219-0.02796i,0.003121+0.0054761i,0.01812+0.010084i,0.0149+0.023238i,0.019319+0.036275i,0.012406+0.041751i,-0.013486+0.051703i,-0.036907+0.061171i,-0.045565+0.057852i,-0.040062+0.039347i,-0.03098+0.017254i,-0.031546+0.0087281i,-0.027151+0.011214i,-0.00055114+0.0096482i,0.026505+0.0060415i,0.03329+0.0060003i
0.052829-0.35316i,0.051649-0.4387i,0.046871-0.27654i,0.079516-0.050352i,0.10769+0.071965i,0.088158+0.09347i,0.070289+0.067067i,0.071685+0.020171i,0.060897-0.015408i,0.041805-0.029017i,0.024676-0.031014i,0.0099925-0.02623i,0.010309-0.015895i,0.026969-0.0020115i,0.038978+0.0082823i,0.034671+0.01137i,0.017221+0.0072121i,0.0023243-0.0024577i,0.0024706-0.012534i,-0.0024477-0.021017i,-0.02678-0.023129i,-0.041475-0.019725i,-0.03048-0.021422i
-0.30328+0.42108i,-0.30255+0.47065i,-0.20601+0.28316i,-0.14593+0.061247i,-0.10425-0.012537i,-0.014691+0.026357i,0.044803+0.050891i,0.02636+0.045973i,-0.0035563+0.042222i,-0.011945+0.028297i,-0.022041+0.0054006i,-0.033825-0.0075745i,-0.037448-0.020604i,-0.036969-0.048384i,-0.033566-0.073497i,-0.027272-0.073606i,-0.01719-0.044842i,-0.0026382-0.0078969i,0.015806+0.0058085i,0.039702-0.0087412i,0.058629-0.031675i,0.049808-0.034142i,0.023627-0.0095654i
0.3437-0.20848i,0.39984-0.20156i,0.30889-0.091255i,0.21214+0.014252i,0.12481+0.0093723i,-0.0078541-0.056546i,-0.095879-0.047582i,-0.074596-0.00033077i,-0.027503+0.0086212i,-0.0091622+0.0107i,0.0073051+0.024579i,0.027468+0.030004i,0.034403+0.031152i,0.025725+0.042264i,0.014363+0.055049i,0.0121+0.049096i,0.014146+0.021507i,0.0049583-0.0049762i,-0.01745+0.001004i,-0.029138+0.044549i,-0.01725+0.087442i,0.0015326+0.087563i,0.0078011+0.052654i
-0.33405-0.16124i,-0.41888-0.1961i,-0.3241-0.15517i,-0.196-0.082724i,-0.10887-0.0078868i,-0.03676+0.046242i,0.00078418+0.025327i,-0.0061845-0.016706i,-0.010282-0.023884i,-0.00019542-0.020973i,0.0032295-0.020058i,-0.0015764-0.015639i,-0.00065566-0.0097734i,0.013279-0.0020821i,0.02759+0.0074798i,0.027379+0.014012i,0.013408+0.016643i,0.0048176+0.015999i,0.0090644+0.00198i,-0.0047632-0.032317i,-0.040928-0.064383i,-0.054576-0.068798i,-0.035993-0.054757i
0.33931+0.33479i,0.37352+0.38064i,0.23525+0.27682i,0.070796+0.1673i,0.023136+0.11544i,0.06537+0.055341i,0.084078+0.012571i,0.065551+0.012738i,0.043863+0.015411i,0.021541+0.0022532i,-0.0027767-0.0068247i,-0.019708-0.0048204i,-0.030109-0.0014705i,-0.042749-0.0079781i,-0.050595-0.02074i,-0.046795-0.022916i,-0.033096-0.0095891i,-0.01828+0.0024931i,-0.0047043-0.0026851i,0.021283-0.019148i,0.051768-0.025789i,0.055659-0.011327i,0.036173+0.010522i
-0.16916-0.30788i,-0.1625-0.38248i,-0.072833-0.297i,0.026634-0.20053i,0.01787-0.15568i,-0.063489-0.070564i,-0.063736+0.023527i,-0.008525+0.043583i,0.011412+0.022782i,0.0056016+0.01688i,0.0099618+0.019536i,0.025667+0.010294i,0.03739-0.0074463i,0.041254-0.011329i,0.038955-0.0054288i,0.030651-0.006583i,0.024676-0.015242i,0.020277-0.019711i,0.011455-0.0033589i,0.0020192+0.031906i,-0.005693+0.056306i,-0.0099736+0.049557i,-0.0084253+0.028599i
-0.11004+0.25789i,-0.1283+0.31567i,-0.11707+0.24445i,-0.088851+0.1813i,-0.031728+0.16168i,0.024142+0.098331i,0.0035098+0.023558i,-0.034933+0.0026726i,-0.030827+0.003063i,-0.013084-0.0039982i,-0.0040673-0.0066352i,-0.001724-0.0022829i,0.002493+0.00090568i,0.010185-0.00042616i,0.016809-0.00082295i,0.016393+0.0012245i,0.0025847+0.0052439i,-0.012482+0.0131i,-0.014393+0.014883i,-0.013818+0.0038036i,-0.01438-0.011509i,-0.0099894-0.019885i,-0.0066225-0.020758i
0.22022-0.24928i,0.25799-0.27144i,0.16313-0.15401i,0.060668-0.012289i,0.043037+0.034894i,0.047187-0.0020277i,0.033613-0.03381i,0.015703-0.025481i,0.0082998-0.010088i,0.0034045-0.011787i,-0.0099151-0.016195i,-0.023124-0.0034376i,-0.02759+0.020158i,-0.028498+0.035086i,-0.029706+0.035818i,-0.023215+0.029106i,-0.0076577+0.020199i,0.0018356+0.0027939i,-0.0041989-0.022805i,-0.016965-0.041554i,-0.023746-0.039365i,-0.019389-0.02085i,-0.010614-0.0072203i
-0.22146+0.16415i,-0.27939+0.18862i,-0.18948+0.10946i,-0.10214-0.0098427i,-0.10589-0.046175i,-0.089731+0.0070394i,-0.023725+0.037291i,0.020971+0.017607i,0.020796+0.001759i,0.011115+0.0073681i,0.013142+0.010723i,0.011856-0.0065289i,0.0011659-0.026305i,-0.0024017-0.032281i,0.0025612-0.032054i,0.004287-0.027147i,0.0030098-0.024018i,0.0045957-0.018664i,0.012553-0.00011229i,0.028007+0.01735i,0.038444+0.01818i,0.033742+0.013921i,0.026115+0.017488i
0.23125-0.013817i,0.28643-0.060283i,0.20006-0.06615i,0.11268-0.025485i,0.099356-0.0036739i,0.059514-0.0077692i,0.0003795+0.014258i,-0.014478+0.034556i,-0.0055954+0.023974i,-0.00092664+0.011042i,0.0047507+0.0081002i,0.013828+0.0044611i,0.017312-0.0055999i,0.013867-0.013017i,0.0096638-0.014558i,0.004263-0.014823i,-0.0049504-0.0072995i,-0.011209+0.0080278i,-0.0063118+0.022337i,0.005599+0.033398i,0.0132+0.036984i,0.0083868+0.025783i,-0.005896+0.0071676i
-0.24687-0.092357i,-0.29345-0.077264i,-0.2049-0.0032645i,-0.093856+0.060166i,-0.041139+0.067426i,-0.0064079+0.037518i,0.0058572+0.0025419i,0.00034279-0.0056645i,0.0057303-0.00063354i,0.0052779-0.0068966i,-0.0091543-0.0049763i,-0.010446+0.011808i,0.0050854+0.026289i,0.016646+0.035417i,0.018344+0.039468i,0.013858+0.03227i,0.0097994+0.018513i,0.0096112+0.0044287i,-0.0034744-0.014954i,-0.037904-0.032709i,-0.064397-0.035432i,-0.056989-0.026245i,-0.030521-0.018442i
0.18067+0.17036i,0.24046+0.22223i,0.18475+0.15531i,0.077237+0.076639i,0.020091+0.059114i,0.01048+0.033177i,0.013915-0.0038712i,0.013239-0.017048i,0.0075431-0.015506i,0.006162-0.01197i,0.0031104-0.014672i,-0.010947-0.01536i,-0.021276-0.0069938i,-0.020961-0.0059816i,-0.019892-0.0095366i,-0.014713-0.0026813i,-0.0072437+0.0017526i,-0.0091389-0.0041176i,-0.0062124-0.0055711i,0.01744-0.0060602i,0.041655-0.01077i,0.046836-0.0067198i,0.037421+0.00040324i
-0.096141-0.25506i,-0.16603-0.33495i,-0.15521-0.26506i,-0.082643-0.17397i,-0.0506-0.13043i,-0.051935-0.053968i,-0.030634+0.019155i,-0.011005+0.029591i,-0.011091+0.022207i,-0.0050639+0.023915i,0.0076552+0.019353i,0.011534+0.0028311i,0.0028519-0.015489i,-0.0078678-0.022503i,-0.0091825-0.022049i,-0.0047726-0.023075i,-0.00013935-0.019065i,0.0077724-0.0058175i,0.0209+0.0050537i,0.034005+0.0089244i,0.032221+0.011954i,0.012628+0.013973i,-0.0025479+0.016156i
-0.00069816+0.26415i,0.032382+0.31882i,0.016885+0.24618i,-0.025282+0.18417i,-0.0077114+0.16804i,0.033168+0.10535i,0.015773+0.042047i,-0.0070802+0.033994i,0.003477+0.024711i,0.0063106+0.0021402i,0.0049987-0.0011387i,0.016646+0.0034763i,0.026344+0.005202i,0.033337+0.0093203i,0.035242+0.01018i,0.020928+0.0084116i,0.0081062+0.0091991i,0.0062753+0.0068456i,-0.0065131+0.0058891i,-0.032808+0.013567i,-0.045206+0.015648i,-0.035371+0.0046985i,-0.02263-0.0064971i
