-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
-0.088722+0.020645i,-0.11577+0.063906i,-0.06246+0.13642i,0.065428+0.19589i,0.17898+0.16813i,0.23459+0.095536i,0.27817+0.082383i,0.29392+0.074139i,0.21931+0.022675i,0.11586-0.00069826i,0.068441+0.0012234i,0.049913-0.015116i,0.038159-0.038976i,0.035504-0.052523i,0.029919-0.034818i,0.042418+0.0099081i,0.078881+0.039374i,0.096693+0.043876i,0.078467+0.034876i,0.049918+0.011752i,0.029524-0.017032i,0.0095036-0.035444i,-0.010604-0.034126i
0.078702-0.02134i,0.10975-0.095978i,0.075294-0.25255i,-0.017915-0.40282i,-0.10639-0.38009i,-0.16105-0.19704i,-0.19804-0.040585i,-0.20316+0.061262i,-0.14009+0.13617i,-0.061187+0.12503i,-0.03812+0.068565i,-0.029923+0.04284i,-0.0098824+0.029301i,-0.0052779+0.0072591i,-0.01572-0.01344i,-0.039953-0.028488i,-0.072411-0.025101i,-0.080327-0.0051758i,-0.052574+0.0080456i,-0.017921+0.012376i,0.0027846+0.017914i,0.016116+0.01928i,0.025397+0.010764i
-0.072803+0.0067839i,-0.14475+0.060125i,-0.20695+0.20548i,-0.23154+0.41241i,-0.19762+0.48947i,-0.108+0.34157i,-0.01472+0.13158i,0.052494-0.034847i,0.057997-0.14499i,0.014397-0.13282i,0.0075547-0.055027i,0.017058-0.025211i,0.004409-0.014185i,0.0082593+0.017098i,0.029373+0.032182i,0.051232+0.0099295i,0.065355-0.036954i,0.058385-0.068775i,0.038874-0.060221i,0.024617-0.034105i,0.014766-0.016068i,0.0015423-0.0062971i,-0.011157+0.0026915i
0.093452-0.011156i,0.15401-0.052804i,0.20044-0.15672i,0.24133-0.30496i,0.25855-0.36501i,0.21993-0.24566i,0.14679-0.075469i,0.070683+0.02404i,0.03378+0.051682i,0.030976+0.011078i,0.0061763-0.030527i,-0.013869-0.0071012i,-0.0045439+0.029748i,-7.1978e-05+0.029352i,-0.0019496+0.0062825i,-0.015198-0.0084024i,-0.035139+0.0021737i,-0.041318+0.011222i,-0.044888+0.0031888i,-0.048643-0.00090323i,-0.042809+0.0053307i,-0.027838+0.014184i,-0.0052537+0.01503i
-0.083748-0.01029i,-0.12811+0.026079i,-0.13793+0.14098i,-0.12275+0.31304i,-0.10961+0.40277i,-0.083901+0.3131i,-0.052115+0.17571i,-0.027648+0.11667i,-0.018295+0.095006i,-0.02183+0.083449i,0.00667+0.067434i,0.045054+0.0048429i,0.040362-0.073683i,0.0094141-0.097929i,-0.022745-0.049143i,-0.025824+0.02742i,0.0013173+0.075387i,0.022529+0.086446i,0.034863+0.068441i,0.040626+0.031504i,0.03694+0.0029293i,0.029255-0.010598i,0.014717-0.013587i
0.068525-0.011066i,0.089989-0.075889i,0.038246-0.26744i,-0.078077-0.52311i,-0.15053-0.63242i,-0.13287-0.5316i,-0.086433-0.40126i,-0.064255-0.31992i,-0.05337-0.20519i,-0.027665-0.092683i,-0.020273-0.043953i,-0.029146-0.0093087i,-0.013288+0.03065i,0.017765+0.035594i,0.030246-0.016155i,0.0097838-0.09072i,-0.020953-0.13132i,-0.038339-0.12075i,-0.040522-0.073434i,-0.027312-0.023495i,-0.013093-0.00036978i,-0.0087225+0.0024947i,-0.0017131+0.00092972i
-0.077571-0.011404i,-0.14199+0.056377i,-0.16326+0.27969i,-0.064444+0.60682i,0.12472+0.74405i,0.22843+0.58835i,0.18064+0.43005i,0.14182+0.37369i,0.15413+0.22601i,0.10318+0.053022i,0.033141+0.011974i,0.00079256+0.024874i,-0.034234+0.03167i,-0.056084+0.043525i,-0.022901+0.049878i,0.039562+0.041342i,0.074756+0.018669i,0.078214-0.0028575i,0.069684-0.017776i,0.050806-0.023097i,0.033761-0.017317i,0.023519-0.012589i,0.011071-0.01104i
0.090265+0.010938i,0.15548-0.047205i,0.16787-0.21326i,0.016724-0.41813i,-0.291-0.43918i,-0.45869-0.22719i,-0.32946-0.067681i,-0.17465-0.085198i,-0.12386-0.050041i,-0.048579+0.031839i,0.017449+0.0026626i,0.028528-0.057363i,0.045283-0.095412i,0.042548-0.11688i,-0.0079153-0.072247i,-0.047169+0.01945i,-0.039188+0.09448i,-0.017747+0.1226i,-0.014208+0.10391i,-0.020207+0.064721i,-0.025337+0.038083i,-0.02145+0.035612i,-0.0078909+0.036417i
-0.090935-0.036038i,-0.15257-0.047389i,-0.14038-0.0089782i,0.064822+0.06699i,0.41346+0.086681i,0.56675+0.011006i,0.41987-0.045031i,0.27288-0.050556i,0.18108-0.11058i,0.043103-0.1326i,-0.019428-0.036307i,0.0087754+0.037809i,0.025607+0.06557i,0.047042+0.070445i,0.055631+0.0054267i,0.0063532-0.076393i,-0.061209-0.10902i,-0.096145-0.1007i,-0.082012-0.069772i,-0.044583-0.041277i,-0.025345-0.026983i,-0.025142-0.016786i,-0.018795-0.0093798i
0.083987+0.014103i,0.11464+0.011302i,0.023105+0.0036703i,-0.22757+0.086905i,-0.47124+0.26197i,-0.46877+0.34041i,-0.33288+0.25058i,-0.30051+0.17959i,-0.24997+0.19627i,-0.11522+0.14977i,-0.048997+0.051844i,-0.045272+0.011761i,-0.054582+0.0051627i,-0.072823+0.021888i,-0.038905+0.055947i,0.035697+0.036977i,0.075411-0.028499i,0.063418-0.071501i,0.030474-0.066484i,0.018132-0.029296i,0.040815-0.0011557i,0.063123-0.0050867i,0.059833-0.015964i
-0.087329-0.047136i,-0.16121-0.060009i,-0.17511-0.089667i,-0.064117-0.22528i,0.11359-0.42911i,0.172-0.45168i,0.10703-0.24167i,0.099908-0.062982i,0.11453-0.030077i,0.075473-0.016151i,0.054695+0.0022051i,0.054323-0.019478i,0.056998-0.046355i,0.065455-0.062845i,0.039715-0.058416i,0.00090964-0.015118i,0.0023196+0.032231i,0.034513+0.052506i,0.058758+0.039974i,0.049632+0.0046178i,0.017991-0.013108i,-0.0052516-0.0017026i,-0.014384+0.013419i
0.10377+0.083836i,0.18651+0.14493i,0.29736+0.22879i,0.34977+0.32323i,0.26888+0.3228i,0.17286+0.12198i,0.16318-0.11262i,0.16406-0.16748i,0.11665-0.086081i,0.052007-0.023922i,0.0088653-0.01323i,0.00014972-0.012033i,0.0047012-0.024446i,-0.0065841-0.050514i,-0.035622-0.065897i,-0.076816-0.045609i,-0.11227+0.021553i,-0.11747+0.087186i,-0.08488+0.10079i,-0.035661+0.077462i,-0.0013479+0.049276i,0.012355+0.030837i,0.019144+0.017485i
-0.08524-0.099508i,-0.20188-0.23254i,-0.38897-0.42924i,-0.5859-0.53234i,-0.61731-0.32471i,-0.45645+0.086638i,-0.25061+0.34144i,-0.10143+0.29657i,0.010783+0.095513i,0.061583-0.053183i,0.031621-0.067345i,-0.0024469-0.019205i,-0.005123+0.026546i,0.029194+0.065552i,0.11653+0.062547i,0.21547-0.029063i,0.24631-0.16557i,0.19243-0.24415i,0.1013-0.2126i,0.019759-0.1182i,-0.034402-0.045977i,-0.05942-0.019165i,-0.053958-0.0099352i
0.0052398+0.060144i,-0.0098626+0.17568i,-0.084649+0.46162i,-0.066536+0.80689i,0.075843+0.81159i,0.16429+0.42327i,0.11236+0.049652i,0.05586-0.085274i,0.041351-0.074248i,0.036116-0.021973i,0.057661+0.0031795i,0.069667-0.015151i,0.050098-0.044439i,-0.00089997-0.059065i,-0.084645-0.012334i,-0.13747+0.099864i,-0.11355+0.19493i,-0.05034+0.21731i,-0.0039191+0.16862i,0.0053449+0.080665i,-0.0021857+0.013693i,-0.0030626-0.0093258i,-0.0020762-0.013278i
0.034732-0.18148i,0.092308-0.38303i,0.23483-0.66663i,0.33908-0.88105i,0.271-0.77118i,0.13369-0.33841i,0.10838+0.057931i,0.12126+0.15064i,0.021799+0.075476i,-0.090223+0.047027i,-0.078404+0.050884i,-0.032315+0.020819i,-0.043338+0.027093i,-0.046274+0.06809i,-0.033644+0.047565i,-0.061243-0.010462i,-0.10538-0.03342i,-0.1233-0.026651i,-0.094116-0.022741i,-0.022123-0.029065i,0.044055-0.044264i,0.065189-0.05901i,0.049044-0.062344i
0.052342+0.11394i,0.0086405+0.12559i,-0.20247+0.094057i,-0.45827+0.20756i,-0.38833+0.43498i,-0.082952+0.39497i,-0.033428+0.13244i,-0.20256+0.046504i,-0.20786+0.088017i,-0.080124+0.044554i,-0.015901-0.0098968i,0.0074876-0.018462i,0.037957-0.054095i,0.044207-0.11376i,0.016489-0.12885i,-0.00010312-0.11596i,0.00099995-0.12553i,-0.017689-0.11318i,-0.032585-0.044336i,-0.0145+0.028759i,0.019655+0.073221i,0.049265+0.094085i,0.078803+0.09617i
-0.047745-0.089513i,-0.035642-0.18208i,0.043012-0.28142i,-0.0047335-0.44165i,-0.31573-0.51983i,-0.5511-0.28685i,-0.43908+0.051583i,-0.14385+0.1765i,0.092945+0.1592i,0.14743+0.12671i,0.10454+0.10066i,0.093515+0.05292i,0.071302-0.010743i,0.016778-0.041066i,-0.026267-0.079175i,-0.066948-0.12909i,-0.08471-0.12343i,-0.05527-0.085026i,-0.010073-0.057526i,0.023167-0.024711i,0.044634+0.02072i,0.068762+0.046024i,0.081923+0.022082i
-0.013433+0.046889i,-0.067757+0.038336i,-0.18735-0.071206i,-0.29637-0.17843i,-0.25029-0.1692i,-0.062342-0.10387i,0.14162-0.026161i,0.3418-0.0053665i,0.38742-0.10872i,0.20031-0.17111i,0.048363-0.10131i,0.055624-0.068884i,0.080912-0.11555i,0.090426-0.15042i,0.11525-0.16913i,0.12781-0.18646i,0.10072-0.16818i,0.047189-0.10172i,0.021758-0.035937i,0.02408-0.021587i,0.0046738-0.031309i,-0.02039-0.017357i,-0.020109+0.0011621i
0.21844-0.085829i,0.44238-0.024182i,0.639+0.18591i,0.77716+0.50866i,0.8536+0.56645i,0.62745+0.2599i,0.048679+0.12607i,-0.33235+0.35112i,-0.22967+0.40913i,-0.078736+0.17481i,-0.052351+0.064082i,0.081322+0.11085i,0.26649+0.071246i,0.3338-0.018616i,0.34035-0.074644i,0.31872-0.12937i,0.25464-0.16606i,0.15738-0.15597i,0.04496-0.086015i,-0.020835+0.0062767i,-0.045132+0.054785i,-0.050754+0.076468i,-0.0033263+0.098623i
-2.2183+6.8671i,0.94022+7.3943i,4.6075+7.1685i,6.2991+3.798i,6.0508-0.055324i,3.8507-2.7996i,0.88038-2.8347i,-0.64296-1.046i,-0.32227+0.66112i,0.74742+1.1078i,1.0497+0.37229i,0.47719-0.35544i,-0.32521-0.59743i,-1.08-0.33457i,-1.256+0.25301i,-0.82493+0.63472i,-0.29404+0.5981i,0.025693+0.24538i,0.004589-0.18775i,-0.205-0.37808i,-0.26989-0.35468i,-0.16386-0.28755i,-0.012652-0.23909i
-0.01502-0.093892i,-0.070394-0.10338i,-0.25832+0.17996i,-0.25798+0.72326i,0.1451+0.97963i,0.47044+0.64229i,0.34002+0.25407i,0.14763+0.23881i,0.1358+0.25866i,0.12492+0.12385i,0.11413-0.017528i,0.14939-0.12409i,0.17172-0.19387i,0.16501-0.2373i,0.13809-0.31795i,0.045792-0.41336i,-0.10551-0.40626i,-0.20098-0.26627i,-0.16418-0.088093i,-0.055197+0.016737i,-0.006435+0.043198i,-0.024186+0.068241i,-0.002171+0.09361i
0.017454+0.1663i,0.23791+0.32375i,0.61538+0.45401i,0.87915+0.37527i,0.6648+0.049664i,0.17092-0.20318i,-0.11461-0.17249i,-0.14163-0.047943i,-0.055334+0.016317i,0.049333+0.017073i,0.053345-0.0035659i,-0.013099+0.01536i,-0.063865+0.040681i,-0.10948+0.059048i,-0.11692+0.11698i,-0.069033+0.18192i,3.3044e-05+0.19537i,0.074325+0.14567i,0.080438+0.062941i,0.0043734+0.0079902i,-0.03751-0.0019953i,-0.0095831-0.011028i,0.0052067-0.030392i
0.011262-0.027883i,0.071396-0.12655i,0.24361-0.48778i,0.31234-1.0858i,0.077089-1.3801i,-0.2429-1.0397i,-0.24398-0.56416i,-0.050004-0.40054i,-0.017317-0.31149i,-0.079522-0.10841i,-0.075503+0.032315i,-0.043713+0.043611i,-0.013855+0.030244i,0.02119+0.037486i,0.024634+0.07376i,0.022191+0.15907i,0.053913+0.22746i,0.077115+0.21302i,0.06224+0.14863i,0.034614+0.082208i,0.015534+0.028038i,-0.0005275-0.012823i,-0.02646-0.02671i
-0.0016239+0.059077i,-0.055692+0.15912i,-0.23535+0.40429i,-0.37945+0.83626i,-0.19059+1.1266i,0.16924+0.91847i,0.26788+0.44167i,0.10499+0.15247i,-0.0236+0.051851i,-0.031258-0.016852i,-0.020035-0.039016i,-0.042137+0.0073727i,-0.048636+0.090735i,-0.00059063+0.13406i,0.063714+0.068464i,0.073173-0.07511i,0.020368-0.19632i,-0.029384-0.23319i,-0.041406-0.19131i,-0.020691-0.12382i,-0.0018951-0.094078i,-0.023934-0.094128i,-0.055675-0.079886i
0.1091-0.027822i,0.22991-0.023258i,0.42287+0.034264i,0.52674-0.042023i,0.3-0.30485i,-0.074771-0.46396i,-0.24366-0.39127i,-0.22431-0.22293i,-0.14332-0.049325i,-0.031286+0.037269i,0.0072861+0.0050219i,-0.046859-0.032896i,-0.10642-0.060576i,-0.16603-0.090017i,-0.19433-0.048342i,-0.15573+0.048435i,-0.089747+0.12472i,-0.031021+0.15004i,0.00088694+0.11976i,-0.0078969+0.078772i,-0.019466+0.075031i,-0.0035942+0.083349i,0.01352+0.075465i
-0.078699+0.011414i,-0.060984-0.063978i,0.0045866-0.30652i,0.057867-0.58589i,0.0089524-0.59416i,-0.12777-0.2931i,-0.17242+0.038887i,-0.071461+0.15478i,6.1694e-05+0.098852i,-0.013705+0.056851i,-0.0029165+0.054437i,0.042629+0.036784i,0.066877+0.027568i,0.077429+0.045818i,0.078642+0.056141i,0.075084+0.055109i,0.078857+0.039344i,0.059023+0.00033772i,0.013209-0.019381i,-0.019069-0.0049872i,-0.031192+0.006498i,-0.028294+0.0066639i,-0.017963+0.0090449i
0.010917-0.022623i,-0.045562+0.02907i,-0.16766+0.19364i,-0.21723+0.37565i,-0.051282+0.39494i,0.23386+0.22116i,0.39516-0.049626i,0.31726-0.22435i,0.13786-0.2079i,0.043015-0.10989i,0.016244-0.045812i,-0.007198-0.015947i,-0.01373+0.0091431i,0.014897+0.026772i,0.065274+0.023018i,0.10049-0.0023916i,0.10711-0.026784i,0.11552-0.031206i,0.11888-0.032406i,0.086043-0.046126i,0.037676-0.057499i,0.00046382-0.052834i,-0.015138-0.036323i
-0.01596+0.089282i,0.042611+0.15639i,0.18965+0.19342i,0.28355+0.16757i,0.19998+0.074605i,0.0056477-0.048294i,-0.17405-0.083136i,-0.25117+0.00059592i,-0.18925+0.082914i,-0.081316+0.072987i,-0.0426+0.025813i,-0.038823+0.017046i,-0.013863+0.012168i,-0.015994-0.016141i,-0.076345-0.01387i,-0.14822+0.038186i,-0.18622+0.10444i,-0.17826+0.14553i,-0.12725+0.1377i,-0.056652+0.096317i,-0.0068251+0.055529i,0.011871+0.032525i,0.012652+0.021355i
0.073969-0.02743i,0.09651-0.084611i,0.06718-0.13345i,0.017905-0.12278i,-0.047027-0.043021i,-0.12362+0.076259i,-0.13281+0.15525i,-0.069463+0.13333i,-0.018431+0.058992i,-0.0090179+0.008445i,0.0015468-0.00073732i,0.013973+0.0090518i,0.0092554+0.026913i,0.0065761+0.042106i,0.033167+0.02773i,0.076539-0.025566i,0.098301-0.091911i,0.079978-0.13317i,0.032141-0.11722i,-0.0084501-0.059262i,-0.019212-0.016276i,-0.020997-0.0074027i,-0.027459-0.0041218i
-0.068528+0.027491i,-0.095908+0.053798i,-0.070408+0.052903i,0.011378-0.0062716i,0.12504-0.073559i,0.22155-0.11271i,0.25053-0.15943i,0.19131-0.19261i,0.082054-0.14937i,0.017507-0.055306i,0.0064264+0.00096522i,-0.0094033+0.00084696i,-0.04078-0.0080851i,-0.051926-0.0069613i,-0.03297-0.0040527i,-0.0065635+0.0031388i,0.017917+0.0097942i,0.037746+0.0035777i,0.038076-0.012197i,0.017027-0.016624i,0.00069871-0.0035626i,0.00097932+0.0041315i,0.0045659-0.0033462i
0.07223-0.024761i,0.085981-0.013846i,0.048026+0.025161i,-0.01861+0.055153i,-0.081267+0.02772i,-0.12513-0.023266i,-0.1564-0.0072738i,-0.15249+0.066482i,-0.089769+0.09175i,-0.029109+0.052842i,-0.013804+0.016034i,-0.01281+0.0081282i,0.0040692+0.0097923i,0.02047+0.0084009i,0.011255+0.0086486i,-0.0211+0.020029i,-0.062729+0.043091i,-0.089118+0.062001i,-0.073379+0.058356i,-0.033605+0.033034i,-0.0084434+0.0088571i,-0.0017199+0.0017117i,-0.0015528+0.0034151i
-0.049989-0.012839i,-0.01493+0.0077549i,0.096977+0.034577i,0.17144+0.020082i,0.090502-0.027546i,-0.058132-0.032183i,-0.11315-0.016685i,-0.089623-0.02318i,-0.068525-0.0012619i,-0.046896+0.024969i,-0.035815+0.013306i,-0.041124+0.003638i,-0.044302+0.0072697i,-0.045844+0.017001i,-0.028259+0.039352i,0.011456+0.050619i,0.055111+0.03937i,0.091504+0.024718i,0.096799+0.011145i,0.071-0.0089277i,0.039152-0.028712i,0.017928-0.035567i,0.0092109-0.034361i
0.034251+0.0060785i,0.054161-0.041618i,0.053685-0.14397i,0.0604-0.24005i,0.12445-0.22947i,0.21335-0.16626i,0.26509-0.15827i,0.23497-0.18501i,0.13952-0.1789i,0.074264-0.12226i,0.058548-0.069182i,0.048337-0.041649i,0.043831-0.021285i,0.042635-0.016437i,0.016751-0.020382i,-0.019326-0.0057962i,-0.026146+0.02093i,-0.01024+0.026854i,-0.0065082+0.015627i,-0.017148+0.016692i,-0.021136+0.028679i,-0.017298+0.035288i,-0.012691+0.037127i
-0.086114+0.041526i,-0.12718+0.11678i,-0.14606+0.24478i,-0.13427+0.34836i,-0.1095+0.31655i,-0.10575+0.21516i,-0.12292+0.17654i,-0.104+0.16743i,-0.049419+0.10662i,-0.024897+0.032568i,-0.018681+0.0092099i,-0.0048667+0.012177i,0.00071665+0.014898i,0.00027368+0.010875i,0.0063207-0.0050634i,0.015689-0.025327i,-0.0014795-0.04416i,-0.044404-0.04727i,-0.069731-0.030772i,-0.064651-0.01025i,-0.044886-0.0015799i,-0.03013-0.0095899i,-0.030615-0.013948i
0.085955+0.042743i,0.1583+0.02723i,0.21549-0.018227i,0.22493-0.053179i,0.13968-0.041739i,0.0017397-0.0072519i,-0.07376+0.025827i,-0.084019+0.055232i,-0.077756+0.089628i,-0.049245+0.10569i,-0.02542+0.074335i,-0.03359+0.027889i,-0.05409+0.0013236i,-0.061063+0.0014228i,-0.03796+0.015622i,-0.00062244+0.011691i,0.023321-0.014019i,0.030723-0.031098i,0.03482-0.025514i,0.044447-0.012752i,0.04868-0.0087292i,0.040427-0.011137i,0.030149-0.018588i
-0.046734-0.038659i,-0.11117-0.072889i,-0.17564-0.1143i,-0.19799-0.16085i,-0.13435-0.17517i,-0.0046903-0.16904i,0.067248-0.21761i,0.037137-0.24956i,0.0036039-0.19043i,0.0077389-0.11467i,0.0076807-0.064159i,0.004976-0.014193i,0.025192+0.026967i,0.051197+0.036457i,0.041374+0.02136i,-0.0027813+0.017019i,-0.029264+0.037443i,-0.017757+0.051657i,0.001504+0.038763i,0.0044388+0.012981i,-0.0087716+0.00044902i,-0.017004+0.013136i,-0.0079159+0.033625i
0.082793+0.035867i,0.12823+0.077833i,0.15897+0.16675i,0.20093+0.25999i,0.22659+0.23674i,0.15222+0.11493i,0.032829+0.074507i,-0.014298+0.10257i,-0.015839+0.078341i,-0.025328+0.035261i,-0.023776+0.022177i,-0.0044594+0.020471i,0.0064905+0.016576i,-0.0032838+0.013022i,-0.012117+0.018696i,-0.00088181+0.038862i,0.018068+0.061244i,0.030434+0.06006i,0.021724+0.034898i,-0.0070699+0.016686i,-0.022242+0.012313i,-0.017175+0.0010561i,-0.018543-0.015929i
-0.049846-0.078329i,-0.048674-0.1048i,0.0018851-0.13616i,0.033208-0.19071i,-0.013191-0.1875i,-0.043719-0.091529i,0.0040664-0.025452i,0.035218-0.013015i,0.016393+0.026866i,0.01727+0.062179i,0.024207+0.035609i,-0.011426-0.015408i,-0.062651-0.044241i,-0.083109-0.042406i,-0.062479-0.020282i,-0.019157-0.017627i,0.010668-0.046218i,0.0098278-0.060619i,0.0012845-0.044857i,0.0059504-0.023832i,0.018448-0.012582i,0.021797-0.014926i,0.015687-0.020582i
-0.0014864+0.060354i,0.0037612+0.089294i,-0.028331+0.0737i,-0.099297+0.029164i,-0.13253+0.0090875i,-0.088688+0.0056837i,-0.031692-0.02695i,-0.0096654-0.079338i,-0.003193-0.11191i,-0.00077379-0.10199i,-0.0014006-0.061351i,0.0069495-0.01718i,0.027423+0.012467i,0.045922+0.016365i,0.040193-0.0023798i,0.0040641-0.019349i,-0.039198-0.018844i,-0.05744-0.012584i,-0.044941-0.007641i,-0.021924-0.0095725i,-0.01323-0.017275i,-0.019442-0.011264i,-0.020612+0.0087275i
-0.055381-0.027177i,-0.060372-0.00078632i,0.023064+0.067442i,0.16677+0.092787i,0.20398+0.039432i,0.082749+0.03252i,-0.012889+0.12874i,0.0071057+0.17973i,0.031941+0.11978i,0.0054295+0.043771i,-0.01805+0.018846i,-0.0054626+0.027171i,0.019608+0.030091i,0.024229+0.026029i,0.011371+0.025907i,0.0043162+0.042083i,0.011485+0.066736i,0.02189+0.070531i,0.022157+0.04998i,0.010466+0.028506i,-0.00057781+0.020061i,0.00067353+0.017975i,0.0056815+0.010465i
0.016304+0.090248i,0.025429+0.090132i,-0.012657+0.036245i,-0.068301-0.0039478i,-0.054134-0.022519i,0.0008985-0.10373i,-0.0092197-0.19415i,-0.059573-0.1565i,-0.06077-0.035146i,-0.018651+0.036383i,0.0039124+0.030182i,-0.011266+0.00024877i,-0.036249-0.0093366i,-0.042753+0.0042611i,-0.021009+0.019031i,0.0134+0.0083752i,0.037877-0.017326i,0.042864-0.025574i,0.028029-0.012841i,0.010146+0.0084943i,0.0052964+0.020441i,0.0070463+0.011715i,0.003814-0.0033188i
0.017712-0.058148i,-0.010254-0.090839i,-0.07465-0.048031i,-0.11701+0.062087i,-0.082731+0.12867i,-0.0043375+0.092287i,0.019865-0.019254i,-0.034202-0.11336i,-0.077713-0.11276i,-0.052953-0.061609i,-0.012694-0.032735i,-0.0063561-0.023691i,-0.0094136-0.013713i,-0.0020871-0.019421i,-0.0034352-0.032433i,-0.015981-0.03331i,-0.02285-0.034513i,-0.01806-0.04139i,-0.0065277-0.045999i,0.0036717-0.045517i,0.0083283-0.042011i,0.0035465-0.034228i,-0.0067984-0.017333i
0.036297+0.058019i,0.10373+0.067527i,0.20116-0.002942i,0.23775-0.1208i,0.16825-0.12114i,0.094649+0.030908i,0.11945+0.17683i,0.17402+0.18533i,0.1487+0.087755i,0.069994+0.012117i,0.02032+0.0058964i,0.018963+0.025746i,0.029929+0.028179i,0.018987+0.019472i,-0.0050491+0.022602i,-0.017848+0.040898i,-0.025624+0.057063i,-0.03682+0.053648i,-0.042314+0.035004i,-0.041665+0.015179i,-0.037333+0.006932i,-0.026168+0.010866i,-0.0092058+0.010988i
0.014473-0.086681i,-0.0075281-0.099753i,-0.030681-0.060229i,-0.038536-0.043672i,-0.064569-0.10783i,-0.1237-0.16779i,-0.1598-0.14653i,-0.12446-0.066808i,-0.051661+0.0078627i,-0.0080733+0.029043i,-0.002512+0.012984i,-0.01246-0.010107i,-0.02632-0.018664i,-0.023699-0.00087241i,0.006154+0.011999i,0.026055+0.0020351i,0.02152+0.0022576i,0.0134+0.026803i,0.01112+0.049129i,0.014201+0.050651i,0.012534+0.037649i,0.0030703+0.024104i,-0.0077308+0.016811i
-0.061432+0.060157i,-0.068829+0.14547i,-0.010582+0.24636i,0.10159+0.29546i,0.17588+0.22662i,0.13732+0.077413i,0.032057-0.035278i,-0.069507-0.070763i,-0.11856-0.049629i,-0.092256-0.008835i,-0.052081+0.0060624i,-0.0443+0.0083811i,-0.039389+0.015857i,-0.02606+0.0071234i,-0.022736-0.0087295i,-0.024262-0.014745i,-0.0097949-0.020114i,0.022846-0.034006i,0.045913-0.048116i,0.04349-0.047356i,0.033739-0.03716i,0.026831-0.032175i,0.018404-0.029906i
0.012332-0.065825i,-0.011513-0.14921i,-0.080937-0.24973i,-0.1685-0.29217i,-0.18346-0.20579i,-0.06675-0.056047i,0.078487+0.0096918i,0.1316-0.0068742i,0.10645-0.019497i,0.066273-0.015076i,0.042798-0.0050073i,0.047584+0.0070396i,0.065596+0.0044475i,0.056995-0.0056495i,0.024721+0.005752i,0.01118+0.03026i,0.013369+0.031992i,0.002429+0.0080207i,-0.015947-0.01106i,-0.024509-0.0079146i,-0.018709+0.0021296i,-0.0089135+0.0013032i,-0.0016932-0.0048488i
-0.048694+0.075123i,-0.062771+0.12268i,-0.079883+0.15875i,-0.10425+0.19122i,-0.11539+0.18674i,-0.13289+0.13109i,-0.13959+0.10099i,-0.071781+0.089487i,0.011296+0.033796i,0.025327-0.019558i,0.0075346-0.034808i,-0.011739-0.03957i,-0.0371-0.029266i,-0.040155-0.0035362i,-0.010929+0.0016918i,0.01503-0.017974i,0.010475-0.027493i,-0.010863-0.0075468i,-0.02445+0.019977i,-0.025195+0.023608i,-0.024579+0.012678i,-0.026527+0.012934i,-0.024613+0.023798i
0.10072-0.018638i,0.20574-0.048437i,0.34602-0.098571i,0.44572-0.17533i,0.40362-0.20973i,0.27693-0.16144i,0.16016-0.10614i,0.027803-0.066832i,-0.076958-0.0040571i,-0.077242+0.042993i,-0.038948+0.043106i,-0.032838+0.041846i,-0.037382+0.055572i,-0.025484+0.054822i,-0.016011+0.031675i,-0.027991+0.010266i,-0.033963+0.0075731i,-0.01792+0.011979i,-0.0012958+0.0096573i,0.0039913+0.0052497i,0.0058262+0.0070523i,0.008982+0.0078107i,0.0065359-0.0016378i
-0.068222+0.02333i,-0.15265+0.05476i,-0.26868+0.095221i,-0.34591+0.13767i,-0.29397+0.13443i,-0.17283+0.06155i,-0.10008-0.014315i,-0.052553-0.020654i,0.0085066+0.00077034i,0.032882-0.0036175i,0.020269+0.00039715i,0.032205+0.008644i,0.060743-0.015807i,0.052931-0.038876i,0.018455-0.018607i,0.0025216+0.0281i,0.0097133+0.053226i,0.017926+0.037259i,0.02072+0.0081837i,0.023567-0.0060058i,0.025829-0.01021i,0.021036-0.014638i,0.0126-0.014017i
0.074886-0.022961i,0.11273+0.0074742i,0.17606+0.10042i,0.25562+0.15899i,0.22429+0.11384i,0.089179+0.071967i,0.030796+0.072064i,0.052434+0.010591i,0.031588-0.059284i,-0.0026358-0.050062i,-0.007626-0.035837i,-0.021228-0.045497i,-0.037841-0.045641i,-0.03526-0.031365i,-0.013316-0.016892i,0.013165-0.023737i,0.017488-0.036035i,0.0070682-0.0287i,-0.00011158-0.015991i,-0.0092209-0.012712i,-0.019722-0.011353i,-0.021244-0.0057382i,-0.012337+0.00081096i
