-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
-0.00019104+0.00082029i,0.00020129+0.0010356i,0.00020946+0.0018373i,-0.00025827+0.0027841i,0.00042382+0.0024798i,0.001199+0.0010226i,0.0015319+0.000356i,0.001454+0.00017795i,0.0016282-0.00016072i,0.0015783-0.00064238i,0.00046438-0.0011748i,-0.00031291-0.0013798i,-0.00086719-0.0010892i,-0.0013752-0.00060863i,-0.0011184-0.00017612i,-0.00089181+0.00050173i,-0.0010906+0.00066525i,-0.00021319+0.00032552i,0.00020333-7.2352e-05i,-0.00017396+8.4356e-05i,-0.00051721+8.9862e-05i,-0.00067248+0.0001054i,0.00011765+1.2077e-05i
-0.0025493-0.00024624i,-0.0025593+0.00088318i,-0.0024342+0.0027231i,-0.0014163+0.0037268i,0.00067679+0.0021383i,0.002456+0.00021747i,0.0025297-3.7688e-05i,0.0022172+0.0002317i,0.0010008+0.00033406i,-0.00074608+0.00062173i,-0.00088636+0.00070018i,-0.00026397+8.5819e-05i,-0.00017965-0.0001733i,-0.00035767+0.00019014i,-0.0002792+0.00021652i,-4.4155e-05+0.0001122i,-0.00037718+0.00023117i,-0.00059552-0.00048281i,0.00073557-0.0010298i,0.0013663-0.0009379i,0.00094321-0.00049759i,0.00024951-0.00032758i,8.2281e-05-0.00069604i
0.0003095+0.0021242i,0.00020233+0.0017761i,0.00012146+0.0021618i,0.00095459+0.0025426i,0.0026278+0.0013538i,0.0028901+4.7712e-05i,0.002118-0.00080283i,0.00082016-0.0014627i,-0.00010065-0.002122i,0.00011714-0.0015894i,-9.371e-06-0.00044054i,0.00011862-0.00083354i,8.1409e-05-0.0010756i,-0.00069617-0.0005296i,-0.00077047+0.00037803i,-0.00012438+0.0010003i,0.00017076+0.0010969i,0.00031875+0.0006752i,-0.0001886-5.651e-05i,-0.00088042+0.00013192i,-0.00079891+0.00082653i,-0.00017947+0.00098182i,-0.00034604+0.00015433i
0.0001943+0.00089083i,0.0011474+0.001869i,0.0014623+0.0022912i,0.0015112+0.0015919i,0.0016703+0.00050376i,0.0008503-0.00018158i,0.00030699-0.00052144i,0.00099228-0.0011267i,0.0011922-0.0015709i,0.0010295-0.0013797i,0.00058655-0.00036214i,-0.00017425-0.0002696i,-0.00072298-0.00067409i,-0.0009398-0.00028487i,-0.00091209-0.00047344i,-0.00067782-0.00030295i,-0.00046791+0.00036436i,-0.00058003+0.00056475i,-0.00038199+0.00083557i,0.00027919+0.0014017i,0.00063927+0.0011505i,0.00056973-0.00031164i,-5.4413e-05-0.00097799i
-0.00057323-0.00050997i,-0.00016824-6.5653e-05i,-0.0015039+0.00063882i,-0.0021415+0.00097857i,-0.00015389+0.0012274i,0.00095965+0.0011495i,0.0014153+0.0010763i,0.0017356+0.00036021i,0.0012322-1.106e-05i,0.00014605+0.00035827i,-0.00021808+0.00036738i,-0.00026261-0.00014719i,-0.00043154-8.103e-05i,-0.00076547+4.7047e-05i,-0.00045249-5.1915e-05i,-7.9504e-06+0.00047127i,0.00057323+0.00089112i,0.0012944+0.0013907i,0.00076982+0.00076275i,4.9183e-05-0.00065494i,-0.00016052-0.00090134i,0.00028668-0.00076777i,8.5483e-05-0.00075342i
-0.00025061-0.0005288i,1.4418e-05+3.1877e-05i,-0.00063418+0.0010005i,-0.00084526+0.0024451i,-0.00064482+0.0032241i,-0.00032873+0.0018956i,0.0007263-0.0001011i,0.00033339-0.0010955i,-0.0011212-0.0019951i,-0.0012628-0.001766i,-0.0010938-0.00075678i,-0.0010676-0.0010172i,-0.00078881-0.0012705i,-0.00053309-0.00038509i,-0.0010318-0.00029951i,-0.0012472-0.00045353i,-0.00080145-9.0788e-05i,-0.00044-0.00051855i,-0.00024878-0.0012133i,-0.00037504-0.00037527i,-0.00044063+0.00029025i,-0.00056792+0.00021842i,-0.0003635+0.00021548i
0.00085433+0.0005605i,0.00099456+0.00026701i,0.00071057+0.00013103i,0.0005932+0.0002104i,0.0011334+0.00025548i,0.0011879-1.7056e-05i,0.0011233-3.858e-05i,0.00064359+3.4799e-05i,0.00027278-0.0011434i,-0.000505-0.0017124i,-0.0013909-0.0012677i,-0.00068046-0.00034859i,-0.00024423+0.00070963i,-2.2909e-05+0.00078568i,-0.0005592+0.00024337i,-0.00091559-0.00034622i,-0.00074997+0.00037637i,-0.0006428+0.0010421i,-0.00027129+0.00096993i,-8.258e-05+0.0010192i,0.00014932+0.00024122i,0.00018487-0.00010849i,0.00036637-0.00010425i
0.00093487-0.00016575i,0.0012634-0.0012693i,0.0015797-0.00048665i,0.0022077+0.00029686i,0.002417+0.00063414i,0.0013469+0.00029926i,0.0013215-0.00055292i,0.0020387-0.00061792i,0.0017919+0.00027915i,0.0009816+0.00081408i,0.00037698+0.00069227i,-0.00011186+0.00069159i,-0.001018+0.00016708i,-0.0015832-0.00030566i,-0.0012403+0.00017254i,-0.00062595+0.00012992i,2.3701e-05+0.00029198i,0.00021258+0.000959i,0.00038799+0.0012824i,0.00068539+0.00026993i,0.00062231-6.8632e-05i,0.00050264-1.506e-05i,-6.6105e-05-0.00057553i
-8.4736e-05+0.00048587i,-0.00012758+0.00025614i,-0.00018815+0.00017725i,-0.00047593+0.00015815i,5.539e-05-0.0002336i,0.0011681-0.00050451i,0.0019579-0.001156i,0.0018473-0.0011344i,0.0006433-0.00068572i,-0.00066001-0.00028084i,-0.00087044+0.00066329i,-0.00050703+0.0009643i,-0.00076528+0.00032287i,-0.0003654-0.00045608i,4.9093e-06-0.00026364i,-0.0008303+0.0005065i,-0.00081987+0.00052598i,-0.00031123-0.00039129i,-0.00041929-0.00047171i,-0.0010859+8.7717e-05i,-0.0011805-0.00023752i,-0.00084079-0.00043417i,-0.00081992-0.00016151i
-0.00060508-0.00078309i,-0.00072434+5.9588e-05i,-0.0011525+0.00089398i,-0.0010255+0.0013149i,-0.00055057+0.0014947i,0.00057446+0.0011437i,0.0017578+0.00064485i,0.001572+0.00027531i,0.00061225-0.00060733i,-0.0005773-0.00062736i,-0.0011792-0.00089669i,-0.00062309-0.00072182i,-0.00031559-0.00019053i,-1.1181e-05-0.00031061i,0.00061479-0.000161i,0.00054686-0.00016735i,-3.3477e-05-8.2934e-05i,-0.00011528-4.6114e-05i,-0.00015265-0.00045118i,-0.00010256-0.00044107i,-0.00021404+8.7099e-05i,0.00011215+0.00052038i,0.00042215+0.0003285i
-0.000448+0.0019771i,7.865e-05+0.0018192i,0.00064338+0.0026858i,0.0016739+0.003128i,0.002751+0.0020309i,0.0024278+0.0007135i,0.00069824-7.9683e-05i,-0.00059353-0.00068002i,-0.00075995-0.0015061i,-0.00037027-0.0014435i,-0.00040985-0.00081443i,-0.0003711-0.00011353i,-0.00061082+9.0846e-05i,-0.0015875+0.00029407i,-0.0018105+0.00096617i,-0.00035454+0.00080009i,0.00030509+9.4176e-05i,-0.0010058-4.2593e-05i,-0.0010906+0.00022348i,-0.00074354+0.00047642i,-0.00033561+0.00063156i,0.00043483+0.00046145i,7.5028e-05+0.00032688i
-0.0017981+0.00047676i,-0.001713+0.0016221i,-0.00079377+0.002484i,0.0015262+0.0022128i,0.0022459+0.00081967i,0.0020199-0.00077612i,0.001641-0.0020216i,0.00072977-0.0022171i,0.00043116-0.0016641i,0.00080354-0.00086043i,0.00088734-0.00030385i,0.00073394-0.00065505i,0.00072326-0.00078594i,0.0006426-0.00035355i,-0.00063399+0.00023662i,-0.0014842+0.00080475i,-0.00084371+0.00079318i,-0.00034634+0.00057108i,0.00012238+0.00037236i,0.0011748-0.0002265i,0.00092943-0.00080951i,-0.00029809-0.00083863i,-0.00019589+0.00014771i
0.00026627+0.00099862i,4.1973e-05+0.0017675i,1.8519e-05+0.0022336i,-2.5217e-05+0.0019705i,1.151e-05+0.00063145i,0.00025942-0.00053734i,0.00045928-0.00063702i,-7.449e-05-0.00043255i,-0.00087564-0.00041672i,-0.00038522-0.00053595i,0.00061251-0.0002499i,0.00032747+0.00013835i,-0.000611-9.3268e-05i,-0.00062212-0.00078315i,-0.00012184-0.00083411i,-0.00012117-0.00038847i,-0.0003413-7.459e-05i,-0.00036958+0.0001459i,-0.00022592+4.729e-05i,-0.00010058+1.8499e-05i,-0.00029861-0.00022203i,-0.00011632-0.00072787i,-1.6122e-05-0.00010652i
-0.0011969+0.00094678i,-0.0007415+0.0015441i,0.00053643+0.0032777i,0.0016524+0.0040613i,0.0016544+0.0030409i,0.00074747+0.00097137i,8.7966e-05-0.00072465i,-6.3464e-05-0.00075884i,-0.00044059-7.7834e-05i,-0.00015635-0.00022988i,0.0007933-0.00027915i,0.00045781+0.00035964i,-0.00081713+0.00054298i,-0.0012184+0.00021157i,-0.001441-0.00026412i,-0.001528-0.00082698i,-0.00088-0.00026681i,-0.00027666+0.00046212i,5.9682e-05+0.00024273i,0.0003349+1.8016e-05i,0.0007736-0.00047822i,0.00048204-0.00043007i,-1.3245e-05+0.00011267i
-0.0011373+0.001246i,-5.1071e-05+0.0016542i,0.0013698+0.0019757i,0.0017288+0.0024568i,0.0018477+0.0020227i,0.0013884+0.00035971i,0.0011397-0.00050596i,0.0011733-0.001598i,0.00063898-0.0022658i,0.00016698-0.00087017i,0.00035918+0.00019931i,0.00038859+0.00027196i,-0.00059025+0.00033386i,-0.0013432+0.00012441i,-0.00071487+7.7321e-05i,0.00027861+0.00058383i,0.0013599+0.0007969i,0.0017461+0.0005437i,0.00092938+0.00070178i,0.00018294+0.00081107i,0.00015694+6.4135e-05i,5.0504e-05-0.00035483i,-0.0012274-0.00039683i
-0.00032601+0.00087038i,-0.00056512+0.0013785i,-0.00033056+0.0015889i,-0.00062602+0.0019845i,-0.00029715+0.0020114i,0.0011289+0.0013005i,0.002063-6.2112e-05i,0.001527-0.0012252i,0.0007394-0.0012643i,0.00079237-0.00036619i,0.00079168-0.0001702i,0.00039452-0.00057172i,-0.00044887-0.0009542i,-0.0017387-0.0012605i,-0.0018064-0.00090886i,-0.0006097+0.00040438i,-0.0005885+0.0013034i,-0.00070228+0.00073676i,0.00013356-0.00039385i,0.00093028-0.00053509i,0.00054767-0.00037248i,-0.00024078-0.00061195i,-0.00017232-0.00046163i
-0.00035811+0.0011763i,-0.0005198+0.00062763i,-0.00040179+0.0014888i,9.7692e-05+0.0020057i,0.00080795+0.0013233i,0.00062225-0.00026474i,0.00055091-0.0013834i,0.00055457-0.00089458i,-0.0001266-0.00085778i,-0.00058013-0.00061976i,-0.00042225+0.00039624i,-8.2505e-05+0.00014801i,1.205e-06-0.00014661i,-0.00038816+0.00033318i,-0.0010097+3.4274e-05i,-0.00068009-0.00017472i,-0.0004353-0.00020618i,-0.00040502+9.1003e-05i,-9.3911e-05+0.00084038i,-1.1142e-05+0.00095432i,-7.1044e-05+0.00038891i,-0.00040992-0.0002459i,-0.00042897-0.0002561i
0.00019437+0.00029448i,0.00010717+0.000967i,-0.00021681+0.0022462i,-0.00023528+0.0033632i,0.00039952+0.0031868i,0.0013914+0.00088752i,0.0022241-0.00053024i,0.001816-0.00092642i,0.00090025-0.0013828i,0.0011027-0.00053994i,0.0014646+0.00027531i,0.00065187+0.00020816i,-0.00098229+0.0002686i,-0.0013811+1.0754e-05i,-0.00076608-0.00026737i,-8.171e-05-0.00017312i,1.755e-05-4.724e-06i,-0.00054816+0.0001181i,-0.0002326+8.7603e-05i,-7.5699e-05-0.00036892i,-0.00043664-0.00073636i,-0.0005066-0.00096216i,-0.00037145-0.00076257i
-7.0965e-05-0.0012313i,-0.00053694+0.0005539i,-0.0010735+0.0019734i,0.00055223+0.002507i,0.001769+0.0023903i,0.0015821+0.0015521i,0.0014915+0.00080971i,0.00090036-0.00030615i,0.00028332-0.0012955i,-0.000351-0.0014477i,-0.0015305-0.0013165i,-0.0016787-0.0011227i,-0.00072099-0.00095945i,-0.00015534-0.00030465i,0.00023989+0.00075713i,-8.4248e-05+0.00094398i,-0.00088146+0.00056036i,-0.00086655+0.00034207i,-0.00046989-0.00023875i,0.00033629-0.00050064i,0.00065573-0.00022065i,0.00028998+7.2663e-06i,-6.5034e-05-0.0001974i
0.00016321+0.00019503i,-2.926e-06-2.2982e-05i,0.00032257+8.5606e-05i,0.0010348+0.00026432i,0.0016982+0.00043087i,0.000905+0.00018163i,0.00041474-0.00074966i,0.00039179-0.00078546i,0.00065434-0.00043238i,0.0010666-0.00028326i,0.0010296-0.00041524i,0.00031432-0.00026163i,-0.00098017-0.00041302i,-0.0016014-0.00093858i,-0.00091332-0.00043812i,-0.0004667+0.00031503i,-0.00069185+0.00039689i,-0.00047294+0.00058404i,-0.00026885+0.00053742i,-0.00031013+1.1064e-05i,6.3213e-05-0.00023698i,9.3879e-05-0.00017683i,-0.00050629-0.00049986i
-0.0003205-0.00038444i,-0.0013226+0.00044295i,-0.0016997+0.0028106i,-0.0015579+0.0040883i,-0.0011298+0.002398i,0.00012492+0.00032108i,0.0016867-0.00051101i,0.0019737-0.00026231i,0.0012131+0.00054103i,0.00037441+0.0010498i,0.00022049+0.00094477i,0.00024016+0.00055407i,0.0004329-0.00022971i,0.00017411-0.0001902i,-0.00057372+0.00018172i,-0.00061877+0.00048723i,-0.00026003+0.00014164i,4.3678e-06-0.00023065i,-8.3487e-05+0.00071496i,-0.00030003+0.00076907i,-0.00027681+0.00033837i,0.00011358+0.00012994i,0.00029619-0.00054812i
-0.00099576-0.00013021i,-0.0012089+0.0010539i,-0.00097168+0.0022747i,0.00014055+0.0028211i,0.0022689+0.0020217i,0.0021895+0.0013645i,0.0010499+0.0011106i,0.00095368+0.00093127i,0.00075129+0.00054883i,0.00060827+0.00062097i,0.00021202+0.00037375i,-0.00021044-0.00037553i,-0.0009442-0.00070859i,-0.00095303-0.00016134i,-2.3548e-05+0.00067529i,0.0002987+0.00094012i,0.00012191+0.00029534i,-0.00013837+9.2206e-05i,0.00020021+9.1111e-05i,0.00010489+4.8062e-05i,-0.00016945+0.00014088i,0.00016166-0.00010219i,0.00016704-0.000139i
0.0014253+0.00043137i,-0.00053687-0.00068106i,-0.0017156-0.00066479i,-0.0011221+0.00017672i,-0.00076471-0.00027117i,-0.00057418-0.00088308i,-0.00086827-0.00064778i,-0.00082119-0.00084197i,-8.7881e-05-0.00088315i,0.00012732-0.00048934i,-0.00059929-0.00039425i,-0.00092696-0.00059425i,-0.00063364-0.00022806i,-0.00049316+4.1931e-05i,-0.00032525-6.26e-05i,-0.00065759+7.3866e-06i,-0.00066976-0.00010491i,6.7136e-05+0.00013888i,-0.00018507+0.00063435i,-0.00069154+0.00092272i,-0.00030575+0.00054363i,2.9134e-05+1.0982e-05i,0.00013234+1.2565e-05i
-0.00039845-0.00049823i,0.00042961+0.00027218i,0.0010346+0.0014658i,0.0015442+0.0025214i,0.00088754+0.0012579i,0.00069847-0.0004038i,0.00092747-0.0012291i,0.00026953-0.0020405i,-0.00023988-0.0017335i,-0.00065066-0.0013392i,-0.00025557-0.00070679i,0.00030466+0.00039643i,0.00043416-0.00037253i,0.00045376-0.00062843i,-0.00045757-0.00044018i,-0.00045477-0.00022557i,-0.00064713+0.00029754i,-0.00047862+0.00037741i,-3.9061e-05+0.00059409i,0.00027174+0.0002995i,0.00097552+3.782e-06i,0.00082523+0.00042779i,0.00041429-0.00023523i
0.00060795+0.00077414i,0.00025432+0.00026293i,3.3994e-05+0.00016769i,-0.00042824-0.00063284i,-0.0010812-0.00055479i,-0.0007532+0.00079479i,0.0008824+0.0013269i,0.0012078+0.0014231i,0.00030681+0.0006186i,0.00041924-0.00065196i,0.00054369-0.0014372i,-0.00013046-0.0015322i,-0.00019798-0.00060766i,-0.00046251+0.00029123i,-0.00067085+4.0443e-05i,-0.00063134-0.00023548i,-0.0010633-1.3572e-06i,-0.0008295-1.5975e-05i,1.6331e-05-0.00023015i,0.00021278-0.00083947i,4.1544e-05-0.00036222i,0.00052556+0.00064249i,0.00073477+0.00052604i
0.0011745-3.2043e-05i,0.0011144+0.0013633i,0.0007848+0.0020549i,0.0010696+0.0023513i,0.0014957+0.0024225i,0.00091475+0.00098935i,0.00063673-0.00064244i,0.00037904-0.0009485i,-0.00046812-0.00093216i,-0.0007854-0.00026651i,-0.00040489-0.00029794i,0.00013145-0.00022989i,0.00046085+6.9889e-05i,0.00050209+0.00010773i,0.0002597+0.00012249i,-0.0004739+0.00012425i,-0.00048434-0.00037766i,-0.00045645-0.00078273i,0.00013385-0.00056921i,0.00036751-0.00018432i,-0.00024131-0.00070744i,-0.00055332-0.00060201i,-0.00061396+2.6078e-05i
-0.0011143+3.0905e-05i,-0.0012907+3.0124e-05i,-0.00042592+8.0468e-05i,0.0013654+0.00046441i,0.002466+0.00108i,0.0024748+0.000151i,0.0013303-0.00055711i,0.00049073-0.0012764i,0.00012889-0.0016896i,-0.00044115-0.00080422i,-0.00030359-3.2421e-06i,-0.00031455-0.00057973i,-0.00078136-0.0011236i,-0.00096503-2.525e-05i,-0.00082071+0.00050114i,-0.00010436-3.2839e-06i,0.00050811+3.5372e-05i,0.00050102+0.00016896i,-9.0031e-05-0.00011579i,-0.00047973-0.00062488i,0.00014803-0.00023943i,0.00077489-0.0002616i,0.00054077-0.00038211i
0.0013972+0.0020192i,0.0024025+0.0010562i,0.0025648+0.00061501i,0.0010011+8.7846e-05i,-0.00023568-0.0011793i,-0.00039892-0.001375i,0.00038299-0.00024985i,0.00012069+0.00020733i,-0.00066705-0.00017464i,-0.00045838-0.00021651i,-0.0005155+0.00010459i,-0.00061715-3.5094e-05i,-6.105e-05-0.00036099i,-9.4795e-05-0.00043318i,-0.00094253+0.00017182i,-0.0010082+7.4448e-06i,0.0001731+0.00014651i,0.00020085+0.0008139i,-0.00036304+0.00033971i,-0.00033926-0.00020831i,9.8107e-05-0.00046665i,0.00046394-0.00048987i,0.00031327-0.00033803i
-0.00073554+0.00028498i,-0.00089811+0.0022733i,-0.0010917+0.0045014i,-0.00013514+0.004601i,0.0020594+0.0032033i,0.0028595+0.0009557i,0.0022585-0.00080877i,0.0010013-0.00085078i,4.7663e-05-0.00062846i,-0.00079131+6.0359e-05i,-0.0014407-0.00010032i,-0.0007628-0.00055443i,-0.00015819-0.00015565i,-0.00053555+0.00075928i,-0.0013022+0.00072403i,-0.0015328+0.00016297i,-0.0010993+0.00027062i,-0.00027206+0.00025973i,9.3317e-05+0.00047641i,6.0468e-05+0.00030214i,-0.00026452-0.00013957i,-0.00042451-0.00027946i,-0.00044552-0.00076933i
-0.0012491+0.0012966i,-0.00019122+0.001918i,4.0317e-05+0.0043225i,0.0010811+0.0045282i,0.0028575+0.002024i,0.002946+3.1057e-05i,0.0023982-0.00045971i,0.0015689-0.00023626i,0.00058325-1.1667e-05i,2.6398e-05+0.00038839i,0.00030424+0.00070906i,9.1572e-05+0.00010153i,-0.00075077-0.00018933i,-0.00097589-7.9201e-05i,-0.00077693+0.00037409i,-5.4593e-05+7.7139e-05i,0.00048347+0.00046237i,0.00030131+0.0010566i,6.6836e-06-0.00011348i,-0.00017882-0.00025827i,-0.00046987-0.00015526i,-0.00046636-0.00039566i,-0.00050378-3.3355e-05i
-0.0011416-0.00017865i,-0.00058412+0.00023067i,0.00028474+0.00074554i,0.00061573+0.0018468i,0.00036492+0.0021366i,0.00041169+0.0010768i,0.00059868+0.00041354i,0.00036426-7.8418e-05i,-0.00011369-0.0014226i,3.5468e-05-0.0015638i,0.00025944-0.00081446i,0.00047167-0.00030953i,-0.00041007+0.00074806i,-0.0012078+0.00081972i,-0.00091665+0.00015847i,-0.00017257-0.00023522i,-7.3331e-05-0.00027293i,-0.00064647+0.00017036i,-0.00082719+0.00055744i,-0.00043923+0.00017427i,2.5495e-05-0.00060739i,-0.00016514-0.00065881i,-0.0010184-0.00096564i
-0.00063604-0.00019i,-0.0015598-6.0076e-05i,-0.001871+0.001527i,-0.00045364+0.0022814i,0.00065328+0.00099747i,0.001171+0.00013346i,0.0017218-0.00039093i,0.0015348-0.00031552i,0.00073315-0.00052261i,-0.00018284-0.0005463i,-0.00049621-0.00037498i,-0.0001417-0.000399i,-0.00011456+4.8428e-05i,-0.00047373+0.000174i,-6.1577e-05+0.00015612i,-9.1e-05+0.00029223i,-0.00048586-0.00027699i,-0.00049546-0.00012604i,4.5256e-05-0.00010363i,0.0005725-0.00065055i,0.00018194-3.1195e-05i,-0.00082796+0.00045772i,-0.0011725-0.00027297i
0.00083666+8.7623e-05i,0.0013214+0.00038227i,0.0011536+0.0011129i,0.00069464+0.0011368i,0.00080204+0.00081401i,0.0007475+0.00043225i,0.00048321-0.00022203i,-0.00046802-0.00063179i,-0.0010903-0.00047201i,-0.00037402-5.8664e-05i,8.8586e-05+9.5339e-05i,0.00016388+0.00018373i,-9.514e-05-0.00023386i,-0.00035924+0.00025394i,0.00049021+0.00099439i,0.00054449+0.00052456i,0.00027851+0.000658i,0.00011868+0.00071524i,-0.00014196+0.00010947i,0.00044604-0.00065107i,0.0005191-0.0010249i,-1.4285e-05-0.0008306i,0.00013696-0.00073708i
0.00053429-0.00082508i,-0.0011173-0.00021926i,-0.0012631+0.0012772i,-0.00051762+0.0028846i,0.00011006+0.0024841i,0.00066997+0.00093718i,0.00058044+0.00024073i,0.00066909+3.3554e-05i,0.00033236-0.00069011i,6.9258e-05-0.001131i,0.00024035-0.00079313i,0.00018591-0.00057888i,0.00063857-0.00011951i,0.00086146+0.00023418i,0.00024512-8.1918e-05i,-0.00033714+9.547e-06i,-0.00061801+0.00066066i,-0.00036975+0.00060269i,0.00059347+6.9409e-06i,0.0011345-0.00014981i,3.0127e-05-0.00037399i,-0.0011435-0.00034783i,-0.0010004-0.00034389i
-0.0022503+0.00065431i,-0.001345+0.0013249i,-0.00015567+0.003581i,0.0015004+0.0038973i,0.0023442+0.0016385i,0.0024706+0.00016102i,0.0020575-0.00054484i,0.001248-0.00069044i,8.0289e-05-0.00075015i,-0.00065595-0.00031829i,-0.00033914-5.2833e-05i,-4.243e-05-0.00078572i,-0.00039103-0.0011379i,-0.0011032-0.00022133i,-0.0010892+0.00052574i,-0.00057508+0.0003033i,-0.00022223+7.54e-05i,-0.00042504+0.00079492i,-0.00041487+0.00083301i,-5.4001e-05+0.00029464i,0.00019301+0.00028577i,0.00065579+6.6357e-05i,0.0007946+0.00048552i
-0.00087651-0.002634i,-0.0013182-0.001919i,-0.0026865-0.00099307i,-0.002517+0.00017089i,-0.0014585+0.0009147i,0.00017554+0.0011264i,0.0010218+0.0003689i,0.00040278-0.00052238i,-0.00045348-0.0013895i,-0.00014201-0.0014591i,0.00011702-0.00061968i,-0.00041525-0.00035089i,-0.0010911-0.00056069i,-0.0011123-0.00095459i,-3.4495e-05-0.00048167i,0.00013788-8.8462e-05i,-0.00053793+0.00028017i,-0.00081251+8.5432e-05i,-0.000251-0.00038755i,0.00044161-0.0002635i,0.00064133-3.5396e-05i,0.00058667+0.00014326i,0.00038788+0.00035343i
0.00025497-0.00087968i,-0.00026448-2.8018e-05i,-0.0012291+0.00010694i,-0.0011454-9.6276e-05i,-0.00060531-0.00034388i,-0.00024032-0.00062628i,0.0008567-0.00038629i,0.0010942-0.00065181i,0.00010406-0.00058627i,-5.8583e-05-0.00049262i,0.00036799-0.001068i,0.00035221-0.0005645i,0.00034205+0.0001827i,4.7009e-05+0.00010364i,-0.00046603+0.00013821i,-0.00070305-0.00019435i,-0.00073883-9.2853e-05i,-0.00026214+0.00047888i,-0.00025581+0.00044929i,-0.00011978-4.3065e-06i,0.00044683-0.00024807i,0.00056503-0.00029039i,0.00068261+0.00018838i
-0.0017873-0.00035158i,-0.0015405+0.0017742i,-0.00080762+0.0038967i,-0.00024889+0.0037849i,0.0010692+0.0022583i,0.0022977+0.0011593i,0.0019168+0.00019574i,0.00054446-0.001102i,-0.00040106-0.0014036i,-0.00047229-0.00055173i,-2.9718e-05+9.5529e-05i,0.00045507+0.00022585i,6.1141e-05+0.00014224i,-0.0007862-0.00017601i,-0.00086565-0.00052457i,-0.00067086-0.00049882i,-0.00071483-0.00041867i,-0.00042103+0.00024335i,0.00060872+0.0013716i,0.00064684+0.0010101i,5.2229e-05+0.00010562i,0.00036563+0.0004106i,0.00048436+0.00035571i
0.00033234-0.00060788i,-7.1464e-05-0.00017507i,-7.3046e-05+0.00099703i,0.00019984+0.0019312i,0.00058694+0.00097408i,0.00061631+9.2568e-05i,0.001029+0.00021864i,0.0011026-6.6465e-05i,0.00047133-0.0009097i,0.00043242-0.00075274i,0.00050092-0.00046501i,0.00021568-0.00059276i,0.00014236+0.00033234i,-0.00062568-6.7449e-05i,-0.001007-0.0002782i,-0.00021851+0.00028911i,0.00027436+0.00046949i,-0.00024946-5.7585e-05i,-2.5226e-06+0.0002331i,0.00084981+0.00057493i,-5.8189e-05-0.00012096i,-0.0010375-0.0006827i,-0.0006004-0.00035077i
-5.7494e-05+0.0012346i,-3.8945e-05+0.000431i,7.97e-05-4.4754e-05i,0.0010802-0.00019813i,0.0013334-0.001185i,0.00092333-0.00228i,0.0013507-0.0016003i,0.0015404-0.00015618i,0.0010223-5.7277e-05i,0.00064314-0.00098342i,0.00050104-0.00095279i,0.00014342-6.0884e-05i,-0.00042983+0.00031144i,-0.00083526+0.00048534i,-0.00043174+0.00050346i,0.00010042+0.00071127i,-0.00062217+0.00053208i,-0.00066459-0.00023409i,-0.00050599-0.00078624i,-0.00066319-0.00059769i,-0.00058761-0.00028149i,-0.00089157-0.00038993i,-0.0010512-8.6941e-05i
0.00070742+0.00058069i,-0.00064166+0.00097488i,-0.0015995+0.0013822i,-0.0004975+0.0011712i,0.00036437+0.00067147i,0.0005425+0.00010377i,0.00041343-0.00062033i,-3.0062e-05-0.00016779i,-0.0009232+0.00033677i,-0.00097646+0.00053708i,-0.00039056+0.00053116i,-0.00063861+0.00014972i,-0.00075325-0.00056138i,-0.00017274-0.0014837i,-0.00051505-0.0010313i,-0.0012046+0.00016953i,-0.00042331+0.00032473i,0.00029317+0.00037973i,0.00049363+0.00065743i,0.00042388+0.00032919i,0.00054186+0.00032057i,0.00061346+0.00046731i,0.00011267+0.00033246i
-0.001237-0.00027728i,-0.00057817-3.3579e-05i,0.00034751+0.0017845i,0.0017582+0.0029584i,0.0035399+0.0021068i,0.0025228+0.00042832i,0.0012417-0.0003524i,0.001217-0.00016551i,0.00089148-0.00022353i,0.000602-0.00036587i,0.00037157+0.0001078i,0.00010598+0.00073763i,-0.0011098+0.0010386i,-0.00093108+0.0010375i,0.00021756+0.0011289i,0.00012496+0.00068951i,-0.00028419-1.9435e-05i,-0.00030375-0.00096818i,-0.00044241-0.0011306i,-0.00056539+0.00029927i,-0.00040093+0.00096842i,-0.00073091+0.00047127i,-0.00052433-0.00028961i
