0.0010554-0.0013115i,0.00071523-0.002506i,-0.0004447-0.0030278i,-0.0018875-0.0023724i,-0.0018653-0.001079i,-0.00090436+0.00066659i,6.2628e-06+0.00096329i,0.00069902+0.00044383i,0.00088666+0.00015723i,0.00050301-0.00049391i,0.00078621-0.00088029i,0.00084221-0.0010321i,5.339e-05-0.00011611i,-0.0004814+0.0011673i,0.00041024+0.0011688i,0.00033142+0.00024256i,-3.3657e-05+0.0006031i,0.00039786+0.0010129i,0.00050828+0.00047065i,0.00066571+4.0903e-05i,0.00094804+0.00015473i,0.0010247+0.00039799i,0.00096913+0.00012543i
-0.030408-0.083928i,-0.07039-0.23169i,-0.085042-0.38435i,-0.060577-0.35878i,-0.034115-0.1639i,-0.022076-0.024288i,-0.033177+0.0075906i,-0.038999+0.0099432i,-0.021173+0.0039956i,-0.0021211-0.0084552i,0.0084704-0.01791i,0.010919-0.024749i,0.0031126-0.024999i,-0.0033985-0.014725i,-0.0025473-0.0038541i,0.00090278-0.0031114i,0.0014656-0.0089471i,-0.0021645-0.010191i,-0.0054295-0.0033437i,-0.0035809+0.0027126i,-0.00032345+0.0017074i,-0.0016911-0.00083235i,-0.0034368-0.0014999i
-0.0058467+0.078312i,-0.030611+0.21191i,-0.076979+0.35303i,-0.096672+0.33903i,-0.066255+0.18122i,-0.020461+0.068938i,0.023255+0.033497i,0.045718+0.012613i,0.039116-0.0024917i,0.02322-0.004486i,0.011505+0.00014951i,0.0029052+0.0065014i,0.00014677+0.012795i,0.0032297+0.01352i,0.0040811+0.0085548i,0.00020637+0.0054189i,-0.0032079+0.0071018i,-0.00068183+0.0072657i,0.0048158+0.0021799i,0.0044792-0.0033792i,0.0012006-0.0039854i,0.0014764-0.0013657i,0.0038217+0.0010818i
0.053685-0.059922i,0.13412-0.17326i,0.20811-0.29798i,0.18376-0.28642i,0.081342-0.15125i,0.00053654-0.055314i,-0.032087-0.031534i,-0.036241-0.018145i,-0.019834+0.0012194i,0.0016083+0.010248i,0.014626+0.0085219i,0.021133+0.00020937i,0.018144-0.010088i,0.0064487-0.011935i,0.00044353-0.0066604i,0.003354-0.0049974i,0.0082202-0.0084001i,0.0088197-0.011538i,0.0042609-0.010486i,0.0016062-0.0059726i,0.00090979-0.0020403i,-0.0007806-0.00081208i,-0.0021682-0.0012809i
-0.078894+0.044283i,-0.1923+0.12748i,-0.28124+0.20194i,-0.23906+0.16177i,-0.11892+0.049009i,-0.036104-0.0066887i,0.0007483+0.006694i,0.018922+0.019994i,0.014113+0.014387i,-0.0025945+0.011189i,-0.016038+0.012821i,-0.022901+0.016663i,-0.01812+0.018666i,-0.0072881+0.013052i,-0.0020594+0.0070613i,-0.0034029+0.0070887i,-0.0054114+0.0092021i,-0.0036693+0.011457i,0.0004077+0.010609i,0.0015865+0.0070096i,0.00055931+0.0045923i,0.0010177+0.0046982i,0.0020803+0.0055638i
0.10092-0.014469i,0.2411-0.051109i,0.35062-0.075072i,0.31439-0.039124i,0.18429+0.009879i,0.083868+0.01958i,0.030956-0.0052968i,-0.0036473-0.020344i,-0.01578-0.011739i,-0.0069159-0.0047987i,0.0068094-0.0050842i,0.015173-0.005345i,0.016613-0.006027i,0.010601-0.0074414i,0.0041442-0.0077612i,0.0043306-0.0071755i,0.0067167-0.007861i,0.0058652-0.0086006i,0.0022053-0.0068325i,-0.00015036-0.0028731i,-0.00058114-0.0013296i,-0.0012816-0.0026019i,-0.0018686-0.0036021i
-0.11088-0.018267i,-0.25573-0.017649i,-0.35979-0.019228i,-0.30674-0.021768i,-0.15741-0.0050295i,-0.056873+0.011842i,-0.020365+0.028049i,0.00016075+0.03109i,0.0084865+0.011202i,0.00040952-0.0058769i,-0.012306-0.0090036i,-0.021668-0.0055816i,-0.0228+0.001447i,-0.01286+0.0065697i,-0.0055696+0.0063753i,-0.0082336+0.0055938i,-0.012998+0.0069018i,-0.0139+0.0087448i,-0.009621+0.010413i,-0.0047036+0.0085928i,-0.0033396+0.0039811i,-0.001958+0.0028666i,-0.00040948+0.0038971i
0.11524+0.043065i,0.2441+0.083283i,0.31832+0.12229i,0.24086+0.12465i,0.09299+0.086992i,0.022852+0.049123i,0.019499+0.0066777i,0.01185-0.021277i,0.0017398-0.015294i,0.0053439-0.0018382i,0.012634+0.0023483i,0.014587+0.0016763i,0.011104+0.00011128i,0.0057071+0.0008815i,0.0044167+0.0023425i,0.0081247+0.0026234i,0.012277+0.0001921i,0.013205-0.0037383i,0.0096677-0.0073311i,0.0055585-0.0074803i,0.0029344-0.0043624i,0.00099249-0.002629i,0.00039296-0.0025472i
-0.101-0.06917i,-0.2071-0.14816i,-0.27029-0.21884i,-0.21527-0.21582i,-0.10714-0.15397i,-0.062207-0.093536i,-0.058702-0.031801i,-0.037119+0.01245i,-0.011883+0.01543i,-0.007723+0.0033892i,-0.012872-0.002784i,-0.014386-0.0072079i,-0.012505-0.0084005i,-0.0091268-0.0044928i,-0.0059449-0.00060414i,-0.0063288+0.00030446i,-0.0096396-0.00016089i,-0.011416+0.00061166i,-0.010331+0.0024286i,-0.0068944+0.0035592i,-0.0024174+0.0031107i,4.3715e-05+0.0019422i,-0.00062357+0.0021878i
0.091542+0.097267i,0.17675+0.2058i,0.22448+0.27388i,0.17907+0.21698i,0.091784+0.1054i,0.052577+0.039566i,0.047678+0.0021986i,0.026629-0.02195i,-9.9609e-06-0.01722i,-0.0046447-0.0013595i,0.0036712+0.0050254i,0.010266+0.0065257i,0.011729+0.0052596i,0.0072221+0.00086654i,0.0016972-7.9824e-05i,0.002734+0.0017131i,0.0081299+0.0015372i,0.012034-0.0013097i,0.010917-0.0046063i,0.0065039-0.0044275i,0.0035454-0.0024059i,0.0016624-0.0020241i,0.00042384-0.0024883i
-0.074705-0.10533i,-0.12694-0.22849i,-0.13496-0.2924i,-0.066041-0.21703i,0.014877-0.1065i,0.023302-0.057657i,-0.013731-0.031105i,-0.025363-0.0041172i,-0.010735+0.00025003i,-0.0030838-0.0098371i,-0.0051409-0.014502i,-0.0065428-0.011937i,-0.003655-0.0066078i,-0.00045352-0.0022081i,-0.00029534-0.0029581i,-0.0036119-0.0057934i,-0.0088209-0.0054311i,-0.011628-0.0020124i,-0.01081+0.0019881i,-0.0078759+0.0037437i,-0.0053902+0.0029768i,-0.0032757+0.0022455i,-0.0013575+0.0016619i
0.053838+0.11886i,0.083281+0.25439i,0.075481+0.32474i,0.025813+0.25996i,-0.015298+0.16535i,-0.0035864+0.11198i,0.035899+0.062543i,0.045168+0.012245i,0.024286-0.008597i,0.010103-0.0030404i,0.010166+0.0069108i,0.0084397+0.01176i,0.0023908+0.011752i,-0.00029217+0.0084436i,0.0001109+0.0054674i,0.0013895+0.0055608i,0.0041691+0.0065146i,0.0086461+0.0060134i,0.010694+0.0028121i,0.0080002-0.00055504i,0.004001-0.0002293i,0.001896+0.00065761i,0.0015058+0.00048783i
-0.035071-0.12689i,-0.045451-0.25941i,-0.035533-0.30872i,-0.019396-0.21414i,-0.017552-0.10338i,-0.025256-0.058171i,-0.03466-0.034347i,-0.026497-0.0083931i,-0.0050253+0.0026664i,0.0060388-0.00040955i,0.0031715-0.0061183i,-0.0017361-0.010215i,-0.0038963-0.008787i,-0.0026622-0.002526i,0.001579+0.00017397i,0.0025597-0.0028197i,-0.0019565-0.0065865i,-0.0084455-0.006325i,-0.010639-0.0012549i,-0.0070628+0.001543i,-0.0032503-0.0002243i,-0.0011141-0.00061056i,-0.00050768+0.00047113i
0.020602+0.13225i,0.012381+0.25638i,-0.019672+0.28262i,-0.049563+0.16857i,-0.055532+0.058752i,-0.042223+0.038824i,-0.0062829+0.049492i,0.019426+0.0372i,0.015026+0.018327i,0.0036909+0.012878i,0.00075318+0.012943i,0.00034995+0.0090092i,-0.00125+0.0022042i,-0.003358-0.0025923i,-0.0050299-0.0017824i,-0.0032779+0.0015669i,0.00044428+0.0043696i,0.0033278+0.0044189i,0.0042633+0.0021081i,0.0031196+0.00061759i,0.0014316+0.00027668i,-0.00074739+0.00069242i,-0.0028005+0.0016669i
0.0020541-0.12154i,0.03-0.23334i,0.073203-0.26278i,0.091804-0.1804i,0.077689-0.10272i,0.048904-0.083257i,0.0025245-0.069227i,-0.026919-0.033198i,-0.020384-0.0031936i,-0.0062772+0.0020253i,-0.0011439-0.0036463i,0.0024906-0.006598i,0.0057896-0.0049401i,0.0052551-0.0016964i,0.0026482-0.00070528i,0.0009832-0.0017658i,-2.9293e-05-0.0039502i,-0.0021235-0.0061117i,-0.0047484-0.0047359i,-0.0052562-0.0022597i,-0.0034139-0.001333i,-0.001297-0.00034322i,0.00073561+0.00029055i
-0.019087+0.1176i,-0.055679+0.21605i,-0.085635+0.23687i,-0.062949+0.16024i,-0.024025+0.089864i,-0.017742+0.071924i,-0.011372+0.064319i,-0.00082372+0.038076i,-0.0039398+0.011163i,-0.0087312+0.0018684i,-0.0062922+0.003562i,-0.0029338+0.006753i,-0.00017795+0.0054623i,0.0018544-0.00045404i,-0.00043856-0.0032944i,-0.0030711-0.00087399i,-0.00106+0.0024881i,0.003554+0.0040047i,0.0068783+0.0022976i,0.0061865+0.00084657i,0.0028985+0.00091975i,0.00047531+7.887e-05i,-0.0014299-0.00074718i
0.037459-0.10674i,0.087774-0.18594i,0.1184-0.19155i,0.084527-0.10835i,0.040755-0.032063i,0.034551-0.02686i,0.025409-0.052469i,0.0056022-0.050888i,-0.0014339-0.027898i,0.0018646-0.012828i,0.0041759-0.0089795i,0.0023426-0.00503i,-0.0010452+0.0027939i,-0.00050494+0.0079785i,0.0022863+0.0072832i,0.0024272+0.0036992i,0.00086712+5.0203e-05i,-0.0013185-0.0024229i,-0.0030343-0.0021938i,-0.003245+0.00017309i,-0.0010782+0.0015107i,0.00071719+0.00078765i,0.0017013+0.00031461i
-0.042927+0.094176i,-0.10611+0.1622i,-0.14588+0.17205i,-0.1179+0.11322i,-0.083834+0.052453i,-0.071709+0.038772i,-0.040835+0.045587i,-0.0061855+0.03075i,0.0046829+0.0057832i,0.0018833-0.0030111i,-0.0015778-0.00034694i,-0.0036156-0.00060761i,-0.0046542-0.0030072i,-0.0025822-0.0025837i,0.0009498-0.0014147i,0.0013415-0.00039884i,-0.00020862+0.0021131i,-0.0010568+0.0057972i,9.7279e-05+0.0064155i,0.0016547+0.0036383i,0.00061655+0.0013342i,-0.0019481+0.0012743i,-0.0037363+0.0010354i
0.054602-0.078297i,0.12465-0.13559i,0.1512-0.15156i,0.095493-0.11898i,0.049176-0.076902i,0.050841-0.054485i,0.049526-0.043427i,0.033211-0.025886i,0.019611-0.0080245i,0.012166-0.00069248i,0.0075294-0.0013108i,0.004375-0.0034682i,0.00038185-0.0035739i,-0.0037807-0.001184i,-0.0038795+0.0019116i,-0.0013121+0.001421i,0.00032775-0.0014703i,-0.00026601-0.0042928i,-0.0025359-0.0046595i,-0.0037871-0.0025905i,-0.0032527-0.00068772i,-0.0018611+0.00075308i,0.00087264+0.0020861i
-0.055422+0.073332i,-0.12501+0.1187i,-0.1429+0.12042i,-0.075781+0.074697i,-0.026997+0.027416i,-0.036881+0.017298i,-0.044895+0.033683i,-0.027272+0.037181i,-0.0083566+0.021426i,-0.0025586+0.0065003i,-0.00066009+0.0017951i,0.0023304-0.00024428i,0.0053373-0.003239i,0.0055474-0.0042724i,0.0015641-0.0025247i,-0.0013378+0.0018676i,-0.0019503+0.0042464i,-0.00057349+0.0036556i,0.0022389+0.0018922i,0.0031748-0.00015641i,0.0015817-0.0011077i,-0.00015771-0.00092259i,-0.0014643-0.0011887i
0.061668-0.056379i,0.13679-0.093865i,0.16242-0.093076i,0.11287-0.05183i,0.075927-0.0075562i,0.069171+0.0084812i,0.051664-0.0010461i,0.022806-0.005774i,0.0040425+0.00092451i,-8.6336e-05+0.0045074i,0.00078937+0.002858i,0.0016198+0.0033307i,0.002103+0.0056485i,0.00024042+0.0044071i,-0.0018424+0.0017193i,-0.0014512+0.00012496i,0.00024493-0.0017727i,0.00131-0.0025566i,0.00080258-0.0020567i,-0.001061-0.00052003i,-0.0013076+0.00061054i,0.0008234+0.00031814i,0.0020839+0.00053743i
-0.061305+0.052024i,-0.13006+0.085663i,-0.15165+0.092092i,-0.10834+0.073297i,-0.07896+0.048782i,-0.078918+0.022849i,-0.069745+0.008653i,-0.044735+0.0027115i,-0.02135-0.002367i,-0.0078511-0.0033631i,-0.0023784-0.0011865i,-0.002512+0.0019872i,-0.001568+0.0049983i,0.0029905+0.0054334i,0.004247+0.0025256i,0.0008545+0.00023043i,-0.001908+0.0012583i,-0.0022601+0.0033452i,-0.00059039+0.0045891i,0.0019175+0.0045041i,0.0023398+0.0028497i,0.00047117+0.0012904i,-0.0010613+0.00050345i
0.062508-0.038288i,0.12772-0.061729i,0.14256-0.061428i,0.087772-0.04607i,0.038444-0.029337i,0.033962-0.010153i,0.041184-0.0049512i,0.030052-0.0090224i,0.010894-0.007391i,0.0009965-0.0030324i,-0.0012808-0.002878i,-0.0028834-0.0038631i,-0.0055703-0.0027552i,-0.0056066-0.0013734i,-0.0017491-0.00094429i,0.0026966-0.0015873i,0.0042783-0.0021033i,0.0029236-0.0017404i,0.00038256-0.0012204i,-0.0020454-0.0010891i,-0.0024852-0.00037859i,-0.0015045+0.0014486i,-2.7559e-05+0.002954i
-0.059232+0.031936i,-0.12095+0.049144i,-0.14622+0.040663i,-0.11015+0.015806i,-0.064099-0.012529i,-0.046692-0.034172i,-0.038519-0.028623i,-0.019335-0.013921i,-0.0019673-0.0076703i,0.003447-0.005113i,0.0029553-0.0027939i,0.0014715-0.0020606i,0.00059073-0.0021379i,0.00054636-0.00069243i,0.00028454+0.00060839i,-0.0011196+0.0010733i,-0.0027675+0.00092472i,-0.0030234+0.00032847i,-0.0022424-0.00024621i,-0.0015496-0.00049677i,-0.0014271-0.0005632i,-0.0018834-0.00048484i,-0.0026634-0.00066378i
0.061379-0.021518i,0.12189-0.029431i,0.15434-0.026594i,0.13108-0.024922i,0.090553-0.010908i,0.06795+0.019053i,0.052529+0.032558i,0.032799+0.024562i,0.013966+0.012202i,0.0037713+0.0041002i,0.0021763-0.0015003i,0.0025443-0.0045063i,0.0013286-0.0054517i,0.00027242-0.0041748i,0.00026552-0.0018888i,0.00089417+0.00031606i,0.001589+0.0020313i,0.0022578+0.0010525i,0.0017762-0.0014917i,1.0824e-05-0.0029526i,-0.00061912-0.0029122i,0.00019962-0.00094936i,0.00084759+0.00099867i
-0.053932+0.016478i,-0.10694+0.014572i,-0.13188+0.010393i,-0.099095+0.018931i,-0.049688+0.016994i,-0.033153-0.0042896i,-0.032002-0.015554i,-0.021556-0.0097234i,-0.0072788-0.0020084i,0.00053145+0.0011826i,0.0026711+0.0029102i,0.0041557+0.0034256i,0.0054887+0.0042223i,0.0051213+0.0052712i,0.0028209+0.0046857i,-0.0007885+0.0023574i,-0.0037667-0.00013384i,-0.0035282+0.00015777i,-4.9812e-05+0.00091596i,0.002158+0.0011648i,0.0014769+0.0016933i,-0.00017138+0.00083024i,-0.001809-0.00074256i
0.053786-0.0026086i,0.10656+0.010085i,0.13176+0.023756i,0.098522+0.023902i,0.041956+0.032976i,0.013311+0.045115i,0.008527+0.039469i,0.0028003+0.022121i,-0.00439+0.007724i,-0.0046836+0.0017672i,-0.0012241-0.00061688i,0.00073378-0.0010446i,0.0010055+0.00010322i,0.0014282-0.00019862i,0.0019821-0.0002773i,0.002698+0.00031405i,0.0031033+0.00065925i,0.0031305+5.3573e-05i,0.0024954+0.00032494i,0.0017121+0.00084179i,0.0014944+0.00016082i,0.0016716+0.0004085i,0.0018898+0.0010088i
-0.04714+0.000521i,-0.095303-0.016538i,-0.1239-0.02933i,-0.10855-0.025734i,-0.072938-0.033256i,-0.044289-0.045998i,-0.025578-0.042544i,-0.011535-0.02787i,-0.0016689-0.012894i,0.0015384-0.002369i,0.0002477+0.0026126i,-0.0023646+0.0036938i,-0.0026201+0.0038454i,-0.0022788+0.0043491i,-0.0028941+0.0036118i,-0.0019522+0.00064648i,-0.00047073-0.0027529i,-0.0011724-0.003333i,-0.0020341-0.0014409i,-0.0011328+0.00061386i,-0.00073058+0.0014438i,-0.0010232+0.00073213i,-0.00040039-0.00082722i
0.045645+0.0092346i,0.092904+0.030677i,0.11473+0.039858i,0.090796+0.023551i,0.053158+0.012581i,0.026117+0.019463i,0.012036+0.024128i,0.005462+0.015633i,0.0019719+0.0045483i,0.0016105-0.0013146i,0.0021745-0.0041651i,0.0014257-0.0040502i,0.00017717-0.0015571i,0.00059176-0.00093824i,0.0001028-0.00068573i,-0.00085806+0.0020434i,0.00017975+0.0043963i,0.00071885+0.0044781i,-0.00080891+0.0028112i,-0.0016459+0.001102i,-0.0016452-0.0001646i,-0.0012929+0.00030075i,0.00047548+0.0023343i
-0.037453-0.0088668i,-0.079186-0.035113i,-0.094141-0.055981i,-0.065108-0.051011i,-0.024276-0.037441i,0.0027665-0.031201i,0.010388-0.024306i,0.010258-0.012452i,0.007932-0.0028008i,0.0030741+0.0011635i,-0.0013965+0.001264i,-0.005036-0.00043918i,-0.0051121-0.00050993i,-0.0040493+0.001546i,-0.0034623+0.0016173i,-0.0025166-0.00056151i,-0.0014592-0.0021765i,-0.00043692-0.0019419i,0.00022532-0.0017553i,0.00098367-0.0010238i,3.6593e-05+1.1314e-05i,-0.00067918+1.7873e-05i,-2.3289e-05-0.0011454i
0.038925+0.01495i,0.076527+0.042951i,0.09162+0.067325i,0.071574+0.067182i,0.037838+0.055695i,0.0060992+0.048975i,-0.0095368+0.036995i,-0.0094052+0.020125i,-0.005976+0.0068257i,-0.0027323-0.00028348i,0.0021053-0.0020847i,0.0058258-0.0026112i,0.0061296-0.0025601i,0.005801-0.0014315i,0.0057872-0.0012025i,0.0041022-0.0014462i,0.0011312+0.00045821i,0.00022868+0.0013976i,0.0010806+0.00058779i,0.00069091+0.00020877i,0.00026717+1.3022e-05i,-0.00015812+0.00031577i,-0.0010443+0.0008493i
-0.029371-0.013352i,-0.058635-0.040391i,-0.069059-0.06183i,-0.055148-0.053541i,-0.03481-0.031502i,-0.014909-0.024101i,0.0001056-0.019891i,0.0043644-0.009999i,0.0019372-0.0015086i,0.00042389+0.0013691i,-0.00074152+0.00040367i,-0.0019266-7.1038e-05i,-0.0022442+0.00018062i,-0.0017299-0.00027347i,-0.00058192-0.00069821i,0.0013016-0.0013323i,0.0020166-0.0030934i,0.0012162-0.0035572i,0.00060398-0.0016839i,0.00026525+0.0002641i,-0.00048632+0.0011674i,-0.00061716+0.00027191i,0.000293-0.0011298i
0.028297+0.021067i,0.052339+0.049799i,0.055597+0.072586i,0.03363+0.061902i,0.0039312+0.031221i,-0.015545+0.014358i,-0.018927+0.0086142i,-0.012973+0.0019359i,-0.0058475-0.0034245i,-0.0003361-0.0028434i,0.0038212+0.00043282i,0.0049278+0.002553i,0.0032181+0.0039438i,0.0025882+0.0049957i,0.0018798+0.0048352i,0.00055391+0.002649i,-0.00011321+0.0013706i,-0.00048245+0.00112i,-0.0010898+0.00032471i,-0.0018317+0.0002946i,-0.0017847+0.00049096i,-0.0011538+0.0010512i,-0.00046296+0.0019622i
-0.020244-0.020863i,-0.03715-0.049878i,-0.040831-0.077068i,-0.025901-0.076225i,-0.0013771-0.054461i,0.016781-0.033479i,0.020282-0.016456i,0.014668-0.0051972i,0.007255+0.00040441i,0.00089197+0.0022931i,-0.0031385+0.0017019i,-0.0041623+0.00027031i,-0.0033474-0.00085015i,-0.0029265-0.00094461i,-0.0021523+0.00086791i,-0.001311+0.0022829i,0.00066065+0.0012063i,0.0021001-7.1827e-05i,0.00050652+0.0003188i,-0.00078905+0.0013032i,-0.00078294+0.0016324i,0.00012776+0.00047491i,0.0012363-0.00023114i
0.018119+0.021066i,0.031021+0.053352i,0.034336+0.078192i,0.028079+0.069759i,0.014628+0.045876i,-0.0012206+0.028451i,-0.0087659+0.015708i,-0.0057241+0.0064357i,-0.0022431+0.0016916i,-0.0012916+0.0010056i,-0.00019239+0.0015094i,-9.9608e-05+0.0018193i,-0.00018614+0.0029228i,0.00026499+0.0047776i,5.9659e-05+0.0041222i,-0.00081614+0.0018794i,-0.0015541+0.0010445i,-0.0015905+0.0015891i,-0.00076891+0.0010837i,-0.00013341-0.0011971i,-0.00047169-0.0017705i,-0.00073628-0.00070062i,-0.00095899-0.00044803i
-0.013602-0.017474i,-0.01886-0.046324i,-0.014294-0.066963i,-0.0036675-0.053416i,0.0047635-0.024661i,0.008871-0.0065567i,0.008002+0.0021012i,0.0034869+0.0061714i,-0.00065024+0.0054077i,-0.0028601+0.0014083i,-0.0034267-0.0027292i,-0.0023752-0.0048582i,-0.0014441-0.0053747i,-0.00031435-0.0058236i,0.0010981-0.0048665i,0.0014141-0.0027184i,0.0023368-0.0015516i,0.0028571-0.0014735i,0.0017531-0.0019415i,0.00055808-0.0013274i,-0.00029106-0.00023575i,-0.00046779-0.00011367i,1.9152e-05+0.00021468i
0.010237+0.021414i,0.01318+0.049491i,0.0050543+0.067441i,-0.009439+0.055945i,-0.02037+0.031701i,-0.024987+0.012169i,-0.021039+0.0006332i,-0.012037-0.0039274i,-0.0048477-0.0045927i,-0.00048393-0.0028809i,0.0022787-9.983e-05i,0.0022867+0.0012226i,0.0005626+0.0020948i,-0.00063576+0.0031762i,-0.0018298+0.0024389i,-0.001944+0.00013282i,-0.0026532-0.0019484i,-0.0028151-0.0016013i,-0.0016237-0.00069175i,9.939e-05-0.00093069i,0.0010097-0.000978i,0.0003502-0.00062686i,-0.00048873-0.00072665i
-0.0059013-0.017026i,-0.0029014-0.040862i,0.0059859-0.055684i,0.010619-0.047351i,0.008548-0.031251i,0.0085444-0.017015i,0.0091211-0.0055582i,0.0061802-0.00079355i,0.0029019-0.00037481i,0.0018419-0.0011873i,0.0013703-0.0020871i,0.00088783-0.0021706i,0.001662-0.0020594i,0.0033709-0.0016048i,0.0033699+0.00040825i,0.001824+0.0020587i,0.0015753+0.0024673i,0.0025565+0.0023817i,0.0016458+0.0018258i,-0.00024444+0.0011069i,-0.00017247+0.00030035i,0.00071707+0.00015677i,0.00089518+0.00088717i
0.0017913+0.020519i,-0.00051317+0.044212i,-0.0099567+0.055631i,-0.014958+0.04016i,-0.010713+0.01621i,-0.0073154+0.0010916i,-0.0038054-0.0038482i,0.0015159-0.0036335i,0.0045091-0.0019087i,0.0041861+0.0019457i,0.0020147+0.0054816i,-0.00080904+0.0059663i,-0.0037299+0.0058974i,-0.0056833+0.005965i,-0.0060794+0.0045114i,-0.0049303+0.0019968i,-0.0037548-9.7624e-05i,-0.0030451-0.0011537i,-0.0015923-0.00051348i,9.1234e-05+0.00094659i,-0.00012517+0.0017563i,-0.001725+0.0011505i,-0.0021952+0.00066962i
0.0003231-0.016668i,0.0077054-0.037742i,0.021637-0.048582i,0.02922-0.036642i,0.025509-0.014835i,0.018836+0.00082434i,0.011258+0.0062416i,0.0047997+0.0061663i,0.00046703+0.0052853i,-0.0022563+0.0037629i,-0.0024248+0.00091661i,-0.00026233-0.0015066i,0.0020306-0.0022076i,0.0037433-0.0010882i,0.0038053-6.3201e-05i,0.0018524+0.00081357i,0.00087439+0.0018244i,0.00096648+0.0028661i,0.0004165+0.0022074i,-0.00050388-3.7198e-05i,-0.0012649-0.00096541i,-0.00092709+5.9619e-05i,-0.00037312+0.0017487i
-0.0036905+0.015334i,-0.012515+0.035346i,-0.024159+0.047739i,-0.026053+0.04137i,-0.019966+0.026428i,-0.015437+0.012883i,-0.010199+0.0044148i,-0.0041273+0.0015287i,-0.0020196+0.00067806i,-0.0028802+0.00069806i,-0.0039666+0.00099237i,-0.0051962-0.00040318i,-0.0061129-0.0017614i,-0.0064424-0.0030672i,-0.0043288-0.0032993i,-0.0008772-0.0031061i,0.00058178-0.0041309i,-0.00028649-0.0033791i,-0.0015596-0.0011582i,-0.0016484-0.00033277i,-0.0013993-0.0005482i,-0.00093193-0.00080352i,0.00014057-0.0013084i
0.0072534-0.014681i,0.018307-0.030252i,0.030005-0.036446i,0.025655-0.024763i,0.01019-0.0092815i,0.00084383-8.2025e-05i,-0.0012662+0.0034577i,-0.002312+0.0020896i,-0.0026689-0.0014208i,-0.00064442-0.0048369i,0.0015612-0.0063391i,0.0035858-0.005097i,0.0050226-0.0023062i,0.0059189+0.000376i,0.0052897+0.0018595i,0.0026233+0.001883i,0.00031707+0.0020177i,-0.00013483+0.0015919i,0.00045426+0.0010676i,0.0011087+0.00044859i,0.0010159-0.00073768i,0.00080231-0.00015263i,0.0013543+0.0011479i
-0.0023013+0.016701i,-0.011164+0.028059i,-0.023251+0.027498i,-0.026037+0.012975i,-0.018745-0.0021524i,-0.010899-0.0084632i,-0.0044101-0.0080467i,-0.0007213-0.0057604i,0.00069183-0.0034559i,0.0020677-0.002539i,0.0023226-0.0018908i,-0.00059085-0.0018611i,-0.0028952-0.0024982i,-0.0024848-0.0027269i,-0.0015181-0.0015431i,0.0003019+0.0001566i,0.0021795+1.6149e-05i,0.0015658-0.00070052i,0.00016902-0.00055532i,-0.00024493+0.00047815i,-0.00055218+0.00088047i,-0.00079076+0.00038493i,-0.00077841-0.00040518i
0.0097875-0.01277i,0.019832-0.022662i,0.029619-0.02279i,0.027889-0.011573i,0.018386-0.0014027i,0.0090402+0.0036298i,0.0030672+0.005069i,0.0019643+0.0031973i,0.0026318+0.00065202i,0.0033271-0.00023165i,0.0049292+0.00068427i,0.0054459+0.0017055i,0.0055104+0.0038274i,0.0059104+0.0062385i,0.0044867+0.0061404i,0.0016604+0.0047596i,-0.00033988+0.0034956i,-0.00028391+0.002528i,-8.6435e-05+0.001838i,-0.00019072+0.00014901i,0.00046581-0.00020443i,0.00088426+0.00074574i,0.0009821+0.0019586i
-0.0061529+0.012206i,-0.017081+0.021052i,-0.025798+0.019738i,-0.021545+0.0086529i,-0.010823+0.0010739i,-0.0048336-0.0012277i,-0.001598-0.00076131i,0.00070938+0.000745i,0.00061188+0.0025147i,-0.00063246+0.0038552i,-0.002369+0.0033947i,-0.0037067+0.0012896i,-0.0044393-0.0021305i,-0.0038164-0.003861i,-0.0022809-0.0031001i,-0.0004213-0.0021626i,0.0016965-0.0016225i,0.0019005-0.0016208i,5.1841e-06-0.0017595i,-0.00131-0.0010967i,-0.0009324-0.00031256i,-0.00071883-0.0010347i,-0.0008528-0.0020437i
0.0070738-0.0070262i,0.019013-0.012291i,0.027772-0.0097579i,0.023727-0.00094772i,0.01091+0.0057094i,0.00047315+0.0080828i,-0.0030731+0.006837i,-0.002896+0.003679i,-0.0027431+0.00017536i,-0.0029492-0.00074671i,-0.0019699-0.00013256i,-0.00029658+0.001011i,0.00034727+0.0029142i,-0.00072175+0.0045106i,-0.0013431+0.0032329i,-0.0020966-0.00020776i,-0.0023716-0.0012103i,-0.0014086+0.00017646i,-0.00049255+0.0010704i,-5.2731e-06+0.00034426i,-0.00030975-0.00020822i,-0.00034199+9.6075e-05i,-0.00046284+0.00016117i
-0.0061719+0.0078024i,-0.015529+0.011564i,-0.024687+0.0093337i,-0.023891+0.0036784i,-0.017331-0.00098164i,-0.010782-0.0043066i,-0.0046948-0.0028651i,-0.00095768+1.0065e-05i,-0.00018636-0.00032708i,-0.0010947-0.0020864i,-0.0021104-0.0031192i,-0.0021036-0.0048136i,-0.001201-0.0061001i,-9.6859e-05-0.0056036i,0.0013849-0.0040846i,0.002516-0.0017073i,0.0024135+2.5785e-05i,0.0014171+8.9652e-06i,0.00073656-0.00031181i,0.00063631-0.00012173i,-0.00011528-0.00079416i,-0.00077706-0.0015809i,0.0001627-0.0011585i
