0.0010554-0.0013115i,0.00071523-0.002506i,-0.0004447-0.0030278i,-0.0018875-0.0023724i,-0.0018653-0.001079i,-0.00090436+0.00066659i,6.2628e-06+0.00096329i,0.00069902+0.00044383i,0.00088666+0.00015723i,0.00050301-0.00049391i,0.00078621-0.00088029i,0.00084221-0.0010321i,5.339e-05-0.00011611i,-0.0004814+0.0011673i,0.00041024+0.0011688i,0.00033142+0.00024256i,-3.3657e-05+0.0006031i,0.00039786+0.0010129i,0.00050828+0.00047065i,0.00066571+4.0903e-05i,0.00094804+0.00015473i,0.0010247+0.00039799i,0.00096913+0.00012543i
0.00092618-0.0009604i,-0.00036346-0.0015503i,-0.0013213-0.0018991i,-0.0015742-0.0011993i,-0.0016151-0.00049922i,-0.00085321+0.00021289i,-2.3212e-05+0.00062159i,0.00064402+0.00082558i,0.00077181+0.00055698i,0.00029236+0.00033112i,-0.00018368+0.00016822i,-0.00089318-0.00032948i,-0.00066534-0.00040705i,0.0007573+7.6817e-05i,0.00069799+0.00062055i,-0.00040229+0.00045637i,-0.00063068-4.3045e-05i,-0.00019018+5.0325e-06i,-2.0371e-05-0.00015072i,0.00015939-0.00050064i,0.00023278-0.00026116i,-2.3967e-05-0.00015792i,-8.6781e-05-0.00034776i
0.0012489+0.0012017i,0.0011326+0.0010731i,0.0014768+4.8352e-05i,0.0007491-0.00080684i,5.5811e-05-0.00076649i,-0.00053428-0.00081872i,-0.00070349-0.00047448i,-0.00029825-7.9745e-05i,0.00031735-0.00067387i,0.00058956-0.00058909i,-8.8878e-05+0.00012493i,-0.0005955+0.00017824i,-0.00054786+0.00022327i,0.00011384+0.00056782i,0.00093695+0.0004738i,0.00044999-0.00012162i,-0.00020763-5.8442e-05i,-0.00024544+8.9332e-05i,-0.00054421-0.00014268i,-0.00017262-0.00039353i,-6.3074e-05-0.00023729i,-0.00099316+0.0001825i,-0.00053561+0.00068542i
-0.00018483+0.00011748i,0.00071008+0.00017018i,0.0010126+0.0015523i,0.00079655+0.0021102i,0.00010794+0.00098991i,-0.00028195+0.00039996i,-0.00044407+0.00047765i,-0.00032332+0.00074632i,-0.00021671+0.00036922i,-0.00017037-0.00020591i,-8.2447e-05+0.00033847i,0.00063743+0.00044957i,0.00052691-7.1797e-05i,-5.7803e-05-8.8498e-05i,-0.00057993+0.00033445i,-0.00085629+0.00010189i,-7.5299e-05-0.0001909i,0.00045407-3.7598e-05i,0.00072683+0.00024649i,0.00063234+0.00051552i,0.00012876-4.7597e-05i,0.00013361-0.0012338i,0.00018556-0.0015846i
-0.003033+0.0014922i,-0.0024386+0.0016184i,-0.0017726+0.0013491i,-0.00087473+0.0021888i,-0.00015557+0.0018451i,0.00051798+0.00031893i,0.0012068-0.0002264i,0.0010281-9.1365e-05i,9.5227e-05+0.0006589i,-0.00043623+0.00078852i,-6.0749e-06+0.00033399i,0.00045758-0.00019928i,0.0001041-0.00070845i,-0.00082615-7.749e-05i,-0.0013241+0.00026546i,-0.00077208-0.00014266i,-0.00019987-7.4785e-05i,-0.00025772+0.00073324i,-0.0013786+0.00080022i,-0.0011531+0.00044767i,-0.00036032+0.00087851i,-0.00058913+0.0010769i,-0.00067891+0.0011293i
0.000271-0.0011822i,-0.0017681-0.0004046i,-0.0024482-8.8058e-05i,-0.0025352+0.001053i,-0.0023459+0.0021743i,-0.0015071+0.0019878i,-0.0012201+0.00069884i,-0.00051026+7.1376e-05i,0.00026935-9.2006e-05i,-3.52e-05-0.00071513i,-0.00017812-0.00084311i,0.00037649+0.00048352i,0.0010356+0.0010718i,0.0011624+0.00031621i,0.00027319-0.00042752i,0.00015068-9.7908e-05i,0.00083575+0.00062793i,0.00066244+0.00065071i,0.00033507-7.7794e-05i,0.00048567-0.00055702i,0.00090771+4.4531e-05i,0.00093434+0.00030739i,-3.4481e-05+0.00032696i
0.00071738+0.0019634i,0.0015168+0.0011611i,0.001805+0.0013923i,0.0018417+0.00084031i,0.0011591-0.0003259i,0.00017966-0.00065726i,-0.00050232-0.00011744i,-0.00027067+0.00049685i,-0.00013441+0.00010467i,8.5743e-05-0.00014208i,0.00083634+0.00026924i,0.00054979+0.00070118i,-3.7857e-05+0.00049468i,-0.00014467+0.00041901i,-0.00029656+7.9774e-05i,-0.00019757-1.7395e-05i,9.7999e-05-6.6346e-05i,0.00068197+1.305e-05i,-0.00013536+0.00028917i,-0.0006253+0.00051817i,-0.00063757+0.00031149i,-0.0011896-0.00014934i,-0.00073808-0.00013431i
-0.0013431+0.00032828i,-0.0010378+0.0011066i,-0.0018355+0.0011796i,-0.0021783+0.0010017i,-0.0015904+0.00025563i,-0.00011203-0.00056338i,0.00039847-0.00085802i,-8.6395e-05-0.00062182i,0.00047999-0.00013817i,0.00081914-7.6539e-05i,0.00066177+0.00027308i,0.00015366+0.00034213i,-0.00024971-0.00056558i,-0.0004741-0.00026404i,-0.00018426+0.00020791i,0.00062984+0.00050425i,0.00082928+0.00069201i,0.00027432+0.00059638i,-0.00032952+0.0010214i,-0.00050796+0.00065178i,-0.00029548-0.00062992i,-6.3581e-05-0.0010193i,-0.00021139-0.0012113i
-0.0015498+0.0015928i,-0.00018201+0.00028313i,0.00063602+0.00020885i,0.0011763+0.00062802i,0.0012898+0.00010415i,0.00012768-1.3059e-05i,-0.00023299+0.00061048i,0.00040837+0.00040387i,0.00063204-0.00049813i,0.00042399-0.00051516i,0.00044397+9.89e-05i,0.00067708+2.23e-05i,0.000402-0.00012534i,-0.00011717+3.5741e-05i,-0.00033298+0.00039425i,-0.00029144-8.3825e-05i,3.4481e-05-0.00077731i,7.6327e-05-0.0010699i,-0.00027432-0.00045407i,-0.00077886+0.00047832i,-0.00032829+0.00015836i,0.00092712+0.00036386i,0.00021776+0.00026523i
0.00039115+0.0021184i,-0.00028159+0.0025111i,-0.0011437+0.0020154i,-0.00090221+0.0016142i,-0.00014025+0.001281i,8.97e-05+0.0003067i,0.00033221-0.00035691i,0.00013067-0.00063086i,0.00017856-0.00056196i,0.00061921-0.00019405i,0.00080159-9.32e-05i,0.00093469+0.00010136i,0.00030825-0.00023377i,-0.00054221-0.00017787i,-0.0010594+0.0011622i,-0.00071582+0.0013679i,8.1049e-05+0.0006059i,0.00021258+0.00052549i,0.00027762+0.00045101i,0.00063656-0.00020454i,8.5752e-05-0.00029794i,-0.00024848-0.00028008i,-0.00053232-0.00010242i
-0.00060574-0.00096586i,-0.0015037-0.00052958i,-0.0021491+0.00065797i,-0.00206+0.0010613i,-0.0013212-0.00019886i,-0.0014005-0.001715i,-0.0013428-0.0011544i,-0.00055543-0.00024985i,-1.5316e-05-0.00019498i,0.00026332-0.00087144i,0.00048103-0.0010417i,0.00041841-0.00024586i,0.00038991-0.00037118i,0.00059065-0.0005718i,-0.00015857-0.00027157i,-0.00063773+5.088e-05i,-0.00023393-5.5368e-05i,0.00021027-0.00041552i,0.0010034-0.00038887i,0.00092141-0.00036293i,0.00033503+0.00011272i,-0.00015371+0.00048175i,-0.00020325+0.000365i
-0.0023855+0.0016834i,-0.00042141+0.0018417i,0.00055242+0.0024349i,0.001499+0.0018522i,0.0017393+0.00022918i,0.00159-0.00041368i,0.00071956-0.00019491i,0.00053431+1.6974e-05i,0.00057889+0.00053692i,0.00024747+0.00040251i,8.3949e-05+0.00044455i,0.00055819+0.00091325i,-5.7373e-05+0.0010685i,-0.0010642+0.00063231i,-0.00083504-7.4331e-05i,-0.00012216-0.00069564i,0.00043207-0.00096415i,0.00046006-0.0010185i,0.00070666-0.00037609i,0.00080646+0.0001218i,-9.1639e-05-0.00011437i,-0.00061071+0.00047187i,0.00048139+0.00045945i
0.00037971-0.0022775i,-0.00035473-0.0016577i,-0.00067335-0.00095055i,-0.00082402+0.00076527i,-0.0013388+0.0012821i,-0.0018985+0.00066408i,-0.0016422+0.0004153i,-0.00086151+0.0003281i,-0.00058332-0.00011193i,-0.00041045-0.00019383i,-2.7522e-06-8.3302e-05i,0.00032353-0.00065118i,0.00062129-0.00082827i,0.00091221-0.00090103i,0.00058093-0.00082317i,0.00012135-6.2119e-05i,-0.00035146+0.00066418i,-0.001003+0.00085611i,-0.00076783+0.0005839i,-0.00061615+0.00012403i,-0.00017974-0.00038571i,-8.4527e-06-0.00022729i,0.00034782+0.000166i
-0.0011076-0.00036942i,-0.0011722+0.00046558i,-0.0005147+7.8812e-05i,-0.00087592-0.00010537i,-0.0012806+0.00018057i,-0.00093848+0.0007139i,-0.0007638+0.00087929i,-0.0012319+0.00087037i,-0.00078505+0.00020287i,-0.0003581-0.00021146i,0.00017725+0.00079653i,0.0010394+0.00066522i,0.0010089-0.00039919i,0.00087319+0.00023196i,0.00064066+0.00024005i,0.00029302-0.0001972i,1.1893e-05+0.00011389i,1.0045e-05+0.00019542i,-0.00031536+0.00010492i,-0.00058074-0.00050597i,-0.00084379-0.0013692i,-0.00053409-0.00071867i,-0.00017322+0.00054097i
-0.0024995+0.00034954i,-0.0024955+0.0016142i,-0.0020352+0.0020212i,-0.00089113+0.001468i,0.00054389+0.00016894i,0.0008194-0.00087101i,0.00048728-0.00064896i,0.00062848-0.00035665i,0.00033726-0.00012532i,-0.00032382+0.00027885i,-0.00046668+0.00060437i,-0.00058706+0.0004584i,0.00019831+4.8179e-05i,0.00056138-0.00076204i,0.00036595-0.00077703i,-0.00025238-0.00043345i,-0.00019744-0.00051979i,-0.00013491-0.00035878i,-0.0001762-0.00033207i,0.00044544-0.00031543i,0.00013028-0.00039447i,-0.00011165-0.00021707i,-0.00031056+0.00040024i
0.0011509+0.00041363i,0.0013663+0.00093855i,0.00109-0.00043886i,0.00073733-0.0016825i,0.00079956-0.00094255i,0.00022157+0.00025094i,-0.00049792+0.00024008i,-0.00016196-0.0002519i,0.00033941-0.00047456i,-0.00059029-0.00018508i,-0.0014436+7.5516e-05i,-0.0009133+0.00039917i,-0.00049515+0.00052612i,-0.00016597+0.00032906i,-0.00022933+0.0003501i,-0.00095124+0.00095346i,-0.00036001+0.00097992i,0.00032436+0.00074301i,0.00027033-0.00016747i,0.00038511-0.00024564i,0.00015314+0.0005371i,-0.00066971+0.00034494i,-0.00050717+0.00021038i
-7.9298e-05+0.00092175i,-0.0013922+0.0018165i,-0.0017367+0.0022783i,-0.0012928+0.0023444i,-0.00074927+0.001201i,-0.0014902+0.00025252i,-0.0018891+0.000747i,-0.0011203+0.00067989i,-0.00064981+0.00053135i,-0.00037785+8.8083e-05i,0.00016626-0.001057i,0.00026017-0.0012944i,-0.00010421-0.00060498i,5.8165e-05-7.4951e-06i,0.00018736-0.00016075i,-7.4705e-05-0.00033517i,-6.6189e-05+0.00026185i,-9.62e-05-2.3666e-05i,0.00039006-0.00067873i,0.00070149-0.00034834i,-7.4126e-05+0.00023285i,-0.00058891+0.00030294i,3.8239e-06+7.6892e-05i
-0.00020276-0.00014556i,-0.00046813-0.00010534i,-0.0002737+0.00013121i,-0.00052497+0.00012452i,-0.00076282-0.0002897i,-0.0013113-0.00058346i,-0.001179-0.00086675i,-0.00035418-0.0007358i,0.00033125-0.00030496i,0.00072865+8.6645e-05i,0.00086647+0.00042644i,0.00037821+0.00037903i,2.5304e-05+0.00074699i,-0.0002545+0.00067169i,-0.00066021+1.7514e-05i,-0.00084779+5.5371e-05i,-0.00054921+0.00052915i,-0.00013991+0.00013356i,-0.00031891-0.0008785i,-0.00062094-0.0010149i,0.00019188-0.00057265i,0.00052866+2.7361e-05i,-0.00030146+0.00073903i
0.00027596-0.00066027i,0.001404+2.6113e-05i,0.00102+0.00068933i,-0.00046429+0.00091006i,-0.00091411+0.00071148i,-0.00059429+0.00036069i,-6.8877e-05+0.00040575i,0.00010267+0.0002172i,6.5703e-06+0.00013977i,0.00033711-1.923e-05i,0.00062247-0.00018948i,5.8974e-05-0.00033217i,-0.00039349-0.00090552i,0.00010428-0.0011047i,0.00063615-0.00069218i,0.0007581-0.0001505i,0.00072202+0.00023386i,0.00029297+3.4001e-05i,-0.00020321+0.00011495i,-0.00065871+4.4894e-05i,-0.00052929-0.00039508i,-0.00044086+5.7266e-05i,-0.00046084+0.00043743i
0.00094816-0.00091661i,0.00025985-4.6434e-05i,-0.0010007+0.0003115i,-0.0011882+0.00013082i,-0.0011482+0.00011722i,-0.0015028-0.00028865i,-0.0011014-0.00017847i,-0.0007756+0.00044053i,-0.0004151+0.00072211i,0.00025451+0.0004155i,0.00047221+4.1194e-05i,0.00021208+0.00089103i,1.9696e-06+0.0012556i,-0.00039774+0.00050608i,-0.00069523-2.3827e-05i,-0.0011739-0.00016967i,-0.00098321-0.00023113i,-0.00021915-1.5407e-05i,0.00033807+0.00059303i,0.00063367+0.00016138i,9.6236e-05-0.0007278i,-0.00050453-0.00098799i,-0.00029561-0.00041709i
-0.00070393+0.00092638i,-0.0018607+0.0015795i,-0.0014252+0.0013982i,-0.0010787+0.00041488i,-0.0017217-0.00018676i,-0.0015422-0.00035428i,-0.0012593-2.1708e-05i,-0.00075459+0.00080086i,-8.5665e-05+0.00039353i,-0.0001111-0.00023399i,0.00010796-0.00038434i,0.00057589-0.0008093i,0.00037176-0.0012195i,0.00049989-0.0008863i,0.00037022-0.00042071i,0.00027345+0.00044624i,-0.00032847+0.00097013i,-0.00041475+0.00071349i,0.00021634+0.00027174i,0.00067135+1.6109e-05i,0.00074928+0.00014038i,0.0004164+0.00016543i,0.00042688+0.00011778i
4.7754e-05+0.00025359i,0.00051689+0.0004122i,0.0018299+0.00010448i,0.0011341+0.00049152i,0.0001244+0.00062142i,-0.00027065+0.00042145i,-0.00064824+0.00072403i,-6.9292e-06+0.00042882i,0.00097933+0.00019721i,0.0012852+0.0004538i,0.0011344+0.00076546i,0.00064554+0.00061394i,-0.000133+0.00043403i,-0.0010757+0.00034357i,-0.00065024-0.00014079i,0.00038428+0.00026188i,-3.8779e-05+0.00078678i,-0.00026427-9.5509e-05i,0.00034972-0.00036075i,0.00053049-8.3573e-05i,0.00043362-0.00030537i,-0.00028399+0.00014431i,-0.00042787+0.00021483i
0.0014247+0.0001137i,0.00074017-4.8291e-05i,0.00027824+0.00019068i,-0.00013371+0.00036781i,-0.00049558-0.00019368i,-0.00052151-0.0012235i,-5.9194e-06-0.0013531i,0.0006091-0.00054197i,0.00024912-0.00057627i,0.00022642-0.00045351i,0.000681+0.00096018i,0.0005676+0.0012893i,0.00052296+0.00069471i,0.00088443+0.00074687i,0.00019138+0.001367i,-0.0008357+0.0012932i,-0.00057329+0.00061682i,0.000316-0.00010355i,0.00048227-0.00023309i,-0.00019656-0.00013341i,-0.00067713-0.00011275i,-0.00045442+0.00017797i,-0.00023504+0.00012119i
0.00075165+0.00078478i,0.0012603+0.0012668i,0.0012369+0.001306i,0.00088845+0.0011833i,8.607e-05+0.0014396i,-0.0011017+0.0013021i,-0.0011956+0.0005547i,-0.0004986+0.0003275i,-0.00021639-6.7269e-05i,-1.4794e-05-0.00044478i,-0.0003767-0.00071052i,0.00018932-0.0007294i,0.00096838+0.00020311i,0.00042869+0.00033817i,0.00024952+3.2521e-05i,0.00067873+0.00064698i,0.00021785+0.00065868i,-0.00011525-0.00047933i,0.00023856-7.7429e-05i,-0.00011753+0.00087791i,-0.00075139+0.00079189i,-0.0010972+0.00058824i,-0.0016308+0.00018209i
-0.0017494+0.00028952i,-0.0031888+0.00094939i,-0.0032927+0.0012707i,-0.0030167+0.00077506i,-0.0019256-0.00083033i,-0.0013189-0.0015252i,-0.0012788-0.0010514i,-0.00052795-0.00031093i,0.00064158+0.00027951i,0.0007876+0.00036871i,0.00041505+0.0002225i,-6.0495e-05+0.00016671i,-0.00070922+0.00017193i,-0.00023715+0.00098991i,0.00023767+0.00086348i,5.7372e-05-0.00020311i,0.0003314-0.00033627i,0.00059681-0.00022886i,0.00055985-0.00032899i,0.00010747-0.00025714i,-8.5159e-05-4.1594e-05i,-0.00067295-0.00020186i,-0.00049002-0.00018937i
0.0017171+0.00030751i,0.0021423+0.00068581i,0.0010568-0.00026448i,-0.00062923-0.00058235i,-0.0017395-0.00043657i,-0.0014272-0.00044595i,-0.0011204-0.0001821i,-0.00061768+0.00071594i,-5.0109e-05+0.0011074i,-0.00047275+0.00079183i,-0.00043714+1.7287e-05i,-0.00020712-0.00015645i,0.00017553+0.0001004i,0.00022485-0.00020518i,0.00060361-0.00026114i,0.00062389-0.00018255i,7.0792e-05-0.00033129i,0.00063002-0.00052559i,0.00036791-0.00027632i,-0.00014692+3.2294e-05i,-5.4085e-05-0.00023729i,2.5532e-07-0.0004139i,0.00025349+0.0005381i
-0.00014894+0.00093302i,-0.00036345+0.00019582i,0.00035891+9.3205e-05i,0.00084214-0.00046623i,0.00037484-0.0015189i,-0.0013846-0.00040773i,-0.0013501+0.00097027i,-0.00037533+0.0006871i,3.434e-05+0.00031662i,0.00036151+0.00037333i,0.00029278+0.00081061i,-2.701e-05+0.00055404i,-0.0004132-0.00013599i,-0.00014851-0.00027426i,0.00077526-0.00071842i,0.0011763-0.00052548i,0.00036636-0.0005485i,-0.00028593-0.00036039i,-0.00034234+6.4174e-05i,-0.00027185-0.0005335i,-0.0004882-0.00016615i,-0.0010521+8.4901e-05i,-0.001997+5.3282e-05i
-0.00020759+0.0015048i,0.001186+0.0012893i,0.0012426+0.0025809i,0.0012033+0.0023248i,0.0010862+0.00081865i,0.00039316-0.00049762i,-8.5977e-06-0.00067843i,8.8502e-05-0.00046121i,0.00020153-0.00024902i,0.0002075+0.00026215i,4.4398e-05-0.0002692i,-0.00083732-0.00070845i,-0.0015528-0.00048909i,-0.001639-0.00042063i,-0.0012181-0.00038356i,-0.00044941-0.00070206i,-0.00039202+8.0595e-05i,3.0834e-05+0.00073765i,0.00033186+0.00039876i,-0.00035108+6.032e-05i,-0.0013732+6.9613e-05i,-0.0012903-0.00029464i,-0.0010266-0.00035362i
-0.00030853+0.0018183i,-0.0007848+0.0021008i,-0.0018613+0.0014113i,-0.00096617+0.0010288i,-0.0006378+0.0010602i,-0.0014742+0.00033173i,-0.0020182+0.00042114i,-0.0014974+0.00038673i,3.3628e-05-0.00029427i,0.00066834-0.00042933i,-7.2697e-06-0.00014667i,-0.00035884-0.00029262i,-0.00071823-6.7166e-05i,-0.0010335-4.8374e-05i,-0.00039948-0.00064836i,-0.00029571-0.00043157i,-0.00078538+0.00059807i,-0.00038197+0.00093564i,0.00066591+0.00019345i,0.00088526+0.00070907i,0.00010182+0.0015415i,0.00016264+0.00077951i,0.00078855+0.00039651i
0.0012758-0.00014021i,0.0016009-0.00016788i,0.00069491+0.0005285i,-0.001092+0.00027829i,-0.0014805-0.00053426i,-0.00096627-0.00015775i,-0.00011512-0.00015182i,0.00050942-0.00094275i,0.00061957-0.00053118i,0.00069291-0.00026728i,0.00086936+0.00023341i,0.00059507-7.3762e-05i,-0.00057976-0.00047556i,-0.00041839+3.8958e-05i,0.00067562+2.5432e-05i,0.00085954+0.00067311i,0.0003136+0.0011267i,0.0006663+0.0002297i,0.0006245-0.00042227i,-0.00054469-0.00034484i,-0.00066484-0.00044861i,1.8671e-05-0.00041766i,9.5713e-05+0.00015418i
-0.0028473-0.00058704i,-0.0030197-0.00072584i,-0.002206-0.0010501i,1.6174e-05+9.9294e-05i,0.00055957+0.0014879i,-0.00014588+0.00083947i,-0.00051348-0.0003524i,-0.00046442-0.00056261i,3.5278e-06+8.2226e-05i,3.6077e-05+0.0010106i,-0.00021952+0.0010612i,0.00020928+0.00081812i,0.00022702+0.00021488i,-0.00044245-0.00051963i,-0.00050774-0.00085384i,-0.00025902-0.0011682i,0.00045789-0.00097542i,0.00094963-0.00063165i,0.00095461-0.00099007i,0.00092336-0.001077i,0.00048877-0.00054542i,0.00010394+0.00031849i,-0.00017571+0.00076735i
0.00059538-0.00040919i,0.00087247+9.1609e-05i,0.00057197+0.0010703i,0.00031906+0.0012609i,-0.00015168-0.00029968i,-0.0013453-0.00059123i,-0.0015136+0.00027291i,-0.00037229+3.1463e-05i,-0.00053233-0.00020576i,-0.00050705+0.00042385i,-1.0177e-05+0.000561i,-0.00039794+0.00020578i,0.00016577-0.00018349i,0.00060993-0.00042908i,-7.5387e-05-8.6994e-05i,0.00030054+0.00047315i,0.00073895+0.00083145i,0.00039282+0.00073632i,0.0002365+0.00072623i,0.00036921+0.00048874i,0.00050582-0.00015418i,-0.00024223-0.00034818i,-0.0007049-0.00047057i
0.00046929+0.0018483i,0.001794+0.0023619i,0.0019708+0.0022122i,0.001508+0.0015707i,0.00027605+0.00012422i,-0.00046805-0.0013677i,-0.00089545-0.0011202i,-0.0006056-0.00028284i,-0.00036781+0.0002345i,-0.0002008+1.8578e-05i,0.00019576+0.00012983i,6.2117e-05+0.00131i,-0.00026029+0.0013599i,-0.00045812+0.0004722i,-0.00051396-0.0002308i,-0.0008431-0.00026174i,-0.0011201+2.4852e-05i,-0.00026841+0.00050109i,0.00042948+0.00057564i,0.00043231+0.00036553i,6.4539e-05-0.000138i,-0.00024843-0.00068227i,0.00013489-0.0005151i
-0.0015466-0.0011684i,-0.0038621-0.00073051i,-0.0048827+0.0011784i,-0.0031483+0.0022832i,-0.0012165+0.0019935i,-0.0010196+0.00068541i,-0.00096641-0.00038976i,-0.00011965-0.0006356i,0.00035964-0.00046711i,0.00045843+1.0968e-05i,0.00034944-0.00028591i,0.00031901-0.0008333i,-0.00011196-0.0005613i,-0.00049401-0.00024348i,1.2923e-05-0.00045681i,0.00049268-0.0002272i,0.00022641-0.00012413i,-4.4887e-05-0.001188i,0.00053521-0.0014117i,0.00061285-0.0006724i,-0.00016606-0.00033167i,-0.00050764-0.0010663i,-0.00021727-0.0015088i
-0.0024203+0.0020472i,-0.00063212+0.0025985i,0.0010443+0.0034962i,0.0012187+0.0025899i,0.00052004-0.00011835i,-0.00034729-0.001824i,-0.00064664-0.0014122i,-6.9098e-05-1.8615e-05i,0.00054499+0.00067559i,0.0007283+0.00028999i,0.00065465+0.00049204i,0.00049582+0.00078897i,0.00027885-8.7036e-05i,-0.0011397-0.00068148i,-0.0016323-0.00052895i,-0.00065523-0.00049761i,-0.00025139-0.00031195i,-0.00021743+0.00022012i,-0.00030847+0.00044421i,-0.00058531+0.00043267i,-0.00079615+0.00029653i,-0.00059248+8.7084e-05i,9.2152e-05+0.00015708i
0.00098085-0.0015112i,-0.00015087-0.0011042i,-0.0020765-0.00091379i,-0.0021459-0.00048838i,-0.0010243-0.00028877i,-6.4351e-05-0.0003434i,-0.00067493-0.00016372i,-0.0012649+9.2939e-05i,-0.00064303-0.00018175i,-0.00010019-0.00039342i,0.0008529-0.00032135i,0.00096922-0.00070429i,0.00076893-0.00086517i,0.00067344-0.0004266i,0.00012135-0.00016992i,-0.00053515-0.00089277i,-0.00041561-0.0014275i,0.0004323-0.0010175i,0.00063264-0.0009888i,4.2423e-05-0.00070726i,-0.00069635-0.0001263i,-0.00074272-0.00037799i,-0.00031097-0.00057783i
0.0011723+0.0013863i,0.00093817+0.00097165i,0.0011485+0.0011013i,-0.00029686+0.001566i,-0.0011081+0.00084455i,-0.0014054-0.00035092i,-0.0012055+0.00034187i,0.00012581+0.0010415i,0.00076868+0.00035509i,0.00060099-4.3404e-05i,0.0002771+0.00015087i,0.00027373+5.7399e-05i,0.0010195+0.00025509i,0.0014102+0.00060377i,0.00089838+0.00011307i,0.000625+8.5011e-06i,0.00013757+0.0010829i,-0.00016383+0.001038i,0.00035095+0.00070485i,0.00093618+0.00031171i,0.00085647+0.00033376i,0.00060246+0.00013241i,0.00051179-0.00068766i
0.00062845+0.00061061i,0.00061504-0.00030602i,0.0011234-0.0011279i,0.00061164-0.0013847i,-0.0015126-0.00061775i,-0.0018298+0.00031181i,-0.00029615+0.00079797i,0.00061585+0.00080602i,0.00042231+0.00023457i,0.00016705-0.00070276i,0.00023655-0.0011616i,-0.00031453-0.0010922i,-0.00056029-0.0003767i,-0.00071639+0.00063866i,0.000183+0.0002894i,0.00026435-0.00056729i,5.0083e-05-0.0008502i,0.00040099-6.8023e-05i,0.00023061+0.00066174i,0.00024372-7.2523e-05i,0.00022142-0.00013403i,0.00065432+0.0005797i,0.00045817+0.00063084i
2.252e-05+0.00067586i,-0.0010664+0.0019786i,-0.0020357+0.0024094i,-0.00074414+0.0015359i,0.00066082+0.00036698i,0.00052004-0.00080724i,0.00024751-0.00075456i,0.00068472-0.00039097i,0.00042987-0.00018658i,-2.5167e-05+0.00017955i,0.00035966+0.00071975i,0.00062869+0.00028845i,0.00099147-0.00045847i,0.0011845-4.8909e-05i,-0.00014181+0.00040705i,-0.00079434+0.00022968i,-0.00034295+0.00030251i,-0.00040981+0.00054342i,-2.0446e-05+8.3433e-05i,0.00052546-0.0003998i,0.00019329-0.00021105i,-2.4392e-05+0.00023571i,-0.00047026-0.00034911i
-0.00067673-0.00031484i,-0.00099766-0.00022307i,-0.0013941+0.00034745i,-0.0014754+0.00054548i,-0.00069506+0.00058455i,-0.00048246+5.0329e-06i,-0.0012076-0.00056893i,-0.0010454-0.00036981i,0.00020875-0.00020013i,0.00018392+0.00011817i,-6.58e-05-0.00042023i,0.0010273-0.00092831i,0.00077441-0.00048946i,-0.00035549-0.00020056i,0.00014189-0.00043526i,0.00039206-5.9616e-05i,6.1749e-06+0.00073335i,3.149e-05+0.00106i,9.7731e-05+0.0011255i,-0.00028908+0.00085719i,-0.00040149+0.00020965i,-0.00019934+0.00020797i,0.00024342+0.00015084i
-0.001764+0.00057019i,-0.00043723+0.0010992i,0.00013122+0.0015093i,-0.00061919+0.0014957i,-0.00085639+0.00096477i,-0.00047853+0.00071488i,1.4158e-05+0.00090534i,0.00027293+0.00066836i,-0.00012106-0.00039953i,-0.0003696-0.00048821i,-4.6149e-05+0.00027254i,0.00040092-0.0004291i,0.00022777-0.0011409i,-0.00013598-0.0015599i,-2.6602e-05-0.0013371i,2.0804e-05+0.00016916i,-0.00041781+0.00054403i,-0.00092725+2.3317e-06i,-0.00069325-0.00035258i,0.00011589-0.00071331i,0.00079962-0.0010772i,0.00090304-0.00093866i,7.5768e-05-0.0012085i
0.00035899+0.00010291i,-0.00058114+0.00013241i,-0.0014998-0.00080063i,-0.0011927-0.0014298i,-0.00135-0.00050806i,-0.00065888-0.00054807i,-7.5034e-05-0.00081088i,-0.00056721-0.00031604i,-0.00074028-0.00010866i,-0.00041327-6.121e-05i,-0.00030952+5.2989e-05i,-0.00010164-0.00031348i,0.00036582-0.00055307i,0.00040707+0.00032873i,0.0003429+0.0008201i,0.00023589+0.00022267i,0.00038673-0.00023632i,0.0012414-0.0004891i,0.0011798-0.00036688i,9.7697e-05-0.00036241i,-0.00033328-0.0004174i,0.0003249-0.00039872i,0.00039557+4.2854e-05i
0.00063784+0.00040578i,-0.0001041+0.00031575i,-0.00039024+0.00014194i,-0.00064196-0.0003962i,-0.00085248-0.0006942i,-0.00046505-0.00034261i,-0.00026237+0.00081707i,-0.00077309+0.001165i,-0.00068522+1.2821e-05i,-0.00017592-0.00071016i,0.00039823-0.00037693i,0.00038133+0.00013322i,2.1564e-05+5.452e-05i,-0.00022168-6.2833e-05i,0.00021291+0.00020522i,0.00033395+0.00073998i,-0.00034663+0.00095111i,-0.00039403+0.00085488i,0.0004737-2.9088e-05i,0.00053959-0.00067494i,0.0005243-0.00071121i,0.00071027-0.00093161i,0.00036171-0.0012842i
