0.00042381+0.0012098i,0.00099605-0.0014465i,0.00076509-0.0032189i,0.00025874-0.0021005i,-0.00093516+0.0002801i,-0.0022252+0.0016339i,-0.0011814+0.0021954i,0.00067315+0.0018792i,0.00026785+0.00051695i,2.2354e-05-0.0008005i,-0.00014081-0.00037372i,-0.00052906-0.00024325i,-0.00016704+9.4158e-05i,-0.0003414+0.00094824i,-0.00018155+0.0012691i,-0.00025191+0.0011243i,-0.00028539+0.00022534i,0.00028585-8.6034e-05i,-4.0424e-05+0.00012055i,-0.0011418-0.00024506i,-0.00085649-0.00056983i,3.5424e-05-0.00013069i,-0.0004209-7.8534e-05i
-0.16826-0.048751i,-0.19983-0.11157i,-0.14409-0.15086i,-0.069947-0.14097i,-0.034008-0.1038i,-0.021335-0.066883i,-0.018931-0.02804i,-0.01382+0.0029628i,-0.0014221+0.012077i,0.0047752+0.0097569i,0.0030225+0.0097107i,0.00078766+0.0092786i,0.0013959+0.0043939i,0.0022141-0.0018752i,0.0012555-0.0036803i,0.00087257-0.0027146i,-0.00050824-0.0020449i,-0.0029432+0.00079762i,-0.0036303+0.0032159i,-0.0025981+0.00289i,-0.001146+0.0021525i,0.001165+0.0014528i,0.0032686+0.00024201i
0.14608+0.0022002i,0.17947+0.058686i,0.14665+0.10992i,0.11004+0.10538i,0.10305+0.064274i,0.097443+0.033184i,0.070667+0.0088853i,0.031148-0.0079346i,0.0041698-0.0078397i,-0.0033707-0.0045586i,-0.0041092-0.0042365i,-0.0025218-0.0013639i,-0.00013111+0.0018001i,0.0023433+0.0032697i,0.0037892+0.0040674i,0.0037927+0.0025872i,0.0037372-0.00011298i,0.0023417-0.0013853i,-0.0001556-0.0011154i,-0.0024088+0.00017808i,-0.0046098+0.00078667i,-0.0060865+0.0013591i,-0.0054255+0.0024549i
-0.12848+0.02393i,-0.16678-0.031615i,-0.13898-0.08963i,-0.083019-0.085507i,-0.039327-0.043409i,-0.021722-0.0095324i,-0.018173+0.010026i,-0.0089217+0.015674i,0.0023954+0.010041i,0.0067379+0.0050013i,0.0069966+0.005184i,0.0048063+0.0063601i,0.0027905+0.0039304i,0.0011522-0.00082859i,-0.0025182-0.0042633i,-0.0034515-0.0030125i,-0.0016209+0.0019077i,-0.00030011+0.0041088i,0.00028781+0.0030488i,-0.0001396+0.00020825i,-8.2546e-05-0.0022234i,0.001697-0.0024033i,0.0029892-0.0029476i
0.095379-0.047721i,0.14413+0.0049423i,0.14109+0.068188i,0.11113+0.082419i,0.097052+0.07186i,0.087547+0.050081i,0.059436+0.01511i,0.022796-0.0058574i,0.0016771-0.0047617i,-0.0041819-0.0013923i,-0.0074265-0.0020734i,-0.0082271-0.00074318i,-0.0034457+0.0021343i,0.0025602+0.0031268i,0.0061388+0.0037418i,0.0046642+0.0034037i,0.00013017+0.00094357i,-0.0021982-0.0010834i,-0.002278-0.0014059i,-0.0010892-0.00064556i,-0.00018633+0.0010742i,-0.0013177+0.0026233i,-0.0017037+0.0037998i
-0.080212+0.052096i,-0.13772+0.013172i,-0.13897-0.039313i,-0.099357-0.039476i,-0.076301-0.00029519i,-0.060414+0.031033i,-0.035783+0.036379i,-0.01385+0.022825i,-0.0022196+0.008696i,0.0024314+0.0032767i,0.0044152+0.0013977i,0.00267-0.0010052i,-0.00026532-0.0025696i,-0.0018689-0.0017334i,-0.0041667-0.001484i,-0.0042118-0.0011059i,-0.0026998+0.00033151i,-0.0020889+0.0013885i,-0.0015853+0.0017139i,-0.0012243+9.4737e-05i,-0.00069871-0.0030675i,-0.001553-0.0058089i,-0.0034033-0.0061408i
0.054973-0.060822i,0.11684-0.034228i,0.13164+0.023454i,0.10108+0.048665i,0.073292+0.036546i,0.052792+0.021566i,0.034449+0.0049765i,0.017235-0.0061474i,0.004976-0.0024318i,-0.00022765+0.0033184i,-0.0051451+0.0036717i,-0.0060662+0.003333i,-0.0012731+0.0042064i,0.0034931+0.0051719i,0.006175+0.0034204i,0.0043129-0.00017247i,3.8878e-05-0.0017459i,-0.0021983-0.00090153i,-0.00091643+0.0011174i,0.0016683+0.001852i,0.0023565+0.0024678i,0.0015779+0.003429i,0.0014015+0.0031045i
-0.043725+0.054371i,-0.10609+0.041i,-0.13254-0.0054283i,-0.11475-0.016122i,-0.093727+0.014142i,-0.07647+0.034218i,-0.046636+0.035288i,-0.014204+0.024021i,-0.0010761+0.0085647i,-7.7187e-05+0.00041836i,0.0029595-0.0030748i,0.0033001-0.0050911i,0.0001709-0.0032643i,-0.0028825-0.0014624i,-0.0047171-0.0012597i,-0.0037778-0.0022201i,-0.002192-0.0029709i,-0.0018544-0.0027358i,-0.0027075-0.0025951i,-0.0031795-0.0017215i,-0.0028539-0.00093251i,-0.0033144-0.0023271i,-0.004036-0.0034724i
0.020459-0.057073i,0.078535-0.051499i,0.114-0.0099745i,0.093069+0.0072147i,0.05264-0.0081009i,0.030269-0.022166i,0.020104-0.024905i,0.010583-0.015447i,0.0055213-0.0036787i,0.0035586+0.0023279i,0.0010063+0.0049099i,0.00039231+0.0058176i,0.0026046+0.0045231i,0.0069767+0.003018i,0.010075+0.0011179i,0.0087148-0.0010889i,0.0042818-0.0029762i,0.00077686-0.0025443i,0.00049935-0.00098348i,0.0017778-0.0004821i,0.0028578+0.0005166i,0.0048402+0.00055946i,0.0049153-0.00064051i
-0.013077+0.049282i,-0.07171+0.054985i,-0.11054+0.02731i,-0.09622+0.010098i,-0.072826+0.014072i,-0.056084+0.023112i,-0.031017+0.030245i,-0.0092625+0.025127i,-0.003896+0.013274i,-0.0045133+0.0042659i,-0.0017788-0.0019679i,-0.0010986-0.0048278i,-0.00435-0.0032437i,-0.0064575+8.4398e-05i,-0.0051692+0.00049992i,-0.002796-0.00096329i,-0.0018881-0.0023923i,-0.0033052-0.0031882i,-0.0048752-0.0027489i,-0.0042488-0.0014044i,-0.0035951-0.00022973i,-0.0038287-0.00055055i,-0.0041846-0.0013588i
-0.00083989-0.052229i,0.051642-0.069488i,0.090419-0.052294i,0.073362-0.038493i,0.044714-0.051007i,0.027897-0.058631i,0.014055-0.044057i,0.0057437-0.021036i,0.0033712-0.0059613i,0.0039141+0.00075731i,0.0050286+0.0056891i,0.0060199+0.0083413i,0.0069296+0.0071952i,0.0081622+0.0036242i,0.010686+0.0015922i,0.010837+0.00063113i,0.007879-0.00053871i,0.0048319-0.0023139i,0.0033873-0.0040335i,0.0018792-0.003073i,0.00075067-0.00090584i,0.0018129+0.00057505i,0.0030783+0.00036497i
0.00079336+0.04317i,-0.047252+0.073826i,-0.083678+0.06275i,-0.064093+0.035296i,-0.028313+0.029441i,-0.0083631+0.03111i,-0.00055237+0.030914i,0.00043015+0.025665i,-0.0021063+0.015343i,-0.0040303+0.0078219i,-0.0045772+0.0030831i,-0.0069882-0.00013567i,-0.0094239+0.00038091i,-0.0089523+0.0027795i,-0.0065975+0.0041724i,-0.0043384+0.004518i,-0.0027215+0.0024484i,-0.0013913-0.00066927i,-0.0014996-0.001565i,-0.0020099-0.0011466i,-0.0010216+0.00012583i,-0.00031892+0.0010975i,-8.0444e-05+0.0011323i
-0.010787-0.038735i,0.027477-0.074832i,0.068903-0.073777i,0.067909-0.053057i,0.044425-0.051386i,0.027661-0.051994i,0.010771-0.038751i,-0.0030841-0.019571i,-0.0042002-0.0073492i,-0.00028082-0.0020433i,0.0022575+0.0012353i,0.0049874+0.0014255i,0.0062149-0.00088011i,0.0063412-0.0017156i,0.0060808+0.00013094i,0.0051738+0.0019292i,0.0048101+0.0015569i,0.0046039-0.00019731i,0.004657-0.0014283i,0.0039608-0.0021119i,0.0018964-0.0025485i,0.00053982-0.002159i,2.7633e-05-0.0017986i
0.012131+0.031975i,-0.013307+0.073718i,-0.044876+0.081524i,-0.033716+0.059143i,0.0035401+0.046573i,0.021264+0.044i,0.017516+0.035753i,0.0075302+0.021801i,-0.000295+0.012508i,-0.0041297+0.0079924i,-0.0068781+0.0040291i,-0.0095599+0.0031168i,-0.0092375+0.0042249i,-0.0085717+0.0029709i,-0.0089445+0.002672i,-0.0072049+0.0040303i,-0.0039975+0.0047603i,-0.001682+0.0034319i,-0.00062662+0.00089014i,-0.00066995-0.0010458i,-0.00084204-0.0015628i,-0.00064364-0.00024393i,-0.00030263+0.0011098i
-0.024714-0.030917i,-0.011322-0.07112i,0.021694-0.080526i,0.029948-0.053954i,0.016355-0.030102i,0.0057223-0.022611i,-0.0039219-0.019418i,-0.010294-0.012681i,-0.0097891-0.0082366i,-0.0047827-0.0066334i,0.00063558-0.0041164i,0.0047139-0.0035103i,0.0067749-0.0049458i,0.0059616-0.0042524i,0.002759-0.0010161i,0.000492+0.00019819i,0.00096609-5.0068e-06i,0.0012131+0.00038525i,0.00021023+0.0018914i,-0.00036264+0.002684i,-0.00039319+0.0020501i,-0.0014+0.0011679i,-0.0015093+1.3417e-05i
0.019824+0.024999i,0.019204+0.06646i,0.00087868+0.086459i,0.002081+0.067314i,0.01991+0.050406i,0.02724+0.044572i,0.022433+0.030427i,0.010844+0.013379i,0.0020604+0.0050542i,-0.00037554+0.0031977i,-0.002972+0.0023038i,-0.0060633+0.0033163i,-0.006717+0.0043275i,-0.0063229+0.0024983i,-0.0064948-0.0014053i,-0.006005-0.0023529i,-0.0044126+0.00016789i,-0.0027466+0.0026859i,-0.0011679+0.0022027i,-0.00012928+0.00081818i,0.001338+0.00022284i,0.0026938-0.00054525i,0.002292-0.0010522i
-0.030311-0.019084i,-0.037076-0.05419i,-0.017039-0.06989i,-0.0047904-0.043553i,-0.013517-0.015482i,-0.020828-0.0062269i,-0.019206-0.0060514i,-0.014178-0.0070538i,-0.009415-0.0068028i,-0.0046996-0.0065838i,-0.00087088-0.0067145i,0.0023345-0.0075482i,0.0050503-0.0071274i,0.0059463-0.0054979i,0.0047937-0.0041593i,0.0011763-0.0032139i,-0.0014542-0.002885i,-0.0011119-0.0021792i,0.00010795-0.00033935i,0.0014772+0.00082231i,0.001789+0.00099i,0.00068066+0.00059136i,-0.00052631-0.00065782i
0.024691+0.010095i,0.038945+0.042684i,0.029968+0.067434i,0.016131+0.055392i,0.016354+0.037688i,0.017397+0.029459i,0.015236+0.017378i,0.010088+0.0053097i,0.0055078+0.0010184i,0.0055211+0.0012572i,0.0041552+0.00095657i,0.0008809+0.0032773i,-0.00070457+0.0061258i,-0.0010058+0.0039725i,-0.0015117-0.00047056i,-0.0011944-0.0020563i,-0.0012649-0.00034451i,-0.0023994+0.0011223i,-0.0033556+0.00083194i,-0.0036617+0.00013056i,-0.0023602-0.00024272i,-0.00035636-0.00060981i,0.00059648-0.001217i
-0.03147-0.0042843i,-0.052059-0.027354i,-0.045381-0.046692i,-0.030212-0.032963i,-0.034178-0.010345i,-0.036587-0.0035089i,-0.023774-0.0032017i,-0.010006-0.0031493i,-0.0050035-0.0043051i,-0.0037638-0.004451i,-0.0009016-0.0044517i,0.0011645-0.0059118i,0.0011982-0.0059152i,0.0029438-0.0027619i,0.0054189-0.0015497i,0.0044849-0.0026369i,0.0017488-0.0026098i,-0.00014337-0.0010192i,-0.0015586+0.00098879i,-0.00099632+0.0018741i,0.00041364+0.0024674i,0.001119+0.0017666i,0.00087229+0.00059565i
0.031864-0.0039237i,0.053556+0.011682i,0.049494+0.031365i,0.025798+0.024634i,0.01211+0.0062421i,0.010702+0.00048636i,0.011304+0.00071599i,0.0077837+1.1645e-05i,0.0062984+0.00019497i,0.0087646+0.0017358i,0.0080078+0.0021732i,0.0042349+0.0034623i,0.0010441+0.0051516i,-0.0010507+0.0041272i,-0.0012007+0.0017397i,-0.0002993-0.00013723i,3.0202e-05-0.0012096i,-6.2199e-05-0.0019223i,-0.0010696-0.0017143i,-0.0024764+5.2506e-05i,-0.0016223+0.00084623i,0.0004316+0.0001973i,0.0012163+0.00087909i
-0.029211+0.0063194i,-0.05317-0.0022599i,-0.054329-0.02109i,-0.035676-0.02104i,-0.02667-0.00885i,-0.024137-0.0039537i,-0.015329-0.0013993i,-0.0041613-0.00073922i,0.00017224-0.0016558i,-0.0021397-0.0013057i,-0.0028884-0.0012481i,-0.00099267-0.0020026i,0.00042411-0.0017957i,0.0025515+0.00032667i,0.0049001+0.0022716i,0.0042445+0.0014493i,0.0017099-0.00010909i,8.9053e-05-0.00073939i,0.00053137-0.00049948i,0.0019894-0.0012042i,0.0025639-0.0013527i,0.0013546-0.0010661i,-0.00023835-0.0014418i
0.019769-0.021358i,0.040805-0.017166i,0.047088+0.00087033i,0.030328+0.0013818i,0.016732-0.012928i,0.014105-0.014585i,0.011189-0.0046574i,0.0073066+0.0030971i,0.0072902+0.004226i,0.0097774+0.002503i,0.0090506+0.0024483i,0.0051054+0.0033233i,0.0017423+0.0031535i,-0.00043469+0.0025601i,-0.0011548+0.0017195i,-0.00078208+0.0013335i,-0.00018496+0.0016352i,2.283e-05+0.0013487i,-0.00039883+0.00049051i,-0.0018375+0.00098277i,-0.0027661+0.0013547i,-0.0021778+0.0019163i,-0.0013534+0.0027704i
-0.012257+0.021273i,-0.032228+0.022439i,-0.041012+0.0066453i,-0.026543-0.0031497i,-0.013583-0.00065325i,-0.011234+0.001079i,-0.0085043+0.00044434i,-0.0033161-0.00050685i,-0.0024849+0.00090851i,-0.0050187+0.0039411i,-0.0048038+0.0047433i,-0.002234+0.0028635i,0.001368+0.00064333i,0.00442+0.00054924i,0.0043006+0.0011242i,0.0023301+0.00015049i,0.0013874-0.00037816i,0.0012489+0.00057369i,0.00073568+0.00082127i,-0.00057913+0.00074865i,-0.0010254+0.001253i,-0.00032314+0.00076228i,-0.00058454-0.0011733i
5.2316e-05-0.025101i,0.016395-0.030763i,0.031853-0.019118i,0.028766-0.011246i,0.021005-0.016805i,0.017888-0.015852i,0.011996-0.0050352i,0.0064539+0.004452i,0.0068428+0.0066779i,0.0088696+0.0028678i,0.0072797+0.00021979i,0.0031381+0.0011807i,-0.00029238+0.002139i,-0.002145+0.0012092i,-0.0018782+0.0014399i,-0.00026647+0.0013825i,0.00027257+0.00073776i,-0.00056613+0.0016967i,-0.00095743+0.0020726i,-0.00070219+0.0017457i,0.00052298+0.0016181i,0.0019125+0.0011992i,0.0021187+0.00091715i
-0.0011328+0.015229i,-0.015924+0.024881i,-0.027309+0.019697i,-0.014999+0.0072921i,0.00058377+0.0052218i,0.00042223+0.0073271i,-0.0053751+0.0055294i,-0.0076316+0.002946i,-0.0073025+0.0051477i,-0.0061607+0.0084997i,-0.0042674+0.0072439i,-0.0017918+0.0030658i,0.0012254+0.00020371i,0.0037469-0.00036437i,0.0039105-0.0010403i,0.002381-0.0021877i,0.00043235-0.0017717i,-0.00034761-0.00038363i,-0.00059876+0.0003221i,-0.0011239-0.00039439i,-0.0017188-0.0018273i,-0.0020186-0.0023074i,-0.0023557-0.0026289i
-0.0029606-0.012182i,0.009201-0.025187i,0.025375-0.02442i,0.025185-0.014004i,0.017452-0.0093413i,0.012589-0.007233i,0.0088806-0.0020496i,0.0073072+0.0041156i,0.0074631+0.0051183i,0.0064668+0.00067621i,0.003683-0.0026439i,0.00033453-0.0010025i,-0.0014418+0.0033225i,-0.0018512+0.0049189i,-0.0012388+0.0034543i,-6.5513e-05+0.0025109i,-0.00031466+0.0017832i,-0.0010656+0.0010445i,-3.0543e-05+0.00037672i,0.0011286+9.5107e-05i,0.00017499-0.00040848i,-0.0014106-0.00044849i,-0.00023169-0.00018824i
0.001524+0.0068347i,-0.0026678+0.022175i,-0.009545+0.027004i,-0.0037618+0.017222i,0.0054913+0.012769i,0.0029399+0.012526i,-0.0050773+0.0081759i,-0.010853+0.0060055i,-0.012192+0.0095833i,-0.0085107+0.012175i,-0.0037036+0.0081646i,-0.0013538+0.00098089i,0.00094031-0.0026113i,0.0036359-0.0025395i,0.0038867-0.0018262i,0.0015481-0.0015043i,-0.00057792-0.0015523i,-0.0016163-0.0012369i,-0.002233-0.00056116i,-0.0026632+0.00030336i,-0.0027233+0.0010556i,-0.0021434+0.00078405i,-0.0014181+0.00032938i
-0.0086266-0.010474i,-0.0099558-0.021244i,-0.00075875-0.021739i,0.0056912-0.0097963i,0.0033273-0.0027543i,0.0016075-0.0033129i,0.0040004-0.004241i,0.0052119-0.003079i,0.0028766-0.0027192i,0.00098395-0.0049011i,0.00083681-0.0049741i,0.00027461-0.0010203i,-0.00052059+0.0034841i,-0.00080065+0.0050238i,-0.00012793+0.0039562i,0.0013171+0.0024697i,0.00092588+0.00092106i,-0.00019608-4.4877e-05i,0.00015558-0.0011103i,0.00095071-0.0023105i,0.0015762-0.0024526i,0.0019378-0.0019539i,0.0027853-0.0017497i
0.0030921+0.0045386i,0.0057027+0.014998i,0.0028153+0.019661i,5.0386e-05+0.013932i,0.0017622+0.011436i,-0.0003475+0.012131i,-0.0050661+0.010082i,-0.0080335+0.0088743i,-0.008811+0.011224i,-0.0058769+0.012605i,-0.0023338+0.0087161i,-0.00099437+0.0025246i,-0.00077142-0.0020515i,-0.00019179-0.0028342i,-0.00041299-0.0008877i,-0.00066581+0.00018535i,-0.00078055+1.7195e-05i,-0.0008449+0.00052549i,-0.00071447+0.0014807i,-0.00061335+0.0018529i,-8.0339e-05+0.0010786i,-0.00047102-9.5161e-05i,-0.0016862+0.00096098i
-0.013262-0.0066735i,-0.016158-0.01299i,-0.0072641-0.013865i,0.0018668-0.007204i,-0.00061955-0.0040739i,-0.003565-0.007537i,-0.0011369-0.010421i,0.00084009-0.01001i,-0.0017533-0.0099643i,-0.0050553-0.0097931i,-0.0036814-0.0066547i,0.00099446-0.0018527i,0.0031825+0.0020369i,0.0012961+0.0034432i,-0.00068443+0.0026393i,-0.00035409+0.0022038i,0.00019751+0.0017874i,0.00041397+0.0011721i,0.00073168+0.00081369i,0.00076127-0.00060384i,-7.9217e-05-0.0016814i,-0.00069329-0.0012428i,0.00055281-0.0011558i
0.010153+0.00085786i,0.012752+0.0071423i,0.0094395+0.012505i,0.0037146+0.010329i,0.0033623+0.0050522i,0.0034992+0.0039332i,0.0010209+0.0073095i,-0.0018793+0.010867i,-0.0013878+0.011081i,0.001151+0.0084732i,0.0010513+0.0052322i,4.6843e-05+0.0014882i,-0.00055696-0.0017328i,-0.0006665-0.0022996i,-0.00038309-0.00074596i,-0.00090664+0.00017691i,-0.0015217+0.00095092i,-0.00080092+0.0015897i,0.00039734+0.0015922i,0.0014684+0.0019998i,0.0021516+0.0026963i,0.0017257+0.0031573i,0.00057266+0.0031429i
-0.012399-0.00066907i,-0.017125-0.0035246i,-0.011724-0.006594i,-0.0026909-0.0044675i,-0.0021867-0.0026402i,-0.0040374-0.0057897i,-0.0041117-0.0086253i,-0.0052277-0.0093902i,-0.0061977-0.0096436i,-0.0052015-0.0088306i,-0.0031117-0.0058455i,-0.00067448-0.0018247i,0.0019818+7.018e-05i,0.0020054-0.0005493i,0.00044486-0.0010299i,1.0576e-05-0.0010956i,-0.0015375-0.0010049i,-0.0022892-0.00067103i,-0.0015891-0.00021041i,-0.0012536-0.00067082i,-0.00056871-0.00091634i,-5.152e-05-0.00090856i,-0.00042535-0.0022206i
0.0043659-0.010142i,0.0072705-0.0078058i,0.0064209+0.0012754i,0.0036477+0.0040168i,0.0043325+0.0010702i,0.0056311+0.0013351i,0.0050988+0.0049763i,0.0048069+0.0084923i,0.007037+0.0084945i,0.00896+0.0050961i,0.0070911+0.0020681i,0.0022209+0.00060362i,-0.00018481-0.00049431i,0.0009442-0.00069348i,0.0012759-0.00099736i,-0.00024955-0.00064266i,-0.0016504+0.0004094i,-0.001257+0.0012882i,-0.0002563+0.0020855i,0.00035074+0.0023109i,0.0017556+0.001152i,0.0021671-0.00010247i,0.0011305+0.00020132i
-0.0036742+0.0084408i,-0.0060747+0.0069088i,-0.004041+0.0018119i,0.00087261-0.0015574i,0.0018856-0.0031212i,-0.001289-0.0052063i,-0.0061606-0.0049608i,-0.01006-0.0037842i,-0.0093787-0.0029793i,-0.0057391-0.0025919i,-0.002959-0.0025899i,-0.00029722-0.0013032i,0.0018583+0.00037763i,0.0010579+0.0002506i,-0.00076866-0.00066447i,-0.00083402-0.0016844i,-0.00044005-0.0026217i,-0.0010077-0.0016777i,-0.0014919+0.00032055i,-0.0017978+0.00072411i,-0.002623+0.00026512i,-0.0031263-0.00055455i,-0.0028356-0.00085607i
-0.004459-0.0083i,-0.00015928-0.0057511i,0.0061477+0.0020955i,0.0076788+0.0047044i,0.0075573+3.2079e-05i,0.0075851-0.0010261i,0.0069191+0.0020575i,0.0082992+0.0043539i,0.011453+0.0042934i,0.011453+0.0026603i,0.00733+0.00082506i,0.0024824+0.00013174i,-0.00026112+0.0022821i,0.00041564+0.0026933i,0.0018372+0.00067994i,0.0012492+4.109e-06i,0.00039028+0.00033109i,0.0002023+0.0012938i,-0.00039307+0.0014554i,-0.0001144+0.00066522i,0.00014057-8.2666e-05i,0.00063448-0.00057272i,0.0025393-0.00066498i
0.0011363+0.0046071i,-0.0030731+0.0050005i,-0.0057216+0.003259i,-0.00096788+0.0014281i,0.0041159+0.0017527i,0.0020962+0.0020707i,-0.0049214+0.0036627i,-0.01054+0.0061307i,-0.010051+0.0083444i,-0.0045219+0.0075191i,0.00023561+0.0037093i,0.0017223+8.6392e-05i,0.0012783-0.0018844i,0.00014116-0.0020815i,0.00030665-0.0020612i,0.00072988-0.0031389i,0.00053782-0.0038803i,-0.00031353-0.0021361i,-0.0021876-0.00033391i,-0.0027378-0.00050833i,-0.0023643-0.00011903i,-0.0012204-0.00012892i,-0.00086579-0.00060408i
-0.0069749-2.6955e-05i,-0.0043718-0.0026354i,0.00089784-0.0034519i,0.0034609-0.00035422i,0.0052651+0.0023372i,0.0049097+0.0019606i,0.0023591-0.0012758i,0.0032564-0.003137i,0.005986-0.0020974i,0.0058175-0.00050817i,0.0034513-0.00063246i,0.0010192-0.0005635i,0.00029172+0.0013209i,-3.139e-05+0.0024514i,0.0003816+0.0024681i,0.0017319+0.0026838i,0.0018332+0.0019659i,0.0013511+0.0011472i,0.00032674+0.0015474i,-0.00032055+0.0010796i,0.00021644-0.0011938i,0.0010941-0.0022771i,0.0014733-0.0017691i
0.0031046-0.0013048i,0.0032008+0.0032087i,0.0034316+0.0051153i,0.0025666+0.0035901i,0.00051441+0.0037435i,-0.0017944+0.0055342i,-0.0043012+0.0076278i,-0.0064996+0.01085i,-0.006305+0.013678i,-0.0032917+0.011701i,0.00062238+0.0060765i,0.0024697+0.0010036i,0.00085929-0.0015371i,-0.001564-0.00099816i,-0.0020654-5.0418e-05i,-0.00097247-4.0867e-05i,-0.00044384-0.0003956i,-0.0010104-0.00042638i,-0.0010331-0.00029111i,-0.00074109+0.00038513i,-0.00090137+0.0010613i,-0.00096458+0.00085173i,-0.0010828+0.00060233i
-0.0020825+0.00010693i,-0.0034477-0.0042582i,-0.0010801-0.0050241i,0.0017246-0.00084907i,0.0015132+0.0010894i,-0.00012494+0.00071623i,-0.0015949-0.001763i,-0.0037119-0.0048236i,-0.0046353-0.0044666i,-0.0025933-0.0010222i,-9.843e-05+0.0010908i,-0.00010317+0.001149i,-0.00094636+0.0012531i,-0.00030745+0.0017359i,0.0010162+0.0014035i,0.001151+0.0016911i,0.0015821+0.0023867i,0.0013464+0.0015865i,0.00012357+0.00021529i,-0.00040738-0.00098026i,-0.00025979-0.001647i,0.00029921-0.0013036i,0.00057042-0.000449i
-0.006204-0.00041124i,-0.0054877+0.0039361i,-0.0036345+0.0055569i,-0.0011672+0.0036962i,-0.00053558+0.0013167i,-0.00069071+0.0011351i,-0.00021391+0.0039887i,-0.00039121+0.007965i,-0.0017552+0.0095778i,-0.0015887+0.0084244i,-0.00011237+0.0057319i,0.0020106+0.0029009i,0.0022432-0.00038535i,-0.00035882-0.0021888i,-0.0013686-0.0018949i,-0.0016795-0.0013636i,-0.0021015-0.00047769i,-0.0018014-0.00025249i,-0.0015928-0.00087645i,-0.00087515-0.00058258i,-3.6932e-05+0.00020875i,0.00059633+0.00021085i,0.00052249-0.00059494i
-0.00037742-0.0037165i,-0.0036403-0.004751i,-0.0023318-0.0040422i,-0.00015317-0.0019888i,-0.0015678+0.00066639i,-0.0037824+0.002896i,-0.0060034+0.001337i,-0.0086817-0.0028936i,-0.01054-0.0040109i,-0.0088883-0.0018795i,-0.0045256+0.00079953i,-0.0006766+0.0018751i,0.0013554+0.0012674i,0.0019861+0.00073719i,0.0011296+0.00091143i,0.00068511+0.0012835i,0.00075864+0.00094824i,6.3754e-05+0.00020583i,0.00014601-0.00025653i,0.00033607-0.00033676i,-8.8646e-05-0.001484i,-0.00057158-0.0022495i,-0.0014277-0.0017725i
-0.0035485-0.00081449i,-0.0012741-0.00020165i,0.00020676+0.0013248i,0.0013604+0.0011542i,0.0016124+0.00080317i,0.00077898+0.0005237i,0.0018517+0.00051652i,0.0039022+0.0011615i,0.0040372+0.001108i,0.0018485+0.00012869i,-0.00022884+0.00022202i,0.0006619+0.00097267i,0.0024748+0.0007846i,0.0028782-0.00087613i,0.0020712-0.0026693i,0.00057873-0.0032068i,-0.00061693-0.002606i,-0.0011553-0.0011148i,-0.00025363-0.00038001i,0.00065702+0.00011283i,0.0008139+0.00028469i,0.00092577-0.00016926i,0.0009289+0.00045781i
-0.0034225-0.005189i,-0.0064702-0.0033437i,-0.0049409-0.0013043i,-0.0028809-0.0011113i,-0.0047021-0.0017197i,-0.0067752-0.00028103i,-0.0081099+0.0021414i,-0.010491+0.0032766i,-0.010158+0.0027688i,-0.0068148+0.0008683i,-0.0045958+0.00062214i,-0.0039754+0.0028564i,-0.0012917+0.0033438i,0.0024493+0.0032202i,0.0035641+0.0027495i,0.0034827+0.0015375i,0.0026006+0.00085688i,0.0017983-0.00019983i,0.001577-0.0006301i,0.00080103-0.00017901i,-0.0004264-0.00046126i,-0.00080675-0.0012294i,-0.00029756-0.0010067i
0.0027954-0.002523i,0.00060201-0.0026075i,-0.0010552-0.00064133i,-0.001557+0.00033909i,-0.0012615+0.00046862i,-0.00064747-5.4056e-05i,0.00077328-0.001963i,0.0026193-0.0043165i,0.0035739-0.0053352i,0.0024994-0.0046251i,-0.000278-0.0035761i,-0.00063868-0.0018293i,0.0019182-0.00019789i,0.0029454+0.00037147i,0.0024041+0.00072089i,0.0015441+1.6016e-05i,0.0010388-0.00080427i,0.00066294-0.00028534i,0.00025829+0.0009246i,0.0005931+0.0017385i,0.0012609+0.0011261i,0.0018435+4.7456e-05i,0.001865-0.00057674i
-0.0059068-0.0012069i,-0.0058221-0.0034516i,-0.0048994-0.0054812i,-0.0024903-0.0053584i,-0.00050101-0.0036025i,-0.0013149-0.00045805i,-0.003787+0.0031071i,-0.0057581+0.0053971i,-0.0045217+0.0053873i,-0.00035739+0.0036064i,0.0013074+0.0021926i,-0.00075116+0.0027413i,-0.0017964+0.0040735i,9.6956e-05+0.0042254i,0.0024985+0.0027864i,0.0032189+0.00062453i,0.0026711-0.0013005i,0.0012107-0.00046581i,-0.00083022+0.00046672i,-0.0017058+0.00062302i,-0.0012294+0.00015963i,-0.0014922-0.0004158i,-0.0013412+6.2646e-05i
-1.0966e-05-0.0014237i,0.00039752+0.00019068i,0.0023806+0.0026067i,0.0032416+0.00062486i,0.0013023-0.003067i,-0.0008561-0.0040121i,-0.0021234-0.0052799i,-0.003076-0.0076822i,-0.0024881-0.007463i,-0.0010817-0.0052563i,-0.00011568-0.0043764i,-3.7699e-05-0.0037878i,0.00033719-0.0019298i,0.00066054+0.0001497i,0.00070099+0.00047179i,0.00076717+0.00030435i,0.0011155+0.0012339i,0.0014101+0.0017605i,0.0011852+0.0021349i,0.00073267+0.0020647i,0.00052328+0.0014735i,-4.1216e-05+0.00059128i,1.1321e-06-0.00044283i
