-0.002478-0.00050498i,-0.0008702+6.9389e-05i,-0.00040617-0.0010565i,-0.00027159-0.00092014i,0.00016562+0.0005638i,0.0010088+0.00023281i,0.0013759-0.00014266i,0.001122-0.00057579i,0.00054884-0.00062607i,-0.00017238-0.00025523i,-0.00027085+0.00012268i,7.2564e-05-0.00029674i,-0.00031568-0.0010626i,-0.0010266-0.0010434i,-0.0010436-9.8149e-05i,-0.00038858+0.00041737i,-0.00024196+0.00027798i,-0.00032875+0.00012756i,5.92e-05-0.00016598i,0.00014218-0.00079044i,0.00052344-0.0013631i,0.0005537-0.00094128i,0.00033716-0.00029609i
-0.0029809+0.00062148i,-0.002444+0.00067374i,-0.0015373+0.0011212i,-0.0010881-7.5851e-05i,-0.00053537-0.0007852i,0.0010125-0.0011529i,0.00057686-0.0019406i,-0.0017096-0.0017328i,-0.0028337+0.00017526i,-0.0018084+0.0011956i,-0.00048166+0.00074209i,-0.00056671+0.00067105i,-0.00077029+0.00010805i,0.00020713-0.00083468i,0.00026148-0.00067684i,-0.00067155-0.00048807i,-0.0013212-0.00070135i,-0.0012072-0.00070551i,-0.0012833-2.178e-05i,-0.0011622+0.0002245i,-0.00081571-7.6387e-05i,-0.00086277+0.00028275i,-0.00065674+0.00025517i
-0.00099599+0.00096208i,-0.00014225+0.0013523i,-0.000574+0.00064023i,-0.00013977-0.00098268i,0.00061095-0.0018718i,0.00031742-0.0013825i,-0.00034698-0.0019804i,-0.0014033-0.0022607i,-0.0014299-0.00094763i,-0.0011247-6.3447e-05i,-0.00028698+8.2663e-05i,-8.3766e-06+0.00052636i,-0.00096485+0.00062818i,-0.0010745+0.00027898i,-0.0010715+0.00015494i,-0.0007741-8.2162e-05i,-0.0003397-0.00065241i,0.00015429-0.00072435i,0.0006642-0.00069318i,0.00073432-0.00036288i,0.00043436+0.00042644i,9.1487e-05+0.00026935i,-0.00022459+0.00023124i
0.00032949-7.7601e-05i,0.00038599+0.00045569i,0.00068701-0.00028803i,0.00024561-0.001802i,-3.0978e-05-0.0017102i,0.00068889-0.0015906i,0.0013915-0.0021634i,1.1616e-05-0.0020784i,-0.0013638-0.00062822i,-0.00033577+7.5184e-05i,-0.00013733-0.00041455i,-0.00054715-0.00053979i,-0.00069803+8.6697e-06i,-0.0014681+0.00063343i,-0.001419+0.0011132i,-0.00064893+0.0015067i,-0.00037759+0.00086029i,-0.0007259-0.00069013i,-0.0010598-0.00085666i,-0.000895-0.00035934i,-0.00073658-0.00073582i,1.237e-05-0.00053536i,0.00046881-0.00021096i
0.0022026-0.0040747i,0.00058078-0.0032233i,-0.0016775-0.0039664i,-0.0042533-0.0037413i,-0.0051199-0.0020765i,-0.0029443-5.6691e-06i,-0.00081186+0.00049921i,-0.00053136-0.00041985i,-0.0012917-0.00028412i,-0.0015278+0.00018516i,-0.0006234+0.00077364i,0.00026668+0.0012936i,0.0003088+0.00093038i,0.00030426+0.0014087i,0.0005176+0.0014175i,0.00071441+0.00063216i,0.00080036+0.00048507i,0.00034573+0.00036317i,-6.2688e-05+0.00019904i,-2.0967e-05-3.1832e-06i,0.00019588+0.00017455i,0.00044747+0.00081087i,-1.9584e-05+0.00062808i
-0.00012612-0.0002149i,0.00059082-0.00035294i,0.00033746-0.0012581i,-0.00070846-0.0025672i,-0.0011392-0.0026275i,-0.00046474-0.0010166i,-0.00081761-0.00099551i,-0.0017836-0.0011375i,-0.0013294+0.00017862i,0.00013708+0.00073081i,0.00047829+0.00027245i,0.0005517-6.5417e-06i,0.00035724+0.00067533i,0.00025969+0.00028567i,3.1633e-05-0.00061357i,-0.00031613+0.00029322i,-0.00052058+0.0011083i,-0.0010222+0.00048636i,-0.0011118-0.00037566i,-0.00062683-3.6658e-05i,-0.00041236+0.0010775i,-0.00063803+0.00077643i,-0.00052573+2.7416e-05i
-0.00072703+0.0011994i,8.6853e-05-0.00014476i,0.0011516-0.0015691i,0.00083098-0.0021301i,0.00071021-0.0013983i,0.00087621-0.0010996i,0.00081982-0.0013435i,2.48e-05-0.0008852i,-0.00047779+3.5969e-05i,-0.00011635+0.00049929i,0.00029183-0.0002565i,-0.00012688-0.00089266i,-0.00060856-0.00075063i,-0.00026122-0.00055702i,0.00022826+0.00013793i,-0.00033467+0.00081935i,-0.00066435+0.00098519i,-0.00071574+0.0010319i,-0.00026604+5.6529e-05i,0.00062883-0.0010065i,1.0543e-05-0.00021547i,-0.00060796+0.00042222i,-0.00025987+0.00025815i
0.0014616-0.00042718i,0.0002161-0.0014073i,-0.00094241-0.002496i,-0.0016844-0.002421i,-0.0016133-0.0014284i,-0.00043527-0.00079772i,-0.0001418-0.0016057i,-0.00060511-0.0023145i,-0.0013033-0.00092634i,-0.0010904+0.00056299i,-0.00018761+0.00052701i,-9.9343e-05+0.0002321i,0.00027953+0.00061696i,0.00088688+0.00076852i,0.00085425+0.00080295i,6.8064e-05+0.0010896i,-0.00052185+0.0010196i,-0.00061721-0.0001732i,-0.00019829-0.00038193i,9.2118e-05+0.00037673i,0.00021316+0.00053395i,0.0003738+0.00041174i,0.0004705+0.00014498i
-0.001553-0.00021001i,-0.00075844+0.0004593i,0.00020034+0.00044697i,0.00069883+7.7494e-06i,0.0015175-0.00065543i,0.0023479-0.0016116i,0.0013725-0.0024214i,-0.0011845-0.0020458i,-0.0019925-0.00073323i,-0.0010584-0.00019768i,-0.00016069-4.9584e-05i,0.00059658+0.00041861i,0.00063853-0.00036355i,0.00055017-0.0011774i,0.00087281-0.00039851i,0.001323+0.00016145i,0.0011242+0.0003385i,0.00097942-0.00045753i,0.00096001-0.0011333i,-0.0001571-0.00058211i,-0.00082144+3.7714e-05i,-0.0011806+0.00030078i,-0.00050006+0.00057314i
-0.0027202+0.0011813i,-0.0015867+0.0013501i,-0.0016768+0.0011221i,-0.0022553+0.00025553i,-0.0013783-0.00026534i,0.0001105-0.00039166i,-0.00044786-0.001258i,-0.0020543-0.001168i,-0.0022853+0.00013738i,-0.0014291+0.000877i,0.00035843+0.00016075i,0.00066812-0.00099544i,0.00058377-0.00096768i,0.0005977-0.00019807i,-0.00015335+0.00020898i,-0.00097877-6.1567e-05i,-0.0009938-0.00050062i,-0.00020435-0.00039765i,0.00031744+0.00052836i,0.00058311+0.00078814i,0.00032853+0.00025561i,-0.00057999+1.2143e-05i,-0.00054577-2.1138e-05i
-0.00033374+0.00061807i,0.00059359+0.0005001i,0.00054203-0.00051452i,0.0002468-0.002176i,-3.2962e-05-0.001912i,8.2026e-05-0.0011982i,-0.00018335-0.0010974i,-0.00102-0.0012321i,-0.00096064-0.00051613i,0.00025266-0.00062661i,4.6877e-06-0.00022709i,-0.00083883+0.00035774i,-0.00057848-8.154e-05i,-0.00044611-7.6575e-05i,-0.00062823-0.00011967i,-0.00039358-0.00061402i,0.0004454-0.00028583i,0.0005413+0.00052774i,0.00021129+0.00096159i,-0.00032367+0.0013445i,-0.00022007+0.00068098i,0.00060858-9.3329e-05i,0.00035541+6.7858e-06i
-0.0021943+0.0015033i,-0.00082267+0.002004i,-0.00021649+0.0023247i,-0.00059259+0.00058108i,0.0005724-0.001521i,0.0023164-0.0024474i,0.0015234-0.0031115i,-0.00037568-0.0017647i,-0.0010896+0.00021411i,-0.00012683+0.0012077i,0.00057948+0.0008282i,0.00090109-9.9959e-06i,-0.00015007-0.00071601i,-0.0010892-0.00060031i,-2.2485e-05-1.9825e-05i,0.00077802+0.00018462i,-0.00016479+0.0001412i,-0.00030085+0.00077931i,0.0001027+0.0012362i,-5.3693e-05+0.0010883i,0.00031453+0.00084828i,0.00073218+0.00034301i,0.00025244-0.00010569i
0.0010067-0.00080213i,0.00011147-0.00061555i,-0.00048248-0.0012103i,-0.0010888-0.0018445i,-0.00070474-0.0024096i,0.00045773-0.0022948i,0.00086905-0.0020913i,-7.0165e-05-0.0026307i,-0.0011182-0.0018731i,-0.0014433-0.00026912i,-0.001714-8.1731e-05i,-0.001648-0.00038015i,-0.00021648+0.00034663i,8.7549e-05+0.00036105i,-0.0003884-0.0001856i,0.00019565-0.00021995i,-1.7788e-05-0.00062729i,-0.00039542-0.0010476i,2.444e-05-0.00069735i,-2.4175e-05-0.0003003i,-0.00083828+0.00012335i,-0.0012732+0.00037303i,-0.00032067+0.00061933i
-0.0014028-0.00094196i,-0.0014483-0.00048433i,-0.0026467-0.00028562i,-0.0031068-0.00050245i,-0.0014877-0.00087008i,0.0002217-0.00040159i,-0.00013787-0.00098334i,-0.001613-0.0018088i,-0.0020263-0.00061298i,-0.00093604+0.00038056i,-0.00033355+0.00032466i,-6.7228e-06-0.00016731i,0.00017798-0.00043686i,0.00034235+1.3843e-05i,0.00030754+0.00013801i,7.6887e-06+2.0616e-05i,8.9059e-06-0.00044112i,-0.00092071-0.00058911i,-0.0019752-0.00025802i,-0.0016641-0.00019275i,-0.00079035-0.00084i,-0.00060249-0.0014178i,-0.00052289-0.00088084i
7.7829e-05-0.0010907i,-0.00095543-0.00087853i,-0.0012319-0.0010807i,-0.0022334-0.0013756i,-0.0027318-0.00074177i,-0.0014364+3.9883e-05i,-0.00016669-0.00049476i,-0.0002935-0.00096173i,-0.0011744-0.00020212i,-0.001189+0.00068456i,-0.0011974+0.00053187i,-0.00099597+0.00031943i,-0.00039405+0.00026918i,-6.3723e-05+0.00034856i,2.3459e-05+0.00011944i,-0.00024143+1.396e-05i,-0.00047633+2.8413e-05i,-8.8524e-05+0.00034115i,3.7849e-06+0.00081682i,-0.00066803+5.9769e-05i,-0.00040485-0.00011748i,0.00056303+3.9094e-05i,0.00017997-0.00057126i
0.00085158+0.0015609i,0.0014222+0.0008187i,0.0014714-6.1998e-05i,0.00090387-0.0020069i,0.0012335-0.0028588i,0.0012448-0.0023694i,-0.00023063-0.0023446i,-0.001621-0.0018609i,-0.0014722-0.00053793i,-0.00012855+0.00033372i,0.00017077+0.00045986i,-0.00049853-2.8142e-05i,-0.00075062-1.5007e-05i,-0.00058957+0.00086016i,-0.00053789+0.0011218i,-0.00046787+0.00058022i,-0.00018724+0.00067767i,-0.00032945+0.00036093i,-0.0010894-0.00038021i,-0.00051163+0.00010994i,0.00016766+0.00053996i,-0.00023595+0.0002937i,-0.00057509-6.4152e-05i
-0.0007476+0.0015928i,-0.0001895+0.0009427i,0.00013297+7.9035e-05i,-0.00061448-0.00064589i,-0.00044605-0.001475i,0.00048995-0.0020405i,2.1747e-05-0.0016383i,-0.0014617-0.0010944i,-0.0015133+0.0001696i,-0.00055249+0.00084711i,0.00020455+0.00069372i,0.00039993+0.00059145i,0.00063631+0.00056612i,0.00025437+0.00042906i,-0.00050464+0.00054304i,-0.00054199+0.0013149i,-4.5072e-05+0.0015961i,2.0244e-05+0.00067101i,-0.00026075+0.00031025i,-0.00035209+0.00025301i,2.7625e-05-0.00037826i,0.00042871-0.00028218i,-0.00017396+6.4364e-06i
-0.0014311+0.0021159i,-0.00043935+0.0021929i,-0.00056506+0.0019222i,0.00021349+0.0009697i,0.0016258-7.8761e-05i,0.0038989-0.00077586i,0.0027688-0.0020169i,-0.0012689-0.0020537i,-0.0028099-0.00052789i,-0.0012681+0.00059624i,6.0214e-05+0.00034787i,-0.00011202-0.00041741i,-0.00011705-0.00039208i,0.00073664+0.00039713i,8.8199e-05+0.00028624i,-0.0010181-0.00026013i,-0.00092465+0.00026031i,-0.00062076+0.00033053i,-0.0012069+0.00029283i,-0.0010034-7.8964e-05i,-0.00050124-0.00060469i,-0.00073495-0.00049112i,-0.00058128-0.0001332i
0.0012794+0.001485i,0.001621+0.00025592i,0.0017005-0.0014733i,0.00043418-0.0018664i,-0.0013199-0.0018818i,-0.0023406-0.0019251i,-0.0015452-0.0023311i,-0.0012315-0.0020109i,-0.0010346-0.00059005i,-0.00014189-0.00026355i,0.00065695-0.0003329i,1.1179e-05+0.000547i,-0.0010085+0.0007298i,-0.0006811+0.00089372i,0.00015655+0.0014369i,0.00048562+0.00122i,-0.00029289+0.0008805i,-0.00080039+0.00043637i,-0.001+6.8288e-05i,-0.0017478+6.6829e-05i,-0.0016464-5.2532e-05i,-0.000275-0.00028254i,0.00066441+0.00033072i
0.00061183-0.0011486i,-0.0001651-0.0014338i,-0.00075474-0.0030905i,-0.0019671-0.0043774i,-0.0021978-0.0041867i,-0.0013333-0.0022044i,-0.0007085-0.0010767i,-0.00077966-0.00064027i,-0.0008465-8.4481e-05i,-0.00080602+0.00045507i,-0.00084879-0.00024092i,-0.00087161-0.0005396i,-0.00052824+0.00060771i,0.00013639+0.0013668i,0.00083816+0.00064802i,0.00124-0.00017463i,0.00058782+0.0001633i,-0.00026495+0.00010809i,-0.00063726-0.00037123i,-0.00051869-0.00063697i,-0.00047135-0.00041443i,-0.00021276+0.00017022i,-0.00017654-0.00019306i
0.0015712+0.0005003i,0.00031968-0.0011824i,0.00026703-0.0020609i,-0.00021888-0.0018346i,-0.0015512-0.0013774i,-0.00056404-0.0010092i,0.00040437-0.0019597i,-0.0010125-0.0029713i,-0.0022788-0.0014295i,-0.0012859-0.00019827i,4.7731e-05-0.00057065i,0.00040572-0.00069793i,-0.00028731-0.00024793i,-0.0014748+0.00066976i,-0.0017227+0.00086561i,-0.0012296+0.00040971i,-5.2181e-05+0.00035374i,5.8477e-05+0.00051376i,4.6155e-05+0.00027781i,0.0008075-0.00043481i,0.0001543-0.00098529i,8.7713e-05-0.00080288i,0.00031667-0.0004497i
-0.0014907+0.0016149i,-0.0008625+0.00033191i,-4.1711e-05-0.00067106i,0.00032413-0.0010604i,0.00068514-0.0017395i,0.001158-0.0024192i,0.00027584-0.002751i,-0.0016483-0.0020623i,-0.0022239-7.9989e-05i,-0.0010308+0.00086817i,-0.00012793+0.00093268i,-0.00029304+9.8894e-05i,-0.00016967-0.00068247i,-0.00037427-0.00066622i,-0.00026916-0.00040734i,0.00038686-3.4433e-05i,-7.7133e-05-3.3173e-05i,-0.00078968+0.0001108i,-0.00078352+3.2572e-05i,-0.00068887-0.0006545i,-0.00099544-0.00055225i,-0.0011387+5.9618e-05i,-0.00059219+0.00036063i
