0.00062495+0.00062003i,0.00018372-0.00048689i,0.00017748-0.0026462i,0.00014938-0.0048044i,-0.0014138-0.0045353i,-0.0029007-0.0016309i,-0.0027236+0.001283i,-0.0008291+0.0016755i,6.9849e-05+0.00060666i,0.00044166+0.00023322i,4.5739e-06-0.00018563i,-0.0012368-0.00021619i,-0.0012624+0.00020978i,-0.00030145-5.3243e-05i,-0.00024786+0.00047109i,-0.00026426+0.001023i,0.00051816+0.00054248i,0.00056325+0.00025354i,0.00053103-0.0004213i,0.0005735-0.00062756i,0.00036358+7.9825e-05i,-0.00019935+0.00092106i,-0.00038515+0.0009113i
-0.021733+0.048126i,-0.059417+0.2309i,-0.049396+0.50023i,-0.08513+0.51389i,-0.27344+0.1613i,-0.42563-0.037719i,-0.31398+0.12671i,-0.05501+0.17596i,0.074578+0.0099945i,0.033195-0.056944i,-0.02352+0.0020768i,0.0032051+0.03751i,0.084516+0.0025926i,0.14927-0.061966i,0.15449-0.11564i,0.10575-0.13074i,0.060349-0.10618i,0.035705-0.085601i,0.004958-0.084784i,-0.028911-0.060514i,-0.030876-0.0033125i,0.011031+0.03308i,0.05878+0.023679i
0.083767-0.041319i,0.20115-0.1638i,0.31489-0.5445i,0.23056-0.99504i,-0.06055-1.03i,-0.23508-0.55138i,-0.1189-0.0041634i,0.051901+0.26693i,0.109+0.27053i,0.073133+0.12135i,-0.0087999-0.012794i,-0.048234-0.024654i,-0.03882-0.0038977i,-0.053064-0.0018645i,-0.051067+0.0017299i,-0.017951-0.020835i,-0.010496-0.03255i,-0.011815+0.015378i,0.0040738+0.074386i,0.019781+0.089624i,0.026948+0.069708i,0.042629+0.032888i,0.05711-0.011157i
0.029394-0.013252i,-0.13613-0.013683i,-0.53851+0.12616i,-1.0514+0.49091i,-1.2655+0.85273i,-0.96285+0.92021i,-0.47575+0.68473i,-0.18408+0.38371i,-0.06808+0.20217i,0.019303+0.11338i,0.062597+0.01831i,0.015319-0.047081i,-0.0071238-0.02415i,0.03511-0.0094562i,0.044719-0.030946i,0.024825-0.020455i,0.011511+0.014056i,-0.00099205+0.055047i,-0.0051172+0.089757i,0.0076868+0.10229i,0.033519+0.087047i,0.042414+0.049185i,0.030877+0.015767i
-0.012373+0.024319i,0.020712+0.10493i,0.13674+0.3087i,0.32229+0.59279i,0.4246+0.75504i,0.40377+0.59045i,0.25612+0.2545i,-0.0026945+0.067416i,-0.18191+0.094272i,-0.15164+0.16386i,-0.054569+0.14446i,-0.025493+0.096483i,0.0087765+0.090731i,0.070613+0.07141i,0.08092+0.02046i,0.047128-0.018965i,0.027766-0.046369i,0.037641-0.08503i,0.059336-0.11829i,0.086132-0.10287i,0.1069-0.068365i,0.090709-0.05548i,0.054526-0.041801i
-0.029375-0.0011511i,-0.018166-0.019846i,-0.024322-0.11324i,-0.12442-0.2996i,-0.32746-0.42535i,-0.43389-0.30475i,-0.28592-0.10193i,-0.12903-0.078275i,-0.17442-0.1173i,-0.24812-0.058731i,-0.19218+0.0066977i,-0.094492+0.010433i,-0.063312-0.01245i,-0.083802-0.024666i,-0.10093-0.0075729i,-0.091354+0.026291i,-0.066451+0.045627i,-0.04487+0.047412i,-0.026522+0.040453i,-0.0098272+0.0091653i,-0.0057045-0.036965i,-0.013567-0.052191i,-0.011913-0.030175i
0.0069843-0.018749i,-0.014541-0.065316i,-0.1055-0.2078i,-0.30065-0.38463i,-0.4688-0.4195i,-0.36016-0.22945i,0.020062-0.016101i,0.35886+0.0088935i,0.43537-0.063883i,0.31083-0.10183i,0.15375-0.10676i,0.071732-0.088397i,0.067612-0.074719i,0.073734-0.067851i,0.063927-0.045927i,0.041635-0.0099813i,0.012322+0.037626i,-0.0074447+0.079658i,-0.018255+0.084778i,-0.024571+0.050842i,-0.030116+0.019223i,-0.025628+0.015811i,-0.0075552+0.012688i
-0.01621+0.013974i,-0.071597+0.075852i,-0.14578+0.21956i,-0.15193+0.36471i,-0.054911+0.35508i,0.020441+0.20738i,-0.010616+0.07372i,-0.056401+0.043448i,-0.020184+0.092691i,0.048305+0.10484i,0.040912+0.054009i,-0.014902+0.02111i,-0.03227+0.017943i,-0.024382+0.0091023i,-0.008961-0.0078368i,0.023615-0.037908i,0.044807-0.063295i,0.053178-0.067462i,0.063751-0.063249i,0.065068-0.049532i,0.055482-0.027859i,0.043842-0.017236i,0.034045-0.018367i
0.032387-0.0017345i,0.13185-0.0070964i,0.29534-0.042002i,0.38061-0.068727i,0.26927+0.021961i,0.10049+0.17252i,-0.034434+0.2069i,-0.23255+0.13899i,-0.39974+0.12274i,-0.34135+0.1647i,-0.16105+0.1485i,-0.058137+0.086073i,-0.047123+0.045225i,-0.064523+0.026451i,-0.075279+0.018498i,-0.066062+0.022585i,-0.032897+0.021095i,0.0019197+1.3689e-05i,0.0049832-0.015248i,-0.016619-0.0082772i,-0.03037-0.00095324i,-0.032794-0.0071479i,-0.035035-0.012538i
-0.022499-0.028373i,-0.11475-0.076136i,-0.30614-0.10799i,-0.46298-0.025951i,-0.38423+0.1067i,-0.13162+0.094486i,0.041951-0.028218i,0.11654-0.068306i,0.18405-0.080036i,0.17444-0.11855i,0.11058-0.092769i,0.077219-0.048635i,0.062782-0.022297i,0.072104+0.0067939i,0.078665+0.010505i,0.04986+0.00057476i,0.016907-0.0018464i,-0.010405-0.00024369i,-0.029423+0.0069264i,-0.023998+0.013334i,-0.0087277+0.022851i,0.0059839+0.037786i,0.016696+0.036348i
-0.0118+0.034591i,-0.0046925+0.14413i,0.057195+0.38441i,0.19637+0.62052i,0.26732+0.60685i,0.14796+0.38552i,0.04264+0.2452i,0.13749+0.18261i,0.24038+0.074641i,0.19021+0.0033807i,0.094326-0.0097889i,0.026225-0.011591i,-0.010809+0.006724i,-0.00925+0.025756i,6.5051e-06+0.016069i,0.00042407-0.014283i,-0.012971-0.044808i,-0.037432-0.044718i,-0.03669-0.018955i,-0.0066682-0.003007i,0.018139-0.0029042i,0.024454-0.0025122i,0.025958+0.0073533i
0.016249-0.0029405i,0.090249-0.041924i,0.24308-0.18733i,0.33765-0.4392i,0.22143-0.54713i,0.096198-0.32296i,0.12895-0.075254i,0.054856-0.022721i,-0.15178+0.043096i,-0.20173+0.12295i,-0.1327+0.08143i,-0.087609+0.025989i,-0.039178+0.00797i,-0.016534-0.021028i,-0.02948-0.019064i,-0.034557+0.01566i,-0.027937+0.039613i,-0.0044944+0.040232i,0.018042+0.020055i,0.015991+0.0018425i,0.010149-0.012348i,-0.00023858-0.035297i,-0.019513-0.043828i
0.0011003-0.010308i,-0.023526-0.090367i,-0.15523-0.29636i,-0.42584-0.52066i,-0.62949-0.54238i,-0.57637-0.40215i,-0.41783-0.30272i,-0.32064-0.22771i,-0.21322-0.11029i,-0.0802-0.050277i,-0.019195-0.047411i,0.0003455-0.028708i,0.020256-0.029435i,0.012187-0.041416i,-0.003665-0.028841i,-0.0058204+0.0017496i,0.001854+0.046867i,0.024524+0.076725i,0.044459+0.065296i,0.043255+0.031319i,0.028924+0.0059327i,0.022294+0.005785i,0.024431+0.0083236i
-0.018877+0.0041958i,-0.087259+0.033528i,-0.23253+0.16432i,-0.31445+0.37078i,-0.19462+0.45471i,-0.025923+0.37399i,0.036226+0.29631i,0.10857+0.21672i,0.19453+0.057464i,0.15931-0.036321i,0.082842-0.0036941i,0.036727+0.024992i,0.0016886+0.035117i,0.0094068+0.047548i,0.034205+0.028605i,0.031647-0.0061303i,0.016157-0.028956i,-0.0070965-0.030682i,-0.031054-0.017294i,-0.038439-0.0061492i,-0.034806+0.0037692i,-0.022064+0.015896i,-0.0014987+0.018697i
0.0080194+0.025111i,0.066396+0.092999i,0.24929+0.24312i,0.52152+0.38961i,0.68568+0.38118i,0.64535+0.20967i,0.48408+0.060188i,0.27761+0.033712i,0.084759+0.071636i,-0.0085698+0.1004i,-0.016248+0.081665i,-0.015197+0.05507i,-0.0054423+0.052251i,0.014657+0.035782i,0.015672+0.011173i,0.013053-0.0025958i,0.017083-0.031061i,0.014357-0.069884i,0.0069334-0.078144i,0.0053451-0.049694i,0.013004-0.023751i,0.012352-0.02941i,-0.0027835-0.041246i
0.0010181-0.0074016i,0.0094412-0.071566i,-0.018206-0.22738i,-0.12472-0.36987i,-0.26253-0.30879i,-0.32144-0.1238i,-0.28511-0.072799i,-0.26472-0.097615i,-0.23303-0.037229i,-0.12487-0.002134i,-0.041316-0.049201i,-0.017086-0.076907i,-0.017649-0.075487i,-0.046975-0.053751i,-0.053313-0.0072662i,-0.014636+0.022975i,0.018694+0.029027i,0.032257+0.028852i,0.038617+0.021028i,0.033622+0.0081449i,0.018881+0.0021691i,0.0069246+0.011175i,0.0046304+0.026455i
-0.0027333+0.014948i,-0.05341+0.034391i,-0.20758+0.074441i,-0.4751+0.11207i,-0.68919+0.13358i,-0.63168+0.18814i,-0.3803+0.22668i,-0.16179+0.17319i,-0.026585+0.086686i,0.042693+0.031647i,0.037358+0.0073131i,-0.010484+0.002135i,-0.042759+0.016963i,-0.025992+0.03366i,0.0002495+0.017352i,-0.016199-0.011245i,-0.050692-0.002788i,-0.060844+0.033607i,-0.052466+0.051042i,-0.04218+0.037336i,-0.029358+0.021022i,-0.012784+0.018369i,0.005774+0.019959i
0.015531-0.0022413i,0.036085-0.0087946i,0.078863-0.0010908i,0.13192+0.012423i,0.14818-0.01532i,0.1071-0.044377i,0.096919+0.037177i,0.16118+0.11002i,0.16788+0.047013i,0.068868-0.0095636i,0.00071599+0.021425i,0.013646+0.060683i,0.053674+0.066014i,0.069963+0.03466i,0.038211-0.0045266i,-0.0078807-0.0091445i,-0.024957-0.002974i,-0.024656-0.01325i,-0.022304-0.01624i,-0.0038801-0.0056665i,0.019404-0.0093981i,0.023483-0.03051i,0.01081-0.049006i
-0.014387+0.011346i,-0.010604+0.03501i,0.055674+0.085699i,0.22491+0.11051i,0.40052+0.046966i,0.43217-0.073852i,0.28395-0.16575i,0.066998-0.15924i,-0.089326-0.06797i,-0.12765+0.0074198i,-0.080675+0.0049089i,-0.02547-0.03528i,0.0043688-0.062767i,0.0075353-0.06329i,0.0061591-0.0356i,0.02802-0.010704i,0.047374-0.009176i,0.051408-0.015198i,0.052419-0.014961i,0.039114-0.0099524i,0.015847-0.0029728i,-0.0008908+0.0066949i,-0.0056591+0.015205i
0.015758-0.00016325i,0.048497-0.01564i,0.10332-0.068179i,0.13719-0.10514i,0.11589-0.044167i,0.054267+0.013745i,-0.0028347-0.027242i,-0.033203-0.05232i,-0.0083725+0.014834i,0.055612+0.061081i,0.057701+0.033734i,-0.0055895+0.011659i,-0.047824+0.014098i,-0.042581+0.013922i,-0.015952+0.014639i,0.0014997+0.023167i,0.012586+0.038565i,0.023557+0.045377i,0.025114+0.029833i,0.017145+0.0076677i,0.0041466+0.0003125i,0.0013887+0.0058448i,0.0092343+0.0087264i
-0.00077434+0.00019015i,-0.040936-0.015251i,-0.16406-0.038301i,-0.36264-0.042065i,-0.4936+0.026595i,-0.41121+0.18417i,-0.17001+0.27148i,0.013249+0.17798i,0.056923+0.030297i,0.041841-0.025556i,0.030561+0.0027572i,0.027798+0.040449i,0.019526+0.054718i,0.0060938+0.051987i,0.00025234+0.038383i,0.0057217+0.015567i,0.0082465-0.010997i,-0.0010422-0.021555i,-0.013837-0.014744i,-0.017403-0.011902i,-0.0083486-0.01101i,0.0016334-0.011769i,0.0002566-0.018428i
0.007974+0.0028686i,0.015669+0.012591i,0.026881+0.033762i,0.015372+0.042658i,-0.034851-0.0045416i,-0.075709-0.069532i,-0.081537-0.061119i,-0.070875-0.024065i,-0.057872-0.030388i,-0.050553-0.049009i,-0.037611-0.055433i,-0.015742-0.058942i,-0.00099595-0.049795i,-0.0041033-0.028365i,-0.016138-0.020189i,-0.031062-0.035347i,-0.050124-0.049977i,-0.053686-0.051848i,-0.037282-0.039078i,-0.019224-0.015138i,-0.0036168+2.2777e-05i,0.0018229+0.0035005i,-0.0032245+0.012852i
-0.0024337-0.0060734i,-0.014101-0.016347i,-0.012704-0.034074i,0.027075-0.066879i,0.082234-0.10562i,0.072676-0.1048i,0.014259-0.069552i,-0.012052-0.028894i,-0.0064893+0.015565i,-0.00080217+0.042946i,-0.0044898+0.029542i,-0.022404+0.0070344i,-0.030473+0.0044812i,-0.013686+0.0063579i,-0.0042894+0.0091648i,-0.010256+0.030178i,-0.0051174+0.054194i,0.003745+0.052188i,0.0052276+0.029342i,0.0091028+0.011516i,0.0086697+0.0012983i,0.00088854-0.0041505i,-0.00048712+0.00098973i
0.0097655+0.010675i,0.022624+0.026634i,0.040152+0.051151i,0.035485+0.084714i,0.014236+0.11805i,0.044176+0.10742i,0.087611+0.056121i,0.068125+0.049273i,0.025339+0.099821i,0.018825+0.11469i,0.032102+0.08083i,0.040138+0.056296i,0.048382+0.041328i,0.053811+0.015361i,0.054955-0.0029762i,0.052479-0.0043689i,0.043832-0.00030582i,0.026733+0.012878i,0.0080224+0.027935i,-0.003052+0.023671i,-0.0084085+0.012323i,-0.0061739+0.011732i,0.0040573+0.0039662i
0.0039066-0.012753i,-0.0096195-0.034546i,-0.052993-0.072104i,-0.13074-0.093902i,-0.2113-0.062379i,-0.25567+0.004467i,-0.23723+0.04588i,-0.19592+0.023035i,-0.1572-0.040518i,-0.11536-0.077927i,-0.078087-0.065831i,-0.037271-0.044362i,-0.005229-0.040269i,-0.004826-0.03931i,-0.018044-0.031836i,-0.021932-0.02335i,-0.022008-0.014076i,-0.014264-0.0016644i,0.0026395+0.0052861i,0.0084276+0.0027026i,0.0094671+0.0029977i,0.022283+0.0033311i,0.030168-0.0044528i
0.0019099+0.0098003i,-0.0090349+0.030862i,-0.027599+0.07316i,-0.044173+0.11509i,-0.025099+0.11145i,0.053435+0.071608i,0.10888+0.022592i,0.083228-0.031608i,0.038694-0.052315i,0.023293-0.031641i,0.011664-0.017928i,-0.023514-0.010432i,-0.054337+0.010476i,-0.058108+0.033901i,-0.043389+0.050677i,-0.0107+0.054126i,0.026991+0.042013i,0.051079+0.015282i,0.051297-0.012899i,0.033861-0.01715i,0.023199-0.01255i,0.01341-0.024883i,-0.0045498-0.029587i
0.0057747-0.0063236i,0.023967-0.0096085i,0.073055-0.0036686i,0.15846+0.014593i,0.22293+0.022798i,0.1966+0.0083029i,0.15837+0.012968i,0.19751+0.053294i,0.21705+0.071876i,0.14725+0.059316i,0.064962+0.049875i,0.021326+0.0417i,0.0064888+0.044161i,0.020975+0.048716i,0.04617+0.021665i,0.046566-0.022493i,0.029868-0.054259i,0.01085-0.064074i,-0.0051654-0.046664i,-0.0030063-0.021914i,-0.0033426-0.013137i,-0.024745-0.0057669i,-0.036332+0.010235i
-0.0016374+0.0026089i,-0.0098444-0.00033888i,-0.030049-0.016887i,-0.083882-0.027497i,-0.15402+0.028005i,-0.15622+0.14181i,-0.090702+0.19634i,-0.062274+0.16714i,-0.076644+0.1323i,-0.068052+0.10415i,-0.039887+0.066059i,-0.0047951+0.033102i,0.034184-0.0024991i,0.045389-0.04464i,0.014965-0.068739i,-0.039509-0.065069i,-0.091672-0.04368i,-0.11546-0.0176i,-0.10002-0.0014515i,-0.067075-0.0026677i,-0.040465-0.0004105i,-0.012254+0.019564i,0.019252+0.026569i
-0.003549-0.0051883i,-0.007432-0.0084626i,-0.034386-0.016596i,-0.08959-0.035446i,-0.15509-0.083161i,-0.20219-0.15055i,-0.22488-0.191i,-0.22899-0.18445i,-0.17926-0.13764i,-0.077375-0.093652i,-0.0031997-0.074535i,0.017965-0.057354i,0.012994-0.052648i,-0.016758-0.051413i,-0.045403-0.010272i,-0.035916+0.051199i,-0.0081558+0.091035i,0.010053+0.10271i,0.014763+0.084595i,0.010926+0.0541i,0.016314+0.03029i,0.032158+0.0038081i,0.030635-0.02215i
-0.0068783-0.0031124i,-0.014038+0.0030074i,-0.014042-0.0015116i,-0.0038113-0.033138i,0.010453-0.07527i,0.030973-0.071126i,0.049771-0.029879i,0.062656-0.027195i,0.047809-0.051432i,0.01794-0.034629i,0.011645-0.0058773i,-0.0045374-0.002773i,-0.038136+0.018905i,-0.038214+0.056903i,0.0024457+0.064928i,0.054618+0.044244i,0.099622+0.015022i,0.12373-0.0044556i,0.11788-0.0075533i,0.090399-0.0061421i,0.054028-0.014573i,0.012425-0.027015i,-0.020877-0.020148i
0.0057601+0.00018055i,0.012612-0.000981i,0.026783+0.011575i,0.071011+0.048651i,0.159+0.088098i,0.25057+0.094906i,0.28355+0.076867i,0.24118+0.072332i,0.16161+0.0707i,0.076764+0.052072i,0.01174+0.042524i,-0.010119+0.04907i,0.001041+0.059091i,0.025574+0.050584i,0.03739+0.0065461i,0.015159-0.041463i,-0.018406-0.064576i,-0.035136-0.072725i,-0.036168-0.069135i,-0.033435-0.052882i,-0.034153-0.027086i,-0.031085+0.0040081i,-0.014276+0.02233i
-0.010835+0.0031275i,-0.014414+0.0099437i,-0.026063+0.027803i,-0.060473+0.063888i,-0.12678+0.1262i,-0.1925+0.16332i,-0.21923+0.12135i,-0.21097+0.052377i,-0.1728+0.019169i,-0.11346-0.0039164i,-0.063853-0.031161i,-0.01985-0.038129i,0.021925-0.044499i,0.029596-0.054831i,0.0018664-0.048515i,-0.031178-0.02855i,-0.056835-0.0010909i,-0.073763+0.019786i,-0.074847+0.023529i,-0.057668+0.022964i,-0.026378+0.025324i,0.0064186+0.021412i,0.022388+0.0086026i
0.0070629-0.0038182i,0.0059897-0.0088785i,-0.019152-0.023802i,-0.08682-0.038646i,-0.16301-0.033861i,-0.15763-0.0024683i,-0.072399+0.029814i,-0.0099312+0.047281i,0.019308+0.062812i,0.051235+0.058158i,0.048368+0.018861i,0.0040648-0.018359i,-0.024894-0.037092i,-0.033329-0.040822i,-0.037135-0.014636i,-0.025596+0.020032i,-0.00092928+0.033302i,0.021686+0.034692i,0.032913+0.030689i,0.036454+0.020639i,0.03631+0.0045398i,0.024797-0.014416i,0.008838-0.019408i
-0.0096838-0.00014071i,-0.018826+0.0022541i,-0.028751-0.0010889i,-0.032031-0.037858i,-0.025892-0.11456i,-0.018307-0.16405i,0.0089579-0.12148i,0.060855-0.060708i,0.065109-0.044959i,0.02212-0.016032i,0.0082165+0.032904i,0.0085379+0.052954i,-0.014116+0.05638i,-0.026557+0.060071i,-0.00667+0.05805i,0.024445+0.049673i,0.045452+0.027599i,0.048936+0.00074263i,0.04027-0.0089309i,0.028508-0.0089807i,0.011213-0.011428i,-0.0067804-0.0069311i,-0.012069+0.0010048i
0.0025321+0.0036394i,0.01612+0.010787i,0.046255+0.023657i,0.099178+0.044969i,0.1527+0.069727i,0.14824+0.086182i,0.054885+0.076453i,-0.061474+0.049724i,-0.11579+0.033722i,-0.10638+0.030621i,-0.065488+0.027347i,-0.01821+0.025301i,0.017475+0.033596i,0.041219+0.037298i,0.055727+0.0082123i,0.050651-0.033913i,0.024931-0.050998i,-0.0013421-0.041967i,-0.012491-0.025828i,-0.014681-0.014865i,-0.013369-0.0044532i,-0.0018225+0.005125i,0.0082642+0.0055023i
-0.0018751-0.0043381i,-0.0066609-0.011833i,-0.012774-0.015045i,-0.012259-0.00085146i,-1.2152e-05+0.026692i,0.014812+0.018935i,0.026114-0.041281i,0.036864-0.084842i,0.060765-0.080057i,0.073163-0.078261i,0.04125-0.076066i,0.01258-0.04663i,0.020073-0.031813i,0.02262-0.046335i,-0.0088055-0.055498i,-0.050626-0.044275i,-0.068466-0.018894i,-0.059916+0.00051988i,-0.042171+0.0032704i,-0.024937+0.0013283i,-0.0092878+0.00072336i,0.0018544-0.004995i,0.0056254-0.01461i
0.0016969+0.0017696i,-0.0030297+0.0086355i,-0.028934+0.016443i,-0.092568+0.033076i,-0.16434+0.06645i,-0.14696+0.10904i,-0.024058+0.11931i,0.07409+0.08818i,0.081424+0.060969i,0.059263+0.047563i,0.047234+0.018327i,0.02665-0.021411i,-0.003651-0.041273i,-0.026649-0.031684i,-0.03485+0.0055388i,-0.023995+0.047657i,-0.0023566+0.063406i,0.013441+0.053789i,0.01976+0.034686i,0.02075+0.01906i,0.015961+0.010231i,0.0016485+0.0057289i,-0.010789+0.004735i
0.0011821-0.0054194i,-0.0033964-0.01138i,-0.0091935-0.024404i,-0.015014-0.049852i,-0.023273-0.07859i,-0.030317-0.069176i,-0.031145+0.00026449i,-0.034042+0.065349i,-0.04874+0.080562i,-0.050563+0.07503i,-0.034278+0.059418i,-0.030728+0.035342i,-0.035678+0.027097i,-0.024588+0.030661i,0.0068816+0.025968i,0.037919+0.009327i,0.048817-0.0079555i,0.042778-0.013407i,0.029616-0.0096879i,0.016166-0.0093763i,0.0072795-0.011764i,0.0043718-0.0056784i,0.0045588+0.0076764i
-0.0038552+0.012851i,0.00015993+0.019616i,0.0086844+0.021017i,0.014307+0.0025639i,0.00071789-0.028637i,-0.052675-0.050049i,-0.14134-0.063779i,-0.20338-0.079323i,-0.18677-0.0806i,-0.12689-0.060483i,-0.071022-0.024178i,-0.023068+0.017513i,0.012299+0.042568i,0.025804+0.037985i,0.02011+0.008583i,0.0042844-0.023285i,-0.011094-0.036936i,-0.018417-0.033293i,-0.019936-0.020636i,-0.02143-0.006832i,-0.018858+0.00013569i,-0.0082808-0.0028284i,0.0026287-0.0076412i
0.00050115-0.0095519i,0.0015239-0.015005i,0.0048302-0.013704i,0.020786+0.0082791i,0.054867+0.040577i,0.10611+0.047562i,0.1577+0.025893i,0.18794+0.000314i,0.17193-0.014818i,0.11726-0.021764i,0.06231-0.027518i,0.030314-0.028465i,0.023573-0.026788i,0.021262-0.024332i,0.0032438-0.017362i,-0.017472-0.0070253i,-0.023032+0.00037546i,-0.018405+0.00035477i,-0.012128-0.0014187i,-0.0047227+0.0047819i,0.0045917+0.012283i,0.0069865+0.012364i,0.0066638+0.0067359i
-0.0064289+0.0077764i,-0.010248+0.016336i,-0.022278+0.027758i,-0.043377+0.034076i,-0.055599+0.037729i,-0.035304+0.039673i,0.021127+0.023941i,0.061996+0.011961i,0.054508+0.01913i,0.030939+0.026685i,0.014316+0.018709i,-0.0019168-0.0049539i,-0.0198-0.026889i,-0.026463-0.029677i,-0.020794-0.0085861i,-0.010525+0.019203i,-0.00091779+0.03264i,0.0038849+0.033404i,0.0089311+0.028605i,0.0162+0.013973i,0.015804-0.0014762i,0.011286-0.0046057i,0.0098535-0.0079835i
0.0026238+0.00054153i,0.0075754-0.0022997i,0.0021243-0.0035775i,-0.024483+0.011223i,-0.061523+0.048383i,-0.08363+0.083198i,-0.12438+0.10353i,-0.18508+0.1207i,-0.1786+0.12868i,-0.10289+0.098669i,-0.045124+0.047891i,-0.02786+0.024383i,-0.023918+0.024835i,-0.018584+0.024787i,-0.00074426+0.021925i,0.019971+0.019529i,0.028031+0.018141i,0.031635+0.013833i,0.033116+0.00049814i,0.02306-0.013851i,0.0087756-0.018337i,0.00058116-0.018644i,-0.010593-0.013864i
-0.0076304-0.0034426i,-0.017216-0.000403i,-0.024203-0.0019905i,-0.022352-0.022967i,-0.022676-0.064577i,-0.02909-0.083652i,0.0054408-0.07998i,0.068699-0.10166i,0.073873-0.12407i,0.03528-0.098289i,0.017051-0.045365i,0.018082-0.0025163i,0.024799+0.024117i,0.028986+0.030344i,0.025401+0.010197i,0.019305-0.021636i,0.0104-0.045211i,-0.0056663-0.053768i,-0.025868-0.044392i,-0.035986-0.023084i,-0.028817-0.0069609i,-0.018321+0.00067174i,-0.0075992+0.013675i
0.0060477+0.0052014i,0.01496+0.0037848i,0.021456-0.0062459i,0.014022-0.018408i,-0.0013344-0.018769i,0.010631-0.012686i,0.039151-0.010926i,0.048702-0.014364i,0.035383-0.01231i,0.018756+0.0070123i,0.015158+0.015229i,0.013432-0.0014593i,0.013704-0.015494i,0.017928-0.02141i,0.0039327-0.028742i,-0.025856-0.032688i,-0.049545-0.022881i,-0.057453+0.0018214i,-0.043294+0.028488i,-0.01689+0.041236i,-0.00067354+0.038368i,0.0061096+0.031466i,0.01722+0.015224i
-0.0036338-0.0026556i,-0.012656-0.0039564i,-0.017136+0.0052427i,0.004561+0.019389i,0.045723+0.017608i,0.047645+0.017292i,0.0065469+0.054332i,-0.020498+0.10845i,-0.0086186+0.12471i,0.0024385+0.083797i,-0.012462+0.035775i,-0.022006+0.01227i,-0.022881-0.0078929i,-0.028952-0.020925i,-0.030576-0.004907i,-0.020896+0.031878i,0.00069656+0.061971i,0.029149+0.065963i,0.04933+0.040035i,0.048986+0.0033282i,0.037253-0.013164i,0.028334-0.015698i,0.0097-0.022601i
0.0015084+0.0071809i,0.0083647+0.013194i,0.0075616+0.012533i,-0.020038+0.015808i,-0.062956+0.048177i,-0.068819+0.064474i,-0.065227+0.012525i,-0.087894-0.052962i,-0.09364-0.070517i,-0.064767-0.057483i,-0.034418-0.039877i,-0.020044-0.01832i,-0.014513+0.0036576i,-0.0077868+0.021356i,0.011184+0.030755i,0.039436+0.023854i,0.061492-0.0001758i,0.06243-0.028603i,0.035275-0.042621i,0.0032432-0.037618i,-0.0086817-0.031393i,-0.014197-0.030422i,-0.022364-0.012882i
-0.008576-0.0084504i,-0.018291-0.0123i,-0.038267-0.0032952i,-0.054557+0.017585i,-0.054119+0.029553i,-0.032242+0.034805i,0.035405+0.028474i,0.091213-0.0034464i,0.07648-0.022505i,0.048384-0.010952i,0.037879-0.0048669i,0.02402-0.0043819i,0.018145+0.0069253i,0.022225+0.0074253i,0.014844-0.013351i,-0.0080201-0.039307i,-0.036812-0.05618i,-0.055354-0.054477i,-0.050844-0.029891i,-0.031133-0.0011139i,-0.02041+0.013284i,-0.019775+0.024725i,-0.0014893+0.032846i
0.00611+0.0088378i,0.011654+0.013955i,0.021603+0.0013458i,0.01138-0.040096i,-0.032777-0.073453i,-0.059948-0.066536i,-0.045924-0.025614i,-0.016791+0.017297i,0.0048312+0.036951i,0.010219+0.04434i,0.013078+0.039351i,0.015849+0.013944i,0.0071495-0.0095404i,-0.0081686-0.011252i,-0.024485+0.00079533i,-0.039265+0.020306i,-0.048913+0.044038i,-0.048282+0.06186i,-0.033583+0.05825i,-0.015448+0.038168i,-0.00099528+0.030903i,0.020457+0.029558i,0.034113+0.0051199i
-0.0011684-0.0086452i,-0.0055696-0.019563i,-0.017141-0.019093i,-0.0091466-0.0021646i,0.029452-0.003974i,0.027177-0.016315i,-0.040173+0.016217i,-0.08782+0.072336i,-0.077817+0.082059i,-0.057547+0.047548i,-0.048047+0.023722i,-0.036147+0.020727i,-0.020412+0.017208i,-0.0014797+0.012377i,0.022067+0.015232i,0.045909+0.022601i,0.067278+0.028859i,0.078056+0.029542i,0.065934+0.020988i,0.042983+0.0080148i,0.033809-0.010428i,0.024878-0.036681i,-0.0040901-0.044513i
-0.0073307+0.0085735i,-0.0059363+0.026089i,0.0079607+0.039818i,0.026318+0.039869i,0.03587+0.050038i,0.072898+0.047183i,0.12045-0.023886i,0.11208-0.11227i,0.057147-0.12763i,0.016668-0.087772i,0.0023821-0.049339i,-5.8892e-05-0.018083i,0.0052925-0.0010974i,0.0097719-0.0085917i,0.011022-0.027769i,0.012677-0.047746i,0.011208-0.070341i,0.0080576-0.086911i,0.0067993-0.079142i,0.0030044-0.056414i,-0.013467-0.040648i,-0.039335-0.021696i,-0.043394+0.0095168i
0.010895-0.0087965i,0.011666-0.025186i,-0.0064344-0.034678i,-0.046418-0.011245i,-0.072887+0.035744i,-0.071257+0.081496i,-0.046525+0.096266i,-0.021324+0.07435i,-0.0033187+0.053237i,0.021362+0.034427i,0.029247+0.0033825i,0.0086308-0.01793i,-0.010161-0.011708i,-0.018861+0.0029152i,-0.030399+0.010098i,-0.046428+0.014313i,-0.064249+0.023269i,-0.075695+0.031866i,-0.063193+0.029314i,-0.036658+0.025286i,-0.016764+0.037172i,0.0057543+0.055064i,0.033712+0.049093i
