0.0008115+9.9248e-05i,0.00049101+0.00020097i,-0.001713-0.00064206i,-0.0022926-0.00021171i,-0.0013989+0.0006103i,-0.00083614+0.0017278i,0.00028958+0.0020891i,0.0010446+0.0015925i,0.00088173+0.00032113i,7.94e-05-0.00074708i,-0.00085226-0.00059846i,-0.0013309-0.00019791i,-0.0014337-0.00043439i,-0.00054315-0.00054081i,0.00020087-0.0001246i,-0.00049148-0.00041198i,-0.00041564-0.00021345i,0.00016051+9.3946e-05i,-0.00022136-0.00042602i,-0.00092787-0.00073911i,-0.0013248-0.0012299i,-0.0012391-0.00042546i,-0.001091+0.000302i
0.16019-0.10979i,0.36872-0.2205i,0.48427-0.33099i,0.35502-0.32878i,0.16392-0.18722i,0.098248-0.050475i,0.073776-0.014099i,0.026092-0.00094105i,0.0015339+0.026531i,0.013684+0.04137i,0.041199+0.036413i,0.059322+0.021188i,0.056853+0.0064343i,0.042114-0.0052477i,0.027779-0.0078644i,0.021361-0.0015845i,0.017934+0.0054284i,0.012192+0.009274i,0.0079259+0.008805i,0.0049278+0.0055495i,0.00077443+0.0052859i,-0.0026883+0.0099804i,-0.0073824+0.018791i
-0.14303+0.14993i,-0.22225+0.27067i,-0.14356+0.32915i,0.0449+0.25378i,0.10977+0.12703i,0.042981+0.072604i,0.0092546+0.066721i,0.018792+0.039939i,0.019178+0.0097122i,0.0062672-0.0054362i,-0.017599-0.010216i,-0.038548-0.0043483i,-0.042844+0.010926i,-0.030254+0.025889i,-0.014938+0.024251i,-0.012198+0.010449i,-0.014916+0.0015343i,-0.0092667+0.00021952i,-0.00057485-0.00049363i,-0.00064136-0.0033911i,-0.0063584-0.0072754i,-0.0085403-0.013256i,-0.0076135-0.02342i
0.031868-0.1373i,-0.021415-0.27054i,-0.17222-0.31777i,-0.27268-0.18827i,-0.19758-0.050036i,-0.080924-0.046277i,-0.044645-0.060026i,-0.017543-0.033306i,0.021838-0.030449i,0.029506-0.041252i,0.025769-0.036028i,0.030338-0.027686i,0.02889-0.031014i,0.013873-0.036492i,0.00040352-0.026899i,-8.3803e-05-0.012552i,0.0036913-0.0062505i,0.00085986-0.00019631i,-0.0050694+0.0065556i,-0.004478+0.0061943i,0.00036487+0.0017676i,0.0038535+0.0019406i,0.0095477+0.008908i
0.084952+0.15707i,0.15919+0.30341i,0.18571+0.33068i,0.11293+0.16895i,0.0067834+0.027625i,-0.014413+0.023791i,0.027687+0.023892i,0.020961-0.0069941i,-0.029182-0.00097046i,-0.050113+0.031119i,-0.043999+0.046971i,-0.036348+0.046884i,-0.018797+0.04691i,0.0057357+0.039013i,0.012505+0.020665i,0.0023551+0.013608i,-0.004956+0.016933i,-0.007482+0.014028i,-0.0078428+0.010765i,-0.0036883+0.012992i,0.00056889+0.0098293i,-0.0039944+0.0026345i,-0.016529+0.00043248i
-0.13204-0.20195i,-0.19302-0.29606i,-0.11833-0.23166i,0.064542-0.067574i,0.15595+0.018519i,0.086+0.037472i,0.0013183+0.059808i,-0.022949+0.05147i,-0.021042+0.017181i,-0.0072901-0.0068293i,0.010316-0.029311i,0.013357-0.04513i,-0.0023518-0.040972i,-0.021236-0.023332i,-0.020886-0.0074542i,-0.0059641-0.0092586i,0.0024492-0.019881i,0.0026382-0.02117i,-0.0027353-0.01745i,-0.010404-0.015007i,-0.0091402-0.0087947i,0.0022825-0.0044874i,0.012977-0.0081911i
0.098234+0.11921i,0.19465+0.13494i,0.2027+0.072515i,0.074935+0.023104i,-0.037748+0.019934i,-0.04058-0.018664i,-0.027155-0.06774i,-0.0073258-0.036131i,0.047192+0.015923i,0.072994+0.019892i,0.046854+0.022789i,0.021897+0.040596i,0.022754+0.034109i,0.023639+0.0081316i,0.013229-0.0040105i,0.0060266+0.00069331i,0.0067021+0.0058896i,0.0077519+0.004601i,0.0086413-0.0022562i,0.0076513-0.006662i,0.0043307-0.0049273i,0.0010229-3.0297e-05i,-0.00071353+0.0077506i
-0.15817+0.048061i,-0.32208+0.076981i,-0.41308+0.032547i,-0.34661-0.079478i,-0.21082-0.13251i,-0.087926-0.060589i,0.017103+0.032644i,0.053217+0.03928i,0.010239+0.0061121i,-0.033792-0.0092259i,-0.038152-0.018017i,-0.028745-0.0244i,-0.025952-0.013101i,-0.017988+0.0061115i,-0.0047211+0.008866i,-0.0045928+0.00025958i,-0.013031-0.0031872i,-0.014185-0.0024482i,-0.01127+0.001118i,-0.0084383+0.0066759i,-0.0037486+0.0093451i,0.00031478+0.0069174i,-0.00018678-0.00052206i
0.2471-0.11307i,0.40487-0.18564i,0.41762-0.14506i,0.31104+0.0031729i,0.19685+0.1204i,0.064926+0.12894i,-0.047135+0.08886i,-0.062696+0.044615i,-0.029973-0.0072025i,-0.011216-0.024804i,0.0060399-0.0082495i,0.024179-0.0039701i,0.022928-0.012669i,0.0062577-0.012873i,-0.0048816-0.0047576i,0.001439+0.0017993i,0.01431+0.0034279i,0.019338+0.0026996i,0.017564-0.0016616i,0.011389-0.009628i,0.00034766-0.011189i,-0.0087953-0.0019758i,-0.0075641+0.005826i
-0.19235+0.069324i,-0.26575+0.20666i,-0.18995+0.33394i,-0.067151+0.322i,-0.020173+0.17801i,0.020218+0.024273i,0.062343-0.066781i,0.044111-0.066296i,0.018404+0.0064369i,0.025956+0.048731i,0.019734+0.028754i,-0.0071763+0.011051i,-0.015192+0.015122i,-0.0041694+0.013039i,-0.0010381+0.0020201i,-0.0077048-0.00071319i,-0.013644+0.0066502i,-0.012831+0.013648i,-0.0031041+0.016452i,0.0075146+0.011952i,0.011415+0.0017717i,0.00793-0.0069608i,0.0012307-0.0088219i
-0.02185-0.11303i,-0.057148-0.27155i,-0.10109-0.40644i,-0.10999-0.41327i,-0.06001-0.29723i,-0.0051773-0.12382i,0.019118+0.018027i,0.020651+0.062195i,-0.00031987+0.032302i,-0.018185+0.0055974i,-0.015434+0.0091391i,-0.0079937+0.018382i,-0.0088976+0.013616i,-0.012237+0.0049156i,-0.0058281+0.0053415i,0.0039332+0.0021161i,0.004815-0.010403i,-0.0010512-0.019076i,-0.0075291-0.018378i,-0.010162-0.0086779i,-0.0056648+0.003493i,0.00019533+0.0086934i,0.0018993+0.0072441i
0.10999+0.26005i,0.21551+0.38033i,0.29154+0.29629i,0.26041+0.089559i,0.10763-0.0052642i,-0.061262-0.0015604i,-0.14424+0.0028242i,-0.1217+0.0072256i,-0.048171-0.002729i,-0.0063424-0.026553i,-0.00010138-0.031304i,0.007383-0.0254i,0.014603-0.01893i,0.011472-0.010261i,0.0036452-0.0069727i,-0.00032508-0.0017217i,0.0011712+0.0063858i,0.0056619+0.0068454i,0.0094981+0.0003425i,0.0070728-0.0057218i,0.00092755-0.0082241i,-0.0044135-0.0078199i,-0.0062591-0.005389i
-0.035357-0.25783i,-0.15829-0.31517i,-0.3093-0.089508i,-0.31401+0.24203i,-0.14509+0.31589i,0.020489+0.16478i,0.090485+0.017189i,0.074759-0.055685i,0.017999-0.037839i,-0.00062275+0.023657i,0.016744+0.040964i,0.021847+0.023189i,0.014845+0.0046055i,0.0079512-0.0085442i,0.0052787-0.012169i,0.0051761-0.013745i,0.00051683-0.016672i,-0.0095946-0.011597i,-0.013522+0.0034577i,-0.005813+0.014138i,0.0026842+0.012978i,0.0066668+0.0071978i,0.0063752+0.0013724i
0.05191+0.039304i,0.10817+0.021415i,0.10602-0.086814i,0.0018638-0.19872i,-0.083738-0.1719i,-0.056278-0.042135i,0.019068+0.059195i,0.06584+0.079059i,0.060244+0.028295i,0.010502-0.02505i,-0.034849-0.03499i,-0.048109-0.025299i,-0.03321-0.014671i,-0.010319-0.0065673i,-0.0035206+0.0024261i,-0.0021171+0.014796i,0.010519+0.01852i,0.025189+0.010329i,0.025326+0.0025806i,0.010819+0.003124i,-0.0013213+0.0072719i,-0.0030565+0.007237i,0.0017107+0.004616i
-0.25522+0.063891i,-0.29788+0.13597i,-0.045828+0.1392i,0.29967+0.01519i,0.34491-0.12137i,0.13041-0.14249i,-0.056482-0.093114i,-0.11689-0.040265i,-0.073641+0.0027898i,0.002393+0.0071623i,0.040337-0.0025048i,0.047923+0.0077249i,0.038236+0.017354i,0.018826+0.018238i,0.0082591+0.010312i,0.001183-0.00075413i,-0.0061172+0.0019593i,-0.0057735+0.012847i,-0.00024166+0.015087i,0.0024056+0.0052387i,-0.00024255-0.0052611i,-0.0023343-0.005465i,-0.00068166+0.00087658i
0.31866+0.038483i,0.40928+0.0026371i,0.18477-0.0039764i,-0.16471+0.12833i,-0.25728+0.27021i,-0.11576+0.21487i,0.017922+0.055528i,0.067366-0.049852i,0.040205-0.072341i,-0.014144-0.030712i,-0.035264+0.011353i,-0.03177+0.021731i,-0.016172+0.019476i,0.003362+0.012112i,0.013822+0.005494i,0.017934+0.0018638i,0.012819-0.0047767i,-0.0046824-0.012871i,-0.02406-0.015895i,-0.027478-0.010491i,-0.01568-0.0061825i,-0.0066259-0.0088462i,-0.0056871-0.012882i
-0.14043-0.03526i,-0.24147-0.059664i,-0.27596-0.10653i,-0.24174-0.1851i,-0.1677-0.21053i,-0.063947-0.09321i,0.0189+0.07733i,0.064473+0.16937i,0.089561+0.1365i,0.084301+0.043944i,0.061061-0.016637i,0.034166-0.038301i,0.0044877-0.032685i,-0.0081068-0.010322i,-0.0081687+0.0018256i,-0.015026+0.0043569i,-0.020548+0.0090906i,-0.012487+0.0132i,0.0021331+0.0087648i,0.0062045-0.00065716i,0.0035115-0.00095246i,0.0061009+0.0054979i,0.0095544+0.0094597i
0.0050999-0.22988i,0.021275-0.27896i,0.14602-0.13181i,0.3644+0.043106i,0.42675+0.05048i,0.22865-0.021027i,0.013374-0.055445i,-0.091607-0.058475i,-0.11808-0.01206i,-0.077791+0.044218i,-0.035531+0.052844i,-0.018178+0.045383i,-0.0049566+0.030096i,-0.0084127+0.0084333i,-0.014328+0.00037983i,-0.0045703-0.0015583i,0.0051163-0.0062483i,0.0054293-0.0082508i,0.0045666-0.0045824i,0.0083388-0.0005044i,0.0051903+0.00038036i,-0.0075478+0.0040101i,-0.015451+0.010531i
-0.11252+0.37301i,-0.077349+0.57305i,-0.020165+0.50441i,-0.077052+0.26746i,-0.18494+0.11538i,-0.1485+0.040644i,-0.018384-0.03721i,0.058608-0.080128i,0.066174-0.085575i,0.0367-0.074722i,0.01544-0.049437i,0.010716-0.019841i,0.0084877+0.0068679i,0.0097071+0.015113i,0.0067616+0.011398i,0.004415+0.010993i,0.011188+0.0079117i,0.020427-0.00010271i,0.020698-0.0084275i,0.010488-0.010918i,0.0055724-0.0083583i,0.0088244-0.010464i,0.010439-0.016078i
0.077861-0.22157i,0.045901-0.39048i,-0.10234-0.44564i,-0.26922-0.33368i,-0.26418-0.11812i,-0.13514+0.082272i,-0.057178+0.18026i,-0.037092+0.18129i,-0.016958+0.14647i,0.0011787+0.10842i,0.0058879+0.073581i,0.003888+0.031265i,-0.0059727-0.0093748i,-0.014895-0.018739i,-0.012431-0.011517i,-0.0077336-0.012668i,-0.01377-0.011676i,-0.024951+0.0024963i,-0.025593+0.01783i,-0.013248+0.019105i,-0.0028014+0.010567i,-0.0022908+0.0065212i,-0.0044625+0.0055613i
0.16521+0.085727i,0.24664+0.098215i,0.26466+0.094049i,0.28958+0.10013i,0.28453+0.067433i,0.16115-0.0080667i,0.014419-0.040932i,-0.061123-0.041702i,-0.095268-0.053926i,-0.097166-0.055289i,-0.066595-0.044674i,-0.032407-0.026756i,-0.0050036-0.0092622i,0.0070267-0.0076961i,0.0036583-0.0084268i,-0.00019677-0.00098769i,0.00023909+0.0043618i,0.0019565-0.00024318i,0.001466-0.0092191i,-0.0014936-0.010307i,-0.0032102-0.0057828i,-0.0037855-0.005375i,-0.0068985-0.0051641i
-0.34516-0.15361i,-0.55303-0.071093i,-0.44652+0.18034i,-0.092081+0.32954i,0.13077+0.22206i,0.14907+0.043062i,0.12014-0.064272i,0.092671-0.095983i,0.07683-0.06535i,0.07769-0.019535i,0.056214+0.0087866i,0.010587+0.02912i,-0.018339+0.042535i,-0.017702+0.040135i,-0.0083623+0.023099i,-0.0044737+0.0049556i,-0.0035665-0.0030298i,-8.131e-05+0.0017281i,0.0046131+0.0079595i,0.0057557+0.0075971i,0.0047605+0.0078223i,0.0052208+0.009603i,0.0068926+0.0095271i
0.26224+0.15237i,0.44447+0.10893i,0.32219-0.13243i,-0.11376-0.35328i,-0.43684-0.30235i,-0.42509-0.089391i,-0.23727+0.061204i,-0.057501+0.097002i,0.019511+0.056799i,-0.005469+0.0080938i,-0.024-0.015901i,0.00058855-0.037533i,0.017044-0.054189i,0.013026-0.045444i,0.007573-0.019106i,0.0079875-0.0009391i,0.0070237-0.0036124i,-0.0017007-0.019647i,-0.011498-0.02667i,-0.014178-0.016337i,-0.0093499-0.0061661i,-0.0016925-0.0056363i,0.0079713-0.010756i
-0.20075+0.065774i,-0.24126+0.082081i,-0.089687+0.034096i,0.13863-0.05033i,0.23149-0.10178i,0.16538-0.086549i,0.039991-0.032805i,-0.041372+0.012161i,-0.029127+0.008457i,0.012759-0.029077i,0.016335-0.033193i,0.0065033+0.0008413i,0.0077994+0.023441i,0.0062994+0.018429i,-0.0045694+0.0019174i,-0.011195-0.0050516i,-0.0039573-0.0011262i,0.012011+0.0060903i,0.024265+0.0096675i,0.021237+0.0030973i,0.0058528-0.00014414i,-0.0039834+0.0072352i,-0.0060142+0.012675i
0.20524-0.23724i,0.17141-0.35936i,-0.009523-0.19435i,-0.089056+0.19748i,0.013493+0.39998i,0.089204+0.28367i,0.10292+0.0971i,0.094229-0.029711i,0.025787-0.04587i,-0.017583+0.022987i,-0.0078337+0.036881i,-0.024409+0.00010222i,-0.050251-0.010753i,-0.043665-0.0045121i,-0.01736-0.0021259i,0.0032189-0.0037132i,0.0071157+5.5155e-05i,0.0029542+0.0073554i,-0.0038022+0.010051i,-0.0069107+0.0087222i,-0.0063532+0.0027239i,-0.011975-0.0059724i,-0.020247-0.0065144i
-0.18558+0.23641i,-0.22438+0.44189i,-0.14412+0.39782i,-0.10832+0.056742i,-0.1748-0.21866i,-0.17285-0.23386i,-0.11107-0.12792i,-0.058764+0.00040578i,0.020247+0.053298i,0.057845+0.0071423i,0.039232-0.0097064i,0.050064+0.010733i,0.070141+0.0067832i,0.060402+5.766e-06i,0.035163+0.0066354i,0.012914+0.013777i,0.0028964+0.014828i,0.0017655+0.011221i,0.0040457+0.0042493i,0.0047552-0.0017249i,0.0079406-0.0019077i,0.015893+0.0025688i,0.022421+0.0062417i
0.066944-0.26848i,0.076754-0.41317i,0.097066-0.3767i,0.14781-0.20334i,0.17582-0.038961i,0.14258+0.053036i,0.079015+0.055028i,0.004151+0.020652i,-0.037645+0.028161i,-0.01466+0.038018i,0.0011287+0.0044463i,-0.020336-0.015873i,-0.029647-0.0014638i,-0.018184+0.010507i,-0.0051858+0.0074777i,0.00076257-0.00040565i,-0.0017592-0.0043942i,-0.0088784-0.0065762i,-0.014207-0.004062i,-0.010314+0.0010936i,-0.007063+0.0021955i,-0.0096106+0.0017435i,-0.0086596-0.00026465i
0.048834+0.2104i,0.18991+0.25089i,0.26652+0.18089i,0.22676+0.14661i,0.17797+0.156i,0.13722+0.11395i,0.09879+0.067958i,0.089612+0.013688i,0.037879-0.062938i,-0.039457-0.053819i,-0.030522+0.0045354i,0.010984+0.0087291i,0.018945-0.011238i,0.014322-0.019324i,0.007621-0.01536i,0.0055501-0.0080712i,0.0080398-0.0094027i,0.012177-0.012135i,0.011467-0.011871i,0.001071-0.0079669i,-0.0026815-0.0030811i,0.0020525-0.0053694i,-0.0014484-0.0088795i
-0.10102-0.11586i,-0.34131-0.10285i,-0.51503+0.020126i,-0.4588+0.10507i,-0.2921+0.073116i,-0.12522+0.022414i,-0.01112-0.020565i,0.0045713-0.030675i,0.013577+0.027328i,0.055292+0.046728i,0.044463+0.017284i,0.012522+0.022947i,0.008842+0.039461i,0.0069549+0.032727i,0.0017019+0.016676i,-0.0028727+0.0073958i,-0.0072564+0.011909i,-0.0072051+0.020434i,-0.0030637+0.01801i,0.0020734+0.0058062i,0.0013625-0.0031422i,-0.0048971-0.003017i,-0.0055792+0.0004946i
0.18162+0.095515i,0.35236+0.052659i,0.36234-0.13426i,0.14151-0.30033i,-0.094079-0.26893i,-0.18632-0.084154i,-0.14486+0.099556i,-0.053158+0.15893i,-0.01742+0.10302i,-0.025847+0.046913i,-0.0064902+0.02495i,0.014987-0.0044448i,-0.0020668-0.026806i,-0.025512-0.016616i,-0.023408+0.0017594i,-0.0093296+0.0033103i,-0.0037285-0.0042709i,-0.00064586-0.0068336i,0.0045409-0.0063008i,0.0061517-0.004753i,0.0051347+0.00037255i,0.0080851+0.0050329i,0.015066+0.0051598i
-0.079409-0.093201i,-0.086721-0.022509i,0.029846+0.16243i,0.20961+0.29439i,0.26048+0.28989i,0.14366+0.20241i,0.0087918+0.093267i,-0.035396+0.017769i,-0.016708-0.030908i,-0.016808-0.05135i,-0.036644-0.026985i,-0.029248+0.012586i,0.0028329+0.026303i,0.022222+0.013365i,0.016981+0.0036702i,0.012659+0.0087967i,0.019144+0.0096302i,0.015601+0.0033331i,0.0027112+0.0016272i,-0.0036801+0.0032176i,-0.0048962+0.0036628i,-0.0073706+0.0031767i,-0.013526-0.00022902i
-0.16364+0.10931i,-0.29732+0.082043i,-0.40554-0.020079i,-0.4265-0.050863i,-0.33772-0.0063072i,-0.16648+0.001658i,-0.0081444-0.024955i,0.05353-0.055727i,0.033808-0.040137i,0.019389+0.012926i,0.019109+0.032522i,-0.0062311+0.027793i,-0.0255+0.030514i,-0.015969+0.021769i,-0.0058103+0.002026i,-0.013119-0.0065991i,-0.028267-0.002638i,-0.029377+0.0040212i,-0.014458+0.0044161i,0.0012752+0.0011272i,0.010232-0.0024521i,0.010551-0.0075627i,0.0097229-0.0071868i
-0.017388+0.0058264i,0.059913+0.054363i,0.15671+0.049072i,0.14229-0.070075i,0.036123-0.15647i,-0.046207-0.093483i,-0.094424+0.010846i,-0.097822+0.084706i,-0.031643+0.081598i,0.0052621-0.00013955i,-0.0083996-0.050088i,-0.0018578-0.053391i,0.0049365-0.051054i,-0.006795-0.031531i,-0.0069255-0.010473i,0.0044354-0.011517i,0.0081865-0.019529i,0.0025946-0.020181i,-0.004747-0.013658i,-0.011571-0.0034592i,-0.016386+0.0065635i,-0.015332+0.014612i,-0.011192+0.019116i
0.11117+0.087661i,0.14716+0.12805i,0.17617+0.16826i,0.24052+0.16752i,0.25036+0.090581i,0.1637+0.0080618i,0.11639+0.0062106i,0.12507+0.01855i,0.085657+0.0035684i,0.038805+0.012022i,0.035116+0.026653i,0.033247+0.025823i,0.021232+0.026247i,0.013693+0.029316i,0.0048894+0.029435i,-0.00036863+0.030431i,0.012194+0.026169i,0.031507+0.010269i,0.033385-0.0084269i,0.019811-0.01779i,0.008917-0.01526i,0.0086063-0.013076i,0.0138-0.015717i
-0.22452-0.37486i,-0.41533-0.49782i,-0.45355-0.35422i,-0.26027-0.055503i,-0.022132+0.098067i,0.055877+0.069472i,0.003646-0.00019185i,-0.064258-0.037279i,-0.085644-0.016163i,-0.058758+0.020645i,-0.038287+0.020682i,-0.042104+0.0099918i,-0.036467+0.0066049i,-0.019993-0.0063488i,-0.0074331-0.019804i,-0.0031248-0.021394i,-0.0081351-0.0099645i,-0.012694+0.012602i,-0.0053482+0.029713i,0.0063275+0.028995i,0.0082554+0.019007i,0.0025986+0.014258i,-0.0049802+0.014239i
0.13762+0.12884i,0.21633+0.163i,0.14995+0.084482i,-0.081197-0.061292i,-0.28139-0.12292i,-0.29736-0.085966i,-0.21296-0.069673i,-0.15332-0.062288i,-0.087288-0.013905i,0.00078924+0.0026428i,0.04174-0.017297i,0.041387-0.013108i,0.031775-0.0047421i,0.0057137-0.003544i,-0.013596+0.0068817i,-0.010163+0.010348i,-0.0084501-0.0002948i,-0.019525-0.0085687i,-0.025906-0.0034877i,-0.022143+0.0031936i,-0.019026-0.00019267i,-0.020946-0.0084496i,-0.020743-0.014044i
-0.090351+0.0092648i,-0.082022+0.10149i,0.026792+0.16333i,0.16731+0.10515i,0.21874+0.029298i,0.15764+0.040411i,0.072734+0.11724i,0.051308+0.15247i,0.048189+0.0822i,-0.0082455+0.006984i,-0.051585+0.010152i,-0.037331+0.02233i,-0.016525+0.0087314i,-0.0069759+0.00059587i,-0.0072557-0.0044692i,-0.010845-0.0049211i,-0.0040145+0.00067768i,0.0062375-0.001558i,0.0050842-0.0093941i,-0.00065866-0.010719i,0.0021628-0.0063073i,0.010422-0.0012443i,0.015828+0.0080417i
0.2875-0.059467i,0.29284-0.33285i,0.05937-0.47721i,-0.16212-0.21784i,-0.12467+0.12145i,0.048489+0.1612i,0.18071+0.019491i,0.2209-0.11608i,0.14604-0.15225i,0.068395-0.076714i,0.048471-0.024433i,0.015047-0.021205i,-0.0055412-0.0034818i,0.015896+0.0039578i,0.031359-0.0060645i,0.020461-0.0080857i,0.0069499+0.00012655i,0.012128+0.006146i,0.021341-0.0024999i,0.014926-0.013057i,0.00051103-0.0083728i,-0.0067061+0.0035805i,-0.007406+0.0080876i
-0.12522+0.060477i,-0.12655+0.19529i,-0.063608+0.25308i,-0.068179+0.12201i,-0.16472-0.025702i,-0.21077-0.027672i,-0.18711+0.036386i,-0.14073+0.11002i,-0.05499+0.14017i,0.0094517+0.08317i,0.012906+0.0070484i,0.0014517-0.033866i,-0.014718-0.03612i,-0.029734-0.0093493i,-0.024751+0.0095192i,-0.011778+0.0013002i,-0.0030899-0.010583i,-0.0032107-0.0032067i,-0.0029817+0.016466i,0.0017249+0.023233i,0.0010205+0.013176i,-0.0060969+0.0039172i,-0.01254-0.0037548i
0.068895+0.18621i,0.04763+0.30423i,0.034096+0.28713i,0.053648+0.097144i,0.029868-0.050018i,-0.032565-0.016201i,-0.050795+0.087687i,-0.05149+0.13151i,-0.042413+0.11602i,-0.011024+0.065862i,0.017191+0.043203i,0.057128+0.057677i,0.081176+0.037118i,0.050462+0.0063444i,0.018281+0.014817i,0.021139+0.023465i,0.021853+0.0036268i,0.0053267-0.021373i,-0.010279-0.029012i,-0.011071-0.021783i,-0.00050397-0.012024i,0.010356-0.0088269i,0.018237-0.0095014i
-0.26923-0.17504i,-0.20746-0.27624i,0.019686-0.3395i,0.19185-0.27032i,0.22497-0.13711i,0.16378-0.072087i,0.087765-0.057628i,0.07292-0.066731i,0.041318-0.086932i,-0.025668-0.033251i,-0.041938+0.032832i,-0.052406+0.032021i,-0.061085+0.026119i,-0.026585+0.011746i,-0.0054299-0.019296i,-0.013948-0.020616i,-0.017183+0.0035341i,-0.0067969+0.020975i,0.0052606+0.017401i,0.0044998+0.0051692i,-0.002603+0.00089377i,-0.0026958+0.0052143i,-0.00075046+0.013354i
0.099392+0.1258i,0.062616+0.20376i,-0.022182+0.30005i,-0.094127+0.33748i,-0.1382+0.2686i,-0.090689+0.1226i,-0.019281-0.075327i,-0.05092-0.18423i,-0.08269-0.11703i,-0.022652-0.047134i,0.016279-0.063343i,0.0050924-0.067428i,0.0043395-0.037548i,0.011861-0.015435i,0.014491-0.012223i,0.0070091-0.012839i,-0.00088731-0.0051739i,-0.0026131+0.0038656i,-0.0079414+0.011687i,-0.0096508+0.01909i,-0.0070457+0.013382i,-0.011262-0.0039992i,-0.016582-0.017305i
-0.33655+0.01366i,-0.49497+0.16508i,-0.43471+0.25451i,-0.19427+0.09719i,-0.068555-0.11885i,-0.12719-0.078484i,-0.13037+0.14839i,-0.021416+0.26314i,0.0642+0.19087i,0.054285+0.074299i,0.0078567+0.038876i,0.0020435+0.058867i,0.017447+0.061745i,0.013318+0.052059i,0.0014424+0.045396i,0.002614+0.033327i,0.014319+0.012142i,0.025658-0.012373i,0.027846-0.030443i,0.020759-0.03216i,0.019509-0.018074i,0.026843-0.0065926i,0.026361-0.0013334i
0.39526-0.2664i,0.48095-0.58039i,0.33991-0.70081i,0.15012-0.42339i,0.1341+6.2687e-05i,0.22376+0.23015i,0.26736+0.24962i,0.22639+0.16873i,0.11046+0.089997i,0.019913+0.076036i,0.021298+0.066599i,0.034977+0.020325i,0.010754-0.017093i,-0.014903-0.017246i,-0.0078795+0.0021663i,0.015909+0.0045399i,0.019855-0.0023721i,0.010538+0.0024337i,0.0066466+0.0040506i,-0.0024649-0.0039261i,-0.021033-0.0044194i,-0.033101+0.0048713i,-0.030414+0.0094552i
-0.32833-0.018753i,-0.40208+0.12049i,-0.27472+0.28705i,-0.09979+0.28427i,-0.06836+0.096078i,-0.15756-0.088006i,-0.25337-0.16102i,-0.27808-0.14802i,-0.21653-0.092325i,-0.11713-0.043942i,-0.048503-0.038043i,-0.034056-0.048786i,-0.037569-0.036143i,-0.032559-0.0091259i,-0.030117+0.0091737i,-0.030867+0.017863i,-0.02875+0.017748i,-0.027095+0.021741i,-0.021784+0.035456i,-0.010593+0.03827i,-0.0059329+0.026607i,-0.0086467+0.019666i,-0.0063749+0.019272i
0.026435+0.058147i,-0.22372+0.11059i,-0.50119+0.20746i,-0.4926+0.25948i,-0.2829+0.16585i,-0.11362+0.011308i,-0.051702-0.04864i,-0.058807+0.0039751i,-0.03843+0.06873i,0.0064405+0.047427i,0.001148+0.0021523i,-0.010181+0.0094854i,0.0096143+0.019741i,0.027317-0.0037919i,0.02944-0.031005i,0.017923-0.036738i,0.0071913-0.029949i,0.0055601-0.026434i,0.0082851-0.022463i,0.011862-0.013369i,0.016188-0.0092254i,0.020388-0.0093906i,0.023702-0.0024123i
-0.1443-0.020272i,0.10261-0.15916i,0.38752-0.45067i,0.34512-0.65962i,0.094963-0.55838i,-0.052736-0.23157i,0.026452+0.058722i,0.21013+0.11757i,0.21451+0.0093997i,0.062442-0.0053682i,0.0064296+0.062364i,0.020256+0.064067i,0.0067853+0.046111i,-0.00077534+0.051159i,6.9645e-05+0.055239i,-0.0033159+0.056609i,-0.0046613+0.052076i,0.0039776+0.036899i,0.017853+0.0051606i,0.014879-0.018233i,0.0082516-0.0064245i,0.022782+0.012429i,0.030548+0.011754i
0.2991-0.1321i,0.28435-0.18007i,0.16536-0.019139i,0.081867+0.26689i,-0.0074345+0.48031i,-0.12211+0.58091i,-0.16427+0.53886i,-0.15907+0.33964i,-0.11999+0.16065i,-0.024334+0.069452i,0.028703-0.001224i,0.0059526-0.021366i,-0.013287-0.0041642i,-0.016504-0.013377i,-0.020953-0.025205i,-0.0097659-0.017554i,0.0058812-0.0064562i,0.0078234+0.0096715i,-0.0029565+0.024829i,-0.018828+0.028989i,-0.033276+0.020741i,-0.045432-0.00036184i,-0.051793-0.01907i
-0.5303-0.040818i,-0.82742+0.088936i,-0.87747+0.28817i,-0.64132+0.38175i,-0.36593+0.22135i,-0.25443-0.089961i,-0.2758-0.27226i,-0.25992-0.1879i,-0.10746-0.038665i,0.0055135-0.042351i,-0.040526-0.060374i,-0.078658+0.017502i,-0.036495+0.071558i,-0.016119+0.070846i,-0.028322+0.057052i,-0.033073+0.038385i,-0.027162+0.029297i,-0.0093891+0.026968i,0.0072674+0.012995i,0.012382+0.00029434i,0.019857-0.00055205i,0.032668-0.0078517i,0.037916-0.023359i
0.4168-0.36376i,0.56006-0.63847i,0.45845-0.77582i,0.19166-0.65475i,0.083525-0.37005i,0.23766-0.099103i,0.45595-0.0070664i,0.45137-0.091123i,0.21951-0.13987i,0.096951-0.088446i,0.14296-0.091762i,0.14564-0.13842i,0.082578-0.12989i,0.037667-0.10299i,0.024422-0.092016i,0.025869-0.078087i,0.02761-0.064847i,0.0067595-0.055134i,-0.01973-0.039538i,-0.020013-0.033574i,-0.014473-0.04741i,-0.018472-0.050303i,-0.021631-0.017155i
