-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
-0.14997+0.13327i,-0.25137+0.21387i,-0.29919+0.19375i,-0.26189+0.092119i,-0.18307-0.0098088i,-0.13733-0.088268i,-0.1474-0.11611i,-0.14029-0.076756i,-0.073938-0.026463i,-0.013169-0.011714i,0.011849-0.01388i,0.021064-0.02213i,0.011164-0.031493i,-0.0073698-0.021605i,-0.01404-0.0029211i,-0.011138+0.0041426i,-0.0080786+0.0035577i,-0.0092858+0.0057334i,-0.012731+0.013032i,-0.014582+0.017846i,-0.015885+0.018831i,-0.014463+0.020274i,-0.005298+0.017867i
0.24046-0.32789i,0.30837-0.55094i,0.28515-0.55731i,0.22979-0.3609i,0.15911-0.15619i,0.078408+0.010039i,0.05725+0.11782i,0.064627+0.1155i,0.036143+0.06915i,0.012989+0.041734i,0.0028438+0.016968i,-0.012976+0.0064567i,-0.013115+0.010278i,-0.0022055+0.0048399i,0.0028684-0.001686i,0.0039814+0.000424i,0.0051992+0.0056216i,0.0077317+0.0068329i,0.0093522+0.0026828i,0.0085959+0.00026585i,0.0095738-0.00095594i,0.012589-0.0071511i,0.0082862-0.014841i
-0.075181+0.30955i,-0.0065786+0.44694i,0.082602+0.37118i,0.09637+0.19932i,0.10212+0.10182i,0.15583+0.01368i,0.16032-0.077264i,0.10156-0.088729i,0.051138-0.051405i,0.022111-0.017791i,0.011331+0.0070087i,0.013267+0.01444i,0.010016+0.012739i,0.0037718+0.012425i,0.0023552+0.0060343i,0.0029354-0.0034768i,0.0066176-0.008418i,0.011909-0.011898i,0.0094374-0.013082i,-0.00029825-0.0083041i,-0.0093821-0.0019366i,-0.017292+0.0029517i,-0.019939+0.0096491i
0.062104-0.021204i,0.016381+0.022536i,-0.082186+0.12001i,-0.14699+0.14723i,-0.17956+0.060475i,-0.23007-0.0033923i,-0.24644+0.026621i,-0.17095+0.057599i,-0.075235+0.026636i,-0.03224-0.014341i,-0.018025-0.023407i,-0.0095731-0.01778i,-0.0057132-0.0082352i,0.0011793+0.0015073i,0.0026494+0.0046116i,-0.0054031+0.0041029i,-0.0146+0.00078046i,-0.01947-0.0016571i,-0.014184+0.000829i,-0.0010251+0.0041922i,0.010366+0.0062268i,0.016248+0.0060217i,0.017399+0.00025367i
-0.29813-0.13155i,-0.42197-0.18341i,-0.34548-0.18797i,-0.15057-0.1327i,0.0011162-0.032116i,0.10069+0.054937i,0.15443+0.057905i,0.12322+0.023972i,0.068609+0.018619i,0.041309+0.018928i,0.022251+0.016122i,0.016192+0.014092i,0.017534+0.002697i,0.011753-0.0066364i,0.0077807-0.0035854i,0.010552+0.0043336i,0.011547+0.0087025i,0.005529+0.0091129i,0.00020084+0.0076688i,-6.8826e-05+0.0029925i,-0.0024311-0.003898i,-0.0083719-0.0086333i,-0.014992-0.0059858i
0.40439-0.014062i,0.57819-0.1042i,0.50588-0.1848i,0.28955-0.19287i,0.13856-0.17509i,0.057445-0.1994i,-0.0057716-0.20586i,-0.035151-0.15412i,-0.038939-0.083376i,-0.026004-0.026271i,-0.0065647-0.0080288i,-0.00055373-0.0082145i,0.0034832-0.0039711i,0.0095037-0.0051226i,0.0092968-0.0078886i,0.0054665-0.0090225i,0.0028269-0.0084165i,0.0039277-0.0043549i,0.0055115-0.0016402i,0.0044757+9.131e-07i,0.0044955+0.0036376i,0.010042+0.010218i,0.02095+0.012959i
-0.16575+0.08348i,-0.20469+0.20657i,-0.15092+0.31186i,-0.094731+0.32227i,-0.10667+0.27063i,-0.12389+0.2477i,-0.085056+0.22471i,-0.030804+0.14902i,-0.0091718+0.065643i,-0.010847+0.021898i,-0.011443+0.010833i,-0.0087225+0.0041811i,-0.011531-0.0059535i,-0.015228-0.0073462i,-0.011429-0.00018288i,-0.0038805+0.0059887i,0.0030566+0.0067971i,0.0084287+0.0051362i,0.0089115+0.0026965i,0.0051973-0.00034499i,0.0022585-0.0039626i,0.0004627-0.010675i,-0.005237-0.016489i
-0.021993+0.15477i,-0.054148+0.20149i,-0.051626+0.12499i,0.002515-0.010953i,0.073243-0.083035i,0.11717-0.10008i,0.10341-0.092998i,0.066795-0.055933i,0.048878-0.029139i,0.034458-0.027193i,0.017707-0.022467i,0.0062915-0.012231i,-0.0022989+0.00068228i,-0.0016582+0.0086293i,0.0048189+0.0022029i,0.0058973-0.0095811i,0.00060528-0.016947i,-0.0033312-0.018051i,-0.0012452-0.01511i,-2.7449e-05-0.010474i,-0.0038807-0.003741i,-0.010411+0.0061582i,-0.01302+0.016813i
-0.070081-0.35427i,-0.12726-0.54735i,-0.17684-0.54012i,-0.19597-0.35156i,-0.18373-0.17421i,-0.17242-0.078503i,-0.15164-0.026883i,-0.11014+0.00377i,-0.060446+0.025394i,-0.0176+0.030717i,-0.0016863+0.020866i,0.00078275+0.014969i,0.0077868+0.0084559i,0.0066031-0.0014787i,-0.0036381-0.0061802i,-0.012993-0.0033651i,-0.016495+0.0028007i,-0.015988+0.0029724i,-0.01498-0.0018343i,-0.013108-0.0045314i,-0.0085208-0.0056058i,0.001377-0.0092146i,0.011107-0.016521i
0.16996+0.21528i,0.2793+0.33456i,0.32639+0.36811i,0.3053+0.30486i,0.24367+0.21199i,0.18221+0.14057i,0.12938+0.088207i,0.074112+0.044075i,0.026878+0.011233i,-0.00022015-0.0024015i,-0.003925-0.0018295i,-0.0017894-0.00035713i,-0.0076541+0.005193i,-0.0093398+0.013807i,-0.0012823+0.017044i,0.0078249+0.015098i,0.010871+0.010995i,0.0069617+0.0090926i,0.003266+0.012272i,0.0041815+0.013895i,0.0039878+0.0099907i,-0.0018796+0.0064294i,-0.0086792+0.0064216i
0.0095022+0.0020616i,0.039729+0.016722i,0.037734-0.022569i,-0.028514-0.092311i,-0.084977-0.11553i,-0.073462-0.10491i,-0.034096-0.086432i,-0.0047348-0.062717i,8.8199e-05-0.044831i,-0.014154-0.024999i,-0.017689-0.0071792i,-0.0058001-0.0021449i,0.011483-0.0039677i,0.020361-0.0093027i,0.012513-0.012677i,0.0026445-0.010417i,0.00067814-0.0053701i,0.0055057+0.0007201i,0.0089456+0.0028914i,0.0064287+0.0024969i,0.006241+0.0050113i,0.012338+0.0094813i,0.017899+0.013836i
-0.23383+0.029642i,-0.42612+0.01786i,-0.49382+0.041248i,-0.35045+0.10365i,-0.14571+0.12024i,-0.03981+0.089253i,-0.015103+0.057046i,-0.00056133+0.03831i,0.021424+0.029079i,0.03925+0.011797i,0.035071-0.0044273i,0.019892-0.011179i,0.0044868-0.018705i,-0.0078035-0.016891i,-0.0077916-0.0039609i,-0.0024984+0.0041952i,0.0010614+0.0012576i,0.0023387-0.0062585i,0.00079499-0.0073058i,-0.00063177-0.002744i,-0.002348-0.0016655i,-0.0074768-0.0082315i,-0.01172-0.016741i
0.17121-0.13354i,0.32991-0.15483i,0.43061-0.13628i,0.36701-0.145i,0.20535-0.14534i,0.084106-0.10298i,0.037359-0.058535i,0.011339-0.026105i,-0.007949-0.0011816i,-0.013793+0.012091i,-0.011735+0.014948i,-0.010095+0.017877i,-0.0067866+0.025109i,0.002402+0.023571i,0.010471+0.011329i,0.010301-0.00093979i,0.0023836-0.00651i,-0.0048253-0.004935i,-0.0030958-0.0030098i,0.0019783-0.0041206i,0.0019196-0.0047169i,-0.0015774-0.00013385i,-0.0050094+0.0069151i
0.04847+0.044294i,0.067204-0.019365i,0.0072147-0.095404i,-0.07936-0.054841i,-0.095003+0.046685i,-0.055673+0.076075i,-0.030088+0.049111i,-0.02119+0.015225i,-0.019028-0.0015722i,-0.011303+0.0052852i,0.0019586+0.0076198i,0.0061198-0.0044147i,0.0021981-0.019489i,-0.0050397-0.025255i,-0.0097245-0.017646i,-0.0084651-0.0062719i,-0.0050315+0.0009387i,-0.0026077+0.0024224i,-0.00076127+0.00057201i,0.0011057-0.00015296i,0.0037328-0.001245i,0.0082846-0.0045255i,0.013657-0.0060794i
-0.092167+0.12896i,-0.20046+0.30547i,-0.21618+0.4292i,-0.088469+0.33968i,0.023394+0.1244i,0.027624-0.0016749i,0.0046885-0.016392i,0.0044386-0.0053432i,0.013459-0.013342i,0.0053937-0.035341i,-0.010833-0.035504i,-0.016601-0.017522i,-0.017758+0.00014445i,-0.014076+0.0097034i,-0.006198+0.0055366i,-0.0014437-0.00068805i,0.0014845+0.00078668i,0.0018643+0.0033885i,-0.0010023+0.0029106i,-0.0018218-0.00012516i,-0.0019479+0.00057609i,-0.0056738+0.0055114i,-0.01108+0.0061907i
-0.0083466-0.085061i,0.094457-0.21792i,0.17895-0.35208i,0.096771-0.33315i,-0.040544-0.16069i,-0.069811-0.023279i,-0.043068+0.011177i,-0.021322+0.015824i,-0.0024601+0.018047i,0.010169+0.018203i,0.018865+0.017714i,0.02865+0.015663i,0.036815+0.011297i,0.032948+0.0055075i,0.017799+0.0017529i,0.005479-0.0010655i,0.0012068-0.0026245i,0.0035378-0.00044819i,0.0052575+0.00097836i,0.0016024-0.00015009i,-0.0012533-0.00055716i,0.0016527+0.00027394i,0.0069081+0.0028178i
0.012618-0.12162i,-0.10738-0.17832i,-0.23827-0.11044i,-0.18232+0.01747i,-0.0095539+0.043352i,0.07059-0.00085886i,0.060985-0.016302i,0.032493-0.010965i,0.0086333+0.00092995i,0.0056345+0.0066459i,0.0045999-0.0043298i,-0.0093639-0.013136i,-0.021207-0.012773i,-0.022025-0.0070405i,-0.012831+0.0013272i,-0.004446+0.0052911i,-0.0034331+0.0030194i,-0.0044867-0.0020612i,-0.0030874-0.0046864i,0.00055311-0.004278i,0.0019485-0.0047513i,-0.00055697-0.0077558i,-0.00079415-0.011418i
0.071181+0.20435i,0.22638+0.40575i,0.36191+0.44442i,0.30025+0.24789i,0.10394+0.050887i,-0.017105-0.011806i,-0.028632-0.021089i,-0.011738-0.025735i,-0.0053349-0.022964i,-0.018244-0.0080318i,-0.025516+0.01625i,-0.01292+0.028167i,0.0018533+0.024426i,0.0080303+0.01357i,0.0056923+0.0048119i,0.0032911+0.0035612i,0.0034446+0.0029123i,4.534e-05+0.0012013i,-0.0045213+0.0023241i,-0.0057682+0.005509i,-0.0031183+0.0069129i,0.0022853+0.0074076i,0.0030179+0.0073682i
-0.023916-0.12655i,-0.10856-0.33471i,-0.21538-0.45005i,-0.21913-0.29565i,-0.10219-0.054725i,0.0029474+0.05482i,0.023588+0.061493i,0.016455+0.042018i,0.011184+0.021346i,0.012302+0.0074474i,0.019139-0.0078347i,0.020432-0.023984i,0.01816-0.03231i,0.015791-0.02869i,0.012919-0.019346i,0.0088706-0.011419i,0.0046804-0.004737i,0.0044763+0.00034114i,0.0072988+0.0026874i,0.0084055+0.0031466i,0.0054498+0.0024891i,0.00029152+0.0011368i,-0.00064883+0.001023i
-0.15019+0.055127i,-0.24367+0.21394i,-0.21678+0.34439i,-0.088982+0.26685i,-0.012129+0.069277i,-0.016943-0.044341i,-0.017914-0.053163i,-0.011571-0.024911i,-0.0045812-0.0021563i,0.0014794-0.0044898i,-0.0085358-0.0063054i,-0.021386+0.0076546i,-0.024147+0.019465i,-0.018984+0.017607i,-0.010246+0.0069003i,-0.0045384+0.00035032i,-0.0020979+0.00039524i,0.00063135-0.00034998i,0.0032551-0.0045509i,0.0032384-0.009035i,0.0016728-0.0082967i,-0.00051063-0.0039033i,-0.0031844-0.003577i
0.24858-0.060526i,0.48809-0.16912i,0.56463-0.26647i,0.36048-0.23091i,0.099189-0.084569i,-0.016569+0.021375i,-0.039932+0.034457i,-0.038971+0.0099185i,-0.030541-0.0083139i,-0.016558-0.00035814i,0.0092042+0.011563i,0.029053+0.0078946i,0.029454+0.00052752i,0.018212-0.0025629i,0.0062035-0.00084629i,0.0021617-0.00075107i,0.00063805-0.0052545i,-0.0040291-0.0066206i,-0.007008-0.0019144i,-0.0049006+0.0023087i,0.00058914+0.0011746i,0.0046721-0.0036255i,0.0040838-0.0033329i
-0.18822+0.0021211i,-0.43174+0.019529i,-0.56763+0.05846i,-0.40665+0.082508i,-0.1183+0.040401i,0.039562-0.017419i,0.06498-0.022758i,0.052549-0.006894i,0.036261+0.00030937i,0.020235-0.0036269i,0.0013702-0.014559i,-0.016638-0.021671i,-0.024145-0.020842i,-0.020238-0.015258i,-0.012558-0.0089356i,-0.0086923-0.00302i,-0.0069641+0.0018987i,-0.0043775+0.0021352i,-0.0026933-0.00036582i,-0.0014908-0.0017155i,-0.0010855+0.00021765i,-0.00069785+0.0050974i,0.0022869+0.0068945i
0.093122+0.13396i,0.24271+0.26148i,0.35174+0.29652i,0.27454+0.18238i,0.085936+0.057411i,-0.029572+0.011254i,-0.038709-0.0063506i,-0.011108-0.0099783i,0.007829-0.0063912i,0.0022569-0.0060521i,-0.0090072+0.0086141i,-0.0031573+0.028507i,0.0088425+0.033535i,0.011893+0.026867i,0.0087821+0.017531i,0.0075092+0.011186i,0.0081293+0.0084825i,0.0066163+0.00682i,0.0016783+0.0042925i,-0.0026967+0.0027265i,-0.0033311+0.0027511i,-0.0019989+0.0015057i,-0.0017395-0.00024187i
-0.040391-0.21349i,-0.086626-0.44973i,-0.12608-0.559i,-0.1145-0.39334i,-0.043293-0.13288i,0.0194+0.011314i,0.0228+0.046947i,-0.0015222+0.043054i,-0.015847+0.032888i,-0.0051807+0.022204i,0.012885-0.0015531i,0.016297-0.026803i,0.009795-0.033715i,0.0058302-0.024106i,0.0064563-0.011722i,0.0043091-0.0075002i,-0.00032236-0.0047284i,-0.0010038+0.002242i,0.0031537+0.0066675i,0.0063322+0.0058459i,0.0046867+0.0010654i,-0.00058959-0.0030415i,-0.0043455-0.002775i
-0.0080561+0.17046i,-0.052605+0.38692i,-0.080965+0.51125i,-0.04606+0.37706i,-0.011086+0.12124i,-0.012159-0.03408i,-0.0052883-0.061928i,0.0047065-0.046438i,0.0064893-0.030782i,0.0026396-0.019933i,-0.009165-0.0069391i,-0.020415+0.0096551i,-0.019446+0.018775i,-0.011204+0.014018i,-0.0070481+0.0050025i,-0.0045074+0.0016509i,9.1102e-05-0.0012604i,0.003444-0.0067482i,0.0033297-0.010296i,0.0020737-0.0099303i,0.0025505-0.0048694i,0.0057666-8.867e-05i,0.008536+6.5239e-05i
0.096875-0.066024i,0.23758-0.16737i,0.32356-0.23135i,0.23913-0.17031i,0.091643-0.037613i,0.0093098+0.045974i,-0.021241+0.043145i,-0.024141+0.011681i,-0.015913-0.005604i,-0.010266-0.0017468i,0.0052017+0.011677i,0.027067+0.012554i,0.032717+0.0027833i,0.022025-0.0024177i,0.01177-0.0032362i,0.0068575-0.0040577i,0.0034618-0.0058948i,-0.00013471-0.0082582i,-0.0035209-0.0061977i,-0.0033348-0.00075272i,-0.00072826+0.0020067i,-0.00052957+0.001256i,-0.0025783-0.00059977i
-0.13723-0.0050264i,-0.32617-0.021919i,-0.44191-0.045183i,-0.33945-0.042766i,-0.1332-0.030968i,-0.00025463-0.032201i,0.03779-0.015528i,0.035723+0.0099872i,0.026258+0.018878i,0.017175+0.0096454i,1.3083e-05-0.010002i,-0.023615-0.021821i,-0.032789-0.017776i,-0.024321-0.01159i,-0.012844-0.0087665i,-0.0080569-0.0039269i,-0.0070962+0.003025i,-0.0040949+0.0082919i,-0.00015297+0.0069496i,0.0012787+0.0011287i,0.00026709-0.00070227i,-0.0006335+0.0022877i,-1.8114e-05+0.0045261i
0.097995+0.042186i,0.23751+0.13131i,0.32205+0.21475i,0.2374+0.17945i,0.065773+0.07477i,-0.044242+0.020901i,-0.053405+0.0028925i,-0.02942-0.00835i,-0.01342-0.01091i,-0.0067446-0.0084233i,-0.0022535+0.0030573i,0.0083082+0.017331i,0.014327+0.019719i,0.0086424+0.016283i,0.001759+0.013845i,-4.8993e-05+0.010343i,-0.00028381+0.0066254i,-0.0029059+0.0040275i,-0.0057668+0.0034471i,-0.0055863+0.0033388i,-0.003164+0.00018448i,0.00021196-0.0037293i,0.0019171-0.0054502i
0.0037293-0.068548i,-0.012742-0.19404i,-0.01901-0.31106i,0.0015969-0.26903i,0.042931-0.11777i,0.06803-0.021685i,0.040142+0.0084405i,0.0066785+0.017899i,-0.00167+0.015625i,0.0014281+0.0098976i,0.011889-0.0013566i,0.018035-0.018398i,0.014667-0.023604i,0.011255-0.013733i,0.0099798-0.0039198i,0.0081367-0.0017861i,0.0056228-0.0023893i,0.0038463-0.00068923i,0.002847+0.0014659i,0.0027795+0.0012924i,0.0024873+0.00029389i,0.00070025+0.0012025i,-0.0018282+0.0028956i
-0.073415+0.060116i,-0.16663+0.17587i,-0.23825+0.28513i,-0.19796+0.25495i,-0.10373+0.11075i,-0.046094+0.0063068i,-0.0066333-0.024626i,0.016924-0.02864i,0.017881-0.021961i,0.0093094-0.012484i,-0.0086926+0.00069409i,-0.023293+0.019945i,-0.021882+0.026985i,-0.015052+0.017022i,-0.0097037+0.0058402i,-0.0056711+0.00079046i,-0.0011606-0.0020827i,0.0040716-0.0050108i,0.0054224-0.0060769i,0.0034907-0.0040656i,0.0011136-8.034e-09i,0.00066513+0.0019771i,0.002917+0.00085131i
0.084743+0.0054284i,0.22378-0.033716i,0.33098-0.091636i,0.2633-0.085017i,0.11068-0.0010729i,0.027158+0.052914i,-0.0025276+0.0388i,-0.016599+0.017768i,-0.016297+0.011186i,-0.01045+0.0054909i,0.0026649-0.00033633i,0.018272-0.0070979i,0.021674-0.011326i,0.015567-0.0088087i,0.0099998-0.0024231i,0.0052293+0.00095468i,-0.00026514+0.0011043i,-0.0032763+0.00072921i,-0.0028047+0.00036875i,-0.0014191+0.0011168i,-0.00075321+0.0016849i,-0.0015879-0.0001003i,-0.0026868-0.0034608i
-0.057455-0.090874i,-0.17743-0.16133i,-0.27855-0.17814i,-0.22957-0.14324i,-0.10429-0.11829i,-0.032551-0.085139i,-0.0054175-0.025793i,0.011271+0.007936i,0.011139+0.0090856i,0.0066546+0.0071193i,0.0027716-0.0013553i,-0.010333-0.01289i,-0.01783-0.013077i,-0.010381-0.010413i,-0.0017155-0.012201i,0.00062853-0.012047i,0.00071722-0.0079149i,-0.0003996-0.0027114i,-0.00082033-0.00035241i,-0.00023039-0.0012486i,0.00068316-0.0011045i,0.0024298+0.00059947i,0.0029245+0.0026921i
0.0022554+0.15186i,0.070522+0.3022i,0.13892+0.37183i,0.12442+0.28926i,0.059644+0.15906i,0.0085914+0.066356i,-0.014089+0.0086899i,-0.021407-0.014119i,-0.016162-0.012516i,-0.0077575-0.006593i,0.00069965+0.00844i,0.015235+0.024171i,0.020713+0.024792i,0.0090974+0.01756i,-0.0028101+0.011285i,-0.005406+0.0074963i,-0.0035752+0.005212i,-0.001864+0.0018676i,-0.0020891-0.00064271i,-0.0023678-0.00027979i,-0.00087363-0.00039848i,-0.0004207-0.0014978i,0.00027243-0.0021049i
0.071966-0.139i,0.09208-0.29259i,0.083459-0.36879i,0.065917-0.27471i,0.053339-0.12176i,0.044827-0.036768i,0.018417-0.0065788i,0.0019429+0.0097568i,0.0032349+0.009998i,-0.0010641+0.0035316i,-0.008132-0.0038949i,-0.0123-0.015752i,-0.015145-0.019704i,-0.0096843-0.011645i,0.00067696-0.0018108i,0.0067553+0.0028883i,0.0072174+0.0032001i,0.0060268+0.0049686i,0.0058337+0.0055224i,0.0045491+0.0028585i,0.0012337+0.0011519i,-0.0028968+0.00085244i,-0.0070848+0.00080563i
-0.14909+0.082234i,-0.25741+0.17715i,-0.3095+0.22738i,-0.26202+0.17462i,-0.16308+0.08025i,-0.079374+0.026393i,-0.009253+0.0026113i,0.020559-0.015902i,0.017356-0.014611i,0.016202-0.0086781i,0.0089601-0.0063183i,-0.0010884+0.0048102i,-0.0013062+0.0099014i,-0.0013126+0.0032741i,-0.0055362-0.0021158i,-0.0076157-0.0038149i,-0.0061328-0.0044703i,-0.0032891-0.0053672i,-0.00091449-0.005042i,9.0715e-05-0.002559i,0.0012308-0.00042617i,0.0024461+0.00031639i,0.0048324+0.00028499i
0.19129+0.00075398i,0.34788-0.012184i,0.42207-0.033118i,0.33215-0.047001i,0.16957-0.034149i,0.063275-0.015507i,0.0063338-0.0035147i,-0.013938+0.011856i,-0.0092468+0.015i,-0.0034999+0.0081849i,0.0084382+0.0015462i,0.021727-0.0080869i,0.023349-0.012039i,0.018149-0.0054951i,0.011021+0.002286i,0.0052382+0.0038589i,0.001148+0.0009856i,-0.0029904-0.0014881i,-0.0044995-0.0011455i,-0.0032253-2.2502e-05i,-0.0015678+2.0143e-05i,-0.0004296+3.3496e-05i,0.00043563-0.00048515i
-0.16914-0.083948i,-0.30648-0.1581i,-0.36036-0.17712i,-0.2571-0.11739i,-0.10342-0.059355i,-0.030922-0.019945i,-0.0062169+0.014848i,0.0093128+0.019036i,0.0072367+0.0084414i,0.0003941+0.010172i,-0.0050914+0.015313i,-0.014204+0.016895i,-0.016689+0.016255i,-0.0095109+0.010711i,0.00092867+0.00081406i,0.0068774-0.005506i,0.0069428-0.0041049i,0.0054674+0.00027606i,0.0039279+0.0012292i,0.0017893+0.00066118i,0.00065635+0.0015677i,2.3381e-05+0.0027847i,-0.0012664+0.0049467i
0.10202+0.15062i,0.17114+0.29748i,0.19255+0.35197i,0.13181+0.26518i,0.051418+0.15586i,0.021203+0.066256i,0.0058676-0.0071709i,-0.01362-0.028552i,-0.013786-0.018876i,-0.0071204-0.016304i,-0.0046339-0.012409i,0.001139-0.0040945i,0.0041029-0.0018077i,0.00029529-0.0031156i,-0.0034256-0.0023825i,-0.0040546+0.00068118i,-0.003304+0.0031667i,-0.0034185+0.0025053i,-0.0024767+0.0015686i,3.4668e-05+2.4884e-05i,0.00099162-0.0038686i,0.0011597-0.0062442i,0.0011736-0.0068178i
-0.012596-0.19172i,-0.0047603-0.3629i,-0.0050605-0.41061i,-0.017861-0.28586i,-0.030612-0.14716i,-0.042217-0.058398i,-0.03586+0.00073031i,-0.010884+0.020775i,0.0028176+0.012794i,0.0011417+0.0070322i,-0.00072968+0.0011444i,-0.0025877-0.010634i,-0.0043316-0.015991i,-0.0024221-0.010543i,0.0018245-0.0029394i,0.0034333+0.00084169i,0.0021171+0.0017506i,0.001508+0.0023608i,0.0023725+0.0022104i,0.0027032+0.0012662i,0.00060764+0.0009998i,-0.0013542+0.0016527i,-0.002163+0.00088451i
-0.06311+0.17333i,-0.13927+0.31327i,-0.1641+0.3235i,-0.10658+0.18608i,-0.029933+0.063098i,0.025453+0.00918i,0.05079-0.018292i,0.036366-0.030183i,0.014043-0.018262i,0.0096014-0.0059181i,0.0083674+0.00042634i,0.0067822+0.01241i,0.0097342+0.017167i,0.0099213+0.0086554i,0.0042073-0.00037225i,-0.00038465-0.0044172i,0.00022996-0.0051964i,0.0037506-0.0053595i,0.0052629-0.0050446i,0.0047882-0.0023369i,0.0050643-0.00012309i,0.0057965+4.8302e-05i,0.0067112+0.0011524i
0.12593-0.11302i,0.24937-0.18866i,0.28902-0.17181i,0.21275-0.081684i,0.11261-0.027805i,0.035155-0.019924i,-0.020786-0.011844i,-0.032799+0.006622i,-0.019043+0.0080628i,-0.014091+0.0015159i,-0.012219+0.00018798i,-0.0064364-0.0036861i,-0.00419-0.0056487i,-0.0056334-0.0016823i,-0.0045655+0.0022321i,-0.0014115+0.0032095i,-0.00068734+0.0020752i,-0.0024571+0.0010018i,-0.0034743+0.00071941i,-0.0034553-0.00039882i,-0.0042143-0.00169i,-0.0052705-0.0027785i,-0.006654-0.0038272i
-0.16414+0.036907i,-0.2949+0.046624i,-0.31834+0.021373i,-0.21689+0.0074946i,-0.10611+0.033105i,-0.035024+0.055579i,0.014375+0.049177i,0.02927+0.019871i,0.018719+0.0013662i,0.011016-0.0010572i,0.0039488-0.0018092i,-0.0045332-0.00043141i,-0.0059704+0.0021576i,-0.00075703+0.0016781i,0.0037999+0.00096082i,0.0048898+0.0016728i,0.003141+0.0017767i,0.00080685+0.0020656i,-5.2062e-05+0.0027555i,5.6571e-05+0.0029365i,0.0018214+0.0038657i,0.0028197+0.0039283i,0.0024496+0.0027655i
0.16225+0.0309i,0.26488+0.075439i,0.25381+0.10457i,0.13898+0.066179i,0.039757-0.0023544i,0.00030866-0.044784i,-0.017006-0.055252i,-0.018997-0.034027i,-0.0055252-0.011424i,0.0033759-0.0065208i,0.0072914-0.0063846i,0.010428-0.0063339i,0.0099914-0.007398i,0.0057631-0.0061589i,-0.00018756-0.0031446i,-0.0040403+0.00029019i,-0.0036689+0.0019777i,-0.0024731-0.00046693i,-0.0017261-0.0026196i,6.573e-05-0.0025837i,0.0018931-0.002729i,0.0030167-0.0032326i,0.003473-0.0039567i
-0.11395-0.08391i,-0.16555-0.16678i,-0.13736-0.19719i,-0.062221-0.13478i,-0.016655-0.05514i,-0.017781-0.0017127i,-0.020901+0.035473i,-0.0097283+0.040473i,-0.0055532+0.025514i,-0.0066504+0.017107i,-0.0049959+0.013364i,-0.0045267+0.0087043i,-0.0044539+0.007345i,-0.0034842+0.0084996i,-0.0017969+0.007175i,0.00021763+0.0025989i,0.0012147+0.00062826i,0.0018767+0.0032435i,0.0028298+0.004631i,0.00189+0.0035712i,-0.0013482+0.0032583i,-0.0039119+0.0042243i,-0.0042794+0.0045408i
0.057504+0.12298i,0.065443+0.2166i,0.042809+0.23069i,0.033343+0.14747i,0.047942+0.062258i,0.065125+0.0077671i,0.057856-0.032818i,0.025512-0.041259i,0.0024826-0.023813i,-0.0019622-0.011129i,-0.0031957-0.0051109i,-0.0027849+0.0015324i,-0.00077628+0.0029519i,0.00062488-0.00056663i,0.0018766-0.0029799i,0.0030386-0.0043498i,0.0033702-0.0040759i,0.0033518-0.0030983i,0.0035661-0.0028512i,0.0037526-0.0023634i,0.0035984-0.0024508i,0.0026151-0.0033882i,0.0019222-0.0031881i
-0.0032771-0.12695i,0.02522-0.20604i,0.036983-0.19737i,-0.0046047-0.10223i,-0.050503-0.024248i,-0.069797+0.004075i,-0.062346+0.014026i,-0.034816+0.012359i,-0.011738+0.00023856i,-0.0038954-0.0061064i,-0.00015941-0.0055348i,0.0029249-0.0067021i,0.0040057-0.0075069i,0.0026469-0.0055293i,0.00054397-0.0025486i,0.00035068-6.2946e-05i,0.00032927-0.00031279i,-0.0025193-0.0013658i,-0.0052263-0.0017876i,-0.0051727-0.0017831i,-0.0045814-0.0015963i,-0.0033689-0.0016927i,-0.0021288-0.0017488i
-0.033485+0.098746i,-0.087965+0.15018i,-0.097245+0.12926i,-0.043795+0.056027i,0.0016634+0.015638i,0.03171+0.024578i,0.055535+0.033141i,0.051953+0.019311i,0.032431+0.0075379i,0.019689+0.003564i,0.011348+0.001343i,0.0035537+0.0025788i,0.0014018+0.0047361i,0.0044122+0.0052873i,0.0035023+0.0039262i,-0.0011604+0.0019218i,-0.0021603+0.0011396i,0.00019211+0.00056661i,0.0017515+0.00061621i,0.0022194+0.0018611i,0.0027585+0.003822i,0.0030088+0.0047469i,0.0033655+0.0045649i
