-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
-0.0003358+0.00084548i,-0.00073639+0.00011928i,-0.00039736-0.00055871i,-0.0005605-0.00020054i,-0.0013753+0.00058232i,-0.0018658-0.00035033i,-0.0017865-0.00091963i,-0.00082958+0.00034638i,-0.0003671+0.00084103i,-0.00013913+0.00019929i,-0.00021199+0.0005254i,-0.00094202+0.0015487i,-7.8129e-05+0.001134i,0.00070174-0.00030092i,-0.0002521-0.00066098i,-0.00076499-0.00018378i,-0.00052771-0.00039391i,0.0002467-0.00081878i,0.00082245-0.00082251i,0.00068769-0.00020371i,0.0002586+0.00031012i,-0.00021932+7.4674e-06i,-0.00028908-0.00054159i
-0.00051014+0.00047912i,-4.2267e-05+0.0019734i,-0.0004818+0.0021409i,-0.0014866+0.001233i,-0.0013228+0.0007368i,-0.00015233+0.0006303i,9.9586e-05+0.00035046i,-0.00020313-0.0001287i,0.0001217+0.00026934i,0.00016807+0.0010478i,0.00038418+0.00083552i,0.00093154+0.00011849i,0.0012448-0.00029534i,0.00022716-0.00059852i,-0.00064915-0.00089196i,-0.00030643-0.00075902i,0.00054374-0.00032558i,0.00059326+0.00036384i,0.00013076+0.00040176i,1.2373e-05-0.00022471i,-0.00020174+5.7447e-05i,-0.00029932+0.0011695i,-0.0003309+0.00047721i
0.0016479+0.00055535i,0.0021363-0.00028459i,0.0031268-0.0013514i,0.002237-0.00097137i,0.00021571-0.0010521i,-0.00083153-0.0010823i,-0.0012452-0.00017691i,-0.00078825+0.00031978i,-0.00013228-0.00047758i,-5.0919e-05-0.0013394i,-2.6152e-05-0.00072359i,0.00015596+0.0004239i,0.00023473+0.00071462i,0.0003034+0.00036182i,-0.0004428+0.00087047i,-0.00087534+0.00096571i,-0.0008394+0.00033765i,-0.00065558-0.00014238i,0.0001174-3.8252e-05i,0.00016177-0.00049263i,-0.00051929-0.00068754i,-0.00048714-4.4203e-05i,-0.00043433+6.9948e-05i
-0.00047581-0.0015075i,-0.00058768-0.00096402i,-0.0021448+0.00029236i,-0.0029472+0.00082487i,-0.0016959+0.00088047i,-6.7786e-05+0.00064718i,0.00052263-0.00030314i,0.00060525-0.00048344i,0.00053441+0.00022426i,0.0005825+0.0010683i,0.0006961+0.0013942i,0.00094503+0.00077048i,0.00091038-0.00032488i,0.0005148-0.0011485i,0.00016982-0.00078017i,5.7246e-05-0.00035295i,-7.1617e-05-0.00055519i,-0.00011244-0.00027231i,-0.0003652+1.7923e-05i,-0.00040336-0.00015045i,9.1851e-05-0.00020221i,0.00056348-0.00054131i,0.00048753-0.00061452i
-0.00079457+0.0022648i,-0.00073087+0.003078i,-8.1901e-05+0.0017591i,0.00018077-0.00027188i,0.00047946-0.00069059i,-4.0271e-05-0.00089342i,-0.00032322-0.00076797i,-0.00049561-0.00029733i,-0.00053839+0.0003951i,-0.00046736+0.00083859i,-0.00042596+0.00055398i,-0.00046541+0.00033293i,-0.00057291+0.00046043i,-0.00080428+0.0011867i,-0.00092914+0.0012826i,-0.00019666+0.00037316i,0.0010086-0.0010379i,0.0010039-0.00062602i,0.00055888+0.00024624i,0.00044437-8.59e-05i,0.00039015-0.00060159i,-1.1019e-05-0.0005992i,-0.00073467+0.00035413i
-0.00021715+0.00042826i,0.00016346+0.00085463i,0.00072332+0.0013079i,0.001385+0.0014306i,0.0013131+0.00067492i,0.0011215-0.00090754i,8.6059e-05-0.0010136i,-0.00051787+0.00021611i,-0.00057734+0.00081916i,-0.00015743+0.00073537i,0.00012073+0.00048406i,-0.00016124-0.0001373i,-0.0006313-0.00054566i,-0.00082983-0.00053272i,-0.00027969-0.00067092i,0.00046686-0.0010087i,0.00047924-0.0013029i,0.00032315-0.0012934i,0.00036839-0.00066841i,0.0005064-0.00032629i,4.0089e-05-0.00034728i,-0.00093775-0.00048309i,-0.00055553+0.00045584i
-0.0016615+0.00053717i,-0.0023582+0.00040002i,-0.0013958+0.0002329i,-0.00078889+0.00052563i,-0.0009876+0.00013801i,-0.0012506-0.00058992i,-0.00070628-0.00024055i,-0.001046+0.00027853i,-0.00054615+4.0965e-05i,-0.00012709+0.0008787i,-0.0002698+0.0015251i,-0.00026538+0.00055658i,6.1131e-05-0.00021039i,0.00015607+0.00067212i,-1.1987e-05+0.00037527i,-0.0003641-0.00017976i,-0.00094283-1.4186e-05i,-0.0004655-0.00078725i,0.00077796-0.00067344i,0.0009163+0.00063605i,-0.00015629+0.00079389i,-0.00047004+0.00061234i,0.00029376+0.00098327i
-0.00091215-0.0011771i,-0.00022184+4.4066e-05i,9.0876e-05-0.00029471i,-0.00020591-0.00076019i,-0.0012522-0.00014629i,-0.00085502-0.00016734i,0.00024819-0.00041963i,0.0010704-8.3567e-05i,0.00033172+0.00018496i,-0.0001284+0.00047499i,-0.00023053+6.3121e-05i,-0.00040528+3.4441e-05i,0.00012939+0.00036738i,0.00082209-0.00047331i,0.0006651-0.00093648i,0.00047979-1.0705e-05i,-7.5223e-06+0.00037402i,-0.00047268+0.00048499i,-6.7464e-05+0.00056802i,4.021e-05-0.0001444i,-0.00021716-0.00047549i,-1.4497e-05-0.00015214i,0.00031038-0.00069272i
0.00039873+0.00080063i,0.00050488+0.0012006i,4.144e-05+0.00068264i,0.0010743-2.1312e-05i,0.0020222+0.00022913i,0.00093367+0.00099505i,-0.00043302+0.0012565i,-0.00024014+0.00052396i,-0.00014868-0.00030113i,9.0498e-05-0.00051899i,0.00032362+0.00024141i,0.00037929+0.00095259i,0.00055029+0.00064075i,0.00012437+0.00012817i,0.00022501-0.0003055i,0.0004789-0.00048702i,0.00044866-0.00033685i,0.00024309-0.0004216i,0.00041404-0.00013513i,0.00028654+0.00025062i,5.7758e-05-1.366e-05i,5.0725e-06+0.00013187i,-0.00015631+0.00012537i
-1.3473e-05-0.002423i,-0.00059637-0.0018398i,-0.001292-0.0011091i,-0.0008307-0.00014596i,-0.00017093+0.00085321i,-0.00013113+0.0013948i,-0.00030796+0.00079017i,-1.8687e-05-0.00016154i,0.00029051+3.8816e-05i,8.1203e-05+0.00065407i,3.3618e-05+0.00050415i,-0.00018429-3.7361e-05i,-0.00024807-0.00023934i,-0.00011926+0.00010036i,0.00017613+0.00018724i,0.00048802-0.00026263i,0.00017808-0.00048045i,0.00048993-0.0002699i,0.00063246-0.00013923i,-0.00016384+0.00046143i,-0.00011073+0.00069832i,-5.0291e-05+0.00050017i,-0.00033769+0.00081774i
-0.00022292+0.0007141i,2.0571e-05+0.00078091i,0.00036529+0.00015619i,-0.00022124-0.00032641i,-0.00063642+0.00019095i,-0.00048613+0.00058563i,-0.00060146-0.00019108i,-0.00044514-0.00071392i,-0.00027659-0.0010259i,0.00021678-0.0012379i,0.00026543-0.0010347i,0.00022112-3.8083e-05i,5.3292e-05+4.2478e-05i,0.00047711-0.00053283i,0.00049464-0.00074817i,-0.0001131-0.00030655i,9.8393e-07-0.00017258i,-0.00014514+0.00018542i,-0.0002121+0.0013072i,2.8495e-05+0.0012076i,0.00037798-0.00024425i,0.00011681-0.0008338i,0.00015988-0.00075582i
0.00069306-0.00019749i,0.0014071-0.0001151i,0.0011346-0.0004052i,0.00023503+4.1047e-05i,-0.00030008+0.00077071i,-0.00048745+0.0010735i,-0.0010257+0.00026855i,-0.00070435-0.00018977i,-0.00011156+0.00062483i,5.1168e-05+0.00052648i,0.00053369+0.00033647i,0.00087169+0.00055291i,0.0012899+0.00023456i,0.00096701+0.00047992i,0.00012038+0.0010694i,-8.2882e-06+0.0011081i,0.00022849+0.0011523i,-7.2539e-05+0.0006453i,-0.00072652-2.4709e-05i,-0.00047736+0.00025353i,0.00053508+0.00010133i,0.00048484-0.00042436i,-0.00017379-0.00093131i
0.00063345-0.00039071i,-0.00047157+1.142e-05i,-0.0010263-0.00028729i,-0.00037369-0.0010037i,-0.00011446-0.0013001i,-0.00026005-0.00083796i,-8.3182e-05+0.00021842i,0.00080033+0.00054306i,0.0008688+0.00015233i,0.00025992+8.3601e-05i,-5.3805e-06-0.00016849i,0.00046051-7.2597e-05i,0.00085638+0.00029053i,0.00066585-8.4223e-05i,0.00034585-7.7305e-05i,-0.00025006+0.00013799i,-0.00056233+0.00029391i,-0.00042977+0.00061609i,-0.00067637+0.00077703i,-0.00019916-2.8784e-05i,0.000213+0.00018206i,0.00020901+0.00099472i,0.00032085+0.00088812i
-0.00062501-0.0011639i,-0.00048471-0.00085919i,-0.0007527-0.00010152i,-0.00059302-0.00015185i,-9.8542e-05+0.00047546i,0.00049327+0.00056774i,0.00055522+9.1384e-05i,4.9376e-05+0.00010678i,-0.00022422+0.00026209i,0.00019878+0.00044681i,0.00019031+0.00058221i,-0.00028469+6.1939e-05i,-0.0006258-0.00074451i,-0.0011405-0.00072649i,-0.00063465-0.0005723i,0.00022152-0.00060315i,0.00054723-0.00034728i,0.00041372+3.7834e-05i,-0.00014083+0.00037036i,-0.00060059-7.5793e-05i,0.00013077-0.00053026i,0.00069603-0.00030482i,0.00029722-0.0003432i
0.0035094+7.9651e-05i,0.0021832+4.4053e-05i,-1.7601e-05-0.00041182i,-0.0024191+0.00017296i,-0.0024996+0.00021894i,-0.0007224+0.00049534i,0.00026818+0.00084677i,0.00014369+0.00010053i,0.00041237-0.00057507i,0.00021535-0.00099542i,-0.00013147-0.0013101i,0.00059034-0.00039614i,0.00090587+0.00095829i,0.00089944+0.00081278i,0.00065248+2.5502e-06i,0.00016843+0.00012387i,-0.00022436-3.2355e-05i,-0.00067909-0.00050301i,-0.00074789-0.00057263i,-0.0010758-0.00020418i,-0.0009179-0.00048797i,-0.00040283-0.00079784i,5.59e-06-0.00089777i
-0.00058111-0.0021141i,-0.0004096-0.0031969i,-0.00064539-0.0021853i,-0.0011399-0.0012878i,-0.00084595-0.00077143i,-0.00071208+0.00038192i,-0.00052246+0.00066098i,-0.00039064+0.00018217i,-0.0012124+0.00011343i,-0.0012741-0.00017107i,0.00034163-0.00020486i,0.00073475-0.00014408i,0.00059077+0.0005727i,0.00078617+0.0014982i,0.00057453+0.00069383i,0.00030193-5.1717e-06i,0.00032513+8.6756e-05i,0.00064904+0.00022442i,0.00092231-2.6604e-05i,0.00056014+3.0815e-05i,0.00017073+0.00060436i,0.00012455+0.00032393i,3.8317e-05-0.00060486i
1.7059e-05+0.00095258i,0.00072313+0.0024143i,0.00021394+0.0022118i,6.1693e-05+0.0016655i,-0.00030713+0.0011629i,5.1709e-05+0.00062285i,0.0010595+0.0003722i,0.00058853+0.00035144i,7.4394e-05+0.00016929i,2.9887e-05+0.00036867i,-0.00015623+0.00019461i,-0.00042288+2.0643e-05i,-0.00080816-0.00027201i,-0.00050038-0.00080742i,4.8058e-05+1.1443e-05i,0.00013886+5.8282e-05i,-0.00014216-0.00068827i,-0.00033727-0.00036518i,-0.00018893+0.00026362i,4.9224e-05+0.00029718i,-0.00012128+0.00012117i,-0.00082027-1.5709e-05i,-0.00069071-0.00010869i
0.001159-0.0019087i,0.00023656-0.0023952i,-0.00072457-0.0024322i,-0.00064805-0.0024889i,-0.0013982-0.001689i,-0.00076548-0.00094386i,5.0396e-05-0.00059986i,-0.00065553-0.00026767i,-0.00068274-0.00063128i,-0.00013883-0.00075526i,-0.00033153-0.00055251i,-0.00051335-0.00059721i,-7.745e-06+1.144e-07i,0.00053797+0.00035186i,0.00052275-0.00042215i,0.00016468-0.00053739i,-0.00025749-0.00027688i,-0.00029244-0.00037322i,0.00027739+0.00017821i,0.00064902+0.00028771i,0.0001848+0.00015523i,0.00021835+0.00027647i,0.00037119-9.5391e-05i
0.0014571-0.0011318i,0.00091864-0.0008332i,1.2613e-05-0.0015789i,-0.0013025-0.0016054i,-0.0018676-0.00064588i,-0.00078805-0.00021537i,-0.00031604+0.00051183i,-0.00047683+0.00069895i,-0.00048077+0.00040722i,-0.00037394+0.00081688i,-0.00064861+0.0010102i,-0.00010314+0.0005219i,0.00064864-0.00029269i,0.00077724-0.00073183i,0.0011457-0.0010377i,0.00078445-0.0011333i,8.0389e-06-0.00082704i,-0.00043732+2.6882e-05i,-0.00032736-0.00011559i,0.00035692-0.00089041i,0.00088749-0.0006364i,0.00021414-0.00029421i,-7.2461e-05-0.00016017i
0.00060377-0.00087134i,-0.0003793+0.00059434i,-0.0017195+0.0012564i,-0.0018921+0.0015996i,-0.0010428+0.0014857i,-0.00041802+0.001128i,-0.00038753+0.00073526i,-0.00046551-2.1649e-05i,-0.00024827-0.00017923i,8.3499e-05-0.00017993i,0.00021786+0.00026346i,-0.00050151+0.00083789i,-0.00044024+3.4398e-05i,-0.00037337-0.00044895i,-0.00094501-2.7546e-05i,-0.00018921+0.00030735i,-0.00038213-0.0004277i,-0.0006831-0.0010252i,8.4932e-05-0.00046381i,0.00015531-0.00011827i,9.2746e-06-0.00041415i,-2.8674e-05-0.00021202i,0.00027014+0.00022052i
0.00056491+0.002642i,0.00097287+0.0024207i,0.00075898+0.00026845i,3.1614e-05-0.0015038i,-0.00060769-0.001455i,-0.00083414-0.00067281i,-0.00038826-0.00011705i,0.0006845+0.00030739i,0.0010478+0.00017908i,0.00017072+0.00051461i,-0.00065382+0.0010283i,-0.00057411+0.00084171i,-0.00025637+0.0003234i,7.2422e-05+0.00037781i,0.000508+0.00046931i,0.00083765+0.00036512i,0.00059173+0.00019741i,0.00026558-0.00018108i,-0.00014853-0.00039726i,-0.00026916-0.00015803i,-0.00026758-1.5736e-05i,-0.00037371-0.00024344i,-0.00032014-0.00026753i
-0.00011731+0.00068098i,0.0003104+0.0015717i,0.00048268+0.001857i,0.00062947+0.0013816i,0.00078256+0.0013471i,0.00067586+0.00089773i,3.478e-06-0.00024854i,-0.00032737-7.0514e-07i,-0.000444+0.00074366i,-0.00022995+0.00040756i,0.00057796-0.00011632i,0.00068264-0.00019854i,5.3802e-05-0.00060579i,-0.00062059-0.00063808i,-0.00076024-0.0005284i,-0.00078668-0.00083335i,-0.00072569-0.00066078i,-0.00076576+0.0002286i,-0.0010888+0.00086056i,-0.0002404+0.00025401i,0.000464-0.00020688i,-4.6496e-05-1.422e-05i,-0.00042121-6.5135e-05i
0.00078022+0.0013529i,0.0013888+0.00092447i,0.0010874+3.4363e-05i,-0.00011239-6.0114e-05i,-0.00091649+0.00071465i,-0.0011748+0.00063781i,-0.00057287+0.00010697i,0.00029037+0.000459i,0.0012542+0.00061921i,0.0010233+0.00034769i,0.00057616+0.00018512i,0.00027019-0.00018768i,-0.00022519-0.00036803i,5.8783e-05-0.00068604i,0.00065853-0.00023632i,-4.9903e-05+0.00033424i,-0.00049519-0.00045877i,-0.00023746-0.00079229i,-0.00034054-0.00054848i,-0.00041997-0.00069799i,0.00025063-0.00070594i,0.0011534-0.00015805i,0.00097564-5.9508e-05i
-0.00050992+0.00068226i,-6.0824e-05-0.00049498i,0.00083616-0.00083612i,0.0016257-0.00015588i,0.002146+0.00084635i,0.0015644+0.00059097i,0.00059625+0.00025717i,0.00018734+0.00018143i,0.00038153+0.00054553i,0.0011657+0.00040349i,0.001338-0.00062089i,-0.00046352-0.00054678i,-0.0011865-0.00058625i,7.9599e-05-0.0012832i,0.00053422-0.00086689i,0.00033061+0.000123i,-0.0004554+0.00010497i,-0.00080692-0.00027639i,8.6239e-05+0.00065286i,0.00051761+0.0012602i,0.00023953+0.00054772i,0.00061822-5.1681e-05i,0.00051801-0.00054536i
-0.00070831+0.0009482i,-0.0014125+0.00088942i,-0.00078639+0.00081281i,0.00014376+0.00078091i,0.00026951+0.00057281i,0.00035451+0.00010642i,0.00083944-0.00013106i,0.0015206-0.00025967i,0.00068813-0.0004815i,-0.00030014-0.00027541i,-1.8922e-05-0.00014792i,0.00036119-0.00019527i,0.00046309+0.00030559i,7.2666e-05+0.0012027i,0.000339+0.00095287i,0.00062006+0.00036451i,0.00022661+0.00069749i,0.00013263+0.00014794i,0.0003501-9.463e-05i,0.00041849+0.00013716i,6.7272e-05+4.1443e-05i,1.2734e-05-0.00024605i,-3.9534e-05+0.00018556i
-0.00099074+0.0020189i,-0.00015186+0.0023385i,-6.9926e-05+0.0029151i,-0.00054205+0.0013891i,-0.0010612+7.3039e-05i,-0.0016303-0.00033898i,-0.0021997-0.00028589i,-0.0016784+9.3518e-05i,-0.00025927+0.00023276i,4.4537e-05+4.5818e-05i,0.0003536+0.00031321i,0.0009482+0.00076484i,0.0012268+0.0011034i,0.0013637+0.00057335i,0.00090345-0.00029893i,4.649e-05-0.00038631i,-0.00021963+0.00014708i,0.00040913+0.0002265i,0.00021628+0.00021621i,-0.00040027-8.5196e-05i,-0.00010667+0.0001111i,-0.00038651+0.00062032i,4.0839e-05+0.0010702i
0.0016127+0.00089532i,0.0022591+0.0011373i,0.00092279+0.00019807i,8.9771e-05-0.00073436i,6.208e-05-0.00030686i,0.00064499-9.3278e-05i,0.00051738-0.00021281i,0.00036737+0.00010187i,0.00021141-0.00042794i,-0.00075545-0.0011309i,-0.00091214+0.00031003i,-4.0411e-05+0.0014832i,0.00063356+0.0007176i,0.00030559+6.6081e-05i,-0.00060375+1.0368e-05i,-0.00054197+4.2819e-06i,-0.00020047-0.00031728i,0.00012192-8.0403e-05i,-0.00022454+0.00026136i,-0.00083754+0.00030917i,-0.00066736+0.00014164i,0.00037211-0.00012103i,0.00078041-0.00016859i
-0.00045937-0.0015951i,9.3533e-05-0.0015774i,0.00023081-0.0010605i,0.00046656-3.3391e-05i,0.00066542+0.00063077i,0.00089674+0.00010952i,-9.4624e-05+0.00024346i,-0.001521+0.0012487i,-0.0011577+0.00096656i,-0.00014914-0.00021181i,0.00069169-0.00048845i,0.0010463-0.0001678i,0.0005023-0.00023444i,-0.00011968-0.0006571i,-0.00029148-0.000654i,0.00041467-0.00027305i,0.00078871-0.00030838i,0.00019999-0.00076839i,-0.00038717-0.00038882i,-0.000583-0.00024862i,-0.00025773-0.00019487i,-0.0001973-0.00058552i,-0.00029656-0.00096047i
-0.0016501+0.0021876i,-0.0015096+0.0032557i,-0.00097872+0.0025288i,-0.00091889+0.00030886i,-0.0012452-0.0013024i,-0.0016091-0.0015322i,-0.0016343-0.0010385i,-0.0014246-0.0011249i,-0.00069256-0.00044633i,-1.4165e-05+0.00074458i,-0.00020651+0.00092583i,-0.00044729+0.00090205i,0.00017429+0.00016962i,1.2304e-05-0.00058798i,-0.00026618-0.00097038i,-0.00037213-0.0015461i,-0.00074343-0.0011743i,-0.00081788-0.001129i,-0.00042925-0.00081243i,-0.00050775+8.8352e-05i,-0.00064702+0.00056655i,0.0005251+0.00015517i,0.00086589+0.00012496i
0.0022193-0.0012013i,0.0020915-0.0012768i,0.001136-0.00023461i,0.00014782+0.00034012i,-5.3555e-05+0.00019852i,0.00018846+0.00016859i,0.00022154+0.00029112i,0.00016314+0.00017842i,0.0001419+3.5922e-05i,2.2385e-05-0.00034431i,-0.00015786-0.00045514i,-0.00010106+8.3631e-05i,0.00027225+0.00056505i,0.00026103+0.0008943i,4.8821e-05-6.982e-05i,-0.00023407-0.0012198i,-0.00039814-0.00025542i,0.00027204+0.00044378i,0.00060916-0.00021337i,0.00080198-0.00035529i,0.00094044+0.00019577i,0.00043874+0.00097906i,0.00077344+0.0010698i
9.0616e-05-0.00015026i,0.00098758+0.00030094i,0.0018157+0.0013749i,0.0007678+0.00075632i,-0.00051568-0.00016221i,-2.2067e-06+0.0010124i,0.00062826+0.0012456i,0.0012115-0.0003813i,0.00066728-0.0010524i,-0.00034711-0.00010185i,-4.1287e-05+0.00078515i,0.00050534+0.0002938i,0.00060943-7.3997e-05i,0.00062992+0.0007298i,0.00071332+0.00085508i,0.00052019+0.00043427i,-2.8395e-06+0.00062672i,-0.00015075+0.00023055i,-2.9576e-05-0.00014064i,-0.00015327-0.00042277i,0.00022314-4.387e-05i,0.00049801+0.00039368i,0.00032754-0.000508i
0.00069975-3.0292e-05i,0.0010843-0.00035971i,8.4913e-05+2.1884e-05i,-0.00093515+0.00094174i,-0.00026007+0.00037154i,0.0001855-0.00023305i,0.00039574-0.00025076i,0.00028581+0.00018573i,-0.00036238+0.00010695i,0.00016883+0.00018179i,0.00057573+0.00056311i,0.00040539-0.00010724i,0.00065139-0.00090116i,0.00032957-0.00070463i,-6.9647e-05-0.00060659i,-1.0883e-06-0.00021515i,9.8812e-05+0.00055455i,4.5383e-05-0.0001693i,0.00022669-0.00097416i,2.7049e-05-0.00051798i,-0.0002348-0.00043198i,-0.00057729-0.00058539i,-0.00027724-0.00057241i
-0.00066856+1.3406e-05i,-0.00084254-0.00041688i,-0.00049235-0.0011065i,0.00026279-8.4595e-05i,1.8543e-05+0.00071685i,2.1413e-05+8.1848e-05i,-0.00034109-0.00065448i,-0.00026478-0.00033718i,0.00024803+0.00036931i,0.00030016+0.00052889i,-0.000495+0.00063367i,-0.00040312+0.00091213i,0.00033317+0.00060288i,0.00084531+9.2054e-05i,0.0008388+6.6356e-05i,0.00059893-0.00033229i,0.00065478-0.00011198i,0.00013273+0.00026943i,-0.00054485-0.00058532i,-0.00064122-0.00055298i,-0.00014622+0.00043778i,9.1825e-05+0.00045864i,-0.00020494-0.00027658i
8.8355e-05-0.0022372i,-0.00015637-0.0014525i,-0.00014275-0.00045674i,-0.0010546+4.8657e-05i,-0.0011936+0.00026151i,-0.00078088+0.0011747i,-0.0002417+0.0014536i,0.00042795+0.0011476i,8.3745e-05+0.0010597i,-0.00027209+0.00030932i,0.00034463-0.00016814i,0.0010813+0.00042567i,0.0013843+0.0010851i,0.0012576+0.0012828i,0.00045398+0.0007503i,-0.00030626-8.445e-05i,-0.00015803-0.00013532i,0.0003219-6.6268e-05i,0.00047125-0.00044053i,0.00074708-0.00099473i,0.00080868-0.001028i,0.00059271-0.00070395i,0.00037488-0.00024359i
-0.0011428-4.4012e-05i,-0.0016736-0.00061629i,-0.0013183-0.00056807i,-0.0021016-0.00098528i,-0.0022226-0.00081437i,-0.00070506+0.00040876i,0.00050831+0.0006748i,-0.00030358+0.00017838i,-0.00052259-0.00015253i,0.00066166-0.00044281i,0.001025-0.00036479i,0.00019201-0.00032866i,-0.00014982-0.00028259i,-6.2935e-05+0.00010534i,-0.00052674+0.00015736i,-0.00069257+0.00014947i,-0.00049432-1.9508e-05i,-0.00045978-0.00074023i,-5.5493e-05-0.00099302i,0.00045654-0.00014755i,0.00053751+0.00017283i,0.0005528-9.6269e-05i,0.0006508-0.0004697i
0.0011445-0.00014809i,0.00081817-0.0019458i,0.00067162-0.0014274i,0.00035443+0.00022491i,0.00027972+0.00073707i,0.00047671-0.00021533i,-0.00036304-0.0012007i,-0.00093123-0.0011486i,3.4599e-05-0.00046549i,0.00095868+0.0001504i,0.00021342+0.00013193i,-0.00024052-0.0001401i,0.00016085-0.00077856i,0.00010477-0.00074617i,-0.00026575-0.00027049i,0.00039871-0.00054805i,0.0010555-0.00065199i,0.00067059+7.4987e-05i,-0.00010621+0.00049168i,-0.00060869+4.0383e-05i,0.00013694-0.00011238i,0.00078639-9.303e-05i,-0.00023549-0.0006153i
-0.002479+0.00017742i,-0.0024026+0.0016322i,-0.0021055+0.0024173i,-0.0012917+0.001036i,-0.00055406-8.2048e-05i,-6.8263e-05+0.00061505i,0.00015153-2.4794e-06i,0.0002835-0.00073761i,0.00068137-0.00018394i,0.00080342+0.00048018i,0.00057022+0.00081599i,0.00072272+0.00050563i,0.00033897-0.00036411i,0.00066838-0.00098375i,0.00085384-0.00052838i,0.00069787+1.0424e-05i,0.00060428+0.00033487i,5.7626e-06+0.00042167i,-0.00056785-0.00043204i,-0.0001804-0.0010534i,-0.00033956-0.00057266i,-0.0007103+0.00011734i,0.00024425+0.00045234i
0.0014333+0.00046524i,0.0017752+0.00029262i,0.0021829-0.00037635i,0.00067629-0.00092839i,-0.0001961-0.00010965i,-0.00025946+0.0001051i,-0.00064498-0.00068964i,-0.0007894-0.00047646i,-0.00032361+0.00010507i,0.00024458+5.254e-05i,-0.000183-1.1504e-05i,-0.00033305+0.00025626i,-0.000419+0.00050793i,-0.00050189+0.00021987i,0.00022578+0.00012673i,0.00014828+0.00021238i,-0.00066762+0.00034036i,-2.2277e-05+0.00011829i,0.00093445-4.8563e-05i,0.00099495-0.00046399i,0.0011114-0.001311i,0.0010947-0.00083961i,0.00025545+0.00039985i
-0.00074666-0.0011681i,0.00027445-0.0014272i,0.00069558-0.001304i,0.0002657-0.00049614i,-0.00051787+0.00030682i,-4.0583e-05+0.0001052i,0.00018376-3.7693e-05i,-0.00047843-0.00014033i,-6.2649e-05+0.00063251i,0.00062361+0.0014129i,0.00073482+0.001113i,0.00014196+0.00063701i,-0.00035454-0.00019884i,8.2118e-05-0.00063681i,-6.376e-05+1.2661e-05i,-8.0065e-06+0.00032887i,0.00047923+0.00027641i,0.0010573+0.00078122i,0.0011958+0.00066792i,-2.422e-05+3.6814e-05i,-0.00067423+0.00042723i,-0.00026531+0.00062292i,-3.3693e-05+0.00032132i
-0.0012667-0.001379i,-0.0023527-0.0012718i,-0.0018684-0.0013312i,-0.0010193-0.0007136i,-0.00020643-5.1079e-05i,-0.00039396-0.00016125i,-0.00054884-0.00042451i,-0.00024485-0.00017655i,-0.00042544+0.0002449i,3.924e-05+0.00075396i,-3.2464e-07+0.00072242i,-4.0182e-05+0.00033697i,-0.00036688+0.00017698i,-0.00019974-0.00017306i,0.00014687-0.00036595i,-0.00029427-0.00025461i,-2.9309e-05-0.00049403i,0.00021248-0.0010621i,-0.00013114-0.00093511i,0.00020891-0.0005959i,0.00035599+0.00018396i,0.00022484+0.00067182i,0.00016715+0.00034955i
-0.00096319+0.00073527i,-0.0013583+0.0019342i,-2.7451e-05+0.0020533i,0.0009797+0.00090764i,0.001584+0.00045118i,0.0013259+0.00013173i,0.00064203-0.00047706i,0.00029846-0.00056096i,0.00013336-0.00024913i,0.00024669-0.00010883i,0.00017156-0.0002787i,3.7717e-05-0.00065618i,0.00014269-0.00029059i,-0.00019132-8.3193e-05i,-0.00019301+0.00015436i,4.9031e-05+0.00027604i,-0.00026192+7.6233e-05i,-0.00082173+0.00036163i,-6.4524e-05+0.00080887i,0.0011087+0.00082721i,0.001464+0.0004389i,0.00087404+0.00010723i,0.00041541+0.00039905i
0.0012279+0.00088781i,0.00014389+5.1936e-05i,-2.3128e-05-0.00012053i,-0.00077669+0.00064524i,-0.0013048+0.00052433i,-0.00039693+0.00058119i,0.00011161+0.00081061i,-0.00015589-0.00023012i,1.3997e-05-0.00064813i,0.0003821-0.00043525i,0.0005637-0.00050743i,0.00060599+0.00017404i,0.00065533+0.00058562i,0.00040105+0.0010126i,-3.1685e-05+0.00077709i,-0.00031734+0.000191i,-0.00075056+0.00013063i,-0.0010153+0.00016205i,-0.00013193+0.00022126i,8.504e-05+0.0003891i,-0.00019351+0.00032052i,0.00040515-5.4251e-05i,0.00031896-0.0003958i
