0.0016234-0.00022919i,0.00025007-0.0012518i,-0.0010921-0.0027374i,-0.0018575-0.0036563i,-0.0032816-0.0033956i,-0.0038618-0.001035i,-0.0022843+0.00052039i,-0.00026825+0.0010675i,0.00082339+0.0015769i,0.00084637+0.00099523i,0.00028525-0.00010836i,0.0002633-0.00037273i,0.00037814-0.00025817i,0.00067334-5.4092e-05i,0.00092884+0.00027091i,0.0012593+0.0004221i,0.00078674-0.00015567i,0.00045875-0.00081278i,0.00068516-0.00098042i,0.00028366-0.00057973i,-0.00012852-2.3869e-05i,-0.00045546-0.00038379i,-0.00089779-0.0010274i
-0.00027068+0.00030414i,-0.00020324-0.00036605i,-0.00075278-0.00071465i,-0.0021596-0.0016225i,-0.0032416-0.0015004i,-0.002715-0.00023584i,-0.0006979+0.00034768i,0.0002334+6.5349e-05i,-0.00023859-6.1099e-05i,-0.00044834+0.00027186i,-0.0006164+0.00064952i,-0.00016154+0.00074243i,0.00047956+0.00084346i,0.00028459+0.00069113i,0.00046773+0.00025521i,0.00044988+0.00036564i,0.00043066+0.00091437i,0.00070688+0.0011799i,0.00085084+0.00055325i,0.0002336+0.00012023i,-0.00041582-0.00056065i,-0.00018674-0.00094808i,7.6806e-05-0.00069698i
-0.00084249-0.0010342i,-0.0014466-0.0010112i,-0.0025051-0.0013408i,-0.0032187-0.00070308i,-0.0040034+0.00056792i,-0.003804+0.0016928i,-0.0024315+0.0014263i,-0.0011433-0.0001452i,-0.00025262-0.00071823i,-4.9109e-05-6.6855e-05i,0.00012099+0.000434i,-0.00014887+0.00076091i,-0.0011272+0.00058296i,-0.0014345-3.1612e-05i,-0.00053839-0.00066471i,0.00038935-0.00087314i,0.00043765-0.00095307i,0.00048726-0.00075591i,0.00044782-0.00030238i,0.0008758-0.00052913i,0.0010605-0.00089896i,0.00067293-0.00079316i,0.00056535-0.0004624i
0.0007852-0.0011339i,0.0011642-0.0020699i,-0.00016664-0.0023199i,-0.0017052-0.002746i,-0.0026418-0.0017386i,-0.001741+3.1338e-05i,-0.00036058+0.001122i,0.00097409+0.0011077i,0.00095261+0.00050089i,0.00024152+9.5614e-05i,0.00020973+0.00012777i,0.0003048+0.00070217i,0.00065666+0.00086527i,8.9501e-05+0.00011223i,-1.9795e-06-3.338e-05i,6.8395e-05+0.00057036i,-0.00031742+0.00059811i,-4.3757e-05+7.5412e-05i,0.0002175-0.0009889i,0.00023865-0.0012844i,0.00019949-0.00082687i,-1.8916e-05-0.00054889i,0.00013487-0.00037764i
-0.0015837-0.00028252i,-0.00059581-0.00016195i,-0.001384+9.9652e-05i,-0.0027215-0.00081756i,-0.0027701-0.00067828i,-0.0026202+0.0004701i,-0.00041828+0.0010305i,0.00091926+0.0014007i,0.000387+0.00094487i,0.00051545+0.00059079i,0.00039862+0.00049176i,3.14e-05+0.0003435i,0.00035282+0.00011722i,0.00091356-0.00023105i,0.0011922-5.4001e-05i,0.00083826+0.00038285i,0.00010464+0.00072509i,-0.00031166+0.00051014i,0.00013519+0.00024373i,-8.7466e-05+0.00031405i,-0.00079506-7.7261e-05i,-0.00039832-0.00061067i,0.00043616-0.00067398i
-0.00076697+0.00047266i,0.00057293+3.1635e-05i,0.0014705-0.0006288i,-0.00015442-0.0010337i,-0.0023839-0.00090935i,-0.0016618-0.00044028i,0.00032827+0.00031321i,0.00051268+9.6705e-05i,8.1958e-05-0.00030231i,0.00023053+0.00073703i,0.00027637+0.00073385i,0.00031837+5.0835e-05i,0.00034158+0.00030266i,0.00072965+0.0001503i,0.00030674+1.7872e-05i,-0.00042828+0.00036616i,-0.00023265+0.00057442i,0.00033035+0.00076553i,0.00027476+0.00013093i,0.00021382+0.0003294i,-0.00010343+0.00065761i,-0.000328-0.00020569i,0.00039317-0.00064775i
0.0015265-0.00039234i,0.00065401-0.0016522i,-0.0004983-0.0017463i,-0.0013462-0.001627i,-0.0019319-0.00086818i,-0.0014769+0.00085106i,-0.00036406+0.001999i,-7.5583e-06+0.0012435i,-0.00022767+0.00035925i,-0.00015655+0.00036981i,0.00059005+0.00024802i,0.00053459+0.00035778i,-0.00042678+0.00089451i,-0.00069129+4.0737e-05i,-6.6042e-05-0.001084i,0.00030134-0.0010993i,-0.00028097-0.00092394i,-7.7073e-05-0.0011926i,0.00049331-0.0011849i,0.00016207-0.0007036i,-3.4756e-05-0.00043626i,0.00025226-0.00033485i,0.00010719+0.00016143i
-0.00088834+9.9116e-05i,-0.00098396-1.7286e-05i,-0.0018019-0.00027825i,-0.0039715-0.001203i,-0.0052766-0.00083224i,-0.00419+0.001205i,-0.0012888+0.0016338i,6.1416e-05-0.00017254i,-0.00092735-0.00074491i,-0.00075412-0.00032999i,0.00011217+0.00036688i,0.00012504+0.00078414i,0.0003017+0.00040799i,8.7253e-05+0.0001095i,-0.00046985+6.3654e-05i,-0.00060478+0.00036824i,-0.00054658+0.00070573i,-0.00074194+0.00035774i,-0.0010508-0.00024004i,-0.00041412+3.131e-05i,0.00040819+0.00050507i,0.00019514-0.000156i,0.00020159-0.00049784i
-0.00066565-0.0015665i,-0.0018571-0.0011758i,-0.004298-0.00024017i,-0.0057545+0.0010082i,-0.0049031+0.0026998i,-0.0026561+0.0031245i,-0.00099913+0.00277i,-0.0010814+0.0019718i,-0.00073571+0.00095531i,-0.00024741+0.00094278i,-0.00032682+0.0014678i,-0.00033148+0.001214i,-0.00061302+0.000745i,-0.00086781+0.00076454i,-0.00074325+0.00032601i,-0.00066845-0.00020026i,-5.319e-05-0.00017638i,0.00051185+0.00036291i,0.00020138-0.00028973i,-9.1741e-05-0.00065227i,0.00014678-0.00060575i,-0.00015954-0.00014034i,-0.00017358+0.00045006i
-0.0025126-0.0037583i,-0.0025349-0.0035568i,-0.0035578-0.0019774i,-0.0047214-0.0018834i,-0.0053867-0.0010224i,-0.0052307+0.0037031i,-0.0036939+0.006916i,-0.00049567+0.0072233i,0.0028289+0.0064164i,0.0048691+0.0049809i,0.0047946+0.0031348i,0.0038244+0.00084475i,0.0035119-0.00056864i,0.0021088-0.00089494i,1.3366e-05-0.00014686i,-6.361e-05+0.00097275i,0.00085649+0.00086433i,0.0011431-2.3692e-05i,2.892e-06-0.00091263i,-0.0012441-0.00091349i,-0.0010901-0.00034021i,-0.00042954-0.00026028i,-0.00026751-0.0002193i
0.00088637+0.00014345i,0.00013022-0.00073644i,-0.0016455-0.0010507i,-0.0027879-0.0012671i,-0.0014426-0.00098676i,-2.8276e-05-0.00043806i,8.3624e-05-0.0015168i,-4.0659e-05-0.0030501i,-0.00083745-0.0030392i,-0.0022622-0.0022026i,-0.0028192-0.00091978i,-0.0028339-0.00011293i,-0.0019103+0.00046588i,-0.00038441+0.0006337i,0.00030133+0.00048021i,0.00018639+0.00014461i,-1.2717e-05-7.7572e-05i,0.00038988-0.00032831i,0.00095172-0.00082261i,0.00027415-0.00072259i,-0.00058821-0.0004513i,-2.9321e-05-8.0727e-05i,0.00082632-0.00028808i
-0.00044567+0.0013359i,0.0001072+0.00082661i,-0.00035876+0.00057797i,-0.0011773+0.00052239i,-0.0017855+0.00055826i,-0.0016046+0.0017768i,-0.00087167+0.0023627i,-0.00053517+0.00082625i,-0.00029289-0.00065281i,-0.00046301-0.00029934i,-0.00083767+0.00058929i,-0.00091725+0.00053625i,-0.00061452-8.5594e-05i,-0.00016708-0.00035556i,0.00019357-0.0010064i,-0.0004215-0.0010306i,-0.00077292-0.00060753i,2.1798e-05-0.00055337i,0.0003984-0.00027593i,0.00024048-1.9446e-05i,0.00038575-7.4137e-05i,0.00051579-0.00013506i,-1.7516e-05+4.0344e-05i
-0.00095403-0.0013463i,-0.00075182-0.00062589i,-0.0013364-0.0017763i,-0.0014792-0.0019893i,-0.0028828-0.00057862i,-0.0031071+0.00039114i,-0.0007082+0.00064563i,0.00073545-0.00017229i,0.0003874-0.0010181i,-0.00021272-0.00092856i,-0.00034545-0.00061838i,-0.00026119+0.0003182i,-0.00053728+0.0013565i,-0.00062736+0.0012082i,-0.00018373+0.00050104i,-0.00015629+0.00023696i,-0.00029676+0.00011844i,-0.00035068+0.00023828i,-0.00029036-4.8999e-05i,-0.00041718-0.00046851i,-0.00066383-0.00050797i,0.00027354-0.0001931i,0.00066097+9.7619e-05i
-0.0018302+0.0016971i,-0.001067+0.0020399i,-0.00038115+0.0026302i,-0.00070675+0.0020414i,-0.00086437+0.0017173i,-0.00052413+0.0023807i,-0.00049567+0.0014962i,-0.00012356+2.2205e-05i,-0.00016628-0.00017731i,-0.00050364+0.00096815i,-0.00052805+0.0012822i,-0.00027336+0.00069988i,-3.7977e-05+0.00084947i,5.9091e-05+0.00078582i,5.1489e-05+0.0007277i,-6.6782e-05+0.00056359i,-0.00034221+0.00025622i,-0.00050463-0.00019424i,0.00037402-0.00023319i,0.00068756+0.00014422i,0.00016343+0.00032062i,-0.00077228+0.00028091i,-0.0008213-5.5099e-06i
-0.0007987-0.00040908i,-0.001929-0.00065263i,-0.00215-0.00043019i,-0.0023761-0.00023101i,-0.001921-0.00014746i,-0.00047139+0.00086713i,0.00014308+0.00047114i,-0.00053644-0.00042103i,-0.0011722-0.00083513i,-0.0014796-0.00068961i,-0.0013658-0.00015112i,-0.0014688+0.00035455i,-0.00071167+0.0011104i,0.00022946+0.0015083i,0.00062379+0.0017684i,0.0012843+0.0014056i,0.0013939+0.0006806i,0.0013175+0.00087606i,0.0014015+0.00084248i,0.0013222-0.00019891i,0.0014061-0.00048909i,0.0014298-2.1679e-05i,0.0011837+0.00068272i
-0.0018629-0.0017008i,-0.0019839-0.0018731i,-0.0023539-0.001477i,-0.0043774-0.0001553i,-0.0044529+0.0012958i,-0.0020492+0.0026507i,-1.5414e-05+0.0021736i,0.00060741+0.00065443i,6.312e-05-0.00077993i,-0.00061897-0.00095577i,-0.0013997+0.00050785i,-0.0018218+0.0018927i,-0.0012602+0.001071i,-0.00034288+0.00023032i,-0.00075255+0.00029493i,-0.0008645+0.00023496i,-0.00061031+0.00059718i,-0.00032634+0.00073554i,0.00018292-0.00015362i,0.00033613-0.00048662i,-3.9745e-05-0.0001707i,-0.00056623-6.9315e-05i,-0.00036453-0.00034844i
0.00097636-0.00016835i,0.00080732-0.0008208i,-0.00053941-0.0020709i,-0.0027053-0.0013925i,-0.0039485-0.00023818i,-0.0032067-9.201e-05i,-0.00084993-0.00043475i,0.0013406-0.00082391i,0.00095059-0.00061909i,-0.00042659-0.00096731i,-0.00032521-0.0010751i,0.00020853-0.00024505i,-0.00021276+0.00056172i,-0.00028885+0.00040441i,4.2221e-05-0.00024204i,0.00048221+5.1691e-05i,0.00059679+0.00070704i,0.00037767+0.0005362i,0.00021712+0.00025922i,-5.0394e-05+0.00029072i,-0.00059007+3.2514e-05i,-8.6194e-05+6.9467e-05i,0.00012036+0.00013463i
-0.0019577-0.00018925i,-0.0022872-0.0013108i,-0.0020934-0.0023005i,-0.0026368-0.0021703i,-0.0037865-0.0010167i,-0.0021801+0.00025512i,0.00012754+0.00067483i,0.00056843+0.00012475i,-9.421e-05+0.00011761i,-0.00071246-0.0002643i,-0.00045045-0.00047491i,0.00027642-0.00018042i,0.00035912-3.479e-05i,-0.00029079+0.00026507i,-0.00043155+0.00088718i,-9.9819e-05+0.0010563i,-0.00018624-7.5581e-06i,0.00025186+0.00036829i,0.00053885+0.00074709i,4.9632e-05-2.5665e-05i,-0.00014902-0.00042269i,6.1114e-05+0.00012698i,-0.00012168+0.00074871i
0.00084113+0.00088749i,0.0013917-0.00066169i,0.0014777-0.00045824i,-0.00045291-0.00074604i,-0.0012441-0.0017108i,-0.00071357-0.00073909i,-0.00029462+0.00036302i,5.0025e-05-0.00028628i,-0.00037026-0.00094705i,-0.00062492-0.001218i,0.00025507-0.0007316i,0.00063371-0.00013353i,0.0004854-0.00042618i,0.00039668+0.0003223i,0.00068594+0.0010287i,0.00119+8.057e-05i,0.0010031-0.00094243i,0.00099956-0.00071473i,0.00058045-0.00015491i,1.6933e-05-0.00021801i,0.00041784-0.00077923i,0.000749-0.00053549i,0.00043073-2.3408e-05i
-0.00079553-0.00066962i,-0.0011266-0.00070978i,-0.0016445-0.0013321i,-0.0018211-0.0010899i,-0.0033521-0.00012311i,-0.0029598+0.00077169i,-0.00086477+0.00062596i,0.00051049+0.00015069i,0.00035084+0.00028376i,-0.00098933+0.00042643i,-0.0010561+3.0573e-06i,-0.0007069+0.0003063i,-0.00073908+0.00064451i,-0.0004066+0.00069281i,-0.00044921+0.0010055i,-0.0002877+0.0008435i,0.00059167+0.00069937i,0.0009698+0.00083094i,0.00029789+0.00045021i,0.00021511+8.4456e-05i,-0.00051049+9.9131e-05i,-0.00057544-0.000198i,0.00061388-0.00014115i
-4.5157e-05+0.00025832i,-0.00098575-0.00061467i,-0.00068389-0.00019684i,-0.00025795-0.00038236i,-0.0014923-0.00039087i,-0.0018609+0.0011811i,-0.00020038+0.0013713i,0.00089572+4.8506e-05i,0.00087885-0.0006074i,-0.00019163-0.00059749i,-0.00042051-0.00069448i,0.00010068-0.00047295i,0.00033556-0.00047935i,0.00018019-0.0008167i,-0.00011699-0.00017086i,0.00048724-0.00015778i,0.0010627+2.526e-05i,-7.2602e-05+0.00043342i,-0.00092398-5.1135e-05i,-0.00017911-0.0002034i,0.00043665-0.00020045i,0.00059413-0.00077626i,0.00075397-0.00014023i
-0.0026074-0.0028182i,-0.0023829-0.0011401i,-0.0037411-0.0012698i,-0.0052515-0.0015305i,-0.0051605-0.0011795i,-0.0032102+0.00013572i,-0.00097389+0.00060055i,4.5715e-05+1.8366e-05i,-0.00061891-0.00018277i,-0.0017021-7.3362e-05i,-0.0014797+0.0006333i,-0.00028348+0.0008452i,6.8021e-05+0.0005404i,-0.00056814+0.00066021i,-0.00036501+0.00041386i,-0.00036866+0.0005373i,-0.00075324+0.00016394i,-0.00019313-0.00072704i,0.00010618-0.00054714i,0.00011722-0.00030813i,-9.6493e-05-0.00029198i,-0.00063992-6.4022e-05i,-0.00099807+0.00055042i
0.0021009-0.0007277i,-0.00014364-0.0015448i,-0.0021214-0.0017581i,-0.0024907-0.0016173i,-0.0027171-0.0001066i,-0.0017861+0.002284i,0.00050621+0.0022048i,0.0009343+0.00065397i,-0.00076666-0.00039117i,-0.0016196-0.0009357i,-0.000678-0.00034521i,-0.0004847-0.00028815i,-0.00087735-0.00033481i,-0.0010075+0.00030292i,-0.0010855+0.00059009i,-0.00075272+0.0001014i,-0.00025045-3.1097e-05i,0.00015543+0.00054424i,0.00050069+0.00068591i,2.56e-05+7.0738e-05i,-2.7746e-05-0.00082609i,0.00056609-0.00080844i,0.0004499-0.00044485i
-0.00048655-0.0010922i,-0.0010624-0.0016524i,-0.0023928-0.0019293i,-0.003724-0.0018787i,-0.0039928-0.0013585i,-0.0029069+0.00016566i,-0.0012788+0.00074605i,-0.00038303-0.00012672i,-0.00069301-0.00049283i,-0.00072331-0.00046529i,-0.00044653-0.00042902i,0.00033966+0.00026829i,0.00036436+0.0011062i,-6.7247e-05+0.0013597i,0.00032552+0.00083312i,0.00049128+0.00057642i,0.00076432+0.00060516i,0.00070051+0.00023498i,0.00023713+0.00023365i,-0.00025038+0.00050996i,-0.00059563+0.00021267i,-0.000875+0.00039185i,-0.00052914+0.00043926i
0.0019979+0.0020181i,0.0016638+0.00071777i,0.0018174-0.00026045i,0.00091532-0.00093039i,-0.00042817-0.0010921i,-0.0012997+0.00036418i,-0.0015683+0.0021069i,-0.0011678+0.0014004i,-0.00051866-0.00014086i,-0.00050881-0.00066951i,-0.00054966-0.00049533i,-0.0012198-0.0005068i,-0.0012071-0.00030061i,0.00016026-0.000202i,0.000796-0.00015902i,0.00067005+0.00029992i,0.00052236-1.5024e-05i,-6.2247e-05-0.00096141i,8.0624e-05-0.0010339i,0.00021582-0.00070242i,-0.00013785-0.00074638i,-0.00017165-0.0007471i,-8.9515e-05-0.00042423i
-0.0015825-0.00020015i,-0.0016025-0.00045852i,-0.0019912-0.0005142i,-0.0029797-0.00020197i,-0.0043578-0.0004257i,-0.0032673-0.00022253i,-0.0010521+0.00053787i,-0.00059296+0.00082246i,-0.00088739+0.00018253i,-0.0014484+8.3413e-05i,-0.0023941+0.00053689i,-0.0024402+0.00014548i,-0.0013312+0.00026497i,-0.0008702+0.00094923i,-0.00048416+0.00063178i,0.00060884+0.00042938i,0.00071348+0.00050026i,-9.1819e-05+0.00019386i,-4.2295e-05+0.0002151i,0.00024824+0.00034707i,-0.00053565-0.00020677i,-0.00039577-0.00039371i,-0.00031597-0.0002642i
-0.00060603+0.001158i,-0.00032963+0.0010054i,9.8938e-05+0.00057237i,0.00023921-0.00010032i,-0.00050502-0.0010662i,-0.0006674-0.0010907i,0.00024905-0.0011236i,0.00077493-0.0014396i,0.00061837-0.00039205i,0.00025327+0.00020745i,-0.00035501-9.6577e-05i,-0.00097101-0.00063632i,-0.00080976-0.000202i,-0.00073815+0.00050288i,-0.00040872+0.00012792i,-0.00018216+6.2949e-05i,-0.00017168+0.0002946i,-4.4213e-05+0.00027875i,3.4398e-05-0.00020018i,0.00013636-0.00068441i,-0.00023164-0.00065236i,-9.1319e-05-0.00031072i,7.2687e-05+7.6138e-05i
0.0002658+0.0010177i,0.00049139+0.00013833i,0.00023335+0.00026892i,-0.0018617+0.00024347i,-0.0041207+0.00017186i,-0.002991+0.00081758i,-0.00072922+0.0017632i,0.00043992+0.0015008i,0.0005824+0.00056593i,-8.2556e-05+3.1995e-05i,-0.00064393+0.00040486i,-0.0011539+0.00053651i,-0.0011007+0.00059575i,-0.00046078+0.00035748i,1.5665e-05-0.00037205i,-0.00021786-0.00018074i,-0.00060772+0.00036816i,-0.00039606+2.7838e-05i,0.00022147-0.00051251i,0.00020284-0.00013475i,-0.00011905+0.00020544i,0.00010388+0.00013495i,0.00045096+0.00056651i
-0.00056605-0.00044099i,-0.00098519-0.00029477i,-0.00085957-0.00066187i,-0.0014755-0.0011284i,-0.0025802-0.0010117i,-0.002304+0.00024413i,-0.00057682+0.001034i,0.00048652+0.00033429i,0.00021855-0.00012984i,-0.00019679+0.00031903i,-0.00045039+0.00079581i,4.4765e-05+0.0005238i,0.00056438+0.00055211i,0.00047819+0.00058757i,0.0003411+0.00021342i,-5.9487e-05-0.00054742i,6.8331e-05-0.00090638i,0.00034138-0.00041281i,0.00045849-1.7424e-05i,-4.0792e-06+0.0004743i,-0.00038612+0.00062798i,-0.00026939+0.0002276i,6.2551e-05+0.00035867i
-0.00091912-0.0012417i,-0.0015201-0.0010128i,-0.0027147-0.0015479i,-0.0033022-0.0017812i,-0.0032139-0.00077434i,-0.0020832+0.00087775i,7.6236e-05+0.0012139i,0.0010196+0.00074134i,0.00044426+0.00059797i,-0.00075651+0.00074302i,-0.0012427+0.00050165i,-0.00022686+0.00083948i,0.00043656+0.0014663i,0.00013018+0.0013691i,0.00028354+0.0011947i,7.4528e-05+0.0013022i,-0.00051959+0.0010264i,-5.9182e-05+0.00041075i,0.00019015+0.00011993i,-8.535e-05+0.00042541i,-2.0549e-05+0.0006768i,0.0003055+0.00051475i,0.00030987-0.00013532i
-0.00092946+0.0003535i,-0.0018839-0.00058879i,-0.0020467-0.00087192i,-0.0025754-0.00067195i,-0.0037953-0.00018982i,-0.0030799+0.00036191i,-0.0014068-8.4634e-05i,-0.00060761-0.0007193i,-0.00099001-0.00046082i,-0.0013234-1.4199e-05i,-0.00018659+0.00038206i,0.00032109+0.00073539i,0.00012915+0.0005402i,-8.1165e-06+0.00045315i,0.00016062+0.00059023i,0.000159+0.0006726i,-0.00034679+0.0010646i,-0.00043173+0.00050968i,1.8262e-05-0.00043383i,-4.897e-05-0.00063018i,3.9776e-05-5.6348e-05i,-0.00039506+0.00046743i,-0.0004674+0.00033347i
0.0013322-0.00047021i,-0.00013835-0.00096601i,-0.00079769-0.0025184i,-0.001357-0.0031454i,-0.0027646-0.0026943i,-0.0028858-0.00081615i,-0.0015201+0.00029335i,-0.00079574+5.7104e-05i,-0.00033698-0.00029349i,-0.00052227-0.00094232i,-0.00121-0.0013999i,-0.0011203-0.0012108i,-0.00091666-0.00015921i,-0.00092884+0.00074624i,0.00024661+0.00074546i,0.00095945+0.00071486i,0.00050464+0.00026831i,0.00021675-0.00038429i,6.5435e-05-0.00071501i,5.4811e-05-0.0011222i,0.00026376-0.00082157i,-4.4262e-05-0.0005551i,0.00012128-0.00055325i
0.0014471+0.0018661i,0.0004657+0.00099639i,0.00084467-0.00038427i,-0.00065176-0.0016097i,-0.0023437-0.0017402i,-0.002149-0.00055482i,-0.00094383+0.00082727i,0.00010365+0.00056847i,0.00041587-0.00034442i,0.00088741-0.00051362i,0.00073323-0.00051311i,-0.00025559-5.7404e-05i,-0.0010161+0.00016738i,-0.0011042+0.00021799i,-2.1486e-05+0.00010271i,0.0014804-9.8531e-06i,0.0010777-0.0002667i,0.00028704-0.00028896i,0.0012148+9.5691e-05i,0.0014563+0.00033006i,0.00088979+0.00047175i,0.00029082+2.4214e-05i,5.0516e-05-0.00046046i
-0.00034712-0.00047714i,-0.001135-0.00032772i,-0.0018099-0.00046452i,-0.0020072-0.00051828i,-0.0020148+0.00043084i,-0.0017841+0.001023i,-0.001432+0.0006665i,-0.0010832+0.00015668i,-0.00055283+0.00082278i,-0.00037846+0.00099287i,-0.00027841+0.00020506i,-0.00025427-0.00012306i,0.00023267+0.0007869i,-0.00036007+0.0018798i,-0.00020271+0.0019043i,0.0010548+0.0012403i,0.0010622+0.00045997i,0.00040647-0.00011544i,-0.00015933+0.00069468i,-4.8869e-05+0.00097699i,-0.00013958+0.0008895i,-0.00049309+0.0010217i,-0.00041554+0.00055602i
-0.00012107+0.00072007i,-0.0010353-4.7087e-05i,-0.0011918-8.5772e-05i,-0.0023633-0.00061186i,-0.0019819-0.00064143i,-0.00070648-0.00015343i,0.00018774-0.00011355i,0.00050945-0.00042665i,-0.00027528-0.00069874i,-0.0011281+5.4192e-05i,-0.0013383+0.00037532i,-0.0011977+0.00097264i,-0.0001753+0.00076613i,0.0010006+0.00039988i,0.00072702+0.00044561i,0.00037717-0.00014485i,0.00047621+5.2299e-06i,0.00052466+0.00035383i,-3.7499e-05-0.00022023i,-0.00050655-0.00075596i,-0.00041687-0.00057596i,-0.00022661-0.00032111i,-0.00018533-0.0001417i
0.00057934+0.0010383i,-0.00028771+0.0015154i,-0.0012146+0.0014521i,-0.0012776+0.00051216i,-0.0011185-0.00059783i,-0.00067258-0.00090494i,-0.00017537-0.00027368i,-0.00044667-0.00063106i,-0.00069795-0.00072154i,-0.00014661+0.0001426i,0.00059306+0.00039395i,0.00075142-4.0239e-05i,0.00044655-0.00023823i,0.00063357-0.00078611i,0.00092364-0.00076336i,0.0011315-0.00022331i,0.001553-0.00012219i,0.0013093+0.0003193i,0.0006512+0.00043104i,-6.9678e-05+0.00024116i,-0.00046394+7.2498e-06i,-0.00051347-0.00046103i,-9.9152e-05-0.00049139i
-0.00031859-0.00073572i,0.00033282-0.00059067i,-0.00071606-0.0016341i,-0.0027128-0.0018219i,-0.0036176-0.0013629i,-0.0027655+6.1439e-05i,-0.0016111+0.0013606i,-0.00058907+0.00070709i,-0.00036724+7.5057e-05i,-0.00010919+0.00011755i,0.00011449-0.00020827i,-0.00011979-0.0008515i,-9.7818e-05-0.00078213i,0.00019332-0.00022486i,0.00059309+0.00046345i,-6.7362e-05-0.00020315i,-0.00014508-0.00071912i,0.00044014+6.8008e-05i,8.8533e-05-0.00020498i,-0.00071068-0.00055426i,-0.00084173-0.00035226i,-0.00029519-0.00059971i,0.00049126-0.000698i
0.00028958-0.0003379i,2.7574e-05-0.00092052i,-0.0012903-0.001914i,-0.0024583-0.0027108i,-0.0039985-0.0020316i,-0.0031994+0.00060349i,-0.0004935+0.0020631i,0.00060779+0.0016806i,-0.00012836+0.00028164i,-0.00059715-0.00040104i,-0.0011525-0.00069088i,-0.001618+7.3988e-05i,-0.0010853+0.00092912i,-0.00054327+0.0009653i,0.00031631+0.00097635i,0.00031036+0.00094065i,-0.00036202+0.0012618i,0.00029233+0.00085955i,0.00043585+0.00041828i,-0.0006108+0.00042268i,-0.00077036+0.00050171i,-0.00054635+0.0010205i,-0.00074124+0.0011305i
-0.00071092-0.0001157i,0.00047475-0.00066406i,2.0481e-06-0.00093718i,-0.00070318-0.00045719i,-0.00067977+0.00060266i,-4.3861e-05+0.0014813i,0.00054461+0.00084031i,0.00071187+0.00012259i,-7.0509e-05-8.9747e-05i,-0.00077149-0.00020002i,-0.00042008+0.00012605i,-0.00020028+0.0003817i,-0.00019525+0.00078243i,-0.00061568+0.00082931i,-0.00052018+0.00043847i,0.00035599-0.00025608i,0.00058579-0.00045299i,0.00045404+0.00024669i,0.00060164+0.00036298i,0.00068487+0.00023772i,0.00051312+0.00069835i,0.00070394+0.00046771i,0.00088211-0.00014512i
0.00064492-0.00042635i,0.00061007-0.000796i,0.00089181-0.0014487i,-0.00079303-0.001719i,-0.0025998-0.0014843i,-0.0026979+0.00011948i,-0.0019109+0.00072408i,-0.0014321-0.00024479i,-0.0014608-0.00012641i,-0.0015408-5.8287e-05i,-0.0010839-0.00025361i,-0.00039908+0.00023099i,-0.00033648+0.00038742i,-0.00010873+0.00063002i,-0.00010468+0.00091975i,0.00011584+0.00044202i,0.00034518+0.00016502i,0.00057986+0.00054999i,0.00075613+0.00053102i,0.00059084+0.001013i,0.00043133+0.0010042i,0.00038285-0.00014512i,0.000217-0.00067214i
0.00046227-0.0015933i,-9.401e-05-0.0019821i,-0.0013832-0.0023129i,-0.0019014-0.0023844i,-0.0022454-0.0016235i,-0.0021228-5.7317e-05i,-0.00089983+0.00035563i,-5.7544e-06+7.1293e-05i,0.00024569-6.85e-05i,-7.9951e-05-0.00029358i,-0.00082814+1.3092e-05i,-0.00098588+0.00063569i,-0.0011282+0.00057385i,-0.0012803+0.00090871i,-0.0011992+0.0010248i,-0.00037982-0.00025407i,0.00073981-0.0006338i,0.0011902+0.00024719i,0.00088125+0.00083822i,0.00023918+0.00055277i,-0.00032219-0.00011551i,-0.00028101-9.1223e-05i,-0.00044861+0.00053983i
-0.00052115+0.0002135i,-0.00065827-0.00070473i,-0.0015956-0.00059777i,-0.0029289-0.00086353i,-0.0030249-0.00057056i,-0.0029126+0.0009004i,-0.0014765+0.0015361i,0.00038448+0.0009302i,-0.00011094+0.00031277i,-0.0013829-0.0004522i,-0.0012134-0.00077436i,-0.00024633-0.00064718i,-0.00011425-0.00052498i,-7.149e-05-0.00021603i,0.00025972+0.00045206i,0.0002148+0.00064779i,0.00063225+0.00046306i,0.00052402+0.00060246i,-0.00044646+4.7874e-05i,-7.8018e-06-7.9064e-05i,0.00075057+0.00038588i,-7.1131e-06-0.00014744i,-0.00073219-0.00077202i
0.0018-0.00072429i,0.00076214-0.0010253i,0.00020867-0.0003574i,-0.00044443-0.00063207i,-0.0015529-0.00083002i,-0.0025492-0.00021139i,-0.0015923+0.00049037i,-0.00032025+0.00043748i,2.6183e-05-0.00045422i,-0.00022919-0.00032825i,-0.00048085-0.0002286i,-0.00058744-0.00058562i,-0.00108-0.00017275i,-0.00017962+5.8306e-05i,0.00085255+0.00041887i,0.0012204+0.00028022i,0.0013871-0.00030892i,0.0016948-0.00074534i,0.0013966-0.00063699i,0.00059419-0.00041191i,-3.8679e-05-1.6154e-05i,-0.00018069+0.00017704i,-0.00030278-0.0004285i
