-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
-0.0015909-0.0018636i,-0.010991-0.022852i,-0.027182-0.071576i,-0.054368-0.10258i,-0.073298+0.0082892i,-0.0066238+0.21887i,0.10993+0.2641i,0.10208+0.11562i,0.0054103+0.0018544i,-0.011862-0.014543i,0.02299-0.021922i,0.03453-0.04951i,0.0028893-0.10714i,-0.069621-0.14528i,-0.1073-0.089816i,-0.068581+0.013009i,-0.012315+0.086252i,0.023685+0.13172i,0.050677+0.15514i,0.082348+0.12596i,0.094108+0.050195i,0.060059-0.0058971i,0.023221-0.013153i
0.00814+0.0086795i,0.005716+0.036283i,-0.0013453+0.11889i,0.033019+0.24854i,0.13993+0.30095i,0.18219+0.21213i,0.053589+0.11335i,-0.057075+0.11051i,-0.01613+0.12939i,0.034252+0.088759i,0.020375+0.034738i,0.005577-0.011532i,0.018661-0.051504i,0.063768-0.074938i,0.083575-0.12154i,0.019469-0.18825i,-0.077782-0.21237i,-0.146-0.19508i,-0.17304-0.15895i,-0.15195-0.094589i,-0.094258-0.033307i,-0.036211-0.016736i,-0.0034926-0.024022i
0.0031458-0.010832i,0.026612-0.049583i,0.094533-0.16915i,0.181-0.39152i,0.19111-0.61683i,0.097691-0.68498i,0.027194-0.55487i,0.042232-0.367i,0.037215-0.28068i,-0.026329-0.23655i,-0.063813-0.14484i,-0.065589-0.045202i,-0.078676+0.041351i,-0.082708+0.10124i,-0.048251+0.10077i,0.0058913+0.061234i,0.061836+0.017689i,0.112-0.017507i,0.128-0.037465i,0.085721-0.050502i,0.014466-0.041413i,-0.02257-0.00046127i,-0.0087249+0.033717i
-0.0061317-0.00051574i,-0.037855+0.0066924i,-0.15064+0.01436i,-0.35502+0.048954i,-0.51051+0.15028i,-0.42171+0.28429i,-0.16267+0.31647i,-0.021671+0.20632i,-0.06162+0.12299i,-0.089613+0.13376i,-0.036508+0.12668i,0.0058355+0.078496i,0.0029839+0.023286i,-0.02572-0.023136i,-0.05908-0.015616i,-0.070052+0.039805i,-0.060824+0.094474i,-0.041095+0.14332i,-0.0032606+0.17104i,0.039243+0.14343i,0.05697+0.072352i,0.034811+0.0093871i,-0.00063885-0.022374i
0.0017457+0.0027574i,0.028136+0.02395i,0.10491+0.092559i,0.21435+0.2092i,0.23224+0.30944i,0.09269+0.32016i,-0.071288+0.24492i,-0.1352+0.16932i,-0.11269+0.15538i,-0.061396+0.14978i,-0.030386+0.10184i,-0.013737+0.042917i,0.012533+0.0056555i,0.021375-0.0054972i,0.0023753-0.0077188i,-0.020277-0.027281i,-0.04122-0.072211i,-0.062457-0.13005i,-0.068365-0.16401i,-0.057797-0.13027i,-0.041552-0.049181i,-0.010108+0.0028303i,0.020229+0.0023574i
-0.010058+0.010024i,-0.032621-0.00056141i,-0.082652-0.030429i,-0.11454-0.079846i,-0.022338-0.14431i,0.14881-0.25677i,0.17218-0.34957i,0.071612-0.28683i,0.054562-0.17059i,0.077725-0.13798i,0.04917-0.11935i,0.012523-0.071258i,-0.025032-0.025639i,-0.053013+0.012895i,-0.043512+0.032012i,-0.020944+0.031796i,0.011045+0.031342i,0.058762+0.019217i,0.086573-0.013524i,0.062048-0.043682i,0.0035138-0.042718i,-0.032379-0.011753i,-0.034734+0.018086i
0.0081271-0.0017516i,0.016144+0.011458i,0.038015+0.060767i,0.077927+0.13587i,0.097503+0.16132i,0.054499+0.15115i,0.033839+0.17511i,0.07976+0.15308i,0.10174+0.05452i,0.081335-0.00584i,0.07009+0.001263i,0.059539+0.01575i,0.035842+0.018767i,0.026747+0.017223i,0.031789+0.011808i,0.019007+0.017936i,-0.016153+0.057394i,-0.046517+0.12725i,-0.044482+0.17843i,-0.0055836+0.15252i,0.031073+0.072326i,0.026049+0.015666i,0.0069095+0.0053595i
0.0058058-0.0070472i,0.0076095-0.030745i,0.0077933-0.10076i,-0.023991-0.18336i,-0.099996-0.15385i,-0.14701-0.00046582i,-0.10856+0.08554i,-0.064451+0.046414i,-0.094712+0.0091804i,-0.13696+0.028117i,-0.12333+0.046509i,-0.078409+0.030268i,-0.040595+0.0073873i,-0.021396+0.004366i,-0.01278+0.0091398i,0.0021569+0.0056688i,0.017861-0.019022i,0.0086903-0.065443i,-0.021949-0.089627i,-0.032211-0.058105i,-0.010802-0.0077129i,0.011956+0.017652i,0.021068+0.02269i
0.00527+0.0049508i,0.010213+0.035045i,0.023733+0.1202i,0.084301+0.22417i,0.20434+0.18676i,0.2696-0.047715i,0.17521-0.2449i,0.036302-0.22174i,0.01056-0.10318i,0.039798-0.061828i,0.02526-0.077346i,-0.011239-0.074149i,-0.030927-0.045099i,-0.032403-0.018968i,-0.026542-0.013862i,-0.0095287-0.024632i,0.026708-0.04072i,0.069948-0.06824i,0.080454-0.096588i,0.037055-0.089864i,-0.0063895-0.053324i,-0.0033275-0.037493i,0.0066158-0.052937i
-0.0028298+0.0004893i,0.016544-0.018374i,0.07962-0.078522i,0.16062-0.19376i,0.15152-0.26106i,0.044431-0.1556i,-0.015843+0.035662i,0.001328+0.11613i,-0.00094112+0.07856i,-0.011829+0.049695i,0.010305+0.048464i,0.032156+0.046606i,0.045108+0.036706i,0.059019+0.011923i,0.061692-0.014061i,0.043861-0.025495i,0.01168-0.010705i,-0.0085191+0.036816i,0.00082178+0.083051i,0.021679+0.078228i,0.023963+0.03766i,0.010374+0.014836i,0.0083875+0.016064i
-0.010923-0.0079214i,-0.04791-0.010755i,-0.16136-0.004215i,-0.34084+0.043978i,-0.44501+0.13667i,-0.37978+0.20068i,-0.23483+0.17512i,-0.12728+0.10282i,-0.096348+0.063254i,-0.10863+0.067071i,-0.098362+0.07701i,-0.047666+0.05708i,-0.0011507+0.010403i,0.014406-0.026559i,0.0041827-0.032152i,-0.019872-0.013025i,-0.043543+0.0082977i,-0.062477+0.023443i,-0.057663+0.033737i,-0.017483+0.027209i,0.012466-0.0030396i,-0.0038472-0.020001i,-0.027982+0.0028454i
0.005529-0.0085634i,0.028154-0.0052526i,0.099634+0.0049278i,0.22567+0.0112i,0.3249-0.024408i,0.32168-0.10356i,0.23675-0.17177i,0.14879-0.16712i,0.12135-0.12461i,0.11282-0.11135i,0.061563-0.10103i,0.0039899-0.069087i,-0.032341-0.039707i,-0.061336-0.015585i,-0.067577+0.0023734i,-0.046904-0.0027849i,-0.012619-0.02926i,0.021358-0.067159i,0.03052-0.10044i,0.0026547-0.095711i,-0.032954-0.051227i,-0.0327-0.013514i,-0.012505-0.012993i
0.0054944-0.0013964i,-0.0049068-0.014937i,-0.046504-0.063709i,-0.12426-0.12574i,-0.16543-0.13094i,-0.11049-0.06635i,-0.035213+0.013201i,-0.013214+0.060817i,-0.0061961+0.07212i,0.024313+0.070261i,0.058074+0.0609i,0.048658+0.045741i,-0.0055139+0.042186i,-0.048725+0.054213i,-0.043645+0.060454i,-0.0084063+0.048632i,0.020414+0.029492i,0.038361+0.019181i,0.042278+0.018503i,0.018216+0.023826i,-0.011661+0.040107i,-0.016986+0.054981i,-0.0031631+0.049945i
-0.006665+0.010426i,-0.002952+0.042416i,0.018566+0.14135i,0.053222+0.27295i,0.022228+0.31633i,-0.11723+0.25093i,-0.21603+0.17536i,-0.17737+0.11172i,-0.12237+0.05277i,-0.10718+0.030191i,-0.070884+0.029626i,-0.018855+0.014796i,0.01472-0.0069181i,0.027996-0.018598i,0.018309-0.018051i,-0.012458+0.00090017i,-0.05032+0.038533i,-0.073571+0.08258i,-0.059031+0.10981i,-0.0058801+0.095073i,0.048869+0.046292i,0.059434+0.0054957i,0.037353-0.0031554i
-0.0043821+0.0054511i,-0.002484-0.015218i,0.0050207-0.07373i,0.028221-0.15317i,0.10702-0.17811i,0.23142-0.17326i,0.25945-0.21496i,0.1563-0.22984i,0.067029-0.17777i,0.029294-0.13423i,-0.0093131-0.10506i,-0.019983-0.067855i,0.005865-0.042051i,0.032085-0.037331i,0.031949-0.051267i,0.0051198-0.064648i,-0.010921-0.06383i,-0.0063272-0.073226i,0.0003678-0.088131i,0.0082238-0.079263i,0.016204-0.056682i,0.020752-0.038485i,0.021612-0.031567i
-0.0040688-0.0010533i,-0.014531+0.0097692i,-0.043798+0.051247i,-0.05922+0.10501i,-0.023974+0.089786i,0.035403+0.022447i,0.071519+0.0072699i,0.074134+0.02808i,0.057684+0.034893i,0.041237+0.037462i,0.03619+0.029314i,0.011733+0.018532i,-0.029456+0.033827i,-0.045819+0.053464i,-0.024299+0.056629i,0.030492+0.042318i,0.088665+0.0020016i,0.11217-0.049448i,0.088567-0.082652i,0.028221-0.078265i,-0.032044-0.047578i,-0.053417-0.021855i,-0.045275-0.0063924i
0.011858-0.0086944i,0.039174-0.019361i,0.10588-0.064764i,0.14376-0.1397i,0.025511-0.14051i,-0.19002-0.0092697i,-0.2645+0.14131i,-0.17885+0.18587i,-0.12303+0.13767i,-0.1153+0.09994i,-0.074604+0.085715i,-0.023882+0.053387i,-0.0048672+0.019306i,-0.0078806+0.01745i,-0.0063162+0.035668i,-0.0010944+0.046203i,-0.010701+0.055156i,-0.029254+0.079869i,-0.03721+0.1029i,-0.026044+0.092632i,-0.0070377+0.061275i,0.0057706+0.036306i,0.013134+0.020435i
-0.0061754-2.4232e-05i,-0.026937+0.0025371i,-0.087619+0.023735i,-0.13662+0.081289i,-0.05976+0.12228i,0.084133+0.065743i,0.10974-0.042308i,0.041455-0.069238i,0.039388-0.026284i,0.072728-0.023347i,0.046569-0.042225i,0.024993-0.039021i,0.050653-0.045506i,0.067298-0.068774i,0.035707-0.084352i,-0.033865-0.074946i,-0.092555-0.03513i,-0.10448+0.013164i,-0.068791+0.042089i,-0.013573+0.036739i,0.016997+0.011499i,0.01396-0.0013064i,0.0066638-0.003962i
-0.0041452+0.0070572i,0.0091151+0.020134i,0.060482+0.046663i,0.15232+0.047852i,0.2089-0.0062848i,0.18623-0.062669i,0.12705-0.07216i,0.080138-0.076736i,0.046867-0.087309i,0.027388-0.07682i,0.016216-0.060601i,-0.011736-0.038454i,-0.04108-0.011586i,-0.047289-0.0064459i,-0.030526-0.014174i,0.0024655-0.021709i,0.039853-0.042882i,0.069919-0.079205i,0.072759-0.10741i,0.040282-0.096605i,0.0042611-0.055686i,-0.012521-0.02297i,-0.022898-0.00078657i
0.0021884-0.0025891i,-0.013239-0.028886i,-0.075246-0.092034i,-0.20728-0.15029i,-0.33609-0.11854i,-0.35167-0.014274i,-0.24281+0.05273i,-0.12866+0.055586i,-0.10471+0.04809i,-0.11683+0.060539i,-0.081286+0.079432i,-0.039332+0.075582i,-0.049525+0.066125i,-0.067849+0.07561i,-0.043213+0.083294i,0.0085159+0.068982i,0.041186+0.034367i,0.033918+0.00033145i,0.0036642-0.0078305i,-0.015194+0.0088187i,-0.010418+0.025335i,0.0025797+0.028018i,0.015472+0.025975i
-0.0029874+0.012098i,0.0036591+0.035797i,0.039453+0.10357i,0.12296+0.18546i,0.20945+0.19318i,0.23641+0.1076i,0.18824+0.013256i,0.12161-0.015472i,0.10268-0.0032145i,0.095396-0.0017931i,0.05927+0.0019186i,0.054798+0.0085202i,0.082392-0.01075i,0.075803-0.028807i,0.031254-0.026793i,-0.021505-0.012786i,-0.062708+0.027129i,-0.074179+0.083962i,-0.049035+0.11413i,-0.010336+0.091815i,0.0094636+0.044362i,0.011457+0.012066i,0.016155-0.005604i
0.0031194-0.0070104i,0.016951-0.021325i,0.044703-0.072936i,0.079237-0.15327i,0.11107-0.18966i,0.12763-0.15173i,0.10316-0.087838i,0.046096-0.051155i,0.012532-0.043315i,0.013912-0.037136i,0.018437-0.039488i,0.011353-0.054599i,0.0065593-0.063536i,0.011431-0.068396i,0.0043314-0.069316i,-0.011178-0.055095i,-0.0017096-0.034088i,0.033816-0.028263i,0.059769-0.038491i,0.051191-0.049638i,0.024913-0.048175i,0.0094926-0.038849i,0.00044457-0.035414i
-0.0032312-0.0042418i,-0.02813+0.012066i,-0.090962+0.068275i,-0.17106+0.15157i,-0.24129+0.16936i,-0.29016+0.10989i,-0.27044+0.061314i,-0.18095+0.039779i,-0.12336+0.01195i,-0.10788-0.0059938i,-0.075017-0.010483i,-0.06522-0.0089122i,-0.092877+0.025293i,-0.091576+0.066178i,-0.040151+0.073801i,0.022658+0.04753i,0.053847-0.010422i,0.043835-0.072077i,0.012341-0.097445i,-0.015547-0.077565i,-0.026509-0.038744i,-0.025936-0.0076515i,-0.019783+0.012873i
0.005399-0.0023863i,0.026305-0.0091533i,0.078251-0.036716i,0.13902-0.073018i,0.16357-0.059072i,0.14644-0.020802i,0.10825-0.016765i,0.062976-0.010592i,0.033762+0.01283i,0.020943+0.019296i,0.0061456+0.021668i,0.0079391+0.03732i,0.023206+0.038624i,0.026676+0.032904i,0.0217+0.027012i,0.0039506+0.014913i,-0.027969+0.01917i,-0.055598+0.041329i,-0.060481+0.060768i,-0.036845+0.068275i,-0.0077323+0.061079i,0.0028329+0.045818i,-0.00035793+0.035653i
-0.0038836-0.0052095i,-0.018577-0.017571i,-0.059631-0.038194i,-0.096021-0.04937i,-0.050495-0.042544i,0.056655-0.01194i,0.10314+0.02014i,0.077082+0.040143i,0.073624+0.060789i,0.089321+0.066005i,0.071307+0.045849i,0.050744+0.012517i,0.058471-0.028005i,0.057727-0.066954i,0.014885-0.079785i,-0.034298-0.05133i,-0.039331+0.0011396i,-0.0068355+0.042838i,0.02952+0.054539i,0.045859+0.037174i,0.037208+0.0080807i,0.02015-0.010676i,0.0060172-0.015862i
0.0045005+0.010626i,0.022247+0.032195i,0.075019+0.069819i,0.12321+0.081174i,0.056364+0.043093i,-0.10608-0.0015249i,-0.18377-0.0033124i,-0.14123-0.016273i,-0.12226-0.06037i,-0.12962-0.064586i,-0.093116-0.037936i,-0.057591-0.016045i,-0.053055+0.0054143i,-0.050335+0.017708i,-0.027871+0.024257i,0.014087+0.019528i,0.047159-0.016462i,0.05533-0.061027i,0.04148-0.081586i,0.011655-0.075583i,-0.012943-0.053081i,-0.013646-0.024922i,0.0069849-0.0066371i
-0.0065042-0.010003i,-0.015363-0.024662i,-0.051345-0.055186i,-0.095804-0.064436i,-0.080383-0.025884i,0.0068849+0.020315i,0.076994+0.0033284i,0.067969-0.028206i,0.029995-0.018309i,0.007144-0.013813i,0.0013797-0.013018i,0.0083395+0.0014059i,0.0011957+0.019645i,-0.011234+0.042699i,0.0036648+0.04794i,0.018532+0.021398i,-0.004045-0.0064079i,-0.04598-0.013217i,-0.068608-0.0027939i,-0.055096+0.013394i,-0.021266+0.022088i,0.003671+0.016071i,0.0078917+0.0040729i
-0.00070287-0.0010716i,-0.010266+0.014291i,-0.017409+0.057359i,0.015743+0.11734i,0.11302+0.12711i,0.21496+0.060605i,0.2164+0.0081851i,0.16987+0.021544i,0.17684+0.037295i,0.17567+0.023521i,0.11219+0.0043405i,0.052635-0.011867i,0.040062-0.033037i,0.036596-0.052205i,0.0038955-0.054293i,-0.039818-0.025028i,-0.050577+0.032862i,-0.024351+0.079791i,0.0088558+0.084818i,0.028484+0.058879i,0.027357+0.02513i,0.009224+0.0021331i,-0.01319-0.002485i
0.0068687+0.0060396i,0.026394-0.012351i,0.05655-0.071629i,0.043996-0.17497i,-0.070858-0.23308i,-0.23174-0.16581i,-0.27383-0.047335i,-0.21762-0.0039493i,-0.19234-0.010001i,-0.17059+0.0089971i,-0.11052+0.024466i,-0.06096+0.0095892i,-0.043467-0.0089664i,-0.035187-0.016533i,-0.022663-0.01157i,0.00090995-0.0010114i,0.038612-0.0095263i,0.070661-0.035161i,0.073269-0.052454i,0.044256-0.055213i,0.0061526-0.0452i,-0.0082455-0.022176i,0.003508-0.0031531i
-0.010277+0.0046997i,-0.023815+0.014157i,-0.05769+0.051591i,-0.090719+0.1228i,-0.075409+0.18012i,-0.0092336+0.14154i,0.024506+0.02753i,-0.0055206-0.034725i,-0.044084-0.029424i,-0.050282-0.025985i,-0.032577-0.026673i,-0.020669-0.011754i,-0.027512+0.021286i,-0.023846+0.05486i,0.010657+0.05196i,0.038042+0.0081381i,0.021797-0.043181i,-0.014269-0.066961i,-0.035393-0.055134i,-0.03743-0.024076i,-0.027948+0.0040229i,-0.011942+0.012498i,0.0011764+0.0026816i
0.0036022-0.0030192i,0.018264+0.0065129i,0.067978+0.027323i,0.1774+0.038756i,0.29637-0.00285i,0.3097-0.067366i,0.21785-0.0689i,0.15469-0.030192i,0.16347-0.018247i,0.14884-0.023712i,0.0874-0.010531i,0.048516+0.01442i,0.047468+0.015556i,0.04155-0.0053061i,0.0083347-0.018805i,-0.032126-0.0067565i,-0.053012+0.029466i,-0.049658+0.061331i,-0.030915+0.069261i,-0.003088+0.062158i,0.019488+0.046607i,0.014161+0.025555i,-0.0070809+0.015856i
-0.0043402-0.0046644i,-0.021086-0.022184i,-0.070875-0.065767i,-0.18465-0.12261i,-0.33031-0.12034i,-0.37459-0.0051727i,-0.26628+0.10784i,-0.13882+0.11084i,-0.097757+0.077846i,-0.080211+0.081373i,-0.032522+0.075569i,0.0013445+0.032119i,0.0032805-0.011046i,-0.010642-0.028727i,-0.028174-0.013252i,-0.020502+0.019069i,0.014452+0.031748i,0.041604+0.020515i,0.044993+0.0040162i,0.034741-0.014433i,0.021582-0.031484i,0.010734-0.029441i,0.0045844-0.012766i
-0.000169+5.6187e-05i,0.0035993+0.011801i,0.0088955+0.050474i,0.027673+0.13361i,0.075669+0.20924i,0.11943+0.15617i,0.086559+0.01097i,-0.012772-0.048371i,-0.08096-0.021626i,-0.084962-0.020022i,-0.067697-0.037956i,-0.056408-0.02852i,-0.044444+0.0027317i,-0.016834+0.024661i,0.023715+0.015604i,0.042012-0.020689i,0.025321-0.055541i,0.0053269-0.067576i,-0.0037047-0.061632i,-0.018211-0.047428i,-0.033199-0.027522i,-0.025149-0.0086441i,-0.002179-0.0036936i
0.0041718+0.0010437i,0.016969-0.0078975i,0.069789-0.038839i,0.16952-0.12222i,0.24958-0.22673i,0.22715-0.23299i,0.15019-0.11993i,0.13387-0.027808i,0.16425-0.023629i,0.1487-0.039853i,0.090497-0.029169i,0.055589-0.01018i,0.045146-0.010448i,0.026865-0.022771i,0.00037257-0.027316i,-0.0253-0.014852i,-0.041437+0.010862i,-0.047169+0.027562i,-0.043284+0.031182i,-0.02264+0.036101i,0.0021781+0.040522i,0.013344+0.033305i,0.013804+0.018013i
-0.0021629+0.0068719i,-0.016798+0.01516i,-0.071907+0.03061i,-0.18613+0.064068i,-0.29553+0.11898i,-0.28489+0.14979i,-0.15429+0.1197i,-0.04037+0.04509i,-0.015545-0.0019012i,-0.0077221+0.013176i,0.019258+0.022045i,0.018354-0.0066645i,-0.013872-0.026553i,-0.038085-0.012251i,-0.037801+0.020041i,-0.010439+0.040505i,0.022066+0.039485i,0.034732+0.037221i,0.034556+0.037503i,0.033439+0.022534i,0.030613-0.0029071i,0.019078-0.018884i,0.0041425-0.017793i
0.0053459-0.00042253i,0.010142+0.0015712i,0.030062+0.029851i,0.088449+0.088068i,0.15916+0.11002i,0.14056+0.041161i,0.005119-0.051201i,-0.13434-0.042692i,-0.17465+0.024055i,-0.14699+0.027372i,-0.11824+0.011523i,-0.087949+0.029541i,-0.048265+0.050052i,-0.0078471+0.047288i,0.019656+0.014608i,0.01954-0.02662i,0.010098-0.050112i,0.018116-0.054932i,0.027837-0.050495i,0.011798-0.041478i,-0.018719-0.027996i,-0.033385-0.011794i,-0.032415+0.001426i
0.00012382-0.0037161i,0.0012028-0.015974i,0.0084993-0.076843i,0.013401-0.19482i,0.01801-0.27758i,0.055027-0.22464i,0.11832-0.087333i,0.17292-0.017632i,0.17769-0.043209i,0.12115-0.062588i,0.064825-0.039776i,0.050958-0.013974i,0.052355-0.014697i,0.032911-0.030026i,-0.00066282-0.030065i,-0.023234-0.00796i,-0.029811+0.012562i,-0.029273+0.010668i,-0.02716+0.00015851i,-0.01932+0.0034332i,-0.0052104+0.015738i,0.0077423+0.020404i,0.016152+0.016775i
-0.0016709-0.0012524i,-0.0036077+0.0078216i,-0.025321+0.047546i,-0.078398+0.12747i,-0.14764+0.20324i,-0.16497+0.20815i,-0.099666+0.11687i,-0.046874-0.0010501i,-0.043988-0.036041i,-0.023985-2.8062e-05i,0.0081643+0.0074914i,0.002067-0.018884i,-0.020293-0.024531i,-0.02005-0.0039969i,-0.0038423+0.019932i,0.014131+0.02618i,0.02003+0.02197i,0.0070594+0.029016i,-0.0047264+0.037713i,0.0044406+0.029664i,0.021687+0.0065349i,0.022759-0.016279i,0.014816-0.024863i
0.0038658+0.0027037i,0.011186+0.0071133i,0.052655+0.017646i,0.13841+0.030432i,0.20698+0.029884i,0.14469+0.0012702i,-0.03133+0.015517i,-0.14098+0.10961i,-0.13012+0.15984i,-0.09085+0.11826i,-0.061589+0.073002i,-0.031664+0.057309i,-0.0081178+0.045232i,0.0064325+0.02391i,0.008025-0.0024323i,-0.0056265-0.018819i,-0.013435-0.023086i,-0.0035522-0.022277i,0.010071-0.019824i,0.0077535-0.019823i,-0.0089178-0.015415i,-0.019368-0.0003809i,-0.019246+0.011176i
0.0028455+0.0026843i,-0.0076903-0.0076537i,-0.048796-0.040233i,-0.11141-0.10154i,-0.11853-0.16678i,-0.019643-0.16808i,0.11953-0.12811i,0.18746-0.12494i,0.16144-0.13251i,0.092469-0.10714i,0.041811-0.06494i,0.028822-0.044327i,0.017354-0.044761i,-0.011807-0.035903i,-0.02915-0.016675i,-0.019771-0.0018483i,-0.0045566-0.0002276i,0.0043332-0.015807i,0.0031844-0.03417i,-0.0093665-0.029766i,-0.015952-0.0036663i,-0.0049948+0.013758i,0.0072418+0.013912i
-0.002056-0.0012706i,-0.00040818+0.0053283i,0.0054434+0.032076i,-0.0036145+0.094895i,-0.047492+0.17988i,-0.085584+0.19484i,-0.09652+0.10016i,-0.097989+0.0010826i,-0.068738-0.014663i,-0.0065902+0.0097044i,0.018288+0.008365i,-0.0076468-0.0010208i,-0.02593+0.0063524i,-0.0127+0.016647i,0.008228+0.015612i,0.017395+0.0038189i,0.015489-0.0010039i,0.005004+0.0084024i,-0.0056139+0.023786i,-0.00010331+0.032272i,0.011348+0.019764i,0.006349-0.0015485i,-0.0030548-0.011514i
-0.003431-0.0047348i,0.0067545-0.010056i,0.03917-0.030311i,0.10967-0.074867i,0.17204-0.12055i,0.13641-0.09398i,0.050115+0.023668i,0.012835+0.12859i,-0.0044071+0.13188i,-0.026467+0.075072i,-0.017183+0.036808i,0.0052445+0.031497i,0.017999+0.031249i,0.023135+0.013593i,0.013744-0.0042046i,-0.0025371-0.0013503i,-0.010113+0.011171i,-0.0045268+0.027192i,0.013981+0.038051i,0.027281+0.024994i,0.021527+0.0030202i,0.0096953+0.00045407i,0.0044961+0.0083245i
-0.0054924-0.00062943i,-0.015842+0.0085515i,-0.04522+0.023714i,-0.095675+0.030297i,-0.12586-0.0055204i,-0.070222-0.085213i,0.01361-0.15716i,0.03867-0.18114i,0.022167-0.15665i,-0.0069426-0.10483i,-0.02698-0.056375i,-0.017155-0.035351i,-0.0096589-0.028856i,-0.021927-0.011451i,-0.025051+0.0057254i,-0.013442+0.0079517i,-0.00022339-0.0011074i,0.008261-0.022923i,0.0025392-0.046655i,-0.013841-0.04672i,-0.018027-0.02452i,-0.0053303-0.0094388i,0.0021577-0.0082003i
0.0045443+0.00041922i,0.0089193+0.00075473i,0.011848+0.013819i,0.016243+0.07178i,0.021853+0.17019i,-0.0046745+0.22116i,-0.052937+0.18121i,-0.069223+0.11201i,-0.027743+0.061102i,0.024844+0.029131i,0.030365+0.014013i,0.0074638+0.011009i,-0.0023731+0.01303i,0.0057681+0.013775i,0.013807+0.0070271i,0.010298-0.0076595i,-0.0023808-0.021308i,-0.018347-0.02412i,-0.028799-0.012878i,-0.021613+0.0054991i,-0.0063173+0.011984i,-0.0032259+0.0041705i,-0.0054354-0.0013867i
-8.66e-05+0.0013877i,-0.001856-0.0080305i,0.004988-0.041598i,0.018231-0.11998i,0.024001-0.1991i,0.027933-0.17718i,0.051093-0.076027i,0.068225+0.0053361i,0.024717+0.04015i,-0.027388+0.040772i,-0.021649+0.021727i,0.0037098+0.0047063i,0.014588-0.0074824i,0.010697-0.021461i,0.00024439-0.023548i,-0.0074785-0.0077406i,-0.0076322+0.017823i,0.0058777+0.043593i,0.030793+0.051991i,0.045252+0.032174i,0.035061+0.0064354i,0.018504+0.0019598i,0.011578+0.0050495i
-0.00019551+0.0040283i,0.0046167+0.010323i,0.0054828+0.02583i,-0.0099387+0.048506i,-0.034643+0.049273i,-0.044271-0.0088692i,-0.049661-0.07449i,-0.064527-0.089415i,-0.058374-0.064099i,-0.039837-0.027256i,-0.032638-0.0028339i,-0.026398-0.0011206i,-0.024376-0.0049657i,-0.024664+0.0043725i,-0.016675+0.01459i,-0.0012536+0.014687i,0.01713+0.0078602i,0.02914-0.0082042i,0.022155-0.0271i,-0.0038193-0.032679i,-0.024315-0.021195i,-0.024196-0.0071583i,-0.016699+0.0018035i
-0.0056884-0.0073796i,-0.0068351-0.0043773i,0.0019925+0.017826i,0.048407+0.06514i,0.10919+0.11931i,0.12306+0.15964i,0.092542+0.15785i,0.073434+0.10764i,0.076178+0.037913i,0.073044-0.0031142i,0.051884-0.0022668i,0.026427+0.010513i,0.013492+0.015634i,0.014664+0.011196i,0.01624+0.00075022i,0.0081239-0.015471i,-0.0076138-0.035229i,-0.030615-0.046958i,-0.04958-0.037382i,-0.04426-0.007519i,-0.025036+0.014812i,-0.012361+0.013216i,-0.0031595+0.0040865i
-0.0031121+0.0028295i,-0.007263+0.00066783i,-0.02658-0.021896i,-0.076466-0.069367i,-0.12468-0.11327i,-0.1242-0.13383i,-0.087013-0.12365i,-0.054175-0.073613i,-0.04028-0.0015701i,-0.027027+0.032526i,-0.0066164+0.015912i,0.0062991-0.005427i,0.0049904-0.012906i,-0.0073526-0.016507i,-0.019427-0.013881i,-0.025212-0.00055194i,-0.025754+0.021529i,-0.014943+0.044542i,0.010465+0.051105i,0.036671+0.033058i,0.046016+0.0086156i,0.035985-0.0043657i,0.016963-0.011393i
0.0038146+0.00054974i,0.0048705-0.0035752i,0.0082922+0.0013094i,0.013322+0.017763i,0.014445+0.02481i,0.0045723+0.01832i,-0.014273+0.013388i,-0.035882+0.013369i,-0.043194+0.0033017i,-0.038347-0.01162i,-0.034026-0.012184i,-0.029098-0.0050737i,-0.022741+0.0021231i,-0.013894+0.014185i,0.00039144+0.024532i,0.021269+0.026554i,0.043141+0.022181i,0.056824+0.014652i,0.053436+0.0039106i,0.029323-0.008491i,0.0027808-0.014117i,-0.0077415-0.0064774i,-0.010248+0.0099708i
0.0028609-0.0009091i,0.0099383+0.0041115i,0.039673+0.0040669i,0.092285-0.0075426i,0.1374-0.0086689i,0.1455+0.011418i,0.13465+0.020497i,0.12374-0.01353i,0.090949-0.058607i,0.048139-0.054911i,0.028786-0.01833i,0.02566+0.0056399i,0.023039+0.0087343i,0.023142-0.001193i,0.019304-0.017357i,0.0033477-0.035866i,-0.018095-0.050517i,-0.036153-0.05755i,-0.048807-0.048937i,-0.050932-0.021251i,-0.04074+0.007912i,-0.023451+0.019118i,-0.00027637+0.014592i
