-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
-6.1466e-05-0.00019355i,-6.0304e-05-0.00047235i,-0.00015782-0.00061761i,-0.00022882-4.229e-05i,0.0008174+0.00084174i,0.00033147+0.0010681i,-0.00085067+0.00013593i,-0.00065476-0.00017702i,-0.00059196-0.00017572i,-0.00050395-0.00061373i,-0.00075339-0.00068404i,-0.00034513-0.00034762i,-0.00025723-0.00054963i,-0.00090272-0.00018547i,-0.00069699-0.00014363i,-0.00010234-0.00067552i,-4.2562e-05-0.00039205i,0.00014812+1.0062e-05i,0.00013222+0.00080808i,-0.00064602+0.001382i,-0.0003764+0.0011301i,-0.00030467+0.00065798i,-0.001052+3.6317e-05i
0.00051602-0.00063354i,0.00068913+0.00036251i,0.00080911+0.00069286i,0.00024121+0.0010713i,-0.0004197+0.00041076i,-0.00042005-0.00020749i,0.00064297+0.00070679i,0.00083681+0.00084495i,0.0002555+0.00012481i,0.00013358-0.00071118i,0.000113-0.0010086i,-9.0752e-05-0.00066793i,-6.1718e-05-0.00067045i,0.00014781-0.00022961i,7.2455e-05+0.00039476i,0.00043569+4.334e-05i,0.00069761-1.7767e-05i,0.0011499+0.00019692i,0.0014369-0.00023163i,0.00045395-0.00075011i,0.00058408-0.00045727i,0.001656-0.00018821i,0.0011452-0.00025683i
-0.0017894-0.0024332i,-0.0015601-0.0017159i,-0.0022736-0.0013399i,-0.0028847-4.3943e-05i,-0.0021599+0.0017389i,-0.00010527+0.002164i,0.00062821+0.00091084i,-0.00014087+0.00020706i,-0.00052824+0.00053953i,-0.0002437+0.00020274i,-0.00020361-0.00021695i,0.00037113-1.0757e-05i,0.00084043+0.00020496i,0.001223-8.3601e-06i,0.00067289-0.00069036i,-0.000266-0.00088719i,8.0658e-06-0.0014965i,0.00021684-0.00099641i,0.00059899+9.8909e-05i,0.00035576-0.00028497i,-0.00098889-0.00078406i,-0.00075244-0.00023698i,0.00024226+0.00032404i
-0.00015383+0.0030936i,0.00098756+0.002479i,0.0026664+0.0020376i,0.0030744+0.00095482i,0.0034424-0.00030982i,0.0026798-2.8139e-05i,0.0011884+0.00087997i,0.00028649+0.00078868i,-2.1897e-05+0.00012004i,0.00024639-0.00071605i,0.00066978-0.0012414i,0.00040187-0.0010823i,-6.1135e-05-0.00061915i,-0.00064233-0.0006841i,-0.0016577-0.00044813i,-0.0018882-0.00017104i,-0.0012247-0.00020619i,-0.00010476-0.0004355i,0.00043229+9.9605e-06i,-0.00013449+0.0005676i,-0.00022684+0.0012906i,0.00055991+0.0011649i,0.001057+0.00025678i
0.00093022-0.001505i,0.00028029-0.00064066i,-0.0007646-0.0015317i,-0.0017132-0.0013392i,-0.0018057-0.00065449i,-0.00074801-0.00060294i,0.00023122-0.00062067i,-7.1164e-05-0.00019465i,-0.00039542-3.161e-05i,-0.00024955-0.00013207i,-0.00060763-0.00027007i,-0.00079036-0.00049081i,-0.00078516-0.00040794i,-4.9155e-06-0.00045576i,0.00077412-0.00020202i,0.0006703-6.7411e-05i,8.9218e-06-0.0007189i,7.1672e-05-0.0015609i,0.0012554-0.0019532i,0.0018837-0.0012923i,0.0020667-0.00090916i,0.0011528-0.0009261i,-0.00051221-0.00042772i
7.981e-05+0.0010526i,-8.2035e-05+0.0013845i,-0.00023033+0.00072312i,-0.0012833+0.00074756i,-0.0011312+0.00073536i,0.00019151+0.00081028i,-0.00029939+0.00028633i,-0.00046419-0.00037757i,-0.00037248-9.9398e-05i,-0.0010182+0.0003836i,-0.0010472+8.4031e-05i,0.00019147-0.0003208i,0.00012238-0.0004225i,-0.00060248-0.00034684i,-0.00071786-0.00026576i,-0.00092178-0.0002892i,-0.0010387+0.00022873i,-0.00020719-1.9344e-06i,0.00012435+0.00010656i,-0.00034458+0.00066577i,-0.00061638+0.00095143i,-0.0004279+0.0010968i,-0.00055656+0.00068093i
0.00058236-4.7696e-05i,0.00015953-0.00023383i,-0.00070106+0.00021464i,0.00016556+0.00062668i,0.0017389+0.00061072i,0.0019683+0.00054932i,0.0013074+0.00074017i,0.0007301+0.00017792i,-0.00032786-0.0007098i,-0.0013337-0.00073859i,-0.0010704+0.00021586i,-0.00053623+0.00042513i,7.8113e-05-8.7051e-05i,0.00057143+0.00077471i,7.238e-05+0.0012067i,-0.00037327-0.00024229i,-0.00032632-0.00046633i,-0.00015592+0.00048355i,0.00047773+0.00092105i,0.0011727+0.00041386i,0.0014104-8.5065e-05i,0.0012715-0.00057309i,0.0011265-0.00025057i
-7.6869e-06-0.0015713i,0.00052387-0.0013198i,-0.00022549-0.00097369i,-0.0010027-0.00095851i,-0.00079153-0.00078524i,-0.00086541-0.00080631i,-0.00031152-0.00063725i,-0.0004532-0.00079767i,-0.00099163-0.00071097i,-0.00076086-0.00036669i,-0.00044694-1.7916e-05i,-0.0006502-6.9623e-05i,-0.00070293-0.00040663i,-6.4694e-05-0.00011355i,-0.00029895-0.00067666i,-0.00047493-0.001031i,2.7362e-05-0.00044975i,0.00028768-8.9743e-05i,0.00057109-1.797e-05i,0.00024217-0.00078234i,-8.3287e-06-0.0010638i,0.00067381-0.00091378i,0.00044577-0.00096992i
-0.00097091+4.3522e-05i,-0.00079946-2.2388e-05i,-0.0001961+0.00017361i,0.00075618+0.0013454i,0.0019284+0.0028101i,0.0011144+0.0020669i,0.00041942+0.00063208i,0.00023605+4.3613e-05i,-0.00037004-0.00044425i,-0.000627-0.00070465i,-0.00071808-0.00035658i,4.1548e-05-0.00026477i,0.0011141-3.5039e-05i,0.00046691+0.00045769i,-0.00016162-0.00012004i,-0.00029251-0.00066031i,-0.0002225+3.8146e-05i,0.00019289+0.00078133i,7.9197e-05+0.0007099i,0.00033025+0.00061462i,-0.00023559+0.00068913i,-0.0010786+0.00054506i,-0.00077944-0.00022958i
0.00058605+2.099e-05i,0.0002878+0.00021386i,-0.00057643-0.00048364i,-0.00067959-0.00095504i,-9.4654e-05-0.0009117i,0.00017138-0.0011562i,0.00020479-0.0012882i,0.00022275-0.00067946i,7.0303e-05-0.00060932i,-0.00083137-0.00075668i,-0.00091197-0.00072684i,0.000372-0.00085039i,2.0428e-05-0.00044472i,-0.00054865+0.00032978i,-0.00024775+0.00023576i,0.00022452-0.00098326i,0.00036131-0.0015778i,0.00014357-0.00093121i,-0.00022458-0.00058499i,9.4841e-05-0.00040636i,0.00019496+0.0006344i,-5.3365e-05+0.0012405i,0.0002861+0.00044058i
-0.0010834+0.0024682i,-0.00020846+0.001921i,0.00012281+0.002198i,0.00033626+0.0034344i,0.00048651+0.0041237i,0.00021239+0.0021064i,0.0001638+8.2828e-05i,0.00052398+0.00038534i,0.00031609+0.001032i,0.00025809+8.8832e-05i,0.00038127-0.00091066i,0.00038022-0.00044332i,8.1845e-05-0.0001231i,-0.0003705-0.0011666i,-0.0006922-0.0014835i,-0.00021299-0.00019394i,0.00040321+0.00060666i,0.00063075+3.8973e-05i,0.00091094-4.4074e-05i,0.00092329+0.00033301i,0.00070844+0.00062224i,-0.00032981+0.00029571i,-0.0010742-0.000282i
0.0021671-0.0015621i,0.0012151-0.0020759i,0.00043317-0.0028939i,-0.0004937-0.0023662i,-0.00067043-0.00068293i,-0.00028919+0.00020107i,8.471e-05+0.00012073i,-0.00033843-0.0001092i,-0.00060866+6.2306e-05i,-0.0013867-0.00011987i,-0.0020578-0.00063432i,-0.0013367-0.00047009i,-0.0008744-6.0582e-05i,-0.00053173+0.00062467i,0.00019748+0.0010045i,0.00049401+0.0002347i,0.00022967-0.00076153i,0.00082304-0.0010344i,0.0014496-0.0004102i,0.00088732+0.00045194i,0.00028471+0.00098555i,-0.00087122+0.00054605i,-0.0014576+0.00041213i
-0.00095929-0.000215i,-0.0013509+9.8037e-05i,-0.0014357-0.0002261i,-0.00074912-1.3698e-06i,-0.00052966+0.0011295i,-0.00038694+0.0015463i,0.00067178+0.0008389i,0.0014154+0.00041211i,0.00087516+0.00014932i,-0.00035847-0.00017719i,-0.0012374-0.00019133i,-0.00086385+0.00026896i,-0.00013623+0.0001457i,0.00013829-0.00050892i,-1.9127e-05-0.00048258i,-0.00048898+0.00017696i,0.0002876+0.00049543i,-2.1554e-05-5.5646e-05i,-0.00043605-0.0006287i,4.9738e-05-0.00090532i,0.00024128-0.0010176i,-1.1552e-05-0.00078951i,-0.00040215-0.00020138i
0.0019747-0.0020322i,0.0015171-0.0011792i,0.0013475-0.0012817i,0.00086521-0.0011318i,0.00089337+8.2516e-05i,0.0014551+0.00097156i,0.00092129+0.00074369i,-0.00044424+6.5268e-05i,-0.00086211-0.00062078i,-0.00076443-0.00074442i,-0.0011221+0.00025653i,-0.0011639-0.0002048i,-0.0012706-0.00053007i,-0.00093871+0.0003994i,0.0004493+0.00033589i,0.001002-0.00019187i,0.00090045-4.9113e-05i,0.00035771+0.00037247i,-0.00068322+0.00070774i,-0.00039662+0.00090879i,0.00054702+0.00014769i,0.00037442-0.00040203i,-6.3199e-05-0.00021075i
-0.0024766-0.001119i,-0.0026512-0.0012934i,-0.0020421-0.00058227i,-0.0019766+0.001711i,-0.0017448+0.002286i,0.0001253+0.0011746i,0.00091172-0.0002981i,0.00013492-0.00080833i,-0.00032747-0.0010895i,8.3001e-05-0.00088886i,0.00026446-0.00011617i,0.00020239+0.0002951i,-0.00029364-0.00021569i,-0.00037498-0.00033392i,-0.00035169-0.00022386i,-0.00017899-0.00020531i,-0.00028933-0.00049378i,-0.00036758-0.00078379i,0.0005082-0.00071276i,0.0015149-0.00037562i,0.0013936-0.00013739i,-2.0103e-05+0.0003385i,-0.0015086+0.00059599i
0.0015362+0.00081745i,0.00086256+0.0007105i,0.001564-0.00061907i,0.002097-0.0012484i,0.00179-0.000291i,0.00019952+0.00060134i,-0.0010528+0.00053864i,-0.00053601+0.00039454i,0.00024565+5.7251e-05i,0.00024589-0.0010236i,0.0002066-0.0013686i,0.00032893-0.00081545i,0.00035515-0.0010474i,-0.00053752-0.00080022i,-0.0022255-0.0001233i,-0.0023374-8.0275e-05i,-0.00079628+3.7219e-05i,-5.6619e-05-0.00058721i,-9.5265e-05-0.0006581i,0.00031803-0.00031276i,0.00063802-0.0002019i,1.7102e-05-0.000379i,-0.00050787-0.00055477i
2.2683e-05+0.001049i,-0.00020008+0.00029462i,5.929e-05+0.00087628i,-0.00035201+0.00071384i,0.00028403+0.00035075i,0.0010875-3.2626e-05i,0.0012697-0.00083476i,0.00063499-0.0015348i,0.00038977-0.00086914i,4.0352e-05-0.00015502i,-0.00083292+1.7046e-05i,-0.00060666+0.00047628i,-0.00012092+2.7387e-05i,-0.00053933-0.00035112i,-0.00103+0.00019272i,-0.00096967+0.00036912i,-0.00057408-0.00016118i,3.0263e-05-0.0011117i,0.0013597-0.0016409i,0.0021396-0.00058743i,0.00085758+4.9804e-05i,0.00011785-0.00029608i,3.7832e-05+5.7144e-05i
-0.00021509+0.00048125i,-0.00045974+0.00099322i,0.0010461+0.0012868i,0.002001+0.00069144i,0.0021439+0.00062496i,0.0014919+0.0007272i,0.0010402+0.00089323i,0.001325+0.00093286i,0.00048046+0.00018092i,-0.0002515-0.00082285i,6.2081e-06-0.00086292i,2.4083e-05-0.00052365i,-0.0002046-0.00073715i,-0.00050692-0.00074841i,2.8265e-05-0.0005409i,0.00079919+3.4926e-06i,0.0010344+0.00025113i,0.00057419+0.00085327i,-0.00016285+0.00027726i,6.7227e-05-0.0011639i,0.00050188-0.00077449i,-3.0759e-05+0.00013877i,-0.00052703+0.00027108i
-0.0024096-0.00033306i,-0.0031697-0.00020352i,-0.003348+0.0010539i,-0.0020436+0.0015099i,-0.00085063+0.0012527i,-3.9964e-05+0.0012159i,-0.00012419+0.00060088i,-0.00061524-0.0005003i,-0.00034618-0.00089962i,-0.0004615-0.00043009i,-0.00011793-0.00035253i,0.0012263-0.00032525i,0.0011614+7.5478e-06i,0.00093574-0.00091956i,0.00098093-0.0014716i,0.00059884-0.00073148i,-2.4484e-05-0.00059839i,-0.00038282-0.00083435i,0.00023455+0.00024906i,0.00086166+0.0014377i,0.000788+0.0014376i,0.00068698+0.00056755i,0.001006+0.00042545i
-0.0029514+0.00030349i,-0.0018141+3.1871e-05i,-0.0018052+0.0023601i,-0.00040113+0.0039605i,0.0011905+0.002954i,0.0016189+0.0011584i,0.00060029+0.00029116i,2.4893e-05-0.00056369i,0.00090182-0.00057463i,0.00050967+0.00011352i,-0.00025527+0.00023716i,-0.00012634+0.0004321i,-0.0003141+0.00016044i,-0.00025689-3.4413e-05i,-0.0001484+6.4555e-05i,5.6484e-05-0.00059334i,0.00035615-0.00073621i,0.00041128-0.00079435i,0.00040272-0.00098792i,-0.00043689-0.0012013i,-0.00072647-0.00088287i,-0.00032248-0.00047401i,6.512e-05-0.0003758i
0.00013594-0.00039498i,8.1691e-05-0.00098105i,-8.0387e-05-0.00027236i,0.00024989-0.00016876i,-0.00012253+0.00060848i,-0.000853+0.0011258i,-0.00091689+0.00028485i,6.6267e-05-0.0004149i,-0.00020521-0.0006506i,-0.0012713-0.00070615i,-0.0012114-0.00028058i,-0.00064041-6.5325e-05i,-0.00025886-0.00040803i,-0.00011417-0.00037764i,-0.0002+2.7945e-05i,-0.00056196+0.0002331i,-7.1059e-05+0.00020087i,0.00091339+0.00061578i,0.00048749+0.0012867i,-0.00014506+0.0013135i,-0.00033921+0.0013137i,-1.1614e-05+0.0013835i,0.00013995+0.00053783i
-0.001495-0.00071513i,-0.0010462-5.7994e-05i,-0.0012204+0.0020336i,-0.0010551+0.003667i,-0.0009842+0.0033445i,-0.00051745+0.0019609i,0.00013888+0.00047833i,0.00017742-0.00079224i,-0.00018412-0.0011173i,-0.00039795-0.00083452i,-1.5301e-05-0.00012451i,0.0006195+0.00069664i,0.00064475+6.7176e-05i,0.00031314-0.00085473i,9.0222e-05-0.0003445i,-0.0003521+0.00024801i,0.00011121+0.00029571i,0.00056712+0.0001631i,0.00069329-9.6309e-05i,0.0015126-8.2038e-05i,0.0015192-0.000231i,0.00095808-0.00086315i,0.00032019-0.00036673i
0.00066691-0.0019122i,0.00049403-0.0011224i,-0.000619-0.00047826i,-0.0011848-0.00019187i,-0.00089225-0.00077571i,5.5102e-05-0.00070506i,7.486e-05-0.00021332i,-0.00013181-0.00030677i,-0.00012703-0.00040884i,-0.00055572-0.00044092i,-0.00070314-0.00022009i,-0.00032401-3.793e-05i,-0.00037123-4.8316e-05i,0.00012563+0.00042324i,0.00057814+0.00060621i,0.0006285-6.728e-05i,-1.4932e-05-0.00046508i,-5.0177e-06-0.00061592i,-6.9407e-05-0.00025248i,-0.00064419+0.00039209i,-0.00068077+0.00068995i,-0.00035715+0.0006057i,-0.00017881+0.00053428i
-0.00038224-0.0013855i,0.00076627-0.0012416i,0.00021909-7.3526e-05i,-0.0016077+0.0013883i,-0.0017479+0.0019888i,-0.00076631+0.00049545i,-0.00058959-0.00013592i,-0.000756+0.00063875i,-0.001019+0.00051059i,-0.0011283+0.00028751i,-0.001441+0.00069183i,-0.0011233+0.0007656i,-0.00032812-0.00017038i,-5.271e-05-0.00078198i,-0.00024143-0.00059559i,-0.00038443-0.00053716i,7.8756e-05-0.00036126i,0.0011547+0.00023415i,0.0014477+0.00064625i,0.001295+0.0011302i,0.00051022+0.0015996i,0.00017121+0.00077563i,8.8525e-05-0.00011604i
0.00065+0.0031693i,0.00093155+0.0018923i,0.0016694+0.00013516i,0.0015886-0.00010696i,0.00067697+0.00028146i,-9.1358e-05-0.00023625i,9.2692e-05-0.0008797i,0.00049834-0.0014268i,0.0010073-0.0011395i,0.000203-0.00064394i,-0.00074532-0.00074247i,-0.00060072-0.00073756i,-0.00080856-0.00045431i,-0.0011304-0.00058697i,-0.0013733-0.00053857i,-0.00099486-0.00017337i,-0.00022117+0.0001821i,0.00072798+8.265e-05i,0.0011358-0.00043162i,0.00022833-0.00041987i,-0.00063347-0.00025319i,-0.0010318-0.0006526i,-0.00018443-0.0007522i
-4.2318e-06+0.00056151i,0.00076992+0.0006465i,0.00087336+0.001369i,0.0012338+0.0017255i,0.0021147+0.0022119i,0.0018391+0.0018256i,0.0011418+0.00013675i,0.00087045-0.0006502i,0.00054945-0.00082379i,-3.5876e-05-0.0014325i,9.8364e-05-0.0015336i,0.00060323-0.0012604i,0.00032896-0.00104i,0.00018255-0.00053149i,0.00098639-0.00011142i,0.0011445-8.3881e-05i,0.00043822-0.00082238i,-0.00016259-0.0010056i,-0.00040016-6.9836e-05i,5.6871e-05+0.0011432i,0.0004781+0.0013475i,0.00079708+0.0011534i,0.00094753+0.00065399i
0.00060162-0.00048998i,2.0519e-05-0.0010879i,-0.0015915-0.00088616i,-0.0015078+0.00011179i,-0.00051456+0.00045111i,0.00017886+0.00041534i,0.00016656+0.00023586i,-0.00010221-0.00030102i,-0.00050793-0.00070817i,-0.0008783-0.00070262i,-0.00089378+0.00019472i,-0.00096865+0.00032474i,-0.00072817-0.00019471i,-0.0010459-0.00029577i,-0.0008756-0.00015386i,-0.00013467-0.00050174i,-0.00049699-0.00035969i,-0.00035146+0.00075317i,0.00070997+0.0011414i,0.001403+0.00066072i,0.0017336+0.0001548i,0.00067052-0.00018745i,-0.00038133-0.00024374i
0.0013666+0.0012034i,0.0013919-0.00021004i,0.0014476-0.0011087i,0.0016101-0.001232i,0.00054392-0.00088521i,-0.00010757-0.00096582i,0.0004404-0.00042397i,-1.2772e-06+0.00054525i,-0.0011711+0.00020378i,-0.00097957-0.00065674i,-0.00086147-0.00045916i,-0.00059714-0.00019474i,-9.5594e-05-0.00082016i,-0.00027141-0.00046487i,-0.0001451+0.0001395i,-0.00032927+8.7055e-05i,-0.00064281+0.00021569i,0.00027749-8.965e-05i,0.00064412-0.00039352i,0.00039241-9.2226e-07i,5.1585e-05-3.8723e-05i,-0.00053824-0.00013234i,-0.00047388+0.00020201i
2.047e-05+0.00047184i,-0.00047487-0.0010707i,-0.000782-0.0011662i,-0.00024475-0.00044856i,0.00059591-0.00047078i,0.0012875+0.00077546i,0.00068191+0.00080581i,0.00073483-0.00025385i,0.00094094-0.00042808i,0.00055742-0.00094772i,0.00068413-0.00082659i,0.00014123+1.6834e-05i,-0.00054975+0.00059073i,-7.8857e-05-5.021e-06i,0.00053566-0.00091895i,0.00023873-0.00041559i,-0.00025682-0.00010367i,0.00016965+0.00024127i,3.9296e-05+0.00081838i,-0.00040416+0.0013147i,0.00035022+0.0012256i,0.00061033+0.00016041i,0.00058417+2.1431e-05i
-0.00085945-0.0012936i,-0.00025571-0.0014863i,-0.00071216-0.0012168i,-0.00050995-0.0006927i,0.00042183+0.0007981i,0.00051329+0.0011181i,0.00081108-0.00047793i,0.00093821-0.0013855i,-0.00022341-0.00056522i,-0.001282-0.00021828i,-0.0011724-0.00081869i,-0.0011088-0.00022431i,-0.00082471+0.00094716i,-0.0011044+0.0012792i,-0.0010134+0.00067342i,-0.00042112+0.00027587i,-0.00010955+0.00015721i,0.00055578-0.00012209i,0.0011871-0.00089059i,0.0014331-0.00076554i,0.0014709-0.00014681i,0.00097679+0.00017539i,1.0305e-05-0.00076095i
-0.00021977+0.0014254i,-0.00028935+0.0013577i,0.00031354+0.0010756i,0.0014707+0.00047708i,0.0022953-0.0002233i,0.0016135-0.001129i,0.0001591-0.0021515i,-0.00046328-0.0011777i,-6.5834e-05-0.00017994i,0.00022084-8.7673e-05i,9.3529e-05+0.00018572i,-0.00059529+0.00041915i,-0.0010387+0.00011892i,-0.00077225-0.00031026i,-0.00049325-0.00088708i,-0.00081267-0.0013062i,-0.001039-0.001032i,-0.00096599+8.7368e-05i,-0.0010582+0.00051322i,-0.0010444+3.2609e-05i,-0.00075718+0.00052697i,-0.00058503+0.00090995i,-0.00089307+0.0007531i
-0.0007894-0.0005979i,-0.0017005-0.00060855i,-0.0020812+0.00019821i,-0.0017404+0.0016191i,-0.0010618+0.0021941i,-0.00076164+0.0016051i,-0.00042983+0.00060913i,0.00015438+0.00017535i,-5.0476e-05+0.00042432i,-0.00076411-0.00032588i,-0.00058169-0.00045812i,0.00063803+0.00032068i,0.0007244+0.00035372i,-0.00029275-2.0972e-06i,-0.00012855-0.00025195i,-0.00042358-0.00011547i,-0.00049422-0.00066058i,3.6868e-05-0.00097629i,0.0008146+0.00023389i,0.001709+0.0010269i,0.0015515+0.00055152i,0.00078291-0.00071446i,0.00020122-0.00093638i
0.0021821-3.286e-06i,0.0017519+0.00038992i,0.0013788+0.00034156i,0.00076489+4.0097e-05i,0.00036303-0.00025015i,0.00051137-0.00059678i,0.0005397-0.00057692i,-0.00013513-0.0010614i,0.00021687-0.0013876i,7.4164e-05-0.00065854i,-0.00074708-0.00057704i,-0.00048909-0.00075365i,-0.00052817-0.00096264i,-0.00035806-0.0010538i,-1.1847e-05-0.0011887i,-0.00035386-0.00065784i,-0.00029977+0.00040753i,-0.00021418+0.00057659i,-2.692e-05+0.00027926i,0.00010633-0.0003574i,-0.00038815-0.00032554i,-0.0008635+0.00049138i,-0.00037932+0.0014525i
0.00188+0.0032915i,0.0022627+0.0028101i,0.0031254+0.0023188i,0.002985+0.0013161i,0.001556+0.0009798i,6.9667e-06+0.00083279i,-0.00059256+0.00073933i,-7.6633e-05+0.00069576i,0.00062757+0.00070528i,0.00070713+0.00025684i,0.00039388-0.00049554i,-0.00032372-0.00039977i,-0.0011528-0.0005909i,-0.0010187-0.0011229i,-0.00069957-0.0010121i,-0.00027855-0.0011748i,-0.00038509-0.00064581i,-0.00040488-0.0004279i,0.00016291-0.00030062i,0.00020509+0.00079941i,-0.00019126+0.0011917i,-0.00035961+0.00056008i,9.7664e-05+4.1194e-05i
0.0018171-0.00076704i,0.0010853-0.00038234i,0.0013941-0.0010204i,0.000826-0.001449i,-0.00048816-0.0014297i,-0.0011018-0.0012447i,-0.00032723-0.00023099i,-0.00040106-5.4874e-05i,-0.00085345-0.00092023i,-0.00054866-0.00098404i,-0.00078989-0.00038747i,-0.00081692-0.00018971i,-0.00026107-9.8066e-05i,-0.00017468-7.2182e-05i,-0.000284-0.00079735i,-0.00065021-0.00073138i,-0.00085715-0.00013589i,-0.00039219-0.00020001i,0.00051393-0.0005103i,0.00085821-0.00076875i,0.00016074-0.0010766i,-0.00050615-0.0010369i,-0.00079656-0.00033788i
-0.0021782+0.0012912i,-0.0015965+0.001496i,-0.0011628+0.0025584i,-0.00056422+0.002829i,0.00073649+0.0020827i,0.0021591+0.00094791i,0.0018964-0.00084615i,0.00026897-0.0017474i,-3.6287e-05-0.0009298i,0.00063545-0.00064015i,0.0015117-0.00072923i,0.0015582-0.00080583i,0.00061773-0.0011606i,-0.00023226-0.0014608i,-0.00061372-0.0012175i,3.9802e-05-0.00063942i,0.00085289-0.00081801i,0.00066827-0.00071959i,-0.00044964-2.2152e-06i,-0.0005932+0.00017407i,-0.00025304+0.00060041i,-0.0001712+0.0012003i,0.00015077+0.0014653i
-0.00026193+0.002392i,0.00042297+0.003222i,0.0014927+0.003613i,0.0018845+0.0032613i,0.001174+0.0019479i,0.0001369+0.00050561i,-0.00028321+0.00029068i,-0.00063297+7.1757e-05i,-0.00030018-0.00078051i,0.0001714-0.00083565i,0.00045056-0.00084914i,0.00010123-0.00084968i,-0.00070825-0.00046266i,-0.0014466-0.00023715i,-0.0016728+3.8173e-05i,-0.0012859-0.00012085i,-0.00066078-0.00058414i,-0.00017157+0.00011002i,0.00022819+0.00064924i,0.00043926+0.00051349i,0.00016234-7.4411e-07i,-3.4437e-05-0.00051762i,-0.00036841-0.0006632i
0.00086247+0.0030618i,0.0010217+0.0028156i,0.002577+0.0026826i,0.002736+0.0014204i,0.001583+4.9664e-05i,0.00067093-0.00075809i,4.6227e-05-0.00099491i,-0.00050745-0.00035661i,2.4646e-05+6.3437e-05i,-8.1481e-05-0.00052698i,-0.00047305-0.0011139i,-0.00020333-0.0011247i,0.00011961-0.00077503i,6.6399e-05-0.00058515i,-9.9255e-05-0.00073463i,0.00023516-0.00067484i,0.00030009-0.001065i,-0.00013994-0.0010615i,0.00045028-0.0010022i,0.00065503-0.0015036i,-0.00014875-0.0013054i,-0.00058011-8.3643e-05i,-0.00061851+0.00043401i
0.0011556+0.0007294i,0.00095723+0.00049037i,0.00097969+0.00018531i,0.00083628+0.00058254i,0.00080198+0.0010184i,0.00096319-0.0001333i,0.00071221-0.0011259i,0.00049417+0.00022132i,0.001035+0.00011521i,0.0015442-0.0014003i,0.00076015-0.0011572i,0.00029095-0.00029083i,0.00044389-4.8032e-05i,0.00020568-0.00014288i,-0.00036601-0.00016139i,-0.00056335-0.00024257i,-0.00016821+0.00014731i,2.3682e-05+0.00066188i,-0.00017455+0.00026041i,2.2112e-05-0.00020351i,-0.0005912+0.00036123i,-0.00044539+0.00082909i,0.0004533+0.00058107i
0.00062496-9.633e-05i,0.0011191+0.00060809i,0.0014617+0.00060296i,0.00046054-0.00049245i,-0.00012785-0.00046684i,3.8978e-05-0.00023656i,2.282e-05-0.00039808i,-0.00048154-0.00010167i,-0.001074+0.00062341i,-0.001334+0.00039845i,-0.00099703-3.5073e-05i,0.0002705+0.00040635i,0.00094971+0.00042927i,0.00019936+4.6797e-05i,-0.0003771-0.00012483i,-0.00035064-0.00039444i,-8.1154e-05-0.00032958i,0.00054352+0.00027091i,0.00035798+0.00056507i,0.00053576+2.8208e-05i,0.0011879-0.00061256i,0.00049962-0.00098186i,-0.00031841-0.0015323i
0.00026879+0.001788i,0.0005461+0.0025305i,0.00094753+0.0024246i,0.0016289+0.0023016i,0.0016326+0.0028205i,0.001196+0.0018523i,0.00064824+0.00013681i,-0.00038116-0.0006181i,-0.0012061-0.0010188i,-0.00073054-0.0015034i,0.00023094-0.0011568i,0.00061464-0.00045773i,0.00038313-0.00058182i,-0.00057535-0.00012839i,-0.0013812+0.00049924i,-0.0011193+0.0005581i,-0.00036001+1.2201e-06i,0.00011199-0.00043307i,0.00019871-0.00052344i,-0.00034477-0.00026005i,-0.00046028-0.00029761i,-0.00027267+0.00024592i,-0.00041478+0.00030277i
-0.00144+0.00101i,-0.0019542+0.0013766i,-0.00069514+0.0015293i,0.00061672+0.0016629i,0.0015308+0.000859i,0.001774+0.00038625i,0.0010062-2.8642e-05i,0.00075932-0.00026694i,0.001155-0.00047132i,0.00085472-0.0010804i,-0.00027938-0.0011423i,-0.0015002+0.00011739i,-0.0018049+0.00030079i,-0.00082293-8.7859e-06i,0.0003349-5.6584e-05i,0.00075843-0.00026645i,0.00019073-0.00044324i,5.5385e-05+0.00064729i,0.00044075+0.0011299i,0.00051912+0.00018692i,0.0001503-0.0002607i,-0.00010993+0.00017355i,0.00016248-0.0002089i
-0.00024341-0.0010948i,-0.0011819-0.0014561i,-0.0016088-0.00095943i,-0.001198+0.00026565i,-0.00019892+0.0014916i,0.00074509+0.001523i,0.00085664+0.00045323i,2.4543e-06-0.00044535i,-0.00050482-0.00042429i,-0.00053377+0.0001882i,-0.00054043+0.0011606i,-0.00030046+0.0013482i,-1.8041e-05+0.00034025i,0.00014538-0.00036016i,-0.00023701-0.00076895i,-0.0004964-0.00095133i,-0.00017957-0.00015598i,-2.1652e-05+0.00086142i,0.00012663+0.00097366i,0.00011117+0.0002673i,3.4156e-05-0.00038671i,-0.00020506-0.00054207i,-0.00032957-0.00027362i
