-0.00015186+0.00022867i,0.0015567-0.00063041i,0.00091026-0.0020645i,0.00033215-0.0020604i,-0.00082622-0.00093774i,-0.001838-0.00013046i,-0.0009245+0.00091527i,0.00081705+0.0020315i,0.0017271+0.0023054i,0.0020291+0.0014385i,0.0018459-3.4095e-05i,0.00085417-0.00018981i,4.1407e-05-0.00010248i,0.00017091+0.00011421i,-2.5013e-05+0.00087635i,-0.0011007+0.00092816i,-0.00083815+0.00095816i,-6.0397e-05+0.00098123i,-0.00021651+0.00056521i,-0.0004882+0.00064261i,5.94e-05+0.00053582i,0.00087791+2.7925e-05i,0.00074827+6.9904e-05i
0.0021801-0.014905i,0.010501-0.045894i,0.001184-0.11453i,-0.045443-0.24343i,-0.10347-0.41117i,-0.13066-0.49954i,-0.10238-0.43377i,-0.040288-0.30445i,-0.0084666-0.20026i,-0.015446-0.11294i,-0.019653-0.044188i,-0.011598-0.011295i,-0.0044594-0.0026311i,-0.00034056-0.0010551i,0.0040257+0.002662i,0.0081865+0.010529i,0.0092468+0.019279i,0.0062598+0.023945i,0.00068462+0.021038i,-0.0033736+0.012383i,-0.0014964+0.0055683i,0.0046683+0.00058504i,0.0080469-0.0030818i
-0.0043223+0.014802i,-0.01102+0.051405i,-0.011439+0.12048i,0.004986+0.2167i,0.016714+0.27703i,0.014966+0.20475i,0.0045174+0.058314i,-0.0047308+0.0005044i,0.013262+0.027701i,0.039086+0.026207i,0.038822-0.0037094i,0.026839-0.014739i,0.017013-0.014738i,0.0089754-0.011599i,0.0035019-0.0087894i,-0.004136-0.0091025i,-0.014974-0.003873i,-0.021753+0.0022676i,-0.018538+0.0022569i,-0.010431-0.00013291i,-0.006063-0.001023i,-0.004495+0.0012532i,-0.003538+0.0017981i
0.0032258-0.0186i,0.0016829-0.047716i,-0.024011-0.082805i,-0.103-0.090748i,-0.21838-0.028209i,-0.31778+0.10225i,-0.34449+0.19653i,-0.29347+0.16527i,-0.21931+0.075888i,-0.14237+0.032574i,-0.071824+0.022205i,-0.031775+0.0089807i,-0.01656+0.00083599i,-0.0073709-0.0025115i,-3.8485e-05-0.0054788i,0.0098576-0.007333i,0.026396-0.010402i,0.039913-0.012652i,0.035848-0.0090729i,0.01984-0.002068i,0.0072775-0.00059243i,-6.1257e-05-0.0057357i,-0.0041045-0.0074556i
0.0046005+0.013853i,0.017714+0.042527i,0.083404+0.085473i,0.24353+0.12664i,0.43649+0.13813i,0.51018+0.090057i,0.42068+0.015652i,0.28534-0.0094626i,0.18855-0.0038887i,0.10782-0.012502i,0.037084-0.015926i,-0.0020948-0.0073171i,-0.014397+0.0021306i,-0.014342+0.0090394i,-0.01624+0.010957i,-0.021502+0.013121i,-0.023351+0.017002i,-0.022578+0.018124i,-0.018648+0.013658i,-0.010601+0.0077046i,-0.0048831+0.0064784i,-0.0027114+0.0097883i,-0.0021685+0.013042i
-0.0028368-0.018318i,-0.018526-0.049197i,-0.068013-0.10149i,-0.15541-0.16282i,-0.19667-0.19845i,-0.10508-0.14303i,0.024859-0.018305i,0.049881+0.07611i,0.0011347+0.11523i,-0.015643+0.10605i,-0.0024911+0.0673i,0.0032617+0.040295i,0.007542+0.025882i,0.0073243+0.010729i,0.0030503+0.002905i,0.0024331-0.0023992i,-0.0013418-0.015656i,-0.0082258-0.02964i,-0.010756-0.030286i,-0.0071357-0.018439i,-0.0035062-0.0069927i,-0.0030826-0.00068294i,-0.0013481-0.00012988i
0.0068528+0.020367i,0.024877+0.039428i,0.06961+0.041808i,0.13316-0.019962i,0.13012-0.15134i,-0.0086073-0.29084i,-0.15955-0.33944i,-0.15871-0.28817i,-0.056231-0.21603i,0.0013317-0.14386i,0.0050687-0.066387i,0.010272-0.017099i,0.015255-0.0018456i,0.01359+0.0068334i,0.012962+0.016094i,0.015349+0.024524i,0.022045+0.03408i,0.028137+0.042896i,0.026321+0.039106i,0.01673+0.021383i,0.0080436+0.0066322i,0.008851+0.00017359i,0.011922-0.0014937i
-0.0071957-0.01608i,-0.033743-0.028811i,-0.1157-0.01132i,-0.26726+0.079423i,-0.38404+0.20918i,-0.3074+0.28628i,-0.096423+0.26552i,0.03982+0.19315i,0.049381+0.13808i,0.030099+0.096717i,0.028501+0.047778i,0.022852+0.0075404i,0.0074934-0.011093i,-0.0022045-0.013356i,-0.0001126-0.011846i,0.0021798-0.014985i,-0.0070111-0.018353i,-0.018437-0.018554i,-0.022454-0.015515i,-0.018593-0.0078067i,-0.0098482-0.0013606i,-0.0050525-0.0010803i,-0.0061215-0.003866i
0.0061109+0.01172i,0.034648+0.027783i,0.10733+0.02971i,0.22985+0.010934i,0.31177+0.028903i,0.23374+0.099434i,0.063971+0.14074i,-0.059352+0.095066i,-0.1064+0.0078394i,-0.092177-0.035812i,-0.053063-0.035285i,-0.029338-0.025255i,-0.017908-0.012134i,-0.001979-0.0052439i,0.0077217-0.0059967i,0.011495-0.0098504i,0.021576-0.018644i,0.033759-0.028022i,0.034033-0.028735i,0.021185-0.019116i,0.0079972-0.0091093i,-0.00053177-0.0064295i,-0.0040935-0.0040153i
-0.008979-0.014387i,-0.031721-0.021091i,-0.064747+0.01401i,-0.078172+0.1019i,-0.016267+0.13274i,0.11908+0.0059108i,0.18991-0.16734i,0.15621-0.18278i,0.1205-0.060133i,0.097639+0.016712i,0.052009+0.018017i,0.010867+0.012837i,-0.003261+0.012228i,-0.0063154+0.0074893i,-0.0095895+0.0001695i,-0.016763-0.00066388i,-0.028658+0.011504i,-0.03912+0.028059i,-0.037228+0.033961i,-0.022145+0.025414i,-0.0082539+0.01349i,-0.003045+0.0079401i,-0.0029269+0.0066174i
0.010093+0.013534i,0.038736+0.0074523i,0.092896-0.069625i,0.16098-0.25471i,0.18041-0.40941i,0.085237-0.34837i,-0.038824-0.12956i,-0.08462+0.024707i,-0.08524+0.043707i,-0.078143+0.02267i,-0.057535+0.018356i,-0.029171+0.022304i,-0.0068946+0.018362i,-0.0015313+0.005263i,-0.007507+0.00099274i,-0.010386+0.0049641i,-0.0079247+0.00092878i,-0.0048521-0.013129i,-0.0036955-0.022684i,-0.0027334-0.020176i,-0.0019327-0.010877i,-0.0014609-0.0014472i,0.00096546+0.002244i
-0.01216-0.006764i,-0.037705-0.0044223i,-0.089933+0.051365i,-0.17527+0.16997i,-0.2729+0.23881i,-0.31302+0.18566i,-0.26786+0.10904i,-0.1567+0.062771i,-0.027441+0.012894i,0.039562-0.018573i,0.046957-0.01194i,0.039432-0.0066109i,0.020262-0.0092883i,0.0023898-0.0013504i,-0.00052983+0.0074291i,0.0073307+0.0118i,0.023683+0.020153i,0.038728+0.031798i,0.039478+0.034412i,0.025136+0.022123i,0.0096198+0.008727i,0.0050251+2.7789e-05i,0.0044595-0.0050829i
0.011855+0.0099212i,0.028079+0.0022576i,0.028218-0.060189i,-0.0045598-0.17097i,-0.015432-0.19548i,0.059363-0.075273i,0.1729+0.028885i,0.17452+0.036677i,0.056286+0.035686i,-0.017974+0.050468i,-0.012342+0.039901i,-0.0007296+0.017863i,-0.00073081+0.0068551i,-0.0021238+0.0055374i,-0.0017276+0.013343i,0.0010288+0.016552i,-0.0032205+0.004587i,-0.016011-0.012545i,-0.02469-0.020995i,-0.021467-0.015489i,-0.011935-0.0067789i,-0.0051859-0.00071282i,-0.0028389+0.002877i
-0.014885-0.0043026i,-0.025417+0.013331i,-0.0091313+0.11934i,0.062119+0.32828i,0.14457+0.46611i,0.16919+0.35458i,0.12637+0.11776i,0.067199-0.019433i,0.041176-0.040453i,0.03472-0.038636i,0.020884-0.046546i,-0.002133-0.042478i,-0.013388-0.017698i,-0.00095014+0.00049612i,0.0116-0.0040623i,0.011954-0.017168i,0.00943-0.027822i,0.011569-0.031646i,0.014837-0.025317i,0.011685-0.011385i,0.0064592-0.0015208i,0.00084469-0.0025037i,-0.0043564-0.004942i
0.010766+0.0060957i,0.025347-0.0096416i,0.024393-0.096142i,0.0036931-0.27505i,-0.00082798-0.42637i,-0.018405-0.41782i,-0.097564-0.29265i,-0.14196-0.1421i,-0.091713-0.027681i,-0.035182+0.013189i,-0.021067+0.023557i,-0.0090408+0.031169i,0.0080883+0.017834i,0.010611+2.5373e-05i,0.010299-0.00051941i,0.012332+0.0087665i,0.0078786+0.022368i,-0.0037782+0.036576i,-0.010725+0.038158i,-0.0084191+0.023033i,-0.0066364+0.0081742i,-0.0038491+0.0057012i,0.0029656+0.0066694i
-0.014842-0.00011036i,-0.013533+0.010789i,0.043854+0.067465i,0.16791+0.16068i,0.23363+0.20008i,0.14872+0.15391i,0.027687+0.1095i,-0.018043+0.072446i,-0.019808+0.017603i,-0.018059-0.0099984i,-0.017173-0.008623i,-0.018609-0.0020327i,-0.01107+0.0033736i,-0.0035787-0.0039722i,-0.012186-0.017049i,-0.023472-0.021199i,-0.026207-0.018507i,-0.01993-0.016465i,-0.010249-0.015568i,-0.0018771-0.0096029i,0.002873-0.0035039i,0.00086561-0.0021343i,-0.0032619-0.0010296i
0.013609-0.0014321i,0.0061871-0.019838i,-0.083742-0.10036i,-0.28377-0.24005i,-0.43245-0.30598i,-0.34718-0.17466i,-0.11545+0.031555i,0.036754+0.12563i,0.045108+0.10498i,0.010755+0.067313i,0.016782+0.048462i,0.035411+0.021128i,0.01955-0.0063253i,-0.0045291-0.0075283i,-0.0030991+0.0030405i,0.013365+0.0055053i,0.032086+0.000119i,0.043681-0.0067518i,0.03708-0.0087742i,0.016248-0.0054772i,0.00038845-0.0002261i,-2.0554e-05-3.864e-05i,0.0031528-0.004711i
-0.018728-0.0012651i,-0.012689+0.014898i,0.058869+0.080636i,0.21063+0.20555i,0.31441+0.28847i,0.26045+0.19361i,0.11587+0.00088386i,0.0043237-0.085156i,-0.012559-0.043926i,0.01869-0.011928i,0.015678-0.021133i,-0.0053895-0.011544i,-0.0044315+0.0055115i,-0.0033363+0.0086378i,-0.014774+0.011686i,-0.026994+0.018614i,-0.03483+0.024716i,-0.037433+0.026291i,-0.031682+0.021821i,-0.014973+0.012722i,-0.00061994+0.0024009i,0.00093963+0.00015728i,-0.00024741+0.0053678i
0.014051+0.0017939i,0.0022639-0.0026207i,-0.093905-0.012509i,-0.27246-0.015234i,-0.35916+0.00010212i,-0.23519+0.0079682i,-0.048019-0.032507i,0.042613-0.086547i,0.04304-0.084657i,0.021462-0.035106i,0.015773-0.00834i,0.0075938-0.016746i,-0.0098635-0.011235i,-0.0051091+0.0063313i,0.012888+0.005523i,0.021623-0.0082862i,0.01913-0.023759i,0.0086615-0.034536i,-0.0012668-0.031942i,-0.0057655-0.018167i,-0.0046905-0.0043253i,-0.0029702-0.0016797i,-0.0057187-0.0061145i
-0.01462-0.00036693i,0.0058743+0.0035076i,0.14229+0.0094849i,0.40983+0.0018005i,0.57737-0.019647i,0.41764-0.0051801i,0.1019+0.092607i,-0.058508+0.17383i,-0.051953+0.11241i,-0.033791+0.0049345i,-0.036887-0.014819i,-0.020782+0.0097456i,0.0021786+0.012683i,0.0084509+0.0058092i,0.0063724+0.011166i,0.0081649+0.024828i,0.018312+0.038359i,0.033001+0.047144i,0.038907+0.040051i,0.028623+0.017637i,0.011359+0.0017445i,0.0035493+0.0017435i,0.0061776+0.004131i
0.016215-0.005435i,0.0013181-0.0069321i,-0.10531-0.0047343i,-0.30474-0.0020452i,-0.41186-0.021781i,-0.27984-0.071654i,-0.083539-0.14523i,-0.0435-0.164i,-0.084644-0.069896i,-0.055821+0.026727i,-0.0040097+0.032698i,-0.00073823+0.011299i,-0.0038944+0.0089209i,0.0035102-0.00033684i,0.0027926-0.014693i,-0.0032-0.024315i,-0.016823-0.032207i,-0.033212-0.034168i,-0.039818-0.025582i,-0.033945-0.01039i,-0.021551-0.00012137i,-0.015423+0.00064621i,-0.016801+0.0010432i
-0.022014-0.0011506i,-0.010332-0.010315i,0.085287-0.072397i,0.2505-0.19611i,0.32383-0.28053i,0.23582-0.21224i,0.16264-0.043211i,0.18684+0.060562i,0.17247+0.06022i,0.080416+0.031498i,0.01627+0.018247i,0.011544+0.0098619i,0.013613-0.0040859i,0.0087923-0.0082117i,0.010712-0.0040959i,0.016852-0.0026403i,0.025435-0.0053323i,0.034049-0.015015i,0.032883-0.022814i,0.021543-0.017186i,0.013447-0.0060706i,0.014635-0.0010039i,0.015797-0.0027705i
0.014643-0.0068171i,-0.0048793+0.0099702i,-0.12448+0.094555i,-0.33552+0.26655i,-0.46101+0.39309i,-0.40905+0.31597i,-0.336+0.12506i,-0.28985+0.030736i,-0.15874+0.031872i,-0.016658+0.01746i,0.022633-0.0019687i,0.013574+0.00052568i,0.0033223+6.9776e-05i,-0.010205+9.5493e-05i,-0.017536+0.0044521i,-0.021096+0.0074741i,-0.029618+0.018035i,-0.038435+0.037022i,-0.035759+0.048513i,-0.021923+0.040343i,-0.011072+0.025007i,-0.0073942+0.016622i,-0.0038767+0.011886i
-0.011441+0.0049747i,-0.0028328-0.013223i,0.085123-0.092008i,0.24348-0.22893i,0.33516-0.29399i,0.29252-0.20692i,0.22794-0.097593i,0.18134-0.10362i,0.082539-0.14675i,-0.0095266-0.10046i,-0.023415-0.029197i,-0.014736-0.0086073i,-0.014037-0.0041391i,-0.0053285-0.002529i,0.0025186-0.0084075i,0.0040376-0.0097321i,0.0072921-0.012597i,0.012212-0.023124i,0.01489-0.030495i,0.014413-0.028478i,0.012245-0.025228i,0.0073214-0.023745i,-0.00083796-0.018623i
0.021341-0.0066207i,0.020117+0.018092i,-0.02416+0.13416i,-0.075584+0.3349i,-0.045973+0.44654i,0.028592+0.36i,0.022661+0.23371i,-0.046889+0.21881i,-0.069729+0.20776i,-0.037128+0.11657i,-0.0032748+0.030464i,0.0054738-0.00047163i,-0.0011525+0.004239i,-0.0019078+0.018249i,0.002412+0.024315i,0.0076924+0.022129i,0.019342+0.01973i,0.032347+0.019499i,0.033225+0.017896i,0.017788+0.014727i,0.001762+0.014708i,-0.0023395+0.014959i,0.00010915+0.010932i
-0.012528+0.0073722i,-0.0096137-0.021279i,0.04145-0.15875i,0.10814-0.41309i,0.097433-0.58895i,0.022184-0.51588i,-0.016331-0.32519i,-0.0093894-0.18847i,0.004102-0.077174i,0.012577+0.0025175i,0.0053333+0.020768i,-0.0018604+0.02272i,0.0062087+0.012662i,0.0039856-0.0083006i,-0.0079787-0.009423i,-0.010851+0.00014797i,-0.013292+6.4874e-05i,-0.02328-0.0073354i,-0.030281-0.014839i,-0.02675-0.01865i,-0.021644-0.019026i,-0.019248-0.013094i,-0.012746-0.0030739i
0.013413-0.0080234i,0.018733+0.015567i,-0.0050017+0.12558i,-0.033504+0.30635i,-0.016671+0.3889i,0.019625+0.28585i,0.045976+0.14557i,0.098895+0.080425i,0.1398+0.043752i,0.10166+0.0062411i,0.035531-0.01303i,0.0012684-0.015231i,-0.0042133-0.0064992i,0.0069988+0.0062936i,0.01907+0.0074187i,0.018865-0.0025144i,0.012455-0.012314i,0.0067625-0.015938i,0.0031814-0.010227i,0.0032315+0.0024631i,0.01016+0.012222i,0.017126+0.01098i,0.014826+0.0029248i
-0.010825+0.0061529i,-0.028723-0.020856i,-0.054358-0.13846i,-0.12296-0.3113i,-0.21818-0.35195i,-0.22534-0.20644i,-0.13441-0.083553i,-0.091333-0.1096i,-0.10863-0.15903i,-0.086306-0.11498i,-0.027752-0.034773i,0.01175-0.0024435i,0.0096563-0.0058672i,-0.0064746-0.0026328i,-0.0062542+0.0058544i,0.0036783+0.0088034i,0.011542+0.014856i,0.016441+0.021221i,0.014203+0.017742i,0.0031909+0.0087244i,-0.0091934+0.0048611i,-0.011488+0.006062i,-0.0077367+0.0049899i
0.014873-0.015299i,0.027486+0.012076i,0.052923+0.13901i,0.13204+0.33951i,0.24597+0.41001i,0.25083+0.25108i,0.091456+0.067961i,-0.0634+0.052409i,-0.094645+0.10599i,-0.056306+0.094289i,-0.027952+0.04687i,-0.02514+0.026534i,-0.014937+0.023561i,0.0020609+0.0064253i,0.002422-0.01218i,-0.0099586-0.01466i,-0.02204-0.011474i,-0.026219-0.0076089i,-0.018455+0.00016752i,-0.0044229+0.0028559i,0.0045759-0.005084i,0.0025341-0.012078i,-0.0019819-0.0079097i
-0.0066548+0.013759i,-0.024548-0.0079036i,-0.050637-0.10082i,-0.10273-0.22604i,-0.15283-0.24051i,-0.13234-0.12328i,-0.067405-0.0074278i,-0.049542+0.061798i,-0.056475+0.10704i,-0.030056+0.091709i,-6.2078e-05+0.029981i,0.0057442-0.0080722i,0.003039-0.011045i,0.0034857-0.0041989i,0.0057203-0.00046404i,0.0087656-0.0022613i,0.015647-0.0063682i,0.020597-0.016323i,0.013918-0.024738i,0.0018021-0.014687i,-0.0021592+0.0036487i,0.0015972+0.0090976i,0.0021695+0.0047513i
0.011579-0.0075179i,0.039987+0.0060725i,0.10858+0.078055i,0.22957+0.14509i,0.31847+0.088711i,0.26189-0.0010076i,0.17053+0.041101i,0.22637+0.10477i,0.2989+0.051324i,0.21806-0.013456i,0.097983-0.0026072i,0.047122+0.018198i,0.023104+0.0093278i,-0.0050358+0.0029919i,-0.020813+0.012996i,-0.017845+0.027646i,-0.0097075+0.040909i,-0.0051807+0.049874i,0.00061384+0.044983i,0.0050612+0.022031i,-0.00037087-0.00066523i,-0.0067095-0.0039845i,-0.0035465+0.0023934i
-0.0068614+0.018069i,-0.029085-0.001749i,-0.089367-0.084039i,-0.20173-0.178i,-0.28306-0.1565i,-0.21642-0.071748i,-0.084514-0.10113i,-0.074389-0.18914i,-0.13148-0.17401i,-0.11775-0.089291i,-0.070536-0.036552i,-0.046055-0.020787i,-0.031776-0.01209i,-0.013357-0.0079947i,0.0016104-0.0092563i,0.0094626-0.016221i,0.012034-0.031515i,0.0055005-0.043497i,-0.0039504-0.039706i,-0.0036285-0.024641i,0.0056924-0.010261i,0.0097729-0.0075189i,0.0054663-0.011821i
0.0088097-0.015246i,0.0296-0.0062475i,0.072531+0.045154i,0.12476+0.090406i,0.13406+0.037465i,0.073935-0.067516i,-0.0080376-0.12654i,-0.07479-0.15401i,-0.11796-0.14118i,-0.091991-0.076584i,-0.021908-0.034547i,0.0077951-0.024091i,0.0034659+8.3904e-05i,0.0043698+0.024545i,0.010885+0.026942i,0.015433+0.015508i,0.020347+0.0083365i,0.033261+0.0086184i,0.039107+0.0062764i,0.017772+0.0041289i,-0.0072066+0.0087562i,-0.012063+0.014156i,-0.0092647+0.014214i
-0.011115+0.019279i,-0.034826+0.016821i,-0.090163-0.011568i,-0.15178-0.004308i,-0.14307+0.10192i,-0.086221+0.20428i,-0.10013+0.2461i,-0.14019+0.32428i,-0.078134+0.36746i,0.0027712+0.25833i,0.0019521+0.12784i,-0.009073+0.07358i,0.00089189+0.034501i,3.9416e-05-0.0017412i,-0.0071843-0.014188i,-0.018482-0.010443i,-0.03728-0.0014475i,-0.056859+0.0025207i,-0.061396+0.0029239i,-0.042617+0.0030504i,-0.020812-0.0022991i,-0.012019-0.0078961i,-0.0072172-0.0085732i
0.0063335-0.013021i,0.032698-0.0076937i,0.097274+0.036919i,0.1779+0.069187i,0.19159+0.011891i,0.12157-0.057626i,0.080626-0.035152i,0.11818+0.00077498i,0.12871-0.017873i,0.077351-0.036989i,0.031446-0.032375i,0.010202-0.021209i,0.011491-0.0079437i,0.021422-0.00046206i,0.017292+0.00558i,0.0087069+0.01433i,0.013386+0.014451i,0.024223+0.0056362i,0.026591-0.00046561i,0.022321+0.0016768i,0.017517+0.0073148i,0.013954+0.010309i,0.012327+0.01309i
0.00053029+0.017768i,-0.020611+0.012164i,-0.054521-0.031005i,-0.058004-0.080732i,0.028958-0.075531i,0.16781-0.045835i,0.26432-0.066783i,0.28595-0.12514i,0.22198-0.16484i,0.10848-0.12547i,0.047578-0.041454i,0.037796-0.012469i,0.0083961-0.020695i,-0.017015-0.013281i,-0.007123-0.0058376i,0.014372-0.0046546i,0.024087+0.0027953i,0.019316+0.015564i,0.010454+0.020898i,0.0019067+0.010015i,-0.0034889-0.0035477i,-0.0014826-0.0099652i,-0.0016415-0.016574i
0.0061085-0.015745i,0.030148-0.018749i,0.075129+0.00015286i,0.087503+0.0031889i,-0.007264-0.048405i,-0.15953-0.10152i,-0.26483-0.11788i,-0.31779-0.11154i,-0.29326-0.047139i,-0.17019+0.017315i,-0.065339+0.0089033i,-0.036059-0.0034698i,-0.020025+0.004746i,-0.0043728+0.00020493i,-0.0055486-0.00097341i,-0.0084434+0.0029122i,-0.0056871-0.0078296i,0.00032249-0.023547i,0.0066385-0.025983i,0.010374-0.019015i,0.0091972-0.013936i,0.0024802-0.0091608i,0.0004122-0.00054872i
-0.0061472+0.021012i,-0.02876+0.020948i,-0.088394-0.014515i,-0.14623-0.06267i,-0.11626-0.07418i,-0.028928-0.059682i,-0.014482-0.037428i,-0.067814+0.0067437i,-0.084186+0.04965i,-0.0505+0.049585i,-0.018502+0.020781i,-0.010401+0.0045982i,-0.011703+0.01028i,-0.0083594+0.012888i,-0.0063833-0.0051516i,-0.014374-0.024897i,-0.022842-0.024291i,-0.022358-0.012153i,-0.019791-0.0042477i,-0.021099+0.0039527i,-0.020967+0.014368i,-0.017759+0.016886i,-0.016863+0.012292i
0.003224-0.010529i,0.029242-0.012124i,0.085167+0.032273i,0.13282+0.11754i,0.1091+0.20082i,0.037254+0.2481i,0.020446+0.26924i,0.077955+0.26482i,0.12419+0.19543i,0.10152+0.08484i,0.042778+0.024741i,0.016155+0.02124i,0.015935+0.015813i,0.0039785+0.015289i,-0.0044126+0.038167i,0.0028639+0.058278i,0.011015+0.058959i,0.013788+0.044527i,0.012535+0.022438i,0.0073028+0.0021568i,0.0011915-0.006085i,0.00045174-0.0025258i,0.0047881-0.0012388i
-0.0030353+0.016106i,-0.027657+0.02243i,-0.086522+0.0043091i,-0.12857-0.030734i,-0.07698-0.06838i,0.029343-0.11608i,0.081781-0.1444i,0.068216-0.12104i,0.036421-0.078945i,0.0037055-0.030472i,-0.0034037+0.011688i,0.0069228+0.0082463i,0.0022873-0.010129i,2.0242e-05-0.015748i,0.0033461-0.020867i,0.0031291-0.022087i,0.0060243-0.018193i,0.0073796-0.013718i,0.0050037-0.0063483i,0.0080274+0.0030329i,0.01211+0.0058714i,0.010933+0.0027413i,0.0082921+0.002674i
-0.0035677-0.017275i,0.026703-0.024825i,0.12018-0.0078428i,0.25106+0.012498i,0.30613+0.0097865i,0.22545-0.0019953i,0.090349-0.036243i,-0.00069303-0.077413i,-0.032411-0.065216i,-0.023784-0.025551i,-0.0093116-0.012576i,-0.0065942-0.0086437i,-0.0011975+0.0029978i,0.012328+0.013312i,0.029948+0.016668i,0.044593+0.0056215i,0.046442-0.013638i,0.037593-0.023144i,0.021003-0.016464i,0.0025003-0.0047469i,-0.005451+0.0011748i,-0.0032387-0.00081483i,-0.002289-0.005756i
-0.0042553+0.012418i,-0.033906+0.022509i,-0.12438+0.0036357i,-0.24964-0.035856i,-0.30963-0.061825i,-0.24328-0.049138i,-0.11568+0.0029383i,-0.026829+0.041632i,0.0062251+0.035134i,0.024323+0.013472i,0.033805-0.0065455i,0.013542-0.01495i,-0.011589-0.010744i,-0.020985-0.015799i,-0.028538-0.027785i,-0.041882-0.02514i,-0.053979-0.010813i,-0.055754-0.00029067i,-0.043514-0.001328i,-0.025749-0.0097751i,-0.01644-0.015275i,-0.015075-0.010485i,-0.010773-0.0029347i
0.0048111-0.015939i,0.034039-0.034327i,0.11942-0.048755i,0.22282-0.07917i,0.24985-0.12262i,0.16934-0.11901i,0.04477-0.072354i,-0.041632-0.032634i,-0.059479-0.0024682i,-0.038624+0.013126i,-0.021939+0.022115i,1.9271e-05+0.035277i,0.03075+0.033217i,0.039045+0.022791i,0.022528+0.021853i,0.0050706+0.023568i,-4.109e-05+0.024349i,0.0070452+0.023355i,0.016872+0.016494i,0.020546+0.010081i,0.018924+0.0084358i,0.014723+0.0060048i,0.0095166+0.004052i
0.00040019+0.016054i,-0.031191+0.037895i,-0.13453+0.076201i,-0.27111+0.1703i,-0.30499+0.28036i,-0.18427+0.26229i,-0.035839+0.12733i,0.011685+0.040493i,-0.016111+0.023555i,-0.04912+0.0080067i,-0.05513-0.0023818i,-0.045503-0.0074727i,-0.051714-0.0098482i,-0.056124-0.0031806i,-0.037738+0.0036262i,-0.00741+0.010514i,0.019331+0.015612i,0.029104+0.012069i,0.018101+0.0065853i,-0.0033451+0.0064502i,-0.017159+0.0084665i,-0.013945+0.0070351i,-0.0079029-0.00015082i
-0.001865-0.01887i,0.033593-0.039763i,0.1418-0.068897i,0.28401-0.13804i,0.32126-0.2261i,0.17972-0.22762i,-0.0091467-0.11335i,-0.082258+0.012276i,-0.039472+0.073912i,0.030054+0.077074i,0.063339+0.045913i,0.061469+0.01003i,0.053334-0.015346i,0.042971-0.026166i,0.029081-0.015962i,0.018049-0.002909i,0.014255-0.0046637i,0.014678-0.0091281i,0.013568-0.0064465i,0.014109-0.0032539i,0.013786-0.0022843i,0.0072741+0.00039301i,0.0017437+0.0060833i
-0.0051407+0.018126i,-0.035801+0.044362i,-0.11463+0.096484i,-0.16766+0.19535i,-0.083177+0.29046i,0.08432+0.26461i,0.18241+0.13194i,0.20452+0.029583i,0.17604-0.0048032i,0.09704-0.0029775i,0.028231+0.012098i,-0.011268+0.02203i,-0.037629+0.035342i,-0.034489+0.046997i,-0.011677+0.029568i,-0.00061064-0.0054483i,-0.011536-0.028335i,-0.031809-0.031919i,-0.041694-0.020868i,-0.036909-0.0046944i,-0.024265+0.0042563i,-0.012548+0.0019153i,-0.0065137-0.0019307i
-0.00081905-0.021979i,0.033808-0.053362i,0.1283-0.13408i,0.19758-0.294i,0.10406-0.43084i,-0.078655-0.38822i,-0.17281-0.22843i,-0.19734-0.13457i,-0.19156-0.10196i,-0.11838-0.07662i,-0.041645-0.066518i,-0.0095103-0.046243i,0.012167-0.027149i,0.015397-0.025343i,8.998e-05-0.011781i,-0.0044498+0.012499i,0.005597+0.026689i,0.023249+0.020721i,0.031553-0.0049025i,0.021161-0.027466i,0.004975-0.025502i,-0.001638-0.0062425i,0.0022124+0.0061957i
0.00046601+0.01217i,-0.045801+0.042904i,-0.16322+0.10293i,-0.25743+0.20454i,-0.16887+0.26126i,0.027792+0.19064i,0.10611+0.069809i,0.071448+0.0086855i,0.039872-0.0077384i,0.0068534-0.0082093i,-0.011575+0.012627i,-0.0022414+0.018048i,0.0020601+0.013983i,0.013217+0.01671i,0.021745+0.010289i,0.01316+0.0075433i,0.010373+0.018416i,0.011404+0.033013i,0.010521+0.042356i,0.012307+0.038024i,0.01359+0.02175i,0.013702+0.003033i,0.012151-0.012026i
0.0041176-0.022578i,0.045361-0.051142i,0.14709-0.096049i,0.20538-0.14625i,0.079081-0.12701i,-0.12838+0.0022322i,-0.20488+0.14615i,-0.17882+0.23924i,-0.12457+0.28056i,-0.04637+0.22474i,-0.010995+0.11963i,-0.0069755+0.06889i,0.0083909+0.042234i,0.00020654+0.010742i,-0.011469-0.0016087i,-0.0032302-0.010551i,-0.0028146-0.027419i,-0.012362-0.035307i,-0.020705-0.026436i,-0.025362-0.006733i,-0.0263+0.011782i,-0.027364+0.018281i,-0.026578+0.018658i
-0.0017661+0.023801i,-0.050057+0.054772i,-0.16709+0.12481i,-0.23437+0.22618i,-0.092339+0.22702i,0.14921+0.054332i,0.26147-0.1274i,0.267-0.19957i,0.2147-0.21353i,0.1081-0.16649i,0.0421-0.086308i,0.010906-0.060066i,-0.026811-0.050098i,-0.027461-0.024878i,-0.0084598-0.01026i,-0.0029069+0.004968i,3.279e-05+0.020225i,0.0037614+0.021937i,0.0059363+0.011838i,0.0046077-0.0057177i,0.0019448-0.023144i,0.0027086-0.03007i,0.0026337-0.026173i
