-0.00018133+0.00036553i,-0.0003411-0.0010189i,-0.00049884-0.0011777i,-0.00058785-0.00072439i,-0.001711-0.00041588i,-0.0019063-6.9333e-05i,-0.00023461+0.00058607i,0.00083038+0.00071007i,0.00066913+0.00028987i,0.00054497+8.1659e-05i,0.00043988-0.00030024i,3.3323e-05-0.00039423i,-0.00036807+3.3974e-05i,-0.00040752-0.00028216i,-0.0002024-0.00021072i,-0.00038602+3.2087e-05i,-0.0002103+7.6407e-05i,0.00022598-0.00018288i,0.00045905-0.00012324i,0.00078307+0.00050441i,0.00058127+0.0005437i,5.7192e-05+0.00031577i,-0.00040085+0.00048142i
-0.0010403-3.3529e-05i,-0.0010662+0.00086217i,-0.00027922+4.6486e-05i,-0.0008209-0.00056871i,-0.0018474-0.00025151i,-0.0014519+0.00086716i,0.00028987+0.0016838i,0.0012599+0.0011058i,0.00077292+0.00053764i,4.7197e-06+0.00045193i,-0.00056022-4.2707e-05i,-0.00037968-0.00032057i,-0.00017015+0.00032567i,-0.00016055+0.0010257i,-0.00037224+0.00097598i,-0.00075924-0.00020335i,-0.00053935-0.00088747i,0.00029093-0.00013584i,0.00015064+0.00014971i,-0.00012906-5.6035e-05i,-0.0001356-0.00017087i,-0.00040099+0.00019165i,-0.0002607-0.00037597i
0.0010116-0.0016799i,0.0013716-0.0011678i,-5.4185e-05-0.0003975i,-9.7873e-05+0.00014732i,0.000233+0.00015916i,-0.00016765-0.00024389i,-0.00046679-0.00049111i,-0.00057044-7.3964e-06i,-0.00043272+0.00010605i,-0.00087853-5.3436e-05i,-0.00041948+0.00029219i,5.9006e-05+0.00044269i,-0.00047431+9.8477e-05i,-0.0001327-0.00025676i,0.00062057-1.8933e-05i,0.00065792-0.00032765i,0.00082685-0.00045209i,0.00082486-0.00057786i,0.00015418-0.0013339i,-2.0156e-05-0.0010182i,0.00042193+1.8073e-05i,0.00072665+0.00029919i,0.00028394+0.00016754i
-0.00020668-0.002055i,-0.0001134-0.00082478i,-0.00088047+1.8862e-05i,-0.0013174+0.00020403i,-0.0016168-0.00018409i,-0.0016364-0.00050146i,-0.00039301-0.00062537i,8.1692e-05-4.9615e-05i,-0.00051437+0.0011408i,-0.00096948+0.0012093i,-0.00070889+0.00088725i,0.00029196+0.00078806i,0.00040051+0.00035476i,0.00072827-0.0004384i,0.0013597-0.00062196i,0.00096597+0.00020804i,0.00045889+0.00091035i,0.00085515+0.00083817i,0.0011142+1.5437e-05i,0.0006787-0.00065028i,0.00081055-0.00045323i,0.0010199-1.2266e-05i,-0.00014861-0.0003183i
0.0020692+0.00014495i,0.002477-0.00068675i,0.0022722-0.0012728i,0.0016428-0.0010058i,-4.4785e-05-0.00057512i,-0.0014788-0.00042035i,-0.0011037-0.00020978i,-4.2794e-05+0.0004036i,0.00013801+0.00052748i,-6.1535e-06+6.0055e-05i,-0.00047113-0.00013742i,-0.0008976+0.00012401i,-0.00058752+0.00034509i,-0.00020975+0.00061841i,-0.00070091+0.0006359i,-0.00073185+7.0932e-05i,-0.0004021-0.0003775i,-0.0006507-0.0002524i,-0.00054136+0.00035793i,-5.0732e-06+0.0007197i,0.00041501-2.2929e-05i,0.00040184-0.00016754i,-9.9321e-06+0.00025348i
-0.00034919+0.00044131i,-0.00016971+0.00019127i,-0.00041608-0.0008653i,-0.00028902-0.0011244i,-0.00039069-0.00023474i,-0.00067589+0.00081954i,-0.00032412+0.0004069i,-0.00059543-0.00042892i,-0.00082331+9.3049e-05i,-0.00123+0.001449i,-0.00088097+0.0013029i,-0.00018949+0.00055184i,-0.00024859+0.00046635i,2.5514e-05+0.00018539i,0.00017591-0.00028538i,0.00051163-0.00033299i,0.00078146+2.4509e-05i,0.00085383+0.0002492i,0.00088719-0.00043584i,0.00090537-0.0011865i,0.00087232-0.00019972i,0.00060697+2.4788e-05i,0.00060062-0.00035848i
0.0033908+0.00012603i,0.0033126-0.0001245i,0.0024197-0.00090223i,0.0014715-0.0013667i,2.4409e-05-0.001662i,-0.00099427-0.00048678i,-0.00049975+0.00054343i,0.00010007+0.00052696i,-0.00032135-6.4858e-05i,-0.0014887-0.0006429i,-0.0013497-0.00029116i,-0.00076661+0.00012206i,-0.0014175+0.00020644i,-0.0016241+0.00025353i,-0.0016714+9.8137e-05i,-0.00079821+5.0564e-05i,-9.2583e-05+0.00034047i,-0.00010112+0.00045762i,0.00039306+0.00037627i,0.00017633-0.00027419i,0.00022617-0.00061533i,8.4122e-05-0.00018273i,-0.00021372-0.00020677i
-0.00060265-0.00091727i,-0.00054959-0.00045747i,-0.00090356+9.6262e-05i,-0.00053738+0.00013834i,-2.5994e-05+0.00031538i,-0.0002448+5.2958e-05i,0.00041212-0.0011419i,0.0010014-0.0013287i,0.00032317-0.00045777i,-0.00052619+0.00078295i,-0.0011722+0.00186i,-0.0010748+0.00085523i,-4.9482e-05+5.038e-05i,0.00060697+0.00071304i,0.00045834+0.00093153i,-0.00022227+0.00023028i,-0.00071711-0.00015i,-0.0010638+0.00025945i,-0.0006292+0.00035093i,-7.6811e-05-7.1944e-05i,-0.00014188-4.032e-05i,-0.00042206-0.00046774i,-0.00097012-0.00053678i
-0.001269+0.00029028i,-0.00046516+0.00039147i,0.0008594+0.00055065i,0.00076565+0.00014403i,0.00012424-0.00013187i,-7.6885e-05-0.00020851i,-0.00024429-0.00058779i,-0.00041799-0.00055981i,-8.0538e-06-0.00038424i,-0.00044223+0.00038784i,-0.00085314+0.00078662i,-0.00036172-0.00021704i,-0.00053429-0.00090948i,-1.2103e-06-0.0010762i,0.00042511-0.00084736i,-0.0001028-0.00041909i,-0.00028739-0.001081i,-6.7774e-05-0.0013354i,-0.0003693-0.00010766i,-0.00041371+0.00015855i,-0.0006256+2.4413e-05i,-0.00069855-9.887e-05i,0.00010483-0.00036923i
0.00032651+0.00015823i,-0.0009702+2.3404e-06i,-0.0010957-0.0013686i,-0.00061842-0.0012252i,-0.00059792-0.00045936i,-0.0010493-0.00016928i,-0.00054787-4.7857e-05i,0.00019273-0.00018129i,-1.4889e-05-0.00030452i,5.6723e-05-0.00049971i,0.00042131-0.00026952i,-0.00012139+0.00054024i,-0.00070258+0.0010802i,-0.00098821+0.0010256i,-0.000495+0.00039103i,0.00055048+1.5121e-05i,0.00065072+0.00012582i,1.8128e-05+3.0434e-05i,-0.00036049-0.00020146i,0.00041025-0.0004781i,0.00087617-0.00038506i,0.00059063-5.916e-05i,0.00024297-0.00015343i
0.00060898-0.00082464i,0.0019291-0.001427i,0.0023329-0.0020816i,0.0012893-0.0010379i,0.00077404+9.6333e-05i,0.001147+4.8013e-05i,0.0014309-0.00020247i,0.0014105-0.0004733i,0.00030115-0.00096316i,-0.0008724-0.0011691i,-0.0010701-0.001318i,-0.00078156-0.0008639i,-0.00012069+0.00032917i,0.0001752+0.0010343i,-0.00016648+0.00030717i,-0.00010329+0.00034951i,-0.00058613+0.00080899i,-0.00067203+0.00027291i,0.00010543+0.00052508i,0.00051587+0.00065359i,0.00027107-2.4586e-05i,-4.2762e-05-0.00021999i,-0.00042115-7.7445e-05i
0.0013879-0.00014173i,0.00052354+0.00017715i,0.0014293+0.00053344i,0.001596+6.4298e-05i,0.0005571+0.0003969i,-1.0017e-05+0.00099381i,3.6965e-05+0.00086235i,0.0001335+0.00085132i,-0.00033864+0.0010374i,-0.00057065+0.0007808i,-0.00069646+0.00049753i,-0.00088193+0.00031911i,-0.00081494+5.1283e-06i,-0.00057222-0.00058184i,-0.0004483-0.00079025i,-0.00067698+8.8465e-06i,-0.00046928+0.00027403i,-4.6927e-05-0.00056244i,-0.00044979-0.00058483i,-0.00044406-5.8839e-05i,-0.00027429-0.00029326i,-0.00037566-0.00079089i,-0.00013059-0.00073793i
-0.0021302+0.0018775i,-0.001475+0.0022715i,-0.00030403+0.0027608i,0.00071486+0.0023626i,0.0010609+0.0017667i,0.00030708+0.00084997i,-0.00044758+0.00018569i,-0.00064632-0.00024574i,-0.00084518-0.00027514i,-0.00064846+0.00073851i,0.00023164+0.0010112i,0.00088929+0.00060738i,0.00089296+0.00064996i,0.00072257+0.00067951i,0.00082918+0.00017623i,0.0016436-0.0005619i,0.0012262-0.00036114i,6.0287e-05-0.00041195i,-0.00054882-0.00064028i,-0.00073594-0.00032385i,-0.00044142+8.4702e-05i,-0.0001006+0.00060069i,-0.00014494+0.00043171i
-0.00041788-0.0021444i,8.5677e-05-0.0013913i,0.00017475-0.0012951i,8.9243e-05-0.00056103i,7.022e-05-0.0003092i,1.3082e-05-0.00041141i,-0.00048977-0.0001866i,0.00028227+0.00015622i,0.00098635+0.00042174i,0.0003546+0.00054875i,0.00030782+0.00048676i,-0.00012401+0.00089087i,-0.0010073+0.00070442i,-0.001049+0.00033125i,-0.00071172+7.4161e-05i,0.0004139-0.00022514i,0.00060875-0.00016419i,-8.4298e-05-6.3841e-05i,0.0003486+0.00051072i,0.00032748+0.00093287i,-8.5147e-05+0.00021621i,0.00011758+0.00033134i,9.6157e-05+0.0010585i
0.00042589-7.3257e-05i,0.00050247+0.00077671i,0.00065365+0.00071108i,0.00063387+0.00059049i,-0.00018744+0.000286i,-0.0012905-0.00024373i,-0.00029358-0.00026708i,0.0007001+6.6377e-05i,-0.00021515-0.00011853i,-0.00075651+0.00010484i,-0.00049175-3.8322e-05i,0.00061841+8.1102e-05i,0.0015766+0.00059368i,0.00092115+1.3228e-05i,0.00096109-0.00068149i,0.0011306-0.00085158i,0.00013906-0.00094992i,-0.000146-0.00022917i,0.00056192+0.00049357i,0.00042578-0.00021919i,-0.000295-0.00073916i,-0.00043526-0.00062213i,-9.3625e-05-0.00071287i
-0.00083674-0.0025729i,-0.0014474-0.0013621i,-0.0013124+0.00043332i,-0.00052668+0.0003921i,-0.00033445+0.0006226i,-0.00010422+0.00081998i,-7.1609e-05+6.9437e-06i,-0.00041646-0.00029665i,-0.00073101+4.5827e-05i,-0.00026902+0.00013862i,-0.00035941+2.7692e-05i,-0.0006749+0.00019212i,-0.0005421+0.00030158i,-0.00046144+0.00016278i,-0.00035118+0.00050053i,-2.1472e-05+0.0002207i,0.0005718-0.00064666i,0.0007487-0.00087693i,0.00034182-0.00093585i,0.00037354-0.00027571i,0.00023272+6.9553e-05i,0.00012482-0.0007913i,0.00021494-0.00062181i
0.00092709+0.0023993i,0.00084792+0.0015255i,0.00040114+0.001054i,0.00094082+0.0005113i,0.0009535-0.00023691i,-0.00036641-0.00086571i,-0.00075588-0.00057491i,-0.00088133-0.00046752i,-0.00071036-0.00082086i,-0.00055307-0.00017814i,-0.00080334+0.00026176i,-0.00076109+0.00013393i,-0.00043538-0.00071816i,0.00042473-0.0010351i,-0.00011796-0.00030058i,-0.00066289+0.00012726i,-0.00082485+0.00030079i,-0.001019+0.00013474i,-0.00072772-0.00039561i,-0.00080631-0.00028177i,-0.00057023+0.00040202i,-7.0479e-05+0.00043749i,-0.00034221-5.6055e-05i
-0.0011739+0.0012315i,4.2482e-05+0.0016825i,0.00034522+0.00078044i,-7.5571e-05-0.00062933i,-0.0010393-0.0014916i,-0.00089021-0.00154i,9.1935e-05-0.0012593i,-9.8263e-05-0.00061751i,-0.00081086-0.00045531i,-0.0010869-0.00039199i,-0.00072489-0.00059272i,4.255e-05-0.0011792i,0.00030537-0.00086065i,0.00053326-0.00045159i,0.00041676+8.0871e-05i,-0.00016378+0.0006657i,-0.00048144+0.00050597i,0.00021054+6.234e-05i,0.00029376+2.799e-05i,-0.00029231+0.00019002i,0.00037237+0.00038332i,0.00063979+0.00030319i,0.00038418-0.00032626i
0.0006214-0.00051707i,0.00017996-0.00026549i,-6.3067e-06-0.00061475i,-0.00079265-0.00079648i,-0.0014152-0.0010446i,-0.0017107-0.00085414i,-0.0014517-0.00013184i,0.00016589-0.00048629i,0.00054004-0.00083501i,-0.00037587-0.00058799i,-0.00066901-0.00031281i,-0.00037185-0.00023722i,-5.0966e-05-0.00015562i,0.00031315+0.00028783i,0.00039943+0.00018582i,0.00013503-0.00010499i,0.0006029+0.0003192i,0.00056946+0.00031256i,0.00022401-0.0003038i,0.00045698-0.00055481i,0.00044627-0.00072291i,-0.00022294-0.00014351i,-0.00017707-8.0679e-05i
-0.0011394+9.7872e-05i,0.00016757+0.00036533i,0.00022571+0.00068777i,0.00020644+0.001534i,0.00030967+0.0016752i,0.00034713+0.00078084i,0.00032946-0.00017142i,2.3574e-05-0.0011745i,0.00028803-0.0011489i,5.8497e-05-0.00051641i,-0.00050832+8.5755e-05i,-9.8196e-05+0.00042257i,-0.00014242+0.00060629i,-0.00037625+0.00015812i,0.00021282+0.00036487i,-7.6428e-06+0.00076152i,-0.00031414+0.00071578i,0.00065888+0.00069167i,0.00076038-7.6225e-05i,-0.00027071-0.00016947i,-0.00030918+0.00038456i,6.051e-05+0.0010106i,-0.00023182+0.00021103i
-0.0010919-0.00058615i,-0.001262+0.0012428i,-0.0015175+0.0018905i,-0.0016999+0.0010715i,-0.00073247-0.00033387i,0.00051317-0.001278i,0.00067533-0.0011631i,0.00048863-0.00073867i,0.00061042-0.00063895i,0.00065156-0.00022388i,0.00030607+0.00061748i,0.00025915+0.0001566i,0.00022156-0.00038358i,-0.0004692-0.00054906i,-0.00040323-0.00039638i,0.0001437-1.7542e-05i,0.00023608-0.0002136i,-3.827e-07-0.00094129i,-5.9492e-05-0.0011007i,-5.0367e-05-0.00049651i,6.5856e-05-0.00032101i,0.00052979-0.0005378i,0.00035736-0.00089418i
0.0012207+0.00042274i,0.00075045-0.0011736i,0.00025067-0.0013155i,9.7236e-06-0.0015642i,-1.5952e-05-0.0019152i,-0.00028457-0.0014054i,2.0424e-05-0.00096415i,0.00073294-0.00038951i,0.00037428+0.00036935i,-0.00040302+0.00029039i,-0.0007614+0.00025849i,-0.00044694+0.00036994i,0.00034679+0.00056017i,0.00022936+0.00091385i,-0.00065364+0.00022949i,-0.00051749-0.00055928i,-0.00011229-0.0004082i,-0.00018864-0.00023322i,3.2396e-05-5.6586e-05i,-1.3834e-05-0.00063056i,-8.6205e-05-0.0011266i,2.2783e-05-0.00092588i,0.000439-0.00056031i
0.00011976+0.00049476i,0.0017013+0.00054356i,0.0022056-0.00023997i,0.0021511-0.001288i,0.00093078-0.0013045i,-0.00047129-0.00077772i,-0.00076298-0.00057872i,-0.00081951-0.00060324i,-0.0007815-0.0003976i,-0.00045495+1.991e-05i,-0.00017057+0.00026695i,0.00018443-0.00050681i,-0.00016385-0.001226i,-0.0009803-0.00043865i,-0.00064832-0.00027239i,-0.00014082-0.00088358i,-1.4217e-05-0.00061381i,0.00027806-0.00073339i,0.00029205-0.00045488i,0.00054328-0.00016969i,0.00055096-0.00027882i,0.00088179-0.00045043i,0.00059914-5.2383e-05i
0.0017806+0.00051237i,0.0010858-5.9549e-05i,0.0016846-0.00014631i,0.0015182+0.00032019i,0.00055365+0.00022456i,-9.1614e-05+0.00046966i,0.00020185+0.00060259i,0.00017405+0.00070532i,-0.00063319+0.00056132i,-0.00047577+0.0010377i,-3.4972e-05+0.0013114i,0.00028433+0.0008939i,0.00057007+0.00081823i,0.00048561+0.0009534i,-0.0006749+0.00057434i,-0.00053858-0.0006095i,0.00016581-0.0011982i,8.3912e-05-0.00071723i,-0.00019613-0.00021807i,-0.00040369-0.00011785i,6.7447e-05-0.0004866i,0.00038132-0.00032468i,-0.0001032-0.00027837i
-0.00078802+5.1883e-05i,-0.00028002-0.0011526i,9.6509e-05-0.0010249i,-3.8541e-05+0.00030193i,-5.3617e-05+0.00096847i,-0.00042756+0.00086521i,-0.00013433+0.00048897i,0.00054295+0.00012148i,0.00045312-0.00048319i,0.00030432-0.00048299i,4.2327e-05+0.00026826i,-0.00016274+9.1141e-07i,-0.00048663-0.00061568i,-0.0010891-0.00088381i,-0.00065128-0.00080961i,-0.00018138+0.00011765i,0.00039232+0.00037213i,0.0004389+0.00058413i,-1.5309e-05+0.00076417i,1.1873e-05+0.00020112i,0.00064535-9.9297e-05i,0.00049232-5.601e-05i,0.00030621-0.00024466i
0.0036957-0.0013389i,0.0034079-0.0013896i,0.0027523-0.0014299i,0.0011083-0.0020679i,-0.00054361-0.0014201i,-0.001035+4.0211e-05i,-0.0004284+0.00027973i,-1.2142e-05-1.4103e-05i,-0.00016899-0.00047636i,-0.00040904-0.00035975i,-0.00065112+0.00037849i,-0.00029839+0.00077954i,-0.0004799+0.00094475i,-0.0012019+0.00097255i,-0.00069216+0.00034465i,0.00028284+0.00021369i,0.00030673+0.00029169i,5.3605e-05+2.9113e-05i,7.7358e-05+0.00030343i,-0.00022812+0.00064968i,-0.0002624+0.00060234i,-0.00054389+0.00011233i,-0.00074174-5.3235e-05i
-0.00075393+0.0016891i,-0.0015685+0.0008465i,-0.0015414+0.00023849i,-0.0005555+0.00061579i,0.00021232+0.0011737i,0.00033451+0.00049979i,0.0002415-4.7039e-05i,0.00029045+0.00029015i,-0.00043686+0.00049448i,-0.0012054+0.00044283i,-0.0014324+0.00076767i,-0.0013912+0.00081999i,-0.00095364+0.00063819i,0.00022046+0.00053415i,0.0014293+0.00036904i,0.00087986+0.00031853i,-0.00042745+0.0005832i,-0.00024653+0.00061177i,0.0010099+0.00021217i,0.0016691+0.00031349i,0.00098957-7.5971e-05i,0.00047979-0.00079232i,-1.4675e-05-0.00081182i
0.0019006-0.00074521i,0.001836-0.0010061i,0.00077919-0.0011739i,-0.00014013-0.00046936i,7.4994e-05+0.00020651i,0.00032233-2.8226e-05i,0.00029329-0.00025976i,0.0011075-0.00082778i,0.00077421-0.00074878i,-0.00068912-0.00019773i,-0.0013407+0.00021305i,-0.00040068+0.00073059i,0.0006738+0.00059904i,-0.00029119+1.7711e-05i,-0.00065516-0.00027505i,-0.00020165+0.00010279i,0.00025428-6.0783e-05i,0.00015961-0.00017594i,-0.00038646+0.0001351i,-0.00033766+6.7789e-05i,0.00017873-0.0001422i,0.00032274-0.00025981i,-0.00017465-9.565e-05i
-0.00013014+0.0042164i,0.00051286+0.0023915i,0.00067003+0.001182i,0.00041734+0.00081339i,-0.00030566+0.00043058i,-0.00064533-7.7875e-06i,0.00026035+0.0003436i,7.921e-05+0.000358i,-0.00069+0.00053012i,-0.00038619+0.0006159i,7.2513e-05+0.0001926i,-7.485e-05+0.00030476i,-0.00060497-3.8263e-05i,-0.0002561-0.00074221i,-9.2408e-05-0.00070846i,-0.00064331-0.00029856i,-0.00034523-0.00021102i,0.00021068-0.00010087i,0.00019191+0.00016488i,0.00030664+6.7168e-05i,0.00024967+0.00032985i,0.00026555+0.00030239i,0.00087729-0.00031099i
0.0010472-0.0025565i,0.0017252-0.002352i,0.0022351-0.0014785i,0.0016028-0.002091i,-0.00010913-0.0021402i,-0.00098449-0.0013497i,-0.00049547-0.00041552i,-9.4894e-05-2.843e-05i,0.00021845+0.00016643i,-7.5789e-05+0.0004941i,-0.00041514+3.7564e-05i,-0.00032845+0.00013198i,0.00010959-0.00022237i,0.00055433-0.00031806i,2.3784e-05+0.00011755i,-0.00045472+5.1674e-05i,-0.00055794+5.5493e-05i,-0.00036429-3.1087e-05i,-0.0010908-0.00036546i,-0.00094927-0.00042852i,0.00037134-2.1701e-05i,0.0006015+8.5465e-06i,-7.2711e-06+0.00065679i
0.0016007+0.00154i,0.0019486+0.0012602i,0.0022724+0.00038672i,0.001899+0.00018271i,0.000203+0.00042406i,-0.00064084+9.9555e-07i,-0.00027363+0.00020043i,0.00019711+0.00043272i,0.00018725+6.0526e-05i,-0.00059678-0.0001547i,-0.00078255-0.00013737i,-0.00043533+0.00010705i,-0.00083139+0.0007062i,-0.001026+0.0014015i,-0.00081222+0.0016501i,-0.00055995+0.0011681i,-0.00013338-0.00051881i,0.00027043-0.00084154i,0.00034608-0.00042728i,1.4348e-05-0.00043315i,-0.00053888-4.7556e-05i,-0.00084297-0.00069936i,-0.00053977-0.00093481i
0.00022734-0.0025763i,-4.5634e-06-0.0012354i,-0.00064462+0.00039807i,-0.00045206+0.00097688i,-0.00027953-2.8197e-05i,-0.00061572-0.0004457i,-0.00023793-0.00043599i,0.00049855-0.00083728i,0.00025383-0.00083464i,-0.00023457-0.00064538i,6.2483e-05-0.00059408i,0.00051338+0.00013163i,0.00053135+0.00041634i,4.1926e-05+0.00045776i,1.1619e-05+0.0011128i,-0.00029961+0.00051479i,-0.00041662-0.00060175i,0.00044527-0.0012089i,0.0011993-0.001057i,0.0010677-0.00027673i,-3.9053e-05+2.8458e-05i,-6.1012e-06+8.2432e-05i,0.00072741+0.00011605i
0.0014493-0.0026317i,0.0016927-0.002257i,0.00072097-0.0017579i,-0.00086539-0.00065136i,-0.0011986+0.00020106i,-0.00041952+0.00063837i,9.7497e-05+0.00070661i,-0.0006632+0.00013229i,-0.0007118+0.00020934i,0.00022119+0.00042765i,0.00044826-0.00015071i,0.00032099-0.00069034i,0.00027338-0.00058272i,0.00099056-6.391e-05i,0.00083514+6.2099e-05i,0.00038765-0.00083393i,0.00056021-0.00090054i,0.00026123-0.00037286i,-0.000147+0.00018274i,-0.00059948+0.00022378i,-0.00042713-0.00050871i,-0.00018042-0.00050006i,-0.00015294-0.00059276i
-0.00036662+0.0020248i,0.00032663+0.0023644i,0.00071755+0.0024562i,0.00042934+0.00090877i,-8.6528e-05-0.00047323i,-0.00023647-0.00081555i,-0.00036652-0.00087975i,-0.0011766-0.00045037i,-0.0016657+0.00011636i,-0.0010886+6.2709e-05i,0.00047445+0.00055506i,0.00086672+0.0012645i,-0.0001066+0.00084495i,-0.00060177+8.6234e-05i,-0.00025767-0.00029198i,0.00029912-0.00041293i,0.00083004-9.523e-05i,0.00058672+0.00019333i,-0.00032247-0.00041628i,-0.00035145-0.00092953i,-0.00031592-0.00065886i,-0.00013193-0.00022478i,-1.4747e-05-0.00052801i
0.0021043-0.0012677i,0.0016047-0.0013355i,0.0012899-0.0012833i,0.00022838-0.0006888i,-0.00079988+7.4797e-05i,-0.00092653-0.0001303i,-7.1518e-05-8.6327e-05i,0.00034398+0.00017779i,-0.00036367+0.0010112i,-0.00058701+0.0010785i,-0.00041337+2.8703e-05i,-0.0002747-0.00084551i,0.00036361-0.00073204i,7.7686e-05-0.0002604i,-0.00075645-0.00068644i,-0.00053768-0.00052385i,-0.00043856-0.00014168i,-0.00093025+0.0003002i,-0.00086501+0.00099501i,-0.0006057+0.0004544i,0.00021839+1.9697e-06i,0.000447+0.00013892i,0.00021645-1.9837e-05i
0.00089825+0.0022361i,0.0010423+0.002139i,0.00038933+0.0028835i,-0.00016821+0.0021206i,0.0001978+0.00082816i,0.00011765+0.00018866i,-0.00020139-0.00023691i,-0.00036989-0.00057422i,-0.00039857-0.00022835i,0.00014143-5.7307e-05i,0.00034065-4.4942e-05i,0.00031462+0.00048876i,-3.3305e-05+0.00051156i,-8.2922e-05-1.8087e-05i,-0.00040855-0.00020244i,-0.0015635+0.0003723i,-0.0010519+0.00082741i,9.5468e-05+0.00048307i,0.00021007-0.00024939i,1.8334e-05-0.0008028i,0.00098804-0.00020738i,0.0013304+0.00039695i,0.00083204+0.00020626i
0.0013422-0.0024222i,0.0011503-0.0030112i,0.00067772-0.0035595i,-0.00077457-0.0031328i,-0.0010398-0.0014063i,2.9557e-05+0.00022581i,0.0004825-0.00016796i,0.00044143-0.00091074i,-1.6086e-05-0.001166i,-0.00051205-0.00099545i,-0.0013834-0.0008036i,-0.0016196-0.00031086i,-0.00083648+0.0013007i,-0.00077673+0.0019408i,-0.00098253+0.0013821i,5.3765e-05+0.00068473i,0.0014361-0.00038605i,0.0010872-0.0010249i,0.00013078-0.00062417i,0.00025501-0.00017438i,0.00070634-0.00057798i,0.00067721-0.0012251i,0.0002278-0.00087204i
0.0041052+0.0024373i,0.0036846+0.0019002i,0.0029187+0.0011088i,0.00227+0.00071684i,0.001302-0.00046688i,0.00034151-0.0015272i,6.2817e-05-0.00082822i,0.00017156-0.00066686i,-3.9518e-05-0.00050361i,-0.00043762-0.00024965i,-0.00034285-0.00031794i,-0.00019759-0.00013166i,-0.00046079+0.00055843i,-0.00022851+0.00094727i,0.00053078+0.00082596i,0.00018416+0.00065485i,-0.00018908+0.00020342i,-0.00038604+2.5886e-05i,-0.0003623-5.4579e-05i,0.00018893+5.0603e-05i,-0.00014465-0.00018898i,-0.0003261+0.00020342i,0.0001372+0.0010992i
-0.0025527-4.2826e-05i,-0.0023018+0.0001044i,-0.0010935-0.00037403i,-0.00021141+7.8802e-05i,0.00042045+0.001041i,0.00091835+0.00032643i,0.00085976-0.00034171i,0.00053572-0.00061209i,0.00023011-0.00086226i,-0.00017123-0.00024849i,-0.00033196+1.8893e-05i,-3.93e-05-7.8193e-05i,0.00016838-0.00020712i,0.00028821+3.0453e-05i,0.00042116-0.00020911i,0.0011744-0.0012188i,0.0012615-0.0011602i,0.000473-0.00094141i,-0.00034287-0.00069756i,-0.00037986-0.00051146i,-7.2595e-05-0.0003717i,-0.0004096+1.3983e-05i,-1.9359e-05+0.00036302i
0.0017563+0.00062807i,0.0015512+0.0010571i,0.0012276+0.0021142i,0.0015655+0.0015027i,0.00097756-0.0001174i,-0.00026499-0.00090415i,-0.0011653-0.00092854i,-0.00082069-0.00077074i,-0.00035463-0.00028569i,-0.00020955+0.00023503i,0.00011157-0.00037384i,-0.00018231-0.0010329i,-0.00068363-0.0007778i,-0.00040815-0.00092692i,-0.00021325-0.0010911i,-0.00039764-0.000416i,-0.00022416-0.00012033i,-4.4368e-05-0.0007751i,-0.00066875-0.00080965i,-0.0008686-0.00044879i,-0.00074272-0.00014911i,-0.0010243-0.00022702i,-0.00028084-0.00029922i
-0.00071808-0.00049365i,-0.00074589-0.0010314i,-0.0010666-0.001827i,-0.00081215-0.00062537i,-0.00044936+0.0019351i,-0.0001524+0.0031874i,0.00061042+0.0012291i,0.0010654-0.000479i,0.00014301-0.00098643i,-0.00073332-0.00071176i,-0.00081535+0.00037711i,-0.00023985+0.00072786i,0.00057624+0.00063732i,0.00081867+0.00075693i,-4.7266e-05+0.0006366i,-0.00021395+0.00069354i,0.00031671+0.00099575i,-0.00043305+0.0010111i,-0.0013785+0.00056981i,-0.0012559+0.00011937i,-0.0010572+2.6807e-05i,-0.00048537+6.7342e-05i,0.00034385+2.7729e-05i
-0.0014537-0.0010595i,-0.00066418-0.00037016i,0.00065516+0.00068656i,0.0010064+0.0008537i,0.00038387+2.5223e-05i,-0.00055583-0.00070509i,-0.00082041-0.00056596i,-0.00028337+0.00028703i,-0.00011884+0.00079829i,1.6658e-05+0.00027279i,0.00062715-5.8444e-05i,0.00064748-0.00013313i,2.2848e-05-8.8748e-05i,-0.0010704+0.00022031i,-0.0016032-8.3809e-05i,-0.00086858-0.00077265i,-0.00011276-0.0011403i,-0.00027653-0.00096597i,-0.00052422-0.00084211i,-0.00071574-0.00066011i,-0.00058703-0.00030474i,-0.00045782-0.00038638i,-0.00028941-9.7657e-05i
0.00098725-0.00087467i,0.0013297-0.0010411i,0.00075472-0.0014885i,0.00025591-0.00084532i,-0.00034322+0.0002006i,-0.00034196+0.00031424i,-0.00010371+0.00026387i,0.00062922+0.00017735i,0.0014283+0.00012824i,0.00054322+0.00033017i,-0.00084678+2.2096e-06i,-0.0015174-0.00066647i,-0.0012695-0.00015065i,-0.00020757+0.00074062i,0.00048831+0.001045i,0.00052197+0.00080361i,-0.00026842+0.00043974i,-0.0010296+0.00042981i,-0.00051425+0.00058129i,0.0001509+0.00064581i,-0.00032793+0.0008694i,-0.0010601+0.00031334i,-0.00060528-0.00016257i
