-0.0002571+0.00061091i,1.9826e-06-0.00092973i,-0.0019132-0.0010991i,-0.0026388+0.00052813i,-0.0015166+0.0017528i,2.2343e-06+0.0014579i,0.0011631+0.0014396i,0.0018343+0.0012741i,0.0022805+0.00019251i,0.0017707-5.1568e-05i,8.5927e-05-0.00016442i,-0.00050736-0.0001255i,-0.00023512-0.00012933i,0.00040726-0.0010712i,0.00055889-0.0010658i,-0.00016409-0.00033653i,-0.00014793-0.0001144i,0.00013402+6.2498e-05i,-5.0331e-05-0.00024809i,-0.00034354-0.00067137i,-0.00039289+0.0002153i,-0.00069081+0.00086836i,-0.00074677+0.00030198i
-0.26492+0.14764i,-0.37627+0.19765i,-0.33612+0.17668i,-0.20608+0.11281i,-0.10927+0.072657i,-0.061664+0.058652i,-0.02818+0.044006i,-0.0043551+0.025556i,0.0050668+0.0085694i,0.0068068-0.0021537i,0.0090642-0.0045231i,0.010374-0.0037824i,0.0053743-0.0019215i,-0.0011449-0.0003322i,-0.0044918+0.00076504i,-0.0054222+0.0017203i,-0.0047998+0.0034459i,-0.003244+0.005814i,-0.00089019+0.0075284i,0.00020604+0.0071414i,-0.0016002+0.004886i,-0.0045864+0.0046533i,-0.0042752+0.0056734i
0.17164-0.25173i,0.25254-0.32853i,0.23185-0.27152i,0.1362-0.15896i,0.048456-0.095082i,-0.0017452-0.075727i,-0.02275-0.05679i,-0.025284-0.033353i,-0.019226-0.013953i,-0.010115+0.00014447i,-0.006556+0.0075044i,-0.0087193+0.011279i,-0.0060226+0.010544i,-0.0011575+0.0042768i,0.0002686-0.0012242i,0.0010361-0.0014514i,0.002543+0.00046373i,0.0024095+0.0010602i,8.9653e-05-0.0001166i,-0.00076341-1.3082e-05i,0.00082737+0.00066443i,0.0018874-0.00070375i,0.0015623-0.002717i
-0.040541+0.26682i,-0.09207+0.36295i,-0.10458+0.31068i,-0.068515+0.17666i,-0.035064+0.082551i,-0.016465+0.044675i,-0.00070198+0.02607i,0.0082257+0.013086i,0.0091946+0.0030274i,0.0047872-0.0023431i,0.0030426-0.0033081i,0.0028072-0.0055715i,-0.0017349-0.0045654i,-0.0046601+0.0019619i,-0.003351+0.007608i,-0.0020366+0.009866i,-0.0014043+0.0084746i,0.00075439+0.0055216i,0.0039543+0.0018694i,0.0041501-0.0015939i,0.0015387-0.0016911i,0.00039258+0.0013159i,0.001243+0.0040689i
-0.070624-0.25455i,-0.058182-0.35701i,-0.023038-0.30096i,-0.0075877-0.16467i,-0.015349-0.088493i,-0.03377-0.062607i,-0.038728-0.039343i,-0.029829-0.022565i,-0.019515-0.010082i,-0.0076173-0.00017557i,-0.001281+0.0042302i,-0.00086985+0.0071902i,0.000868+0.0047909i,0.00088647-0.0027389i,-0.0013927-0.0067521i,-0.0015276-0.0049723i,-0.0010826-0.0019767i,-0.0034982-0.00095299i,-0.0074193-0.00046551i,-0.0074425+0.00052091i,-0.004703+0.00060193i,-0.0030666-0.00082503i,-0.002355-0.0015738i
0.1641+0.17311i,0.18891+0.26809i,0.12861+0.23916i,0.051697+0.12495i,0.015236+0.046905i,0.0045179+0.013227i,0.0015876+0.00033785i,0.0074837-0.0013563i,0.0093859-0.0035487i,0.0018192-0.0013375i,-0.0022294+0.00084102i,-0.0050089-0.0012775i,-0.0091196+0.0014142i,-0.0071367+0.0064501i,-0.0020194+0.0085602i,0.0011119+0.0075008i,0.0021947+0.0057098i,0.0035921+0.0051559i,0.0051594+0.0039696i,0.0042654+0.0022474i,0.0030367+0.0022672i,0.0034965+0.0035484i,0.0042441+0.0026586i
-0.2057-0.093214i,-0.26098-0.16057i,-0.191-0.14862i,-0.081424-0.083559i,-0.037125-0.048544i,-0.034503-0.040422i,-0.030879-0.031106i,-0.026207-0.018104i,-0.017935-0.0068275i,-0.0066865-0.0021349i,-0.0020526+0.00047296i,0.0011774+0.0019745i,0.0031625-0.0022616i,-0.00053903-0.0074251i,-0.0059272-0.0083971i,-0.0073585-0.0056605i,-0.004976-0.0017109i,-0.003763-0.00015087i,-0.0037386-0.00064927i,-0.0025072-0.001156i,-0.002178-0.0011667i,-0.0029336+0.00053631i,-0.0028991+0.0033803i
0.20639-0.017807i,0.27296+0.017446i,0.19904+0.046204i,0.075583+0.035487i,0.014698+0.0075292i,-0.0018059-0.011486i,-0.0040904-0.013723i,0.0029167-0.010061i,0.0046379-0.0079394i,-0.00072226-0.00010573i,-0.003193+0.0048093i,-0.0048969+0.0034571i,-0.0049771+0.004707i,-2.1951e-05+0.0070088i,0.004836+0.0075524i,0.0046463+0.0064081i,0.0014734+0.0037151i,0.00080163+0.00060126i,0.0016176-0.0021581i,0.0010511-0.0021376i,0.00081115-0.00033191i,0.0011588+0.00039263i,0.0014052-0.00050503i
-0.1603+0.08446i,-0.22721+0.082674i,-0.1749+0.037302i,-0.071991-0.0033715i,-0.023038-0.024901i,-0.016262-0.03394i,-0.015493-0.032238i,-0.014077-0.022495i,-0.011364-0.011371i,-0.0091239-0.0065127i,-0.0064309-0.0043699i,-0.0021322-0.004418i,-0.0018758-0.0085431i,-0.0067686-0.010116i,-0.0098198-0.0065756i,-0.0072961-0.0018547i,-0.0041731+0.0013518i,-0.003533+0.0032748i,-0.00322+0.0048318i,-0.0027587+0.0038576i,-0.0028152+0.0020543i,-0.002562+0.0026993i,-0.00066342+0.004067i
0.093753-0.1491i,0.14462-0.16667i,0.1146-0.097526i,0.040586-0.028019i,0.001383-0.010627i,-0.0084-0.014137i,-0.0070316-0.0086089i,0.0016123-0.0029639i,0.0047546-0.0024093i,0.0034986+0.002009i,0.0027934+0.0058227i,0.0017795+0.006098i,0.0025454+0.0060559i,0.0044491+0.0050979i,0.0050934+0.0024173i,0.0028466+0.0002797i,-6.2469e-05-0.0013348i,-0.00010026-0.0025438i,0.0016558-0.0028347i,0.0035914-0.0021898i,0.0035198-0.00070324i,0.002101-6.5828e-05i,9.1557e-05-0.0012454i
-0.013762+0.1437i,-0.047634+0.17664i,-0.046177+0.1121i,-0.011502+0.020319i,0.00044221-0.029755i,-0.0060964-0.047692i,-0.014447-0.047106i,-0.01891-0.030714i,-0.014845-0.01549i,-0.012518-0.008831i,-0.012282-0.0038994i,-0.0097434-0.0031036i,-0.0082386-0.0067474i,-0.0084938-0.0080176i,-0.0085507-0.0052989i,-0.006802-0.001788i,-0.0034643+0.0001847i,-0.00093333+0.0010564i,-0.0012112+0.0015i,-0.0019821+0.00040921i,-0.0017577-0.00079965i,-0.00083848-0.00044843i,0.0013752+0.00028837i
-0.047603-0.12939i,-0.037436-0.16574i,-0.01923-0.10162i,-0.014225-0.015295i,-0.0072788+0.0056784i,0.00072535-0.0013552i,0.0087647+0.0012659i,0.015189+0.00094153i,0.012591-0.002881i,0.0076555-0.0022318i,0.0061727-0.00015077i,0.0056129+0.00013934i,0.0074293-0.00019545i,0.0084782-0.00044803i,0.0058443+8.774e-05i,0.0014964+0.0015451i,-0.0020342+0.001658i,-0.0026318+0.00017626i,-0.0011974-0.0011918i,-0.0005681-0.00021544i,-0.00048113+0.0009443i,-0.00083663+0.0013256i,-0.0018689+0.0022889i
0.092926+0.067488i,0.099776+0.097232i,0.060945+0.056202i,0.02347-0.016524i,0.0031382-0.051554i,-0.012383-0.058671i,-0.026716-0.049522i,-0.029777-0.029211i,-0.021131-0.013092i,-0.015525-0.0045378i,-0.012715-1.8977e-05i,-0.0090454+0.00039383i,-0.0083244-0.0017793i,-0.009195-0.0030785i,-0.0080239-0.0029089i,-0.0044156-0.0024469i,-0.0002889-0.0020957i,0.0019676-0.00025412i,0.0023614+0.0022195i,0.0019419+0.0023793i,0.001359+0.0010309i,0.0012517-9.2046e-05i,0.0017903-0.0016967i
-0.098982-0.024206i,-0.11836-0.04255i,-0.073201-0.015052i,-0.01552+0.025253i,0.01315+0.022913i,0.02552+0.0029923i,0.032742-0.0060632i,0.031236-0.0099114i,0.020453-0.010992i,0.010317-0.0099971i,0.0054751-0.0072982i,0.0050363-0.0043009i,0.0076558-0.0036271i,0.0079569-0.0035252i,0.0055233-0.0027796i,0.0015028-0.001231i,-0.0018623+0.00013308i,-0.0020094+0.00014354i,-0.00067757-0.0015622i,0.0003475-0.0023058i,0.0002635-0.0012887i,-0.00029462+0.00056992i,-0.00029336+0.0023019i
0.08643-0.034463i,0.10779-0.032837i,0.063421-0.038077i,0.0049291-0.054402i,-0.019804-0.058812i,-0.028454-0.051845i,-0.037138-0.033359i,-0.03426-0.010338i,-0.020642+0.0006752i,-0.011575+0.0038064i,-0.0074112+0.0048068i,-0.0045225+0.0036394i,-0.004427+0.0027078i,-0.0050379+0.0010737i,-0.0042165-0.0011573i,-0.0030631-0.0024769i,-0.0012936-0.003096i,0.00021225-0.0026027i,0.00059011-0.0014014i,-0.00072147-0.0010083i,-0.0019848-0.0011373i,-0.0021478-0.001343i,-0.0019336-0.0024166i
-0.051216+0.051057i,-0.068637+0.064686i,-0.030509+0.065221i,0.024521+0.053179i,0.046108+0.0211i,0.046863-0.0089743i,0.043336-0.022522i,0.032032-0.026066i,0.01607-0.022357i,0.0037889-0.016892i,-0.00078789-0.011964i,0.00012259-0.0072015i,0.0028772-0.005652i,0.0042098-0.004316i,0.0032034-0.0016307i,0.0014691+0.0011129i,-0.00069278+0.0033218i,-0.0014679+0.0033127i,-0.0004711+0.0025228i,-3.9147e-05+0.0023102i,0.0002484+0.0016957i,0.0011563+0.0013357i,0.0032288+0.0012806i
0.019248-0.075023i,0.024097-0.097774i,-0.0081187-0.084529i,-0.044023-0.059278i,-0.046398-0.03965i,-0.038934-0.02429i,-0.036283-0.0049884i,-0.024937+0.010883i,-0.0091118+0.012137i,-0.0018034+0.0074246i,-0.0012879+0.0051815i,-0.0013619+0.0034223i,-0.00048995+0.0032014i,-0.0011345+0.0033339i,-0.0020727+0.00062808i,-0.00084596-0.0024963i,0.00070741-0.0037807i,0.0024078-0.0029147i,0.0032728-0.001609i,0.0016129-0.00090179i,-0.0010811+0.00027688i,-0.0028182+0.00029322i,-0.0037701-0.00011781i
0.019764+0.055063i,0.02748+0.07751i,0.04948+0.063967i,0.070199+0.028149i,0.066865-0.0089418i,0.054806-0.035217i,0.040218-0.045587i,0.020773-0.041272i,0.0039162-0.027371i,-0.0052985-0.014373i,-0.0055845-0.0079079i,-0.0022221-0.0048597i,0.0001129-0.0026431i,0.0027784-0.0014782i,0.0044303-9.3758e-05i,0.0031881+0.0012981i,0.0012637+0.0010763i,-1.6129e-05-0.00053287i,0.00046483-0.0011552i,0.0023611-0.0014533i,0.0029834-0.0020341i,0.0030048-0.00161i,0.0038938-0.00077063i
-0.037242-0.048246i,-0.058452-0.064557i,-0.075382-0.044141i,-0.074579-0.013583i,-0.050834-0.00082077i,-0.028719+0.0057064i,-0.016041+0.015526i,-0.0023871+0.0197i,0.0080107+0.011922i,0.0085736+0.0022791i,0.0047499-0.00034217i,0.0015396+0.00050141i,-1.8404e-06+0.0011956i,-0.0019501+0.0014837i,-0.0038388+0.00087043i,-0.0032496-0.00057835i,-0.0011899-0.0019984i,-0.0012203-0.0016052i,-0.0016722-0.00086393i,-0.0019886+2.6865e-05i,-0.0029806+0.0012221i,-0.0031217+0.0018571i,-0.0029057+0.0020814i
0.052538+0.0099585i,0.079534+0.015321i,0.091124+0.0018364i,0.085718-0.021978i,0.066268-0.041534i,0.044201-0.052728i,0.020983-0.050962i,0.00093356-0.036104i,-0.0076914-0.017069i,-0.0084323-0.0049289i,-0.0064048-0.0012192i,-0.0023402-0.0011805i,0.00044072-0.0009517i,0.0025644-0.0011281i,0.0040637-0.00092771i,0.0024344+0.00053201i,0.0010661+0.0017093i,0.0019598+0.0020059i,0.0022619+0.0018317i,0.0013572+0.0003676i,0.001974-0.0014403i,0.0029768-0.0020083i,0.0027043-0.0028437i
-0.044269+0.0079344i,-0.074697+0.013888i,-0.082958+0.030288i,-0.062654+0.040067i,-0.02742+0.032641i,-0.0028903+0.025162i,0.0077834+0.022042i,0.013861+0.013298i,0.013585+0.00073981i,0.0079879-0.0067884i,0.0029989-0.0067849i,0.00017974-0.0023344i,-0.0022062+0.0013543i,-0.0038143+0.0024196i,-0.0035876+0.0016089i,-0.0016627+0.00026682i,0.00023312-0.001023i,0.00077763-0.0010818i,-0.00032462-0.00076448i,-0.00049711-0.0012324i,2.4354e-06+6.9989e-05i,-7.6438e-05+0.0020011i,9.0031e-05+0.0035749i
0.033593-0.037463i,0.056982-0.056844i,0.063532-0.066274i,0.054735-0.064556i,0.037855-0.058808i,0.020913-0.054494i,0.0037293-0.043398i,-0.0081746-0.022927i,-0.0089649-0.0046938i,-0.0052981+0.0032805i,-0.0019959+0.0037024i,-0.00077379+0.00053109i,-0.0003729-0.0025439i,0.0021325-0.0036099i,0.0043029-0.0029445i,0.0034497-0.00063622i,0.0015095+0.001051i,0.00041235+0.00077942i,0.00016386-0.001048i,2.3222e-05-0.002908i,-9.5942e-06-0.0038755i,0.00040199-0.0031767i,0.00077459-0.0017011i
-0.011611+0.034459i,-0.026723+0.061009i,-0.032444+0.079966i,-0.019492+0.075211i,0.0049492+0.05091i,0.021294+0.029779i,0.023941+0.016242i,0.018846+0.0016901i,0.0096886-0.0090443i,0.0015735-0.010506i,-0.0013925-0.007048i,-0.0011464-0.0023512i,-0.0016204+0.001603i,-0.0028049+0.0034543i,-0.0030797+0.0033884i,-0.0019214+0.0026446i,-8.5962e-05+0.001423i,0.00099807-0.00031471i,0.00036856+9.5314e-05i,-0.00037703+0.0021091i,2.8569e-05+0.0026771i,0.0014474+0.001722i,0.002523+0.00082147i
-0.0058064-0.045092i,-0.0039494-0.075097i,-0.00091585-0.088251i,0.00049462-0.078528i,-0.00067075-0.057623i,-0.0029162-0.042281i,-0.0057004-0.028288i,-0.0051421-0.010421i,-4.4261e-05+0.0020179i,0.0033944+0.0050589i,0.0036767+0.0035866i,0.0019368+0.00076381i,-0.00041115-0.0022052i,-0.0005876-0.0030174i,0.00047943-0.0019859i,0.0018544+0.00045775i,0.0027215+0.0023455i,0.0026985+0.0018138i,0.0019555-0.00012096i,0.00093092-0.0022338i,-0.00045943-0.0020704i,-0.0015218-0.00084627i,-0.0010295+4.3791e-05i
0.023237+0.021721i,0.030669+0.051997i,0.031933+0.074428i,0.033652+0.066648i,0.038959+0.038356i,0.041454+0.018277i,0.032784+0.0082855i,0.015812-0.0018235i,0.00069181-0.0083362i,-0.0071895-0.0077766i,-0.007425-0.0042758i,-0.0034435-0.0010898i,-0.00020239+0.0019094i,0.000372+0.004509i,-2.5446e-05+0.0044084i,0.00040514+0.0023669i,0.00099111+0.00020855i,0.0014471-0.0014409i,0.0016401-0.00066166i,0.0016987-0.00035526i,0.0014622-0.00097019i,0.00072495-0.00041448i,0.0012717-3.0488e-05i
-0.031469-0.021747i,-0.052513-0.044541i,-0.058466-0.057931i,-0.041539-0.049324i,-0.019501-0.03053i,-0.0095531-0.01906i,-0.0067355-0.01365i,-0.00088057-0.0067245i,0.0056647-0.002399i,0.0075612-0.0026901i,0.0056001-0.00079117i,0.0019069-3.888e-06i,-0.001367-0.002082i,-0.0026708-0.0031282i,-0.0020174-0.001927i,-0.001319+0.00099762i,-0.00048147+0.0030653i,0.00042049+0.0025809i,-0.00034331+5.3029e-06i,-0.001081-0.00094925i,-0.0011685-0.00011494i,-0.00073452+0.00037554i,0.00033176+0.0018652i
0.026532-0.0060065i,0.052808+0.0089037i,0.065806+0.031481i,0.060782+0.03583i,0.053+0.019925i,0.045813+0.0059166i,0.029758-0.00010131i,0.0093625-0.0029929i,-0.0039728-0.0019529i,-0.0082972+0.00019336i,-0.0067613+0.0010812i,-0.0020776+0.00083119i,0.0026105-0.00020585i,0.0039614-0.00027006i,0.0026975+0.00085819i,0.0016144+0.0014802i,0.0005149+0.0010784i,-0.00022501+0.00066337i,5.9459e-05-0.00014902i,0.00093196-0.0010635i,0.0012184-0.0014956i,0.001382-0.00094896i,0.00055515-0.00046976i
-0.015891+0.0065865i,-0.043889+0.0036449i,-0.062724-0.0063678i,-0.05159-0.010046i,-0.025823-0.003325i,-0.011711+6.126e-05i,-0.0075181-0.0020316i,-0.0011701-0.0041918i,0.004708-0.0068836i,0.0052411-0.0078963i,0.0034396-0.0048295i,0.000698-0.0009294i,-0.0042542+0.00046048i,-0.0065549-0.00012514i,-0.005307-0.00021774i,-0.002923+0.00073472i,1.6104e-05+0.0013534i,0.0016909+0.00035504i,0.0012714-0.00018993i,0.00017568+0.00033199i,-0.00054019+0.0004729i,-1.8706e-05+0.00033142i,0.0010071+0.00077308i
0.014734-0.020725i,0.036515-0.02746i,0.056328-0.017906i,0.056951-0.0055084i,0.045883-0.0052199i,0.03703-0.0079975i,0.025779-0.0063464i,0.011637-0.00090742i,0.0011812+0.0032675i,-0.0036168+0.0043414i,-0.0046177+0.0043843i,-0.0019386+0.0016142i,0.0017862-0.0020204i,0.0029312-0.00307i,0.0019436-0.0018821i,0.00050284-0.00044982i,-0.00052193+0.00078433i,-0.0011427+0.0016263i,-0.00045732+0.00010295i,-3.0571e-05-0.0021219i,6.3055e-05-0.0025382i,-0.00044468-0.001311i,-0.0010578+0.0002129i
-0.0070707+0.010635i,-0.027009+0.024042i,-0.044533+0.03039i,-0.037355+0.023402i,-0.015892+0.017468i,-0.0049643+0.01558i,-0.0039584+0.0086904i,-0.0028996-0.0015184i,-0.00099521-0.0084404i,-6.4055e-05-0.010314i,0.00072835-0.0070745i,0.00040867-0.0010582i,-0.0027241+0.0020068i,-0.0050773+0.0020396i,-0.0039975+0.0013687i,-0.0027531+0.0017624i,-0.0012694+0.0023069i,0.00050576+0.001739i,0.00070555+0.0010376i,0.0013083+0.00094474i,0.0021079+0.0009259i,0.0022116+0.000477i,0.0026595-0.00067556i
0.0028899-0.027284i,0.014903-0.045391i,0.029382-0.048414i,0.034716-0.03184i,0.030588-0.016813i,0.026125-0.011476i,0.020563-0.0071802i,0.013392-0.0026319i,0.0071542+0.00032589i,0.0020165+0.0028997i,-0.00094449+0.0049459i,-0.00089338+0.0026372i,0.00085975-0.0027377i,0.002192-0.0046795i,0.0021824-0.0028816i,0.0010853-0.0012531i,0.00015036-0.00010528i,0.00030769+0.0001416i,0.00084424-0.00085802i,0.001093-0.0012512i,0.00020854-0.001357i,-0.00083192-0.001068i,-0.0015631+0.00022048i
0.007624+0.012067i,0.0037574+0.033372i,-0.0078421+0.048263i,-0.009696+0.043492i,0.0015808+0.03145i,0.006452+0.023448i,0.0010493+0.013996i,-0.0033561+0.0039955i,-0.0043483-0.0031737i,-0.0041773-0.0068919i,-0.0030076-0.005606i,-0.00052038-0.0014427i,0.0020354+0.0022725i,0.0024375+0.0031288i,0.00103+0.0021165i,0.00018496+0.0011608i,0.00043083+0.00045093i,0.00081889-0.00013194i,0.001368-4.8768e-05i,0.0013164+2.7306e-05i,0.00052609-0.00046226i,6.0581e-05+0.00035144i,-0.00026+0.00072222i
-0.0088815-0.019646i,-0.01475-0.037138i,-0.0072801-0.045327i,0.0058449-0.032797i,0.010096-0.016267i,0.010747-0.0096734i,0.011064-0.0087494i,0.0092249-0.0070334i,0.007207-0.0040347i,0.0038836-0.0010908i,0.00042717+0.0025713i,-0.0014772+0.0032215i,-0.0027963+9.5915e-06i,-0.0030646-0.0023378i,-0.0029112-0.0021831i,-0.0029208-0.00028409i,-0.0022267+0.0012002i,-0.0013456+0.001764i,-0.00046745+0.0014657i,-7.4685e-05+0.00096174i,-0.00040689+0.00025924i,-0.00029091+0.0012824i,0.00068156+0.0027452i
0.018172-0.0020224i,0.025482+0.010399i,0.018961+0.028244i,0.0079549+0.033681i,0.0087749+0.026463i,0.011437+0.020361i,0.0068624+0.014676i,0.0014294+0.0069546i,-0.0027826+0.00011448i,-0.0055491-0.0038171i,-0.0051742-0.0045908i,-0.0017245-0.003238i,0.0022883-0.00085581i,0.0031961+0.00010257i,0.00094116-0.0001159i,-0.0013551+0.0011908i,-0.0014535+0.0023231i,9.5066e-05+0.0018443i,0.0012916+0.0017604i,0.0018255+0.0016379i,0.0018782+0.00028264i,0.0013786-0.00045043i,0.00055818-2.1317e-05i
-0.0073346-0.0019442i,-0.020603-0.011879i,-0.023301-0.023542i,-0.011043-0.021106i,-0.0012021-0.0082628i,0.00079749-0.0033995i,0.00034176-0.0050107i,0.00081493-0.0058666i,0.0031535-0.0053244i,0.0040762-0.0032045i,0.0027195+3.0891e-05i,8.4029e-05+0.002743i,-0.0030328+0.0035027i,-0.0041743+0.0024567i,-0.0033626+0.00068856i,-0.0023912-0.00096583i,-0.0017784-0.0012017i,-0.00064743-0.0002744i,0.0003302+0.00033414i,7.972e-05+0.00066688i,-9.9291e-05+0.00066656i,-0.00046934+0.000332i,-0.00029141-0.00024155i
0.011557-0.014764i,0.023332-0.0096053i,0.028839+0.0093263i,0.022433+0.020256i,0.015595+0.016871i,0.01278+0.013932i,0.0090479+0.01017i,0.0048896+0.0042975i,0.00085035+8.6764e-06i,-0.0031348-0.0023307i,-0.0053188-0.0021412i,-0.0029351-0.0010757i,0.0014596-0.0022045i,0.0036294-0.0030529i,0.0030342-0.0018061i,0.00093658-0.0015922i,0.00027101-0.0025597i,0.0011681-0.0015558i,0.0013722-0.00023334i,0.0011566-0.00056662i,0.00049799-0.00045422i,-0.00034418+1.9647e-05i,-0.00070844+0.00069129i
0.0013799+0.0012047i,-0.012789+0.0011423i,-0.025064-0.0031118i,-0.019012-0.0040346i,-0.006053+0.0016925i,-0.0012277+0.0041306i,-0.0017869+0.00077852i,-0.0012862-0.0028383i,0.0002352-0.0042077i,0.0020292-0.0036848i,0.0026858-0.0012761i,0.0017201+0.0020895i,0.0012663+0.0048387i,0.001128+0.0046971i,1.1236e-06+0.002977i,-0.001959+0.0010916i,-0.0022293+2.6484e-05i,-0.0015594+0.00034158i,-0.0010089+0.00076498i,-0.00058383+0.0012228i,-0.00083218+0.0014307i,-0.00027095+0.0013157i,0.00060585+0.00090272i
-0.00042847-0.010578i,0.007266-0.015576i,0.016034-0.0085249i,0.017122+0.0060194i,0.015665+0.011165i,0.014732+0.0090143i,0.010409+0.0048659i,0.005796+0.00014628i,0.0029742-0.0029056i,-0.00082615-0.0027158i,-0.0045781-0.0001236i,-0.0040634+0.0004755i,-0.0013439-0.00044908i,0.00035248-0.0014915i,0.0012476-0.0014468i,0.0016863-0.00055643i,0.0011726-0.00011792i,0.00041301-0.00086836i,0.00080138-0.0011796i,0.0010043-0.00065708i,0.00057747-0.00057862i,0.00030937-0.00016032i,0.00050854+0.00052203i
0.0025426-0.0047231i,-0.0036632+0.0017131i,-0.012651+0.0078362i,-0.012599+0.0067127i,-0.0049712+0.0080602i,-0.0017177+0.0094662i,-0.0011631+0.0051127i,-0.00031019+0.0010197i,0.0010743-0.0016412i,0.0018725-0.0029564i,0.0017783-0.0020023i,0.0015953+0.00068128i,0.0028255+0.0023982i,0.0036432+0.0024429i,0.0029456+0.001564i,0.0017369-0.00013606i,0.0011004-0.0012083i,0.00075048-0.00093215i,-0.00019434+0.00034803i,-0.00018234+0.00029153i,0.00046863-0.0013687i,0.00023442-0.001098i,-0.00066305-0.00014007i
0.0047892-0.0090804i,0.0065221-0.018748i,0.01141-0.017769i,0.013269-0.0040076i,0.0096207+0.0047086i,0.0069976+0.0046283i,0.0045127+0.0015889i,0.0013224-0.001487i,-0.00050581-0.0028415i,-0.0017863-0.0016244i,-0.0039902+0.00088768i,-0.0046402+0.0032489i,-0.0031299+0.0037574i,-0.002324+0.0018948i,-0.0014676+0.00032962i,-0.00077186-0.00072043i,-0.00075456-0.001482i,-0.00045654-0.0015624i,5.092e-05-0.00050535i,-0.00019227-0.00045686i,-0.00045275-0.00060791i,-0.00098053+0.00053905i,-0.0011351+0.00034895i
-3.2983e-05+0.0048522i,6.4556e-05+0.012533i,-0.0029577+0.019102i,-0.0047959+0.016778i,-0.0014365+0.010907i,-0.00082218+0.0058084i,-0.0020184+0.00063738i,-5.7686e-06-0.0023371i,0.0026466-0.003014i,0.0029539-0.0034033i,0.0011626-0.0029171i,3.5925e-05-0.0015042i,0.0011331-0.00074433i,0.0022772-0.00049652i,0.002119+6.1668e-06i,0.0021982+0.00043837i,0.0020898+0.00089573i,0.0017683+0.0012679i,0.0012369+0.001601i,0.00053152+0.0019955i,-0.00027421+0.00059794i,-0.00028158-0.00030578i,0.00057398+8.1704e-06i
0.002136-0.012238i,-0.0039227-0.017688i,-0.0049066-0.015904i,-0.00075591-0.0070671i,0.0015345+0.00032582i,0.0016978+0.0018433i,0.0013736+0.00024227i,0.00058689-0.0015013i,-0.00077237-0.0016216i,-0.0020276-0.00066435i,-0.0027873+0.0015815i,-0.0021813+0.0030926i,-0.0012671+0.0037245i,-0.0016102+0.004692i,-0.0013693+0.0033732i,-0.00070292+0.00063211i,-0.00082351-0.0013065i,-0.00093358-0.0018323i,0.00017245-0.00096111i,0.00089661+0.00086189i,0.00096316+0.0016434i,0.00089659+0.00058015i,0.00030039+2.2314e-05i
0.0079378-0.0026354i,0.011256-0.00018384i,0.0064875+0.006423i,0.0015164+0.011315i,0.0028747+0.011178i,0.0032019+0.0078056i,0.0019774+0.0020948i,0.0018741-0.001952i,0.0023206-0.0037611i,0.0011365-0.0040542i,-0.0019632-0.0029141i,-0.0028906-0.0010154i,-0.0021634+2.4705e-06i,-0.00054149-5.9924e-05i,0.0014369+0.00086324i,0.0031966+0.00030792i,0.0034897-0.0014931i,0.0022522-0.0015599i,0.0012794-0.0012786i,0.00041567-0.0020994i,-0.00063976-0.0022907i,-0.001376-0.0014577i,-0.00014762-0.0012526i
-0.0055475-0.0019047i,-0.009539-0.0022312i,-0.007206-0.0030022i,-0.00020712-0.00098419i,0.0035215+0.0032301i,0.0029861+0.0025518i,0.0020151+1.4219e-05i,0.00091526-0.00045123i,-0.00045901-0.00019509i,-0.0010941-0.00067855i,-0.0010946-0.0012157i,-0.00013247-0.00070831i,0.00080624+0.0012024i,0.0014088+0.0021035i,0.00089327+0.0017986i,0.00021664+0.0012374i,-0.000865+0.0012235i,-0.0014863+0.0013131i,-0.00087007+0.00067101i,-0.00017107+0.00071679i,0.00048663+0.001017i,0.00098083+0.0003232i,0.00034043-5.681e-05i
0.0064103-0.0058641i,0.010071-0.0057089i,0.0098564+0.0040771i,0.0070045+0.011987i,0.0056686+0.010903i,0.0040612+0.0058686i,0.0010608+0.0005098i,-3.2926e-05-0.0032394i,0.00030558-0.0049929i,0.00021035-0.0048342i,-0.00056263-0.0025177i,-0.0025659-0.00042071i,-0.0043362-0.00015035i,-0.0034359-0.00024914i,-0.00085602-0.00066745i,0.0012569-0.00059073i,0.0024602-0.00061685i,0.0027849-0.0013069i,0.001923-0.00072269i,0.00030522+0.00024962i,-0.00066764+0.00027973i,-0.0005758-1.7286e-05i,0.0003793-0.00039716i
-0.0011212+0.0030146i,-0.0040527+0.0047655i,-0.0080431+0.0044996i,-0.0047922+0.005325i,-0.00037168+0.0067518i,-0.00021476+0.0039978i,-0.0009264+0.00092044i,-0.00018601+0.00046696i,0.00047326+1.678e-05i,0.0010006-0.00034894i,0.0002265-0.00047749i,-0.00093852-0.0010776i,0.0010363-0.0015798i,0.0024039-0.00029657i,0.0015112+0.0018061i,0.00087177+0.0026776i,0.0013286+0.0026276i,0.00097192+0.0020201i,-0.0004982+0.001127i,-0.00029301+0.00064018i,0.0014411+0.00037014i,0.0023497-0.00031139i,0.0012117-0.00071949i
