-0.0002571+0.00061091i,1.9826e-06-0.00092973i,-0.0019132-0.0010991i,-0.0026388+0.00052813i,-0.0015166+0.0017528i,2.2343e-06+0.0014579i,0.0011631+0.0014396i,0.0018343+0.0012741i,0.0022805+0.00019251i,0.0017707-5.1568e-05i,8.5927e-05-0.00016442i,-0.00050736-0.0001255i,-0.00023512-0.00012933i,0.00040726-0.0010712i,0.00055889-0.0010658i,-0.00016409-0.00033653i,-0.00014793-0.0001144i,0.00013402+6.2498e-05i,-5.0331e-05-0.00024809i,-0.00034354-0.00067137i,-0.00039289+0.0002153i,-0.00069081+0.00086836i,-0.00074677+0.00030198i
0.00062175-0.010057i,-5.187e-05-0.0096995i,0.0017396-0.0032175i,0.0025747+0.004649i,0.00016835+0.0067668i,-0.0013766+0.0051239i,-0.00080226+0.0016549i,-0.00044244-0.0021106i,-0.00081354-0.0038988i,-0.00067986-0.0039585i,-0.000513-0.0017595i,-0.0011801+0.0017718i,-0.0024328+0.0041269i,-0.0020911+0.0050763i,0.00053222+0.0035765i,0.002215+0.0013822i,0.0018693-0.00036948i,0.0010249-0.0022816i,0.00051664-0.0028172i,-0.00032043-0.0021935i,-0.0016551-0.0016065i,-0.0016013-0.0015532i,-5.6807e-05-0.0016122i
0.0095455-0.0011868i,0.0073395-0.0023651i,0.00096223+0.0003562i,-0.002386+0.0017226i,-0.00078061+0.0017046i,-0.00026117+0.0015462i,0.00073159+0.00068597i,0.002568+8.0455e-05i,0.0033867-0.00069291i,0.0024284-0.0014153i,-2.3081e-05-0.0017534i,-0.0020108-0.0022826i,-0.0025628-0.0026568i,-0.0025189-0.0018619i,-0.0026835-8.3117e-06i,-0.0017767+0.0019504i,0.00032758+0.0027327i,0.00033422+0.0023465i,0.00045185+0.0015025i,0.00028984+0.00023539i,-6.7457e-05-0.00087305i,0.00037078-0.001115i,-0.00025791-0.00019801i
-0.0023793-0.0023643i,-0.0035169-0.0035525i,-0.0019247-0.0011751i,0.0010028+0.0039698i,0.0016268+0.0059419i,0.00097874+0.0032065i,-0.00048419+0.00070359i,-0.0016882-0.00017153i,-0.001615-0.0009903i,-0.0012869-0.0024058i,-0.00085006-0.0016639i,0.00031311+0.0014846i,0.00024437+0.0045903i,4.1562e-06+0.0055944i,0.00021387+0.0043764i,0.00087032+0.0026342i,0.0017029+0.00062162i,0.00098587-0.0014014i,-0.00081472-0.0018299i,-0.0011053-0.0010598i,-0.00030774+0.00040668i,-0.00036335+0.001682i,-0.00034378+0.0016104i
0.003811-0.0063134i,0.0044313-0.0024486i,0.0024115+0.0045074i,0.001393+0.0074091i,0.0019924+0.0073586i,0.0019499+0.0046578i,0.0021267+0.00065616i,0.0028381-0.0019599i,0.003936-0.002656i,0.0029902-0.0024515i,0.00052358-0.0019451i,-0.002309-0.0014673i,-0.0039791-0.00251i,-0.0030419-0.0035783i,-0.0013728-0.0015981i,0.0008395+0.0014743i,0.0024561+0.00283i,0.0019054+0.0024028i,0.0010204+0.0011398i,0.0010514+0.00020707i,0.00088756-0.00030134i,0.00045986-0.0010262i,0.00076544-0.0015888i
0.0038609-0.0020947i,0.00054636-0.0025626i,-0.001999-0.00077139i,-0.0002583+0.0034794i,0.001234+0.0053266i,0.0012623+0.0036003i,0.0014833+0.0019598i,0.00072887+0.0007806i,0.00047265-0.00018589i,-0.00056941-0.0010208i,-0.00099934-0.00093307i,0.00067941+8.2495e-05i,0.0026452+0.0015871i,0.0032822+0.0029567i,0.0024386+0.0032117i,0.0013964+0.0015694i,0.00058946-0.00030096i,-0.00055608-0.0012476i,-0.0017235-0.001208i,-0.0010643-0.00028284i,0.00014461+0.00038074i,-6.8931e-05+0.00057816i,-0.00061029+0.00060123i
-0.0025556-0.0049795i,-0.0039366-0.0037199i,-0.0059866+0.0024637i,-0.0043591+0.0076436i,-8.0308e-05+0.0090808i,0.001154+0.0062551i,0.0010821+0.0014912i,0.0008471-0.001772i,0.0018751-0.003577i,0.0022829-0.0032229i,0.00042197-0.0010039i,-0.0015898+0.00071693i,-0.0026604+0.0012462i,-0.0038434+0.0017372i,-0.0028126+0.0026075i,-0.00023243+0.0031029i,0.00096522+0.0019011i,0.0022187-8.206e-05i,0.0025223-0.0010267i,0.0013387-0.001125i,0.00029312-0.00091825i,-1.8943e-05-0.0009004i,0.00024642-0.0011655i
-0.00026451-0.0069184i,-0.0022758-0.0042381i,-0.0036398+0.001705i,-0.001945+0.0065667i,0.0010664+0.0073818i,0.0029334+0.0033885i,0.003111+0.00088487i,0.0016478+0.00079271i,0.00032095+0.001165i,0.00057518+0.0012315i,0.00049399+2.8957e-06i,-3.8983e-05-0.0012752i,0.0009936-0.0016362i,0.0025622-0.00049533i,0.0017583+0.00065621i,-9.4432e-05+0.0012413i,-0.0012724+0.0014612i,-0.0022971+0.0006977i,-0.0018777+0.00021196i,-0.0010897+0.0005503i,0.00016864+0.00087054i,0.0017327+0.00085912i,0.0016972+0.00079185i
0.0024767-0.0010025i,0.001946-0.0036544i,0.0024916-0.000627i,0.0014468+0.004008i,-0.00043355+0.0043448i,-0.0014149+0.0018396i,-0.0016248-0.0010852i,-0.00065519-0.0030633i,0.00069452-0.0043264i,0.0016638-0.0038072i,0.0016405-0.0010562i,0.00049632+0.001645i,-0.0018135+0.0020868i,-0.0036956+0.0015903i,-0.0038924+0.0026874i,-0.0020019+0.0034922i,0.00090892+0.0029298i,0.0018885+0.0015098i,0.0017664+0.00031723i,0.0015142-0.0011818i,0.0011401-0.0017031i,0.0007352-0.00048505i,0.00097039-0.00082712i
-0.0039499-0.0038365i,-0.0023219+0.00026999i,-0.0017025+0.0054553i,-0.0015316+0.0070989i,-0.00044924+0.005995i,0.0012331+0.0034419i,0.002187+0.00056683i,0.0030145-0.00046545i,0.0036515+0.00042745i,0.00315+0.0017418i,0.00094344+0.0011429i,-0.00044598-0.00094841i,0.00019551-0.0022431i,0.00078521-0.0026394i,0.00059639-0.001187i,8.2982e-05+0.00025715i,-0.00012387+0.00083019i,8.875e-06+0.00069079i,-0.00056465+0.00012558i,-0.0013798+6.0367e-05i,-0.0016731-0.00015313i,-0.0014291+3.3874e-06i,-0.00087683+0.00026584i
0.0022653-0.0090423i,-0.0023485-0.008298i,-0.0064518-0.0019752i,-0.0044326+0.0042702i,-0.0016353+0.0049879i,-0.0014121+0.0022622i,-0.00096364+0.0007693i,-0.00060593-0.00073332i,-0.00079228-0.0023933i,-0.00084388-0.0020321i,-6.8888e-05-6.0302e-05i,0.001367+0.0014721i,0.0012678+0.0015327i,-0.00027189+0.0023246i,-0.00063687+0.0030773i,0.00045536+0.0020612i,0.0014329+0.0012347i,0.0011793+0.0010723i,0.00071078-0.00017917i,0.00079585-0.0016339i,5.6041e-05-0.0010398i,0.0002948+0.00047597i,0.0015054+0.0010457i
2.5068e-05-0.0015248i,-0.0011859-0.00088191i,-0.0034644+0.002107i,-0.0016825+0.0044441i,0.0027824+0.0029221i,0.0029392-0.0015738i,0.0011261-0.0039196i,0.0024714-0.002483i,0.0047393-0.00034218i,0.0040207+0.00043566i,0.00025284+0.0003383i,-0.0021201+0.00077536i,-0.0020462+0.0012536i,-0.0016459+0.00056994i,-0.00058733+0.0005908i,-0.00014173+0.0014405i,-0.00035551+0.0013423i,-0.00086897+0.00036029i,-0.00012265-0.00028444i,0.0010177+1.1055e-05i,0.0011144+0.00083642i,0.0008331+0.0010704i,0.0010051+0.00092715i
-0.0021006-0.0056185i,-0.0012064-0.0045683i,-0.00089975-0.00033943i,0.00029042+0.0035358i,0.0018455+0.0047764i,0.00093672+0.0018934i,-0.00022534-0.0010571i,-0.00038344-0.0012259i,-0.00029336-0.0003616i,-0.0004949+4.7833e-05i,-0.00010204+6.5583e-05i,0.00058245-0.0010731i,-0.00013838-0.0026857i,-0.0021268-0.0025866i,-0.0037067+0.00032026i,-0.0027214+0.0016894i,8.3003e-05+0.0012466i,0.0010238+0.00092803i,0.00057784+0.00052684i,0.0010536+9.2388e-05i,0.0016799-0.00018538i,0.0012196-0.00046981i,0.0004035-0.0012137i
0.0062837-0.0035944i,0.005948-0.0040877i,0.00259+0.00096992i,0.0012276+0.0050806i,0.0027986+0.0042871i,0.0034438-0.00025722i,0.0017275-0.003406i,0.0010342-0.003378i,0.0025645-0.0028975i,0.0030154-0.0019415i,0.00051554-0.00022125i,-0.00151+0.0016047i,-0.0012697+0.0024888i,-0.0010043+0.0020219i,-0.0010708+0.00083197i,-0.00044336+6.8449e-05i,-0.00014565-0.00030126i,-0.00080273-0.0003794i,-0.0010576-0.00020263i,-0.00031513+0.00012901i,-0.00061851+0.00064016i,-0.00053629+0.0011151i,0.00028165+0.001122i
-0.0042537+0.00078674i,-0.0038638+0.0018828i,-0.0039197+0.0047527i,-0.001297+0.0081255i,0.0020383+0.0080163i,0.0029583+0.0039883i,0.0017467+0.0002479i,0.00094617+0.00014755i,0.00047812+0.0025943i,-3.6297e-05+0.0029258i,-0.00026501+0.00086181i,-0.00047607-0.0014306i,-0.0017374-0.0024131i,-0.0033853-0.0013019i,-0.0034389+0.0010016i,-0.0021403+0.0021086i,-0.00081617+0.0015041i,9.521e-05+0.00080862i,0.00085703+7.341e-05i,0.00099351+0.00033678i,0.00065716+0.00056248i,0.00075381+0.00072637i,0.00069936+0.00048941i
0.00051765-0.010848i,-0.00013137-0.0099486i,-0.0013577-0.0023417i,-0.0021299+0.0051407i,-0.00099498+0.0055169i,0.0011782+0.00086712i,0.0021824-0.0031643i,0.0018907-0.0033957i,0.0011484-0.0022612i,0.0010255-0.0017393i,-3.8337e-05-0.00012154i,-0.00082999+0.0017917i,0.0011456+0.0017503i,0.0031936+0.00057631i,0.0022205-0.00029737i,0.00097306+7.6587e-05i,0.00031016+0.00048294i,0.00012729-0.00067775i,0.00024408-0.00094102i,-0.00019672-0.00065032i,1.2146e-05-0.00014525i,0.0011553+0.00081643i,0.0021688+0.00062002i
-0.00054173+0.0010389i,-0.00064556+0.0018896i,-0.0019+0.0057219i,0.00051763+0.0074984i,0.0044767+0.0063626i,0.0075842+0.0032433i,0.0082923+0.00095065i,0.00632+0.00084562i,0.0036787+0.003443i,0.0025497+0.004853i,0.001316+0.0019416i,-0.0013875-0.00062567i,-0.0039258-0.00066976i,-0.0037403-0.00058597i,-0.0021887+0.00038263i,-0.0013739+0.0019694i,-0.00033149+0.0017907i,0.0013054+0.00027558i,0.0024214-0.00021623i,0.0017879-0.00049505i,0.00034497-0.00010362i,-0.00014951+0.00010405i,-3.8312e-05-0.00014612i
-0.026493-0.0079193i,-0.028471-0.00058646i,-0.026934+0.016332i,-0.012508+0.022727i,0.003217+0.018441i,0.011325+0.0068276i,0.0071651-0.0034783i,0.00018157-0.0051774i,-0.004577-0.0020677i,-0.0042554+0.0027325i,0.00044016+0.0041199i,0.0044661+0.00073411i,0.00798-0.0042741i,0.010817-0.0079162i,0.010793-0.008529i,0.0060109-0.0047769i,0.00045393-0.00040996i,-0.0018046-0.00038014i,-0.0023385-0.0031397i,-0.0025244-0.0025963i,-0.0021205-4.452e-05i,-0.00097883+0.0020214i,0.00087802+0.0031773i
0.012572-0.0022911i,0.011327-0.0032754i,0.0080071-0.0021689i,0.0045075-0.0012937i,0.0028667-0.0033794i,0.0012938-0.0044939i,0.001415-0.0029389i,0.0016218-0.00041482i,0.0036973+0.0012787i,0.0038496-0.00048583i,0.00014025-0.0023232i,-0.0033813-0.00099631i,-0.0050489+0.0014506i,-0.0053716+0.0026329i,-0.0042612+0.0030172i,-0.0015132+0.003246i,0.0010425+0.0019495i,0.0025431+0.00091783i,0.0028667+0.0013074i,0.0019328+0.001018i,0.0015682-0.00016158i,0.0014726-0.00068707i,0.00026671-0.00082851i
0.0047882-0.00077287i,0.0048608-0.002263i,0.0041209-0.0014488i,0.0040595+0.0010228i,0.0034488-0.00064443i,-0.00016528-0.0034375i,-0.0038227-0.002267i,-0.0041927+0.00081647i,-0.0028269+0.0021795i,-0.0031429+0.0012763i,-0.0031797+0.00086714i,-0.0023324+0.00067746i,-0.0024101-0.0009048i,-0.0034877-0.0018909i,-0.0047743-0.00090251i,-0.004715+0.00065984i,-0.0030342+0.0012068i,-0.0019877+0.00096299i,-0.0010984+0.0012856i,0.00081085+0.00063986i,0.0021861+0.0006431i,0.0016889+0.001283i,0.00037041+0.00097885i
0.0032701-0.0063883i,0.0018619-0.0063763i,0.0022257-0.0042338i,0.0024062-0.00040586i,0.0027704+0.0013516i,0.0025065+0.0022091i,0.001552+0.0012492i,0.001646-0.00039771i,0.0018733-0.0012428i,0.001636-0.0023126i,0.00014011-0.0023819i,-0.0011541-0.00017941i,-0.0011584+0.0026591i,-0.001457+0.0037729i,-0.00060045+0.0030641i,0.0013684+0.0016692i,0.0024041+0.00034545i,0.0021075-0.00076311i,0.0014069-0.00078444i,0.00092916-0.00065058i,0.0008064-0.00099029i,0.0014582-0.00078984i,0.0016445-5.7441e-05i
0.0069009-0.00099422i,0.0036019-0.00269i,0.0011975-0.00085699i,0.0014714+0.0023389i,0.0032744+0.0019046i,0.0031597-0.0013371i,0.00044426-0.0019073i,-0.0021135+0.00053229i,-0.0019381+0.0031917i,-0.0011813+0.0030068i,-0.0016967+0.00091114i,-0.002387-0.0006375i,-0.0034004-0.0012078i,-0.0042667-0.00095061i,-0.0048223+0.00034786i,-0.0044568+0.0018238i,-0.0031648+0.0017197i,-0.0020216+0.0015202i,-0.0018848+0.0018721i,-0.0010532+0.0014313i,4.9249e-06+0.00086435i,0.00023423+0.00029817i,0.0003244+0.00014361i
-0.0013867-0.0030361i,0.0018541-0.0040541i,0.0026337-0.0010033i,0.0033088+0.0032843i,0.0051345+0.0045725i,0.0042781+0.0037147i,0.0013169+0.0012095i,-0.00099643-0.0012704i,-0.0018079-0.0030092i,-0.0023437-0.003492i,-0.0024082-0.0033755i,-0.001358-0.0027493i,0.00026039-0.0020477i,0.0015347-0.0020137i,0.0020827-0.001353i,0.0016484-0.00097501i,0.0013079-0.00077638i,0.0011888-0.00033193i,0.0012681+7.2914e-05i,0.00086128+0.0003375i,0.00067646+0.00055988i,0.00048498+0.00011818i,0.00016532+6.9465e-05i
0.0054343-0.0072628i,0.0039247-0.0062595i,0.0024367-0.0033558i,0.002364+0.00058619i,0.0023629+0.0025673i,0.0033596+0.0019908i,0.0045102-0.00010995i,0.0029984-7.0709e-05i,0.0016744+0.0025579i,0.00085005+0.0029152i,-0.00055285+0.00093119i,-0.0020244+0.00019046i,-0.0029174+0.0010558i,-0.0030057+0.0012506i,-0.0028183+0.0023556i,-0.0019223+0.0039741i,-0.00056046+0.0033987i,0.00012305+0.0023487i,0.00012127+0.0017011i,0.00058721+0.00076006i,0.00062396+0.00089704i,-0.00022375+0.0011025i,-0.00057391+0.00014785i
0.0011672-0.0014439i,0.00010089-0.0011995i,-0.0012635+0.0026063i,0.00038943+0.0059368i,0.0023492+0.0056567i,0.002442+0.002249i,0.00058745-0.00074076i,-0.0024453-0.0020005i,-0.0044599-0.0020764i,-0.0046563-0.0015362i,-0.0035116-0.0015597i,-0.0020502-0.0022684i,-0.00044827-0.0034888i,0.00087836-0.0040383i,0.0008223-0.0029726i,0.0006461-0.0016658i,0.00086718-0.00072294i,0.00033553-0.00083157i,-0.00063615-0.0010279i,-0.00057144-0.00027606i,-0.00040752-1.5346e-05i,-0.00014137-0.00013555i,-0.00023274+0.00011i
0.0018033-0.0027735i,0.0016618-0.0027014i,0.0011987+0.0001409i,0.001488+0.0031732i,0.0022483+0.0035903i,0.0018173+0.0016883i,0.0014524-0.00054182i,0.0013136-0.0014997i,0.0020281-0.0009977i,0.0029203-0.00020725i,0.0023187-0.00042018i,0.0010195-0.0003766i,0.00022187+0.001089i,-0.00058911+0.0021223i,-0.0020736+0.0024325i,-0.0019226+0.0023265i,-0.00053794+0.0014072i,0.00056517+0.00069069i,0.00091014+0.001011i,0.00013786+0.0016284i,-0.00017992+0.0011705i,-4.51e-05+0.00045835i,-6.7197e-05+0.00012668i
0.0043728-0.0017634i,0.0022801-0.0024789i,-1.0765e-05-0.00060387i,0.0012024+0.0026507i,0.0018308+0.0032219i,0.00030063+0.001369i,-0.00065269-0.00093535i,-0.0018503-0.0013246i,-0.0044091+8.8071e-05i,-0.0042616+0.00020321i,-0.0025216-0.00083137i,-0.0022489-0.0013594i,-0.0029117-0.0015176i,-0.0028789-0.001483i,-0.0020442-0.0014169i,-0.0014722-0.00067142i,-0.00090604-0.00011154i,-0.00084825-0.00038239i,-0.0009129-0.00051499i,-0.00060125-0.00029551i,0.00016904-0.0001844i,0.00073019-2.0539e-05i,0.00069338+0.00059204i
-0.00021721-0.0048953i,-0.00064445-0.0045723i,-4.4878e-05-0.0011405i,0.00032092+0.0026894i,-0.0005742+0.0034502i,-0.00013464+0.0013377i,0.00098807-0.0016567i,0.0010692-0.0038259i,0.0010254-0.0047429i,0.00083499-0.0047873i,0.00073547-0.0034762i,0.0012633-0.00072476i,0.0024694+0.0010444i,0.0028656+0.0014362i,0.0021082+0.003266i,0.00078078+0.0042129i,-0.00025354+0.0024108i,6.157e-05+0.001004i,0.00032198+0.00092057i,0.00036457+0.00038897i,0.00019623-0.00058666i,-0.00051006-0.00064929i,-0.0010815-0.00046925i
0.002166-0.0052004i,0.00061491-0.0041972i,-0.0019409-0.0001658i,-0.0011948+0.0041824i,0.0011148+0.0047662i,0.0015216+0.0017081i,0.0003516-0.0017458i,-0.00077861-0.0016386i,-0.0016262+0.0013748i,-0.0016796+0.0026406i,-0.001002+0.0018141i,-0.0014299+0.0010728i,-0.0031375+0.00029206i,-0.0035626-0.0010172i,-0.0025052-0.0016315i,-0.0012887-0.0010925i,-0.00093731-6.1619e-05i,-0.00025653+0.00074435i,0.00014049+0.00029433i,-0.00049607-0.00095327i,-0.00058859-0.00039529i,-0.00012425+0.0007362i,-8.4407e-06+0.0005611i
0.0032447-0.0030147i,0.00089868-0.0038721i,-0.00082927-0.00087763i,0.00013466+0.0012768i,0.0013881-0.0010046i,0.00083434-0.0024788i,0.00022511-0.0026i,-0.00049851-0.0036593i,-0.001704-0.0049914i,-0.0021657-0.0056159i,-0.001157-0.0042704i,0.00064529-0.0023914i,0.0028073-0.0013557i,0.003518-0.00028398i,0.0021906+0.0012021i,0.00066571+0.0014963i,2.0479e-06+0.00098693i,3.6312e-05+0.0005948i,-0.00018574+0.00024914i,-0.00020466+9.9136e-05i,0.00014978-0.00017495i,-0.00050133-0.00018928i,-0.0011129-0.00011986i
0.0020376-0.005719i,0.0010087-0.0063062i,-2.6766e-05-0.0028791i,0.0013985+0.0016946i,0.0032544+0.0027397i,0.002851+0.00038435i,0.0013556-0.0011284i,0.001074-0.0011074i,0.002061+7.7944e-05i,0.0027446+0.0014972i,0.0013945+0.00067872i,-0.00061092+0.00022352i,-0.0025519+0.0014766i,-0.0043913+0.0017881i,-0.0046975+0.001405i,-0.0032751+0.0016816i,-0.0014501+0.0011259i,-0.00073321-0.00021535i,3.6041e-05-0.00041328i,0.00040823+6.9807e-05i,-0.00035734+0.00030816i,-9.2819e-05+0.00032831i,0.0008077-0.00011033i
0.0016885-0.0043201i,0.0017135-0.004289i,-0.00042415-0.0021828i,-0.00017597+0.00098369i,0.0027869+0.0013217i,0.003042-0.00089008i,0.00053415-0.0027537i,-0.0023453-0.0023827i,-0.0041794-0.002125i,-0.0039037-0.0021258i,-0.0022142-0.0013137i,-0.00076929-0.0012846i,0.0011406-0.0023646i,0.0023576-0.0025436i,0.0019352-0.0012481i,0.00090328+0.00041175i,0.0014083+0.00088934i,0.001447+0.00053721i,0.00040523+0.00029495i,0.0007632-7.3649e-05i,0.00076796-0.00016806i,-0.00019484+0.00023455i,-0.00048838+0.00071596i
-0.00014314-0.0058777i,-0.0013575-0.0050037i,-0.0023637-0.0011243i,-0.0012611+0.0031278i,0.00051377+0.0040097i,0.0011744+0.00090756i,0.00047881-0.0028932i,-6.0731e-05-0.0044943i,0.0014954-0.0034223i,0.0026875-0.0016641i,0.002204-0.00056226i,0.0010747+0.0011519i,0.00042805+0.0029686i,0.0004673+0.0028843i,-0.00079863+0.001468i,-0.0017383+0.0005959i,-0.0016978+0.00060944i,-0.0011406+0.00057115i,1.5856e-05-0.00026809i,0.00074907-0.00060809i,0.00082168-0.00028586i,0.00074619+0.00036492i,0.00067429+0.00056356i
0.003448-0.0050547i,0.00068091-0.0061632i,-0.0021227-0.0029155i,-0.0019418+0.0015515i,0.00081953+0.0032916i,0.0014405+0.00096837i,0.00024996-0.0020028i,-0.00091861-0.00221i,-0.0033442-0.00063458i,-0.0041371+0.00070107i,-0.0024019+0.00071491i,-0.00094951-0.00077555i,0.00044835-0.0022746i,0.0015662-0.0024458i,0.0017421-0.0014803i,0.0010281-0.00045394i,0.00057905-3.2748e-05i,5.5129e-05+0.00027971i,-0.00029475-0.00043038i,0.00044023-0.00099528i,0.00073135-0.00050074i,0.00030072-1.9413e-05i,0.00037982+0.00024694i
0.0023474-0.0040179i,0.0039994-0.0046758i,0.0049369-0.0025099i,0.0044086-0.00063636i,0.0031466-0.00050859i,0.0015653-0.0020875i,0.00029284-0.0044571i,0.00046916-0.0053599i,0.00088698-0.0049268i,0.0003737-0.0038261i,-0.00011513-0.0022132i,-0.0003222+0.00066713i,0.00054828+0.0032728i,0.00051005+0.0037964i,-0.0013129+0.003371i,-0.0019158+0.0029395i,-0.0011091+0.0021921i,-0.00014327+0.0017275i,-0.00025263+0.0014012i,-0.0011628+0.00021604i,-0.0013457-0.00070541i,-0.00053021-0.00048357i,0.0003941-1.6027e-05i
0.0045178-0.0034717i,0.004117-0.0042853i,0.0013319-0.0011017i,0.0014645+0.0014063i,0.0027363+0.0019708i,0.0018132+0.00010768i,0.00088401-0.0023664i,-0.00014208-0.0022386i,-0.0010257+0.00044776i,-0.00063366+0.0026161i,-0.00040928+0.001794i,-0.00089528-0.00071005i,-0.0022256-0.0022291i,-0.0030194-0.0029096i,-0.0012761-0.0028999i,6.7557e-05-0.0017483i,2.8068e-05-0.00084865i,-0.00011643-0.00057048i,-0.00019228+5.4278e-05i,-0.0002599-5.0185e-05i,-0.00045071-3.3452e-05i,-0.00088976+0.00072154i,-0.00041586+0.00078075i
-0.0020157+0.00035595i,-0.00019526+0.0014658i,0.00043601+0.0039317i,0.00068369+0.0048561i,0.0015654+0.0035443i,0.0021363+0.00047565i,0.0010246-0.0027712i,-0.0016601-0.0042724i,-0.0030758-0.0040041i,-0.0029485-0.002731i,-0.0021889-0.00035189i,-0.00055892+0.0011532i,0.0013387+0.00097993i,0.0025049+0.00085118i,0.0010705+0.0013732i,-0.00034352+0.0016038i,0.000324+0.0016547i,0.0007771+0.0013518i,0.00034201+0.0010003i,-0.00045691+0.00038243i,-0.00072205-0.0002097i,-0.00066216+0.00042472i,-0.00061252+0.00047567i
0.0042285-0.0088863i,0.002905-0.0086484i,0.0013704-0.0038276i,0.0011689+0.00098196i,0.00093871+0.00186i,0.0011105+0.00082038i,0.0010534-0.0015888i,0.0011146-0.0028252i,0.0017104-0.0012278i,0.0015122+0.0004275i,0.00054711+0.0010222i,-0.0010051+0.0015379i,-0.0024916+0.001756i,-0.002548+0.00094412i,-0.0017843+0.00053068i,-0.0012145+0.00026764i,-0.00039297-0.00043541i,0.00030128-0.00043445i,0.00054843-0.00054944i,-0.00018541-0.0005327i,-0.00050171+8.152e-05i,-7.9945e-05+0.00076576i,0.00040828+0.00068579i
0.0072204+0.00035095i,0.0069004-0.0015815i,0.0043201-0.00072189i,0.0017897+0.0018507i,0.0010411+0.0022264i,0.00069387+0.00047395i,-0.0001036-0.0016373i,-0.0019702-0.0027206i,-0.0036045-0.0021108i,-0.0042346-0.00073303i,-0.0029362+0.00055352i,-0.00055973+0.00094692i,0.00078413+0.00039435i,0.0013581+0.00071702i,0.00067903+0.0012638i,0.00011124+0.0012714i,0.00087164+0.0010417i,0.0012612+0.0011663i,0.00088511+0.0017265i,0.00073777+0.001763i,0.00083704+0.00088226i,0.00091613-0.00052717i,0.00068675-0.00061252i
-0.0026505-0.0038769i,-0.0027596-0.0029316i,-0.0015487-0.00070957i,-0.0006053+0.0014342i,0.00025123+0.0017216i,0.0012-0.00016139i,0.0013761-0.0026596i,0.00083059-0.0042405i,0.0012002-0.0033397i,0.0016016-0.0011604i,5.3339e-07+0.00027456i,-0.0018015+0.00039297i,-0.0023979+0.00062057i,-0.0021123-0.00046252i,-0.002047-0.0016455i,-0.0013545-0.00074987i,-0.00083823-0.00044121i,-0.00060431-0.00066457i,-0.00059076-0.00089635i,-0.00075226-0.00061068i,-0.00086833+0.00051183i,9.0987e-05+0.00065848i,0.00090014+0.00013982i
0.0047208-0.0033821i,0.0036521-0.0016185i,0.0014351+0.0030644i,0.0023615+0.0056729i,0.0038648+0.004108i,0.0030597+0.00072282i,0.0011462-0.0014344i,-0.0019156-0.0015321i,-0.0043272-0.00081355i,-0.0038482+0.0011459i,-0.0016358+0.0025914i,0.00027153+0.0020705i,0.0006725+0.00097841i,0.00034783+0.00011662i,0.00017643+0.0003166i,0.00061591+0.00064572i,0.00077046+0.000569i,0.00087643+0.00087116i,0.0013783+0.0012126i,0.001431+0.00033466i,0.0011327-0.00032844i,0.00052741+0.00036848i,0.00063447+0.00049333i
0.0012819+0.00021306i,0.0025198-0.0020198i,0.0019945-0.0020099i,0.00017955+0.00030828i,4.5521e-05+0.0011419i,0.00032953-0.00049916i,-0.00049984-0.0031698i,-0.0014325-0.0054913i,-0.0013542-0.0055233i,-0.00083005-0.0038365i,-0.0015789-0.0019452i,-0.0020033+9.7578e-05i,-0.0011495+0.0013687i,-0.00077022+0.0012914i,-0.0014926+0.00043254i,-0.0020837-0.00022088i,-0.0020731-0.00060809i,-0.0022068-8.7227e-05i,-0.0023944+0.00070106i,-0.001825+0.00059995i,-0.00079526+0.00075966i,0.00052595+0.0010984i,0.00060205+0.00085685i
0.0010225-0.0070022i,-0.00040384-0.0035366i,-0.00057296+0.0014436i,-0.000316+0.0033467i,0.00083584+0.002679i,0.0012935+0.00054413i,0.0011334-0.0014058i,0.00057713-0.0017789i,-0.0009293-0.00046902i,-0.0024381+0.0014034i,-0.0010969+0.0021627i,0.00055264+0.0015586i,-0.00021182+0.0010119i,-2.2589e-05+0.001097i,0.0012605+0.0012229i,0.0015928+0.0014385i,0.0018347+0.0011876i,0.0026254+0.00048964i,0.0029946-0.00019092i,0.0019726-0.00011815i,0.00040825+0.00015769i,-0.00026579-0.00066847i,-0.00042504-0.00058261i
0.005554-0.0013763i,0.0033489-0.0030274i,-0.0010593-0.00079587i,-0.0015474+0.0030405i,-0.00022106+0.0031569i,-0.00036501-0.00024767i,-0.00059655-0.0028474i,-0.0012132-0.0040812i,-0.001997-0.0040057i,-0.0020822-0.0029096i,-0.002522-0.0015063i,-0.0019997+0.00024766i,-0.0012825+0.0012689i,-0.0016307+0.00084935i,-0.0017685+0.00017754i,-0.0015107+0.00021827i,-0.0012998+0.00056732i,-0.0012112+0.00064343i,-0.00074565+0.0011366i,-0.00065677+0.0011363i,-0.00074758+0.00072697i,-0.00012643+0.0002352i,0.00045916+0.00032012i
-0.004095-0.0028298i,-0.0044238-0.0020488i,-0.0032083-0.00019705i,-0.0011798+0.0011425i,0.0007375+0.00081199i,0.0017829-0.00097573i,0.0018762-0.00325i,0.0014469-0.0038268i,0.0013815-0.0019629i,0.00091833+0.00032034i,0.00080658+0.00037149i,0.00095142-0.00031441i,0.00087878-0.00011555i,0.00086282-8.2933e-05i,0.0012691-0.00018361i,0.0015471+0.00018291i,0.001865+0.00048425i,0.002224-0.00014195i,0.0019613-0.0010173i,0.00073661-0.0010106i,0.00033864-0.00061419i,0.00076991-0.00012495i,0.00055293+0.00011099i
