-0.00015202+0.00051268i,0.0011526-0.0010508i,0.0021839-0.0021286i,0.0021993-0.0019763i,-0.00013155-0.0015671i,-0.0015417-0.00071185i,-0.0022038-0.00025083i,-0.0026715+1.4775e-05i,-0.0015681+0.00016088i,-0.00061215+5.4864e-05i,7.7671e-05-0.00068245i,0.00094527-0.00071414i,0.00094707-0.0007638i,0.00051365-0.0010268i,0.00033738-0.00068377i,0.00010784-0.0010731i,-0.00097663-0.0019333i,-0.00076313-0.0018475i,-2.0345e-05-0.00088809i,9.0104e-05+8.1779e-05i,5.7964e-05+0.00053981i,-0.00032168-5.3203e-05i,-0.00041464-0.00061453i
0.12088+0.1264i,0.27871+0.32624i,0.50146+0.60823i,0.72466+0.72898i,0.79317+0.49374i,0.62899+0.1171i,0.38379-0.12232i,0.20514-0.19994i,0.078701-0.19413i,-0.015361-0.11833i,-0.027445-0.0055337i,0.020592+0.069273i,0.065872+0.10318i,0.095633+0.11676i,0.11188+0.098363i,0.11799+0.058492i,0.10136+0.014022i,0.047339-0.0014057i,0.0026418+0.029817i,0.011078+0.044206i,0.032952+0.013647i,0.037014-0.014749i,0.033973-0.033146i
-0.10339-0.022492i,-0.11829-0.094836i,0.056677-0.27163i,0.20703-0.55429i,0.066412-0.58426i,-0.095848-0.17501i,0.0061369+0.2077i,0.12547+0.14564i,0.02566-0.064771i,-0.096906-0.057725i,-0.077746+0.056131i,-0.0065745+0.1028i,0.029754+0.10487i,0.045931+0.099202i,0.027388+0.081121i,-0.036266+0.087882i,-0.088051+0.11176i,-0.083953+0.10402i,-0.038749+0.065715i,-0.0027558+0.030582i,0.0045477+0.021017i,0.014125+0.022511i,0.027455-0.001571i
0.075384+0.093914i,0.059793+0.1603i,-0.18895+0.17613i,-0.56518+0.25842i,-0.64179+0.38275i,-0.39648+0.26987i,-0.23086-0.037807i,-0.18476-0.1637i,-0.059809-0.12143i,0.040657-0.1186i,0.020516-0.096172i,-0.031534-0.027483i,-0.069594+0.02007i,-0.070559+0.04716i,0.0013669+0.046608i,0.06931-0.029296i,0.02605-0.1418i,-0.075502-0.18283i,-0.12949-0.11306i,-0.1081-0.032411i,-0.075554-0.03531i,-0.085387-0.045011i,-0.075116-0.0023089i
0.14519-0.080997i,0.24984-0.094742i,0.15821-0.076653i,0.02116-0.071963i,0.11916-0.35448i,0.23917-0.61543i,0.19245-0.41755i,0.19973+0.015994i,0.27405+0.25021i,0.22632+0.22467i,0.10424+0.1517i,0.05246+0.10357i,0.042775+0.06156i,-0.0074717+0.1154i,-0.045307+0.27305i,0.005766+0.40442i,0.14235+0.40982i,0.23933+0.28953i,0.18615+0.14396i,0.10381+0.059467i,0.11286+0.0066466i,0.13246-0.056735i,0.10362-0.088899i
-2.2208+7.0382i,0.85684+7.7018i,4.7673+7.8752i,7.0384+4.9662i,7.1845+1.3143i,4.703-1.6716i,1.0255-1.9985i,-0.8812-0.29572i,-0.46657+1.1666i,0.68641+1.211i,0.92039+0.33113i,0.36687-0.27302i,-0.29477-0.4414i,-0.94036-0.27773i,-1.1085+0.12309i,-0.77948+0.36637i,-0.39932+0.31884i,-0.15049+0.036311i,-0.12586-0.30154i,-0.26742-0.39802i,-0.32778-0.30958i,-0.23918-0.19576i,-0.051399-0.10857i
0.068234-0.26158i,0.012476-0.60772i,-0.42637-1.1064i,-1.1629-1.2769i,-1.4705-0.85645i,-1.0381-0.34064i,-0.52692-0.2013i,-0.35376-0.047438i,-0.13173+0.26155i,0.16765+0.26469i,0.21481+0.06152i,0.11909-0.017986i,0.05611-0.013346i,0.029317+0.0086389i,0.067196+0.021793i,0.11631-0.021932i,0.11235-0.071606i,0.048902-0.08439i,-0.053092-0.044291i,-0.11125+0.028394i,-0.10128+0.048569i,-0.093146+0.023703i,-0.092656+0.027233i
-0.12232+0.11096i,-0.22201+0.26029i,-0.20758+0.46043i,0.11682+0.43142i,0.47735+0.03008i,0.39135-0.3009i,0.090523-0.15921i,0.052633+0.11887i,0.11335+0.17339i,0.052692+0.12215i,0.0037969+0.10368i,0.061061+0.083839i,0.1587+0.021628i,0.22203-0.046916i,0.26143-0.084809i,0.31077-0.11259i,0.32303-0.14445i,0.24206-0.15323i,0.11772-0.10375i,0.041948-0.027894i,0.015452+0.018059i,0.0095502+0.043187i,0.042471+0.060364i
0.074579-0.0042151i,0.3376-0.017948i,0.78636+0.0066147i,1.0091+0.0041702i,0.62596-0.02544i,0.011486-0.058494i,-0.29039-0.083771i,-0.23174-0.097327i,-0.047934-0.1219i,0.02382-0.11619i,0.0031241-0.058918i,0.013835-0.047763i,-0.0049822-0.10144i,-0.079562-0.12891i,-0.15315-0.1248i,-0.19537-0.094052i,-0.15438-0.016469i,-0.034173+0.060419i,0.084703+0.062902i,0.12025+0.014535i,0.085882+0.010777i,0.060299+0.044132i,0.043087+0.054153i
-0.013001-0.05236i,-0.071034-0.23602i,-0.24223-0.69555i,-0.58446-1.0827i,-0.76597-0.87647i,-0.48867-0.31154i,-0.088028-0.045095i,0.014798-0.067014i,-0.042844-0.028894i,-0.010791+0.020869i,0.024134-0.011307i,-0.0032286-0.024266i,-0.0095293-0.011991i,-0.0034148-0.034245i,-0.035308-0.079096i,-0.08737-0.11281i,-0.11701-0.11865i,-0.10937-0.11744i,-0.094493-0.12293i,-0.072472-0.108i,-0.022081-0.074557i,0.01897-0.048624i,0.023172-0.03283i
0.14607+0.060266i,0.34615+0.18426i,0.52023+0.4495i,0.63589+0.76467i,0.68538+0.85541i,0.54496+0.68692i,0.27814+0.54124i,0.12882+0.46999i,0.08142+0.31107i,0.0060714+0.11646i,-0.050289+0.020024i,-0.049192-0.010802i,-0.045205-0.026529i,-0.055447-0.018354i,-0.0516+0.016378i,-0.02376+0.064016i,0.017605+0.10088i,0.051106+0.099464i,0.060534+0.068017i,0.056116+0.045648i,0.053758+0.027926i,0.049766+0.002574i,0.039952-0.017031i
-0.014383-0.085801i,0.013161-0.29756i,0.024497-0.5925i,-0.10396-0.73853i,-0.35116-0.59354i,-0.5032-0.37562i,-0.49495-0.2447i,-0.35018-0.12323i,-0.10964-0.026061i,0.043538-0.0030942i,0.069095+0.011342i,0.10293+0.033022i,0.14377+0.0090837i,0.13224-0.052233i,0.072031-0.12423i,-0.022116-0.17224i,-0.11304-0.16949i,-0.15597-0.11693i,-0.12809-0.026871i,-0.066723+0.04009i,-0.034683+0.058782i,-0.0143+0.059756i,0.016798+0.045402i
-8.5364e-05-0.014114i,-0.12147-0.049682i,-0.3481-0.11373i,-0.48305-0.19023i,-0.34351-0.22353i,-0.063995-0.1206i,0.15014+0.021493i,0.21047+0.050131i,0.1537+0.025226i,0.096665+0.03057i,0.068267+0.023745i,-0.00088429-0.015035i,-0.096214-0.014656i,-0.11752+0.024929i,-0.044173+0.046585i,0.060667+0.030776i,0.13975-0.017154i,0.15411-0.068095i,0.10518-0.092719i,0.049524-0.07344i,0.030392-0.025815i,0.029445+0.0016278i,0.022162+0.0035435i
-0.037076-0.098747i,-0.07572-0.17678i,-0.046195-0.15573i,0.051455+0.0099723i,0.11435+0.17276i,0.07487+0.16768i,-0.031058+0.098269i,-0.077982+0.051853i,-0.060523-0.027848i,-0.050643-0.091661i,-0.039563-0.096743i,-0.01545-0.10341i,-0.01069-0.11822i,-0.04067-0.082617i,-0.086323-0.019026i,-0.11986+0.011873i,-0.13426+0.014343i,-0.12979+0.017484i,-0.095192+0.023056i,-0.044719+0.020738i,-0.010894+0.011698i,-0.0011423+0.0040662i,-0.0072954-0.00057323i
-0.043427+0.049354i,-0.12653+0.069263i,-0.22646+0.031783i,-0.23957-0.029636i,-0.15887-0.067951i,-0.11853-0.11158i,-0.13513-0.14583i,-0.12004-0.11317i,-0.060098-0.049678i,-0.031524-0.023742i,-0.040498+0.00038782i,-0.029176+0.043243i,0.0079005+0.068141i,0.03991+0.048429i,0.043863-0.0030941i,0.023963-0.043739i,0.0097237-0.056003i,0.016421-0.043774i,0.025579-0.020041i,0.025678-0.01454i,0.0217-0.027611i,0.020988-0.02685i,0.030925-0.014764i
0.03737-0.034882i,0.09587-0.063985i,0.11502-0.082481i,0.0090402-0.085006i,-0.1124-0.0032054i,-0.041519+0.18303i,0.15936+0.26963i,0.22022+0.16568i,0.1071+0.065139i,0.024458+0.06958i,0.031408+0.069383i,0.037421+0.031542i,0.019444+0.0057435i,-0.0022824-0.0094966i,-0.034723-0.0015365i,-0.055807+0.055421i,-0.042622+0.12517i,-0.018886+0.14759i,-0.0086924+0.10511i,-0.018343+0.05654i,-0.025289+0.04989i,-0.0072819+0.047011i,0.0064896+0.028791i
-0.052733+0.057964i,-0.1151+0.12028i,-0.13449+0.19162i,-0.056105+0.24103i,0.007222+0.23077i,-0.047083+0.18226i,-0.11658+0.17698i,-0.072431+0.17674i,0.019922+0.1141i,0.061983+0.038276i,0.055462-0.0055128i,0.024859-0.026598i,0.0021682-0.031264i,0.0010886-0.026716i,0.015442-0.02933i,0.036352-0.050256i,0.047032-0.077778i,0.043259-0.090148i,0.026494-0.078253i,0.012719-0.051854i,0.012096-0.03872i,-0.0012853-0.046438i,-0.025505-0.047476i
0.043508+0.0091599i,0.10931+0.072539i,0.17733+0.16386i,0.20965+0.15828i,0.18069+0.01085i,0.088611-0.15043i,-0.012866-0.18959i,-0.059698-0.098589i,-0.038232+0.0037989i,-0.01728+0.017655i,-0.034443-0.0061057i,-0.03942-0.018783i,-0.033248-0.046924i,-0.042893-0.066593i,-0.039516-0.060058i,-0.012126-0.061622i,0.021109-0.077244i,0.045669-0.075497i,0.056573-0.046166i,0.063395-0.017733i,0.05735-0.0088792i,0.035858-0.000368i,0.027336+0.013244i
-0.052848-0.024844i,-0.12198-0.15064i,-0.23696-0.35703i,-0.3503-0.44234i,-0.29552-0.27925i,-0.042361-0.079529i,0.13748-0.040563i,0.106-0.076465i,0.023055-0.063924i,0.0092773-0.023226i,0.026118-0.010297i,0.017799-0.0072011i,-0.0024868+0.012771i,-0.011342+0.020999i,-0.024167+0.0078408i,-0.062518-0.0078849i,-0.11876-0.013088i,-0.14722-0.011883i,-0.12432-0.010096i,-0.087806-0.0057043i,-0.061269+0.0078101i,-0.032049+0.026901i,-0.0063394+0.031919i
0.072958+0.019573i,0.13594+0.071157i,0.18831+0.18276i,0.24022+0.25871i,0.2365+0.20359i,0.099975+0.10628i,-0.012267+0.067202i,-0.00078643+0.041323i,0.034677+0.0049291i,0.046229-0.017598i,0.034458-0.02699i,0.0091024-0.011163i,-0.0026739+0.019083i,-0.0014439+0.044655i,0.010135+0.067981i,0.03121+0.084626i,0.049163+0.090679i,0.054089+0.080294i,0.041579+0.048304i,0.018935+0.020002i,0.0079125+0.015123i,0.016318+0.0089438i,0.018977-0.013072i
0.013775-0.077121i,0.11159-0.21482i,0.28635-0.40948i,0.33383-0.52592i,0.18009-0.44965i,0.053239-0.30255i,0.0016417-0.22944i,-0.046317-0.13298i,-0.039104-0.022889i,-0.029697-0.013975i,-0.054452-0.022895i,-0.026169-0.012456i,0.029194-0.027514i,0.043438-0.03642i,0.035695-0.042867i,0.034758-0.055904i,0.052759-0.046684i,0.070958-0.021794i,0.061961+0.0027949i,0.039464+0.023149i,0.023306+0.028559i,0.012028+0.023091i,0.0049103+0.023674i
-0.042541+0.040857i,-0.19123+0.10157i,-0.44853+0.184i,-0.59802+0.262i,-0.47609+0.27144i,-0.25721+0.22354i,-0.11492+0.19733i,-0.027699+0.13672i,-0.0057215+0.028433i,-0.03768-0.010637i,-0.044888+0.0099184i,-0.040382+0.0082877i,-0.056393-0.0057833i,-0.053412-0.017411i,-0.036454-0.038813i,-0.041258-0.063186i,-0.053689-0.084015i,-0.053723-0.090785i,-0.043568-0.072955i,-0.019745-0.053849i,0.0033682-0.054448i,-0.00027304-0.054856i,-0.014484-0.03508i
0.0020568-0.0077586i,0.097478+0.048522i,0.32812+0.15129i,0.52631+0.15638i,0.41683+0.032993i,0.10014-0.026829i,-0.076226+0.0096665i,-0.070955+0.013679i,-0.042742+0.013351i,-0.0073234+0.057711i,0.036211+0.070422i,0.037405+0.043019i,0.013929+0.021239i,-0.0067678+0.0049739i,-0.033279+0.0056316i,-0.055705+0.0311i,-0.062533+0.049881i,-0.05716+0.03907i,-0.045118+0.01108i,-0.033835-0.0089248i,-0.02364-0.0039029i,-0.0052114+0.01097i,0.015284+0.0091571i
-0.025484-0.010969i,-0.12908-0.15657i,-0.36896-0.40373i,-0.58105-0.4563i,-0.48388-0.21942i,-0.19614-0.071903i,-0.086645-0.097154i,-0.10652-0.040134i,-0.033643+0.048188i,0.051942+0.027365i,0.058363-0.018337i,0.046441-0.030025i,0.045261-0.030951i,0.034324-0.031477i,0.015513-0.023792i,0.012257-0.0021269i,0.018492+0.019712i,0.010906+0.032118i,-0.0023918+0.036585i,-0.011015+0.041084i,-0.011171+0.047164i,-0.00057409+0.044736i,0.0089147+0.032436i
0.024536-0.0032339i,0.030747+0.082419i,0.0085515+0.28671i,-0.0094157+0.44072i,0.0040926+0.41245i,0.036429+0.38744i,0.11435+0.41165i,0.17866+0.30095i,0.12414+0.10979i,0.024318+0.012063i,-0.014396-0.0071525i,-0.014506-0.014948i,-0.017327-0.01272i,-0.012604+0.0048706i,0.013386+0.012017i,0.039022-0.013252i,0.043311-0.039352i,0.040871-0.026411i,0.044601+0.0025327i,0.049767+0.0080867i,0.04494-0.0071586i,0.030356-0.021188i,0.021345-0.026772i
0.0092506-0.0023146i,0.14017-0.094136i,0.40345-0.32936i,0.56973-0.58699i,0.42428-0.60766i,0.17717-0.4189i,0.064958-0.26056i,0.017665-0.17396i,-0.018152-0.087623i,-0.020136-0.021663i,-0.017995+0.0086561i,-0.024098+0.024183i,-0.022568+0.022699i,-0.013957+0.0076611i,-0.013277-0.0080036i,-0.02997-0.016352i,-0.03527-0.01744i,-0.011399-0.025354i,0.013084-0.033376i,0.015054-0.029614i,0.0018286-0.01935i,-0.010493-0.0079156i,-0.018414-0.0014665i
-0.026127-0.0021846i,-0.19551+0.053343i,-0.49057+0.21747i,-0.62064+0.3794i,-0.3951+0.29824i,-0.12993+0.0068073i,-0.078141-0.1763i,-0.091509-0.14627i,-0.056297-0.067617i,-0.015088-0.040638i,-0.0027146-0.038121i,-0.0017365-0.023999i,0.0054706-0.0076031i,-0.0033737-0.0097797i,-0.026834-0.007021i,-0.030355+0.016893i,-0.019609+0.031067i,-0.019819+0.019476i,-0.026998+0.0011947i,-0.026897-0.00095572i,-0.015576+0.011543i,-0.0061175+0.01353i,-0.011536+0.0079335i
-0.011204+0.012498i,0.064381+0.06342i,0.24767+0.14724i,0.36021+0.2171i,0.26439+0.27628i,0.18158+0.34383i,0.2253+0.33246i,0.22009+0.21185i,0.13241+0.11334i,0.07563+0.078308i,0.066445+0.032129i,0.055642-0.021407i,0.036394-0.03837i,0.024687-0.017105i,0.03268+0.0077515i,0.054325+0.0080105i,0.061169+0.0013865i,0.042185+0.0085535i,0.014283+0.016431i,0.0009604+0.012998i,0.0075943+0.0044198i,0.017536+0.0034333i,0.027035+0.010884i
0.01967-0.039003i,-0.0028872-0.20124i,-0.10254-0.49658i,-0.20923-0.69951i,-0.21222-0.60976i,-0.19264-0.39043i,-0.20451-0.23267i,-0.14913-0.10973i,-0.03749-0.040365i,0.01154-0.036176i,-0.0096492-0.015238i,-0.029513+0.010117i,-0.038786+0.0011131i,-0.033068-0.017931i,-0.016941-0.043421i,-0.020578-0.069699i,-0.0244-0.07655i,-0.011361-0.064394i,0.0034512-0.045311i,0.0095377-0.032591i,0.001692-0.027108i,-0.005789-0.018678i,-0.0045496-0.0097649i
-0.022459+0.029273i,-0.03313+0.17867i,-0.0082717+0.44659i,0.033971+0.61636i,0.025785+0.48274i,-0.040974+0.19592i,-0.13151+0.012455i,-0.17759-0.046818i,-0.15963-0.066419i,-0.1281-0.056118i,-0.094391-0.020113i,-0.055829+0.013234i,-0.027957+0.027489i,-0.020597+0.016402i,-0.03566-0.0079148i,-0.06322-0.022728i,-0.083064-0.023123i,-0.076975-0.019488i,-0.050735-0.015251i,-0.03071-0.0071728i,-0.021551+0.0074018i,-0.0095903+0.013894i,0.0021038-0.00025404i
0.040918+0.018298i,0.12407-0.0362i,0.20475-0.16685i,0.19496-0.23504i,0.12217-0.10856i,0.12014+0.081835i,0.1812+0.14357i,0.16064+0.10265i,0.078195+0.085613i,0.049107+0.07459i,0.05296+0.021181i,0.045176-0.028507i,0.037609-0.041873i,0.027928-0.028478i,0.014371+0.004614i,0.0078573+0.042936i,0.005175+0.069108i,-0.0012146+0.075789i,-0.0087204+0.065023i,-0.0094351+0.047973i,0.0013745+0.03116i,0.010151+0.016531i,0.0059532+0.011194i
-0.041095-0.044541i,-0.16015-0.092231i,-0.34203-0.14039i,-0.43685-0.21579i,-0.37273-0.30147i,-0.28567-0.29325i,-0.20297-0.15383i,-0.049537-0.014259i,0.068483+0.0096249i,0.060814-0.014984i,0.012633-0.0043956i,-0.011168+0.012956i,-0.01864+0.013529i,-0.020204+0.015677i,-0.0091129+0.025745i,0.023963+0.032817i,0.066385+0.02598i,0.088214+0.0099098i,0.07694-0.0019378i,0.055362-0.0068554i,0.04035-0.014729i,0.02137-0.023887i,0.0024401-0.016882i
0.030945+0.024375i,0.13123+0.046608i,0.30266+0.094861i,0.43797+0.17422i,0.42065+0.21594i,0.27378+0.1698i,0.096911+0.086179i,-0.038784+0.013692i,-0.088276-0.021843i,-0.068367-0.0059159i,-0.026739+0.022314i,0.00014004+0.030535i,0.0068846+0.028859i,0.011603+0.021126i,0.014209+0.00053022i,0.011432-0.029985i,0.0090068-0.057853i,0.006016-0.067967i,0.0026943-0.056975i,-0.0034145-0.035294i,-0.01537-0.012726i,-0.019542+0.0073148i,-0.0051397+0.01479i
0.007486-0.057391i,-0.031943-0.12959i,-0.11619-0.17602i,-0.17776-0.11066i,-0.12267+0.046173i,0.030293+0.13864i,0.11647+0.097311i,0.075062+0.049582i,0.026315+0.060009i,0.036942+0.050461i,0.049205+0.0083008i,0.034472-0.02258i,0.012034-0.035103i,-0.0031789-0.038227i,-0.0065425-0.039286i,-0.019681-0.039639i,-0.052881-0.03143i,-0.075079-0.014301i,-0.063717-0.00029741i,-0.040373+0.0054773i,-0.025663+0.014304i,-0.009444+0.024141i,0.0049855+0.013951i
-0.050954+0.057071i,-0.083304+0.14879i,-0.094608+0.21865i,-0.13489+0.13535i,-0.23602-0.046292i,-0.29506-0.10265i,-0.19025-0.0265i,-0.012991+0.021787i,0.063737+0.013313i,0.037167+0.00022682i,-0.00097183-0.0022674i,-0.010879+0.0026635i,-0.0051611+0.006149i,-0.0049568+0.0053135i,-0.015806+0.0048676i,-0.025421+0.014686i,-0.023932+0.033778i,-0.014837+0.042287i,-0.0037342+0.031852i,0.010429+0.017334i,0.02842+0.0061545i,0.034336-0.0086227i,0.017396-0.018724i
0.031109-0.023469i,0.042589-0.077245i,0.059891-0.14715i,0.13225-0.16556i,0.22506-0.11514i,0.23191-0.064948i,0.13804-0.033392i,0.037651-0.02629i,-0.0097726-0.040576i,-0.016476-0.037257i,-0.0089521-0.020648i,-0.00098967-0.0076595i,0.015066+0.0015269i,0.028934+0.00059435i,0.02499-0.00047099i,0.025916+0.0032905i,0.045838+0.0034728i,0.058585+0.0021486i,0.046178+0.0043278i,0.026751+0.004103i,0.014328-0.0083558i,0.0022167-0.02071i,-0.0074532-0.011441i
-0.05598-0.0048019i,-0.10768+0.012333i,-0.16568+0.063078i,-0.16555+0.14964i,-0.065616+0.18791i,0.027986+0.088489i,-0.00021303-0.043076i,-0.062759-0.058283i,-0.046969-0.01669i,-0.0056251-0.015384i,0.0056395-0.025942i,0.00052236-0.028962i,-0.015015-0.031578i,-0.022758-0.022516i,-0.0031643-0.012737i,0.020588-0.025078i,0.023239-0.046282i,0.017576-0.049205i,0.013199-0.034906i,-0.0038716-0.02292i,-0.027646-0.011351i,-0.033083+0.0059184i,-0.014665+0.015334i
0.069853+0.02641i,0.17665+0.0026531i,0.25021-0.096267i,0.14216-0.21555i,-0.10218-0.2106i,-0.22237-0.081573i,-0.13859+0.001851i,-0.025733+0.010358i,0.0091886+0.01756i,-0.00040733+0.019634i,-0.017776+0.0071925i,-0.024371-0.0012831i,-0.023493-0.008531i,-0.025597-0.012973i,-0.030812-0.015951i,-0.046569-0.016537i,-0.065312-0.0089898i,-0.068238-0.0078493i,-0.054648-0.016568i,-0.033311-0.01144i,-0.0094045+0.011035i,0.0092025+0.026089i,0.014614+0.021051i
-0.029084-0.032075i,-0.065181-0.021076i,-0.062208+0.034503i,0.028014+0.04787i,0.12905-0.023764i,0.14973-0.050167i,0.13658+0.0041945i,0.10925+0.0084387i,0.043328-0.029043i,-0.0040525-0.02015i,-0.0060569+0.0073981i,0.002267+0.021678i,0.012212+0.022357i,0.0082191+0.003085i,-0.016364-0.010921i,-0.030592+0.0033948i,-0.021175+0.027296i,-0.0066444+0.03792i,0.0026465+0.033877i,0.016774+0.022806i,0.033044+0.0051734i,0.034392-0.013344i,0.019608-0.023172i
-0.0021205+0.046944i,-0.0097745+0.10097i,-0.0092657+0.19494i,0.027636+0.29549i,0.067135+0.29616i,0.019467+0.17043i,-0.095963+0.06705i,-0.13357+0.051554i,-0.077384+0.047625i,-0.02419+0.038806i,0.0092667+0.03242i,0.027005+0.012996i,0.021047+0.0020953i,0.013836+0.011913i,0.01665+0.018073i,0.026103+0.0067734i,0.036857-0.0098633i,0.041227-0.013142i,0.03461-0.0063061i,0.014817-0.0062247i,-0.0097668-0.012659i,-0.023174-0.013615i,-0.020555-0.0068909i
0.0080777-0.074079i,-0.027166-0.20386i,-0.15343-0.36877i,-0.33806-0.40355i,-0.38719-0.22921i,-0.23261-0.050693i,-0.079475-0.010204i,-0.02937+0.014066i,0.0056339+0.057366i,0.023071+0.038584i,-0.0052951+0.004738i,-0.030159-0.0052371i,-0.03361-0.011382i,-0.022857-0.0052419i,-0.0023186+0.0070059i,0.0042773+0.0070397i,-0.0056447-0.0022476i,-0.016205-0.013717i,-0.022455-0.017863i,-0.025241-0.0093162i,-0.02373+0.0057919i,-0.017974+0.01917i,-0.0062305+0.028533i
-0.013514+0.04339i,0.0287+0.086393i,0.15016+0.09051i,0.26823-0.0018649i,0.26663-0.11915i,0.18666-0.13494i,0.1521-0.091377i,0.11998-0.083875i,0.051894-0.076732i,0.021319-0.046065i,0.021825-0.025637i,0.01793-0.002821i,0.013264+0.011811i,3.435e-05+0.0023315i,-0.014074-0.0017988i,-0.010378+0.010769i,0.0016807+0.021774i,0.0054509+0.022597i,0.0045056+0.018001i,0.0090436+0.014372i,0.018905+0.013922i,0.02732+0.0087396i,0.026647-0.0057234i
0.045909-0.010275i,0.092986+0.0067957i,0.16551+0.067131i,0.24976+0.13619i,0.22909+0.15441i,0.067512+0.15351i,-0.06578+0.17076i,-0.064463+0.13099i,-0.019616+0.043199i,0.0072828+0.0085266i,0.034845+0.0028803i,0.041683-0.015263i,0.02876-0.016798i,0.02427-0.0075671i,0.023029-0.01498i,0.018476-0.033302i,0.01415-0.042807i,0.013696-0.033133i,0.014801-0.014487i,0.01488-0.0007302i,0.015101-0.00015459i,0.012189-0.010107i,0.00147-0.018296i
-0.084613-0.0019856i,-0.22053+0.00070807i,-0.42963+0.046218i,-0.55737+0.13428i,-0.43151+0.1533i,-0.17662+0.048135i,-0.041653-0.046859i,-0.017184-0.018199i,0.0019768+0.032299i,-0.0068053+0.016799i,-0.041571+0.00045159i,-0.050923+0.0021175i,-0.037421-0.0012048i,-0.018244-0.0062911i,-0.0076195-0.016852i,-0.017394-0.02511i,-0.032743-0.021688i,-0.036782-0.013773i,-0.025163-0.0093002i,-0.007377-0.011501i,-0.0031137-0.013513i,-0.012439-0.0066368i,-0.018107+0.0091619i
0.053011+0.0096991i,0.12808-0.03582i,0.20991-0.17648i,0.19988-0.34558i,0.089283-0.36921i,0.033752-0.25762i,0.054082-0.15972i,0.048904-0.09937i,0.017177-0.04789i,-0.0059319-0.026327i,-0.017346-0.02191i,-0.0082188-0.01024i,0.0060234-0.0089072i,-0.0015677-0.01065i,-0.014952+0.0064506i,-0.011509+0.029302i,0.0020891+0.038185i,0.012754+0.030368i,0.012629+0.0099127i,0.002789-0.0066513i,-0.0047854-0.0039559i,-0.0013918+0.008082i,0.0080864+0.014371i
-0.022015-0.037724i,-0.0025904-0.052355i,0.082641-0.044767i,0.19539-0.021728i,0.20844+0.040068i,0.10053+0.15765i,0.042319+0.21076i,0.04867+0.10094i,0.022057-0.014321i,0.013983-0.017271i,0.036939-0.0028375i,0.033597-0.010108i,0.018651-0.0091532i,0.015422-0.0071582i,0.018988-0.0084367i,0.024974-0.015492i,0.027061-0.022732i,0.022733-0.021582i,0.011998-0.014619i,-0.0010505-0.0031272i,-0.0023138+0.0033171i,0.0080456-0.0011426i,0.017566-0.011379i
0.00023194+0.078877i,-0.028084+0.19772i,-0.087893+0.3673i,-0.13813+0.48165i,-0.12348+0.38077i,-0.07519+0.10243i,-0.088171-0.079282i,-0.11068-0.046305i,-0.068923+0.034584i,-0.025934+0.051334i,-0.015293+0.043147i,-0.015216+0.029241i,-0.016894+0.012961i,-0.013388-0.0017394i,-0.01669-0.022905i,-0.0321-0.033721i,-0.041164-0.02526i,-0.038454-0.010901i,-0.029516+0.002433i,-0.017686+0.0088618i,-0.0096273+0.0055983i,-0.0089803-0.0014268i,-0.01287-0.0070224i
0.011439-0.067i,-0.0030277-0.17327i,-0.087681-0.31026i,-0.19861-0.37906i,-0.209-0.31497i,-0.13209-0.18029i,-0.061155-0.073448i,-0.017569+0.0017985i,0.016736+0.038325i,0.015653+0.019784i,-0.010806+0.0014444i,-0.012206+7.8919e-05i,-0.0077134-0.010374i,-0.0233-0.01201i,-0.031479+0.0099622i,-0.02093+0.03108i,-0.0078366+0.03366i,-0.0043583+0.023587i,-0.0030017+0.012263i,0.003074+0.0071462i,0.0049188+0.0089952i,0.001095+0.012731i,-0.0081824+0.016819i
-0.017287+0.018847i,0.003826+0.0078279i,0.097123-0.061537i,0.19849-0.15103i,0.20124-0.11643i,0.16455+0.041949i,0.15249+0.10594i,0.11036+0.011259i,0.034159-0.071364i,0.0038868-0.063062i,0.018563-0.037901i,0.018481-0.023535i,0.0053928-0.0029963i,0.0048201+0.013812i,0.01787+0.015182i,0.032745+0.0043374i,0.036984-0.0060165i,0.034815-0.0074398i,0.030062-0.0060254i,0.021643-0.0059557i,0.013179-0.0043395i,0.0094918-0.00068875i,0.01354+0.0035066i
0.067271-0.018503i,0.14019+0.0084241i,0.20586+0.11994i,0.2306+0.25855i,0.17325+0.24061i,0.024054+0.055968i,-0.10653-0.051417i,-0.12035-0.010945i,-0.062177+0.034276i,-0.017067+0.032156i,-0.0048584+0.017551i,-0.0070321+0.011857i,0.00051662+0.015713i,0.016422+0.0086922i,0.014474-0.012494i,-0.0043613-0.025304i,-0.013635-0.023348i,-0.008522-0.018045i,-0.0017022-0.01209i,0.0004725-0.0083844i,-0.0012809-0.0081378i,-0.0026767-0.0054654i,0.0042401-0.0029494i
-0.076017-0.013643i,-0.19132-0.024754i,-0.3278-0.028007i,-0.40824-0.022471i,-0.35515-0.013731i,-0.18671+0.014824i,-0.04137+0.054282i,0.033177+0.074293i,0.064495+0.056819i,0.047953+0.022543i,0.018214+0.0094512i,0.0095661+0.0038611i,0.0040016-0.010354i,-0.0064278-0.014808i,-0.011471-0.0037096i,-0.010594+0.0088932i,-0.011295+0.011762i,-0.016992+0.0081558i,-0.020837+0.0042738i,-0.016959+0.0028906i,-0.0050748+0.0054409i,0.0068438+0.0039753i,0.0068824-0.0044229i
