0.0011222-0.0012963i,0.001521-0.0025409i,0.00010372-0.0035882i,-0.0016717-0.0033633i,-0.0026551-0.0021989i,-0.0029065-0.00036831i,-0.0023401+0.00065659i,-0.0013629+0.00046251i,-4.9785e-05+0.00056457i,0.0013454+0.00011992i,0.0015569-0.00070769i,0.00047832-0.00029906i,0.00010321+0.00014656i,7.3655e-05-0.00016386i,-0.0003743+0.00017306i,-0.00078194+0.00050184i,-0.00052779-0.00042831i,-8.8831e-06-0.001147i,0.00060647-0.00061931i,0.00093409-0.00012573i,1.9401e-05-0.00038519i,-0.00050653-0.0015633i,-0.00027337-0.0014601i
-0.0028547+0.00085079i,-0.0033641+0.00089663i,-0.0038202+0.00085771i,-0.0035503+0.0002014i,-0.001118+0.00068648i,0.0030473-0.00053641i,0.0050923-0.00065371i,0.0032885+3.15e-05i,0.001161-0.00024943i,0.00056299+0.00016894i,0.0010015+0.00020759i,0.001286-0.00013271i,0.0010947-0.00012177i,6.4231e-05-0.00066779i,-0.00087855-0.0010015i,-0.00023715+5.1843e-05i,0.0010337+0.0010649i,0.00095479+0.0012862i,0.00041146+0.00054418i,0.0007187+7.118e-05i,0.0013549+0.00041396i,0.0020851+0.00036446i,0.0012318+0.00047162i
-3.414e-05+0.0017794i,0.0020562+0.00047446i,0.0022759-0.00043239i,0.0012423-0.0024788i,0.0027298-0.0023729i,0.0015595+0.0011939i,-0.0011532+0.0029855i,-0.0018527+0.0020078i,-0.001215+0.0013661i,-0.0009916+0.00074177i,-0.00054564+0.00025837i,0.0001899+0.00035869i,0.00052839-0.00026949i,-2.6921e-05-0.0015099i,-0.0017583-0.0019041i,-0.0031732-0.0021374i,-0.0040291-0.0010432i,-0.0045243+0.00095763i,-0.0048158+0.0012675i,-0.0040368+0.0022536i,-0.0024169+0.0038862i,-0.00074579+0.0031259i,-0.00021397+0.0011523i
-0.0030491-0.0013313i,-0.00068572-0.0024924i,-0.0010772-0.0035379i,-0.00053981-0.0027346i,0.0008834-0.0008348i,-0.0011217+0.00046471i,-0.0041768-0.001501i,-0.0044125-0.0034979i,-0.0027952-0.0023641i,-0.0015876-0.0012388i,-0.001412-0.00084176i,-0.0018557+0.00020776i,-0.001095+0.00036563i,0.00067297-0.000383i,0.0020984-0.0011721i,0.0032142-0.0017427i,0.0025947-0.0011863i,0.0018331-0.0001738i,0.0020673-0.00036482i,0.0010444-0.0013833i,-0.00015893-0.0016614i,-0.00048703-0.00088265i,-0.00041895-0.00032444i
0.0014742-0.0013876i,0.0020847-0.0033507i,0.0022323-0.0016281i,0.0016547+0.0015166i,-0.0005621+0.00074571i,-0.00099261-0.0024143i,0.00094226-0.0037616i,0.00098853-0.0026994i,2.0668e-05-0.0015139i,0.00034805-0.0011378i,0.00088104-0.0015536i,0.00012318-0.0012348i,7.9029e-06-0.00048186i,9.8316e-06+0.00020767i,-0.00024878+0.00074811i,0.00085571+0.00032954i,0.002026-0.00076763i,0.0017072-0.0012323i,0.00071351-0.0017508i,0.00079461-0.0019122i,0.00083622-0.0014065i,0.00027801-0.00062523i,7.0763e-06-0.00036156i
0.00026529+0.0018729i,-0.0018863-0.00012077i,-0.002809-0.0010665i,-0.0018865-0.0013705i,-0.00096959-0.0016802i,0.0013055-0.0011742i,0.0018746+0.00018718i,0.0013577+0.00086002i,0.0017767+0.00069595i,0.0013984+0.00057179i,0.0010911+0.0005219i,0.00077512+0.00079979i,-5.493e-05+0.0001958i,-0.00048365+0.00011835i,-0.0012815+0.0016685i,-0.0021908+0.0030553i,-0.0024222+0.0036746i,-0.0018856+0.0039385i,-0.00014219+0.0038699i,0.00060882+0.0036718i,0.00046432+0.002695i,0.00075674+0.00073447i,0.00069656-0.00053163i
-0.0004955+0.0027013i,-0.00044116+0.0014464i,-0.0008908-0.00096544i,0.00011561-0.0030415i,0.0030033-0.0014631i,0.0026632+0.00104i,-0.0011779+0.00068888i,-0.0034203-0.00030483i,-0.0027124-0.00043062i,-0.0016213-0.00035097i,-0.0013034-2.1206e-05i,-0.00076927+0.0004471i,-0.00047286+0.00043276i,-0.00068916-0.00068377i,-0.00011116-0.0030333i,2.5349e-05-0.0045602i,-0.00075028-0.0035959i,-0.0013424-0.0021959i,-0.0014385-0.0021559i,-0.0015252-0.0017798i,-0.0018628-0.00075953i,-0.0014502-0.0001542i,-0.00045187+0.00013043i
-0.0010453+0.00050057i,0.00063156+0.00025759i,0.0024912-0.00063557i,0.0027213-0.0019719i,0.0024829-0.0016852i,0.00030679-0.00093186i,-0.0017099-0.0019121i,-0.0015407-0.0022105i,-0.0019325-0.0014759i,-0.0023755-0.0016341i,-0.0023976-0.0022156i,-0.0019264-0.0017395i,-1.9476e-05-0.0012521i,0.00070901-0.0014638i,0.0010243-0.0017459i,0.0015911-0.0014698i,0.001148-0.0018189i,-0.00057589-0.0020062i,-0.0016705-0.001057i,-0.001684-0.00058919i,-0.0014175-0.00024393i,-0.00089415+0.00021276i,-0.00013737+0.00056382i
-1.8584e-05+0.00084548i,0.0012285-7.7456e-05i,0.002248-0.00016648i,0.0018125+0.00097702i,8.7101e-05+0.00045487i,-0.00078779-0.0014151i,-5.9029e-05-0.0027134i,-0.00061956-0.0028023i,-0.0011145-0.0020956i,0.00017072-0.0012641i,0.0014232-0.00078328i,0.0013826-0.00052162i,0.0017959-0.00013328i,0.002509+0.00076956i,0.0024111+0.0018177i,0.0022145+0.0028413i,0.0024152+0.0031269i,0.0028733+0.0017175i,0.0033873+0.00012751i,0.0030544-0.00085078i,0.0017801-0.0010182i,0.00041248-0.00078247i,-0.00012253-0.00036904i
-0.00062503+0.0022798i,-0.00027676+0.0019123i,0.00014799+0.0017102i,0.00011498+0.0011576i,0.00085341-0.00081087i,0.0019211-0.0018311i,0.00084103-0.00061821i,-0.00056409+0.0011337i,-0.00011038+0.0021333i,0.00096787+0.0025262i,0.0012787+0.0025048i,0.0012773+0.0013649i,0.00048005+0.00081682i,-0.0007684+0.0001803i,-0.0017497-0.0010922i,-0.0021707-0.0010593i,-0.0025032-0.00077451i,-0.0020915-0.00020794i,-0.0016842+0.0011431i,-0.0015344+0.0017463i,-0.00069236+0.0011693i,-2.344e-06+0.0010324i,2.6614e-05+0.00014136i
-0.0012287+0.0032941i,-0.0014655+0.00067529i,0.0011392-0.00048536i,0.0032843-0.00085707i,0.0039653-0.00049119i,0.0027545-0.00044292i,-0.00089471-0.0008053i,-0.0032635-0.0001573i,-0.0030964+0.0015452i,-0.0021881+0.0024353i,-0.0022619+0.0020233i,-0.0012849+0.00093986i,-0.00060286-2.7591e-06i,-0.00092809-0.0003162i,-0.0006995-0.00080123i,-0.00069488-0.0019813i,-0.0010468-0.0021021i,-0.0011531-0.00054615i,-0.00065502+0.0013676i,-4.693e-05+0.0014744i,0.00025413+0.00043058i,-1.7093e-05-0.00028259i,-0.00031051-0.00063668i
0.00038013-0.00029069i,-0.00059354-0.00036065i,0.0011208-0.0027209i,0.0012643-0.0028259i,-0.00031034-0.00015759i,-0.00089964+0.00019542i,-0.0011551-0.002066i,-0.0015649-0.0027639i,-0.0016746-0.0029273i,-0.0019963-0.0033842i,-0.0020349-0.0025065i,-0.0009354-0.0015024i,0.00011797-0.0015742i,0.0017933-0.0020663i,0.0034447-0.0016361i,0.0049388-0.0014445i,0.0044883-0.0013181i,0.0021045-0.0017414i,0.00090867-0.0021791i,0.00060854-0.0020026i,0.00041502-0.002279i,0.0010969-0.001124i,0.0010037+0.00070435i
-0.001849-0.00094455i,-0.00099007-0.0016446i,-0.0011654-0.0026259i,-0.0012155-0.0022079i,-0.0011456-0.00069202i,0.00012812+1.0174e-05i,0.0018815+7.9096e-05i,0.001747-0.0014918i,0.001455-0.0024209i,0.0015033-0.0019833i,0.0012257-0.0015169i,0.00066379-0.00061495i,0.00056164+0.0010629i,0.0010788+0.0018456i,0.00070636+0.001466i,-0.00084621+0.0012709i,-0.0013413+0.0013563i,-0.00020866+0.00050686i,0.00016987-0.00011692i,-6.5456e-05+0.00063586i,4.0839e-05+0.001695i,-0.00024807+0.0019349i,-0.00078748+0.001061i
-0.00072016+0.0011467i,-0.00058024+0.00068379i,-0.0012068+0.00058613i,-0.0019707-0.00053419i,-0.0019812-0.0015915i,-0.0021037-0.0011671i,-0.0024702-3.8674e-05i,-0.0010453+0.0011866i,0.00088392+0.0021792i,0.0024659+0.0019905i,0.0026713+0.00085165i,0.0012364+2.9504e-05i,-6.1376e-05+0.00018954i,-0.00099253+0.00073224i,-0.0012309+0.00064458i,-0.0021396+0.00096866i,-0.0019983+0.0016223i,-2.1807e-05+0.0014895i,0.00075769+0.00094226i,7.2223e-05+0.00081113i,-0.00096777+0.00025966i,-0.0011075-0.00043273i,-0.00037002-0.00026524i
-0.0011364+0.00065616i,0.00082988-0.00083792i,0.001769-0.0011712i,0.0025476-0.00057139i,0.0027867-0.00088209i,0.0023082-0.00074064i,-0.00025408-0.0019048i,-0.0026313-0.0014692i,-0.0032896+0.0012373i,-0.0027521+0.0034694i,-0.0019442+0.0032744i,-0.0010572+0.0010036i,-0.00033725-0.00087479i,-0.00044003-0.0019277i,-0.00020017-0.0027238i,1.71e-05-0.0033861i,-0.00042791-0.0036444i,-0.00082434-0.002244i,-0.0014397-0.0010708i,-0.00104-0.00067578i,-0.00088912-0.00032806i,-0.00089778-0.00038035i,-0.00029617-0.00097085i
-0.0028546+8.8707e-05i,-0.0034597-0.00071742i,-0.0042513-0.0011873i,-0.0026555+0.0010549i,-0.00023231+0.0032479i,0.0017747+0.0015751i,0.0016414-0.00098247i,-0.00083131-0.0018764i,-0.003339-0.001784i,-0.0041513-0.0016657i,-0.0036109-0.00080381i,-0.001608+0.00064623i,0.00073633+0.00051459i,0.001369+0.00026934i,0.001026+0.00087719i,0.001173+0.00093599i,0.00069369+0.0012i,9.601e-05+0.0017437i,0.00011325+0.0011829i,0.00090892+0.0011253i,0.0024283+0.0010382i,0.0026116+0.00031343i,0.0017198+0.00010142i
0.00028905+0.000103i,-0.00049055-0.0012561i,-0.00087962-0.0012807i,-0.00081305-0.00058701i,-0.00033414+0.00060309i,-0.00029525+0.0010816i,0.00028005-0.00029098i,0.0011794-0.001987i,0.0014958-0.0030174i,0.0010546-0.0034815i,-2.4443e-05-0.0029298i,-0.001527-0.00093232i,-0.0015668+0.00046309i,-0.0002127+0.00071688i,-0.0001163+0.0011859i,4.8568e-06+0.0013312i,0.00060989+0.001676i,0.00075321+0.00099162i,0.0007949+0.00021622i,0.00049064+0.00037485i,-0.00095391+0.00089284i,-0.0015268+0.001098i,-0.00063318+0.00064824i
-1.3028e-05-0.0011489i,-0.00080961-0.0020412i,-0.0018729-0.004208i,-0.0029118-0.0044931i,-0.0017845-0.003664i,-0.00070319-0.0022014i,-0.0011833-0.00076778i,-0.0006978-0.00071937i,0.0005774+0.00020355i,0.0026495+0.0013773i,0.0028555+0.00037645i,0.0011827-0.00031879i,0.00040265-3.818e-05i,-0.00023371-0.00065223i,-0.0013672-0.0011187i,-0.0024828-0.00098268i,-0.0023889-0.0007322i,-0.0010055+8.3878e-05i,-0.0011592+0.0009379i,-0.0019095+0.0010094i,-0.002088+0.001233i,-0.002174+0.001033i,-0.0011588+6.968e-05i
-0.0004458-0.0023478i,0.00063332-0.0017993i,0.0006161-0.0032355i,-0.00026973-0.0040586i,-0.0010505-0.0028387i,-0.0014062-0.0013326i,-0.00092958-0.00092296i,-0.0015789-0.00010592i,-0.0015088+0.0012611i,-0.0011129+0.0018789i,-0.0010426+0.0015743i,-0.00038132+0.00089124i,-2.2251e-05-0.00084482i,0.00044534-0.001818i,0.0012025-0.0014199i,0.0018877-0.0013637i,0.001124-0.00079366i,0.00067551-0.00046603i,0.00091893-0.00096068i,-5.7967e-05-0.0004779i,-0.00050591-0.0010319i,0.00019472-0.0015844i,2.1007e-08-0.00042938i
-0.00023815+0.0022447i,0.00081697+0.0015834i,0.0014173+0.0022957i,0.0020214+0.002468i,0.0026005+0.0022889i,0.0023507+0.0014665i,0.00088946-0.00051371i,-0.0012807-0.0016339i,-0.0025832-0.0013282i,-0.0033734-0.001552i,-0.003539-0.00081386i,-0.0018481-8.2465e-07i,-6.1733e-05-0.00032448i,0.00075716-0.0010931i,0.0017329-0.0010498i,0.0022439-0.00082679i,0.0014299-0.0011728i,6.3981e-05-0.00068115i,-0.00048925-0.000611i,-0.00012401-0.00035448i,-0.00025584+0.00022613i,0.0002834+0.0011896i,0.00085573+0.0011242i
-0.0026896+0.00024153i,-0.0020456-0.00033031i,-0.0011155+0.00052602i,-0.0013206+0.0024275i,-0.0005037+0.0027457i,0.00099401+0.0006461i,0.00093349-0.0018471i,0.00014706-0.0023237i,0.00050531-0.0022107i,0.00080302-0.0030582i,0.00054114-0.0032614i,8.0423e-05-0.0024697i,-0.00033152-0.0010148i,-0.00070135+0.0011711i,-0.0012638+0.0015326i,-0.001522+0.0011382i,-0.00094644+0.0011943i,0.00016354+0.00068345i,0.0010983+0.00038523i,-0.00016627+0.00091996i,-0.0018163+0.0015188i,-0.0016894+0.0015408i,-0.00099014+0.00087212i
-0.0015653+0.00038358i,-0.0017423-0.00091817i,-0.0015577-0.00093579i,1.3696e-05-0.0007173i,0.001821-9.5881e-05i,0.0017998+0.00095128i,0.00080566+0.00068493i,-0.00029368+0.00077074i,-0.00045353+0.0013974i,0.0012556+0.0010215i,0.0022826-3.6078e-06i,0.0012296-0.000521i,-0.00023681+0.00024312i,-0.00085869+0.00045497i,-0.00044645-0.00018796i,-0.00044636-6.3048e-05i,-0.00047937+0.00073508i,-0.0004551+0.00076285i,-0.00029595-0.00039899i,0.00013081-0.00081906i,0.00030224-0.00083008i,4.439e-05-0.0011366i,0.00035591-0.000802i
0.0025543-0.00012827i,0.0026891-0.0022417i,0.0014128-0.0040003i,4.3118e-05-0.0043308i,-0.00078374-0.0022989i,-0.00040306-0.00027589i,-0.0013407-0.00050968i,-0.0025601-0.00021167i,-0.0024096+0.001334i,-0.0012009+0.0027894i,-0.0010577+0.0031645i,-0.0007255+0.0017603i,0.00054053-0.00023344i,0.00069819-0.0019404i,0.00099954-0.0024816i,0.00042231-0.0024518i,-0.00084911-0.0022057i,-0.00093472-0.0020885i,-0.00078414-0.0013717i,-0.00080692-0.00010469i,4.5598e-05+0.00061731i,0.00074511+0.00077905i,0.00031298+0.00034463i
-0.0024131+0.0010146i,-0.00074403+0.0014025i,-0.00090556+0.0016016i,0.0003421+0.0004692i,0.0020756-2.5963e-05i,0.0016891-0.0010226i,0.00023193-0.0022716i,-0.0008226-0.0029233i,-0.0017439-0.0025659i,-0.0025221-0.0017571i,-0.0029582-0.00048827i,-0.0016394+0.00046205i,0.00053464+0.00037476i,0.001225+0.0004377i,0.00141+0.00085875i,0.00123+0.0010248i,0.00054607+0.00047372i,0.00071079-0.00041512i,0.00087171-0.0002991i,0.001107+0.00017208i,0.0013018+0.00021231i,0.00083145+1.1741e-05i,0.00090602-0.00018406i
-0.0027406+0.0013067i,-0.0017234+0.00077805i,-0.00074554-0.0001355i,0.00047382+0.0001615i,0.0023578+0.00076085i,0.0028131-0.00038221i,0.0013593-0.00049268i,0.00053377-0.00013556i,0.00098456-0.0010003i,0.0012615-0.0019814i,0.00038317-0.0024871i,0.00010008-0.0019551i,0.00018223-0.001112i,6.8049e-05-7.7845e-05i,0.00013618+0.00029346i,0.00072835+0.00031675i,0.001165+0.00058223i,0.00074773+0.00037419i,0.00015748-0.00027155i,-0.00024594+6.7545e-06i,-0.00061312+0.00089377i,-0.0005272+0.00088695i,4.5233e-05+0.00067537i
-0.00011401-0.0015543i,-0.0009341-0.0026538i,-2.7678e-05-0.0025252i,0.00089457-0.0016264i,0.00061408-0.00086865i,0.000189-0.00083444i,-0.0010392-0.0012009i,-0.00193-0.00097334i,-0.00015227+0.00036512i,0.0022366+0.00118i,0.0025611+0.00094289i,0.00097107+0.0005878i,-0.0003643+0.00017704i,-0.001166-0.0012462i,-0.001987-0.0014922i,-0.0022927-0.00042056i,-0.001833-0.00012782i,-0.0011537-0.00036346i,-0.0008932-0.00054553i,-0.0011142-0.00049365i,-0.00086174+0.0001769i,-0.00018112+0.00092943i,-6.4266e-05+0.001172i
-0.00011246-0.0012472i,-0.00090816-0.0036608i,-0.0020542-0.0036414i,-0.0014015-0.0016051i,-0.00017011+0.00054347i,-0.00039101+0.00089151i,-0.00087484-0.0010124i,-0.0026095-0.0025393i,-0.0042147-0.0012932i,-0.0038772+0.0010247i,-0.0026356+0.0015358i,-0.0010649+0.0012433i,-0.00048237+0.00062579i,-7.2747e-05+0.00070452i,0.0012504+0.00034238i,0.0011473-0.00036765i,-0.00045423-0.00079503i,-0.00097764-0.00058498i,-0.00037878-0.0012358i,-0.000121-0.0021138i,0.00017056-0.0013237i,0.00053077-0.00024229i,1.2564e-05+9.0494e-05i
0.0011961+0.00084929i,0.0010294+0.00033592i,0.0013119-7.6513e-05i,0.00092877-0.00067603i,0.00031948-0.0013319i,-5.1454e-06-0.00047977i,-0.00078628+0.00035492i,-0.0010064-0.0012011i,-0.00084759-0.0023008i,-0.0018734-0.0017556i,-0.0022923-0.00088305i,-0.0012945-0.0010983i,-0.00053317-0.0013544i,-0.00020929-0.00031034i,0.00033861+0.00029906i,0.00069451-0.00087811i,0.0011878-0.0013263i,0.0013049-0.00025588i,0.0010629-0.000126i,0.00096399-8.6197e-05i,0.00031416-7.9517e-05i,7.1072e-05+0.00019634i,4.1494e-05+9.8807e-05i
0.00078641+0.00086829i,0.00042034-0.0016019i,-0.00010322-0.003934i,0.0001225-0.0039551i,-0.0004107-0.0029863i,-0.0012744-0.0022614i,-0.0011556-0.0015719i,0.00018484-0.00085154i,0.0018798-0.0011446i,0.0019907-0.0028504i,0.00061329-0.0039307i,-0.00017817-0.0027534i,-1.1212e-05-0.0021045i,3.398e-05-0.0020073i,-0.00019097-0.00015433i,-0.00049454+0.0008398i,-0.00062708+0.00047119i,-0.00098406+0.00036756i,-0.0012442+0.00024261i,-0.0004454+0.00079481i,0.00019111+0.0011645i,0.00074815+0.00082312i,0.0012544+0.00029478i
0.00085864+0.0011056i,0.0013025+0.00050351i,0.0016781-0.0012518i,0.00262-0.0016435i,0.0035847-0.001003i,0.0021419-0.0012254i,7.202e-05-0.0012706i,-0.00095336-0.00020014i,-0.00029484+0.0012697i,0.0010879+0.0015106i,0.0012825+0.00027172i,0.00077993-0.00046802i,0.00062077-0.00028204i,0.00036429-0.00048948i,4.5256e-05-0.00096145i,0.00038007-0.00014971i,0.0011133+0.00012599i,0.00050752-0.00033546i,-0.00052123+0.00033739i,-0.00067713+0.00067348i,-0.00053382+0.0001681i,-0.00084244+0.00019087i,-0.0010686+0.00075348i
-0.00048486-0.002272i,0.00042404-0.0024204i,0.00076559-0.0031086i,0.00045614-0.001413i,0.00028718+0.0012754i,0.00024119+0.0014117i,-0.00054438-0.00051374i,-0.0015149-0.0015499i,-0.0019157-0.00076338i,-0.0011821+0.00075301i,0.00035999+0.0016832i,-5.6276e-05+0.0017658i,-0.00051558+0.00072772i,5.0846e-05-0.0003505i,-0.00044207-0.00063404i,-0.0012845-4.271e-05i,-0.0012929+6.8616e-05i,-0.00059274-0.00055775i,0.00049237-0.00067909i,0.001193-0.00070964i,0.00074329-0.0013083i,0.00066854-0.0012668i,0.00027327-0.001193i
-0.00088359+7.7018e-05i,-0.001002-0.00011627i,-0.0017729-0.0001955i,-0.001855+0.00021677i,-0.0016297+0.00062195i,-0.0011337+0.00045999i,-0.00079841-0.00069572i,-0.0014523-0.001599i,-0.0021626-0.0018103i,-0.002314-0.0011659i,-0.0024366-8.5699e-05i,-0.0018917+0.00015917i,-0.00033329+4.6644e-05i,0.0011607-0.00019985i,0.0014842+0.00018565i,0.0010614+0.00063474i,0.00054788+0.00025356i,-0.00019248-0.00045653i,0.00059945+0.00013071i,0.0014132+0.00052701i,0.00086837+0.00010007i,0.00037754+0.00037028i,0.00082021+0.00019468i
-0.0026008+0.0013755i,-0.0018169-0.00035583i,-0.0023847-0.0012236i,-0.0027123-0.0012288i,-0.0011223-0.00083725i,0.00074488-0.0012476i,0.00050944-0.0010288i,-0.00023951-0.00070805i,0.00041053-0.0012812i,0.00064131-0.0021952i,-2.2857e-05-0.0023712i,0.00014923-0.0011631i,0.00071849-0.00075913i,0.00072657-0.00086921i,0.00045438-0.00051411i,0.00037221-0.00018895i,-0.00022361+0.00048419i,-0.00046762+0.00085585i,-6.1603e-05+0.0011422i,0.000192+0.0012121i,0.00044055+0.0018218i,0.00028374+0.0017142i,0.00067635+0.00096718i
-3.1869e-05+0.0013781i,0.0014619+0.00019429i,0.0016457-0.00026041i,0.0014772-0.00014399i,0.00071888-0.00013102i,-3.048e-05-0.00081575i,-0.00082546-0.0010941i,-0.00061642-0.00033158i,0.0010577+0.00086337i,0.0028075+0.0012265i,0.0023681-0.00027547i,0.0012121-0.0011624i,0.00025637-2.535e-05i,-0.000759+0.00029948i,-0.00085904+0.0002146i,-0.00099223+0.00098232i,-0.00092451+0.00053919i,-0.00088786-0.00018285i,-0.0010797-0.00032731i,-0.00038247-0.00031907i,0.00022876+0.00042886i,-0.00057329+0.00077496i,-0.001464+0.00068153i
-0.00063102-0.0010288i,0.00034519-0.0019154i,-0.00026771-0.0024675i,-0.0006498-0.0015303i,0.00036349+0.00025272i,0.00066421+7.4603e-05i,0.00027539-0.0010304i,-0.0012595-0.00070873i,-0.0025452+0.00078039i,-0.001514+0.0010489i,-0.00088982+0.00043083i,-0.00080836+0.00034217i,-0.00046619+0.00022532i,-0.00014603-9.18e-05i,-0.00033662-0.00028696i,-0.0010426-0.00088896i,-0.00079427-0.00097313i,0.00020089-0.001171i,0.00073671-0.0011751i,0.00062104-0.00094791i,-0.00014677-0.00044801i,-0.0011685-0.00019669i,-0.00091155-0.00042012i
0.00050509-0.00060214i,0.0012971-0.00043289i,0.0006005-0.00073164i,-0.00010522-0.00042668i,0.00056547+4.2845e-05i,0.0011433-0.0005919i,0.00011006-0.00123i,-0.0015417-0.0015272i,-0.0023387-0.0018412i,-0.0022094-0.0013418i,-0.0016102-0.0006242i,-0.0011366+0.00021292i,-0.0011563+0.00049118i,4.96e-05-0.00019769i,0.0011106-0.00094608i,0.00055995-0.0014079i,0.00020451-0.00045463i,0.00030285+0.00069683i,0.00038895+0.00021077i,0.00088123-0.00040887i,0.00096694-0.00066585i,0.00092088-0.00015212i,0.0011801+0.00077608i
-0.0012566-0.00134i,-0.00154-0.00154i,-0.0017746-0.0021193i,-0.0014646-0.002029i,-0.00078732-0.00040327i,-0.00060401+0.0004233i,-0.0016669-0.00083867i,-0.0010839-0.0020602i,0.00014245-0.0026986i,-0.0011051-0.0029138i,-0.0014989-0.0020298i,-0.00019571-0.00032962i,0.00033834+0.00048241i,0.00048521+0.00051063i,0.0015446+0.00044743i,0.0013973+0.00090051i,5.6119e-05+0.00083787i,-0.00035398+0.0010514i,7.9465e-05+0.0019451i,0.000388+0.0013209i,0.00047358+0.00082421i,0.00043345+0.0015222i,-0.00018619+0.0010958i
-0.002262+0.00045518i,-0.0021296-0.0010831i,-0.0014535-0.0014174i,-0.00011966+7.9265e-05i,0.00031068+0.0014797i,-7.5193e-05+0.00082721i,-0.00055542-0.00051288i,-0.00074581-0.00026406i,0.00062681+0.00071414i,0.0026958+0.00061826i,0.0027286-0.00048619i,0.0012783+0.00027373i,0.00023149+0.0006801i,3.4034e-06+0.00026413i,-0.00091543+0.00051292i,-0.0005219+0.00035354i,0.00028214+0.00024134i,-0.0010519+0.00012858i,-0.0017865+0.00053678i,-0.0016463+0.0005645i,-0.0012508+0.00047812i,-0.00089143+0.00084264i,-0.0010761+0.00062565i
-0.0013002-0.00080617i,-0.00038598-0.0011046i,-0.0014402-0.0020589i,-0.0016099-0.0032875i,-0.00091784-0.0021976i,1.6937e-06-0.00034339i,0.00033783-2.2657e-05i,-0.0010025+0.00027881i,-0.0014189+0.0013212i,-0.00049178+0.0018896i,6.4897e-05+0.0011924i,-0.0008976-4.8371e-05i,-0.0010965-0.00049232i,-0.00070196-0.00088377i,-0.0012094-0.0013135i,-0.0013955-0.00069292i,-0.0011769-0.00050248i,-0.00040907-0.0010454i,0.00024221-0.0011455i,0.00039263-0.0010605i,0.00062548-0.00031883i,0.00061531+0.00057595i,0.00032784+0.0005444i
-0.0007194+0.00040678i,-0.0002371-2.2475e-05i,0.00083654+2.6423e-05i,0.0022526+0.00019378i,0.0020592-0.00024737i,0.0013881-0.00056139i,0.00088433-0.00075573i,-0.0005576-0.0013849i,-0.0023438-0.00090715i,-0.0031365+0.0003136i,-0.0020133+0.00098101i,-0.00048899+0.00035712i,0.00064415-0.00085334i,0.0016931-0.001367i,0.002505-0.0016576i,0.002282-0.0016063i,0.0011558-0.0011865i,0.00070314-0.00035534i,0.00090243+0.00060175i,0.0011759+0.00048593i,0.001369+0.00045936i,0.0012864+3.2274e-05i,0.00074508-0.00010493i
-0.00077235+0.001328i,-0.00089297+0.00013447i,0.00072838-0.00030755i,0.0017393-0.00092024i,0.0011236-0.00048538i,0.00058378+0.00049875i,-0.00026482-0.00018565i,-0.00078863-0.0016815i,-0.00051045-0.0029i,-0.00048773-0.003784i,-0.0005052-0.003604i,0.00032807-0.0010452i,0.00059315+0.00074124i,0.00048209+0.0011968i,0.0011036+0.0010247i,0.0015856+0.00016243i,0.00025227+4.2491e-05i,-0.0014359+0.00089386i,-0.0012327+0.0019862i,-0.00024191+0.001501i,-3.8139e-05+0.0014367i,-0.00046739+0.0014003i,-0.00073906+0.00018145i
0.0012908+0.00034583i,0.00034641+0.00080762i,0.00059834+0.00053675i,0.0017554+0.00086517i,0.0018462+0.00047851i,0.00072501-0.00028955i,0.00012925-0.0011619i,0.00058725-0.0014454i,0.0020823-0.0014967i,0.0031521-0.002079i,0.0022403-0.0021577i,0.001062-0.0012918i,0.00014296+7.8932e-05i,-0.0012275+0.00062052i,-0.0015717+0.0010005i,-0.00058359+0.0016496i,0.00021901+0.001064i,-0.00045229+0.00028916i,-0.0012121+0.00027169i,-0.0012368-0.00013942i,-0.00097315-0.00056664i,-0.0010483-7.1779e-05i,-0.001195-0.00015596i
-0.000953-0.0016631i,-0.00035107-0.0020324i,-0.0010244-0.002646i,-0.0012503-0.0024224i,-0.0012246-0.0014343i,-0.0009063-0.00085354i,-0.00088889-0.00034594i,-0.0012188+0.00068962i,-0.00013144+0.0021903i,0.0011827+0.0026271i,0.0006115+0.0012968i,-0.0007227+2.4849e-05i,-0.0010668-0.00045964i,-0.0011871-0.00096479i,-0.002155-0.00071348i,-0.0022882-0.0005246i,-0.0013104-0.0011036i,-0.00049697-0.0016455i,0.0002028-0.0019286i,5.6694e-05-0.0015735i,-0.00084717-0.00032332i,-0.001247-3.3151e-05i,-0.0011109-0.00076174i
-6.9062e-06+0.00015977i,0.00052673-0.00059912i,0.00083346-0.00086482i,0.00028426-0.0016118i,0.00099869-0.0023187i,0.0016895-0.0017951i,4.9452e-05-0.001226i,-0.0024773-0.00060822i,-0.0042574+0.00019254i,-0.0038536+0.00058221i,-0.001162+0.00046619i,0.00083065+0.00032479i,0.0013443-0.00031004i,0.0015357-0.0013641i,0.00085592-0.0022589i,0.000433-0.0020817i,0.0006133-0.00052731i,0.00059162+0.00031928i,0.00088737+0.00070084i,0.0010466+0.00061672i,0.00049302+0.00043469i,0.00027314+0.0010856i,0.00039193+0.0014843i
