-0.0012751-0.00046687i,-0.0010442-0.00036998i,-0.00012667-0.0001882i,0.00054692-0.0003189i,0.00057215-0.00018071i,0.00083663+0.00063345i,-0.00037369-0.00011319i,-0.0025013-0.00014371i,-0.0023389+0.0020973i,-0.00054902+0.0029335i,0.00038327+0.001991i,0.0007408+0.00054897i,0.00073366-0.00031616i,0.00032676-0.00094098i,0.00015727-0.0011067i,-8.001e-05-0.00018897i,-0.00045984+0.00026006i,-0.00024354+0.00020647i,0.00031963-0.00042259i,0.00037956-0.00092706i,0.00013006-0.00049286i,-2.9108e-05-0.00011134i,-4.5012e-05+0.00015847i
-0.037741-0.067334i,-0.15882-0.12724i,-0.29536-0.082925i,-0.31896+0.13978i,-0.28742+0.39624i,-0.312+0.50951i,-0.27526+0.45126i,-0.13652+0.27626i,-0.044457+0.12823i,-0.001608+0.084873i,0.036994+0.058731i,0.042107+0.01597i,0.028056-0.0073521i,0.016064-0.014933i,-0.0060817-0.015637i,-0.037192-0.0089792i,-0.061482+0.0005805i,-0.065745+0.0082837i,-0.049818+0.0072078i,-0.026393+0.00159i,-0.011801+0.0045659i,-0.011436+0.013827i,-0.016499+0.020558i
0.036129+0.067187i,0.13662+0.1492i,0.22165+0.18883i,0.17167+0.16745i,0.091071+0.17504i,0.12514+0.18924i,0.16557+0.095628i,0.1158-0.0039025i,0.051551-0.016126i,0.014492-0.016709i,-0.012039-0.020116i,-0.014302-0.0046864i,0.0031791+0.0092056i,0.021099+0.0096723i,0.028235-0.0055912i,0.023197-0.021844i,0.019713-0.02402i,0.020319-0.01969i,0.020763-0.011575i,0.017486-0.0042372i,0.0093266-0.0065401i,0.00092652-0.017691i,-0.0075595-0.029638i
-0.030694-0.068251i,-0.12031-0.14932i,-0.15103-0.18085i,0.056116-0.13338i,0.40372-0.12188i,0.56721-0.18236i,0.42642-0.1928i,0.1838-0.14498i,0.05177-0.11791i,0.023679-0.11138i,0.015714-0.091743i,0.0057602-0.050103i,0.0021839-0.0033917i,0.0031263+0.022207i,0.0098453+0.02371i,0.02375+0.014624i,0.036625+0.0048103i,0.038304+0.00032881i,0.026691-0.0011515i,0.013564-0.0027168i,0.010385-0.0049071i,0.014504-0.0050559i,0.019128-0.0024117i
0.035399+0.073941i,0.13167+0.16154i,0.19628+0.18341i,0.060099+0.046995i,-0.22678-0.1565i,-0.40109-0.24883i,-0.33514-0.19671i,-0.16773-0.10377i,-0.075322-0.039845i,-0.073199+0.017629i,-0.067126+0.065559i,-0.039424+0.05692i,-0.039104+0.012274i,-0.050803-0.011044i,-0.037782-0.0041079i,-0.010331+0.0076972i,0.0077466+0.007265i,0.018241-0.00046375i,0.02015-0.0082217i,0.0063674-0.011384i,-0.010949-0.0016778i,-0.016525+0.013644i,-0.0078164+0.021898i
-0.034712-0.076042i,-0.1287-0.18911i,-0.21758-0.28907i,-0.21705-0.2972i,-0.20949-0.20832i,-0.25391-0.058739i,-0.21908+0.077989i,-0.10664+0.11493i,-0.041543+0.077825i,-0.0068726+0.031311i,0.019349-0.011153i,0.01968-0.034085i,0.021207-0.035813i,0.019668-0.032206i,-0.0019406-0.019158i,-0.027353-0.0019776i,-0.045121+0.012226i,-0.050659+0.019045i,-0.03943+0.016538i,-0.020205+0.0092728i,-0.0093465+0.0016926i,-0.013224-0.00017322i,-0.022559+0.003759i
0.02263+0.079828i,0.11197+0.20441i,0.189+0.34415i,0.16+0.46818i,0.12757+0.60269i,0.20827+0.63095i,0.24762+0.41831i,0.15383+0.1574i,0.067674+0.054516i,0.053345+0.040108i,0.042798+0.020696i,0.015692+0.01047i,0.0032987+0.016058i,0.0086299+0.019041i,0.0058947+0.010401i,-0.0057169+0.00090005i,-0.0056787-0.0067305i,-0.0014256-0.015083i,-0.00022961-0.013591i,0.0052429-0.001954i,0.012597+0.0031349i,0.018147-0.0061074i,0.016566-0.022532i
-0.028886-0.083898i,-0.13252-0.20778i,-0.23413-0.31786i,-0.1796-0.32971i,0.019255-0.30137i,0.15445-0.28846i,0.1415-0.2302i,0.084956-0.13302i,0.035867-0.08025i,-0.020843-0.076386i,-0.053604-0.058666i,-0.036096-0.015995i,-0.0024245+0.0177i,0.011022+0.0254i,0.015504+0.014592i,0.027726-0.00032341i,0.041108-0.0067706i,0.048334-0.0013467i,0.039793+0.00054176i,0.019353-0.0061974i,0.00744-0.0072808i,0.0084181+0.00026748i,0.014833+0.0082776i
0.029619+0.081784i,0.13302+0.22233i,0.26417+0.35424i,0.30199+0.31511i,0.19473+0.071157i,0.030506-0.17797i,-0.087767-0.21673i,-0.11779-0.11167i,-0.080842-0.051321i,-0.04704-0.033177i,-0.020368-0.00087424i,-0.0010608+0.011604i,-0.010336+0.0019691i,-0.016866-0.0037083i,-0.0033017-0.001567i,0.0064542+0.0063481i,0.0023459+0.01245i,-0.0011617+0.010214i,0.0017494+0.0048144i,0.0033993+0.0011491i,-0.0013921-0.0010725i,-0.011289-0.001229i,-0.016936+0.0020607i
-0.023811-0.083743i,-0.12951-0.22995i,-0.2803-0.37438i,-0.40599-0.36738i,-0.46804-0.15289i,-0.42087+0.12783i,-0.23281+0.2253i,-0.051798+0.10745i,-0.012297+0.021407i,-2.5394e-05+0.045922i,0.034474+0.042558i,0.035897-0.0042512i,0.018396-0.033834i,0.0029182-0.034743i,-0.012364-0.022271i,-0.023873-0.020467i,-0.031931-0.027921i,-0.037909-0.029476i,-0.036008-0.020285i,-0.026607-0.0086706i,-0.020056-0.002254i,-0.014865-0.0012463i,-0.011565-0.0062819i
0.028881+0.088083i,0.1461+0.2241i,0.31276+0.34073i,0.40037+0.33414i,0.33999+0.272i,0.21959+0.24353i,0.14622+0.21063i,0.09689+0.15616i,0.048629+0.089015i,0.0071339+0.018953i,-0.029557-0.015287i,-0.035572-0.005359i,-0.0062913+0.0072219i,0.017193+0.003419i,0.020685+0.0044423i,0.027816+0.01575i,0.045288+0.019375i,0.05214+0.011593i,0.043421+0.0023368i,0.032402-0.0019065i,0.024803-0.00023031i,0.02047+0.0027303i,0.017509+0.0035094i
-0.027324-0.08326i,-0.14193-0.22969i,-0.30266-0.33948i,-0.33295-0.29112i,-0.093489-0.1882i,0.23255-0.21445i,0.27567-0.31482i,0.087862-0.29058i,-0.0092073-0.15432i,0.0083301-0.072447i,0.011318-0.042226i,-0.0040192-0.0034416i,-0.012028+0.031772i,-0.014459+0.044766i,-0.017848+0.028513i,-0.030982+0.0065964i,-0.038719+0.011057i,-0.024239+0.026692i,-0.0081303+0.026839i,-0.0072665+0.019612i,-0.0086482+0.016009i,-0.0073424+0.01233i,-0.0065273+0.0099076i
0.012406+0.085881i,0.11764+0.23482i,0.27664+0.33599i,0.35134+0.25052i,0.20866+0.065988i,-0.049512+0.0026404i,-0.12029+0.077987i,-0.0024912+0.098153i,0.038037+0.025437i,-0.028699+0.0059023i,-0.045167+0.036203i,-0.0202+0.025039i,-0.023444-0.008033i,-0.028954-0.021643i,-0.012245-0.018095i,0.00941-0.017536i,0.014178-0.029018i,0.0081702-0.034778i,0.0090512-0.026783i,0.0076201-0.020832i,-0.0027163-0.019879i,-0.0091081-0.013435i,-0.0043322-0.0038585i
-0.017222-0.096708i,-0.12705-0.23209i,-0.31487-0.28891i,-0.46941-0.15631i,-0.5046+0.011722i,-0.44827+0.054348i,-0.3849+0.043283i,-0.29215+0.055439i,-0.15811+0.045375i,-0.040036+0.0011616i,0.019088-0.045622i,0.025291-0.06123i,0.020144-0.045988i,0.011308-0.028114i,-0.012553-0.0077955i,-0.02475+0.018125i,-0.015287+0.023637i,-0.015792+0.010324i,-0.026202+0.0029937i,-0.02193+0.0036365i,-0.0083123+0.0055346i,0.00043204+0.0039478i,0.00038866-0.0057149i
0.011309+0.085499i,0.10205+0.23181i,0.27121+0.29285i,0.39495+0.18464i,0.40586+0.11892i,0.40319+0.18204i,0.43052+0.16386i,0.33672+0.020588i,0.14786-0.04541i,0.037834-0.011748i,0.0032186+0.015233i,0.003675+0.02402i,0.029429+0.016141i,0.042704+0.00083728i,0.041072-0.001982i,0.041504+0.0036508i,0.045676+0.011507i,0.053537+0.0090649i,0.05403-0.0092285i,0.041506-0.022333i,0.024334-0.017502i,0.011784-0.0042143i,0.007392+0.0045367i
0.0096143-0.089371i,-0.057691-0.24316i,-0.19233-0.30793i,-0.26891-0.16843i,-0.20136-0.023679i,-0.1042-0.0036306i,-0.075412-0.0057052i,-0.051149+0.038364i,-0.0013716+0.048478i,0.0039561+0.0046681i,-0.021441-0.0071154i,-0.025443+0.02171i,-0.012005+0.053237i,0.0011105+0.055972i,0.0036497+0.020093i,-0.014851-0.015276i,-0.039327-0.017184i,-0.043167+0.0048561i,-0.02787+0.027066i,-0.0093961+0.033236i,0.0017396+0.019464i,0.00071273-0.006022i,-0.0099105-0.019809i
-0.0071935+0.093576i,0.045678+0.2324i,0.18027+0.27088i,0.26717+0.059694i,0.17806-0.21188i,0.032161-0.32661i,-0.034393-0.30014i,-0.04303-0.21759i,-0.045835-0.12381i,-0.033809-0.040937i,0.001109-0.00024174i,0.004303-0.01116i,-0.033315-0.028446i,-0.044941-0.019391i,-0.011052-0.0079363i,0.025003-0.023667i,0.036335-0.052909i,0.028619-0.065302i,0.01169-0.05319i,-0.0068331-0.030398i,-0.013722-0.0085431i,-0.0028409+0.0090962i,0.016836+0.017542i
0.011584-0.089003i,-0.029564-0.23418i,-0.15626-0.2956i,-0.25429-0.096825i,-0.17485+0.21696i,-0.023816+0.37871i,0.047557+0.32232i,0.036839+0.15834i,-0.0039892+0.044623i,-0.013304+0.019315i,-0.0017873+0.0067517i,0.0013951-0.013046i,0.0049652-0.028186i,-0.010841-0.031515i,-0.043156+0.0014777i,-0.041171+0.051491i,-0.010307+0.070682i,0.0066597+0.060602i,0.007925+0.041209i,0.0038651+0.021526i,-0.0062836+0.013149i,-0.016911+0.016308i,-0.024217+0.017799i
-0.026348+0.085696i,-0.014717+0.23967i,0.056391+0.34286i,0.097354+0.24354i,0.0039945+0.066889i,-0.098547+0.0015436i,-0.11025+0.013481i,-0.10648+0.014449i,-0.10202+0.00056847i,-0.091465-0.023051i,-0.089577-0.028607i,-0.061949+0.00066955i,-0.0074897+0.020389i,0.023182+0.014464i,0.01407+0.0094744i,-0.0064793+0.026092i,-0.0097112+0.056391i,0.0056152+0.058401i,0.016553+0.023019i,0.013512-0.0083398i,0.0044401-0.017447i,-0.0052112-0.01509i,-0.004304-0.015136i
0.028349-0.087318i,0.022735-0.2346i,-0.0491-0.33383i,-0.10388-0.25422i,-0.0035981-0.14514i,0.14701-0.17507i,0.18407-0.21649i,0.14322-0.15391i,0.098198-0.088739i,0.062308-0.066441i,0.051931-0.04336i,0.04896-0.021563i,0.029544-0.00014103i,0.017908+0.0056964i,0.014493-0.035269i,-0.014636-0.092484i,-0.058502-0.1186i,-0.074177-0.099352i,-0.048037-0.050086i,-0.0086648-0.01396i,0.012121-0.0079436i,0.017504-0.012935i,0.017659-0.011856i
-0.036869+0.081581i,-0.034089+0.22516i,0.064869+0.33441i,0.17852+0.26003i,0.094569+0.15481i,-0.091596+0.24115i,-0.085885+0.349i,0.067575+0.26501i,0.12926+0.10361i,0.086326+0.030057i,0.044533+0.022913i,0.022462+0.01383i,0.0029143+0.0016526i,0.0012845+0.010643i,0.037592+0.030203i,0.10179+0.023237i,0.14974-0.01628i,0.14176-0.048992i,0.08459-0.049869i,0.028233-0.031044i,0.0022982-0.0090963i,-0.0072339+0.006666i,-0.010566+0.015083i
0.050147-0.07943i,0.06758-0.22254i,0.0043195-0.34032i,-0.1209-0.27386i,-0.15193-0.10876i,-0.087322-0.076684i,-0.081782-0.13684i,-0.11833-0.11751i,-0.091103-0.024774i,-0.023202+0.019545i,0.0032574-0.011185i,-0.013348-0.042295i,-0.019777-0.045234i,-0.027409-0.04354i,-0.064593-0.014907i,-0.095123+0.054501i,-0.087701+0.1205i,-0.054222+0.13375i,-0.015941+0.093897i,0.0048958+0.045884i,0.0093746+0.019109i,0.010664+0.0027682i,0.0027294-0.013932i
-0.048105+0.077372i,-0.076227+0.20555i,-0.0198+0.29911i,0.1447+0.22443i,0.29194+0.061612i,0.32363-0.034287i,0.24672-0.083095i,0.05926-0.10317i,-0.11302-0.06239i,-0.14955+0.0037339i,-0.10037+0.06042i,-0.023572+0.092622i,0.042263+0.081654i,0.062445+0.052394i,0.05041+0.02352i,0.020382-0.0055547i,-0.014753-0.014205i,-0.030814-0.0015424i,-0.022899+0.010282i,-0.0077518+0.011639i,0.00095412+0.010501i,0.007336+0.013418i,0.014382+0.010952i
0.063227-0.067453i,0.084377-0.18538i,-0.028296-0.23676i,-0.28932-0.073388i,-0.45357+0.16015i,-0.35901+0.23382i,-0.17842+0.15799i,-0.068014+0.049106i,-0.047912-0.027572i,-0.063732-0.049243i,-0.068075-0.036686i,-0.083812-0.014064i,-0.10515+0.021643i,-0.085103+0.036477i,-0.032144+0.0021404i,0.0054734-0.059362i,0.0066472-0.11447i,-0.012505-0.12687i,-0.031597-0.0936i,-0.043248-0.050267i,-0.044269-0.020782i,-0.036879-0.0058677i,-0.020431+0.0033437i
-0.075088+0.057244i,-0.13911+0.15443i,-0.10581+0.15916i,0.018432-0.057506i,0.026559-0.27166i,-0.088359-0.20122i,-0.072226-0.0092045i,0.05597+0.024795i,0.091452-0.050792i,0.051427-0.093367i,0.041757-0.10389i,0.048471-0.11861i,0.025199-0.12222i,-0.011713-0.077397i,-0.020089+0.0052308i,0.025987+0.071578i,0.10322+0.086078i,0.14842+0.05142i,0.13281-0.0013898i,0.082323-0.038457i,0.032754-0.044027i,-0.0010478-0.028466i,-0.017306-0.0085956i
0.084106-0.051946i,0.188-0.13139i,0.24211-0.12443i,0.22755+0.084259i,0.26885+0.30207i,0.35353+0.2683i,0.31026+0.080661i,0.17167-0.030107i,0.11729-0.047119i,0.11987-0.044043i,0.087998-0.018509i,0.059671+0.029977i,0.072681+0.043259i,0.072822-0.0065069i,0.01145-0.058348i,-0.078577-0.042591i,-0.13648+0.024487i,-0.13313+0.078842i,-0.079207+0.09826i,-0.020611+0.087899i,0.0045888+0.05949i,0.010066+0.029673i,0.011592+0.00181i
-0.09535+0.037887i,-0.20363+0.10416i,-0.23054+0.09624i,-0.12509-0.11024i,-0.069482-0.33016i,-0.13986-0.27815i,-0.16323-0.080199i,-0.085406+0.018021i,-0.028489+0.029557i,-0.029815+0.036332i,-0.047989+0.037751i,-0.050936+0.029789i,-0.036745+0.026336i,-0.0079769+0.043411i,0.034358+0.053613i,0.056547+0.023822i,0.045221-0.018113i,0.026335-0.039878i,0.007966-0.042898i,-0.0030419-0.036157i,0.0031651-0.024697i,0.013735-0.0062834i,0.021977+0.0098862i
0.097746-0.027396i,0.23687-0.069192i,0.35161-0.03157i,0.35405+0.16978i,0.27612+0.34897i,0.14235+0.24443i,-0.015619+0.10581i,-0.068335+0.1681i,-0.039714+0.21076i,-0.027554+0.14808i,0.0027243+0.087039i,0.046641+0.033109i,0.047953-0.016628i,0.021135-0.047054i,0.0036001-0.065002i,0.00959-0.084678i,0.021547-0.10697i,0.016172-0.10493i,0.0061597-0.070508i,0.0060315-0.026697i,0.0073378-1.2063e-05i,-0.00055578+0.002107i,-0.011224-0.0015327i
-0.11071+0.017072i,-0.30208+0.05439i,-0.56164+0.063216i,-0.74975+0.038654i,-0.69033+0.068456i,-0.35361+0.1677i,-0.023908+0.11607i,-0.029976-0.059957i,-0.17307-0.086719i,-0.16425-0.040561i,-0.11196-0.043481i,-0.10005-0.013991i,-0.075299+0.042709i,-0.049042+0.075372i,-0.027693+0.097613i,0.0054155+0.11883i,0.045389+0.12372i,0.072687+0.094476i,0.065778+0.039991i,0.029688-0.0016567i,0.0017354-0.010368i,-0.0019441-0.0099603i,-0.00090393-0.016974i
0.11464-0.0042544i,0.29173-0.050347i,0.49408-0.089019i,0.57211-0.081831i,0.47075-0.024078i,0.32487+0.02574i,0.24561-0.063165i,0.18784-0.24591i,0.074111-0.29337i,-0.0082361-0.16748i,-0.0046667-0.070396i,-0.0030744-0.061277i,-0.013287-0.052699i,-0.011996-0.043527i,-0.02912-0.050775i,-0.059354-0.052207i,-0.083829-0.043692i,-0.08882-0.016951i,-0.061625+0.015493i,-0.029338+0.022169i,-0.015683+0.017609i,-0.0061412+0.019774i,0.0023755+0.019094i
-0.11428-0.010128i,-0.3072+0.021747i,-0.53484+0.061643i,-0.67026+0.085849i,-0.65643+0.056333i,-0.49944-0.0076187i,-0.27839-0.011828i,-0.10967+0.0081338i,-0.031896-0.029161i,-0.026732-0.074684i,-0.017244-0.042265i,0.019822+0.013026i,0.031308+0.034271i,0.034281+0.040268i,0.05124+0.034634i,0.065711+0.026273i,0.08265+0.016517i,0.08445-0.0090921i,0.054262-0.031711i,0.014798-0.035685i,-0.019782-0.02487i,-0.047042-0.0040926i,-0.053457+0.010257i
0.10692+0.024768i,0.32498-0.0045895i,0.59694-0.1253i,0.75566-0.36213i,0.68322-0.4922i,0.43821-0.26364i,0.24422+0.076494i,0.1651+0.17887i,0.093942+0.088619i,0.025702+0.011969i,-0.013748+0.0052242i,-0.025595+0.017569i,-0.012386+0.001829i,-0.017845-0.013961i,-0.032265+0.0052152i,-0.018158+0.027289i,0.013197+0.040531i,0.042973+0.044738i,0.056677+0.024075i,0.045713-0.0044705i,0.024394-0.026876i,0.012725-0.045255i,0.011703-0.051696i
-0.11068-0.05335i,-0.28923-0.031741i,-0.41133+0.13602i,-0.29935+0.45104i,-0.090916+0.64719i,-0.043609+0.51641i,-0.12815+0.31308i,-0.11784+0.2123i,-0.018644+0.10268i,0.018382-0.00518i,0.0012587-0.057475i,-0.022475-0.061658i,-0.035638-0.035704i,-0.039703-0.03331i,-0.070375-0.055537i,-0.12626-0.04723i,-0.16125-0.012494i,-0.1401+0.02015i,-0.070919+0.036173i,-0.0086395+0.030185i,0.014203+0.0215i,0.024833+0.024629i,0.041672+0.022129i
0.080662+0.042727i,0.20248+0.051258i,0.21333-0.04566i,-0.024568-0.24211i,-0.25221-0.35969i,-0.16051-0.38059i,0.075105-0.4657i,0.14574-0.49956i,0.09892-0.34226i,0.070833-0.15067i,0.055567-0.044424i,0.054317-0.0011557i,0.053341-0.0016126i,0.052192+0.0021332i,0.08388+0.0071328i,0.12215-0.024227i,0.12397-0.057075i,0.086551-0.061837i,0.032901-0.042139i,0.0095623-0.010577i,0.020615+0.0025635i,0.021107+0.0015911i,0.0097978+0.0068801i
-0.067724-0.070358i,-0.18069-0.13958i,-0.20657-0.12294i,-0.0040856+0.025618i,0.2563+0.16527i,0.29934+0.21142i,0.2158+0.2621i,0.17484+0.30688i,0.10905+0.26283i,0.031785+0.18216i,0.016282+0.098457i,0.0053011+0.015597i,-0.01255-0.015427i,-0.010295-0.012509i,-0.019681-0.0032408i,-0.034136+0.016813i,-0.031727+0.020439i,-0.014607+0.0064363i,0.01151-0.0040737i,0.014358-0.0033229i,0.0039567+0.013334i,0.01583+0.017742i,0.025526-0.0039344i
0.058023+0.095427i,0.14078+0.21829i,0.10702+0.32636i,-0.18025+0.41616i,-0.49286+0.60073i,-0.49243+0.7842i,-0.3413+0.67647i,-0.33362+0.3865i,-0.31011+0.1912i,-0.16715+0.056739i,-0.063299-0.026869i,0.005927-0.015227i,0.066497-0.0026008i,0.06764-0.02269i,0.047227-0.040749i,0.047548-0.053739i,0.051838-0.062689i,0.040534-0.059964i,0.013324-0.042531i,-0.016468-0.024277i,-0.042279-0.0016038i,-0.052949+0.038666i,-0.040602+0.072167i
-0.036479-0.070505i,-0.08556-0.17762i,-0.014353-0.28807i,0.26333-0.37971i,0.50706-0.51249i,0.42248-0.65589i,0.13221-0.68826i,-0.11804-0.5713i,-0.27781-0.3111i,-0.28974-0.040726i,-0.18802+0.082382i,-0.10304+0.090699i,-0.046751+0.08832i,0.013187+0.092466i,0.059809+0.071494i,0.078902+0.012916i,0.065164-0.051631i,0.027233-0.077808i,-0.011513-0.05892i,-0.03309-0.031744i,-0.044523-0.023131i,-0.057887-0.019559i,-0.061734-0.01256i
0.03751+0.087507i,0.07791+0.23996i,0.031511+0.40933i,-0.15783+0.5537i,-0.28391+0.68786i,-0.056728+0.72335i,0.3581+0.47524i,0.47385+0.064094i,0.24067-0.18161i,0.0089585-0.20003i,-0.056691-0.13603i,-0.047221-0.073812i,-0.046187-0.030539i,-0.088477+0.0087051i,-0.14091+0.098601i,-0.11283+0.21463i,-0.0045791+0.25105i,0.09499+0.17418i,0.12458+0.043151i,0.088261-0.045315i,0.042238-0.055243i,0.012141-0.041729i,-0.014213-0.035429i
-0.064356-0.12801i,-0.15445-0.31263i,-0.20941-0.50492i,-0.23723-0.60987i,-0.33888-0.53567i,-0.37807-0.2259i,-0.24562+0.056023i,-0.16046+0.0066627i,-0.23418-0.17183i,-0.25998-0.16849i,-0.15202-0.076683i,-0.074495-0.021446i,-0.055611+0.050423i,-0.026909+0.07907i,-0.039128+0.015786i,-0.090829-0.034771i,-0.090414-0.025662i,-0.03473+0.0044637i,0.027882+0.021976i,0.058098+0.0027476i,0.04249-0.019133i,0.02118-0.010285i,0.014544-0.010327i
-0.040881+0.046314i,-0.059974+0.13628i,-0.096949+0.26232i,-0.076655+0.27707i,0.02544+0.19379i,0.10789+0.12607i,0.1729+0.044275i,0.26456-0.065245i,0.30902-0.15451i,0.22957-0.20194i,0.090799-0.15982i,0.0093028-0.07689i,-0.022732-0.049554i,-0.037531-0.042411i,-0.020789-0.021449i,0.0090851-0.0076423i,0.046345+0.006581i,0.084579+0.013801i,0.090737+0.012075i,0.07032+0.01676i,0.039973+0.019839i,0.014041+0.0068223i,-0.0011296-0.020753i
0.050167-0.092751i,0.078309-0.26283i,0.048965-0.47658i,-0.10744-0.47181i,-0.2346-0.15215i,-0.043745+0.18522i,0.3103+0.19845i,0.42577-0.027825i,0.2573-0.19188i,0.060305-0.21977i,-0.041531-0.17818i,-0.069064-0.11821i,-0.062884-0.093224i,-0.086612-0.084315i,-0.12872-0.035261i,-0.12538+0.039654i,-0.073508+0.094i,-0.01226+0.089985i,0.024454+0.031705i,0.023224-0.0078803i,0.011959+0.010951i,0.021855+0.026534i,0.040778-0.0018788i
0.031062+0.11262i,0.10762+0.38283i,0.37426+0.66259i,0.92158+0.80685i,1.3433+0.76319i,1.1276+0.68213i,0.50832+0.66834i,0.080983+0.64337i,-0.065606+0.44953i,-0.1095+0.20365i,-0.034059+0.055805i,0.072828-0.053633i,0.10632-0.14278i,0.10709-0.21284i,0.079473-0.29503i,-0.0011386-0.3623i,-0.10682-0.33101i,-0.15628-0.17549i,-0.10091-0.016732i,-0.033129+0.035923i,-0.031073+0.043591i,-0.020197+0.055969i,0.02721+0.023922i
-1.8758+7.0996i,0.88154+7.3685i,4.2352+7.3545i,5.7178+4.6546i,5.7269+1.3803i,4.1222-1.4735i,1.2499-2.0575i,-0.64129-0.53321i,-0.47699+1.0671i,0.53139+1.2042i,0.66351+0.27778i,0.06483-0.40431i,-0.61118-0.57821i,-1.2169-0.24294i,-1.2495+0.39842i,-0.74004+0.74033i,-0.2265+0.5959i,-0.0015145+0.14262i,-0.08431-0.29356i,-0.24778-0.4099i,-0.2734-0.33647i,-0.19606-0.24544i,-0.060688-0.17028i
0.083669-0.014228i,0.1552-0.052092i,0.21832-0.33631i,0.40421-0.73025i,0.69488-0.86932i,0.75472-0.64285i,0.46687-0.22082i,0.17142+0.19052i,0.056454+0.3299i,-0.024443+0.18865i,-0.12262+0.051893i,-0.14819+0.039763i,-0.11961+0.044659i,-0.1277+0.019731i,-0.15249-0.010865i,-0.18488-0.025215i,-0.20639-0.00083695i,-0.15691+0.0082585i,-0.082752-0.043289i,-0.041497-0.065473i,-0.0065908-0.011853i,0.034574+0.021393i,0.036227-0.0052044i
0.1154+0.03447i,0.36585+0.074669i,0.65132+0.20289i,0.85357+0.36828i,0.84177+0.31616i,0.49348+0.022015i,-0.027272-0.10314i,-0.25434+0.12744i,-0.10023+0.35071i,0.078617+0.33791i,0.12925+0.18615i,0.10817+0.010342i,0.049586-0.0848i,0.015074-0.078653i,0.012976-0.063559i,-0.019917-0.086629i,-0.084084-0.092732i,-0.12636-0.056842i,-0.12759-0.017207i,-0.09165+0.014321i,-0.027626+0.039171i,0.026556+0.04931i,0.036404+0.055087i
-0.17109+0.0099002i,-0.42515-0.017836i,-0.78256-0.048086i,-1.1156-0.0027767i,-1.0805+0.12159i,-0.60965+0.096868i,-0.22595-0.075647i,-0.13627-0.061165i,-0.040934+0.14559i,0.066498+0.22117i,0.070308+0.14953i,0.05412+0.041084i,0.022239-0.056085i,-0.023629-0.056702i,-0.018264+0.020718i,0.016343+0.0735i,0.019431+0.055644i,-0.033506+0.0050505i,-0.10436-0.01179i,-0.11758+0.013523i,-0.068633+0.034125i,-0.024716+0.037878i,-0.013112+0.04761i
0.078959+0.036785i,0.26018+0.058174i,0.55909+0.060146i,0.98925-0.068186i,1.3778-0.35127i,1.2978-0.53669i,0.74825-0.39955i,0.28936-0.067322i,0.14558+0.1276i,0.087776+0.12827i,0.014982+0.10999i,-0.021846+0.1089i,-0.028274+0.095166i,-0.0076584+0.08143i,0.041212+0.058417i,0.075107+0.020806i,0.069662-0.011823i,0.041442-0.035634i,0.014622-0.052558i,0.0076023-0.049703i,0.019431-0.045137i,0.024302-0.067722i,0.0041586-0.093729i
-0.036675-0.043188i,-0.098419-0.072878i,-0.06829-0.0987i,0.15499-0.11336i,0.37627-0.2203i,0.2624-0.38504i,-0.057171-0.26324i,-0.1094+0.088459i,0.09481+0.24554i,0.18169+0.18112i,0.10552+0.079676i,0.0051699+0.0031859i,-0.062068-0.016698i,-0.076554-0.0073249i,-0.088696-0.011899i,-0.14069-0.005048i,-0.19452+0.035962i,-0.19963+0.081454i,-0.14408+0.092434i,-0.065675+0.073325i,0.0064965+0.05207i,0.05573+0.042274i,0.064153+0.0496i
0.073696+0.06515i,0.13543+0.11619i,0.059563+0.11436i,-0.24912-0.0061821i,-0.60489-0.20841i,-0.73197-0.28242i,-0.57814-0.13818i,-0.2589+0.024866i,0.032348+0.068442i,0.14874+0.066537i,0.16136+0.064444i,0.13777+0.038551i,0.086582+0.00522i,0.053692-0.005044i,0.06523-0.0021951i,0.088652-0.0067521i,0.084239-0.018934i,0.037224-0.023626i,-0.034652-0.002497i,-0.063896+0.026622i,-0.044506+0.024155i,-0.04016+0.010643i,-0.042944+0.027458i
-0.031736-0.080436i,-0.059679-0.13336i,-0.021135-0.16847i,0.067098-0.21775i,0.035604-0.31245i,-0.10872-0.34709i,-0.13704-0.22058i,-0.046321-0.10722i,-0.0093377-0.10111i,-0.014374-0.084518i,-0.02196-0.031228i,-0.032434+0.020049i,-0.016202+0.032643i,0.0056631+0.0084112i,0.013588-0.013035i,0.018845-0.014038i,0.024268+0.0016562i,0.034596+0.027274i,0.051593+0.044882i,0.057977+0.033849i,0.042858-0.0021144i,0.022245-0.04003i,0.011541-0.05836i
0.0013189+0.059355i,0.033496+0.065753i,-0.0095843-0.03669i,-0.20387-0.18692i,-0.38301-0.16552i,-0.31779+0.01821i,-0.082923+0.11185i,0.055414+0.072375i,0.043969+0.026329i,0.020298+0.02729i,0.045616+0.023248i,0.06523-0.0020611i,0.054757-0.0058848i,0.03489-0.0044202i,0.0019574-0.017449i,-0.045957-0.025412i,-0.089563-0.028201i,-0.10415-0.02929i,-0.080134-0.022175i,-0.044079-0.016895i,-0.019898-0.010929i,-0.0047788+0.0056737i,0.00089897+0.017842i
