-0.0012751-0.00046687i,-0.0010442-0.00036998i,-0.00012667-0.0001882i,0.00054692-0.0003189i,0.00057215-0.00018071i,0.00083663+0.00063345i,-0.00037369-0.00011319i,-0.0025013-0.00014371i,-0.0023389+0.0020973i,-0.00054902+0.0029335i,0.00038327+0.001991i,0.0007408+0.00054897i,0.00073366-0.00031616i,0.00032676-0.00094098i,0.00015727-0.0011067i,-8.001e-05-0.00018897i,-0.00045984+0.00026006i,-0.00024354+0.00020647i,0.00031963-0.00042259i,0.00037956-0.00092706i,0.00013006-0.00049286i,-2.9108e-05-0.00011134i,-4.5012e-05+0.00015847i
0.0010312+0.027373i,0.012948+0.054392i,0.032268+0.082203i,0.027294+0.1077i,-0.020214+0.12168i,-0.052368+0.1024i,-0.020817+0.060187i,0.026769+0.018322i,0.029217-0.0017422i,0.0011396+0.005233i,-0.015177+0.014513i,-0.014117+0.014979i,-0.010139+0.012747i,-0.0088487+0.012844i,-0.0055959+0.012416i,0.0006668+0.0077656i,0.0054171+0.0033891i,0.0083292+0.0027267i,0.010077+0.0028244i,0.0092439+0.00025603i,0.007963-0.004089i,0.0068727-0.0081059i,0.0034266-0.009625i
-0.0064366-0.023243i,-0.023769-0.04791i,-0.054521-0.068047i,-0.067953-0.086809i,-0.029957-0.10472i,0.025223-0.10301i,0.031692-0.087294i,-0.0019202-0.06583i,-0.017956-0.036109i,-0.0049149-0.01216i,0.0093674-0.0045815i,0.012015-0.0056614i,0.0074084-0.0036524i,0.0035462+0.00056966i,0.003476+0.0016495i,0.0042647+0.0018505i,0.0041291+0.00054281i,0.0018419-0.003996i,-0.0017337-0.0070128i,-0.0040145-0.0058583i,-0.004658-0.0023849i,-0.003179+0.0010092i,-0.0012129+0.0043987i
0.010315+0.022262i,0.035138+0.040424i,0.080771+0.047828i,0.11932+0.059886i,0.1061+0.092346i,0.050674+0.099503i,0.0042229+0.056884i,-0.013818+0.010487i,-0.0094874-0.011175i,0.0032047-0.013381i,0.0071078-0.0075237i,0.0058145-0.0025839i,0.0090154-0.0028842i,0.013375-0.005664i,0.009323-0.0068529i,-0.00042155-0.0068622i,-0.0061785-0.0053923i,-0.0050999-0.0036824i,-0.0016873-0.0028745i,-0.00093086-0.0025338i,-0.002759-0.0018363i,-0.004924-0.0022887i,-0.0046327-0.0045661i
-0.013699-0.023569i,-0.045099-0.033516i,-0.10206-0.025081i,-0.15609-0.020584i,-0.16386-0.055013i,-0.12977-0.08019i,-0.093775-0.045519i,-0.068139+0.0039753i,-0.04915+0.017877i,-0.036994-0.00222i,-0.027322-0.02048i,-0.0194-0.020381i,-0.013543-0.014878i,-0.011567-0.012381i,-0.010942-0.0097989i,-0.0069355-0.0042987i,-0.0028392+0.0011958i,-0.0026526+0.0036412i,-0.0049412+0.0040373i,-0.0059268+0.0039786i,-0.0042847+0.0057593i,-0.0013234+0.0082788i,0.0022079+0.0086119i
0.01252+0.020433i,0.04409+0.022929i,0.096895-0.003275i,0.15376-0.034559i,0.17788-0.010015i,0.15749+0.052974i,0.12178+0.076289i,0.084989+0.054897i,0.042933+0.03i,0.0087978+0.02301i,-0.0043039+0.024815i,-0.0039385+0.022805i,-0.0041775+0.015153i,-0.005909+0.0096688i,-0.0044583+0.0086695i,-0.00081387+0.0062304i,0.0022678+0.0028379i,0.0058623+0.0011624i,0.0098023+0.00075194i,0.01115+0.00051084i,0.010108-0.00050783i,0.005485-0.0027319i,-0.0016597-0.0041803i
-0.017787-0.018894i,-0.050017-0.011281i,-0.097349+0.041958i,-0.14992+0.11886i,-0.1813+0.1385i,-0.15344+0.08487i,-0.07787+0.031941i,-0.013762+0.010441i,0.0091395+0.0099138i,0.0082474+0.017912i,0.0028143+0.020115i,-0.0021686+0.016648i,-0.0038683+0.015472i,-0.0027522+0.015628i,-0.00026148+0.011858i,0.0026052+0.0052917i,0.0047967-0.00032779i,0.0056764-0.0026635i,0.0047615-0.0023827i,0.0038112-0.0029376i,0.0031136-0.0038904i,0.0032759-0.0035992i,0.0045644-0.0019427i
0.023093+0.017633i,0.051652+0.00064095i,0.083173-0.070532i,0.11342-0.17084i,0.14706-0.21261i,0.16054-0.16802i,0.13164-0.12108i,0.078095-0.10391i,0.040102-0.082244i,0.0339-0.053714i,0.037755-0.031702i,0.034162-0.019032i,0.028899-0.012597i,0.0252-0.0087648i,0.018052-0.0043762i,0.0090365-0.00077642i,0.0020131-7.7192e-05i,-0.0015765-0.0028502i,-0.00084846-0.0066021i,0.00062192-0.0068702i,-0.00023273-0.003929i,-0.0018246-0.002366i,-0.0030902-0.0033537i
-0.019318-0.016014i,-0.041006+0.00025459i,-0.04268+0.080001i,-0.026726+0.19953i,-0.039603+0.26093i,-0.080236+0.20736i,-0.1038+0.11322i,-0.093049+0.053421i,-0.065947+0.016337i,-0.046747-0.010169i,-0.037332-0.018484i,-0.026375-0.014165i,-0.014657-0.012353i,-0.0079415-0.014527i,-0.0078129-0.014333i,-0.0091872-0.0087624i,-0.0068486-0.0027943i,-0.0042914+0.00017815i,-0.0078611+0.0011119i,-0.013812+0.0021154i,-0.014862+0.0054921i,-0.0094118+0.007974i,-0.001363+0.0065436i
0.026827+0.013285i,0.039241-0.0099436i,0.0058678-0.10181i,-0.067302-0.23581i,-0.093977-0.31051i,-0.061835-0.25948i,-0.030228-0.15005i,-0.024024-0.070362i,-0.033806-0.024749i,-0.037325-0.0038222i,-0.026829-0.0034531i,-0.016315-0.0088592i,-0.011988-0.0099446i,-0.0097099-0.0065329i,-0.005031-0.0011175i,0.00056056+0.0024154i,0.0029197+0.0030637i,0.003181+0.0038724i,0.005395+0.0045411i,0.0084541+0.0032438i,0.0082124+0.0012484i,0.0024811+0.00035415i,-0.0038416+0.0011036i
-0.025495-0.011713i,-0.030848+0.0096499i,0.02723+0.093481i,0.14006+0.21051i,0.19032+0.27955i,0.14849+0.26618i,0.092441+0.2109i,0.059792+0.15432i,0.043597+0.10683i,0.028575+0.076087i,0.01168+0.057929i,-0.0025581+0.04479i,-0.010436+0.035597i,-0.012644+0.027951i,-0.011748+0.019651i,-0.0083427+0.011997i,-0.0030703+0.0046942i,0.0015502+5.5802e-05i,0.0032606+0.00019198i,0.0030365+0.0027095i,0.0031113+0.00414i,0.0051285+0.0024586i,0.0060859-0.0016507i
0.028765+0.011564i,0.024484-0.0018206i,-0.062505-0.057805i,-0.22839-0.12365i,-0.32024-0.14504i,-0.25144-0.13036i,-0.12024-0.10961i,-0.031059-0.091239i,0.0076597-0.070268i,0.024491-0.051008i,0.024981-0.037147i,0.016291-0.02381i,0.013317-0.012024i,0.016525-0.0033716i,0.019508-0.00086858i,0.018595-0.0047956i,0.012687-0.0074626i,0.0086472-0.0074435i,0.010662-0.0095286i,0.012513-0.012439i,0.008837-0.012781i,0.0036151-0.0085899i,0.00097651-0.0021033i
-0.027575-0.010784i,-0.015847-0.0052609i,0.092421+0.02398i,0.29203+0.051021i,0.41354+0.05324i,0.35005+0.054109i,0.22065+0.047042i,0.12814+0.015185i,0.05993-0.020539i,0.015134-0.032178i,0.0046194-0.019156i,0.011064-0.0036574i,0.015387-0.00041565i,0.009471-0.0039657i,-0.0011164-0.0031028i,-0.0064783+0.0025984i,-0.0065864+0.0049997i,-0.0067617+0.0029655i,-0.0095341+0.00025254i,-0.012281+0.002202i,-0.011633+0.0059627i,-0.0080851+0.0052275i,-0.0049558+0.0016353i
0.029792+0.0080858i,0.016359+0.0081553i,-0.091559+0.010488i,-0.27928+0.042884i,-0.3835+0.088194i,-0.3121+0.07425i,-0.20114+0.0090607i,-0.14866-0.027165i,-0.11662-0.021171i,-0.08664-0.01027i,-0.063186-0.0097962i,-0.039593-0.014716i,-0.02123-0.019073i,-0.010409-0.019623i,-0.0033304-0.019258i,-0.00018678-0.017905i,0.002753-0.011625i,0.0048712-0.0056937i,0.0043969-0.0038563i,0.0017146-0.0042485i,-0.0018289-0.0039052i,-0.004335-0.0019193i,-0.0045247-0.0019197i
-0.034117-0.0061606i,-0.024864-0.01718i,0.070634-0.066689i,0.23409-0.17977i,0.32388-0.27997i,0.25669-0.25077i,0.15021-0.1283i,0.090165-0.034144i,0.049602+0.015683i,0.028411+0.043627i,0.027699+0.041458i,0.021626+0.024585i,0.0082362+0.016722i,-0.0018928+0.017107i,-0.0056938+0.019281i,-0.0028105+0.020372i,0.0012688+0.017582i,0.00039335+0.014094i,-0.0013488+0.014108i,0.00077042+0.01503i,0.0043413+0.013181i,0.0061311+0.0083003i,0.0060076+0.0039235i
0.033516+0.008491i,0.02671+0.029635i,-0.060104+0.11697i,-0.20301+0.27618i,-0.27744+0.37641i,-0.21417+0.31921i,-0.124+0.18835i,-0.075555+0.10093i,-0.024804+0.056561i,0.014594+0.018956i,0.012085-0.00093966i,-0.0069127-0.00060409i,-0.012659+0.0041213i,-0.0069227+0.005473i,-0.0036244+0.00053863i,-0.0051189-0.0066188i,-0.0052396-0.009549i,-8.6082e-05-0.0099151i,0.0061885-0.012116i,0.0059851-0.014972i,0.0014539-0.012968i,-0.00049649-0.0054477i,0.00012432-0.00011731i
-0.040034-0.0022273i,-0.040364-0.024636i,0.017588-0.12261i,0.094389-0.28474i,0.094011-0.35447i,0.030011-0.26825i,0.017543-0.14417i,0.04532-0.083954i,0.041468-0.074147i,0.020499-0.067355i,0.0099387-0.0514i,0.010159-0.029524i,0.013286-0.016186i,0.011243-0.0095242i,0.0077282+0.0018122i,0.0084882+0.010902i,0.0074714+0.011007i,0.0034391+0.0077413i,0.0019006+0.0048913i,0.0028836+0.0010444i,0.0027065-0.0021824i,-0.00067695-0.0039535i,-0.0043856-0.0031534i
0.039643-0.0027926i,0.055647+0.024277i,0.042571+0.14528i,0.042244+0.34558i,0.095608+0.44753i,0.12968+0.36136i,0.084282+0.20325i,0.02425+0.088988i,-0.020341+0.023284i,-0.054057+0.0023464i,-0.052307+0.015005i,-0.027952+0.019916i,-0.01328+0.011137i,-0.0086033+0.0010677i,-0.0082764-0.0076565i,-0.0099271-0.011685i,-0.0075416-0.010308i,-0.001932-0.0089576i,-9.8242e-05-0.0091516i,-0.0036996-0.0058452i,-0.0050338-0.00135i,-0.0029727-0.00065762i,-0.001136-0.0039707i
-0.046703+0.00073557i,-0.076643-0.028277i,-0.085214-0.16164i,-0.10194-0.36546i,-0.13669-0.42982i,-0.11082-0.28782i,-0.030604-0.13501i,-0.0029864-0.071231i,-0.015083-0.020382i,-0.0070063+0.023511i,0.0065643+0.021737i,0.0091975+0.0014037i,0.0061706-0.0082137i,0.0047084-0.0080695i,0.0080752-0.0045175i,0.013313-0.0025786i,0.015921-0.00075483i,0.011908+0.0024286i,0.004768+0.0079183i,0.0029068+0.012065i,0.0041155+0.010886i,0.0037816+0.0095973i,0.0040417+0.0089517i
0.04855-0.002996i,0.088167+0.020108i,0.1164+0.12745i,0.15764+0.26826i,0.20631+0.25485i,0.18243+0.093105i,0.084322-0.0062653i,0.020118+0.0010835i,0.013952+0.016764i,0.024983+0.014577i,0.0318+0.0089112i,0.021198+0.0074858i,0.009455+0.014709i,0.0076528+0.017057i,0.0034153+0.010214i,-0.004558+0.0042658i,-0.0082926-0.0006512i,-0.0052932-0.0060236i,-0.0014794-0.0093752i,-0.0011854-0.0080186i,-0.0020629-0.003548i,-0.0026042-0.0015193i,-0.0044977-0.0011679i
-0.049212+0.010228i,-0.10409-0.004139i,-0.18072-0.086833i,-0.28833-0.18942i,-0.36179-0.17011i,-0.2989-0.059816i,-0.14451-0.010376i,-0.039836-0.020734i,0.0011687-0.02709i,0.013794-0.03918i,-0.0061925-0.044508i,-0.022783-0.028533i,-0.018675-0.018388i,-0.014619-0.015325i,-0.011075-0.0068852i,-0.0039458+0.0012707i,0.00014822+0.0064639i,0.00099837+0.0091641i,0.003281+0.0060821i,0.0043141-0.0010402i,0.0020435-0.0059945i,0.00013172-0.0059153i,0.0012605-0.0044494i
0.05259-0.014216i,0.1214-0.002831i,0.22212+0.084264i,0.32957+0.20624i,0.33736+0.22414i,0.19778+0.13897i,0.040717+0.078222i,-0.024716+0.051624i,-0.042044+0.015358i,-0.054473-0.0016146i,-0.040199+0.0065814i,-0.011516+0.014863i,0.0045403+0.015293i,0.004708+0.012451i,-0.00259+0.011535i,-0.0087488+0.010998i,-0.010008+0.0091987i,-0.0076319+0.0038172i,-0.0056954-0.0019582i,-0.0047452-0.0016337i,-0.0036968+0.00063413i,-0.0031006+0.00052773i,-0.0030802-0.00079017i
-0.05455+0.016261i,-0.12817+0.014833i,-0.22371-0.04331i,-0.28527-0.11262i,-0.22505-0.07194i,-0.069487+0.023303i,0.04228+0.024984i,0.063019-0.015609i,0.041357-0.017537i,0.014553+0.0021965i,0.0013733+0.019925i,0.00062994+0.013279i,-0.0062299-0.0038314i,-0.010025-0.007798i,-0.0027964-0.0068975i,0.0059936-0.0070121i,0.012245-0.0055042i,0.013763-0.00059776i,0.010594+0.0051231i,0.0058462+0.0058455i,0.0012086+0.0043761i,0.00017442+0.0054931i,0.0018002+0.0085017i
0.054074-0.02725i,0.133-0.04341i,0.24898-0.034604i,0.33954-0.03413i,0.30246-0.096498i,0.16504-0.11077i,0.06207-0.013537i,0.02379+0.050697i,0.0056185+0.050113i,0.012333+0.03715i,0.03341+0.0056861i,0.034948-0.014367i,0.03215-0.0059419i,0.03182-0.00012848i,0.023653-0.0031051i,0.013278-0.006626i,0.0062608-0.011733i,0.0017821-0.016808i,-0.00047638-0.016278i,0.0012852-0.009134i,0.0036487-0.0030632i,0.001113-0.0015497i,-0.0033873-0.0018228i
-0.054431+0.031601i,-0.14746+0.057856i,-0.29843+0.054725i,-0.43289+0.024502i,-0.41263+0.0090668i,-0.24489-0.029342i,-0.10071-0.10918i,-0.044561-0.14146i,-0.015652-0.11969i,-0.0030217-0.091046i,-0.014083-0.055507i,-0.028103-0.023573i,-0.032149-0.0098739i,-0.02585-0.0069471i,-0.014752-0.007313i,-0.0048366-0.0063191i,0.0022905-0.0049196i,0.005789-0.0021333i,0.0075945+0.00034811i,0.0054077-0.002084i,0.0014902-0.0044137i,0.0047345-0.0054286i,0.0096772-0.0093408i
0.057939-0.038081i,0.14524-0.073865i,0.27491-0.074437i,0.34503-0.014659i,0.24932+0.060903i,0.091278+0.10569i,0.03544+0.12843i,0.034873+0.12348i,0.0069197+0.092957i,-0.02018+0.058872i,-0.028556+0.030198i,-0.018074+0.020831i,0.0033803+0.019167i,0.0093634+0.014275i,0.0019108+0.015022i,-0.0042943+0.017358i,-0.0094572+0.018108i,-0.012111+0.014665i,-0.011754+0.007757i,-0.0094342+0.0045013i,-0.006591+0.0043526i,-0.0057814+0.0051554i,-0.0055604+0.0071966i
-0.057083+0.044332i,-0.13924+0.10263i,-0.2529+0.16182i,-0.28988+0.19215i,-0.17064+0.18745i,-0.041511+0.13751i,-0.047084+0.038037i,-0.097389-0.036877i,-0.092631-0.044187i,-0.059791-0.017104i,-0.027219+0.014438i,-0.0112+0.023488i,-0.019913+0.015521i,-0.026258+0.01111i,-0.019492+0.0070688i,-0.010068+0.003721i,-0.00067975+0.0038809i,0.0077063+0.0053046i,0.0097486+0.0063701i,0.003986+0.0032417i,-0.0033756-0.0012133i,-0.007612-0.0022041i,-0.0095423-0.00095313i
0.049516-0.053802i,0.13622-0.13092i,0.28554-0.2207i,0.40312-0.26865i,0.37016-0.24311i,0.26799-0.16204i,0.22646-0.065041i,0.21134+0.00416i,0.16835+0.031868i,0.11645+0.025807i,0.075774+0.0011905i,0.055175-0.018251i,0.050704-0.023041i,0.043063-0.016525i,0.030401-0.0071122i,0.019652-0.0023481i,0.012192-0.0020128i,0.006646-0.0045129i,0.0045778-0.005021i,0.008248-0.0033104i,0.010767-0.0021419i,0.0095648-0.0001845i,0.0082105+0.00010659i
-0.05016+0.057807i,-0.13339+0.14501i,-0.27998+0.22093i,-0.39512+0.19219i,-0.35829+0.059537i,-0.26178-0.03481i,-0.22038-0.023629i,-0.18192-0.0022014i,-0.12959-0.027339i,-0.090448-0.04637i,-0.057728-0.036676i,-0.041007-0.018749i,-0.037498-0.0055889i,-0.031205-0.0073109i,-0.024956-0.014572i,-0.018156-0.015315i,-0.010273-0.016174i,-0.0037412-0.017371i,0.0018754-0.014761i,0.0021839-0.0091108i,-2.0829e-05-0.0023752i,0.0020524+0.0012789i,0.0062689+0.0029446i
0.045746-0.067053i,0.10974-0.17313i,0.20404-0.28538i,0.22119-0.28914i,0.083132-0.15938i,-0.026754-0.042028i,0.0207-0.047632i,0.081861-0.097855i,0.074804-0.086095i,0.046844-0.044749i,0.018787-0.022244i,0.0084286-0.012465i,0.018585-0.011331i,0.024681-0.0077i,0.024349-0.0018643i,0.01929-0.0017496i,0.010039+3.3922e-05i,0.0023183+0.0022089i,-0.0023553+0.001327i,-0.0037363-0.00014841i,-0.0038155-0.0019145i,-0.0059754-0.0017012i,-0.0078514+0.00070551i
-0.037335+0.074577i,-0.096034+0.20551i,-0.19704+0.37787i,-0.2561+0.47687i,-0.17624+0.43691i,-0.051948+0.3333i,-0.025729+0.25793i,-0.074854+0.20879i,-0.10659+0.14926i,-0.091281+0.1013i,-0.049218+0.076311i,-0.02447+0.060684i,-0.027228+0.054293i,-0.032782+0.043056i,-0.03176+0.028528i,-0.024358+0.022892i,-0.012876+0.021038i,-0.0031174+0.016883i,-0.00073641+0.0097223i,-0.0037824+0.0050233i,-0.0061716+0.002432i,-0.0071111-0.0024834i,-0.0087086-0.0072011i
0.034283-0.078054i,0.089649-0.22085i,0.20802-0.38572i,0.34239-0.42599i,0.37708-0.29668i,0.29307-0.16858i,0.17218-0.15451i,0.092855-0.16205i,0.071563-0.12313i,0.068154-0.089706i,0.048767-0.074002i,0.032118-0.057978i,0.031223-0.046922i,0.036756-0.034461i,0.037639-0.02167i,0.028828-0.014694i,0.020776-0.0098386i,0.017797-0.0058291i,0.014087-0.0031707i,0.0095868-0.0020467i,0.0066817+0.00050105i,0.0077144+0.0029452i,0.011328-0.0010291i
-0.029744+0.086718i,-0.058968+0.23792i,-0.11467+0.40443i,-0.16398+0.40323i,-0.14526+0.19261i,-0.073404+0.015274i,0.010401+0.028299i,0.061642+0.094545i,0.046344+0.095261i,0.0048718+0.070077i,-0.011984+0.046872i,-0.01707+0.02626i,-0.024707+0.019808i,-0.033787+0.016596i,-0.03737+0.016332i,-0.026931+0.020238i,-0.015037+0.016715i,-0.011216+0.0083806i,-0.0069666+0.0046198i,-0.0011842+0.0045373i,-9.4538e-06+0.0041951i,-0.0012262+0.0059958i,0.0019988+0.011882i
0.019917-0.088588i,0.029284-0.26224i,0.041096-0.49137i,0.034854-0.59068i,-0.024949-0.44761i,-0.10548-0.23183i,-0.1499-0.13486i,-0.1351-0.12632i,-0.088513-0.12147i,-0.061355-0.096732i,-0.05213-0.056283i,-0.030253-0.029544i,-0.0047357-0.032118i,0.011008-0.03674i,0.016436-0.03574i,0.0073771-0.036462i,-0.0062584-0.033254i,-0.010894-0.025368i,-0.0082161-0.017978i,-0.004929-0.013179i,-0.0051153-0.0094959i,-0.0083431-0.0065361i,-0.014555-0.0036575i
-0.015423+0.090957i,-0.016131+0.27571i,-0.040794+0.52492i,-0.10783+0.65821i,-0.15082+0.56411i,-0.092809+0.37048i,0.025908+0.20891i,0.077085+0.10089i,0.052253+0.072566i,0.052766+0.081413i,0.068725+0.061898i,0.046971+0.042854i,0.016285+0.049057i,-0.0034705+0.053236i,-0.011778+0.047751i,-0.0022095+0.037877i,0.010989+0.027385i,0.016155+0.020648i,0.013868+0.01344i,0.0078252+0.0056715i,0.0058256+0.00010747i,0.0056822-0.0044486i,0.0060624-0.0097748i
0.010329-0.095558i,-0.017009-0.27709i,-0.044488-0.49732i,-0.013582-0.56293i,0.062645-0.40593i,0.087593-0.20394i,0.0092238-0.078965i,-0.075125-0.013475i,-0.079451-0.01289i,-0.062917-0.042305i,-0.048476-0.037873i,-0.013971-0.023753i,0.013018-0.026835i,0.02254-0.033468i,0.019319-0.036567i,0.0060422-0.028374i,0.00076527-0.014443i,0.0053692-0.010871i,0.0055196-0.01181i,2.1796e-05-0.0063947i,-0.0025222+0.0030051i,0.0014316+0.0093702i,0.0071128+0.012529i
0.0026175+0.094861i,0.060245+0.28339i,0.16359+0.53131i,0.24017+0.63191i,0.22229+0.4722i,0.15415+0.20786i,0.11974+0.027654i,0.11136-0.033097i,0.089913-0.030734i,0.06188-0.031318i,0.025567-0.044388i,-0.013317-0.030962i,-0.023393+0.00012763i,-0.014649+0.019465i,-0.0061662+0.028134i,0.0065009+0.024749i,0.015496+0.013248i,0.015763+0.0077378i,0.014787+0.0071138i,0.010988+0.002855i,0.0019042-0.0025095i,-0.0073563-0.0038644i,-0.011124-0.003271i
-0.010714-0.094677i,-0.080779-0.28787i,-0.19793-0.54966i,-0.27923-0.67934i,-0.27332-0.53448i,-0.22395-0.23306i,-0.14273-0.0012426i,-0.052864+0.061044i,-0.039643+0.034728i,-0.073478+0.047038i,-0.057226+0.074824i,-0.014845+0.043106i,-0.0073009-0.0066259i,-0.0132-0.025695i,-0.012469-0.025655i,-0.014277-0.015682i,-0.020053-0.0060327i,-0.026366-0.0057207i,-0.027921-0.0044472i,-0.018954+0.0013024i,-0.0057954+0.0015093i,0.0011893-0.0046426i,-3.9789e-05-0.009971i
0.014721+0.092286i,0.10273+0.26745i,0.24922+0.47818i,0.33921+0.54185i,0.30745+0.40398i,0.23126+0.21139i,0.14731+0.054154i,0.051669-0.041358i,0.012207-0.048646i,0.028182-0.042758i,0.015803-0.044577i,-0.013041-0.008085i,-0.011328+0.027104i,-0.0014323+0.032445i,0.0011932+0.027589i,0.0028486+0.015279i,0.003917+0.0052949i,0.007718+0.0060824i,0.014238+0.0049893i,0.014681-0.0017263i,0.0093385-0.0024134i,0.0073566+0.0028634i,0.0098042+0.0035169i
-0.026699-0.090812i,-0.14797-0.25476i,-0.36747-0.44195i,-0.53133-0.46234i,-0.46729-0.28328i,-0.23289-0.10349i,-0.046592-0.026637i,0.0068817+0.0054232i,0.0063216+0.029855i,0.029158+0.045133i,0.069506+0.028258i,0.076756-0.011723i,0.051633-0.027028i,0.028736-0.0233i,0.01296-0.022032i,0.0043183-0.014811i,0.0053547-0.0074624i,0.0046801-0.0073092i,-0.0014856-0.0046577i,-0.0059115+0.0018756i,-0.0068003+0.006777i,-0.0054306+0.012705i,0.00019588+0.019465i
0.029709+0.088413i,0.16079+0.25022i,0.38619+0.43601i,0.53497+0.44427i,0.42688+0.21247i,0.14696-0.050729i,-0.062761-0.12634i,-0.10629-0.061848i,-0.071779-0.038238i,-0.077494-0.066569i,-0.10762-0.047813i,-0.085738+0.0073316i,-0.037866+0.025777i,-0.015258+0.016073i,-0.0096287+0.0098789i,-0.0080539+0.0054307i,-0.0047097+0.0013423i,0.0090101-0.002611i,0.020967-0.010351i,0.016938-0.0169i,0.0056648-0.018438i,-0.00366-0.017401i,-0.012605-0.013851i
-0.033138-0.082518i,-0.16911-0.21955i,-0.38533-0.33574i,-0.50137-0.25684i,-0.39169-0.0038703i,-0.17618+0.18632i,-0.008278+0.16781i,0.064507+0.046697i,0.061921-0.0052514i,0.059116+0.0083269i,0.069776-0.0048613i,0.044966-0.042114i,0.0088661-0.044903i,0.0026168-0.025851i,0.007531-0.016604i,0.01005-0.013543i,0.0076006-0.010869i,-0.0047008-0.003868i,-0.013814+0.0089249i,-0.0088889+0.016672i,0.0023642+0.015135i,0.0092983+0.0052981i,0.0094333-0.0069151i
0.039315+0.078819i,0.19529+0.19129i,0.45329+0.26085i,0.60553+0.15723i,0.48213+0.0043736i,0.22198+0.016167i,0.067902+0.11095i,0.030826+0.11292i,-0.0085695+0.0498i,-0.058666+0.033054i,-0.067293+0.063293i,-0.038214+0.079052i,-0.018444+0.061259i,-0.019058+0.041135i,-0.019241+0.036074i,-0.012785+0.036944i,-0.0017613+0.034157i,0.0084947+0.020521i,0.01049-0.0017928i,0.0028859-0.015106i,-0.0074218-0.011715i,-0.011585-0.00026236i,-0.007906+0.0075297i
-0.042511-0.076428i,-0.20388-0.18694i,-0.45319-0.26644i,-0.55556-0.20679i,-0.32503-0.11303i,0.0313-0.14304i,0.15505-0.20843i,0.073361-0.17814i,0.029431-0.096323i,0.055343-0.076222i,0.051311-0.10223i,0.017064-0.091736i,0.0095152-0.052554i,0.017725-0.031284i,0.014918-0.029009i,0.0099012-0.031185i,0.0058603-0.030252i,0.00041969-0.019131i,0.00073124-0.0015404i,0.0054737+0.007109i,0.0057159+0.0049893i,0.0028354+0.0018727i,0.0014697+0.00071743i
0.044145+0.068455i,0.188+0.15993i,0.37683+0.19108i,0.37721+0.071922i,0.098886-0.060644i,-0.16188-0.038163i,-0.16232+0.05303i,-0.068054+0.08882i,-0.046315+0.082306i,-0.056645+0.087679i,-0.033992+0.10159i,0.0034817+0.085706i,0.010914+0.048639i,-0.0023876+0.02776i,-0.0063571+0.025715i,-0.0019285+0.025273i,0.0035476+0.017938i,0.0078718+0.0042546i,0.0023584-0.0071069i,-0.0082368-0.0095436i,-0.0086544-0.0068336i,-0.0002545-0.003857i,0.0066305-0.0040756i
-0.041413-0.069133i,-0.19136-0.13667i,-0.40045-0.10055i,-0.46732+0.10565i,-0.34253+0.25991i,-0.23415+0.17139i,-0.21719+0.017907i,-0.15798-0.034929i,-0.062211-0.044894i,-0.020655-0.057208i,-0.019747-0.05781i,-0.019003-0.047849i,-0.0075011-0.038912i,0.0054605-0.039185i,0.0017474-0.043541i,-0.015037-0.040299i,-0.029043-0.028234i,-0.029911-0.0085682i,-0.013312+0.0062441i,0.0069439+0.0088515i,0.014412+0.0084469i,0.011319+0.0074491i,0.0050275+0.0066961i
0.042739+0.065429i,0.19206+0.13476i,0.40745+0.1296i,0.51286+0.027477i,0.47191+0.032894i,0.42404+0.19479i,0.38824+0.2289i,0.27195+0.094072i,0.12856+0.014964i,0.071321+0.014933i,0.061387+0.0091598i,0.037852+0.0043601i,0.012776+0.01827i,0.0067503+0.033429i,0.014544+0.03671i,0.023313+0.032199i,0.02757+0.025285i,0.025668+0.012727i,0.016856-0.00036991i,0.0028458-0.0037917i,-0.011566-0.001736i,-0.019828+0.00058447i,-0.021901+0.00062645i
-0.040222-0.065147i,-0.16726-0.13411i,-0.30275-0.14009i,-0.25922-0.070431i,-0.069446-0.08581i,0.022088-0.19824i,-0.034381-0.19572i,-0.069517-0.10091i,-0.047907-0.071737i,-0.049553-0.075249i,-0.058646-0.050982i,-0.043994-0.023765i,-0.025113-0.011116i,-0.021423-0.0074216i,-0.023369-0.006838i,-0.014196-0.0081384i,0.0021896-0.011637i,0.014421-0.014109i,0.018701-0.014408i,0.016383-0.015909i,0.011598-0.019182i,0.0061208-0.021081i,0.0020674-0.018646i
0.034901+0.065302i,0.15165+0.11936i,0.25516+0.059686i,0.16135-0.16911i,-0.068255-0.37619i,-0.1498-0.39308i,-0.062729-0.28134i,-0.011096-0.13488i,-0.019255-0.025153i,-0.027371+0.0092924i,-0.02811+0.014826i,-0.020465+0.018553i,-0.012929+0.010511i,-0.0093086+0.0020554i,6.4174e-05+0.0074349i,0.013887+0.017307i,0.023507+0.016771i,0.023608+0.0099984i,0.012049+0.0070943i,-0.0010439+0.0085094i,-0.0023054+0.012033i,0.0090213+0.013941i,0.022519+0.011049i
