-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
0.0012182+0.00070142i,0.001235-0.00020665i,0.0010487-0.0012605i,0.00034787-0.0018042i,-0.00047602-0.0017151i,-0.00092176+0.00034515i,-0.00021836+0.0014559i,0.0011131+0.0011541i,0.0014141+0.001152i,0.001312+0.00044291i,0.0012093+0.00016351i,0.00024201+0.00046156i,-0.00021909+0.00064581i,-0.00057002+0.00054527i,-0.0008117-0.00013113i,-0.00045603-0.00039094i,-0.00059013-0.00017321i,-0.00043763+0.0005407i,1.5495e-05+0.00019031i,0.00032248-0.0010684i,0.00068894-0.0016307i,0.00011681-0.00068685i,-0.0003003+0.00070074i
-0.00013105+0.0015522i,-0.00048941+0.00097445i,-0.00063403+0.0012366i,-0.0013131+0.00029739i,-0.0016929-0.00067509i,-0.0012893-0.00035444i,-0.00019114+0.0012127i,5.0702e-05+0.0014854i,0.00058865+0.001258i,0.0013381-0.00020858i,0.00093315-0.0010071i,0.0004753-9.0595e-05i,0.00045287+0.00011995i,0.00021169+1.5646e-05i,0.00021012-0.00058671i,0.00083125-0.00085832i,0.0010123-0.00081152i,0.0006887-0.00067364i,-0.00019209-0.00054708i,-0.0002742+7.5773e-06i,-0.00014756+0.00070594i,-0.00035901+0.0001605i,3.0108e-05-6.012e-05i
0.0035502+0.0029832i,0.0036923+0.0013265i,0.0045813-1.4727e-05i,0.0046171-0.00069198i,0.002195-0.0012326i,-0.00020783-0.0013935i,-0.00046183-0.00063841i,0.00062565+0.00039278i,0.0010366+0.00025204i,0.0004599-0.00065703i,0.00066667-0.00082784i,0.000308-0.00069241i,-0.00059679-0.00070051i,-0.00032234+0.00031198i,5.7346e-05+0.00091586i,-0.00017631+0.00095097i,0.00023655+0.00098214i,0.0011431+0.00020583i,0.001024-5.1924e-05i,0.00015757+0.00047049i,-0.00030379+0.00078912i,-0.00019224+0.00070147i,2.8807e-05+0.0002039i
0.0001061-0.00057464i,1.4318e-05-0.00098184i,-0.00027622-0.0024822i,-0.0010687-0.0031893i,-0.0025745-0.0022622i,-0.0021451+0.00022009i,-0.00029754+0.0018698i,0.00096195+0.0022078i,0.0014385+0.0017394i,0.0019176+0.0007257i,0.0013968+0.00077349i,0.00015542+0.00074696i,0.00014645+0.00031187i,0.00051387+0.0004137i,0.00072041+0.00058427i,0.00066099-3.2531e-05i,0.00012627+0.00038938i,-0.00034979+0.00074347i,0.0002452+7.4786e-05i,0.00064696-8.4234e-05i,4.1434e-05+0.00014596i,-0.00018944+0.00046899i,3.759e-05+0.00053121i
-5.8008e-05+0.00017352i,0.00018853+0.00031276i,0.0006404+0.00025348i,0.00065569+0.00042588i,8.6857e-06+0.0011086i,-0.00013523+0.0013639i,0.00063399+0.0015794i,0.0011879+0.0016002i,0.0013813+0.00031017i,0.00068579-0.00043916i,-0.00011596-0.00018319i,7.5254e-05+0.00048975i,6.0153e-05+0.00037788i,0.00010388-0.00059345i,0.00045704-0.00063551i,0.0010331-0.00014977i,0.0010405+0.00034914i,-0.00015505+0.00063918i,-0.00013252+0.00087014i,0.00022199+0.00035328i,0.00014756+4.0922e-05i,6.3345e-05+0.0003169i,1.4205e-05+9.0052e-05i
-5.434e-05+0.00067626i,0.000946+0.00039038i,0.00020533+0.00064333i,-0.00065011-0.00099248i,-0.001366-0.0016811i,-0.0012145+8.329e-05i,0.00026341+0.00070005i,0.001206+0.00036395i,0.0015464+0.00098582i,0.00082605+0.0011723i,0.0002992+0.00066512i,0.00084632+0.00090852i,0.00085875+0.0012015i,0.00024316+0.00043901i,0.00013274+8.2686e-05i,0.00018194+0.00020164i,0.00043519+0.00010193i,0.00071472-0.00026702i,0.00092214-0.00045925i,0.0005579-0.00014893i,-0.00025937-1.5436e-05i,0.00015528+8.3875e-05i,0.00030422+0.00037804i
-0.00015431+0.002085i,-0.00023569+0.00082704i,-0.00016599+6.6576e-05i,-0.00032128+0.00042553i,-0.00016228+0.00054016i,-0.00013438-9.6705e-05i,0.00033459-0.00013821i,0.00071023-0.00062636i,0.0005809-0.00056916i,0.00050179+0.00030788i,0.00096692-0.00013426i,0.001862+0.00012748i,0.0017708+0.00069184i,0.00069249-0.00023781i,0.00029907-0.00077268i,0.00068772-0.00060216i,0.00037723-0.00039353i,-0.00050663+4.6573e-05i,-0.00056132+0.00074395i,-0.00056005+0.00062951i,-0.0009179-0.00024773i,-0.00071823+0.00037396i,-7.4277e-05+0.00035931i
0.00076338-0.0022749i,-0.00083491-0.002i,-0.0014876-0.0029276i,-0.0014438-0.0036078i,-0.0016376-0.0020808i,-0.0012793+0.00066565i,-0.00010691+0.0022404i,0.00034948+0.0018071i,0.00072703+0.0011615i,0.00098796+0.00044653i,-6.3353e-05-0.00049199i,-0.0010636-3.5016e-05i,-0.00037443+0.0010244i,0.0007679+0.00076498i,0.00052351-0.00027942i,5.5168e-06-0.0011581i,-0.00027751-0.0011911i,-0.00066842-2.3726e-05i,-0.0004713+7.1612e-06i,0.00038743-0.00071637i,0.0006506-0.00080639i,-0.00041653-0.0010096i,-0.00072638-0.00012673i
-0.001914-0.00078423i,-0.0023676+0.00047475i,-0.003838+0.0012388i,-0.0038501+0.0015401i,-0.0020631+0.0012268i,-0.00031798+0.0011636i,0.0010104+0.0014318i,0.0012249+0.00097016i,0.0013084-2.6582e-05i,0.001491-0.0008173i,0.00099436-0.0010358i,0.0003184-0.00014571i,5.3886e-05-1.9276e-05i,0.00036009-0.00024172i,0.00070905-0.00025144i,0.000669-0.00097575i,0.00041562-0.0012203i,0.00021883-0.00055619i,-2.7653e-05+0.0001162i,0.00013766-0.00038469i,0.00062554-0.00052355i,0.00093477+0.00019665i,0.0010536+0.00020407i
0.0024736-0.00027968i,0.0017912-0.0004835i,0.0019476-0.0023802i,0.0021899-0.003062i,0.00084049-0.0028579i,-0.00090383-0.0011273i,-0.0013433+0.00042162i,0.00031456+0.00073307i,0.0014185+0.0005181i,0.0013098-0.00061019i,0.00066303-0.0010565i,0.00076287+6.9511e-05i,0.00078528+0.00075516i,0.00030913+0.0006839i,0.00012202+0.00087021i,0.00051151+0.00091443i,0.001135+0.00060709i,0.0011811+0.00021355i,0.00066496-9.4828e-05i,-8.8577e-05+0.00049107i,-0.00035618+0.00070677i,-3.7459e-05+0.0005871i,0.0002722+0.00052385i
-0.00051744+0.001453i,0.00049453+0.0010698i,0.00018586+0.00052941i,-0.00081258-0.0010678i,-0.0017292-0.0017034i,-0.0014051-0.0010837i,-0.00054142+0.00014084i,0.00013233+0.00078744i,0.00066093+0.00067541i,0.00065449+0.00018716i,8.5501e-05-0.0003656i,-0.00056149-0.00041277i,-0.0003626+0.0005064i,4.62e-05+0.00055267i,-0.00027817-0.00011018i,2.9044e-05-0.00043855i,0.00047968-0.00021537i,8.5394e-05+0.00046703i,-0.00041745-4.6001e-05i,-0.00079837-0.00030312i,-0.00087327-0.00012973i,-0.00031995+0.00015266i,4.4194e-05+0.00082157i
0.0004946+0.0038725i,0.0012734+0.0028823i,0.0028177+0.0016328i,0.0031076+0.00055836i,0.0019828-0.00017417i,0.0013075-0.00026078i,0.00029885+0.00074292i,-0.00014785+0.00096301i,0.0010767+0.00092989i,0.0018739+0.00039679i,0.0014765-0.00056236i,0.00082947-0.00069599i,0.0007+0.00011165i,0.00057199+0.00054975i,0.00025264+0.00032096i,-0.00035949-7.8943e-05i,-0.00063093-0.00016352i,-2.1055e-05-0.00031763i,0.00029508-3.8165e-05i,0.00012577+0.00018535i,-0.00012797+8.9722e-06i,3.779e-05+8.3922e-05i,8.9353e-05+2.1256e-05i
-0.00016851-0.00089927i,-0.00047876-0.0013564i,-0.0017606-0.0015672i,-0.0024976-0.00038719i,-0.0020432+0.0014596i,-0.00048382+0.0018734i,0.00039894+0.0011761i,0.00078269+0.00015113i,0.00084003+0.0002593i,0.0006152+0.00065885i,0.00093634-2.0828e-05i,0.00078972-0.00015122i,-0.00011064+0.00043924i,-0.00094252+0.00021411i,-0.00015421-0.00063173i,0.00065063-0.00088396i,0.00078009-0.00041416i,-5.1939e-05+4.8871e-05i,-0.00089766-0.00016703i,-0.00054381-0.0009229i,0.00032676-0.00047192i,0.00070821+0.00041825i,0.00018412+0.00017113i
0.00041665+0.00084896i,-0.00027245+0.0011207i,-0.00049267+0.00050099i,-0.00077253+8.7578e-05i,-0.00082234+0.00028596i,-0.00059576+0.00034082i,0.00023612+0.00028246i,0.0011831+0.0011638i,0.001612+0.00083335i,0.0013153-0.00036336i,0.00094994-0.00056437i,0.00026589-0.00040721i,2.5203e-05-0.00011877i,0.00036172-0.00012265i,-0.0001039-0.0001908i,-0.00080925-0.0003091i,-0.0010299-0.00042829i,-0.00038371-0.0004205i,0.00052344-0.00059875i,-0.00025485-0.00095003i,-0.00074351-0.00065898i,-0.000564-4.1212e-05i,-0.00036271+1.8362e-05i
0.0021042-0.00088114i,0.0018025-0.0010345i,0.0015513-0.0019836i,-0.00019344-0.0021594i,-0.0017035-0.0012469i,-0.0013013-0.00013362i,-2.8206e-05+0.0013671i,0.00071733+0.0010969i,0.00068843+0.00078346i,0.00053817+0.00085129i,0.00042468+0.0004006i,0.0006654+2.9227e-05i,0.00090319+0.00017383i,0.00016472+0.00063871i,-0.00048846+0.00058279i,0.00049943+3.5146e-05i,0.00097622+5.647e-05i,-5.1301e-05+0.00066217i,-0.00043606+0.00085466i,-0.00016961-2.35e-06i,0.00011138-0.00098641i,-7.9063e-05-0.0012411i,-0.00039424-0.00049898i
-0.0024279+0.001251i,-0.00051464+0.00092455i,0.0016636+0.0013975i,0.0017658+0.0010444i,0.00052335-0.00066892i,0.00032248-0.0014181i,0.00060589-0.0011336i,0.00045474-0.00097204i,0.00019886-8.5426e-05i,0.00054305+0.00064269i,0.0005745+0.00012072i,0.00017094+0.00018632i,2.5957e-05+0.00071517i,4.0737e-05+0.00065724i,0.00016084+0.00043362i,0.00054917+0.00017824i,0.0010292-3.1756e-05i,0.0010264-0.00040193i,0.00093613-0.00067617i,0.00076468-0.00039312i,0.00082446-0.00042487i,0.0011409-0.00092255i,0.00067307-0.0010153i
0.00098304-0.00079695i,0.00040186-0.0013385i,-0.00065802-0.00081469i,-0.001635-0.0015299i,-0.001873-0.0020338i,-0.0018425-0.00015519i,-0.0010183+0.0014124i,0.00058872+0.0015715i,0.0013049+0.0010979i,0.00090931+0.00033816i,-2.3176e-05-0.00021546i,-0.000265+8.0451e-05i,0.00013427-4.4407e-07i,0.00018115+0.00023982i,0.00019885+0.00055116i,0.00060395-4.6687e-05i,0.00063868-0.00037021i,-0.00045157+0.00040409i,-0.00066423+0.00081414i,0.00037831+0.00016822i,0.00039291-0.0001379i,0.00020101-9.3283e-05i,-0.00010836+0.00066784i
0.0022368+0.00036525i,0.0015649-0.00063126i,0.00051612-0.002353i,-0.00019304-0.00263i,-0.00015625-0.0013343i,-0.00010188+0.00046278i,-0.00018655+0.00090205i,-0.00034474+0.00060136i,-0.00023517-7.2103e-05i,0.00099178-0.00044319i,0.0010945+0.00023405i,0.00046541+0.00088987i,0.00058655+0.00096955i,0.00048715+0.00077003i,0.00077377+0.00026961i,0.00094134+0.00014446i,0.00034356+0.00020532i,0.00036853-0.00012262i,0.00066851+9.5136e-06i,-3.3914e-05-8.3295e-06i,-0.00076062+1.0434e-05i,-0.00068212-0.00013814i,0.00026081+0.0001921i
0.0026111+0.0020036i,0.0027712+0.00094376i,0.002306-6.4736e-05i,0.0012279-0.00053754i,6.0725e-05-0.0002284i,0.00059835+0.00034204i,0.001027+0.00087371i,0.0010645+0.00066365i,0.0012343+0.00072965i,0.0010213+0.00058694i,0.00016433-0.00041423i,-0.00070129-0.00042243i,-0.0010891+0.0009553i,-0.00042725+0.0011582i,4.1893e-05+0.00076074i,-6.469e-05+0.00065474i,0.0004352+0.0006361i,0.00038782+0.0008191i,4.7061e-05+0.0005226i,-0.00084638-0.00010234i,-0.00095562-0.00080009i,-0.00029073-0.00043577i,-1.6479e-05+0.00026878i
-6.7563e-05-0.00059714i,0.00053836+0.00034712i,0.0012832+0.00052962i,0.0011254-0.00099383i,-2.7071e-05-0.001488i,-0.00092799-0.00069128i,-0.0010259-0.00041478i,-0.00013242+0.00046217i,0.00079762+0.00074262i,0.0011318+0.0001877i,-3.1384e-05-0.00016496i,-0.00086422-0.00038334i,-0.00030904-0.00026393i,0.00046818-0.00010778i,0.00085046+9.4827e-06i,0.0014625-0.00011552i,0.0012531-0.0005508i,0.0001807-0.00099882i,0.00022235-0.00095772i,0.00037804-0.00037424i,0.00056267-0.00031455i,0.00047869-0.00031084i,0.00019353-0.00022728i
-0.0013964+0.00076i,-0.0011671+0.0011471i,-0.00062569+0.0013312i,-0.00074863+0.0011658i,-0.00072481+0.0016119i,-0.00066365+0.0014562i,4.4511e-05+0.00055067i,0.00074586+2.007e-05i,0.0010913+0.00030429i,0.0015635-5.0425e-05i,0.0010955-0.00083176i,0.00054153-0.00062044i,0.00039899-0.00015778i,0.00042142-0.00036565i,0.0010109-0.00074063i,0.0010746-0.00056971i,4.0896e-05-0.00033838i,-0.00017695-0.00056744i,5.2738e-05-0.00088841i,0.00030313-0.00052923i,-9.2195e-05-0.00040214i,-0.00069047-0.00051106i,-0.00082862+5.4177e-05i
0.00027803-0.0008602i,-7.1243e-06-0.001428i,-0.0012622-0.0024448i,-0.0013279-0.0031662i,-0.0014257-0.0020603i,-0.0015581-9.9904e-05i,-0.00082048+0.00010345i,0.00038554-0.00034531i,0.00068505+0.00049785i,0.00060564+0.00054883i,0.0010936-0.00048879i,0.00087516-0.00040014i,0.00045648-0.00013432i,0.00073165-0.00052217i,0.00099236-0.00060072i,0.00037975+0.00013419i,-0.00029789+0.00016485i,-0.00061538+0.00024076i,-0.00016782+0.00029426i,2.1662e-05+0.00010932i,-0.00045979+0.00052452i,-0.00061174+0.00049481i,-0.00038806+4.2046e-05i
0.00012264+0.0016396i,-0.00027585+0.0019055i,-0.00012846+0.001022i,-0.0005425+0.0012358i,-0.0017917+0.0021616i,-0.0021183+0.0012333i,-0.00050602+0.00013103i,0.00055619+0.00027783i,0.00046161+0.00070699i,0.00042284+0.00088861i,-0.00038887+0.00031056i,-0.00037717-0.00010192i,0.00066678+0.001153i,0.00060128+0.0010689i,0.00036458-0.00055842i,0.00044493-0.00074215i,0.00076381-0.000602i,0.0011682-0.00046863i,0.00091055-0.00027495i,0.00053216-0.00030129i,0.00020867-0.00032396i,0.00015546-0.00057914i,0.00024278-0.0006418i
-0.00097238-0.0014336i,-0.0010141-0.0017331i,-0.00042705-0.0028115i,-0.0002738-0.0021727i,-0.00067635-0.00066601i,-0.00049176-0.0002943i,0.00011985+0.00068058i,-8.6629e-05+0.00070968i,-0.00022172+3.6075e-05i,-8.8459e-05-0.00018418i,0.00029995-0.00027202i,0.00040979-0.00050945i,0.00047144-0.00030349i,0.00068891-9.0457e-05i,0.00058929-8.4774e-05i,0.00039015+0.00025289i,0.00031968+0.00046338i,-0.00036014+2.4348e-06i,-0.00067494+1.2113e-06i,-0.00020692+0.00039212i,6.8699e-05+0.00013741i,-0.0002706-0.00011536i,-0.0011159+0.00030421i
0.00065233+0.00014375i,0.0011032+0.00030004i,0.0010414-0.00038054i,0.00025386+0.00033606i,-0.0013583+0.001371i,-0.0013188+0.00048436i,-0.0003692+6.9859e-05i,0.00022096+0.00077523i,0.0013261+0.0009907i,0.0020299-0.00052634i,0.00061996-0.0005739i,-0.00044072+0.00014404i,-0.00014272-0.00040835i,8.6726e-05+6.3287e-05i,0.00011243-4.6574e-05i,0.00013574-0.0010059i,0.00027747-0.00089093i,0.00029388-0.00053029i,0.00018952-0.00052452i,-0.0001448-1.573e-05i,-0.00029498-2.6209e-05i,-0.00038109-0.00017319i,-0.00026004+0.00022211i
0.0015513+0.00079786i,0.0018145-0.0010304i,0.0027314-0.0026952i,0.0025213-0.0036887i,0.0016318-0.0033277i,0.0002409-0.001247i,-0.00057653-3.7196e-05i,-0.00015452+0.0005785i,0.00043134+0.0010778i,0.00037988+0.00040423i,-1.0234e-05-0.00048022i,0.00012877+0.00012592i,-0.00014835+0.00015596i,-0.00085802-0.00099307i,-9.0734e-05-0.00082016i,0.0012787+0.00050377i,0.0010803+0.00063261i,0.00013256+0.00015618i,-0.00020091+0.00020963i,0.00029381+0.00010625i,0.00043563+0.00019975i,-0.00011508+0.00051903i,7.6738e-05+0.00026276i
0.00010956+0.0017478i,0.00032263+0.00017498i,0.0010739-0.00084006i,0.00052328+0.00038173i,-0.0004764+0.00097438i,-0.00066585+0.00014682i,-0.00065291-9.8532e-05i,-0.00023768+0.00081168i,9.7595e-05+0.0012689i,0.00036074+0.00084423i,0.00054056-0.00042044i,0.00019721-0.00073813i,-0.00028141+0.0008268i,-0.0001154+0.0018413i,0.00032897+0.00058147i,-2.5546e-05-0.00051105i,-0.00061439-0.00022723i,-0.00073766+6.2416e-05i,-0.00056202+0.0002829i,0.00020408+0.00069215i,0.00023177+0.00032196i,-0.0003486-0.00017375i,-0.00019088-3.636e-05i
-0.00044953+0.00030926i,0.0011243+6.7914e-05i,0.0021798-0.00059944i,0.0013276-0.00054723i,0.00090246+4.7138e-05i,0.00060429+0.00020391i,-0.00050153+0.00042441i,-0.00069393+0.00032593i,-9.5085e-06+0.00085615i,0.00015498+0.00041006i,0.0006401+0.00031659i,0.001153+0.00064494i,0.0012448+2.4755e-05i,0.00088252-3.9724e-06i,0.00046806-3.7865e-05i,0.00056895-0.00065457i,0.00047487-0.001309i,0.00027642-0.00075434i,0.00027955+0.00019036i,0.0003214-0.00016413i,0.00053864-0.00023707i,-8.5957e-05-0.00023191i,-0.00076318+3.7158e-05i
0.00062399+0.00043691i,0.00053312-0.00012908i,2.0607e-06-4.5619e-05i,-0.00074352-0.00034004i,-0.00083269+9.97e-05i,-0.00082561+0.0013689i,0.00022428+0.0013859i,0.001139+0.0012968i,0.0017387+0.00082267i,0.0016395-0.00023244i,0.00031533+7.6481e-05i,-0.00057092+0.00024045i,-0.00066574+0.00034696i,-0.00025944+0.00019747i,0.00030707-0.0005538i,0.00086012-0.00077148i,0.000653-0.00088177i,-6.6281e-05-0.00081009i,0.00026758-0.0010419i,0.00013188-0.00076706i,-0.00049342-0.00057011i,-0.0010017-0.0011123i,-0.00097318-0.00091015i
-0.00112-0.00053326i,-0.0011235-0.00065101i,-0.00079446-0.00025191i,-0.00015828+0.00079542i,-0.00010881+0.0015491i,0.00023242+0.0013732i,0.00083215+0.00082473i,0.0015773-0.00051543i,0.0014796-0.0010704i,0.0012193-0.00037059i,0.0010133+2.6014e-05i,0.00015603-0.00023094i,7.9754e-05-0.00070106i,0.00081209-0.00053843i,0.0010719-0.00013526i,0.00014718-0.00079398i,1.5567e-05-0.00085884i,0.00065859-0.00044122i,0.00025834-0.0002072i,0.00037579-5.3907e-05i,0.00070007+0.00010215i,0.0005412-8.9445e-05i,0.00020564-0.00039094i
-5.8927e-06-0.00011416i,0.00010089+8.3304e-05i,-0.00049584-0.00022219i,-0.00082197-0.0011909i,-0.0011954-0.0012731i,-0.0010523+0.00027789i,-0.00047546+0.00098462i,-0.00032848+0.00058231i,0.00078631-0.00010147i,0.0015795-9.2766e-05i,0.00095555+4.273e-05i,1.3519e-05-0.0001083i,0.00026599+0.00087004i,0.0006741+0.0012499i,0.00086973-0.00012926i,0.0011181-0.0012321i,0.00076862-0.0012577i,0.00056271-0.00076712i,0.00066634+8.3055e-05i,0.00067994+0.0001198i,0.00040623+0.00023175i,-0.00011241+0.00046859i,-0.00040676+0.00038276i
-0.0011004+0.0010462i,-0.00081171+0.00087585i,-0.00077403+0.0015862i,-0.00090425+0.001415i,-0.00065963+0.00095036i,-6.8693e-05+0.0011544i,2.3738e-05+0.00082931i,-9.6731e-05+0.00030161i,0.00014811-0.00015513i,0.0014882+0.00011021i,0.0014876+5.9597e-05i,0.00024796+0.00045599i,-0.00031908+0.00047954i,-0.0008197+0.00045979i,-0.0012955+0.00047534i,-0.00063069+6.0807e-05i,3.7932e-05-0.00042792i,0.00059696-0.00054029i,0.0011938+0.00041852i,0.0010706+0.0012653i,0.00060106+0.0015224i,3.7988e-05+0.00054551i,0.00017144-0.00036284i
-0.00027545-0.0001609i,-0.00064954-0.00054969i,-0.0013509-0.0007638i,-0.0012293-0.00093638i,-0.00087938-0.0014162i,-0.0014541-0.00085697i,-0.0020172+0.00019736i,-0.0014722+0.00027614i,0.00013626+0.00093554i,0.00046327+0.0011465i,-0.00018431+0.00036493i,-0.00010282+0.00035933i,0.00023454-7.751e-05i,0.00064534-0.0011894i,0.0011405-0.00077372i,0.001612+8.5722e-05i,0.00089115+0.00061116i,-0.00027701+0.00068474i,-0.00020988+0.00068914i,-0.00023078+0.00043162i,-0.00049192+0.00037384i,-0.00044492+0.00059761i,-2.4457e-06-2.0904e-05i
-0.00035863-0.00014231i,-0.00079125+0.00088854i,-0.0020522+0.0010869i,-0.0019209+0.0013078i,-0.0014576+0.0019676i,-0.00087852+0.0021836i,-0.00059516+0.0016138i,-0.00035214+0.00095926i,0.0007959+0.0005807i,0.0017035-6.562e-05i,0.0010123-0.0010906i,0.00049371-0.0013328i,0.00105-0.00076795i,0.0010155-0.00036494i,0.0005672-0.00044658i,0.00041439-0.00052923i,0.00024794-5.5048e-05i,0.00029806+0.00063101i,0.0002753+0.00067778i,-0.00017052+0.00023154i,0.00026198-0.00033823i,0.00048376-0.00023762i,1.1134e-05+0.00055287i
-0.00068615+0.001471i,-0.0014195+0.00047422i,-0.0020125-0.00097998i,-0.00089123-0.0015716i,-0.00032247-0.00092686i,-0.00056391-0.00055112i,-8.2191e-05-0.00025143i,0.00034497+0.00044702i,0.0012225+0.00080733i,0.0023281+0.00049525i,0.0023953+0.00026327i,0.0016744-7.8335e-05i,0.00098252-0.00039604i,0.0010294-0.00063916i,0.0013344-0.00049565i,0.00079864+0.00010656i,0.00032371+0.00017123i,-0.00019904-0.00014018i,-0.00065488+0.00050053i,-0.00027743+0.00037575i,0.00068045-0.00031422i,0.0002301-7.8778e-06i,-0.00075229+0.0003872i
0.0021598-0.0011957i,0.0013805-0.002003i,0.00056365-0.0027789i,-0.00047657-0.0023432i,-0.0018982-0.0019804i,-0.0024209-0.00051733i,-0.0009001+0.00013329i,0.00034024-2.3374e-05i,-0.00021484+4.7062e-05i,1.9974e-05-0.00059648i,0.00085967-0.00021575i,0.00048661+0.0011341i,0.00036569+0.001044i,0.00048097+0.00020337i,0.00025927-0.00016191i,0.0007489-0.00036456i,0.00082954-0.00067505i,-0.00032206-0.00063249i,-0.00090499-0.00064861i,6.7431e-05-0.00039538i,0.00066055+0.00026343i,0.00020868-6.5355e-05i,0.00025321-0.00023287i
-4.2649e-05+0.00062683i,0.0008037+0.00097731i,0.0011497+0.0017362i,0.00064244+0.0012163i,0.00016778+0.00042851i,-3.6058e-05+0.00084883i,-0.00044835-5.0044e-05i,-0.0010442-0.00086106i,-0.00068269-0.0003114i,0.00069595-0.00010592i,0.00048772-0.00034186i,-6.4737e-05-0.00013355i,0.00017158-4.0156e-05i,0.00050004+0.0002781i,0.00094362+0.00097651i,0.00063174+0.00049663i,0.00020294+1.3425e-06i,1.7732e-05+0.0005485i,0.00014847+0.0007278i,-0.00016031+0.00065946i,0.00019482+0.00019378i,0.00021797-0.00033989i,-0.00073755+0.00032536i
0.00187-0.00048372i,0.0015625-0.0017654i,0.00054918-0.0024448i,-0.0006748-0.0026398i,-0.0014759-0.0020752i,-0.00062807-0.00037292i,7.7213e-05+0.00077587i,-0.00020248+0.00082137i,0.00014743+0.0011459i,0.00085787+0.00026901i,0.0007408-0.0007929i,5.2601e-05-0.00052032i,-6.5426e-05-0.00032474i,0.00026057+0.00026108i,0.00022594+0.00013529i,0.00044086-0.00014096i,0.0012758-0.00055085i,0.0009788-0.00074753i,0.00013612-0.00040476i,0.0004334-0.00027864i,0.00060288-0.00032548i,-1.6277e-05+8.8258e-05i,-0.00087663+0.00031001i
-0.00088109+0.0013729i,0.00025323+0.0014036i,0.00038503+0.0024376i,0.00011789+0.0027864i,0.00017944+0.0029174i,-0.00015932+0.0022936i,-0.00051346+0.00067594i,-0.00081992+0.00066241i,-0.00084261+0.0015677i,0.00016672+0.00033015i,0.00059535-0.00050043i,0.00016838-0.00031947i,2.6828e-05-0.00015793i,-0.00029809-0.00014875i,-0.00044596-8.4503e-05i,-0.0002187-0.00031583i,-0.00051739-0.00063697i,-0.0003011-0.00051785i,7.1281e-05-4.1096e-05i,-0.00021049+0.00022248i,-0.00018646-0.00031605i,0.00067991-0.00082479i,0.00070782-0.00095168i
-0.0012529-0.00058799i,-0.0014662-0.0012994i,-0.0017776-0.001157i,-0.00090211-0.00062501i,-0.00015917+0.0001235i,-0.00018469+0.00030284i,0.00058833+9.0633e-05i,0.00064018+0.00012945i,0.00012149+0.00072536i,0.00032416+0.00086629i,0.0009968+0.0004465i,0.001058+0.00020721i,0.00057834-0.00042758i,0.00064715+0.00013305i,0.00036367+0.0012651i,0.00014757+0.0010057i,0.00041491+0.00040297i,0.00017523+0.00037718i,-8.3511e-05+1.3406e-05i,1.2864e-05-0.00027369i,-6.5941e-06+0.0001771i,0.00039955+0.00059441i,0.00052128+0.00074129i
-0.0015882-0.00029412i,-0.0013823+0.0015031i,-0.0011729+0.0029858i,-0.00077351+0.0036429i,-0.00050239+0.0031432i,0.0013522+0.0018254i,0.0019396+0.00085592i,0.0010604+0.00012693i,0.00064842+5.7454e-05i,0.00088952-5.8052e-05i,0.0001859-0.00053929i,9.877e-05-0.00069176i,0.00073866-0.00054156i,4.2896e-05-0.001141i,4.2297e-05-0.001508i,0.00085754-0.0011424i,0.0007844-0.00046881i,0.00045446-1.1297e-05i,-2.979e-05+0.00016405i,-0.00065273+0.00055436i,-0.00035617+0.0010757i,0.00032894+0.00076135i,0.00070153+4.0266e-05i
1.0289e-05-0.00083375i,-0.00026767-0.0015744i,-0.0015062-0.0023702i,-0.0018641-0.0026416i,-0.0015108-0.002131i,-0.0015851-0.0013018i,-0.0015107+0.00046506i,-0.00022552+0.00076776i,0.00068509-7.6973e-05i,0.00027515-0.00018425i,-0.00022619+0.00032054i,-0.00018056+0.00019591i,0.00024058+0.00034865i,0.00088543+0.00033721i,0.0013329-5.5652e-05i,0.0010726-7.3181e-05i,0.0004685+8.5676e-05i,-0.00026439+0.00029558i,-0.00058591+0.00016825i,-1.8428e-05+0.0001571i,0.00018749+7.0784e-05i,-0.0010353-0.00019698i,-0.00095846+0.00049281i
-0.00043118+0.00044669i,0.00020032+0.00060571i,-0.00022733+0.00090027i,-0.00073223+0.0013935i,-0.0017004+0.0014933i,-0.0011415+0.0014696i,0.00016711+0.0015569i,0.0001856+0.0017018i,-0.00014943+0.0018061i,0.00070268+0.0008872i,0.0012681-0.00010877i,0.00072363-6.1967e-05i,-0.0001802+0.00026048i,-0.00015858+0.00036558i,0.00031336-0.0001225i,0.00048988-0.00093534i,0.00062045-0.00072128i,8.8139e-05-5.8024e-05i,-0.0001827-0.00028507i,0.00066642-0.00062172i,0.00051693-9.383e-05i,-0.00045674+5.0578e-05i,-0.00029972+8.8482e-05i
