-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
-0.011807+0.0015938i,-0.023183+0.0039021i,-0.024526-0.0065025i,-0.012153-0.0448i,0.00081843-0.088398i,0.016931-0.099623i,0.018266-0.073968i,0.0074466-0.028573i,0.0091246+0.013483i,0.018623+0.026921i,0.018415+0.021599i,0.018028+0.021726i,0.023807+0.019562i,0.023182+0.011017i,0.021353+0.0031741i,0.023795-0.0039536i,0.024865-0.0069934i,0.021205-0.0061591i,0.010735-0.0060868i,-0.0014901-0.004745i,-0.0081777-0.0013669i,-0.010185+0.0093797i,-0.0045037+0.025117i
0.013043+0.00031103i,0.02511-0.0013598i,0.036868+0.003554i,0.057938+0.017282i,0.11033+0.018204i,0.15792-0.0036286i,0.14879-0.030194i,0.10227-0.040599i,0.073677-0.043169i,0.055815-0.040206i,0.034219-0.025328i,0.01996-0.018506i,0.01305-0.019208i,0.012614-0.017278i,0.010352-0.018805i,-0.00042336-0.02349i,-0.009643-0.025227i,-0.012297-0.020435i,-0.011292-0.010303i,-0.0092709-0.0013831i,-0.005703+0.0033071i,0.0066737+0.0019219i,0.021918-0.0089189i
-0.0027003-0.0013177i,-0.014184-0.005578i,-0.01417-0.0058111i,-0.0034249+0.010151i,-0.0028038+0.052527i,-0.024809+0.088319i,-0.061468+0.088817i,-0.087013+0.072952i,-0.08671+0.055269i,-0.064361+0.034797i,-0.045109+0.017131i,-0.035213+0.015006i,-0.022281+0.018502i,-0.0098242+0.015289i,-0.0042613+0.013404i,-0.0043578+0.017372i,-0.0082899+0.023278i,-0.0094218+0.025424i,-0.0039559+0.020675i,0.0034819+0.013208i,0.009524+0.0038025i,0.0078412-0.012293i,-0.0060535-0.025057i
0.0042702+0.0025631i,0.012461+0.010634i,0.0020005+0.023039i,-0.034503+0.052347i,-0.067246+0.097491i,-0.057214+0.13447i,0.002144+0.12812i,0.056004+0.083857i,0.057747+0.050623i,0.031207+0.038166i,0.017574+0.026618i,0.017963+0.015365i,0.015449+0.0082865i,0.0067294+0.0050724i,0.0046372+0.0051041i,0.013558+0.0039739i,0.023846+0.0018586i,0.02672+0.00068024i,0.023658-0.0016658i,0.017984-0.0069598i,0.0069263-0.010923i,-0.0080912-0.0041844i,-0.016622+0.013843i
-0.0077188-0.0088288i,-0.016548-0.015345i,-0.020626-0.02119i,-0.023197-0.032449i,-0.040882-0.061252i,-0.061476-0.11149i,-0.067754-0.1527i,-0.06737-0.15526i,-0.055692-0.12236i,-0.028814-0.08271i,-0.0096285-0.057864i,-0.0088255-0.043116i,-0.013926-0.026217i,-0.013169-0.010594i,-0.010554-0.0062779i,-0.01141-0.012757i,-0.011976-0.021887i,-0.010655-0.027119i,-0.010896-0.024724i,-0.014571-0.014921i,-0.015795-0.00086063i,-0.0064204+0.014343i,0.010922+0.020491i
0.0048906+0.011839i,0.010026+0.018475i,0.0061702+0.01043i,-0.01151-0.022837i,-0.031339-0.061308i,-0.043979-0.04582i,-0.042261+0.033352i,-0.023653+0.096586i,-0.0062935+0.089052i,-0.0099789+0.046806i,-0.018361+0.02294i,-0.015439+0.01765i,-0.0055335+0.011838i,0.0016789+0.0036464i,0.0018204+0.0015363i,-0.0048242+0.006166i,-0.012888+0.012702i,-0.017839+0.016123i,-0.018241+0.015396i,-0.011117+0.01654i,0.0010164+0.016475i,0.010952+0.0056459i,0.012662-0.011958i
-0.0014505-0.009925i,-0.00068713-0.020674i,0.011923-0.021549i,0.048293-0.0090142i,0.10986+0.0075118i,0.17102+0.0052122i,0.19434-0.021835i,0.17585-0.046602i,0.13047-0.050665i,0.084606-0.027674i,0.057937+0.00016181i,0.04389+0.0042801i,0.027808-0.0059695i,0.012853-0.010504i,0.0098661-0.0081705i,0.01494-0.0046084i,0.018739+0.00071084i,0.018279+0.0065338i,0.016446+0.0088135i,0.018519+0.0028052i,0.017085-0.011339i,0.0017111-0.02221i,-0.018971-0.020537i
-0.0020073+0.0085188i,-0.0036775+0.017218i,-0.004715+0.017877i,-0.0026291+0.0126i,0.00207+0.013605i,-0.015308+0.013055i,-0.075374-0.0081167i,-0.12535-0.016533i,-0.10092+0.00085383i,-0.040858-0.0059838i,-0.01471-0.02709i,-0.014196-0.023819i,-0.0095973-0.0094842i,-0.0037771-0.0020085i,-0.0025905-0.0038541i,-0.0041804-0.010395i,-0.0053119-0.015741i,-0.0028862-0.017953i,4.8125e-05-0.017234i,-0.0052429-0.016213i,-0.016312-0.0098109i,-0.021517+0.0066195i,-0.015403+0.025065i
0.0033801-0.0093987i,0.0062627-0.014744i,0.0012172-0.0026864i,-0.019952+0.037563i,-0.05595+0.088862i,-0.08918+0.12744i,-0.070669+0.15124i,-0.003851+0.13945i,0.023815+0.08954i,-0.0022356+0.049783i,-0.020846+0.038982i,-0.015551+0.033164i,-0.0052157+0.02163i,-0.00059951+0.011612i,-0.0025161+0.0082218i,-0.0042665+0.0095407i,-0.0061917+0.01037i,-0.0097863+0.0082038i,-0.011958+0.0066403i,-0.010192+0.012188i,0.00010977+0.021749i,0.020387+0.02377i,0.03891+0.015531i
-0.0067085+0.0067718i,-0.012436+0.011693i,-0.018496+0.0044569i,-0.028729-0.01983i,-0.044605-0.046169i,-0.019679-0.066376i,0.036525-0.10406i,0.034592-0.13193i,0.002031-0.095729i,0.0071809-0.034607i,0.025586-0.0092993i,0.025689-0.0084092i,0.016875-0.0048152i,0.010796+0.00066189i,0.010382+0.00071838i,0.012615-0.0034235i,0.01408-0.0027433i,0.011818+0.0031987i,0.0084162+0.0058591i,0.010808+0.00094071i,0.015742-0.012007i,0.011859-0.030055i,-0.00037815-0.04242i
0.0076398-0.007452i,0.012698-0.012878i,0.0070695-0.012192i,-0.0066825-0.018424i,-0.006143-0.058883i,-0.010443-0.11885i,-0.047814-0.11809i,-0.063447-0.053956i,-0.035259-0.023811i,-0.019955-0.040346i,-0.027118-0.04222i,-0.026075-0.024529i,-0.014734-0.012065i,-0.0042701-0.0096653i,-0.00047037-0.011224i,-0.0037085-0.011089i,-0.0056931-0.011614i,-0.0030248-0.013332i,-0.0010509-0.012385i,-0.0065537-0.01205i,-0.02014-0.010589i,-0.035484+1.7934e-05i,-0.045061+0.015281i
-0.011463+0.00039727i,-0.017291+0.0013269i,-0.0097741-0.0031951i,0.020572-0.011054i,0.050412+0.0016797i,0.073179+0.057705i,0.098807+0.11294i,0.10322+0.098294i,0.061595+0.04235i,0.010753+0.023434i,-0.0018264+0.032223i,0.0041809+0.027806i,0.0012464+0.014793i,-0.0050591+0.0081961i,-0.0052985+0.0082621i,-0.00078287+0.0097911i,-0.0001876+0.01001i,-0.0051873+0.0066782i,-0.0076182+0.0039852i,-0.0040423+0.009655i,0.0031831+0.02121i,0.015413+0.030074i,0.027958+0.032681i
0.0086828-0.0022618i,0.014361+0.00046405i,0.011632+0.0075894i,0.0078541+0.030837i,0.038377+0.074294i,0.092668+0.10087i,0.10677+0.064768i,0.076233+0.019442i,0.060547+0.027147i,0.073027+0.026605i,0.063908-0.0043947i,0.035009-0.018616i,0.016579-0.012178i,0.010409-0.0019493i,0.0080915+0.0025778i,0.0075524-0.00069736i,0.0089912-0.0011256i,0.01178+0.0045365i,0.013715+0.0079664i,0.014523+0.0042173i,0.016955-0.0062085i,0.018957-0.022202i,0.018967-0.036168i
-0.0087506-0.0023946i,-0.01323-0.0047374i,-0.010113-0.00016013i,-0.0050527+0.013753i,-0.040053+0.017061i,-0.13094-0.0037513i,-0.20353-0.0094646i,-0.18172+0.0062639i,-0.10701-0.0053078i,-0.065652-0.023365i,-0.051599-0.013814i,-0.033984-0.0031867i,-0.016986-0.0070338i,-0.0066511-0.011038i,-0.0042519-0.01007i,-0.0066495-0.0071489i,-0.0062382-0.0068835i,-0.0017699-0.0091008i,0.0007845-0.010212i,-0.0028271-0.010413i,-0.012982-0.0095941i,-0.026434-0.0066462i,-0.036229-0.0043217i
0.0097575+0.0049013i,0.011762+0.0093656i,0.0020246+0.0035997i,-0.040358-0.014536i,-0.10704-0.015634i,-0.1309+0.024764i,-0.073522+0.059624i,-0.024225+0.057129i,-0.032228+0.059729i,-0.03147+0.072161i,-0.0058928+0.060057i,0.0086474+0.033825i,0.0081542+0.016563i,0.0018109+0.0069143i,-0.0035495+0.0018496i,-0.0044056+0.00015891i,-0.0065296+0.0018264i,-0.011125+0.0037211i,-0.013913+0.0034688i,-0.012668+0.0050045i,-0.0074876+0.010727i,0.00027981+0.021103i,0.0060843+0.032282i
-0.00067795-0.003262i,-0.003321-0.013277i,-0.0047618-0.016601i,0.0096235-0.010444i,0.069178-0.041112i,0.15107-0.14855i,0.17047-0.243i,0.13016-0.23022i,0.099299-0.16755i,0.072017-0.12244i,0.032931-0.083125i,0.011145-0.041214i,0.0087779-0.014029i,0.010317-0.0015958i,0.01116+0.00042331i,0.0081135-0.0018752i,0.0052559-0.0028379i,0.0047638+0.00015265i,0.0043356+0.0051774i,0.0052955+0.0055606i,0.010078-0.00040759i,0.017357-0.0086618i,0.025235-0.01301i
0.0041565+0.00092292i,0.00078795+0.0093335i,0.0055879+0.0033288i,0.021455-0.035707i,0.020835-0.083872i,-0.010869-0.067724i,-0.046038+0.0087102i,-0.062113+0.041947i,-0.070544+0.011317i,-0.07105-0.01132i,-0.050249-0.0037836i,-0.024918+0.0055682i,-0.011404+0.0065647i,-0.003557+0.00085112i,0.0020362-0.005218i,0.0050061-0.0063577i,0.0046606-0.0066394i,0.0026191-0.0083186i,0.0039323-0.0083433i,0.005152-0.0054513i,0.0008216-0.004166i,-0.0086184-0.0077149i,-0.016749-0.015734i
-0.00016445-0.010036i,0.0033679-0.015967i,-0.0010221-0.010836i,-0.012279+0.036559i,0.0060074+0.14563i,0.073565+0.26568i,0.14828+0.29362i,0.17589+0.22862i,0.15521+0.16272i,0.12105+0.10986i,0.080711+0.055168i,0.040244+0.020513i,0.014669+0.0092867i,0.0021477+0.0092668i,-0.0016146+0.011042i,0.00048519+0.0091115i,0.0018464+0.0057874i,0.00030128+0.0034204i,-0.0032281-0.00034196i,-0.004979-0.0026296i,-0.0047645+0.0011329i,-0.0055283+0.008761i,-0.008964+0.016193i
-0.00154+0.0077422i,-0.0072096+0.014312i,-0.0022821+0.019894i,0.020861+0.019318i,0.032847-0.0056554i,-0.0026933-0.068832i,-0.074514-0.13286i,-0.11285-0.14266i,-0.082852-0.11612i,-0.043416-0.084442i,-0.026972-0.047204i,-0.015947-0.020364i,-0.0063454-0.010971i,0.0012932-0.0059755i,0.0055649-0.00084794i,0.0040513+0.002707i,0.0029492+0.0053161i,0.0046609+0.0070947i,0.0031305+0.0083264i,-0.0011887+0.0069522i,-0.0033997+0.0033592i,0.00051318+0.0010585i,0.011038+0.0017272i
0.0046982-0.0052135i,0.012369-0.0093163i,0.0038622-0.015136i,-0.050129-0.03136i,-0.15919-0.046839i,-0.27088-0.02524i,-0.28488+0.038235i,-0.20948+0.096676i,-0.14305+0.11258i,-0.098975+0.09209i,-0.055732+0.057674i,-0.025226+0.028307i,-0.011104+0.0088653i,-0.0084089-0.0044083i,-0.0097731-0.010135i,-0.0076298-0.0077715i,-0.0035116-0.0032226i,0.00061352-0.0018016i,0.0048028-0.0029655i,0.0066001-0.003142i,0.0048722-0.0019694i,0.0014934-0.0039144i,1.8933e-05-0.011033i
-0.0065117+0.0024325i,-0.016668+0.0049706i,-0.022551+0.0084765i,-0.0061262+0.029083i,0.061727+0.056045i,0.18456+0.025444i,0.26592-0.056996i,0.24253-0.10751i,0.17616-0.1009i,0.11323-0.071772i,0.05841-0.04661i,0.025793-0.026208i,0.013454-0.010418i,0.007129-0.00069214i,0.004004+0.00081435i,0.0010481-0.0039123i,-0.0022201-0.006982i,-0.0042367-0.0077005i,-0.0043458-0.0077765i,-0.0015112-0.0066695i,0.0024277-0.0051885i,0.0020979-0.003033i,-0.0057816-0.00042679i
0.0087217-0.00085071i,0.015281-0.0017899i,0.024632-0.00895i,0.048525-0.051977i,0.080013-0.1459i,0.068687-0.21305i,0.0040978-0.1881i,-0.061773-0.1252i,-0.085063-0.080732i,-0.065763-0.052866i,-0.033721-0.030083i,-0.012496-0.012101i,-0.0018356-0.0029731i,0.006132-0.002987i,0.0095481-0.0054938i,0.0061138-0.0038527i,0.00047938+0.00069938i,-0.0040505+0.0047053i,-0.005625+0.0073603i,-0.0056245+0.0070834i,-0.0057528+0.0055805i,-0.0039365+0.0065425i,-0.00093712+0.010361i
-0.0063496-0.001738i,-0.013415-0.0043561i,-0.022045-0.0087263i,-0.053237+0.017788i,-0.10213+0.11727i,-0.10887+0.25224i,-0.047033+0.31013i,0.033792+0.25608i,0.069323+0.1676i,0.057865+0.10118i,0.037563+0.057231i,0.023688+0.027941i,0.011671+0.012076i,0.0015151+0.0072516i,-0.00098272+0.0059159i,0.004671+0.0039717i,0.0089384+0.0019756i,0.008481+0.0015734i,0.0071493+0.0032672i,0.0046373+0.0055514i,0.0032382+0.0075812i,0.0041319+0.0064982i,0.0076772+0.0021343i
0.0037285-0.00047876i,0.0055041+0.0049768i,0.0088029+0.023197i,0.043303+0.050552i,0.11306+0.057854i,0.15556+0.02227i,0.12666-0.04796i,0.065392-0.099558i,0.027121-0.1016i,0.0094865-0.072544i,-0.0034353-0.036068i,-0.0082616-0.012448i,-0.0058557-0.0027126i,-0.0012723+0.002857i,0.00020157+0.0037093i,-0.002279-0.00035243i,-0.0043174-0.0042159i,-0.0048925-0.0063664i,-0.0051232-0.0055382i,-0.0041021-0.0033573i,-0.0022607-0.0043083i,-0.0027221-0.0059826i,-0.0049711-0.0088089i
-0.0019986-0.0046722i,-0.0025444-0.00823i,-0.0017115-0.027053i,-0.034704-0.075531i,-0.13125-0.13821i,-0.23459-0.16921i,-0.25404-0.12075i,-0.19042-0.019873i,-0.11513+0.040163i,-0.065201+0.035502i,-0.036276+0.016714i,-0.018039+0.010283i,-0.0058171+0.0061145i,-0.0017716-0.0010665i,-0.0031097-0.0035472i,-0.003816+0.00063675i,-0.0025594+0.0047871i,-0.00042971+0.0056461i,0.0014415+0.0033915i,0.0022384-0.00073178i,0.00079518-0.0028894i,-0.0018118-0.0012575i,-0.0062041+0.0014321i
0.0015387+0.0031814i,-0.0037361+0.0044928i,-0.023684+0.017774i,-0.040031+0.064994i,-0.015362+0.13635i,0.05242+0.16831i,0.11155+0.13094i,0.12111+0.067613i,0.096429+0.018199i,0.06326-0.0065386i,0.033469-0.016414i,0.014883-0.019366i,0.0056683-0.014662i,0.001484-0.0086209i,0.0023253-0.0086695i,0.0049426-0.010655i,0.0078587-0.0083451i,0.011064-0.0055824i,0.0098861-0.0057174i,0.0055404-0.0048989i,0.0022929-0.0031414i,0.002106-0.0020189i,0.0048746+0.0025928i
-0.005869-0.0030446i,-0.00042774+4.6991e-05i,0.026799-0.001782i,0.085782-0.03818i,0.15202-0.11674i,0.17305-0.1758i,0.11509-0.16377i,0.017954-0.11623i,-0.038953-0.061467i,-0.033679-0.018584i,-0.011923-0.0027482i,-0.003556+0.0011732i,0.00084717+0.0029105i,0.0050418+0.0012555i,0.0039256-0.00075445i,-0.00075104-0.002081i,-0.0053187-0.0034235i,-0.0076161-0.0029957i,-0.007677-1.8025e-05i,-0.0053272+0.0033933i,-0.0030972+0.0055043i,-0.0017159+0.0051945i,0.0026812+0.00072834i
0.0026375+0.0035637i,0.00020917-0.0047462i,-0.026026-0.01859i,-0.092644-0.013118i,-0.17491+0.034709i,-0.20961+0.098075i,-0.16739+0.11779i,-0.084123+0.091756i,-0.019304+0.057077i,0.004294+0.03312i,0.010054+0.02052i,0.014276+0.010602i,0.011842+0.0018533i,0.0069744+0.0011087i,0.0068123+0.0057264i,0.0079999+0.0083672i,0.0052224+0.0095761i,0.00043749+0.010849i,-0.0012275+0.010276i,-0.00039933+0.0073966i,0.0014901+0.0056883i,0.0025113+0.0038471i,-0.0014135+0.00044862i
-0.0024772-0.0027544i,-0.0027432+0.0074306i,0.011127+0.039988i,0.062277+0.087778i,0.13296+0.12055i,0.16043+0.11141i,0.13489+0.056724i,0.093517-0.0092693i,0.04743-0.04244i,0.0079098-0.037243i,-0.011158-0.019506i,-0.014513-0.0075748i,-0.011435-0.0020974i,-0.0078044-0.00096301i,-0.0070995-0.0019207i,-0.0057974-0.0032322i,-0.0015169-0.0043136i,0.0025767-0.0055917i,0.0027311-0.0056868i,-0.00026638-0.0040441i,-0.0036048-0.004617i,-0.005574-0.0054892i,-0.0056721-0.00079634i
-0.0007474+0.0026122i,0.0061204-0.0068096i,0.010926-0.043604i,-0.015419-0.11579i,-0.07252-0.18655i,-0.098411-0.20752i,-0.07469-0.15603i,-0.042763-0.062593i,-0.015402-5.5305e-05i,0.0026402+0.0088581i,0.0045938+0.0042491i,0.0024165+0.006896i,0.0028173+0.0064034i,8.101e-05+0.0034971i,-0.0044191+0.0030177i,-0.0064423+0.0021727i,-0.0064275-0.0016981i,-0.0068385-0.0056558i,-0.0062289-0.0054452i,-0.0034317-0.0037917i,-0.0029707-0.0016675i,-0.0031416+0.00044299i,0.0010453+0.00079916i
-0.0011089-0.0042203i,-0.012759+0.00022308i,-0.042118+0.029303i,-0.06669+0.096864i,-0.05921+0.16256i,-0.034307+0.16619i,-0.010422+0.12796i,0.011436+0.086369i,0.025138+0.037803i,0.024756+2.21e-05i,0.016641-0.013196i,0.0090911-0.01374i,0.0042983-0.0096783i,0.0042114-0.0078652i,0.0067029-0.010308i,0.0066258-0.010664i,0.0032789-0.0042303i,0.0015943+0.0028345i,0.0034179+0.0041017i,0.0053222+0.0017642i,0.0076171-0.00066412i,0.0086173-0.0021521i,0.0060025-0.0041222i
-0.0010125+0.0052753i,0.012768+0.007732i,0.055721-0.0046773i,0.11775-0.051313i,0.15745-0.099359i,0.15091-0.086834i,0.095596-0.042517i,0.020529-0.025129i,-0.024807-0.0082937i,-0.026245+0.014502i,-0.013355+0.018202i,-0.0071329+0.012839i,-0.0039535+0.0080876i,-0.002165+0.0033479i,-0.0020306+0.00037238i,-0.00078542-0.002292i,0.0028611-0.0038941i,0.005288-0.0030412i,0.0049856-0.0013534i,0.0041631-0.00063617i,0.0028436-0.0017245i,0.00040201-0.0030558i,-0.0021665-0.002273i
0.00038847-0.0035827i,-0.010245-0.0123i,-0.055736-0.022121i,-0.13031-0.010673i,-0.17601+0.018381i,-0.16023+0.023065i,-0.11278+0.0027286i,-0.06239-0.0085151i,-0.015718-0.0052544i,0.008429-0.0019941i,0.0089974-0.0013073i,0.0063629-0.0012882i,0.0059436-0.0023865i,0.0065014+9.6821e-05i,0.0086004+0.0039688i,0.0088146+0.0043165i,0.0035037+0.0017538i,-0.0034008+4.2618e-05i,-0.0064303+0.00034476i,-0.0058065+0.0014469i,-0.0055074+0.0033114i,-0.0050913+0.0048603i,-0.0042079+0.0051157i
-0.0012675+0.0064252i,0.0049165+0.020882i,0.039919+0.055884i,0.10083+0.086324i,0.13048+0.085803i,0.094276+0.063385i,0.049363+0.026891i,0.035185-0.0080486i,0.015636-0.025421i,-0.0084166-0.026447i,-0.014616-0.019296i,-0.011361-0.011789i,-0.007284-0.0062753i,-0.0045794-0.0047775i,-0.0045873-0.0043789i,-0.0042274-0.0011158i,-0.0022177+0.0035768i,-0.00095096+0.0061941i,-0.0012702+0.0042473i,-0.002528+0.0017007i,-0.0030761+0.0017512i,-0.0019439+0.0020431i,0.00030942+0.001749i
0.0042024-0.0033679i,0.0064642-0.022107i,-0.009722-0.072444i,-0.053372-0.13176i,-0.082217-0.14821i,-0.05071-0.11522i,0.00080968-0.06367i,0.01677-0.015532i,0.016638+0.014811i,0.019176+0.019477i,0.015362+0.010973i,0.010493+0.0053043i,0.0081257+0.0032088i,0.0029639+0.0033755i,-0.0016955+0.0056901i,-0.0025317+0.0058119i,-0.00020863+0.001372i,0.0011216-0.0039859i,-0.00076673-0.0050138i,-1.5173e-05-0.0025662i,0.000906-0.0018294i,-0.00010134-0.0030796i,0.00053392-0.004434i
-0.0018129+0.0020006i,-0.01605+0.018014i,-0.029816+0.06708i,-0.024442+0.13126i,-0.0032649+0.14894i,0.0093188+0.10259i,0.011734+0.056433i,0.014261+0.036735i,0.015936+0.010341i,0.014251-0.010568i,0.010082-0.0084873i,0.0053565-0.0021447i,0.0033922-0.0006171i,0.0056477-0.0018966i,0.0071844-0.0057487i,0.0043652-0.008444i,-0.0010904-0.007638i,-0.0039608-0.0039724i,-0.00087126-0.0011944i,0.0033426-0.00185i,0.0040314-0.0024945i,0.0020058-0.0020497i,-0.00083657-0.0013245i
0.012118+0.00012427i,0.031258-0.012824i,0.066555-0.052648i,0.091481-0.10915i,0.081454-0.12362i,0.042389-0.065347i,0.002658-0.0066005i,-0.019182+0.0035726i,-0.026878+0.0027606i,-0.025689+0.0081043i,-0.017232+0.010178i,-0.00848+0.0099541i,-0.0050169+0.0083192i,-0.006626+0.0056685i,-0.007786+0.0023189i,-0.0054595-0.00062313i,-0.00041551-0.00074166i,0.0037623-0.00023033i,0.0042174-0.00060453i,0.0023247+0.00027489i,0.001655+0.0018321i,0.0017883+0.002579i,0.0014409+0.004444i
-0.0068081-0.0018025i,-0.030556-0.0017236i,-0.081026+0.013437i,-0.13149+0.049188i,-0.13287+0.074534i,-0.081302+0.060577i,-0.035382+0.028713i,-0.013452+0.00637i,0.0093276+0.00027i,0.019373-0.0011322i,0.0079752-0.0040085i,-0.0025873-0.0024077i,-0.0030763+0.00074114i,0.0015997+0.002851i,0.0071287+0.0045098i,0.0099144+0.003739i,0.0080541+0.0012757i,0.0042607-0.00042009i,0.0014615-3.6959e-05i,0.00073924+0.0020745i,0.00090857+0.0028232i,0.0011289+0.0010084i,0.0030478-5.135e-05i
0.0037829+0.004256i,0.02623+0.015829i,0.076325+0.029376i,0.13291+0.024628i,0.13688-0.00098767i,0.077208-0.03006i,0.025039-0.046678i,0.011557-0.038554i,0.0033202-0.025471i,-0.0037629-0.021547i,-0.002838-0.014965i,-0.00028722-0.007347i,0.0018236-0.0067064i,0.00095438-0.0096563i,-0.00015742-0.010532i,-0.00021282-0.0088673i,-0.0015093-0.0046877i,-0.0020696-0.00014562i,-0.0016509+0.0013803i,-0.0019195-0.00038597i,-0.0027554-0.0021652i,-0.0028805-0.0023367i,-0.0032509-0.0030846i
0.00073874-0.008266i,-0.015981-0.029198i,-0.05789-0.066779i,-0.11275-0.094279i,-0.12988-0.078566i,-0.086042-0.032869i,-0.031617-0.0013207i,-0.0078288+0.0085766i,-0.0019517+0.016633i,0.0024673+0.01895i,0.0058293+0.0094026i,0.0067426-0.00080787i,0.0045007-0.0025511i,0.0010211+0.0018241i,-0.0027843+0.0067502i,-0.006313+0.0089759i,-0.0073933+0.0069674i,-0.0066237+0.0036054i,-0.006098+0.0009745i,-0.0055468+0.00011061i,-0.0032376+0.0012596i,-0.00071632+0.0019651i,-0.0015448+0.0026267i
0.0016974+0.0083741i,0.0064631+0.033792i,0.02146+0.0832i,0.049991+0.12911i,0.075297+0.12267i,0.07966+0.070732i,0.066222+0.032093i,0.042491+0.014925i,0.02022-0.0025042i,0.0090564-0.0094993i,0.0041649-0.00097659i,0.0028234+0.0045614i,0.0050529+0.001834i,0.0075033-0.0009246i,0.0092316-0.001733i,0.010404-0.001897i,0.0085523-0.0032341i,0.0041097-0.0033533i,0.0013416-0.00055389i,0.0011156-0.00049256i,0.0013576-0.0020517i,0.0017498-0.002458i,0.0025-0.0015145i
0.004014-0.009464i,0.010047-0.033279i,0.020678-0.084481i,0.02148-0.13722i,0.0042303-0.13819i,-0.021418-0.085246i,-0.034687-0.032923i,-0.027077-0.0071753i,-0.016444-0.0013346i,-0.013029-0.0044207i,-0.0085482-0.0036342i,-0.0035947-0.0003734i,-0.0037084-3.9893e-05i,-0.0058665-0.0016043i,-0.0071069-0.0045182i,-0.0072518-0.007643i,-0.004705-0.0083181i,-0.0010765-0.0069879i,0.000499-0.0053019i,-0.00023478-0.0031142i,-0.0020232-0.00037218i,-0.0029605+0.0018502i,-0.0020547+0.0020988i
-0.0065191+0.0024601i,-0.025219+0.02112i,-0.061068+0.060734i,-0.091007+0.10776i,-0.087418+0.12304i,-0.051353+0.10457i,-0.019805+0.071882i,-0.0045599+0.035055i,0.0095205+0.014362i,0.014321+0.0060378i,0.0052014-0.002029i,-0.0025455-0.0022518i,-0.0015907+0.0025884i,0.0017682+0.0062312i,0.0033029+0.009066i,0.0042389+0.01037i,0.0048014+0.0095024i,0.0039206+0.0070006i,0.0030314+0.0044103i,0.0018809+0.0033157i,0.002827+0.0036644i,0.0043889+0.0036131i,0.0039051+0.0024715i
0.0087931-0.000642i,0.032743-0.0089985i,0.079646-0.027596i,0.12306-0.047686i,0.12329-0.056055i,0.081585-0.061795i,0.036607-0.060276i,0.0086663-0.036319i,-0.0022626-0.014168i,0.0010342-0.006379i,0.0053959-0.0021836i,0.0044726-0.00012755i,0.0032166-0.0018568i,0.0029659-0.0054317i,0.0054226-0.008232i,0.0079759-0.0096435i,0.0078695-0.0076326i,0.0061535-0.0027558i,0.0045205-0.00021037i,0.00347-0.0012342i,0.0019127-0.003634i,-0.00014829-0.0052767i,-0.0014859-0.0050154i
-0.0066579-0.002806i,-0.032447-0.005935i,-0.080987-0.013614i,-0.12868-0.024311i,-0.1365-0.028451i,-0.10071-0.014495i,-0.052215-0.0016293i,-0.017667-0.0027802i,-0.0042028+0.00042887i,-0.0031769+0.0064375i,-0.00054328+0.0045416i,0.0019867+0.00012405i,-0.00037419-0.00027828i,-0.0046138+0.0014271i,-0.0095562+0.0013439i,-0.012791+0.00020045i,-0.013174-1.6023e-05i,-0.010248+0.00031965i,-0.0056172+0.00087487i,-0.0041734+0.00088317i,-0.0047078+0.0014059i,-0.0054178+0.0027262i,-0.0049849+0.0026268i
0.0065072+0.0058233i,0.026752+0.017759i,0.060442+0.045075i,0.088936+0.076776i,0.0925+0.089332i,0.07872+0.069951i,0.059683+0.037865i,0.035678+0.012651i,0.015374-0.0023936i,0.004104-0.0055521i,-0.0025054-0.00096128i,-0.0016431+0.0030615i,0.003886+0.0023437i,0.0074961+0.00059684i,0.0094343+0.0022886i,0.0099039+0.0037287i,0.007089+0.0027884i,0.0017945+0.00161i,-0.00041726+0.0011275i,0.00092478+0.00083199i,0.0029346+0.0003757i,0.0042003-2.4169e-05i,0.0040308-0.00030073i
-0.004272-0.0074384i,-0.016053-0.02623i,-0.031011-0.063299i,-0.034484-0.10317i,-0.024565-0.11357i,-0.017458-0.084572i,-0.016012-0.040502i,-0.0072247-0.0038628i,0.0023425+0.0059213i,0.0011827-0.0035198i,-0.0003268-0.0062961i,0.0012988-0.0036391i,0.0009769-0.0039415i,-6.131e-05-0.0061995i,-0.00023959-0.0095396i,0.00052619-0.012455i,0.0015151-0.012678i,0.0012394-0.010196i,-0.00084616-0.0061444i,-0.0025075-0.0033136i,-0.0029192-0.0031143i,-0.0020791-0.0040588i,-0.00085136-0.0040839i
