-0.0036869+0.00072671i,-0.0019063+0.0010737i,-0.0014619+0.0018827i,-0.00059866+0.003683i,-0.00028806+0.0048501i,0.00050949+0.0035505i,0.0012705+0.0025949i,0.00058597+0.002371i,-1.9095e-05+0.0013385i,-0.00063038+0.00069996i,-0.00043186+0.00022264i,0.00058772-0.00084741i,0.00097962-0.0014595i,0.00041542-0.001424i,9.259e-05-0.0014384i,0.00012061-0.0010671i,-0.00060188-0.0011289i,-0.0011513-0.00092285i,-0.00041181-0.00061276i,-6.3298e-06-0.00038267i,-0.00021954+3.5624e-05i,-0.00050208+7.541e-05i,-0.00042988+0.00080017i
0.00049545+0.00080755i,0.00016417+0.00093646i,0.00025031+0.0012169i,0.00073021+0.00010714i,0.00093097-0.00026323i,9.9384e-05+0.00025074i,-0.00070596+0.00070579i,-0.0002838+0.00052385i,-0.00020928+0.00027004i,-0.00069483-1.7803e-05i,-0.00045039-0.00076372i,-0.00046621-0.0005232i,-0.00072807+0.00052597i,-0.00052197-0.00028612i,-3.8348e-05-0.0016712i,7.3145e-05-0.0017489i,-0.00019196-0.00052493i,0.00021268+0.00053004i,0.0006449-1.7918e-05i,0.00062707-0.00030911i,7.8495e-05-0.0002333i,-0.00021653-0.00097755i,5.3757e-05-0.0005235i
-0.00014779+0.0010873i,0.0018108+0.00076557i,0.0031488+0.00089227i,0.0027529+0.0013953i,0.0018233+0.0004938i,0.00073474-0.00017363i,-0.00041523+0.00029141i,-1.5766e-05+0.00077423i,-0.00048987+0.00084559i,-0.00093699+0.00059187i,-0.0011418+0.00071561i,-0.0013028-0.00026942i,-0.00072225-0.0015975i,-0.0010648-0.001166i,-0.00099049-0.00068164i,0.00011837-0.00039351i,0.00085789+4.9923e-05i,0.0013689+0.00023894i,0.00088386-6.6106e-06i,0.00039403-0.00016889i,0.00022337-0.00024364i,-0.00042261+8.0625e-05i,-0.0010994+0.00097375i
-0.00061158-0.0021927i,-0.0016918-0.0010561i,-0.0025643+0.00018874i,-0.0021888+0.0018378i,-0.0019314+0.0030429i,-0.0011598+0.0022826i,-0.00089383+0.0018273i,-0.0011561+0.0015483i,-0.0014206+0.00098444i,-0.0006013+0.00071986i,0.00030633+0.00077119i,0.00018985+0.0012465i,-0.00037506+0.00085506i,-4.7045e-05-0.00053228i,0.0010875-0.00091437i,0.00074557-0.00060154i,0.00022538-0.00060663i,-0.00020007-0.00042634i,-0.00089814+0.00040453i,-8.0491e-05+0.00123i,0.00042167+0.0013833i,0.00030031+0.00064177i,-9.773e-06-0.00049699i
-9.2048e-05-0.00092676i,-0.00099724-0.00043818i,-0.0010142-0.00075331i,0.00014077-0.0010644i,0.00072749-0.00067935i,0.00035725-0.00018049i,0.0004753-0.00053847i,0.00056647-0.00054335i,-0.00026297-2.7008e-06i,-0.0010491-0.00014866i,-0.00039788+9.8067e-05i,0.00044543+5.2123e-05i,-0.00020587+0.00017049i,-0.00037335+0.00084082i,8.0532e-05+0.00039823i,0.00052357+0.00017311i,0.00038148+7.4274e-06i,-0.00038595-0.00029809i,0.00069768-7.2555e-05i,0.0011727-0.00013369i,2.1915e-05-0.0007141i,-0.0006477-0.00070839i,-0.00055657-0.00067324i
-0.00078928-0.0011179i,-0.0011525-0.0014268i,-0.0019462-0.0013831i,-0.0020417-0.00051972i,-0.0012751+0.00082232i,-0.0003123+0.0012533i,0.00011594+0.0013244i,-0.00036522+0.0016236i,-0.0011025+0.0017262i,-0.0012867+0.0017184i,-0.00054934+0.0014985i,7.0687e-05+0.0012931i,0.00042309+0.00047755i,0.00037717+0.00012466i,0.00027242-5.1247e-07i,0.00057512+9.3306e-05i,0.00045463+0.0010971i,0.00055037+0.0013943i,0.00098274+0.00078692i,0.001373+0.00010442i,0.0014709-3.412e-05i,0.0013195+0.00022816i,0.00072485+0.00030464i
0.00029949-3.2554e-05i,-0.001007+0.0011767i,-0.0019219+0.0015901i,-0.0020603+0.0017826i,-0.0022626+0.0012906i,-0.001859+0.0014641i,-0.0009938+0.0012537i,-0.00058204+0.00078037i,-0.00071101+0.0006994i,-0.0015745+0.00033356i,-0.0015984+0.00016498i,-0.0006401-0.00011493i,7.8687e-06-0.00064504i,7.0471e-05-4.2767e-05i,-0.0003405+0.00042338i,-0.00077301+0.00037302i,-0.00021641+0.00076111i,0.00063642+0.00021999i,0.00079744-0.00016153i,0.0007707+0.00027516i,-0.00026844+9.4563e-05i,-0.0009143-0.00011933i,-2.2851e-05-0.00019265i
-9.6569e-05+0.00058344i,0.00075414+0.00057393i,0.0013255+0.001437i,0.0018832+0.00097909i,0.0019095+0.00081229i,0.0012151+0.00038551i,5.9011e-05-8.7921e-05i,-0.00016885+0.00052947i,-0.0011672+0.00086022i,-0.0017681+0.00018215i,-0.00063579-0.0003493i,0.0002613-0.0010579i,0.00065515-0.001029i,-1.7804e-05-0.00055016i,-0.0011025+0.00013999i,-0.00071387+0.00062793i,0.00014776+0.00091638i,0.00054314+0.0010832i,0.00044561+0.00086102i,1.6259e-05+0.0004883i,-0.00033559+0.00011533i,-0.00048225-0.000387i,-0.00014812-0.00014974i
-0.0019563-0.0020816i,-0.0024388-0.00014237i,-0.0021163+0.0019089i,-0.0011724+0.0031769i,-0.00091641+0.0034658i,-6.075e-05+0.0032072i,0.00059182+0.0023229i,3.0664e-05+0.0014473i,-0.0010379+0.00062365i,-0.00053724+0.00082551i,0.00024044+0.00054497i,0.00056371-0.00047974i,0.00058389-0.0009121i,0.00027203-0.0012963i,0.0002415-0.0015777i,0.00063174-0.001419i,0.00094541-0.00047755i,0.00091564-0.00019219i,0.00065417-0.00026312i,0.00097752-0.00016741i,0.00011085+0.0001815i,-0.00064611+0.00060297i,-0.00036232+0.00016698i
-0.001449-0.0014724i,-0.0017693-0.00073085i,-0.0019865+0.0012707i,-0.0009095+0.0018557i,0.00058124+0.0012975i,0.0013768+0.002021i,0.00053297+0.002339i,-0.00085842+0.0015596i,-0.001145+0.0013418i,-0.00044029+0.0015791i,0.00029399+0.0018801i,0.00063835+0.0012635i,0.00013892+0.00043625i,-0.000325+0.00052957i,-0.0012454-0.00023351i,-0.0013634-0.00063894i,-0.00053101+4.9551e-05i,-4.9068e-05+0.00036814i,0.00018997+0.00069573i,-0.0004045+0.0008041i,-0.0007392+0.0004524i,-0.00025966+0.00019437i,0.00010826-0.00019368i
-0.0012154-0.00052055i,-0.00071915-0.0004779i,-0.0010249+6.2263e-05i,-0.0011422+0.0012361i,-0.0010338+0.0016387i,-0.00079485+0.00096872i,0.00023152+0.00089948i,7.7329e-05+0.001354i,-0.0012947+0.0013913i,-0.0010996+0.0010753i,-0.00066843+0.0012883i,-0.00061557+0.0010031i,0.00017571+0.00065052i,0.00066756+9.0225e-05i,0.00066889-0.00085724i,1.9673e-05+0.00018757i,-0.00031187+0.00062243i,0.00016028+0.00050529i,-2.9506e-05+0.00067928i,4.1567e-06+0.00014746i,-2.3048e-05-0.00041265i,-0.00049415-0.00050932i,2.2425e-05+4.8513e-06i
0.00046436+0.00057737i,-0.00015476+0.0010182i,-3.5792e-05+0.0013358i,7.7676e-05+0.00022735i,-0.00051215-0.00036283i,0.00032726-0.00058058i,0.00021522-0.00036174i,-0.0010742-0.00011472i,-0.001705-7.2222e-05i,-0.00084104+0.00038637i,-0.00038294+0.00039982i,-0.00028667+0.00022306i,0.00050269+0.00020752i,0.0004916+1.2824e-05i,0.00061468-1.0151e-05i,0.00041498+0.00047195i,-8.0907e-05+0.00068379i,-4.2947e-05+0.00072247i,0.0002256+0.0003714i,0.0002008-0.00018043i,-0.00016369-0.00056599i,-0.00045629-0.00041389i,-0.00014234+0.00017355i
-0.00019121+0.00079016i,0.00083919-0.00016575i,0.0014193+0.00054849i,0.0017427+0.0013573i,0.0016+0.00095558i,0.0002992+0.00074464i,-0.00023669+0.0009373i,-0.00058613+0.00084115i,-0.00099736+0.00085161i,-0.00022705+0.00040304i,0.00081186+0.00015134i,-1.52e-05+0.00015645i,-0.00071218-0.00019636i,-0.00022379+0.00010263i,-6.0914e-05+0.00051646i,0.00029254+0.00010257i,0.00048699-0.000548i,0.00040397-0.00018616i,0.0001621+0.00031801i,-0.00020556+0.00030725i,-0.00048101+8.6291e-05i,-0.00051784-0.00015042i,-0.00059527-0.00020241i
-0.00031657+0.00074579i,0.0010227+0.00055847i,0.00085539+0.00027171i,-0.00027084+0.00060314i,0.0002057+0.001144i,0.00099056+0.0011572i,1.3938e-05+0.0017026i,-0.00092669+0.0019459i,-0.0017044+0.00058961i,-0.0017334-0.00014553i,-0.00083726-3.6907e-05i,0.00015915-0.00040417i,-0.00022326+5.4006e-05i,-0.0012795+0.00082803i,-0.0011258+0.00044524i,5.129e-05+0.00040661i,0.00045028+0.00052497i,0.00047718-0.00045529i,0.00086653-0.00094123i,0.00047012+1.7564e-05i,-0.00029229+0.00036829i,-0.0005863+0.00083861i,-0.00071054+0.00087635i
0.00076479-0.0027987i,-0.00022191-0.0022912i,-0.0021431-0.0019326i,-0.0028195-0.0012477i,-0.0027049+0.00029058i,-0.0017908+0.0015169i,-0.00046685+0.0013604i,-0.00047092+0.0015135i,-0.0011597+0.0014503i,-0.0012957+0.00018651i,-0.0011138-0.00034252i,-0.00013325+0.000623i,0.00010317+0.0018144i,-0.00029873+0.0010844i,0.00022369-2.9378e-05i,6.7591e-05+0.00055915i,-0.00029897+0.00034992i,0.00010602-0.00012928i,0.00014607+0.0001676i,0.00035636+0.0001433i,0.0013552+0.000244i,0.00069223-7.4358e-06i,-0.00061751-0.00060703i
0.00036187+0.0011614i,0.00046256-0.00042988i,0.00044105-0.00098232i,0.0005243+1.6788e-05i,-0.00016728+7.8479e-05i,-0.00089188-0.00087938i,-0.00020418-0.0005907i,-0.00052502+0.0002568i,-0.0010196+3.8006e-06i,-0.00070848-6.0652e-05i,-1.2766e-05+0.00014069i,0.00021883+0.00014798i,-0.00017822+0.00012633i,-0.00050845-0.00016679i,-0.00029919-3.262e-05i,0.00034287-9.5108e-05i,0.00062364-0.00048671i,0.00030213-0.00057185i,-7.8155e-05-2.0385e-05i,-3.8666e-06+0.00057429i,-7.7334e-05+0.00063133i,-0.00043934+0.0010863i,0.00050565+0.001262i
0.0006284-0.00086007i,0.00095043-0.00052354i,0.0010593-0.00012175i,-0.00015624+0.00044061i,-0.0011753+0.00020011i,-0.0012111+0.00022144i,-0.0015583+0.0012472i,-0.0019226+0.00078524i,-0.0015606-0.00032679i,-0.0019097+8.0542e-05i,-0.0018863+0.00066683i,-0.00066395+0.00084211i,-0.00014106+0.00048975i,-0.00024524+0.00024044i,0.00031487+0.00059707i,0.00093844+0.00044388i,0.0010567-0.00019243i,0.00094334+9.5018e-05i,0.00037748+0.00077279i,0.00011098+0.00045003i,0.0001224+0.00066404i,-0.00055573+0.0004321i,-0.00072647-0.00012887i
0.00042933-6.5118e-05i,-0.00065031+2.8437e-05i,-4.6343e-05-0.00060799i,0.00028991-0.00017856i,-0.00019247+0.00043814i,-3.0654e-05+0.0010847i,0.0006942+0.0012482i,-0.00020579+0.0010535i,-0.0012767+0.0011357i,-0.00092472+0.00089511i,-0.00011955+0.00048591i,0.00062134-0.00036178i,0.0010655-0.00013125i,0.00051635+0.00033646i,0.00032165-0.00036954i,0.00034379-0.00048043i,7.4069e-06+0.00017219i,-0.00031296+0.00015634i,3.7444e-05-0.00029854i,0.00021762-0.00040058i,0.00031039-0.00022398i,0.00060865-0.00088392i,0.00062212-0.0011555i
-0.00024455+0.00028015i,0.00041953+0.00098004i,0.0005862+0.0010771i,0.0010854+0.0019473i,0.0013649+0.0019429i,0.00074154+0.0012801i,-9.7926e-05+0.0013116i,-0.00031422+0.00076975i,3.138e-05+0.00060899i,-0.00018795+0.0011354i,1.2517e-05+0.00039197i,0.00022708-0.00024321i,7.81e-05+0.00027667i,0.00027756-1.9898e-05i,-0.00047837-0.00025574i,-0.00074292-0.00020007i,8.9242e-05+3.0851e-05i,0.00055908+0.00039098i,0.00097932+0.0010636i,0.0010288+0.00064139i,0.00026365+6.5245e-05i,-0.00035031+0.00036729i,-0.00030728+0.00014616i
0.001234-6.3347e-05i,0.0014277+0.00072576i,0.00053272+0.0016795i,0.00064966+0.00049398i,0.00067851-0.00016999i,-0.0011217+0.00010807i,-0.0016745-0.00010827i,-0.00085493-2.4582e-06i,0.00027582+0.00037351i,0.00042628-1.1205e-07i,-0.00045096+0.00014763i,-0.00091939+0.00069606i,-0.00038634+0.00092037i,0.00037268+0.00092982i,0.00034264+0.00078849i,-0.00051273+0.00025337i,-0.00087377-0.00013407i,2.2392e-05+0.00041593i,0.00032604+0.00077586i,6.2882e-05+0.00075237i,7.7234e-05+0.00040702i,0.00045765-6.7872e-05i,0.00017675+1.2387e-05i
-0.0011387+0.0010003i,0.00017282+0.00059226i,0.0011582+2.2362e-05i,0.00098218+0.0012156i,0.0012901+0.0017237i,0.0011497+1.386e-05i,-3.7729e-05+0.00012287i,-0.0015417+0.00089544i,-0.0018715+0.00064077i,-0.00065141+0.00083261i,0.00023896+0.00074356i,-0.000153-5.2554e-05i,-8.7182e-05-0.00077617i,0.00041577-0.00044434i,0.00026463+2.2582e-05i,0.00052786+0.00068236i,0.00047307+0.00077088i,0.00063449-0.00047232i,0.00061291-0.00056052i,0.0005133-0.00030259i,9.3626e-05-0.00012026i,-0.00037059+0.00046996i,-0.0004521+0.00069281i
-0.0023885-0.0025218i,-0.0025122-0.0015368i,-0.0022262-0.00086176i,-0.0015434-7.2581e-05i,-0.00020334+0.0014267i,0.0012965+0.0020779i,0.0019076+0.0018411i,0.001023+0.0015114i,-0.00071884+0.0015642i,-0.0015392+0.0010552i,-0.00048421+0.00059191i,0.00058131+0.001039i,0.00028232+0.00064865i,0.0002223+0.00016037i,0.00055338+2.0626e-05i,0.00019367+6.4808e-05i,0.00042245+0.00075364i,0.00038896+0.00087819i,0.00046161+0.00067718i,2.8427e-05-0.00010485i,-0.00045394-0.001i,-0.0003405-0.00031134i,-0.00018767+0.0001499i
-0.00012981+0.00057868i,0.00052153-0.00013852i,7.9896e-05-0.00048612i,-4.9898e-05-0.00036486i,0.00016388+7.2758e-05i,-4.8594e-05+8.6669e-05i,-0.00066075+0.00052289i,-0.0011287+0.00096141i,-0.0010347+0.00074805i,-0.00057816+0.0005731i,-6.7512e-05+0.00038048i,0.00068613+0.00018609i,0.001058-0.00029974i,0.00050554-0.00062013i,0.0001235-0.00046846i,-0.00057571-0.00057604i,-0.00042026+2.4433e-05i,0.00025917+0.00059957i,-0.00011162+0.00046436i,-0.00031082+0.00020239i,0.00030033-0.00027053i,-7.9509e-05+0.00015076i,-0.00030847+0.00048454i
-0.00020339+0.00057398i,-0.00099812+0.00054559i,-0.0015723+0.0010528i,-0.00085637+0.0015616i,0.00030269+0.0014057i,0.00082254+0.00047607i,-0.00033951+0.00032263i,-0.001859+0.00018646i,-0.0025472+0.00069312i,-0.0019146+0.0013666i,-0.00067471+0.00049659i,-0.00013457-0.00042203i,-0.00036909-0.00043912i,-0.00047887+0.00035253i,0.00021137+0.00063883i,0.0003075+0.00039942i,0.00056715+0.00048681i,0.0013196+0.00081995i,0.00058562+0.00123i,-6.4061e-05+0.00090127i,-0.00065936+0.00021496i,-0.00085584-3.5844e-05i,-0.00051234+0.00056369i
0.00023097-0.00010023i,-0.00035411-3.5723e-05i,-0.00043563-0.00032507i,-8.4263e-06+0.00021851i,0.0002401+0.0014139i,0.00013644+0.0015602i,0.00057474+0.0011318i,-0.00020397+0.0013142i,-0.0011018+0.0015503i,-0.00085768+0.0011437i,-0.00097811+0.0010138i,-0.0015415+0.0010463i,-0.0014011+0.00038407i,-0.0006685-0.00033815i,-0.00020648-0.00036229i,-0.00035439-0.00034755i,8.0374e-05+0.00029551i,0.00040004+0.0006483i,0.00062422+6.6123e-05i,0.00063412+0.00011866i,-0.00017866+0.00031526i,-0.00038437+0.00027248i,-0.00037692+0.00066761i
-0.0014384-0.0014542i,-0.00060791-0.0011696i,-0.0011901+0.00061923i,-0.00078437+0.0024355i,-8.2392e-05+0.0032982i,0.00057588+0.0028714i,0.00034519+0.0016077i,-0.00079481+0.0004704i,-0.001317-0.00083905i,-0.00066715-0.0013454i,0.00076925-0.00071946i,0.0010374+0.00022265i,9.5466e-05+3.2831e-05i,-0.000277-0.0010192i,-0.00043059-0.0010906i,-0.00031531-0.00084667i,-0.00037506-0.00065996i,0.0002319-0.00053465i,0.00091332-5.876e-05i,0.00080649+0.00069787i,0.00036794+0.0005621i,-4.1603e-05+0.00031361i,-0.00046106+0.0005247i
0.00018181+0.00040869i,0.00050121+0.00016485i,0.0002076-0.00079571i,-0.00063513-0.0006001i,-0.0014309-0.00010539i,-0.0019084-9.1239e-06i,-0.0017871+0.00046047i,-0.00014889+0.00074735i,0.00026335+0.00079669i,-0.00064389+0.0007159i,-0.00070167+0.00018326i,0.00017439+0.00036036i,-8.4917e-05+0.0010362i,-0.0002427+0.0011549i,-0.00012708+0.00017475i,-0.00010578-0.00063935i,0.00045544-0.00019143i,0.00087025+0.00024603i,0.00088005+0.00012284i,0.0003935-0.00038141i,-0.00019551-0.00036821i,0.00037685+4.3657e-05i,0.00077261+0.00045801i
-2.3771e-05+0.0013211i,0.00027082+0.001518i,0.0011831+0.0014075i,0.001557+0.00053793i,0.001908-0.00053558i,0.0011272-0.00067252i,-1.5144e-05+0.00031031i,-0.00095223+0.00093326i,-0.0014142+0.00050736i,-0.0011181-0.00027074i,-0.0013264-0.00070963i,-0.00077503-0.00019543i,2.7623e-05+0.00025578i,-0.00023498-0.00033556i,-0.00050675-3.3438e-05i,6.2327e-05+0.00032374i,9.4092e-05-0.00041322i,-0.00027166-0.00046104i,0.00016128-0.00067607i,0.00063776-0.00096025i,0.00015066-0.00016219i,-0.00084714+2.0715e-05i,-0.00031864-0.00060071i
-0.0018784-0.0021197i,-0.00176+7.5091e-06i,-0.0023211+0.0016561i,-0.0025416+0.001845i,-0.0019363+0.002423i,-0.00024961+0.0031861i,0.0012731+0.0021493i,0.00046865+0.00077855i,-0.0012377+0.00067157i,-0.0015487+0.00030908i,-0.00083146+0.00011729i,-0.000174+0.00035154i,-6.5324e-06+0.0010668i,0.00059842+0.00096854i,0.0014232+0.00027197i,0.0010921+0.00046563i,0.00038039+0.00068235i,0.00014026+0.0005341i,-0.00010291+0.00031287i,-0.00020833+1.7988e-06i,-0.00054765+0.00030834i,-0.0010818+0.00056002i,-0.00096199+0.00010736i
0.0011299-0.00042068i,0.0003344-0.0010741i,0.0002235-0.0018977i,-4.9196e-06-0.00078673i,-0.00019343+0.00094226i,-0.00051707+0.0021773i,-0.0011929+0.0022254i,-0.0010458+0.00092175i,-0.0013395-0.00046587i,-0.001618-0.00024229i,-0.0016553+0.00011948i,-0.0015605+1.0351e-05i,-0.00086108+0.00024409i,9.2263e-05+0.00017548i,0.00045205+0.00021725i,0.00044443+0.00038939i,0.00043237+0.00059719i,-0.00021772+0.00014059i,-0.00047233-0.00048336i,-0.00014901-0.00039813i,0.00018362-0.00043173i,0.0002117-9.4312e-05i,-0.00015258+0.00079645i
0.00207+0.00084637i,0.00063768-0.00013197i,0.00087109-0.0010712i,0.00084652-0.0011082i,0.00016612-0.0015151i,-0.0010247-0.0017351i,-0.0012415-0.001103i,-0.00068284-0.00037493i,-0.00088677+0.00030982i,-0.00079088+0.00029259i,-0.00027479-0.00032572i,-0.00038853+0.0001751i,-0.0010546+0.0008818i,-0.0015344+0.00094466i,-0.0012406+0.00028292i,-0.00033819-4.1451e-05i,6.144e-05+6.7784e-05i,6.2213e-05+7.6419e-05i,0.00015997-0.0010678i,0.00041405-0.0018113i,0.00012273-0.001017i,-0.00030062-0.00029329i,-2.0376e-05-8.6811e-05i
0.00010653+0.00010146i,0.00043424+0.0015579i,0.00078605+0.0022513i,-0.00032482+0.0016579i,-0.0017241+0.0016328i,-0.002052+0.0013146i,-0.0015893-0.00012919i,-0.00082587-0.00096879i,-0.0010021-0.00045752i,-0.0013566-0.00016928i,-0.00066479+0.00013819i,-0.00018648-0.00037474i,-0.00065773-0.00032543i,0.00012173-0.00030247i,0.00057046-0.00036469i,0.00029764+0.00080416i,3.7444e-05+0.0013179i,-0.00054035+0.00020919i,6.2402e-06-0.00069735i,0.00092946-0.0010652i,0.00023513-0.00071077i,-0.00054466+0.00049392i,-0.00068004+0.00072205i
0.0013066-0.00048124i,0.0010264+0.00054595i,-0.00033064+0.00064881i,-0.001031+0.00018945i,-0.00093744+0.0010983i,-0.00107+0.0022042i,-0.0012595+0.0017826i,-0.00080768+0.0013452i,-0.0009258+0.00080993i,-0.0010541+0.00039488i,-0.00091105+0.00055928i,-0.00013863+0.00028952i,0.00041264-0.00033447i,0.00053983-0.00051801i,0.0010109-8.9929e-05i,0.00088713-0.00014925i,-0.00027949-0.00056833i,-0.00097408+9.2563e-05i,-0.00010894+0.00030828i,0.00033404-0.00049923i,3.9204e-05-0.00052631i,-0.00034476-0.00022367i,-7.8183e-05+0.00013804i
0.00035057-0.00064085i,-0.0010294-0.0016277i,-0.0018889-0.0018247i,-0.0018133-0.00074925i,-0.002057+0.00031559i,-0.0020147+0.0007976i,-0.001185+0.0010577i,-0.00077864+0.00040921i,-0.00053852+0.00026578i,-0.00038915-6.4029e-05i,-7.5856e-05+3.6083e-06i,-1.4871e-05+0.00022949i,-0.00039515-0.00030451i,-0.0007425-0.00071511i,-0.00028002-0.00097293i,0.00032697-0.00067778i,0.00027769-0.00034913i,-0.00015233-0.0005379i,-0.00015549-0.00045759i,-9.518e-05-0.00050934i,-0.00048426-0.00051621i,-0.00050579+0.00025886i,-0.00041012+0.00092427i
-0.00011364+8.2741e-05i,-0.0012689-0.00048686i,-0.0027779+0.00075497i,-0.001869+0.0017297i,0.00079207+0.0020305i,0.0019737+0.00087582i,0.0016696+0.00026915i,0.00035649+0.0016762i,-0.0012595+0.0021901i,-0.0013352+0.0010519i,-0.00035396+0.00054244i,0.0008783+0.00091901i,0.00079184+0.00080362i,0.00039345+3.7641e-05i,0.0011271+8.3548e-05i,0.00074955+0.00023709i,4.9652e-06-0.00014307i,-0.000404-0.00019301i,-0.00036029-0.00047348i,-0.0001831-0.00047158i,-0.00020792-0.00010876i,-0.00019226-7.5964e-06i,-8.3821e-06-0.00013978i
-0.0021683+0.0017181i,-0.0016227+0.0019471i,-0.00026367+0.0029998i,0.00076087+0.0026853i,0.0014094+0.0014629i,0.0013421+0.00031514i,0.00044342-0.00051341i,-0.00081899-0.00019643i,-0.0018164+0.0012536i,-0.0021343+0.0021756i,-0.0011945+0.0018188i,0.00022337+0.0012202i,0.00041352-6.0959e-05i,-2.5799e-05-0.00053643i,-0.00026314-0.00021218i,0.00011222-0.0006308i,0.0009251-0.00097778i,0.00095025-0.0011136i,0.00060696+2.9881e-06i,0.00029649+0.00056884i,-0.00075833+0.00015045i,-0.0013045+3.2792e-05i,-0.00089987+2.239e-05i
-3.8253e-05-0.0007185i,-0.0010679-0.0016738i,-0.0023045-0.0018809i,-0.0021411+5.6828e-05i,-0.0008749+0.0014857i,-0.00030828+0.0017731i,-0.00029386+0.0006504i,-0.00023853-0.00033214i,-0.00096711+9.9819e-05i,-0.0014508+0.00064358i,-0.00079251+0.00094895i,0.00011442+0.0010376i,0.00022663+0.00095421i,-0.00010159-6.9798e-05i,-0.00049277-0.0011056i,0.00030732-0.00029907i,0.001253+0.00093255i,0.00027941+0.0006418i,-0.00067857+0.0001911i,-0.00051345-0.00029037i,5.1859e-05-0.00081441i,0.00050522-0.0010059i,0.00025768-0.0011022i
4.2741e-05-0.00013741i,-0.0017454-0.00076813i,-0.0034277+0.00035977i,-0.0033004+0.0006654i,-0.0014133+0.00098236i,-0.00076599+0.0025948i,-0.000384+0.0032805i,-0.00033423+0.0020552i,-0.000767+0.00045045i,-0.00050438-0.00038563i,-2.4119e-05-0.00012757i,0.00019022+0.00031979i,-0.00028921-0.00054311i,-0.0010136-0.00087888i,-0.000929-0.00059695i,1.8747e-05-0.00060278i,0.00022774-0.00078093i,-0.00012321-0.00076023i,-0.00018838-0.00055626i,1.0311e-05-0.00044313i,0.00022306-0.00058186i,9.1882e-05-1.8128e-05i,-0.00068135+0.00073536i
0.0007979-0.00096329i,0.00082303-0.00080109i,0.00042111+1.1942e-05i,0.00062782+0.00052139i,0.00080255+0.00094651i,0.00031341+0.0013224i,-0.00023451+0.0012834i,-0.00061142+0.0003795i,-0.0015652-0.0001179i,-0.00099783+0.00039168i,-0.00066374+0.00051073i,-0.00074321+3.6513e-05i,0.00036291-0.00042751i,0.00081168-0.00014034i,3.1493e-05-9.03e-05i,-0.00032356-0.00044523i,0.00044435-0.00063918i,0.00072362-8.1983e-05i,0.00038798+0.0005557i,0.00036664-0.00010364i,7.3346e-05-0.00029608i,-0.00029886+0.00026731i,-0.00062471+0.00052353i
-0.00023287+0.00092225i,-0.00030062+3.4523e-05i,0.00018193+0.0013281i,0.00073479+0.0017123i,0.0018865+0.0018722i,0.0010674+0.0013638i,-0.00057747+0.00050392i,-0.0011135+0.00075383i,-0.0018621+0.0012091i,-0.001965+0.0012751i,-0.00084908+0.00058083i,-0.00031045+0.00018984i,-0.00096362+0.00056029i,-0.00078893-0.0004636i,-0.00077053-0.00097824i,-0.0011276-4.2825e-05i,-0.00071898+0.00053772i,2.7596e-05-1.582e-05i,0.00061847-6.3061e-05i,0.00016418+0.00017417i,-0.00024416-0.00010167i,-0.00012946-3.0589e-06i,0.00010725+0.00089863i
-0.00070715-0.00043734i,-0.0006186+0.00036498i,-0.00012391+0.00099667i,-0.0011093+0.0020843i,-0.0021325+0.0017476i,-0.0015282+0.00047952i,-0.00082898+0.00039901i,-0.0010274+0.00061436i,-0.0018686+0.00015998i,-0.0019099+0.00010766i,-0.00094973+0.00024544i,-0.00027712+0.00047539i,-0.00069477+0.00064974i,-0.00073741+0.00078164i,-0.0001346+0.00070066i,-0.00059908+0.00065754i,0.00014722+0.0011289i,0.00043414+0.00083669i,-0.00043969+2.0178e-05i,-0.00060537+0.00011096i,-0.0010539-0.00020602i,-0.00088831+7.4152e-06i,-0.00059951+0.00036131i
0.00043934+0.00054136i,0.00034429+0.00010589i,0.0010638+0.00077726i,0.0017337+0.00073366i,0.00069267+0.00050704i,-0.00036454+0.00056114i,-0.00046899+0.0006099i,-0.00027172+0.0006909i,-0.00064609+0.00059415i,-0.001002+0.00030563i,-0.00015235+4.4081e-05i,0.0001039+0.0004372i,1.5747e-06+0.00032155i,0.0002375-0.00067502i,0.00023782-0.00061415i,0.00038574+0.0002576i,0.00049993+0.00056535i,0.00028377+0.00054252i,0.00069235+0.00036012i,0.00079387-0.00043102i,0.00033516-0.00053211i,0.00020748-0.00030172i,8.8818e-05-0.00022117i
8.5426e-05-0.00058579i,-0.00052239-0.00056275i,-0.0011739-0.00044664i,-0.001375-0.00029293i,-0.00049856+0.00074893i,-0.00044544+0.0016369i,-0.00055692+0.0014659i,-0.00080795+0.0011968i,-0.0014333+0.0016775i,-0.0008614+0.0006151i,-0.00012381-0.00022739i,-0.00049563-0.00015178i,-0.00084825-0.00019411i,2.408e-05+0.0006935i,0.00080758+0.0010305i,0.00098216+0.00039689i,0.00081278+0.00092943i,0.0003967+0.0010153i,-0.00016913+0.0004947i,-0.0002093+0.00012057i,-4.9544e-05-0.00013088i,-0.00032188+0.00031878i,-0.00053082+0.00079918i
