-0.0021191-0.00024098i,-0.0029399-0.00062462i,-0.0043191-0.00087015i,-0.0029338-0.001029i,-0.0012626-2.1024e-05i,-0.00045131+0.0011717i,-0.00085232+0.00076158i,-0.00077462+0.00048405i,-3.6462e-05-1.3898e-05i,0.00049369-0.0010579i,0.00046501-0.00089441i,-0.00013175-0.00046873i,-0.00027347-0.00089046i,-0.00050618-0.00059062i,-0.00075153-7.6925e-05i,-2.4615e-05-0.00043746i,0.00057486-0.00047393i,0.00093432-0.00026733i,0.00075358-0.00033624i,0.00013591-0.0002347i,-0.00023657+3.2565e-05i,-0.00023018-0.00018975i,-0.0004252-0.00046818i
-0.35714-0.013144i,-0.4641-0.016855i,-0.34357-0.042817i,-0.15142-0.073746i,-0.059384-0.044184i,-0.019103+0.031685i,0.026198+0.043078i,0.051267+0.0029423i,0.054582-0.0011337i,0.062038+0.015066i,0.067799+0.0069953i,0.050624-0.013526i,0.01429-0.017854i,-0.0091763-0.0036301i,-0.0039105+0.0071439i,0.014048+0.0036098i,0.027249-0.0022141i,0.032482-0.0020535i,0.031832-0.0038594i,0.023679-0.0095924i,0.011456-0.0081658i,0.0042753-0.00062586i,0.001219+0.00037008i
0.28263-0.1445i,0.36523-0.15015i,0.27065-0.023913i,0.13152+0.1183i,0.048914+0.15405i,-0.024521+0.12672i,-0.036745+0.13823i,0.022133+0.13332i,0.026707+0.059017i,-0.04136+0.010172i,-0.074547+0.029601i,-0.03868+0.049132i,0.0032983+0.027564i,0.011165-0.0010612i,0.0019276-0.0045674i,-0.0044424+0.0077742i,-0.0071655+0.018862i,-0.0087837+0.024096i,-0.0058259+0.025952i,0.00055674+0.02515i,0.0014907+0.017629i,-0.0048333+0.0071527i,-0.01126+0.00033019i
-0.072574+0.27218i,-0.069393+0.3726i,-0.023571+0.28824i,0.0094048+0.11486i,0.022515-0.014538i,0.026563-0.092534i,-0.028913-0.11538i,-0.090457-0.067851i,-0.067567-0.017221i,-0.0093875-0.023138i,0.0083555-0.045518i,-0.0043295-0.03409i,-0.0024339+0.0004596i,0.015229+0.01753i,0.016549+0.006949i,0.00087951-0.010133i,-0.011681-0.020336i,-0.014977-0.021238i,-0.016227-0.0127i,-0.017263-0.0021256i,-0.012763+0.0018076i,-0.0045041+0.002098i,0.0044551+0.005971i
-0.24378-0.39107i,-0.36983-0.52639i,-0.33088-0.40088i,-0.20326-0.15688i,-0.13962-0.0060043i,-0.11157+0.055759i,-0.07168+0.032943i,-0.064986-0.025659i,-0.06355-0.0045831i,-0.0081448+0.052682i,0.04393+0.048947i,0.036707+0.010165i,-0.0003485-0.005332i,-0.024195+0.007575i,-0.015387+0.022484i,0.0099626+0.0216i,0.024172+0.01373i,0.023378+0.012893i,0.017856+0.010855i,0.0096113+0.00055767i,-0.0014213-0.0065733i,-0.0080127-0.0066128i,-0.0060136-0.0070439i
0.34489+0.16545i,0.48796+0.19625i,0.41568+0.088105i,0.24965-0.068607i,0.13776-0.1386i,0.046694-0.10304i,0.030687-0.0033013i,0.098719+0.037988i,0.092189-0.032986i,-0.014925-0.076809i,-0.077425-0.034197i,-0.055661+0.0076605i,-0.019547+0.0047961i,-0.0097093-0.01743i,-0.015542-0.023015i,-0.016955-0.0083944i,-0.016127+0.0051424i,-0.021208+0.010821i,-0.026003+0.012788i,-0.020451+0.011105i,-0.0054249+0.0044796i,0.0064826-0.0065869i,0.0059471-0.014584i
-0.26494+0.17103i,-0.34389+0.31065i,-0.22982+0.3333i,-0.045353+0.21251i,0.057195+0.078745i,0.10006-0.0087039i,0.089651-0.051787i,0.058029-0.021683i,0.07661+0.024695i,0.094302+0.0071911i,0.061329-0.01493i,0.024238+0.0030837i,0.013257+0.021995i,0.020781+0.024432i,0.025376+0.011069i,0.013706-0.0039946i,0.0031571-0.0085244i,0.0027037-0.015919i,0.0025688-0.02456i,0.0017043-0.021992i,0.0032518-0.010444i,0.0030783+0.0046597i,0.0017776+0.018364i
0.16399-0.52264i,0.13788-0.7471i,-0.039603-0.58575i,-0.21584-0.16641i,-0.25484+0.094295i,-0.23374+0.116i,-0.22044+0.069028i,-0.21366+0.035656i,-0.17611+0.048974i,-0.083363+0.0685i,-0.011927+0.032197i,-0.0017756-0.014895i,-0.0076277-0.02588i,-0.010571-0.011408i,-0.0056038+0.012525i,0.0051917+0.022406i,0.0067685+0.013538i,0.0026348+0.0071284i,0.0045908+0.00592i,0.0074876-0.00030166i,0.0019903-0.0052748i,-0.0039451-0.0049687i,-0.0013288-0.0045432i
0.078628+0.33397i,0.17592+0.40276i,0.25738+0.21771i,0.25375-0.051839i,0.18413-0.17121i,0.10251-0.15591i,0.030103-0.091881i,0.014352-0.054212i,0.0057646-0.082702i,-0.034269-0.08964i,-0.034138-0.048045i,-0.0040664-0.020917i,0.0069281-0.0097543i,0.0032547-0.012701i,-0.010929-0.022155i,-0.017301-0.019223i,-0.011078-0.016801i,-0.0082199-0.019708i,-0.01015-0.018257i,-0.010244-0.011313i,-0.0020987-0.004978i,0.0086286-0.0053311i,0.0097394-0.011529i
-0.29341-0.010862i,-0.44732+0.12559i,-0.38026+0.24746i,-0.13075+0.1915i,0.053753+0.060459i,0.13661-0.00080365i,0.19765-0.046032i,0.19245-0.06914i,0.14162-0.026532i,0.094277+0.010738i,0.040133+0.028773i,0.0003248+0.047205i,-0.016308+0.042493i,-0.019753+0.026958i,-0.011226+0.013821i,-0.0057813+0.0063386i,0.00097346+0.0093092i,0.018096+0.01009i,0.029957+0.0044009i,0.028527+0.00012408i,0.015491-0.0012882i,-0.0056124+0.0041846i,-0.018894+0.01531i
0.49581-0.17851i,0.59876-0.38779i,0.35695-0.40568i,0.026116-0.15285i,-0.11392+0.06233i,-0.1535+0.078118i,-0.18617+0.076004i,-0.14876+0.10549i,-0.065513+0.085615i,-0.0074524+0.031427i,0.0095013-0.024213i,0.002011-0.058766i,0.0014839-0.057605i,0.010726-0.033035i,0.017201-0.0045287i,0.018703+0.0057017i,0.011539+0.0014058i,-0.0023463+0.0036268i,-0.013082+0.016188i,-0.012032+0.023281i,-0.0050703+0.015675i,0.00019445+0.0055649i,0.0035529+0.0013422i
-0.15234+0.10103i,-0.043176+0.12471i,0.14646+0.066601i,0.1934-0.014174i,0.13101-0.03456i,0.079192-0.0093124i,0.00010853+0.017727i,-0.0677+0.058693i,-0.060047+0.067933i,-0.036594+0.041846i,-0.013641+0.037223i,0.020682+0.040638i,0.039035+0.033271i,0.035157+0.017116i,0.018769-0.0016865i,0.0071655-0.0046596i,0.0079287-0.00044443i,0.0051229-0.0023527i,-0.0037645-0.0060744i,-0.010446-0.008335i,-0.009931-0.0055129i,-0.0018549-0.0052257i,0.0062099-0.013754i
-0.13028-0.068i,-0.34381+0.010493i,-0.45381+0.10636i,-0.33746+0.064778i,-0.17343-0.049775i,-0.038285-0.099664i,0.095504-0.15164i,0.098876-0.2148i,0.0046626-0.15916i,-0.021539-0.048646i,-0.016576-0.0013657i,-0.039691+0.017523i,-0.056481+0.035214i,-0.056722+0.034021i,-0.048372+0.020674i,-0.040154+0.010964i,-0.034168+0.014096i,-0.020091+0.020462i,-0.0035289+0.015024i,0.0080511+0.0016407i,0.010311-0.012149i,-0.00097394-0.021091i,-0.01185-0.015459i
0.21784+0.31114i,0.33725+0.26056i,0.2734+0.049783i,0.12401-0.024413i,0.06755+0.037837i,0.017512+0.015233i,-0.068765-0.020154i,-0.038772-0.013543i,0.05368-0.042545i,0.073687-0.07251i,0.061737-0.075209i,0.048823-0.083868i,0.02057-0.081218i,0.001815-0.048305i,0.0067369-0.014946i,0.019675-0.010841i,0.021127-0.024774i,0.0060613-0.033975i,-0.011986-0.027066i,-0.015965-0.010124i,-0.0024375+0.0039926i,0.014127+0.012945i,0.017459+0.01872i
0.084823-0.25467i,0.24949-0.30315i,0.36821-0.18421i,0.29662-0.0040159i,0.15076+0.14077i,0.065161+0.2299i,0.0063346+0.26027i,-0.032982+0.27111i,-0.026163+0.22397i,-0.031025+0.129i,-0.045711+0.08426i,-0.010108+0.074676i,0.042783+0.038863i,0.059483-0.0061817i,0.045001-0.021431i,0.025209-0.0054777i,0.01546+0.0084489i,0.010306+0.0038977i,0.0058689-0.0069525i,0.0026451-0.0088426i,0.00044964+0.00018434i,0.0009401+0.006547i,0.0014925+0.0010671i
0.011912+0.086652i,-0.11206+0.14137i,-0.21393+0.14184i,-0.21305+0.033121i,-0.17553-0.11449i,-0.08687-0.16781i,0.041134-0.16598i,0.039918-0.18201i,-0.062776-0.11452i,-0.064013-0.0045588i,-0.0090984+0.013064i,-0.01801-0.00081937i,-0.037982+0.022931i,-0.030666+0.038754i,-0.025554+0.029805i,-0.03125+0.017477i,-0.034362+0.013216i,-0.021386+0.012i,-0.002785+0.0059261i,0.0051824+0.001782i,0.0068512-0.0009926i,0.0051869-0.0092927i,0.0026888-0.014301i
-0.35921+0.23627i,-0.42491+0.28482i,-0.32139+0.15793i,-0.14593+0.011418i,-0.026044-0.040472i,-0.0013276-0.0974i,-0.057693-0.18739i,-0.084711-0.19518i,-0.022402-0.13976i,0.032834-0.09466i,0.039255-0.061488i,0.025935-0.037374i,-0.00082461-0.015167i,-0.019521+0.014884i,-0.011861+0.029084i,0.0058469+0.015813i,0.017924-0.0031682i,0.021542-0.013884i,0.015216-0.016135i,0.0029684-0.010795i,-0.0065854+0.001478i,-0.0076715+0.017977i,-0.0038015+0.026882i
0.44601-0.17216i,0.63862-0.29837i,0.55663-0.35323i,0.2579-0.25481i,0.019457-0.027438i,-0.07658+0.17221i,-0.060125+0.27024i,0.049604+0.25292i,0.11042+0.12455i,0.044123+0.015101i,-0.025628+0.012611i,-0.017121+0.032114i,0.017542+0.0073178i,0.031239-0.029509i,0.022387-0.039679i,0.0097847-0.025975i,0.0045621-0.013413i,0.00053738-0.0042391i,0.0024316+0.0057508i,0.0094914+0.002409i,0.0081932-0.0079986i,0.0013528-0.010909i,-0.0048784-0.0084623i
-0.066236+0.22487i,0.0045016+0.33243i,0.096277+0.36848i,0.1144+0.29104i,0.087472+0.13587i,0.10986+0.048305i,0.17409+0.046574i,0.17297+0.048851i,0.096757+0.045509i,0.037697+0.050003i,0.033038+0.032006i,0.032937-0.0012531i,0.014236-0.015524i,-0.0031409-0.013709i,-0.0069234-0.0069426i,-0.0019007-0.0010366i,0.0030076+0.0052194i,0.0080507+0.0073036i,0.008568+0.0028886i,0.0056887+0.0051446i,0.011021+0.0085718i,0.016845+0.0031493i,0.013261-0.0049662i
-0.34656-0.18792i,-0.60125-0.056387i,-0.57686+0.14174i,-0.29961+0.18073i,-0.10272+0.073107i,-0.071887-0.076511i,-0.14282-0.20158i,-0.25778-0.20058i,-0.24761-0.075597i,-0.10487-0.010566i,-0.026955-0.028266i,-0.032977-0.012035i,-0.031673+0.028017i,-0.020094+0.05008i,-0.011015+0.052122i,-0.0060259+0.037258i,-0.0056153+0.024034i,-0.004311+0.020008i,-0.0038106+0.015122i,-0.0079863+0.0072274i,-0.014641+0.0035212i,-0.018166+0.0055879i,-0.0094824+0.0061002i
0.25062+0.16311i,0.42363-0.049802i,0.37431-0.41225i,0.11976-0.555i,-0.084059-0.41847i,-0.16927-0.2131i,-0.17795-0.053813i,-0.094856+0.0016248i,-0.0364-0.039995i,-0.049735-0.043088i,-0.037586-0.0011709i,-0.016294+0.0045879i,-0.012448-0.0011275i,-0.00029239-0.0099195i,0.0018933-0.021528i,-0.0063679-0.017262i,-0.0092171-0.015943i,-0.014172-0.023033i,-0.014871-0.022141i,-0.006048-0.015843i,0.0019222-0.012517i,0.0068855-0.010706i,0.0058239-0.0046971i
-0.10027-0.060895i,0.0056959+0.050739i,0.20205+0.19483i,0.28136+0.22978i,0.21996+0.21877i,0.19773+0.22324i,0.25198+0.17358i,0.286+0.079884i,0.23564-0.0081681i,0.12304-0.038213i,0.052951-0.019642i,0.048303-0.02893i,0.03304-0.063414i,-0.0017843-0.070283i,-0.019313-0.04926i,-0.012475-0.020665i,0.0045055-0.0019421i,0.014997+0.0016109i,0.01362+5.8917e-05i,0.0093006+0.0031047i,0.0088566+0.012252i,0.0066192+0.018028i,-0.0027802+0.014915i
0.065859+0.067291i,-0.10628+0.2367i,-0.24718+0.44492i,-0.14791+0.44i,-0.015054+0.20217i,-0.023146-0.017907i,-0.058086-0.10049i,-0.087713-0.067281i,-0.05769+0.027773i,0.026383+0.043337i,0.030165-7.1852e-05i,-0.003227+0.018146i,0.010262+0.05177i,0.027592+0.05294i,0.026518+0.040916i,0.013879+0.020532i,-0.0016192+0.0091322i,-0.0066056+0.0069371i,-0.0081682+0.0049647i,-0.0082069+0.0033148i,-0.0038349-0.0029917i,-0.0055543-0.0080057i,-0.0063489-0.0039326i
-0.21206-0.0037955i,-0.19199-0.11307i,-0.13863-0.28232i,-0.15035-0.33096i,-0.13483-0.26393i,-0.077576-0.20108i,-0.092055-0.10917i,-0.11333+0.0087971i,-0.082231+0.046875i,-0.057586+0.031927i,-0.03329+0.032691i,-0.0039182+0.03479i,0.01388+0.035598i,0.02967+0.034506i,0.034095+0.020182i,0.017376+0.0077623i,0.0046918+0.007194i,0.012611+0.0044756i,0.022834-0.0095205i,0.016077-0.017977i,0.0043964-0.0065463i,0.0088018+0.0077041i,0.018563+0.011332i
0.23623-0.27636i,0.31328-0.41922i,0.28097-0.4183i,0.11932-0.22939i,-0.038726+0.046116i,-0.048118+0.22428i,0.046594+0.20064i,0.11158+0.045379i,0.083662-0.066808i,0.031031-0.065244i,0.018998-0.039696i,0.0041225-0.04851i,-0.035538-0.048505i,-0.064016-0.0291i,-0.066715-0.014516i,-0.048959-0.010251i,-0.030829-0.013377i,-0.025169-0.0078884i,-0.017942+0.0051i,-0.0063876+0.0088761i,-0.0047029+0.0035707i,-0.011654-0.0031058i,-0.018042-0.0088496i
-0.10431+0.47134i,-0.087653+0.73948i,0.051892+0.77082i,0.26795+0.46257i,0.34082+0.052218i,0.19636-0.13714i,0.057482-0.11581i,0.025411-0.057639i,0.033751-0.022005i,0.036353-0.0088061i,0.021481-0.0064259i,0.0050161-0.0050886i,-0.010097-0.0079481i,-0.02084-0.0062013i,-0.013197-0.0021616i,0.0051103-0.0062787i,0.014968-0.015328i,0.0092259-0.021973i,0.00037905-0.014274i,0.0049649-0.0030545i,0.012853-0.0057472i,0.0014527-0.011088i,-0.021585-0.0044411i
-0.0073195-0.20805i,-0.15632-0.13826i,-0.29697+0.087111i,-0.27184+0.24652i,-0.13894+0.22636i,-0.021943+0.11029i,-0.0049437+0.03497i,-0.058108+0.074287i,-0.064595+0.1335i,-0.021885+0.10724i,0.00074237+0.061017i,0.024524+0.057796i,0.065135+0.04683i,0.081933+0.014564i,0.067991-0.0048552i,0.039467-0.0012094i,0.020002+0.018508i,0.024755+0.030528i,0.029661+0.01951i,0.016386+0.01071i,0.0063509+0.020947i,0.014997+0.025437i,0.025411+0.0093896i
0.23389-0.046782i,0.34307-0.37275i,0.22348-0.66233i,-0.07232-0.54619i,-0.24445-0.21565i,-0.22919-0.061066i,-0.17585-0.065297i,-0.14176-0.085592i,-0.11191-0.069491i,-0.055032-0.02721i,-0.0074723-0.025403i,-0.022562-0.039424i,-0.0446-0.01346i,-0.035519+0.013731i,-0.024957+0.02059i,-0.012643+0.018205i,-0.00061249+0.0066016i,-0.0036313-0.0040362i,-0.015026-0.0052754i,-0.019083+0.00043454i,-0.013785+0.006627i,0.00044595+0.005494i,0.019635-0.0036281i
-0.26518-0.028103i,-0.21888+0.095055i,0.049843+0.15284i,0.2792+0.027576i,0.2867-0.088935i,0.19442-0.068723i,0.11774-0.075179i,0.06688-0.12879i,0.050241-0.1326i,0.037357-0.085862i,0.025763-0.027209i,0.026893-0.0030558i,0.0062376-0.011306i,-0.023535-0.0056022i,-0.028114+0.0099327i,-0.020052+0.010931i,-0.017242+0.0012451i,-0.016127-0.008247i,-0.0081261-0.014021i,0.00022076-0.018778i,-0.0038664-0.022498i,-0.01635-0.014271i,-0.02671+0.0047145i
0.24143+0.37039i,0.20312+0.58345i,0.010302+0.6363i,-0.15207+0.47417i,-0.21283+0.25555i,-0.16369+0.1334i,0.019092+0.10313i,0.19437+0.059383i,0.20011-0.011615i,0.085386-0.037521i,0.013061+0.00076313i,0.028794+0.037108i,0.047695+0.021059i,0.018298-0.018541i,-0.026433-0.039007i,-0.045872-0.033331i,-0.039673-0.020947i,-0.026329-0.013826i,-0.017625-0.0096504i,-0.014459-0.0048935i,-0.0063694-0.0023199i,0.0057586-0.0056746i,0.012456-0.0072673i
-0.14539-0.077258i,-0.16005-0.2162i,-0.16183-0.28058i,-0.10499-0.15147i,0.022518-0.039736i,0.027744-0.091498i,-0.10488-0.08588i,-0.14477+0.034983i,-0.072897+0.090336i,-0.0090295+0.063296i,0.016788+0.018644i,0.0014146-0.011327i,-0.015114+0.00019225i,0.009437+0.022053i,0.039159+0.012253i,0.039094-0.0070399i,0.035556-0.0042348i,0.044414+0.0019711i,0.041604+2.7074e-06i,0.025664-0.0012003i,0.010993+0.0034435i,-0.0023031+0.0093517i,-0.010341+0.010044i
0.18632-0.32909i,0.13606-0.5536i,0.025641-0.55467i,-0.026088-0.32218i,-0.037806-0.097073i,-0.04166+0.040799i,-0.073249+0.119i,-0.12911+0.15777i,-0.1274+0.15853i,-0.064527+0.11993i,-0.023771+0.08946i,-0.0062664+0.090154i,0.027148+0.082914i,0.050568+0.061015i,0.054445+0.047388i,0.043232+0.031571i,0.019581+0.015932i,0.0098911+0.018265i,0.022065+0.026622i,0.032548+0.027795i,0.026409+0.02823i,0.010098+0.028914i,-0.011048+0.021214i
-0.17904+0.39224i,0.038005+0.60018i,0.35264+0.4597i,0.33095+0.040596i,0.016371-0.20888i,-0.16119-0.17594i,-0.14042-0.11169i,-0.10279-0.10836i,-0.078501-0.11381i,-0.05094-0.096473i,-0.023696-0.072626i,-0.026233-0.072574i,-0.065793-0.059463i,-0.083594-0.029504i,-0.070233-0.010507i,-0.039106+0.010121i,-0.008923+0.017449i,-0.0099049+0.0080191i,-0.025412+0.001294i,-0.023876-0.0069963i,-0.013563-0.022026i,-0.0075933-0.024795i,-0.00058384-0.0070061i
-0.04709-0.25236i,-0.1795-0.18746i,-0.27129+0.031273i,-0.16279+0.19726i,0.087635+0.23839i,0.32214+0.18366i,0.45644-0.019443i,0.36614-0.22574i,0.14457-0.19745i,0.012526-0.055846i,-0.033752+0.0031658i,-0.031991+0.0031818i,0.0010176-0.030784i,0.0076649-0.059682i,0.010012-0.043054i,0.012737-0.027641i,-0.01347-0.015105i,-0.030553+0.018023i,-0.023439+0.035111i,-0.024191+0.030648i,-0.026168+0.025096i,-0.015257+0.012362i,-0.0023414-0.0113i
-0.26002+0.23348i,-0.52234+0.21237i,-0.63718+0.074704i,-0.49948-0.10708i,-0.45255-0.32186i,-0.70411-0.34125i,-0.83101-0.022376i,-0.51266+0.23753i,-0.14041+0.17095i,-0.027607+0.018318i,-0.039553-0.017099i,-0.051158+0.028281i,-0.036606+0.087956i,-0.014033+0.10041i,-0.024447+0.049093i,-0.040419+0.0029116i,-0.018236-0.026895i,0.0040688-0.06657i,-0.0011754-0.082153i,-0.0083963-0.057109i,0.0012402-0.025238i,0.01472-0.015032i,0.014206-0.013338i
-1.3885+6.9889i,0.9456+6.9577i,3.8029+6.0181i,4.567+2.7633i,3.579-0.38631i,1.5055-1.9067i,-0.28728-1.1213i,-0.5928+0.39299i,0.27482+1.0488i,1.087+0.6731i,1.0918+0.082799i,0.46727-0.14491i,-0.57619+0.2702i,-1.5766+1.1804i,-1.8838+1.355i,-1.5168+0.49407i,-1.003-0.1798i,-0.54611-0.0051429i,-0.048668+0.33618i,0.13915+0.32102i,-0.1282+0.27345i,-0.45781+0.40039i,-0.47494+0.53299i
0.36871+0.1375i,0.67253-0.030959i,0.7167-0.31221i,0.35047-0.45515i,-0.14192-0.35027i,-0.48055-0.096865i,-0.61194+0.066221i,-0.59531+0.066523i,-0.46613+0.069235i,-0.19833+0.076145i,0.041867-0.021493i,0.094698-0.11748i,0.067503-0.086082i,0.076745-0.0049792i,0.085787+0.028944i,0.058959+0.024653i,0.027951+0.021663i,0.016456+0.028572i,0.019231+0.035522i,0.022516+0.039426i,0.012456+0.054634i,-0.01177+0.069981i,-0.033092+0.060175i
-0.43304-0.040382i,-0.63134+0.21308i,-0.51738+0.47886i,-0.16318+0.41901i,0.055756+0.18542i,0.058726+0.11236i,0.046052+0.13386i,0.05565+0.077721i,0.04256-0.0070005i,0.021293-0.038733i,0.021614-0.039013i,0.032774-0.046563i,0.02766-0.057941i,0.016192-0.06062i,0.0039979-0.049995i,-0.0044477-0.028656i,0.0037742-0.022972i,0.0088987-0.034546i,0.0016178-0.028799i,0.0057246-0.0092174i,0.010965-0.0003033i,0.00049497+0.012189i,-0.0098469+0.035292i
0.48349+0.36864i,0.6154+0.45367i,0.45682+0.36409i,0.23789+0.23214i,0.1763+0.1379i,0.20039-0.021337i,0.2458-0.19328i,0.27211-0.27577i,0.21194-0.23815i,0.12704-0.092463i,0.10969+0.048096i,0.12644+0.080055i,0.10552+0.020742i,0.049946-0.041218i,0.0047503-0.053646i,-0.016492-0.033723i,-0.026314-0.0081605i,-0.029715+0.010379i,-0.02616+0.01795i,-0.017156+0.01592i,-0.012247+0.0041289i,-0.019557-0.01722i,-0.02991-0.040123i
-0.057629-0.48933i,-0.054596-0.92961i,-0.09712-1.0517i,-0.11257-0.65884i,0.050547-0.20487i,0.22098-0.034913i,0.18376+0.057634i,0.10915+0.19628i,0.11896+0.21768i,0.1325+0.11666i,0.12058+0.019059i,0.091487-0.032915i,0.051555-0.043934i,0.032279-0.038027i,0.035591-0.036255i,0.032023-0.024323i,0.028422-0.0074435i,0.021592-0.01134i,-0.0027062-0.015893i,-0.02194+5.158e-05i,-0.019142+0.018962i,-0.0081651+0.024888i,-0.014403+0.021361i
0.2822-0.08839i,0.21449-0.15069i,0.021368-0.13035i,-0.13558-0.029582i,-0.19594+0.074907i,-0.10594+0.16916i,0.050846+0.22888i,0.084699+0.23209i,0.042026+0.20978i,0.030021+0.14522i,0.011135+0.070095i,-0.0085273+0.042368i,0.0066647+0.025427i,0.025256+0.0056768i,0.040807+0.0027719i,0.048357-0.0035895i,0.031529-0.011541i,0.014533-0.0045136i,0.017223-9.2984e-05i,0.025238-0.01358i,0.027816-0.028773i,0.030805-0.02778i,0.036057-0.011604i
-0.084501+0.23035i,0.17908+0.35573i,0.46134+0.23482i,0.4184-0.082504i,0.18638-0.25038i,0.021941-0.2193i,-0.093716-0.20296i,-0.21417-0.22932i,-0.27545-0.19204i,-0.2102-0.089275i,-0.089221-0.031591i,-0.035288-0.036736i,-0.039249-0.033129i,-0.03357-0.027199i,-0.024622-0.025124i,-0.023462-0.014797i,-0.026211-0.017839i,-0.038452-0.032651i,-0.048011-0.02911i,-0.036487-0.010728i,-0.018187-0.0051412i,-0.014165-0.0056178i,-0.016873-0.0027645i
0.067925-0.23967i,-0.16294-0.31374i,-0.39793-0.15457i,-0.27427+0.062043i,0.042309+0.068246i,0.15818-0.032968i,0.094194-0.072801i,0.025986-0.08288i,0.0036868-0.068586i,0.0081191-0.035434i,-0.0013306-0.0077375i,-0.010494+0.013388i,-0.0041765+0.01033i,0.0056043-0.0011753i,0.021847+0.0027731i,0.032476+0.012088i,0.026128+0.022196i,0.024065+0.040577i,0.038873+0.046062i,0.043545+0.024237i,0.026359+0.0043633i,0.010068+0.0049203i,-0.00044494+0.013404i
-0.38052+0.5127i,-0.48072+0.75276i,-0.37324+0.72001i,-0.14948+0.48186i,-0.014866+0.23108i,0.029029+0.049128i,0.1168-0.021103i,0.23906-0.058994i,0.21226-0.12865i,0.0479-0.095744i,-0.026586+0.018036i,0.0059075+0.048421i,0.026651+0.012494i,0.022169-0.020118i,0.00086281-0.036778i,-0.018128-0.028767i,-0.011387-0.025009i,-0.0028779-0.042744i,-0.014061-0.05065i,-0.019023-0.029872i,0.0011173-0.011253i,0.014965-0.019291i,0.0079506-0.02748i
0.52803-0.477i,0.76077-0.84191i,0.6144-0.91792i,0.23235-0.5101i,0.05749+0.04838i,0.096614+0.30115i,0.097765+0.27513i,0.067456+0.22458i,0.087814+0.18746i,0.11529+0.1059i,0.092399+0.015616i,0.041364-0.021867i,0.011103-0.016377i,0.0087467+0.007375i,0.026846+0.027178i,0.036994+0.018062i,0.02156+0.0080336i,0.0012102+0.023474i,-0.0043928+0.042739i,0.0014036+0.040623i,4.8324e-05+0.024337i,-0.0050705+0.018771i,-0.0054323+0.014427i
-0.33629+0.073032i,-0.49164+0.0074059i,-0.50933-0.1162i,-0.45973-0.16205i,-0.37151-0.1346i,-0.20273-0.079199i,-0.076224+0.020267i,-0.051408+0.10747i,-0.036895+0.10179i,-0.050942+0.032233i,-0.10122+0.017529i,-0.10336+0.056435i,-0.05361+0.063478i,-0.012703+0.038812i,-0.0031096+0.020441i,-0.012059+0.012796i,-0.014475+0.0055442i,-0.0029962-0.0067879i,0.010188-0.019862i,0.015394-0.023201i,0.020356-0.017882i,0.030782-0.02064i,0.030194-0.02867i
0.10488-0.080947i,0.23869+0.14615i,0.39094+0.34777i,0.39003+0.21464i,0.17487-0.025967i,-0.076078-0.099684i,-0.2055-0.11261i,-0.22098-0.11878i,-0.16425-0.084748i,-0.073519-0.045614i,-0.0071172-0.033277i,0.0047884-0.033907i,-0.013679-0.024821i,-0.024529-0.013337i,-0.020334-0.0057069i,-0.0012493+0.0016773i,0.017348+0.0032009i,0.01426+0.0020636i,-0.00058843+0.0033726i,-0.0090606+0.0071159i,-0.011132+0.0099732i,-0.017307+0.011364i,-0.022995+0.0076764i
-0.11225+0.089595i,-0.21476+0.028416i,-0.25797-0.035503i,-0.13558-0.074371i,0.025628-0.13403i,0.042266-0.11328i,-0.005977-0.043268i,-0.038792-0.047226i,-0.07633-0.04458i,-0.079938+0.0017349i,-0.063783+0.022633i,-0.044411+0.025789i,-0.0083267+0.020458i,0.0068137+0.01029i,-0.0038793+0.018408i,-0.0087503+0.025903i,-0.0078901+0.013427i,-0.0088059+0.0007465i,-0.0054751+0.00011287i,0.0012728+0.0008157i,0.012578-0.0015938i,0.028199-0.0017243i,0.038091+0.0017792i
-0.31325-0.15254i,-0.51248+0.017786i,-0.44603+0.23371i,-0.15228+0.2689i,0.060423+0.15788i,0.12494+0.041253i,0.1802-0.01543i,0.23306-0.043285i,0.20781-0.075408i,0.11887-0.074974i,0.063051-0.055461i,0.026821-0.064426i,-0.015836-0.057783i,-0.0088181-0.030002i,0.017122-0.032498i,0.010829-0.037224i,0.0050213-0.015846i,0.013901+0.0067709i,0.019701+0.017887i,0.01771+0.018562i,0.0091077+0.011813i,-0.0012211+0.0020323i,-0.0058625-0.005451i
0.49016+0.065659i,0.69417-0.20983i,0.51893-0.4517i,0.17626-0.28156i,0.056237+0.075169i,0.093153+0.18302i,0.082516+0.098259i,0.02405+0.027273i,-0.037971+0.019066i,-0.05018+0.044577i,-0.032088+0.046471i,-0.015533+0.052217i,0.021324+0.063103i,0.039091+0.046992i,0.016964+0.038183i,-0.0030919+0.038071i,-0.011624+0.028155i,-0.014765+0.015973i,-0.014223+0.0046149i,-0.014459+0.0031334i,-0.009654+0.014867i,0.0025145+0.030672i,0.015723+0.035171i
