-0.0022766+0.00016143i,-0.00077395+0.00027899i,-0.00027883-1.8638e-05i,-0.00026748-6.2984e-05i,-9.7151e-05+0.00099764i,0.00069882+0.0015318i,0.00097195+0.00078105i,0.00034528+0.00028514i,-0.00050816+5.9001e-05i,-0.00013206-4.0638e-05i,0.00079509-0.0002377i,0.00052652-0.00086424i,-0.00078217-0.0010432i,-0.0014246-0.00091409i,-0.0010143-0.00096546i,-0.00052037-0.0005038i,-0.0012315+0.00036938i,-0.0016226+0.00048582i,-0.00072216+0.00016237i,-0.00048972+6.045e-05i,-0.00075468-0.00016408i,-0.00040702-0.00034041i,0.00024938+0.0006581i
-0.078674+0.038757i,-0.080596+0.10205i,-0.024687+0.13837i,0.034669+0.074213i,0.044862-0.079499i,0.017385-0.21192i,0.011539-0.24802i,0.035678-0.22308i,0.03955-0.16605i,0.019219-0.095715i,-0.0091763-0.046575i,-0.034266-0.011651i,-0.033948+0.011534i,-0.021233+0.010996i,-0.017862-0.00021559i,-0.024426-0.0071373i,-0.029593-0.0052033i,-0.018233+0.0044513i,0.0066821+0.014486i,0.025177+0.015604i,0.028653+0.010832i,0.025147+0.00659i,0.026033+0.0038181i
0.006789-0.061612i,0.022717-0.083185i,0.049632-0.060412i,0.072803+0.0032684i,0.07457+0.078929i,0.067282+0.11328i,0.032789+0.080517i,-0.036624+0.055622i,-0.056381+0.053748i,-0.015779+0.029465i,0.018509+0.01011i,0.033349+0.014217i,0.030372+0.022867i,0.017002+0.026997i,0.005951+0.020067i,-0.0035385+0.011331i,-0.0062341+0.0085904i,-0.0067454+0.0060518i,-0.012441+0.0034283i,-0.016796+0.0028462i,-0.015946+0.003092i,-0.010734+0.0015369i,-0.0091998-0.0032057i
-0.058911+0.091996i,-0.058852+0.094937i,-0.058712+0.022334i,-0.10197-0.029215i,-0.14492+0.02728i,-0.10707+0.124i,-0.0055415+0.16172i,0.071819+0.10736i,0.065525+0.026493i,0.00688-0.0039518i,-0.027663-0.0047815i,-0.020534-0.018099i,-0.0034394-0.041247i,0.00050042-0.047955i,-0.0030055-0.01956i,0.0077476+0.019887i,0.032256+0.036359i,0.048134+0.02739i,0.042741+0.0065511i,0.021628-0.010648i,0.000987-0.015302i,-0.0087254-0.0088656i,-0.012092+0.0011751i
0.022249-0.040511i,-0.018207-0.043105i,-0.076819+0.0091647i,-0.057191+0.048397i,0.027538-0.025266i,0.033198-0.13334i,-0.034286-0.14796i,-0.036351-0.083167i,0.014389-0.025895i,0.040117+0.0020012i,0.046764+0.015951i,0.038763+0.012495i,0.017718+0.013443i,0.010562+0.020267i,0.015111+0.0028907i,0.0058185-0.033941i,-0.025048-0.052893i,-0.056049-0.03819i,-0.063806-0.011312i,-0.049839+0.0067408i,-0.027676+0.012581i,-0.0090924+0.0074584i,0.0031568+0.0026778i
0.033588+0.083278i,0.079204+0.13429i,0.16408+0.15959i,0.22955+0.15662i,0.22157+0.14077i,0.20403+0.083197i,0.20018-0.016213i,0.124-0.088643i,0.010073-0.085076i,-0.040414-0.04013i,-0.052384-0.0056961i,-0.059696+0.018794i,-0.056257+0.023058i,-0.046168+0.0074326i,-0.023483+0.00022228i,0.0069065-0.0014173i,0.031829-0.011593i,0.050638-0.027388i,0.05336-0.032777i,0.040037-0.022501i,0.022585-0.012625i,0.0069839-0.0071727i,-0.0036505-0.0040552i
0.011126-0.12052i,0.0003493-0.16941i,-0.023257-0.20817i,-0.086409-0.24634i,-0.20131-0.21135i,-0.30429-0.034804i,-0.31099+0.16573i,-0.21843+0.22349i,-0.10054+0.14897i,-0.023744+0.054042i,0.01579+0.00025581i,0.041659-0.015608i,0.061958-0.012503i,0.063953-0.010467i,0.023147-0.016285i,-0.036812-0.002489i,-0.063973+0.033662i,-0.058539+0.059666i,-0.04222+0.059269i,-0.022999+0.039809i,-0.0097972+0.022848i,-0.0019183+0.018116i,0.004477+0.012238i
-0.027428+0.044819i,-0.043323+0.048761i,-0.047008+0.016625i,-0.013969-0.031296i,0.072607-0.080704i,0.15625-0.17076i,0.15776-0.26792i,0.097823-0.25865i,0.03307-0.15052i,-0.014628-0.044848i,-0.030773+0.010535i,-0.024613+0.015401i,-0.027159+0.0005507i,-0.033445+0.002421i,-0.011404+0.022946i,0.03777+0.026602i,0.068761-0.0041539i,0.060979-0.035649i,0.040252-0.040488i,0.023368-0.031006i,0.0089792-0.019194i,0.0026647-0.0035072i,0.0080192+0.014988i
-0.079062-0.055814i,-0.11515-0.011402i,-0.14739+0.11606i,-0.17853+0.27792i,-0.16795+0.38015i,-0.0765+0.38439i,0.050285+0.31057i,0.099054+0.19116i,0.07735+0.081323i,0.068062+0.011498i,0.060177-0.036391i,0.029827-0.057815i,0.0035414-0.054676i,-0.0086251-0.046539i,-0.014043-0.036671i,-0.023163-0.027404i,-0.035213-0.011527i,-0.033422+0.0087685i,-0.020509+0.01833i,-0.0086278+0.020158i,0.003406+0.013621i,0.0078471-0.0040715i,-0.004171-0.02203i
0.020381+0.097989i,0.070401+0.088785i,0.15234-0.0092786i,0.19971-0.17334i,0.13097-0.30195i,-0.0092018-0.2825i,-0.10474-0.15938i,-0.099899-0.067121i,-0.054042-0.026211i,-0.032178+0.0073358i,-0.024657+0.044161i,-0.01065+0.069043i,0.0086055+0.07491i,0.025516+0.061671i,0.029693+0.025647i,0.014236-0.010681i,-0.0038408-0.02307i,-0.005587-0.021464i,0.0024838-0.024303i,0.0031143-0.029394i,-0.0047263-0.026695i,-0.0087616-0.020172i,-0.0056527-0.014282i
-0.036066-0.045933i,-0.061648-0.06219i,-0.07182-0.04284i,-0.031228+0.057013i,0.050196+0.17438i,0.083359+0.14602i,0.039528+0.034021i,0.0037489+0.0058313i,0.011956+0.0056274i,-0.0022624-0.026348i,-0.032135-0.033534i,-0.032874-0.021414i,-0.025466-0.019488i,-0.025307-0.018915i,-0.027215-0.0079826i,-0.022229+0.015043i,-0.0062199+0.031359i,-0.0011697+0.034379i,-0.013867+0.033939i,-0.024959+0.027128i,-0.024691+0.019313i,-0.015827+0.020041i,-0.0048842+0.024487i
0.071733+0.056527i,0.039325+0.064801i,-0.072674+0.061668i,-0.20345+0.025161i,-0.25819-0.027476i,-0.16328+0.0052167i,0.0057499+0.053313i,0.062469+0.0027121i,-0.0021774-0.037529i,-0.022088-0.0011662i,0.019533+0.018572i,0.037177-0.00033469i,0.031106-0.017577i,0.025477-0.019795i,0.028865-0.0086202i,0.045902-0.0048439i,0.062606-0.020065i,0.065205-0.041091i,0.049768-0.048844i,0.02367-0.035852i,0.0044945-0.012141i,-0.0020862+0.0062326i,0.00089077+0.010004i
-0.045419-0.067685i,-0.017662-0.024823i,0.13145+0.039957i,0.33078+0.028174i,0.38441-0.045227i,0.21439-0.074783i,0.012478-0.014068i,-0.027771+0.037906i,0.011975+0.016081i,0.0031071-0.007984i,-0.019693-0.0015791i,-0.023786+0.002952i,-0.021579+0.00494i,-0.016158+0.0028864i,-0.022049-0.013529i,-0.049421-0.028101i,-0.079151-0.025117i,-0.086585-0.0099258i,-0.064576+0.0070964i,-0.024121+0.018884i,0.0063833+0.015967i,0.013442+0.0044235i,0.0060204-0.0034724i
0.035233+0.0013861i,0.034926-0.01764i,-0.037553-0.036445i,-0.18892+0.0037616i,-0.29022+0.072852i,-0.20178+0.030101i,-0.047232-0.12406i,-0.020664-0.16014i,-0.038387-0.052885i,-0.012482+0.0045632i,0.0011925+0.0056422i,0.0082929+0.016402i,0.015601+0.014811i,0.0041065+0.0085831i,0.00018497+0.014042i,0.012206+0.015744i,0.022396+0.0072064i,0.020975-0.0033309i,0.01257-0.0084932i,0.0014423-0.015586i,-0.0095955-0.020181i,-0.014713-0.012382i,-0.01527+0.0042868i
-0.13638-0.021955i,-0.16426-0.016151i,-0.11527-0.051944i,-0.044022-0.13413i,-0.018389-0.12775i,-0.035103+0.060549i,-0.025148+0.26082i,0.019495+0.24643i,0.022269+0.10392i,0.0052211+0.027881i,0.010487-0.00064239i,0.0068302-0.022696i,0.0054895-0.025419i,0.013363-0.029967i,0.0068751-0.026914i,0.00282+0.0020367i,0.013311+0.037887i,0.027145+0.063408i,0.03277+0.065171i,0.026544+0.042599i,0.019638+0.018534i,0.021988+0.0039237i,0.030268-0.007872i
0.041041+0.050968i,0.04446+0.078719i,0.033953+0.16643i,0.10122+0.31317i,0.24068+0.35518i,0.27394+0.19403i,0.15758-0.00013971i,0.060311-0.049804i,0.051624-0.017345i,0.042653+0.0039871i,0.01676+0.023529i,0.0060691+0.034425i,0.0013006+0.036952i,0.0070255+0.044246i,0.024978+0.030414i,0.026324-0.013672i,0.0062629-0.054334i,-0.0101-0.067229i,-0.011747-0.055397i,-0.0078156-0.028218i,-0.0068779-0.0013215i,-0.010986+0.013025i,-0.017695+0.016579i
-0.055288+0.017271i,-0.047617+0.0022952i,-0.020037-0.096484i,-0.098255-0.27526i,-0.27167-0.38745i,-0.27761-0.33086i,-0.091177-0.23632i,0.024179-0.20709i,0.008248-0.16715i,-0.0095009-0.10548i,-0.0078945-0.069411i,-0.010846-0.054249i,-0.018389-0.061021i,-0.039231-0.066173i,-0.057559-0.039825i,-0.054411+0.00019699i,-0.029712+0.020886i,-0.0045607+0.011824i,-0.0036377-0.0048584i,-0.013675-0.010849i,-0.012089-0.012101i,-0.003402-0.017513i,-0.0032775-0.024582i
0.087981-0.027347i,0.069361-0.052864i,0.026506-0.039795i,0.081258+0.014547i,0.19993+0.052551i,0.18633+0.048478i,0.04553+0.061722i,-0.047417+0.076119i,-0.063064+0.032373i,-0.062807-0.00040228i,-0.03676+0.017361i,0.0090202+0.029969i,0.041523+0.035848i,0.062151+0.035755i,0.062515+0.010867i,0.036471-0.011775i,0.004407-0.00072829i,-0.011601+0.026675i,-0.010251+0.032147i,-0.009314+0.010868i,-0.01763-0.0043762i,-0.02321+0.0090044i,-0.0090377+0.031941i
-0.078739+0.011373i,-0.11586+0.085463i,-0.14809+0.19723i,-0.23835+0.31479i,-0.34598+0.3869i,-0.34719+0.36498i,-0.25022+0.2773i,-0.14393+0.20055i,-0.063957+0.15061i,-0.037508+0.095481i,-0.048281+0.049498i,-0.059665+0.027183i,-0.066228+0.016476i,-0.05797+0.013318i,-0.028758+0.010017i,0.0089822-0.0035025i,0.033376-0.034725i,0.026049-0.06165i,0.008522-0.051797i,0.0082298-0.018355i,0.015093+0.0019164i,0.014308-0.0028519i,0.0025437-0.014922i
0.026138-0.045118i,0.049291-0.045012i,0.14672-0.073729i,0.29454-0.23094i,0.32738-0.45136i,0.22017-0.52231i,0.13785-0.40666i,0.11497-0.24313i,0.073126-0.10177i,0.039457-0.0054695i,0.03367+0.022078i,0.033164+0.011927i,0.038364-0.014234i,0.023923-0.041814i,-0.014237-0.035022i,-0.040205-0.0031759i,-0.03347+0.020071i,-0.0029141+0.022784i,0.021384+0.0089564i,0.017883-0.0039293i,0.0028981+0.0025941i,0.0026253+0.023475i,0.010855+0.030518i
-0.1127+0.054646i,-0.10348+0.081699i,-0.03471+0.079889i,0.017261+0.16283i,0.058546+0.40914i,0.13525+0.60629i,0.19601+0.53049i,0.17302+0.27683i,0.11608+0.076902i,0.10867+0.0094984i,0.11776-0.013308i,0.079506-0.034308i,0.028564-0.01841i,0.018167+0.0063132i,0.023452+0.0011759i,0.015015-0.014503i,-0.005692-0.014914i,-0.025193+0.0039158i,-0.03383+0.024542i,-0.030085+0.033019i,-0.011851+0.026067i,0.004448+0.0079914i,0.0087944-0.0032059i
0.0096557-0.040155i,-0.057753-0.078142i,-0.20124-0.12078i,-0.36558-0.18798i,-0.46648-0.25169i,-0.43877-0.20968i,-0.29023-0.11301i,-0.1385-0.084791i,-0.083693-0.098859i,-0.10841-0.074781i,-0.11683-0.0087632i,-0.067353+0.033971i,-0.0275+0.019492i,-0.029799+0.0080251i,-0.020597+0.024385i,0.013626+0.02584i,0.035098+0.00284i,0.026193-0.015127i,0.0042103-0.013603i,-0.0061939-0.0087679i,-0.011818-0.009435i,-0.018147-0.0083586i,-0.014727-0.0060124i
-0.040383+0.08203i,-0.023692+0.134i,0.077403+0.19152i,0.26111+0.18728i,0.43591+0.031294i,0.47169-0.23234i,0.32372-0.38025i,0.13562-0.30336i,0.057266-0.1608i,0.050917-0.11157i,0.02053-0.10282i,-0.007875-0.057613i,0.015786-0.025809i,0.045351-0.041692i,0.028265-0.063965i,-0.023306-0.059329i,-0.054996-0.027936i,-0.039992-0.0023497i,-0.0090854-0.0026399i,0.0071312-0.010526i,0.010039-0.012771i,0.0091024-0.0076533i,0.0056701+0.0017912i
0.059429-0.099865i,0.04207-0.13108i,-0.0069811-0.085451i,-0.10422+0.064945i,-0.22284+0.28909i,-0.24748+0.41468i,-0.16824+0.33687i,-0.1169+0.20046i,-0.11154+0.13858i,-0.088017+0.127i,-0.042212+0.09602i,-0.011634+0.037535i,-0.022748+0.0076103i,-0.037578+0.01383i,-0.018742+0.016154i,0.0091846+0.00067774i,0.012572-0.024146i,-0.0056763-0.033671i,-0.013074-0.028052i,-0.0098901-0.035792i,-0.021046-0.039424i,-0.032412-0.010463i,-0.02648+0.024676i
-0.058012+0.042542i,-0.077641+0.057989i,-0.056471-0.00011737i,-0.027278-0.14451i,-0.058368-0.25513i,-0.15325-0.13258i,-0.1757+0.15644i,-0.042197+0.26962i,0.067026+0.14074i,0.042099+0.039963i,0.025619+0.042745i,0.04483+0.02697i,0.038654-0.0074093i,0.029035-0.024865i,0.013536-0.033021i,0.0025508-0.018188i,0.028955+0.0017326i,0.055897-0.001679i,0.042412-0.0071407i,0.014408+0.0067706i,0.0079616+0.018323i,0.010532+0.0032191i,0.0009547-0.021052i
-0.060763-0.080472i,-0.081015+0.0065068i,-0.0075357+0.17017i,0.1561+0.24158i,0.27287+0.087548i,0.26949-0.21881i,0.19269-0.42726i,0.094272-0.40528i,0.029946-0.27941i,-0.010965-0.18616i,-0.060545-0.10707i,-0.07046-0.026539i,-0.04155+0.0066476i,-0.030294+0.019455i,-0.01806+0.042913i,0.0072314+0.043216i,0.022538+0.031132i,0.035771+0.028841i,0.042197+0.021606i,0.028324+0.013484i,0.0093759+0.020346i,0.0039456+0.030983i,0.0052242+0.022777i
-0.10026+0.068767i,-0.082385+0.040317i,-0.043184-0.076042i,-0.13309-0.12723i,-0.31377+0.070488i,-0.29034+0.3812i,-0.043782+0.42255i,0.082843+0.19658i,0.029033+0.090331i,0.048014+0.14053i,0.10909+0.11389i,0.075291+0.044145i,0.040266+0.028587i,0.055418+0.011366i,0.0518-0.024942i,0.022422-0.04192i,-0.0079825-0.040704i,-0.042178-0.033787i,-0.071828-0.017374i,-0.073296+0.0053804i,-0.047281+0.021723i,-0.020273+0.035406i,-0.00014641+0.047312i
-0.11941-0.14127i,-0.24594-0.14192i,-0.29133-0.067211i,-0.23274-0.016203i,-0.23482+0.023125i,-0.32396+0.16304i,-0.29619+0.30796i,-0.14563+0.29796i,-0.07288+0.18144i,-0.093018+0.11407i,-0.060844+0.10904i,0.018347+0.079145i,0.050362+0.025127i,0.046327-0.0041044i,0.057125-0.0045104i,0.098747-0.0042869i,0.15495-0.033893i,0.18301-0.082627i,0.15078-0.10133i,0.086633-0.07893i,0.043878-0.050288i,0.025839-0.027457i,0.018295-0.00082477i
-0.027907+0.18291i,-0.025319+0.23756i,0.021648+0.33873i,0.18641+0.4828i,0.4501+0.48128i,0.61394+0.20229i,0.51548-0.14626i,0.26344-0.28674i,0.1129-0.23683i,0.098539-0.18376i,0.05695-0.13747i,0.0054068-0.049452i,0.010618-0.012233i,-0.0074063-0.038693i,-0.072675-0.052864i,-0.14745-0.044549i,-0.20321-0.010859i,-0.20138+0.053233i,-0.13825+0.10878i,-0.060365+0.11281i,-0.013013+0.085195i,0.015673+0.059789i,0.031741+0.024226i
-0.089904-0.07901i,-0.12926-0.019836i,-0.0039474-0.020823i,0.13163-0.25755i,0.044586-0.49131i,-0.042655-0.3829i,0.12094-0.17215i,0.27889-0.16714i,0.23072-0.21081i,0.11408-0.13327i,0.061605-0.04283i,0.048743-0.061197i,0.0061748-0.13891i,-0.047053-0.16866i,-0.066467-0.15256i,-0.087484-0.16231i,-0.14839-0.1973i,-0.20671-0.1862i,-0.18674-0.12527i,-0.10926-0.098613i,-0.062229-0.10737i,-0.046384-0.082707i,-0.02615-0.04013i
-0.1609+0.088291i,-0.095356+0.12961i,-0.0084864-0.016596i,-0.070673-0.10751i,-0.17862+0.19804i,-0.13986+0.59742i,-0.10925+0.59444i,-0.15952+0.35944i,-0.14606+0.20304i,-0.054222+0.12257i,0.025519+0.047945i,0.036854-0.037443i,-0.019532-0.081788i,-0.064674-0.068248i,-0.053179-0.048415i,-0.033112-0.054017i,-0.041252-0.091975i,-0.04-0.12759i,-0.015732-0.15422i,-0.020536-0.1756i,-0.060253-0.13858i,-0.065118-0.041544i,-0.0099087+0.03281i
-2.6624+4.967i,-2.6979+3.1202i,0.067969+3.7481i,2.907+2.5559i,4.2421-0.057767i,3.1715-2.8799i,0.69372-3.1417i,-0.58266-1.3194i,-0.13833+0.2677i,0.77156+0.57065i,0.89096+0.046204i,0.39019-0.33426i,-0.23106-0.2832i,-0.75098+0.1986i,-0.6813+0.6946i,-0.24274+0.74524i,0.09602+0.46607i,0.17398+0.080889i,-0.0075224-0.19315i,-0.18105-0.21533i,-0.17336-0.14357i,-0.10407-0.060492i,-0.035566+0.031942i
-0.074043+0.13534i,0.054228+0.073049i,0.20781-0.073256i,0.24685-0.22428i,0.10092-0.23408i,-0.051853-0.081154i,-0.022253+0.033442i,0.13291-0.030905i,0.23969-0.15271i,0.26102-0.18556i,0.21707-0.15004i,0.13638-0.11796i,0.049101-0.1063i,-0.0054139-0.07973i,0.018875-0.070143i,0.063774-0.1266i,0.036302-0.19244i,-0.035243-0.17747i,-0.050004-0.10746i,-0.0037334-0.077501i,0.026762-0.075319i,0.029605-0.053562i,0.022796-0.027886i
-0.15589-0.081729i,-0.29862-0.14564i,-0.37413-0.1712i,-0.27915-0.17362i,-0.063892-0.17036i,0.066576-0.072099i,0.078041+0.16778i,0.15143+0.37488i,0.27082+0.32936i,0.2175+0.11252i,0.059691-0.0022171i,0.0025212-0.0028586i,-0.0013529-0.017567i,-0.04252-0.018595i,-0.080206+0.041236i,-0.081494+0.11894i,-0.048737+0.16384i,0.014862+0.14585i,0.064707+0.0553i,0.061743-0.038993i,0.038789-0.063848i,0.029897-0.054163i,0.02776-0.049531i
0.24709+0.012747i,0.31285-0.05871i,0.22941-0.016125i,0.15983+0.18763i,0.20835+0.23269i,0.1817-0.019137i,-0.011018-0.23284i,-0.1761-0.17535i,-0.13761-0.012079i,0.0093518+0.0082628i,0.040422-0.066579i,-0.015831-0.041121i,0.005126+0.037302i,0.051208+0.038155i,0.031664-0.0059902i,-0.022878-0.030552i,-0.080682-0.0084424i,-0.12315+0.06152i,-0.089926+0.12628i,0.008954+0.11761i,0.049442+0.044767i,-0.0032992-0.0026887i,-0.058624+0.0055238i
0.039265-0.124i,0.043755-0.23264i,0.046312-0.32195i,0.022374-0.37803i,-0.03168-0.34451i,-0.051533-0.20032i,0.038658-0.053548i,0.15656-0.017294i,0.17487-0.026525i,0.14417+0.0031197i,0.13074+0.0055406i,0.099987-0.038174i,0.050499-0.041813i,0.036496+0.0049793i,0.084929+0.039158i,0.16697+0.018818i,0.21145-0.046141i,0.17675-0.10404i,0.096642-0.10583i,0.040603-0.062157i,0.031209-0.036136i,0.021254-0.048737i,-0.013091-0.055379i
0.27236-0.02953i,0.35912-0.15049i,0.23009-0.24059i,0.0012501-0.20824i,-0.095123-0.1285i,-0.14935-0.042344i,-0.23983+0.12892i,-0.20231+0.2999i,-0.091135+0.30783i,-0.060677+0.23425i,-0.047163+0.17688i,-0.01856+0.10596i,-0.02504+0.047878i,-0.042504+0.031006i,-0.048863+0.038493i,-0.043453+0.068836i,-0.0066992+0.088481i,0.052401+0.057055i,0.082289-0.0045203i,0.06971-0.032477i,0.056856-0.012498i,0.062162-0.0050786i,0.062244-0.021414i
-0.035988-0.040508i,-0.046795+0.028964i,-0.020421+0.1549i,0.046229+0.23966i,0.1082+0.16786i,0.11512-0.073878i,0.030628-0.30611i,-0.10521-0.32574i,-0.15253-0.18642i,-0.097791-0.10687i,-0.060147-0.095994i,-0.039877-0.040783i,0.014365+0.020034i,0.05013+0.026744i,0.030457+0.012535i,-0.020745+0.0097976i,-0.076182+0.039891i,-0.10602+0.097918i,-0.077319+0.13915i,-0.012156+0.12582i,0.0098665+0.064879i,-0.024645+0.02129i,-0.041422+0.020041i
0.14695+0.081585i,0.29813+0.053236i,0.38937-0.09829i,0.33558-0.29152i,0.22991-0.37049i,0.21608-0.32069i,0.22972-0.24143i,0.16682-0.15969i,0.091266-0.0906i,0.048251-0.064136i,0.019261-0.035041i,0.012497+0.011157i,0.012032+0.039606i,0.0011434+0.047831i,-0.00028202+0.038347i,0.0057475+0.01565i,-0.0076452-0.003382i,-0.031964-0.016396i,-0.037851-0.020068i,-0.023055-0.0093492i,0.0064147-0.0010521i,0.03309-0.021093i,0.020578-0.052966i
-0.13019+0.015235i,-0.23226+0.042817i,-0.32873+0.065805i,-0.32992+0.10663i,-0.20902+0.18498i,-0.12083+0.30535i,-0.083159+0.43313i,0.032656+0.41067i,0.11818+0.21391i,0.083248+0.067144i,0.040738+0.027206i,0.016187-0.0093893i,-0.019961-0.040994i,-0.042169-0.035979i,-0.038429-0.001914i,0.00068395+0.03591i,0.067085+0.028646i,0.11699-0.019873i,0.1073-0.050967i,0.055647-0.036379i,0.029017-0.0023023i,0.041553+0.003675i,0.049705-0.012545i
0.12822+0.049001i,0.23277+0.079081i,0.32221+0.1491i,0.38315+0.21985i,0.37764+0.17363i,0.26296+0.00046016i,0.065584-0.14927i,-0.091811-0.12094i,-0.080758+0.023448i,0.022349+0.065097i,0.042571+0.0082478i,0.0021087+0.001446i,0.003348+0.02554i,0.012984+0.010708i,-0.01467-0.019777i,-0.067643-0.027871i,-0.1079+0.0039621i,-0.10324+0.060973i,-0.06305+0.095202i,-0.021084+0.083006i,-0.0059887+0.051522i,-0.0046753+0.038508i,0.010455+0.034095i
-0.10646-0.0089031i,-0.15127-0.078232i,-0.17698-0.20356i,-0.19097-0.26505i,-0.12468-0.18277i,0.026689-0.093328i,0.10896-0.11134i,0.041787-0.13221i,-0.043968-0.080076i,-0.050822-0.03116i,-0.025512-0.019362i,-0.013847-0.014894i,-0.010157-0.0014009i,0.0043696+0.0042906i,0.017959-0.013916i,0.012102-0.036375i,-0.022208-0.038205i,-0.070477-0.016819i,-0.087923+0.012228i,-0.060708+0.026868i,-0.021389+0.02289i,0.0031644+0.015415i,0.015766+0.013871i
0.14264+0.036981i,0.15011+0.042082i,0.043899+0.085624i,-0.083166+0.13959i,-0.12643+0.14075i,-0.11843+0.14108i,-0.053886+0.18564i,0.065767+0.16724i,0.11019+0.066271i,0.067491+0.025615i,0.039033+0.036111i,0.025703+0.013684i,-0.0070556-0.015302i,-0.028421-0.0095558i,-0.0079228+0.017518i,0.042956+0.032988i,0.094894+0.010063i,0.11466-0.038774i,0.090497-0.065522i,0.047113-0.055251i,0.012449-0.037675i,-0.0093335-0.027928i,-0.025166-0.013158i
-0.092498+0.020765i,-0.087112+0.044648i,0.0427+0.034677i,0.17812-0.017109i,0.13543-0.040125i,-0.016323+0.0046375i,-0.11945+0.064596i,-0.12787+0.11437i,-0.054796+0.13389i,0.0085981+0.073577i,0.0068511+0.0026658i,-0.0043032-0.0063691i,0.012585+0.011809i,0.031556+0.019604i,0.027761+0.01016i,0.0010735-0.0045677i,-0.016386-0.0040159i,-0.00384+0.0038368i,0.014402-0.0043972i,0.012943-0.01533i,0.0025176-0.0082005i,-0.0016006+0.0029455i,-0.0076207+0.00099973i
0.12891-0.043803i,0.12002-0.10077i,-0.0022144-0.15843i,-0.14714-0.15975i,-0.15058-0.11339i,-0.047253-0.12248i,-0.0030563-0.18i,-0.050499-0.16366i,-0.090374-0.072787i,-0.06842-0.013297i,-0.032726-0.0061435i,-0.016949-0.0004052i,-0.0057168+0.019177i,0.0060431+0.026015i,0.0065384+0.014417i,-0.0061765+0.0061023i,-0.035325+0.016868i,-0.072542+0.041066i,-0.082637+0.0598i,-0.048686+0.059377i,-0.0069038+0.036272i,0.0069935+0.0045703i,0.0079486-0.015337i
-0.1096+0.0047734i,-0.14793+0.058449i,-0.12972+0.13289i,-0.070422+0.15093i,-0.038805+0.067043i,-0.040892-0.011904i,-0.0056448+0.0045847i,0.053171+0.013838i,0.046173-0.021074i,0.01108-0.010661i,0.014838+0.0099711i,0.012314-0.0067607i,-0.016171-0.020725i,-0.034456-0.0091202i,-0.017368+0.012538i,0.023383+0.014711i,0.044156-0.0089095i,0.030701-0.032563i,0.010455-0.03269i,-0.0010326-0.020912i,-0.0086162-0.017327i,-0.014088-0.01385i,-0.0086337+0.002569i
0.16655-0.060127i,0.28795-0.12595i,0.36764-0.18455i,0.36505-0.20671i,0.28198-0.16821i,0.13379-0.081799i,-0.019648-0.0037635i,-0.074174+0.047584i,-0.018904+0.059317i,0.020742+0.019736i,0.0024521-0.00028483i,0.002214+0.013903i,0.024625+0.010518i,0.02674-0.0049979i,0.0076381-0.010566i,-0.011798-0.0061629i,-0.0041535-0.0057572i,0.033447-0.022687i,0.058839-0.044249i,0.044148-0.041824i,0.019534-0.014929i,0.011168+0.0059296i,0.0022114+0.010032i
-0.11464+0.04154i,-0.1953+0.042089i,-0.31752+0.032733i,-0.37895+0.09677i,-0.23481+0.16664i,-0.0094931+0.083675i,0.072888-0.046626i,0.040218-0.070011i,0.0066695-0.037904i,-0.0056736-0.019474i,-0.0025113-0.018582i,-0.001034-0.016839i,0.00078406-0.0016708i,0.0041112+0.0069125i,-0.0082416+0.012359i,-0.019937+0.033803i,-0.014975+0.057478i,-0.0045232+0.068791i,0.0025753+0.063924i,0.0096022+0.04643i,0.021386+0.028966i,0.030436+0.0073547i,0.02647-0.022684i
0.12048+0.010548i,0.22008+0.067968i,0.32717+0.15024i,0.35474+0.11842i,0.22155-0.0032562i,0.0743-0.035249i,0.062069-0.016193i,0.061253-0.030476i,0.0089055-0.021999i,-0.0054607+0.005684i,0.0017219+0.010145i,-0.0075016+0.01083i,-0.021262+0.014048i,-0.028707+0.014224i,-0.010521+0.0026987i,0.012352-0.025151i,0.0084135-0.035523i,-0.010915-0.013179i,-0.019504+0.013011i,-0.012386+0.017954i,-0.010652+0.0064666i,-0.016473+0.00021793i,-0.011697+0.002254i
-0.11245+0.027678i,-0.17899-0.084149i,-0.24496-0.28887i,-0.27016-0.36553i,-0.18463-0.23164i,-0.094336-0.070954i,-0.099745+0.032371i,-0.078784+0.085495i,-0.0039905+0.054032i,0.016749-0.0026261i,0.0012614-0.013208i,-0.0058292-0.014198i,-0.013757-0.018919i,-0.010292-0.014444i,-0.0031502-0.010608i,-0.0099047-0.008461i,-0.019988-0.014677i,-0.0231-0.030968i,-0.023574-0.039365i,-0.024031-0.027805i,-0.020814-0.007251i,-0.01507+0.0089935i,-0.0063616+0.023079i
0.070847-0.010839i,0.035218+0.10925i,0.011103+0.3635i,0.071828+0.5055i,0.11944+0.37948i,0.10034+0.17939i,0.076694+0.056149i,0.03761-0.0028412i,0.0013194+0.0098253i,0.0125+0.034994i,0.016354+0.019418i,-0.00069217+0.013132i,0.0068573+0.017233i,0.017535+0.0093317i,0.011316+0.018461i,0.017368+0.044498i,0.03506+0.055826i,0.03596+0.047228i,0.020693+0.033067i,0.010197+0.02195i,0.014379+0.0096922i,0.021892-0.0080777i,0.017163-0.023426i
