-0.0044794+0.0011429i,-0.0046159+0.00095508i,-0.0040143+0.0020204i,-0.0022772+0.0027464i,0.00011136+0.0029129i,0.0018924+0.0025993i,0.0019097+0.0018141i,0.0011199+0.0011687i,0.00010602+0.0010882i,0.00035407+0.0011548i,0.0010061+0.00042904i,0.00062471-0.00048673i,3.3815e-05-0.0013045i,-0.00070122-0.00090582i,-0.0012728-0.00037656i,-0.00099107+0.00016714i,-0.00099857+0.0001955i,-0.0011389-0.00027209i,-0.001063-0.00011739i,-0.00038836+4.5251e-05i,-0.00012421-0.00027135i,-0.00033403-0.00055723i,-6.8707e-05-0.00042471i
-0.14936+0.078043i,-0.29325+0.082778i,-0.34127+0.020547i,-0.26487-0.03873i,-0.19098-0.040824i,-0.15096-0.015229i,-0.1003+0.002632i,-0.044362+0.0009663i,-0.015693-0.010494i,-0.013261-0.014806i,-0.011596-0.010751i,-0.0033873-0.0079989i,0.0047837-0.0024493i,0.0093631+0.0084447i,0.0084729+0.01324i,0.0037005+0.010941i,-0.0028995+0.0095209i,-0.0064057+0.0099679i,-0.0030639+0.0088086i,0.00035693+0.0046748i,-0.00062416+0.00071487i,-0.0026124-0.002484i,-0.0040021-0.0043425i
0.14459-0.04623i,0.25939-0.017615i,0.26496+0.055608i,0.16986+0.089091i,0.11098+0.064152i,0.10147+0.037078i,0.084945+0.016114i,0.048191+0.0027431i,0.0191+0.0081783i,0.0096522+0.018861i,0.0054278+0.025604i,0.0035376+0.029335i,0.0057514+0.022889i,0.0075695+0.0096212i,0.0071481+0.001294i,0.0069263-0.0014854i,0.010316-0.0050807i,0.014082-0.011585i,0.012672-0.012363i,0.0098367-0.0046967i,0.0093663+0.0020168i,0.0083098+0.0045951i,0.0057492+0.0067683i
-0.12432+0.032568i,-0.21747+1.5855e-05i,-0.20496-0.081527i,-0.10944-0.13013i,-0.065627-0.11706i,-0.074083-0.083867i,-0.063493-0.043834i,-0.029681-0.016543i,-0.0093005-0.01369i,-0.0096083-0.019533i,-0.01376-0.019121i,-0.014613-0.013562i,-0.015523-0.0056862i,-0.018138+0.0017426i,-0.018516+0.0040193i,-0.016814+0.0039103i,-0.015422+0.0045919i,-0.01355+0.0034593i,-0.011513-0.0012079i,-0.010453-0.004849i,-0.0081474-0.0044129i,-0.0054541-0.004053i,-0.0044202-0.0060694i
0.098903-0.021472i,0.14837+0.004005i,0.12437+0.069421i,0.073867+0.10858i,0.072447+0.098384i,0.086486+0.074665i,0.070859+0.045999i,0.038287+0.022482i,0.011816+0.012992i,-0.00023321+0.010381i,-0.0064304+0.0068055i,-0.012671+0.0038255i,-0.012003+0.0020233i,-0.0037897-0.0022148i,0.0036054-0.0049371i,0.0070416-0.0038378i,0.0087412+0.00064569i,0.0079748+0.0063921i,0.003803+0.0084574i,0.00071839+0.0060825i,0.00015483+0.0044471i,-0.00020743+0.0050182i,0.00052316+0.0062937i
-0.07573+0.011073i,-0.098998-0.022338i,-0.059482-0.065967i,-0.012298-0.065709i,-0.015135-0.045185i,-0.038386-0.039381i,-0.041916-0.025996i,-0.025134-0.0063784i,-0.0051142-0.002799i,0.0060057-0.011133i,0.011195-0.017465i,0.01487-0.02176i,0.011905-0.022403i,0.0029783-0.01673i,-0.0047137-0.009672i,-0.0076507-0.006834i,-0.0085279-0.00587i,-0.0077235-0.0022405i,-0.0036747+0.00091127i,-0.00027419-0.00031563i,-0.0004837-0.0032628i,-0.0016437-0.0049003i,-0.0011873-0.0062102i
0.062272-0.01154i,0.077974+0.0075078i,0.033818+0.030172i,-0.022358+0.035665i,-0.024136+0.045951i,0.0082216+0.052751i,0.021717+0.036296i,0.010477+0.015404i,-0.0013794+0.0098138i,-0.003395+0.012224i,-0.0014019+0.010696i,-0.00084263+0.0080645i,0.002681+0.0070945i,0.011863+0.0073201i,0.017484+0.0084176i,0.016472+0.0084632i,0.014046+0.0054702i,0.010963+0.0008326i,0.00918-0.0016725i,0.008406-0.0013524i,0.0060696+0.00088168i,0.0041712+0.0025999i,0.0032943+0.0036898i
-0.046731+0.018724i,-0.048816+0.016859i,-0.0067279+0.010143i,0.026586-0.0086973i,0.0080993-0.050915i,-0.024124-0.069788i,-0.033461-0.0508i,-0.024707-0.02556i,-0.011774-0.011056i,-0.0021623-0.003534i,0.0061095+0.0048847i,0.014948+0.0098861i,0.015444+0.0082221i,0.0065271+0.0020223i,-0.0022211-0.0050868i,-0.0060325-0.0075017i,-0.0053096-0.0078266i,-0.0031236-0.01058i,-0.0031947-0.010759i,-0.0027687-0.0068758i,9.9951e-05-0.0031163i,0.0010959-0.0020525i,-5.7519e-05-0.0023812i
0.033472-0.012251i,0.037699-0.016005i,0.01227-0.027797i,-0.00030275-0.034658i,0.020328-0.0081608i,0.034358+0.01637i,0.028015+0.016288i,0.0135+0.0053598i,-0.0012623+8.0247e-05i,-0.010398+0.0030416i,-0.015354+0.0058822i,-0.019689+0.0070695i,-0.020521+0.0096393i,-0.015225+0.013617i,-0.0079571+0.014944i,-0.0024923+0.012286i,-0.00036873+0.0096433i,-0.00055025+0.0086644i,-0.0016034+0.007833i,-0.002365+0.0067822i,-0.0013814+0.0060369i,0.00021313+0.0057377i,0.00051052+0.0055867i
-0.032025+0.020637i,-0.045291+0.039777i,-0.022027+0.070317i,0.017245+0.076572i,0.029448+0.030321i,0.018976-0.01841i,0.0076629-0.032384i,0.005553-0.02532i,0.0058961-0.016281i,0.0029705-0.010976i,-0.0012459-0.00675i,-0.0038536-0.0018125i,-0.0038322-0.00057777i,-0.0019997-0.0030035i,0.00086083-0.0061491i,0.001618-0.0084689i,0.0014172-0.0052138i,0.0030522+0.0017898i,0.0043445+0.0050493i,0.0027867+0.0023058i,0.00018943-0.00017099i,-0.0011851-0.0006911i,-0.0015249-0.0026098i
0.03226-0.031416i,0.043364-0.064529i,0.020479-0.083977i,-0.0092488-0.047909i,-0.0059632+0.022141i,0.013088+0.057013i,0.023116+0.047539i,0.021664+0.02783i,0.015148+0.011438i,0.0075221-0.00062962i,0.0014515-0.009561i,-0.0043428-0.018074i,-0.0074286-0.020108i,-0.0059468-0.012759i,-0.003618-0.0028552i,-0.0024578+0.0034029i,-0.0034656+0.0044627i,-0.0043215+0.0018231i,-0.0017926-1.4368e-05i,0.00016219+0.0010809i,0.00030024+0.00251i,0.00058565+0.0026921i,0.0011654+0.0021537i
-0.022413+0.027486i,-0.041447+0.055828i,-0.052135+0.069817i,-0.058467+0.04727i,-0.058239+0.0095439i,-0.039977-0.012274i,-0.014362-0.012954i,-0.00019079-0.0051639i,0.0060494+0.00118i,0.010678+0.0023522i,0.011735+0.0010521i,0.012412+0.0022551i,0.013333+0.0039302i,0.01249+0.0013263i,0.0094907-0.001667i,0.006242-0.00094442i,0.0040284-0.0010071i,0.0020374-0.0033682i,0.00077341-0.0055214i,0.00088925-0.0063076i,0.00094138-0.0051768i,0.00017959-0.0037851i,-0.00013063-0.0033767i
0.026452-0.027897i,0.055101-0.061705i,0.068872-0.090812i,0.052109-0.084655i,0.016052-0.04455i,-0.0055718+0.0039694i,-0.0099345+0.029866i,-0.011433+0.027499i,-0.011224+0.017906i,-0.0068097+0.01185i,0.00012946+0.0062682i,0.0054382-0.0007548i,0.0063424-0.0053709i,0.0014111-0.0044117i,-0.0053926-0.0020243i,-0.008237-0.00015139i,-0.0062331-0.0010704i,-0.0045514-0.0035487i,-0.00497-0.0029177i,-0.0041016+0.00017579i,-0.0015036+0.003275i,0.0005648+0.0048809i,0.00085079+0.0054096i
-0.028676+0.028931i,-0.052728+0.060056i,-0.05522+0.06909i,-0.025921+0.031436i,0.0082584-0.023645i,0.011075-0.050856i,-0.00051291-0.042325i,-0.0067969-0.022817i,-0.010231-0.0089591i,-0.010235-0.00033436i,-0.009422+0.0070605i,-0.0089563+0.015535i,-0.0069758+0.019951i,-0.0026915+0.017341i,0.001423+0.010791i,0.002584+0.0043367i,0.0024203+0.0026453i,0.0021614+0.0036657i,0.002227+0.0031292i,0.002362+0.00099733i,0.0012022-0.00069511i,0.0002144-0.0014702i,-0.00039676-0.00145i
0.022092-0.022376i,0.051736-0.038248i,0.081146-0.028502i,0.088057+0.0060473i,0.065374+0.033148i,0.032568+0.032694i,0.0052231+0.015751i,-0.0069997+2.9698e-05i,-0.0079293-0.0077395i,-0.0059577-0.0093902i,-0.0037268-0.0093461i,-0.0019653-0.0091857i,-0.00084039-0.0098809i,-0.00058538-0.010283i,-0.00070139-0.0096726i,-0.00057759-0.0084019i,-0.00072278-0.0062506i,0.0009492-0.0033966i,0.0021895-0.00021216i,0.00033599+0.0012071i,-0.0013822+0.0016333i,-0.002294+0.0022803i,-0.0024803+0.0020954i
-0.027887+0.018075i,-0.064102+0.031239i,-0.094521+0.041867i,-0.081504+0.044877i,-0.031313+0.029345i,0.0092068-0.001029i,0.024069-0.021328i,0.023967-0.02315i,0.018188-0.018519i,0.010097-0.01467i,0.0019446-0.011089i,-0.0071425-0.0075221i,-0.014087-0.0028421i,-0.013345+0.0016569i,-0.0076448+0.0040865i,-0.002381+0.0048084i,0.00093883+0.004093i,0.0015789+0.0025802i,0.0011423+0.00068894i,0.0015218-0.00056249i,0.0019996-0.0011469i,0.001047-0.001993i,-0.00053419-0.0031482i
0.033623-0.019122i,0.063264-0.029795i,0.065662-0.029825i,0.023437-0.011551i,-0.017495+0.0186i,-0.020016+0.032903i,-0.0046504+0.024166i,0.0052534+0.013008i,0.0099157+0.0075937i,0.011861+0.0033099i,0.012625-0.00044942i,0.014753-0.0034231i,0.016811-0.0059109i,0.014735-0.0054886i,0.010345-0.0021083i,0.0066067-0.00014172i,0.0036271-0.0014204i,0.0005017-0.0031009i,-0.001867-0.0030965i,-0.0022154-0.0021782i,-0.001393-0.00050152i,-0.00034511+0.0015206i,9.2418e-05+0.0017536i
-0.024981+0.015472i,-0.055206+0.012029i,-0.070053-0.011066i,-0.051296-0.041001i,-0.024076-0.052655i,-0.0019991-0.036157i,0.014281-0.0071343i,0.018011+0.011531i,0.01266+0.016723i,0.006466+0.015341i,0.0022267+0.011784i,-0.0021083+0.0067994i,-0.0067459+0.003048i,-0.0077326+0.0031455i,-0.0065184+0.0030893i,-0.0063638+0.0036264i,-0.0058181+0.0048656i,-0.0029944+0.003474i,-5.8959e-05+0.0017672i,0.0015641+0.0014876i,0.0022689+0.001658i,0.002224+0.0011911i,0.0016776+2.2979e-05i
0.02944-0.0085387i,0.063202-0.0090164i,0.08533-0.0058784i,0.072493-0.0062691i,0.040018-0.006239i,0.0066898+0.0056496i,-0.013072+0.016552i,-0.01631+0.017591i,-0.013853+0.01523i,-0.010534+0.012909i,-0.0049793+0.011261i,0.0032897+0.011206i,0.009336+0.0093496i,0.0095832+0.0056027i,0.0063115+0.0022836i,0.0022454-0.00095198i,-4.4171e-05-0.0014252i,-0.00046211-0.00027109i,-0.00024845-0.0001189i,-0.00049586-0.00037575i,-0.00082668-0.00023479i,-0.00066447+0.00031483i,0.0002032+0.00048741i
-0.02683+0.0071137i,-0.050192+0.010521i,-0.045388+0.011722i,-0.0050424+0.013661i,0.028357+0.011781i,0.028398+0.0027024i,0.009092-0.0012563i,-0.0063463+0.00012707i,-0.012696-0.00069426i,-0.014878-0.0031135i,-0.016277-0.0047266i,-0.016566-0.0053974i,-0.01515-0.0061939i,-0.011669-0.0066514i,-0.0068212-0.0059866i,-0.0026777-0.0045426i,-0.0011643-0.0021537i,-4.9565e-05-0.00034726i,0.0019497+0.001204i,0.00286+0.0023272i,0.0016884+0.0012504i,-0.00048524-0.00030787i,-0.0010335-0.0012251i
0.016187-0.0055902i,0.031783-0.00027169i,0.0297+0.022529i,0.0090966+0.047337i,-0.0075774+0.049365i,-0.014674+0.026457i,-0.01746-0.00091567i,-0.015856-0.014357i,-0.010847-0.016623i,-0.0061408-0.014099i,-0.0028615-0.00997i,8.0639e-05-0.0037765i,0.0029575+0.0028414i,0.0038523+0.0062453i,0.0025099+0.0060436i,0.0023294+0.0024667i,0.0022182-0.0013249i,-0.00063569-0.0022612i,-0.0032363-0.0015777i,-0.0026329-0.00060891i,-0.00096577-0.00035075i,-0.00043705-0.00015807i,0.00018101+0.00098401i
-0.016188-0.00027859i,-0.037269-0.0043266i,-0.055296-0.012206i,-0.057588-0.010669i,-0.040241-0.0039297i,-0.0098859-0.0060299i,0.0097725-0.013023i,0.012246-0.016137i,0.010638-0.01405i,0.0086998-0.011995i,0.0051631-0.012316i,0.0019584-0.013407i,4.9273e-05-0.013171i,-0.0001454-0.010257i,0.0012638-0.0045382i,0.0024583+0.00031601i,0.0022747+0.002272i,0.0020021+0.0024854i,0.0022917+0.0029106i,0.0019832+0.0030118i,0.0019823+0.0035425i,0.0021883+0.0029581i,0.0010179+0.0013123i
0.017214+0.0020972i,0.030711-0.00065425i,0.028762-0.0096623i,0.0082123-0.027948i,-0.009932-0.035065i,-0.0089882-0.023841i,0.0049553-0.01168i,0.014483-0.0057136i,0.015996-0.00086575i,0.015689+0.0027752i,0.014111+0.0048733i,0.010852+0.0072204i,0.0057263+0.0092306i,0.00098833+0.0075055i,-0.0015714+0.0039465i,-0.0023978+0.0024304i,-0.0012835+0.0023895i,-0.00020799+0.0008308i,-0.00096414-0.00168i,-0.0015578-0.0023103i,-0.00036892-0.0012503i,0.0015732+3.1777e-05i,0.0017758+0.0010351i
-0.012254+0.0038557i,-0.016788-0.0048329i,-0.0057834-0.0204i,0.019529-0.031518i,0.036398-0.031074i,0.035141-0.016034i,0.025238+0.0035848i,0.01667+0.012718i,0.009932+0.013773i,0.0041579+0.0117i,0.0008967+0.0060971i,-0.00017068+0.00029999i,-0.00031244-0.0030305i,-0.0010608-0.0027362i,-0.002643-0.00044754i,-0.0039872+0.00056778i,-0.0030802+0.00017926i,-0.00051075+0.00066715i,0.0013225+0.0016269i,0.0007617+0.0015751i,-0.0012077+0.0011231i,-0.0026151-0.00015851i,-0.0031276-0.0013656i
0.013864+0.0014937i,0.028859+0.0085091i,0.043604+0.017947i,0.04984+0.023675i,0.041878+0.023477i,0.021132+0.019716i,0.00329+0.016415i,-0.0035904+0.01436i,-0.0058003+0.011014i,-0.0068572+0.0095427i,-0.0058664+0.0099722i,-0.0047923+0.0086804i,-0.0048447+0.007293i,-0.0025238+0.0052051i,0.0010302+0.0013687i,0.0011207-0.0011983i,-0.0010675-0.001256i,-0.0025167-0.0014123i,-0.0018234-0.0028257i,-0.00039487-0.0028231i,-0.00027986-0.0019368i,-0.00043916-0.00017261i,-0.00038615+0.0019172i
-0.0083637+0.00047014i,-0.021276+0.0020513i,-0.026397+0.013788i,-0.017595+0.034586i,-0.0072984+0.041376i,-0.0043467+0.028767i,-0.0091535+0.014964i,-0.014355+0.0077913i,-0.014566+0.0011451i,-0.013276-0.0039438i,-0.010939-0.0052346i,-0.0046944-0.0050217i,0.00063998-0.0044343i,0.0021222-0.0024949i,0.0013814-0.00019275i,0.00079233-0.00037696i,0.00022014-0.00090372i,1.9096e-05+0.00043028i,0.0015031+0.0023637i,0.0018577+0.00285i,0.0014561+0.0010748i,0.0014181-0.0010174i,0.00063017-0.0018532i
0.0050918-0.00013536i,0.010133+0.0031708i,-0.0010179+0.009584i,-0.025165+0.014748i,-0.037432+0.01406i,-0.030364+0.0041058i,-0.019374-0.0082619i,-0.012246-0.01297i,-0.0059832-0.011556i,-0.0016746-0.0087538i,-0.00049179-0.0044822i,-0.00092274-0.0014734i,-0.0020847-0.0010506i,-0.0019787-0.0012818i,0.00075653-0.0011675i,0.0029299-0.00084648i,0.0024301-0.0012268i,0.0010497-0.0006339i,0.00051621+0.00040586i,0.001241-0.00029559i,0.0017059-0.00056157i,0.0020573+0.0002111i,0.00079034+0.0002817i
-0.010962-0.00069302i,-0.024651-0.0039454i,-0.036713-0.015842i,-0.038039-0.031473i,-0.02676-0.034683i,-0.0078571-0.025424i,0.0051462-0.018341i,0.0081322-0.016288i,0.0073995-0.012728i,0.006434-0.010063i,0.0048906-0.009805i,0.0035084-0.0067546i,0.0019429-0.0033306i,-0.00054793-0.0033085i,-0.0032196-0.0028862i,-0.0041401-0.00042194i,-0.0017489+0.0013513i,-0.00018452+0.0010581i,-0.0017184+0.0010669i,-0.0025805+0.0015872i,-0.0011783+0.00065941i,-0.00021032-0.00073693i,0.00023303-0.0016833i
0.0076858-0.0017575i,0.021134-0.0079177i,0.031007-0.018945i,0.033896-0.032617i,0.031391-0.036517i,0.023491-0.025784i,0.01793-0.01265i,0.016658-0.0044712i,0.01334+0.00064322i,0.0091967+0.0043048i,0.0061448+0.0060052i,0.0026988+0.0051035i,-0.00036069+0.0027823i,-0.00060148+0.0021207i,0.00080084+0.0025872i,0.0013997+0.002678i,0.00028952+0.0008037i,-0.00085231-0.00054023i,-0.00078493-0.00035002i,-0.00075134-0.00010404i,-0.0012203+0.00061136i,-0.0017898+0.0014723i,-0.0018951+0.0019123i
-0.0055699+0.0065398i,-0.0042941+0.0062524i,0.010771+0.0056177i,0.03463+0.0080499i,0.044988+0.011321i,0.034699+0.012089i,0.021564+0.012845i,0.014181+0.013335i,0.0079424+0.011655i,0.0033681+0.0077232i,0.0018216+0.0029565i,0.00063652-0.00015946i,-0.00061555-0.00075458i,-0.00052172-0.00052574i,0.00053453-0.0018499i,0.00038991-0.0030685i,-8.1907e-05-0.00181i,0.0015361-0.00051603i,0.0029284-0.00057805i,0.001976-0.0017956i,0.00075163-0.0015498i,0.00080748-0.00047522i,0.0014047-0.00053247i
0.0061529+0.0012879i,0.012065+0.0080275i,0.015316+0.026062i,0.013787+0.044084i,0.0087772+0.043986i,0.0038537+0.02872i,-0.001213+0.017239i,-0.0051623+0.014294i,-0.0063566+0.012178i,-0.0066712+0.010503i,-0.0059968+0.0096836i,-0.003549+0.0061744i,-0.00076027+0.0016947i,-0.00016287+0.0010383i,-0.00091325+0.0023261i,-0.00080343+0.0022484i,0.00061665+0.00074602i,0.001627-0.0012689i,0.0017963-0.0013082i,0.00189-0.00035488i,0.0010191-0.00084439i,-0.00039862-0.0013946i,-0.00077922-0.0010766i
-0.0063142-0.00089022i,-0.016137-0.0017967i,-0.027952+0.00076484i,-0.038278+0.010262i,-0.036388+0.016275i,-0.025695+0.01234i,-0.018956+0.0059731i,-0.015941+0.0019117i,-0.012598-0.0014498i,-0.0091294-0.0048543i,-0.0066648-0.0065955i,-0.0042929-0.0057833i,-0.0030102-0.0018133i,-0.0021633+0.0020665i,-1.391e-05+0.0029276i,0.0017991+0.0026266i,0.0021828+0.0029914i,0.0017267+0.0030068i,0.001238+0.0016949i,0.00089559+0.00023602i,0.00082076-0.00013859i,0.0012091+0.0011847i,0.00037453+0.0021462i
0.005474+0.00022648i,0.0072963+0.0023964i,-0.00082559-0.00070175i,-0.015999-0.012615i,-0.022964-0.021375i,-0.016932-0.019376i,-0.0099183-0.015814i,-0.0081552-0.013947i,-0.007367-0.0098096i,-0.0054383-0.0050534i,-0.0027807-0.0015738i,0.00090774+0.00020708i,0.0030769-0.000336i,0.0010575-0.0017686i,-0.0025522-0.0010838i,-0.0031144+0.00051278i,-0.0019342+0.0012292i,-0.0013342+0.00099863i,-0.0010272+0.0014178i,-0.00063478+0.002677i,-0.00014411+0.0024082i,-0.00072728+0.0013074i,-0.000588+0.00081051i
-0.010138-0.0026991i,-0.015592-0.013096i,-0.013696-0.027919i,-0.0011436-0.037645i,0.010996-0.035223i,0.013548-0.024666i,0.010283-0.017857i,0.0068087-0.015847i,0.0041297-0.01207i,0.0038908-0.0085624i,0.0039572-0.0077529i,0.0014503-0.0064077i,-0.0017608-0.0043696i,-0.0017997-0.0037823i,0.00028564-0.0032576i,0.00047774-0.0020827i,-0.0019372-0.00059906i,-0.003115+0.00058379i,-0.0020347+0.0004263i,-0.0014367-0.00043866i,-0.0011791-0.00058516i,-0.000543+0.00024844i,-0.00012549+0.00068063i
0.0021023+0.0032915i,0.013096+0.0073655i,0.026369+0.0098419i,0.037827+0.0084364i,0.039723+0.0054577i,0.030628+0.0011694i,0.021241-0.0030853i,0.016667-0.0037642i,0.011528-0.0018469i,0.0061624+0.0014527i,0.0032685+0.0040923i,0.0036322+0.0044389i,0.0043949+0.0024253i,0.0030796-0.00095879i,0.0010882-0.0030373i,0.00011853-0.0039069i,0.00033818-0.0047655i,0.00041422-0.0054164i,-0.00090187-0.0043892i,-0.0020539-0.0021456i,-0.0023205-0.0014019i,-0.0020558-0.0025792i,-0.0021077-0.0025781i
-0.0035699+0.0026519i,-0.0034659+0.0044781i,0.0025541+0.011601i,0.011607+0.023263i,0.014002+0.027718i,0.011683+0.019793i,0.011248+0.012121i,0.010911+0.0093506i,0.0089386+0.0063927i,0.0059423+0.0027213i,0.0028774+0.00011797i,-0.00078913-0.0014096i,-0.0027875-0.0014345i,-0.0023642+0.0014127i,-0.0014778+0.0042835i,-0.00105+0.0028169i,-0.00094721+0.00035057i,-0.0007261-0.00021819i,0.00060821+0.00085886i,0.0012132+0.00084634i,0.00067479+0.00035856i,0.00047464+0.00069345i,8.1729e-05+0.00092081i
-0.00083196+0.0016818i,-0.00058285+0.0070082i,-0.0077895+0.017627i,-0.018986+0.026297i,-0.021213+0.023841i,-0.013043+0.016066i,-0.005116+0.011465i,-0.0021904+0.011409i,-0.0020799+0.011144i,-0.0041165+0.0091819i,-0.0060115+0.0076834i,-0.0037768+0.0068179i,0.00072094+0.0062286i,0.0030581+0.0052108i,0.0030564+0.0034916i,0.0027213+0.0021538i,0.002854+0.0017315i,0.0034959+0.0018052i,0.0035609+0.0012949i,0.0031974+0.0010141i,0.0028778+0.0015834i,0.0016883+0.0021216i,0.00092683+0.0014535i
-0.00063549-0.0023957i,-0.0047759-0.0046079i,-0.013931-0.010657i,-0.022952-0.017549i,-0.020604-0.017711i,-0.010368-0.010202i,-0.0058195-0.0016595i,-0.0076292+0.0022216i,-0.007788+0.0023562i,-0.0052828-0.00045979i,-0.002535-0.0048386i,-0.0012231-0.0073447i,-0.0023572-0.0063556i,-0.0043574-0.0039388i,-0.0044013-0.0016045i,-0.0032538-0.00033863i,-0.0029334+0.00068226i,-0.0030162+0.0007538i,-0.0014914+1.376e-05i,8.3533e-07+0.00066461i,1.9307e-05+0.0012766i,0.0010081+0.00079644i,0.0015806+0.00079195i
-0.00078601+4.2499e-05i,-0.0020744-0.0015756i,-0.001937-0.0079928i,0.0027405-0.018454i,0.0078909-0.021753i,0.0058472-0.015383i,-0.00076535-0.0091387i,-0.0051252-0.0065967i,-0.0060824-0.0044106i,-0.004863-0.00259i,-0.0044399-0.00080357i,-0.0037773+0.0017424i,-0.0017546+0.0025855i,-0.00082714+0.0013211i,-0.0012759-0.00086433i,-0.0012889-0.0012177i,-0.0013199+6.993e-05i,-0.00095961+0.0005851i,-0.00090463+0.00038344i,-0.0016397+0.00030324i,-0.0020344+0.00047898i,-0.0020161+0.00075889i,-0.0013969+0.00018694i
0.0032258-0.0020288i,0.007866-0.0067257i,0.017485-0.011386i,0.026754-0.0095079i,0.028022-0.0039605i,0.020313-0.001168i,0.010997-0.0026503i,0.0052268-0.0061841i,0.0024696-0.0072162i,0.0030407-0.0057835i,0.005088-0.0049684i,0.0053024-0.006252i,0.0038143-0.0082648i,0.00096348-0.0085861i,-0.00043972-0.0068297i,-0.00022325-0.0043813i,2.2771e-05-0.0028517i,-0.00030694-0.0018213i,-0.0015014-0.00090717i,-0.0012047-0.00033006i,-0.00073777-0.00090062i,-0.00098133-0.00035595i,-0.0010043+0.0013589i
-0.004425+0.00024117i,-0.0040549+0.0069624i,-0.0015212+0.015529i,0.0037578+0.023506i,0.0070507+0.024804i,0.0074082+0.016228i,0.0077582+0.0044843i,0.0066288-0.0015782i,0.0039205-0.0017619i,0.0008897-0.00038041i,-0.002275+0.0017903i,-0.0033853+0.0047452i,-0.0019258+0.0060783i,0.00069912+0.0052463i,0.0022987+0.0044184i,0.0029364+0.0037065i,0.0033566+0.0023414i,0.0030958+0.0014287i,0.0022344+0.0014643i,0.0018261+0.00085595i,0.0014936-5.6666e-05i,0.00043322-0.0002083i,-5.1695e-06-0.0005774i
-0.00026247-0.003051i,-0.00061209-0.0029121i,-0.0013968+0.0033442i,-0.0065348+0.013343i,-0.010655+0.015687i,-0.0054655+0.0095379i,0.0010666+0.0036714i,0.00386+0.0018176i,0.0038184+0.0017007i,0.0034954+0.00234i,0.0046604+0.0022583i,0.0061706-0.00051336i,0.005998-0.0029372i,0.0053473-0.0030823i,0.004915-0.0022987i,0.0037062-0.0016274i,0.002421-0.00060486i,0.0015852-0.0001575i,0.0018214-0.0012148i,0.0021256-0.0022825i,0.0013296-0.0015772i,0.00037665-0.00046784i,-0.00021757-0.00015553i
-0.0040964+0.0039774i,-0.004579+0.0078845i,-0.011103+0.0094109i,-0.018424+0.0041278i,-0.015709-0.0032687i,-0.0049539-0.0043926i,0.0025588-0.00080686i,0.0027762+0.0019488i,-0.00010283+0.0031336i,-0.0034233+0.0027611i,-0.0060728+0.0016354i,-0.0071113+0.0013876i,-0.0074011+0.0025733i,-0.007815+0.0037753i,-0.0076253+0.0027527i,-0.0063302+0.00076261i,-0.0045539+0.00042733i,-0.0034728+0.0012789i,-0.0024999+0.0020754i,-0.0014776+0.0020035i,-0.0010682+0.00054085i,-0.0011169-0.0006232i,-0.00060113-5.3229e-05i
-0.0032779-0.00040491i,-0.0064806-0.0039769i,-0.0080662-0.010191i,-0.0051911-0.016093i,1.0718e-05-0.015848i,0.003285-0.0083791i,0.0017882-0.0009389i,-0.0012184+0.00093046i,-0.0027398-0.00039555i,-0.0020156-0.0010948i,0.0013841-0.00060656i,0.0051762-0.0011641i,0.0056877-0.0020068i,0.002996-0.0016706i,0.001052-0.00087261i,-0.00016612-5.3196e-06i,-0.0009477+0.00053385i,-0.00075303+0.00083563i,-0.0010876+0.00085113i,-0.0013941+0.001077i,-0.00055238+0.0013918i,0.00030728+0.0011953i,1.5972e-05+0.00059347i
0.0032195-0.00035199i,0.0054713-0.0014457i,0.0099482-0.0060206i,0.015982-0.0089159i,0.018866-0.0066073i,0.01399-0.0035212i,0.0060515-0.0027483i,0.0015585-0.0020604i,-0.00085788-0.0014303i,-0.0031407-0.0016162i,-0.0043525-0.002199i,-0.0040517-0.0018035i,-0.0043976-0.0016079i,-0.0048082-0.0026153i,-0.0038932-0.0034622i,-0.0017225-0.0037453i,-1.4839e-06-0.0034069i,0.00080496-0.0029949i,9.3895e-05-0.001125i,-0.0011008-1.714e-05i,-0.0012994-0.00026782i,-0.0016928-0.000828i,-0.0013169-0.00094152i
-0.0024794-0.00042049i,-0.0002816+0.0007748i,0.0059666+0.0059025i,0.012577+0.012718i,0.013103+0.015936i,0.0077995+0.011775i,0.0035593+0.0048812i,0.0022628+0.00036645i,0.0023508-0.0021034i,0.0022155-0.0021248i,0.0025666+0.00033704i,0.0039052+0.0034108i,0.0052693+0.0033995i,0.0058801+0.0017259i,0.006045+0.0021328i,0.0058612+0.0020085i,0.0044957+0.00075814i,0.0035443-0.00018501i,0.0029472-0.001479i,0.0021564-0.0025204i,0.0015568-0.0018463i,0.00059216-0.0005803i,0.00032333-0.00050265i
0.0040373-0.0040434i,0.0038765-0.0016338i,-0.00069004+0.0029656i,-0.0060945+0.009561i,-0.0078186+0.011248i,-0.0042265+0.0061243i,0.00029848+0.0011946i,0.0021138+0.00012955i,0.002786+0.001019i,0.0017721+0.00030144i,-0.00097809-0.002605i,-0.0034231-0.0041832i,-0.0034966-0.0030536i,-0.0013433-0.0027516i,0.00040174-0.0040894i,0.0012012-0.003094i,0.0016949-0.0005432i,0.00095243+8.4445e-05i,-0.00070138-0.00036451i,-0.0015457-0.00078322i,-0.00066508-0.00050089i,0.00061631-0.00050427i,0.0010693-0.00062029i
