0.00069136-0.0013317i,-0.0004588-0.0022068i,-0.0013136-0.0026924i,-0.0014383-0.0019795i,-0.0016821-0.00098989i,-0.0019362+3.3697e-05i,-0.0016404+0.0005515i,-0.0011256+0.00082532i,4.4639e-05+0.00023891i,0.00053352-0.00036204i,0.0010362-0.0001336i,0.0013863+3.1808e-05i,0.0013956+0.00023204i,0.0010308+0.00051787i,6.8135e-05+0.00031474i,-0.00064691+0.00031251i,-0.0010305-0.0003383i,-0.0005218-0.00060191i,0.00060687-0.00015873i,0.0004502-0.00032577i,0.00013246-0.00041261i,0.00013906+0.00031216i,-0.00021176+0.00095575i
0.00013459-0.0011019i,0.00021477-0.0015715i,-0.00039263-0.0022119i,-0.0006614-0.0033635i,0.00034913-0.0035883i,0.0011935-0.0030836i,0.0009533-0.0024872i,0.0013441-0.001636i,0.00096367-0.00032508i,-0.00010695-3.5819e-05i,9.601e-05-6.7155e-05i,-0.00011565+5.1564e-05i,-5.1713e-05+0.00014576i,0.00055894+0.00036598i,0.00012081-0.00033394i,-0.00039289-0.00031186i,-0.00022002+0.0002127i,0.00057426+9.5509e-05i,0.00065511+0.00025371i,-0.00027299+0.00018211i,-0.00036825-0.0001915i,2.1143e-05-4.4262e-05i,0.00026111+0.0001714i
0.0013583-0.0018903i,0.00090242-0.0025403i,0.00044685-0.0021284i,0.00053283-0.0012682i,0.00041849-0.001148i,0.00013503-0.0010257i,0.00051283-0.00078174i,0.00095327-0.00064434i,0.0004702+4.2483e-05i,0.00012573+3.7442e-05i,3.3075e-06-0.00040308i,-0.00028632-0.00094134i,0.00014831-0.00099089i,-8.7314e-05-0.00059978i,-0.00040998-5.9119e-05i,-0.00068296+0.00033143i,-0.00058681+0.00022983i,-0.00032189+0.00013271i,-0.00043576+0.00010541i,-0.00024846+7.3643e-05i,0.00039181-0.00033696i,0.00019446-0.00034653i,-0.00030036-0.00019877i
-0.0011032-0.00063187i,-0.0022215+0.0002036i,-0.0022679-0.00071451i,-0.0010611-0.00090614i,0.0001164-0.001168i,0.000818-0.0017852i,-0.00011398-0.0013327i,-0.0011049-0.00036182i,-0.0010529+0.00024345i,-0.00055338+0.0004623i,-5.5197e-05+0.00085547i,0.00014136+0.0010913i,0.000348+0.00055445i,0.00018474+5.8507e-05i,1.4075e-05-0.00039519i,0.00054929-0.00063748i,0.001057-0.0010902i,0.00079282-0.00071853i,0.00026679+0.00056906i,-0.00051842+0.00045037i,-0.00081249-0.00048842i,-0.00016048-0.0010767i,-0.00046231-0.00070334i
0.0017821-0.00069956i,0.00066275-0.0017053i,0.00048369-0.0021231i,-0.0011185-0.0013382i,-0.0011322-0.00087292i,0.00053973-0.00044433i,0.00037405-0.00061505i,-7.2307e-05-0.0010408i,0.00016173-0.00096271i,8.5053e-05-0.00092547i,-0.0002841-0.00085469i,-0.0015666-0.00047876i,-0.0019198-0.00024442i,-0.0016411-0.00038961i,-0.0013963-0.00026478i,-0.00045741+0.00035936i,0.00044712+0.00062516i,0.00086016+0.00069264i,0.00064349+0.00044061i,0.00014563-3.6193e-06i,6.2902e-06-0.00059788i,0.00052149-0.0010383i,0.00052004-0.00055772i
-0.00090634+0.00037934i,-0.0012024-0.00046546i,-0.00068022-9.3948e-05i,0.00026914-0.00046259i,0.00093624-0.0013343i,0.0016719-0.0014571i,0.0016392-0.00046302i,0.00058653+0.00017632i,0.00057712+0.00019693i,0.0014914-0.00061893i,0.0016363-0.00089394i,0.00058608-0.00055371i,0.00010871-0.00029415i,0.00036801+7.1385e-05i,0.00094359+0.00014863i,0.0010283+0.00037243i,0.00044831+0.00066132i,0.0003089+0.00088551i,-0.00017796-0.00015312i,-0.00022629-0.00088407i,0.00019862-5.3029e-05i,0.00015471+0.00011594i,-0.00026594-0.00047653i
-0.0031127-0.00067017i,-0.0015357+4.1936e-05i,-7.4257e-05+0.00090798i,0.0012322+0.0020166i,0.001777+0.0018367i,0.001829-0.00032632i,0.00073709-0.0017271i,-0.0001122-0.0015872i,-0.00046678-0.00071423i,-0.0005066+0.0005785i,1.0339e-05+0.0011028i,9.0915e-05+0.00016655i,0.00035262-0.00035942i,-0.00017717+0.00011528i,-0.0007091+0.00059753i,-0.00013644+0.00085571i,0.00061542+0.00024577i,0.0010949-0.00070212i,0.00053281-0.00038509i,-5.5e-05-0.00070241i,-0.00026608-0.00083651i,-0.00042427-0.00047632i,-0.00055606-0.0002103i
-0.00017912-0.001559i,-0.0011545-0.0026519i,-0.0016384-0.0023285i,-0.001969-0.0010928i,-0.0017173-0.00078498i,-0.00094497-0.0012346i,5.1617e-05-0.001272i,0.00026884-0.00065222i,-0.00026769+0.00013131i,-0.00061784+0.00079099i,-0.00094447+0.00077362i,-0.000847-0.00033307i,-0.0001871-0.0013241i,-7.7195e-05-0.0012095i,-8.1707e-06-0.00073393i,0.00050815-0.00093593i,0.00026596-0.0006677i,0.00047875-0.00030796i,0.001472+0.00032736i,0.00086987+0.00051732i,-5.5004e-05+4.436e-06i,0.00039873+9.3475e-05i,0.00053451+5.3883e-05i
0.001093-0.0024422i,0.0004546-0.0026232i,-0.00096078-0.0023208i,-0.0019016-0.0016223i,-0.0015179-0.0013214i,1.317e-05-0.0017766i,0.00052543-0.0018322i,-0.00026294-0.0012022i,-0.0011562-0.00044957i,-0.0015849-4.1599e-05i,-0.0012419+0.00046895i,-9.4525e-05+0.00072148i,0.00075347+0.00068397i,0.00031642+0.00078423i,-0.00014658+0.0010196i,-0.0004484+0.00064763i,-0.00016713-0.00012384i,0.00012785-0.00010843i,7.8163e-05+0.00024173i,9.5612e-05+0.00038569i,0.00011698+0.00051858i,9.4974e-05+0.00028594i,0.00016734+0.00017152i
-0.00054995-0.0011648i,-0.00075883-0.0016144i,-0.001445-0.00027358i,-0.00083278+0.00046336i,0.001564-0.00041745i,0.002174-0.0010975i,0.00070862-0.00064417i,5.1274e-05+0.00032617i,-0.00033676+0.00059971i,-0.00027651+0.00049414i,0.00039744+0.00059101i,0.00046495+0.00032301i,3.3434e-05-0.00029753i,-0.00014182-0.00044401i,3.7838e-05+0.00031553i,-0.00021879+0.00049724i,0.00022674+8.2047e-06i,0.00073952-7.6523e-05i,0.00020368-4.0918e-05i,-0.00017575-0.00029306i,0.00012636-0.00012886i,-0.00026408+0.00027472i,-0.0006481+0.00031289i
0.00056068+0.00078326i,0.0017967-0.00037372i,0.0020082+9.6492e-05i,0.0012849+0.00039728i,0.0012568-0.00047508i,0.00056592-0.00051933i,-0.0006308-0.00086805i,-0.00050504-0.00074835i,0.00045215+0.00071451i,0.00061616+0.00095417i,0.00062451+0.00018289i,0.00057557+0.00013406i,0.0004299+0.00043324i,0.00046619+0.00031669i,0.00022682-3.3599e-05i,-0.00016063-0.00049994i,-0.00019423-3.4982e-05i,-0.00020992+0.00020237i,0.00014419-0.00019286i,0.00048462+0.00023443i,0.00083457+0.00023447i,0.00092475+0.00022253i,0.00036196+0.00090164i
-0.0019778-0.00078617i,-0.001969-0.001075i,-0.0022856-0.00087309i,-0.0016-0.000546i,-9.5549e-05-8.6397e-05i,0.00071178-0.00061161i,0.00023156-0.0010398i,0.00017175-0.00028406i,0.00025714-0.00012375i,0.00029604-0.00049697i,0.00071154-0.00015783i,0.0009053+0.00013403i,0.00086962-6.2796e-05i,0.00039203+5.4734e-05i,-0.00010929+0.00060631i,0.00033088+0.00031025i,0.00068221-0.00031403i,0.00019477-0.0005473i,0.00039589-0.0001232i,-2.0053e-05+0.00060654i,-0.00062511+0.00064535i,-0.00023111+0.00022584i,-0.00070181+7.4026e-05i
0.00089123-0.00029767i,0.00047437-0.0010159i,-1.5993e-05-0.0014254i,-0.00019786-0.00094055i,0.00063744-0.00089817i,0.00092941-0.00084639i,0.00066054-0.001406i,0.00020852-0.001514i,0.00030149-0.00046759i,0.00027415+2.0025e-05i,0.00011378-0.0002821i,0.0003863-0.00085681i,0.00041467-0.001632i,0.00034764-0.0012785i,0.0005819+5.6929e-05i,2.8714e-05+0.00051551i,-0.00050586-1.4656e-05i,-0.00025136-3.248e-05i,-0.00014875+0.000495i,-0.00045654-0.00016139i,-0.000266+3.0323e-05i,-0.00026042+0.00088754i,-0.00046405+0.00035378i
-0.00057499-0.00095427i,-0.00052893-0.0013788i,-0.00077964-0.0020768i,-0.0011907-0.0023649i,-1.4625e-05-0.0020807i,0.0011641-0.0016307i,0.0004522-0.0013627i,0.00015848-0.00037055i,2.7459e-05+0.00021713i,-0.00028825+0.00012426i,-0.00052072+0.0001181i,-0.00042187+0.0002813i,-0.00070374+0.0005021i,-0.00079806+0.00064287i,-0.00082679+0.0006248i,-0.00054984+0.00046894i,-0.00027607+0.00025772i,0.0001761-0.00024934i,0.00039231-0.00039213i,0.00024856-0.00048083i,-1.4604e-05-0.00062727i,-0.00058121-0.0001774i,-2.137e-05+0.00025717i
0.0013287-0.0011062i,0.0006398-0.00071667i,-0.00041491-0.0012633i,-0.00048053-0.0017702i,0.00094329-0.00052214i,0.0021514-0.00033079i,0.0015584-0.00098887i,0.00044201-0.00035431i,0.00027493+0.00067465i,0.00039999+0.0010512i,0.00021061+0.0013946i,0.00014408+0.0016219i,-0.00033425+0.00095896i,-0.00051627+0.00042252i,-6.3953e-05-0.00028026i,7.9055e-05-0.0005392i,0.00041314-0.00033195i,0.00062417-0.00024916i,0.0002285-8.5645e-06i,-1.2776e-05-2.9122e-05i,-0.00081457-0.00068577i,-0.0011058-0.00087335i,-0.00069728-0.0005894i
-0.00063137-0.0017237i,-0.0015129-0.001817i,-0.0027025-0.0013966i,-0.0012368-0.00075701i,-0.00049539+7.3586e-05i,-0.0010792-0.00024517i,-0.00043768-0.0017565i,7.3048e-05-0.00079556i,-0.00017005+0.00069556i,-0.00041928+0.00046078i,0.0001049+7.9463e-05i,0.00073879+0.00026155i,0.00054076+0.00087141i,-0.00015363+0.00061656i,0.0004189-0.00031259i,0.0011322-0.00030684i,0.00058939-0.0003646i,0.00024081-0.00019854i,-3.9508e-06+0.00029753i,-0.00035212+0.00021955i,-0.00026985+0.00032901i,0.00042937+0.00062657i,0.00060609+0.00054648i
-0.0013626+0.0016805i,-0.00069964+0.0010747i,-0.00057775+0.00064981i,0.0011502+0.00019874i,0.0017217-0.00086963i,0.00059345-0.0024909i,0.00053497-0.0027278i,0.00010309-0.0016831i,-0.00067378-0.00077968i,-0.00026505+0.00013781i,0.00027728-7.2293e-06i,0.00049272-0.00049673i,0.00079094-0.00042838i,0.00079134-9.2513e-05i,0.00052305+0.00040038i,0.00040635-0.0005518i,0.00063257-0.00092382i,0.00062256+0.00063751i,-1.3693e-05+0.00056169i,-0.00013605-0.00042943i,2.1747e-05-4.6195e-05i,-9.2445e-05-0.00032606i,-0.0003859-0.00061664i
0.0013623-0.0022882i,0.00060957-0.002667i,-0.00072281-0.0015317i,-0.0014245-0.00031674i,-0.00043376+0.00010711i,0.00075597+0.00036661i,0.00074053+1.2742e-05i,-2.3628e-05-8.8511e-05i,-0.00011182+0.00023927i,-0.00036775-0.00048591i,9.8219e-05-0.00088344i,0.00047666-0.00024204i,-1.8796e-05+0.00030344i,4.2792e-05+0.0007796i,-0.000754+0.00085934i,-0.0015579+0.00093851i,-0.00099779+0.00078115i,-2.7555e-05-0.00044942i,-4.6132e-05-0.0011183i,-0.00072619-0.0010284i,-0.00023441-0.00072031i,0.0002385-0.00075329i,7.8448e-05-8.5515e-05i
0.00016883-0.0019545i,-0.0011171-0.0027689i,-0.0010663-0.0026123i,-0.00067908-0.0026186i,-0.00034324-0.002613i,0.00059962-0.0026613i,0.0014511-0.0024109i,0.00070793-0.0011092i,0.00015326-0.00010702i,0.00013117-7.0854e-07i,-0.00073678-0.00053861i,-0.00087143-0.00062415i,-0.00034852-0.00016969i,-0.00073056+0.00030585i,-0.0005798+0.00026186i,-0.00032516+0.00012028i,-0.00032373+0.00017583i,0.00057222-0.00016633i,0.00070349-0.00073489i,0.00023039-0.00091803i,-0.00016763-0.00037435i,-0.00057161-0.00042891i,-0.00064014-0.00014295i
-0.0011446-3.652e-05i,-0.0011053-0.0010153i,-0.00092771-0.0019099i,-0.00023349-0.00075698i,0.00092021+3.6376e-05i,0.00094813+4.2817e-05i,4.721e-05-0.00031282i,-0.00051907-0.00062755i,-0.00035771-0.00050859i,0.00052471-4.8342e-05i,0.000681+0.00011539i,0.00020893-0.00021748i,-0.0006773-0.00027658i,-0.00053382+0.00032441i,-9.2983e-05+0.0004454i,-0.00031018+0.00016321i,-8.08e-05-0.00048134i,-0.00018448-8.7302e-05i,-0.00029058+0.00034531i,-0.00020984+0.00059204i,-0.00057606+0.0010956i,-0.00062252+0.00065702i,-0.00080256+0.00020303i
0.001459-0.00061778i,0.0011195-0.0009382i,-0.00011303-0.0011552i,-0.0019562-0.001053i,-0.0017173-0.0006197i,-0.00027108-0.0010174i,0.0004364-0.0015485i,0.00055211-0.0012512i,0.000708-0.00055558i,0.00055877-2.2796e-05i,-4.5738e-05-0.00015457i,-2.4509e-05-0.0010034i,0.00047009-0.00085322i,-0.00054551-0.00015462i,-0.0011299-0.00035248i,-0.00056881-0.00034795i,-0.00047864-0.00015i,-0.00036714-0.00065574i,0.00061525-0.00079029i,0.0013231-0.00056863i,0.00082194-3.905e-05i,-0.0005178+0.00015516i,-0.00069523-0.00030733i
-0.00044294-0.002714i,-0.00055515-0.0034537i,-0.0011757-0.00274i,-0.0011368-0.0015117i,0.00015268-0.00018749i,0.0014372-0.0001039i,0.0011108-0.000874i,-2.5916e-05-0.00086135i,-0.00070292-0.00071066i,-0.00038606-0.00056444i,-0.00014731+0.00070356i,-0.00065486+0.0014074i,-0.00040508+0.0012949i,-0.0005398+0.0012674i,-0.0007537+0.0013343i,-0.00024383+0.001195i,0.00012428+0.0008628i,0.00031082+0.00050165i,5.0465e-05+0.00063664i,-0.00029467+0.0012543i,-0.00038831+0.0010118i,-0.00031999+0.00051667i,-0.00036285+0.00036238i
-0.0010182+0.00087992i,-0.00039532+0.0010331i,0.00026729+0.0016668i,0.00069788+0.00068443i,0.0012076-0.00061042i,0.0017187-0.00092853i,0.0013908-0.0010165i,0.00057439-0.00082969i,0.00073513-0.00016771i,0.00027891-9.7039e-05i,0.00033352-0.00054671i,0.00048843-0.00052605i,0.0001122+0.00037094i,0.00028863+0.00049681i,-0.00015365-0.00025329i,-0.0003456-0.00035955i,1.4569e-05-0.00058766i,-0.00019077-0.00095932i,-0.00020803-0.00035468i,-0.00040605+0.00033827i,-0.00039605-0.00058045i,5.0872e-05-0.00097057i,0.00075575-9.7843e-05i
0.00062519-0.0018599i,0.00090212-0.003144i,0.00047744-0.0039407i,-0.00038434-0.0025374i,0.00040717-0.00034664i,0.0008877+9.4321e-05i,0.00058603-0.00036962i,9.6908e-05-0.00032312i,6.5648e-05+2.4725e-05i,4.0084e-05+0.00017534i,5.902e-05+0.00040927i,0.00018588+0.00012409i,0.00026825-0.00021323i,-0.00016659-0.00020434i,-0.00050555-0.00042666i,-0.00051607-0.0003656i,-0.00045519-0.00014692i,0.00012365+5.3401e-05i,1.5958e-06+0.00022099i,-0.00051045-4.1645e-05i,-0.0005103-0.00027983i,-0.00011231-0.00078174i,0.00051506-0.001006i
0.0013171-0.001021i,-0.00027031-0.0011368i,-0.001289-0.00096855i,-0.00094514-0.00049295i,-0.00023478-0.0011332i,0.00050487-0.0024739i,0.0006771-0.0025478i,0.00025614-0.001897i,-9.8644e-06-0.00083503i,0.00021598-0.00052293i,9.8984e-05-0.00011014i,-0.00070337+0.00049718i,-0.00029955+0.00027439i,-0.00030256-0.00043359i,-0.00075195-0.00021847i,-0.00031835+0.00064701i,-0.00030163+0.00091128i,-0.00044678+0.00049423i,-0.00034128+5.5103e-05i,-0.00026811+0.00012484i,0.00022727+0.00022152i,0.0007877-0.00026996i,7.1899e-05-0.00026159i
0.00055936-0.0012007i,4.9197e-05-0.0012759i,-0.0010686-0.0013527i,-0.001046-0.00056981i,0.00023978-0.00029728i,0.0015195-1.1927e-05i,0.0012393+4.8854e-05i,0.0004807+0.00047059i,0.00026886+0.0011597i,-0.00075178+0.0010096i,-0.00065207+0.0001852i,0.00036873+8.8021e-05i,0.00040951+0.0002057i,-1.9103e-05+0.00016442i,-0.00071171-0.00040734i,-0.00044071-6.8109e-05i,0.00027656+0.0011717i,0.00024697+0.00056598i,-0.00014395-0.00028198i,-4.2539e-05+2.9356e-05i,6.4736e-05+0.00036459i,-0.00034629-4.3218e-05i,-0.0001147-0.0006236i
0.00018863-0.00075921i,5.5953e-06-0.0019093i,0.00029184-0.0014465i,0.00015093-0.00018594i,0.00031875+0.00071077i,0.00087307+0.00088395i,0.00081345-0.00096997i,0.00032316-0.00166i,-0.00024084-0.00027485i,-0.00026228+0.00043738i,-0.00026776+0.00011723i,7.195e-06-0.00048364i,0.00067108-0.00038433i,-0.00014988+0.0004929i,-0.00077839+0.00097071i,-0.0010334+0.00041737i,-0.00037129+6.7158e-05i,0.00074386+0.00041581i,5.0041e-06+9.0999e-05i,-0.00061669-1.0956e-05i,-0.00026471+0.00050658i,-0.00034322+0.00052262i,-0.00070879+0.00093889i
-0.0014609-0.0013492i,-0.00091853-0.0024207i,-0.00069638-0.0018558i,5.4798e-05-0.00048398i,0.0013807-0.00046218i,0.0019842-0.0014222i,0.0009975-0.0013798i,-0.0009582-0.0006187i,-0.0013182-0.00019274i,-0.00049559+0.00051795i,4.3634e-05+0.001422i,9.0312e-05+0.001172i,2.0553e-05+0.0010202i,0.00016665+0.0010354i,0.00042593+0.00054794i,0.00046604+0.00010244i,0.00058777-5.538e-05i,0.00065218-0.00046243i,0.00017489-0.0006828i,-0.00034451-0.00030863i,-0.00044372+2.2816e-07i,-0.00014291-0.00028114i,7.3189e-05-0.00042527i
-0.00017398-0.0014945i,-0.00092397-0.0025823i,-0.0013915-0.0020276i,-0.00049788-0.00171i,-0.00013648-0.0019759i,0.00020201-0.0022457i,0.00080904-0.0015098i,0.00019881-0.00043746i,-0.00052482-0.00017686i,6.0456e-05-0.00013642i,0.00035147-0.00026604i,0.00022374+0.00015554i,0.00017703-8.5461e-05i,-0.00010185-0.00069725i,-0.00016173-0.00035454i,-0.00039717-1.9897e-05i,-0.000603-0.00016389i,-0.00028716+0.00024252i,-0.00010843+0.00061413i,-0.00041913+0.00026501i,-0.00029896-0.00053567i,0.00053468+0.00011904i,0.00042559+0.00091078i
0.00048533+0.00018192i,0.00046198-0.00016464i,0.0011167-0.0010388i,0.0014351-0.00095772i,0.0011882-0.00092267i,0.0011511-0.001428i,0.00091166-0.001684i,0.00094409-0.0014028i,0.00069609-0.00035592i,0.00057099+0.00084433i,0.00085303+0.00090718i,0.00047376+0.00035304i,0.00034271-0.00011796i,-5.2234e-06-0.00037184i,-0.00052697-0.0003092i,-0.00028978+0.00018287i,-0.00013585+0.0006296i,-0.00034712+0.0010199i,-0.00036762+0.00070297i,8.7615e-05-7.1615e-05i,0.00020066+7.5052e-05i,-2.3002e-05+0.00083897i,0.00021326+0.00067501i
-0.00020724-0.00057458i,-3.3161e-06-0.0008038i,-0.0010204-0.00085211i,-0.0013244-0.0004326i,-4.7622e-05-4.8921e-05i,0.0013784-0.00037699i,0.0012425-0.00076205i,0.00015152+0.00014944i,9.8867e-05+0.00070085i,0.00075837+0.00054235i,0.0011448+0.0005023i,0.00095808+0.00040096i,0.00082362+0.00038523i,-2.4419e-06+0.00048062i,-0.0001473+0.00018788i,0.00081324+0.00028589i,0.001113+0.00011416i,0.00088565-0.00025562i,-0.00017006-0.00021188i,-0.00060443-0.00028157i,-0.00084902-0.00025833i,-0.00065335-0.00015054i,0.00043509+3.4675e-05i
0.00066154-0.0017589i,-0.00044546-0.0022142i,-0.00036104-0.0022965i,-0.00091738-0.0022042i,-0.00078792-0.0022135i,0.00024735-0.0018375i,0.0010419-0.0017231i,0.00077157-0.0013378i,0.00015045-0.00064468i,0.00069275-0.00083399i,0.00061597-0.0010049i,-0.00041019-0.00079158i,-8.3066e-05+4.5222e-05i,0.0004458+0.00051461i,0.00066266+0.00022629i,0.0010866-0.00010032i,0.00088476-0.00016183i,-2.9231e-05+0.00022189i,-0.0010515+0.00066954i,-0.00092432+0.00061179i,-7.8393e-05+0.00059851i,1.0212e-06+0.00090633i,-6.4645e-05+0.00059086i
0.00048132-0.00081276i,0.00085278-0.00010289i,0.00071516+0.0009575i,0.00038481+0.0010375i,0.00082023-1.9694e-05i,0.00082329-0.0011996i,0.00022519-0.0014589i,-0.00049218-0.0014976i,-0.0010601-0.00071811i,-0.0012149-2.3287e-05i,-0.00097287-2.9967e-05i,-0.00017741-0.0003241i,0.00029582-0.00048532i,9.0877e-05+8.2605e-05i,-0.00072323+0.00072435i,-0.0012801+0.00088347i,-0.00076852+0.00076425i,-0.00021784+0.00036098i,-0.00053506+0.00021122i,-0.00094507+0.00066715i,-0.0003826+0.00081095i,0.00022798-0.00027305i,-0.0003062-0.00086227i
0.00046842+5.4589e-05i,-0.00025916-0.0018485i,3.6911e-05-0.0032062i,6.9695e-05-0.0025392i,-0.00025017-0.0020388i,0.00056768-0.0022001i,0.00077585-0.0015496i,0.00021391-0.00032113i,-0.00056348+0.0010601i,-0.00097014+0.0010484i,-0.00089088+0.00058764i,-0.00077644+0.00086857i,-0.00016184-3.5696e-05i,-0.00024365-0.00030197i,-0.00057547-0.00025928i,-0.00048319-0.00032013i,-9.3559e-05+0.00019978i,-1.1634e-05+0.00012731i,-0.0004713-0.00022495i,-0.00023609-0.0010533i,0.00015152-0.0010544i,0.00042434+0.00013838i,0.00032098+0.00021605i
0.00031418-0.002103i,0.00046214-0.0011528i,-0.00046236-0.00033358i,0.00021531-2.1241e-05i,0.0011742-8.5454e-05i,0.00088007-0.0010296i,1.9124e-05-0.0012616i,-5.1726e-05-0.000983i,0.0007897-0.00072954i,0.00066642-0.00060712i,0.00011767-0.0010052i,0.00038565-0.00045929i,0.00017942+9.9279e-05i,-0.00024915-0.00090158i,0.00022876-0.0013255i,0.00058249-0.0007043i,0.00015826-0.00035192i,-0.00043247-0.00013904i,-0.00040701-6.7442e-05i,-0.00059324+0.0001922i,-0.00011148+0.0001666i,0.00046455+0.00021735i,-0.00043492+0.00014685i
0.0014059+0.0025001i,0.00098066+0.0023753i,-0.00099137+0.001238i,-0.0010787-0.00010691i,0.00024813-0.00042958i,0.00049579-0.0013985i,0.00035779-0.0018816i,0.0002087-0.00087196i,0.00014614+0.00021241i,0.0003796+0.00062063i,-6.9802e-05-3.2475e-06i,0.00015608-0.00040238i,0.00054419-0.00018323i,0.00056714-4.9037e-05i,0.0001475-0.00010637i,-0.00050355-5.7748e-05i,-0.00045754+0.00055227i,-5.6015e-05+0.00073561i,-0.00066145-0.00027318i,-0.00095441-0.00033115i,-0.0011177+0.00038118i,-0.0012123+0.000285i,-0.00043317-0.00010627i
-0.00041351-0.0029097i,0.00032819-0.0027527i,-0.00085442-0.0015588i,-0.0001573+0.00050003i,0.00091897+0.0013107i,0.00021647+0.00015219i,-0.00010901-0.0011585i,9.4247e-06-0.00083425i,-0.00013738-0.000224i,-0.00020291+0.00028761i,0.00020796+0.00017198i,0.00069432-0.00055773i,0.00095559-0.00053292i,0.0003625-0.00035554i,-0.00031283-0.00016993i,6.8096e-05+0.00041857i,0.00058646+0.00086893i,0.00032481+0.00069933i,-0.00017426+0.00042463i,-0.00047185+0.00048379i,0.00012583+0.0010822i,0.00073012+0.00072457i,0.0008411-9.3738e-05i
-0.00091907-0.0010524i,-0.0016133-0.002001i,-0.0018052-0.0020445i,-0.00074154-0.0012483i,0.0013106-0.0012797i,0.0020108-0.0022407i,0.0016029-0.0030199i,0.0014154-0.0016705i,0.00061766-0.00025317i,-0.00046226-0.00043382i,-0.00029743-0.00041552i,1.609e-05+0.00075753i,2.6552e-05+0.00069664i,0.00046739+0.0001741i,0.00034332+0.0002924i,-0.0004231+0.00068065i,-0.00028518+0.0006765i,0.00018892+0.00016944i,0.000416+5.2686e-05i,0.00030211+0.0003851i,0.0002626+0.00030413i,7.7828e-05-0.00060925i,-0.00022837-0.00022744i
-0.00016321-0.0016841i,8.0552e-05-0.0011678i,0.00014536+0.00063459i,-6.2193e-05+0.00099114i,0.00046432-0.00041021i,0.0014047-0.00018112i,0.0014295-0.00052416i,0.00086696-0.00082561i,0.00017662+0.00019002i,-2.9318e-05+0.00094033i,-0.00032957+0.0010224i,-0.00024015+0.00061986i,-9.5894e-05+0.00067045i,-3.1207e-05+0.00065365i,-0.00033528+0.00039318i,-0.0006591+7.0811e-05i,9.285e-05-0.00072139i,0.00068173-0.00096006i,0.00059859-0.00044214i,0.00045579-0.00035831i,-0.00029379+6.8281e-05i,-0.00078605-0.00025901i,-0.00020082-0.00078965i
9.6213e-05+0.00034758i,-0.00029778-0.00080875i,-0.00061763-0.00067492i,-0.00064623-0.00042689i,0.00027897-0.00097018i,0.00038297-0.0019586i,0.00025858-0.0014011i,0.0003827-8.7793e-05i,-9.3932e-05+0.00025374i,-0.00043479-0.00011822i,0.00014314-0.00024867i,0.00057904+0.00011212i,-0.00043617+5.4614e-05i,-0.00079448+0.00014396i,0.00029946-4.6584e-05i,0.00071755-0.0006418i,-5.3735e-05-0.00086262i,-0.00044546-5.043e-05i,-0.00036531+0.00043786i,-0.00043893-6.4491e-05i,-0.00057543+0.00029392i,-0.00057199+0.00031129i,0.00018516-4.9015e-05i
-0.0012577+0.00030447i,-0.00029109-0.00063622i,9.35e-06-0.00068798i,0.00079752-7.0723e-05i,0.0017868-5.3487e-05i,0.0017419-0.00090393i,0.00057517-0.00095914i,-0.00052446-0.0011539i,-0.00023302-0.0015931i,0.00064833-0.00093439i,0.0004554+2.5199e-05i,0.00044267+0.00048048i,-8.4635e-05+0.00033562i,6.7816e-05-0.0002688i,0.00079041-0.00071338i,-0.00019594-2.999e-05i,-0.0010247+0.00011102i,-0.00056056-0.00045119i,0.00030519-0.00028369i,0.00043318+0.00013252i,-8.2414e-05-0.00018874i,0.00045351-0.00029869i,0.00073298+0.00062745i
3.6517e-06-0.0019115i,-0.0012648-0.0016987i,-0.002285-0.001753i,-0.0024854-0.0014271i,-0.0012728-0.0020766i,-0.0001955-0.0032121i,-0.00019893-0.0021478i,-0.00099135-0.000211i,-0.00087325+5.5715e-05i,-0.00064897+0.00012481i,-0.00094972+0.00064778i,-0.00041799+0.00045268i,0.00013245-0.00030268i,0.00010589-9.7818e-05i,-0.00023567+0.00083765i,-0.00054581+0.00061323i,-0.00081746-0.00033317i,-0.000342+0.00022901i,0.0002904+0.00079262i,0.00048905+0.00010495i,0.00041552-0.00098586i,0.00079806-0.0012152i,0.00075489-0.00068501i
0.0011233-0.0016866i,0.00071678-0.0018692i,0.00063684-0.0012053i,0.00044471-0.00022116i,0.00057893-0.00011843i,0.00121-0.0013894i,0.00079277-0.0020442i,-0.00011117-0.0016923i,-0.00021442-0.00083252i,-0.00026741+0.00056546i,-0.00024489+0.0010251i,-0.00032647+0.0004189i,-0.00035697-0.00072043i,-0.00040424-0.00070464i,-0.00042495+0.00014712i,-0.00023765-0.00019444i,1.2577e-05-0.00033372i,0.00045286+1.8355e-06i,0.00089617-0.00010079i,0.0008289-8.6863e-05i,-2.0055e-05-0.00075997i,-0.00057802-5.8428e-05i,-0.00057216+0.00072025i
