-0.0040511+0.00050719i,-0.0052067+0.00066533i,-0.0042025+0.0037523i,-0.0017366+0.0045486i,-2.339e-06+0.003823i,0.0003372+0.0025569i,-0.00056355+0.0019788i,-0.00025875+0.0021985i,0.00088723+0.0019479i,0.0016317+0.0021994i,0.0017534+0.0019464i,0.0010388+0.0003567i,0.0007506-0.00085663i,0.00048055-0.00066988i,0.00013708+2.351e-05i,5.6501e-05+0.00065145i,0.00022555+0.00082936i,0.00021809+0.00089924i,-9.3879e-06+0.0011391i,0.00018829+0.0012356i,0.00038706+0.00020809i,9.3241e-05-0.00084701i,2.9294e-05-0.0012388i
0.0023714+0.0018859i,0.0029773+0.00086305i,0.0027983+0.00017925i,0.0018782-0.0011733i,0.00037367-0.0017164i,-0.00062914-0.0010293i,-0.0010634-0.00028996i,-0.0013485+0.00026406i,-0.00085306-0.00028141i,0.00012121-0.0011273i,0.00036522-0.00096545i,-0.00049871-9.7573e-05i,-0.00079312+0.00037408i,2.1293e-06-0.00035272i,0.00049973-0.00073268i,0.00088627+5.6137e-05i,0.00095533+0.00032221i,0.00027618-5.6504e-05i,-0.00036233-0.00014614i,-0.00061589-0.00020109i,0.00029419-0.00017038i,0.00021056+8.5481e-05i,-0.00039635-0.00010155i
-0.0013006+0.0015178i,-0.00016629+0.0019615i,-0.00053611+0.0020645i,-0.00038626+0.0015618i,6.2659e-05+0.0015575i,-9.1911e-05+0.00083028i,9.0561e-05+0.00035966i,0.0004961+0.00037643i,-1.7706e-05+0.00028059i,-0.00061178+0.00033955i,0.00047918+0.0001995i,0.001161+0.00056868i,0.00016893+0.0011018i,-0.00063065+0.00063635i,-0.0010752+0.00030895i,-0.0011507+0.00052061i,-0.00035064+0.00071787i,-3.76e-05+0.00055753i,0.00016188+0.00030358i,0.00035371+0.00014926i,-0.00014512-0.00013609i,0.00041043+0.00035479i,0.0015149+0.00024685i
-0.00015293-0.00049628i,-0.00078119-0.0022393i,-0.00082255-0.0019946i,-0.00040678-0.00063902i,0.00059083-0.0002946i,0.00065708-0.00071953i,0.00029987-0.0012867i,9.9852e-05-0.00056745i,-7.959e-05+0.00056152i,-0.0002868+0.00020325i,-0.0001674-0.00014019i,5.6541e-05-4.4277e-05i,-0.00041847-0.0003628i,-1.7296e-05+5.2862e-05i,0.00031363+0.00067187i,0.00013154+0.00056739i,-0.00012889+0.00036291i,-0.0011761-0.00033106i,-0.0014261-0.00079603i,-0.00078476-0.00039686i,-0.00021832+0.00017913i,0.00031682+0.00047429i,0.00020803+0.00062288i
-0.001234-0.00078921i,-0.00096852+0.00054754i,-0.00086401+0.0020924i,-0.00040929+0.0022221i,-0.0002266+0.0014474i,-0.0003662+0.00032011i,-0.00073605-3.7752e-05i,-7.9179e-05-0.00037447i,0.00085031-0.00087715i,0.00062139-0.00055301i,0.00070506+7.5165e-05i,0.00089393+6.7228e-05i,0.00090694-0.0010042i,0.001193-0.00084954i,0.00081147+0.0007976i,0.00059239+0.001765i,0.0008468+0.0015997i,0.00054245+0.00020927i,0.00020948-0.00046904i,0.00012766-3.6235e-05i,0.00053422-0.00049238i,0.00028013-0.00087422i,-0.00049815-0.00044323i
-2.2099e-06-0.0015118i,-0.0010113-0.0018378i,-0.0017917-0.0017699i,-0.0014627-0.0021094i,-0.0010993-0.0016732i,-0.0013159-0.00031641i,-0.0011421+0.00062166i,-0.00028434+0.00059i,0.00018463+0.0012201i,0.00015184+0.0014216i,0.00027056+0.00089835i,0.00011752+0.00078467i,0.0001561+0.00021159i,0.0001293+7.7489e-05i,-0.00045112+0.00062192i,-0.00090669+0.00041857i,-0.00092753+0.00016128i,-0.00074818-7.5683e-05i,4.0495e-06+2.5364e-05i,0.00046577+9.6066e-05i,-0.00046506+9.3333e-05i,-0.00091923+0.00089433i,-0.00090132+0.00090575i
0.00067044+0.00022851i,0.0012823-0.00011195i,0.00086177+9.9262e-05i,0.0004417+7.8003e-05i,0.00090763+0.00057193i,0.00082555+0.0014092i,0.00054201+0.0014626i,0.00024067+0.00072032i,0.00011722+0.00043611i,0.00013295+0.00039541i,-0.00027358+0.00040788i,-0.00036267+0.00037549i,-0.00037993+0.0002027i,-0.00075353+0.00047032i,-0.001066+0.0010047i,-0.0011957+0.0012454i,-0.0009128+0.0010433i,0.00012395+0.0011442i,0.00033164+0.0005569i,-0.00039236-0.00020853i,-0.00038699-0.00062167i,-0.00023753-0.00073792i,0.00036208-0.00040399i
0.00052255-0.0014842i,1.3462e-05-0.0010594i,-0.00011503-0.00043216i,0.00017901-0.00041754i,-2.9331e-05-0.00060792i,-4.6762e-05-0.00045181i,2.2482e-05+0.00089272i,-0.00011036+0.0014472i,5.1475e-05+0.00063048i,0.00037961+0.00029141i,2.8997e-06-9.9374e-06i,-0.00021071-0.00097232i,0.00031582-0.0011574i,0.00031796-0.00066425i,0.00010079-6.6971e-05i,0.00075168+0.00068327i,0.0010772-5.6236e-05i,0.00037768-0.0012138i,-0.00033697-0.00066937i,-0.00039756-0.00039956i,2.1935e-05-0.00060803i,-7.7233e-05-0.00013551i,-0.00039112-8.8809e-05i
0.0012797-0.0012923i,0.00125-0.0026773i,0.0013749-0.0022663i,0.0004774-0.0010818i,-0.00049055-0.00035991i,-0.00123-0.0003495i,-0.00080625-1.9369e-05i,0.00041629+0.0010439i,0.0003344+0.00069708i,-0.00053657+0.00052127i,-8.8049e-07+0.00082934i,0.0014893+0.00062654i,0.0010051+0.0010178i,-0.00020953+0.001048i,9.2159e-05+0.00063046i,0.00076975+0.00034048i,0.00038111+0.00013478i,-2.7997e-05+2.3089e-05i,0.00041438-0.00047086i,0.00014801-4.21e-05i,-0.00085261-0.00044523i,-0.001545-0.0011282i,-0.0012173-0.00081677i
-0.0021315-0.00051019i,-0.0017553+1.2057e-05i,-0.0010247+0.0015732i,-0.0011844+0.0024825i,-0.00023947+0.0024704i,0.0013213+0.0011965i,0.00080348+0.00065587i,0.00018767+0.00069264i,0.00019656-0.00012104i,-8.6576e-05-0.00029052i,0.00021347-0.0001988i,0.00036716-0.00064972i,-0.00016772-0.00056484i,-0.00010294+3.0316e-05i,0.00013132+0.00013652i,0.00057355-0.00050866i,0.00088621-0.00013709i,-0.00024608+0.00066692i,-0.00078116+0.00026571i,-0.00065228-0.00021975i,-0.00082281-0.00013089i,2.8089e-05+0.0003367i,0.00097197+0.00026588i
1.447e-05-0.00075443i,0.00028424-0.00095086i,-0.00030876-0.0012463i,-0.00036067+0.00015199i,-0.00050206+0.00087825i,-0.00031111+0.0012558i,1.9748e-05+0.0018364i,-0.00021083+0.0015543i,-0.00064346+0.0011613i,-0.00051219+0.00085671i,-6.3489e-05+0.00081097i,0.00097159+0.00097795i,0.00065259+0.00076355i,0.00043766+0.00033153i,0.0010143+0.00016142i,0.00063435+1.8588e-05i,7.3489e-05-0.00021971i,-3.7618e-05-2.9831e-05i,2.4534e-05-0.0002436i,-0.00036415-0.00074389i,-0.00075602-0.00022079i,-0.00070354+0.00023579i,-0.00010069-0.00031514i
0.000768+0.00029291i,2.6877e-05+0.00014472i,-7.5477e-05+9.2457e-05i,-0.00031372-4.1712e-05i,-0.00085918-0.00067962i,-0.00058744-0.00086084i,-0.00050043-0.00057574i,-0.00052875-0.00046526i,0.00010045-0.00019383i,5.4561e-05-0.00033364i,-0.00030061-7.5085e-05i,-0.00015202+0.00048727i,0.00011684+0.0004463i,-0.00010738+0.00027279i,3.9542e-05+0.00013344i,0.00091666+0.00048426i,0.0012181+0.00068676i,0.00081578+0.00060441i,0.00055406+0.00033894i,-8.4683e-05-0.00020256i,-0.00095393-0.00033844i,-0.00069028+0.00049258i,-8.1592e-05+0.00023802i
0.0016325-0.0010678i,0.00076172-0.0017166i,0.00038178-0.001655i,0.0010381-0.0013049i,0.00043927-0.0011352i,-0.00042529-0.00051393i,-0.00050729+0.00073544i,-0.00084576+0.0014212i,-0.00010619+0.00056868i,-7.6294e-05-0.00019944i,-0.00084689+0.00016963i,-1.4919e-05+0.00091545i,-4.8049e-05+0.00066893i,-0.00044733+0.00022124i,-0.00013748+0.00058011i,0.00052921+0.00067803i,0.00044652+0.0002887i,-0.00045299-0.00033893i,-0.00048114-0.00039885i,0.00011232+2.1868e-05i,-7.7134e-06-0.0002192i,-0.00067411-0.00081288i,-0.00042378-0.0012514i
0.00051535+0.00014223i,0.00084632-0.00016546i,0.00049676-0.00015454i,8.037e-05+0.00065675i,-0.0007453+0.0011989i,-0.0014132+0.0011803i,-0.0013926+0.00074743i,-0.00087508+0.00017182i,-5.2034e-06-0.00010529i,9.9627e-05-0.0005249i,-0.00039075-0.00024648i,0.00023775+0.00017904i,0.0011062-0.0002539i,0.00060049-0.00013143i,2.4712e-05-9.4116e-05i,-5.5319e-05-0.00020909i,-0.00024683+0.00035543i,-0.00025617-0.00031856i,-0.00025312-0.00067364i,0.00046925-0.00025038i,0.0009159-0.00014829i,-8.1366e-05-0.00018142i,-0.00083855-0.0008139i
-0.00059322-0.00080026i,-0.0010878-0.0013353i,-0.00124-0.0010294i,-0.0012336+0.00046762i,-0.001801+0.0014508i,-0.0018621+0.00012176i,-0.0011801-0.0012918i,-0.00075022-0.0012466i,-0.0007562-0.00068088i,-0.00043643-4.7458e-05i,-0.0003589+0.00045665i,-0.00040757-1.8485e-05i,0.0004324-0.00045933i,0.00088785-0.00024118i,0.00066647+0.00020086i,0.0005398+0.00032376i,0.00061551+6.8152e-05i,-1.0041e-05-0.00037508i,-0.00071497-0.0006475i,-0.0005076-0.00047671i,0.000363-0.00037048i,0.00094538-0.00033647i,0.00034819+0.00011907i
0.0015473-0.00071526i,0.0022452-0.0012886i,0.0013699-0.0017125i,0.0001146-0.0010521i,0.0005474-0.00026626i,0.0005764+0.00039966i,-0.0005827+0.00085348i,-0.00057462+0.00048005i,-0.00011315-0.00027014i,-7.401e-05-0.00077363i,-0.00072081+9.3716e-05i,-0.0010631+0.0012138i,-0.00043301+0.0010847i,0.00040643+0.0003253i,0.00048176-0.00015653i,-0.00056272-0.00021389i,-0.00059982+2.3114e-05i,-0.00014836+4.5122e-05i,-0.0002182-0.00069716i,-0.00013626-0.0014828i,0.00017682-0.00036734i,0.00039665+0.00021421i,0.00040426-0.00061805i
0.0027882-0.000148i,0.0035167-2.6289e-05i,0.0034706-0.00028564i,0.0023229-0.0017409i,0.0016454-0.002076i,0.0011306-0.00062029i,0.00014315+0.00093902i,-0.00024893+0.00084528i,-0.00018669-0.00019783i,8.8741e-05-0.00034863i,0.00055802-0.00054327i,0.00047601-0.00041578i,-0.00045167+8.3172e-06i,-0.0015992+0.00017962i,-0.0017868+0.00077414i,-0.00098793+0.00081701i,0.00012992-0.00014748i,0.00050088-0.00046769i,0.00044784+4.5903e-05i,5.8019e-05+0.00046004i,-0.00062414+0.00013594i,-0.00033756-0.00037297i,0.00031615-0.00011805i
0.0023615+0.00033209i,0.0019803+9.6746e-05i,0.0023189-0.00098663i,0.0022235-0.001725i,0.00029987-0.0012086i,-0.0013856-0.00077909i,-0.0013254-0.00029589i,-0.00073728-0.00018952i,-0.00011583+6.1262e-06i,0.00030377-0.0005606i,0.00035603-0.00078117i,7.6204e-05+0.00054896i,-1.1242e-05+0.00060043i,-0.00032074-1.841e-05i,-0.0011114+0.0006672i,-0.0013409+0.001038i,-0.00060942+0.00018201i,6.0073e-05-0.000213i,0.00066743+1.1455e-05i,0.0004334+0.00017819i,-0.00021103+0.00049973i,-0.00050959+0.00018412i,-0.0008589-0.00043786i
1.2544e-05-0.0014026i,4.0588e-05-0.0017574i,2.1596e-05-0.0020531i,-0.00040954-0.001592i,-0.00031318-0.00038022i,4.0776e-05+0.00033057i,0.00015578+0.00036184i,-0.00010562+0.00031594i,-5.4387e-05+0.00018201i,0.00028445+0.00040628i,0.00057573+0.00032297i,0.00045919-1.8704e-05i,-7.8104e-05-0.00074655i,-0.00090875-0.00094271i,-0.0010853-0.00036372i,-0.00058355-0.00054023i,-0.00048322-0.00061763i,-0.00040065-0.00011396i,0.0005674-0.00051453i,0.00026913-0.0011308i,-0.00095219-0.0011044i,-0.00087241-0.00054067i,-0.00033671-0.00033586i
-0.00026864-0.002734i,-0.00036843-0.0017781i,-0.00044509-0.00020921i,9.89e-05+0.0013226i,-0.00035556+0.0023822i,-0.00036452+0.0023076i,-0.00023624+0.0012581i,-0.00014416+0.00047129i,0.00096544+0.00023221i,0.0010171-3.7848e-05i,0.00053054-0.00049427i,0.00039381-0.00037223i,-0.00010763+0.00048315i,1.7723e-05+0.00056615i,0.00060763+0.0001161i,0.00084544+5.4273e-05i,0.00012725+0.0001269i,-0.00066515+0.00032213i,-0.00031826+0.0001005i,0.00045579-0.00046568i,0.00059081-0.00081644i,0.0011144-0.00010539i,0.00082083+0.00014361i
0.00091155+0.00030026i,0.00039349-0.000757i,0.00088328-0.0012602i,0.0017552-0.0016643i,0.00139-0.0014493i,-0.00039103-0.00043237i,-0.0007294+0.0001288i,-0.00012524-0.0001055i,9.5143e-05-0.00047884i,-0.00011863-0.00087156i,-0.00016435-0.00049066i,-9.7823e-05+1.1147e-06i,-0.00092041-5.0244e-05i,-0.0010888-0.00036483i,-0.00054521-0.00045975i,0.00013235-0.00056851i,0.00077911-0.00029941i,0.00058875+0.0004468i,0.00048606+0.00044305i,0.00097312+0.00039928i,0.00052479+0.00015583i,0.00028461+0.00060345i,-0.00012415+0.00049192i
-0.001022-0.0011537i,-0.001033+0.00012536i,-0.0012224+0.0013155i,-0.001226+0.00083276i,-0.00047026-0.00027694i,-0.0001778-0.00087013i,-0.00094636-3.5807e-05i,-0.00043677+0.00080107i,0.00014757-5.0755e-05i,-0.00039427+0.0001542i,-0.00038421+0.0012251i,9.5329e-05+0.0015548i,-0.00022196+0.00078279i,-0.00027425+0.0012289i,0.0004273+0.0016813i,0.00038147+0.00087236i,-0.00012185+0.00036478i,-0.00053785-0.00010334i,-2.5262e-05+2.6598e-05i,0.00068877+0.00017054i,0.00029068-0.00078217i,-0.00059419-0.0011531i,-0.00029842-0.00041444i
0.00078787+0.0019165i,0.000683+0.00070968i,0.00022939+4.7115e-05i,-0.00036148-0.00074816i,7.1166e-05-0.001033i,0.00068356+0.00058343i,0.0008215+0.0017526i,0.00085805+0.00092442i,0.0008239-0.00024263i,0.00024845-0.00045974i,0.00050956-0.00035251i,0.00063694-3.214e-05i,0.00024086+0.00068335i,-9.4942e-05+0.00024712i,-0.0004267+0.00021821i,-0.00080002+0.00041851i,-0.0011922-0.00058461i,-0.00077133-0.00047746i,-0.00053531+0.00021754i,-0.00043384+0.00032617i,3.7052e-05+0.00039435i,-0.00024391-6.1372e-05i,-0.00047813-0.00059362i
0.00013129-0.002284i,0.00028863-0.0024084i,-0.001155-0.0023497i,-0.0017351-0.0015407i,-0.00198+0.00014353i,-0.0013042+0.00087685i,0.00026824+0.00029349i,-0.00046341-0.00042104i,-0.00056756-0.00091239i,0.0005015-0.00059507i,0.0003522-0.00024201i,-0.0002002-0.00037304i,-0.00037732-0.00094416i,9.8663e-05-0.0011437i,0.00011223-2.4682e-05i,-0.00029262+0.00034865i,-0.00046636-0.00015845i,-0.00039945-1.0079e-05i,-0.00026319+2.7083e-05i,7.1537e-07-0.00020407i,0.00026529-0.00036491i,-0.00025068-0.00063895i,-0.00096961-0.0004696i
0.0003863-0.0007918i,0.0010564-0.00065132i,0.0002656+0.00086707i,-0.0013963+0.0016814i,-0.0010671+0.0014309i,-0.00028402+0.00014646i,-0.00041951-0.00016153i,-0.00043168+0.00066527i,-0.00063469+0.0008605i,-0.00052332+0.00040017i,-6.8846e-06-1.5244e-05i,0.00018131-0.00022951i,0.00029288-0.00022951i,0.00039933-0.00083037i,-8.6935e-06-0.00081004i,0.00025763-0.00060879i,0.00086716-0.00011619i,0.00086116+0.00073301i,-0.00014242+0.00074503i,-4.0086e-05+0.00015453i,0.00048709+8.317e-05i,-5.9183e-05-4.2007e-05i,0.00018639+2.1879e-05i
0.0022249+0.00037756i,0.0028068-0.0016628i,0.0023175-0.0021771i,0.0016382-0.0023624i,0.0019034-0.0015953i,0.0016505-0.00045477i,0.00092015-0.00017252i,0.00083621-0.00097376i,0.0010291-0.0014734i,0.0001565-0.00071795i,8.3798e-05+0.00024134i,0.00019803+0.00034313i,-0.00015084+0.00035318i,-0.00024858+0.00044873i,-0.00020417-5.5934e-05i,0.00069744-0.0010495i,0.00070241-0.00090827i,0.00014338+1.0131e-05i,-0.00035252+0.00033952i,-0.0004591+0.00049088i,7.5056e-05+0.00011298i,0.00039833-0.00070227i,0.00056961-0.00023057i
-0.00051154-0.0019105i,-0.0006172-0.00084974i,-0.0016699+0.00053174i,-0.001415+0.0018321i,-0.00066281+0.0018092i,-0.00065293+0.00099677i,-0.00056272+0.00049129i,2.2595e-05-8.0009e-05i,0.00017087-0.0004747i,6.1836e-06-7.6936e-05i,-0.00017825+0.0011048i,-0.00010712+0.0017601i,2.1098e-05+0.0013114i,0.00067808+0.00063253i,0.0010268+0.00048927i,0.00034107+0.00019015i,0.00022424+5.3939e-05i,6.8312e-05-0.00015649i,-0.00056615-0.00067347i,-0.00077153-0.00058563i,-0.00040099-0.00050567i,0.00016913-0.00079211i,0.00035091-0.00052045i
-0.00068285+0.0024704i,-0.00089665+0.00095461i,-0.00064926-4.717e-05i,-0.00092326+0.00041825i,-0.00087722+0.00023776i,-0.00040607-0.00076925i,4.9926e-06-0.00047601i,-0.00039678+0.0004481i,-0.00020777+0.0011856i,0.00054312+0.0012021i,0.00035299+0.00074691i,0.00025169+0.00037656i,0.00028242+0.00016273i,-0.00016019+0.00021279i,0.00014033+0.00050699i,0.0005494+0.00085737i,-0.00027017+0.00047317i,-0.00058534-0.00010288i,0.00045858+0.00019594i,0.00067618+0.0012867i,0.00033833+0.0013827i,0.00044881+0.00045787i,0.00033385+0.00033354i
-0.0015409-0.00087201i,-0.00088522-0.00059865i,-1.9551e-05-0.00012112i,0.00061587+0.00090581i,0.00090678+0.0010841i,0.0010466+0.0010344i,1.7519e-05+0.0010772i,-0.00049572+0.00090812i,-0.00042133+0.00053502i,-0.0005619+0.00016943i,-0.00060665+0.00043871i,0.00033527-9.3055e-05i,-4.8944e-05-0.00041272i,-0.00072896+0.00011715i,0.00020914-2.3696e-05i,0.00029961-2.595e-05i,-6.9086e-05+1.5006e-05i,0.00037258+4.5351e-05i,0.00058985-8.9939e-05i,0.00042111-0.00065196i,-0.0001119-0.00091508i,-0.00025206-0.00058429i,0.00085399-0.00024936i
-0.0015256-0.00099631i,-0.0010952-0.0017518i,-0.0011094-0.00037024i,-0.0003283+0.0014677i,0.00067091+0.002221i,0.0010718+0.0016553i,0.00017972+0.00050139i,-0.00021762+1.6951e-05i,0.00023634+3.4638e-05i,-0.00044895+0.00054234i,-0.00056056+0.00080816i,0.00014747+0.00059204i,0.00013766-0.00031733i,0.00029775-0.00026744i,0.00075061-0.00037279i,0.00084849-0.00018375i,0.00028902+0.00061069i,0.0004704+0.00020335i,0.00079903+5.7583e-05i,0.0002822-5.2148e-05i,-0.00026858+9.905e-05i,-0.00018057-8.6582e-05i,0.0003847-0.00074685i
0.0012462-0.0010401i,0.00036638-0.0012041i,-0.0010528-0.0013846i,-0.0015489-0.000951i,-0.0011979-0.00017936i,-0.00078699+0.00098167i,-0.00064212+0.0013554i,6.1177e-05+0.00091286i,0.00063626-0.00022631i,8.1201e-05-0.0006634i,-0.00033777-0.00019564i,0.00033098-0.00013363i,0.00077019-0.00038415i,0.00051006-0.00010602i,3.7358e-05-0.00073847i,-0.00035255-0.0014651i,0.00014388-0.00084546i,-6.4759e-05-1.2173e-05i,-0.00013005+0.0006201i,0.0006042+0.00034906i,-5.1591e-05+0.00025317i,-0.0007689+0.00085169i,-0.00096821+0.00080874i
-0.00072777-0.0023758i,-0.00040631-0.0022934i,-0.00067516-0.00057875i,-0.00056731+0.0010367i,1.2811e-05+0.0020399i,0.00029207+0.0016606i,-0.00060734+0.0010913i,-0.0012737+0.00074921i,-0.00098475-0.00053272i,-0.00092468-0.00058115i,-0.00016323+0.0012086i,0.001047+0.0021866i,0.00091466+0.0016172i,-2.4092e-05-0.00011091i,-0.00017055-0.0012769i,0.00045352-0.0009971i,0.0001012+0.00020615i,-0.000439+0.00044968i,-0.00023261-0.00025866i,-2.8016e-05-0.00059333i,-4.5731e-05-8.6161e-05i,-0.00050883+0.00079524i,-0.00035094+0.001011i
0.0022331+0.0013315i,0.0018247+0.0002505i,0.001183+0.00023403i,0.00082526-0.000481i,8.3819e-05-0.00038725i,-0.0011446+0.00035335i,-0.0014324+0.00044704i,-0.00063718+0.00027046i,0.00036133-0.00024625i,0.00077868-0.00096788i,3.609e-06-0.0014901i,-0.00014415-0.0011072i,0.00029515+0.00015381i,-0.00048998+0.00018425i,-0.00077232-0.00015665i,-0.00036301+0.00029927i,-0.00017036+0.00025877i,-7.99e-05-0.00069165i,-0.0002044-0.00053023i,-0.0006772-0.00024524i,-0.0008811-0.00045313i,-0.0005242-0.00043342i,-0.00054823-0.00013194i
0.0019185-0.0030021i,0.0012673-0.0027978i,8.8644e-05-0.0022275i,-0.0016903-0.0014092i,-0.0027345-0.00013171i,-0.0020882+0.0011847i,-0.00086409+0.0013223i,0.00051911+0.00049963i,0.0010279-0.00060625i,0.00051006-0.0003708i,-0.00023372+0.00060136i,-0.00030304+0.00061488i,7.1092e-06+0.00043219i,-0.00026801+0.0004771i,-0.00064952-0.00010975i,-8.0344e-06-0.0010692i,-0.0001248-0.001021i,-0.00032615-0.00048631i,0.00037703-0.00035739i,0.00029378+0.00011715i,0.00013544+0.00051658i,0.00054936-4.6065e-05i,0.00059258-8.8259e-05i
0.0042714-0.00068958i,0.0045946-0.0012265i,0.0028964-0.0014516i,0.0012822-0.0012544i,0.00088856-0.001262i,0.00019874-0.0007873i,-0.00043366+0.00026579i,-0.00018384+0.00017211i,0.00058521-0.00097158i,0.00045178-0.00061829i,0.00019451+0.0001812i,0.00011022+0.00042162i,-0.00066846+0.00099967i,-0.00063743+0.00095483i,0.00062788+0.00059933i,0.0011237-9.7301e-05i,0.0010885-0.00054275i,0.00051424+0.00076641i,-3.5212e-07+0.0012307i,-4.9057e-05+0.00073047i,-0.00039303+0.00037025i,-0.00015617+0.00047687i,6.4872e-05+0.00091455i
0.00098528-0.0010296i,0.00016773-0.00087028i,0.0002797-0.00017409i,0.00045818-0.00064543i,0.0004839-0.00095714i,0.00041955-0.00012572i,0.00033722+0.00031744i,0.00071288+0.00013724i,0.0001313+9.2595e-05i,-0.00017386+3.7703e-06i,-8.6436e-05+9.0656e-05i,-0.00048957+0.00048395i,-0.00041461-0.00024082i,4.9716e-05-0.00025848i,-5.7559e-05+0.00082496i,0.00029015+0.00047713i,0.00041083-0.00032928i,0.00032872-4.3926e-05i,0.00087599+0.00075814i,0.0003766+0.00074239i,-0.00013315+0.00057746i,0.00020453+0.00025209i,0.00063006+2.9163e-05i
-0.0018561-0.0012296i,-0.0023434-0.00099989i,-0.0014594+0.00051222i,-0.0011097+0.0022417i,-0.00083464+0.0017696i,-0.00028079+0.00031409i,-0.00084041+0.00043868i,-0.00087077+0.00092578i,0.0002498+0.00040045i,0.00063243+0.00068628i,0.00067245+0.00072154i,0.00087858+8.5094e-05i,0.00051158-0.00040498i,0.00050575-0.00076433i,0.00035066-0.00088211i,2.5768e-05-0.00030034i,-0.00027924+0.00029123i,8.8996e-05-0.00062916i,0.00077971-0.0010004i,0.00083055-0.00019284i,0.00060117-0.00043594i,0.00035119-0.00062881i,0.00027794-0.00012894i
0.0009953+0.00026479i,0.00080079+0.0002269i,0.0016219-0.00030105i,0.0011968+7.4667e-05i,-3.5853e-05+0.0007884i,-0.00051972+0.00074746i,0.00012433+0.0014043i,2.6228e-06+0.0013387i,-0.00043731+0.00072379i,-1.6001e-06+0.00070655i,0.00052774+0.0012451i,0.0012666+0.0014422i,0.00040737+0.00046652i,-0.00013648-0.0009804i,0.00010148-0.0010821i,5.6686e-05-0.0004207i,5.7338e-05-0.00038628i,-0.00033443-0.00058551i,2.894e-05-0.00068321i,0.00068052-0.00062492i,0.00038493-0.00055498i,0.00013324-0.0010263i,0.00020576-0.0010399i
0.00094216+0.0013039i,0.00089074-0.00013696i,0.00078446-0.00078683i,0.0013372-0.00021804i,0.0017937+8.9862e-05i,0.0015598+0.00035858i,0.0010691+0.00016965i,0.00035525-0.00012707i,0.00083245-0.00066346i,0.0013529-0.00024391i,0.0010932+0.00049461i,0.0011503+0.0003362i,0.00038404+0.00062141i,-0.00032326+0.00036066i,2.4834e-05-0.00045058i,0.00054564-0.00033717i,0.00072249+2.8714e-05i,0.00074556+0.00041402i,0.00022065+5.4826e-05i,-0.00010686-0.00066571i,9.848e-05-0.00027203i,4.9708e-05+0.00030348i,-2.0321e-05+0.00011078i
-0.0014802+0.00070654i,-0.0019907-0.00033991i,-0.0016247-0.00037524i,-0.00099867+3.5783e-05i,-0.00035097+0.0013661i,0.00052421+0.0015267i,0.00059531+0.00011442i,1.9973e-06-0.00031733i,-0.00043811-2.5041e-05i,-0.00016118+0.00086119i,6.6065e-05+0.0015708i,-0.00039353+0.00082277i,-0.00018896-0.00014572i,0.00078761-0.00040104i,0.00091378-5.7134e-05i,0.00010199+0.00062519i,-0.00034488+0.00031893i,-0.00055023+0.0003496i,-0.00071634+0.00058257i,-0.00049626+0.00025427i,-0.0011756+0.00027542i,-0.0013747-9.1231e-05i,-0.00011816+5.0546e-05i
-0.00099516-0.0015307i,-0.0010433-0.002553i,-0.0014701-0.00167i,-0.00046038+0.00045568i,0.00090126+0.00046157i,0.00083957-0.00019408i,0.00050589+0.00053262i,0.00034887+0.00050012i,-1.3281e-05-0.00043957i,-0.00055101-1.9373e-05i,-0.00039292+0.00097778i,8.4466e-05+0.00096763i,0.00024134+0.0008488i,0.00097914+8.0216e-05i,0.0016956-0.00034386i,0.001383-0.00040621i,0.00042854-0.00065197i,-7.2262e-05-0.00051804i,-0.00026727+3.6598e-05i,-0.00017097+7.7977e-05i,0.00023926-0.00014549i,0.00032565-5.5308e-05i,0.00030294+0.00040741i
0.0011741-0.00078414i,0.0010173-0.0019382i,0.00039412-0.0014533i,0.00029378-0.00045891i,-0.00032756+2.5602e-05i,-0.00053287-0.00015428i,-0.00041715+0.00022573i,-0.00048632+0.00074296i,-0.00063842+0.00061723i,-0.00029043+0.00027312i,-7.3353e-05+0.00045081i,-0.00016217+0.0010799i,-0.00028055+0.001594i,-0.00030399+0.001123i,-0.000214+0.00074918i,0.00027822+0.00068721i,0.00020172+0.00036099i,8.8244e-05-9.979e-07i,0.00033126-0.00027401i,-7.7915e-05-0.00042576i,-0.00077014+4.137e-05i,-0.0009504+0.00012819i,-0.0008003-0.00019413i
3.8209e-05+0.0030084i,0.00014842+0.0013444i,8.5306e-05+9.8151e-05i,-9.6343e-05+0.00019786i,0.00042341+0.00033773i,0.00024199-0.00018034i,-0.00070843-0.00014226i,-0.00037142+0.00052602i,5.3471e-05+0.00078574i,6.0421e-05+0.00041541i,0.00023626+0.00042134i,0.00050177+0.00015084i,0.00012979-0.00038847i,-0.0007639-0.00027493i,-0.00082256-0.00023154i,-0.00082892-8.2926e-05i,-0.0012412+5.0248e-05i,-0.00071223-0.0002031i,-0.00040642-3.6829e-05i,-0.0010725+0.00053308i,-0.00026651+0.00051643i,0.0012679+0.00017779i,0.0012778-0.00025685i
