0.00064594+0.00061753i,-0.00013755-0.00052429i,-0.00031142-0.0013559i,-0.0014161-0.0013328i,-0.0025774-0.00030076i,-0.00241+0.00068085i,-0.00092699+0.001164i,0.00066647+0.0013565i,0.0014331+0.0017728i,0.00068332+0.0016945i,0.00015231+0.0010608i,0.000171+0.00016295i,0.00038501-0.00054345i,0.00055026-0.00073811i,0.00085373-0.0010102i,0.00058191-0.0009343i,0.00056437+0.00015775i,0.00057051+0.00023954i,3.4308e-05-0.00014385i,0.00015405+0.00039781i,0.00050945+0.00042584i,0.00064708-0.0004683i,0.0011538-0.00033643i
0.0036137-0.0065121i,0.0235-0.014331i,0.073645-0.040286i,0.14911-0.09749i,0.21333-0.15518i,0.22407-0.14686i,0.19776-0.077083i,0.20427-0.0091233i,0.22042+0.016074i,0.16232+0.012979i,0.066795+0.016927i,0.018778+0.01702i,0.0071915-0.0036984i,-0.0037551-0.018552i,-0.012202-0.013833i,-0.019814-0.0088481i,-0.031089-0.01318i,-0.041076-0.022259i,-0.03939-0.02569i,-0.021278-0.017367i,-0.0034782-0.0064159i,0.0028615+0.0015514i,0.0052346+0.0068787i
-0.0071425-0.0014353i,-0.02948+0.0015991i,-0.088167+0.015281i,-0.1762+0.049436i,-0.24692+0.076987i,-0.23512+0.056644i,-0.17036+0.020689i,-0.13955+0.027895i,-0.12358+0.064256i,-0.071444+0.063339i,-0.02027+0.022105i,-0.0031595+0.0044886i,0.0037633+0.021042i,0.011678+0.031573i,0.017323+0.023594i,0.023837+0.011441i,0.032158+0.0067372i,0.039587+0.013238i,0.037301+0.01929i,0.020782+0.014339i,0.0061372+0.0089684i,0.0051056+0.0074391i,0.0084307+0.0033305i
0.0039551-0.0029508i,0.025184+0.00032476i,0.079266-0.00067114i,0.16158-0.023022i,0.2167-0.059535i,0.18275-0.074686i,0.10925-0.082102i,0.089772-0.12897i,0.092676-0.18581i,0.058275-0.1663i,0.022823-0.086695i,0.014801-0.041776i,0.0055778-0.040705i,-0.0048967-0.03712i,-0.011445-0.02211i,-0.023548-0.0045766i,-0.03588+0.0071502i,-0.043539+0.0055297i,-0.040869-0.0007738i,-0.024184-0.001652i,-0.003882-0.0026778i,0.0073963-0.0059362i,0.0098672-0.0084323i
-0.0059574+0.00057537i,-0.02512-0.0053777i,-0.079265-0.0060852i,-0.17029+0.020754i,-0.24929+0.074316i,-0.24318+0.10738i,-0.17346+0.11793i,-0.12693+0.14432i,-0.11048+0.1665i,-0.082116+0.13619i,-0.050594+0.075415i,-0.034401+0.044857i,-0.016415+0.045546i,0.0020848+0.041879i,0.014951+0.025947i,0.02983+0.006277i,0.044665-0.0093551i,0.054668-0.013709i,0.050417-0.0091126i,0.027725-0.0054401i,0.0044658-0.0054251i,-0.0059709-0.0075065i,-0.010453-0.0082721i
0.010601+0.0027787i,0.03098+0.012844i,0.092311+0.025167i,0.20565+0.021798i,0.3104+0.002749i,0.29432-0.0088368i,0.17295-0.018032i,0.0657-0.035162i,0.010463-0.047718i,-0.0064869-0.038685i,0.0025269-0.024753i,0.0088638-0.031251i,0.00071476-0.042548i,-0.0066361-0.041946i,-0.015982-0.027153i,-0.027986-0.001104i,-0.036641+0.021331i,-0.044236+0.027846i,-0.041086+0.020563i,-0.022229+0.0092953i,-0.008385+0.00061084i,-0.0067082-0.0016651i,-0.0053268-0.00059341i
-0.0030508-0.0065585i,-0.019361-0.021385i,-0.072057-0.05084i,-0.16936-0.078605i,-0.24802-0.083836i,-0.20254-0.051124i,-0.060253+0.00040779i,0.056446+0.027242i,0.10793+0.036085i,0.095989+0.037393i,0.045996+0.036588i,0.014511+0.048934i,0.010362+0.056869i,0.0097832+0.05415i,0.018635+0.03689i,0.033616-0.0015933i,0.038918-0.038354i,0.042472-0.048771i,0.038992-0.037188i,0.019576-0.020488i,0.0020269-0.0048592i,-0.0047793+0.0049627i,-0.0066795+0.0096116i
0.0044481+0.0047955i,0.015867+0.021913i,0.058888+0.05102i,0.14827+0.070133i,0.2327+0.051726i,0.20909-0.0083777i,0.088021-0.062324i,-0.0163-0.067574i,-0.058776-0.053839i,-0.046418-0.049241i,-0.013724-0.055665i,-0.0052973-0.066027i,-0.012902-0.063926i,-0.015296-0.054093i,-0.021223-0.031832i,-0.030994+0.0077781i,-0.033056+0.042771i,-0.032011+0.055586i,-0.027957+0.046114i,-0.014135+0.02806i,0.0002848+0.014675i,0.0085701+0.0098743i,0.01348+0.0066624i
0.0026086-0.010553i,-0.0085723-0.029655i,-0.057001-0.069906i,-0.17269-0.10794i,-0.29621-0.11427i,-0.28985-0.076859i,-0.1649-0.035563i,-0.073965-0.043247i,-0.060084-0.066914i,-0.065713-0.046442i,-0.052221+0.0068619i,-0.023005+0.044849i,-0.0024696+0.057056i,0.0080118+0.057449i,0.020832+0.034181i,0.026419-0.011795i,0.023233-0.049877i,0.024108-0.063615i,0.023798-0.051893i,0.015671-0.027495i,0.0074297-0.009814i,0.0036024-0.0053437i,0.00038412-0.0039147i
-0.00034736+0.0074069i,0.0052076+0.029486i,0.044926+0.085197i,0.14491+0.16709i,0.24241+0.2224i,0.21241+0.18698i,0.084712+0.11543i,0.014478+0.12831i,0.038894+0.17315i,0.06433+0.12989i,0.037437+0.036727i,-0.00046818-0.016165i,-0.011973-0.035574i,-0.016658-0.046704i,-0.029537-0.02799i,-0.031796+0.019867i,-0.019735+0.059915i,-0.012358+0.071245i,-0.01102+0.053857i,-0.0066636+0.024202i,-0.0031625+0.0036411i,-0.0013678-0.0021977i,0.0030608-0.0047369i
0.0082289-0.0077528i,0.0096484-0.02963i,-0.0075972-0.086984i,-0.0703-0.1683i,-0.13897-0.21334i,-0.13188-0.15205i,-0.061753-0.054216i,-0.021144-0.048553i,-0.045649-0.079435i,-0.066443-0.040827i,-0.032306+0.025038i,0.0078561+0.04977i,0.015716+0.053512i,0.017362+0.056648i,0.026948+0.032395i,0.026036-0.019033i,0.011006-0.061812i,0.0016816-0.076047i,0.00049061-0.064028i,-0.0024798-0.0369i,-0.00353-0.013155i,-0.0053068-0.0057798i,-0.010695-0.0040482i
-0.0013877+0.0027277i,-0.0060616+0.02132i,0.012509+0.071009i,0.091173+0.14822i,0.19151+0.19499i,0.20501+0.15137i,0.13821+0.065759i,0.11836+0.021498i,0.16443-0.012861i,0.16157-0.062318i,0.088081-0.079895i,0.02759-0.064377i,0.0010799-0.053843i,-0.017706-0.043902i,-0.028606-0.011506i,-0.020431+0.033126i,-0.0014932+0.065615i,0.00747+0.074448i,0.0023475+0.061763i,-0.00265+0.036514i,-0.0028896+0.016274i,0.00046944+0.010923i,0.0067134+0.0078611i
0.0084636+0.00068797i,0.015003-0.018311i,0.0019164-0.087321i,-0.07403-0.21822i,-0.17427-0.32832i,-0.17791-0.29101i,-0.11099-0.14458i,-0.12652-0.041797i,-0.21117+0.016413i,-0.20688+0.069045i,-0.11002+0.071141i,-0.040247+0.04322i,-0.0092006+0.041474i,0.020335+0.041045i,0.034181+0.010392i,0.021016-0.032641i,-0.00064227-0.06066i,-0.0111-0.064944i,-0.0060308-0.047548i,0.004073-0.022139i,0.0086858-0.008685i,0.0036711-0.00877i,-0.0060593-0.0059229i
-0.003254+0.00071028i,-0.016684+0.01671i,-0.030571+0.082758i,-0.013975+0.22173i,0.026371+0.3433i,0.039959+0.29638i,0.037531+0.1245i,0.069106+0.0041838i,0.11596-0.048227i,0.10396-0.081109i,0.041574-0.074611i,0.0036421-0.049055i,-0.010844-0.041598i,-0.026413-0.031264i,-0.02798+0.0010613i,-0.010394+0.039915i,0.013082+0.064371i,0.029152+0.070256i,0.029857+0.057235i,0.017766+0.028215i,0.0037366+0.007672i,0.0019267+0.0048899i,0.011903+0.0016584i
0.0067853-0.0046774i,0.021389-0.015028i,0.038982-0.065342i,0.02856-0.17168i,-0.013273-0.26596i,-0.038938-0.23416i,-0.032537-0.096639i,-0.022223+0.040906i,-0.013457+0.13829i,0.0056135+0.16601i,0.01397+0.11999i,0.0030077+0.074475i,0.0079921+0.05545i,0.02598+0.027611i,0.027711-0.012296i,0.010283-0.046995i,-0.014769-0.063682i,-0.028197-0.066794i,-0.022838-0.059592i,-0.012125-0.037139i,-0.0054008-0.015798i,-0.0071606-0.0094072i,-0.013646-0.0070743i
-0.0012082+0.00093559i,-0.013518+0.0083371i,-0.02418+0.061952i,0.0040276+0.19889i,0.069701+0.33897i,0.0879+0.31531i,0.035277+0.13125i,-0.0096711-0.057966i,-0.023113-0.1784i,-0.03248-0.19446i,-0.02299-0.11936i,-2.5255e-05-0.059347i,-0.011369-0.039196i,-0.035611-0.012247i,-0.034265+0.02074i,-0.010672+0.045431i,0.020606+0.053937i,0.03731+0.047171i,0.029916+0.032936i,0.010969+0.014298i,-0.0036394+0.0059662i,-0.0030542+0.010165i,0.0064678+0.0097575i
0.01069+0.0023797i,0.027598-0.0053722i,0.065221-0.070588i,0.099571-0.24037i,0.093374-0.42646i,0.05183-0.4093i,0.023356-0.18474i,0.029152+0.01425i,0.043496+0.092393i,0.043106+0.088052i,0.022006+0.045551i,0.0021847+0.025084i,0.013321+0.023798i,0.027423+0.0052142i,0.019652-0.023007i,-0.0022311-0.046084i,-0.030658-0.053189i,-0.04933-0.045847i,-0.047112-0.032099i,-0.027113-0.012817i,-0.0042831+0.0004894i,0.0023059+0.0020996i,-0.0036699+0.0045787i
-0.0028728-0.0071862i,-0.021229-0.0082504i,-0.07007+0.025951i,-0.14136+0.14656i,-0.17933+0.29411i,-0.13719+0.3075i,-0.079719+0.17283i,-0.091679+0.052698i,-0.13666+0.023249i,-0.12776+0.030314i,-0.064471+0.019249i,-0.022563-0.0068286i,-0.02308-0.0088396i,-0.024795+0.016382i,-0.01452+0.040988i,0.0047444+0.054638i,0.033088+0.051798i,0.052867+0.038969i,0.050007+0.029058i,0.028081+0.017537i,0.0076665+0.0058931i,0.0063143+0.0012086i,0.01268-0.0029105i
0.0033743+0.0059997i,0.015636+0.010046i,0.047408-0.016596i,0.084837-0.12597i,0.0879-0.26889i,0.05317-0.29442i,0.052528-0.18001i,0.112-0.075165i,0.16183-0.049568i,0.13266-0.050573i,0.050369-0.032455i,0.0057921-0.002061i,0.012292+0.0025286i,0.017558-0.015536i,0.011808-0.031778i,-0.0051864-0.04156i,-0.035545-0.034362i,-0.056288-0.016335i,-0.049946-0.0046729i,-0.023272+0.0015139i,-0.00015545-0.00019733i,0.0048864-0.0058473i,0.001956-0.0058045i
0.0024321-0.0071866i,-0.0098084-0.011281i,-0.054993+0.027105i,-0.12849+0.17315i,-0.1568+0.36801i,-0.097933+0.40551i,-0.048096+0.24041i,-0.073635+0.088262i,-0.087202+0.058407i,-0.038756+0.06123i,0.0088036+0.043517i,0.014657+0.022143i,-0.0046905+0.015131i,-0.015458+0.023281i,-0.0069384+0.034135i,0.013525+0.037181i,0.040246+0.025501i,0.05904+0.0077977i,0.054953-0.0020504i,0.029414-0.00647i,0.001218-0.0068064i,-0.010366-0.0065361i,-0.0092325-0.0089398i
0.0054611+0.012173i,0.019245+0.01957i,0.086181+0.0018802i,0.2185-0.10253i,0.31377-0.27094i,0.23837-0.35091i,0.07755-0.25038i,0.004069-0.11205i,-0.022703-0.082628i,-0.066663-0.084956i,-0.072045-0.046245i,-0.040023-0.013933i,-0.015763-0.0055538i,-0.0025979-0.0094168i,-0.00054638-0.023573i,-0.017552-0.027973i,-0.040508-0.0078886i,-0.049263+0.014915i,-0.03979+0.018651i,-0.01916+0.011117i,-0.0015862+0.0059881i,0.0031888+0.0080809i,0.0036968+0.012095i
0.00091966-0.0044151i,-0.0038597-0.0164i,-0.0431-0.022563i,-0.13197+0.020235i,-0.20038+0.11679i,-0.15621+0.20021i,-0.049882+0.19571i,0.016824+0.14169i,0.055558+0.11893i,0.086608+0.092032i,0.080701+0.037135i,0.046541+0.0043606i,0.017485+0.002323i,0.0020466+0.0093343i,0.00078841+0.022091i,0.018403+0.027288i,0.046632+0.0072783i,0.064647-0.020849i,0.059271-0.029319i,0.033072-0.018637i,0.0073503-0.0049357i,-0.0042356+0.0014794i,-0.009637+0.0022031i
0.0044607+0.0041095i,0.0067337+0.012153i,0.044406+0.0034522i,0.12465-0.068926i,0.15797-0.19864i,0.077628-0.26479i,-0.003269-0.18983i,-0.0021469-0.079512i,-0.0047066-0.029543i,-0.037306+0.00094881i,-0.040657+0.01991i,-0.0247+0.015542i,-0.0067655+0.016066i,0.010678+0.014321i,0.0099661-0.00092027i,-0.0066594-0.011481i,-0.027337-0.0031112i,-0.040891+0.013956i,-0.037222+0.018296i,-0.01801+0.0068772i,0.00084703-0.0035738i,0.011076-0.0042376i,0.017205-0.0035916i
0.002576+0.0014568i,-0.00049474-0.0070632i,-0.051772-0.01454i,-0.18348+0.034087i,-0.27287+0.17474i,-0.17024+0.28529i,0.0059732+0.20106i,0.056589-0.0023181i,0.028581-0.12327i,0.024233-0.12952i,0.018161-0.085508i,0.0080038-0.042202i,-0.0019308-0.03202i,-0.017631-0.026951i,-0.011979-0.010162i,0.01117-0.0097403i,0.026517-0.03214i,0.026643-0.05358i,0.015123-0.052177i,0.0028649-0.030418i,-0.0035157-0.011043i,-0.0071292-0.0071587i,-0.013809-0.0064591i
-0.0087578+0.0044781i,-0.012061+0.01694i,0.019379+0.053991i,0.12767+0.082243i,0.23541+0.026608i,0.1958-0.097749i,0.039165-0.13647i,-0.068948-0.028244i,-0.072111+0.091982i,-0.032207+0.11323i,-0.00053869+0.066764i,0.0093487+0.02743i,0.017314+0.020931i,0.028125+0.015933i,0.015957-2.4092e-05i,-0.016366-0.0019062i,-0.041779+0.022273i,-0.049021+0.050945i,-0.043998+0.054963i,-0.033246+0.034242i,-0.017327+0.014148i,-0.00095906+0.0062552i,0.010956+0.0038598i
0.012179+0.0017083i,0.018239-0.0067363i,0.0059789-0.037049i,-0.049396-0.069951i,-0.085597-0.053642i,-0.031003+0.0083908i,0.024738+0.030406i,-0.0072292+0.00011327i,-0.06745-0.023585i,-0.090012-0.026741i,-0.075526-0.013919i,-0.054815-0.0061916i,-0.057066-0.013416i,-0.064696-0.010141i,-0.046327+0.0067574i,-0.015675+0.016098i,0.0076384+0.010411i,0.019032-0.0018958i,0.019132-0.0034935i,0.012705+0.0072556i,0.0040766+0.013677i,-0.0061444+0.011723i,-0.012572+0.012163i
-0.010068-0.0012226i,-0.011649+0.003185i,0.013791+0.02931i,0.091483+0.047755i,0.12889-0.014795i,0.008905-0.12329i,-0.11673-0.099359i,-0.034194+0.036936i,0.13842+0.084066i,0.18405+0.033239i,0.11688-0.011852i,0.056341-0.012158i,0.043288+0.01001i,0.042903+0.018639i,0.025002+0.017047i,0.0052103+0.023992i,0.0042785+0.038252i,0.018772+0.050324i,0.032109+0.047363i,0.03083+0.024378i,0.018049-0.0009679i,0.011135-0.010676i,0.013958-0.013695i
0.0096628+0.0038634i,0.018886-0.0011784i,0.017842-0.047573i,-0.037273-0.12938i,-0.11244-0.13447i,-0.091014+0.0014331i,0.0078667+0.094537i,0.011055+0.027422i,-0.091546-0.035489i,-0.14411-5.8656e-05i,-0.10893+0.046598i,-0.066484+0.046448i,-0.054803+0.028935i,-0.046266+0.023313i,-0.01373+0.018646i,0.028071-0.0020506i,0.046331-0.036654i,0.038523-0.066977i,0.027791-0.072529i,0.022845-0.04944i,0.015793-0.01797i,0.0060879+0.0018303i,0.00055688+0.0071956i
-0.0039969-0.0013587i,-0.014322+0.0024541i,-0.027968+0.042645i,-0.02561+0.13836i,-0.012888+0.21883i,-0.018891+0.1895i,-0.027535+0.098774i,0.0039729+0.023328i,0.043569-0.049774i,0.044399-0.09507i,0.033468-0.079571i,0.036659-0.043199i,0.050681-0.020933i,0.062883-0.015722i,0.049167-0.023753i,0.013833-0.028855i,-0.0080519-0.018302i,-0.0070939-0.0055998i,-0.0054099-0.0060166i,-0.012389-0.010246i,-0.01174-0.0082598i,-0.0033813-0.007555i,-0.0048335-0.010871i
-0.0013809+0.0063359i,0.003678+0.007375i,0.011005-0.016415i,0.023244-0.082142i,0.076632-0.1303i,0.17766-0.10672i,0.21535-0.07049i,0.12093-0.030059i,0.0099304+0.071664i,-0.0016828+0.14919i,0.024944+0.1231i,0.018382+0.067518i,-0.002976+0.037921i,-0.016866+0.02266i,-0.014256+0.0097378i,-0.008054-0.0056905i,-0.022616-0.020151i,-0.054224-0.023403i,-0.073155-0.012622i,-0.055694+0.0039891i,-0.021979+0.013142i,-0.0028747+0.012315i,0.0048152+0.01278i
0.0012471-0.0018751i,-0.0059925-0.0053788i,-0.032111+0.026668i,-0.064697+0.11073i,-0.085634+0.15489i,-0.10597+0.077396i,-0.12122-0.015404i,-0.090298-0.034521i,-0.029534-0.055446i,-0.013895-0.090577i,-0.02323-0.080935i,-0.016632-0.056191i,-0.0099779-0.046381i,-0.013065-0.041837i,-0.03297-0.029866i,-0.050845+0.0044708i,-0.034421+0.044764i,0.0046979+0.069728i,0.031553+0.070701i,0.029135+0.04276i,0.010479+0.0064363i,-0.0042676-0.012679i,-0.010773-0.01208i
-0.0044479+0.0097136i,0.0065406+0.012364i,0.048789-0.015776i,0.11979-0.11602i,0.15035-0.22905i,0.10417-0.24261i,0.048592-0.16002i,0.038745-0.069202i,0.060138-0.013654i,0.073913-0.00088791i,0.052348-0.016134i,0.018252-0.013702i,-0.0010524+0.0023792i,-0.014444+0.012998i,-0.0085368+0.025124i,0.016593+0.024352i,0.02401+0.0096442i,0.015735-1.7195e-05i,0.015168+0.0003331i,0.018497-0.00010651i,0.013875-0.0015146i,0.0075371+0.00529i,0.018235+0.0086049i
-0.0011118-0.0069107i,-0.00078159-0.013021i,-0.022812+0.00070135i,-0.083608+0.068218i,-0.1568+0.17184i,-0.20036+0.22831i,-0.1907+0.20022i,-0.15036+0.12705i,-0.13887+0.068302i,-0.13084+0.053173i,-0.086724+0.053401i,-0.041915+0.038713i,-0.019473+0.023103i,-0.0044581+0.017975i,0.0039159+0.013926i,0.010937+0.012029i,0.033473+0.0080234i,0.065174-0.012084i,0.073709-0.041982i,0.04169-0.047598i,-0.00030169-0.024i,-0.01866-0.0030941i,-0.025911+0.0026855i
0.0024117+0.0047339i,0.0063497+0.0096556i,0.050155+0.0013231i,0.1528-0.057375i,0.24754-0.14971i,0.25046-0.17867i,0.17749-0.12918i,0.10408-0.077561i,0.075097-0.053669i,0.055878-0.044327i,0.02085-0.033033i,-0.0014458-0.017378i,-0.0023262+0.004356i,0.0078298+0.03024i,0.028044+0.031943i,0.035096-0.0037054i,0.0027585-0.042982i,-0.054009-0.054029i,-0.090783-0.036779i,-0.075698-0.0092031i,-0.026586+0.0098475i,0.014632+0.0088574i,0.028045-0.0076921i
-0.0096762-0.0017731i,-0.01467-0.0059978i,-0.065341-0.0011355i,-0.17672+0.042232i,-0.2552+0.12894i,-0.19551+0.18052i,-0.081885+0.14719i,-0.02796+0.086975i,-0.012534+0.057694i,0.0090563+0.049025i,0.02882+0.037726i,0.029493+0.022924i,0.019898+0.0061922i,0.012803-0.015302i,-0.0026458-0.032073i,-0.026132-0.025486i,-0.03057-0.00028976i,-0.018146+0.019774i,-0.012879+0.026903i,-0.0098528+0.026918i,-0.0013872+0.021082i,-3.6241e-05+0.011068i,-0.0098931+0.012326i
-0.0082723+0.0057117i,-0.014881+0.012122i,0.00046245+0.026426i,0.071241+0.01604i,0.1513-0.065152i,0.13664-0.16994i,0.056665-0.17248i,0.010507-0.086837i,-0.0085192-0.03455i,-0.029295-0.026422i,-0.034094-0.017391i,-0.023351-0.010134i,-0.010756-0.0087997i,0.0016825-0.0090407i,0.0063104-0.0080999i,-0.00089783-0.0011024i,-0.014796+0.01507i,-0.020891+0.046493i,-0.0066788+0.078559i,0.013842+0.072166i,0.021244+0.027543i,0.012985-0.0065212i,0.0082413-0.01116i
0.0067119+0.004179i,0.010198-0.0031459i,-0.01178-0.022671i,-0.099828-0.025206i,-0.19923+0.054258i,-0.17771+0.18231i,-0.056943+0.20202i,0.021616+0.10677i,0.031825+0.029249i,0.023747-0.0089577i,0.01017-0.031576i,0.003591-0.02729i,0.0041598-0.020729i,-0.011779-0.022924i,-0.026559-0.009709i,-0.014022+0.019694i,0.02772+0.040428i,0.082588+0.02904i,0.11281-0.0089937i,0.089918-0.035307i,0.031713-0.029088i,-0.009543-0.0032145i,-0.013273+0.017395i
-0.0064431+0.00061841i,-0.001986+0.0049034i,0.04023+0.026547i,0.15586+0.0449i,0.26609-0.010504i,0.22599-0.13401i,0.087527-0.16892i,0.019983-0.072475i,0.033529+0.023798i,0.043293+0.06228i,0.033311+0.063032i,0.01245+0.048761i,-0.012641+0.046205i,-0.020267+0.052425i,-0.0028552+0.048951i,0.025294+0.026542i,0.036675-0.010645i,0.026743-0.042798i,0.01548-0.055783i,0.0062582-0.048235i,-0.0031643-0.026357i,-0.0001102-0.0093819i,0.010563-0.01321i
0.0043248+0.0081648i,0.017828+0.0083678i,0.034325-0.017936i,0.02254-0.076819i,-0.01653-0.093007i,-0.029561-0.010645i,-0.0086428+0.038427i,-0.021916-0.036181i,-0.084402-0.11061i,-0.12366-0.094634i,-0.10726-0.045415i,-0.067129-0.020095i,-0.037791-0.01145i,-0.023058-0.0029123i,-0.016126+0.00044291i,-0.01505-0.0074258i,-0.018838-0.024826i,-0.038078-0.053237i,-0.069804-0.074271i,-0.075951-0.059942i,-0.040403-0.017664i,-0.0015105+0.0071984i,0.0097818+0.0050899i
-0.0096117-0.001928i,-0.017773+0.001136i,-0.028899+0.032652i,-0.023364+0.085433i,-0.018441+0.072901i,-0.05748-0.04347i,-0.11276-0.095717i,-0.095437-0.017778i,-0.015344+0.044173i,0.045777+0.041353i,0.067474+0.026886i,0.060827+0.021938i,0.047793+0.028945i,0.047561+0.031355i,0.045276+0.0061076i,0.019727-0.031804i,-0.025394-0.043672i,-0.063873-0.011923i,-0.072914+0.03589i,-0.05076+0.055852i,-0.017486+0.029937i,-0.0046926-0.010029i,-0.013968-0.02632i
-0.00087325+0.0022623i,-0.0048633+0.0024388i,-0.020017-0.021669i,-0.056574-0.061403i,-0.076352-0.030629i,-0.020355+0.10781i,0.064724+0.18184i,0.054747+0.13035i,-0.020151+0.11165i,-0.042291+0.13283i,-0.026113+0.10461i,-0.012648+0.047641i,0.0028414-1.9851e-05i,0.0061459-0.027197i,-0.0052672-0.021046i,-0.014142+0.0070874i,-0.012246+0.035112i,-0.0048564+0.058749i,-1.7501e-05+0.071645i,0.0027252+0.058158i,0.0043509+0.028598i,0.0046415+0.013344i,0.0084234+0.015503i
-0.007903-0.0038797i,-0.018547-0.011068i,-0.053436+0.0049845i,-0.10098+0.066023i,-0.11166+0.11364i,-0.070582+0.058609i,-0.037781-0.023107i,0.0080267-0.027523i,0.084951-0.041009i,0.10857-0.10508i,0.072682-0.12426i,0.04305-0.08675i,0.025103-0.051406i,0.011341-0.030166i,0.0047538-0.018543i,1.6911e-05-0.0066022i,0.01146+0.019349i,0.052266+0.040218i,0.096292+0.032098i,0.094253+0.0084847i,0.039765-0.0020624i,-0.0074438+0.0094555i,-0.017041+0.025981i
-0.0059786+0.004616i,0.0052801+0.0082397i,0.051133-0.010779i,0.14555-0.079577i,0.23943-0.15166i,0.25678-0.14881i,0.20399-0.098606i,0.12065-0.067513i,0.058497-0.03423i,0.049079+0.0020909i,0.041112+0.010899i,0.0077775+0.0086519i,-0.021144+0.0057902i,-0.035562+0.0041986i,-0.032119+0.022822i,-0.0013329+0.046479i,0.035614+0.03341i,0.048234-0.013153i,0.03049-0.049968i,0.0032038-0.047589i,-0.0039236-0.017335i,0.0046419-0.0002156i,0.0074999-0.0059959i
0.0046171-0.0036098i,0.012152-0.0055419i,0.0071922+0.0067376i,-0.030997+0.029154i,-0.11942+0.018425i,-0.22281-0.028334i,-0.26819-0.044217i,-0.22945-0.034699i,-0.19935-0.062148i,-0.22098-0.081277i,-0.19808-0.051781i,-0.12789-0.015379i,-0.075236+0.022739i,-0.03697+0.048057i,-0.0079947+0.027268i,-0.00011257-0.0096991i,-0.0026755-0.02607i,-0.0077648-0.028517i,-0.011697-0.029641i,-0.0048584-0.021956i,0.0090513-0.0080922i,0.017379-0.0048583i,0.01386-0.0090197i
-0.010993+0.010194i,-0.0053195+0.02407i,0.042569+0.045389i,0.15075+0.042766i,0.2409+0.012376i,0.22294-0.017657i,0.15771-0.0041442i,0.13619+0.040054i,0.14806+0.076306i,0.15843+0.085807i,0.13089+0.058873i,0.070399+0.030907i,0.025373+0.022187i,0.0091219+0.020312i,0.014828+0.024804i,0.032672+0.019528i,0.03098-0.0016573i,-0.00064427-0.011098i,-0.036995+0.0073054i,-0.046604+0.022868i,-0.033263+0.0088069i,-0.020197-0.006705i,-0.0025082-0.0084838i
0.0028206-0.0059653i,-0.0035688-0.013812i,-0.056663-0.024147i,-0.17158-0.0029115i,-0.26496+0.074961i,-0.24655+0.18326i,-0.16423+0.20967i,-0.1203+0.13797i,-0.12869+0.090061i,-0.13643+0.10671i,-0.10144+0.1221i,-0.03722+0.08883i,0.014043+0.038153i,0.035397+0.0087299i,0.022495-0.012242i,-0.016597-0.02794i,-0.049561-0.019781i,-0.048617+0.0048265i,-0.01564+0.014235i,0.013384+0.0018577i,0.013418-0.0040946i,0.0067075+0.0079335i,0.0081873+0.020763i
-0.011464-0.0060008i,-0.023897-0.0064468i,-0.022594+0.00079199i,0.029108+0.0087601i,0.12835-0.018772i,0.21084-0.10883i,0.20361-0.18227i,0.13443-0.17626i,0.094564-0.16371i,0.077539-0.18413i,0.041479-0.16387i,0.014928-0.091873i,0.0081335-0.043177i,-0.0014177-0.029463i,-0.0088718-0.016934i,-0.0069335-0.0042555i,0.0044687-0.00428i,0.021887-0.011602i,0.030386-0.010343i,0.020296+0.0012231i,0.0046481+0.01084i,-0.003587+0.0067757i,-0.010765-0.0091705i
0.00044207+0.0046326i,0.008185-0.006542i,-0.010684-0.051542i,-0.089603-0.1158i,-0.1826-0.10649i,-0.19546+0.013523i,-0.12203+0.11229i,-0.066467+0.11778i,-0.064272+0.12421i,-0.039367+0.15079i,0.0099226+0.12598i,0.024822+0.066484i,0.010482+0.027007i,0.0017039+0.0011891i,-0.0054696-0.016572i,-0.022853-0.013018i,-0.040718+0.0066428i,-0.049995+0.020894i,-0.055654+0.016204i,-0.046961+0.010618i,-0.010369+0.014639i,0.026591+0.0049193i,0.029374-0.010905i
0.00027405-0.0038185i,0.0010816+0.0038576i,0.026939+0.045617i,0.096271+0.1008i,0.1421+0.072427i,0.094081-0.064579i,-0.0057424-0.14948i,-0.052083-0.089794i,-0.04876-0.011983i,-0.057228+0.0029993i,-0.060512-0.0067611i,-0.047551-0.013557i,-0.039911-0.0055725i,-0.038141+0.016437i,-0.026052+0.033946i,0.0068874+0.037771i,0.04649+0.025179i,0.067243+0.0031143i,0.063426-0.014081i,0.046865-0.024529i,0.019347-0.033264i,-0.014473-0.024989i,-0.028402+0.0011194i
-0.0059813+0.0046238i,0.0070134+0.01466i,0.036961+0.0074745i,0.084375-0.031988i,0.12722-0.045958i,0.14567+0.024312i,0.16115+0.085953i,0.17622+0.031277i,0.18327-0.044027i,0.18778-0.048613i,0.16197-0.030707i,0.1051-0.021439i,0.055605-0.0067061i,0.031361+0.0088675i,0.029556+0.013238i,0.037869+0.0092458i,0.040708+0.013553i,0.035973+0.028452i,0.02689+0.037473i,0.01387+0.027033i,-0.00355+0.0033069i,-0.020224-0.0086474i,-0.016161-0.0054322i
