0.00064594+0.00061753i,-0.00013755-0.00052429i,-0.00031142-0.0013559i,-0.0014161-0.0013328i,-0.0025774-0.00030076i,-0.00241+0.00068085i,-0.00092699+0.001164i,0.00066647+0.0013565i,0.0014331+0.0017728i,0.00068332+0.0016945i,0.00015231+0.0010608i,0.000171+0.00016295i,0.00038501-0.00054345i,0.00055026-0.00073811i,0.00085373-0.0010102i,0.00058191-0.0009343i,0.00056437+0.00015775i,0.00057051+0.00023954i,3.4308e-05-0.00014385i,0.00015405+0.00039781i,0.00050945+0.00042584i,0.00064708-0.0004683i,0.0011538-0.00033643i
-0.0017825+0.00057838i,-0.0013923+0.00081921i,-0.0010632+0.001199i,-0.00064125+0.0011962i,-0.00054721+0.00053959i,0.00029627+5.3099e-05i,0.0010418+0.00032594i,0.00087114+0.00044516i,0.00060039+0.00032538i,0.000387+0.00034394i,0.00054916+0.00032161i,0.00087399+0.00034881i,0.00081327-0.00047366i,0.00084024-0.0012341i,0.00025168-0.00089809i,0.00021668-0.00029067i,1.1754e-05+0.00045726i,-0.00016882+0.00016764i,-0.00024108-0.00023102i,-0.00024726+0.00021631i,0.00011378+0.00025562i,9.3096e-06+0.00022127i,-2.1357e-06-9.6815e-05i
0.00060115-0.001399i,0.00079888-0.0014189i,0.00059215-0.0017492i,8.0874e-05-0.0014772i,0.00021938-0.00085457i,0.00021666+6.0549e-05i,0.00042733+0.0003251i,-0.00010798-0.00050563i,-0.00043267-0.00094969i,-0.00050475+0.00016989i,-0.00047433+0.00034607i,-0.000254-0.00041727i,0.00013682-0.00016311i,0.00063997+0.00039271i,0.00064737+0.0009167i,0.0003277+0.00064755i,0.00065555+0.0005234i,0.0002524+0.0005453i,-0.00082278+0.00017703i,-0.00055021+0.00027482i,3.825e-05+0.00035738i,0.00075823+0.00032827i,0.00089824+0.00013152i
0.00097474+0.0025514i,0.00038309+0.0019946i,0.0007227+0.0020472i,0.001237+0.0007847i,0.00094525-0.00067096i,0.00050768-0.00081824i,0.0006838+0.00032483i,0.00070745+0.0011027i,0.00085925+0.0011067i,0.00099624+0.00086225i,0.0010652-0.00012846i,0.00084783-0.0012597i,9.7688e-05-0.00089924i,-0.00014723-0.00045512i,0.00047083-0.00071379i,0.00080144-0.00072398i,-0.00032199-0.00054223i,-0.00095275-0.0010623i,-0.00055363-0.0010963i,-0.0010622-0.0003607i,-0.0011739-0.0002052i,-0.00051775+0.00019499i,8.2247e-05+0.00036975i
0.00093906+0.0023299i,3.1369e-05+0.001679i,0.0014831+0.0017919i,0.0018934+0.00068357i,0.0013141-0.0013614i,0.00043583-0.0016741i,-0.0001539-0.0012859i,-6.9304e-05-0.0006476i,0.00051842+0.00010251i,0.0017929+0.00054763i,0.0011217-0.00019676i,0.00033255-0.00089169i,0.00060612-0.00030449i,0.00032062+2.5044e-05i,-0.00027201-1.8038e-05i,-0.00080989+0.00016971i,-0.0011266+0.00041659i,-0.00084891+0.00077752i,-0.0011832+0.00093428i,-0.0011903+0.00077525i,-0.00013508+0.00021034i,-0.0003876-0.00034811i,-0.00081488-0.00057155i
0.000418+0.0012486i,0.00072098+0.0010696i,0.00093774+0.00077236i,0.0012208+0.00051376i,0.00048629-0.00037198i,-0.00038214-0.00057181i,0.00014541-0.0003581i,0.00068896+6.6465e-05i,0.00050125+0.00022593i,0.00048639-0.00036277i,0.00097407-0.00044459i,0.00080257+2.0276e-05i,0.00056237+0.00017151i,0.00081616-0.00026325i,0.0015196-0.00050381i,0.00091899-0.00053247i,-0.00012911-0.00074295i,5.0909e-05-0.00083703i,0.00026867-0.00041205i,7.6434e-05-0.00031387i,0.00020975-0.00033365i,0.00048008-0.00028117i,0.00018037-0.00028096i
-0.00065023+0.00026i,-0.00030606+0.00074111i,0.00071903+0.0010849i,0.00065685-1.3365e-05i,0.0001375-0.0010043i,-0.00016753-0.00093414i,-0.00090358-0.0005734i,0.00016894+0.00046534i,0.00062177+0.00059234i,3.8193e-05+0.00014628i,0.00066654-0.00026624i,0.00088585-0.0010453i,0.00066341-0.0011011i,0.00073588-0.0012269i,0.00077276-0.00093837i,0.00038998-0.00021348i,-0.00044505-0.00047369i,-0.00051579-0.00043078i,0.00017836+0.00050603i,0.0001138+7.8631e-05i,-9.3421e-05-1.14e-05i,-7.7093e-05+0.00059529i,-6.1467e-05+0.00090893i
0.00074537+0.002216i,0.00089382+0.002102i,0.002425+0.0010059i,0.0028393-0.0003424i,0.00052331-0.00097412i,-0.0012518-0.00094277i,-0.0012359-0.00087234i,-0.00062285-0.00063932i,-0.00034502+0.00018816i,0.00018551+0.001024i,0.00074287+0.0012237i,0.00084182+7.2173e-05i,0.00093463-0.00064952i,0.00072933-0.00033453i,4.8823e-05-0.00045142i,-0.00020792-0.00086954i,-0.0003963-0.00077571i,-0.00045207+7.0286e-06i,-0.00017609+6.9502e-05i,0.00034226-0.00037155i,0.00048667-0.00037258i,-2.6953e-05-0.00012308i,0.0003795+7.9803e-05i
-0.0013289+0.00059609i,-0.00029928-2.2881e-05i,-2.7821e-05+0.00017466i,-0.00020436-0.00023395i,-0.00016519-0.00084214i,2.1421e-05-0.00094441i,-6.7955e-05-0.00042883i,0.00058966-0.00044672i,0.0010059-0.00027568i,-0.00035559+4.3882e-05i,-0.00045339+0.00065739i,0.00093969+0.00061737i,0.0017632-0.00045304i,0.0010006-0.0012062i,0.00028695-0.00036003i,6.5472e-05+0.00032596i,4.7856e-05+6.0825e-05i,0.00028288+2.6666e-05i,0.00049124-2.6077e-06i,0.00055725-0.0002337i,0.00067267-3.07e-05i,0.00036364+0.00037074i,-8.1223e-06+0.00037742i
0.00055546-0.0013044i,0.0009752-0.00066793i,-0.00031952-0.00028593i,-0.0014309-0.0014348i,-0.00097919-0.0013836i,-0.00038263+3.7604e-06i,-0.00049094+0.00030799i,-0.00083734-0.00031026i,-0.00032681-0.00042901i,9.9367e-05-7.1838e-06i,-0.00047225+0.00049572i,-0.001232+0.00063002i,-0.0007835+0.00028728i,-0.0002296+4.644e-05i,-0.00017485-9.0767e-05i,-6.8869e-05-0.00025708i,0.00011656-0.00012597i,0.00032487-0.00033014i,0.00040659-4.9356e-05i,0.00048315+0.00039934i,0.00017336-0.00061898i,-0.00029974-0.00088556i,3.9545e-05-0.00055951i
-0.00094666+0.0014143i,-0.00013751+0.0014153i,-0.00081748+0.0013916i,-0.00086038+0.0011275i,-0.00020922+0.00049191i,0.00043632+0.00034038i,0.0009033+0.00060549i,0.00092302+0.00099607i,0.00074338+0.00059969i,0.00012614+2.3091e-05i,-2.2928e-06+0.00020576i,-0.00012964+0.00030707i,0.00043336-0.00056968i,0.00068722-0.0017683i,0.00016163-0.0015701i,0.00029441+0.00079211i,0.00013145+0.0013992i,-0.00055969-0.00022644i,-0.00041836-0.00040335i,0.00015379-0.00062979i,0.0001974-0.00078846i,8.2209e-05-9.1695e-05i,0.00019358-0.00043031i
0.0015889-1.3102e-05i,0.00082858-3.378e-05i,0.0013257-0.00041684i,0.0012943-0.00012967i,0.00042359+2.8504e-05i,-0.00019984+7.3024e-05i,-0.0012492-5.0289e-06i,-0.00090995-0.00018836i,0.00029954+0.00012881i,0.00037796+0.00058122i,0.00037407+0.0005896i,0.0011818+0.00049151i,0.00085281+0.00031292i,-9.0929e-05-0.00099734i,-0.0001435-0.0021063i,7.0861e-05-0.0012856i,0.00055881-0.00035412i,0.00034669-0.00013421i,-0.0001626-0.0005564i,-8.316e-05-0.00082968i,-0.00052262-0.00083728i,-0.00068323-0.00038506i,-0.0005448+0.00019327i
-6.1412e-05+0.0004809i,0.00016481+0.0005548i,0.0011851-0.0010199i,0.00086065-0.0022285i,0.00013534-0.0018301i,-0.00042072-0.0013552i,-0.00054953-0.00065443i,-0.00019156+3.7838e-05i,0.00011533-3.2117e-05i,0.00054981-0.00018807i,0.0005234-0.00020323i,-6.8347e-06+2.6571e-05i,0.00036607+0.00025043i,0.0017534+0.0003309i,0.0014855+0.00013533i,0.00038184-0.00049791i,0.00030788-0.00025997i,0.00035029+0.00045089i,0.00031144-7.1215e-06i,0.00034421-0.00052435i,0.00061698-0.00044221i,0.00024182-0.0003346i,-0.00021185-0.00046278i
0.0010882-0.0018283i,0.00067796-0.0006118i,0.00055329-0.00059718i,6.6626e-05-0.00064883i,-0.0004328-0.00063551i,-0.00014721+8.1133e-06i,3.4707e-05+0.0010956i,-2.6807e-05+0.0010648i,0.0001343-0.00014627i,0.00043954-0.0010494i,-8.0145e-05-0.0012984i,-0.00044032-0.00070578i,0.00015826+0.0001186i,0.00054792-0.00017488i,0.00097468-0.00017122i,0.00022604+0.00022945i,-0.001007-0.0004627i,-0.00092696-0.0015041i,-0.00039721-0.0010048i,-0.00026696+0.00010088i,-0.00014005-0.0001262i,-0.00018814-0.00027765i,4.7919e-06-0.00010278i
0.0018009-0.0027231i,0.0018997-0.0028032i,2.8722e-05-0.0033392i,-0.0017206-0.0027448i,-0.0020175-0.0013702i,-0.0017401+0.00035165i,-0.00090476+0.0011823i,0.00053511+0.0001869i,0.00088842+0.00014775i,0.00052693+0.0013768i,0.00012784+0.0017314i,4.4529e-05+0.0015004i,0.00048901+0.0017428i,0.00096651+0.0015234i,0.0010267+0.00063094i,0.00084653+0.00056489i,0.0014541-0.00012659i,0.0013297-0.0005053i,-0.00054424+0.00035016i,-0.00087849+0.0005352i,-0.00017715+0.00070475i,0.00022512+0.00032128i,0.00029337+5.2762e-05i
-0.0012129-0.00027675i,-0.00085375+4.5636e-05i,-0.0016327+0.00093344i,-0.0020934+0.00026868i,-0.0010318-0.00098313i,6.696e-05-0.0012396i,0.0012555-0.00092154i,0.00091365+9.6996e-05i,3.6629e-05+0.00083929i,0.00017002+0.00013187i,0.00066819-0.00020789i,0.001068+0.00074063i,0.0010229+0.00080353i,-0.00012926-0.00012394i,-0.00084515-0.00013692i,0.00022847-0.00033096i,0.0010413+0.00011164i,6.9244e-06+0.00030102i,-0.00052715-0.00078663i,-0.00045301-0.0011282i,-8.546e-05-0.00044636i,0.00022216+0.00012139i,0.00044271-6.4172e-05i
-0.0020495-0.00098901i,-0.0023979-0.00026156i,-0.0029704+0.0014303i,-0.0017059+0.0017298i,-0.00062727+0.0010731i,-0.00011159+0.00048169i,0.00066872-1.0516e-05i,0.00086965-0.00083564i,0.00018181-0.00092436i,0.0001571-0.00035679i,0.00079558-0.0001863i,0.00071061+0.00020961i,0.00064329+0.00030925i,0.00090857+0.00049939i,0.00096507+0.0005626i,0.00038342+0.00027734i,-0.00024373+5.7733e-05i,0.00021402-0.0004809i,0.0005872-0.00058763i,-0.00020591+0.00025273i,-0.00085918+0.00082941i,-0.00057227+0.0006008i,0.00017585+0.00049033i
0.0011793-0.0014597i,0.00090647-0.0016441i,-1.7158e-05-0.0024162i,-0.00050541-0.0031248i,-0.00061464-0.0027155i,-0.0011998-0.0020423i,-0.0009912-0.0012633i,-0.00036175-0.0006496i,0.00022697-0.00023128i,0.00055445+0.00012204i,0.00030529+0.00082278i,-0.00014589+0.0010278i,0.00035411+0.00045838i,0.00075113+2.442e-05i,0.00042478+9.7169e-05i,-0.00014464+0.00055616i,-0.00033962+0.00097006i,-0.0002232+0.00064088i,-8.9562e-05-0.00042481i,0.00033576-0.00011587i,0.00020424+0.00066042i,0.00010691+0.0010114i,-0.0001021+0.00052228i
-1.3759e-05-0.001637i,-0.00047787-0.0014093i,-0.00014196-0.00075871i,-0.00067765+0.00054491i,-0.00090257+0.00044777i,-0.00044589+0.00011344i,0.0005578+0.00035696i,0.0012427+0.00066074i,0.0005843+0.001085i,0.00055419+0.0012132i,0.00088466+0.0010517i,0.00094545+0.00075389i,0.0016229+3.4775e-05i,0.0018335-0.00018017i,0.0011964+0.00017709i,0.00051485+0.00048277i,0.00029157+0.00073331i,0.00023661-0.00035972i,7.3078e-05-0.00091705i,0.00031707-0.00019831i,0.00070487+0.00070843i,-0.00013289+0.0010234i,-0.0006645+1.6063e-05i
9.7507e-05+0.00069201i,-0.00050738+0.0016341i,5.0753e-05+0.00073194i,0.00066641-0.00032833i,0.00051589-0.0010173i,-0.00026233-0.00075542i,-0.00075696+0.00036335i,-0.00015564+0.00092873i,0.00050593+0.00010372i,0.00055259-0.00010613i,0.0013044+0.00091942i,0.00064229+0.0011795i,-0.00012653-0.0001049i,0.00027446-0.00080143i,0.00058168+0.00024153i,0.0008895+0.0010187i,0.0004053+0.0013962i,-0.00022901+0.00059944i,-0.00057354-0.00021255i,-0.0011131-0.0001358i,-0.00088844+0.00015358i,-0.00050351+0.00036883i,-0.00057479+0.00023337i
0.00033262+0.0015304i,0.001065+0.00055757i,0.0012769+0.0007072i,0.0011764+0.00072061i,0.00059974-0.0002298i,-0.00019571-0.0004083i,-0.0009032-0.00029401i,0.00024121-0.00040845i,0.0012988-6.9075e-05i,0.00058843+0.00042091i,-0.0002107+0.00054954i,0.00027506+0.00035065i,0.00084886+0.00018875i,0.00018038-2.3257e-05i,-0.00012915+1.9417e-05i,-0.00010727-0.00020629i,-0.00080222-0.00036559i,-0.00064788-0.00030203i,-0.00057034-3.4506e-06i,-0.00052175+0.00028678i,-0.00021855+3.8212e-05i,-0.00027898-0.00063566i,-0.00010664-0.0011819i
0.00032625-0.0016799i,-0.00022076-0.0013891i,-0.00027115-0.0014518i,0.0002712-0.00088042i,-9.6089e-05-0.0005109i,-0.0001661+2.7584e-05i,0.00033965+0.0006172i,0.00064395+0.0003134i,0.00077957+0.00040953i,0.00039597+0.00087949i,0.00062627+0.0013337i,0.00070395+0.0013514i,0.00077008+0.00057079i,0.0010648-0.00016947i,0.0012539-5.1536e-05i,0.0008777+6.6386e-05i,0.00022343-0.00021279i,3.3468e-05-0.00057416i,4.2536e-05-0.0003732i,3.6121e-06-8.743e-05i,0.00022619-8.8716e-05i,0.00077729+0.00019627i,0.00080317+0.00071405i
0.00095058+0.00091743i,0.00038509+0.002218i,0.00034675+0.0016975i,0.00069364-0.0005306i,2.7179e-05-0.0016128i,-0.00074877-0.000969i,-0.00038454-0.0007765i,-0.0002244-0.00058792i,0.00033121-0.00040616i,0.00070542-0.00054799i,3.2146e-06+0.00032603i,0.00029607+0.00064041i,0.00019553-0.00062021i,0.00042344-0.0010046i,0.00090848+1.4534e-05i,0.00036881+0.00012i,0.00014534-0.00045306i,0.00028536-0.00051997i,5.3475e-06-0.00057144i,-0.00066521-6.3387e-05i,-0.00078998+0.00021179i,-0.00080432+0.00051433i,-0.0011859+0.00033408i
-0.00091446-0.00042005i,-0.00067262-0.00030944i,-0.00071835-0.00084224i,-0.00049678-0.00098958i,-0.0012953+0.0003509i,-0.0010812-0.00028055i,-0.0002786-0.00078868i,0.00033784+0.00060567i,0.0008059+0.0006755i,0.0011409+0.00059105i,0.0013982+0.0012009i,0.00030183+0.00095254i,-0.00021155-0.00035307i,0.0010836-0.00051219i,0.0010376-0.00037878i,0.00028236-0.00065676i,0.00043334-0.00066607i,0.00029538-0.00034696i,-8.489e-05+2.3586e-05i,0.00042638-0.00030088i,0.0011897-0.00077707i,0.0010093-0.0011774i,8.0218e-05-0.0014719i
-0.0015791-0.0007211i,-0.0012495-0.00087267i,-0.0017066-0.00017737i,-0.0022548-5.3192e-05i,-0.0019863-0.00061301i,-0.001488-0.00014673i,-0.0012613+0.00092873i,-0.0011921+0.0010703i,-0.00057721+0.0010384i,7.3753e-05+0.00076885i,0.000639+0.00052385i,0.0016003+0.00046385i,0.0013425-0.00066076i,0.00064443-0.001798i,0.0002529-0.0010806i,0.00016326-9.9554e-05i,-0.00012271+4.082e-05i,-0.00030199+0.00030152i,-0.00025284+0.00063962i,-0.00069306+0.00039919i,-0.00043943+0.00064905i,0.00063396+0.00093478i,0.0014191-5.519e-05i
-0.00090143-8.6649e-05i,-0.00060684-0.00047604i,-0.00036645+0.0002424i,-0.00068794-0.00027685i,-0.0011865-0.00094946i,-0.00080679-0.0013191i,0.00017227-0.001184i,0.00053723-0.000348i,0.00021593+0.00057707i,0.00018933-2.7677e-05i,0.00078464-0.00065354i,0.00089038+6.6316e-05i,0.00073133+0.0005536i,0.00077589-5.9337e-05i,0.00079946-0.00081396i,8.3932e-05-0.00054921i,-0.00026524-0.00038096i,0.00014017-0.00031515i,9.1838e-05-5.9005e-05i,-0.00024904-9.8505e-05i,-6.4211e-05-0.00015937i,0.00014239-0.00020356i,-0.00015168+1.5772e-05i
-0.00079077+0.00081777i,-0.00048102+0.00033006i,0.0006534-5.0468e-05i,0.00042784-0.00056939i,0.00017839-0.00026555i,0.00061211+0.00024901i,0.00070556-0.00010556i,0.00090872-0.00072661i,8.8196e-05+7.7101e-05i,-0.00064323+0.00076268i,-0.00014766-7.206e-05i,0.00047843-0.00082756i,0.0006138+9.6181e-05i,0.00070009+0.00060725i,0.00071281+0.00010528i,0.00058294+9.132e-05i,0.00053239-0.00025286i,0.00040983-0.00060249i,3.9696e-05-0.00028356i,2.569e-05-4.4327e-05i,0.00026525+0.00051702i,0.00035202+0.00098595i,0.00015476+0.00095527i
-0.0005964-0.0007737i,-0.00014915-0.00011438i,5.5532e-05-3.6933e-05i,-1.953e-05-0.00076405i,-0.0010699-0.00095123i,-0.0016527-0.00066715i,-0.00065881-0.00080091i,3.9904e-05-0.00026785i,0.00035534+0.0005949i,9.3088e-05+0.00091045i,-0.0001373+0.0010657i,0.000458+0.00058565i,0.0008241-0.00053873i,0.00095664-0.00058097i,0.0012914-0.00023251i,0.0014593-0.00079811i,0.00047687-0.0012272i,-0.00018345-0.00086056i,-7.2957e-07+0.00075221i,5.3926e-05+0.00098372i,-0.0004767-0.00024097i,-0.0012536-8.9418e-05i,-0.0011876+0.00078488i
0.0015734-0.0010104i,0.001466-0.001253i,0.0015459-0.0014737i,0.00081505-0.0022273i,-0.00026959-0.0020203i,-0.00072604-0.0011578i,-0.00026823-0.00018189i,-0.00010449+0.00042774i,0.00032581+3.5849e-05i,0.00078797-0.0005304i,0.00022143-0.00073631i,-0.00026602-0.00072288i,0.00049265+0.00016172i,0.00094972+0.00050475i,0.00090667-0.00078862i,0.00078573-0.0007908i,0.00030027-0.00019897i,3.1625e-05-0.00028889i,-0.00065265-0.00028935i,-0.0011309-0.0002713i,-0.0011561-0.00029226i,-0.0007135-0.00026956i,-0.00020303-0.00040256i
0.00067722-0.0011108i,0.00041409-0.0010061i,-0.0001439-0.0021029i,-0.00076223-0.0017379i,-0.00062803-5.7348e-05i,-0.00061951+0.0012195i,-0.00064059+0.0019817i,-2.4902e-05+0.0015429i,0.00016811+4.5694e-05i,8.4824e-05-0.0010846i,2.9692e-05-0.00060668i,2.286e-07-0.00040712i,0.00061071-0.00039162i,0.00070182+0.00054704i,0.00053876+0.00029578i,0.0008901-0.00023777i,0.00060492-0.00046506i,6.2149e-05-0.00056298i,6.4749e-05-0.00086011i,0.00042515-0.00062317i,0.00028516+0.00084416i,-0.00059699+0.0012688i,-0.00086093+0.00074817i
-0.0012112-0.0012364i,-0.0012588-0.0012616i,-0.0018558-0.00076373i,-0.0019349-0.00030482i,-0.0011661+0.00030873i,-0.00058587+1.3564e-05i,0.0001117+0.00073787i,0.0002212+0.0012099i,-6.1129e-05+0.00035169i,0.0005952+0.00054759i,0.00060641+0.00096131i,0.00015105+0.00057774i,0.00056766+0.00071301i,0.0010664+0.00059047i,0.0018483-0.00048144i,0.0018753-0.0002225i,0.0007265+0.00017222i,0.00070233-0.00038849i,0.00058618-0.0010289i,-6.5543e-05-0.0012532i,0.0002638-0.00078146i,0.00088484-0.00054883i,0.0011747-0.00033944i
0.00069791-0.0019957i,0.00093625-0.0019059i,-0.00075999-0.0025263i,-0.0014409-0.0027659i,-0.0011734-0.0010358i,-0.00076556+0.00028293i,-0.00047491+0.00022165i,-0.00066007+0.00042986i,-0.00074587+0.00064532i,0.000205+0.00047383i,0.0010141+0.00081999i,0.00081174+0.00021466i,0.0006251-0.00079539i,0.00037347+0.00023336i,-9.7096e-05+0.0012615i,-0.00025337+0.0010847i,-0.00019937+0.00082792i,0.00027002+0.00080881i,0.00034588-5.4006e-05i,-0.00034648+2.841e-05i,-0.000362+0.00067474i,0.00020565+0.00023135i,0.00028494+0.0003076i
-0.0010891-0.0017504i,-0.00058142-0.0016214i,-0.0012991-0.0012022i,-0.0019669-0.0009722i,-0.00091111-0.00042828i,6.9723e-05+0.00015979i,1.5789e-05+0.000704i,0.00048537+0.00086527i,0.00011861+0.00068322i,-6.1481e-05+0.0003453i,0.00059887+0.00070881i,0.000861+0.0011053i,0.00067966+0.00061116i,0.00056059+0.00061773i,-3.5682e-05+0.00082364i,-8.3923e-05+0.0003468i,5.156e-05+6.3471e-05i,-0.00020789-0.00035436i,-0.00034232-0.000406i,-0.00043449-0.0003102i,0.0002369+0.00028694i,0.00017803+0.00097192i,-0.00019378+0.00043618i
-0.001068-0.001625i,-0.001702-0.0019606i,-0.0017423-0.0017702i,-0.001446-0.0010486i,-0.0016771+5.5222e-05i,-0.0020732+0.0011319i,-0.00086743+0.0010463i,-0.00028025+0.00078066i,-0.000834+0.00083925i,-0.00033731+0.00044798i,0.00054621+0.00042798i,0.00040793+0.0010715i,0.00063812+0.00082839i,0.0008375+2.8675e-05i,0.00045506-0.00054558i,0.00078464-0.00040886i,0.0008856-0.00017453i,0.00022309-0.00085907i,-0.00034953-0.0010585i,-0.0004411-0.00087936i,-0.00013479-0.00053896i,6.7737e-05+7.2955e-05i,-0.00025351-0.00015912i
0.0018991+0.00059659i,0.001243-0.00030203i,0.0008615-0.0011133i,0.00010237-0.0014803i,-0.0010196-0.001544i,-0.001703-0.00096148i,-0.00057016-0.00036941i,0.00027461+3.8858e-06i,0.0003037+0.00060867i,-3.8412e-06+0.001213i,-0.00034003+0.0014247i,0.00064722+0.0007506i,0.0014852-0.00048949i,0.0012981-0.0011651i,0.0008082-0.0010772i,-0.00042728-6.4325e-05i,-0.0015159+0.00027561i,-0.0011202-0.00078433i,-0.00010575-0.0011964i,0.00073032-0.00091337i,0.00050673-0.00068838i,-0.00032094-0.00012955i,-0.00059818+9.3052e-05i
0.0012541-0.0004185i,0.00061542-0.00021557i,0.00014232-0.00076427i,-0.00043512-0.0016022i,-0.00063798-0.0011163i,-7.5831e-05-0.0004473i,0.00058393+0.00068997i,-3.4445e-06+0.0009813i,-0.00035415-9.5705e-05i,0.00034732+0.00015366i,0.00011055+0.0010737i,-0.00081646+0.001223i,-0.00050665+0.0005256i,0.00055772-0.00072028i,0.00048455-0.00074957i,0.00048625-3.5728e-05i,0.0009394-2.7592e-05i,0.00048803+0.00022842i,-0.00032353+0.00057914i,-0.00038525+0.00032414i,0.00026549-3.6596e-05i,-6.7786e-05-0.00025012i,-0.00053804-0.00046655i
-0.0013983-0.0012498i,-0.0014972-0.0011715i,-0.0011113-0.0010351i,-0.00072462-0.00057319i,-0.000209-0.00037356i,-0.00057812-0.00060276i,-0.00061896-0.00037942i,-0.00054203+0.00043495i,-0.00069271+0.00094332i,-4.1879e-05+0.00038821i,0.0012031-0.00050794i,0.0014869-0.00030824i,0.001423+0.00090767i,0.0014988+0.0012492i,0.0010839+0.00041829i,0.00046692-0.0003171i,0.00015854-0.00016153i,0.00042554+7.0711e-05i,0.00044227-0.00027183i,-3.2522e-06+0.00025574i,-0.00011417+0.00057344i,0.00014038-5.8814e-05i,0.00049602-0.0003437i
-0.0010378-0.00034462i,0.00012873-0.00062103i,-2.9765e-05-0.00074699i,-0.0013003-8.2982e-05i,-0.0010995+0.0013501i,-0.00060388+0.00096474i,7.727e-06-0.00013451i,-0.00010828+0.00034396i,-0.00085699+0.00056605i,-0.00065273+1.9242e-05i,0.00026269-0.00046146i,0.00063008-0.00018051i,0.00099632+4.3561e-05i,0.0008997+0.00022706i,-0.00023187+2.9813e-05i,-0.00035162-0.00030141i,0.00021499-0.00067124i,0.00011454-0.0010384i,-0.00017199-0.0011975i,-2.5267e-06-0.0010175i,-0.00010517-0.00025617i,-0.00062226-6.0519e-05i,-0.00080273-0.00016159i
-0.00060481+0.0018794i,0.00093544+0.00083291i,0.001051+0.00037803i,8.0431e-05+0.000241i,2.1438e-06-0.00012646i,-0.00014181-0.00052956i,-0.000124-0.00088196i,0.00038969-0.00064867i,0.00012825-3.2256e-05i,0.00071102+0.00045439i,0.0012208+0.00020726i,0.00074014-0.00059186i,0.0005525-0.0006625i,0.00044927-0.00053308i,0.00058564-0.0004419i,0.00080292-0.0001386i,0.00047244-0.00064579i,0.0004601-0.00089303i,0.00044164-0.0007173i,0.00072503-0.00031243i,0.0010689+0.00011021i,0.00067678+7.1263e-05i,6.3674e-05+0.00060052i
0.00030346-0.00078052i,0.0002154-0.0012977i,0.00015892-0.0016782i,0.00097168-0.00165i,0.0016045-0.00039372i,0.00090332+0.000557i,0.00058411+0.00053776i,0.0012844+0.00080995i,0.0015304+0.0017087i,0.001392+0.0017025i,0.0013513+0.0016091i,0.00062346+0.0010136i,0.00034413+0.00059395i,0.00031579+0.00051582i,-4.086e-05+1.2552e-05i,-0.00044477-0.00051781i,-0.00090316-0.0010466i,-0.0005512-0.00080898i,-0.00052349-1.7475e-05i,-0.00081285-0.00040337i,-0.00077612-0.00055197i,-0.00040474-0.00034609i,0.00034888-0.00073556i
-0.00013536-0.00033252i,-0.0010186-0.0011072i,-0.00026255-0.0014995i,0.00018373-0.0012014i,-0.00016213-0.00064607i,-0.0011249+0.00036497i,-0.0011115+0.00055002i,-0.0002035-0.00033161i,0.00016717-0.0003501i,0.0002776-0.00031431i,0.00032687+9.0797e-06i,0.00087817+0.000184i,0.0010456+0.00074322i,0.00091553+0.0010366i,0.0011946+0.00077486i,0.00069234+0.00067155i,-0.00011929-0.00024677i,0.00030726-0.0017367i,-1.3769e-05-0.0012621i,-0.0010542+0.00053057i,-0.00020526+0.00092538i,0.00072757-8.3928e-05i,0.00022615-0.00088371i
-0.0018275+0.0015536i,-0.001251+0.0012741i,-0.0006199+0.0012462i,-0.00028595+0.00065479i,-0.00056133-0.00010255i,-0.00013066+4.6979e-05i,0.00035876+0.00020771i,-9.1702e-05+2.0733e-05i,0.00064468+0.00023221i,0.0012287+0.0006703i,0.00044912+0.00021803i,0.00035971-0.0005418i,0.00041147-0.00064064i,0.00048166-0.00080546i,0.00029911-0.0010931i,-9.6952e-06-0.00082667i,0.0001749-0.00034191i,6.56e-05+5.8765e-05i,-0.00032619-0.00039773i,-0.00033058-0.00076624i,-0.00049902-0.00048072i,-0.00028032-0.00024773i,0.00023607-3.4868e-05i
0.00040741-0.00084591i,0.00058066-0.0011976i,0.0011412-0.00079309i,0.00084273-0.00077603i,0.00022567-0.0016954i,-0.00032977-0.00087653i,-0.00067406+0.00010537i,-0.00018889+0.00028893i,0.00015122+0.0001622i,-5.7533e-05-0.00023087i,-0.00045073-0.00038672i,8.2888e-06+0.00018762i,-0.00021751+0.00063886i,-0.0011056+0.00023728i,-0.00072732+0.0001589i,3.6796e-05+9.5331e-05i,-0.00039158-0.00092443i,-0.00050031-0.0014732i,-0.00061241-0.00064984i,-0.00066585+0.00035721i,-0.00018462+0.00053224i,0.0003865-0.00024701i,0.00065054-0.00097274i
0.00060391-0.00034592i,-5.4499e-05-0.00015302i,-1.8499e-05-0.0015393i,0.00067732-0.00177i,0.00059077-0.0008938i,-0.00036481-0.00092445i,-0.00075917-0.00077791i,4.3649e-05+0.00041116i,-8.8603e-05+0.00033616i,-0.00059637-0.000536i,-0.00038079-0.00093307i,-7.3268e-06-0.00023372i,0.00016722+0.00010099i,0.00019913-0.00026734i,0.00028723-6.2297e-05i,0.00036781-0.0001982i,0.00030759-3.5738e-05i,5.861e-05+0.0010155i,-0.00064398+0.00063559i,-0.0011258-0.00017849i,-0.00075411-0.00054466i,-0.00015013-0.00049733i,-0.00010853-0.00043767i
