-0.002402+0.0011997i,-0.0016002+0.00032854i,-0.0014519+0.00095806i,-0.00098598+0.00090415i,-0.00094428+0.0013739i,-0.00033956+0.0016513i,-0.00019024+0.0022341i,-0.00023192+0.0024737i,0.00030415+0.001805i,0.0010752+0.00046234i,0.0016033-0.00043322i,0.0017996-0.0014675i,0.0011391-0.0016728i,1.3031e-05-0.0018003i,0.00030769-0.0016782i,0.0006087-0.00030246i,0.00057695+0.00010272i,0.00027855+0.00032221i,-0.00048462+0.00036774i,-0.00050071-0.00048907i,8.4984e-05+0.00044421i,0.00011788+0.0015944i,0.00031766+0.0011541i
-0.066796+0.079395i,-0.12162+0.16547i,-0.12094+0.25194i,-0.068918+0.26335i,-0.030822+0.1822i,-0.0015787+0.089621i,0.029519+0.034473i,0.038593+0.0094996i,0.024979+0.0037791i,0.0082578+0.0022992i,-0.0049963-0.00030797i,-0.013934+0.002301i,-0.01466+0.0077297i,-0.0076323+0.0099423i,0.00095559+0.0099696i,0.0049986+0.010369i,0.0072369+0.0087281i,0.010476+0.0049742i,0.011721+0.0011174i,0.0079972-0.0018726i,0.004007-0.002356i,0.0026384-0.0021238i,0.0025317-0.0015001i
-0.033939-0.10399i,-0.083637-0.17725i,-0.16966-0.19495i,-0.22385-0.13679i,-0.17355-0.064116i,-0.090767-0.014266i,-0.043317+0.024381i,-0.020671+0.043733i,-0.0088413+0.038697i,0.00064402+0.022836i,0.0066734+0.006185i,0.0021281-0.0061187i,-0.0062612-0.010802i,-0.010569-0.0083866i,-0.011337-0.0027198i,-0.011031+0.0012128i,-0.009319+0.0041539i,-0.0034158+0.0088123i,0.0039491+0.012675i,0.0058356+0.012589i,0.0030765+0.0088964i,-0.0013824+0.0038756i,-0.005003+0.00060834i
0.098999+0.029334i,0.17362+0.011618i,0.22498-0.066451i,0.21707-0.14472i,0.14444-0.13355i,0.064428-0.071541i,0.0065576-0.037163i,-0.021453-0.027293i,-0.020552-0.020148i,-0.013148-0.0091344i,-0.0058901+0.0028416i,0.00626+0.0072453i,0.015406+0.0018662i,0.013213-0.005537i,0.0069214-0.01029i,0.0035416-0.01184i,0.0027292-0.010227i,0.0020097-0.0051937i,-0.00013969+0.0033476i,-0.0019033+0.0098888i,-0.0018017+0.0088622i,-0.0018204+0.0034363i,-0.0016408-0.0023185i
-0.086728+0.057142i,-0.10077+0.12072i,-0.034764+0.17914i,0.057772+0.18676i,0.085483+0.12749i,0.055752+0.049875i,0.036833-0.0080679i,0.029025-0.037536i,0.01679-0.038404i,0.0028318-0.029815i,-0.010224-0.021291i,-0.015014-0.0082067i,-0.011052+0.0032251i,-0.0029022+0.0062034i,0.005635+0.005335i,0.0089468+0.0050365i,0.00834+0.0058198i,0.0075525+0.0041967i,0.0058398+0.0013091i,0.0022394+0.00025851i,0.0009365-0.0011089i,0.0038631-0.0024948i,0.0081543-0.0020526i
0.014143-0.1135i,-0.031456-0.14852i,-0.12926-0.084577i,-0.20481+0.017431i,-0.18028+0.055247i,-0.089903+0.03868i,-0.017383+0.027398i,0.012493+0.028436i,0.014701+0.028511i,0.014913+0.023249i,0.018151+0.0087483i,0.011351-0.0062353i,-0.00055041-0.010502i,-0.0056191-0.005399i,-0.0049274+0.0029005i,-0.0037975+0.0081477i,-0.0041913+0.008778i,-0.002464+0.01078i,0.0016396+0.012397i,0.0029867+0.0083143i,0.00084931+0.0041799i,-0.0012296+0.0043153i,-0.0029849+0.0059871i
0.069343+0.078752i,0.11021+0.06909i,0.091037-0.037047i,0.030828-0.13484i,-0.0036423-0.12145i,-0.010561-0.048486i,-0.020132+0.0067922i,-0.028223+0.029403i,-0.022568+0.028802i,-0.013314+0.022861i,-0.0041038+0.022964i,0.0069567+0.021835i,0.013232+0.015643i,0.0091429+0.0065889i,-9.0452e-05-0.00098431i,-0.0043461-0.0037638i,-0.0044561-0.0029245i,-0.0063197+0.00087243i,-0.0080061+0.0083497i,-0.0068009+0.013789i,-0.0058543+0.010413i,-0.007509+0.0019363i,-0.0093426-0.0053594i
-0.11759-0.00032356i,-0.13717+0.011245i,-0.0084637+0.021409i,0.15649+0.0051902i,0.17338-0.019877i,0.087258-0.023624i,0.021262-0.023259i,-0.0039473-0.033871i,-0.0089824-0.038963i,-0.010166-0.03586i,-0.017477-0.025919i,-0.021326-0.010951i,-0.015922-0.0010968i,-0.0075735+0.0025809i,-0.0012962+0.00049257i,0.0017126-0.0036089i,0.0027213-0.003512i,0.0027072-0.0011555i,0.00013897+0.0013049i,-0.0030261+0.0041826i,-0.0014397+0.0042339i,0.0050919+0.0014566i,0.011401-0.00074674i
0.090733-0.10006i,0.1132-0.11643i,0.036656-0.027315i,-0.050909+0.084679i,-0.045362+0.095641i,-0.0081659+0.032123i,0.013455-0.018704i,0.022909-0.031685i,0.019333-0.022175i,0.016305-0.0097317i,0.013298-0.0094322i,0.0045687-0.016166i,-0.0028213-0.019369i,-0.0049547-0.013809i,-0.001046-0.0035595i,0.0043658+0.0027535i,0.0065471+0.0074468i,0.0042818+0.010703i,-3.8964e-05+0.0090342i,-0.0027891+0.0044576i,-0.0038787+0.0028641i,-0.0032921+0.0066971i,-0.0012551+0.011332i
0.027209+0.12637i,0.0058975+0.17388i,-0.064625+0.11449i,-0.15026+0.030471i,-0.16195+0.020923i,-0.080971+0.038667i,-0.0083221+0.040176i,0.012857+0.039267i,0.011476+0.037245i,0.0044326+0.031388i,0.0047547+0.024898i,0.0093637+0.018066i,0.0096883+0.013168i,0.0077526+0.0094632i,0.0029818+0.0070761i,-0.0022239+0.0087736i,-0.0058246+0.010247i,-0.0096749+0.010089i,-0.012131+0.0089468i,-0.013464+0.004408i,-0.014675-0.0014561i,-0.016561-0.0076432i,-0.017374-0.012178i
-0.15817-0.067868i,-0.19237-0.12868i,-0.088648-0.1523i,0.051881-0.13621i,0.077717-0.099126i,0.017231-0.037646i,-0.025713+0.015229i,-0.029464+0.030914i,-0.017762+0.017884i,-0.0099452-0.0016148i,-0.009869-0.0060371i,-0.0095965+0.002765i,-0.0094078+0.0097223i,-0.009642+0.010209i,-0.0084058+0.0033206i,-0.0096944-0.0048989i,-0.012018-0.0072297i,-0.013352-0.0070043i,-0.013382-0.00392i,-0.010353-0.00012804i,-0.0033414-0.0011131i,0.0060695-0.005628i,0.012619-0.00793i
0.16624-0.091163i,0.24655-0.094369i,0.24538-0.043479i,0.21232-0.0036299i,0.17481-0.016512i,0.10111-0.051792i,0.030457-0.066463i,-0.0040063-0.059953i,-0.016462-0.04247i,-0.013015-0.0222i,-0.0083889-0.012503i,-0.0092472-0.013253i,-0.0071972-0.017927i,-0.0051728-0.017287i,-0.0014017-0.010184i,0.0040505-0.0075048i,0.0061766-0.0076937i,0.0053862-0.0059973i,0.0021289-0.0051921i,-0.0015391-0.0045374i,-0.00040695+0.0010918i,0.0030695+0.012498i,0.003125+0.021681i
-0.0050923+0.19995i,-0.043785+0.28922i,-0.11652+0.26817i,-0.17443+0.18657i,-0.13998+0.12662i,-0.035513+0.072898i,0.033389+0.014884i,0.037763-0.015024i,0.020477-0.012291i,0.010608-0.0011908i,0.0089131-0.0016932i,0.0071778-0.0071787i,0.0062969-0.0067832i,0.0060949-0.0045751i,0.0035174-0.0002953i,0.0040297+0.0066216i,0.0058755+0.011164i,0.0015036+0.0096107i,-0.0047649+0.0024256i,-0.0086314-0.0060359i,-0.012921-0.010609i,-0.017041-0.01303i,-0.020228-0.015059i
-0.19117-0.16573i,-0.25908-0.24808i,-0.22552-0.22315i,-0.17204-0.11472i,-0.15985-0.017739i,-0.1219+0.046066i,-0.056011+0.070159i,-0.012481+0.061003i,0.011697+0.040902i,0.019019+0.018637i,0.014603+0.0076262i,0.010499+0.0083155i,0.0043436+0.011685i,-0.00038344+0.013539i,-0.001572+0.010614i,-0.0051234+0.0055745i,-0.0112+0.0024042i,-0.014826-0.00090857i,-0.011147-0.0054391i,-0.0038866-0.0091369i,0.0020731-0.011576i,0.0079247-0.016042i,0.012992-0.021509i
0.23788-0.061496i,0.34367-0.097969i,0.34709-0.12044i,0.29039-0.12897i,0.20919-0.12482i,0.085723-0.1051i,-0.007142-0.058808i,-0.02413-0.014858i,-0.018012-0.001821i,-0.019621-0.0030202i,-0.022001+0.0013154i,-0.015583+0.0084964i,-0.0062506+0.0089337i,-0.0030376+0.0055839i,-0.0021886+0.001516i,-0.00055298-0.0065709i,-0.00011979-0.015245i,0.0013844-0.019015i,0.0051767-0.015746i,0.0075993-0.0077133i,0.0083608+0.0031686i,0.010254+0.01667i,0.011079+0.026266i
-0.078505+0.26131i,-0.10759+0.37842i,-0.081701+0.332i,0.004428+0.16711i,0.08651+0.035188i,0.11508-0.018809i,0.086751-0.038164i,0.031064-0.041202i,-0.0087204-0.030174i,-0.014588-0.016432i,-0.0058572-0.011202i,-0.0060022-0.011815i,-0.0092012-0.013953i,-0.0079993-0.016267i,-0.0057987-0.011876i,-0.0016114-0.003751i,0.0064091-8.6124e-05i,0.013905-0.00060454i,0.013997-0.0046426i,0.0063568-0.0087624i,-0.0043655-0.0081856i,-0.015798-0.0041517i,-0.024567-3.6306e-05i
-0.15835-0.25917i,-0.24096-0.32547i,-0.27368-0.20781i,-0.27556-0.0029635i,-0.22947+0.11544i,-0.12616+0.12602i,-0.036696+0.080471i,-0.0022734+0.022785i,0.0096228+0.0007111i,0.022939+0.0047003i,0.027031+0.0036555i,0.019291-0.004006i,0.01084-0.0072426i,0.0054147-0.0057859i,0.0014178-0.0034708i,-0.0018882+0.0014952i,-0.0035705+0.0077643i,-0.0043089+0.009627i,-0.0024767+0.0062104i,0.0019109+0.00072426i,0.0052267-0.0076329i,0.0086156-0.021047i,0.010859-0.032616i
0.27351-0.0053391i,0.38662-0.059099i,0.33564-0.091107i,0.158-0.058964i,-0.006621-0.010638i,-0.074193+0.0073345i,-0.05799+0.0073828i,-0.010663+0.0098124i,0.017398+0.0078578i,0.0084269-0.00052598i,-0.0094745-0.0016033i,-0.010733+0.0072356i,-0.0032066+0.017291i,0.00064998+0.022194i,0.0035868+0.01634i,0.0050721+0.0050198i,0.0010968-0.0034177i,-0.0022341-0.0067535i,0.0007882-0.0043107i,0.0056106+0.002435i,0.0084376+0.0097498i,0.014188+0.017657i,0.024229+0.021544i
-0.18854+0.27195i,-0.22896+0.37672i,-0.11914+0.25327i,0.075085-0.010557i,0.19078-0.16037i,0.15685-0.15458i,0.073435-0.08378i,0.02486-0.012762i,0.0018786+0.01265i,-0.0098938+0.0037778i,-0.011878-0.0031863i,-0.0098067-0.0045224i,-0.01128-0.0091244i,-0.01281-0.013279i,-0.0096041-0.010917i,-0.0038156-0.0058285i,0.0034354-0.0032548i,0.012059-0.0042879i,0.01624-0.0050217i,0.010206-0.0045434i,-0.0029781-0.0017026i,-0.018796+0.0076856i,-0.029017+0.020437i
-0.053945-0.30329i,-0.13326-0.37844i,-0.16742-0.25114i,-0.10373-0.068213i,-0.01113+0.0031581i,0.04045+0.011908i,0.033828+0.012946i,-0.010119+0.00060916i,-0.036657+0.0040401i,-0.018056+0.018748i,0.0080878+0.014674i,0.012281-0.0014291i,0.0079974-0.017787i,0.0037304-0.027164i,-0.0018593-0.022209i,-0.0049803-0.010674i,-0.0027939+0.00021561i,0.0028528+0.0084016i,0.0074251+0.0087363i,0.0093092+0.0017113i,0.0076261-0.0093564i,0.0023462-0.024379i,-0.0070096-0.03607i
0.2935+0.053017i,0.43146+0.050667i,0.33099+0.082082i,0.038646+0.19746i,-0.16161+0.27216i,-0.16+0.20893i,-0.080735+0.091906i,-0.024439+0.0079024i,-0.0034512-0.027073i,-0.001287-0.027414i,-0.0042402-0.018191i,-0.0068899-0.0069827i,-0.0026489+0.0093725i,0.0054089+0.019627i,0.010147+0.015865i,0.0091979+0.0050857i,0.0040556-0.0011744i,-0.0022932+0.00018011i,-0.0045607+0.0046855i,-0.00023542+0.0086905i,0.0077612+0.0093984i,0.017742+0.0063351i,0.030637-0.0003799i
-0.31629+0.19178i,-0.39322+0.26554i,-0.26289+0.17808i,-0.072936-0.014372i,-0.0033288-0.10678i,-0.0089612-0.072184i,-0.0036563-0.030408i,0.019264-0.010395i,0.035691-0.0073464i,0.023754-0.014897i,0.0040766-0.01152i,-0.0011347-0.005568i,-0.0047523-0.004175i,-0.0074477+0.0015622i,-0.0030299+0.0061469i,0.0026462+0.004967i,0.0036062+0.00094451i,0.002543-0.0017214i,0.0034106-0.0010246i,0.0037022+0.00050507i,-0.0016401+0.0039006i,-0.011488+0.012854i,-0.01499+0.028034i
0.030332-0.27995i,-0.048018-0.38857i,-0.10186-0.40063i,0.0059342-0.378i,0.15927-0.34339i,0.16479-0.24977i,0.084191-0.12381i,0.026908-0.030733i,-0.0017201+0.017245i,-0.0083995+0.030304i,-0.0010522+0.024668i,0.010293+0.013331i,0.017958-0.0057786i,0.012087-0.022335i,0.00037417-0.020085i,-0.0050042-0.0060169i,-0.0022182+0.0036198i,0.0043737+0.0065777i,0.0089234+0.0073268i,0.012263+0.0063264i,0.01191-0.00022666i,0.0025431-0.011459i,-0.014848-0.017194i
0.31629+0.16625i,0.46587+0.20575i,0.40959+0.23374i,0.18281+0.29431i,0.0080165+0.29757i,-0.012794+0.19364i,0.013682+0.091198i,0.0041141+0.03575i,-0.018398+0.0098958i,-0.014888-0.00032383i,-0.0013086-0.011146i,-0.0042696-0.010006i,-0.0060883+0.0051771i,0.00058602+0.011171i,0.0040853+0.0066633i,0.0029275+0.0031235i,0.0013499+0.0037848i,0.0021994+0.0086419i,0.0032271+0.012665i,0.0034178+0.01308i,0.0069571+0.011417i,0.015158+0.004931i,0.020668-0.010951i
-0.35729+0.0069987i,-0.39862+0.099779i,-0.26373+0.22626i,-0.14884+0.2975i,-0.14425+0.28998i,-0.13352+0.22994i,-0.085804+0.13358i,-0.047091+0.04577i,-0.016689-0.0074589i,-0.0022742-0.022672i,-0.0024582-0.012677i,-0.0048317-0.0066843i,-0.0085595-0.00048925i,-0.0054364+0.012372i,0.002162+0.01456i,0.0030116+0.0066559i,-0.0033593+0.0029304i,-0.009696+0.0053707i,-0.010275+0.0069075i,-0.0081698+0.0049385i,-0.0095135+0.0041606i,-0.011566+0.0077626i,-0.0042441+0.014842i
0.068443-0.23156i,-0.057775-0.37459i,-0.17975-0.47847i,-0.13565-0.52704i,-0.0098973-0.47286i,0.018477-0.32046i,-0.014675-0.18186i,-0.013988-0.10658i,-0.00043746-0.053703i,-0.003-0.018263i,-0.0096268-0.00020817i,-0.00043281+0.0048319i,0.0084319-0.0064883i,0.0026877-0.016938i,-0.0054629-0.015543i,-0.0069022-0.0084697i,-0.0060541-0.0067565i,-0.011329-0.0091632i,-0.013985-0.0050583i,-0.0073349+0.0045363i,0.00078842+0.0084746i,0.0024523+0.0040552i,-0.00561+0.0043109i
0.19594+0.32794i,0.30848+0.32859i,0.27887+0.13381i,0.1476-0.067789i,0.064859-0.13941i,0.072924-0.12987i,0.10162-0.086562i,0.095955-0.030059i,0.062312+0.0060161i,0.037683+0.012343i,0.025114+0.0017603i,0.010602-0.0044021i,0.00072929-0.0050444i,-0.0038513-0.0082242i,-0.0076142-0.0071183i,-0.0052125-0.0010024i,0.0049476+0.0019261i,0.014156-0.0031219i,0.011531-0.0055808i,0.0012847+0.0025997i,-0.0015046+0.013196i,0.0045868+0.014693i,0.0063805+0.001969i
-0.2107-0.18416i,-0.1772-0.036305i,-0.0027106+0.29165i,0.13786+0.54656i,0.13239+0.55703i,0.068205+0.41072i,0.038212+0.27168i,0.024334+0.17438i,0.0095014+0.094615i,0.0010143+0.043009i,-0.0014892+0.01758i,-0.0032954+0.0071025i,-0.00065434+0.011513i,0.006336+0.019754i,0.010436+0.016293i,0.0056538+0.0064526i,-0.0032677+0.0073633i,-0.0021069+0.015049i,0.0070211+0.011787i,0.0057395-0.00037886i,-0.0060325-0.0084643i,-0.014833-0.0083934i,-0.011471-0.0073248i
0.14-0.18592i,0.045873-0.30308i,-0.083142-0.26613i,-0.10283-0.11675i,-0.054397-0.024373i,-0.059164-0.011254i,-0.12001-0.024492i,-0.14703-0.034977i,-0.11345-0.035i,-0.066942-0.031703i,-0.034568-0.021193i,-0.012679-0.0057084i,-0.0017086+0.0055265i,0.0038251+0.010024i,0.0062931+0.0051031i,0.0031609-0.0036817i,-0.0065852-0.009589i,-0.019037-0.010245i,-0.019773-0.0055656i,-0.0083294-0.0010209i,-0.00090136-0.00083573i,-0.0016635-0.0018371i,-0.0017167+0.0028112i
-0.12396+0.37155i,-0.10997+0.32465i,-0.15122-0.064893i,-0.28071-0.48137i,-0.31283-0.58063i,-0.18549-0.4435i,-0.054324-0.3111i,-0.0062632-0.22329i,-0.0014021-0.13277i,0.010092-0.058898i,0.022493-0.023199i,0.019747-0.019032i,0.0047547-0.030032i,-0.01252-0.03292i,-0.019836-0.021828i,-0.012189-0.010119i,0.0045741-0.0098322i,0.014582-0.019682i,0.0078563-0.022243i,-0.0050093-0.00733i,-0.0083614+0.010921i,-0.0020096+0.0168i,-3.4182e-05+0.011679i
0.01848-0.21647i,0.037216-0.11954i,0.11485+0.066956i,0.20269+0.16318i,0.19757+0.17742i,0.15729+0.17823i,0.177+0.15442i,0.19066+0.099058i,0.14262+0.05081i,0.070143+0.030764i,0.018738+0.022169i,-2.0224e-05+0.015608i,0.0011879+0.008268i,0.0011274+0.00078835i,-0.0024949-0.00041054i,-0.0019163+0.0027898i,0.004832+0.0087713i,0.019915+0.01651i,0.03187+0.014207i,0.025906+0.00062919i,0.0082448-0.010459i,-0.0050536-0.014373i,-0.0092845-0.017506i
0.26669-0.084859i,0.31406-0.12005i,0.30646+0.094207i,0.36375+0.43599i,0.39797+0.53064i,0.24605+0.37522i,0.048582+0.24729i,-0.015206+0.19192i,-0.0045149+0.1116i,-0.0059718+0.027975i,-0.014227-0.0052926i,-0.013982+0.0042408i,-0.0020962+0.02522i,0.01202+0.033795i,0.019765+0.024802i,0.016221+0.01235i,0.0020509+0.0099346i,-0.0070678+0.016634i,-6.3109e-05+0.020447i,0.011972+0.012666i,0.012885-0.000806i,0.004111-0.0064513i,-0.00081541-0.0039547i
-0.39549+0.1371i,-0.4467+0.13696i,-0.39629-0.031203i,-0.40884-0.24016i,-0.41633-0.32493i,-0.30202-0.30137i,-0.20828-0.23951i,-0.19311-0.1564i,-0.14677-0.073139i,-0.060742-0.025641i,0.0014301-0.0097908i,0.019005-0.0093613i,0.0079785-0.011384i,-0.0038857-0.005831i,-0.006532+0.001618i,-0.0054987+0.0039651i,-0.004569-0.00038882i,-0.0061648-0.0078634i,-0.011188-0.0081422i,-0.014933+0.0019768i,-0.015159+0.013508i,-0.011063+0.01683i,-0.0062817+0.016045i
0.092162-0.10779i,0.012044-0.11486i,-0.12399-0.20764i,-0.2512-0.35496i,-0.29237-0.3349i,-0.16717-0.17038i,0.0045128-0.10549i,0.056123-0.1269i,0.02847-0.091335i,0.010904-0.025391i,0.0041039+0.008154i,0.00031491+0.012944i,-0.0041469+0.0017659i,-0.015109-0.010189i,-0.022028-0.011146i,-0.01803-0.0092724i,-0.008512-0.0087815i,0.0024238-0.0027449i,0.0094315+0.0045296i,0.0079882+0.003906i,0.0030981-0.0019815i,0.0022587-0.0098721i,0.0020021-0.016851i
0.30779+0.1469i,0.42924+0.10928i,0.44805+0.13228i,0.47526+0.24472i,0.48652+0.29728i,0.35277+0.25326i,0.21697+0.19293i,0.19183+0.11735i,0.15657+0.038251i,0.080427+0.0015503i,0.020949-0.0074252i,-0.011301-0.004607i,-0.015997+0.0057867i,-0.0041407+0.0061281i,0.0040774-0.0007837i,0.0062553-0.0022593i,0.0054961+0.0026054i,0.003098+0.0099627i,0.0052376+0.016437i,0.012036+0.012553i,0.01204+0.00028625i,0.0049871-0.0061098i,0.0013667-0.0086507i
-0.3333-0.24102i,-0.33476-0.18876i,-0.14631+0.021776i,0.077858+0.16346i,0.15228+0.080534i,0.075181-0.058687i,-0.025896-0.040565i,-0.04753+0.057172i,-0.01209+0.066517i,0.0036426+0.018687i,0.0035812-0.0041686i,0.012215-0.010006i,0.019645-0.012896i,0.020225-0.0061875i,0.016518+0.0030399i,0.0085683+0.0087543i,0.00034782+0.010241i,-0.0056146+0.0077143i,-0.010949+0.0035005i,-0.012252+0.00094345i,-0.013346+0.0033655i,-0.017647+0.0085575i,-0.015641+0.012122i
0.066035-0.016749i,-0.073923-0.011632i,-0.24712-0.046524i,-0.37792-0.064035i,-0.40624-0.0075484i,-0.28452+0.037292i,-0.16266+0.0023283i,-0.14833-0.018476i,-0.13024+0.018984i,-0.068242+0.034111i,-0.025436+0.023288i,-0.0068497+0.022394i,-0.0028638+0.019195i,-0.01101+0.011199i,-0.014617+0.0079666i,-0.010828+0.0035059i,-0.0080982-0.0058843i,-0.010557-0.01122i,-0.010594-0.00623i,-0.0042744+0.003991i,0.0041244+0.0069515i,0.010189-0.0001562i,0.0098572-0.0026015i
0.03261+0.37126i,0.13413+0.29942i,0.11257+0.049412i,-0.046176-0.10959i,-0.12373-0.044066i,-0.049657+0.065671i,0.030426+0.029223i,0.027448-0.060392i,-0.0086679-0.053696i,-0.0085128+0.0042013i,0.0011573+0.02165i,-0.015142+0.013804i,-0.032271+0.012762i,-0.031291+0.0096349i,-0.022465+0.002516i,-0.011759-0.0015877i,0.00022164-0.0037004i,0.0091695-0.0056715i,0.0075505-0.0038641i,0.0024414+0.0035607i,0.0030573+0.0074587i,0.0061238+0.0022158i,0.0066947-0.0060131i
0.048467-0.4335i,0.099499-0.42524i,0.17098-0.25998i,0.29132-0.21168i,0.35528-0.33754i,0.25445-0.36608i,0.14728-0.21337i,0.13725-0.097181i,0.10955-0.088264i,0.042844-0.076822i,0.0094167-0.046252i,0.0059321-0.032977i,0.0076142-0.027614i,0.009141-0.017865i,0.0073021-0.0090159i,0.0025512-0.0017998i,0.0010708+0.0063513i,0.0041509+0.0085432i,0.0051237-0.0016115i,-0.0024464-0.014944i,-0.016092-0.018672i,-0.024954-0.012408i,-0.023408-0.0082065i
0.10536+0.05496i,-0.029761+0.058693i,-0.074245+0.13797i,0.049573+0.26097i,0.12742+0.27827i,0.074747+0.19214i,0.020341+0.12761i,0.020787+0.098883i,0.038294+0.048171i,0.029412-0.013855i,0.0061606-0.028929i,0.0085633-0.012571i,0.018546-0.012578i,0.012243-0.016461i,0.0026249-0.0089655i,-0.00029928-0.0014865i,-0.0018054+0.00037381i,-0.0059032+0.0015791i,-0.0033928+0.0032116i,0.0055755+0.0024018i,0.011004-0.00055646i,0.010026-0.0025266i,0.0045845+0.0010892i
-0.43701+0.20054i,-0.36295+0.24155i,-0.2293+0.19315i,-0.27207+0.21484i,-0.33407+0.36731i,-0.2358+0.40279i,-0.12882+0.24063i,-0.10858+0.11943i,-0.080093+0.10511i,-0.031086+0.092677i,-0.0080925+0.061964i,-0.0052411+0.04039i,-0.0052437+0.029122i,-0.0075299+0.018661i,-0.010672+0.010201i,-0.0093176+0.0078525i,-0.003708+0.0054149i,0.0015031-0.0009392i,0.002901-0.0014541i,0.0034804+0.0096028i,0.0081714+0.018143i,0.01397+0.013723i,0.01316+0.0048484i
0.42185-0.29508i,0.45691-0.31536i,0.25652-0.33204i,0.011054-0.41352i,-0.073203-0.47175i,-0.026283-0.41342i,0.0070786-0.27071i,-0.0085972-0.15077i,-0.026906-0.066178i,-0.014751-0.010521i,0.0030899+0.0010414i,-0.0049329-0.0011023i,-0.012363+0.01215i,-0.0060206+0.021497i,-0.0027695+0.017531i,-0.0070574+0.0096736i,-0.0084605+0.0031556i,-0.00011746-0.0034954i,0.0070793-0.013349i,0.00055775-0.017543i,-0.011815-0.012947i,-0.015876-0.0085127i,-0.011409-0.011691i
0.059777+0.28922i,-0.033745+0.17844i,-0.052756+0.040447i,0.086371-0.032987i,0.19675-0.11521i,0.17396-0.13746i,0.14018-0.091916i,0.12895-0.087245i,0.088022-0.098039i,0.048466-0.074078i,0.026368-0.042635i,0.011495-0.023477i,0.004447-0.018386i,-0.0003082-0.016899i,-0.0029266-0.011422i,-0.00097279-0.010133i,0.00084471-0.010004i,0.0047192-0.0024497i,0.013852+0.0050482i,0.017085-0.00036579i,0.0090137-0.0081062i,0.00089847-0.0061836i,-0.002943-0.0027411i
-0.54758-0.36819i,-0.53093-0.25623i,-0.2435+0.018471i,0.035425+0.20187i,0.10143+0.27564i,0.03557+0.30026i,0.013279+0.24298i,0.039281+0.14133i,0.033504+0.068693i,-0.0041844+0.038874i,-0.023272+0.030757i,-0.010072+0.022296i,0.0038851+0.0032192i,0.0016004-0.016264i,-0.0045879-0.024414i,-0.0060887-0.017546i,-0.0040447-0.0028889i,-5.5126e-05+0.012401i,0.004327+0.023142i,0.0085207+0.023271i,0.0093707+0.014354i,0.0074087+0.0068377i,0.0065831+0.0055155i
0.62687+0.028799i,0.68727+0.060814i,0.45431+0.02669i,0.15254-0.012812i,0.006766-0.016192i,-0.01351-0.041897i,-0.060459-0.02537i,-0.09954+0.068251i,-0.059895+0.1108i,-0.017588+0.064881i,-0.010638+0.017874i,-0.010465+0.0020614i,-0.00609+0.0044968i,0.0011826+0.006701i,0.0044677+0.0053393i,0.00325+0.0064904i,0.0011701+0.0020621i,-0.0051289-0.0085541i,-0.013299-0.01113i,-0.011914-0.0035838i,-0.0030861+0.0013341i,0.0012544-0.0013978i,0.0057729-0.0060129i
-0.32998+0.47881i,-0.35788+0.33071i,-0.33899+0.06306i,-0.34872+0.008473i,-0.28716+0.082666i,-0.11844+0.066309i,-0.0045699-0.021818i,-0.0068115-0.061851i,-0.018925-0.033198i,0.011123-0.0013279i,0.028444-0.0024302i,0.014854-0.0093778i,0.0014302-0.00048943i,0.0025978+0.016683i,0.0083262+0.023049i,0.010826+0.014707i,0.015158+0.0019047i,0.017384-0.0082818i,0.012512-0.011124i,0.0053595-0.0044126i,0.00062863+0.0067295i,-0.00074314+0.011238i,-0.0027143+0.0067342i
-0.16756-0.8319i,-0.27359-0.81434i,-0.24455-0.44554i,-0.084931-0.19377i,0.00069938-0.15989i,-0.023902-0.080233i,0.014781-0.011092i,0.049556-0.082128i,-0.017364-0.11515i,-0.062222-0.043747i,-0.037846+0.0042729i,-0.01229+0.012274i,-0.0042267+0.01613i,-0.0034496+0.01164i,-0.0062634-0.00019646i,-0.011035-0.0077335i,-0.011916+0.0013555i,-0.0018686+0.020923i,0.010324+0.02795i,0.0079316+0.017943i,-0.0054903+0.0059386i,-0.01393+0.0029242i,-0.014786+0.0075048i
0.69738+0.44569i,0.80443+0.51219i,0.68111+0.34447i,0.53146+0.039934i,0.39925-0.19723i,0.20625-0.238i,0.026481-0.12185i,-0.027599-0.012434i,-0.020371-0.0044529i,-0.029128-0.024807i,-0.031054-0.019757i,-0.024234-0.014669i,-0.02473-0.018542i,-0.024531-0.022537i,-0.018907-0.016669i,-0.011826-0.0047984i,-0.010809+0.0024853i,-0.015421+0.0036979i,-0.017238+0.00073683i,-0.012188-0.0056263i,-0.0028314-0.014993i,0.0029888-0.020148i,0.0059642-0.014875i
-0.81975+0.21096i,-0.75582+0.20831i,-0.42058+0.10236i,-0.22142+0.12513i,-0.13647+0.28392i,-0.01294+0.29331i,0.056615+0.15727i,0.06447+0.092368i,0.091602+0.068093i,0.087598+0.011843i,0.039712-0.016557i,0.016249-0.015244i,0.013635-0.020408i,0.0066367-0.014068i,0.0050533+0.0038879i,0.010672+0.014727i,0.013288+0.011644i,0.0056605-0.0030555i,-0.0044456-0.013649i,-0.0021029-0.0089481i,0.0072231+0.00092768i,0.0093907+0.0036762i,0.0065193-0.0022071i
