-0.0038847+0.00019336i,-0.0032615-0.0013553i,-0.0041773+0.00030783i,-0.0034129+0.0018454i,-0.0012269+0.0023895i,1.868e-05+0.0030316i,-0.0010322+0.0032202i,-0.002061+0.0023228i,-0.0010871+0.0014266i,0.0004638+0.00061494i,0.00068107+0.00020151i,0.00042226+5.5198e-05i,0.00078261+0.00032241i,0.00037785+3.6537e-06i,-0.00013296-0.00021829i,0.00011345-3.4387e-05i,0.00073781-0.00015795i,0.00080408-2.71e-05i,0.00022645-5.1168e-05i,0.00013525-7.4745e-05i,-0.00023076+0.00021595i,-0.00063516+0.00049351i,-0.0003176+9.3056e-05i
-0.0019484+0.008809i,0.0029495+0.036353i,0.046123+0.087133i,0.14511+0.11078i,0.22124+0.039136i,0.15717-0.08275i,0.025032-0.10397i,-0.0065508-0.03611i,0.024599-0.025513i,0.007508-0.055851i,-0.014128-0.036563i,-0.001101+0.0014642i,0.01111+0.0043655i,0.0099222-0.0098456i,0.0027861-0.014596i,-0.00014133-0.015109i,0.0058033-0.021837i,0.0096707-0.030836i,0.009441-0.032369i,0.01323-0.028473i,0.016821-0.027561i,0.0099591-0.02108i,0.0018868-0.0041961i
-0.0078629-0.0030536i,-0.036529-0.011585i,-0.098895-0.0065033i,-0.16733+0.048336i,-0.15472+0.1372i,-0.043151+0.17774i,0.031604+0.14615i,0.017493+0.10778i,0.024401+0.08331i,0.058137+0.045944i,0.039873+0.019103i,-0.0056976+0.023741i,-0.01397+0.023606i,-0.00076671-0.0055485i,-0.0059672-0.034744i,-0.024172-0.033004i,-0.031449-0.0074109i,-0.021975+0.020456i,-0.0065608+0.035999i,0.0010542+0.036879i,0.0002466+0.033012i,-0.00013901+0.026026i,-0.0021449+0.011563i
0.0078592-0.0043758i,0.029971-0.023414i,0.065661-0.086387i,0.07534-0.20051i,0.0021585-0.28972i,-0.12899-0.24651i,-0.19363-0.11507i,-0.13828-0.035334i,-0.063331-0.021263i,-0.034664-0.0055911i,-0.015416+0.013559i,-0.00076708+0.0067252i,-0.0002932-0.0084856i,0.0097148-0.013389i,0.02386-0.02027i,0.018872-0.033064i,0.0027462-0.043116i,-0.012301-0.046568i,-0.01791-0.043218i,-0.011856-0.037766i,-0.0091168-0.036463i,-0.01529-0.029138i,-0.012839-0.014904i
-0.001224+0.013448i,0.006924+0.044987i,0.049559+0.11182i,0.15962+0.1751i,0.28859+0.14844i,0.30283+0.018391i,0.17593-0.066553i,0.066533-0.023925i,0.068344+0.016395i,0.073477-0.009016i,0.020779-0.013231i,-0.016687+0.0084701i,-0.008128+0.0025833i,0.0034601-0.019946i,-0.0033263-0.027363i,-0.010324-0.014975i,-0.0041772+0.0021693i,0.010334+0.014433i,0.021902+0.021977i,0.026371+0.025841i,0.024263+0.025632i,0.013285+0.0182i,-0.0047511+0.01054i
-0.0059975-0.0085506i,-0.035709-0.017339i,-0.10861-0.022769i,-0.21486+0.010242i,-0.27863+0.085667i,-0.25095+0.13678i,-0.19044+0.11221i,-0.14069+0.06623i,-0.074679+0.065149i,-0.00047603+0.064058i,0.01894+0.021295i,-0.010149-0.01415i,-0.01967-0.009965i,0.011492-0.0043867i,0.03671-0.024755i,0.023092-0.045671i,-0.0077124-0.045152i,-0.033208-0.031934i,-0.043385-0.019067i,-0.036668-0.013092i,-0.02786-0.011518i,-0.021189-0.0058014i,-0.0081834-0.0035991i
0.0052368-0.0012117i,0.031735-0.024164i,0.086732-0.08476i,0.14797-0.20532i,0.15871-0.34238i,0.088788-0.39936i,-0.0021437-0.32852i,-0.029121-0.18594i,-0.0065648-0.070443i,-0.0027458-0.0060827i,-0.012228+0.028452i,-0.0060223+0.023635i,0.00038796-0.0022813i,0.00031851-0.0047757i,0.0070588+0.0081312i,0.01788+0.0099638i,0.026655+0.0011646i,0.03298-0.0095439i,0.034814-0.013004i,0.033314-0.0053768i,0.027126+0.00084669i,0.012115-9.5277e-05i,-0.0012211+0.0031684i
0.0019332+0.014295i,0.009337+0.045452i,0.040242+0.12171i,0.11898+0.23272i,0.22849+0.29616i,0.27623+0.22494i,0.18926+0.086076i,0.062524+0.041666i,0.031073+0.076601i,0.047581+0.060976i,0.020838+0.0020816i,-0.0097212-0.025945i,0.0019616-0.024647i,0.024835-0.026876i,0.026245-0.036559i,0.004829-0.038731i,-0.021101-0.023965i,-0.033878-0.00085366i,-0.03173+0.013766i,-0.022431+0.013155i,-0.016381+0.0067066i,-0.013532-0.0009323i,-0.0084898-0.010928i
-0.01382-0.0082499i,-0.044413-0.018231i,-0.11857-0.03661i,-0.23085-0.053134i,-0.31131-0.061118i,-0.2879-0.071565i,-0.19416-0.094851i,-0.1252-0.090445i,-0.095275-0.01928i,-0.055106+0.051646i,-0.012934+0.050962i,0.0020073+0.01293i,0.00036443+0.0028001i,0.012214+0.023158i,0.038015+0.031576i,0.050657+0.009928i,0.042258-0.020898i,0.02598-0.042285i,0.014149-0.043937i,0.010836-0.026524i,0.0095909-0.0085299i,0.0042167-0.00018117i,0.0019005+0.0054511i
0.0092299-0.0069501i,0.032343-0.027308i,0.096844-0.073819i,0.2067-0.15251i,0.31799-0.2326i,0.34077-0.26777i,0.24806-0.23088i,0.13014-0.13338i,0.05507-0.041168i,0.0064237-0.0038924i,-0.023603-0.0046143i,-0.017379-0.010093i,-0.00099611-0.015938i,-0.0033355-0.017763i,-0.0089177-0.0070153i,-0.010126+0.0071057i,-0.0070795+0.018072i,0.0015794+0.025385i,0.0055562+0.023996i,0.0024708+0.015374i,-0.0046244+0.0061436i,-0.0098274-0.0029208i,-0.010778-0.0094494i
0.0016134+0.01232i,0.0065545+0.043968i,0.016934+0.12383i,0.03543+0.25415i,0.067156+0.36227i,0.10018+0.33248i,0.089967+0.17514i,0.019701+0.061613i,-0.042388+0.062836i,-0.041263+0.072691i,-0.010681+0.035547i,0.010837+0.0019401i,0.027535-0.0013506i,0.042883+0.007225i,0.047654+0.006348i,0.038105-0.01236i,0.017216-0.034309i,-0.005794-0.043287i,-0.0127-0.034722i,-0.0040722-0.016759i,0.0020089-0.0050073i,4.3265e-05-0.0028814i,0.0007299-0.0020333i
-0.012404-0.0016217i,-0.039535-0.010504i,-0.10041-0.043507i,-0.18216-0.10409i,-0.21842-0.1631i,-0.14164-0.17816i,-0.020458-0.15763i,0.0089029-0.13122i,-0.039223-0.093635i,-0.070421-0.0503i,-0.0559-0.025095i,-0.027689-0.015823i,-0.019789-0.0018965i,-0.024629+0.021678i,-0.015902+0.040654i,0.007526+0.041539i,0.031595+0.026951i,0.044949+0.0074042i,0.037643-0.0053155i,0.016476-0.0056981i,-0.00058751-0.0029806i,-0.0060419-0.0043041i,-0.0034081-0.0044208i
0.0062297-0.007233i,0.030501-0.023973i,0.096474-0.050978i,0.21165-0.067733i,0.33167-0.043639i,0.36281+0.005693i,0.2773+0.026427i,0.15302+0.023052i,0.057511+0.024588i,0.0096932+0.017951i,0.00025464+0.0056563i,0.010456+0.0013912i,0.018981-0.0064293i,0.016377-0.013556i,0.0074543-0.013605i,-0.0058955-0.017268i,-0.023316-0.016576i,-0.030619-0.0058971i,-0.019214+0.0030944i,-0.0035763+0.0041206i,0.0026062+4.7223e-05i,0.00063759-0.0035294i,-0.0014914-0.0027659i
0.002232+0.0054008i,0.0057546+0.033904i,-0.0026304+0.10293i,-0.037515+0.21391i,-0.079103+0.30661i,-0.069799+0.28947i,-0.018284+0.16544i,-0.020555+0.042971i,-0.074112-0.011741i,-0.091739-0.025624i,-0.066503-0.027653i,-0.030552-0.010174i,-0.0023434+0.017496i,0.0072068+0.036055i,0.011037+0.041989i,0.026992+0.029946i,0.043662+0.0001675i,0.042795-0.027042i,0.027395-0.030406i,0.0089461-0.014819i,-0.0035698-0.0056964i,-0.007596-0.0097838i,-0.0052851-0.012754i
-0.013344-0.00021279i,-0.036475-0.011462i,-0.081662-0.047906i,-0.12525-0.11418i,-0.11464-0.16148i,-0.02922-0.12712i,0.061728-0.053992i,0.086732-0.036395i,0.066218-0.061174i,0.048391-0.068187i,0.039928-0.052497i,0.025073-0.031141i,-0.0022955-0.019815i,-0.029388-0.014054i,-0.039688+7.9803e-06i,-0.033871+0.01671i,-0.017512+0.030608i,0.0034911+0.037023i,0.017659+0.03002i,0.020369+0.0148i,0.016091+0.0033572i,0.011346-0.00023664i,0.0082174+0.0034653i
0.0016123-0.0058115i,0.022053-0.020006i,0.076281-0.029022i,0.16165-0.003373i,0.22126+0.077026i,0.19504+0.16152i,0.11771+0.16725i,0.051468+0.10669i,0.0020435+0.050926i,-0.026544+0.019117i,-0.031994+0.006059i,-0.021038+0.013149i,0.0027807+0.018099i,0.017694+0.011492i,0.017169+0.0036194i,0.01612-0.0099853i,0.011651-0.026453i,0.001121-0.034034i,-0.0048252-0.026555i,-0.0068533-0.0093191i,-0.0098397-0.0014936i,-0.011359-0.0043103i,-0.0097331-0.0072761i
-0.00073638+0.0084513i,0.00048711+0.033825i,-0.017537+0.086567i,-0.077099+0.15572i,-0.1549+0.1987i,-0.16329+0.17932i,-0.087762+0.10811i,-0.024677+0.013987i,-0.003271-0.068695i,0.016221-0.10227i,0.03015-0.088321i,0.014801-0.054368i,-0.013071-0.017443i,-0.029759+0.0078444i,-0.032035+0.021103i,-0.015531+0.031577i,0.014115+0.033628i,0.039522+0.026242i,0.044544+0.015311i,0.031752+0.0038611i,0.021429-0.0053119i,0.018119-0.011331i,0.01622-0.0086414i
-0.005682+0.0015553i,-0.026482-0.00836i,-0.055529-0.04247i,-0.076533-0.10376i,-0.066066-0.13529i,-0.03957-0.068984i,-0.0095893+0.032497i,0.03716+0.060355i,0.073762+0.036826i,0.075102+0.025433i,0.050532+0.025475i,0.023969+0.015088i,0.0097269-0.0061592i,-0.00037467-0.023045i,-0.011416-0.028151i,-0.020062-0.024649i,-0.024963-0.012799i,-0.023731+0.0030047i,-0.015863+0.013533i,-0.010155+0.014276i,-0.0099984+0.010351i,-0.0088675+0.0070373i,-0.0082329+0.0033292i
0.0081202-0.0057662i,0.025444-0.016904i,0.06522-0.018648i,0.11176+0.015938i,0.10851+0.086382i,0.027411+0.12683i,-0.05195+0.10429i,-0.064909+0.061636i,-0.038881+0.019978i,-0.013168-0.018517i,-0.0070731-0.037661i,-0.014455-0.027716i,-0.014646-0.0031525i,-0.0076997+0.01295i,0.0010398+0.017356i,0.01669+0.014574i,0.031382+0.0017985i,0.034926-0.01191i,0.028434-0.015169i,0.019703-0.011518i,0.014699-0.012228i,0.010758-0.015317i,0.0089584-0.011975i
0.001919+0.0074622i,0.0044551+0.027132i,-0.014816+0.061973i,-0.080456+0.09534i,-0.16631+0.097929i,-0.18041+0.069766i,-0.10916+0.035608i,-0.023208+0.0048648i,0.047938-0.0080281i,0.086565+0.00086896i,0.076661+0.0046002i,0.041092-0.0086118i,0.009103-0.021685i,-0.013232-0.025982i,-0.029988-0.021147i,-0.035772-0.00382i,-0.025688+0.020762i,-0.0094975+0.039204i,0.0011805+0.041021i,0.0020019+0.029807i,-0.00091889+0.019179i,0.00051854+0.01193i,-0.00082067+0.0070219i
-0.0037634-0.00090601i,-0.019426-0.0095802i,-0.037423-0.040538i,-0.047335-0.099582i,-0.055434-0.14179i,-0.08415-0.095627i,-0.096899-0.0033203i,-0.053078+0.05167i,-0.0031757+0.072359i,0.012208+0.067948i,0.0062494+0.037949i,-0.00097879+0.012094i,0.0025581+0.0039983i,0.012496-0.0020996i,0.018627-0.014106i,0.017445-0.022588i,0.0098002-0.022862i,0.00072684-0.021221i,-0.0037614-0.017028i,-0.0020259-0.010886i,0.0010505-0.0096236i,0.0021373-0.0076491i,0.0050414-0.0035673i
0.00096376-0.003253i,0.014498-0.011993i,0.043505-0.0093346i,0.076025+0.020367i,0.068752+0.047845i,-0.0065758+0.013053i,-0.079755-0.039718i,-0.081642-0.036599i,-0.04122-0.0068093i,-0.00091423+0.014176i,0.020697+0.012128i,0.014325-0.0056352i,-0.0038183-0.011793i,-0.015691-0.0045994i,-0.017139+0.0080891i,-0.0069345+0.022183i,0.0091361+0.029015i,0.02263+0.030664i,0.024267+0.027271i,0.014283+0.019885i,0.0065986+0.01569i,0.005792+0.010612i,0.0024218+0.0072938i
0.0068209+0.0062437i,0.007084+0.020497i,-0.011819+0.038768i,-0.073611+0.045514i,-0.14593+0.026674i,-0.14786-0.010433i,-0.086394-0.031844i,-0.026455-0.016582i,0.0078501+0.020615i,0.014278+0.043851i,0.013705+0.031194i,0.017416+0.004122i,0.017518-0.010481i,0.014555-0.019086i,0.0060452-0.02848i,-0.0083538-0.027201i,-0.021344-0.012991i,-0.028182+0.0017853i,-0.021853+0.0078922i,-0.0088378+0.0015203i,-0.002624-0.0069064i,-0.0011187-0.0061362i,0.00043677-0.0048768i
-0.010398-0.0018097i,-0.023468-0.0052788i,-0.032125-0.028539i,-0.023169-0.090654i,-0.023627-0.16135i,-0.059273-0.16846i,-0.091324-0.10758i,-0.083172-0.026399i,-0.059798+0.036153i,-0.036933+0.057317i,-0.0092191+0.045086i,0.0051883+0.02123i,0.0015318+0.0061318i,0.0011034+0.0067272i,0.012124+0.010501i,0.024156+0.0077483i,0.028217-0.00082396i,0.025008-0.0077203i,0.014022-0.0064335i,0.0035649+0.0033494i,0.0017566+0.011131i,0.0023639+0.0099331i,0.0018309+0.0088854i
0.0048268-0.0011129i,0.013978-0.0087159i,0.033374-0.0045592i,0.063392+0.021772i,0.081425+0.025453i,0.05679-0.038413i,0.0090336-0.10288i,-0.027609-0.091788i,-0.047057-0.041456i,-0.052656-0.0066753i,-0.04055+0.0031106i,-0.016336-0.0041439i,-0.00066092-0.011136i,-0.00051449-0.01322i,-0.010028-0.01034i,-0.018805+0.0029077i,-0.018183+0.020899i,-0.011304+0.031414i,-0.0027208+0.025126i,-0.00052416+0.006119i,-0.006356-0.006019i,-0.0085305-0.0040277i,-0.0078572-0.0012088i
0.0070289+0.0046988i,0.0099521+0.014307i,-0.0070868+0.020742i,-0.063289+0.011388i,-0.11775-0.017282i,-0.10373-0.051409i,-0.042819-0.061759i,-0.0052392-0.036648i,-0.0030973-0.0040987i,-0.005231+0.0080419i,0.0069588+0.0039341i,0.020351-0.0012666i,0.01757-0.0031052i,0.012506-0.00066968i,0.016396-0.0040725i,0.015653-0.013681i,0.0040626-0.019837i,-0.009792-0.019805i,-0.015234-0.0083166i,-0.0075669+0.0070326i,0.0029609+0.010189i,0.0038525+0.0037891i,0.0011045+0.0004483i
-0.0088693+0.0022638i,-0.017366+0.0021518i,-0.014884-0.016014i,0.016071-0.077482i,0.050984-0.16044i,0.044909-0.20473i,0.0023689-0.17476i,-0.042819-0.09402i,-0.072259-0.024746i,-0.076055+0.0091894i,-0.056073+0.02093i,-0.02671+0.020763i,-0.00728+0.010224i,-0.0062012+0.0028823i,-0.0066101+0.0098944i,0.001828+0.020154i,0.012645+0.024157i,0.021653+0.020813i,0.020004+0.0075216i,0.0049912-0.006257i,-0.0074812-0.007447i,-0.0083659-0.001643i,-0.0059215+0.0023562i
0.0047518-0.0071436i,0.0088729-0.014605i,0.020438-0.0070251i,0.047955+0.031082i,0.087229+0.054161i,0.11912+0.0075274i,0.11149-0.06876i,0.056252-0.10295i,0.0014675-0.09517i,-0.020966-0.079274i,-0.015124-0.058715i,-0.0040134-0.031441i,-0.00010619-0.0092822i,0.0032939-0.0022061i,0.0027073-0.0064209i,-0.0082944-0.009031i,-0.021651-0.0041187i,-0.027757+0.006019i,-0.019233+0.015843i,-0.0010239+0.015797i,0.0067642+0.0067435i,0.00023303+3.5225e-05i,-0.0064683-0.0018254i
0.0024847-0.00032523i,0.0049044+0.0048728i,-0.010257+0.0033691i,-0.056756-0.016758i,-0.096241-0.051299i,-0.072423-0.064082i,-0.0079457-0.044404i,0.025753-0.019641i,0.018325-0.0051664i,0.0070489+0.00063356i,0.0082371+0.0098863i,0.015131+0.013472i,0.014992+0.0035149i,0.0061807+0.00045533i,0.0045191+0.0075808i,0.012663+0.0092989i,0.018143+0.00038665i,0.016665-0.012685i,0.006877-0.017659i,-0.0052114-0.012719i,-0.008167-0.0067067i,-0.0028573-0.0051203i,0.0014106-0.006324i
-0.010283+0.0078911i,-0.014524+0.0096327i,-0.0014584-0.0018314i,0.053268-0.048738i,0.12883-0.1159i,0.15198-0.16029i,0.096981-0.14692i,0.019039-0.098669i,-0.029552-0.068875i,-0.039731-0.058688i,-0.032714-0.040074i,-0.023528-0.01546i,-0.013123-0.0034459i,-0.0071231-0.0053377i,-0.011101-0.0050374i,-0.017898+0.0038834i,-0.018174+0.0184i,-0.0097512+0.029612i,0.0041689+0.028924i,0.013893+0.016376i,0.010879+0.0031629i,0.0006782+0.00026407i,-0.0058082+0.0033422i
-1.4901e-05-0.0042716i,-0.00027141-0.011i,0.0029307+0.00078636i,0.017559+0.052073i,0.05372+0.10854i,0.11169+0.096866i,0.14239+0.022827i,0.11738-0.038441i,0.08431-0.063002i,0.062021-0.062176i,0.0364-0.04081i,0.018344-0.021137i,0.0089165-0.013165i,0.0035058-0.0046415i,0.0054491-0.0011523i,0.0070547-0.006932i,0.00052093-0.015857i,-0.011278-0.021301i,-0.020285-0.017173i,-0.019589-0.0075814i,-0.012884-0.0060062i,-0.0079376-0.01135i,-0.0060752-0.014414i
0.0032754+0.0048238i,0.0094824+0.0065938i,0.0023935-0.0032402i,-0.033424-0.038661i,-0.068314-0.080669i,-0.049581-0.072794i,0.0023655-0.023469i,0.024317+0.0095161i,0.02672+0.018606i,0.031828+0.0081128i,0.020946-0.0057112i,0.0072078-0.0001034i,0.0062924+0.0045327i,0.00044905-0.0010019i,-0.0099429+0.0032292i,-0.010817+0.014437i,-0.0011429+0.021733i,0.0138+0.022061i,0.023533+0.013361i,0.021869+0.0018858i,0.016092-0.0026323i,0.012209-0.0012992i,0.0088805+0.00098266i
-0.0050025+0.0062633i,-0.0076247+0.011584i,0.010137+0.010094i,0.076147-0.011072i,0.16809-0.045072i,0.20052-0.066512i,0.14515-0.070421i,0.066713-0.071766i,0.022829-0.059579i,0.018435-0.034143i,0.016128-0.021029i,0.0010133-0.01705i,-0.0049332-0.011716i,-0.00076925-0.011534i,-0.00075106-0.014702i,-0.0076289-0.016934i,-0.019625-0.014243i,-0.030582-0.0038693i,-0.030196+0.0083572i,-0.021349+0.012044i,-0.015064+0.0072543i,-0.012959+0.0014991i,-0.011481-0.0031842i
-0.0013442-0.0025126i,-0.0029985-0.0078101i,-0.0099412+0.0043819i,-0.017022+0.058621i,-0.0052499+0.13251i,0.040249+0.14966i,0.08825+0.099351i,0.10468+0.042208i,0.093892+0.0099273i,0.068226-0.0048644i,0.039625-0.012063i,0.018843-0.0073795i,0.0095774+0.0027916i,0.0058178+0.0077832i,0.0042259+0.010211i,0.0084701+0.010746i,0.015445+0.0053659i,0.020356-0.0047604i,0.02016-0.011585i,0.017387-0.012517i,0.015811-0.012595i,0.013355-0.013806i,0.010664-0.012247i
0.0079586-0.00537i,0.012984-0.0059071i,0.010292-0.023567i,-0.014491-0.065337i,-0.042703-0.10318i,-0.034408-0.085756i,-0.010736-0.025455i,-0.0066893+0.026021i,0.00093403+0.053012i,0.024764+0.053892i,0.034163+0.031678i,0.018171+0.007471i,0.0036579-0.005754i,-0.0018855-0.013385i,-0.011713-0.015961i,-0.024203-0.0097729i,-0.029733+0.0051842i,-0.027131+0.019658i,-0.01967+0.024403i,-0.011677+0.022839i,-0.0064398+0.018927i,-0.0014863+0.012722i,0.00068551+0.0052305i
-0.0016748+0.0035764i,-0.0028413+0.010294i,0.015458+0.019137i,0.076989+0.024568i,0.15684+0.025892i,0.18241+0.025674i,0.1387+0.0058125i,0.07345-0.02668i,0.022953-0.027416i,-0.0024564-0.0034153i,-0.0072279+0.0065603i,0.00029413+0.0019783i,0.011416+0.0020427i,0.019469+0.002623i,0.022458-0.0022758i,0.020906-0.0096177i,0.013114-0.018952i,0.0029142-0.025185i,-0.00098154-0.023393i,0.00080684-0.019043i,0.0014556-0.018573i,-0.0022657-0.016771i,-0.002219-0.010853i
-0.00063137-0.0037467i,-0.0057436-0.0084919i,-0.021607+0.00023118i,-0.048924+0.043832i,-0.066698+0.10594i,-0.046119+0.1327i,0.0061772+0.11034i,0.045997+0.076313i,0.057953+0.059246i,0.058691+0.038873i,0.045496+0.0089168i,0.016755-0.0028037i,-0.0074738+0.0031626i,-0.016616+0.0092587i,-0.018122+0.012725i,-0.015781+0.016322i,-0.007747+0.020735i,0.0012342+0.024848i,0.0049871+0.024476i,0.0048112+0.020821i,0.008477+0.015733i,0.014537+0.0064964i,0.011806-0.001214i
0.002412-0.0027512i,0.0083465-0.0053302i,0.012794-0.022837i,0.0066916-0.065009i,-0.0029673-0.10278i,-0.00038696-0.092061i,-0.0068174-0.047464i,-0.033089-0.0052727i,-0.057456+0.035988i,-0.049123+0.066836i,-0.012409+0.055725i,0.014118+0.019865i,0.023142-0.004634i,0.023461-0.017614i,0.01567-0.025765i,0.002777-0.029835i,-0.012058-0.029093i,-0.02395-0.022282i,-0.022833-0.014657i,-0.012469-0.011318i,-0.0091117-0.0090504i,-0.010016-0.0021574i,-0.0036641+0.0036442i
-0.0039825+0.0055016i,-0.0050297+0.014085i,0.011018+0.03154i,0.059402+0.055281i,0.11467+0.078314i,0.12929+0.082147i,0.10434+0.04327i,0.064908-0.01244i,0.017843-0.039967i,-0.014136-0.034935i,-0.014862-0.019135i,-0.0095397-0.00097254i,-0.0083509+0.019068i,8.9433e-05+0.030021i,0.010736+0.027987i,0.01685+0.020574i,0.020465+0.010837i,0.02087+0.0030243i,0.015645+0.0036896i,0.010981+0.0086998i,0.012863+0.0058095i,0.012472-0.005142i,0.0044388-0.0094042i
-0.0017387-0.0043166i,-0.010142-0.0096585i,-0.032004-0.005401i,-0.067815+0.020711i,-0.098899+0.055192i,-0.091932+0.072673i,-0.043148+0.073007i,-0.0012577+0.067646i,0.00698+0.064679i,0.010495+0.05842i,0.020893+0.036568i,0.017751+0.0028855i,0.0006803-0.018611i,-0.014374-0.02005i,-0.0213-0.014519i,-0.024071-0.0091056i,-0.026518-0.0017095i,-0.025825+0.0041611i,-0.019898+0.0023484i,-0.013065-0.0018175i,-0.0089544+0.00094944i,-0.0010605+0.0079614i,0.0087267+0.0074034i
0.0059531+0.00068783i,0.014038-0.0040476i,0.026624-0.024368i,0.034561-0.063906i,0.039207-0.096746i,0.036758-0.088722i,0.013782-0.058551i,-0.028025-0.044917i,-0.073466-0.036708i,-0.083946-0.014743i,-0.049694+0.0080039i,-0.0085355+0.020355i,0.016648+0.02277i,0.02947+0.015257i,0.03321+0.0028141i,0.029304-0.0099533i,0.020036-0.020963i,0.011613-0.022592i,0.0085339-0.011527i,0.0090669+0.00071563i,0.0099644+0.00095505i,0.0033395-0.006055i,-0.0051562-0.0048325i
-0.0048915+0.0040351i,-0.0049919+0.014013i,0.0071278+0.036506i,0.038697+0.067435i,0.068444+0.096124i,0.0745+0.09423i,0.072743+0.0477i,0.069389-0.0096346i,0.049206-0.044994i,0.022759-0.044579i,0.0071698-0.025497i,-0.0082203-0.015106i,-0.026965-0.0075895i,-0.033464+0.0081662i,-0.026068+0.020433i,-0.015204+0.022803i,-0.0063908+0.019991i,-0.0020994+0.015354i,-0.0037713+0.0073981i,-0.0083501-0.00012354i,-0.0068216+0.0017235i,0.00445+0.0055055i,0.012124+0.00042115i
0.00024319-0.00055547i,-0.0092574-0.0056454i,-0.031546-0.0085654i,-0.068113-0.0016581i,-0.095754+0.0070275i,-0.082919+0.011352i,-0.038812+0.020371i,-0.010999+0.027316i,-0.017143+0.022531i,-0.025921+0.017163i,-0.0089691+0.016438i,0.015433+0.0095387i,0.022649-0.0049443i,0.014574-0.017459i,0.004049-0.02217i,-0.0022426-0.022609i,-0.0071801-0.022994i,-0.010069-0.019491i,-0.0040446-0.0081366i,0.0078343+0.0022649i,0.0096687+0.0017303i,-0.0006039-0.00058726i,-0.0055758+0.0044064i
0.0032084-0.0024054i,0.010813-0.0074337i,0.025969-0.024747i,0.04257-0.054603i,0.057439-0.072392i,0.059585-0.057941i,0.042888-0.042838i,0.018504-0.058045i,-0.0062636-0.077754i,-0.018411-0.064567i,-0.018572-0.024928i,-0.018012+0.0042024i,-0.014903+0.018617i,-0.0038233+0.027782i,0.0085444+0.026494i,0.015937+0.019315i,0.019133+0.011353i,0.017102+0.0022706i,0.0048574-0.003566i,-0.010446-0.0011792i,-0.011406+0.0046801i,0.00074926+0.0024219i,0.0055161-0.0057193i
-0.001008+0.0059767i,-0.001524+0.016717i,0.0069588+0.040036i,0.026058+0.068057i,0.037851+0.086138i,0.036634+0.07815i,0.050976+0.047707i,0.076835+0.012763i,0.074445-0.017297i,0.043865-0.024659i,0.018574-0.017072i,0.011063-0.018782i,0.0015994-0.026492i,-0.015169-0.022747i,-0.023653-0.01098i,-0.02263-0.0032996i,-0.019839-0.00034954i,-0.012956+0.0021826i,0.00023578+0.0023294i,0.011685-0.00095932i,0.010791-0.0031886i,0.0010623+0.00096759i,-0.00073587+0.0069228i
-0.0015908-0.0017424i,-0.011312-0.0083766i,-0.033879-0.014024i,-0.061148-0.014408i,-0.070965-0.016131i,-0.043855-0.016042i,-0.0056878+0.00026967i,0.0088454+0.014149i,0.0093664+0.0019632i,0.0070727-0.011172i,0.0026765-0.0022196i,0.00030528+0.013253i,0.0045011+0.015579i,0.01051+0.0069941i,0.01304-0.0013059i,0.014807-0.0079552i,0.01553-0.014132i,0.010537-0.014606i,-0.0019686-0.0059888i,-0.013688+0.0071889i,-0.011188+0.014377i,-0.00058611+0.00699i,0.0015621-0.0041636i
0.0016259+0.002185i,0.011808-0.0043201i,0.0299-0.019224i,0.047954-0.03957i,0.061373-0.042459i,0.068763-0.022547i,0.068568-0.014678i,0.062062-0.032278i,0.052239-0.047782i,0.032527-0.037877i,0.01002-0.018989i,-0.0034251-0.013917i,-0.012201-0.010929i,-0.017259+6.1802e-05i,-0.015554+0.011658i,-0.010048+0.016711i,-0.0029174+0.016393i,0.0037688+0.012574i,0.0092879+0.0029925i,0.010552-0.0099695i,0.0034156-0.013224i,-0.0033589-0.0022946i,-8.7853e-05+0.0060049i
-0.00075146+0.0040447i,-0.0013647+0.015191i,0.0046798+0.036876i,0.016235+0.05833i,0.0189+0.065968i,0.017015+0.061681i,0.040971+0.059482i,0.077849+0.050456i,0.084981+0.024688i,0.058267-0.0014964i,0.026442-0.007002i,0.012314+0.00021898i,0.010582-0.0028559i,0.0063063-0.012466i,-0.0010249-0.016292i,-0.005002-0.015993i,-0.0052196-0.016703i,-0.0074912-0.014181i,-0.01075-0.0018867i,-0.0082136+0.015047i,-4.3175e-05+0.018607i,0.0042403+0.0051007i,0.00071005-0.0053172i
-0.0047855-0.00397i,-0.015563-0.0083693i,-0.036397-0.01312i,-0.051024-0.014533i,-0.040859-0.016753i,-0.014492-0.012431i,0.0025942+0.013094i,0.011578+0.035778i,0.021856+0.032553i,0.026944+0.021089i,0.017384+0.011879i,0.0020872+0.0033333i,-0.0053469+0.0018186i,-0.0045786+0.0049374i,-0.00011735+0.0069375i,0.0068611+0.008686i,0.014384+0.0092872i,0.019613+0.0039704i,0.016407-0.0081612i,0.0019561-0.018682i,-0.010535-0.01412i,-0.0086007+0.0016999i,0.0016193+0.0093692i
