-0.0027327-0.00055102i,-0.002688+9.9379e-05i,-0.0031355+0.0011838i,-0.0041568+0.0013988i,-0.0049945+0.0021417i,-0.0031152+0.0025066i,-0.0010278+0.0020353i,-0.00095953+0.0023649i,-0.00038617+0.0027667i,0.00035388+0.0023147i,1.9906e-05+0.00091369i,-0.00033616-6.8623e-06i,-0.00044905-0.0002877i,-6.2178e-05-0.00049637i,-0.00056299-0.00064672i,-0.0010619-0.0010688i,-6.9679e-05-0.00059341i,0.00018382+0.00053215i,-0.00010408+0.00028524i,-8.4531e-05-0.00038452i,0.00038358+3.7339e-05i,0.00098316-0.00012734i,0.00085851+0.00010549i
0.022597+0.043186i,0.056434+0.10526i,0.096202+0.15992i,0.13043+0.15495i,0.1729+0.065705i,0.19133-0.091686i,0.098828-0.22021i,-0.028894-0.22969i,-0.054549-0.17692i,-0.036734-0.12827i,-0.039863-0.066184i,-0.031238-0.015703i,-0.012491-0.0043923i,-0.0018684-0.0070045i,-0.00087696-0.0064067i,-0.006184-0.0059819i,-0.010524-0.0078655i,-0.011898-0.0099742i,-0.011361-0.0099114i,-0.010533-0.0069197i,-0.010853-0.0021207i,-0.0082385+0.00066621i,-0.00036875-5.6355e-05i
-0.018361-0.041533i,-0.039471-0.1135i,-0.056806-0.20849i,-0.066959-0.30423i,-0.10243-0.36234i,-0.15281-0.31086i,-0.10785-0.14456i,0.01503+0.016548i,0.061305+0.094097i,0.033591+0.11337i,0.019412+0.094194i,0.016813+0.057951i,0.0069736+0.029133i,-0.0035127+0.01426i,-0.0037783+0.011456i,0.0040079+0.015859i,0.0082246+0.021599i,0.0058177+0.02467i,0.0024154+0.022266i,0.0011438+0.015763i,0.0018687+0.0095997i,0.0015997+0.007309i,-0.0018475+0.009904i
0.011709+0.04555i,0.030231+0.11108i,0.026139+0.1746i,-0.044279+0.20228i,-0.16432+0.20871i,-0.24879+0.21032i,-0.26087+0.17592i,-0.22136+0.08847i,-0.14863-0.0022141i,-0.07156-0.041982i,-0.017372-0.037078i,0.0051214-0.026353i,0.0032975-0.018156i,-0.0027672-0.011747i,-0.0057689-0.010483i,-0.0081047-0.0095889i,-0.0070124-0.0080642i,-0.0015337-0.0075759i,0.0011009-0.0073582i,-0.0024118-0.0046143i,-0.0045566-0.0011329i,-0.0046982-0.0022462i,-0.0058179-0.0081787i
-0.013882-0.049487i,-0.035006-0.12004i,-0.063161-0.17949i,-0.070769-0.14435i,-0.020131+0.0015903i,0.10333+0.14079i,0.22941+0.13411i,0.24107+0.036475i,0.15845+0.0042654i,0.093073+0.022565i,0.05656+0.0087061i,0.024638-0.010114i,0.011541-0.0045211i,0.011358+0.0039057i,0.01196+0.0052408i,0.017781+0.0012292i,0.023771-0.0050328i,0.022563-0.0078183i,0.018971-0.0049274i,0.018666-0.0015804i,0.018975-0.001867i,0.01719-0.0023721i,0.015131-0.0014979i
0.0075103+0.048213i,0.019992+0.12415i,0.044433+0.21474i,0.095551+0.25394i,0.17043+0.18568i,0.19274+0.035856i,0.088909-0.052809i,-0.040668-0.019061i,-0.079146+0.0051838i,-0.079691-0.032258i,-0.089011-0.03715i,-0.072605-0.0078853i,-0.039447-0.00056773i,-0.021239-0.0060172i,-0.017392-0.0056507i,-0.024279-0.0012858i,-0.033488+0.002299i,-0.033199+0.0022784i,-0.025047+0.00013382i,-0.019326+0.001112i,-0.01822+0.0054036i,-0.017065+0.0096215i,-0.01341+0.011526i
-0.0057735-0.04763i,-0.0087458-0.12197i,-0.0015232-0.2106i,0.026069-0.27547i,0.043593-0.30033i,0.016579-0.28758i,-0.0090792-0.23597i,0.0061774-0.15808i,0.027117-0.067279i,0.039626+0.012776i,0.052127+0.040022i,0.049086+0.026198i,0.034753+0.014105i,0.026848+0.0091279i,0.024533+0.0026827i,0.022886-0.0037735i,0.019605-0.0051956i,0.01472+0.00077296i,0.012155+0.0058219i,0.010988+0.0016149i,0.0092534-0.007754i,0.0077278-0.011744i,0.0038291-0.0076849i
-0.0020411+0.045071i,0.0018504+0.11957i,0.0077673+0.18403i,-0.017269+0.1691i,-0.11205+0.097277i,-0.22276+0.084682i,-0.22592+0.14661i,-0.12025+0.15394i,-0.040583+0.068338i,-0.039182+0.0077287i,-0.03813+0.011245i,-0.018738+0.016333i,-0.017608+0.0066043i,-0.026291-0.00069854i,-0.029898+0.0012421i,-0.026473+0.013669i,-0.014802+0.025853i,-0.0026332+0.023792i,8.3263e-05+0.012003i,-0.0031386+0.0066655i,-0.0040766+0.01132i,-0.00089723+0.01435i,0.0028416+0.0087538i
0.0053838-0.052347i,0.0049911-0.13458i,-0.010422-0.2315i,-0.042209-0.24928i,-0.03644-0.12904i,0.055072+0.027943i,0.14503+0.048869i,0.11051-0.019214i,0.033735-0.014116i,0.045139+0.011183i,0.065205-0.024949i,0.037158-0.047115i,0.025636-0.026316i,0.033097-0.011536i,0.031693-0.011254i,0.029254-0.02076i,0.027128-0.035749i,0.022582-0.038697i,0.020689-0.028697i,0.018402-0.019238i,0.012712-0.013791i,0.0072358-0.01132i,0.0050399-0.0092664i
-0.010352+0.050985i,-0.019518+0.13067i,-0.032346+0.22535i,-0.042195+0.27476i,-0.028885+0.23075i,0.0050045+0.12141i,0.010978+0.035157i,-0.011456-0.0017625i,-0.037883-0.029126i,-0.07719-0.032536i,-0.090911+0.0072869i,-0.059208+0.030882i,-0.038558+0.016824i,-0.038961+0.0093222i,-0.031588+0.014998i,-0.0222+0.019028i,-0.019051+0.018972i,-0.019605+0.011976i,-0.021611+0.0034907i,-0.020144+0.0021928i,-0.013636+0.0040195i,-0.0086769+0.0046986i,-0.0088376+0.0033503i
0.013713-0.053127i,0.025033-0.1337i,0.034324-0.22251i,0.052297-0.25325i,0.081024-0.23306i,0.073117-0.24628i,0.0082344-0.25054i,-0.030038-0.13669i,0.015834+0.001565i,0.066528+0.021703i,0.053303-0.019259i,0.022294-0.02668i,0.021943-0.01893i,0.03233-0.022626i,0.028684-0.029033i,0.0092624-0.031258i,-0.014393-0.023093i,-0.023289-0.0062854i,-0.015461+0.0060061i,-0.0039869+0.0059918i,0.0001312-0.00068962i,-0.0011828-0.0044618i,-0.0027442-0.0059432i
-0.01791+0.050923i,-0.034555+0.13437i,-0.035852+0.23564i,-0.02937+0.27489i,-0.066754+0.23703i,-0.14229+0.23192i,-0.15025+0.26979i,-0.082132+0.19694i,-0.059862+0.04809i,-0.076673+0.016133i,-0.040938+0.054709i,-0.0051126+0.045254i,-0.020892+0.029721i,-0.03505+0.0307i,-0.028925+0.029296i,-0.013069+0.033246i,0.010213+0.037718i,0.021911+0.033294i,0.014569+0.023643i,0.0013182+0.015302i,-0.0044923+0.012191i,-0.00083476+0.012034i,0.0048748+0.011097i
0.022837-0.045675i,0.050707-0.1346i,0.076917-0.25615i,0.088869-0.3262i,0.089886-0.26904i,0.087355-0.14918i,0.087404-0.089185i,0.083758-0.072269i,0.085437-0.042839i,0.08056-0.049375i,0.028913-0.072759i,-0.012737-0.046227i,0.0038133-0.018618i,0.019443-0.021338i,0.011185-0.020676i,0.0038893-0.013177i,0.0053719-0.0097166i,0.015072-0.0086984i,0.023851-0.0093433i,0.023156-0.0072575i,0.014779-0.0015655i,0.0056327+0.0045162i,5.0672e-05+0.011314i
-0.027368+0.043285i,-0.062014+0.12734i,-0.091427+0.23041i,-0.09929+0.27442i,-0.05578+0.22419i,0.065038+0.15809i,0.15807+0.11661i,0.092078+0.072972i,-0.046426+0.052921i,-0.084311+0.073119i,-0.028256+0.080782i,0.012136+0.05204i,0.0068938+0.029225i,-0.0050301+0.027627i,-0.0031406+0.024861i,0.0054875+0.0092276i,0.0081913-0.012306i,0.00091184-0.026842i,-0.0086996-0.024267i,-0.011822-0.013053i,-0.0096872-0.0076039i,-0.0080827-0.0089987i,-0.0093126-0.012931i
0.032688-0.044822i,0.069479-0.1357i,0.08971-0.26512i,0.065017-0.34492i,-0.00017324-0.31883i,-0.097163-0.27504i,-0.17244-0.24511i,-0.12615-0.16209i,-0.0082916-0.086163i,0.02241-0.072227i,-0.015134-0.054434i,-0.013704-0.026756i,0.0074645-0.029969i,0.010925-0.035186i,0.011085-0.025742i,0.0027953-0.014687i,-0.014045-0.00082729i,-0.021813+0.0087876i,-0.014002+0.0067993i,0.00038516+0.00056487i,0.010518-0.00054549i,0.016367-4.5925e-05i,0.020452-0.0050655i
-0.035557+0.041103i,-0.083504+0.12996i,-0.1315+0.26919i,-0.1479+0.36482i,-0.12031+0.31678i,-0.050066+0.19316i,0.029406+0.11169i,0.057548+0.073374i,0.03383+0.070091i,0.035388+0.077421i,0.060676+0.041407i,0.040539-0.0069553i,0.0010479-0.0078538i,-0.0084218+0.0061927i,-0.0079809+0.0016295i,-0.010164-0.0034291i,-0.0089693-0.0022223i,-0.0087174+0.0037769i,-0.0090417+0.0097671i,-0.0099388+0.0088109i,-0.011558+0.0065205i,-0.011318+0.0072424i,-0.0087192+0.011506i
0.037816-0.038847i,0.094154-0.12557i,0.15213-0.26203i,0.1763-0.33749i,0.13632-0.23587i,0.035333-0.047959i,-0.058363+0.04258i,-0.089582+0.0033023i,-0.071754-0.066223i,-0.061638-0.079518i,-0.075474-0.042797i,-0.071775-0.0019176i,-0.041895+0.013032i,-0.015552+0.0074284i,-0.0016157+0.0052018i,0.012868+0.011215i,0.030263+0.017913i,0.039633+0.016629i,0.032928+0.007405i,0.0182-2.9168e-05i,0.0084756-0.0034524i,0.0019637-0.0052762i,-0.0060961-0.0053297i
-0.0373+0.033352i,-0.09835+0.11727i,-0.15042+0.25845i,-0.14548+0.3445i,-0.07278+0.251i,0.022739+0.065136i,0.065416-0.031222i,0.049302-0.007602i,0.028181+0.039951i,0.032914+0.038455i,0.039541+0.014843i,0.032989+0.010799i,0.026173+0.01149i,0.0098089+0.0040392i,-0.013068+0.0010212i,-0.027659-0.0016355i,-0.0357-0.011643i,-0.036234-0.018768i,-0.027117-0.014423i,-0.016616-0.0067789i,-0.011956-0.0020195i,-0.01127+0.0006299i,-0.0095207+0.00099273i
0.045899-0.024933i,0.11686-0.11641i,0.19341-0.29108i,0.21652-0.43562i,0.15784-0.37917i,0.063359-0.16687i,0.0087869+0.0038375i,-0.018597+0.05806i,-0.046587+0.049559i,-0.062525+0.041461i,-0.050594+0.051563i,-0.018597+0.047246i,0.0012024+0.02346i,0.0089835+0.0093677i,0.022329+0.0039168i,0.031159-0.0041546i,0.028098-0.0094024i,0.019772-0.010032i,0.0096821-0.0071499i,0.0042418-0.00066569i,0.0063109+0.0043023i,0.012651+0.0058217i,0.019649+0.0046908i
-0.048415+0.022798i,-0.12575+0.10518i,-0.22124+0.26228i,-0.28276+0.38335i,-0.26628+0.32791i,-0.17669+0.17459i,-0.056611+0.067803i,0.058711-0.00011664i,0.10725-0.047201i,0.087405-0.060894i,0.061877-0.071249i,0.035665-0.081419i,0.0041894-0.065925i,-0.015223-0.035107i,-0.025305-0.0072664i,-0.028289+0.016636i,-0.026824+0.036502i,-0.02041+0.044814i,-0.0057251+0.036395i,0.0040109+0.019891i,0.0010416+0.011496i,-0.0041175+0.012643i,-0.0066949+0.014149i
0.04953-0.018051i,0.13138-0.10262i,0.2242-0.27725i,0.25864-0.41589i,0.21453-0.35402i,0.14823-0.2i,0.080889-0.13528i,-0.010523-0.10504i,-0.062235-0.034739i,-0.04494+0.019029i,-0.033783+0.036653i,-0.033778+0.050279i,-0.010331+0.049027i,0.018031+0.025405i,0.033529-0.0052953i,0.037487-0.030256i,0.038994-0.040737i,0.036836-0.036843i,0.024106-0.023389i,0.010973-0.01035i,0.0059253-0.0093468i,0.0032334-0.019022i,-0.0026508-0.028912i
-0.048513+0.017206i,-0.13524+0.1006i,-0.24716+0.28733i,-0.29736+0.45706i,-0.23144+0.41132i,-0.11857+0.21189i,-0.06397+0.068141i,-0.060003+0.0095087i,-0.061316-0.029178i,-0.059026-0.043353i,-0.043651-0.03622i,-0.026559-0.033291i,-0.023621-0.026697i,-0.028371-0.0092872i,-0.029962+0.010573i,-0.023182+0.021845i,-0.014723+0.019274i,-0.010668+0.0087481i,-0.0078897-0.0032398i,-0.0054819-0.010098i,-0.0012455-0.0084803i,0.003116-0.0041481i,0.0064426+0.00056405i
0.046246-0.011106i,0.14057-0.092331i,0.27483-0.28193i,0.34826-0.46339i,0.25549-0.43455i,0.042638-0.23374i,-0.10808-0.032453i,-0.1113+0.10307i,-0.038009+0.14594i,0.011207+0.11073i,0.027155+0.078607i,0.041318+0.063052i,0.042036+0.032968i,0.027308+0.0012837i,0.0082766-0.020511i,-0.016742-0.029413i,-0.036207-0.028139i,-0.037655-0.024855i,-0.027406-0.015346i,-0.015618-0.0046467i,-0.011831+0.0023615i,-0.012175+0.013317i,-0.0094441+0.025788i
-0.047797+0.0022586i,-0.14422+0.077137i,-0.27974+0.26088i,-0.3459+0.43991i,-0.24778+0.42324i,-0.033148+0.26638i,0.15415+0.11577i,0.20428-0.010633i,0.11834-0.07018i,0.026774-0.04633i,-0.0070666-0.036575i,-0.032652-0.052082i,-0.046568-0.036264i,-0.036032-0.0048508i,-0.019069+0.020665i,0.0030217+0.036894i,0.020387+0.041884i,0.021145+0.040881i,0.014643+0.031746i,0.0066508+0.018941i,0.00035278+0.012049i,-0.0018718+0.0055173i,-0.0034782-0.0062286i
0.045003+0.00031843i,0.14924-0.080083i,0.30309-0.29321i,0.38104-0.51158i,0.28602-0.46712i,0.11441-0.20141i,0.020762-0.0024491i,0.0094964+0.036147i,0.029636+0.0030306i,0.042982-0.027941i,0.028959-0.02386i,0.021947+0.0046924i,0.027577+0.012765i,0.021482-0.00023398i,0.010647-0.0077005i,0.0057379-0.0022307i,0.0037455+0.0065378i,0.0058166+0.012339i,0.0070541+0.013365i,0.0012411+0.0098536i,-0.0042813+0.0057837i,3.3075e-05+0.0014227i,0.010368-0.0032018i
-0.044852+0.0030859i,-0.15074+0.076166i,-0.32501+0.27681i,-0.43437+0.47412i,-0.34388+0.39143i,-0.15725+0.053197i,-0.1001-0.21925i,-0.15192-0.24345i,-0.1453-0.11522i,-0.078973-0.015119i,-0.040859+0.015479i,-0.033281+0.02335i,-0.02161+0.021848i,-0.0045242+0.015923i,0.014315+0.0052596i,0.027793-0.022244i,0.02797-0.048604i,0.020652-0.053312i,0.010696-0.042017i,0.0058095-0.025578i,0.01277-0.017924i,0.014877-0.018145i,0.0056678-0.011016i
0.039243+0.0043033i,0.14827-0.068841i,0.32648-0.27474i,0.4365-0.48878i,0.34628-0.43643i,0.16376-0.12995i,0.092941+0.14117i,0.097097+0.21145i,0.049765+0.13305i,-0.016044+0.048654i,-0.020765+0.016777i,0.011336-0.0015176i,0.020827-0.014755i,0.0095917-0.01469i,-0.0046501-0.0073838i,-0.01853+0.011756i,-0.021689+0.032856i,-0.01521+0.033876i,-0.0025447+0.022518i,0.01119+0.015398i,0.010124+0.016763i,-0.0017036+0.023857i,-0.0092443+0.024804i
-0.036696-0.0053192i,-0.14689+0.062214i,-0.33532+0.27318i,-0.45944+0.51397i,-0.39397+0.50021i,-0.26627+0.24429i,-0.21982+0.047271i,-0.15772+0.001737i,-0.042254+0.0035779i,0.029014+0.0067502i,0.039169+0.00884i,0.020983+0.0015656i,-0.00060034-0.0035882i,-0.0070099-0.0010853i,-0.011057-0.0048434i,-0.02386-0.016429i,-0.036909-0.026503i,-0.042316-0.026355i,-0.036846-0.017694i,-0.027852-0.012638i,-0.02276-0.011913i,-0.016166-0.012352i,-0.0038816-0.014478i
0.029049+0.0080914i,0.13984-0.060903i,0.34438-0.28194i,0.48865-0.54711i,0.43496-0.54984i,0.33241-0.30536i,0.32032-0.15134i,0.25435-0.14428i,0.092092-0.11086i,-0.013405-0.042105i,-0.040951-0.011659i,-0.038174-0.0018138i,-0.016577+0.0013101i,-0.0042231-0.0059373i,0.0017121+0.00053275i,0.028973+0.023336i,0.062613+0.040717i,0.075573+0.040066i,0.061912+0.021517i,0.03608+0.0029636i,0.021794-0.0019541i,0.022633-0.00056717i,0.021843-0.0016356i
-0.028887-0.016282i,-0.14242+0.044076i,-0.35566+0.2467i,-0.50836+0.50042i,-0.45662+0.52975i,-0.33297+0.33834i,-0.29034+0.1997i,-0.23426+0.15077i,-0.10182+0.068638i,0.0047968-0.019267i,0.041979-0.052382i,0.032439-0.047802i,0.002214-0.028894i,-0.013568-0.014043i,-0.018013-0.0098859i,-0.033342-0.014408i,-0.054083-0.020697i,-0.060868-0.01648i,-0.052701-0.0045824i,-0.041134+0.0041954i,-0.029943+0.0062633i,-0.022187+0.0055349i,-0.0209+0.008129i
0.031449+0.01262i,0.14268-0.047622i,0.35371-0.25877i,0.47945-0.53679i,0.35837-0.58952i,0.15734-0.38335i,0.06772-0.1992i,0.02422-0.1006i,-0.032129+0.014773i,-0.055082+0.090517i,-0.05217+0.087861i,-0.032576+0.058556i,0.0007967+0.022152i,0.013526-0.0038536i,0.012357-0.013157i,0.020955-0.022857i,0.033102-0.031513i,0.033101-0.031921i,0.026035-0.023458i,0.023904-0.012285i,0.018333-0.0099604i,0.0037594-0.013855i,-0.0072175-0.018325i
-0.024252-0.015984i,-0.13004+0.031422i,-0.33566+0.2179i,-0.45443+0.49095i,-0.31151+0.5905i,-0.066402+0.43928i,0.071291+0.26647i,0.11305+0.1572i,0.097673+0.035834i,0.035436-0.05499i,-0.019023-0.068864i,-0.039256-0.0351i,-0.032335+0.017599i,-0.0089365+0.048479i,0.0038394+0.045588i,-0.0062538+0.045528i,-0.02443+0.053569i,-0.031223+0.050574i,-0.024593+0.035791i,-0.018963+0.024197i,-0.014993+0.024708i,-0.0046677+0.028798i,0.010287+0.031469i
0.016818+0.0097988i,0.11828-0.035415i,0.31981-0.21796i,0.4395-0.49225i,0.30779-0.59112i,0.08704-0.41544i,-0.021243-0.21752i,-0.04366-0.13116i,-0.029785-0.060534i,0.0042378+0.019743i,0.029346+0.066378i,0.039161+0.053694i,0.024356-0.00015137i,-0.00089659-0.03051i,-0.0075023-0.025326i,0.0058319-0.021031i,0.023191-0.022221i,0.038499-0.018781i,0.04389-0.019034i,0.034949-0.02379i,0.022565-0.021534i,0.013218-0.011126i,-0.00011164-0.0044541i
-0.01221-0.01498i,-0.11349+0.012751i,-0.31571+0.1544i,-0.42337+0.38047i,-0.26602+0.4507i,-0.052618+0.25186i,-0.0018737+0.027893i,-0.026328-0.042832i,-0.042971-0.047418i,-0.057248-0.04337i,-0.049558-0.024009i,-0.019215-0.0041514i,0.015258+0.0070381i,0.030912-0.00064413i,0.020435-0.009096i,0.0095993+0.0026643i,0.011238+0.02031i,0.0047795+0.027842i,-0.010244+0.032434i,-0.013686+0.038382i,-0.0066712+0.035884i,-0.0025572+0.020399i,0.0012902-0.0018973i
0.0051744+0.02009i,0.096547+0.0065251i,0.26682-0.10155i,0.32496-0.29755i,0.14859-0.37076i,-0.01351-0.18248i,0.016204+0.032574i,0.050513+0.069081i,0.0091625+0.038161i,0.0092064+0.022844i,0.036808-0.011415i,0.017815-0.045034i,-0.025279-0.04418i,-0.043806-0.022907i,-0.036733-0.014835i,-0.038463-0.030279i,-0.054961-0.048951i,-0.060269-0.057098i,-0.044961-0.053448i,-0.028273-0.045503i,-0.022816-0.038771i,-0.014958-0.027388i,0.0023928-0.0096519i
-0.0025759-0.021405i,-0.081394-0.018364i,-0.22641+0.06193i,-0.27021+0.22556i,-0.12501+0.30745i,-0.012388+0.19055i,-0.069185+0.058496i,-0.099069+0.056845i,-0.018418+0.071466i,0.02353+0.038618i,0.0023725+0.023859i,0.00041459+0.03344i,0.021564+0.027041i,0.026482+0.011545i,0.018259+0.012187i,0.030364+0.020211i,0.05231+0.015124i,0.056284+0.0064816i,0.047013+0.0064826i,0.038834+0.0037408i,0.031027-0.0054345i,0.016284-0.0081649i,-0.0067151-0.0015899i
0.0026594+0.014262i,0.088138+0.017064i,0.25335-0.045299i,0.31277-0.18729i,0.15094-0.27352i,0.012499-0.23129i,0.050784-0.20401i,0.05346-0.21913i,-0.031047-0.15134i,-0.052993-0.056122i,-0.041241-0.029676i,-0.051426-0.015077i,-0.050339+0.014343i,-0.028171+0.02425i,-0.0074183+0.017868i,-0.010217+0.022184i,-0.020816+0.047145i,-0.010876+0.064769i,0.0035783+0.048707i,0.0030461+0.023867i,0.0048642+0.019751i,0.014871+0.020575i,0.019295+0.0083692i
0.00059045-0.019489i,-0.075738-0.063555i,-0.22499-0.10662i,-0.27537-0.090223i,-0.12188-0.017386i,0.0087117+0.078893i,0.012314+0.1933i,0.053744+0.23019i,0.09637+0.12384i,0.058732+0.027428i,0.046925+0.012606i,0.070286-0.020126i,0.058739-0.064297i,0.027998-0.065624i,0.0031892-0.046485i,-0.0056687-0.039318i,-0.0052834-0.045588i,-0.017017-0.043003i,-0.030582-0.020609i,-0.03101+0.0049563i,-0.028145+0.019738i,-0.02524+0.019199i,-0.017612+0.012164i
-0.007496+0.015158i,0.041458+0.064335i,0.13675+0.12239i,0.13911+0.12928i,-0.023265+0.088587i,-0.16653+0.032922i,-0.2017-0.0417i,-0.22487-0.068928i,-0.2036-0.0092091i,-0.12205+0.032574i,-0.084956+0.030719i,-0.073551+0.056022i,-0.030744+0.08508i,0.0088048+0.069284i,0.025287+0.024716i,0.025487-0.0079695i,0.02202-0.016855i,0.020635-0.024758i,0.011486-0.038306i,-0.0043712-0.042507i,-0.018309-0.038774i,-0.022401-0.027124i,-0.014853-0.007798i
0.0079621-0.012599i,-0.051924-0.059429i,-0.18687-0.12551i,-0.25716-0.14885i,-0.11639-0.12749i,0.10441-0.10717i,0.20756-0.083055i,0.20532-0.06041i,0.15543-0.053202i,0.090631-0.047862i,0.043191-0.051901i,-0.0064497-0.062448i,-0.058306-0.053143i,-0.077345-0.025745i,-0.064759+0.014144i,-0.039552+0.043574i,-0.023835+0.039008i,-0.014429+0.027223i,0.011285+0.025518i,0.03882+0.01676i,0.044517+0.0017582i,0.028887-0.0072548i,0.0032198-0.012931i
-0.0024403+0.017631i,0.066938+0.095748i,0.2332+0.24814i,0.37159+0.37365i,0.28397+0.37398i,0.050404+0.29928i,-0.10066+0.23741i,-0.12882+0.17863i,-0.099558+0.093521i,-0.075068+0.033606i,-0.047392+0.04433i,0.019097+0.055873i,0.07738+0.013806i,0.078463-0.025666i,0.042185-0.030675i,0.011835-0.014031i,0.012683+0.015945i,0.023238+0.041307i,0.012916+0.051391i,-0.0016481+0.052058i,-0.00047344+0.044285i,0.011547+0.027517i,0.029445+0.0086096i
0.0080765-0.021366i,-0.019008-0.1218i,-0.11074-0.33515i,-0.21579-0.52796i,-0.21594-0.51894i,-0.10561-0.3673i,0.011431-0.26286i,0.057401-0.23093i,0.028211-0.17191i,-0.0030187-0.084954i,-0.018303-0.038229i,-0.041199-0.012602i,-0.048518+0.024156i,-0.031788+0.041862i,-0.010994+0.024168i,-0.0082887-0.0051487i,-0.031652-0.02049i,-0.053438-0.021825i,-0.052672-0.022795i,-0.04319-0.017891i,-0.031895+0.0029264i,-0.017903+0.026151i,-0.012912+0.043144i
-0.0097889+0.002468i,0.01597+0.05479i,0.11614+0.1574i,0.25772+0.22423i,0.31756+0.22995i,0.27309+0.24837i,0.24545+0.26101i,0.21751+0.21021i,0.13499+0.13416i,0.069071+0.077545i,0.052167+0.026482i,0.037903-0.02478i,0.007012-0.051218i,-0.015999-0.04506i,-0.012237-0.026064i,0.010784-0.025433i,0.030502-0.049469i,0.033254-0.071028i,0.025244-0.07139i,0.016167-0.058009i,0.0007408-0.045514i,-0.016118-0.036248i,-0.022153-0.034103i
0.0065619-0.00025826i,-0.048894-0.073587i,-0.23544-0.21999i,-0.51884-0.31665i,-0.65747-0.28301i,-0.53576-0.22568i,-0.40626-0.20349i,-0.36099-0.12186i,-0.24191+0.0042276i,-0.089736+0.068647i,-0.020526+0.084465i,0.00012133+0.091236i,0.015912+0.071573i,0.024527+0.033809i,0.024738+0.012022i,0.019105+0.017545i,0.027282+0.035857i,0.0493+0.041567i,0.058202+0.029778i,0.050024+0.016006i,0.041612+0.0039571i,0.037086-0.0075925i,0.034776-0.011014i
-0.011064+0.006713i,0.0050288+0.098573i,0.12152+0.28329i,0.37556+0.38742i,0.58459+0.24334i,0.51966-0.0087418i,0.33135-0.12696i,0.22353-0.13976i,0.11063-0.14405i,-0.0053953-0.12285i,-0.032775-0.098602i,-0.017845-0.091279i,-0.0068336-0.067339i,-0.0042157-0.030518i,-0.023888-0.0004191i,-0.046636+0.027068i,-0.059781+0.056836i,-0.064946+0.081198i,-0.049355+0.080223i,-0.027067+0.056182i,-0.017286+0.037611i,-0.0092696+0.026521i,-0.0052588+0.012596i
0.020633+0.0065367i,0.033731-0.030223i,-0.018926-0.085959i,-0.19003-0.049082i,-0.36842+0.10287i,-0.36555+0.24792i,-0.251+0.29771i,-0.17088+0.2656i,-0.092494+0.16366i,-0.021963+0.04892i,0.0020847+0.0088072i,0.0025342+0.021715i,-0.003237+0.03069i,0.0059543+0.016941i,0.035715-0.024878i,0.051694-0.075027i,0.043661-0.11264i,0.024642-0.11864i,0.0019844-0.081281i,-0.014394-0.035207i,-0.023545-0.010718i,-0.026884+0.0042808i,-0.021106+0.014251i
-0.00074829-0.013794i,0.028089-0.013224i,0.17329-0.059123i,0.40145-0.24785i,0.45721-0.44215i,0.23267-0.43361i,0.010173-0.30062i,-0.033945-0.20498i,-0.0092071-0.10338i,0.014615+0.0035769i,0.0053649+0.020316i,-0.030242-0.0070812i,-0.042987-0.026265i,-0.052622-0.023215i,-0.063734+0.029073i,-0.039195+0.086143i,-0.0010714+0.10241i,0.015675+0.077906i,0.013714+0.030989i,0.010219+0.0012026i,0.016537-0.0093788i,0.013578-0.018946i,-0.0030718-0.020984i
0.00022651+0.0061894i,-0.012962-0.042643i,-0.15028-0.11764i,-0.43479-0.048442i,-0.56681+0.19818i,-0.30465+0.35326i,0.050461+0.25294i,0.13893+0.10602i,0.053518+0.055733i,-0.030944+0.016868i,-0.072409-0.0089047i,-0.050525+0.0043418i,-0.0035509+0.019341i,0.025418+0.012877i,0.019293-0.022763i,-0.02313-0.043689i,-0.050975-0.026229i,-0.039808-0.010036i,-0.020819-0.0086439i,-0.013448-0.0051906i,-0.008839+0.010053i,0.0089486+0.026767i,0.0274+0.027121i
-0.0021069-0.020749i,-0.032458-0.030152i,-0.02211-0.053152i,0.086449-0.16488i,0.16087-0.2846i,0.05466-0.20312i,-0.067946+0.0097753i,-0.061338+0.061418i,-0.033727-0.042444i,-0.016141-0.073891i,0.034238-0.025116i,0.066378+0.007904i,0.051539+0.021374i,0.024439+0.02259i,0.018265+0.0046054i,0.021568-0.035972i,0.0037332-0.068144i,-0.013172-0.055144i,0.00025051-0.022212i,0.015827-0.014138i,0.0028645-0.024647i,-0.020613-0.025464i,-0.027734-0.016297i
0.00061633+0.028987i,-0.001607+0.074876i,-0.066552+0.20121i,-0.18536+0.46159i,-0.17969+0.63176i,-0.015526+0.41324i,0.047603+0.03742i,-0.013678-0.060054i,-0.00245+0.051487i,0.027695+0.097379i,-0.016425+0.065205i,-0.077248+0.018798i,-0.10204-0.020125i,-0.078114-0.01961i,-0.017601+0.034262i,0.062906+0.089574i,0.13078+0.087259i,0.13122+0.05207i,0.076756+0.029235i,0.029304+0.018589i,0.0099908+0.0083724i,0.0025554-0.0024374i,-0.0086584-0.0074207i
