-0.0013886-0.00038945i,-0.0010596-0.000961i,-0.00042585-0.00073584i,-0.0012208-0.00090359i,-0.0028626-0.001865i,-0.0030489-0.0010163i,-0.0014838+0.00037985i,-0.00082923+0.0006981i,-0.00035387+0.0004287i,-0.0002335+0.00026325i,-0.00049941-3.831e-05i,-0.00010251-0.00017784i,0.00012658-0.00047526i,4.4454e-05-0.00092328i,-0.00037767+4.8443e-05i,-0.00055372+0.00067663i,-0.00068274+0.00046976i,-0.00075527+0.00095299i,-0.00080896+0.0010057i,-0.00037707+0.00035307i,0.00044279-0.00061697i,0.00082533-0.00062527i,0.00060426+0.00018954i
-0.03474-0.015845i,-0.063596-0.010554i,-0.052282+0.0073854i,0.027868+0.015174i,0.15104-0.0029958i,0.21139-0.046841i,0.14506-0.073738i,0.036181-0.052922i,-0.014767-0.01644i,-0.019798-0.0023459i,-0.023399+0.0070823i,-0.019514+0.019713i,-0.0085091+0.015981i,-0.0030037-0.0028511i,-0.0017097-0.018833i,0.00069588-0.025793i,0.0055943-0.024816i,0.0085631-0.018655i,0.0054337-0.0096007i,0.0011678+0.00011967i,0.0026459+0.0078447i,0.013651+0.011734i,0.02831+0.011547i
0.022433+0.033861i,0.058597+0.044883i,0.085614+0.032122i,0.080791+0.0026779i,0.045574-0.018932i,0.0091096-0.023644i,-0.0014076-0.01619i,0.017091+0.0027893i,0.033748+0.01721i,0.033198+0.021798i,0.035201+0.020661i,0.041131+0.0067302i,0.030896-0.0098753i,0.0075715-0.010779i,-0.01088-0.0073495i,-0.02128-0.011629i,-0.024745-0.017148i,-0.019877-0.016725i,-0.0099242-0.014312i,-0.0040897-0.013827i,-0.0048524-0.013722i,-0.0025159-0.016657i,0.0059206-0.025512i
-0.0088596-0.037493i,-0.03273-0.059799i,-0.076969-0.048366i,-0.13435+0.011182i,-0.1862+0.092957i,-0.19996+0.14953i,-0.13394+0.14141i,-0.04803+0.059818i,-0.019784-0.016223i,-0.011346-0.035856i,-0.0036519-0.043163i,-0.018023-0.048457i,-0.024382-0.029264i,-0.0092929-0.0027407i,0.00049638+0.017553i,-0.0028223+0.032863i,-0.011409+0.040774i,-0.016031+0.036335i,-0.012521+0.022197i,-0.0061829+0.01069i,-0.0028126+0.0070253i,-0.0086663+0.0044082i,-0.024229-0.0033081i
-0.0069935+0.035138i,-0.0060753+0.062814i,0.016243+0.061676i,0.0528+0.0058976i,0.083388-0.080318i,0.10305-0.11427i,0.076234-0.084329i,0.0061649-0.033075i,-0.030806+0.006246i,-0.031396+0.0094395i,-0.035646+0.0078272i,-0.035406+0.023943i,-0.024395+0.028557i,-0.016776+0.013839i,-0.0090517+0.0045041i,0.0064297+0.0072135i,0.022526+0.010743i,0.025401+0.0099597i,0.016693+0.0071457i,0.011673+0.0044261i,0.015532+0.0038337i,0.018961+0.0093831i,0.010685+0.020152i
0.02617-0.026381i,0.044291-0.057918i,0.043734-0.085134i,0.033804-0.083263i,0.054896-0.058688i,0.076654-0.07298i,0.048934-0.094608i,0.0197-0.054411i,0.024641-0.0074933i,0.02709+0.0079717i,0.028691+0.018932i,0.037149+0.01583i,0.026036+0.0023987i,0.0063897+0.002574i,0.0002305+0.0028173i,-0.0012188-0.012206i,-0.0027733-0.026604i,-0.0012332-0.025825i,-0.0023968-0.015835i,-0.0079448-0.011792i,-0.0097232-0.016919i,-0.00025156-0.019975i,0.016408-0.0116i
-0.035332+0.01582i,-0.061499+0.034493i,-0.061579+0.06787i,-0.040502+0.10866i,-0.048769+0.14835i,-0.071713+0.18439i,-0.048846+0.16007i,-0.017053+0.068191i,-0.020801+0.0050358i,-0.01786-0.006763i,-0.0088677-0.021594i,-0.019018-0.027941i,-0.018559-0.012816i,-0.0021296-0.0034266i,0.0038632-0.00098546i,-0.0026039+0.0079822i,-0.011928+0.01757i,-0.013837+0.019555i,-0.0073009+0.016704i,-0.0045823+0.013647i,-0.012424+0.0097258i,-0.022388+0.00097789i,-0.019499-0.011285i
0.038848+0.0025169i,0.067621+0.0047336i,0.069338-0.011887i,0.02434-0.040538i,-0.024357-0.04833i,-0.031078-0.035714i,-0.0050165+0.0020075i,0.019244+0.039008i,0.016759+0.034082i,-0.0056442+0.010968i,-0.024147+0.0076513i,-0.020914+0.022388i,-0.0055822+0.029767i,-0.0001666+0.021277i,0.00021478+0.011894i,0.0096636+0.0098123i,0.020074+0.010931i,0.02132+0.0087072i,0.019721+0.002258i,0.019991+0.0010749i,0.018509+0.01177i,0.010955+0.021584i,-0.0026728+0.015584i
-0.030291-0.02069i,-0.056875-0.042707i,-0.067579-0.050254i,-0.031974-0.046505i,0.045414-0.083257i,0.090732-0.13849i,0.056223-0.14448i,0.013546-0.092355i,0.013814-0.038017i,0.01642-0.0093325i,0.01925+0.010062i,0.031327+0.0063399i,0.024658-0.0083343i,0.0098631-0.0058718i,0.005221-0.0049526i,0.0010742-0.017161i,0.0003822-0.026797i,0.0023082-0.025918i,-0.0021347-0.020969i,-0.0031406-0.019005i,0.0079328-0.016873i,0.019709-0.012097i,0.017004-0.0026607i
0.019172+0.032014i,0.034309+0.059241i,0.05104+0.064035i,0.060495+0.040111i,0.044679+0.032589i,0.0090797+0.046794i,-0.015582+0.040486i,-0.024421+0.0095826i,-0.022643-5.2998e-05i,-0.0043677+0.0050775i,0.0042637-0.0063317i,-0.0076755-0.016194i,-0.011774-0.012664i,-0.0089758-0.0088482i,-0.013136-0.0038009i,-0.020327+0.0048166i,-0.024064+0.0093879i,-0.021381+0.0092592i,-0.015952+0.0084044i,-0.01455+0.0020891i,-0.017931-0.012583i,-0.0202-0.020995i,-0.011029-0.010913i
-0.0019167-0.031071i,0.0065264-0.058443i,0.0042976-0.064542i,-0.040992-0.032987i,-0.11395+0.032006i,-0.12737+0.10188i,-0.053096+0.11548i,0.010069+0.067085i,0.013017+0.018495i,-0.0027086-0.00053448i,-0.01237-0.0049558i,-0.011347+0.00050235i,0.00093561+0.0033673i,0.0059599-0.0017842i,0.0016473+0.00080085i,0.0033683+0.01131i,0.0066631+0.018124i,0.0060868+0.018199i,0.0068124+0.01417i,0.0032503+0.012335i,-0.010085+0.017542i,-0.019286+0.023587i,-0.012124+0.017618i
-0.0078121+0.027561i,-0.033653+0.047209i,-0.050407+0.052475i,-0.022503+0.03442i,0.049803-0.020838i,0.096078-0.099303i,0.064914-0.11634i,0.018321-0.063279i,-0.00039043-0.023666i,-0.0089093-0.005736i,-0.0022729+0.011942i,0.0060243+0.0099293i,-0.00555+0.0011833i,-0.0094971+0.0031937i,-0.00043691-0.00022305i,0.0037889-0.0090397i,0.0076048-0.012839i,0.010599-0.013329i,0.0071339-0.012181i,0.0057526-0.0050183i,0.014609+0.0082004i,0.026584+0.014656i,0.024425+0.0058251i
0.021094-0.021347i,0.04909-0.029166i,0.067471-0.03436i,0.061336-0.054473i,0.036542-0.081548i,0.0062833-0.083987i,-0.022531-0.059386i,-0.030289-0.024999i,-0.0066988+0.0012984i,0.018912+0.0047052i,0.019437-0.0047649i,0.0027264-0.0052929i,-0.0082344+0.0038951i,-0.0085843+0.01329i,-0.0059293+0.016805i,-0.0063623+0.01341i,-0.0091965+0.0069991i,-0.0086183+0.0028239i,-0.0052477+0.0014168i,0.00057418-0.0025607i,0.0094394-0.014944i,0.013182-0.028224i,0.0078922-0.026822i
-0.026776+0.013529i,-0.047652+0.0028469i,-0.061638-0.0084436i,-0.079941+0.025185i,-0.10632+0.1257i,-0.11462+0.21847i,-0.067621+0.20349i,-0.014564+0.10162i,-0.006904+0.022298i,-0.0079673-0.0082058i,-0.0092156-0.020546i,-0.0103-0.017981i,-0.0022229-0.014217i,-0.00025965-0.016221i,-0.0028452-0.0086079i,-0.0012447+0.0033599i,-0.0019883+0.011396i,-0.0029921+0.01488i,0.0012391+0.011616i,0.0020088+0.0042102i,-0.0092465-0.0025996i,-0.023382-0.0030157i,-0.024292+0.0029806i
0.027562+0.0047079i,0.043613+0.027987i,0.051665+0.053165i,0.069903+0.046954i,0.10132-0.0059322i,0.12794-0.063455i,0.11382-0.071254i,0.059114-0.032688i,0.0088352+0.0050079i,-0.013652+0.020438i,-0.0075415+0.024701i,0.0019752+0.021346i,-0.0018118+0.016858i,-0.0069505+0.011596i,-0.0066632+0.0019325i,-0.0016226-0.0058211i,0.0061303-0.0069252i,0.010796-0.0057943i,0.0081707-0.0066677i,0.0010368-0.0042098i,-0.0034638+0.0082661i,-0.0023379+0.021993i,0.0011639+0.021237i
-0.023024-0.013681i,-0.025089-0.037961i,-0.012584-0.061004i,0.0038939-0.086939i,0.021828-0.14152i,0.01752-0.202i,-0.012718-0.18864i,-0.013163-0.10827i,0.018107-0.050061i,0.027308-0.028166i,0.018238-0.011343i,0.012175+0.0016681i,0.011342+0.012607i,0.017013+0.021123i,0.019885+0.016883i,0.012826+0.0051777i,0.0054417-0.0040098i,0.00069436-0.008254i,-0.0043443-0.0072144i,-0.0033701-0.0043448i,0.008384-0.0047129i,0.020565-0.0093086i,0.020442-0.011756i
0.016243+0.021589i,0.005145+0.035808i,-0.023288+0.035665i,-0.061977+0.052456i,-0.10551+0.13463i,-0.11591+0.23845i,-0.076773+0.23665i,-0.039956+0.12646i,-0.030361+0.031588i,-0.022874-0.005773i,-0.020541-0.020766i,-0.021286-0.023579i,-0.0135-0.024838i,-0.0097377-0.02636i,-0.01051-0.016436i,-0.0097666-0.0032008i,-0.010811+0.0047676i,-0.009236+0.010144i,-0.0042532+0.011198i,-0.00094125+0.0057811i,-0.0011325-0.0054665i,-0.0043663-0.015641i,-0.005475-0.01461i
-0.0009932-0.02346i,0.01633-0.033956i,0.043225-0.021026i,0.06454-0.0053555i,0.086329-0.0016198i,0.10136-0.0025575i,0.096127-0.0004421i,0.063779+0.017787i,0.021084+0.042928i,0.0015271+0.048097i,0.0045138+0.034387i,0.007222+0.019966i,-0.00078977+0.012058i,-0.01236+0.0086389i,-0.017109+0.005829i,-0.012604+0.0041703i,-0.0036823+0.0046156i,0.0030372+0.0044986i,0.0053164+0.0021258i,0.0019768+0.000334i,-0.0083101+0.0053537i,-0.01756+0.012387i,-0.01661+0.012202i
-0.0080168+0.028325i,-0.018196+0.030797i,-0.017956-0.003346i,-0.0032037-0.069004i,0.0079998-0.17574i,-0.0072334-0.29221i,-0.046216-0.29477i,-0.046685-0.18692i,-0.0042241-0.096886i,0.015677-0.049299i,0.014383-0.014883i,0.016187+0.0013273i,0.021001+0.0068954i,0.025706+0.0084729i,0.022169+0.0033128i,0.014017-0.0016648i,0.0099629-0.0046129i,0.0064741-0.0070425i,-0.00035802-0.0084941i,-0.0046342-0.0064003i,-0.001148+0.00069681i,0.0044697+0.0063764i,0.0045805+0.0062537i
0.020569-0.023754i,0.02088-0.022854i,-0.0083883+0.011957i,-0.052114+0.065464i,-0.088053+0.13364i,-0.10176+0.22302i,-0.069319+0.24053i,-0.034066+0.14072i,-0.032862+0.03798i,-0.031059-0.0039913i,-0.025695-0.014687i,-0.0265-0.01533i,-0.023715-0.017358i,-0.018554-0.018399i,-0.0124-0.010719i,-0.0070324-0.0023991i,-0.006824+0.0017872i,-0.0078483+0.0051356i,-0.0057549+0.0086205i,-0.0007933+0.0086575i,0.0059074+0.0024391i,0.01136-0.0048382i,0.011678-0.0066443i
-0.025989+0.0088441i,-0.027018+0.0068001i,0.0030246-0.010229i,0.025697+0.001726i,0.044579+0.085274i,0.1115+0.15549i,0.15905+0.1311i,0.12071+0.089295i,0.063092+0.079243i,0.034567+0.057862i,0.020563+0.025128i,0.0092332+0.0073592i,-0.0047685+0.0069745i,-0.015558+0.013055i,-0.017198+0.014663i,-0.013762+0.012444i,-0.0083541+0.010455i,-0.00076723+0.0084263i,0.007145+0.0064055i,0.010256+0.0048526i,0.0075328+0.0031685i,0.0032618+8.7342e-05i,0.0012323-0.0023557i
0.034617+0.0055788i,0.039577-0.0032412i,0.01327-0.01858i,0.0091118-0.069849i,0.023498-0.20922i,-0.035439-0.35157i,-0.11427-0.33128i,-0.096534-0.20148i,-0.034805-0.10767i,-0.0096293-0.052127i,-0.00069309-0.012546i,0.0072762+0.0027085i,0.0133+0.0081922i,0.018529+0.01091i,0.017111+0.0073667i,0.012494+0.0025968i,0.010446-0.001301i,0.0086462-0.0051321i,0.0037991-0.010322i,-0.0021502-0.013862i,-0.0057067-0.010257i,-0.0089316-0.0030821i,-0.010876+0.00065611i
-0.031077-0.01188i,-0.036136-0.00076122i,-0.0043607+0.026502i,0.0054538+0.041678i,-0.052072+0.07202i,-0.089775+0.1313i,-0.060483+0.14194i,-0.038833+0.079235i,-0.045114+0.0174i,-0.037739-0.0067314i,-0.025649-0.0087979i,-0.019355-0.0019001i,-0.011856-0.0014329i,-0.0069621-0.0054002i,-0.0018206-0.004677i,0.002295-0.0034238i,0.0016468-0.0027374i,0.00063134-0.00090307i,-0.0025121+0.0020719i,-0.0061261+0.0039638i,-0.0050268+0.0035197i,-0.00063815+0.0030892i,0.0022071+0.0035417i
0.022323+0.028962i,0.032417+0.022049i,0.007865-0.0058356i,-0.016314+0.036396i,0.057867+0.16681i,0.19779+0.24338i,0.24738+0.182i,0.1809+0.098873i,0.10591+0.071934i,0.062532+0.045517i,0.030045+0.0077067i,0.007125-0.0097858i,-0.0061468-0.0034302i,-0.010511+0.0057501i,-0.010245+0.0053847i,-0.010564+0.0026493i,-0.009725+0.001899i,-0.0059057+0.0020771i,0.0018177+0.004814i,0.0086637+0.0069327i,0.011602+0.0050748i,0.013283-0.00091273i,0.011879-0.0060116i
-0.0070982-0.041147i,-0.025165-0.044562i,-0.025368-0.017999i,0.010882-0.051627i,0.010383-0.20094i,-0.084141-0.32621i,-0.16231-0.27512i,-0.12408-0.14593i,-0.05234-0.074584i,-0.020368-0.034031i,-0.0052753+0.0018302i,0.0056215+0.015058i,0.013971+0.014166i,0.017565+0.010022i,0.01117+0.0045923i,0.0024028+0.0022303i,-0.00040326+0.0020522i,0.00034809+0.00047277i,5.5751e-06-0.0043134i,-0.0016296-0.0086111i,-0.0050201-0.0082143i,-0.010364-0.0061721i,-0.012112-0.0037746i
-0.012178+0.04633i,0.012244+0.057752i,0.049055+0.015343i,0.015719-0.056604i,-0.10059-0.063543i,-0.17175+0.0089345i,-0.1374+0.054501i,-0.095598+0.035477i,-0.080905+0.01008i,-0.057388+0.0012673i,-0.027303+0.00049227i,-0.0056678+0.00050541i,0.0017924-0.0062238i,0.0012747-0.010983i,0.0033549-0.0070048i,0.0077426-0.0018599i,0.009939+0.00043575i,0.0070692+0.00046849i,-0.00095942-0.00061529i,-0.0063339-0.0011894i,-0.0071866+0.0010236i,-0.0064231+0.0068689i,-0.0045685+0.010154i
0.036006-0.031284i,0.023623-0.055821i,-0.031958-0.02767i,-0.037064+0.10352i,0.10242+0.25656i,0.27418+0.27263i,0.29546+0.16235i,0.20643+0.071735i,0.12738+0.037699i,0.072649+0.010869i,0.025371-0.015071i,-0.0073567-0.022216i,-0.02197-0.011669i,-0.023636-0.0027826i,-0.018433-0.0028288i,-0.013173-0.0047632i,-0.011014-0.003863i,-0.007566+0.00078859i,-2.3295e-05+0.0059836i,0.0056804+0.0063435i,0.0083001+0.0025279i,0.011404-0.0027969i,0.01266-0.0061846i
-0.049561+0.0069127i,-0.059832+0.038951i,-0.0092562+0.060825i,0.061029-0.010246i,0.041564-0.16563i,-0.060409-0.23759i,-0.10863-0.16716i,-0.071143-0.081304i,-0.025119-0.042943i,-0.0021992-0.016291i,0.0098695+0.0077113i,0.014668+0.016954i,0.015069+0.016203i,0.010475+0.012888i,0.00046787+0.011931i,-0.0063235+0.013711i,-0.0060154+0.013449i,-0.0015902+0.0097552i,0.00139+0.004664i,0.0011191+0.0010101i,-0.0010642-0.00094012i,-0.0048222-0.0029977i,-0.0061651-0.004724i
0.053576+0.017827i,0.084754-0.010104i,0.057271-0.095184i,-0.077129-0.16058i,-0.24151-0.11574i,-0.29169-0.018128i,-0.21983+0.034436i,-0.13692+0.036087i,-0.094227+0.025206i,-0.063528+0.019087i,-0.029893+0.013199i,-0.0053672+0.002431i,0.00069195-0.007814i,-1.1259e-05-0.008478i,0.0054572-0.0036854i,0.012953-0.001125i,0.01705-0.00085619i,0.014696-0.0026885i,0.0064191-0.0051901i,-0.00035893-0.0047646i,-0.003121+0.00064572i,-0.0046232+0.0084267i,-0.0058947+0.010458i
-0.035214-0.04233i,-0.077084-0.040267i,-0.097452+0.052271i,-0.0020408+0.20702i,0.20537+0.28764i,0.34417+0.22758i,0.30471+0.10417i,0.18423+0.022335i,0.096799-0.0027059i,0.046045-0.012304i,0.0043708-0.019444i,-0.023468-0.012988i,-0.02916+0.0016121i,-0.022396+0.0069653i,-0.014464+0.00078884i,-0.010297-0.0076009i,-0.0091337-0.01028i,-0.0065325-0.0072652i,-0.0022854-0.0032785i,0.0014402-0.0017681i,0.0056757-0.0021963i,0.009479-0.0018349i,0.009211+0.0016821i
0.0086039+0.057124i,0.047232+0.09195i,0.13021+0.056269i,0.17945-0.075782i,0.12391-0.20297i,0.030861-0.21856i,-0.014582-0.14756i,-0.013157-0.078131i,0.0012734-0.042117i,0.012961-0.023123i,0.020881-0.0060742i,0.024548+0.0058806i,0.02408+0.0095976i,0.01903+0.011223i,0.0081973+0.013696i,-0.0030137+0.016204i,-0.0080133+0.01548i,-0.0066251+0.011948i,-0.0022262+0.0083571i,0.0003187+0.0032658i,0.00024153-0.0042983i,0.00084372-0.0094898i,0.0048273-0.0097658i
0.026314-0.058468i,0.011903-0.12107i,-0.099107-0.16746i,-0.28172-0.13306i,-0.4085-0.033531i,-0.4011+0.046142i,-0.28453+0.074531i,-0.15738+0.069397i,-0.085891+0.051639i,-0.049109+0.040838i,-0.017943+0.027865i,-0.00084794+0.0080032i,-0.00032918-0.0043109i,-0.00089341-0.0074697i,0.0050035-0.0054264i,0.012358-0.0022913i,0.01542-0.0019609i,0.011478-0.0033067i,0.0034986-0.0035796i,-0.0026176-0.001915i,-0.0068332+0.00051351i,-0.0088677+0.00047068i,-0.0079002-0.0031342i
-0.058402+0.034511i,-0.087281+0.096998i,-0.025721+0.19463i,0.14705+0.25503i,0.31469+0.22433i,0.35862+0.13851i,0.27077+0.052494i,0.14388+0.0065594i,0.061838-0.0001638i,0.023679-0.003454i,-0.0051597-0.007117i,-0.02139+0.0017022i,-0.018151+0.01092i,-0.012222+0.0071891i,-0.01142-0.0036576i,-0.012874-0.010559i,-0.012856-0.010833i,-0.0092702-0.0066782i,-0.0045458-0.0019469i,-0.00018109+0.001995i,0.002975+0.005198i,0.0024397+0.0067924i,-0.0029074+0.006727i
0.070337+0.008056i,0.14465-0.024871i,0.18619-0.12776i,0.15684-0.25307i,0.10148-0.30552i,0.056383-0.26379i,0.018671-0.17106i,0.0059373-0.088167i,0.015007-0.0478i,0.017149-0.036266i,0.014888-0.027079i,0.017269-0.017822i,0.018959-0.014234i,0.014961-0.0099468i,0.0060564-0.00097547i,-0.0020384+0.0078571i,-0.0047995+0.013839i,-0.0022986+0.013624i,0.0023174+0.0072987i,0.0051971-0.0014498i,0.0052602-0.0070233i,0.0051875-0.0067483i,0.0058286-0.003156i
-0.060057-0.044679i,-0.14615-0.063205i,-0.26061-0.0094217i,-0.36441+0.10639i,-0.42394+0.19366i,-0.3915+0.20978i,-0.25766+0.16981i,-0.1215+0.099233i,-0.055569+0.04682i,-0.026384+0.034425i,-0.0038157+0.027367i,0.0026306+0.010056i,-0.0040962-0.0013028i,-0.0063976-0.00077252i,-0.0010753+0.0020134i,0.0057757+0.0021111i,0.011267+9.1719e-05i,0.0107-0.0020037i,0.0032876-0.0029292i,-0.0050434-0.0027421i,-0.0094655-0.0022843i,-0.0092474-0.0020907i,-0.004849-0.0011221i
0.022887+0.069447i,0.0804+0.13779i,0.18263+0.16275i,0.28917+0.12441i,0.34206+0.074636i,0.31594+0.032838i,0.22454-0.0076396i,0.11822-0.016821i,0.051489-0.00038826i,0.021708+0.0026833i,-0.00032114+0.0012386i,-0.010856+0.0092492i,-0.0091466+0.01532i,-0.0076883+0.013562i,-0.0079352+0.0074238i,-0.0082103+0.0010389i,-0.0072349-0.0015302i,-0.005387-0.00072754i,-0.0024393+0.0018447i,0.00092926+0.0052992i,0.0017217+0.0090338i,0.00024353+0.011085i,-0.00062317+0.0077781i
0.020663-0.072601i,0.020701-0.16687i,-0.008404-0.25989i,-0.037531-0.31627i,-0.02053-0.33079i,0.0066042-0.28499i,-0.0022187-0.18309i,-0.007627-0.091492i,0.00049782-0.054765i,-0.0046936-0.042912i,-0.0096264-0.028946i,-0.0067591-0.019787i,-0.0033255-0.017038i,-0.0015508-0.014708i,-0.0032472-0.0087559i,-0.0061937-0.0013078i,-0.0041179+0.0031013i,0.0015858+0.0032181i,0.0060566+0.00018793i,0.0085879-0.0035764i,0.011106-0.0039906i,0.012463-0.0035101i,0.0083444-0.0043352i
-0.057194+0.052402i,-0.11339+0.12814i,-0.15377+0.22384i,-0.18314+0.3046i,-0.2238+0.33956i,-0.22578+0.30971i,-0.15047+0.21805i,-0.079947+0.1067i,-0.052471+0.044271i,-0.024139+0.033212i,0.0035753+0.0235i,0.007132+0.010606i,-0.0013056+0.0077213i,-0.0025472+0.0090352i,0.0021285+0.0073678i,0.0059632+0.0032002i,0.0057277-0.00074073i,0.0013635-0.0035518i,-0.0036361-0.0037672i,-0.0062195-0.0032809i,-0.00719-0.0064177i,-0.0069657-0.0085074i,-0.004262-0.0047567i
0.076321-0.010632i,0.16301-0.03434i,0.23874-0.069355i,0.26717-0.086684i,0.25665-0.067085i,0.21733-0.049884i,0.1434-0.054164i,0.074152-0.032694i,0.043159-0.0025252i,0.026774-0.00039945i,0.0083036-0.0023846i,0.0025871+0.0042469i,0.008751+0.0094589i,0.01162+0.010773i,0.0086519+0.0076712i,0.0041306+0.0034442i,0.00091108+0.0025097i,-0.0010994+0.0046392i,-0.0011954+0.006204i,-0.00048388+0.005388i,-0.002389+0.0069537i,-0.0048125+0.0091799i,-0.0027549+0.0070325i
-0.06983-0.037584i,-0.14998-0.076837i,-0.21954-0.12141i,-0.21877-0.17588i,-0.14618-0.24146i,-0.075889-0.24465i,-0.043425-0.1503i,-0.017873-0.062845i,-0.0033756-0.034855i,-0.010645-0.025636i,-0.015463-0.013635i,-0.012118-0.007724i,-0.0086494-0.0092481i,-0.0076933-0.012124i,-0.0091593-0.0104i,-0.0098951-0.0061294i,-0.0070796-0.0037527i,-0.00079141-0.0029785i,0.005269-0.0033939i,0.0079447-0.0035761i,0.010657-0.0029969i,0.011725-0.0034033i,0.0069516-0.0041228i
0.035828+0.068228i,0.074246+0.14749i,0.10726+0.22381i,0.089939+0.26441i,0.013594+0.27881i,-0.035715+0.26069i,-0.026883+0.18424i,-0.025851+0.095947i,-0.032222+0.053233i,-0.012742+0.039921i,0.0092068+0.023486i,0.009525+0.0086199i,0.0002653+0.0057302i,-0.002911+0.0079671i,-0.0015145+0.0072775i,-0.0010691+0.0049469i,-0.0032632+0.0029268i,-0.0058177+0.0025357i,-0.006321+0.002083i,-0.0058496-0.0010635i,-0.0056228-0.0068099i,-0.0056446-0.01031i,-0.0040996-0.0093474i
0.012712-0.072383i,0.032643-0.15467i,0.050034-0.21378i,0.068882-0.18511i,0.10044-0.095658i,0.09842-0.04704i,0.057361-0.044286i,0.035372-0.031918i,0.03527-0.018921i,0.022524-0.018236i,0.0032835-0.013771i,-0.0010959-0.0050456i,0.0053104-0.0010522i,0.01028-0.00077117i,0.010734-6.6997e-05i,0.0095704+0.0017979i,0.0084859+0.0051062i,0.0068589+0.0061688i,0.0048866+0.003514i,0.00060733+0.0034606i,-0.0059078+0.0072105i,-0.0084995+0.010459i,-0.0059879+0.0095438i
-0.051952+0.054784i,-0.11831+0.10514i,-0.17243+0.12237i,-0.18107+0.045351i,-0.16152-0.089625i,-0.11996-0.14153i,-0.062468-0.091839i,-0.016246-0.047845i,-0.003348-0.035492i,-0.011005-0.024281i,-0.01414-0.012731i,-0.011927-0.0077061i,-0.011091-0.0090027i,-0.013347-0.011497i,-0.015152-0.0091576i,-0.012308-0.0045689i,-0.0072586-0.0029665i,-0.00044944-0.0042094i,0.0039798-0.0052242i,0.005011-0.0034699i,0.0083175-3.2487e-05i,0.010275+0.0015299i,0.0061815+0.0020831i
0.070292-0.013379i,0.15457-0.014932i,0.20555-0.0052401i,0.17221+0.036509i,0.10211+0.10149i,0.058415+0.1222i,0.034298+0.088925i,0.0031721+0.058442i,-0.011004+0.049231i,0.0044609+0.038007i,0.017921+0.017962i,0.012862+0.0062456i,0.002136+0.0086662i,-0.0028904+0.012818i,-0.0024361+0.01173i,-0.0026958+0.0084555i,-0.0038229+0.0063979i,-0.0036185+0.0055868i,-0.0020098+0.0041018i,-0.00081279+0.0004174i,-0.0012061-0.0062775i,-0.0016822-0.010325i,-0.00036727-0.0084361i
-0.062334-0.027179i,-0.12532-0.0702i,-0.14265-0.095973i,-0.069098-0.074888i,0.027264-0.02908i,0.05441-0.00026411i,0.027775-0.005545i,0.010876-0.019463i,0.0051294-0.025036i,-0.0037964-0.018887i,-0.0082632-0.0032631i,-0.0034419+0.0052883i,0.0046946+0.0041663i,0.010412+0.0031231i,0.012525+0.0018169i,0.012437+7.2227e-06i,0.011164-0.00040582i,0.0074212+0.00064723i,0.001877+0.0014011i,-0.0029819+0.0021555i,-0.0063197+0.0043448i,-0.0071244+0.0060242i,-0.0037706+0.0035651i
0.033523+0.059326i,0.057406+0.12791i,0.045027+0.15769i,-0.021319+0.10035i,-0.087238+0.0025827i,-0.093636-0.049041i,-0.053334-0.04206i,-0.019126-0.031442i,-0.012814-0.027436i,-0.020216-0.01801i,-0.021282-0.0093361i,-0.016037-0.00599i,-0.014581-0.0062109i,-0.016347-0.0064356i,-0.015302-0.0046748i,-0.012004-0.0031089i,-0.0090092-0.0036091i,-0.0067784-0.0046558i,-0.0035247-0.0041604i,0.0006557-0.0015062i,0.0058245+0.0023958i,0.0082994+0.0035649i,0.0049117+0.0029596i
0.0045062-0.065639i,0.022739-0.13289i,0.045764-0.15669i,0.052729-0.10154i,0.036942-0.02615i,0.026507+0.011026i,0.021033+0.025422i,0.01043+0.042604i,0.014291+0.046835i,0.028343+0.028042i,0.02834+0.0044791i,0.015407-0.0026572i,0.0064137+0.0033443i,0.0045957+0.0076998i,0.0027487+0.0076768i,-0.00083586+0.0064921i,-0.0021885+0.0057173i,0.00050937+0.0051304i,0.0034892+0.0022682i,0.0029487-0.0027076i,0.0013035-0.0078268i,0.0015473-0.010057i,0.00072921-0.0076668i
-0.040375+0.047704i,-0.087959+0.086997i,-0.10864+0.088495i,-0.057627+0.04884i,0.026742+0.020456i,0.055448+0.016377i,0.030478+0.0037845i,0.0048091-0.013288i,-0.0086848-0.012877i,-0.0089934-0.0026383i,-0.00062541+0.004793i,0.008022+0.0046751i,0.012875-0.00010065i,0.014368-0.0049253i,0.013708-0.0065617i,0.010155-0.0052474i,0.0059672-0.0025217i,0.0020594-0.00044445i,-0.00037333+0.00049792i,-0.0025289+0.00036583i,-0.0057618+0.0011728i,-0.0069295+0.0023701i,-0.0035581+0.00073081i
0.057347-0.014233i,0.11543-0.016399i,0.13358+0.0010374i,0.076017+0.017333i,-0.0040502+0.0068964i,-0.031512-0.01358i,-0.019509-0.021676i,-0.0078964-0.022185i,-0.0088928-0.020722i,-0.019915-0.010198i,-0.025538+0.0019923i,-0.022435+0.0042289i,-0.019169+0.0017507i,-0.018123+0.0021177i,-0.015088+0.0030175i,-0.010059+0.0032921i,-0.0063308+0.0039566i,-0.0044209+0.0038473i,-0.0028898+0.0035477i,-0.00054354+0.0041886i,0.0035604+0.0055414i,0.0049688+0.0067739i,0.0017952+0.0052107i
