-0.0013886-0.00038945i,-0.0010596-0.000961i,-0.00042585-0.00073584i,-0.0012208-0.00090359i,-0.0028626-0.001865i,-0.0030489-0.0010163i,-0.0014838+0.00037985i,-0.00082923+0.0006981i,-0.00035387+0.0004287i,-0.0002335+0.00026325i,-0.00049941-3.831e-05i,-0.00010251-0.00017784i,0.00012658-0.00047526i,4.4454e-05-0.00092328i,-0.00037767+4.8443e-05i,-0.00055372+0.00067663i,-0.00068274+0.00046976i,-0.00075527+0.00095299i,-0.00080896+0.0010057i,-0.00037707+0.00035307i,0.00044279-0.00061697i,0.00082533-0.00062527i,0.00060426+0.00018954i
0.0017119-0.0016125i,0.0012636-0.00080178i,0.00091766+0.0013989i,0.00026958+0.003893i,-0.0021585+0.0053075i,-0.0050856+0.0053734i,-0.0054354+0.0057149i,-0.0033542+0.0079103i,-0.0011133+0.0078871i,0.0003399+0.0038341i,-3.9429e-05+3.7966e-05i,-0.0012529-0.0011367i,-0.0011178+5.0496e-05i,0.00048233+0.00034528i,0.002726-0.00034534i,0.003763-1.7681e-05i,0.0020419+0.000552i,-0.00021172+0.0014663i,0.00046144+0.0013144i,0.002059+0.00068579i,0.0020119+0.0016276i,0.0013489+0.0016421i,0.0011176+0.00035677i
-0.0013353+0.00085216i,-0.0015198+0.00068679i,-0.0004164-0.00078528i,0.0026078-0.0025201i,0.0035528-0.00076316i,0.0013169+0.0031401i,0.00022616+0.0062231i,0.0017459+0.0079861i,0.0040063+0.0072472i,0.0038712+0.0040301i,0.0015171+0.0010336i,0.00083836-0.0001888i,0.0017273-0.000644i,0.0016225-0.0018744i,-0.00041144-0.00193i,-0.0023945-0.0012135i,-0.0019452-0.0014964i,-0.0012068-0.0013181i,-0.0014327-0.00092534i,-0.0019995-0.00043927i,-0.0014746-0.00010646i,-0.00043213-0.00029879i,0.00039562+0.0001835i
-0.00012502-1.503e-05i,0.0021937+0.0004893i,0.0031754+0.0026334i,0.0027035+0.0043198i,0.0034106+0.0046953i,0.0043733+0.0046728i,0.0049642+0.0039319i,0.0064444+0.0024022i,0.0074537+2.0524e-05i,0.0049169-0.0019015i,0.00028549-0.0014855i,-0.0017642-0.00049112i,-0.0016292-0.00086554i,-0.00040612-0.0022098i,0.0017924-0.0031579i,0.0027345-0.0029158i,0.0026263-0.0014071i,0.0016269+0.00024286i,0.0011342+0.0011446i,0.0018572+0.00060222i,0.0022522-0.0002963i,0.0012718-0.00022223i,-0.00025539-0.00056361i
-0.00098751+0.00086839i,-0.0010097+0.00029161i,-0.0013143-0.0014973i,0.00079863-0.0042207i,0.0036407-0.0053474i,0.0043851-0.0040417i,0.0060324-0.0025825i,0.0071649-0.0038722i,0.0053692-0.0062435i,0.0020421-0.0047422i,0.0014322-0.00045125i,0.0026314+0.0015558i,0.0027242+0.00030873i,0.00031647-0.00078382i,-0.0021891-0.00087363i,-0.0031036-0.0011916i,-0.0020811-0.0022825i,-0.001113-0.0027372i,-0.0014746-0.0010934i,-0.0014023+0.00079792i,-0.00095672+0.00047242i,-7.8589e-05+1.0583e-05i,0.00027723+0.00058105i
0.0012199-0.00030126i,0.0010468-0.00047734i,0.0028778+0.0010496i,0.0027625+0.0023094i,-0.00054183+0.00054783i,-0.00066527-0.0029504i,-0.0010445-0.0054127i,-0.0019667-0.0073712i,-0.0018142-0.0078168i,-0.0018215-0.0053399i,-0.00012844-0.0023599i,4.498e-05-0.001714i,-0.0012884-0.0020371i,-0.00052755-0.0019612i,0.0017198-0.0026873i,0.0032211-0.0034102i,0.002768-0.0027596i,0.001328-0.00076175i,0.00062844+0.00074936i,0.0012581+0.00077427i,0.00089348-0.00032398i,-0.00034743-0.0011015i,-0.00099427-0.0010915i
-0.00054473-0.0014359i,-0.0029189-0.0016761i,-0.0056493-0.0031212i,-0.0059803-0.0043906i,-0.004682-0.0037881i,-0.0056721-0.0024467i,-0.0063491-0.0028767i,-0.006838-0.0032316i,-0.0079448-0.0022109i,-0.0060609-0.00016167i,-0.001223+0.00090662i,0.0021454-9.5165e-05i,0.002218+0.00019287i,0.00067035+0.0015855i,-0.0015971+0.0018334i,-0.0035162+0.0016418i,-0.0036156+7.3145e-05i,-0.0028792-0.0011628i,-0.0025869-1.8276e-05i,-0.0022477+0.00061287i,-0.0017571+0.00078478i,-0.00077478+0.0014232i,0.00019583+0.0013555i
0.0013126-0.00047211i,0.0034909+0.00025382i,0.0067556+0.0032205i,0.0068653+0.0063362i,0.0021192+0.0059062i,-0.00286+0.0047725i,-0.0069679+0.0049759i,-0.0085741+0.0051619i,-0.0064954+0.0052639i,-0.0034149+0.0045939i,-0.0016907+0.0014824i,-0.0016871-0.0008207i,-0.0017249-0.0008259i,-0.00092077-0.00090602i,0.0013369-0.0023729i,0.0026073-0.0034613i,0.0014694-0.0011631i,0.0001109+0.0019635i,9.2887e-05+0.0023069i,0.00091197+0.0011708i,0.00048894+6.6977e-05i,5.0397e-05-0.00026776i,3.2181e-05-3.2387e-06i
-0.0015754+0.00020421i,-0.0035967+6.0107e-05i,-0.0048274-0.0021488i,-0.00099505-0.003399i,0.0035602+0.0010962i,0.0014689+0.0058405i,-0.0016783+0.0069393i,-0.00080078+0.0076385i,0.00085185+0.0074623i,0.0017494+0.0052191i,0.0016959+0.002747i,0.0016185+0.0018696i,0.0018498+0.0012342i,0.00031595+0.00064029i,-0.00259+0.0008671i,-0.004124+0.0015597i,-0.0036393+0.00087126i,-0.0027662-0.00019594i,-0.00091413+0.00030863i,0.00088915+0.0011838i,0.0012604+0.0012842i,0.0007417+0.0014404i,0.00085636+0.0012062i
-0.00086612-0.0015849i,0.00062552-0.00066001i,0.003362+0.0038156i,0.0047938+0.008161i,0.005469+0.0059409i,0.0067904+0.0043789i,0.0063532+0.0065792i,0.0055746+0.0075079i,0.0067735+0.0048273i,0.0060737+0.00059453i,0.0032369-0.00089798i,0.00015112-0.0012994i,-0.0013926-0.0020165i,-0.00052647-0.0024975i,0.0013011-0.0039137i,0.0028594-0.0043437i,0.0032849-0.00152i,0.0034984+0.00043636i,0.0032531-0.00023477i,0.0019171-0.0006325i,0.00060589-0.00018859i,-0.00053826-0.00044248i,-0.0016807-6.0403e-05i
-0.00034216+0.00065118i,-0.0029064+0.00084109i,-0.0054616-0.0027209i,-0.0040641-0.008759i,-0.00055792-0.0094596i,0.001819-0.0050284i,0.0042855-0.0022214i,0.0062853-0.0018245i,0.0064887-0.0023211i,0.0049189-0.0026022i,0.0033578-0.0013038i,0.0035051+0.00082952i,0.0028247+0.0010631i,0.0012319+0.00062383i,-0.00070123+0.0013953i,-0.0021672+0.0017292i,-0.0019491+0.00053884i,-0.0022885-0.00044524i,-0.001635-0.00027176i,7.0078e-05-4.0075e-05i,0.00081175+0.00035425i,0.00073753+0.00050539i,0.0015201+6.0517e-05i
0.0014924-0.00011148i,0.0044444-0.00027481i,0.0066284+0.0014931i,0.0049496+0.0043636i,0.00053097+0.0010689i,-0.00056509-0.0055357i,0.00061323-0.0066558i,0.0018362-0.0056628i,0.001399-0.0060934i,-0.00043152-0.0050728i,-0.00060158-0.0026724i,7.7675e-05-0.0020089i,0.00013693-0.0015275i,0.00033189-0.0009769i,0.0017102-0.002048i,0.0030178-0.0039784i,0.0028923-0.0035581i,0.0017747-0.0022409i,0.00017173-0.0014523i,-0.0012468-0.00069778i,-0.0013826-0.0003162i,-0.00041323-3.1787e-07i,9.7831e-05+0.00019497i
-0.014004+0.010733i,-0.014207+0.01634i,-0.011873+0.025046i,-0.0035292+0.019418i,0.0057295+0.010785i,0.0062288+0.0010346i,-0.0019654-0.006939i,-0.0073883-0.0072088i,-0.008025-0.0028959i,-0.0046614+0.00090643i,-8.2471e-05+0.00061627i,0.0017917-0.0017797i,0.001038-0.0035337i,-0.0014636-0.0037409i,-0.0036023-0.0012097i,-0.0033329+0.0013763i,-0.0031497+0.0013877i,-0.003921+0.00042004i,-0.0034271+9.9063e-05i,-0.0015507+9.487e-05i,-0.00060677-0.000283i,-0.00058997+0.00018424i,-0.00040949+0.00089448i
-0.00097969+0.0014382i,0.0032372+0.0014184i,0.010461+0.0033203i,0.009836+0.008417i,0.00035893+0.010222i,-0.005646+0.0054055i,-0.0074602+0.0026421i,-0.0085364+0.00358i,-0.007208+0.0044862i,-0.0033827+0.0042224i,-0.00081709+0.0021416i,-0.0011556-6.9882e-05i,-0.0013874-0.0013828i,2.8735e-05-0.0023599i,0.0015571-0.0046388i,0.00085938-0.005955i,5.4536e-05-0.0039241i,0.00069532-0.0012904i,0.00018837+0.0006896i,-0.00093909+0.0020688i,-0.00075669+0.002095i,-0.00011774+0.0012775i,0.00024494+0.0011192i
-0.00074877+0.0034727i,-0.0038698+0.0044109i,-0.0083206+0.0032363i,-0.0057313-0.0010849i,0.0047253-0.00012359i,0.0044755+0.0070542i,-0.0028304+0.009759i,-0.0032979+0.0091521i,-0.00055855+0.0082029i,0.001855+0.0059909i,0.0028703+0.0032882i,0.002188+0.0022182i,0.00036105+0.0014546i,-0.0016494-5.3655e-05i,-0.0031933-0.000243i,-0.0033445+0.00035401i,-0.0034484+0.00053742i,-0.0037451-7.6325e-05i,-0.0016002+0.00011455i,0.00069976+0.00061006i,0.0010256+0.00045858i,0.00096239+0.00032972i,0.00034457+1.9573e-05i
0.00038648-0.0017786i,0.003998-0.0020718i,0.011187+0.0014157i,0.014283+0.0081801i,0.0080462+0.010137i,0.0053631+0.0078722i,0.0070659+0.0082847i,0.0071311+0.0079816i,0.0066863+0.005209i,0.005475+0.0025441i,0.002669+0.00086228i,-0.00059534-0.00050176i,-0.0019773-0.0012232i,-0.0010085-0.00064542i,0.00020405-0.0005226i,0.00032063-0.0014293i,0.00077011-0.00062671i,0.0019288+0.00060842i,0.0021075+0.00046997i,0.0013643+0.00014718i,0.00084169-0.00026106i,0.0013269-0.00084244i,0.0023229-0.00097313i
-0.0020111+0.0022029i,-0.0050496+0.0042587i,-0.012076+0.0018114i,-0.011067-0.010312i,0.0033175-0.014706i,0.012708-0.0087655i,0.0097821-0.004638i,0.0058985-0.0034625i,0.0048596-0.0041538i,0.0034472-0.0045771i,0.0026569-0.0018388i,0.0025454+0.0010179i,0.0015851+0.0014465i,-0.0004675+0.0013268i,-0.0013379+0.0024002i,-0.00013147+0.003869i,0.00040732+0.0031678i,-0.0006146+0.0009696i,-0.00088977-0.00053931i,-0.00043154-0.0014575i,-0.00047156-0.0017251i,-0.00022534-0.0010514i,0.00079561+0.00012893i
0.0014261-0.0026627i,0.005362-0.0055953i,0.013122-0.0035261i,0.014776+0.0065923i,0.0034477+0.008013i,-0.0034335-0.0031788i,-7.6684e-05-0.0084932i,0.0011815-0.0072606i,0.00043807-0.0068803i,0.00055422-0.0053287i,0.00035505-0.0034962i,0.00067632-0.0039389i,0.001065-0.0034297i,0.0021608-0.0011095i,0.0033114-0.0014466i,0.0027709-0.0030157i,0.0011626-0.003175i,0.00060014-0.0026192i,-6.2074e-05-0.0011608i,-0.00098432+0.0003738i,-0.0012069+0.00053851i,-0.0014095+0.00015955i,-0.001219+0.00025839i
-0.0035602+0.0031585i,-0.0082623+0.007237i,-0.016314+0.0056605i,-0.018954-0.0058102i,-0.010927-0.01355i,-0.0063532-0.010114i,-0.008075-0.0054414i,-0.0080366-0.0028443i,-0.0078655-0.0012751i,-0.0062181+0.00014072i,-0.0023499+0.0013171i,0.00099979+0.0012562i,0.001515+0.00012517i,-0.0007687-0.001391i,-0.001439-0.0017181i,-0.00041262-0.0015181i,-0.00053614-0.0013859i,-0.0014974-0.00025986i,-0.0018242+0.0012468i,-0.00091861+0.001422i,-0.00073892+0.00063708i,-0.0012763+0.00035334i,-0.0011009-3.1112e-05i
0.0006985-0.0043289i,0.0059401-0.0068814i,0.016793-0.0042838i,0.020232+0.0087101i,0.0046076+0.020797i,-0.012184+0.015587i,-0.013052+0.0057627i,-0.0073938+0.0044173i,-0.0040909+0.0057612i,-0.0020805+0.0047834i,-0.0011069+0.001022i,-0.0020553-0.003184i,-0.0024098-0.0043416i,-0.00030372-0.0036272i,0.0011406-0.0035637i,0.00029234-0.0036421i,-0.00033289-0.0028157i,0.00071111-0.001423i,0.0012502-0.00037051i,0.00077733+0.00079612i,0.00057804+0.0015405i,0.0010738+0.001406i,0.001761+0.0013237i
-0.00013455+0.0021134i,-0.0085345+0.0078231i,-0.021659+0.0093893i,-0.026555-0.00011915i,-0.01202-0.0075021i,0.00056753+0.0035841i,-0.0014633+0.013028i,-0.0017422+0.010948i,0.0018329+0.0080549i,0.0028358+0.0049573i,0.0019034+0.0025884i,0.00060155+0.0027331i,-0.0010492+0.0022545i,-0.0026779+0.00032979i,-0.0030079-0.00058363i,-0.0021985+7.7726e-05i,-0.0013108+0.0005615i,-0.00045625+0.0010781i,6.2609e-05+0.0012952i,0.00107+0.00029998i,0.0014918+0.0001994i,0.0015554+0.00080068i,0.0022117+0.00058369i
-0.0011409-0.0048875i,0.0056436-0.010293i,0.022091-0.010786i,0.035532+0.00241i,0.027268+0.02041i,0.012235+0.020074i,0.0087154+0.0098812i,0.0091674+0.0041835i,0.0097531+0.00093745i,0.0087209-0.0007923i,0.004922-0.0013395i,0.0018608-0.0010705i,0.0011061-0.00034822i,0.00056473+0.00089552i,0.00023063+0.0008201i,-0.00081636-0.00015231i,-0.0028576-0.00073837i,-0.0015352-0.001104i,0.00105-0.00082497i,0.0015913-8.8879e-07i,0.00094352+0.00023542i,0.00058835-2.9315e-05i,0.0007926-0.00067328i
-0.00096589+0.0038961i,-0.0084205+0.010952i,-0.024398+0.0145i,-0.033821-8.9241e-05i,-0.01626-0.021116i,0.0083676-0.019538i,0.012908-0.0066095i,0.0075803-0.0033325i,0.004365-0.0064555i,0.002382-0.0066047i,0.001482-0.002245i,0.003414+0.002159i,0.0038816+0.0026969i,0.0016448+0.0003803i,0.00073452-0.00080555i,0.0015984-0.00038965i,0.0033165+0.00026211i,0.0023177+0.0004306i,-0.00080936-8.426e-05i,-0.0016079-0.001395i,-0.0005496-0.0025219i,-1.7857e-05-0.0025485i,-0.00010469-0.0011491i
-0.00056208-0.0060514i,0.005347-0.014235i,0.023157-0.019279i,0.03884-0.0084008i,0.026297+0.0082009i,0.0047083+0.0042918i,0.00046733-0.0081067i,0.0010521-0.010631i,-0.0013462-0.010194i,-0.0017913-0.0078807i,-0.0002608-0.0043223i,0.0016827-0.0046782i,0.0030576-0.0052906i,0.0039457-0.0029668i,0.0031831-0.00053194i,0.00088613-0.00033103i,-0.00069921-0.00049768i,-0.00129-0.00054665i,-0.0019598-0.00019713i,-0.0022219-0.00014843i,-0.0014796-0.0003449i,-0.00095827-9.2393e-05i,-0.00045964-0.00049531i
0.00050681+0.0040968i,-0.0059246+0.014719i,-0.027632+0.023764i,-0.050149+0.011272i,-0.04649-0.014908i,-0.026176-0.022594i,-0.014841-0.012238i,-0.01267-0.004966i,-0.01267-0.0025488i,-0.0098293-0.00024744i,-0.004575+0.001377i,-0.0018847+0.0011861i,-0.0011381-0.00071626i,-0.00084191-0.0037254i,-0.00076761-0.0053544i,0.00054887-0.0054067i,0.0029914-0.0040627i,0.0025144-0.0015574i,0.00014087+0.0002969i,-5.0945e-05+0.00057153i,-0.00016715+0.00031921i,-0.00078232+0.00063212i,-0.00039649+0.00080521i
-0.0027231-0.007725i,0.0029944-0.018638i,0.02426-0.026849i,0.046697-0.012033i,0.037004+0.018868i,0.0049862+0.027406i,-0.010357+0.011587i,-0.0075656+0.0030012i,-0.0056392+0.0061216i,-0.0034417+0.0079329i,1.0737e-05+0.0035383i,-0.00010224-0.0029637i,-0.0016674-0.0043059i,-0.0023009-0.0013631i,-0.002299+0.00037757i,-0.0029583-0.0003142i,-0.0045735-0.0012958i,-0.0043289-0.00050655i,-0.0017266+0.00075985i,-0.00016111+0.0022891i,-0.00016482+0.0030931i,0.00012606+0.0024756i,0.00047732+0.0018875i
-0.00013338+0.005801i,-0.0060614+0.021679i,-0.028071+0.038148i,-0.052016+0.034113i,-0.04742+0.011319i,-0.019863+0.0024397i,-0.0033659+0.010511i,0.00047391+0.013978i,0.0049478+0.012773i,0.0050418+0.0097892i,0.0010446+0.0055109i,-0.0017468+0.0036058i,-0.0030223+0.0031077i,-0.0032048+0.0001795i,-0.0026202-0.0036751i,-0.0018269-0.00495i,-0.00088799-0.0033473i,1.7873e-05-0.0011632i,6.1672e-05-0.00020671i,0.00068999-0.00051854i,0.00089705-6.5176e-05i,-7.6657e-05+0.00046886i,-1.7191e-05+0.00080104i
-0.0004697-0.0082939i,0.0064869-0.025234i,0.031648-0.042583i,0.06502-0.035449i,0.070762-0.0029829i,0.043346+0.019931i,0.016644+0.015564i,0.010869+0.0035912i,0.014351-0.0013328i,0.012666-0.0019729i,0.0067135-0.0021104i,0.0033899-0.0013913i,0.0033193+0.00027372i,0.0031538+0.0038852i,0.002587+0.0067114i,5.7775e-05+0.0058916i,-0.0037323+0.003426i,-0.0044686+0.0020034i,-0.0020975+0.0010871i,0.0004151+0.0011646i,0.0012794+0.0022077i,0.0017782+0.0022514i,0.001557+0.00086997i
0.0024161+0.0065604i,-0.0040195+0.024964i,-0.025903+0.044818i,-0.054872+0.038881i,-0.056926+0.0023494i,-0.023812-0.022721i,0.0029606-0.015752i,0.0058572-0.0065075i,0.0043037-0.0087266i,0.0035318-0.008745i,0.00070478-0.0029695i,0.001121+0.001657i,0.003662+0.001303i,0.0034991-0.0021821i,0.0021137-0.0050216i,0.0015767-0.0044708i,0.0024767-0.0021214i,0.0033762-0.00071813i,0.0022328+0.00041551i,0.00064379+0.00017574i,0.00035059-0.00099628i,0.00037827-0.0015339i,0.00046559-0.001049i
-0.0034578-0.0096914i,0.0021062-0.029289i,0.023195-0.055198i,0.053119-0.060462i,0.062541-0.033805i,0.037197-0.010953i,0.0082241-0.0094783i,-0.0034604-0.012538i,-0.0063211-0.014269i,-0.0066858-0.012576i,-0.0029888-0.0077078i,0.0015199-0.0067514i,0.0023351-0.0070332i,0.0024232-0.0029767i,0.0036328+0.0015743i,0.0025976+0.0030694i,-0.00012965+0.0027856i,-0.0012487+0.0019942i,-0.00033052+0.00031606i,0.00083507-0.00034384i,0.00067843-0.00077837i,-0.00011884-0.00095605i,-0.00096174-0.00018089i
0.0041165+0.01053i,-0.0002473+0.033546i,-0.021556+0.065657i,-0.057763+0.074276i,-0.07976+0.03915i,-0.063256+0.00096968i,-0.02999-0.0048802i,-0.013511+0.0034593i,-0.013156+0.0063622i,-0.012991+0.0061124i,-0.0085694+0.0052804i,-0.0053398+0.0017789i,-0.0051538-0.0033961i,-0.0046776-0.0080088i,-0.0037143-0.010294i,-0.0012326-0.0090839i,0.001389-0.007533i,0.0020425-0.0063434i,0.0010388-0.0032408i,-0.00036681-0.00086132i,-0.0023164-0.00028196i,-0.0036116+0.0008823i,-0.0031515+0.0013913i
-0.0040626-0.011109i,-0.00089141-0.03517i,0.018751-0.071205i,0.051105-0.084173i,0.063361-0.045496i,0.037509+0.0038428i,0.0059744+0.017859i,-0.0037596+0.012769i,-0.0042625+0.012797i,-0.0033277+0.012895i,0.00033044+0.0064627i,0.00037286-0.00011227i,-0.0019208-0.0012148i,-0.0019426+0.0014415i,-0.00041199+0.0030173i,0.00025343+0.0015829i,-0.00096535-0.00023496i,-0.0019563-0.00046709i,-0.0019782+0.00013984i,-0.0015421+0.00076002i,-0.00056792+0.00083858i,-0.00042667+0.00074848i,-0.00091271+0.00038541i
0.0027587+0.0081802i,0.0017595+0.03488i,-0.015568+0.079112i,-0.045727+0.10738i,-0.061321+0.088126i,-0.043154+0.045838i,-0.010307+0.019738i,0.0095995+0.014417i,0.015089+0.01571i,0.013293+0.013313i,0.0077726+0.0084788i,0.0016495+0.0071527i,-0.0014539+0.0066242i,-0.0031009+0.0016392i,-0.003966-0.0036955i,-0.0032347-0.0049229i,-0.0023105-0.0043387i,-0.0023821-0.0027242i,-0.0024767-0.00066949i,-0.0018448+0.00050797i,-0.00088897+0.0011464i,0.00085432+0.002188i,0.0014119+0.002108i
-0.0056959-0.01196i,-0.0074012-0.038127i,0.0098981-0.082232i,0.046677-0.11089i,0.076963-0.087764i,0.072924-0.035734i,0.040562-0.0078441i,0.01829-0.010039i,0.016383-0.012948i,0.015863-0.010083i,0.0097115-0.0069153i,0.0055693-0.0028406i,0.0052764+0.00057508i,0.004636+0.0044357i,0.003544+0.0072136i,0.0022917+0.0070358i,0.00018878+0.0058763i,-0.0015879+0.0049702i,-0.0012736+0.003513i,0.00075286+0.0017818i,0.0022989+0.0004552i,0.0030173-0.00094553i,0.0019713-0.00083506i
0.0058682+0.011505i,0.009964+0.040195i,0.0003157+0.085543i,-0.022948+0.11459i,-0.040719+0.089068i,-0.035733+0.028614i,-0.014335-0.0098174i,-3.836e-05-0.01685i,0.0050324-0.018008i,0.0059765-0.01764i,0.0040498-0.010626i,0.0040568-0.0034574i,0.0052806-0.002933i,0.0047636-0.0059529i,0.0020538-0.0073537i,-0.00038086-0.0062827i,-0.00042167-0.0040819i,0.00044554-0.0016982i,0.00024085+0.00057766i,0.00055743+0.00124i,0.0010817+0.00086951i,0.00033761+0.00035798i,-0.00017981+4.6115e-06i
-0.0069691-0.013552i,-0.013402-0.04365i,-0.010557-0.093463i,0.0078095-0.13321i,0.027003-0.12873i,0.026087-0.080443i,0.0039847-0.032423i,-0.017275-0.014885i,-0.025281-0.016224i,-0.021312-0.014785i,-0.011519-0.0088835i,-0.0024949-0.0079227i,0.0021127-0.0083129i,0.002031-0.0034177i,0.0021062+0.001331i,0.0043915+0.0018838i,0.0050995+0.0013705i,0.0039149+0.00090059i,0.0028699-0.00014274i,0.0021725-0.0014303i,0.00088383-0.0021442i,-0.0004705-0.0025462i,-0.0012565-0.0020114i
0.0086283+0.010764i,0.01629+0.043187i,0.017723+0.094252i,0.0007007+0.13417i,-0.033609+0.12766i,-0.057508+0.076568i,-0.048472+0.031715i,-0.028901+0.019057i,-0.021509+0.016358i,-0.019479+0.011065i,-0.012714+0.0066164i,-0.0075143+0.0022738i,-0.0069144-0.0014264i,-0.0049574-0.0050223i,-0.0024217-0.0073281i,-0.0017832-0.0069449i,-0.0016191-0.0054252i,-0.00089601-0.0041744i,-0.0010238-0.0021347i,-0.0025628-0.00017719i,-0.0031081+0.0011373i,-0.0024433+0.001522i,-0.0012458+0.0019212i
-0.0096511-0.012778i,-0.019922-0.045503i,-0.029723-0.095671i,-0.030664-0.13042i,-0.015411-0.11529i,0.0025209-0.053872i,0.0066451+0.0018017i,0.0018355+0.024544i,-0.0031281+0.029772i,-0.0037611+0.025575i,-0.0026075+0.014604i,-0.00394+0.0051011i,-0.005693+0.001856i,-0.005182+0.0040263i,-0.0023464+0.0065855i,0.00097536+0.004775i,0.0014284+0.0010814i,-0.00076415-0.00010455i,-0.0020672-0.00064961i,-0.0010959-0.0013849i,0.00066825-0.00058401i,0.0012221+0.00094251i,0.0013385+0.0011852i
0.0096548+0.012549i,0.020303+0.047214i,0.035956+0.10252i,0.050339+0.14742i,0.042767+0.15244i,0.022729+0.1126i,0.017437+0.058306i,0.027561+0.026123i,0.033718+0.018474i,0.027605+0.015263i,0.015277+0.0096334i,0.0050126+0.0076447i,0.0015312+0.0064401i,0.0010138+0.00086718i,-0.0024425-0.0049009i,-0.0066829-0.0055425i,-0.0079753-0.0022775i,-0.0070899+0.00071918i,-0.0047717+0.0028616i,-0.0019433+0.0049728i,0.00046863+0.0058482i,0.001535+0.0049364i,0.0013923+0.0029706i
-0.0098249-0.01576i,-0.02274-0.049271i,-0.040414-0.10072i,-0.05328-0.13966i,-0.033206-0.13705i,0.014585-0.096296i,0.042339-0.05061i,0.038603-0.026758i,0.030553-0.019224i,0.024828-0.01381i,0.016272-0.0059234i,0.010427-0.00025863i,0.008466+0.0016176i,0.0067014+0.0032753i,0.0056395+0.0054384i,0.0055386+0.0044807i,0.0051578+0.0024694i,0.0035122+0.0017861i,0.0025633-0.00067086i,0.0023395-0.0034528i,0.0022144-0.0042095i,0.0024238-0.0040912i,0.0017521-0.0034336i
0.0094832+0.016295i,0.022307+0.04968i,0.046181+0.097708i,0.078926+0.12625i,0.085939+0.10853i,0.048704+0.055698i,0.0090326+0.0033222i,-0.0014481-0.027085i,0.0024577-0.03902i,0.0026621-0.035265i,0.0016227-0.02098i,0.0046657-0.0089434i,0.0067029-0.004918i,0.0050872-0.0059195i,0.0016795-0.0061905i,-0.00126-0.0033317i,-0.0023818-0.00027676i,-0.0011375+0.0019226i,0.00087828+0.0038089i,0.0020144+0.0043086i,0.0017023+0.0024793i,-5.7469e-06+3.0624e-05i,-0.0013583-0.0010049i
-0.0085647-0.018689i,-0.023597-0.052044i,-0.051049-0.099637i,-0.092186-0.13026i,-0.11339-0.13179i,-0.086202-0.10957i,-0.049301-0.073098i,-0.038919-0.041384i,-0.039891-0.024097i,-0.031784-0.015292i,-0.01649-0.0081619i,-0.0051452-0.0062275i,-0.0015492-0.007173i,-0.00096508-0.0037946i,0.0017117+0.00021597i,0.0044316+6.342e-05i,0.0059549-0.003087i,0.0054806-0.005432i,0.0023254-0.0058198i,-0.0010939-0.0055081i,-0.0032503-0.0048295i,-0.0034725-0.0035282i,-0.0026262-0.0023109i
0.011379+0.016368i,0.0241+0.049246i,0.048843+0.088865i,0.084583+0.10591i,0.089509+0.097547i,0.035394+0.078649i,-0.021679+0.056909i,-0.03826+0.036771i,-0.034829+0.023312i,-0.027919+0.017331i,-0.016519+0.0093216i,-0.007939+0.00088415i,-0.0055737-0.0026088i,-0.0047545-0.0054997i,-0.0051438-0.0078759i,-0.0071236-0.0061255i,-0.0085651-0.0028892i,-0.0078223-0.00034084i,-0.0046568+0.0026477i,-0.001453+0.0050803i,-0.00064722+0.0058919i,-0.0013378+0.0055246i,-0.00052145+0.0049298i
-0.0075659-0.02021i,-0.023894-0.05331i,-0.054201-0.083899i,-0.10447-0.078118i,-0.13555-0.044513i,-0.10361-0.010546i,-0.045041+0.014842i,-0.011413+0.032691i,-0.00010722+0.043i,0.0051028+0.038999i,0.0046212+0.023532i,-0.00012278+0.0093548i,-0.0034752+0.0034214i,-0.0031091+0.0026616i,-0.00065981+0.0021711i,0.0014649+1.1887e-07i,0.0020506-0.0031022i,-0.00021253-0.0045559i,-0.0026469-0.0034738i,-0.0024829-0.0014762i,-0.0017493-0.00013374i,-0.0013213+0.00026446i,-0.0010175-8.4935e-05i
0.011492+0.021511i,0.025182+0.05512i,0.055951+0.082222i,0.11101+0.075823i,0.15004+0.061199i,0.12969+0.065413i,0.082356+0.069056i,0.054763+0.052383i,0.044876+0.028162i,0.034236+0.012479i,0.019014+0.0056832i,0.0075603+0.0051649i,0.0038308+0.0071304i,0.0039387+0.0053511i,0.0030861+0.0021325i,-0.00051951+0.0025936i,-0.0030924+0.0050028i,-0.0030301+0.0068981i,0.00042449+0.0071906i,0.004682+0.006131i,0.0060327+0.0043233i,0.0049423+0.0036362i,0.0036669+0.0022544i
-0.011089-0.024667i,-0.023746-0.058749i,-0.049711-0.077552i,-0.091415-0.051011i,-0.10724-0.01457i,-0.061908-0.015408i,-0.0016027-0.036061i,0.027724-0.040238i,0.034821-0.031812i,0.030522-0.02441i,0.018581-0.01403i,0.0096049-0.0030202i,0.0055178+0.00046537i,0.001331+0.00083519i,4.2746e-05+0.0021717i,0.0033354+0.00080946i,0.0051611-0.0018904i,0.0037887-0.0025275i,0.001612-0.0023362i,-0.00015196-0.0033501i,-0.00037759-0.0042248i,0.00028491-0.0038781i,0.0001643-0.0020075i
