-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
-0.04261-0.038305i,-0.15373-0.10986i,-0.38738-0.14711i,-0.54977-0.11576i,-0.41931-0.14243i,-0.19439-0.24657i,-0.15565-0.26458i,-0.18129-0.1792i,-0.1524-0.13908i,-0.14588-0.11212i,-0.11934-0.025552i,-0.05575+0.011912i,-0.050989-0.010312i,-0.063203+0.0059718i,-0.029968+0.045397i,0.007538+0.050583i,0.021304+0.024818i,0.023215+0.00084728i,0.036796-0.0076449i,0.051669-0.0080862i,0.037897-0.0041841i,0.0049904+0.00053057i,-0.02736+0.0051428i
0.029984+0.033922i,0.13618+0.091517i,0.33701+0.11133i,0.43618+0.031252i,0.23261+0.0015633i,-0.009812+0.1399i,-0.010283+0.28018i,0.054168+0.26368i,0.032972+0.21717i,0.042465+0.20132i,0.083984+0.13836i,0.1036+0.061314i,0.11766-0.0094596i,0.092811-0.082617i,0.011526-0.10945i,-0.04365-0.076508i,-0.0204-0.055123i,0.014478-0.076906i,-0.0094296-0.079125i,-0.052723-0.035414i,-0.061372-0.0033206i,-0.0536-0.014139i,-0.043169-0.026818i
-0.031195-0.058512i,-0.1595-0.15028i,-0.43912-0.21241i,-0.67102-0.14654i,-0.58623-0.079256i,-0.38477-0.14751i,-0.35378-0.23672i,-0.36159-0.17266i,-0.2258-0.041165i,-0.08578-0.0068424i,-0.058928-0.0032124i,-0.040504+0.042168i,0.015307+0.076266i,0.051066+0.081787i,0.069689+0.08376i,0.091751+0.089938i,0.11086+0.11118i,0.12375+0.12558i,0.11407+0.092249i,0.067719+0.031955i,0.021141-0.0060201i,0.012606-0.021042i,0.015901-0.033696i
0.044354+0.075281i,0.1939+0.16831i,0.49697+0.2256i,0.71461+0.1433i,0.55535+0.02484i,0.21099+0.02149i,-0.01081+0.014507i,-0.13615-0.12111i,-0.22716-0.20495i,-0.2093-0.14984i,-0.13234-0.082328i,-0.086787-0.014423i,-0.050776+0.068175i,-0.013502+0.11539i,0.010994+0.11097i,0.017693+0.07646i,-0.00077106+0.039514i,-0.025512+0.015577i,-0.026624-0.00064601i,-0.0064341-0.013465i,0.012091-0.012758i,0.024385+0.0075408i,0.039602+0.018362i
-0.027775-0.047351i,-0.12337-0.17352i,-0.32376-0.33125i,-0.37311-0.37744i,0.0051305-0.32705i,0.44295-0.31158i,0.56067-0.24927i,0.55996-0.091358i,0.50352-0.058243i,0.27062-0.14484i,0.052138-0.12269i,-0.0061185-0.048674i,-0.029439-0.036001i,-0.057204-0.0085628i,-0.030082+0.051026i,0.028878+0.07764i,0.064421+0.050519i,0.059511-0.0066837i,0.040281-0.043834i,0.036742-0.039047i,0.040146-0.024201i,0.030415-0.027499i,0.013666-0.036627i
0.022386+0.089683i,0.17221+0.21291i,0.48589+0.30142i,0.70918+0.17576i,0.50956-0.080938i,0.14614-0.095484i,0.090992+0.14651i,0.21453+0.30129i,0.24429+0.28575i,0.23636+0.17996i,0.17075+0.044639i,0.044521-0.010587i,-0.0030938-0.013509i,-0.0066378-0.033468i,-0.05242-0.014416i,-0.090048+0.06015i,-0.071409+0.12064i,-0.026415+0.10416i,-0.01459+0.024487i,-0.03957-0.024805i,-0.045887-0.0074902i,-0.021079+0.020349i,-0.0015687+0.022664i
0.023592-0.091402i,-0.053481-0.2793i,-0.26346-0.59572i,-0.48015-0.84979i,-0.45478-0.81298i,-0.31863-0.54265i,-0.36539-0.22414i,-0.45798+0.063972i,-0.32194+0.22462i,-0.062934+0.20634i,0.092976+0.094895i,0.1422+0.0015131i,0.16009-0.054168i,0.13312-0.097663i,0.06053-0.095889i,0.013532-0.052064i,0.0062446-0.03879i,0.0036933-0.062825i,0.0073518-0.073433i,0.017822-0.074076i,0.0027736-0.087597i,-0.038521-0.099725i,-0.068012-0.096639i
0.037799+0.10565i,0.18169+0.27243i,0.52471+0.48725i,0.90553+0.50753i,0.90723+0.2212i,0.41629-0.092406i,-0.16307-0.13512i,-0.39545+0.0016005i,-0.28909+0.081996i,-0.18094+0.060264i,-0.17462+0.052941i,-0.14479+0.086694i,-0.095896+0.095437i,-0.062347+0.091989i,-0.010767+0.085845i,0.055322+0.059431i,0.12071+0.015456i,0.16407-0.034925i,0.15319-0.060152i,0.096962-0.04725i,0.040713-0.02223i,0.020081-0.019015i,0.012233-0.039896i
-0.050727-0.050636i,-0.1025-0.17453i,-0.23892-0.45984i,-0.36742-0.72124i,-0.28498-0.63731i,-0.0014161-0.2915i,0.089127-0.12679i,-0.19632-0.03634i,-0.42195+0.17571i,-0.29763+0.18829i,-0.10335+0.028907i,-0.022197+0.010021i,0.039766+0.07542i,0.07832+0.070858i,0.06619+0.046866i,0.054931+0.035986i,0.051085+0.0099377i,0.033953-0.02798i,0.0076917-0.060702i,0.0006032-0.073688i,0.029451-0.07288i,0.052917-0.067767i,0.054223-0.049885i
-0.092225+0.22199i,0.031285+0.42473i,0.36485+0.54542i,0.88443+0.26361i,1.2509-0.44631i,1.0868-1.0023i,0.68503-0.98868i,0.57141-0.85992i,0.45891-0.90555i,0.16544-0.7384i,0.00060201-0.37499i,-0.087853-0.16322i,-0.19748-0.040568i,-0.21921+0.064114i,-0.18011+0.1049i,-0.14621+0.1261i,-0.11833+0.14879i,-0.069598+0.14217i,0.002411+0.077221i,0.030545+3.6754e-05i,0.018092-0.0072728i,0.025887+0.022418i,0.033745+0.026101i
-2.3465+4.8502i,-2.6731+2.8441i,0.14922+2.8937i,2.8357+1.2207i,3.7802-1.0549i,2.4485-2.8134i,0.2283-2.1652i,-0.36614-0.11677i,0.66307+1.096i,1.5738+0.8758i,1.3093+0.14086i,0.5222-0.25974i,-0.25832-0.2492i,-0.86321+0.20936i,-0.81131+0.68872i,-0.385+0.72187i,-0.079358+0.41873i,-0.061463+0.024577i,-0.27786-0.20682i,-0.40667-0.17457i,-0.29484-0.078181i,-0.11628-0.01299i,0.0041595+0.037085i
-0.0002675+0.05927i,0.060542+0.16629i,-0.025652+0.28948i,-0.49016+0.35708i,-1.0656+0.45305i,-1.1086+0.64624i,-0.73373+0.92997i,-0.43319+1.2382i,-0.13937+1.286i,0.086456+0.83876i,0.062298+0.3235i,0.044188+0.12692i,0.13586+0.02132i,0.14642-0.095582i,0.093823-0.14379i,0.059828-0.17349i,0.048019-0.20905i,0.052458-0.22689i,0.044158-0.20366i,0.010309-0.14932i,-0.03178-0.11395i,-0.069402-0.099142i,-0.084382-0.060274i
-0.058146+0.029124i,-0.050084-0.10502i,0.0018385-0.5715i,-0.051186-1.3698i,-0.32771-1.9817i,-0.66139-1.8328i,-0.79067-1.1769i,-0.75233-0.6508i,-0.65547-0.3323i,-0.45898-0.15335i,-0.28535-0.10392i,-0.20693-0.002622i,-0.092156+0.10955i,0.0091667+0.10812i,0.081464+0.068805i,0.16291+0.010674i,0.1793-0.049306i,0.12865-0.070392i,0.061426-0.073136i,0.0044136-0.057935i,-0.018432-0.022772i,-0.01104+0.0039473i,-0.0030468+0.0015701i
0.079494+0.040608i,0.14923+0.018212i,0.20126-0.081553i,0.25658-0.27483i,0.329-0.44444i,0.37845-0.4823i,0.38148-0.49121i,0.38497-0.61489i,0.29647-0.73666i,0.10923-0.6332i,0.007069-0.38364i,-0.0016951-0.22359i,-0.035927-0.1676i,-0.084887-0.12114i,-0.082247-0.065621i,-0.043422-0.047026i,-0.056354-0.068623i,-0.13582-0.06813i,-0.18267-0.036091i,-0.15449-0.011239i,-0.098991+0.0078423i,-0.052188+0.038869i,-0.014034+0.054876i
0.056082-0.023135i,0.052305-0.02341i,0.070868+0.068943i,0.2423+0.22998i,0.49327+0.29559i,0.59024+0.258i,0.59363+0.24085i,0.64424+0.18631i,0.58603-0.0078392i,0.33481-0.15236i,0.14394-0.13159i,0.12104-0.12763i,0.10903-0.18532i,0.067165-0.19083i,0.033716-0.15239i,-0.00277-0.1184i,-0.029504-0.086163i,-0.025723-0.05428i,-0.0011475-0.025119i,0.00090078-0.0074102i,-0.03612+0.0025001i,-0.08034+0.015997i,-0.094624+0.034926i
0.050778-0.075835i,0.17191-0.16552i,0.30729-0.33639i,0.2706-0.50668i,0.059225-0.4535i,-0.046905-0.212i,0.047544-0.053955i,0.16389-0.046842i,0.1613-0.088107i,0.033621-0.066779i,-0.058433+0.020659i,-0.022439+0.049861i,0.021535+0.022802i,0.029315+0.0075719i,0.017595-0.026722i,-0.010168-0.044158i,0.011897-0.008555i,0.068367+0.019373i,0.074799+0.018821i,0.039348+0.013675i,0.014667+0.0090235i,0.016978+0.0011479i,0.018682-0.0056117i
-0.1484+0.0067993i,-0.39755+0.066666i,-0.7387+0.25192i,-0.87522+0.58079i,-0.61041+0.76473i,-0.25104+0.55126i,-0.17307+0.15042i,-0.25627-0.06288i,-0.24214-0.068073i,-0.17091-0.019104i,-0.12325+0.024893i,-0.094682+0.055682i,-0.078385+0.10035i,-0.06539+0.13546i,-0.054919+0.12515i,-0.058667+0.097159i,-0.093607+0.079751i,-0.14228+0.075215i,-0.15392+0.077323i,-0.10752+0.076599i,-0.034805+0.066162i,0.023559+0.046605i,0.061607+0.021177i
0.10526+0.036601i,0.34676+0.089436i,0.73867+0.087058i,0.93216-0.014106i,0.61524-0.038375i,0.11813+0.10028i,-0.11299+0.19362i,-0.15686+0.12514i,-0.1712+0.042302i,-0.11545+0.023415i,-0.04319+0.0087115i,-0.037804-0.0022308i,-0.064695-0.0042194i,-0.071202-0.00099922i,-0.041769+0.007183i,-0.0015447+0.0067935i,0.0021689+0.007784i,-0.024957+0.024418i,-0.025921+0.036962i,-0.00064638+0.020474i,-0.0017272+0.0015949i,-0.022117+0.021005i,-0.015788+0.057683i
-0.055741-0.018897i,-0.30149-0.1123i,-0.81037-0.24388i,-1.2667-0.2672i,-1.1581-0.18561i,-0.60832-0.12486i,-0.14875-0.080196i,0.038672-0.0092008i,0.032819+0.043803i,-0.013845+0.059074i,0.0033271+0.040129i,0.017252+0.0076922i,0.0085524+0.015576i,0.018351+0.030147i,0.022652+0.018859i,0.018629+0.0054177i,0.031871-0.0015247i,0.061897+6.6376e-05i,0.076137+0.0025521i,0.047411+0.00073657i,0.0050661+0.0054597i,-0.017553+0.0099547i,-0.037598+0.01405i
0.074864+0.0030149i,0.27613+0.14057i,0.6518+0.45353i,0.9328+0.64344i,0.69682+0.42255i,0.18946+0.057959i,0.032038-0.12257i,0.17255-0.21831i,0.20103-0.21763i,0.14045-0.082848i,0.10936-0.020116i,0.073422-0.040789i,0.054511-0.056504i,0.031022-0.081031i,-0.025757-0.094947i,-0.072303-0.077581i,-0.076124-0.049512i,-0.036951-0.033892i,0.007723-0.032651i,0.026419-0.023666i,0.032437-0.016145i,0.030427-0.037865i,0.01186-0.068306i
-0.07976-0.046043i,-0.23675-0.2166i,-0.54506-0.54087i,-0.87214-0.70255i,-0.88791-0.37211i,-0.51629+0.10612i,-0.14494+0.18061i,-0.048426+0.0034298i,-0.015905-0.086071i,0.054851-0.12581i,0.044429-0.13563i,0.002766-0.084007i,-0.016784-0.036841i,-0.033637-0.012643i,-0.038142-0.0033328i,-0.037745-0.012936i,-0.044351-0.020026i,-0.059003-0.016039i,-0.068965-0.012981i,-0.056282-0.017659i,-0.033404-0.0217i,-0.016168-0.014167i,0.00042206-0.0042974i
0.052067+0.039008i,0.11048+0.22656i,0.22285+0.66697i,0.3905+1.1469i,0.55283+1.1601i,0.58299+0.65823i,0.45175+0.17898i,0.31818-0.035036i,0.19276-0.16576i,0.0038039-0.1863i,-0.085536-0.05676i,-0.030702+0.024428i,0.0087261+0.012566i,0.019718+0.0031373i,0.043799-0.0027302i,0.053669-0.0069977i,0.044426+0.0055051i,0.024312+0.037217i,0.0052763+0.067475i,0.00089595+0.057039i,0.00055879+0.025751i,0.0034346+0.018027i,0.01341+0.030699i
-0.020654-0.0013342i,-0.016182-0.090825i,0.095058-0.30972i,0.35217-0.56473i,0.54218-0.63388i,0.41974-0.48948i,0.19355-0.27181i,0.11999-0.12941i,0.067052-0.082183i,-0.021975+0.0032913i,-0.012329+0.092147i,0.035833+0.079871i,0.024165+0.054142i,0.01337+0.064848i,0.018284+0.055876i,0.012678+0.032646i,0.010729+0.027235i,0.027324+0.028102i,0.047999+0.024164i,0.044021+0.025957i,0.026666+0.028685i,0.014229+0.018468i,0.0029785-0.0012981i
0.034847-0.018947i,0.097906+0.004226i,0.13755+0.038508i,0.045564-0.029369i,-0.18112-0.15132i,-0.31158-0.08382i,-0.20182+0.098969i,-0.034504+0.14315i,0.029623+0.10801i,0.054094+0.084049i,0.060387+0.035726i,0.035382+0.0083189i,0.032655+0.0044922i,0.040523-0.018278i,0.026038-0.040638i,-0.0063741-0.042519i,-0.034691-0.028084i,-0.041348-0.016009i,-0.036963-0.0085649i,-0.024875+0.0078478i,-0.0027171+0.017534i,0.010566+0.0089229i,0.0039833-0.00082525i
-0.03578-0.0047635i,-0.13388-0.088475i,-0.3646-0.27078i,-0.68007-0.34761i,-0.79485-0.12938i,-0.54817+0.16083i,-0.25121+0.26995i,-0.14676+0.31208i,-0.056628+0.30232i,0.035101+0.10382i,-0.014135-0.070052i,-0.070009-0.056885i,-0.058701-0.031123i,-0.079223-0.034915i,-0.10015-0.0030812i,-0.080872+0.030488i,-0.061875+0.036629i,-0.061951+0.02332i,-0.0757+0.0060592i,-0.082991-0.0039954i,-0.074183-0.0058683i,-0.055307+0.0047396i,-0.030883+0.022844i
0.025084+0.006309i,0.040659+0.10299i,0.067874+0.39723i,0.13957+0.74413i,0.20835+0.75579i,0.1521+0.43694i,0.055195+0.2756i,0.14335+0.33204i,0.25989+0.2196i,0.1364+0.0021381i,-0.03846-0.032825i,-0.064273+0.011257i,-0.043057+0.00040246i,-0.02378+0.0042373i,0.029169+0.021156i,0.072994+0.014536i,0.079369+0.0027913i,0.061751-0.0093366i,0.030002-0.01424i,0.0045375+0.00098569i,-0.00084906+0.024896i,0.0041089+0.03669i,0.0066493+0.031841i
-0.0087251-0.0040491i,0.021827-0.089313i,0.13619-0.35975i,0.27611-0.71638i,0.28667-0.7679i,0.1989-0.41821i,0.19308-0.098185i,0.22934-0.075318i,0.17297-0.13521i,0.09223-0.075922i,0.081743-0.0059916i,0.068513-0.014322i,0.023876-0.023974i,0.0012115-0.035911i,-0.020059-0.074958i,-0.044867-0.095461i,-0.04631-0.089656i,-0.030584-0.074204i,-0.0049967-0.053735i,0.022353-0.039426i,0.036279-0.03503i,0.032645-0.034944i,0.017085-0.033334i
-0.0049577-0.025202i,-0.084305-0.039937i,-0.31679-0.014922i,-0.60474+0.025343i,-0.62631-0.029928i,-0.37748-0.18312i,-0.25368-0.35596i,-0.33628-0.41795i,-0.32979-0.28484i,-0.14841-0.12129i,-0.0081044-0.075561i,0.014706-0.065854i,0.020107-0.033344i,0.016897-0.0081237i,-0.014795+0.03045i,-0.034015+0.072017i,-0.039099+0.079347i,-0.046525+0.068176i,-0.041335+0.051489i,-0.032787+0.026743i,-0.037616+0.0076229i,-0.041944-0.00066293i,-0.033863-0.0093101i
-0.0019618+0.039849i,0.016558+0.086732i,0.059564+0.12581i,0.043383+0.15957i,-0.10965+0.22676i,-0.29311+0.27296i,-0.41613+0.28866i,-0.46528+0.31484i,-0.38116+0.29159i,-0.20879+0.18766i,-0.082689+0.079963i,-0.035141+0.021386i,-0.020932+0.0030791i,0.0030242+0.010371i,0.057359+0.011964i,0.10114-0.011742i,0.10324-0.020067i,0.091662+0.0032581i,0.079191+0.013583i,0.054974+0.0082989i,0.032633+0.0159i,0.030179+0.029957i,0.032377+0.030908i
0.010455-0.045486i,-0.0045971-0.11039i,-0.071717-0.1504i,-0.16483-0.081047i,-0.14293+0.073474i,0.072842+0.18145i,0.36392+0.12324i,0.47936+0.016855i,0.35803+0.023762i,0.17954+0.06642i,0.066539+0.066031i,0.020627+0.064029i,0.016698+0.072398i,0.025224+0.050444i,0.011437-0.0089181i,-0.024135-0.055642i,-0.033963-0.072635i,-0.01634-0.084959i,-0.010551-0.085665i,-0.011769-0.066311i,0.00031719-0.048022i,0.015589-0.039236i,0.022124-0.026126i
-0.0038991+0.047589i,0.0014295+0.1139i,0.031514+0.16119i,0.05011+0.11967i,-0.022521+0.010293i,-0.14913-0.13397i,-0.17449-0.29167i,-0.067504-0.40869i,0.01762-0.3953i,0.016299-0.24081i,0.014732-0.085191i,0.047218-0.034392i,0.059159-0.057689i,0.019935-0.065589i,-0.029287-0.024621i,-0.045226+0.023756i,-0.056979+0.034311i,-0.089453+0.031712i,-0.098755+0.046557i,-0.073636+0.048309i,-0.057754+0.029074i,-0.059723+0.019186i,-0.049052+0.018821i
0.0047686-0.053999i,0.036752-0.14764i,0.086354-0.28163i,0.097813-0.41927i,0.0062297-0.43134i,-0.081671-0.1917i,-0.037757+0.074872i,-0.0079027+0.071435i,-0.096154-0.046172i,-0.13415-0.041456i,-0.076113-0.0079233i,-0.064695-0.021811i,-0.10483-0.017542i,-0.10613+0.0097081i,-0.060615+0.026927i,-0.014136+0.023945i,0.007507+0.035029i,0.02326+0.071157i,0.043995+0.084239i,0.046838+0.063803i,0.028214+0.046004i,0.012395+0.044854i,0.010084+0.037479i
0.0011168+0.050166i,-0.015319+0.11179i,-0.048284+0.11467i,-0.10568-0.021842i,-0.16083-0.22606i,-0.16328-0.34119i,-0.096073-0.27296i,-0.0019612-0.093048i,0.062733+0.037988i,0.079053+0.045884i,0.053092+0.01379i,0.034237+0.036572i,0.062392+0.077126i,0.095232+0.068975i,0.085525+0.02341i,0.056276-0.0098854i,0.062374-0.022847i,0.095127-0.038914i,0.094402-0.053142i,0.056566-0.052186i,0.026261-0.040495i,0.019696-0.031329i,0.013482-0.019782i
0.011783-0.046498i,0.055176-0.10393i,0.17579-0.11888i,0.34499-0.075785i,0.37787-0.047109i,0.16893-0.014744i,-0.045561+0.086273i,-0.034036+0.13008i,0.066112+0.021834i,0.052149-0.082162i,-0.0053851-0.078199i,0.0078803-0.062708i,0.046378-0.097822i,0.041585-0.12776i,0.0088119-0.11423i,-0.014649-0.088004i,-0.033728-0.089957i,-0.060962-0.1087i,-0.076757-0.094212i,-0.062094-0.04232i,-0.034494-0.0031328i,-0.018738+0.0048227i,-0.010957+0.0079067i
-0.0018309+0.04321i,0.0046707+0.097821i,0.044141+0.10307i,0.16844-0.00039122i,0.33762-0.13459i,0.38155-0.18579i,0.27042-0.10449i,0.15963+0.028829i,0.08043+0.062615i,-0.0053347+0.034599i,-0.041917+0.041996i,-0.044774+0.041452i,-0.07326+0.031367i,-0.085489+0.043222i,-0.067826+0.047677i,-0.071343+0.047423i,-0.10229+0.079771i,-0.12344+0.12284i,-0.09902+0.12338i,-0.043042+0.080708i,-0.0021442+0.032406i,0.0067465+0.0054067i,0.0027956-0.0062147i
-0.0019361-0.048329i,0.0082968-0.089344i,0.057601-0.036569i,0.18379+0.12733i,0.30339+0.21276i,0.27496+0.12149i,0.16039-0.009204i,0.12675-0.063091i,0.12409-0.049165i,0.084444-0.0058529i,0.060404+0.022635i,0.048913+0.037686i,0.035505+0.067797i,0.034159+0.079642i,0.034336+0.063278i,0.043077+0.066337i,0.088909+0.092067i,0.14352+0.10272i,0.13926+0.075403i,0.07742+0.029032i,0.017526-0.00090064i,-0.0084893-0.010824i,-0.016448-0.013113i
0.0087737+0.049704i,0.010089+0.11391i,0.0053146+0.15395i,0.0073354+0.16i,0.063925+0.17667i,0.12681+0.13658i,0.068658+0.026784i,-0.048271-0.018375i,-0.044397-0.0096673i,0.018369-0.039034i,0.019821-0.061805i,0.017002-0.050376i,0.029421-0.039426i,0.027569-0.018487i,0.03452-0.0027716i,0.05165-0.032189i,0.052352-0.10165i,0.038698-0.16113i,0.017481-0.15359i,-0.003706-0.090259i,-0.005526-0.033839i,0.0046488-0.011728i,0.0061231-0.004705i
-0.013177-0.047946i,-0.057074-0.081823i,-0.15854+0.0045615i,-0.27422+0.27679i,-0.30896+0.51354i,-0.21112+0.50165i,-0.082717+0.35751i,-0.021353+0.24409i,-0.015053+0.13117i,-0.042239+0.032894i,-0.060561+0.0064906i,-0.061096-0.00038905i,-0.064553-0.022166i,-0.052811-0.046574i,-0.041144-0.068876i,-0.066469-0.07185i,-0.12226-0.043919i,-0.1677-0.0088883i,-0.15626+0.010291i,-0.098068+0.011238i,-0.050843-0.00073872i,-0.033362-0.006454i,-0.021203+0.0028695i
0.017888+0.050353i,0.037881+0.12302i,0.036228+0.16792i,-0.025752+0.1664i,-0.084586+0.18013i,-0.032656+0.15935i,0.064944+0.058291i,0.066611+0.013986i,0.026877+0.074075i,0.031093+0.094854i,0.0323+0.051136i,0.017305+0.029638i,-0.0023273+0.030819i,-0.039354+0.037739i,-0.061553+0.05342i,-0.045187+0.06988i,-0.010232+0.094421i,0.021367+0.12386i,0.036103+0.12427i,0.031768+0.093557i,0.018397+0.071689i,0.011784+0.064307i,0.014371+0.047766i
-0.024043-0.052583i,-0.092183-0.13409i,-0.24994-0.18762i,-0.46948-0.13814i,-0.60937-0.048884i,-0.55255-0.009959i,-0.38652-0.020898i,-0.21103-0.052192i,-0.062807-0.077545i,-0.0043709-0.076825i,-0.019101-0.052101i,-0.023024-0.028385i,0.0075503-0.020373i,0.044581-0.014535i,0.068054-0.013183i,0.072489-0.025526i,0.075439-0.046761i,0.089374-0.061301i,0.091754-0.056824i,0.078941-0.042016i,0.073948-0.03204i,0.071155-0.02964i,0.052626-0.024372i
0.022768+0.050188i,0.0561+0.12721i,0.073433+0.1496i,0.016334+0.050998i,-0.074754-0.055022i,-0.068117-0.036455i,0.0022341+0.0036367i,-0.042135-0.032109i,-0.13234-0.037132i,-0.10799+0.0026953i,-0.034672+0.016179i,0.0022357+0.014665i,0.0074599+0.00027871i,-0.010622-0.027152i,-0.030752-0.03661i,-0.035065-0.02965i,-0.043103-0.033098i,-0.062966-0.050663i,-0.069588-0.058889i,-0.059747-0.048113i,-0.054432-0.037833i,-0.051424-0.032895i,-0.036105-0.026135i
-0.019175-0.061145i,-0.070265-0.16928i,-0.15346-0.30052i,-0.2341-0.37954i,-0.25558-0.39096i,-0.19596-0.3437i,-0.095453-0.26245i,-0.005987-0.16338i,0.024353-0.06652i,0.015573-0.024495i,0.0027437-0.037182i,-0.013309-0.039098i,-0.014929-0.0053231i,0.00091655+0.027i,0.021533+0.033287i,0.031286+0.022027i,0.016009+0.024045i,-0.016123+0.047841i,-0.036057+0.060438i,-0.029985+0.051731i,-0.0169+0.046042i,-0.012353+0.049236i,-0.01441+0.045309i
0.020516+0.058017i,0.074151+0.13771i,0.15987+0.1701i,0.22128+0.064807i,0.20291-0.058535i,0.13628-0.055454i,0.084444-0.029701i,0.049868-0.069507i,0.028901-0.084587i,0.024192-0.041163i,0.017256+0.0043038i,0.011822+0.028218i,0.020493+0.025961i,0.021425+0.0029249i,0.0041076-0.016019i,-0.0091632-0.018162i,0.0053435-0.011118i,0.039627-0.0025065i,0.054067-0.0018745i,0.032603-0.013581i,0.0076939-0.020371i,0.0070697-0.011282i,0.019982+0.0038619i
-0.023632-0.063886i,-0.057302-0.17683i,-0.077238-0.30342i,-0.038494-0.35963i,0.032184-0.31911i,0.05647-0.21458i,0.05001-0.095759i,0.057646-0.045499i,0.038073-0.071561i,0.0093945-0.07422i,0.019789-0.050057i,0.025851-0.050312i,0.0015933-0.04669i,-0.01191-0.020667i,-0.0036058+0.0063673i,0.0049175+0.012733i,-0.0014542-0.009834i,-0.019329-0.044218i,-0.032764-0.052729i,-0.034181-0.025452i,-0.024639+0.00034949i,-0.010018-0.0024068i,-0.00013452-0.023914i
0.031189+0.061048i,0.087723+0.15495i,0.18034+0.22044i,0.25383+0.16848i,0.24625+0.080846i,0.17873+0.064505i,0.14238+0.063162i,0.11266+0.035837i,0.042869+0.037678i,-0.0021681+0.059674i,-0.0071649+0.046361i,-0.017383+0.023786i,-0.024415+0.015822i,-0.015387-0.0015955i,-0.011212-0.024745i,-0.023913-0.025964i,-0.042159+0.0018651i,-0.048835+0.039939i,-0.032033+0.056841i,-0.001203+0.04i,0.015816+0.0091004i,0.0036792-0.011099i,-0.026167-0.011557i
-0.024397-0.061133i,-0.059713-0.16347i,-0.085251-0.25156i,-0.051859-0.22975i,0.004608-0.14993i,-0.0014441-0.11009i,-0.028363-0.077798i,0.034976-0.043877i,0.11993-0.061458i,0.10495-0.072493i,0.055472-0.031178i,0.04475-0.0076226i,0.031807-0.013167i,0.0035913-0.0040397i,-0.014046+0.018064i,-0.0095795+0.038655i,0.019037+0.047264i,0.056502+0.034999i,0.065073+0.010743i,0.036663-0.0046886i,0.0044667-0.00037184i,-0.010036+0.01863i,-0.0063511+0.042519i
0.027026+0.059132i,0.083187+0.16893i,0.16175+0.28543i,0.21586+0.29936i,0.18914+0.23412i,0.098926+0.20279i,0.046215+0.19361i,0.0092812+0.12183i,-0.065801+0.023223i,-0.10304-0.006955i,-0.067265+0.0051532i,-0.023995-0.00041244i,-0.0026315-0.008928i,0.017723-0.0054301i,0.038249-0.011813i,0.045335-0.033245i,0.036824-0.061465i,0.013211-0.080685i,-0.0095337-0.0644i,-0.0079869-0.021805i,0.014303+0.0092078i,0.034274+0.015091i,0.045068+0.0019084i
-0.024692-0.057673i,-0.069532-0.15826i,-0.11675-0.23752i,-0.11708-0.19525i,-0.058236-0.10885i,0.02621-0.1001i,0.086708-0.081688i,0.13733+0.010448i,0.15757+0.066675i,0.10188+0.038375i,0.033574+0.0052535i,0.0094678+0.0049684i,0.0086749+0.0064445i,-0.0011269-0.0038123i,-0.025328-0.014788i,-0.055672-0.017565i,-0.081983-0.0057351i,-0.08845+0.013951i,-0.064856+0.022415i,-0.031022+0.0095166i,-0.013947-0.012501i,-0.01251-0.027166i,-0.017652-0.032798i
0.027893+0.062041i,0.071671+0.18037i,0.12698+0.31781i,0.14325+0.35142i,0.075747+0.26933i,-0.033153+0.19368i,-0.080568+0.13491i,-0.054358+0.034987i,-0.012167-0.056696i,-0.0075884-0.075169i,-0.025573-0.036899i,-0.01996-0.0034022i,-0.0068136+0.0063448i,-0.0019521+0.021139i,0.0070228+0.044512i,0.023186+0.065461i,0.043528+0.079411i,0.05658+0.07908i,0.043605+0.060736i,0.011256+0.040815i,-0.014008+0.035961i,-0.022665+0.035935i,-0.019945+0.031929i
-0.02409-0.062461i,-0.073099-0.16518i,-0.14732-0.25061i,-0.18428-0.18564i,-0.11328-0.023078i,0.01969+0.039203i,0.057591+0.055039i,0.013636+0.1236i,0.0040939+0.12851i,0.014954+0.053737i,0.0073555+0.010432i,-0.0031754+0.013047i,-0.0032492+0.019422i,0.0060289+0.010515i,0.020896-0.013126i,0.034922-0.044604i,0.044018-0.073721i,0.048986-0.084394i,0.049078-0.066475i,0.045007-0.038938i,0.038135-0.025966i,0.026165-0.016328i,0.015058-0.0017645i
